ID;RegioS;AutochtonenAllochtonen;AantalPersonenMet52WekenInkomen_1;GemiddeldBesteedbaarInkomen_2
454;Leiden;Herkomst: Niet-westers land;11.9;15.7
455;'s-Gravenhage;Herkomst (land);592.0;19.0
456;'s-Gravenhage;Herkomst: Nederland;430.0;19.2
457;'s-Gravenhage;Herkomst: Niet-Nederland;162.0;18.3
458;'s-Gravenhage;Herkomst: Westers land;69.5;22.0
459;'s-Gravenhage;Herkomst: Niet-westers land;92.4;15.5
460;Rotterdam;Herkomst (land);791.5;17.7
461;Rotterdam;Herkomst: Nederland;590.1;18.3
462;Rotterdam;Herkomst: Niet-Nederland;201.4;16.0
463;Rotterdam;Herkomst: Westers land;70.9;18.3
464;Rotterdam;Herkomst: Niet-westers land;130.5;14.7
465;Dordrecht;Herkomst (land);188.3;17.9
466;Dordrecht;Herkomst: Nederland;159.9;18.2
467;Dordrecht;Herkomst: Niet-Nederland;28.4;16.1
468;Dordrecht;Herkomst: Westers land;14.8;17.8
469;Dordrecht;Herkomst: Niet-westers land;13.6;14.3
470;Breda;Herkomst (land);206.4;18.0
471;Breda;Herkomst: Nederland;176.5;18.2
472;Breda;Herkomst: Niet-Nederland;30.0;16.7
473;Breda;Herkomst: Westers land;18.6;18.1
474;Breda;Herkomst: Niet-westers land;11.3;14.4
475;Tilburg;Herkomst (land);195.8;17.0
476;Tilburg;Herkomst: Nederland;167.1;17.3
477;Tilburg;Herkomst: Niet-Nederland;28.7;15.6
478;Tilburg;Herkomst: Westers land;15.1;17.1
479;Tilburg;Herkomst: Niet-westers land;13.6;13.8
480;'s-Hertogenbosch;Herkomst (land);127.6;18.2
481;'s-Hertogenbosch;Herkomst: Nederland;110.5;18.4
482;'s-Hertogenbosch;Herkomst: Niet-Nederland;17.1;16.5
483;'s-Hertogenbosch;Herkomst: Westers land;10.2;18.4
484;'s-Hertogenbosch;Herkomst: Niet-westers land;6.8;13.6
485;Eindhoven;Herkomst (land);265.6;18.0
486;Eindhoven;Herkomst: Nederland;220.9;18.2
487;Eindhoven;Herkomst: Niet-Nederland;44.8;17.1
488;Eindhoven;Herkomst: Westers land;27.0;18.5
489;Eindhoven;Herkomst: Niet-westers land;17.8;15.0
490;Geleen/Sittard;Herkomst (land);105.0;17.3
491;Geleen/Sittard;Herkomst: Nederland;85.7;17.6
492;Geleen/Sittard;Herkomst: Niet-Nederland;19.3;16.3
493;Geleen/Sittard;Herkomst: Westers land;16.4;16.7
494;Geleen/Sittard;Herkomst: Niet-westers land;2.9;14.1
495;Heerlen;Herkomst (land);178.0;16.2
496;Heerlen;Herkomst: Nederland;134.4;16.4
497;Heerlen;Herkomst: Niet-Nederland;43.6;15.3
498;Heerlen;Herkomst: Westers land;38.9;15.6
499;Heerlen;Herkomst: Niet-westers land;4.7;13.5
500;Maastricht;Herkomst (land);127.5;16.9
501;Maastricht;Herkomst: Nederland;107.1;17.0
502;Maastricht;Herkomst: Niet-Nederland;20.4;16.3
503;Maastricht;Herkomst: Westers land;16.3;17.0
504;Maastricht;Herkomst: Niet-westers land;4.1;13.5
505;Appingedam;Herkomst (land);8.4;16.6
506;Appingedam;Herkomst: Nederland;7.5;16.7
507;Appingedam;Herkomst: Niet-Nederland;0.8;15.5
508;Appingedam;Herkomst: Westers land;0.6;16.1
509;Appingedam;Herkomst: Niet-westers land;0.2;13.6
510;Bedum;Herkomst (land);7.0;17.0
511;Bedum;Herkomst: Nederland;6.7;16.9
512;Bedum;Herkomst: Niet-Nederland;0.3;19.2
513;Bedum;Herkomst: Westers land;0.3;19.5
514;Bedum;Herkomst: Niet-westers land;;
515;Bellingwedde;Herkomst (land);6.4;15.8
516;Bellingwedde;Herkomst: Nederland;5.9;15.9
517;Bellingwedde;Herkomst: Niet-Nederland;0.5;15.2
518;Bellingwedde;Herkomst: Westers land;0.5;14.7
519;Bellingwedde;Herkomst: Niet-westers land;;
520;Ten Boer;Herkomst (land);4.6;17.0
521;Ten Boer;Herkomst: Nederland;4.3;17.0
522;Ten Boer;Herkomst: Niet-Nederland;0.3;17.6
523;Ten Boer;Herkomst: Westers land;0.2;19.3
524;Ten Boer;Herkomst: Niet-westers land;;
525;Delfzijl;Herkomst (land);19.1;16.4
526;Delfzijl;Herkomst: Nederland;16.6;16.6
527;Delfzijl;Herkomst: Niet-Nederland;2.4;14.8
528;Delfzijl;Herkomst: Westers land;1.4;15.4
529;Delfzijl;Herkomst: Niet-westers land;1.0;13.9
530;Groningen;Herkomst (land);122.0;16.1
531;Groningen;Herkomst: Nederland;104.3;16.2
532;Groningen;Herkomst: Niet-Nederland;17.7;15.1
533;Groningen;Herkomst: Westers land;10.6;16.1
534;Groningen;Herkomst: Niet-westers land;7.0;13.6
535;Grootegast;Herkomst (land);7.5;16.0
536;Grootegast;Herkomst: Nederland;7.3;16.0
537;Grootegast;Herkomst: Niet-Nederland;;
538;Grootegast;Herkomst: Westers land;;
539;Grootegast;Herkomst: Niet-westers land;;
540;Haren;Herkomst (land);12.9;22.2
541;Haren;Herkomst: Nederland;12.0;21.7
542;Haren;Herkomst: Niet-Nederland;1.0;28.0
543;Haren;Herkomst: Westers land;0.8;29.6
544;Haren;Herkomst: Niet-westers land;;
545;Hoogezand-Sappemeer;Herkomst (land);22.6;15.9
546;Hoogezand-Sappemeer;Herkomst: Nederland;19.6;16.1
547;Hoogezand-Sappemeer;Herkomst: Niet-Nederland;2.9;14.8
548;Hoogezand-Sappemeer;Herkomst: Westers land;1.3;15.3
549;Hoogezand-Sappemeer;Herkomst: Niet-westers land;1.6;14.3
550;Leek;Herkomst (land);12.4;17.0
551;Leek;Herkomst: Nederland;11.8;16.9
552;Leek;Herkomst: Niet-Nederland;0.6;17.5
553;Leek;Herkomst: Westers land;0.5;18.7
554;Leek;Herkomst: Niet-westers land;;
555;Loppersum;Herkomst (land);7.1;16.8
556;Loppersum;Herkomst: Nederland;6.8;16.8
557;Loppersum;Herkomst: Niet-Nederland;0.3;16.0
558;Loppersum;Herkomst: Westers land;0.2;16.8
559;Loppersum;Herkomst: Niet-westers land;;
560;Marum;Herkomst (land);6.5;16.9
561;Marum;Herkomst: Nederland;6.1;17.0
562;Marum;Herkomst: Niet-Nederland;0.3;16.2
563;Marum;Herkomst: Westers land;0.3;15.5
564;Marum;Herkomst: Niet-westers land;;
565;Almere;Herkomst (land);103.2;18.1
566;Almere;Herkomst: Nederland;75.8;18.4
567;Almere;Herkomst: Niet-Nederland;27.4;17.1
568;Almere;Herkomst: Westers land;10.1;18.5
569;Almere;Herkomst: Niet-westers land;17.3;16.3
570;Stadskanaal;Herkomst (land);22.7;15.4
571;Stadskanaal;Herkomst: Nederland;21.3;15.4
572;Stadskanaal;Herkomst: Niet-Nederland;1.3;16.0
573;Stadskanaal;Herkomst: Westers land;1.0;16.5
574;Stadskanaal;Herkomst: Niet-westers land;0.3;14.0
575;Scheemda;Herkomst (land);9.3;16.2
576;Scheemda;Herkomst: Nederland;8.8;16.2
577;Scheemda;Herkomst: Niet-Nederland;0.5;16.8
578;Scheemda;Herkomst: Westers land;0.5;16.5
579;Scheemda;Herkomst: Niet-westers land;;
580;Slochteren;Herkomst (land);9.8;17.5
581;Slochteren;Herkomst: Nederland;9.4;17.4
582;Slochteren;Herkomst: Niet-Nederland;0.4;20.1
583;Slochteren;Herkomst: Westers land;0.3;21.0
584;Slochteren;Herkomst: Niet-westers land;;
585;Veendam;Herkomst (land);19.0;16.2
586;Veendam;Herkomst: Nederland;17.3;16.3
587;Veendam;Herkomst: Niet-Nederland;1.7;15.2
588;Veendam;Herkomst: Westers land;0.9;17.0
589;Veendam;Herkomst: Niet-westers land;0.8;13.2
590;Vlagtwedde;Herkomst (land);11.4;14.9
591;Vlagtwedde;Herkomst: Nederland;10.7;14.9
592;Vlagtwedde;Herkomst: Niet-Nederland;0.7;14.3
593;Vlagtwedde;Herkomst: Westers land;0.6;14.2
594;Vlagtwedde;Herkomst: Niet-westers land;;
595;Zeewolde;Herkomst (land);11.5;18.7
596;Zeewolde;Herkomst: Nederland;10.4;18.8
597;Zeewolde;Herkomst: Niet-Nederland;1.1;18.1
598;Zeewolde;Herkomst: Westers land;0.8;19.9
599;Zeewolde;Herkomst: Niet-westers land;0.3;12.9
600;Skarsterlân;Herkomst (land);17.5;17.0
601;Skarsterlân;Herkomst: Nederland;16.7;17.1
602;Skarsterlân;Herkomst: Niet-Nederland;0.8;16.3
603;Skarsterlân;Herkomst: Westers land;0.6;16.3
604;Skarsterlân;Herkomst: Niet-westers land;;
605;Winschoten;Herkomst (land);12.7;15.7
606;Winschoten;Herkomst: Nederland;11.8;15.8
607;Winschoten;Herkomst: Niet-Nederland;0.9;14.0
608;Winschoten;Herkomst: Westers land;0.8;14.7
609;Winschoten;Herkomst: Niet-westers land;;
610;Winsum;Herkomst (land);9.1;17.5
611;Winsum;Herkomst: Nederland;8.6;17.4
612;Winsum;Herkomst: Niet-Nederland;0.5;17.7
613;Winsum;Herkomst: Westers land;0.4;18.3
614;Winsum;Herkomst: Niet-westers land;;
615;Boarnsterhim;Herkomst (land);12.4;17.0
616;Boarnsterhim;Herkomst: Nederland;11.9;17.0
617;Boarnsterhim;Herkomst: Niet-Nederland;0.6;16.5
618;Boarnsterhim;Herkomst: Westers land;0.4;16.2
619;Boarnsterhim;Herkomst: Niet-westers land;;
620;Zuidhorn;Herkomst (land);11.1;17.9
621;Zuidhorn;Herkomst: Nederland;10.6;17.9
622;Zuidhorn;Herkomst: Niet-Nederland;0.4;19.0
623;Zuidhorn;Herkomst: Westers land;0.4;19.1
624;Zuidhorn;Herkomst: Niet-westers land;;
625;Dongeradeel;Herkomst (land);15.8;15.7
626;Dongeradeel;Herkomst: Nederland;15.2;15.7
627;Dongeradeel;Herkomst: Niet-Nederland;0.6;15.7
628;Dongeradeel;Herkomst: Westers land;0.5;16.6
629;Dongeradeel;Herkomst: Niet-westers land;;
630;Achtkarspelen;Herkomst (land);17.7;15.7
631;Achtkarspelen;Herkomst: Nederland;17.3;15.7
632;Achtkarspelen;Herkomst: Niet-Nederland;0.4;13.7
633;Achtkarspelen;Herkomst: Westers land;0.3;13.8
634;Achtkarspelen;Herkomst: Niet-westers land;;
635;Ameland;Herkomst (land);2.3;16.7
636;Ameland;Herkomst: Nederland;2.2;16.7
637;Ameland;Herkomst: Niet-Nederland;;
638;Ameland;Herkomst: Westers land;;
639;Ameland;Herkomst: Niet-westers land;;
640;het Bildt;Herkomst (land);6.8;15.9
641;het Bildt;Herkomst: Nederland;6.5;15.9
642;het Bildt;Herkomst: Niet-Nederland;0.3;14.7
643;het Bildt;Herkomst: Westers land;0.2;15.6
644;het Bildt;Herkomst: Niet-westers land;;
645;Bolsward;Herkomst (land);6.2;16.3
646;Bolsward;Herkomst: Nederland;5.8;16.4
647;Bolsward;Herkomst: Niet-Nederland;0.4;15.0
648;Bolsward;Herkomst: Westers land;0.3;17.2
649;Bolsward;Herkomst: Niet-westers land;;
650;Dantumadeel;Herkomst (land);12.1;15.7
651;Dantumadeel;Herkomst: Nederland;11.9;15.7
652;Dantumadeel;Herkomst: Niet-Nederland;0.2;17.3
653;Dantumadeel;Herkomst: Westers land;;
654;Dantumadeel;Herkomst: Niet-westers land;;
655;Franekeradeel;Herkomst (land);13.6;16.1
656;Franekeradeel;Herkomst: Nederland;12.9;16.2
657;Franekeradeel;Herkomst: Niet-Nederland;0.7;14.6
658;Franekeradeel;Herkomst: Westers land;0.5;15.7
659;Franekeradeel;Herkomst: Niet-westers land;;
660;Harlingen;Herkomst (land);10.2;16.7
661;Harlingen;Herkomst: Nederland;9.2;17.0
662;Harlingen;Herkomst: Niet-Nederland;1.0;14.7
663;Harlingen;Herkomst: Westers land;0.8;15.5
664;Harlingen;Herkomst: Niet-westers land;0.3;12.5
665;Heerenveen;Herkomst (land);28.6;17.1
666;Heerenveen;Herkomst: Nederland;26.1;17.2
667;Heerenveen;Herkomst: Niet-Nederland;2.6;15.8
668;Heerenveen;Herkomst: Westers land;1.6;16.6
669;Heerenveen;Herkomst: Niet-westers land;1.0;14.6
670;Kollumerland c.a.;Herkomst (land);8.4;16.1
671;Kollumerland c.a.;Herkomst: Nederland;8.2;16.1
672;Kollumerland c.a.;Herkomst: Niet-Nederland;0.2;15.6
673;Kollumerland c.a.;Herkomst: Westers land;;
674;Kollumerland c.a.;Herkomst: Niet-westers land;;
675;Leeuwarden;Herkomst (land);62.3;16.2
676;Leeuwarden;Herkomst: Nederland;54.6;16.4
677;Leeuwarden;Herkomst: Niet-Nederland;7.7;14.6
678;Leeuwarden;Herkomst: Westers land;4.4;15.7
679;Leeuwarden;Herkomst: Niet-westers land;3.3;13.1
680;Leeuwarderadeel;Herkomst (land);6.8;17.4
681;Leeuwarderadeel;Herkomst: Nederland;6.4;17.6
682;Leeuwarderadeel;Herkomst: Niet-Nederland;0.4;15.7
683;Leeuwarderadeel;Herkomst: Westers land;0.3;16.0
684;Leeuwarderadeel;Herkomst: Niet-westers land;;
685;Lemsterland;Herkomst (land);8.5;17.2
686;Lemsterland;Herkomst: Nederland;7.8;17.4
687;Lemsterland;Herkomst: Niet-Nederland;0.7;14.7
688;Lemsterland;Herkomst: Westers land;0.5;14.8
689;Lemsterland;Herkomst: Niet-westers land;;
690;Menaldumadeel;Herkomst (land);9.1;17.1
691;Menaldumadeel;Herkomst: Nederland;8.7;17.1
692;Menaldumadeel;Herkomst: Niet-Nederland;0.4;17.2
693;Menaldumadeel;Herkomst: Westers land;0.3;17.5
694;Menaldumadeel;Herkomst: Niet-westers land;;
695;Ooststellingwerf;Herkomst (land);17.5;16.1
696;Ooststellingwerf;Herkomst: Nederland;16.5;16.1
697;Ooststellingwerf;Herkomst: Niet-Nederland;1.1;15.3
698;Ooststellingwerf;Herkomst: Westers land;0.9;16.0
699;Ooststellingwerf;Herkomst: Niet-westers land;;
700;Opsterland;Herkomst (land);19.0;16.5
701;Opsterland;Herkomst: Nederland;18.2;16.4
702;Opsterland;Herkomst: Niet-Nederland;0.8;17.4
703;Opsterland;Herkomst: Westers land;0.6;17.3
704;Opsterland;Herkomst: Niet-westers land;;
705;Schiermonnikoog;Herkomst (land);0.7;18.8
706;Schiermonnikoog;Herkomst: Nederland;0.7;17.4
707;Schiermonnikoog;Herkomst: Niet-Nederland;;
708;Schiermonnikoog;Herkomst: Westers land;;
709;Schiermonnikoog;Herkomst: Niet-westers land;;
710;Smallingerland;Herkomst (land);35.2;16.6
711;Smallingerland;Herkomst: Nederland;32.4;16.8
712;Smallingerland;Herkomst: Niet-Nederland;2.8;14.6
713;Smallingerland;Herkomst: Westers land;1.8;15.2
714;Smallingerland;Herkomst: Niet-westers land;1.0;13.4
715;Sneek;Herkomst (land);21.8;16.6
716;Sneek;Herkomst: Nederland;20.0;16.7
717;Sneek;Herkomst: Niet-Nederland;1.8;15.7
718;Sneek;Herkomst: Westers land;1.4;17.0
719;Sneek;Herkomst: Niet-westers land;0.4;11.8
720;Terschelling;Herkomst (land);3.2;17.6
721;Terschelling;Herkomst: Nederland;3.0;17.7
722;Terschelling;Herkomst: Niet-Nederland;0.2;15.9
723;Terschelling;Herkomst: Westers land;;
724;Terschelling;Herkomst: Niet-westers land;;
725;Vlieland;Herkomst (land);0.8;17.9
726;Vlieland;Herkomst: Nederland;0.8;18.0
727;Vlieland;Herkomst: Niet-Nederland;;
728;Vlieland;Herkomst: Westers land;;
729;Vlieland;Herkomst: Niet-westers land;;
730;Weststellingwerf;Herkomst (land);17.4;16.1
731;Weststellingwerf;Herkomst: Nederland;16.5;16.1
732;Weststellingwerf;Herkomst: Niet-Nederland;0.9;15.6
733;Weststellingwerf;Herkomst: Westers land;0.6;16.9
734;Weststellingwerf;Herkomst: Niet-westers land;0.3;13.3
735;Nijefurd;Herkomst (land);7.1;16.1
736;Nijefurd;Herkomst: Nederland;6.8;16.0
737;Nijefurd;Herkomst: Niet-Nederland;0.3;17.3
738;Nijefurd;Herkomst: Westers land;0.3;18.1
739;Nijefurd;Herkomst: Niet-westers land;;
740;Assen;Herkomst (land);40.9;17.2
741;Assen;Herkomst: Nederland;36.2;17.3
742;Assen;Herkomst: Niet-Nederland;4.8;16.5
743;Assen;Herkomst: Westers land;3.3;17.6
744;Assen;Herkomst: Niet-westers land;1.4;14.0
745;Coevorden;Herkomst (land);24.1;16.1
746;Coevorden;Herkomst: Nederland;22.7;16.1
747;Coevorden;Herkomst: Niet-Nederland;1.4;15.2
748;Coevorden;Herkomst: Westers land;1.2;15.6
749;Coevorden;Herkomst: Niet-westers land;0.2;13.6
750;Emmen;Herkomst (land);73.2;15.6
751;Emmen;Herkomst: Nederland;67.0;15.6
752;Emmen;Herkomst: Niet-Nederland;6.2;15.0
753;Emmen;Herkomst: Westers land;4.9;15.4
754;Emmen;Herkomst: Niet-westers land;1.3;13.7
755;Hoogeveen;Herkomst (land);35.2;16.2
756;Hoogeveen;Herkomst: Nederland;32.6;16.2
757;Hoogeveen;Herkomst: Niet-Nederland;2.6;15.5
758;Hoogeveen;Herkomst: Westers land;2.0;15.8
759;Hoogeveen;Herkomst: Niet-westers land;0.6;14.5
760;Meppel;Herkomst (land);20.8;17.0
761;Meppel;Herkomst: Nederland;19.1;17.1
762;Meppel;Herkomst: Niet-Nederland;1.6;16.0
763;Meppel;Herkomst: Westers land;1.0;16.8
764;Meppel;Herkomst: Niet-westers land;0.6;14.6
765;Littenseradiel;Herkomst (land);6.9;17.3
766;Littenseradiel;Herkomst: Nederland;6.6;17.2
767;Littenseradiel;Herkomst: Niet-Nederland;0.2;18.1
768;Littenseradiel;Herkomst: Westers land;0.2;17.9
769;Littenseradiel;Herkomst: Niet-westers land;;
770;Almelo;Herkomst (land);47.4;16.0
771;Almelo;Herkomst: Nederland;38.1;16.3
772;Almelo;Herkomst: Niet-Nederland;9.3;14.7
773;Almelo;Herkomst: Westers land;4.8;16.1
774;Almelo;Herkomst: Niet-westers land;4.4;13.1
775;Bathmen;Herkomst (land);3.6;18.8
776;Bathmen;Herkomst: Nederland;3.5;18.7
777;Bathmen;Herkomst: Niet-Nederland;;
778;Bathmen;Herkomst: Westers land;;
779;Bathmen;Herkomst: Niet-westers land;;
780;Borne;Herkomst (land);13.5;17.9
781;Borne;Herkomst: Nederland;12.3;18.0
782;Borne;Herkomst: Niet-Nederland;1.2;17.2
783;Borne;Herkomst: Westers land;1.0;17.8
784;Borne;Herkomst: Niet-westers land;0.3;15.0
785;Dalfsen;Herkomst (land);17.1;17.1
786;Dalfsen;Herkomst: Nederland;16.6;17.1
787;Dalfsen;Herkomst: Niet-Nederland;0.5;19.2
788;Dalfsen;Herkomst: Westers land;0.4;20.0
789;Dalfsen;Herkomst: Niet-westers land;;
790;Deventer;Herkomst (land);58.5;16.7
791;Deventer;Herkomst: Nederland;48.3;17.0
792;Deventer;Herkomst: Niet-Nederland;10.2;15.1
793;Deventer;Herkomst: Westers land;5.4;16.6
794;Deventer;Herkomst: Niet-westers land;4.8;13.3
795;Enschede;Herkomst (land);99.9;15.7
796;Enschede;Herkomst: Nederland;77.6;16.0
797;Enschede;Herkomst: Niet-Nederland;22.3;14.5
798;Enschede;Herkomst: Westers land;13.1;15.4
799;Enschede;Herkomst: Niet-westers land;9.2;13.3
800;Haaksbergen;Herkomst (land);16.1;16.6
801;Haaksbergen;Herkomst: Nederland;14.3;16.7
802;Haaksbergen;Herkomst: Niet-Nederland;1.8;16.1
803;Haaksbergen;Herkomst: Westers land;1.3;17.4
804;Haaksbergen;Herkomst: Niet-westers land;0.5;12.8
805;Hardenberg;Herkomst (land);36.6;16.0
806;Hardenberg;Herkomst: Nederland;34.8;16.1
807;Hardenberg;Herkomst: Niet-Nederland;1.8;15.1
808;Hardenberg;Herkomst: Westers land;1.5;15.6
809;Hardenberg;Herkomst: Niet-westers land;0.3;12.8
810;Hellendoorn;Herkomst (land);23.8;16.5
811;Hellendoorn;Herkomst: Nederland;22.5;16.5
812;Hellendoorn;Herkomst: Niet-Nederland;1.3;16.4
813;Hellendoorn;Herkomst: Westers land;1.1;16.7
814;Hellendoorn;Herkomst: Niet-westers land;0.2;14.9
815;Hengelo;Herkomst (land);54.9;16.9
816;Hengelo;Herkomst: Nederland;45.1;17.3
817;Hengelo;Herkomst: Niet-Nederland;9.8;15.1
818;Hengelo;Herkomst: Westers land;5.9;16.3
819;Hengelo;Herkomst: Niet-westers land;4.0;13.3
820;Kampen;Herkomst (land);31.1;16.0
821;Kampen;Herkomst: Nederland;29.2;16.0
822;Kampen;Herkomst: Niet-Nederland;1.9;15.2
823;Kampen;Herkomst: Westers land;1.0;16.9
824;Kampen;Herkomst: Niet-westers land;0.9;13.3
825;Losser;Herkomst (land);15.0;15.8
826;Losser;Herkomst: Nederland;12.7;15.9
827;Losser;Herkomst: Niet-Nederland;2.3;15.6
828;Losser;Herkomst: Westers land;2.1;15.4
829;Losser;Herkomst: Niet-westers land;0.2;17.6
830;Noordoostpolder;Herkomst (land);28.5;16.6
831;Noordoostpolder;Herkomst: Nederland;26.3;16.7
832;Noordoostpolder;Herkomst: Niet-Nederland;2.2;15.0
833;Noordoostpolder;Herkomst: Westers land;1.3;16.8
834;Noordoostpolder;Herkomst: Niet-westers land;0.8;12.1
835;Oldenzaal;Herkomst (land);21.2;16.8
836;Oldenzaal;Herkomst: Nederland;18.6;17.0
837;Oldenzaal;Herkomst: Niet-Nederland;2.7;15.7
838;Oldenzaal;Herkomst: Westers land;1.8;16.9
839;Oldenzaal;Herkomst: Niet-westers land;0.9;13.3
840;Ommen;Herkomst (land);11.2;16.4
841;Ommen;Herkomst: Nederland;10.8;16.3
842;Ommen;Herkomst: Niet-Nederland;0.4;19.0
843;Ommen;Herkomst: Westers land;0.3;20.4
844;Ommen;Herkomst: Niet-westers land;;
845;Raalte;Herkomst (land);24.4;16.4
846;Raalte;Herkomst: Nederland;23.4;16.4
847;Raalte;Herkomst: Niet-Nederland;1.0;15.1
848;Raalte;Herkomst: Westers land;0.7;15.7
849;Raalte;Herkomst: Niet-westers land;0.3;13.6
850;Rijssen;Herkomst (land);22.0;17.2
851;Rijssen;Herkomst: Nederland;20.7;17.4
852;Rijssen;Herkomst: Niet-Nederland;1.3;14.4
853;Rijssen;Herkomst: Westers land;0.7;15.6
854;Rijssen;Herkomst: Niet-westers land;0.6;13.1
855;Staphorst;Herkomst (land);8.9;16.9
856;Staphorst;Herkomst: Nederland;8.7;16.9
857;Staphorst;Herkomst: Niet-Nederland;;
858;Staphorst;Herkomst: Westers land;;
859;Staphorst;Herkomst: Niet-westers land;;
860;Tubbergen;Herkomst (land);13.0;16.3
861;Tubbergen;Herkomst: Nederland;12.4;16.2
862;Tubbergen;Herkomst: Niet-Nederland;0.6;16.5
863;Tubbergen;Herkomst: Westers land;0.6;16.1
864;Tubbergen;Herkomst: Niet-westers land;;
865;Urk;Herkomst (land);8.5;16.1
866;Urk;Herkomst: Nederland;8.4;16.1
867;Urk;Herkomst: Niet-Nederland;;
868;Urk;Herkomst: Westers land;;
869;Urk;Herkomst: Niet-westers land;;
870;Wierden;Herkomst (land);14.8;17.5
871;Wierden;Herkomst: Nederland;13.9;17.2
872;Wierden;Herkomst: Niet-Nederland;1.0;21.3
873;Wierden;Herkomst: Westers land;0.8;23.0
874;Wierden;Herkomst: Niet-westers land;;
875;Zwolle;Herkomst (land);75.6;17.2
876;Zwolle;Herkomst: Nederland;66.2;17.4
877;Zwolle;Herkomst: Niet-Nederland;9.4;15.5
878;Zwolle;Herkomst: Westers land;5.1;16.9
879;Zwolle;Herkomst: Niet-westers land;4.3;13.9
880;Rijnwaarden;Herkomst (land);7.3;15.8
881;Rijnwaarden;Herkomst: Nederland;6.5;15.8
882;Rijnwaarden;Herkomst: Niet-Nederland;0.8;15.6
883;Rijnwaarden;Herkomst: Westers land;0.7;16.0
884;Rijnwaarden;Herkomst: Niet-westers land;;
885;Aalten;Herkomst (land);12.4;15.9
886;Aalten;Herkomst: Nederland;11.4;15.8
887;Aalten;Herkomst: Niet-Nederland;1.1;16.5
888;Aalten;Herkomst: Westers land;0.8;17.7
889;Aalten;Herkomst: Niet-westers land;0.3;13.1
890;Angerlo;Herkomst (land);3.3;17.3
891;Angerlo;Herkomst: Nederland;3.0;17.1
892;Angerlo;Herkomst: Niet-Nederland;0.2;19.3
893;Angerlo;Herkomst: Westers land;0.2;20.3
894;Angerlo;Herkomst: Niet-westers land;;
895;Apeldoorn;Herkomst (land);106.6;17.7
896;Apeldoorn;Herkomst: Nederland;93.0;17.9
897;Apeldoorn;Herkomst: Niet-Nederland;13.6;16.8
898;Apeldoorn;Herkomst: Westers land;8.7;17.9
899;Apeldoorn;Herkomst: Niet-westers land;4.9;14.8
900;Arnhem;Herkomst (land);91.6;17.1
901;Arnhem;Herkomst: Nederland;71.9;17.5
902;Arnhem;Herkomst: Niet-Nederland;19.7;15.9
903;Arnhem;Herkomst: Westers land;10.9;17.1
904;Arnhem;Herkomst: Niet-westers land;8.8;14.4
905;Barneveld;Herkomst (land);29.8;17.6
906;Barneveld;Herkomst: Nederland;27.7;17.7
907;Barneveld;Herkomst: Niet-Nederland;2.1;16.9
908;Barneveld;Herkomst: Westers land;1.3;18.2
909;Barneveld;Herkomst: Niet-westers land;0.7;14.4
910;Bergh;Herkomst (land);12.1;16.2
911;Bergh;Herkomst: Nederland;10.6;16.3
912;Bergh;Herkomst: Niet-Nederland;1.5;16.0
913;Bergh;Herkomst: Westers land;1.4;16.2
914;Bergh;Herkomst: Niet-westers land;;
915;Beuningen;Herkomst (land);16.6;17.8
916;Beuningen;Herkomst: Nederland;14.8;17.9
917;Beuningen;Herkomst: Niet-Nederland;1.8;17.7
918;Beuningen;Herkomst: Westers land;1.3;18.5
919;Beuningen;Herkomst: Niet-westers land;0.4;15.1
920;Borculo;Herkomst (land);7.0;15.9
921;Borculo;Herkomst: Nederland;6.6;15.9
922;Borculo;Herkomst: Niet-Nederland;0.4;15.5
923;Borculo;Herkomst: Westers land;0.3;15.7
924;Borculo;Herkomst: Niet-westers land;;
925;Brummen;Herkomst (land);14.4;17.8
926;Brummen;Herkomst: Nederland;13.1;17.9
927;Brummen;Herkomst: Niet-Nederland;1.3;17.2
928;Brummen;Herkomst: Westers land;0.8;19.0
929;Brummen;Herkomst: Niet-westers land;0.5;14.1
930;Buren;Herkomst (land);16.7;18.4
931;Buren;Herkomst: Nederland;15.8;18.4
932;Buren;Herkomst: Niet-Nederland;0.9;19.3
933;Buren;Herkomst: Westers land;0.7;19.3
934;Buren;Herkomst: Niet-westers land;;
935;Culemborg;Herkomst (land);17.2;18.5
936;Culemborg;Herkomst: Nederland;14.3;19.0
937;Culemborg;Herkomst: Niet-Nederland;2.9;16.1
938;Culemborg;Herkomst: Westers land;1.5;18.4
939;Culemborg;Herkomst: Niet-westers land;1.4;13.7
940;Didam;Herkomst (land);11.2;16.9
941;Didam;Herkomst: Nederland;10.3;16.8
942;Didam;Herkomst: Niet-Nederland;0.9;17.0
943;Didam;Herkomst: Westers land;0.7;17.1
944;Didam;Herkomst: Niet-westers land;;
945;Dinxperlo;Herkomst (land);5.5;16.4
946;Dinxperlo;Herkomst: Nederland;4.7;16.6
947;Dinxperlo;Herkomst: Niet-Nederland;0.7;14.8
948;Dinxperlo;Herkomst: Westers land;0.7;15.1
949;Dinxperlo;Herkomst: Niet-westers land;;
950;Doesburg;Herkomst (land);7.5;16.5
951;Doesburg;Herkomst: Nederland;6.2;16.7
952;Doesburg;Herkomst: Niet-Nederland;1.3;15.4
953;Doesburg;Herkomst: Westers land;0.8;16.5
954;Doesburg;Herkomst: Niet-westers land;0.5;13.6
955;Doetinchem;Herkomst (land);33.1;16.8
956;Doetinchem;Herkomst: Nederland;29.0;17.0
957;Doetinchem;Herkomst: Niet-Nederland;4.1;15.3
