ID;Destination;Periods;ValueAtCurrentPrices_1;ValueAtPricesOf2015_2;VolumeChangesOnPreviousYear_3;PriceIndices_4
70;01 Agriculture;2009;4117.0;4453.0;-9.7;92.5
71;01 Agriculture;2010;4376.0;4603.0;3.4;95.1
72;01 Agriculture;2011;5674.0;5961.0;29.5;95.2
73;01 Agriculture;2012;5202.0;5447.0;-8.6;95.5
74;01 Agriculture;2013;4772.0;4935.0;-9.4;96.7
75;01 Agriculture;2014;5092.0;5195.0;5.3;98.0
76;01 Agriculture;2015;4699.0;4699.0;-9.5;100.0
77;01 Agriculture;2016;4299.0;4288.0;-8.7;100.3
78;01 Agriculture;2017;4475.0;4483.0;4.6;99.8
79;01 Agriculture;2018;4898.0;4813.0;7.4;101.8
80;01 Agriculture;2019;5195.0;4968.0;3.2;104.6
81;01 Agriculture;2020;5310.0;5007.0;0.8;106.1
82;01 Agriculture;2021;4702.0;4305.0;-14.0;109.2
83;01 Agriculture;2022;;;;
84;02 Forestry and logging;1995;1.0;1.0;;129.3
85;02 Forestry and logging;1996;1.0;1.0;0.0;129.3
86;02 Forestry and logging;1997;1.0;1.0;0.0;129.3
87;02 Forestry and logging;1998;4.0;3.0;300.0;129.3
88;02 Forestry and logging;1999;8.0;6.0;100.0;129.3
89;02 Forestry and logging;2000;7.0;5.0;-12.5;129.3
90;02 Forestry and logging;2001;15.0;12.0;114.3;129.3
91;02 Forestry and logging;2002;11.0;9.0;-20.0;118.5
92;02 Forestry and logging;2003;6.0;6.0;-36.4;101.6
93;02 Forestry and logging;2004;7.0;8.0;33.3;88.9
94;02 Forestry and logging;2005;9.0;10.0;28.6;88.9
95;02 Forestry and logging;2006;9.0;10.0;0.0;88.9
96;02 Forestry and logging;2007;8.0;9.0;-11.1;88.9
97;02 Forestry and logging;2008;9.0;10.0;12.5;88.9
98;02 Forestry and logging;2009;13.0;15.0;44.4;88.9
99;02 Forestry and logging;2010;9.0;10.0;-30.8;88.9
100;02 Forestry and logging;2011;7.0;8.0;-22.2;88.9
101;02 Forestry and logging;2012;9.0;9.0;14.3;100.0
102;02 Forestry and logging;2013;7.0;7.0;-22.2;100.0
103;02 Forestry and logging;2014;3.0;3.0;-57.1;100.0
104;02 Forestry and logging;2015;14.0;14.0;366.7;100.0
105;02 Forestry and logging;2016;16.0;16.0;14.3;100.0
106;02 Forestry and logging;2017;18.0;18.0;12.5;100.0
107;02 Forestry and logging;2018;17.0;17.0;-5.6;100.0
108;02 Forestry and logging;2019;17.0;17.0;0.0;100.0
109;02 Forestry and logging;2020;19.0;19.0;11.8;100.0
110;02 Forestry and logging;2021;16.0;15.0;-21.1;106.7
111;02 Forestry and logging;2022;;;;
112;03 Fishing and aquaculture;1995;43.0;65.0;;65.8
113;03 Fishing and aquaculture;1996;43.0;64.0;-2.3;67.4
114;03 Fishing and aquaculture;1997;34.0;50.0;-20.9;67.4
115;03 Fishing and aquaculture;1998;61.0;86.0;70.6;70.9
116;03 Fishing and aquaculture;1999;70.0;95.0;9.8;74.1
117;03 Fishing and aquaculture;2000;108.0;143.0;51.4;75.5
118;03 Fishing and aquaculture;2001;58.0;76.0;-47.2;76.8
119;03 Fishing and aquaculture;2002;82.0;100.0;32.8;81.8
120;03 Fishing and aquaculture;2003;54.0;67.0;-32.9;80.3
121;03 Fishing and aquaculture;2004;36.0;45.0;-33.3;80.3
122;03 Fishing and aquaculture;2005;26.0;31.0;-30.6;83.5
123;03 Fishing and aquaculture;2006;42.0;50.0;61.5;83.5
124;03 Fishing and aquaculture;2007;47.0;54.0;7.1;87.2
125;03 Fishing and aquaculture;2008;38.0;44.0;-19.1;87.2
126;03 Fishing and aquaculture;2009;73.0;79.0;81.6;92.3
127;03 Fishing and aquaculture;2010;29.0;30.0;-61.6;95.6
128;03 Fishing and aquaculture;2011;32.0;32.0;6.9;98.7
129;03 Fishing and aquaculture;2012;80.0;80.0;146.9;99.9
130;03 Fishing and aquaculture;2013;73.0;74.0;-7.5;98.6
131;03 Fishing and aquaculture;2014;69.0;69.0;-6.8;100.0
132;03 Fishing and aquaculture;2015;64.0;64.0;-7.2;100.0
133;03 Fishing and aquaculture;2016;59.0;60.0;-6.3;98.3
134;03 Fishing and aquaculture;2017;59.0;61.0;1.7;96.7
135;03 Fishing and aquaculture;2018;60.0;63.0;3.4;95.1
136;03 Fishing and aquaculture;2019;43.0;44.0;-30.0;97.4
137;03 Fishing and aquaculture;2020;44.0;45.0;2.3;97.4
138;03 Fishing and aquaculture;2021;50.0;50.0;11.4;99.4
139;03 Fishing and aquaculture;2022;;;;
140;B-E Industry (no construction), energy;1995;14192.0;17662.0;;80.4
141;B-E Industry (no construction), energy;1996;14760.0;18363.0;4.0;80.4
142;B-E Industry (no construction), energy;1997;15641.0;19388.0;5.6;80.7
143;B-E Industry (no construction), energy;1998;15395.0;19089.0;-1.5;80.6
144;B-E Industry (no construction), energy;1999;15478.0;19135.0;0.2;80.9
145;B-E Industry (no construction), energy;2000;15824.0;19146.0;0.1;82.6
146;B-E Industry (no construction), energy;2001;15927.0;18900.0;-1.3;84.3
147;B-E Industry (no construction), energy;2002;15950.0;18573.0;-1.7;85.9
148;B-E Industry (no construction), energy;2003;15712.0;18240.0;-1.8;86.1
149;B-E Industry (no construction), energy;2004;15312.0;17664.0;-3.2;86.7
150;B-E Industry (no construction), energy;2005;16069.0;18383.0;4.1;87.4
151;B-E Industry (no construction), energy;2006;17768.0;19995.0;8.8;88.9
152;B-E Industry (no construction), energy;2007;19084.0;21087.0;5.5;90.5
153;B-E Industry (no construction), energy;2008;20745.0;22320.0;5.8;92.9
154;B-E Industry (no construction), energy;2009;19578.0;20848.0;-6.6;93.9
155;B-E Industry (no construction), energy;2010;19508.0;20510.0;-1.6;95.1
156;B-E Industry (no construction), energy;2011;22620.0;23570.0;14.9;96.0
157;B-E Industry (no construction), energy;2012;22671.0;23319.0;-1.1;97.2
158;B-E Industry (no construction), energy;2013;21795.0;22312.0;-4.3;97.7
159;B-E Industry (no construction), energy;2014;24090.0;24532.0;10.0;98.2
160;B-E Industry (no construction), energy;2015;23418.0;23418.0;-4.5;100.0
161;B-E Industry (no construction), energy;2016;24610.0;24544.0;4.8;100.3
162;B-E Industry (no construction), energy;2017;23781.0;23511.0;-4.2;101.1
163;B-E Industry (no construction), energy;2018;26504.0;25664.0;9.2;103.3
164;B-E Industry (no construction), energy;2019;28321.0;26804.0;4.4;105.7
165;B-E Industry (no construction), energy;2020;26604.0;24819.0;-7.4;107.2
166;B-E Industry (no construction), energy;2021;27784.0;25157.0;1.4;110.4
167;B-E Industry (no construction), energy;2022;30864.0;26289.0;4.5;117.4
168;B Mining and quarrying ;1995;1259.0;1614.0;;78.0
169;B Mining and quarrying ;1996;1310.0;1684.0;4.4;77.8
170;B Mining and quarrying ;1997;1916.0;2444.0;45.1;78.4
171;B Mining and quarrying ;1998;1571.0;1984.0;-18.8;79.2
172;B Mining and quarrying ;1999;1346.0;1699.0;-14.3;79.2
173;B Mining and quarrying ;2000;1299.0;1603.0;-5.6;81.0
174;B Mining and quarrying ;2001;1892.0;2268.0;41.4;83.4
175;B Mining and quarrying ;2002;1919.0;2236.0;-1.4;85.8
176;B Mining and quarrying ;2003;1876.0;2179.0;-2.6;86.1
177;B Mining and quarrying ;2004;1540.0;1804.0;-17.2;85.4
178;B Mining and quarrying ;2005;1940.0;2276.0;26.2;85.2
179;B Mining and quarrying ;2006;2257.0;2602.0;14.3;86.7
180;B Mining and quarrying ;2007;2021.0;2297.0;-11.7;88.0
181;B Mining and quarrying ;2008;2707.0;2973.0;29.4;91.1
182;B Mining and quarrying ;2009;2424.0;2666.0;-10.3;90.9
183;B Mining and quarrying ;2010;2339.0;2496.0;-6.4;93.7
184;B Mining and quarrying ;2011;3194.0;3335.0;33.6;95.8
185;B Mining and quarrying ;2012;2824.0;2892.0;-13.3;97.6
186;B Mining and quarrying ;2013;2526.0;2552.0;-11.8;99.0
187;B Mining and quarrying ;2014;3220.0;3215.0;26.0;100.2
188;B Mining and quarrying ;2015;2628.0;2628.0;-18.3;100.0
189;B Mining and quarrying ;2016;2185.0;2187.0;-16.8;99.9
190;B Mining and quarrying ;2017;1787.0;1796.0;-17.9;99.5
191;B Mining and quarrying ;2018;1125.0;1100.0;-38.7;102.2
192;B Mining and quarrying ;2019;2067.0;1993.0;81.2;103.7
193;B Mining and quarrying ;2020;511.0;487.0;-75.6;104.9
194;B Mining and quarrying ;2021;927.0;846.0;73.8;109.5
195;B Mining and quarrying ;2022;1042.0;898.0;6.1;116.0
196;06 Extraction of crude petroleum and gas;1995;;;;
197;06 Extraction of crude petroleum and gas;1996;;;;
198;06 Extraction of crude petroleum and gas;1997;;;;
199;06 Extraction of crude petroleum and gas;1998;;;;
200;06 Extraction of crude petroleum and gas;1999;;;;
201;06 Extraction of crude petroleum and gas;2000;;;;
202;06 Extraction of crude petroleum and gas;2001;;;;
203;06 Extraction of crude petroleum and gas;2002;;;;
204;06 Extraction of crude petroleum and gas;2003;;;;
205;06 Extraction of crude petroleum and gas;2004;;;;
206;06 Extraction of crude petroleum and gas;2005;;;;
207;06 Extraction of crude petroleum and gas;2006;;;;
208;06 Extraction of crude petroleum and gas;2007;;;;
209;06 Extraction of crude petroleum and gas;2008;;;;
210;06 Extraction of crude petroleum and gas;2009;;;;
211;06 Extraction of crude petroleum and gas;2010;;;;
212;06 Extraction of crude petroleum and gas;2011;;;;
213;06 Extraction of crude petroleum and gas;2012;;;;
214;06 Extraction of crude petroleum and gas;2013;;;;
215;06 Extraction of crude petroleum and gas;2014;;;;
216;06 Extraction of crude petroleum and gas;2015;2571.0;2571.0;;100.0
217;06 Extraction of crude petroleum and gas;2016;2120.0;2122.0;-17.5;99.9
218;06 Extraction of crude petroleum and gas;2017;1694.0;1704.0;-19.7;99.4
219;06 Extraction of crude petroleum and gas;2018;1035.0;1010.0;-40.7;102.5
220;06 Extraction of crude petroleum and gas;2019;2000.0;1923.0;90.4;104.0
221;06 Extraction of crude petroleum and gas;2020;419.0;399.0;-79.3;105.0
222;06 Extraction of crude petroleum and gas;2021;776.0;708.0;77.3;109.7
223;06 Extraction of crude petroleum and gas;2022;;;;
224;08 Mining and quarrying (no oil and gas);1995;;;;
225;08 Mining and quarrying (no oil and gas);1996;;;;
226;08 Mining and quarrying (no oil and gas);1997;;;;
227;08 Mining and quarrying (no oil and gas);1998;;;;
228;08 Mining and quarrying (no oil and gas);1999;;;;
229;08 Mining and quarrying (no oil and gas);2000;;;;
230;08 Mining and quarrying (no oil and gas);2001;;;;
231;08 Mining and quarrying (no oil and gas);2002;;;;
232;08 Mining and quarrying (no oil and gas);2003;;;;
233;08 Mining and quarrying (no oil and gas);2004;;;;
234;08 Mining and quarrying (no oil and gas);2005;;;;
235;08 Mining and quarrying (no oil and gas);2006;;;;
236;08 Mining and quarrying (no oil and gas);2007;;;;
237;08 Mining and quarrying (no oil and gas);2008;;;;
238;08 Mining and quarrying (no oil and gas);2009;;;;
239;08 Mining and quarrying (no oil and gas);2010;;;;
240;08 Mining and quarrying (no oil and gas);2011;;;;
241;08 Mining and quarrying (no oil and gas);2012;;;;
242;08 Mining and quarrying (no oil and gas);2013;;;;
243;08 Mining and quarrying (no oil and gas);2014;;;;
244;08 Mining and quarrying (no oil and gas);2015;57.0;57.0;;100.0
245;08 Mining and quarrying (no oil and gas);2016;65.0;65.0;14.0;100.0
246;08 Mining and quarrying (no oil and gas);2017;93.0;92.0;41.5;101.1
247;08 Mining and quarrying (no oil and gas);2018;90.0;90.0;-2.2;100.0
248;08 Mining and quarrying (no oil and gas);2019;67.0;67.0;-25.6;100.0
249;08 Mining and quarrying (no oil and gas);2020;92.0;90.0;34.3;102.2
250;08 Mining and quarrying (no oil and gas);2021;151.0;142.0;57.6;106.4
251;08 Mining and quarrying (no oil and gas);2022;;;;
252;09 Mining support activities;1995;;;;
253;09 Mining support activities;1996;;;;
254;09 Mining support activities;1997;;;;
255;09 Mining support activities;1998;;;;
256;09 Mining support activities;1999;;;;
257;09 Mining support activities;2000;;;;
258;09 Mining support activities;2001;;;;
259;09 Mining support activities;2002;;;;
260;09 Mining support activities;2003;;;;
261;09 Mining support activities;2004;;;;
262;09 Mining support activities;2005;;;;
263;09 Mining support activities;2006;;;;
264;09 Mining support activities;2007;;;;
265;09 Mining support activities;2008;;;;
266;09 Mining support activities;2009;;;;
267;09 Mining support activities;2010;;;;
268;09 Mining support activities;2011;;;;
269;09 Mining support activities;2012;;;;
270;09 Mining support activities;2013;;;;
271;09 Mining support activities;2014;;;;
272;09 Mining support activities;2015;0.0;;;
273;09 Mining support activities;2016;0.0;;;
274;09 Mining support activities;2017;0.0;;;
275;09 Mining support activities;2018;0.0;;;
276;09 Mining support activities;2019;0.0;;;
277;09 Mining support activities;2020;0.0;;;
278;09 Mining support activities;2021;0.0;;;
279;09 Mining support activities;2022;;;;
280;C Manufacturing;1995;9529.0;11658.0;;81.7
281;C Manufacturing;1996;9925.0;12190.0;4.6;81.4
282;C Manufacturing;1997;10344.0;12666.0;3.9;81.7
283;C Manufacturing;1998;11203.0;13740.0;8.5;81.5
284;C Manufacturing;1999;11504.0;14075.0;2.4;81.7
285;C Manufacturing;2000;11674.0;13970.0;-0.7;83.6
286;C Manufacturing;2001;11468.0;13502.0;-3.3;84.9
287;C Manufacturing;2002;11290.0;13065.0;-3.2;86.4
288;C Manufacturing;2003;10903.0;12593.0;-3.6;86.6
289;C Manufacturing;2004;10538.0;12062.0;-4.2;87.4
290;C Manufacturing;2005;10882.0;12307.0;2.0;88.4
291;C Manufacturing;2006;11827.0;13147.0;6.8;90.0
292;C Manufacturing;2007;12705.0;13873.0;5.5;91.6
293;C Manufacturing;2008;13342.0;14230.0;2.6;93.8
294;C Manufacturing;2009;12264.0;12870.0;-9.6;95.3
295;C Manufacturing;2010;11311.0;11760.0;-8.6;96.2
296;C Manufacturing;2011;12719.0;13156.0;11.9;96.7
297;C Manufacturing;2012;13159.0;13460.0;2.3;97.8
298;C Manufacturing;2013;12617.0;12864.0;-4.4;98.1
299;C Manufacturing;2014;13333.0;13529.0;5.2;98.6
300;C Manufacturing;2015;13902.0;13902.0;2.8;100.0
301;C Manufacturing;2016;15560.0;15482.0;11.4;100.5
302;C Manufacturing;2017;16044.0;15857.0;2.4;101.2
303;C Manufacturing;2018;17781.0;17234.0;8.7;103.2
304;C Manufacturing;2019;18276.0;17299.0;0.4;105.6
305;C Manufacturing;2020;17188.0;15976.0;-7.6;107.6
306;C Manufacturing;2021;17187.0;15581.0;-2.5;110.3
307;C Manufacturing;2022;18836.0;16257.0;4.3;115.9
308;10-12 Manufacture of food and beverages;1995;1375.0;1744.0;;78.8
309;10-12 Manufacture of food and beverages;1996;1561.0;2002.0;14.8;78.0
310;10-12 Manufacture of food and beverages;1997;1683.0;2159.0;7.9;77.9
311;10-12 Manufacture of food and beverages;1998;1574.0;2013.0;-6.8;78.2
312;10-12 Manufacture of food and beverages;1999;1729.0;2199.0;9.2;78.6
313;10-12 Manufacture of food and beverages;2000;1787.0;2218.0;0.9;80.6
314;10-12 Manufacture of food and beverages;2001;1791.0;2189.0;-1.3;81.8
315;10-12 Manufacture of food and beverages;2002;1914.0;2294.0;4.8;83.4
316;10-12 Manufacture of food and beverages;2003;1859.0;2242.0;-2.3;82.9
317;10-12 Manufacture of food and beverages;2004;1846.0;2181.0;-2.7;84.6
318;10-12 Manufacture of food and beverages;2005;2023.0;2347.0;7.6;86.2
319;10-12 Manufacture of food and beverages;2006;1762.0;2011.0;-14.3;87.6
320;10-12 Manufacture of food and beverages;2007;2009.0;2230.0;10.8;90.1
321;10-12 Manufacture of food and beverages;2008;2084.0;2258.0;1.3;92.3
322;10-12 Manufacture of food and beverages;2009;1893.0;2013.0;-10.8;94.0
323;10-12 Manufacture of food and beverages;2010;1870.0;1943.0;-3.5;96.2
324;10-12 Manufacture of food and beverages;2011;1772.0;1837.0;-5.5;96.4
325;10-12 Manufacture of food and beverages;2012;1996.0;2046.0;11.3;97.6
326;10-12 Manufacture of food and beverages;2013;2278.0;2328.0;13.8;97.9
327;10-12 Manufacture of food and beverages;2014;2542.0;2588.0;11.2;98.2
328;10-12 Manufacture of food and beverages;2015;2417.0;2417.0;-6.6;100.0
329;10-12 Manufacture of food and beverages;2016;2454.0;2448.0;1.3;100.2
330;10-12 Manufacture of food and beverages;2017;2541.0;2524.0;3.1;100.7
331;10-12 Manufacture of food and beverages;2018;2895.0;2843.0;12.6;101.8
332;10-12 Manufacture of food and beverages;2019;2864.0;2743.0;-3.5;104.4
333;10-12 Manufacture of food and beverages;2020;2799.0;2643.0;-3.7;105.9
334;10-12 Manufacture of food and beverages;2021;2789.0;2587.0;-2.1;107.8
335;10-12 Manufacture of food and beverages;2022;;;;
336;10 Manufacture of food products;1995;;;;
337;10 Manufacture of food products;1996;;;;
338;10 Manufacture of food products;1997;;;;
339;10 Manufacture of food products;1998;;;;
340;10 Manufacture of food products;1999;;;;
341;10 Manufacture of food products;2000;;;;
342;10 Manufacture of food products;2001;;;;
343;10 Manufacture of food products;2002;;;;
344;10 Manufacture of food products;2003;;;;
345;10 Manufacture of food products;2004;;;;
346;10 Manufacture of food products;2005;;;;
347;10 Manufacture of food products;2006;;;;
348;10 Manufacture of food products;2007;;;;
349;10 Manufacture of food products;2008;;;;
350;10 Manufacture of food products;2009;;;;
351;10 Manufacture of food products;2010;;;;
352;10 Manufacture of food products;2011;;;;
353;10 Manufacture of food products;2012;;;;
354;10 Manufacture of food products;2013;;;;
355;10 Manufacture of food products;2014;;;;
356;10 Manufacture of food products;2015;2186.0;2186.0;;100.0
357;10 Manufacture of food products;2016;2151.0;2146.0;-1.8;100.2
358;10 Manufacture of food products;2017;2242.0;2231.0;4.0;100.5
359;10 Manufacture of food products;2018;2542.0;2501.0;12.1;101.6
360;10 Manufacture of food products;2019;2497.0;2397.0;-4.2;104.2
361;10 Manufacture of food products;2020;2481.0;2345.0;-2.2;105.8
362;10 Manufacture of food products;2021;2495.0;2322.0;-1.0;107.5
363;10 Manufacture of food products;2022;;;;
364;11 Manufacture of beverages;1995;;;;
365;11 Manufacture of beverages;1996;;;;
366;11 Manufacture of beverages;1997;;;;
367;11 Manufacture of beverages;1998;;;;
368;11 Manufacture of beverages;1999;;;;
369;11 Manufacture of beverages;2000;;;;
370;11 Manufacture of beverages;2001;;;;
371;11 Manufacture of beverages;2002;;;;
372;11 Manufacture of beverages;2003;;;;
373;11 Manufacture of beverages;2004;;;;
374;11 Manufacture of beverages;2005;;;;
375;11 Manufacture of beverages;2006;;;;
376;11 Manufacture of beverages;2007;;;;
377;11 Manufacture of beverages;2008;;;;
378;11 Manufacture of beverages;2009;;;;
379;11 Manufacture of beverages;2010;;;;
380;11 Manufacture of beverages;2011;;;;
381;11 Manufacture of beverages;2012;;;;
382;11 Manufacture of beverages;2013;;;;
383;11 Manufacture of beverages;2014;;;;
384;11 Manufacture of beverages;2015;216.0;216.0;;100.0
385;11 Manufacture of beverages;2016;254.0;253.0;17.1;100.4
386;11 Manufacture of beverages;2017;224.0;224.0;-11.4;99.9
387;11 Manufacture of beverages;2018;319.0;314.0;40.2;101.5
388;11 Manufacture of beverages;2019;339.0;325.0;3.4;104.3
389;11 Manufacture of beverages;2020;252.0;237.0;-27.1;106.4
390;11 Manufacture of beverages;2021;223.0;204.0;-13.9;109.4
391;11 Manufacture of beverages;2022;;;;
392;12 Manufacture of tobacco products;1995;;;;
393;12 Manufacture of tobacco products;1996;;;;
394;12 Manufacture of tobacco products;1997;;;;
395;12 Manufacture of tobacco products;1998;;;;
396;12 Manufacture of tobacco products;1999;;;;
397;12 Manufacture of tobacco products;2000;;;;
398;12 Manufacture of tobacco products;2001;;;;
399;12 Manufacture of tobacco products;2002;;;;
400;12 Manufacture of tobacco products;2003;;;;
401;12 Manufacture of tobacco products;2004;;;;
402;12 Manufacture of tobacco products;2005;;;;
403;12 Manufacture of tobacco products;2006;;;;
404;12 Manufacture of tobacco products;2007;;;;
405;12 Manufacture of tobacco products;2008;;;;
406;12 Manufacture of tobacco products;2009;;;;
407;12 Manufacture of tobacco products;2010;;;;
408;12 Manufacture of tobacco products;2011;;;;
409;12 Manufacture of tobacco products;2012;;;;
410;12 Manufacture of tobacco products;2013;;;;
411;12 Manufacture of tobacco products;2014;;;;
412;12 Manufacture of tobacco products;2015;15.0;15.0;;100.0
413;12 Manufacture of tobacco products;2016;49.0;49.0;226.7;100.0
414;12 Manufacture of tobacco products;2017;75.0;69.0;40.8;108.7
415;12 Manufacture of tobacco products;2018;34.0;31.0;-54.7;108.7
416;12 Manufacture of tobacco products;2019;28.0;26.0;-17.6;108.7
417;12 Manufacture of tobacco products;2020;66.0;63.0;146.4;104.0
418;12 Manufacture of tobacco products;2021;71.0;64.0;1.5;110.2
419;12 Manufacture of tobacco products;2022;;;;
420;13-15 Man. of textile-, leatherproducts;1995;127.0;128.0;;99.4
421;13-15 Man. of textile-, leatherproducts;1996;123.0;127.0;-0.8;97.0
422;13-15 Man. of textile-, leatherproducts;1997;124.0;128.0;0.8;97.0
423;13-15 Man. of textile-, leatherproducts;1998;149.0;159.0;24.2;93.9
424;13-15 Man. of textile-, leatherproducts;1999;165.0;180.0;13.4;91.6
425;13-15 Man. of textile-, leatherproducts;2000;148.0;162.0;-10.3;91.6
426;13-15 Man. of textile-, leatherproducts;2001;133.0;146.0;-9.5;91.0
427;13-15 Man. of textile-, leatherproducts;2002;118.0;131.0;-10.5;90.2
428;13-15 Man. of textile-, leatherproducts;2003;104.0;118.0;-10.2;88.5
429;13-15 Man. of textile-, leatherproducts;2004;115.0;130.0;10.6;88.5
430;13-15 Man. of textile-, leatherproducts;2005;114.0;127.0;-2.6;90.1
431;13-15 Man. of textile-, leatherproducts;2006;96.0;107.0;-15.8;90.1
432;13-15 Man. of textile-, leatherproducts;2007;122.0;134.0;26.0;90.8
433;13-15 Man. of textile-, leatherproducts;2008;150.0;163.0;21.3;92.0
434;13-15 Man. of textile-, leatherproducts;2009;73.0;77.0;-52.7;94.6
435;13-15 Man. of textile-, leatherproducts;2010;77.0;79.0;2.7;97.2
436;13-15 Man. of textile-, leatherproducts;2011;80.0;83.0;5.2;96.0
437;13-15 Man. of textile-, leatherproducts;2012;80.0;82.0;-1.3;97.2
438;13-15 Man. of textile-, leatherproducts;2013;94.0;96.0;16.3;98.2
439;13-15 Man. of textile-, leatherproducts;2014;110.0;111.0;16.0;99.1
440;13-15 Man. of textile-, leatherproducts;2015;113.0;113.0;1.8;100.0
441;13-15 Man. of textile-, leatherproducts;2016;107.0;109.0;-3.5;98.2
442;13-15 Man. of textile-, leatherproducts;2017;126.0;128.0;17.8;98.2
443;13-15 Man. of textile-, leatherproducts;2018;142.0;144.0;11.9;98.9
