ID;Destination;Periods;ValueAtCurrentPrices_1;ValueAtPricesOf2015_2;VolumeChangesOnPreviousYear_3;PriceIndices_4
1691;52 Warehousing, services for transport;2006;2588.0;2898.0;1.7;89.3
1692;52 Warehousing, services for transport;2007;2479.0;2701.0;-6.8;91.8
1693;52 Warehousing, services for transport;2008;2508.0;2644.0;-2.1;94.8
1694;52 Warehousing, services for transport;2009;2792.0;2938.0;11.1;95.0
1695;52 Warehousing, services for transport;2010;3441.0;3569.0;21.5;96.4
1696;52 Warehousing, services for transport;2011;4273.0;4378.0;22.7;97.6
1697;52 Warehousing, services for transport;2012;3650.0;3696.0;-15.6;98.7
1698;52 Warehousing, services for transport;2013;3664.0;3679.0;-0.5;99.6
1699;52 Warehousing, services for transport;2014;3569.0;3570.0;-3.0;100.0
1700;52 Warehousing, services for transport;2015;4386.0;4386.0;22.9;100.0
1701;52 Warehousing, services for transport;2016;3477.0;3484.0;-20.6;99.8
1702;52 Warehousing, services for transport;2017;3631.0;3586.0;2.9;101.2
1703;52 Warehousing, services for transport;2018;3500.0;3380.0;-5.8;103.6
1704;52 Warehousing, services for transport;2019;4102.0;3876.0;14.7;105.8
1705;52 Warehousing, services for transport;2020;3959.0;3681.0;-5.0;107.5
1706;52 Warehousing, services for transport;2021;3826.0;3433.0;-6.7;111.4
1707;52 Warehousing, services for transport;2022;;;;
1708;53 Postal and courier activities;1995;271.0;315.0;;86.1
1709;53 Postal and courier activities;1996;232.0;265.0;-15.9;87.6
1710;53 Postal and courier activities;1997;233.0;265.0;0.0;88.0
1711;53 Postal and courier activities;1998;284.0;327.0;23.6;86.7
1712;53 Postal and courier activities;1999;203.0;234.0;-28.5;86.7
1713;53 Postal and courier activities;2000;148.0;166.0;-29.1;89.2
1714;53 Postal and courier activities;2001;189.0;206.0;24.3;91.6
1715;53 Postal and courier activities;2002;169.0;178.0;-13.8;94.9
1716;53 Postal and courier activities;2003;156.0;164.0;-7.7;94.9
1717;53 Postal and courier activities;2004;191.0;200.0;21.8;95.4
1718;53 Postal and courier activities;2005;176.0;183.0;-8.4;96.0
1719;53 Postal and courier activities;2006;184.0;195.0;6.3;94.5
1720;53 Postal and courier activities;2007;190.0;195.0;0.0;97.5
1721;53 Postal and courier activities;2008;227.0;230.0;17.9;98.8
1722;53 Postal and courier activities;2009;237.0;232.0;0.9;102.3
1723;53 Postal and courier activities;2010;213.0;208.0;-10.1;102.3
1724;53 Postal and courier activities;2011;189.0;188.0;-9.9;100.7
1725;53 Postal and courier activities;2012;214.0;216.0;15.3;98.8
1726;53 Postal and courier activities;2013;283.0;283.0;30.8;99.9
1727;53 Postal and courier activities;2014;247.0;250.0;-11.7;98.7
1728;53 Postal and courier activities;2015;309.0;309.0;23.5;100.0
1729;53 Postal and courier activities;2016;282.0;282.0;-8.7;100.0
1730;53 Postal and courier activities;2017;299.0;299.0;6.0;100.0
1731;53 Postal and courier activities;2018;414.0;408.0;36.5;101.5
1732;53 Postal and courier activities;2019;401.0;385.0;-5.6;104.1
1733;53 Postal and courier activities;2020;326.0;307.0;-20.2;106.0
1734;53 Postal and courier activities;2021;425.0;400.0;30.1;106.3
1735;53 Postal and courier activities;2022;;;;
1736;I Accommodation and food serving;1995;410.0;481.0;;85.3
1737;I Accommodation and food serving;1996;368.0;427.0;-11.2;86.2
1738;I Accommodation and food serving;1997;407.0;466.0;9.2;87.3
1739;I Accommodation and food serving;1998;531.0;608.0;30.5;87.3
1740;I Accommodation and food serving;1999;805.0;920.0;51.2;87.5
1741;I Accommodation and food serving;2000;804.0;902.0;-2.0;89.1
1742;I Accommodation and food serving;2001;689.0;765.0;-15.2;90.1
1743;I Accommodation and food serving;2002;769.0;847.0;10.7;90.8
1744;I Accommodation and food serving;2003;750.0;830.0;-2.1;90.4
1745;I Accommodation and food serving;2004;729.0;803.0;-3.2;90.8
1746;I Accommodation and food serving;2005;718.0;791.0;-1.5;90.8
1747;I Accommodation and food serving;2006;714.0;781.0;-1.3;91.4
1748;I Accommodation and food serving;2007;925.0;996.0;27.6;92.8
1749;I Accommodation and food serving;2008;983.0;1044.0;4.8;94.2
1750;I Accommodation and food serving;2009;816.0;859.0;-17.7;95.0
1751;I Accommodation and food serving;2010;766.0;795.0;-7.5;96.4
1752;I Accommodation and food serving;2011;918.0;947.0;19.2;96.9
1753;I Accommodation and food serving;2012;818.0;839.0;-11.4;97.5
1754;I Accommodation and food serving;2013;818.0;836.0;-0.4;97.8
1755;I Accommodation and food serving;2014;808.0;821.0;-1.8;98.5
1756;I Accommodation and food serving;2015;907.0;907.0;10.5;100.0
1757;I Accommodation and food serving;2016;1078.0;1082.0;19.3;99.6
1758;I Accommodation and food serving;2017;1387.0;1384.0;27.9;100.2
1759;I Accommodation and food serving;2018;1331.0;1305.0;-5.7;102.0
1760;I Accommodation and food serving;2019;1445.0;1389.0;6.4;104.1
1761;I Accommodation and food serving;2020;1187.0;1117.0;-19.6;106.3
1762;I Accommodation and food serving;2021;1353.0;1240.0;11.0;109.1
1763;I Accommodation and food serving;2022;;;;
1764;55 Accommodation;1995;;;;
1765;55 Accommodation;1996;;;;
1766;55 Accommodation;1997;;;;
1767;55 Accommodation;1998;;;;
1768;55 Accommodation;1999;;;;
1769;55 Accommodation;2000;;;;
1770;55 Accommodation;2001;;;;
1771;55 Accommodation;2002;;;;
1772;55 Accommodation;2003;;;;
1773;55 Accommodation;2004;;;;
1774;55 Accommodation;2005;;;;
1775;55 Accommodation;2006;;;;
1776;55 Accommodation;2007;;;;
1777;55 Accommodation;2008;;;;
1778;55 Accommodation;2009;;;;
1779;55 Accommodation;2010;;;;
1780;55 Accommodation;2011;;;;
1781;55 Accommodation;2012;;;;
1782;55 Accommodation;2013;;;;
1783;55 Accommodation;2014;;;;
1784;55 Accommodation;2015;415.0;415.0;;100.0
1785;55 Accommodation;2016;543.0;544.0;31.1;99.8
1786;55 Accommodation;2017;738.0;736.0;35.4;100.2
1787;55 Accommodation;2018;700.0;687.0;-6.6;101.8
1788;55 Accommodation;2019;795.0;765.0;11.3;103.9
1789;55 Accommodation;2020;639.0;600.0;-21.5;106.4
1790;55 Accommodation;2021;787.0;720.0;19.9;109.3
1791;55 Accommodation;2022;;;;
1792;56 Food and beverage service activities;1995;;;;
1793;56 Food and beverage service activities;1996;;;;
1794;56 Food and beverage service activities;1997;;;;
1795;56 Food and beverage service activities;1998;;;;
1796;56 Food and beverage service activities;1999;;;;
1797;56 Food and beverage service activities;2000;;;;
1798;56 Food and beverage service activities;2001;;;;
1799;56 Food and beverage service activities;2002;;;;
1800;56 Food and beverage service activities;2003;;;;
1801;56 Food and beverage service activities;2004;;;;
1802;56 Food and beverage service activities;2005;;;;
1803;56 Food and beverage service activities;2006;;;;
1804;56 Food and beverage service activities;2007;;;;
1805;56 Food and beverage service activities;2008;;;;
1806;56 Food and beverage service activities;2009;;;;
1807;56 Food and beverage service activities;2010;;;;
1808;56 Food and beverage service activities;2011;;;;
1809;56 Food and beverage service activities;2012;;;;
1810;56 Food and beverage service activities;2013;;;;
1811;56 Food and beverage service activities;2014;;;;
1812;56 Food and beverage service activities;2015;492.0;492.0;;100.0
1813;56 Food and beverage service activities;2016;535.0;538.0;9.3;99.4
1814;56 Food and beverage service activities;2017;649.0;648.0;20.4;100.2
1815;56 Food and beverage service activities;2018;631.0;618.0;-4.6;102.2
1816;56 Food and beverage service activities;2019;650.0;624.0;1.0;104.2
1817;56 Food and beverage service activities;2020;548.0;516.0;-17.2;106.2
1818;56 Food and beverage service activities;2021;566.0;520.0;0.7;108.9
1819;56 Food and beverage service activities;2022;;;;
1820;J Information and communication;1995;2312.0;2612.0;;88.5
1821;J Information and communication;1996;2880.0;3230.0;23.7;89.2
1822;J Information and communication;1997;3706.0;3991.0;23.5;92.9
1823;J Information and communication;1998;4796.0;5184.0;29.9;92.5
1824;J Information and communication;1999;6932.0;7553.0;45.7;91.8
1825;J Information and communication;2000;7270.0;7795.0;3.2;93.3
1826;J Information and communication;2001;6420.0;6828.0;-12.4;94.0
1827;J Information and communication;2002;4270.0;4458.0;-34.7;95.8
1828;J Information and communication;2003;3613.0;3785.0;-15.1;95.5
1829;J Information and communication;2004;4106.0;4307.0;13.8;95.3
1830;J Information and communication;2005;4683.0;4919.0;14.2;95.2
1831;J Information and communication;2006;4999.0;5211.0;5.9;95.9
1832;J Information and communication;2007;5704.0;5868.0;12.6;97.2
1833;J Information and communication;2008;5548.0;5619.0;-4.2;98.7
1834;J Information and communication;2009;4994.0;5056.0;-10.0;98.8
1835;J Information and communication;2010;5025.0;4953.0;-2.0;101.4
1836;J Information and communication;2011;5131.0;5086.0;2.7;100.9
1837;J Information and communication;2012;5386.0;5318.0;4.6;101.3
1838;J Information and communication;2013;5580.0;5532.0;4.0;100.9
1839;J Information and communication;2014;5982.0;5941.0;7.4;100.7
1840;J Information and communication;2015;6991.0;6991.0;17.7;100.0
1841;J Information and communication;2016;8782.0;8914.0;27.5;98.5
1842;J Information and communication;2017;7151.0;7201.0;-19.2;99.3
1843;J Information and communication;2018;7549.0;7451.0;3.5;101.3
1844;J Information and communication;2019;7730.0;7497.0;0.6;103.1
1845;J Information and communication;2020;8883.0;8474.0;13.0;104.8
1846;J Information and communication;2021;9068.0;8422.0;-0.6;107.7
1847;J Information and communication;2022;10597.0;9326.0;10.7;113.6
1848;58-60 Publishing, movie, radio and  TV;1995;279.0;219.0;;127.3
1849;58-60 Publishing, movie, radio and  TV;1996;276.0;232.0;5.7;119.1
1850;58-60 Publishing, movie, radio and  TV;1997;316.0;286.0;23.2;110.7
1851;58-60 Publishing, movie, radio and  TV;1998;405.0;389.0;36.1;104.2
1852;58-60 Publishing, movie, radio and  TV;1999;398.0;395.0;1.7;100.7
1853;58-60 Publishing, movie, radio and  TV;2000;420.0;424.0;7.3;99.0
1854;58-60 Publishing, movie, radio and  TV;2001;437.0;446.0;5.2;97.9
1855;58-60 Publishing, movie, radio and  TV;2002;397.0;408.0;-8.5;97.2
1856;58-60 Publishing, movie, radio and  TV;2003;351.0;368.0;-9.8;95.3
1857;58-60 Publishing, movie, radio and  TV;2004;403.0;424.0;15.1;95.1
1858;58-60 Publishing, movie, radio and  TV;2005;421.0;445.0;5.0;94.6
1859;58-60 Publishing, movie, radio and  TV;2006;459.0;479.0;7.6;95.9
1860;58-60 Publishing, movie, radio and  TV;2007;470.0;482.0;0.7;97.5
1861;58-60 Publishing, movie, radio and  TV;2008;554.0;564.0;17.0;98.2
1862;58-60 Publishing, movie, radio and  TV;2009;551.0;550.0;-2.5;100.2
1863;58-60 Publishing, movie, radio and  TV;2010;631.0;622.0;13.1;101.5
1864;58-60 Publishing, movie, radio and  TV;2011;574.0;574.0;-7.6;100.0
1865;58-60 Publishing, movie, radio and  TV;2012;543.0;546.0;-4.9;99.4
1866;58-60 Publishing, movie, radio and  TV;2013;574.0;577.0;5.7;99.4
1867;58-60 Publishing, movie, radio and  TV;2014;573.0;577.0;0.0;99.2
1868;58-60 Publishing, movie, radio and  TV;2015;648.0;648.0;12.2;100.0
1869;58-60 Publishing, movie, radio and  TV;2016;681.0;685.0;5.7;99.4
1870;58-60 Publishing, movie, radio and  TV;2017;631.0;635.0;-7.3;99.4
1871;58-60 Publishing, movie, radio and  TV;2018;645.0;641.0;1.0;100.7
1872;58-60 Publishing, movie, radio and  TV;2019;680.0;663.0;3.4;102.6
1873;58-60 Publishing, movie, radio and  TV;2020;661.0;636.0;-4.0;103.9
1874;58-60 Publishing, movie, radio and  TV;2021;795.0;753.0;18.3;105.6
1875;58-60 Publishing, movie, radio and  TV;2022;;;;
1876;58 Publishing ;1995;154.0;111.0;;138.7
1877;58 Publishing ;1996;153.0;120.0;7.8;127.9
1878;58 Publishing ;1997;186.0;159.0;32.7;117.2
1879;58 Publishing ;1998;245.0;224.0;41.4;109.1
1880;58 Publishing ;1999;236.0;227.0;1.2;103.9
1881;58 Publishing ;2000;254.0;249.0;9.7;101.9
1882;58 Publishing ;2001;230.0;231.0;-7.5;99.7
1883;58 Publishing ;2002;177.0;181.0;-21.7;98.0
1884;58 Publishing ;2003;167.0;175.0;-2.8;95.2
1885;58 Publishing ;2004;199.0;208.0;18.6;95.7
1886;58 Publishing ;2005;225.0;235.0;13.1;95.7
1887;58 Publishing ;2006;230.0;241.0;2.7;95.2
1888;58 Publishing ;2007;253.0;257.0;6.5;98.4
1889;58 Publishing ;2008;272.0;275.0;6.7;99.1
1890;58 Publishing ;2009;268.0;269.0;-1.8;99.5
1891;58 Publishing ;2010;360.0;350.0;29.9;102.9
1892;58 Publishing ;2011;265.0;264.0;-24.4;100.2
1893;58 Publishing ;2012;279.0;280.0;6.0;99.5
1894;58 Publishing ;2013;283.0;285.0;1.8;99.2
1895;58 Publishing ;2014;274.0;277.0;-2.8;98.8
1896;58 Publishing ;2015;253.0;253.0;-8.8;100.0
1897;58 Publishing ;2016;285.0;287.0;13.4;99.3
1898;58 Publishing ;2017;254.0;256.0;-10.9;99.3
1899;58 Publishing ;2018;265.0;260.0;1.6;102.0
1900;58 Publishing ;2019;303.0;291.0;12.1;104.1
1901;58 Publishing ;2020;293.0;277.0;-5.0;105.9
1902;58 Publishing ;2021;327.0;303.0;9.6;107.8
1903;58 Publishing ;2022;;;;
1904;59-60 Movies, TV and radio;1995;125.0;109.0;;115.0
1905;59-60 Movies, TV and radio;1996;123.0;112.0;3.2;109.7
1906;59-60 Movies, TV and radio;1997;130.0;125.0;11.4;104.1
1907;59-60 Movies, TV and radio;1998;160.0;160.0;28.5;99.7
1908;59-60 Movies, TV and radio;1999;162.0;164.0;2.5;98.5
1909;59-60 Movies, TV and radio;2000;166.0;171.0;3.7;97.3
1910;59-60 Movies, TV and radio;2001;207.0;213.0;24.7;97.3
1911;59-60 Movies, TV and radio;2002;220.0;226.0;6.3;97.3
1912;59-60 Movies, TV and radio;2003;184.0;191.0;-15.5;96.3
1913;59-60 Movies, TV and radio;2004;204.0;214.0;12.0;95.3
1914;59-60 Movies, TV and radio;2005;196.0;208.0;-2.9;94.4
1915;59-60 Movies, TV and radio;2006;229.0;235.0;13.3;97.4
1916;59-60 Movies, TV and radio;2007;217.0;223.0;-5.2;97.4
1917;59-60 Movies, TV and radio;2008;282.0;288.0;29.0;98.1
1918;59-60 Movies, TV and radio;2009;283.0;278.0;-3.2;101.7
1919;59-60 Movies, TV and radio;2010;271.0;271.0;-2.8;100.2
1920;59-60 Movies, TV and radio;2011;309.0;310.0;14.8;99.5
1921;59-60 Movies, TV and radio;2012;264.0;266.0;-14.2;99.2
1922;59-60 Movies, TV and radio;2013;291.0;292.0;9.8;99.5
1923;59-60 Movies, TV and radio;2014;299.0;301.0;2.7;99.5
1924;59-60 Movies, TV and radio;2015;395.0;395.0;31.4;100.0
1925;59-60 Movies, TV and radio;2016;396.0;398.0;0.8;99.5
1926;59-60 Movies, TV and radio;2017;377.0;379.0;-4.8;99.5
1927;59-60 Movies, TV and radio;2018;380.0;381.0;0.5;99.8
1928;59-60 Movies, TV and radio;2019;377.0;371.0;-2.6;101.6
1929;59-60 Movies, TV and radio;2020;368.0;359.0;-3.2;102.5
1930;59-60 Movies, TV and radio;2021;468.0;450.0;25.3;104.0
1931;59-60 Movies, TV and radio;2022;;;;
1932;61 Telecommunications;1995;1555.0;1929.0;;80.6
1933;61 Telecommunications;1996;1930.0;2302.0;19.4;83.8
1934;61 Telecommunications;1997;2638.0;3023.0;31.3;87.3
1935;61 Telecommunications;1998;3429.0;3883.0;28.5;88.3
1936;61 Telecommunications;1999;5346.0;6052.0;55.8;88.3
1937;61 Telecommunications;2000;5620.0;6215.0;2.7;90.4
1938;61 Telecommunications;2001;4701.0;5124.0;-17.5;91.7
1939;61 Telecommunications;2002;2755.0;2938.0;-42.7;93.8
1940;61 Telecommunications;2003;2141.0;2295.0;-21.9;93.3
1941;61 Telecommunications;2004;2400.0;2570.0;12.0;93.4
1942;61 Telecommunications;2005;2833.0;3036.0;18.1;93.3
1943;61 Telecommunications;2006;2967.0;3150.0;3.7;94.2
1944;61 Telecommunications;2007;3282.0;3441.0;9.2;95.4
1945;61 Telecommunications;2008;2997.0;3057.0;-11.2;98.0
1946;61 Telecommunications;2009;2648.0;2712.0;-11.3;97.6
1947;61 Telecommunications;2010;2408.0;2367.0;-12.7;101.7
1948;61 Telecommunications;2011;2587.0;2534.0;7.1;102.1
1949;61 Telecommunications;2012;2650.0;2571.0;1.5;103.1
1950;61 Telecommunications;2013;2889.0;2828.0;10.0;102.1
1951;61 Telecommunications;2014;3253.0;3207.0;13.4;101.4
1952;61 Telecommunications;2015;3226.0;3226.0;0.6;100.0
1953;61 Telecommunications;2016;3046.0;3064.0;-5.0;99.4
1954;61 Telecommunications;2017;3201.0;3171.0;3.5;101.0
1955;61 Telecommunications;2018;3069.0;2959.0;-6.7;103.7
1956;61 Telecommunications;2019;3272.0;3094.0;4.6;105.8
1957;61 Telecommunications;2020;3378.0;3159.0;2.1;106.9
1958;61 Telecommunications;2021;3463.0;3113.0;-1.5;111.2
1959;61 Telecommunications;2022;;;;
1960;62-63 IT- and information services;1995;478.0;479.0;;99.8
1961;62-63 IT- and information services;1996;674.0;709.0;48.1;95.0
1962;62-63 IT- and information services;1997;752.0;720.0;1.5;104.5
1963;62-63 IT- and information services;1998;962.0;952.0;32.3;101.0
1964;62-63 IT- and information services;1999;1188.0;1219.0;28.1;97.4
1965;62-63 IT- and information services;2000;1230.0;1270.0;4.1;96.9
1966;62-63 IT- and information services;2001;1282.0;1334.0;5.0;96.1
1967;62-63 IT- and information services;2002;1118.0;1141.0;-14.4;98.0
1968;62-63 IT- and information services;2003;1121.0;1138.0;-0.3;98.5
1969;62-63 IT- and information services;2004;1303.0;1329.0;16.8;98.0
1970;62-63 IT- and information services;2005;1429.0;1461.0;9.9;97.8
1971;62-63 IT- and information services;2006;1573.0;1604.0;9.8;98.1
1972;62-63 IT- and information services;2007;1952.0;1964.0;22.4;99.4
1973;62-63 IT- and information services;2008;1997.0;2008.0;2.3;99.5
1974;62-63 IT- and information services;2009;1795.0;1803.0;-10.2;99.6
1975;62-63 IT- and information services;2010;1986.0;1968.0;9.1;100.9
1976;62-63 IT- and information services;2011;1970.0;1979.0;0.6;99.5
1977;62-63 IT- and information services;2012;2193.0;2206.0;11.4;99.4
1978;62-63 IT- and information services;2013;2117.0;2125.0;-3.6;99.6
1979;62-63 IT- and information services;2014;2156.0;2151.0;1.2;100.2
1980;62-63 IT- and information services;2015;3117.0;3117.0;44.9;100.0
1981;62-63 IT- and information services;2016;5055.0;5165.0;65.7;97.9
1982;62-63 IT- and information services;2017;3319.0;3383.0;-34.5;98.1
1983;62-63 IT- and information services;2018;3835.0;3849.0;13.8;99.6
1984;62-63 IT- and information services;2019;3778.0;3732.0;-3.0;101.2
1985;62-63 IT- and information services;2020;4844.0;4687.0;25.6;103.4
1986;62-63 IT- and information services;2021;4810.0;4564.0;-2.6;105.4
1987;62-63 IT- and information services;2022;;;;
1988;62 Support activities in the field of IT;1995;;;;
1989;62 Support activities in the field of IT;1996;;;;
1990;62 Support activities in the field of IT;1997;;;;
1991;62 Support activities in the field of IT;1998;;;;
1992;62 Support activities in the field of IT;1999;;;;
1993;62 Support activities in the field of IT;2000;;;;
1994;62 Support activities in the field of IT;2001;;;;
1995;62 Support activities in the field of IT;2002;;;;
1996;62 Support activities in the field of IT;2003;;;;
1997;62 Support activities in the field of IT;2004;;;;
1998;62 Support activities in the field of IT;2005;;;;
1999;62 Support activities in the field of IT;2006;;;;
2000;62 Support activities in the field of IT;2007;;;;
2001;62 Support activities in the field of IT;2008;;;;
2002;62 Support activities in the field of IT;2009;;;;
2003;62 Support activities in the field of IT;2010;;;;
2004;62 Support activities in the field of IT;2011;;;;
2005;62 Support activities in the field of IT;2012;;;;
2006;62 Support activities in the field of IT;2013;;;;
2007;62 Support activities in the field of IT;2014;;;;
2008;62 Support activities in the field of IT;2015;2138.0;2138.0;;100.0
2009;62 Support activities in the field of IT;2016;2270.0;2295.0;7.3;98.9
2010;62 Support activities in the field of IT;2017;2330.0;2343.0;2.1;99.5
2011;62 Support activities in the field of IT;2018;2542.0;2498.0;6.7;101.7
2012;62 Support activities in the field of IT;2019;2481.0;2398.0;-4.0;103.5
2013;62 Support activities in the field of IT;2020;2582.0;2456.0;2.4;105.1
2014;62 Support activities in the field of IT;2021;2624.0;2454.0;-0.1;106.9
2015;62 Support activities in the field of IT;2022;;;;
2016;63 Information service activities;1995;;;;
2017;63 Information service activities;1996;;;;
2018;63 Information service activities;1997;;;;
2019;63 Information service activities;1998;;;;
2020;63 Information service activities;1999;;;;
2021;63 Information service activities;2000;;;;
2022;63 Information service activities;2001;;;;
2023;63 Information service activities;2002;;;;
2024;63 Information service activities;2003;;;;
2025;63 Information service activities;2004;;;;
2026;63 Information service activities;2005;;;;
2027;63 Information service activities;2006;;;;
2028;63 Information service activities;2007;;;;
2029;63 Information service activities;2008;;;;
2030;63 Information service activities;2009;;;;
2031;63 Information service activities;2010;;;;
2032;63 Information service activities;2011;;;;
2033;63 Information service activities;2012;;;;
2034;63 Information service activities;2013;;;;
2035;63 Information service activities;2014;;;;
2036;63 Information service activities;2015;979.0;979.0;;100.0
2037;63 Information service activities;2016;2785.0;2870.0;193.2;97.0
2038;63 Information service activities;2017;989.0;1024.0;-64.3;96.6
2039;63 Information service activities;2018;1293.0;1337.0;30.5;96.7
2040;63 Information service activities;2019;1297.0;1323.0;-1.1;98.1
2041;63 Information service activities;2020;2262.0;2247.0;69.9;100.7
2042;63 Information service activities;2021;2186.0;2122.0;-5.5;103.0
2043;63 Information service activities;2022;;;;
2044;K Financial institutions;1995;3458.0;3939.0;;87.8
2045;K Financial institutions;1996;3822.0;4391.0;11.5;87.0
2046;K Financial institutions;1997;4127.0;4817.0;9.7;85.7
2047;K Financial institutions;1998;5260.0;6131.0;27.3;85.8
2048;K Financial institutions;1999;4839.0;5581.0;-9.0;86.7
2049;K Financial institutions;2000;7367.0;8168.0;46.4;90.2
2050;K Financial institutions;2001;6437.0;6851.0;-16.1;94.0
2051;K Financial institutions;2002;5397.0;5604.0;-18.2;96.3
2052;K Financial institutions;2003;3916.0;4046.0;-27.8;96.8
2053;K Financial institutions;2004;4550.0;4673.0;15.5;97.4
2054;K Financial institutions;2005;4157.0;4253.0;-9.0;97.7
2055;K Financial institutions;2006;4440.0;4478.0;5.3;99.2
2056;K Financial institutions;2007;4460.0;4430.0;-1.1;100.7
2057;K Financial institutions;2008;4398.0;4344.0;-2.0;101.2
2058;K Financial institutions;2009;4589.0;4496.0;3.5;102.1
2059;K Financial institutions;2010;5341.0;5189.0;15.4;102.9
2060;K Financial institutions;2011;5156.0;5057.0;-2.5;102.0
2061;K Financial institutions;2012;4273.0;4316.0;-14.6;99.0
2062;K Financial institutions;2013;4321.0;4340.0;0.6;99.6
2063;K Financial institutions;2014;4293.0;4305.0;-0.8;99.7
2064;K Financial institutions;2015;4911.0;4911.0;14.1;100.0
2065;K Financial institutions;2016;5288.0;5314.0;8.2;99.5
2066;K Financial institutions;2017;6547.0;6535.0;23.0;100.2
2067;K Financial institutions;2018;6842.0;6659.0;1.9;102.8
2068;K Financial institutions;2019;7704.0;7313.0;9.8;105.4
2069;K Financial institutions;2020;7807.0;7177.0;-1.9;108.8
2070;K Financial institutions;2021;6563.0;5863.0;-18.3;111.9
2071;K Financial institutions;2022;6248.0;5322.0;-9.2;117.4
2072;64 Financial institutions, no insurance;1995;1270.0;1200.0;;105.8
2073;64 Financial institutions, no insurance;1996;1121.0;1116.0;-7.0;100.4
2074;64 Financial institutions, no insurance;1997;1631.0;1688.0;51.3;96.6
2075;64 Financial institutions, no insurance;1998;1819.0;1934.0;14.5;94.1
2076;64 Financial institutions, no insurance;1999;1880.0;1995.0;3.2;94.2
2077;64 Financial institutions, no insurance;2000;2216.0;2290.0;14.8;96.7
2078;64 Financial institutions, no insurance;2001;2077.0;2100.0;-8.3;98.9
2079;64 Financial institutions, no insurance;2002;1458.0;1465.0;-30.2;99.5
2080;64 Financial institutions, no insurance;2003;1715.0;1729.0;18.0;99.2
2081;64 Financial institutions, no insurance;2004;1687.0;1705.0;-1.3;98.9
2082;64 Financial institutions, no insurance;2005;1885.0;1909.0;11.9;98.8
2083;64 Financial institutions, no insurance;2006;1884.0;1887.0;-1.1;99.8
2084;64 Financial institutions, no insurance;2007;2180.0;2150.0;13.9;101.4
2085;64 Financial institutions, no insurance;2008;2405.0;2364.0;10.0;101.7
2086;64 Financial institutions, no insurance;2009;2221.0;2163.0;-8.5;102.7
2087;64 Financial institutions, no insurance;2010;4019.0;3883.0;79.5;103.5
2088;64 Financial institutions, no insurance;2011;3651.0;3554.0;-8.5;102.7
2089;64 Financial institutions, no insurance;2012;2799.0;2830.0;-20.4;98.9
2090;64 Financial institutions, no insurance;2013;2919.0;2932.0;3.6;99.6
2091;64 Financial institutions, no insurance;2014;2702.0;2710.0;-7.6;99.7
2092;64 Financial institutions, no insurance;2015;3488.0;3488.0;28.7;100.0
2093;64 Financial institutions, no insurance;2016;3588.0;3602.0;3.3;99.6
2094;64 Financial institutions, no insurance;2017;4222.0;4202.0;16.7;100.5
2095;64 Financial institutions, no insurance;2018;4678.0;4534.0;7.9;103.2
2096;64 Financial institutions, no insurance;2019;5794.0;5462.0;20.5;106.1
2097;64 Financial institutions, no insurance;2020;5516.0;5021.0;-8.1;109.9
2098;64 Financial institutions, no insurance;2021;4713.0;4154.0;-17.3;113.5
2099;64 Financial institutions, no insurance;2022;;;;
2100;65 Insurance and pension funding;1995;2012.0;2827.0;;71.2
2101;65 Insurance and pension funding;1996;2519.0;3482.0;23.2;72.4
2102;65 Insurance and pension funding;1997;2300.0;3160.0;-9.2;72.8
2103;65 Insurance and pension funding;1998;3163.0;4245.0;34.3;74.5
2104;65 Insurance and pension funding;1999;2629.0;3452.0;-18.7;76.2
2105;65 Insurance and pension funding;2000;4793.0;5991.0;73.6;80.0
2106;65 Insurance and pension funding;2001;3980.0;4702.0;-21.5;84.6
2107;65 Insurance and pension funding;2002;3567.0;4068.0;-13.5;87.7
2108;65 Insurance and pension funding;2003;1829.0;2049.0;-49.6;89.3
2109;65 Insurance and pension funding;2004;2479.0;2738.0;33.6;90.5
2110;65 Insurance and pension funding;2005;1883.0;2053.0;-25.0;91.7
2111;65 Insurance and pension funding;2006;2183.0;2332.0;13.5;93.6
2112;65 Insurance and pension funding;2007;1743.0;1827.0;-21.6;95.4
2113;65 Insurance and pension funding;2008;1461.0;1508.0;-17.5;96.9
2114;65 Insurance and pension funding;2009;1626.0;1650.0;9.4;98.5
2115;65 Insurance and pension funding;2010;844.0;839.0;-49.1;100.6
2116;65 Insurance and pension funding;2011;1011.0;1012.0;20.6;99.9
2117;65 Insurance and pension funding;2012;964.0;978.0;-3.4;98.5
2118;65 Insurance and pension funding;2013;883.0;892.0;-8.8;99.0
2119;65 Insurance and pension funding;2014;1043.0;1051.0;17.8;99.3
2120;65 Insurance and pension funding;2015;834.0;834.0;-20.6;100.0
2121;65 Insurance and pension funding;2016;1081.0;1087.0;30.3;99.4
2122;65 Insurance and pension funding;2017;1617.0;1619.0;48.9;99.9
2123;65 Insurance and pension funding;2018;1461.0;1424.0;-12.1;102.6
2124;65 Insurance and pension funding;2019;1167.0;1111.0;-22.0;105.1
2125;65 Insurance and pension funding;2020;1736.0;1609.0;44.8;107.9
2126;65 Insurance and pension funding;2021;1155.0;1045.0;-35.0;110.5
2127;65 Insurance and pension funding;2022;;;;
2128;66 Other financial services;1995;176.0;121.0;;145.7
2129;66 Other financial services;1996;182.0;134.0;10.8;136.0
2130;66 Other financial services;1997;196.0;155.0;15.9;126.3
2131;66 Other financial services;1998;278.0;234.0;50.5;119.0
