ID;CompanySize;SectorBranchesSIC2008;Periods;TurnoverIndices_1;TurnoverYearOnYearChange_2
2717;1 or more employed persons;433 Building completion;2008 December;127.9;-2.3
2718;1 or more employed persons;433 Building completion;2008 4th quarter;124.3;0.4
2719;1 or more employed persons;433 Building completion;2008;109.8;5.7
2720;1 or more employed persons;433 Building completion;2009 January;72.6;3.0
2721;1 or more employed persons;433 Building completion;2009 February;89.2;-6.2
2722;1 or more employed persons;433 Building completion;2009 March;109.9;-0.8
2723;1 or more employed persons;433 Building completion;2009 1st quarter;90.6;-1.7
2724;1 or more employed persons;433 Building completion;2009 April;109.8;-1.5
2725;1 or more employed persons;433 Building completion;2009 May;106.4;-2.3
2726;1 or more employed persons;433 Building completion;2009 June;121.1;-7.2
2727;1 or more employed persons;433 Building completion;2009 2nd quarter;112.4;-3.9
2728;1 or more employed persons;433 Building completion;2009 July;115.8;4.7
2729;1 or more employed persons;433 Building completion;2009 August;75.3;-6.0
2730;1 or more employed persons;433 Building completion;2009 September;116.8;-7.9
2731;1 or more employed persons;433 Building completion;2009 3rd quarter;102.6;-3.0
2732;1 or more employed persons;433 Building completion;2009 October;120.6;-5.5
2733;1 or more employed persons;433 Building completion;2009 November;111.0;-5.4
2734;1 or more employed persons;433 Building completion;2009 December;121.3;-5.2
2735;1 or more employed persons;433 Building completion;2009 4th quarter;117.6;-5.4
2736;1 or more employed persons;433 Building completion;2009;105.8;-3.6
2737;1 or more employed persons;433 Building completion;2010 January;58.8;-19.1
2738;1 or more employed persons;433 Building completion;2010 February;78.1;-12.5
2739;1 or more employed persons;433 Building completion;2010 March;101.9;-7.2
2740;1 or more employed persons;433 Building completion;2010 1st quarter;79.6;-12.1
2741;1 or more employed persons;433 Building completion;2010 April;103.6;-5.6
2742;1 or more employed persons;433 Building completion;2010 May;97.1;-8.7
2743;1 or more employed persons;433 Building completion;2010 June;120.7;-0.4
2744;1 or more employed persons;433 Building completion;2010 2nd quarter;107.1;-4.7
2745;1 or more employed persons;433 Building completion;2010 July;111.7;-3.6
2746;1 or more employed persons;433 Building completion;2010 August;74.5;-1.1
2747;1 or more employed persons;433 Building completion;2010 September;112.6;-3.6
2748;1 or more employed persons;433 Building completion;2010 3rd quarter;99.6;-3.0
2749;1 or more employed persons;433 Building completion;2010 October;112.5;-6.6
2750;1 or more employed persons;433 Building completion;2010 November;113.7;2.4
2751;1 or more employed persons;433 Building completion;2010 December;114.9;-5.3
2752;1 or more employed persons;433 Building completion;2010 4th quarter;113.7;-3.3
2753;1 or more employed persons;433 Building completion;2010;100.0;-5.5
2754;1 or more employed persons;433 Building completion;2011 January;63.9;8.7
2755;1 or more employed persons;433 Building completion;2011 February;83.9;7.4
2756;1 or more employed persons;433 Building completion;2011 March;105.1;3.1
2757;1 or more employed persons;433 Building completion;2011 1st quarter;84.3;5.9
2758;1 or more employed persons;433 Building completion;2011 April;100.3;-3.2
2759;1 or more employed persons;433 Building completion;2011 May;113.4;16.8
2760;1 or more employed persons;433 Building completion;2011 June;114.0;-5.5
2761;1 or more employed persons;433 Building completion;2011 2nd quarter;109.2;2.0
2762;1 or more employed persons;433 Building completion;2011 July;106.5;-4.6
2763;1 or more employed persons;433 Building completion;2011 August;74.3;-0.2
2764;1 or more employed persons;433 Building completion;2011 September;114.5;1.7
2765;1 or more employed persons;433 Building completion;2011 3rd quarter;98.4;-1.2
2766;1 or more employed persons;433 Building completion;2011 October;103.7;-7.9
2767;1 or more employed persons;433 Building completion;2011 November;110.3;-3.0
2768;1 or more employed persons;433 Building completion;2011 December;117.6;2.4
2769;1 or more employed persons;433 Building completion;2011 4th quarter;110.5;-2.8
2770;1 or more employed persons;433 Building completion;2011;100.6;0.6
2771;1 or more employed persons;433 Building completion;2012 January;58.6;-8.3
2772;1 or more employed persons;433 Building completion;2012 February;74.0;-11.8
2773;1 or more employed persons;433 Building completion;2012 March;93.7;-10.9
2774;1 or more employed persons;433 Building completion;2012 1st quarter;75.4;-10.5
2775;1 or more employed persons;433 Building completion;2012 April;89.8;-10.5
2776;1 or more employed persons;433 Building completion;2012 May;94.6;-16.6
2777;1 or more employed persons;433 Building completion;2012 June;106.7;-6.4
2778;1 or more employed persons;433 Building completion;2012 2nd quarter;97.1;-11.2
2779;1 or more employed persons;433 Building completion;2012 July;94.1;-11.7
2780;1 or more employed persons;433 Building completion;2012 August;71.1;-4.3
2781;1 or more employed persons;433 Building completion;2012 September;107.6;-6.0
2782;1 or more employed persons;433 Building completion;2012 3rd quarter;90.9;-7.6
2783;1 or more employed persons;433 Building completion;2012 October;93.4;-9.9
2784;1 or more employed persons;433 Building completion;2012 November;98.3;-10.9
2785;1 or more employed persons;433 Building completion;2012 December;99.2;-15.6
2786;1 or more employed persons;433 Building completion;2012 4th quarter;97.0;-12.3
2787;1 or more employed persons;433 Building completion;2012;90.1;-10.5
2788;1 or more employed persons;433 Building completion;2013 January;52.0;-11.1
2789;1 or more employed persons;433 Building completion;2013 February;66.8;-9.7
2790;1 or more employed persons;433 Building completion;2013 March;82.6;-11.8
2791;1 or more employed persons;433 Building completion;2013 1st quarter;67.1;-11.0
2792;1 or more employed persons;433 Building completion;2013 April;82.7;-7.9
2793;1 or more employed persons;433 Building completion;2013 May;89.6;-5.3
2794;1 or more employed persons;433 Building completion;2013 June;100.5;-5.9
2795;1 or more employed persons;433 Building completion;2013 2nd quarter;91.0;-6.3
2796;1 or more employed persons;433 Building completion;2013 July;95.2;1.3
2797;1 or more employed persons;433 Building completion;2013 August;75.9;6.7
2798;1 or more employed persons;433 Building completion;2013 September;101.3;-5.8
2799;1 or more employed persons;433 Building completion;2013 3rd quarter;90.8;-0.1
2800;1 or more employed persons;433 Building completion;2013 October;105.5;12.9
2801;1 or more employed persons;433 Building completion;2013 November;102.7;4.5
2802;1 or more employed persons;433 Building completion;2013 December;109.1;9.9
2803;1 or more employed persons;433 Building completion;2013 4th quarter;105.7;9.0
2804;1 or more employed persons;433 Building completion;2013;88.7;-1.6
2805;1 or more employed persons;433 Building completion;2014 January;58.9;13.1
2806;1 or more employed persons;433 Building completion;2014 February;74.4;11.4
2807;1 or more employed persons;433 Building completion;2014 March;85.2;3.2
2808;1 or more employed persons;433 Building completion;2014 1st quarter;72.8;8.5
2809;1 or more employed persons;433 Building completion;2014 April;87.2;5.4
2810;1 or more employed persons;433 Building completion;2014 May;91.8;2.4
2811;1 or more employed persons;433 Building completion;2014 June;96.5;-4.0
2812;1 or more employed persons;433 Building completion;2014 2nd quarter;91.8;1.0
2813;1 or more employed persons;433 Building completion;2014 July;95.1;-0.2
2814;1 or more employed persons;433 Building completion;2014 August;65.8;-13.3
2815;1 or more employed persons;433 Building completion;2014 September;105.0;3.6
2816;1 or more employed persons;433 Building completion;2014 3rd quarter;88.6;-2.4
2817;1 or more employed persons;433 Building completion;2014 October;113.5;7.6
2818;1 or more employed persons;433 Building completion;2014 November;104.1;1.4
2819;1 or more employed persons;433 Building completion;2014 December;116.9;7.2
2820;1 or more employed persons;433 Building completion;2014 4th quarter;111.5;5.5
2821;1 or more employed persons;433 Building completion;2014;91.2;2.9
2822;1 or more employed persons;433 Building completion;2015 January;60.7;3.2
2823;1 or more employed persons;433 Building completion;2015 February;73.4;-1.4
2824;1 or more employed persons;433 Building completion;2015 March;96.7;13.6
2825;1 or more employed persons;433 Building completion;2015 1st quarter;77.0;5.7
2826;1 or more employed persons;433 Building completion;2015 April;94.2;8.0
2827;1 or more employed persons;433 Building completion;2015 May;95.4;3.9
2828;1 or more employed persons;433 Building completion;2015 June;129.9;34.7
2829;1 or more employed persons;433 Building completion;2015 2nd quarter;106.5;16.0
2830;1 or more employed persons;433 Building completion;2015 July;99.5;4.7
2831;1 or more employed persons;433 Building completion;2015 August;68.0;3.3
2832;1 or more employed persons;433 Building completion;2015 September;107.6;2.5
2833;1 or more employed persons;433 Building completion;2015 3rd quarter;91.7;3.5
2834;1 or more employed persons;433 Building completion;2015 October;108.2;-4.7
2835;1 or more employed persons;433 Building completion;2015 November;109.9;5.5
2836;1 or more employed persons;433 Building completion;2015 December;118.3;1.2
2837;1 or more employed persons;433 Building completion;2015 4th quarter;112.1;0.5
2838;1 or more employed persons;433 Building completion;2015;96.8;6.2
2839;1 or more employed persons;433 Building completion;2016 January;65.1;7.1
2840;1 or more employed persons;433 Building completion;2016 February;86.1;17.3
2841;1 or more employed persons;433 Building completion;2016 March;100.5;3.8
2842;1 or more employed persons;433 Building completion;2016 1st quarter;83.9;9.0
2843;1 or more employed persons;433 Building completion;2016 April;102.1;8.3
2844;1 or more employed persons;433 Building completion;2016 May;102.1;7.0
2845;1 or more employed persons;433 Building completion;2016 June;118.9;-8.5
2846;1 or more employed persons;433 Building completion;2016 2nd quarter;107.7;1.1
2847;1 or more employed persons;433 Building completion;2016 July;117.5;18.0
2848;1 or more employed persons;433 Building completion;2016 August;73.4;8.0
2849;1 or more employed persons;433 Building completion;2016 September;119.3;10.9
2850;1 or more employed persons;433 Building completion;2016 3rd quarter;103.4;12.8
2851;1 or more employed persons;433 Building completion;2016 October;119.6;10.6
2852;1 or more employed persons;433 Building completion;2016 November;124.8;13.6
2853;1 or more employed persons;433 Building completion;2016 December;135.2;14.3
2854;1 or more employed persons;433 Building completion;2016 4th quarter;126.6;12.9
2855;1 or more employed persons;433 Building completion;2016;105.4;8.8
2856;1 or more employed persons;433 Building completion;2017 January;66.5;2.1
2857;1 or more employed persons;433 Building completion;2017 February;89.5;4.0
2858;1 or more employed persons;433 Building completion;2017 March;115.0;14.4
2859;1 or more employed persons;433 Building completion;2017 1st quarter;90.3;7.7
2860;1 or more employed persons;433 Building completion;2017 April;105.2;3.1
2861;1 or more employed persons;433 Building completion;2017 May;116.3;13.9
2862;1 or more employed persons;433 Building completion;2017 June;126.7;6.6
2863;1 or more employed persons;433 Building completion;2017 2nd quarter;116.1;7.8
2864;1 or more employed persons;433 Building completion;2017 July;123.3;5.0
2865;1 or more employed persons;433 Building completion;2017 August;80.5;9.6
2866;1 or more employed persons;433 Building completion;2017 September;118.6;-0.6
2867;1 or more employed persons;433 Building completion;2017 3rd quarter;107.5;3.9
2868;1 or more employed persons;433 Building completion;2017 October;130.5;9.1
2869;1 or more employed persons;433 Building completion;2017 November;136.9;9.7
2870;1 or more employed persons;433 Building completion;2017 December;138.7;2.6
2871;1 or more employed persons;433 Building completion;2017 4th quarter;135.4;7.0
2872;1 or more employed persons;433 Building completion;2017;112.3;6.6
2873;1 or more employed persons;439 Other specialised construction;2005 January;50.0;-4.4
2874;1 or more employed persons;439 Other specialised construction;2005 February;66.7;0.1
2875;1 or more employed persons;439 Other specialised construction;2005 March;78.6;-4.3
2876;1 or more employed persons;439 Other specialised construction;2005 1st quarter;65.1;-2.9
2877;1 or more employed persons;439 Other specialised construction;2005 April;85.1;3.6
2878;1 or more employed persons;439 Other specialised construction;2005 May;82.7;5.7
2879;1 or more employed persons;439 Other specialised construction;2005 June;103.7;13.6
2880;1 or more employed persons;439 Other specialised construction;2005 2nd quarter;90.5;7.9
2881;1 or more employed persons;439 Other specialised construction;2005 July;84.7;3.5
2882;1 or more employed persons;439 Other specialised construction;2005 August;56.6;10.6
2883;1 or more employed persons;439 Other specialised construction;2005 September;96.8;12.4
2884;1 or more employed persons;439 Other specialised construction;2005 3rd quarter;79.4;8.7
2885;1 or more employed persons;439 Other specialised construction;2005 October;92.7;2.8
2886;1 or more employed persons;439 Other specialised construction;2005 November;100.3;9.8
2887;1 or more employed persons;439 Other specialised construction;2005 December;111.0;12.7
2888;1 or more employed persons;439 Other specialised construction;2005 4th quarter;101.3;8.6
2889;1 or more employed persons;439 Other specialised construction;2005;84.1;6.0
2890;1 or more employed persons;439 Other specialised construction;2006 January;54.8;9.7
2891;1 or more employed persons;439 Other specialised construction;2006 February;73.5;10.2
2892;1 or more employed persons;439 Other specialised construction;2006 March;94.1;19.7
2893;1 or more employed persons;439 Other specialised construction;2006 1st quarter;74.1;13.9
2894;1 or more employed persons;439 Other specialised construction;2006 April;85.7;0.6
2895;1 or more employed persons;439 Other specialised construction;2006 May;98.1;18.5
2896;1 or more employed persons;439 Other specialised construction;2006 June;109.2;5.3
2897;1 or more employed persons;439 Other specialised construction;2006 2nd quarter;97.6;7.9
2898;1 or more employed persons;439 Other specialised construction;2006 July;86.1;1.6
2899;1 or more employed persons;439 Other specialised construction;2006 August;62.6;10.5
2900;1 or more employed persons;439 Other specialised construction;2006 September;106.9;10.5
2901;1 or more employed persons;439 Other specialised construction;2006 3rd quarter;85.2;7.3
2902;1 or more employed persons;439 Other specialised construction;2006 October;109.1;17.8
2903;1 or more employed persons;439 Other specialised construction;2006 November;112.1;11.8
2904;1 or more employed persons;439 Other specialised construction;2006 December;125.0;12.6
2905;1 or more employed persons;439 Other specialised construction;2006 4th quarter;115.4;13.9
2906;1 or more employed persons;439 Other specialised construction;2006;93.1;10.7
2907;1 or more employed persons;439 Other specialised construction;2007 January;61.1;11.4
2908;1 or more employed persons;439 Other specialised construction;2007 February;87.0;18.4
2909;1 or more employed persons;439 Other specialised construction;2007 March;106.5;13.2
2910;1 or more employed persons;439 Other specialised construction;2007 1st quarter;84.8;14.5
2911;1 or more employed persons;439 Other specialised construction;2007 April;100.9;17.8
2912;1 or more employed persons;439 Other specialised construction;2007 May;104.9;6.9
2913;1 or more employed persons;439 Other specialised construction;2007 June;122.6;12.3
2914;1 or more employed persons;439 Other specialised construction;2007 2nd quarter;109.5;12.1
2915;1 or more employed persons;439 Other specialised construction;2007 July;100.2;16.4
2916;1 or more employed persons;439 Other specialised construction;2007 August;71.7;14.6
2917;1 or more employed persons;439 Other specialised construction;2007 September;112.9;5.6
2918;1 or more employed persons;439 Other specialised construction;2007 3rd quarter;94.9;11.4
2919;1 or more employed persons;439 Other specialised construction;2007 October;120.8;10.7
2920;1 or more employed persons;439 Other specialised construction;2007 November;122.4;9.1
2921;1 or more employed persons;439 Other specialised construction;2007 December;124.8;-0.2
2922;1 or more employed persons;439 Other specialised construction;2007 4th quarter;122.7;6.3
2923;1 or more employed persons;439 Other specialised construction;2007;103.0;10.6
2924;1 or more employed persons;439 Other specialised construction;2008 January;78.2;28.1
2925;1 or more employed persons;439 Other specialised construction;2008 February;108.6;24.8
2926;1 or more employed persons;439 Other specialised construction;2008 March;118.8;11.5
2927;1 or more employed persons;439 Other specialised construction;2008 1st quarter;101.8;20.0
2928;1 or more employed persons;439 Other specialised construction;2008 April;126.3;25.1
2929;1 or more employed persons;439 Other specialised construction;2008 May;119.9;14.4
2930;1 or more employed persons;439 Other specialised construction;2008 June;139.1;13.5
2931;1 or more employed persons;439 Other specialised construction;2008 2nd quarter;128.4;17.3
2932;1 or more employed persons;439 Other specialised construction;2008 July;116.4;16.2
2933;1 or more employed persons;439 Other specialised construction;2008 August;84.4;17.7
2934;1 or more employed persons;439 Other specialised construction;2008 September;138.3;22.5
2935;1 or more employed persons;439 Other specialised construction;2008 3rd quarter;113.1;19.1
2936;1 or more employed persons;439 Other specialised construction;2008 October;141.7;17.3
2937;1 or more employed persons;439 Other specialised construction;2008 November;131.9;7.8
2938;1 or more employed persons;439 Other specialised construction;2008 December;142.9;14.6
2939;1 or more employed persons;439 Other specialised construction;2008 4th quarter;138.8;13.2
2940;1 or more employed persons;439 Other specialised construction;2008;120.5;17.1
2941;1 or more employed persons;439 Other specialised construction;2009 January;81.0;3.5
2942;1 or more employed persons;439 Other specialised construction;2009 February;110.1;1.5
2943;1 or more employed persons;439 Other specialised construction;2009 March;136.6;15.0
2944;1 or more employed persons;439 Other specialised construction;2009 1st quarter;109.2;7.3
2945;1 or more employed persons;439 Other specialised construction;2009 April;133.4;5.7
2946;1 or more employed persons;439 Other specialised construction;2009 May;126.5;5.5
2947;1 or more employed persons;439 Other specialised construction;2009 June;141.6;1.8
2948;1 or more employed persons;439 Other specialised construction;2009 2nd quarter;133.8;4.2
2949;1 or more employed persons;439 Other specialised construction;2009 July;125.2;7.5
2950;1 or more employed persons;439 Other specialised construction;2009 August;72.4;-14.3
2951;1 or more employed persons;439 Other specialised construction;2009 September;137.4;-0.6
2952;1 or more employed persons;439 Other specialised construction;2009 3rd quarter;111.7;-1.2
2953;1 or more employed persons;439 Other specialised construction;2009 October;137.2;-3.2
2954;1 or more employed persons;439 Other specialised construction;2009 November;125.8;-4.7
2955;1 or more employed persons;439 Other specialised construction;2009 December;119.4;-16.5
2956;1 or more employed persons;439 Other specialised construction;2009 4th quarter;127.4;-8.2
2957;1 or more employed persons;439 Other specialised construction;2009;120.5;0.0
2958;1 or more employed persons;439 Other specialised construction;2010 January;50.5;-37.6
2959;1 or more employed persons;439 Other specialised construction;2010 February;69.5;-36.9
2960;1 or more employed persons;439 Other specialised construction;2010 March;111.2;-18.6
2961;1 or more employed persons;439 Other specialised construction;2010 1st quarter;77.1;-29.4
2962;1 or more employed persons;439 Other specialised construction;2010 April;109.3;-18.1
2963;1 or more employed persons;439 Other specialised construction;2010 May;105.1;-17.0
2964;1 or more employed persons;439 Other specialised construction;2010 June;120.8;-14.7
2965;1 or more employed persons;439 Other specialised construction;2010 2nd quarter;111.7;-16.5
2966;1 or more employed persons;439 Other specialised construction;2010 July;107.3;-14.2
2967;1 or more employed persons;439 Other specialised construction;2010 August;68.9;-4.8
2968;1 or more employed persons;439 Other specialised construction;2010 September;116.0;-15.6
2969;1 or more employed persons;439 Other specialised construction;2010 3rd quarter;97.4;-12.8
2970;1 or more employed persons;439 Other specialised construction;2010 October;118.4;-13.7
2971;1 or more employed persons;439 Other specialised construction;2010 November;118.9;-5.5
2972;1 or more employed persons;439 Other specialised construction;2010 December;104.2;-12.7
2973;1 or more employed persons;439 Other specialised construction;2010 4th quarter;113.8;-10.7
2974;1 or more employed persons;439 Other specialised construction;2010;100.0;-17.0
2975;1 or more employed persons;439 Other specialised construction;2011 January;65.6;29.9
2976;1 or more employed persons;439 Other specialised construction;2011 February;93.3;34.2
2977;1 or more employed persons;439 Other specialised construction;2011 March;115.1;3.5
2978;1 or more employed persons;439 Other specialised construction;2011 1st quarter;91.3;18.5
2979;1 or more employed persons;439 Other specialised construction;2011 April;115.2;5.4
2980;1 or more employed persons;439 Other specialised construction;2011 May;123.1;17.1
2981;1 or more employed persons;439 Other specialised construction;2011 June;115.0;-4.8
2982;1 or more employed persons;439 Other specialised construction;2011 2nd quarter;117.8;5.4
2983;1 or more employed persons;439 Other specialised construction;2011 July;107.4;0.1
2984;1 or more employed persons;439 Other specialised construction;2011 August;73.9;7.4
2985;1 or more employed persons;439 Other specialised construction;2011 September;121.4;4.7
2986;1 or more employed persons;439 Other specialised construction;2011 3rd quarter;100.9;3.6
2987;1 or more employed persons;439 Other specialised construction;2011 October;113.7;-4.0
2988;1 or more employed persons;439 Other specialised construction;2011 November;120.9;1.7
2989;1 or more employed persons;439 Other specialised construction;2011 December;122.4;17.4
2990;1 or more employed persons;439 Other specialised construction;2011 4th quarter;119.0;4.5
2991;1 or more employed persons;439 Other specialised construction;2011;107.2;7.2
2992;1 or more employed persons;439 Other specialised construction;2012 January;58.3;-11.2
2993;1 or more employed persons;439 Other specialised construction;2012 February;67.4;-27.8
2994;1 or more employed persons;439 Other specialised construction;2012 March;98.1;-14.8
2995;1 or more employed persons;439 Other specialised construction;2012 1st quarter;74.6;-18.3
2996;1 or more employed persons;439 Other specialised construction;2012 April;87.8;-23.8
2997;1 or more employed persons;439 Other specialised construction;2012 May;93.5;-24.0
2998;1 or more employed persons;439 Other specialised construction;2012 June;102.4;-11.0
2999;1 or more employed persons;439 Other specialised construction;2012 2nd quarter;94.6;-19.7
3000;1 or more employed persons;439 Other specialised construction;2012 July;89.9;-16.3
3001;1 or more employed persons;439 Other specialised construction;2012 August;67.5;-8.7
3002;1 or more employed persons;439 Other specialised construction;2012 September;101.7;-16.2
3003;1 or more employed persons;439 Other specialised construction;2012 3rd quarter;86.4;-14.4
3004;1 or more employed persons;439 Other specialised construction;2012 October;99.8;-12.2
3005;1 or more employed persons;439 Other specialised construction;2012 November;103.0;-14.8
3006;1 or more employed persons;439 Other specialised construction;2012 December;97.1;-20.6
3007;1 or more employed persons;439 Other specialised construction;2012 4th quarter;99.9;-16.0
3008;1 or more employed persons;439 Other specialised construction;2012;88.9;-17.1
3009;1 or more employed persons;439 Other specialised construction;2013 January;45.1;-22.6
3010;1 or more employed persons;439 Other specialised construction;2013 February;61.4;-8.9
3011;1 or more employed persons;439 Other specialised construction;2013 March;83.6;-14.8
3012;1 or more employed persons;439 Other specialised construction;2013 1st quarter;63.4;-15.0
3013;1 or more employed persons;439 Other specialised construction;2013 April;83.7;-4.8
3014;1 or more employed persons;439 Other specialised construction;2013 May;89.8;-3.9
3015;1 or more employed persons;439 Other specialised construction;2013 June;100.3;-2.0
3016;1 or more employed persons;439 Other specialised construction;2013 2nd quarter;91.3;-3.5
3017;1 or more employed persons;439 Other specialised construction;2013 July;88.8;-1.2
3018;1 or more employed persons;439 Other specialised construction;2013 August;67.7;0.2
3019;1 or more employed persons;439 Other specialised construction;2013 September;100.9;-0.8
3020;1 or more employed persons;439 Other specialised construction;2013 3rd quarter;85.8;-0.7
3021;1 or more employed persons;439 Other specialised construction;2013 October;104.9;5.1
3022;1 or more employed persons;439 Other specialised construction;2013 November;100.7;-2.2
3023;1 or more employed persons;439 Other specialised construction;2013 December;104.1;7.1
3024;1 or more employed persons;439 Other specialised construction;2013 4th quarter;103.2;3.2
3025;1 or more employed persons;439 Other specialised construction;2013;85.9;-3.3
3026;1 or more employed persons;439 Other specialised construction;2014 January;60.4;33.8
3027;1 or more employed persons;439 Other specialised construction;2014 February;75.5;23.0
3028;1 or more employed persons;439 Other specialised construction;2014 March;83.7;0.2
3029;1 or more employed persons;439 Other specialised construction;2014 1st quarter;73.2;15.5
3030;1 or more employed persons;439 Other specialised construction;2014 April;90.0;7.6
3031;1 or more employed persons;439 Other specialised construction;2014 May;90.6;0.9
3032;1 or more employed persons;439 Other specialised construction;2014 June;96.8;-3.5
3033;1 or more employed persons;439 Other specialised construction;2014 2nd quarter;92.5;1.3
3034;1 or more employed persons;439 Other specialised construction;2014 July;97.0;9.3
3035;1 or more employed persons;439 Other specialised construction;2014 August;59.4;-12.2
3036;1 or more employed persons;439 Other specialised construction;2014 September;102.0;1.1
3037;1 or more employed persons;439 Other specialised construction;2014 3rd quarter;86.2;0.4
3038;1 or more employed persons;439 Other specialised construction;2014 October;109.5;4.5
3039;1 or more employed persons;439 Other specialised construction;2014 November;103.3;2.7
3040;1 or more employed persons;439 Other specialised construction;2014 December;110.5;6.2
3041;1 or more employed persons;439 Other specialised construction;2014 4th quarter;107.8;4.5
3042;1 or more employed persons;439 Other specialised construction;2014;89.9;4.7
3043;1 or more employed persons;439 Other specialised construction;2015 January;61.2;1.4
3044;1 or more employed persons;439 Other specialised construction;2015 February;80.5;6.5
3045;1 or more employed persons;439 Other specialised construction;2015 March;102.0;21.8
3046;1 or more employed persons;439 Other specialised construction;2015 1st quarter;81.2;10.9
3047;1 or more employed persons;439 Other specialised construction;2015 April;98.4;9.4
3048;1 or more employed persons;439 Other specialised construction;2015 May;94.3;4.1
3049;1 or more employed persons;439 Other specialised construction;2015 June;124.2;28.4
3050;1 or more employed persons;439 Other specialised construction;2015 2nd quarter;105.6;14.3
3051;1 or more employed persons;439 Other specialised construction;2015 July;101.6;4.7
3052;1 or more employed persons;439 Other specialised construction;2015 August;65.5;10.2
3053;1 or more employed persons;439 Other specialised construction;2015 September;113.2;11.0
3054;1 or more employed persons;439 Other specialised construction;2015 3rd quarter;93.4;8.5
3055;1 or more employed persons;439 Other specialised construction;2015 October;118.8;8.5
3056;1 or more employed persons;439 Other specialised construction;2015 November;113.7;10.1
3057;1 or more employed persons;439 Other specialised construction;2015 December;119.4;8.1
3058;1 or more employed persons;439 Other specialised construction;2015 4th quarter;117.3;8.9
3059;1 or more employed persons;439 Other specialised construction;2015;99.4;10.6
3060;1 or more employed persons;439 Other specialised construction;2016 January;69.2;13.2
3061;1 or more employed persons;439 Other specialised construction;2016 February;86.0;6.9
3062;1 or more employed persons;439 Other specialised construction;2016 March;105.9;3.8
3063;1 or more employed persons;439 Other specialised construction;2016 1st quarter;87.0;7.2
3064;1 or more employed persons;439 Other specialised construction;2016 April;103.6;5.2
3065;1 or more employed persons;439 Other specialised construction;2016 May;110.2;16.9
3066;1 or more employed persons;439 Other specialised construction;2016 June;123.1;-0.9
3067;1 or more employed persons;439 Other specialised construction;2016 2nd quarter;112.3;6.3
3068;1 or more employed persons;439 Other specialised construction;2016 July;118.2;16.4
3069;1 or more employed persons;439 Other specialised construction;2016 August;75.6;15.4
3070;1 or more employed persons;439 Other specialised construction;2016 September;122.6;8.3
3071;1 or more employed persons;439 Other specialised construction;2016 3rd quarter;105.5;12.9
3072;1 or more employed persons;439 Other specialised construction;2016 October;122.7;3.3
3073;1 or more employed persons;439 Other specialised construction;2016 November;128.5;12.9
3074;1 or more employed persons;439 Other specialised construction;2016 December;134.9;13.0
3075;1 or more employed persons;439 Other specialised construction;2016 4th quarter;128.7;9.7
3076;1 or more employed persons;439 Other specialised construction;2016;108.4;9.0
3077;1 or more employed persons;439 Other specialised construction;2017 January;70.7;2.2
3078;1 or more employed persons;439 Other specialised construction;2017 February;95.8;11.4
3079;1 or more employed persons;439 Other specialised construction;2017 March;125.7;18.7
3080;1 or more employed persons;439 Other specialised construction;2017 1st quarter;97.4;11.9
3081;1 or more employed persons;439 Other specialised construction;2017 April;114.5;10.5
3082;1 or more employed persons;439 Other specialised construction;2017 May;129.6;17.6
3083;1 or more employed persons;439 Other specialised construction;2017 June;136.8;11.1
3084;1 or more employed persons;439 Other specialised construction;2017 2nd quarter;127.0;13.0
3085;1 or more employed persons;439 Other specialised construction;2017 July;125.3;6.0
3086;1 or more employed persons;439 Other specialised construction;2017 August;80.8;6.9
3087;1 or more employed persons;439 Other specialised construction;2017 September;127.1;3.7
3088;1 or more employed persons;439 Other specialised construction;2017 3rd quarter;111.1;5.3
3089;1 or more employed persons;439 Other specialised construction;2017 October;138.4;12.8
3090;1 or more employed persons;439 Other specialised construction;2017 November;142.8;11.2
3091;1 or more employed persons;439 Other specialised construction;2017 December;133.3;-1.2
3092;1 or more employed persons;439 Other specialised construction;2017 4th quarter;138.2;7.4
3093;1 or more employed persons;439 Other specialised construction;2017;118.4;9.3
3094;10 or more employed persons;F Construction;2005 January;;
3095;10 or more employed persons;F Construction;2005 February;;
3096;10 or more employed persons;F Construction;2005 March;;
3097;10 or more employed persons;F Construction;2005 1st quarter;;
3098;10 or more employed persons;F Construction;2005 April;;
3099;10 or more employed persons;F Construction;2005 May;;
3100;10 or more employed persons;F Construction;2005 June;;
3101;10 or more employed persons;F Construction;2005 2nd quarter;;
3102;10 or more employed persons;F Construction;2005 July;;
3103;10 or more employed persons;F Construction;2005 August;;
3104;10 or more employed persons;F Construction;2005 September;;
3105;10 or more employed persons;F Construction;2005 3rd quarter;;
3106;10 or more employed persons;F Construction;2005 October;;
3107;10 or more employed persons;F Construction;2005 November;;
3108;10 or more employed persons;F Construction;2005 December;;
3109;10 or more employed persons;F Construction;2005 4th quarter;;
3110;10 or more employed persons;F Construction;2005;;
3111;10 or more employed persons;F Construction;2006 January;;
3112;10 or more employed persons;F Construction;2006 February;;
3113;10 or more employed persons;F Construction;2006 March;;
3114;10 or more employed persons;F Construction;2006 1st quarter;;
3115;10 or more employed persons;F Construction;2006 April;;
3116;10 or more employed persons;F Construction;2006 May;;
3117;10 or more employed persons;F Construction;2006 June;;
3118;10 or more employed persons;F Construction;2006 2nd quarter;;
3119;10 or more employed persons;F Construction;2006 July;;
3120;10 or more employed persons;F Construction;2006 August;;
3121;10 or more employed persons;F Construction;2006 September;;
3122;10 or more employed persons;F Construction;2006 3rd quarter;;
