ID;Actoren;Perioden;TotaalUitgavenAanZorg_1;HF11Overheid_2;HF12SocialeVerzekeringen_3;HF2122ParticuliereZorgverzekeringen_4;HF23EigenBetalingen_5;HF242530OverigeFinanciers_6;HC1NLCuratieveZorg_7;HC2NLRevalidatiezorg_8;HC3NLMedischeVerzorging_9;HC4NLOndersteunendeDienstverlening_10;HC5NLMedischeGoederen_11;HC6NLPreventieveZorg_12;HC7NLBeleidEnBeheer_13;SocialeZorg_14;AlleOverigeAktiviteiten_15;ZorgrekeningenInConstantePrijzen_16;IndexcijfersZorgrekInConstPrijzen_17
15;100;2005*;39149;1824;21358;9091;3942;2933;13526;1442;6001;3789;10120;1828;30;582;1831;29579.0;126.7
16;101;1998;6112;68;4255;1457;44;287;2330;0;2621;832;291;0;0;0;38;10079.0;100.0
17;101;1999;6365;72;4300;1647;47;300;2426;0;2729;861;303;0;0;0;46;;
18;101;2000;6745;74;4639;1642;46;344;2560;0;2880;915;320;0;0;0;69;;
19;101;2001;7738;79;5360;1811;51;438;2920;0;3286;1063;365;0;0;0;104;;
20;101;2002;8550;85;5870;2064;58;474;3230;0;3634;1202;404;0;0;0;80;;
21;101;2003;8924;89;6056;2170;62;547;3351;0;3770;1185;419;0;0;0;200;;
22;101;2004**;9377;90;6335;2301;68;583;3518;0;3957;1256;440;0;0;0;206;;
23;101;2005*;10536;100;7037;2730;53;616;3968;0;4464;1389;496;0;0;0;219;12823.0;127.2
24;102;1998;2229;420;1105;461;8;237;786;0;472;339;157;0;0;0;475;;
25;102;1999;2480;450;1187;573;9;260;885;0;531;376;177;0;0;0;512;;
26;102;2000;2666;504;1347;587;8;220;971;0;583;398;194;0;0;0;520;;
27;102;2001;3103;603;1553;599;8;341;1079;0;648;525;216;0;0;0;635;;
28;102;2002;3750;667;1872;745;9;458;1313;0;788;638;263;0;0;0;750;;
29;102;2003;3999;700;1906;804;10;579;1360;0;816;621;272;0;0;0;930;;
30;102;2004**;4286;769;2069;873;11;564;1476;0;886;682;295;0;0;0;946;;
31;102;2005*;4164;791;2017;783;15;558;1408;0;845;661;282;0;0;0;970;;
32;103;1998;414;0;260;131;0;23;88;138;78;98;10;0;0;0;3;;
33;103;1999;436;0;270;144;0;22;92;147;82;105;10;0;0;0;1;;
34;103;2000;475;0;275;168;0;32;101;153;90;113;11;0;0;0;8;;
35;103;2001;531;0;322;172;0;38;106;180;94;134;12;0;0;0;5;;
36;103;2002;607;0;361;206;0;41;124;203;111;151;14;0;0;0;5;;
37;103;2003;649;0;379;225;0;45;125;228;111;160;14;0;0;0;11;;
38;103;2004**;677;0;396;236;0;45;131;239;116;166;15;0;0;0;10;;
39;103;2005*;722;0;498;193;4;26;127;290;113;178;14;0;0;0;0;;
40;104;1998;2262;178;1984;0;0;100;1245;0;322;0;314;6;0;255;119;2262.0;100.0
41;104;1999;2465;193;2163;0;0;109;1358;0;350;0;342;7;0;277;130;;
42;104;2000;2572;202;2257;0;0;113;1417;0;366;0;357;7;0;289;135;;
43;104;2001;2847;231;2470;0;0;146;1549;0;407;0;392;8;0;328;164;;
44;104;2002;3181;275;2760;0;0;145;1746;0;449;0;439;10;0;361;175;;
45;104;2003;3540;284;3091;0;0;164;1946;0;503;0;489;11;0;402;189;;
46;104;2004**;3748;330;3309;0;0;109;2123;0;515;0;523;13;0;399;174;;
47;104;2005*;4001;335;3555;0;0;111;2276;0;552;0;559;14;0;426;176;2905.0;128.4
48;105;1998;1318;0;858;347;73;40;828;0;0;97;285;77;31;0;0;1318.0;100.0
49;105;1999;1378;0;894;364;81;39;856;0;0;101;304;86;31;0;0;;
50;105;2000;1492;0;965;368;84;75;905;0;0;106;322;93;66;0;0;;
51;105;2001;1612;0;1076;408;100;28;1035;0;0;122;342;95;18;0;0;;
52;105;2002;1843;0;1233;473;108;28;1207;0;0;142;373;103;17;0;0;;
53;105;2003;2015;0;1332;537;130;15;1361;0;0;160;380;109;4;0;0;;
54;105;2004**;1982;0;1318;518;135;11;1359;0;0;160;351;112;0;0;0;;
55;105;2005*;1970;0;1302;522;136;12;1354;0;0;159;342;115;0;0;0;1385.0;105.1
56;106;1998;1324;0;798;449;47;30;893;0;0;221;171;12;0;5;21;;
57;106;1999;1403;0;842;479;50;32;948;0;0;235;179;13;0;5;23;;
58;106;2000;1375;0;906;398;41;31;927;0;0;230;181;9;0;6;22;;
59;106;2001;1451;0;938;434;44;35;976;0;0;241;192;10;0;6;25;;
60;106;2002;1637;0;1063;485;49;40;1101;0;0;272;217;12;0;7;28;;
61;106;2003;1785;0;1144;543;55;43;1200;0;0;296;238;13;0;8;31;;
62;106;2004**;2024;0;1306;607;62;48;1362;0;0;339;264;15;0;8;35;;
63;106;2005*;2158;0;1401;640;66;51;1455;0;0;362;279;16;0;8;37;;
64;107;1998;1190;0;331;560;267;32;726;0;0;0;210;231;0;0;23;1190.0;100.0
65;107;1999;1236;0;342;595;266;32;757;0;0;0;215;239;0;0;24;;
66;107;2000;1324;0;368;682;239;35;813;0;0;0;228;258;0;0;26;;
67;107;2001;1459;0;393;751;277;39;900;0;0;0;241;289;0;0;29;;
68;107;2002;1671;0;456;897;275;44;1027;0;0;0;263;349;0;0;33;;
69;107;2003;1826;0;477;985;318;47;1130;0;0;0;288;372;0;0;36;;
70;107;2004**;1857;0;347;1135;328;47;1229;0;0;0;321;271;0;0;36;;
71;107;2005*;1852;0;345;1124;335;48;1227;0;0;0;313;277;0;0;36;1429.0;120.0
72;108;1998;778;0;447;280;38;13;86;636;0;0;38;5;0;0;13;778.0;100.0
73;108;1999;867;0;501;313;38;15;92;714;0;0;41;5;0;0;15;;
74;108;2000;915;0;536;326;38;15;106;745;0;0;44;5;0;0;15;;
75;108;2001;1006;0;586;360;42;16;123;811;0;0;49;6;0;0;17;;
76;108;2002;1072;0;618;390;47;17;132;864;0;0;52;7;0;0;18;;
77;108;2003;1158;0;655;430;53;19;143;931;0;0;56;8;0;0;19;;
78;108;2004**;1163;0;347;748;49;19;143;936;0;0;56;9;0;0;19;;
79;108;2005*;1227;0;359;787;61;20;142;995;0;0;59;11;0;0;20;842.0;108.2
80;109;1998;384;237;72;18;14;42;0;0;0;81;0;303;0;0;0;384.0;100.0
81;109;1999;406;251;72;19;15;50;0;0;0;83;0;323;0;0;0;;
82;109;2000;439;269;76;20;17;57;0;0;0;88;0;352;0;0;0;;
83;109;2001;524;312;90;21;20;81;0;0;0;93;0;430;0;0;0;;
84;109;2002;618;356;88;25;29;120;0;0;0;105;0;513;0;0;0;;
85;109;2003;694;421;96;22;17;138;0;0;0;95;0;599;0;0;0;;
86;109;2004**;701;429;91;22;17;141;0;0;0;94;0;607;0;0;0;;
87;109;2005*;698;420;100;23;17;138;0;0;0;104;0;594;0;0;0;473.0;123.4
88;110;1998;645;43;0;0;4;598;0;94;0;0;0;448;0;94;8;645.0;100.0
89;110;1999;726;49;0;0;4;674;0;106;0;0;0;505;0;106;9;;
90;110;2000;828;55;0;0;5;768;0;121;0;0;0;576;0;121;11;;
91;110;2001;901;60;0;0;5;836;0;132;0;0;0;627;0;132;12;;
92;110;2002;1011;70;0;0;6;934;0;147;0;0;0;704;0;147;13;;
93;110;2003;1085;75;0;0;7;1003;0;157;0;0;0;756;0;157;14;;
94;110;2004**;1046;72;0;0;7;967;0;152;0;0;0;729;0;152;13;;
95;110;2005*;1018;70;0;0;6;942;0;147;0;0;0;710;0;147;13;783.0;121.4
96;111;1998;3363;0;1922;756;677;9;0;0;0;0;3189;0;0;0;175;3363.0;100.0
97;111;1999;3675;0;2091;843;732;8;0;0;0;0;3486;0;0;0;189;;
98;111;2000;4006;0;2232;904;861;9;0;0;0;0;3806;0;0;0;200;;
99;111;2001;4479;0;2489;1005;975;10;0;0;0;0;4256;0;0;0;224;;
100;111;2002;4867;0;2673;1117;1066;11;0;0;0;0;4628;0;0;0;239;;
101;111;2003;5250;0;2892;1186;1161;11;0;0;0;0;4995;0;0;0;255;;
102;111;2004**;5251;0;2853;1186;1201;11;0;0;0;0;4986;0;0;0;265;;
103;111;2005*;5482;0;2987;1257;1227;12;0;0;0;0;5202;0;0;0;280;4673.0;138.9
104;112;1998;1663;0;516;182;902;62;0;0;0;0;1604;0;0;0;58;1663.0;100.0
105;112;1999;1757;0;524;205;957;71;0;0;0;0;1695;0;0;0;63;;
106;112;2000;1853;0;536;224;1015;78;0;0;0;0;1786;0;0;0;67;;
107;112;2001;2030;0;589;252;1086;103;0;0;0;0;1958;0;0;0;72;;
108;112;2002;2135;0;644;306;1077;108;0;0;0;0;2067;0;0;0;69;;
109;112;2003;2305;0;716;343;1129;118;0;0;0;0;2235;0;0;0;71;;
110;112;2004**;2440;0;785;393;1143;118;0;0;0;0;2369;0;0;0;71;;
111;112;2005*;2485;0;780;420;1167;118;0;0;0;0;2412;0;0;0;73;1948.0;117.2
112;113;1998;394;16;114;65;10;189;42;0;0;313;0;10;20;0;8;394.0;100.0
113;113;1999;425;17;136;60;10;202;44;0;0;342;0;11;20;0;8;;
114;113;2000;434;19;152;59;13;192;45;0;0;343;0;12;26;0;7;;
115;113;2001;502;37;160;66;14;224;50;0;0;395;0;23;24;0;9;;
116;113;2002;554;32;167;82;16;259;46;0;0;456;0;19;25;0;10;;
117;113;2003;598;36;189;77;19;279;59;0;0;481;0;20;27;0;10;;
118;113;2004**;637;42;204;104;19;267;55;0;0;522;0;23;29;0;9;;
119;113;2005*;655;44;217;110;20;265;59;0;0;535;0;25;30;0;7;538.0;136.5
120;114;1998;1268;54;373;266;567;9;837;8;11;304;59;49;0;0;0;1268.0;100.0
121;114;1999;1318;52;384;255;618;9;872;8;13;312;62;53;0;0;0;;
122;114;2000;1402;45;418;276;654;8;931;7;17;330;62;55;0;0;0;;
123;114;2001;1552;48;470;319;705;9;1029;7;19;362;79;55;0;0;0;;
124;114;2002;1696;51;535;374;725;10;1109;8;22;416;81;61;0;0;0;;
125;114;2003;1959;54;674;450;770;12;1281;8;26;456;123;65;0;0;0;;
126;114;2004**;2014;59;678;471;791;17;1363;9;25;421;131;65;0;0;0;;
127;114;2005*;2179;65;760;503;834;17;1511;10;28;401;163;67;0;0;0;1780.0;140.4
128;200;1998;12032;641;9984;49;667;692;106;312;3190;0;258;171;0;7797;198;12032.0;100.0
129;200;1999;12869;673;10587;50;798;763;109;322;3375;4;242;178;0;8449;193;;
130;200;2000;14053;785;11297;52;910;1008;111;329;3528;4;281;210;0;9263;327;;
131;200;2001;15777;879;12815;53;969;1062;135;404;4298;1;320;233;0;10102;285;;
132;200;2002;18065;960;14693;67;1035;1311;153;460;4918;5;332;272;0;11637;290;;
133;200;2003;19906;993;16142;78;1178;1515;164;495;5401;3;454;300;0;12794;296;;
134;200;2004**;20765;993;16643;75;1374;1680;165;499;5607;6;465;292;0;13365;367;;
135;200;2005*;21492;833;17206;79;2705;668;171;518;5811;6;480;298;0;13828;381;16024.0;133.2
136;201;1998;7641;130;7165;49;7;290;95;286;3031;0;232;171;0;3741;85;7641.0;100.0
137;201;1999;8037;131;7531;50;0;327;98;294;3196;0;214;178;0;3961;96;;
138;201;2000;8673;157;7994;52;0;468;100;299;3332;0;251;210;0;4269;212;;
139;201;2001;9817;172;9180;53;0;419;124;371;4077;0;287;233;0;4576;149;;
140;201;2002;11212;253;10448;67;0;445;140;421;4652;0;293;272;0;5306;126;;
141;201;2003;12272;274;11414;78;3;503;151;452;5089;0;412;300;0;5757;111;;
142;201;2004**;12337;260;11459;75;0;544;151;454;5113;0;420;292;0;5790;116;;
143;201;2005*;12583;264;11678;79;4;559;157;470;5276;0;432;298;0;5829;122;9379.0;122.7
144;204;1998;2858;0;2810;0;0;48;0;26;160;0;26;0;0;2533;114;2858.0;100.0
145;204;1999;3098;0;3046;0;0;52;0;28;178;4;28;0;0;2763;97;;
146;204;2000;3349;0;3293;0;0;56;0;30;197;4;30;0;0;2974;115;;
147;204;2001;3685;0;3624;0;0;62;0;33;220;1;33;0;0;3262;136;;
148;204;2002;4312;0;4232;0;0;80;0;38;265;5;38;0;0;3803;163;;
149;204;2003;4789;0;4718;0;0;71;0;42;311;3;42;0;0;4204;185;;
150;204;2004**;5217;0;5173;0;0;44;0;45;494;6;45;0;0;4376;252;;
151;204;2005*;5578;0;5528;0;0;50;0;48;535;6;48;0;0;4682;259;4388.0;153.6
152;205;1998;1176;195;0;0;638;343;0;0;0;0;0;0;0;1176;0;1176.0;100.0
153;205;1999;1348;204;0;0;775;369;0;0;0;0;0;0;0;1348;0;;
154;205;2000;1621;267;0;0;886;468;0;0;0;0;0;0;0;1621;0;;
155;205;2001;1840;326;0;0;949;566;0;0;0;0;0;0;0;1840;0;;
156;205;2002;2075;300;0;0;1007;768;0;0;0;0;0;0;0;2075;0;;
157;205;2003;2348;282;0;0;1143;923;0;0;0;0;0;0;0;2348;0;;
158;205;2004**;2679;268;0;0;1339;1072;0;0;0;0;0;0;0;2679;0;;
159;205;2005*;2770;70;0;0;2663;37;0;0;0;0;0;0;0;2770;0;1841.0;156.6
160;206;1998;358;316;9;0;22;11;10;0;0;0;0;0;0;347;0;358.0;100.0
161;206;1999;387;339;10;0;24;14;10;0;0;0;0;0;0;376;0;;
162;206;2000;411;360;10;0;25;15;11;0;0;0;0;0;0;400;0;;
163;206;2001;434;380;11;0;27;16;11;0;0;0;0;0;0;423;0;;
164;206;2002;466;407;13;0;29;17;12;0;0;0;0;0;0;454;0;;
165;206;2003;498;437;9;0;32;19;13;0;0;0;0;0;0;485;0;;
166;206;2004**;533;465;12;0;35;20;13;0;0;0;0;0;0;520;0;;
167;206;2005*;561;500;0;0;39;22;14;0;0;0;0;0;0;547;0;415.0;116.1
168;300;1998;1433;164;637;0;0;632;0;0;0;0;0;0;1433;0;0;1433.0;100.0
169;300;1999;1499;169;644;0;0;686;0;0;0;0;0;0;1499;0;0;;
170;300;2000;1518;169;626;0;0;723;0;0;0;0;0;0;1518;0;0;;
171;300;2001;1618;171;640;0;0;806;0;0;0;0;0;0;1618;0;0;;
172;300;2002;1773;178;710;0;0;885;0;0;0;0;0;0;1773;0;0;;
173;300;2003;1837;186;739;0;0;912;0;0;0;0;0;0;1837;0;0;;
174;300;2004**;1923;192;765;0;0;966;0;0;0;0;0;0;1923;0;0;;
175;300;2005*;2101;192;807;0;0;1102;0;0;0;0;0;0;2101;0;0;1772.0;123.6
