ID;Energiedragers;Perioden;TotaalAanbodTPES_1;Winning_2;Invoer_3;Uitvoer_4;NettoInvoer_5;Bunkering_6;Voorraadmutatie_7;StatistischeVerschillen_8;TotaalEnergieverbruik_9;TotaalInzet_10;InzetElektriciteitWKKOmzetting_11;InzetAndereOmzetting_12;TotaalProductie_13;ProductieElektriciteitWKKOmzetting_14;ProductieAndereOmzetting_15;TotaalSaldoEnergieomzetting_16;SaldoElektriciteitWKKOmzetting_17;SaldoAndereOmzetting_18;Totaal_19;ElektriciteitsEnWarmteproductie_20;WinningVanOlieEnGas_21;Cokesfabrieken_22;Hoogovens_23;OlieraffinageInstallaties_24;OverigeInstallaties_25;VerliezenBijDistributie_26;TotaalFinaalVerbruik_27;Totaal_28;Totaal_29;IJzerEnStaalindustrie_30;ChemieEnFarmaceutischeIndustrie_31;NonFerrometalen_32;Bouwmaterialenindustrie_33;Transportmiddelenindustrie_34;MetaalproductenEnMachineIndustrie_35;DelfstoffenwinningGeenOlieEnGas_36;VoedingsEnGenotmiddelenindustrie_37;PapierEnGrafischeIndustrie_38;Houtindustrie_39;Bouwnijverheid_40;TextielKledingEnLederindustrie_41;OverigeIndustrieEnOnbekend_42;Totaal_43;BinnenlandseLuchtvaart_44;Wegverkeer_45;Railverkeer_46;Pijpleidingen_47;BinnenlandseScheepvaart_48;Onbekend_49;Totaal_50;DienstenAfvalWaterEnReparatie_51;Woningen_52;Landbouw_53;Visserij_54;Onbekend_55;Totaal_56;NijverheidExclusiefDeEnergiesector_57;WaarvanChemieEnPetrochemie_58;Vervoer_59;OverigeAfnemers_60
983;Steenkoolbriketten;1981;0.1;;0.1;0.0;0.1;;;;0.1;;;;;;;;;;;;;;;;;;0.1;0.1;;;;;;;;;;;;;;;;;;;;;;0.1;;0.1;;;;;;;;
984;Steenkoolbriketten;1982;0.1;;0.1;0.0;0.1;;;;0.1;;;;;;;;;;;;;;;;;;0.1;0.1;;;;;;;;;;;;;;;;;;;;;;0.1;;0.1;;;;;;;;
985;Steenkoolbriketten;1983;0.2;;0.2;;0.2;;;;0.2;;;;;;;;;;;;;;;;;;0.2;0.2;;;;;;;;;;;;;;;;;;;;;;0.2;;0.2;;;;;;;;
986;Steenkoolbriketten;1984;0.1;;0.1;;0.1;;;;0.1;;;;;;;;;;;;;;;;;;0.1;0.1;;;;;;;;;;;;;;;;;;;;;;0.1;;0.1;;;;;;;;
987;Steenkoolbriketten;1985;0.2;;0.2;;0.2;;;;0.2;;;;;;;;;;;;;;;;;;0.2;0.2;;;;;;;;;;;;;;;;;;;;;;0.2;;0.2;;;;;;;;
988;Steenkoolbriketten;1986;0.1;;0.1;;0.1;;;;0.1;;;;;;;;;;;;;;;;;;0.1;0.1;;;;;;;;;;;;;;;;;;;;;;0.1;;0.1;;;;;;;;
989;Steenkoolbriketten;1987;0.1;;0.1;;0.1;;-0.1;;0.1;;;;;;;;;;;;;;;;;;0.1;0.1;;;;;;;;;;;;;;;;;;;;;;0.1;;0.1;;;;;;;;
990;Steenkoolbriketten;1988;0.1;;0.1;0.1;0.0;;0.1;;0.1;;;;;;;;;;;;;;;;;;0.1;0.1;;;;;;;;;;;;;;;;;;;;;;0.1;;0.1;;;;;;;;
991;Steenkoolbriketten;1989;0.2;;0.2;0.0;0.2;;0.1;;0.2;;;;;;;;;;;;;;;;;;0.2;0.2;;;;;;;;;;;;;;;;;;;;;;0.2;;0.2;;;;;;;;
992;Steenkoolbriketten;1990;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
993;Steenkoolbriketten;1991;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
994;Steenkoolbriketten;1992;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
995;Steenkoolbriketten;1993;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
996;Steenkoolbriketten;1994;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
997;Steenkoolbriketten;1995;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
998;Steenkoolbriketten;1996;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
999;Steenkoolbriketten;1997;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1000;Steenkoolbriketten;1998;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1001;Steenkoolbriketten;1999;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1002;Steenkoolbriketten;2000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1003;Steenkoolbriketten;2001;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1004;Steenkoolbriketten;2002;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1005;Steenkoolbriketten;2003;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1006;Steenkoolbriketten;2004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1007;Steenkoolbriketten;2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1008;Steenkoolbriketten;2006;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1009;Steenkoolbriketten;2007;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1010;Steenkoolbriketten;2008;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1011;Steenkoolbriketten;2009;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1012;Steenkoolbriketten;2010;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1013;Steenkoolbriketten;2011;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1014;Steenkoolbriketten;2012;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1015;Steenkoolbriketten;2013;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1016;Steenkoolbriketten;2014;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1017;Steenkoolbriketten;2015;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1018;Steenkoolbriketten;2016;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1019;Steenkoolbriketten;2017;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1020;Steenkoolbriketten;2018;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1021;Steenkoolbriketten;2019;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1022;Steenkoolbriketten;2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1023;Steenkoolbriketten;2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1024;Steenkoolbriketten;2022;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1025;Steenkoolbriketten;2023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1026;Steenkoolbriketten;2024 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1027;Steenkoolteer;1946;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1028;Steenkoolteer;1947;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1029;Steenkoolteer;1948;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1030;Steenkoolteer;1949;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1031;Steenkoolteer;1950;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1032;Steenkoolteer;1951;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1033;Steenkoolteer;1952;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1034;Steenkoolteer;1953;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1035;Steenkoolteer;1954;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1036;Steenkoolteer;1955;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1037;Steenkoolteer;1956;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1038;Steenkoolteer;1957;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1039;Steenkoolteer;1958;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1040;Steenkoolteer;1959;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1041;Steenkoolteer;1960;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1042;Steenkoolteer;1961;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1043;Steenkoolteer;1962;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1044;Steenkoolteer;1963;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1045;Steenkoolteer;1964;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1046;Steenkoolteer;1965;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1047;Steenkoolteer;1966;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1048;Steenkoolteer;1967;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1049;Steenkoolteer;1968;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1050;Steenkoolteer;1969;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1051;Steenkoolteer;1970;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1052;Steenkoolteer;1971;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1053;Steenkoolteer;1972;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1054;Steenkoolteer;1973;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1055;Steenkoolteer;1974;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1056;Steenkoolteer;1975;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1057;Steenkoolteer;1976;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1058;Steenkoolteer;1977;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1059;Steenkoolteer;1978;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1060;Steenkoolteer;1979;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1061;Steenkoolteer;1980;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1062;Steenkoolteer;1981;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1063;Steenkoolteer;1982;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1064;Steenkoolteer;1983;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1065;Steenkoolteer;1984;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1066;Steenkoolteer;1985;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1067;Steenkoolteer;1986;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1068;Steenkoolteer;1987;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1069;Steenkoolteer;1988;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1070;Steenkoolteer;1989;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1071;Steenkoolteer;1990;1.1;;2.1;0.9;1.2;;0.0;;1.1;;;;5.4;;5.4;-5.4;;-5.4;;;;;;;;;6.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6.5;6.5;4.6;;
1072;Steenkoolteer;1991;0.1;;1.0;0.9;0.1;;;;0.1;;;;5.7;;5.7;-5.7;;-5.7;;;;;;;;;5.7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5.7;5.7;4.0;;
1073;Steenkoolteer;1992;;;0.9;0.9;0.0;;0.0;;;;;;5.9;;5.9;-5.9;;-5.9;;;;;;;;;5.9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5.9;5.9;4.1;;
1074;Steenkoolteer;1993;0.0;;1.0;0.9;0.0;;0.0;;0.0;;;;6.1;;6.1;-6.1;;-6.1;;;;;;;;;6.1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6.1;6.1;4.3;;
1075;Steenkoolteer;1994;;;0.9;0.9;;;;;;;;;5.8;;5.8;-5.8;;-5.8;;;;;;;;;5.8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5.8;5.8;4.1;;
1076;Steenkoolteer;1995;0.8;;2.0;1.2;0.8;;0.0;;0.8;;;;5.6;;5.6;-5.6;;-5.6;;;;;;;;;6.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6.4;6.4;4.5;;
1077;Steenkoolteer;1996;1.0;;2.4;1.4;1.0;;0.0;;1.0;;;;5.7;;5.7;-5.7;;-5.7;;;;;;;;;6.7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6.7;6.7;4.7;;
1078;Steenkoolteer;1997;0.7;;1.8;1.2;0.6;;0.0;;0.7;;;;5.5;;5.5;-5.5;;-5.5;;;;;;;;;6.1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6.1;6.1;4.3;;
1079;Steenkoolteer;1998;1.0;;2.4;1.4;1.0;;0.0;;1.0;;;;5.3;;5.3;-5.3;;-5.3;;;;;;;;;6.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6.3;6.3;4.4;;
1080;Steenkoolteer;1999;0.1;;0.6;0.6;0.0;;0.1;;0.1;1.3;;1.3;4.5;;4.5;-3.2;;-3.2;;;;;;;;;3.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3.2;3.2;3.2;;
1081;Steenkoolteer;2000;-0.1;;0.7;0.7;;;-0.1;;-0.1;1.6;;1.6;4.1;;4.1;-2.5;;-2.5;;;;;;;;;2.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.5;2.5;2.5;;
1082;Steenkoolteer;2001;0.0;;1.7;1.7;;;0.0;0.0;0.0;1.7;;1.7;3.8;;3.8;-2.1;;-2.1;;;;;;;;;2.1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.1;2.1;2.1;;
1083;Steenkoolteer;2002;-0.2;;1.0;1.3;-0.2;;0.0;;-0.2;1.3;;1.3;3.6;;3.6;-2.2;;-2.2;;;;;;;;;2.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.0;2.0;2.0;;
1084;Steenkoolteer;2003;0.0;;1.4;1.4;;;0.0;;0.0;1.4;;1.4;4.0;;4.0;-2.5;;-2.5;;;;;;;;;2.6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.6;2.6;2.6;;
1085;Steenkoolteer;2004;0.0;;1.0;1.0;;;0.0;;0.0;1.7;;1.7;4.1;;4.1;-2.4;;-2.4;;;;;;;;;2.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.4;2.4;2.4;;
1086;Steenkoolteer;2005;0.0;;0.9;0.9;;;0.0;0.0;0.0;1.4;;1.4;3.9;;3.9;-2.4;;-2.4;;;;;;;;;2.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.4;2.4;2.4;;
1087;Steenkoolteer;2006;0.1;;1.4;1.3;0.1;;0.0;;0.1;1.4;;1.4;3.8;;3.8;-2.4;;-2.4;;;;;;;;;2.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.5;2.5;2.5;;
1088;Steenkoolteer;2007;0.0;;1.5;1.5;0.0;;0.0;;0.0;1.5;;1.5;4.2;;4.2;-2.8;;-2.8;;;;;;;;;2.8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.8;2.8;2.8;;
1089;Steenkoolteer;2008;0.1;;1.4;1.3;0.1;;0.0;;0.1;1.5;;1.5;4.4;;4.4;-2.9;;-2.9;;;;;;;;;3.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3.0;3.0;3.0;;
1090;Steenkoolteer;2009;0.9;;1.9;1.0;0.9;;0.0;;0.9;1.5;;1.5;3.6;;3.6;-2.1;;-2.1;;;;;;;;;3.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3.0;3.0;3.0;;
1091;Steenkoolteer;2010;0.4;;0.8;0.4;0.3;;0.0;;0.4;1.5;;1.5;4.2;;4.2;-2.7;;-2.7;;;;;;;;;3.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3.0;3.0;3.0;;
1092;Steenkoolteer;2011;0.5;;1.0;0.6;0.4;;0.0;;0.5;1.5;;1.5;4.1;;4.1;-2.6;;-2.6;;;;;;;;;3.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3.0;3.0;3.0;;
1093;Steenkoolteer;2012;0.6;;1.2;0.7;0.5;;0.0;;0.6;1.5;;1.5;4.0;;4.0;-2.5;;-2.5;;;;;;;;;3.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3.0;3.0;3.0;;
1094;Steenkoolteer;2013;1.0;;1.2;0.2;1.0;;0.0;;1.0;1.4;;1.4;3.6;;3.6;-2.2;;-2.2;;;;;;;;;3.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3.2;3.2;3.2;;
1095;Steenkoolteer;2014;-1.7;;1.3;3.1;-1.7;;0.0;;-1.7;0.7;;0.7;3.8;;3.8;-3.1;;-3.1;;;;;;;;;1.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.4;1.4;1.4;;
1096;Steenkoolteer;2015;-0.2;;;0.2;-0.2;;0.0;;-0.2;;;;3.4;;3.4;-3.4;;-3.4;;;;;;;;;3.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3.2;3.2;;;
1097;Steenkoolteer;2016;-0.2;;;0.1;-0.1;;0.0;;-0.2;;;;3.1;;3.1;-3.1;;-3.1;;;;;;;;;2.9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.9;2.9;;;
1098;Steenkoolteer;2017;-0.1;;;0.1;-0.1;;0.0;;-0.1;;;;3.0;;3.0;-3.0;;-3.0;;;;;;;;;2.9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.9;2.9;;;
1099;Steenkoolteer;2018;-0.2;;;0.1;-0.1;;0.0;;-0.2;;;;3.1;;3.1;-3.1;;-3.1;;;;;;;;;2.9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.9;2.9;;;
1100;Steenkoolteer;2019;-0.1;;;0.1;-0.1;;0.0;;-0.1;;;;2.8;;2.8;-2.8;;-2.8;;;;;;;;;2.7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.7;2.7;;;
1101;Steenkoolteer;2020;-0.4;;;0.2;-0.2;;-0.2;;-0.4;;;;2.9;;2.9;-2.9;;-2.9;;;;;;;;;2.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.5;2.5;;;
1102;Steenkoolteer;2021;-1.3;;;1.1;-1.1;;-0.2;;-1.3;;;;3.0;;3.0;-3.0;;-3.0;;;;;;;;;1.7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.7;1.7;;;
1103;Steenkoolteer;2022;-2.3;;;2.2;-2.2;;-0.2;;-2.3;;;;3.3;;3.3;-3.3;;-3.3;;;;;;;;;0.9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.9;0.9;;;
1104;Steenkoolteer;2023;-2.3;;;2.3;-2.3;;0.0;;-2.3;;;;3.2;;3.2;-3.2;;-3.2;;;;;;;;;0.9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.9;0.9;;;
1105;Steenkoolteer;2024 ;-2.3;;;2.9;-2.9;;0.6;;-2.3;;;;3.2;;3.2;-3.2;;-3.2;;;;;;;;;0.9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1106;Fabrieksgas;1946;;;;;;;;;;;;;9.9;;9.9;;;9.9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1107;Fabrieksgas;1947;;;;;;;;;;;;;11.5;;11.5;;;11.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1108;Fabrieksgas;1948;;;;;;;;;;;;;12.7;;12.7;;;12.7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1109;Fabrieksgas;1949;;;;;;;;;;;;;12.8;;12.8;;;12.8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1110;Fabrieksgas;1950;;;;;;;;;;;;;13.3;;13.3;;;13.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1111;Fabrieksgas;1951;;;;;;;;;;;;;13.4;;13.4;;;13.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1112;Fabrieksgas;1952;;;;;;;;;;;;;13.5;;13.5;;;13.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1113;Fabrieksgas;1953;;;;;;;;;;;;;12.6;;12.6;;;12.6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1114;Fabrieksgas;1954;;;;;;;;;;;;;13.3;;13.3;;;13.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1115;Fabrieksgas;1955;;;;;;;;;;;;;13.2;;13.2;;;13.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1116;Fabrieksgas;1956;;;;;;;;;;;;;12.4;;12.4;;;12.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1117;Fabrieksgas;1957;;;;;;;;;;;;;11.4;;11.4;;;11.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1118;Fabrieksgas;1958;;;;;;;;;;;;;11.2;;11.2;;;11.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1119;Fabrieksgas;1959;;;;;;;;;;;;;10.1;;10.1;;;10.1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1120;Fabrieksgas;1960;0.2;;0.2;;0.2;;;1.3;-1.1;;;;24.9;;24.9;-24.9;;-24.9;0.9;;;;;;0.9;;22.9;22.9;2.9;;;;;;;;;;;;;2.9;;;;;;;;20.0;3.0;17.0;;;;;;;;
1121;Fabrieksgas;1961;0.3;;0.2;;0.2;;;1.2;-0.9;;;;25.2;;25.2;-25.2;;-25.2;0.9;;;;;;0.9;;23.4;23.4;2.9;;;;;;;;;;;;;2.9;;;;;;;;20.5;3.0;17.6;;;;;;;;
1122;Fabrieksgas;1962;0.2;;0.3;;0.3;;;1.3;-1.1;;;;27.4;;27.4;-27.4;;-27.4;0.8;;;;;;0.8;;25.5;25.5;3.2;;;;;;;;;;;;;3.2;;;;;;;;22.3;3.4;18.9;;;;;;;;
1123;Fabrieksgas;1963;0.1;;0.2;;0.2;;;1.6;-1.5;;;;29.0;;29.0;-29.0;;-29.0;0.8;;;;;;0.8;;26.7;26.7;3.4;;;;;;;;;;;;;3.4;;;;;;;;23.3;3.6;19.7;;;;;;;;
1124;Fabrieksgas;1964;0.1;;0.1;;0.1;;;1.5;-1.4;;;;28.2;;28.2;-28.2;;-28.2;0.5;;;;;;0.5;;26.3;26.3;3.5;;;;;;;;;;;;;3.5;;;;;;;;22.8;3.5;19.3;;;;;;;;
1125;Fabrieksgas;1965;0.0;;0.0;;0.0;;;0.9;-0.9;;;;25.7;;25.7;-25.7;;-25.7;0.5;;;;;;0.5;;24.3;24.3;2.9;;;;;;;;;;;;;2.9;;;;;;;;21.4;3.4;18.0;;;;;;;;
