ID;Geslacht;Leeftijd;Herkomst;Onderwijsniveau;Onderwijsrichting;Perioden;TotaleBevolking15Tot65Jaar_1;Beroepsbevolking_2;WerkzameBeroepsbevolking_3;WerklozeBeroepsbevolking_4;NietBeroepsbevolking_5;BrutoArbeidsparticipatie_6;NettoArbeidsparticipatie_7;Werkloosheidspercentage_8
1023;Mannen en vrouwen;Totaal leeftijd;Autochtonen;Basisonderwijs;3;2001;;;;;;;;
1024;Mannen en vrouwen;Totaal leeftijd;Autochtonen;Basisonderwijs;3;2002;;;;;;;;
1025;Mannen en vrouwen;Totaal leeftijd;Autochtonen;Basisonderwijs;3;2003;;;;;;;;
1026;Mannen en vrouwen;Totaal leeftijd;Autochtonen;Basisonderwijs;3;2004;;;;;;;;
1027;Mannen en vrouwen;Totaal leeftijd;Autochtonen;Basisonderwijs;3;2005;;;;;;;;
1028;Mannen en vrouwen;Totaal leeftijd;Autochtonen;Basisonderwijs;3;2006;;;;;;;;
1029;Mannen en vrouwen;Totaal leeftijd;Autochtonen;Basisonderwijs;4;2000;;;;;;;;
1030;Mannen en vrouwen;Totaal leeftijd;Autochtonen;Basisonderwijs;4;2001;;;;;;;;
1031;Mannen en vrouwen;Totaal leeftijd;Autochtonen;Basisonderwijs;4;2002;;;;;;;;
1032;Mannen en vrouwen;Totaal leeftijd;Autochtonen;Basisonderwijs;4;2003;;;;;;;;
1033;Mannen en vrouwen;Totaal leeftijd;Autochtonen;Basisonderwijs;4;2004;;;;;;;;
1034;Mannen en vrouwen;Totaal leeftijd;Autochtonen;Basisonderwijs;4;2005;;;;;;;;
1035;Mannen en vrouwen;Totaal leeftijd;Autochtonen;Basisonderwijs;4;2006;;;;;;;;
1036;Mannen en vrouwen;Totaal leeftijd;Autochtonen;Basisonderwijs;5;2000;;;;;;;;
1037;Mannen en vrouwen;Totaal leeftijd;Autochtonen;Basisonderwijs;5;2001;;;;;;;;
1038;Mannen en vrouwen;Totaal leeftijd;Autochtonen;Basisonderwijs;5;2002;;;;;;;;
1039;Mannen en vrouwen;Totaal leeftijd;Autochtonen;Basisonderwijs;5;2003;;;;;;;;
1040;Mannen en vrouwen;Totaal leeftijd;Autochtonen;Basisonderwijs;5;2004;;;;;;;;
1041;Mannen en vrouwen;Totaal leeftijd;Autochtonen;Basisonderwijs;5;2005;;;;;;;;
1042;Mannen en vrouwen;Totaal leeftijd;Autochtonen;Basisonderwijs;5;2006;;;;;;;;
1043;Mannen en vrouwen;Totaal leeftijd;Autochtonen;Basisonderwijs;6;2000;;;;;;;;
1044;Mannen en vrouwen;Totaal leeftijd;Autochtonen;Basisonderwijs;6;2001;;;;;;;;
1045;Mannen en vrouwen;Totaal leeftijd;Autochtonen;Basisonderwijs;6;2002;;;;;;;;
1046;Mannen en vrouwen;Totaal leeftijd;Autochtonen;Basisonderwijs;6;2003;;;;;;;;
1047;Mannen en vrouwen;Totaal leeftijd;Autochtonen;Basisonderwijs;6;2004;;;;;;;;
1048;Mannen en vrouwen;Totaal leeftijd;Autochtonen;Basisonderwijs;6;2005;;;;;;;;
1049;Mannen en vrouwen;Totaal leeftijd;Autochtonen;Basisonderwijs;6;2006;;;;;;;;
1050;Mannen en vrouwen;Totaal leeftijd;Autochtonen;Basisonderwijs;7;2000;;;;;;;;
1051;Mannen en vrouwen;Totaal leeftijd;Autochtonen;Basisonderwijs;7;2001;;;;;;;;
1052;Mannen en vrouwen;Totaal leeftijd;Autochtonen;Basisonderwijs;7;2002;;;;;;;;
1053;Mannen en vrouwen;Totaal leeftijd;Autochtonen;Basisonderwijs;7;2003;;;;;;;;
1054;Mannen en vrouwen;Totaal leeftijd;Autochtonen;Basisonderwijs;7;2004;;;;;;;;
1055;Mannen en vrouwen;Totaal leeftijd;Autochtonen;Basisonderwijs;7;2005;;;;;;;;
1056;Mannen en vrouwen;Totaal leeftijd;Autochtonen;Basisonderwijs;7;2006;;;;;;;;
1057;Mannen en vrouwen;Totaal leeftijd;Autochtonen;Basisonderwijs;8;2000;;;;;;;;
1058;Mannen en vrouwen;Totaal leeftijd;Autochtonen;Basisonderwijs;8;2001;;;;;;;;
1059;Mannen en vrouwen;Totaal leeftijd;Autochtonen;Basisonderwijs;8;2002;;;;;;;;
1060;Mannen en vrouwen;Totaal leeftijd;Autochtonen;Basisonderwijs;8;2003;;;;;;;;
1061;Mannen en vrouwen;Totaal leeftijd;Autochtonen;Basisonderwijs;8;2004;;;;;;;;
1062;Mannen en vrouwen;Totaal leeftijd;Autochtonen;Basisonderwijs;8;2005;;;;;;;;
1063;Mannen en vrouwen;Totaal leeftijd;Autochtonen;Basisonderwijs;8;2006;;;;;;;;
1064;Mannen en vrouwen;Totaal leeftijd;Autochtonen;Basisonderwijs;9;2000;;;;;;;;
1065;Mannen en vrouwen;Totaal leeftijd;Autochtonen;Basisonderwijs;9;2001;;;;;;;;
1066;Mannen en vrouwen;Totaal leeftijd;Autochtonen;Basisonderwijs;9;2002;;;;;;;;
1067;Mannen en vrouwen;Totaal leeftijd;Autochtonen;Basisonderwijs;9;2003;;;;;;;;
1068;Mannen en vrouwen;Totaal leeftijd;Autochtonen;Basisonderwijs;9;2004;;;;;;;;
1069;Mannen en vrouwen;Totaal leeftijd;Autochtonen;Basisonderwijs;9;2005;;;;;;;;
1070;Mannen en vrouwen;Totaal leeftijd;Autochtonen;Basisonderwijs;9;2006;;;;;;;;
1071;Mannen en vrouwen;Totaal leeftijd;Autochtonen;Basisonderwijs;Gezondheidszorg, sociale dienstverlening;2000;;;;;;;;
1072;Mannen en vrouwen;Totaal leeftijd;Autochtonen;Basisonderwijs;Gezondheidszorg, sociale dienstverlening;2001;;;;;;;;
1073;Mannen en vrouwen;Totaal leeftijd;Autochtonen;Basisonderwijs;Gezondheidszorg, sociale dienstverlening;2002;;;;;;;;
1074;Mannen en vrouwen;Totaal leeftijd;Autochtonen;Basisonderwijs;Gezondheidszorg, sociale dienstverlening;2003;;;;;;;;
1075;Mannen en vrouwen;Totaal leeftijd;Autochtonen;Basisonderwijs;Gezondheidszorg, sociale dienstverlening;2004;;;;;;;;
1076;Mannen en vrouwen;Totaal leeftijd;Autochtonen;Basisonderwijs;Gezondheidszorg, sociale dienstverlening;2005;;;;;;;;
1077;Mannen en vrouwen;Totaal leeftijd;Autochtonen;Basisonderwijs;Gezondheidszorg, sociale dienstverlening;2006;;;;;;;;
1078;Mannen en vrouwen;Totaal leeftijd;Autochtonen;Basisonderwijs;Horeca, recreatie, transport, logistiek;2000;;;;;;;;
1079;Mannen en vrouwen;Totaal leeftijd;Autochtonen;Basisonderwijs;Horeca, recreatie, transport, logistiek;2001;;;;;;;;
1080;Mannen en vrouwen;Totaal leeftijd;Autochtonen;Basisonderwijs;Horeca, recreatie, transport, logistiek;2002;;;;;;;;
1081;Mannen en vrouwen;Totaal leeftijd;Autochtonen;Basisonderwijs;Horeca, recreatie, transport, logistiek;2003;;;;;;;;
1082;Mannen en vrouwen;Totaal leeftijd;Autochtonen;Basisonderwijs;Horeca, recreatie, transport, logistiek;2004;;;;;;;;
1083;Mannen en vrouwen;Totaal leeftijd;Autochtonen;Basisonderwijs;Horeca, recreatie, transport, logistiek;2005;;;;;;;;
1084;Mannen en vrouwen;Totaal leeftijd;Autochtonen;Basisonderwijs;Horeca, recreatie, transport, logistiek;2006;;;;;;;;
1085;Mannen en vrouwen;Totaal leeftijd;Autochtonen;Basisonderwijs;Onbekend;2000;;;;;;;;
1086;Mannen en vrouwen;Totaal leeftijd;Autochtonen;Basisonderwijs;Onbekend;2001;;;;;;;;
1087;Mannen en vrouwen;Totaal leeftijd;Autochtonen;Basisonderwijs;Onbekend;2002;;;;;;;;
1088;Mannen en vrouwen;Totaal leeftijd;Autochtonen;Basisonderwijs;Onbekend;2003;;;;;;;;
1089;Mannen en vrouwen;Totaal leeftijd;Autochtonen;Basisonderwijs;Onbekend;2004;;;;;;;;
1090;Mannen en vrouwen;Totaal leeftijd;Autochtonen;Basisonderwijs;Onbekend;2005;;;;;;;;
1091;Mannen en vrouwen;Totaal leeftijd;Autochtonen;Basisonderwijs;Onbekend;2006;;;;;;;;
1092;Mannen en vrouwen;Totaal leeftijd;Autochtonen;Vmbo, mbo1, avo onderbouw;1;2000;2281.0;1255.0;1207.0;48.0;1026.0;55.0;52.9;3.8
1093;Mannen en vrouwen;Totaal leeftijd;Autochtonen;Vmbo, mbo1, avo onderbouw;1;2001;2286.0;1297.0;1246.0;51.0;990.0;56.7;54.5;3.9
1094;Mannen en vrouwen;Totaal leeftijd;Autochtonen;Vmbo, mbo1, avo onderbouw;1;2002;2217.0;1235.0;1181.0;54.0;982.0;55.7;53.3;4.4
1095;Mannen en vrouwen;Totaal leeftijd;Autochtonen;Vmbo, mbo1, avo onderbouw;1;2003;2185.0;1222.0;1149.0;73.0;963.0;55.9;52.6;6.0
1096;Mannen en vrouwen;Totaal leeftijd;Autochtonen;Vmbo, mbo1, avo onderbouw;1;2004;2236.0;1232.0;1149.0;83.0;1004.0;55.1;51.4;6.8
1097;Mannen en vrouwen;Totaal leeftijd;Autochtonen;Vmbo, mbo1, avo onderbouw;1;2005;2175.0;1180.0;1096.0;84.0;995.0;54.3;50.4;7.1
1098;Mannen en vrouwen;Totaal leeftijd;Autochtonen;Vmbo, mbo1, avo onderbouw;1;2006;2177.0;1178.0;1101.0;77.0;999.0;54.1;50.6;6.5
1099;Mannen en vrouwen;Totaal leeftijd;Autochtonen;Vmbo, mbo1, avo onderbouw;2;2000;963.0;452.0;431.0;21.0;511.0;47.0;44.7;4.7
1100;Mannen en vrouwen;Totaal leeftijd;Autochtonen;Vmbo, mbo1, avo onderbouw;2;2001;965.0;475.0;452.0;23.0;489.0;49.3;46.9;4.9
1101;Mannen en vrouwen;Totaal leeftijd;Autochtonen;Vmbo, mbo1, avo onderbouw;2;2002;939.0;452.0;426.0;26.0;488.0;48.1;45.3;5.8
1102;Mannen en vrouwen;Totaal leeftijd;Autochtonen;Vmbo, mbo1, avo onderbouw;2;2003;929.0;442.0;414.0;28.0;487.0;47.6;44.5;6.4
1103;Mannen en vrouwen;Totaal leeftijd;Autochtonen;Vmbo, mbo1, avo onderbouw;2;2004;963.0;446.0;415.0;32.0;517.0;46.4;43.1;7.1
1104;Mannen en vrouwen;Totaal leeftijd;Autochtonen;Vmbo, mbo1, avo onderbouw;2;2005;951.0;433.0;399.0;34.0;518.0;45.6;42.0;7.9
1105;Mannen en vrouwen;Totaal leeftijd;Autochtonen;Vmbo, mbo1, avo onderbouw;2;2006;958.0;427.0;397.0;30.0;532.0;44.5;41.4;7.0
1106;Mannen en vrouwen;Totaal leeftijd;Autochtonen;Vmbo, mbo1, avo onderbouw;3;2000;;;;;;;;
1107;Mannen en vrouwen;Totaal leeftijd;Autochtonen;Vmbo, mbo1, avo onderbouw;3;2001;;;;;;;;
1108;Mannen en vrouwen;Totaal leeftijd;Autochtonen;Vmbo, mbo1, avo onderbouw;3;2002;;;;;;;;
1109;Mannen en vrouwen;Totaal leeftijd;Autochtonen;Vmbo, mbo1, avo onderbouw;3;2003;;;;;;;;
1110;Mannen en vrouwen;Totaal leeftijd;Autochtonen;Vmbo, mbo1, avo onderbouw;3;2004;;;;;;;;
1111;Mannen en vrouwen;Totaal leeftijd;Autochtonen;Vmbo, mbo1, avo onderbouw;3;2005;;;;;;;;
1112;Mannen en vrouwen;Totaal leeftijd;Autochtonen;Vmbo, mbo1, avo onderbouw;3;2006;;;;;;;;
1113;Mannen en vrouwen;Totaal leeftijd;Autochtonen;Vmbo, mbo1, avo onderbouw;4;2000;16.0;9.0;9.0;;7.0;57.2;53.8;
1114;Mannen en vrouwen;Totaal leeftijd;Autochtonen;Vmbo, mbo1, avo onderbouw;4;2001;16.0;10.0;9.0;;7.0;59.7;57.4;
1115;Mannen en vrouwen;Totaal leeftijd;Autochtonen;Vmbo, mbo1, avo onderbouw;4;2002;12.0;6.0;5.0;;6.0;49.1;45.7;
1116;Mannen en vrouwen;Totaal leeftijd;Autochtonen;Vmbo, mbo1, avo onderbouw;4;2003;13.0;8.0;7.0;;5.0;60.1;55.3;
1117;Mannen en vrouwen;Totaal leeftijd;Autochtonen;Vmbo, mbo1, avo onderbouw;4;2004;15.0;9.0;8.0;;6.0;61.9;54.9;
1118;Mannen en vrouwen;Totaal leeftijd;Autochtonen;Vmbo, mbo1, avo onderbouw;4;2005;15.0;9.0;8.0;;5.0;63.5;56.1;
1119;Mannen en vrouwen;Totaal leeftijd;Autochtonen;Vmbo, mbo1, avo onderbouw;4;2006;13.0;8.0;8.0;;5.0;62.6;62.6;
1120;Mannen en vrouwen;Totaal leeftijd;Autochtonen;Vmbo, mbo1, avo onderbouw;5;2000;143.0;86.0;82.0;4.0;57.0;59.9;57.2;4.5
1121;Mannen en vrouwen;Totaal leeftijd;Autochtonen;Vmbo, mbo1, avo onderbouw;5;2001;134.0;82.0;79.0;3.0;52.0;61.5;59.0;4.1
1122;Mannen en vrouwen;Totaal leeftijd;Autochtonen;Vmbo, mbo1, avo onderbouw;5;2002;132.0;82.0;77.0;5.0;49.0;62.6;58.6;6.3
1123;Mannen en vrouwen;Totaal leeftijd;Autochtonen;Vmbo, mbo1, avo onderbouw;5;2003;132.0;85.0;78.0;8.0;46.0;64.9;59.2;8.8
1124;Mannen en vrouwen;Totaal leeftijd;Autochtonen;Vmbo, mbo1, avo onderbouw;5;2004;168.0;101.0;92.0;9.0;68.0;59.7;54.5;8.8
1125;Mannen en vrouwen;Totaal leeftijd;Autochtonen;Vmbo, mbo1, avo onderbouw;5;2005;160.0;101.0;92.0;9.0;59.0;63.0;57.6;8.5
1126;Mannen en vrouwen;Totaal leeftijd;Autochtonen;Vmbo, mbo1, avo onderbouw;5;2006;159.0;98.0;91.0;8.0;61.0;61.8;57.0;7.8
1127;Mannen en vrouwen;Totaal leeftijd;Autochtonen;Vmbo, mbo1, avo onderbouw;6;2000;7.0;6.0;6.0;;;85.2;82.6;
1128;Mannen en vrouwen;Totaal leeftijd;Autochtonen;Vmbo, mbo1, avo onderbouw;6;2001;9.0;7.0;7.0;;;87.1;87.1;
1129;Mannen en vrouwen;Totaal leeftijd;Autochtonen;Vmbo, mbo1, avo onderbouw;6;2002;7.0;6.0;6.0;;;86.8;86.8;
1130;Mannen en vrouwen;Totaal leeftijd;Autochtonen;Vmbo, mbo1, avo onderbouw;6;2003;7.0;6.0;6.0;;;87.6;86.4;
1131;Mannen en vrouwen;Totaal leeftijd;Autochtonen;Vmbo, mbo1, avo onderbouw;6;2004;9.0;8.0;7.0;;;85.2;77.8;
1132;Mannen en vrouwen;Totaal leeftijd;Autochtonen;Vmbo, mbo1, avo onderbouw;6;2005;8.0;6.0;6.0;;2.0;79.6;74.3;
1133;Mannen en vrouwen;Totaal leeftijd;Autochtonen;Vmbo, mbo1, avo onderbouw;6;2006;6.0;5.0;5.0;;;90.0;80.6;
1134;Mannen en vrouwen;Totaal leeftijd;Autochtonen;Vmbo, mbo1, avo onderbouw;7;2000;3.0;;;;2.0;;;
1135;Mannen en vrouwen;Totaal leeftijd;Autochtonen;Vmbo, mbo1, avo onderbouw;7;2001;3.0;2.0;2.0;;2.0;50.6;50.6;
1136;Mannen en vrouwen;Totaal leeftijd;Autochtonen;Vmbo, mbo1, avo onderbouw;7;2002;4.0;2.0;2.0;;2.0;53.1;48.1;
1137;Mannen en vrouwen;Totaal leeftijd;Autochtonen;Vmbo, mbo1, avo onderbouw;7;2003;5.0;4.0;3.0;;;73.2;69.2;
1138;Mannen en vrouwen;Totaal leeftijd;Autochtonen;Vmbo, mbo1, avo onderbouw;7;2004;5.0;3.0;2.0;;2.0;56.3;48.7;
1139;Mannen en vrouwen;Totaal leeftijd;Autochtonen;Vmbo, mbo1, avo onderbouw;7;2005;3.0;;;;2.0;;;
1140;Mannen en vrouwen;Totaal leeftijd;Autochtonen;Vmbo, mbo1, avo onderbouw;7;2006;2.0;;;;;;;
1141;Mannen en vrouwen;Totaal leeftijd;Autochtonen;Vmbo, mbo1, avo onderbouw;8;2000;512.0;407.0;401.0;7.0;105.0;79.6;78.2;1.7
1142;Mannen en vrouwen;Totaal leeftijd;Autochtonen;Vmbo, mbo1, avo onderbouw;8;2001;529.0;427.0;419.0;8.0;102.0;80.7;79.2;1.8
1143;Mannen en vrouwen;Totaal leeftijd;Autochtonen;Vmbo, mbo1, avo onderbouw;8;2002;493.0;396.0;388.0;8.0;97.0;80.3;78.7;2.0
1144;Mannen en vrouwen;Totaal leeftijd;Autochtonen;Vmbo, mbo1, avo onderbouw;8;2003;455.0;363.0;347.0;15.0;92.0;79.8;76.4;4.2
1145;Mannen en vrouwen;Totaal leeftijd;Autochtonen;Vmbo, mbo1, avo onderbouw;8;2004;503.0;387.0;368.0;19.0;116.0;76.9;73.1;5.0
1146;Mannen en vrouwen;Totaal leeftijd;Autochtonen;Vmbo, mbo1, avo onderbouw;8;2005;455.0;358.0;340.0;18.0;97.0;78.7;74.8;5.0
1147;Mannen en vrouwen;Totaal leeftijd;Autochtonen;Vmbo, mbo1, avo onderbouw;8;2006;461.0;364.0;350.0;14.0;97.0;79.0;75.9;3.9
1148;Mannen en vrouwen;Totaal leeftijd;Autochtonen;Vmbo, mbo1, avo onderbouw;9;2000;93.0;71.0;69.0;;22.0;76.2;74.6;
1149;Mannen en vrouwen;Totaal leeftijd;Autochtonen;Vmbo, mbo1, avo onderbouw;9;2001;80.0;63.0;61.0;2.0;18.0;78.1;75.7;3.0
1150;Mannen en vrouwen;Totaal leeftijd;Autochtonen;Vmbo, mbo1, avo onderbouw;9;2002;87.0;65.0;64.0;;22.0;74.6;72.9;
1151;Mannen en vrouwen;Totaal leeftijd;Autochtonen;Vmbo, mbo1, avo onderbouw;9;2003;76.0;57.0;56.0;;19.0;75.0;73.8;
1152;Mannen en vrouwen;Totaal leeftijd;Autochtonen;Vmbo, mbo1, avo onderbouw;9;2004;75.0;57.0;55.0;3.0;18.0;76.4;73.0;4.5
1153;Mannen en vrouwen;Totaal leeftijd;Autochtonen;Vmbo, mbo1, avo onderbouw;9;2005;78.0;57.0;55.0;2.0;21.0;73.3;70.4;3.9
1154;Mannen en vrouwen;Totaal leeftijd;Autochtonen;Vmbo, mbo1, avo onderbouw;9;2006;73.0;54.0;51.0;3.0;19.0;74.0;69.6;6.0
1155;Mannen en vrouwen;Totaal leeftijd;Autochtonen;Vmbo, mbo1, avo onderbouw;Gezondheidszorg, sociale dienstverlening;2000;475.0;172.0;160.0;12.0;303.0;36.2;33.8;6.7
1156;Mannen en vrouwen;Totaal leeftijd;Autochtonen;Vmbo, mbo1, avo onderbouw;Gezondheidszorg, sociale dienstverlening;2001;468.0;170.0;158.0;12.0;298.0;36.3;33.7;7.2
1157;Mannen en vrouwen;Totaal leeftijd;Autochtonen;Vmbo, mbo1, avo onderbouw;Gezondheidszorg, sociale dienstverlening;2002;468.0;173.0;162.0;11.0;295.0;37.0;34.6;6.3
1158;Mannen en vrouwen;Totaal leeftijd;Autochtonen;Vmbo, mbo1, avo onderbouw;Gezondheidszorg, sociale dienstverlening;2003;456.0;178.0;163.0;14.0;279.0;38.9;35.8;7.9
1159;Mannen en vrouwen;Totaal leeftijd;Autochtonen;Vmbo, mbo1, avo onderbouw;Gezondheidszorg, sociale dienstverlening;2004;417.0;163.0;147.0;16.0;254.0;39.2;35.3;9.7
1160;Mannen en vrouwen;Totaal leeftijd;Autochtonen;Vmbo, mbo1, avo onderbouw;Gezondheidszorg, sociale dienstverlening;2005;441.0;168.0;152.0;16.0;274.0;38.0;34.3;9.6
1161;Mannen en vrouwen;Totaal leeftijd;Autochtonen;Vmbo, mbo1, avo onderbouw;Gezondheidszorg, sociale dienstverlening;2006;441.0;177.0;159.0;18.0;264.0;40.1;36.0;10.2
1162;Mannen en vrouwen;Totaal leeftijd;Autochtonen;Vmbo, mbo1, avo onderbouw;Horeca, recreatie, transport, logistiek;2000;42.0;35.0;33.0;;8.0;81.8;79.1;
1163;Mannen en vrouwen;Totaal leeftijd;Autochtonen;Vmbo, mbo1, avo onderbouw;Horeca, recreatie, transport, logistiek;2001;53.0;42.0;41.0;;11.0;79.2;76.7;
1164;Mannen en vrouwen;Totaal leeftijd;Autochtonen;Vmbo, mbo1, avo onderbouw;Horeca, recreatie, transport, logistiek;2002;42.0;34.0;32.0;;8.0;81.2;78.1;
1165;Mannen en vrouwen;Totaal leeftijd;Autochtonen;Vmbo, mbo1, avo onderbouw;Horeca, recreatie, transport, logistiek;2003;53.0;41.0;38.0;3.0;11.0;78.3;72.8;7.1
1166;Mannen en vrouwen;Totaal leeftijd;Autochtonen;Vmbo, mbo1, avo onderbouw;Horeca, recreatie, transport, logistiek;2004;61.0;45.0;43.0;2.0;16.0;73.9;70.6;4.5
1167;Mannen en vrouwen;Totaal leeftijd;Autochtonen;Vmbo, mbo1, avo onderbouw;Horeca, recreatie, transport, logistiek;2005;48.0;35.0;33.0;2.0;12.0;73.9;69.8;5.5
1168;Mannen en vrouwen;Totaal leeftijd;Autochtonen;Vmbo, mbo1, avo onderbouw;Horeca, recreatie, transport, logistiek;2006;49.0;35.0;33.0;2.0;14.0;72.1;67.5;6.4
1169;Mannen en vrouwen;Totaal leeftijd;Autochtonen;Vmbo, mbo1, avo onderbouw;Onbekend;2000;27.0;16.0;15.0;;10.0;61.3;57.0;
1170;Mannen en vrouwen;Totaal leeftijd;Autochtonen;Vmbo, mbo1, avo onderbouw;Onbekend;2001;29.0;18.0;18.0;;11.0;63.3;61.5;
1171;Mannen en vrouwen;Totaal leeftijd;Autochtonen;Vmbo, mbo1, avo onderbouw;Onbekend;2002;34.0;19.0;19.0;;14.0;57.0;55.1;
1172;Mannen en vrouwen;Totaal leeftijd;Autochtonen;Vmbo, mbo1, avo onderbouw;Onbekend;2003;59.0;38.0;35.0;3.0;21.0;65.0;59.9;7.8
1173;Mannen en vrouwen;Totaal leeftijd;Autochtonen;Vmbo, mbo1, avo onderbouw;Onbekend;2004;20.0;13.0;12.0;;7.0;65.6;59.9;
1174;Mannen en vrouwen;Totaal leeftijd;Autochtonen;Vmbo, mbo1, avo onderbouw;Onbekend;2005;16.0;11.0;10.0;;6.0;65.8;58.0;
1175;Mannen en vrouwen;Totaal leeftijd;Autochtonen;Vmbo, mbo1, avo onderbouw;Onbekend;2006;13.0;8.0;7.0;;6.0;57.0;52.8;
1176;Mannen en vrouwen;Totaal leeftijd;Autochtonen;Avo onderbouw;1;2000;823.0;408.0;389.0;19.0;415.0;49.6;47.3;4.6
1177;Mannen en vrouwen;Totaal leeftijd;Autochtonen;Avo onderbouw;1;2001;854.0;438.0;415.0;22.0;416.0;51.2;48.6;5.1
1178;Mannen en vrouwen;Totaal leeftijd;Autochtonen;Avo onderbouw;1;2002;836.0;421.0;396.0;25.0;416.0;50.3;47.4;5.9
1179;Mannen en vrouwen;Totaal leeftijd;Autochtonen;Avo onderbouw;1;2003;844.0;414.0;388.0;26.0;430.0;49.1;45.9;6.4
1180;Mannen en vrouwen;Totaal leeftijd;Autochtonen;Avo onderbouw;1;2004;873.0;417.0;386.0;31.0;456.0;47.8;44.2;7.3
1181;Mannen en vrouwen;Totaal leeftijd;Autochtonen;Avo onderbouw;1;2005;882.0;411.0;378.0;33.0;470.0;46.7;42.9;8.0
1182;Mannen en vrouwen;Totaal leeftijd;Autochtonen;Avo onderbouw;1;2006;893.0;404.0;376.0;28.0;488.0;45.3;42.1;7.0
1183;Mannen en vrouwen;Totaal leeftijd;Autochtonen;Avo onderbouw;2;2000;823.0;408.0;389.0;19.0;415.0;49.6;47.3;4.6
1184;Mannen en vrouwen;Totaal leeftijd;Autochtonen;Avo onderbouw;2;2001;854.0;438.0;415.0;22.0;416.0;51.2;48.6;5.1
1185;Mannen en vrouwen;Totaal leeftijd;Autochtonen;Avo onderbouw;2;2002;836.0;421.0;396.0;25.0;416.0;50.3;47.4;5.9
1186;Mannen en vrouwen;Totaal leeftijd;Autochtonen;Avo onderbouw;2;2003;844.0;414.0;388.0;26.0;430.0;49.1;45.9;6.4
1187;Mannen en vrouwen;Totaal leeftijd;Autochtonen;Avo onderbouw;2;2004;873.0;417.0;386.0;31.0;456.0;47.8;44.2;7.3
1188;Mannen en vrouwen;Totaal leeftijd;Autochtonen;Avo onderbouw;2;2005;882.0;411.0;378.0;33.0;470.0;46.7;42.9;8.0
1189;Mannen en vrouwen;Totaal leeftijd;Autochtonen;Avo onderbouw;2;2006;893.0;404.0;376.0;28.0;488.0;45.3;42.1;7.0
1190;Mannen en vrouwen;Totaal leeftijd;Autochtonen;Avo onderbouw;3;2000;;;;;;;;
1191;Mannen en vrouwen;Totaal leeftijd;Autochtonen;Avo onderbouw;3;2001;;;;;;;;
1192;Mannen en vrouwen;Totaal leeftijd;Autochtonen;Avo onderbouw;3;2002;;;;;;;;
1193;Mannen en vrouwen;Totaal leeftijd;Autochtonen;Avo onderbouw;3;2003;;;;;;;;
1194;Mannen en vrouwen;Totaal leeftijd;Autochtonen;Avo onderbouw;3;2004;;;;;;;;
1195;Mannen en vrouwen;Totaal leeftijd;Autochtonen;Avo onderbouw;3;2005;;;;;;;;
1196;Mannen en vrouwen;Totaal leeftijd;Autochtonen;Avo onderbouw;3;2006;;;;;;;;
1197;Mannen en vrouwen;Totaal leeftijd;Autochtonen;Avo onderbouw;4;2000;;;;;;;;
1198;Mannen en vrouwen;Totaal leeftijd;Autochtonen;Avo onderbouw;4;2001;;;;;;;;
1199;Mannen en vrouwen;Totaal leeftijd;Autochtonen;Avo onderbouw;4;2002;;;;;;;;
1200;Mannen en vrouwen;Totaal leeftijd;Autochtonen;Avo onderbouw;4;2003;;;;;;;;
1201;Mannen en vrouwen;Totaal leeftijd;Autochtonen;Avo onderbouw;4;2004;;;;;;;;
1202;Mannen en vrouwen;Totaal leeftijd;Autochtonen;Avo onderbouw;4;2005;;;;;;;;
1203;Mannen en vrouwen;Totaal leeftijd;Autochtonen;Avo onderbouw;4;2006;;;;;;;;
1204;Mannen en vrouwen;Totaal leeftijd;Autochtonen;Avo onderbouw;5;2000;;;;;;;;
1205;Mannen en vrouwen;Totaal leeftijd;Autochtonen;Avo onderbouw;5;2001;;;;;;;;
1206;Mannen en vrouwen;Totaal leeftijd;Autochtonen;Avo onderbouw;5;2002;;;;;;;;
1207;Mannen en vrouwen;Totaal leeftijd;Autochtonen;Avo onderbouw;5;2003;;;;;;;;
1208;Mannen en vrouwen;Totaal leeftijd;Autochtonen;Avo onderbouw;5;2004;;;;;;;;
1209;Mannen en vrouwen;Totaal leeftijd;Autochtonen;Avo onderbouw;5;2005;;;;;;;;
1210;Mannen en vrouwen;Totaal leeftijd;Autochtonen;Avo onderbouw;5;2006;;;;;;;;
1211;Mannen en vrouwen;Totaal leeftijd;Autochtonen;Avo onderbouw;6;2000;;;;;;;;
1212;Mannen en vrouwen;Totaal leeftijd;Autochtonen;Avo onderbouw;6;2001;;;;;;;;
1213;Mannen en vrouwen;Totaal leeftijd;Autochtonen;Avo onderbouw;6;2002;;;;;;;;
1214;Mannen en vrouwen;Totaal leeftijd;Autochtonen;Avo onderbouw;6;2003;;;;;;;;
1215;Mannen en vrouwen;Totaal leeftijd;Autochtonen;Avo onderbouw;6;2004;;;;;;;;
1216;Mannen en vrouwen;Totaal leeftijd;Autochtonen;Avo onderbouw;6;2005;;;;;;;;
1217;Mannen en vrouwen;Totaal leeftijd;Autochtonen;Avo onderbouw;6;2006;;;;;;;;
1218;Mannen en vrouwen;Totaal leeftijd;Autochtonen;Avo onderbouw;7;2000;;;;;;;;
1219;Mannen en vrouwen;Totaal leeftijd;Autochtonen;Avo onderbouw;7;2001;;;;;;;;
1220;Mannen en vrouwen;Totaal leeftijd;Autochtonen;Avo onderbouw;7;2002;;;;;;;;
