ID;BatenLastenSaldo;RegioS;Perioden;TotaalProvincialeFuncties_1;TotaalAlgemeenBestuur_2;ProvincialeStaten_3;GedeputeerdeStaten_4;Kabinetszaken_5;BestuurlijkeOrganisatie_6;FinancieelToezicht_7;UitvoeringOvWettelijkeRegelingen_8;OverigeZakenBetrAlgemeenBestuur_9;OverigeBatenEnLasten_10;TotaalOpenbareOrdeEnVeiligheid_11;OpenbareOrdeEnVeiligheidAlgemeen_12;OpenbareOrdeEnVeiligheid_13;OverigeBeschermendeMaatregelen_14;TotaalVerkeerEnVervoer_15;VerkeerEnVervoerAlgemeen_16;Landwegen_17;BootEnVeerdiensten_18;Waterwegen_19;Vervoer_20;TotaalWaterhuishouding_21;WaterhuishoudingAlgemeen_22;Waterschapsaangelegenheden_23;Waterkeringen_24;KwantitatiefBeheerOppervlaktewater_25;KwantitatiefBeheerGrondwater_26;Landaanwinning_27;TotaalMilieubeheer_28;MilieubeheerAlgemeen_29;KwalitatiefBeheerOppervlaktewater_30;KwalitatiefBeheerGrondwaterEnBodem_31;BestrijdingLuchtverontreiniging_32;BestrijdingGeluidhinder_33;VergunningverleningEnHandhaving_34;Ontgrondingen_35;TotaalRecreatieEnNatuur_36;RecreatieEnNatuurAlgemeen_37;Recreatie_38;Natuur_39;TotaalEconomischeEnAgrarischeZaken_40;AlgemeneEconomischeAangelegenheden_41;BevorderingEconomischeActiviteiten_42;Nutsvoorzieningen_43;AgrarischeAangelegenheden_44;TotaalWelzijn_45;WelzijnAlgemeen_46;Educatie_47;LichamelijkeVormingEnSport_48;KunstEnOudheidkunde_49;SociaalCultureelWerkEnOntwikkeling_50;MaatschappelijkeVoorzieningen_51;Volksgezondheid_52;Ouderenzorg_53;Jeugdhulpverlening_54;TotaalRuimtelijkeOrdEnVolkshuisv_55;RuimtOrdEnVolkshuisvAlgemeen_56;RuimtelijkeOrdening_57;Volkshuisvesting_58;StedelijkeVernieuwing_59;TotaalFinancieringEnAlgDekkingsmid_60;GeldleningenEnUitzettingen1Jaar_61;GeldleningenEnUitzettingen1Jaar_62;VennootschapsbelastingVpb_63;AlgemeneUitkeringProvinciefonds_64;EigenMiddelen_65;OverigeFinancieleMiddelen_66;AlgemeneBatenEnLastenOnvoorzien_67;SaldoKostenplaatsen_68;SaldoVanDeRekeningBatenEnLasten_69;MutatiesResDieVhmDeHoofdfuncties_70;ResultaatVdRekeningBatenEnLasten_71;TotaalProvincialeFuncties_72;TotaalAlgemeenBestuur_73;ProvincialeStaten_74;GedeputeerdeStaten_75;Kabinetszaken_76;BestuurlijkeOrganisatie_77;FinancieelToezicht_78;UitvoeringOvWettelijkeRegelingen_79;OverigeZakenBetrAlgemeenBestuur_80;OverigeBatenEnLasten_81;TotaalOpenbareOrdeEnVeiligheid_82;OpenbareOrdeEnVeiligheidAlgemeen_83;OpenbareOrdeEnVeiligheid_84;OverigeBeschermendeMaatregelen_85;TotaalVerkeerEnVervoer_86;VerkeerEnVervoerAlgemeen_87;Landwegen_88;BootEnVeerdiensten_89;Waterwegen_90;Vervoer_91;TotaalWaterhuishouding_92;WaterhuishoudingAlgemeen_93;Waterschapsaangelegenheden_94;Waterkeringen_95;KwantitatiefBeheerOppervlaktewater_96;KwantitatiefBeheerGrondwater_97;Landaanwinning_98;TotaalMilieubeheer_99;MilieubeheerAlgemeen_100;KwalitatiefBeheerOppervlaktewater_101;KwalitatiefBeheerGrondwaterEnBodem_102;BestrijdingLuchtverontreiniging_103;BestrijdingGeluidhinder_104;VergunningverleningEnHandhaving_105;Ontgrondingen_106;TotaalRecreatieEnNatuur_107;RecreatieEnNatuurAlgemeen_108;Recreatie_109;Natuur_110;TotaalEconomischeEnAgrarischeZaken_111;AlgemeneEconomischeAangelegenheden_112;BevorderingEconomischeActiviteiten_113;Nutsvoorzieningen_114;AgrarischeAangelegenheden_115;TotaalWelzijn_116;WelzijnAlgemeen_117;Educatie_118;LichamelijkeVormingEnSport_119;KunstEnOudheidkunde_120;SociaalCultureelWerkEnOntwikkeling_121;MaatschappelijkeVoorzieningen_122;Volksgezondheid_123;Ouderenzorg_124;Jeugdhulpverlening_125;TotaalRuimtelijkeOrdEnVolkshuisv_126;RuimtOrdEnVolkshuisvAlgemeen_127;RuimtelijkeOrdening_128;Volkshuisvesting_129;StedelijkeVernieuwing_130;TotaalFinancieringEnAlgDekkingsmid_131;GeldleningenEnUitzettingen1Jaar_132;GeldleningenEnUitzettingen1Jaar_133;VennootschapsbelastingVpb_134;AlgemeneUitkeringProvinciefonds_135;EigenMiddelen_136;OverigeFinancieleMiddelen_137;AlgemeneBatenEnLastenOnvoorzien_138;SaldoKostenplaatsen_139;SaldoVanDeRekeningBatenEnLasten_140;MutatiesResDieVhmDeHoofdfuncties_141;ResultaatVdRekeningBatenEnLasten_142
0;Baten;Nederland;2005;4453.7;8.4;0.0;0.8;0.1;0.6;0.0;0.1;2.0;4.9;0.0;0.0;0.0;0;602.8;61.2;96.7;0.0;40.8;404.1;34.6;1.4;0.0;7.6;0.3;25.2;0;142.5;22.8;0.0;112.7;0.0;1.1;2.5;3.4;25.4;0.8;19.8;4.8;160.8;1.1;24.3;121.6;13.8;758.8;26.5;1.8;0.9;19.0;14.5;0.0;0.0;0.0;696.1;75.3;0.8;0.6;22.7;51.2;2645.1;16.9;135.4;;983.1;1026.5;33.8;33.9;2.3;0.0;413.3;0.0;273;1;0;0;0;0;0;0;0;0;0;0;0;0;37;4;6;0;3;25;2;0;0;0;0;2;0;9;1;0;7;0;0;0;0;2;0;1;0;10;0;1;7;1;47;2;0;0;1;1;0;0;0;43;5;0;0;1;3;162;1;8;;60;63;2;2;0;0;25;0
1;Baten;Nederland;2006;4707.0;8.4;0.3;0.6;0.1;0.1;0.0;0.1;2.4;4.9;1.7;0.3;1.5;0;613.7;66.1;85.7;0.0;44.6;417.3;23.3;1.5;0.0;5.5;5.8;10.5;0;133.8;15.8;1.6;104.9;0.1;6.2;2.4;2.7;21.1;0.6;13.8;6.7;189.2;7.0;36.7;130.2;15.3;736.5;3.7;1.2;0.7;21.3;6.4;0.0;0.0;0.0;703.1;74.2;0.0;1.1;6.8;66.3;2905.0;19.3;155.7;;1047.2;1098.4;44.3;36.7;3.3;0.0;500.0;0.0;288;1;0;0;0;0;0;0;0;0;0;0;0;0;38;4;5;0;3;26;1;0;0;0;0;1;0;8;1;0;6;0;0;0;0;1;0;1;0;12;0;2;8;1;45;0;0;0;1;0;0;0;0;43;5;0;0;0;4;178;1;10;;64;67;3;2;0;0;31;0
2;Baten;Nederland;2007;5439.8;11.5;0.4;0.8;0.1;0.3;0.0;0.0;1.7;8.1;2.7;1.2;1.5;0;772.5;82.7;184.6;0.0;31.6;473.6;32.7;0.7;0.0;5.3;10.8;16.0;0;147.7;26.6;1.4;107.9;2.2;5.0;1.7;2.9;15.8;0.8;10.3;4.8;229.7;13.9;36.8;175.1;3.8;816.3;0.6;0.2;0.8;19.7;13.7;0.0;0.0;0.0;781.3;98.2;4.9;9.9;25.7;57.7;3312.5;22.2;158.5;;1112.1;1179.0;92.8;23.6;3.5;0.0;720.8;0.0;333;1;0;0;0;0;0;0;0;0;0;0;0;0;47;5;11;0;2;29;2;0;0;0;1;1;0;9;2;0;7;0;0;0;0;1;0;1;0;14;1;2;11;0;50;0;0;0;1;1;0;0;0;48;6;0;1;2;4;203;1;10;;68;72;6;1;0;0;44;0
3;Baten;Nederland;2008;6251.6;7.6;0.4;0.3;0.1;0.2;0.0;0.0;1.8;4.7;2.7;1.2;1.5;0;871.2;132.1;180.8;0.0;33.4;524.9;34.6;5.4;0.0;10.7;2.1;16.5;0;184.0;54.5;1.4;108.1;8.3;6.1;2.9;2.8;344.3;31.3;69.9;243.2;333.5;2.2;61.4;239.2;30.7;891.6;0.5;0.1;0.6;21.7;1.2;0.3;0.0;0.0;867.3;118.1;4.6;13.8;23.3;76.4;3464.0;37.2;184.7;;1138.8;1290.5;105.9;22.1;0.8;0.0;683.9;0.0;381;0;0;0;0;0;0;0;0;0;0;0;0;0;53;8;11;0;2;32;2;0;0;1;0;1;0;11;3;0;7;1;0;0;0;21;2;4;15;20;0;4;15;2;54;0;0;0;1;0;0;0;0;53;7;0;1;1;5;211;2;11;;69;79;6;1;0;0;42;0
4;Baten;Nederland;2009;7408.8;7.4;0.5;0.2;0.5;0.0;0.0;0.1;1.4;4.7;2.9;1.4;1.5;0;958.0;137.6;178.5;0.0;31.8;610.1;53.4;5.9;0.0;6.7;18.8;22.0;0;224.0;56.0;0.0;138.6;19.4;5.1;2.4;2.4;407.5;29.0;78.6;300.0;417.3;0.6;54.5;310.9;51.3;941.5;0.3;0.0;0.1;11.9;1.3;0.6;0.0;0.0;927.4;126.7;5.0;9.0;18.0;94.7;4270.1;70.1;210.9;;1256.6;1377.1;43.1;30.6;1.1;0.0;1280.6;0.0;449;0;0;0;0;0;0;0;0;0;0;0;0;0;58;8;11;0;2;37;3;0;0;0;1;1;0;14;3;0;8;1;0;0;0;25;2;5;18;25;0;3;19;3;57;0;0;0;1;0;0;0;0;56;8;0;1;1;6;259;4;13;;76;84;3;2;0;0;78;0
5;Baten;Nederland;2010;8385.8;8.1;0.5;0.1;0.1;0.5;0.0;0.1;1.6;5.1;4.1;2.6;1.5;0;1041.9;138.3;273.7;2.1;31.1;596.7;69.8;22.0;0.0;4.1;23.9;19.7;0;129.6;21.2;0.3;66.9;27.4;8.8;2.5;2.5;443.1;15.4;69.4;358.3;468.4;1.7;45.5;348.4;72.8;976.0;0.2;0.0;0.0;5.8;1.3;1.1;0.0;0.0;967.5;85.9;6.4;10.4;12.8;56.3;5159.0;39.5;349.8;;1308.7;1415.6;65.9;36.7;-5.7;0.0;1948.5;0.0;506;0;0;0;0;0;0;0;0;0;0;0;0;0;63;8;17;0;2;36;4;1;0;0;1;1;0;8;1;0;4;2;1;0;0;27;1;4;22;28;0;3;21;4;59;0;0;0;0;0;0;0;0;58;5;0;1;1;3;311;2;21;;79;85;4;2;0;0;118;0
6;Baten;Nederland;2011;8471.6;11.5;0.5;0.1;0.1;0.6;0.0;0.1;2.2;7.8;0.7;0.0;0.7;0;1021.9;168.4;179.3;5.4;31.9;636.8;40.3;7.1;0.0;7.3;8.7;17.3;0;139.8;8.4;1.3;79.4;34.1;7.6;6.7;2.2;477.9;57.4;43.6;376.8;452.9;0.9;51.0;296.1;104.9;1012.1;0.3;0.0;0.0;6.2;1.3;1.1;0.0;0.0;1003.1;24.2;3.5;8.8;3.9;8.0;5290.3;23.9;488.4;;1122.0;1441.8;52.4;21.3;2.1;0.0;2133.7;4.6;509;1;0;0;0;0;0;0;0;0;0;0;0;0;61;10;11;0;2;38;2;0;0;0;1;1;0;8;1;0;5;2;0;0;0;29;3;3;23;27;0;3;18;6;61;0;0;0;0;0;0;0;0;60;1;0;1;0;0;318;1;29;;67;87;3;1;0;0;128;0
7;Baten;Nederland;2012;9051.0;10.7;0.5;0.1;0.1;0.2;0.0;0.1;1.6;7.9;0.3;0.0;0.3;0;1029.5;160.1;209.7;4.7;31.6;623.4;47.1;16.2;0.0;0.1;8.2;22.6;0;78.4;6.2;0.8;59.0;3.3;1.1;6.7;1.5;451.4;34.3;63.0;354.1;429.0;6.1;83.7;241.0;98.3;1036.3;0.0;0.0;0.0;8.5;0.6;0.5;0.0;0.0;1026.7;28.9;0.0;13.1;9.4;6.5;5939.3;22.4;490.8;;1069.8;1456.9;47.0;8.7;3.8;772.2;2835.7;4.2;541;1;0;0;0;0;0;0;0;0;0;0;0;0;62;10;13;0;2;37;3;1;0;0;0;1;0;5;0;0;4;0;0;0;0;27;2;4;21;26;0;5;14;6;62;0;0;0;1;0;0;0;0;61;2;0;1;1;0;355;1;29;;64;87;3;1;0;46;170;0
8;Baten;Nederland;2013;8121.4;12.0;0.5;0.1;0.2;0.3;0.0;0.1;2.9;7.9;1.4;0.3;1.1;0;1088.6;116.6;287.5;4.9;28.4;651.2;37.6;4.6;0.0;0.4;8.3;24.4;0;94.7;11.6;0.8;35.0;37.8;1.1;6.9;1.5;474.0;20.3;71.8;382.0;421.3;7.2;77.1;228.3;108.7;1108.3;0.2;0.0;0.6;10.1;0.2;2.1;0.0;0.0;1095.0;35.4;0.0;12.7;8.5;14.2;4848.1;24.3;550.3;;1097.3;1451.5;6.6;6.8;4.8;37.3;1703.5;3.0;484;1;0;0;0;0;0;0;0;0;0;0;0;0;65;7;17;0;2;39;2;0;0;0;0;1;0;6;1;0;2;2;0;0;0;28;1;4;23;25;0;5;14;6;66;0;0;0;1;0;0;0;0;65;2;0;1;1;1;289;1;33;;65;87;0;0;0;2;102;0
9;Baten;Nederland;2014;7896.7;13.2;0.5;0.1;0.2;0.2;0.0;0.1;3.3;8.8;0.5;0.3;0.2;0;1022.3;136.2;216.0;5.0;22.4;642.6;18.1;1.5;0.0;0.3;0.2;16.1;0;73.8;9.0;0.4;52.5;2.2;1.4;6.6;1.6;156.6;2.2;46.2;108.1;290.5;15.4;38.2;210.8;26.0;1138.1;1.3;0.6;0.6;10.8;0.7;0.0;0.1;0.0;1123.9;27.7;0.0;11.5;9.0;7.2;5155.8;9.6;501.5;;943.0;1519.7;9.2;5.5;4.8;1043.2;2157.6;5.1;469;1;0;0;0;0;0;0;0;1;0;0;0;0;61;8;13;0;1;38;1;0;0;0;0;1;0;4;1;0;3;0;0;0;0;9;0;3;6;17;1;2;13;2;68;0;0;0;1;0;0;0;0;67;2;0;1;1;0;306;1;30;;56;90;1;0;0;62;128;0
