ID;VrachtautoSTrekkersLaadvermogenLV;LeeftijdVoertuig;Perioden;TotaalKilometersInNederland_1;KilometersDoorNederlandseVoertuigen_2;KilometersDoorBuitenlandseVoertuigen_3;TotaalKilometers_4;KilometersInNederland_5;KilometersInHetBuitenland_6;TotaalGemiddeldJaarkilometrage_7;GemiddeldJaarkilometrageInNederland_8;GemiddeldJaarkilometrageInBuitenland_9;NederlandseVrachtvoertuigenInGebruik_10
15;Vrachtauto's en trekkers voor oplegger;Totaal leeftijd voertuig;2005;6797.2;6128.7;668.5;10181.2;6128.7;4052.5;62792.0;37798.0;24994.0;162142.0
16;Vrachtauto's en trekkers voor oplegger;Totaal leeftijd voertuig;2006;6946.0;6198.8;747.3;10325.4;6198.8;4126.7;61758.0;37076.0;24682.0;167192.0
17;Vrachtauto's en trekkers voor oplegger;Totaal leeftijd voertuig;2007;7137.9;6319.1;818.9;10544.7;6319.1;4225.7;62303.0;37336.0;24967.0;169249.0
18;Vrachtauto's en trekkers voor oplegger;Totaal leeftijd voertuig;2008;7313.7;6514.7;799.0;10507.1;6514.7;3992.5;60715.0;37644.0;23070.0;173058.0
19;Vrachtauto's en trekkers voor oplegger;Totaal leeftijd voertuig;2009;7227.6;6468.3;759.3;10132.5;6468.3;3664.2;59234.0;37813.0;21421.0;171059.0
20;Vrachtauto's en trekkers voor oplegger;Totaal leeftijd voertuig;2010;7192.9;6483.7;709.2;9801.3;6483.7;3317.7;59093.0;39090.0;20002.0;165864.0
21;Vrachtauto's en trekkers voor oplegger;Totaal leeftijd voertuig;2011;7113.2;6422.6;690.6;9825.5;6422.6;3402.9;59703.0;39026.0;20677.0;164573.0
22;Vrachtauto's en trekkers voor oplegger;Totaal leeftijd voertuig;2012;7007.8;6323.2;684.6;9529.8;6323.2;3206.5;58752.0;38984.0;19769.0;162202.0
23;Vrachtauto's en trekkers voor oplegger;Totaal leeftijd voertuig;2013;6617.4;5920.8;696.6;9299.5;5920.8;3378.7;57910.0;36870.0;21040.0;160585.0
24;Vrachtauto's en trekkers voor oplegger;Totaal leeftijd voertuig;2014;6620.1;5905.7;714.4;9208.7;5905.7;3303.0;58982.0;37826.0;21156.0;156128.0
25;Vrachtauto's en trekkers voor oplegger;Totaal leeftijd voertuig;2015;6923.4;6166.8;756.6;9213.4;6166.8;3046.6;58776.0;39340.0;19435.0;156756.0
26;Vrachtauto's en trekkers voor oplegger;Totaal leeftijd voertuig;2016;7330.9;6499.2;831.8;9362.6;6499.2;2863.4;58847.0;40850.0;17998.0;159099.0
27;Vrachtauto's en trekkers voor oplegger;Totaal leeftijd voertuig;2017;7450.9;6568.4;882.5;9442.9;6568.4;2874.5;58367.0;40599.0;17767.0;161786.0
28;Vrachtauto's en trekkers voor oplegger;Totaal leeftijd voertuig;2018;7469.7;6581.7;887.9;9521.6;6581.7;2939.8;57287.0;39599.0;17688.0;166209.0
29;Vrachtauto's en trekkers voor oplegger;Totaal leeftijd voertuig;2019;7503.4;6596.7;906.7;9392.1;6596.7;2795.4;55205.0;38774.0;16431.0;170132.0
30;Vrachtauto's en trekkers voor oplegger;Totaal leeftijd voertuig;2020;7436.7;6490.7;946.0;9142.0;6490.7;2651.3;54505.0;38698.0;15807.0;167729.0
31;Vrachtauto's en trekkers voor oplegger;Voertuig 0 jaar oud;1990;630.0;562.0;69.0;970.0;562.0;408.0;;;;
32;Vrachtauto's en trekkers voor oplegger;Voertuig 0 jaar oud;1991;499.0;441.0;59.0;793.0;441.0;352.0;;;;
33;Vrachtauto's en trekkers voor oplegger;Voertuig 0 jaar oud;1992;567.0;501.0;66.0;909.0;501.0;409.0;;;;
34;Vrachtauto's en trekkers voor oplegger;Voertuig 0 jaar oud;1993;566.0;500.0;67.0;923.0;500.0;423.0;;;;
35;Vrachtauto's en trekkers voor oplegger;Voertuig 0 jaar oud;1994;471.0;415.0;56.0;782.0;415.0;368.0;;;;
36;Vrachtauto's en trekkers voor oplegger;Voertuig 0 jaar oud;1995;491.0;434.0;57.0;822.0;434.0;388.0;;;;
37;Vrachtauto's en trekkers voor oplegger;Voertuig 0 jaar oud;1996;487.0;430.0;57.0;823.0;430.0;393.0;;;;
38;Vrachtauto's en trekkers voor oplegger;Voertuig 0 jaar oud;1997;494.0;437.0;57.0;838.0;437.0;401.0;;;;
39;Vrachtauto's en trekkers voor oplegger;Voertuig 0 jaar oud;1998;501.0;444.0;57.0;860.0;444.0;416.0;;;;
40;Vrachtauto's en trekkers voor oplegger;Voertuig 0 jaar oud;1999;537.0;480.0;57.0;936.0;480.0;456.0;;;;
41;Vrachtauto's en trekkers voor oplegger;Voertuig 0 jaar oud;2000;532.0;471.0;62.0;926.0;471.0;455.0;;;;
42;Vrachtauto's en trekkers voor oplegger;Voertuig 0 jaar oud;2001;441.0;384.0;57.0;766.0;384.0;382.0;;;;
43;Vrachtauto's en trekkers voor oplegger;Voertuig 0 jaar oud;2002;428.6;370.2;58.3;755.9;370.2;385.7;58796.0;28794.0;30002.0;12857.0
44;Vrachtauto's en trekkers voor oplegger;Voertuig 0 jaar oud;2003;424.4;366.5;57.8;762.4;366.5;395.9;63231.0;30395.0;32836.0;12058.0
45;Vrachtauto's en trekkers voor oplegger;Voertuig 0 jaar oud;2004;465.5;395.7;69.9;844.3;395.7;448.6;64687.0;30316.0;34372.0;13052.0
46;Vrachtauto's en trekkers voor oplegger;Voertuig 0 jaar oud;2005;445.2;376.1;69.1;794.8;376.1;418.7;59131.0;27980.0;31151.0;13441.0
47;Vrachtauto's en trekkers voor oplegger;Voertuig 0 jaar oud;2006;521.3;431.3;90.0;928.2;431.3;496.9;48639.0;22600.0;26039.0;19084.0
48;Vrachtauto's en trekkers voor oplegger;Voertuig 0 jaar oud;2007;409.6;335.8;73.8;716.8;335.8;381.1;44194.0;20701.0;23493.0;16220.0
49;Vrachtauto's en trekkers voor oplegger;Voertuig 0 jaar oud;2008;533.1;448.0;85.1;873.0;448.0;425.0;47625.0;24440.0;23185.0;18331.0
50;Vrachtauto's en trekkers voor oplegger;Voertuig 0 jaar oud;2009;390.4;339.3;51.1;585.9;339.3;246.6;51564.0;29861.0;21703.0;11362.0
51;Vrachtauto's en trekkers voor oplegger;Voertuig 0 jaar oud;2010;308.1;274.3;33.8;432.2;274.3;157.9;45557.0;28915.0;16643.0;9488.0
52;Vrachtauto's en trekkers voor oplegger;Voertuig 0 jaar oud;2011;399.3;350.1;49.1;592.2;350.1;242.1;47500.0;28085.0;19416.0;12467.0
53;Vrachtauto's en trekkers voor oplegger;Voertuig 0 jaar oud;2012;370.8;322.3;48.5;549.3;322.3;227.0;47276.0;27741.0;19535.0;11618.0
54;Vrachtauto's en trekkers voor oplegger;Voertuig 0 jaar oud;2013;289.0;246.0;43.0;454.4;246.0;208.4;36188.0;19591.0;16596.0;12557.0
55;Vrachtauto's en trekkers voor oplegger;Voertuig 0 jaar oud;2014;262.7;227.1;35.5;391.4;227.1;164.3;38930.0;22590.0;16339.0;10055.0
56;Vrachtauto's en trekkers voor oplegger;Voertuig 0 jaar oud;2015;446.0;382.3;63.7;638.6;382.3;256.3;48293.0;28912.0;19381.0;13224.0
57;Vrachtauto's en trekkers voor oplegger;Voertuig 0 jaar oud;2016;543.7;463.5;80.2;739.5;463.5;276.1;50285.0;31514.0;18771.0;14707.0
58;Vrachtauto's en trekkers voor oplegger;Voertuig 0 jaar oud;2017;490.5;419.8;70.7;650.0;419.8;230.2;46621.0;30108.0;16513.0;13943.0
59;Vrachtauto's en trekkers voor oplegger;Voertuig 0 jaar oud;2018;521.1;450.5;70.6;684.3;450.5;233.7;44603.0;29367.0;15236.0;15342.0
60;Vrachtauto's en trekkers voor oplegger;Voertuig 0 jaar oud;2019;521.6;448.1;73.5;674.7;448.1;226.6;45194.0;30016.0;15178.0;14928.0
61;Vrachtauto's en trekkers voor oplegger;Voertuig 0 jaar oud;2020;395.8;345.7;50.1;486.2;345.7;140.5;48959.0;34814.0;14145.0;9930.0
62;Vrachtauto's en trekkers voor oplegger;Voertuig 1 jaar oud;1990;873.0;779.0;94.0;1339.0;779.0;560.0;;;;
63;Vrachtauto's en trekkers voor oplegger;Voertuig 1 jaar oud;1991;859.0;759.0;100.0;1361.0;759.0;601.0;;;;
64;Vrachtauto's en trekkers voor oplegger;Voertuig 1 jaar oud;1992;813.0;721.0;92.0;1290.0;721.0;569.0;;;;
65;Vrachtauto's en trekkers voor oplegger;Voertuig 1 jaar oud;1993;810.0;718.0;93.0;1306.0;718.0;589.0;;;;
66;Vrachtauto's en trekkers voor oplegger;Voertuig 1 jaar oud;1994;821.0;725.0;96.0;1352.0;725.0;627.0;;;;
67;Vrachtauto's en trekkers voor oplegger;Voertuig 1 jaar oud;1995;855.0;757.0;97.0;1420.0;757.0;662.0;;;;
68;Vrachtauto's en trekkers voor oplegger;Voertuig 1 jaar oud;1996;847.0;750.0;97.0;1419.0;750.0;669.0;;;;
69;Vrachtauto's en trekkers voor oplegger;Voertuig 1 jaar oud;1997;858.0;761.0;97.0;1445.0;761.0;684.0;;;;
70;Vrachtauto's en trekkers voor oplegger;Voertuig 1 jaar oud;1998;870.0;772.0;98.0;1480.0;772.0;708.0;;;;
71;Vrachtauto's en trekkers voor oplegger;Voertuig 1 jaar oud;1999;931.0;834.0;97.0;1609.0;834.0;775.0;;;;
72;Vrachtauto's en trekkers voor oplegger;Voertuig 1 jaar oud;2000;922.0;817.0;105.0;1591.0;817.0;774.0;;;;
73;Vrachtauto's en trekkers voor oplegger;Voertuig 1 jaar oud;2001;952.0;828.0;124.0;1653.0;828.0;825.0;;;;
74;Vrachtauto's en trekkers voor oplegger;Voertuig 1 jaar oud;2002;948.1;820.7;127.4;1663.2;820.7;842.5;104447.0;51537.0;52910.0;15924.0
75;Vrachtauto's en trekkers voor oplegger;Voertuig 1 jaar oud;2003;742.7;644.9;97.8;1314.2;644.9;669.3;103407.0;50744.0;52663.0;12709.0
76;Vrachtauto's en trekkers voor oplegger;Voertuig 1 jaar oud;2004;703.4;603.6;99.7;1244.1;603.6;640.4;105005.0;50949.0;54055.0;11848.0
77;Vrachtauto's en trekkers voor oplegger;Voertuig 1 jaar oud;2005;781.3;659.0;122.3;1400.6;659.0;741.7;109364.0;51453.0;57911.0;12807.0
78;Vrachtauto's en trekkers voor oplegger;Voertuig 1 jaar oud;2006;769.6;641.3;128.3;1349.9;641.3;708.7;103874.0;49342.0;54531.0;12996.0
79;Vrachtauto's en trekkers voor oplegger;Voertuig 1 jaar oud;2007;1059.5;868.4;191.1;1854.6;868.4;986.2;100641.0;47124.0;53517.0;18428.0
80;Vrachtauto's en trekkers voor oplegger;Voertuig 1 jaar oud;2008;803.1;677.0;126.1;1307.3;677.0;630.3;89624.0;46413.0;43211.0;14586.0
81;Vrachtauto's en trekkers voor oplegger;Voertuig 1 jaar oud;2009;980.5;843.3;137.1;1505.0;843.3;661.7;86636.0;48546.0;38090.0;17372.0
82;Vrachtauto's en trekkers voor oplegger;Voertuig 1 jaar oud;2010;671.4;602.9;68.5;923.4;602.9;320.6;84145.0;54935.0;29210.0;10974.0
83;Vrachtauto's en trekkers voor oplegger;Voertuig 1 jaar oud;2011;562.8;502.0;60.9;802.0;502.0;300.0;89424.0;55972.0;33451.0;8968.0
84;Vrachtauto's en trekkers voor oplegger;Voertuig 1 jaar oud;2012;723.5;634.6;89.0;1051.2;634.6;416.7;95126.0;57424.0;37703.0;11051.0
85;Vrachtauto's en trekkers voor oplegger;Voertuig 1 jaar oud;2013;689.5;595.1;94.4;1052.9;595.1;457.7;97307.0;55002.0;42305.0;10820.0
86;Vrachtauto's en trekkers voor oplegger;Voertuig 1 jaar oud;2014;761.1;658.4;102.7;1133.4;658.4;474.9;99217.0;57640.0;41578.0;11423.0
87;Vrachtauto's en trekkers voor oplegger;Voertuig 1 jaar oud;2015;636.0;560.8;75.2;863.6;560.8;302.8;95787.0;62203.0;33585.0;9016.0
88;Vrachtauto's en trekkers voor oplegger;Voertuig 1 jaar oud;2016;858.0;737.7;120.4;1152.0;737.7;414.4;97720.0;62571.0;35149.0;11789.0
89;Vrachtauto's en trekkers voor oplegger;Voertuig 1 jaar oud;2017;964.4;825.6;138.8;1277.7;825.6;452.1;95780.0;61892.0;33888.0;13340.0
90;Vrachtauto's en trekkers voor oplegger;Voertuig 1 jaar oud;2018;889.7;765.9;123.8;1175.7;765.9;409.8;92395.0;60192.0;32203.0;12725.0
91;Vrachtauto's en trekkers voor oplegger;Voertuig 1 jaar oud;2019;933.2;798.4;134.8;1213.9;798.4;415.5;88200.0;58013.0;30187.0;13763.0
92;Vrachtauto's en trekkers voor oplegger;Voertuig 1 jaar oud;2020;960.5;827.3;133.2;1200.6;827.3;373.3;87348.0;60192.0;27156.0;13745.0
93;Vrachtauto's en trekkers voor oplegger;Voertuig 2 jaar oud;1990;826.0;748.0;78.0;1213.0;748.0;465.0;;;;
94;Vrachtauto's en trekkers voor oplegger;Voertuig 2 jaar oud;1991;723.0;649.0;73.0;1089.0;649.0;440.0;;;;
95;Vrachtauto's en trekkers voor oplegger;Voertuig 2 jaar oud;1992;781.0;705.0;76.0;1176.0;705.0;471.0;;;;
96;Vrachtauto's en trekkers voor oplegger;Voertuig 2 jaar oud;1993;777.0;700.0;77.0;1187.0;700.0;487.0;;;;
97;Vrachtauto's en trekkers voor oplegger;Voertuig 2 jaar oud;1994;825.0;740.0;84.0;1290.0;740.0;550.0;;;;
98;Vrachtauto's en trekkers voor oplegger;Voertuig 2 jaar oud;1995;859.0;774.0;85.0;1353.0;774.0;580.0;;;;
99;Vrachtauto's en trekkers voor oplegger;Voertuig 2 jaar oud;1996;851.0;766.0;85.0;1350.0;766.0;585.0;;;;
100;Vrachtauto's en trekkers voor oplegger;Voertuig 2 jaar oud;1997;861.0;777.0;85.0;1374.0;777.0;597.0;;;;
101;Vrachtauto's en trekkers voor oplegger;Voertuig 2 jaar oud;1998;872.0;787.0;85.0;1404.0;787.0;617.0;;;;
102;Vrachtauto's en trekkers voor oplegger;Voertuig 2 jaar oud;1999;934.0;850.0;84.0;1525.0;850.0;675.0;;;;
103;Vrachtauto's en trekkers voor oplegger;Voertuig 2 jaar oud;2000;923.0;832.0;91.0;1505.0;832.0;673.0;;;;
104;Vrachtauto's en trekkers voor oplegger;Voertuig 2 jaar oud;2001;950.0;845.0;106.0;1550.0;845.0;705.0;;;;
105;Vrachtauto's en trekkers voor oplegger;Voertuig 2 jaar oud;2002;946.0;835.8;110.2;1564.3;835.8;728.4;97092.0;51881.0;45212.0;16111.0
106;Vrachtauto's en trekkers voor oplegger;Voertuig 2 jaar oud;2003;959.5;848.4;111.1;1608.9;848.4;760.5;100600.0;53045.0;47555.0;15993.0
107;Vrachtauto's en trekkers voor oplegger;Voertuig 2 jaar oud;2004;758.9;665.6;93.3;1264.6;665.6;599.1;99108.0;52161.0;46948.0;12760.0
108;Vrachtauto's en trekkers voor oplegger;Voertuig 2 jaar oud;2005;715.2;620.6;94.6;1193.9;620.6;573.3;100370.0;52176.0;48194.0;11895.0
109;Vrachtauto's en trekkers voor oplegger;Voertuig 2 jaar oud;2006;791.4;672.8;118.5;1327.4;672.8;654.6;105076.0;53259.0;51817.0;12633.0
110;Vrachtauto's en trekkers voor oplegger;Voertuig 2 jaar oud;2007;780.6;658.5;122.1;1288.6;658.5;630.1;99906.0;51057.0;48850.0;12898.0
111;Vrachtauto's en trekkers voor oplegger;Voertuig 2 jaar oud;2008;1103.7;938.9;164.8;1762.3;938.9;823.4;97047.0;51704.0;45342.0;18159.0
112;Vrachtauto's en trekkers voor oplegger;Voertuig 2 jaar oud;2009;825.8;714.8;111.0;1250.6;714.8;535.8;85916.0;49107.0;36809.0;14556.0
113;Vrachtauto's en trekkers voor oplegger;Voertuig 2 jaar oud;2010;1077.7;948.2;129.5;1553.9;948.2;605.8;89632.0;54690.0;34942.0;17337.0
114;Vrachtauto's en trekkers voor oplegger;Voertuig 2 jaar oud;2011;668.6;604.2;64.4;921.6;604.2;317.4;84188.0;55190.0;28998.0;10947.0
115;Vrachtauto's en trekkers voor oplegger;Voertuig 2 jaar oud;2012;553.3;492.8;60.6;776.5;492.8;283.7;86952.0;55182.0;31770.0;8930.0
116;Vrachtauto's en trekkers voor oplegger;Voertuig 2 jaar oud;2013;704.5;616.3;88.2;1044.0;616.3;427.7;94405.0;55733.0;38672.0;11059.0
117;Vrachtauto's en trekkers voor oplegger;Voertuig 2 jaar oud;2014;703.4;608.8;94.6;1046.3;608.8;437.5;97245.0;56581.0;40664.0;10759.0
118;Vrachtauto's en trekkers voor oplegger;Voertuig 2 jaar oud;2015;804.2;693.7;110.5;1138.6;693.7;444.9;99623.0;60697.0;38926.0;11429.0
119;Vrachtauto's en trekkers voor oplegger;Voertuig 2 jaar oud;2016;671.5;593.6;77.9;861.8;593.6;268.2;96383.0;66389.0;29994.0;8941.0
120;Vrachtauto's en trekkers voor oplegger;Voertuig 2 jaar oud;2017;855.5;732.3;123.2;1133.7;732.3;401.4;95117.0;61436.0;33681.0;11919.0
121;Vrachtauto's en trekkers voor oplegger;Voertuig 2 jaar oud;2018;947.0;810.4;136.6;1262.6;810.4;452.2;92857.0;59602.0;33255.0;13597.0
122;Vrachtauto's en trekkers voor oplegger;Voertuig 2 jaar oud;2019;884.2;763.3;121.0;1136.2;763.3;373.0;87644.0;58875.0;28769.0;12964.0
123;Vrachtauto's en trekkers voor oplegger;Voertuig 2 jaar oud;2020;947.3;804.8;142.5;1204.1;804.8;399.3;86448.0;57782.0;28666.0;13929.0
124;Vrachtauto's en trekkers voor oplegger;Voertuig 3 jaar oud;1990;756.0;694.0;62.0;1063.0;694.0;369.0;;;;
125;Vrachtauto's en trekkers voor oplegger;Voertuig 3 jaar oud;1991;797.0;724.0;72.0;1159.0;724.0;435.0;;;;
126;Vrachtauto's en trekkers voor oplegger;Voertuig 3 jaar oud;1992;787.0;717.0;70.0;1151.0;717.0;434.0;;;;
127;Vrachtauto's en trekkers voor oplegger;Voertuig 3 jaar oud;1993;785.0;714.0;71.0;1164.0;714.0;449.0;;;;
128;Vrachtauto's en trekkers voor oplegger;Voertuig 3 jaar oud;1994;816.0;740.0;76.0;1238.0;740.0;498.0;;;;
129;Vrachtauto's en trekkers voor oplegger;Voertuig 3 jaar oud;1995;851.0;774.0;77.0;1299.0;774.0;526.0;;;;
130;Vrachtauto's en trekkers voor oplegger;Voertuig 3 jaar oud;1996;845.0;768.0;77.0;1298.0;768.0;530.0;;;;
131;Vrachtauto's en trekkers voor oplegger;Voertuig 3 jaar oud;1997;856.0;779.0;77.0;1321.0;779.0;542.0;;;;
132;Vrachtauto's en trekkers voor oplegger;Voertuig 3 jaar oud;1998;869.0;792.0;77.0;1353.0;792.0;561.0;;;;
133;Vrachtauto's en trekkers voor oplegger;Voertuig 3 jaar oud;1999;933.0;857.0;77.0;1470.0;857.0;614.0;;;;
134;Vrachtauto's en trekkers voor oplegger;Voertuig 3 jaar oud;2000;923.0;840.0;83.0;1453.0;840.0;612.0;;;;
135;Vrachtauto's en trekkers voor oplegger;Voertuig 3 jaar oud;2001;940.0;845.0;95.0;1478.0;845.0;633.0;;;;
136;Vrachtauto's en trekkers voor oplegger;Voertuig 3 jaar oud;2002;901.9;811.4;90.5;1409.6;811.4;598.1;88920.0;51188.0;37732.0;15852.0
137;Vrachtauto's en trekkers voor oplegger;Voertuig 3 jaar oud;2003;917.1;825.0;92.1;1455.2;825.0;630.1;90461.0;51288.0;39173.0;16086.0
138;Vrachtauto's en trekkers voor oplegger;Voertuig 3 jaar oud;2004;950.8;847.2;103.6;1512.3;847.2;665.1;94717.0;53062.0;41655.0;15966.0
139;Vrachtauto's en trekkers voor oplegger;Voertuig 3 jaar oud;2005;754.2;667.6;86.6;1192.8;667.6;525.2;94007.0;52615.0;41392.0;12688.0
140;Vrachtauto's en trekkers voor oplegger;Voertuig 3 jaar oud;2006;717.2;625.8;91.4;1130.6;625.8;504.9;95124.0;52648.0;42477.0;11886.0
141;Vrachtauto's en trekkers voor oplegger;Voertuig 3 jaar oud;2007;777.8;668.3;109.5;1233.6;668.3;565.3;98607.0;53418.0;45188.0;12510.0
142;Vrachtauto's en trekkers voor oplegger;Voertuig 3 jaar oud;2008;766.8;664.9;101.9;1174.2;664.9;509.4;92473.0;52359.0;40113.0;12698.0
143;Vrachtauto's en trekkers voor oplegger;Voertuig 3 jaar oud;2009;1083.4;943.6;139.8;1618.3;943.6;674.7;89514.0;52195.0;37319.0;18079.0
144;Vrachtauto's en trekkers voor oplegger;Voertuig 3 jaar oud;2010;855.0;742.2;112.8;1270.1;742.2;527.9;85936.0;50219.0;35717.0;14779.0
145;Vrachtauto's en trekkers voor oplegger;Voertuig 3 jaar oud;2011;1045.7;923.2;122.5;1526.6;923.2;603.4;88357.0;53434.0;34923.0;17278.0
146;Vrachtauto's en trekkers voor oplegger;Voertuig 3 jaar oud;2012;636.0;571.9;64.0;871.7;571.9;299.8;80411.0;52757.0;27654.0;10841.0
147;Vrachtauto's en trekkers voor oplegger;Voertuig 3 jaar oud;2013;530.4;473.5;56.9;749.6;473.5;276.1;84112.0;53127.0;30985.0;8912.0
148;Vrachtauto's en trekkers voor oplegger;Voertuig 3 jaar oud;2014;701.3;617.3;83.9;1005.3;617.3;388.0;90940.0;55842.0;35098.0;11055.0
149;Vrachtauto's en trekkers voor oplegger;Voertuig 3 jaar oud;2015;726.1;632.7;93.5;1009.0;632.7;376.4;92074.0;57729.0;34345.0;10959.0
150;Vrachtauto's en trekkers voor oplegger;Voertuig 3 jaar oud;2016;805.6;692.8;112.8;1081.0;692.8;388.2;94396.0;60499.0;33898.0;11452.0
151;Vrachtauto's en trekkers voor oplegger;Voertuig 3 jaar oud;2017;642.3;554.9;87.5;839.8;554.9;284.9;90269.0;59643.0;30626.0;9303.0
152;Vrachtauto's en trekkers voor oplegger;Voertuig 3 jaar oud;2018;824.3;708.8;115.6;1091.4;708.8;382.7;89653.0;58219.0;31434.0;12174.0
153;Vrachtauto's en trekkers voor oplegger;Voertuig 3 jaar oud;2019;937.1;804.3;132.8;1213.8;804.3;409.5;86329.0;57202.0;29127.0;14060.0
154;Vrachtauto's en trekkers voor oplegger;Voertuig 3 jaar oud;2020;890.2;759.6;130.6;1125.7;759.6;366.1;84391.0;56948.0;27443.0;13339.0
155;Vrachtauto's en trekkers voor oplegger;Voertuig 4 jaar oud;1990;658.0;609.0;49.0;898.0;609.0;289.0;;;;
156;Vrachtauto's en trekkers voor oplegger;Voertuig 4 jaar oud;1991;665.0;613.0;52.0;925.0;613.0;312.0;;;;
157;Vrachtauto's en trekkers voor oplegger;Voertuig 4 jaar oud;1992;712.0;658.0;54.0;994.0;658.0;336.0;;;;
158;Vrachtauto's en trekkers voor oplegger;Voertuig 4 jaar oud;1993;708.0;654.0;55.0;1001.0;654.0;347.0;;;;
159;Vrachtauto's en trekkers voor oplegger;Voertuig 4 jaar oud;1994;677.0;623.0;54.0;971.0;623.0;348.0;;;;
160;Vrachtauto's en trekkers voor oplegger;Voertuig 4 jaar oud;1995;705.0;651.0;54.0;1018.0;651.0;367.0;;;;
161;Vrachtauto's en trekkers voor oplegger;Voertuig 4 jaar oud;1996;697.0;644.0;54.0;1012.0;644.0;369.0;;;;
162;Vrachtauto's en trekkers voor oplegger;Voertuig 4 jaar oud;1997;706.0;653.0;53.0;1029.0;653.0;377.0;;;;
163;Vrachtauto's en trekkers voor oplegger;Voertuig 4 jaar oud;1998;715.0;661.0;53.0;1049.0;661.0;388.0;;;;
164;Vrachtauto's en trekkers voor oplegger;Voertuig 4 jaar oud;1999;767.0;714.0;53.0;1137.0;714.0;424.0;;;;
165;Vrachtauto's en trekkers voor oplegger;Voertuig 4 jaar oud;2000;755.0;698.0;57.0;1119.0;698.0;421.0;;;;
166;Vrachtauto's en trekkers voor oplegger;Voertuig 4 jaar oud;2001;698.0;638.0;60.0;1038.0;638.0;400.0;;;;
167;Vrachtauto's en trekkers voor oplegger;Voertuig 4 jaar oud;2002;865.5;787.2;78.2;1304.4;787.2;517.1;80210.0;48409.0;31801.0;16262.0
168;Vrachtauto's en trekkers voor oplegger;Voertuig 4 jaar oud;2003;850.3;776.7;73.7;1281.0;776.7;504.3;82615.0;50090.0;32525.0;15505.0
169;Vrachtauto's en trekkers voor oplegger;Voertuig 4 jaar oud;2004;878.8;796.2;82.6;1326.4;796.2;530.2;84343.0;50630.0;33713.0;15726.0
170;Vrachtauto's en trekkers voor oplegger;Voertuig 4 jaar oud;2005;908.2;816.3;91.9;1373.5;816.3;557.2;88595.0;52657.0;35938.0;15503.0
171;Vrachtauto's en trekkers voor oplegger;Voertuig 4 jaar oud;2006;722.8;642.7;80.1;1084.8;642.7;442.1;87382.0;51770.0;35612.0;12415.0
172;Vrachtauto's en trekkers voor oplegger;Voertuig 4 jaar oud;2007;681.5;600.0;81.5;1020.4;600.0;420.4;88416.0;51990.0;36426.0;11541.0
