ID;Plaatsnamen;Gemeentecode_1;Gemeentenaam_2;EGGCode_3;EGGNaam_4;Provinciecode_5;ProvincienaamAfkorting_6;PlaatsnaamPTTWoonplaatsnaam_7;PlaatsnaamGemeentenaam_8;Plaatsnaam_9;PlaatsnaamVolgnummer_10
3390;Maarssenbroek;333;Maarssen                   ;48;Vechtstreek en Plassengebied in Utrecht ;26;U.  ;nee;nee;Maarssenbroek              ;2345
3391;Maartensdijk;344;Utrecht                    ;47;Stad Utrecht                            ;26;U.  ;nee;nee;Maartensdijk               ;2391
3392;Maartensdijk;310;De Bilt                    ;44;Utrechtse Heuvelrug                     ;26;U.  ;ja ;nee;Maartensdijk               ;2256
3393;Maas, Aan de;938;Meerssen                   ;127;Overige gemeenten Zuid-Limburg          ;31;L.  ;nee;nee;Maas, Aan de               ;5054
3394;Maasband;971;Stein                      ;124;Westelijke Mijnstreek                   ;31;L.  ;nee;nee;Maasband                   ;5196
3395;Maasbommel;668;West Maas en Waal          ;41;Land van Maas en Waal                   ;25;Gld.;ja ;nee;Maasbommel                 ;3541
3396;Maasbracht;933;Maasbracht                 ;122;Overig Midden-Limburg ten oosten v. Maas;31;L.  ;ja ;ja ;Maasbracht                 ;4973
3397;Maasbree;934;Maasbree                   ;123;Midden-Limburg ten westen van de Maas   ;31;L.  ;ja ;ja ;Maasbree                   ;4986
3398;Maasdam;585;Binnenmaas                 ;90;Hoeksche Waard                          ;28;ZH. ;ja ;nee;Maasdam                    ;3215
3399;Maasdijk;555;Maasland                   ;81;Westland                                ;28;ZH. ;nee;nee;Maasdijk                   ;3129
3400;Maasdijk;668;West Maas en Waal          ;41;Land van Maas en Waal                   ;25;Gld.;nee;nee;Maasdijk                   ;3542
3401;Maasdijk (ged.);519;'s-Gravenzande             ;81;Westland                                ;28;ZH. ;nee;nee;Maasdijk (ged.)            ;3049
3402;Maasdijk (ged.);565;Naaldwijk                  ;81;Westland                                ;28;ZH. ;ja ;nee;Maasdijk (ged.)            ;3163
3403;Maasdonk;1671;Maasdonk                   ;111;Maaskant                                ;30;NB. ;nee;ja ;Maasdonk                   ;5618
3404;Maasdriel;263;Maasdriel                  ;42;Bommelerwaard                           ;25;Gld.;nee;ja ;Maasdriel                  ;1925
3405;Maashees;756;Boxmeer                    ;119;Land van Cuijk                          ;30;NB. ;ja ;nee;Maashees                   ;3992
3406;Maaskantje;845;Sint-Michielsgestel        ;110;Gebied om 's-Hertogenbosch en Vught     ;30;NB. ;nee;nee;Maaskantje                 ;4415
3407;Maasland;555;Maasland                   ;81;Westland                                ;28;ZH. ;ja ;ja ;Maasland                   ;3130
3408;Maasniel;957;Roermond                   ;122;Overig Midden-Limburg ten oosten v. Maas;31;L.  ;nee;nee;Maasniel                   ;5142
3409;Maassluis;556;Maassluis                  ;85;Ind. geb. ten N .v. de Nieuwe Waterweg  ;28;ZH. ;ja ;ja ;Maassluis                  ;3132
3410;Maastricht;935;Maastricht                 ;126;Maastricht                              ;31;L.  ;ja ;ja ;Maastricht                 ;5006
3411;Maasvlakte;599;Rotterdam                  ;84;Rotterdam                               ;28;ZH. ;ja ;nee;Maasvlakte                 ;3290
3412;Maatsehei;856;Uden                       ;112;Midden-Meijerij                         ;30;NB. ;nee;nee;Maatsehei                  ;4537
3413;Macharen;828;Oss                        ;111;Maaskant                                ;30;NB. ;ja ;nee;Macharen                   ;4360
3414;Made;1719;Drimmelen                  ;101;Zeekleigebied in Noord-Brabant          ;30;NB. ;ja ;nee;Made                       ;6054
3415;Magele;186;Vriezenveen                ;24;Overige gemeenten in Twente             ;23;O.  ;nee;nee;Magele                     ;1427
3416;Magrette;650;Axel                       ;99;Kanaalzone Oost-Zeeuwsch-Vlaanderen     ;29;Z.  ;nee;nee;Magrette                   ;3471
3417;Majella;344;Utrecht                    ;47;Stad Utrecht                            ;26;U.  ;nee;nee;Majella                    ;2392
3418;741;85;Ooststellingwerf           ;9;Fries zandgebied                        ;21;F.  ;ja ;nee;Makkinga                   ;741
3419;Makkum;710;Wûnseradiel                ;10;Fries weidegebied                       ;21;F.  ;ja ;nee;Makkum                     ;3789
3420;Makkum;1731;Midden-Drenthe             ;17;Drentse zandgronden                     ;22;D.  ;nee;nee;Makkum                     ;6267
3421;Makkum;140;Littenseradiel             ;10;Fries weidegebied                       ;21;F.  ;nee;nee;Makkum                     ;1022
3422;Malburgen;202;Arnhem                     ;35;Arnhem                                  ;25;Gld.;nee;nee;Malburgen                  ;1554
3423;Malden;252;Heumen                     ;40;Gebied om Nijmegen                      ;25;Gld.;ja ;nee;Malden                     ;1869
3424;Maliskamp;796;'s-Hertogenbosch           ;109;'s-Hertogenbosch en Vught               ;30;NB. ;nee;nee;Maliskamp                  ;4215
3425;Mallem;229;Eibergen                   ;30;Overige gemeenten oostelijke Achterhoek ;25;Gld.;nee;nee;Mallem                     ;1752
3426;Mamelis;981;Vaals                      ;127;Overige gemeenten Zuid-Limburg          ;31;L.  ;nee;nee;Mamelis                    ;5228
3427;Mander;183;Tubbergen                  ;24;Overige gemeenten in Twente             ;23;O.  ;ja ;nee;Mander                     ;1416
3428;Manderveen;183;Tubbergen                  ;24;Overige gemeenten in Twente             ;23;O.  ;ja ;nee;Manderveen                 ;1417
3429;Manen;228;Ede                        ;31;Gelderse Vallei                         ;25;Gld.;nee;nee;Manen                      ;1733
3430;Mantgum;140;Littenseradiel             ;10;Fries weidegebied                       ;21;F.  ;ja ;nee;Mantgum                    ;1023
3431;Mantinge;1731;Midden-Drenthe             ;17;Drentse zandgronden                     ;22;D.  ;ja ;nee;Mantinge                   ;6268
3432;Maranatha (Zustercomplex);770;Eersel                     ;116;Kempenland                              ;30;NB. ;nee;nee;Maranatha (Zustercomplex)  ;4085
3433;Maren;808;Lith                       ;111;Maaskant                                ;30;NB. ;nee;nee;Maren                      ;4262
3434;Maren-Kessel;808;Lith                       ;111;Maaskant                                ;30;NB. ;ja ;nee;Maren-Kessel               ;4263
3435;Margraten;936;Margraten                  ;127;Overige gemeenten Zuid-Limburg          ;31;L.  ;ja ;ja ;Margraten                  ;5032
3436;Maria Gewanden;917;Heerlen                    ;125;Oostelijke Mijnstreek                   ;31;L.  ;nee;nee;Maria Gewanden             ;4871
3437;Maria Parochie;183;Tubbergen                  ;24;Overige gemeenten in Twente             ;23;O.  ;ja ;nee;Maria Parochie             ;1418
3438;Mariadorp;905;Eijsden                    ;127;Overige gemeenten Zuid-Limburg          ;31;L.  ;nee;nee;Mariadorp                  ;4827
3439;Mariaheide;860;Veghel                     ;112;Midden-Meijerij                         ;30;NB. ;nee;nee;Mariaheide                 ;4582
3440;Mariahoeve;518;'s-Gravenhage              ;79;'s-Gravenhage                           ;28;ZH. ;nee;nee;Mariahoeve                 ;3045
3441;Mariahoop;902;Echt                       ;122;Overig Midden-Limburg ten oosten v. Maas;31;L.  ;ja ;nee;Mariahoop                  ;4813
3442;Mariahout;1659;Laarbeek                   ;115;Industriegebied Helmond                 ;30;NB. ;ja ;nee;Mariahout                  ;5513
3443;Mariarade;917;Heerlen                    ;125;Oostelijke Mijnstreek                   ;31;L.  ;nee;nee;Mariarade                  ;4872
3444;Marijenkampen;181;Steenwijk                  ;19;Noordwest-Overijssel                    ;23;O.  ;ja ;nee;Marijenkampen              ;1382
3445;Mariënberg;160;Hardenberg                 ;21;Noordoost-Overijssel                    ;23;O.  ;ja ;nee;Mariënberg                 ;1196
3446;Mariëndaal;202;Arnhem                     ;35;Arnhem                                  ;25;Gld.;nee;nee;Mariëndaal                 ;1555
3447;Mariëndijk;565;Naaldwijk                  ;81;Westland                                ;28;ZH. ;nee;nee;Mariëndijk                 ;3164
3448;Mariënheem;177;Raalte                     ;22;Zuidwest-Overijssel                     ;23;O.  ;ja ;nee;Mariënheem                 ;1331
3449;Mariënvelde;278;Ruurlo                     ;28;Overige gemeenten westelijke Achterhoek ;25;Gld.;ja ;nee;Mariënvelde                ;2039
3450;Mariënwaard;935;Maastricht                 ;126;Maastricht                              ;31;L.  ;nee;nee;Mariënwaard                ;5007
3451;Markelerbroek;1735;Hof van Twente             ;24;Overige gemeenten in Twente             ;23;O.  ;nee;nee;Markelerbroek              ;6321
3452;Markelo;1735;Hof van Twente             ;24;Overige gemeenten in Twente             ;23;O.  ;ja ;nee;Markelo                    ;6322
3453;Marken;852;Waterland                  ;57;Waterland                               ;27;NH. ;ja ;nee;Marken                     ;4489
3454;Markenbinnen;365;Graft-De Rijp              ;56;Noordhollands Middengewest              ;27;NH. ;ja ;nee;Markenbinnen               ;2494
3455;Markluiden;246;Heerde                     ;34;Overige gemeenten oostelijke Veluwezoom ;25;Gld.;nee;nee;Markluiden                 ;1855
3456;Marknesse;171;Noordoostpolder            ;128;Noordoostpolder                         ;24;Fle.;ja ;nee;Marknesse                  ;1277
3457;Markvelde;1735;Hof van Twente             ;24;Overige gemeenten in Twente             ;23;O.  ;nee;nee;Markvelde                  ;6323
3458;Marle;174;Olst                       ;22;Zuidwest-Overijssel                     ;23;O.  ;ja ;nee;Marle                      ;1292
3459;Marle;163;Hellendoorn                ;24;Overige gemeenten in Twente             ;23;O.  ;nee;nee;Marle                      ;1222
3460;Marne De;1663;De Marne                   ;1;Groninger Hoogeland en N. Westerkwartier;20;Gr. ;nee;ja ;Marne De                   ;5553
3461;Marrum;1722;Ferwerderadiel             ;12;Friese bouwstreek                       ;21;F.  ;ja ;nee;Marrum                     ;6103
3462;Mars, De;214;Buren                      ;37;Oostelijke Betuwe                       ;25;Gld.;nee;nee;Mars, De                   ;1658
3463;Marsdijk;214;Buren                      ;37;Oostelijke Betuwe                       ;25;Gld.;nee;nee;Marsdijk                   ;1659
3464;718;83;Menaldumadeel              ;12;Friese bouwstreek                       ;21;F.  ;ja ;nee;Marssum                    ;718
3465;5;3;Appingedam                 ;2;Appingedam, Delfzijl                    ;20;Gr. ;nee;nee;Marsum                     ;5
3466;167;18;Hoogezand-Sappemeer        ;4;Groninger Veenkoloniën                  ;20;Gr. ;nee;nee;Martenshoek                ;167
3467;221;25;Marum                      ;5;Groninger zuidelijk Westerkwartier      ;20;Gr. ;ja ;ja ;Marum                      ;221
3468;Marwijksoord;1680;Aa en Hunze                ;16;Overige gemeenten Drentse Veenkoloniën  ;22;D.  ;ja ;nee;Marwijksoord               ;5745
3469;Mastenbroek (ged.);1896;Zwartewaterland            ;20;IJssel-, Vechtdelta                     ;23;O.  ;ja ;nee;Mastenbroek (ged.)         ;6359
3470;Mastenbroek (ged.);166;Kampen                     ;20;IJssel-, Vechtdelta                     ;23;O.  ;ja ;nee;Mastenbroek (ged.)         ;1251
3471;Mastwijk;335;Montfoort                  ;49;Utrechts weidegebied                    ;26;U.  ;nee;nee;Mastwijk                   ;2356
3472;334;48;Vlagtwedde                 ;4;Groninger Veenkoloniën                  ;20;Gr. ;nee;nee;Maten                      ;334
3473;Mathijseind;1652;Gemert-Bakel               ;118;Brabantse Peel                          ;30;NB. ;nee;nee;Mathijseind                ;5442
3474;Matsloot;1699;Noordenveld                ;14;Noorddrents randgebied                  ;22;D.  ;ja ;nee;Matsloot                   ;5911
3475;Maurik;214;Buren                      ;37;Oostelijke Betuwe                       ;25;Gld.;ja ;nee;Maurik                     ;1660
3476;Maxet;920;Heythuysen                 ;123;Midden-Limburg ten westen van de Maas   ;31;L.  ;nee;nee;Maxet                      ;4925
3477;Mechelen;1729;Gulpen-Wittem              ;127;Overige gemeenten Zuid-Limburg          ;31;L.  ;ja ;nee;Mechelen                   ;6199
3478;Meddo;294;Winterswijk                ;30;Overige gemeenten oostelijke Achterhoek ;25;Gld.;ja ;nee;Meddo                      ;2126
3479;Medemblik;420;Medemblik                  ;54;Midden- en Oostelijk West-Friesland     ;27;NH. ;ja ;ja ;Medemblik                  ;2721
3480;Meeden;1987;Menterwolde                ;3;Groninger Oldambt                       ;20;Gr. ;ja ;nee;Meeden                     ;6375
3481;80;10;Delfzijl                   ;2;Appingedam, Delfzijl                    ;20;Gr. ;ja ;nee;Meedhuizen                 ;80
3482;Meele, De;148;Dalfsen                    ;20;IJssel-, Vechtdelta                     ;23;O.  ;nee;nee;Meele, De                  ;1071
3483;Meemortel;1706;Cranendonck                ;117;Valkenswaard en oostelijke randgemeenten;30;NB. ;nee;nee;Meemortel                  ;6006
3484;Meene, De;298;Zelhem                     ;28;Overige gemeenten westelijke Achterhoek ;25;Gld.;nee;nee;Meene, De                  ;2174
3485;836;98;Weststellingwerf           ;9;Fries zandgebied                        ;21;F.  ;nee;nee;Meente, De                 ;836
3486;Meer;186;Vriezenveen                ;24;Overige gemeenten in Twente             ;23;O.  ;nee;nee;Meer                       ;1428
3487;Meerdijk;867;Waalwijk                   ;106;Langstraat                              ;30;NB. ;nee;nee;Meerdijk                   ;4629
3488;Meeren;815;Mill en Sint Hubert        ;119;Land van Cuijk                          ;30;NB. ;nee;nee;Meeren                     ;4297
3489;Meerestein;375;Beverwijk                  ;59;IJmond                                  ;27;NH. ;nee;nee;Meerestein                 ;2544
3490;Meerkerk;707;Zederik                    ;78;Vijfheerenlanden                        ;28;ZH. ;ja ;nee;Meerkerk                   ;3742
3491;256;39;Scheemda                   ;3;Groninger Oldambt                       ;20;Gr. ;nee;nee;Meerland                   ;256
3492;Meerlo;993;Meerlo-Wanssum             ;120;Noord-Limburg                           ;31;L.  ;ja ;nee;Meerlo                     ;5323
3493;Meerlo-Wanssum;993;Meerlo-Wanssum             ;120;Noord-Limburg                           ;31;L.  ;nee;ja ;Meerlo-Wanssum             ;5324
3494;Meern, De;344;Utrecht                    ;47;Stad Utrecht                            ;26;U.  ;ja ;nee;Meern, De                  ;2393
3495;Meers;971;Stein                      ;124;Westelijke Mijnstreek                   ;31;L.  ;nee;nee;Meers                      ;5197
3496;Meerssen;938;Meerssen                   ;127;Overige gemeenten Zuid-Limburg          ;31;L.  ;ja ;ja ;Meerssen                   ;5055
