ID;Goederengroepen;LandenGroepen;Perioden;Invoerwaarde_1;Invoerhoeveelheid_2;Uitvoerwaarde_3;Uitvoerhoeveelheid_4;Eenheid_5
139;Totaal goederengroepen.;Totaal landen(groepen);2006 oktober;25644936.0;;28186861.0;;                    
140;Totaal goederengroepen.;Totaal landen(groepen);2006 november;25550434.0;;29211835.0;;                    
141;Totaal goederengroepen.;Totaal landen(groepen);2006 december;23628312.0;;26920006.0;;                    
142;Totaal goederengroepen.;Totaal landen(groepen);2006;285369792.0;;318953347.0;;                    
143;Totaal goederengroepen.;Totaal landen(groepen);2007 januari;24469235.0;;27368922.0;;                    
144;Totaal goederengroepen.;Totaal landen(groepen);2007 februari;23763195.0;;26723325.0;;                    
145;Totaal goederengroepen.;Totaal landen(groepen);2007 maart;26469586.0;;30757846.0;;                    
146;Totaal goederengroepen.;Totaal landen(groepen);2007 april;24262128.0;;26722315.0;;                    
147;Totaal goederengroepen.;Totaal landen(groepen);2007 mei;26003258.0;;28335526.0;;                    
148;Totaal goederengroepen.;Totaal landen(groepen);2007 juni;25729777.0;;29256714.0;;                    
149;Totaal goederengroepen.;Totaal landen(groepen);2007 juli;25094386.0;;27864237.0;;                    
150;Totaal goederengroepen.;Totaal landen(groepen);2007 augustus;24879511.0;;27638749.0;;                    
151;Totaal goederengroepen.;Totaal landen(groepen);2007 september;25436497.0;;29305829.0;;                    
152;Totaal goederengroepen.;Totaal landen(groepen);2007 oktober;27745143.0;;31916164.0;;                    
153;Totaal goederengroepen.;Totaal landen(groepen);2007 november;28232502.0;;32910158.0;;                    
154;Totaal goederengroepen.;Totaal landen(groepen);2007 december;25188968.0;;28701669.0;;                    
155;Totaal goederengroepen.;Totaal landen(groepen);2007;307274186.0;;347501454.0;;                    
156;Totaal goederengroepen.;Totaal landen(groepen);2008 januari;28099178.0;;31023984.0;;                    
157;Totaal goederengroepen.;Totaal landen(groepen);2008 februari;27899280.0;;31067622.0;;                    
158;Totaal goederengroepen.;Totaal landen(groepen);2008 maart;28077384.0;;31617917.0;;                    
159;Totaal goederengroepen.;Totaal landen(groepen);2008 april;28478372.0;;32018882.0;;                    
160;Totaal goederengroepen.;Totaal landen(groepen);2008 mei;28155509.0;;30466230.0;;                    
161;Totaal goederengroepen.;Totaal landen(groepen);2008 juni;29217571.0;;31959623.0;;                    
162;Totaal goederengroepen.;Totaal landen(groepen);2008 juli;28781464.0;;31388599.0;;                    
163;Totaal goederengroepen.;Totaal landen(groepen);2008 augustus;27077983.0;;28861854.0;;                    
164;Totaal goederengroepen.;Totaal landen(groepen);2008 september;30030792.0;;33142730.0;;                    
165;Totaal goederengroepen.;Totaal landen(groepen);2008 oktober;29578336.0;;33349610.0;;                    
166;Totaal goederengroepen.;Totaal landen(groepen);2008 november;26531002.0;;29078492.0;;                    
167;Totaal goederengroepen.;Totaal landen(groepen);2008 december;23994446.0;;26504797.0;;                    
168;Totaal goederengroepen.;Totaal landen(groepen);2008;335921317.0;;370480340.0;;                    
169;Totaal goederengroepen.;Totaal landen(groepen);2009 januari;22066340.0;;24974290.0;;                    
170;Totaal goederengroepen.;Totaal landen(groepen);2009 februari;21817270.0;;24642950.0;;                    
171;Totaal goederengroepen.;Totaal landen(groepen);2009 maart;23786287.0;;26625535.0;;                    
172;Totaal goederengroepen.;Totaal landen(groepen);2009 april;21550358.0;;23976016.0;;                    
173;Totaal goederengroepen.;Totaal landen(groepen);2009 mei;21309221.0;;23897106.0;;                    
174;Totaal goederengroepen.;Totaal landen(groepen);2009 juni;22394223.0;;25581868.0;;                    
175;Totaal goederengroepen.;Totaal landen(groepen);2009 juli;22905589.0;;25973341.0;;                    
176;Totaal goederengroepen.;Totaal landen(groepen);2009 augustus;21429711.0;;23528445.0;;                    
177;Totaal goederengroepen.;Totaal landen(groepen);2009 september;23491569.0;;27489751.0;;                    
178;Totaal goederengroepen.;Totaal landen(groepen);2009 oktober;24143158.0;;28052338.0;;                    
179;Totaal goederengroepen.;Totaal landen(groepen);2009 november;24437430.0;;27912179.0;;                    
180;Totaal goederengroepen.;Totaal landen(groepen);2009 december;24688891.0;;26705265.0;;                    
181;Totaal goederengroepen.;Totaal landen(groepen);2009;274020047.0;;309359084.0;;                    
182;Totaal goederengroepen.;Totaal landen(groepen);2010 januari;24568841.0;;26787545.0;;                    
183;Totaal goederengroepen.;Totaal landen(groepen);2010 februari;23753659.0;;27599019.0;;                    
184;Totaal goederengroepen.;Totaal landen(groepen);2010 maart;28472274.0;;32769273.0;;                    
185;Totaal goederengroepen.;Totaal landen(groepen);2010 april;27050583.0;;29621900.0;;                    
186;Totaal goederengroepen.;Totaal landen(groepen);2010 mei;27080713.0;;29299021.0;;                    
187;Totaal goederengroepen.;Totaal landen(groepen);2010 juni;29634122.0;;32151783.0;;                    
188;Totaal goederengroepen.;Totaal landen(groepen);2010 juli;27714893.0;;30698865.0;;                    
189;Totaal goederengroepen.;Totaal landen(groepen);2010 augustus;26372096.0;;29461904.0;;                    
190;Totaal goederengroepen.;Totaal landen(groepen);2010 september;28008366.0;;32707867.0;;                    
191;Totaal goederengroepen.;Totaal landen(groepen);2010 oktober;29471590.0;;32822287.0;;                    
192;Totaal goederengroepen.;Totaal landen(groepen);2010 november;30004794.0;;34071966.0;;                    
193;Totaal goederengroepen.;Totaal landen(groepen);2010 december;29776456.0;;33549752.0;;                    
194;Totaal goederengroepen.;Totaal landen(groepen);2010;331908387.0;;371541182.0;;                    
195;Totaal goederengroepen.;Totaal EU;1996 januari;7255110.0;;10078028.0;;                    
196;Totaal goederengroepen.;Totaal EU;1996 februari;7297910.0;;9797736.0;;                    
197;Totaal goederengroepen.;Totaal EU;1996 maart;8019784.0;;10935333.0;;                    
198;Totaal goederengroepen.;Totaal EU;1996 april;7217662.0;;9625422.0;;                    
199;Totaal goederengroepen.;Totaal EU;1996 mei;7394536.0;;10096052.0;;                    
200;Totaal goederengroepen.;Totaal EU;1996 juni;7393161.0;;10039131.0;;                    
201;Totaal goederengroepen.;Totaal EU;1996 juli;7220003.0;;9556343.0;;                    
202;Totaal goederengroepen.;Totaal EU;1996 augustus;6480810.0;;8992831.0;;                    
203;Totaal goederengroepen.;Totaal EU;1996 september;7662311.0;;10573630.0;;                    
204;Totaal goederengroepen.;Totaal EU;1996 oktober;8259236.0;;10885750.0;;                    
205;Totaal goederengroepen.;Totaal EU;1996 november;7709818.0;;10656032.0;;                    
206;Totaal goederengroepen.;Totaal EU;1996 december;7705967.0;;10537154.0;;                    
207;Totaal goederengroepen.;Totaal EU;1996;89616308.0;;121773441.0;;                    
208;Totaal goederengroepen.;Totaal EU;1997 januari;7640274.0;;10831521.0;;                    
209;Totaal goederengroepen.;Totaal EU;1997 februari;7820979.0;;10582458.0;;                    
210;Totaal goederengroepen.;Totaal EU;1997 maart;8364353.0;;11221299.0;;                    
211;Totaal goederengroepen.;Totaal EU;1997 april;8287517.0;;11057401.0;;                    
212;Totaal goederengroepen.;Totaal EU;1997 mei;7878145.0;;10650209.0;;                    
213;Totaal goederengroepen.;Totaal EU;1997 juni;8515177.0;;11239596.0;;                    
214;Totaal goederengroepen.;Totaal EU;1997 juli;8132173.0;;10568192.0;;                    
215;Totaal goederengroepen.;Totaal EU;1997 augustus;6886427.0;;9821359.0;;                    
216;Totaal goederengroepen.;Totaal EU;1997 september;8603953.0;;12078403.0;;                    
217;Totaal goederengroepen.;Totaal EU;1997 oktober;8902387.0;;12468237.0;;                    
218;Totaal goederengroepen.;Totaal EU;1997 november;8464428.0;;11585211.0;;                    
219;Totaal goederengroepen.;Totaal EU;1997 december;8451801.0;;11528677.0;;                    
220;Totaal goederengroepen.;Totaal EU;1997;97947616.0;;133632565.0;;                    
221;Totaal goederengroepen.;Totaal EU;1998 januari;7995519.0;;11523303.0;;                    
222;Totaal goederengroepen.;Totaal EU;1998 februari;8324818.0;;11535825.0;;                    
223;Totaal goederengroepen.;Totaal EU;1998 maart;9266290.0;;13036723.0;;                    
224;Totaal goederengroepen.;Totaal EU;1998 april;8679443.0;;11684258.0;;                    
225;Totaal goederengroepen.;Totaal EU;1998 mei;8316800.0;;11296850.0;;                    
226;Totaal goederengroepen.;Totaal EU;1998 juni;8889600.0;;11909566.0;;                    
227;Totaal goederengroepen.;Totaal EU;1998 juli;8375168.0;;11405921.0;;                    
228;Totaal goederengroepen.;Totaal EU;1998 augustus;6966189.0;;9984448.0;;                    
229;Totaal goederengroepen.;Totaal EU;1998 september;8615960.0;;12540598.0;;                    
230;Totaal goederengroepen.;Totaal EU;1998 oktober;8764868.0;;12396040.0;;                    
231;Totaal goederengroepen.;Totaal EU;1998 november;8746080.0;;12076200.0;;                    
232;Totaal goederengroepen.;Totaal EU;1998 december;8547869.0;;11854453.0;;                    
233;Totaal goederengroepen.;Totaal EU;1998;101488606.0;;141244184.0;;                    
234;Totaal goederengroepen.;Totaal EU;1999 januari;7725918.0;;11004875.0;;                    
235;Totaal goederengroepen.;Totaal EU;1999 februari;8058074.0;;11026705.0;;                    
236;Totaal goederengroepen.;Totaal EU;1999 maart;9413801.0;;13427603.0;;                    
237;Totaal goederengroepen.;Totaal EU;1999 april;8510225.0;;11603485.0;;                    
238;Totaal goederengroepen.;Totaal EU;1999 mei;8222203.0;;11319148.0;;                    
239;Totaal goederengroepen.;Totaal EU;1999 juni;9034428.0;;12742577.0;;                    
240;Totaal goederengroepen.;Totaal EU;1999 juli;8459428.0;;11364246.0;;                    
241;Totaal goederengroepen.;Totaal EU;1999 augustus;7494388.0;;10943935.0;;                    
242;Totaal goederengroepen.;Totaal EU;1999 september;9258931.0;;13341638.0;;                    
243;Totaal goederengroepen.;Totaal EU;1999 oktober;9175452.0;;13178514.0;;                    
244;Totaal goederengroepen.;Totaal EU;1999 november;9757822.0;;13819683.0;;                    
245;Totaal goederengroepen.;Totaal EU;1999 december;9788970.0;;13699477.0;;                    
246;Totaal goederengroepen.;Totaal EU;1999;104899640.0;;147471884.0;;                    
247;Totaal goederengroepen.;Totaal EU;2000 januari;8672002.0;;12864714.0;;                    
248;Totaal goederengroepen.;Totaal EU;2000 februari;9576665.0;;13979945.0;;                    
249;Totaal goederengroepen.;Totaal EU;2000 maart;10718821.0;;15910232.0;;                    
250;Totaal goederengroepen.;Totaal EU;2000 april;9302818.0;;13545111.0;;                    
251;Totaal goederengroepen.;Totaal EU;2000 mei;10302627.0;;15255993.0;;                    
252;Totaal goederengroepen.;Totaal EU;2000 juni;9796298.0;;14671371.0;;                    
253;Totaal goederengroepen.;Totaal EU;2000 juli;9147803.0;;13748008.0;;                    
254;Totaal goederengroepen.;Totaal EU;2000 augustus;9019645.0;;14395524.0;;                    
255;Totaal goederengroepen.;Totaal EU;2000 september;9884099.0;;15890410.0;;                    
256;Totaal goederengroepen.;Totaal EU;2000 oktober;10624866.0;;16203668.0;;                    
257;Totaal goederengroepen.;Totaal EU;2000 november;11178204.0;;16928022.0;;                    
258;Totaal goederengroepen.;Totaal EU;2000 december;10495966.0;;15580124.0;;                    
259;Totaal goederengroepen.;Totaal EU;2000;118719813.0;;178973123.0;;                    
260;Totaal goederengroepen.;Totaal EU;2001 januari;10297632.0;;16124764.0;;                    
261;Totaal goederengroepen.;Totaal EU;2001 februari;10116148.0;;15496897.0;;                    
262;Totaal goederengroepen.;Totaal EU;2001 maart;11003010.0;;17688865.0;;                    
263;Totaal goederengroepen.;Totaal EU;2001 april;9616228.0;;15074122.0;;                    
264;Totaal goederengroepen.;Totaal EU;2001 mei;10427645.0;;16398008.0;;                    
265;Totaal goederengroepen.;Totaal EU;2001 juni;10346664.0;;16403818.0;;                    
266;Totaal goederengroepen.;Totaal EU;2001 juli;9614274.0;;14399265.0;;                    
267;Totaal goederengroepen.;Totaal EU;2001 augustus;8935314.0;;14172858.0;;                    
268;Totaal goederengroepen.;Totaal EU;2001 september;9582137.0;;15546764.0;;                    
269;Totaal goederengroepen.;Totaal EU;2001 oktober;10089856.0;;15854807.0;;                    
270;Totaal goederengroepen.;Totaal EU;2001 november;9969313.0;;15535983.0;;                    
271;Totaal goederengroepen.;Totaal EU;2001 december;9271573.0;;14617530.0;;                    
272;Totaal goederengroepen.;Totaal EU;2001;119269794.0;;187313681.0;;                    
273;Totaal goederengroepen.;Totaal EU;2002 januari;9356104.0;;14270574.0;;                    
274;Totaal goederengroepen.;Totaal EU;2002 februari;9337401.0;;14013328.0;;                    
275;Totaal goederengroepen.;Totaal EU;2002 maart;10149051.0;;15911567.0;;                    
276;Totaal goederengroepen.;Totaal EU;2002 april;9788154.0;;14289806.0;;                    
277;Totaal goederengroepen.;Totaal EU;2002 mei;9769985.0;;14744201.0;;                    
278;Totaal goederengroepen.;Totaal EU;2002 juni;9911241.0;;14721293.0;;                    
279;Totaal goederengroepen.;Totaal EU;2002 juli;9429461.0;;13917830.0;;                    
280;Totaal goederengroepen.;Totaal EU;2002 augustus;8774941.0;;13263407.0;;                    
281;Totaal goederengroepen.;Totaal EU;2002 september;10189022.0;;15660296.0;;                    
282;Totaal goederengroepen.;Totaal EU;2002 oktober;10529356.0;;15628566.0;;                    
283;Totaal goederengroepen.;Totaal EU;2002 november;9913741.0;;15113088.0;;                    
284;Totaal goederengroepen.;Totaal EU;2002 december;9789524.0;;14525957.0;;                    
285;Totaal goederengroepen.;Totaal EU;2002;116937981.0;;176059913.0;;                    
286;Totaal goederengroepen.;Totaal EU;2003 januari;9624597.0;;15131886.0;;                    
287;Totaal goederengroepen.;Totaal EU;2003 februari;9728969.0;;14907991.0;;                    
288;Totaal goederengroepen.;Totaal EU;2003 maart;10589133.0;;16167474.0;;                    
289;Totaal goederengroepen.;Totaal EU;2003 april;9610743.0;;14122165.0;;                    
290;Totaal goederengroepen.;Totaal EU;2003 mei;9388324.0;;13985123.0;;                    
291;Totaal goederengroepen.;Totaal EU;2003 juni;9509765.0;;14236373.0;;                    
292;Totaal goederengroepen.;Totaal EU;2003 juli;9690470.0;;13921080.0;;                    
293;Totaal goederengroepen.;Totaal EU;2003 augustus;8434079.0;;12394057.0;;                    
294;Totaal goederengroepen.;Totaal EU;2003 september;9843826.0;;15454369.0;;                    
295;Totaal goederengroepen.;Totaal EU;2003 oktober;10600852.0;;16145595.0;;                    
296;Totaal goederengroepen.;Totaal EU;2003 november;9942243.0;;15106970.0;;                    
297;Totaal goederengroepen.;Totaal EU;2003 december;10229456.0;;14593260.0;;                    
298;Totaal goederengroepen.;Totaal EU;2003;117192457.0;;176166343.0;;                    
