ID;Goederengroepen;LandenGroepen;Perioden;Invoerwaarde_1;Invoerhoeveelheid_2;Uitvoerwaarde_3;Uitvoerhoeveelheid_4;Eenheid_5
0;Totaal goederengroepen.;Totaal landen(groepen);1996 januari;11454508.0;;12580801.0;;                    
1;Totaal goederengroepen.;Totaal landen(groepen);1996 februari;11145459.0;;12413300.0;;                    
2;Totaal goederengroepen.;Totaal landen(groepen);1996 maart;12157966.0;;13671669.0;;                    
3;Totaal goederengroepen.;Totaal landen(groepen);1996 april;11203138.0;;12006122.0;;                    
4;Totaal goederengroepen.;Totaal landen(groepen);1996 mei;11571328.0;;12653160.0;;                    
5;Totaal goederengroepen.;Totaal landen(groepen);1996 juni;11341884.0;;12773525.0;;                    
6;Totaal goederengroepen.;Totaal landen(groepen);1996 juli;11239792.0;;12315217.0;;                    
7;Totaal goederengroepen.;Totaal landen(groepen);1996 augustus;10375396.0;;11543416.0;;                    
8;Totaal goederengroepen.;Totaal landen(groepen);1996 september;11840621.0;;13230168.0;;                    
9;Totaal goederengroepen.;Totaal landen(groepen);1996 oktober;13097886.0;;13765441.0;;                    
10;Totaal goederengroepen.;Totaal landen(groepen);1996 november;12370579.0;;13473986.0;;                    
11;Totaal goederengroepen.;Totaal landen(groepen);1996 december;12114386.0;;13325632.0;;                    
12;Totaal goederengroepen.;Totaal landen(groepen);1996;139912941.0;;153752438.0;;                    
13;Totaal goederengroepen.;Totaal landen(groepen);1997 januari;12461694.0;;13546218.0;;                    
14;Totaal goederengroepen.;Totaal landen(groepen);1997 februari;12376141.0;;13421663.0;;                    
15;Totaal goederengroepen.;Totaal landen(groepen);1997 maart;13041479.0;;14196000.0;;                    
16;Totaal goederengroepen.;Totaal landen(groepen);1997 april;13226379.0;;14175356.0;;                    
17;Totaal goederengroepen.;Totaal landen(groepen);1997 mei;12619646.0;;13720012.0;;                    
18;Totaal goederengroepen.;Totaal landen(groepen);1997 juni;13286718.0;;14504139.0;;                    
19;Totaal goederengroepen.;Totaal landen(groepen);1997 juli;12985490.0;;13886093.0;;                    
20;Totaal goederengroepen.;Totaal landen(groepen);1997 augustus;11653684.0;;12847233.0;;                    
21;Totaal goederengroepen.;Totaal landen(groepen);1997 september;14076262.0;;15465363.0;;                    
22;Totaal goederengroepen.;Totaal landen(groepen);1997 oktober;14585973.0;;15853491.0;;                    
23;Totaal goederengroepen.;Totaal landen(groepen);1997 november;13646779.0;;14847342.0;;                    
24;Totaal goederengroepen.;Totaal landen(groepen);1997 december;13471113.0;;14957254.0;;                    
25;Totaal goederengroepen.;Totaal landen(groepen);1997;157431359.0;;171420163.0;;                    
26;Totaal goederengroepen.;Totaal landen(groepen);1998 januari;13633724.0;;14496953.0;;                    
27;Totaal goederengroepen.;Totaal landen(groepen);1998 februari;13668676.0;;14692150.0;;                    
28;Totaal goederengroepen.;Totaal landen(groepen);1998 maart;15297124.0;;16550331.0;;                    
29;Totaal goederengroepen.;Totaal landen(groepen);1998 april;14034650.0;;14946876.0;;                    
30;Totaal goederengroepen.;Totaal landen(groepen);1998 mei;13453556.0;;14461782.0;;                    
31;Totaal goederengroepen.;Totaal landen(groepen);1998 juni;14727968.0;;15441924.0;;                    
32;Totaal goederengroepen.;Totaal landen(groepen);1998 juli;13695120.0;;15022725.0;;                    
33;Totaal goederengroepen.;Totaal landen(groepen);1998 augustus;12220069.0;;12940414.0;;                    
34;Totaal goederengroepen.;Totaal landen(groepen);1998 september;14587152.0;;15838954.0;;                    
35;Totaal goederengroepen.;Totaal landen(groepen);1998 oktober;14592217.0;;15781951.0;;                    
36;Totaal goederengroepen.;Totaal landen(groepen);1998 november;14426657.0;;15356542.0;;                    
37;Totaal goederengroepen.;Totaal landen(groepen);1998 december;14066556.0;;15195507.0;;                    
38;Totaal goederengroepen.;Totaal landen(groepen);1998;168403470.0;;180726110.0;;                    
39;Totaal goederengroepen.;Totaal landen(groepen);1999 januari;13194349.0;;13812358.0;;                    
40;Totaal goederengroepen.;Totaal landen(groepen);1999 februari;13314772.0;;13876495.0;;                    
41;Totaal goederengroepen.;Totaal landen(groepen);1999 maart;15939183.0;;17089467.0;;                    
42;Totaal goederengroepen.;Totaal landen(groepen);1999 april;14225971.0;;14870369.0;;                    
43;Totaal goederengroepen.;Totaal landen(groepen);1999 mei;14003957.0;;14489312.0;;                    
44;Totaal goederengroepen.;Totaal landen(groepen);1999 juni;15202541.0;;16150288.0;;                    
45;Totaal goederengroepen.;Totaal landen(groepen);1999 juli;14416273.0;;14834126.0;;                    
46;Totaal goederengroepen.;Totaal landen(groepen);1999 augustus;13481806.0;;14005867.0;;                    
47;Totaal goederengroepen.;Totaal landen(groepen);1999 september;16002829.0;;16993178.0;;                    
48;Totaal goederengroepen.;Totaal landen(groepen);1999 oktober;15644355.0;;16961130.0;;                    
49;Totaal goederengroepen.;Totaal landen(groepen);1999 november;16624524.0;;17776629.0;;                    
50;Totaal goederengroepen.;Totaal landen(groepen);1999 december;16668738.0;;17738964.0;;                    
51;Totaal goederengroepen.;Totaal landen(groepen);1999;178719297.0;;188598184.0;;                    
52;Totaal goederengroepen.;Totaal landen(groepen);2000 januari;15465346.0;;16302427.0;;                    
53;Totaal goederengroepen.;Totaal landen(groepen);2000 februari;16815254.0;;17828700.0;;                    
54;Totaal goederengroepen.;Totaal landen(groepen);2000 maart;18675108.0;;20352618.0;;                    
55;Totaal goederengroepen.;Totaal landen(groepen);2000 april;16453621.0;;17370767.0;;                    
56;Totaal goederengroepen.;Totaal landen(groepen);2000 mei;18396951.0;;19897287.0;;                    
57;Totaal goederengroepen.;Totaal landen(groepen);2000 juni;17940700.0;;19042512.0;;                    
58;Totaal goederengroepen.;Totaal landen(groepen);2000 juli;16719452.0;;17914663.0;;                    
59;Totaal goederengroepen.;Totaal landen(groepen);2000 augustus;16766676.0;;18720257.0;;                    
60;Totaal goederengroepen.;Totaal landen(groepen);2000 september;18890858.0;;20694619.0;;                    
61;Totaal goederengroepen.;Totaal landen(groepen);2000 oktober;20021861.0;;21273756.0;;                    
62;Totaal goederengroepen.;Totaal landen(groepen);2000 november;20805868.0;;22151665.0;;                    
63;Totaal goederengroepen.;Totaal landen(groepen);2000 december;19105608.0;;20304337.0;;                    
64;Totaal goederengroepen.;Totaal landen(groepen);2000;216057302.0;;231853610.0;;                    
65;Totaal goederengroepen.;Totaal landen(groepen);2001 januari;19266558.0;;20616598.0;;                    
66;Totaal goederengroepen.;Totaal landen(groepen);2001 februari;17995217.0;;19869038.0;;                    
67;Totaal goederengroepen.;Totaal landen(groepen);2001 maart;20224166.0;;22492880.0;;                    
68;Totaal goederengroepen.;Totaal landen(groepen);2001 april;17747570.0;;19370946.0;;                    
69;Totaal goederengroepen.;Totaal landen(groepen);2001 mei;19055045.0;;21032629.0;;                    
70;Totaal goederengroepen.;Totaal landen(groepen);2001 juni;18889972.0;;21007086.0;;                    
71;Totaal goederengroepen.;Totaal landen(groepen);2001 juli;17790909.0;;18877954.0;;                    
72;Totaal goederengroepen.;Totaal landen(groepen);2001 augustus;17012666.0;;18460830.0;;                    
73;Totaal goederengroepen.;Totaal landen(groepen);2001 september;17386077.0;;19709913.0;;                    
74;Totaal goederengroepen.;Totaal landen(groepen);2001 oktober;18449475.0;;20701023.0;;                    
75;Totaal goederengroepen.;Totaal landen(groepen);2001 november;18128492.0;;20287133.0;;                    
76;Totaal goederengroepen.;Totaal landen(groepen);2001 december;16383294.0;;18911362.0;;                    
77;Totaal goederengroepen.;Totaal landen(groepen);2001;218329441.0;;241337392.0;;                    
78;Totaal goederengroepen.;Totaal landen(groepen);2002 januari;16647223.0;;18341237.0;;                    
79;Totaal goederengroepen.;Totaal landen(groepen);2002 februari;16157360.0;;18364285.0;;                    
80;Totaal goederengroepen.;Totaal landen(groepen);2002 maart;18179909.0;;20783028.0;;                    
81;Totaal goederengroepen.;Totaal landen(groepen);2002 april;17649966.0;;18939002.0;;                    
82;Totaal goederengroepen.;Totaal landen(groepen);2002 mei;17127043.0;;19665784.0;;                    
83;Totaal goederengroepen.;Totaal landen(groepen);2002 juni;17123835.0;;19600280.0;;                    
84;Totaal goederengroepen.;Totaal landen(groepen);2002 juli;16507998.0;;18771123.0;;                    
85;Totaal goederengroepen.;Totaal landen(groepen);2002 augustus;15786587.0;;17808715.0;;                    
86;Totaal goederengroepen.;Totaal landen(groepen);2002 september;17507577.0;;20392983.0;;                    
87;Totaal goederengroepen.;Totaal landen(groepen);2002 oktober;18677081.0;;20820013.0;;                    
88;Totaal goederengroepen.;Totaal landen(groepen);2002 november;17512854.0;;20096373.0;;                    
89;Totaal goederengroepen.;Totaal landen(groepen);2002 december;16697191.0;;19119068.0;;                    
90;Totaal goederengroepen.;Totaal landen(groepen);2002;205574624.0;;232701891.0;;                    
91;Totaal goederengroepen.;Totaal landen(groepen);2003 januari;17502845.0;;19788203.0;;                    
92;Totaal goederengroepen.;Totaal landen(groepen);2003 februari;17135990.0;;19420583.0;;                    
93;Totaal goederengroepen.;Totaal landen(groepen);2003 maart;18499843.0;;21024850.0;;                    
94;Totaal goederengroepen.;Totaal landen(groepen);2003 april;16934106.0;;18803350.0;;                    
95;Totaal goederengroepen.;Totaal landen(groepen);2003 mei;16567257.0;;18882153.0;;                    
96;Totaal goederengroepen.;Totaal landen(groepen);2003 juni;16267355.0;;18783149.0;;                    
97;Totaal goederengroepen.;Totaal landen(groepen);2003 juli;16624427.0;;18613174.0;;                    
98;Totaal goederengroepen.;Totaal landen(groepen);2003 augustus;15130132.0;;16784383.0;;                    
99;Totaal goederengroepen.;Totaal landen(groepen);2003 september;17532093.0;;20795077.0;;                    
100;Totaal goederengroepen.;Totaal landen(groepen);2003 oktober;18897046.0;;21561045.0;;                    
101;Totaal goederengroepen.;Totaal landen(groepen);2003 november;17638960.0;;19996486.0;;                    
102;Totaal goederengroepen.;Totaal landen(groepen);2003 december;18136733.0;;19713638.0;;                    
103;Totaal goederengroepen.;Totaal landen(groepen);2003;206866787.0;;234166091.0;;                    
104;Totaal goederengroepen.;Totaal landen(groepen);2004 januari;16973493.0;;19116138.0;;                    
105;Totaal goederengroepen.;Totaal landen(groepen);2004 februari;17345353.0;;19309626.0;;                    
106;Totaal goederengroepen.;Totaal landen(groepen);2004 maart;20238848.0;;22760331.0;;                    
107;Totaal goederengroepen.;Totaal landen(groepen);2004 april;18223201.0;;20350357.0;;                    
108;Totaal goederengroepen.;Totaal landen(groepen);2004 mei;17821837.0;;19724480.0;;                    
109;Totaal goederengroepen.;Totaal landen(groepen);2004 juni;19684056.0;;22388185.0;;                    
110;Totaal goederengroepen.;Totaal landen(groepen);2004 juli;18391655.0;;20812233.0;;                    
111;Totaal goederengroepen.;Totaal landen(groepen);2004 augustus;18186091.0;;19593802.0;;                    
112;Totaal goederengroepen.;Totaal landen(groepen);2004 september;19896955.0;;23209461.0;;                    
113;Totaal goederengroepen.;Totaal landen(groepen);2004 oktober;20189196.0;;22835096.0;;                    
114;Totaal goederengroepen.;Totaal landen(groepen);2004 november;20739130.0;;23138694.0;;                    
115;Totaal goederengroepen.;Totaal landen(groepen);2004 december;20557330.0;;22422080.0;;                    
116;Totaal goederengroepen.;Totaal landen(groepen);2004;228247145.0;;255660483.0;;                    
117;Totaal goederengroepen.;Totaal landen(groepen);2005 januari;18715040.0;;21100399.0;;                    
118;Totaal goederengroepen.;Totaal landen(groepen);2005 februari;18703544.0;;21272396.0;;                    
119;Totaal goederengroepen.;Totaal landen(groepen);2005 maart;21076443.0;;24217668.0;;                    
120;Totaal goederengroepen.;Totaal landen(groepen);2005 april;20290636.0;;23128630.0;;                    
121;Totaal goederengroepen.;Totaal landen(groepen);2005 mei;19338258.0;;22232002.0;;                    
122;Totaal goederengroepen.;Totaal landen(groepen);2005 juni;20868309.0;;23708889.0;;                    
123;Totaal goederengroepen.;Totaal landen(groepen);2005 juli;20149483.0;;22155795.0;;                    
124;Totaal goederengroepen.;Totaal landen(groepen);2005 augustus;20408509.0;;22315276.0;;                    
125;Totaal goederengroepen.;Totaal landen(groepen);2005 september;22330693.0;;25426071.0;;                    
126;Totaal goederengroepen.;Totaal landen(groepen);2005 oktober;22283993.0;;24916161.0;;                    
127;Totaal goederengroepen.;Totaal landen(groepen);2005 november;23044819.0;;25913779.0;;                    
128;Totaal goederengroepen.;Totaal landen(groepen);2005 december;22635046.0;;24913076.0;;                    
129;Totaal goederengroepen.;Totaal landen(groepen);2005;249844773.0;;281300142.0;;                    
130;Totaal goederengroepen.;Totaal landen(groepen);2006 januari;22775850.0;;24921109.0;;                    
131;Totaal goederengroepen.;Totaal landen(groepen);2006 februari;21509474.0;;24701682.0;;                    
132;Totaal goederengroepen.;Totaal landen(groepen);2006 maart;25392437.0;;29255284.0;;                    
133;Totaal goederengroepen.;Totaal landen(groepen);2006 april;22442086.0;;24908112.0;;                    
134;Totaal goederengroepen.;Totaal landen(groepen);2006 mei;24214963.0;;26420421.0;;                    
135;Totaal goederengroepen.;Totaal landen(groepen);2006 juni;24103431.0;;27202153.0;;                    
136;Totaal goederengroepen.;Totaal landen(groepen);2006 juli;22782249.0;;24361560.0;;                    
137;Totaal goederengroepen.;Totaal landen(groepen);2006 augustus;23178057.0;;25403972.0;;                    
138;Totaal goederengroepen.;Totaal landen(groepen);2006 september;24147563.0;;27460352.0;;                    
