ID;RegioS;Perioden;TotaalAlleDoodsoorzaken_1;Nieuwvormingen_2;ZiektenVanHartEnVaatstelsel_3;UitwendigeDoodsoorzaken_4;OverigeDoodsoorzaken_5;Gemeente_6;Landsdeel_7;Provincie_8;COROPGebied_9;GrootstedelijkeAgglomeratie_10;Stadsgewest_11
2333;Den Dungen;1994;31.0;6.0;13.0;2.0;10.0;0768;4;30;35;  ;  
2334;Den Dungen;1995;25.0;7.0;8.0;3.0;7.0;0768;4;30;35;  ;  
2335;Den Dungen;1996;;;;;;;;;;;
2336;Den Dungen;1997;;;;;;;;;;;
2337;Den Dungen;1998;;;;;;;;;;;
2338;Den Dungen;1999;;;;;;;;;;;
2339;Den Dungen;2000;;;;;;;;;;;
2340;Den Dungen;2001;;;;;;;;;;;
2341;Den Dungen;2002;;;;;;;;;;;
2342;Den Dungen;2003;;;;;;;;;;;
2343;Den Dungen;2004;;;;;;;;;;;
2344;Den Dungen;2005;;;;;;;;;;;
2345;Den Dungen;2006;;;;;;;;;;;
2346;Den Ham;1990;108.0;28.0;51.0;4.0;25.0;0159;2;23;12;  ;  
2347;Den Ham;1991;114.0;30.0;54.0;2.0;28.0;0159;2;23;12;  ;  
2348;Den Ham;1992;103.0;29.0;35.0;3.0;36.0;0159;2;23;12;  ;  
2349;Den Ham;1993;124.0;35.0;47.0;5.0;37.0;0159;2;23;12;  ;  
2350;Den Ham;1994;120.0;33.0;54.0;4.0;29.0;0159;2;23;12;  ;  
2351;Den Ham;1995;127.0;38.0;54.0;6.0;29.0;0159;2;23;12;  ;  
2352;Den Ham;1996;116.0;29.0;51.0;8.0;28.0;0159;2;23;12;  ;  
2353;Den Ham;1997;120.0;38.0;47.0;7.0;28.0;0159;2;23;12;  ;  
2354;Den Ham;1998;124.0;31.0;46.0;3.0;44.0;0159;2;23;12;  ;  
2355;Den Ham;1999;117.0;32.0;49.0;3.0;33.0;0159;2;23;12;  ;  
2356;Den Ham;2000;138.0;42.0;45.0;6.0;45.0;0159;2;23;12;00;00
2357;Den Ham;2001;;;;;;;;;;;
2358;Den Ham;2002;;;;;;;;;;;
2359;Den Ham;2003;;;;;;;;;;;
2360;Den Ham;2004;;;;;;;;;;;
2361;Den Ham;2005;;;;;;;;;;;
2362;Den Ham;2006;;;;;;;;;;;
2363;Den Helder;1990;498.0;140.0;201.0;17.0;140.0;0400;3;27;18;  ;  
2364;Den Helder;1991;480.0;147.0;185.0;17.0;131.0;0400;3;27;18;  ;  
2365;Den Helder;1992;512.0;148.0;199.0;25.0;140.0;0400;3;27;18;  ;  
2366;Den Helder;1993;526.0;144.0;211.0;26.0;145.0;0400;3;27;18;  ;  
2367;Den Helder;1994;500.0;121.0;216.0;21.0;142.0;0400;3;27;18;  ;  
2368;Den Helder;1995;526.0;164.0;196.0;21.0;145.0;0400;3;27;18;  ;  
2369;Den Helder;1996;492.0;147.0;191.0;18.0;136.0;0400;3;27;18;  ;  
2370;Den Helder;1997;557.0;135.0;246.0;22.0;154.0;0400;3;27;18;  ;  
2371;Den Helder;1998;546.0;150.0;213.0;20.0;163.0;0400;3;27;18;  ;  
2372;Den Helder;1999;563.0;166.0;197.0;19.0;181.0;0400;3;27;18;  ;  
2373;Den Helder;2000;562.0;157.0;222.0;26.0;157.0;0400;3;27;18;00;00
2374;Den Helder;2001;603.0;181.0;204.0;22.0;196.0;0400;3;27;18;00;00
2375;Den Helder;2002;607.0;171.0;217.0;23.0;196.0;0400;3;27;18;00;00
2376;Den Helder;2003;548.0;151.0;211.0;28.0;158.0;0400;3;27;18;00;00
2377;Den Helder;2004;503.0;154.0;159.0;24.0;166.0;0400;3;27;18;00;00
2378;Den Helder;2005;570.0;186.0;188.0;15.0;181.0;0400;3;27;18;00;00
2379;Den Helder;2006;573.0;167.0;194.0;11.0;201.0;0400;3;27;18;00;00
2380;Denekamp;1990;105.0;22.0;41.0;4.0;38.0;0149;2;23;12;  ;  
2381;Denekamp;1991;108.0;27.0;28.0;7.0;46.0;0149;2;23;12;  ;  
2382;Denekamp;1992;85.0;23.0;28.0;4.0;30.0;0149;2;23;12;  ;  
2383;Denekamp;1993;106.0;33.0;49.0;4.0;20.0;0149;2;23;12;  ;  
2384;Denekamp;1994;118.0;34.0;47.0;6.0;31.0;0149;2;23;12;  ;  
2385;Denekamp;1995;117.0;32.0;45.0;2.0;38.0;0149;2;23;12;  ;  
2386;Denekamp;1996;103.0;30.0;37.0;2.0;34.0;0149;2;23;12;  ;  
2387;Denekamp;1997;119.0;32.0;46.0;6.0;35.0;0149;2;23;12;  ;  
2388;Denekamp;1998;112.0;31.0;39.0;4.0;38.0;0149;2;23;12;  ;  
2389;Denekamp;1999;138.0;44.0;40.0;5.0;49.0;0149;2;23;12;  ;  
2390;Denekamp;2000;110.0;33.0;46.0;2.0;29.0;0149;2;23;12;00;00
2391;Denekamp;2001;219.0;72.0;74.0;7.0;66.0;0149;2;23;12;00;00
2392;Denekamp;2002;221.0;58.0;87.0;6.0;70.0;0149;2;23;12;00;00
2393;Denekamp;2003;;;;;;;;;;;
2394;Denekamp;2004;;;;;;;;;;;
2395;Denekamp;2005;;;;;;;;;;;
2396;Denekamp;2006;;;;;;;;;;;
2397;Deurne;1990;173.0;44.0;73.0;6.0;50.0;0762;4;30;36;  ;  
2398;Deurne;1991;189.0;67.0;67.0;16.0;39.0;0762;4;30;36;  ;  
2399;Deurne;1992;178.0;46.0;67.0;17.0;48.0;0762;4;30;36;  ;  
2400;Deurne;1993;181.0;61.0;66.0;5.0;49.0;0762;4;30;36;  ;  
2401;Deurne;1994;204.0;53.0;78.0;8.0;65.0;0762;4;30;36;  ;  
2402;Deurne;1995;213.0;58.0;80.0;13.0;62.0;0762;4;30;36;  ;  
2403;Deurne;1996;210.0;57.0;91.0;10.0;52.0;0762;4;30;36;  ;  
2404;Deurne;1997;221.0;58.0;84.0;12.0;67.0;0762;4;30;36;  ;  
2405;Deurne;1998;213.0;62.0;72.0;11.0;68.0;0762;4;30;36;  ;  
2406;Deurne;1999;212.0;75.0;72.0;11.0;54.0;0762;4;30;36;  ;  
2407;Deurne;2000;199.0;61.0;76.0;5.0;57.0;0762;4;30;36;00;00
2408;Deurne;2001;215.0;55.0;79.0;8.0;73.0;0762;4;30;36;00;00
2409;Deurne;2002;226.0;66.0;68.0;11.0;81.0;0762;4;30;36;00;00
2410;Deurne;2003;253.0;89.0;81.0;14.0;69.0;0762;4;30;36;00;00
2411;Deurne;2004;225.0;67.0;78.0;11.0;69.0;0762;4;30;36;00;00
2412;Deurne;2005;223.0;71.0;72.0;9.0;71.0;0762;4;30;36;00;00
2413;Deurne;2006;206.0;82.0;51.0;4.0;69.0;0762;4;30;36;00;00
2414;Deventer;1990;648.0;184.0;244.0;27.0;193.0;0150;2;23;11;  ;  
2415;Deventer;1991;663.0;191.0;243.0;28.0;201.0;0150;2;23;11;  ;  
2416;Deventer;1992;651.0;207.0;211.0;31.0;202.0;0150;2;23;11;  ;  
2417;Deventer;1993;636.0;167.0;215.0;21.0;233.0;0150;2;23;11;  ;  
2418;Deventer;1994;678.0;178.0;256.0;32.0;212.0;0150;2;23;11;  ;  
2419;Deventer;1995;691.0;177.0;239.0;29.0;246.0;0150;2;23;11;  ;  
2420;Deventer;1996;710.0;183.0;246.0;26.0;255.0;0150;2;23;11;  ;  
2421;Deventer;1997;704.0;198.0;230.0;26.0;250.0;0150;2;23;11;  ;  
2422;Deventer;1998;711.0;210.0;218.0;29.0;254.0;0150;2;23;11;  ;  
2423;Deventer;1999;815.0;233.0;267.0;36.0;279.0;0150;2;23;11;  ;  
2424;Deventer;2000;794.0;200.0;273.0;31.0;290.0;0150;2;23;11;00;00
2425;Deventer;2001;834.0;221.0;258.0;36.0;319.0;0150;2;23;11;00;00
2426;Deventer;2002;839.0;231.0;268.0;32.0;308.0;0150;2;23;11;00;00
2427;Deventer;2003;809.0;228.0;230.0;31.0;320.0;0150;2;23;11;00;00
2428;Deventer;2004;845.0;231.0;265.0;32.0;317.0;0150;2;23;11;00;00
2429;Deventer;2005;807.0;219.0;246.0;33.0;309.0;0150;2;23;11;00;00
2430;Deventer;2006;816.0;243.0;235.0;31.0;307.0;0150;2;23;11;00;00
2431;Didam;1990;111.0;40.0;40.0;3.0;28.0;0218;2;25;15;  ;  
2432;Didam;1991;96.0;29.0;35.0;3.0;29.0;0218;2;25;15;  ;  
2433;Didam;1992;113.0;33.0;47.0;4.0;29.0;0218;2;25;15;  ;  
2434;Didam;1993;122.0;31.0;49.0;4.0;38.0;0218;2;25;15;  ;  
2435;Didam;1994;114.0;40.0;49.0;5.0;20.0;0218;2;25;15;  ;  
2436;Didam;1995;109.0;44.0;35.0;3.0;27.0;0218;2;25;15;  ;  
2437;Didam;1996;106.0;34.0;27.0;4.0;41.0;0218;2;25;15;  ;  
2438;Didam;1997;124.0;41.0;50.0;4.0;29.0;0218;2;25;15;  ;  
2439;Didam;1998;116.0;36.0;38.0;7.0;35.0;0218;2;25;15;  ;  
2440;Didam;1999;129.0;40.0;44.0;5.0;40.0;0218;2;25;15;  ;  
2441;Didam;2000;111.0;37.0;33.0;5.0;36.0;0218;2;25;15;00;00
2442;Didam;2001;137.0;60.0;37.0;8.0;32.0;0218;2;25;15;00;00
2443;Didam;2002;123.0;55.0;31.0;4.0;33.0;0218;2;25;15;00;00
2444;Didam;2003;118.0;47.0;36.0;4.0;31.0;0218;2;25;15;00;00
2445;Didam;2004;145.0;43.0;57.0;8.0;37.0;0218;2;25;15;00;00
2446;Didam;2005;;;;;;;;;;;
2447;Didam;2006;;;;;;;;;;;
2448;Diemen;1990;164.0;47.0;67.0;5.0;45.0;0384;3;27;23;  ;  
2449;Diemen;1991;152.0;43.0;60.0;5.0;44.0;0384;3;27;23;  ;  
2450;Diemen;1992;160.0;47.0;61.0;7.0;45.0;0384;3;27;23;  ;  
2451;Diemen;1993;163.0;45.0;64.0;4.0;50.0;0384;3;27;23;  ;  
2452;Diemen;1994;177.0;51.0;70.0;9.0;47.0;0384;3;27;23;  ;  
2453;Diemen;1995;178.0;45.0;71.0;6.0;56.0;0384;3;27;23;  ;  
2454;Diemen;1996;174.0;53.0;67.0;11.0;43.0;0384;3;27;23;  ;  
2455;Diemen;1997;164.0;51.0;54.0;5.0;54.0;0384;3;27;23;  ;  
2456;Diemen;1998;160.0;50.0;55.0;4.0;51.0;0384;3;27;23;  ;  
2457;Diemen;1999;156.0;42.0;64.0;4.0;46.0;0384;3;27;23;  ;  
2458;Diemen;2000;162.0;42.0;56.0;7.0;57.0;0384;3;27;23;10;10
2459;Diemen;2001;166.0;40.0;51.0;13.0;62.0;0384;3;27;23;10;10
2460;Diemen;2002;148.0;43.0;42.0;5.0;58.0;0384;3;27;23;10;10
2461;Diemen;2003;184.0;61.0;51.0;7.0;65.0;0384;3;27;23;10;10
2462;Diemen;2004;173.0;59.0;66.0;10.0;38.0;0384;3;27;23;10;10
2463;Diemen;2005;160.0;46.0;46.0;11.0;57.0;0384;3;27;23;10;10
2464;Diemen;2006;196.0;50.0;58.0;12.0;76.0;0384;3;27;23;10;10
2465;Diepenheim;1990;28.0;8.0;12.0;1.0;7.0;0151;2;23;12;  ;  
2466;Diepenheim;1991;24.0;6.0;9.0;1.0;8.0;0151;2;23;12;  ;  
2467;Diepenheim;1992;19.0;7.0;8.0;0.0;4.0;0151;2;23;12;  ;  
2468;Diepenheim;1993;23.0;9.0;9.0;1.0;4.0;0151;2;23;12;  ;  
2469;Diepenheim;1994;27.0;8.0;11.0;1.0;7.0;0151;2;23;12;  ;  
2470;Diepenheim;1995;19.0;6.0;7.0;0.0;6.0;0151;2;23;12;  ;  
2471;Diepenheim;1996;15.0;4.0;3.0;1.0;7.0;0151;2;23;12;  ;  
2472;Diepenheim;1997;21.0;3.0;6.0;1.0;11.0;0151;2;23;12;  ;  
2473;Diepenheim;1998;34.0;14.0;17.0;0.0;3.0;0151;2;23;12;  ;  
2474;Diepenheim;1999;25.0;10.0;7.0;0.0;8.0;0151;2;23;12;  ;  
2475;Diepenheim;2000;30.0;15.0;6.0;1.0;8.0;0151;2;23;12;00;00
2476;Diepenheim;2001;;;;;;;;;;;
2477;Diepenheim;2002;;;;;;;;;;;
2478;Diepenheim;2003;;;;;;;;;;;
2479;Diepenheim;2004;;;;;;;;;;;
2480;Diepenheim;2005;;;;;;;;;;;
2481;Diepenheim;2006;;;;;;;;;;;
2482;Diepenveen;1990;94.0;28.0;42.0;0.0;24.0;0152;2;23;11;  ;  
2483;Diepenveen;1991;104.0;35.0;45.0;4.0;20.0;0152;2;23;11;  ;  
2484;Diepenveen;1992;97.0;24.0;31.0;6.0;36.0;0152;2;23;11;  ;  
2485;Diepenveen;1993;100.0;27.0;42.0;5.0;26.0;0152;2;23;11;  ;  
2486;Diepenveen;1994;119.0;33.0;44.0;3.0;39.0;0152;2;23;11;  ;  
2487;Diepenveen;1995;81.0;26.0;27.0;3.0;25.0;0152;2;23;11;  ;  
2488;Diepenveen;1996;109.0;35.0;30.0;3.0;41.0;0152;2;23;11;  ;  
2489;Diepenveen;1997;87.0;32.0;29.0;4.0;22.0;0152;2;23;11;  ;  
2490;Diepenveen;1998;89.0;28.0;29.0;5.0;27.0;0152;2;23;11;  ;  
2491;Diepenveen;1999;;;;;;;;;;;
2492;Diepenveen;2000;;;;;;;;;;;
2493;Diepenveen;2001;;;;;;;;;;;
2494;Diepenveen;2002;;;;;;;;;;;
2495;Diepenveen;2003;;;;;;;;;;;
2496;Diepenveen;2004;;;;;;;;;;;
2497;Diepenveen;2005;;;;;;;;;;;
2498;Diepenveen;2006;;;;;;;;;;;
2499;Diessen;1990;12.0;3.0;6.0;0.0;3.0;0763;4;30;34;  ;  
2500;Diessen;1991;12.0;3.0;4.0;1.0;4.0;0763;4;30;34;  ;  
2501;Diessen;1992;18.0;7.0;6.0;1.0;4.0;0763;4;30;34;  ;  
2502;Diessen;1993;18.0;6.0;5.0;3.0;4.0;0763;4;30;34;  ;  
2503;Diessen;1994;17.0;9.0;4.0;2.0;2.0;0763;4;30;34;  ;  
2504;Diessen;1995;22.0;10.0;8.0;;4.0;0763;4;30;34;  ;  
2505;Diessen;1996;17.0;5.0;7.0;0.0;5.0;0763;4;30;34;  ;  
2506;Diessen;1997;;;;;;;;;;;
2507;Diessen;1998;;;;;;;;;;;
2508;Diessen;1999;;;;;;;;;;;
2509;Diessen;2000;;;;;;;;;;;
2510;Diessen;2001;;;;;;;;;;;
2511;Diessen;2002;;;;;;;;;;;
2512;Diessen;2003;;;;;;;;;;;
2513;Diessen;2004;;;;;;;;;;;
2514;Diessen;2005;;;;;;;;;;;
2515;Diessen;2006;;;;;;;;;;;
2516;Diever;1990;31.0;11.0;10.0;3.0;7.0;0111;1;22;09;  ;  
2517;Diever;1991;28.0;12.0;8.0;4.0;4.0;0111;1;22;09;  ;  
2518;Diever;1992;30.0;13.0;12.0;0.0;5.0;0111;1;22;09;  ;  
2519;Diever;1993;27.0;9.0;10.0;2.0;6.0;0111;1;22;09;  ;  
2520;Diever;1994;40.0;15.0;17.0;2.0;6.0;0111;1;22;09;  ;  
2521;Diever;1995;27.0;13.0;6.0;0.0;8.0;0111;1;22;09;  ;  
2522;Diever;1996;22.0;3.0;12.0;1.0;6.0;0111;1;22;09;  ;  
2523;Diever;1997;35.0;15.0;9.0;2.0;9.0;0111;1;22;09;  ;  
2524;Diever;1998;;;;;;;;;;;
2525;Diever;1999;;;;;;;;;;;
2526;Diever;2000;;;;;;;;;;;
2527;Diever;2001;;;;;;;;;;;
2528;Diever;2002;;;;;;;;;;;
2529;Diever;2003;;;;;;;;;;;
2530;Diever;2004;;;;;;;;;;;
2531;Diever;2005;;;;;;;;;;;
2532;Diever;2006;;;;;;;;;;;
2533;Dinteloord en Prinsenland;1990;33.0;7.0;11.0;4.0;11.0;0764;4;30;33;  ;  
2534;Dinteloord en Prinsenland;1991;35.0;10.0;14.0;2.0;9.0;0764;4;30;33;  ;  
2535;Dinteloord en Prinsenland;1992;48.0;14.0;14.0;6.0;14.0;0764;4;30;33;  ;  
2536;Dinteloord en Prinsenland;1993;47.0;16.0;17.0;0.0;14.0;0764;4;30;33;  ;  
2537;Dinteloord en Prinsenland;1994;38.0;16.0;13.0;3.0;6.0;0764;4;30;33;  ;  
2538;Dinteloord en Prinsenland;1995;42.0;12.0;18.0;1.0;11.0;0764;4;30;33;  ;  
2539;Dinteloord en Prinsenland;1996;53.0;22.0;18.0;1.0;12.0;0764;4;30;33;  ;  
2540;Dinteloord en Prinsenland;1997;;;;;;;;;;;
2541;Dinteloord en Prinsenland;1998;;;;;;;;;;;
2542;Dinteloord en Prinsenland;1999;;;;;;;;;;;
2543;Dinteloord en Prinsenland;2000;;;;;;;;;;;
2544;Dinteloord en Prinsenland;2001;;;;;;;;;;;
2545;Dinteloord en Prinsenland;2002;;;;;;;;;;;
2546;Dinteloord en Prinsenland;2003;;;;;;;;;;;
2547;Dinteloord en Prinsenland;2004;;;;;;;;;;;
2548;Dinteloord en Prinsenland;2005;;;;;;;;;;;
2549;Dinteloord en Prinsenland;2006;;;;;;;;;;;
2550;Dinkelland;1990;;;;;;;;;;;
2551;Dinkelland;1991;;;;;;;;;;;
2552;Dinkelland;1992;;;;;;;;;;;
2553;Dinkelland;1993;;;;;;;;;;;
2554;Dinkelland;1994;;;;;;;;;;;
2555;Dinkelland;1995;;;;;;;;;;;
2556;Dinkelland;1996;;;;;;;;;;;
2557;Dinkelland;1997;;;;;;;;;;;
2558;Dinkelland;1998;;;;;;;;;;;
2559;Dinkelland;1999;;;;;;;;;;;
2560;Dinkelland;2000;;;;;;;;;;;
2561;Dinkelland;2001;;;;;;;;;;;
2562;Dinkelland;2002;;;;;;;;;;;
2563;Dinkelland;2003;240.0;70.0;83.0;6.0;81.0;1774;2;23;12;00;00
2564;Dinkelland;2004;208.0;63.0;71.0;6.0;68.0;1774;2;23;12;00;00
2565;Dinkelland;2005;224.0;64.0;73.0;10.0;77.0;1774;2;23;12;00;00
2566;Dinkelland;2006;218.0;65.0;70.0;10.0;73.0;1774;2;23;12;00;00
2567;Dinxperlo;1990;64.0;18.0;23.0;3.0;20.0;0219;2;25;14;  ;  
2568;Dinxperlo;1991;59.0;17.0;27.0;1.0;14.0;0219;2;25;14;  ;  
2569;Dinxperlo;1992;58.0;21.0;18.0;4.0;15.0;0219;2;25;14;  ;  
2570;Dinxperlo;1993;84.0;21.0;33.0;7.0;23.0;0219;2;25;14;  ;  
2571;Dinxperlo;1994;62.0;22.0;20.0;3.0;17.0;0219;2;25;14;  ;  
2572;Dinxperlo;1995;52.0;12.0;24.0;2.0;14.0;0219;2;25;14;  ;  
2573;Dinxperlo;1996;77.0;24.0;30.0;6.0;17.0;0219;2;25;14;  ;  
2574;Dinxperlo;1997;59.0;18.0;21.0;2.0;18.0;0219;2;25;14;  ;  
2575;Dinxperlo;1998;68.0;20.0;25.0;3.0;20.0;0219;2;25;14;  ;  
2576;Dinxperlo;1999;65.0;22.0;21.0;1.0;21.0;0219;2;25;14;  ;  
2577;Dinxperlo;2000;77.0;17.0;28.0;3.0;29.0;0219;2;25;14;00;00
2578;Dinxperlo;2001;68.0;23.0;23.0;0.0;22.0;0219;2;25;14;00;00
2579;Dinxperlo;2002;78.0;19.0;27.0;5.0;27.0;0219;2;25;14;00;00
2580;Dinxperlo;2003;70.0;16.0;27.0;1.0;26.0;0219;2;25;14;00;00
2581;Dinxperlo;2004;69.0;15.0;27.0;4.0;23.0;0219;2;25;14;00;00
2582;Dinxperlo;2005;;;;;;;;;;;
2583;Dinxperlo;2006;;;;;;;;;;;
2584;Dirksland;1990;69.0;19.0;30.0;1.0;19.0;0504;3;28;29;  ;  
2585;Dirksland;1991;65.0;16.0;33.0;3.0;13.0;0504;3;28;29;  ;  
2586;Dirksland;1992;61.0;19.0;28.0;1.0;13.0;0504;3;28;29;  ;  
2587;Dirksland;1993;61.0;16.0;26.0;2.0;17.0;0504;3;28;29;  ;  
2588;Dirksland;1994;70.0;18.0;32.0;4.0;16.0;0504;3;28;29;  ;  
2589;Dirksland;1995;55.0;10.0;30.0;3.0;12.0;0504;3;28;29;  ;  
2590;Dirksland;1996;72.0;25.0;28.0;3.0;16.0;0504;3;28;29;  ;  
2591;Dirksland;1997;65.0;22.0;25.0;4.0;14.0;0504;3;28;29;  ;  
2592;Dirksland;1998;75.0;24.0;36.0;1.0;14.0;0504;3;28;29;  ;  
2593;Dirksland;1999;76.0;22.0;28.0;2.0;24.0;0504;3;28;29;  ;  
2594;Dirksland;2000;77.0;26.0;27.0;1.0;23.0;0504;3;28;29;00;00
2595;Dirksland;2001;62.0;18.0;27.0;2.0;15.0;0504;3;28;29;00;00
2596;Dirksland;2002;66.0;16.0;24.0;4.0;22.0;0504;3;28;29;00;00
2597;Dirksland;2003;76.0;27.0;27.0;4.0;18.0;0504;3;28;29;00;00
2598;Dirksland;2004;73.0;24.0;22.0;3.0;24.0;0504;3;28;29;00;00
2599;Dirksland;2005;67.0;21.0;18.0;2.0;26.0;0504;3;28;29;00;00
2600;Dirksland;2006;58.0;28.0;17.0;1.0;12.0;0504;3;28;29;00;00
2601;Dodewaard;1990;28.0;6.0;12.0;1.0;9.0;0220;2;25;16;  ;  
2602;Dodewaard;1991;25.0;9.0;11.0;1.0;4.0;0220;2;25;16;  ;  
2603;Dodewaard;1992;24.0;6.0;11.0;1.0;6.0;0220;2;25;16;  ;  
2604;Dodewaard;1993;28.0;8.0;11.0;1.0;8.0;0220;2;25;16;  ;  
2605;Dodewaard;1994;27.0;11.0;11.0;0.0;5.0;0220;2;25;16;  ;  
2606;Dodewaard;1995;25.0;7.0;13.0;0.0;5.0;0220;2;25;16;  ;  
2607;Dodewaard;1996;32.0;8.0;13.0;1.0;10.0;0220;2;25;16;  ;  
2608;Dodewaard;1997;24.0;8.0;6.0;2.0;8.0;0220;2;25;16;  ;  
2609;Dodewaard;1998;27.0;8.0;8.0;1.0;10.0;0220;2;25;16;  ;  
2610;Dodewaard;1999;19.0;7.0;9.0;0.0;3.0;0220;2;25;16;  ;  
2611;Dodewaard;2000;24.0;4.0;10.0;2.0;8.0;0220;2;25;16;00;00
2612;Dodewaard;2001;27.0;13.0;7.0;0.0;7.0;0220;2;25;16;00;00
2613;Dodewaard;2002;;;;;;;;;;;
2614;Dodewaard;2003;;;;;;;;;;;
2615;Dodewaard;2004;;;;;;;;;;;
2616;Dodewaard;2005;;;;;;;;;;;
2617;Dodewaard;2006;;;;;;;;;;;
2618;Doesburg;1990;96.0;24.0;40.0;4.0;28.0;0221;2;25;15;  ;  
2619;Doesburg;1991;102.0;36.0;38.0;2.0;26.0;0221;2;25;15;  ;  
2620;Doesburg;1992;90.0;26.0;39.0;1.0;24.0;0221;2;25;15;  ;  
2621;Doesburg;1993;98.0;27.0;51.0;4.0;16.0;0221;2;25;15;  ;  
2622;Doesburg;1994;76.0;21.0;32.0;3.0;20.0;0221;2;25;15;  ;  
2623;Doesburg;1995;77.0;27.0;34.0;3.0;13.0;0221;2;25;15;  ;  
2624;Doesburg;1996;92.0;26.0;25.0;3.0;38.0;0221;2;25;15;  ;  
2625;Doesburg;1997;73.0;22.0;30.0;0.0;21.0;0221;2;25;15;  ;  
2626;Doesburg;1998;86.0;22.0;39.0;2.0;23.0;0221;2;25;15;  ;  
2627;Doesburg;1999;76.0;20.0;21.0;3.0;32.0;0221;2;25;15;  ;  
2628;Doesburg;2000;90.0;22.0;38.0;0.0;30.0;0221;2;25;15;00;00
2629;Doesburg;2001;103.0;27.0;36.0;3.0;37.0;0221;2;25;15;00;00
2630;Doesburg;2002;93.0;31.0;29.0;2.0;31.0;0221;2;25;15;00;00
2631;Doesburg;2003;105.0;40.0;36.0;2.0;27.0;0221;2;25;15;00;00
2632;Doesburg;2004;88.0;38.0;21.0;2.0;27.0;0221;2;25;15;00;00
2633;Doesburg;2005;84.0;30.0;28.0;2.0;24.0;0221;2;25;15;00;00
2634;Doesburg;2006;86.0;31.0;29.0;3.0;23.0;0221;2;25;15;00;00
2635;Doetinchem;1990;363.0;89.0;151.0;18.0;105.0;0222;2;25;14;  ;  
2636;Doetinchem;1991;336.0;98.0;127.0;13.0;98.0;0222;2;25;14;  ;  
2637;Doetinchem;1992;352.0;89.0;169.0;12.0;82.0;0222;2;25;14;  ;  
2638;Doetinchem;1993;395.0;111.0;170.0;13.0;101.0;0222;2;25;14;  ;  
2639;Doetinchem;1994;385.0;117.0;162.0;18.0;88.0;0222;2;25;14;  ;  
2640;Doetinchem;1995;361.0;105.0;136.0;17.0;103.0;0222;2;25;14;  ;  
2641;Doetinchem;1996;374.0;113.0;131.0;19.0;111.0;0222;2;25;14;  ;  
2642;Doetinchem;1997;371.0;103.0;143.0;11.0;114.0;0222;2;25;14;  ;  
2643;Doetinchem;1998;357.0;108.0;124.0;15.0;110.0;0222;2;25;14;  ;  
2644;Doetinchem;1999;419.0;99.0;158.0;18.0;144.0;0222;2;25;14;  ;  
2645;Doetinchem;2000;399.0;100.0;150.0;17.0;132.0;0222;2;25;14;00;00
2646;Doetinchem;2001;440.0;129.0;159.0;16.0;136.0;0222;2;25;14;00;00
2647;Doetinchem;2002;417.0;132.0;146.0;15.0;124.0;0222;2;25;14;00;00
2648;Doetinchem;2003;426.0;109.0;145.0;19.0;153.0;0222;2;25;14;00;00
2649;Doetinchem;2004;425.0;132.0;133.0;23.0;137.0;0222;2;25;14;00;00
2650;Doetinchem;2005;459.0;139.0;159.0;25.0;136.0;0222;2;25;14;00;00
2651;Doetinchem;2006;438.0;138.0;140.0;21.0;139.0;0222;2;25;14;00;00
2652;Domburg;1990;44.0;16.0;17.0;2.0;9.0;0660;3;29;32;  ;  
2653;Domburg;1991;43.0;11.0;21.0;2.0;9.0;0660;3;29;32;  ;  
2654;Domburg;1992;44.0;17.0;15.0;3.0;9.0;0660;3;29;32;  ;  
2655;Domburg;1993;37.0;7.0;16.0;1.0;13.0;0660;3;29;32;  ;  
2656;Domburg;1994;34.0;6.0;9.0;6.0;13.0;0660;3;29;32;  ;  
2657;Domburg;1995;45.0;13.0;18.0;1.0;13.0;0660;3;29;32;  ;  
2658;Domburg;1996;53.0;13.0;17.0;1.0;22.0;0660;3;29;32;  ;  
2659;Domburg;1997;;;;;;;;;;;
2660;Domburg;1998;;;;;;;;;;;
2661;Domburg;1999;;;;;;;;;;;
2662;Domburg;2000;;;;;;;;;;;
2663;Domburg;2001;;;;;;;;;;;
2664;Domburg;2002;;;;;;;;;;;
2665;Domburg;2003;;;;;;;;;;;
2666;Domburg;2004;;;;;;;;;;;
2667;Domburg;2005;;;;;;;;;;;
2668;Domburg;2006;;;;;;;;;;;
2669;Dongen;1990;180.0;61.0;74.0;7.0;38.0;0766;4;30;34;  ;  
2670;Dongen;1991;176.0;54.0;65.0;10.0;47.0;0766;4;30;34;  ;  
2671;Dongen;1992;182.0;49.0;55.0;10.0;68.0;0766;4;30;34;  ;  
2672;Dongen;1993;191.0;51.0;72.0;6.0;62.0;0766;4;30;34;  ;  
2673;Dongen;1994;177.0;57.0;61.0;5.0;54.0;0766;4;30;34;  ;  
2674;Dongen;1995;187.0;53.0;68.0;5.0;61.0;0766;4;30;34;  ;  
2675;Dongen;1996;188.0;49.0;79.0;8.0;52.0;0766;4;30;34;  ;  
2676;Dongen;1997;207.0;57.0;82.0;7.0;61.0;0766;4;30;34;  ;  
2677;Dongen;1998;189.0;59.0;60.0;7.0;63.0;0766;4;30;34;  ;  
2678;Dongen;1999;211.0;64.0;85.0;4.0;58.0;0766;4;30;34;  ;  
2679;Dongen;2000;218.0;76.0;75.0;9.0;58.0;0766;4;30;34;00;00
2680;Dongen;2001;219.0;58.0;80.0;8.0;73.0;0766;4;30;34;00;00
