ID;Geslacht;Leeftijdsgroep;Herkomstgroepering;Pleegcarriere;Perioden;AantalVerdachten_1;VerdachtenPer1000Inwoners_2
1252;Totaal mannen en vrouwen;18 tot 25 jaar;5;Totaal verdachten;2003;2150;48
1253;Totaal mannen en vrouwen;18 tot 25 jaar;5;Totaal verdachten;2004;2310;51
1254;Totaal mannen en vrouwen;18 tot 25 jaar;5;Totaal verdachten;2005;2450;55
1255;Totaal mannen en vrouwen;18 tot 25 jaar;5;Totaal verdachten;2006;2570;59
1256;Totaal mannen en vrouwen;18 tot 25 jaar;5;Totaal verdachten;2007;2570;58
1257;Totaal mannen en vrouwen;18 tot 25 jaar;5;Totaal verdachten;2008;2580;57
1258;Totaal mannen en vrouwen;18 tot 25 jaar;5;Totaal verdachten;2009;2610;56
1259;Totaal mannen en vrouwen;18 tot 25 jaar;5;Totaal verdachten;2010;2270;47
1260;Totaal mannen en vrouwen;18 tot 25 jaar;5;First offender;1999;550;14
1261;Totaal mannen en vrouwen;18 tot 25 jaar;5;First offender;2000;610;15
1262;Totaal mannen en vrouwen;18 tot 25 jaar;5;First offender;2001;660;15
1263;Totaal mannen en vrouwen;18 tot 25 jaar;5;First offender;2002;720;16
1264;Totaal mannen en vrouwen;18 tot 25 jaar;5;First offender;2003;740;17
1265;Totaal mannen en vrouwen;18 tot 25 jaar;5;First offender;2004;780;17
1266;Totaal mannen en vrouwen;18 tot 25 jaar;5;First offender;2005;820;18
1267;Totaal mannen en vrouwen;18 tot 25 jaar;5;First offender;2006;840;19
1268;Totaal mannen en vrouwen;18 tot 25 jaar;5;First offender;2007;850;19
1269;Totaal mannen en vrouwen;18 tot 25 jaar;5;First offender;2008;780;17
1270;Totaal mannen en vrouwen;18 tot 25 jaar;5;First offender;2009;740;16
1271;Totaal mannen en vrouwen;18 tot 25 jaar;5;First offender;2010;650;14
1272;Totaal mannen en vrouwen;18 tot 25 jaar;5;Meerpleger;1999;930;23
1273;Totaal mannen en vrouwen;18 tot 25 jaar;5;Meerpleger;2000;910;22
1274;Totaal mannen en vrouwen;18 tot 25 jaar;5;Meerpleger;2001;1080;25
1275;Totaal mannen en vrouwen;18 tot 25 jaar;5;Meerpleger;2002;1160;26
1276;Totaal mannen en vrouwen;18 tot 25 jaar;5;Meerpleger;2003;1250;28
1277;Totaal mannen en vrouwen;18 tot 25 jaar;5;Meerpleger;2004;1370;30
1278;Totaal mannen en vrouwen;18 tot 25 jaar;5;Meerpleger;2005;1470;33
1279;Totaal mannen en vrouwen;18 tot 25 jaar;5;Meerpleger;2006;1560;36
1280;Totaal mannen en vrouwen;18 tot 25 jaar;5;Meerpleger;2007;1550;35
1281;Totaal mannen en vrouwen;18 tot 25 jaar;5;Meerpleger;2008;1610;35
1282;Totaal mannen en vrouwen;18 tot 25 jaar;5;Meerpleger;2009;1650;35
1283;Totaal mannen en vrouwen;18 tot 25 jaar;5;Meerpleger;2010;1420;30
1284;Totaal mannen en vrouwen;18 tot 25 jaar;5;Veelpleger;1999;120;3
1285;Totaal mannen en vrouwen;18 tot 25 jaar;5;Veelpleger;2000;130;3
1286;Totaal mannen en vrouwen;18 tot 25 jaar;5;Veelpleger;2001;140;3
1287;Totaal mannen en vrouwen;18 tot 25 jaar;5;Veelpleger;2002;160;4
1288;Totaal mannen en vrouwen;18 tot 25 jaar;5;Veelpleger;2003;160;4
1289;Totaal mannen en vrouwen;18 tot 25 jaar;5;Veelpleger;2004;160;4
1290;Totaal mannen en vrouwen;18 tot 25 jaar;5;Veelpleger;2005;160;3
1291;Totaal mannen en vrouwen;18 tot 25 jaar;5;Veelpleger;2006;170;4
1292;Totaal mannen en vrouwen;18 tot 25 jaar;5;Veelpleger;2007;170;4
1293;Totaal mannen en vrouwen;18 tot 25 jaar;5;Veelpleger;2008;190;4
1294;Totaal mannen en vrouwen;18 tot 25 jaar;5;Veelpleger;2009;220;5
1295;Totaal mannen en vrouwen;18 tot 25 jaar;5;Veelpleger;2010;190;4
1296;Totaal mannen en vrouwen;18 tot 25 jaar;6;Totaal verdachten;1999;2040;59
1297;Totaal mannen en vrouwen;18 tot 25 jaar;6;Totaal verdachten;2000;2040;58
1298;Totaal mannen en vrouwen;18 tot 25 jaar;6;Totaal verdachten;2001;2140;59
1299;Totaal mannen en vrouwen;18 tot 25 jaar;6;Totaal verdachten;2002;2470;65
1300;Totaal mannen en vrouwen;18 tot 25 jaar;6;Totaal verdachten;2003;2820;72
1301;Totaal mannen en vrouwen;18 tot 25 jaar;6;Totaal verdachten;2004;3140;78
1302;Totaal mannen en vrouwen;18 tot 25 jaar;6;Totaal verdachten;2005;3100;75
1303;Totaal mannen en vrouwen;18 tot 25 jaar;6;Totaal verdachten;2006;3420;82
1304;Totaal mannen en vrouwen;18 tot 25 jaar;6;Totaal verdachten;2007;3480;84
1305;Totaal mannen en vrouwen;18 tot 25 jaar;6;Totaal verdachten;2008;3220;77
1306;Totaal mannen en vrouwen;18 tot 25 jaar;6;Totaal verdachten;2009;3050;73
1307;Totaal mannen en vrouwen;18 tot 25 jaar;6;Totaal verdachten;2010;2690;65
1308;Totaal mannen en vrouwen;18 tot 25 jaar;6;First offender;1999;590;17
1309;Totaal mannen en vrouwen;18 tot 25 jaar;6;First offender;2000;660;19
1310;Totaal mannen en vrouwen;18 tot 25 jaar;6;First offender;2001;660;18
1311;Totaal mannen en vrouwen;18 tot 25 jaar;6;First offender;2002;780;21
1312;Totaal mannen en vrouwen;18 tot 25 jaar;6;First offender;2003;880;22
1313;Totaal mannen en vrouwen;18 tot 25 jaar;6;First offender;2004;990;24
1314;Totaal mannen en vrouwen;18 tot 25 jaar;6;First offender;2005;930;23
1315;Totaal mannen en vrouwen;18 tot 25 jaar;6;First offender;2006;1050;25
1316;Totaal mannen en vrouwen;18 tot 25 jaar;6;First offender;2007;1030;25
1317;Totaal mannen en vrouwen;18 tot 25 jaar;6;First offender;2008;860;21
1318;Totaal mannen en vrouwen;18 tot 25 jaar;6;First offender;2009;780;19
1319;Totaal mannen en vrouwen;18 tot 25 jaar;6;First offender;2010;700;17
1320;Totaal mannen en vrouwen;18 tot 25 jaar;6;Meerpleger;1999;1270;37
1321;Totaal mannen en vrouwen;18 tot 25 jaar;6;Meerpleger;2000;1200;34
1322;Totaal mannen en vrouwen;18 tot 25 jaar;6;Meerpleger;2001;1270;35
1323;Totaal mannen en vrouwen;18 tot 25 jaar;6;Meerpleger;2002;1470;39
1324;Totaal mannen en vrouwen;18 tot 25 jaar;6;Meerpleger;2003;1730;44
1325;Totaal mannen en vrouwen;18 tot 25 jaar;6;Meerpleger;2004;1930;48
1326;Totaal mannen en vrouwen;18 tot 25 jaar;6;Meerpleger;2005;1930;47
1327;Totaal mannen en vrouwen;18 tot 25 jaar;6;Meerpleger;2006;2140;51
1328;Totaal mannen en vrouwen;18 tot 25 jaar;6;Meerpleger;2007;2190;53
1329;Totaal mannen en vrouwen;18 tot 25 jaar;6;Meerpleger;2008;2050;49
1330;Totaal mannen en vrouwen;18 tot 25 jaar;6;Meerpleger;2009;1950;47
1331;Totaal mannen en vrouwen;18 tot 25 jaar;6;Meerpleger;2010;1700;41
1332;Totaal mannen en vrouwen;18 tot 25 jaar;6;Veelpleger;1999;190;5
1333;Totaal mannen en vrouwen;18 tot 25 jaar;6;Veelpleger;2000;180;5
1334;Totaal mannen en vrouwen;18 tot 25 jaar;6;Veelpleger;2001;210;6
1335;Totaal mannen en vrouwen;18 tot 25 jaar;6;Veelpleger;2002;220;6
1336;Totaal mannen en vrouwen;18 tot 25 jaar;6;Veelpleger;2003;220;5
1337;Totaal mannen en vrouwen;18 tot 25 jaar;6;Veelpleger;2004;220;6
1338;Totaal mannen en vrouwen;18 tot 25 jaar;6;Veelpleger;2005;240;6
1339;Totaal mannen en vrouwen;18 tot 25 jaar;6;Veelpleger;2006;240;6
1340;Totaal mannen en vrouwen;18 tot 25 jaar;6;Veelpleger;2007;270;6
1341;Totaal mannen en vrouwen;18 tot 25 jaar;6;Veelpleger;2008;320;8
1342;Totaal mannen en vrouwen;18 tot 25 jaar;6;Veelpleger;2009;320;8
1343;Totaal mannen en vrouwen;18 tot 25 jaar;6;Veelpleger;2010;290;7
1344;Totaal mannen en vrouwen;18 tot 25 jaar;7;Totaal verdachten;1999;1340;83
1345;Totaal mannen en vrouwen;18 tot 25 jaar;7;Totaal verdachten;2000;1360;75
1346;Totaal mannen en vrouwen;18 tot 25 jaar;7;Totaal verdachten;2001;1520;77
1347;Totaal mannen en vrouwen;18 tot 25 jaar;7;Totaal verdachten;2002;1750;85
1348;Totaal mannen en vrouwen;18 tot 25 jaar;7;Totaal verdachten;2003;1770;85
1349;Totaal mannen en vrouwen;18 tot 25 jaar;7;Totaal verdachten;2004;1870;91
1350;Totaal mannen en vrouwen;18 tot 25 jaar;7;Totaal verdachten;2005;1790;89
1351;Totaal mannen en vrouwen;18 tot 25 jaar;7;Totaal verdachten;2006;1710;88
1352;Totaal mannen en vrouwen;18 tot 25 jaar;7;Totaal verdachten;2007;1790;92
1353;Totaal mannen en vrouwen;18 tot 25 jaar;7;Totaal verdachten;2008;1800;91
1354;Totaal mannen en vrouwen;18 tot 25 jaar;7;Totaal verdachten;2009;1720;85
1355;Totaal mannen en vrouwen;18 tot 25 jaar;7;Totaal verdachten;2010;1530;76
1356;Totaal mannen en vrouwen;18 tot 25 jaar;7;First offender;1999;430;27
1357;Totaal mannen en vrouwen;18 tot 25 jaar;7;First offender;2000;470;26
1358;Totaal mannen en vrouwen;18 tot 25 jaar;7;First offender;2001;530;27
1359;Totaal mannen en vrouwen;18 tot 25 jaar;7;First offender;2002;600;29
1360;Totaal mannen en vrouwen;18 tot 25 jaar;7;First offender;2003;540;26
1361;Totaal mannen en vrouwen;18 tot 25 jaar;7;First offender;2004;550;27
1362;Totaal mannen en vrouwen;18 tot 25 jaar;7;First offender;2005;500;25
1363;Totaal mannen en vrouwen;18 tot 25 jaar;7;First offender;2006;450;23
1364;Totaal mannen en vrouwen;18 tot 25 jaar;7;First offender;2007;420;22
1365;Totaal mannen en vrouwen;18 tot 25 jaar;7;First offender;2008;450;23
1366;Totaal mannen en vrouwen;18 tot 25 jaar;7;First offender;2009;400;20
1367;Totaal mannen en vrouwen;18 tot 25 jaar;7;First offender;2010;370;18
1368;Totaal mannen en vrouwen;18 tot 25 jaar;7;Meerpleger;1999;800;49
1369;Totaal mannen en vrouwen;18 tot 25 jaar;7;Meerpleger;2000;790;43
1370;Totaal mannen en vrouwen;18 tot 25 jaar;7;Meerpleger;2001;870;44
1371;Totaal mannen en vrouwen;18 tot 25 jaar;7;Meerpleger;2002;1010;49
1372;Totaal mannen en vrouwen;18 tot 25 jaar;7;Meerpleger;2003;1100;53
1373;Totaal mannen en vrouwen;18 tot 25 jaar;7;Meerpleger;2004;1170;57
1374;Totaal mannen en vrouwen;18 tot 25 jaar;7;Meerpleger;2005;1140;57
1375;Totaal mannen en vrouwen;18 tot 25 jaar;7;Meerpleger;2006;1110;57
1376;Totaal mannen en vrouwen;18 tot 25 jaar;7;Meerpleger;2007;1180;60
1377;Totaal mannen en vrouwen;18 tot 25 jaar;7;Meerpleger;2008;1130;57
1378;Totaal mannen en vrouwen;18 tot 25 jaar;7;Meerpleger;2009;1100;54
1379;Totaal mannen en vrouwen;18 tot 25 jaar;7;Meerpleger;2010;940;47
1380;Totaal mannen en vrouwen;18 tot 25 jaar;7;Veelpleger;1999;110;7
1381;Totaal mannen en vrouwen;18 tot 25 jaar;7;Veelpleger;2000;110;6
1382;Totaal mannen en vrouwen;18 tot 25 jaar;7;Veelpleger;2001;120;6
1383;Totaal mannen en vrouwen;18 tot 25 jaar;7;Veelpleger;2002;150;7
1384;Totaal mannen en vrouwen;18 tot 25 jaar;7;Veelpleger;2003;140;7
1385;Totaal mannen en vrouwen;18 tot 25 jaar;7;Veelpleger;2004;150;7
1386;Totaal mannen en vrouwen;18 tot 25 jaar;7;Veelpleger;2005;150;7
1387;Totaal mannen en vrouwen;18 tot 25 jaar;7;Veelpleger;2006;150;7
1388;Totaal mannen en vrouwen;18 tot 25 jaar;7;Veelpleger;2007;190;10
1389;Totaal mannen en vrouwen;18 tot 25 jaar;7;Veelpleger;2008;220;11
1390;Totaal mannen en vrouwen;18 tot 25 jaar;7;Veelpleger;2009;230;11
1391;Totaal mannen en vrouwen;18 tot 25 jaar;7;Veelpleger;2010;220;11
1392;Totaal mannen en vrouwen;18 tot 25 jaar;8;Totaal verdachten;1999;1800;38
1393;Totaal mannen en vrouwen;18 tot 25 jaar;8;Totaal verdachten;2000;2010;38
1394;Totaal mannen en vrouwen;18 tot 25 jaar;8;Totaal verdachten;2001;2310;38
1395;Totaal mannen en vrouwen;18 tot 25 jaar;8;Totaal verdachten;2002;3090;44
1396;Totaal mannen en vrouwen;18 tot 25 jaar;8;Totaal verdachten;2003;3550;46
1397;Totaal mannen en vrouwen;18 tot 25 jaar;8;Totaal verdachten;2004;4020;51
1398;Totaal mannen en vrouwen;18 tot 25 jaar;8;Totaal verdachten;2005;4060;51
1399;Totaal mannen en vrouwen;18 tot 25 jaar;8;Totaal verdachten;2006;3970;51
1400;Totaal mannen en vrouwen;18 tot 25 jaar;8;Totaal verdachten;2007;4040;52
1401;Totaal mannen en vrouwen;18 tot 25 jaar;8;Totaal verdachten;2008;3840;49
1402;Totaal mannen en vrouwen;18 tot 25 jaar;8;Totaal verdachten;2009;3710;46
1403;Totaal mannen en vrouwen;18 tot 25 jaar;8;Totaal verdachten;2010;3470;41
1404;Totaal mannen en vrouwen;18 tot 25 jaar;8;First offender;1999;760;16
1405;Totaal mannen en vrouwen;18 tot 25 jaar;8;First offender;2000;930;18
1406;Totaal mannen en vrouwen;18 tot 25 jaar;8;First offender;2001;1050;17
1407;Totaal mannen en vrouwen;18 tot 25 jaar;8;First offender;2002;1470;21
1408;Totaal mannen en vrouwen;18 tot 25 jaar;8;First offender;2003;1680;22
1409;Totaal mannen en vrouwen;18 tot 25 jaar;8;First offender;2004;1760;22
1410;Totaal mannen en vrouwen;18 tot 25 jaar;8;First offender;2005;1630;21
1411;Totaal mannen en vrouwen;18 tot 25 jaar;8;First offender;2006;1510;19
1412;Totaal mannen en vrouwen;18 tot 25 jaar;8;First offender;2007;1380;18
1413;Totaal mannen en vrouwen;18 tot 25 jaar;8;First offender;2008;1320;17
1414;Totaal mannen en vrouwen;18 tot 25 jaar;8;First offender;2009;1230;15
1415;Totaal mannen en vrouwen;18 tot 25 jaar;8;First offender;2010;1150;14
1416;Totaal mannen en vrouwen;18 tot 25 jaar;8;Meerpleger;1999;940;20
1417;Totaal mannen en vrouwen;18 tot 25 jaar;8;Meerpleger;2000;970;18
1418;Totaal mannen en vrouwen;18 tot 25 jaar;8;Meerpleger;2001;1120;18
1419;Totaal mannen en vrouwen;18 tot 25 jaar;8;Meerpleger;2002;1450;20
1420;Totaal mannen en vrouwen;18 tot 25 jaar;8;Meerpleger;2003;1690;22
1421;Totaal mannen en vrouwen;18 tot 25 jaar;8;Meerpleger;2004;2070;26
1422;Totaal mannen en vrouwen;18 tot 25 jaar;8;Meerpleger;2005;2220;28
1423;Totaal mannen en vrouwen;18 tot 25 jaar;8;Meerpleger;2006;2240;29
1424;Totaal mannen en vrouwen;18 tot 25 jaar;8;Meerpleger;2007;2410;31
1425;Totaal mannen en vrouwen;18 tot 25 jaar;8;Meerpleger;2008;2240;28
1426;Totaal mannen en vrouwen;18 tot 25 jaar;8;Meerpleger;2009;2190;27
1427;Totaal mannen en vrouwen;18 tot 25 jaar;8;Meerpleger;2010;2020;24
1428;Totaal mannen en vrouwen;18 tot 25 jaar;8;Veelpleger;1999;100;2
1429;Totaal mannen en vrouwen;18 tot 25 jaar;8;Veelpleger;2000;110;2
1430;Totaal mannen en vrouwen;18 tot 25 jaar;8;Veelpleger;2001;140;2
1431;Totaal mannen en vrouwen;18 tot 25 jaar;8;Veelpleger;2002;170;2
1432;Totaal mannen en vrouwen;18 tot 25 jaar;8;Veelpleger;2003;180;2
1433;Totaal mannen en vrouwen;18 tot 25 jaar;8;Veelpleger;2004;200;2
1434;Totaal mannen en vrouwen;18 tot 25 jaar;8;Veelpleger;2005;200;3
1435;Totaal mannen en vrouwen;18 tot 25 jaar;8;Veelpleger;2006;230;3
1436;Totaal mannen en vrouwen;18 tot 25 jaar;8;Veelpleger;2007;250;3
1437;Totaal mannen en vrouwen;18 tot 25 jaar;8;Veelpleger;2008;280;4
1438;Totaal mannen en vrouwen;18 tot 25 jaar;8;Veelpleger;2009;290;4
1439;Totaal mannen en vrouwen;18 tot 25 jaar;8;Veelpleger;2010;300;4
1440;Totaal mannen en vrouwen;12 tot 25 jaar;0;Totaal verdachten;1999;49470;20
1441;Totaal mannen en vrouwen;12 tot 25 jaar;0;Totaal verdachten;2000;49350;20
1442;Totaal mannen en vrouwen;12 tot 25 jaar;0;Totaal verdachten;2001;53810;22
1443;Totaal mannen en vrouwen;12 tot 25 jaar;0;Totaal verdachten;2002;59960;24
1444;Totaal mannen en vrouwen;12 tot 25 jaar;0;Totaal verdachten;2003;66840;26
1445;Totaal mannen en vrouwen;12 tot 25 jaar;0;Totaal verdachten;2004;74520;29
1446;Totaal mannen en vrouwen;12 tot 25 jaar;0;Totaal verdachten;2005;79680;31
1447;Totaal mannen en vrouwen;12 tot 25 jaar;0;Totaal verdachten;2006;82900;32
1448;Totaal mannen en vrouwen;12 tot 25 jaar;0;Totaal verdachten;2007;85950;33
1449;Totaal mannen en vrouwen;12 tot 25 jaar;0;Totaal verdachten;2008;80330;31
1450;Totaal mannen en vrouwen;12 tot 25 jaar;0;Totaal verdachten;2009;73480;28
1451;Totaal mannen en vrouwen;12 tot 25 jaar;0;Totaal verdachten;2010;65180;25
1452;Totaal mannen en vrouwen;12 tot 25 jaar;0;First offender;1999;23470;10
1453;Totaal mannen en vrouwen;12 tot 25 jaar;0;First offender;2000;23670;10
1454;Totaal mannen en vrouwen;12 tot 25 jaar;0;First offender;2001;26160;11
1455;Totaal mannen en vrouwen;12 tot 25 jaar;0;First offender;2002;29030;12
1456;Totaal mannen en vrouwen;12 tot 25 jaar;0;First offender;2003;32230;13
1457;Totaal mannen en vrouwen;12 tot 25 jaar;0;First offender;2004;35680;14
1458;Totaal mannen en vrouwen;12 tot 25 jaar;0;First offender;2005;37720;15
1459;Totaal mannen en vrouwen;12 tot 25 jaar;0;First offender;2006;38620;15
1460;Totaal mannen en vrouwen;12 tot 25 jaar;0;First offender;2007;39240;15
1461;Totaal mannen en vrouwen;12 tot 25 jaar;0;First offender;2008;35310;14
1462;Totaal mannen en vrouwen;12 tot 25 jaar;0;First offender;2009;31190;12
1463;Totaal mannen en vrouwen;12 tot 25 jaar;0;First offender;2010;27950;11
1464;Totaal mannen en vrouwen;12 tot 25 jaar;0;Meerpleger;1999;22490;9
1465;Totaal mannen en vrouwen;12 tot 25 jaar;0;Meerpleger;2000;22320;9
1466;Totaal mannen en vrouwen;12 tot 25 jaar;0;Meerpleger;2001;24160;10
1467;Totaal mannen en vrouwen;12 tot 25 jaar;0;Meerpleger;2002;27220;11
1468;Totaal mannen en vrouwen;12 tot 25 jaar;0;Meerpleger;2003;30750;12
1469;Totaal mannen en vrouwen;12 tot 25 jaar;0;Meerpleger;2004;34620;14
1470;Totaal mannen en vrouwen;12 tot 25 jaar;0;Meerpleger;2005;37530;15
1471;Totaal mannen en vrouwen;12 tot 25 jaar;0;Meerpleger;2006;39570;15
1472;Totaal mannen en vrouwen;12 tot 25 jaar;0;Meerpleger;2007;41500;16
1473;Totaal mannen en vrouwen;12 tot 25 jaar;0;Meerpleger;2008;39570;15
1474;Totaal mannen en vrouwen;12 tot 25 jaar;0;Meerpleger;2009;37020;14
1475;Totaal mannen en vrouwen;12 tot 25 jaar;0;Meerpleger;2010;32640;12
1476;Totaal mannen en vrouwen;12 tot 25 jaar;0;Veelpleger;1999;3510;1
1477;Totaal mannen en vrouwen;12 tot 25 jaar;0;Veelpleger;2000;3370;1
1478;Totaal mannen en vrouwen;12 tot 25 jaar;0;Veelpleger;2001;3490;1
1479;Totaal mannen en vrouwen;12 tot 25 jaar;0;Veelpleger;2002;3710;1
1480;Totaal mannen en vrouwen;12 tot 25 jaar;0;Veelpleger;2003;3870;2
1481;Totaal mannen en vrouwen;12 tot 25 jaar;0;Veelpleger;2004;4230;2
1482;Totaal mannen en vrouwen;12 tot 25 jaar;0;Veelpleger;2005;4430;2
1483;Totaal mannen en vrouwen;12 tot 25 jaar;0;Veelpleger;2006;4720;2
1484;Totaal mannen en vrouwen;12 tot 25 jaar;0;Veelpleger;2007;5210;2
1485;Totaal mannen en vrouwen;12 tot 25 jaar;0;Veelpleger;2008;5450;2
1486;Totaal mannen en vrouwen;12 tot 25 jaar;0;Veelpleger;2009;5280;2
1487;Totaal mannen en vrouwen;12 tot 25 jaar;0;Veelpleger;2010;4590;2
1488;Totaal mannen en vrouwen;12 tot 25 jaar;1;Totaal verdachten;1999;28340;15
1489;Totaal mannen en vrouwen;12 tot 25 jaar;1;Totaal verdachten;2000;28160;15
1490;Totaal mannen en vrouwen;12 tot 25 jaar;1;Totaal verdachten;2001;30540;16
1491;Totaal mannen en vrouwen;12 tot 25 jaar;1;Totaal verdachten;2002;34270;18
1492;Totaal mannen en vrouwen;12 tot 25 jaar;1;Totaal verdachten;2003;38510;20
1493;Totaal mannen en vrouwen;12 tot 25 jaar;1;Totaal verdachten;2004;43440;22
1494;Totaal mannen en vrouwen;12 tot 25 jaar;1;Totaal verdachten;2005;47050;24
1495;Totaal mannen en vrouwen;12 tot 25 jaar;1;Totaal verdachten;2006;49560;25
1496;Totaal mannen en vrouwen;12 tot 25 jaar;1;Totaal verdachten;2007;51740;26
1497;Totaal mannen en vrouwen;12 tot 25 jaar;1;Totaal verdachten;2008;48160;24
1498;Totaal mannen en vrouwen;12 tot 25 jaar;1;Totaal verdachten;2009;43280;22
1499;Totaal mannen en vrouwen;12 tot 25 jaar;1;Totaal verdachten;2010;38110;19
1500;Totaal mannen en vrouwen;12 tot 25 jaar;1;First offender;1999;15260;8
1501;Totaal mannen en vrouwen;12 tot 25 jaar;1;First offender;2000;15040;8
1502;Totaal mannen en vrouwen;12 tot 25 jaar;1;First offender;2001;16500;9
1503;Totaal mannen en vrouwen;12 tot 25 jaar;1;First offender;2002;18410;10
1504;Totaal mannen en vrouwen;12 tot 25 jaar;1;First offender;2003;20510;11
1505;Totaal mannen en vrouwen;12 tot 25 jaar;1;First offender;2004;22950;12
1506;Totaal mannen en vrouwen;12 tot 25 jaar;1;First offender;2005;24530;13
1507;Totaal mannen en vrouwen;12 tot 25 jaar;1;First offender;2006;25490;13
1508;Totaal mannen en vrouwen;12 tot 25 jaar;1;First offender;2007;26220;13
1509;Totaal mannen en vrouwen;12 tot 25 jaar;1;First offender;2008;23510;12
1510;Totaal mannen en vrouwen;12 tot 25 jaar;1;First offender;2009;20540;10
1511;Totaal mannen en vrouwen;12 tot 25 jaar;1;First offender;2010;18280;9
1512;Totaal mannen en vrouwen;12 tot 25 jaar;1;Meerpleger;1999;11780;6
1513;Totaal mannen en vrouwen;12 tot 25 jaar;1;Meerpleger;2000;11880;6
1514;Totaal mannen en vrouwen;12 tot 25 jaar;1;Meerpleger;2001;12770;7
1515;Totaal mannen en vrouwen;12 tot 25 jaar;1;Meerpleger;2002;14530;7
1516;Totaal mannen en vrouwen;12 tot 25 jaar;1;Meerpleger;2003;16560;9
1517;Totaal mannen en vrouwen;12 tot 25 jaar;1;Meerpleger;2004;18870;10
1518;Totaal mannen en vrouwen;12 tot 25 jaar;1;Meerpleger;2005;20800;11
1519;Totaal mannen en vrouwen;12 tot 25 jaar;1;Meerpleger;2006;22230;11
1520;Totaal mannen en vrouwen;12 tot 25 jaar;1;Meerpleger;2007;23500;12
1521;Totaal mannen en vrouwen;12 tot 25 jaar;1;Meerpleger;2008;22470;11
1522;Totaal mannen en vrouwen;12 tot 25 jaar;1;Meerpleger;2009;20670;10
1523;Totaal mannen en vrouwen;12 tot 25 jaar;1;Meerpleger;2010;18080;9
1524;Totaal mannen en vrouwen;12 tot 25 jaar;1;Veelpleger;1999;1300;1
1525;Totaal mannen en vrouwen;12 tot 25 jaar;1;Veelpleger;2000;1240;1
1526;Totaal mannen en vrouwen;12 tot 25 jaar;1;Veelpleger;2001;1280;1
1527;Totaal mannen en vrouwen;12 tot 25 jaar;1;Veelpleger;2002;1340;1
1528;Totaal mannen en vrouwen;12 tot 25 jaar;1;Veelpleger;2003;1440;1
1529;Totaal mannen en vrouwen;12 tot 25 jaar;1;Veelpleger;2004;1620;1
1530;Totaal mannen en vrouwen;12 tot 25 jaar;1;Veelpleger;2005;1730;1
1531;Totaal mannen en vrouwen;12 tot 25 jaar;1;Veelpleger;2006;1840;1
1532;Totaal mannen en vrouwen;12 tot 25 jaar;1;Veelpleger;2007;2020;1
1533;Totaal mannen en vrouwen;12 tot 25 jaar;1;Veelpleger;2008;2180;1
1534;Totaal mannen en vrouwen;12 tot 25 jaar;1;Veelpleger;2009;2070;1
1535;Totaal mannen en vrouwen;12 tot 25 jaar;1;Veelpleger;2010;1750;1
1536;Totaal mannen en vrouwen;12 tot 25 jaar;2;Totaal verdachten;1999;21130;41
1537;Totaal mannen en vrouwen;12 tot 25 jaar;2;Totaal verdachten;2000;21190;39
1538;Totaal mannen en vrouwen;12 tot 25 jaar;2;Totaal verdachten;2001;23270;41
1539;Totaal mannen en vrouwen;12 tot 25 jaar;2;Totaal verdachten;2002;25690;44
1540;Totaal mannen en vrouwen;12 tot 25 jaar;2;Totaal verdachten;2003;28330;48
1541;Totaal mannen en vrouwen;12 tot 25 jaar;2;Totaal verdachten;2004;31080;52
1542;Totaal mannen en vrouwen;12 tot 25 jaar;2;Totaal verdachten;2005;32630;54
1543;Totaal mannen en vrouwen;12 tot 25 jaar;2;Totaal verdachten;2006;33340;56
1544;Totaal mannen en vrouwen;12 tot 25 jaar;2;Totaal verdachten;2007;34200;57
1545;Totaal mannen en vrouwen;12 tot 25 jaar;2;Totaal verdachten;2008;32160;53
1546;Totaal mannen en vrouwen;12 tot 25 jaar;2;Totaal verdachten;2009;30200;49
1547;Totaal mannen en vrouwen;12 tot 25 jaar;2;Totaal verdachten;2010;27070;43
1548;Totaal mannen en vrouwen;12 tot 25 jaar;2;First offender;1999;8210;16
1549;Totaal mannen en vrouwen;12 tot 25 jaar;2;First offender;2000;8630;16
1550;Totaal mannen en vrouwen;12 tot 25 jaar;2;First offender;2001;9660;17
1551;Totaal mannen en vrouwen;12 tot 25 jaar;2;First offender;2002;10630;18
1552;Totaal mannen en vrouwen;12 tot 25 jaar;2;First offender;2003;11720;20
1553;Totaal mannen en vrouwen;12 tot 25 jaar;2;First offender;2004;12720;21
1554;Totaal mannen en vrouwen;12 tot 25 jaar;2;First offender;2005;13190;22
1555;Totaal mannen en vrouwen;12 tot 25 jaar;2;First offender;2006;13120;22
1556;Totaal mannen en vrouwen;12 tot 25 jaar;2;First offender;2007;13020;22
1557;Totaal mannen en vrouwen;12 tot 25 jaar;2;First offender;2008;11800;19
1558;Totaal mannen en vrouwen;12 tot 25 jaar;2;First offender;2009;10640;17
1559;Totaal mannen en vrouwen;12 tot 25 jaar;2;First offender;2010;9680;15
1560;Totaal mannen en vrouwen;12 tot 25 jaar;2;Meerpleger;1999;10710;21
1561;Totaal mannen en vrouwen;12 tot 25 jaar;2;Meerpleger;2000;10440;19
1562;Totaal mannen en vrouwen;12 tot 25 jaar;2;Meerpleger;2001;11390;20
1563;Totaal mannen en vrouwen;12 tot 25 jaar;2;Meerpleger;2002;12690;22
1564;Totaal mannen en vrouwen;12 tot 25 jaar;2;Meerpleger;2003;14180;24
