ID;Geslacht;Leeftijdsgroep;Herkomstgroepering;Pleegcarriere;Perioden;AantalVerdachten_1;VerdachtenPer1000Inwoners_2
67;Totaal mannen en vrouwen;12 jaar of ouder;1;First offender;2006;62010;5
68;Totaal mannen en vrouwen;12 jaar of ouder;1;First offender;2007;62040;5
69;Totaal mannen en vrouwen;12 jaar of ouder;1;First offender;2008;55590;5
70;Totaal mannen en vrouwen;12 jaar of ouder;1;First offender;2009;47900;4
71;Totaal mannen en vrouwen;12 jaar of ouder;1;First offender;2010;42210;4
72;Totaal mannen en vrouwen;12 jaar of ouder;1;Meerpleger;1999;34350;3
73;Totaal mannen en vrouwen;12 jaar of ouder;1;Meerpleger;2000;34500;3
74;Totaal mannen en vrouwen;12 jaar of ouder;1;Meerpleger;2001;36910;3
75;Totaal mannen en vrouwen;12 jaar of ouder;1;Meerpleger;2002;41500;4
76;Totaal mannen en vrouwen;12 jaar of ouder;1;Meerpleger;2003;46910;4
77;Totaal mannen en vrouwen;12 jaar of ouder;1;Meerpleger;2004;52180;5
78;Totaal mannen en vrouwen;12 jaar of ouder;1;Meerpleger;2005;56370;5
79;Totaal mannen en vrouwen;12 jaar of ouder;1;Meerpleger;2006;59020;5
80;Totaal mannen en vrouwen;12 jaar of ouder;1;Meerpleger;2007;60670;5
81;Totaal mannen en vrouwen;12 jaar of ouder;1;Meerpleger;2008;57050;5
82;Totaal mannen en vrouwen;12 jaar of ouder;1;Meerpleger;2009;53570;5
83;Totaal mannen en vrouwen;12 jaar of ouder;1;Meerpleger;2010;47090;4
84;Totaal mannen en vrouwen;12 jaar of ouder;1;Veelpleger;1999;11670;1
85;Totaal mannen en vrouwen;12 jaar of ouder;1;Veelpleger;2000;11340;1
86;Totaal mannen en vrouwen;12 jaar of ouder;1;Veelpleger;2001;11860;1
87;Totaal mannen en vrouwen;12 jaar of ouder;1;Veelpleger;2002;12460;1
88;Totaal mannen en vrouwen;12 jaar of ouder;1;Veelpleger;2003;13280;1
89;Totaal mannen en vrouwen;12 jaar of ouder;1;Veelpleger;2004;13860;1
90;Totaal mannen en vrouwen;12 jaar of ouder;1;Veelpleger;2005;14260;1
91;Totaal mannen en vrouwen;12 jaar of ouder;1;Veelpleger;2006;14330;1
92;Totaal mannen en vrouwen;12 jaar of ouder;1;Veelpleger;2007;14500;1
93;Totaal mannen en vrouwen;12 jaar of ouder;1;Veelpleger;2008;14180;1
94;Totaal mannen en vrouwen;12 jaar of ouder;1;Veelpleger;2009;13680;1
95;Totaal mannen en vrouwen;12 jaar of ouder;1;Veelpleger;2010;12720;1
96;Totaal mannen en vrouwen;12 jaar of ouder;2;Totaal verdachten;1999;50900;23
97;Totaal mannen en vrouwen;12 jaar of ouder;2;Totaal verdachten;2000;51400;22
98;Totaal mannen en vrouwen;12 jaar of ouder;2;Totaal verdachten;2001;55750;23
99;Totaal mannen en vrouwen;12 jaar of ouder;2;Totaal verdachten;2002;61480;25
100;Totaal mannen en vrouwen;12 jaar of ouder;2;Totaal verdachten;2003;68960;27
101;Totaal mannen en vrouwen;12 jaar of ouder;2;Totaal verdachten;2004;74370;29
102;Totaal mannen en vrouwen;12 jaar of ouder;2;Totaal verdachten;2005;76910;29
103;Totaal mannen en vrouwen;12 jaar of ouder;2;Totaal verdachten;2006;78970;30
104;Totaal mannen en vrouwen;12 jaar of ouder;2;Totaal verdachten;2007;79590;30
105;Totaal mannen en vrouwen;12 jaar of ouder;2;Totaal verdachten;2008;76040;28
106;Totaal mannen en vrouwen;12 jaar of ouder;2;Totaal verdachten;2009;72620;26
107;Totaal mannen en vrouwen;12 jaar of ouder;2;Totaal verdachten;2010;65690;23
108;Totaal mannen en vrouwen;12 jaar of ouder;2;First offender;1999;18580;8
109;Totaal mannen en vrouwen;12 jaar of ouder;2;First offender;2000;19210;8
110;Totaal mannen en vrouwen;12 jaar of ouder;2;First offender;2001;20800;9
111;Totaal mannen en vrouwen;12 jaar of ouder;2;First offender;2002;22830;9
112;Totaal mannen en vrouwen;12 jaar of ouder;2;First offender;2003;25410;10
113;Totaal mannen en vrouwen;12 jaar of ouder;2;First offender;2004;27050;10
114;Totaal mannen en vrouwen;12 jaar of ouder;2;First offender;2005;27730;11
115;Totaal mannen en vrouwen;12 jaar of ouder;2;First offender;2006;27690;11
116;Totaal mannen en vrouwen;12 jaar of ouder;2;First offender;2007;27350;10
117;Totaal mannen en vrouwen;12 jaar of ouder;2;First offender;2008;25300;9
118;Totaal mannen en vrouwen;12 jaar of ouder;2;First offender;2009;22990;8
119;Totaal mannen en vrouwen;12 jaar of ouder;2;First offender;2010;20850;7
120;Totaal mannen en vrouwen;12 jaar of ouder;2;Meerpleger;1999;24090;11
121;Totaal mannen en vrouwen;12 jaar of ouder;2;Meerpleger;2000;24010;10
122;Totaal mannen en vrouwen;12 jaar of ouder;2;Meerpleger;2001;26180;11
123;Totaal mannen en vrouwen;12 jaar of ouder;2;Meerpleger;2002;29120;12
124;Totaal mannen en vrouwen;12 jaar of ouder;2;Meerpleger;2003;33300;13
125;Totaal mannen en vrouwen;12 jaar of ouder;2;Meerpleger;2004;36460;14
126;Totaal mannen en vrouwen;12 jaar of ouder;2;Meerpleger;2005;38050;15
127;Totaal mannen en vrouwen;12 jaar of ouder;2;Meerpleger;2006;39590;15
128;Totaal mannen en vrouwen;12 jaar of ouder;2;Meerpleger;2007;40210;15
129;Totaal mannen en vrouwen;12 jaar of ouder;2;Meerpleger;2008;38450;14
130;Totaal mannen en vrouwen;12 jaar of ouder;2;Meerpleger;2009;37330;13
131;Totaal mannen en vrouwen;12 jaar of ouder;2;Meerpleger;2010;33350;12
132;Totaal mannen en vrouwen;12 jaar of ouder;2;Veelpleger;1999;8230;4
133;Totaal mannen en vrouwen;12 jaar of ouder;2;Veelpleger;2000;8170;4
134;Totaal mannen en vrouwen;12 jaar of ouder;2;Veelpleger;2001;8770;4
135;Totaal mannen en vrouwen;12 jaar of ouder;2;Veelpleger;2002;9530;4
136;Totaal mannen en vrouwen;12 jaar of ouder;2;Veelpleger;2003;10250;4
137;Totaal mannen en vrouwen;12 jaar of ouder;2;Veelpleger;2004;10870;4
138;Totaal mannen en vrouwen;12 jaar of ouder;2;Veelpleger;2005;11130;4
139;Totaal mannen en vrouwen;12 jaar of ouder;2;Veelpleger;2006;11690;4
140;Totaal mannen en vrouwen;12 jaar of ouder;2;Veelpleger;2007;12030;4
141;Totaal mannen en vrouwen;12 jaar of ouder;2;Veelpleger;2008;12290;4
142;Totaal mannen en vrouwen;12 jaar of ouder;2;Veelpleger;2009;12300;4
143;Totaal mannen en vrouwen;12 jaar of ouder;2;Veelpleger;2010;11490;4
144;Totaal mannen en vrouwen;12 jaar of ouder;9;Totaal verdachten;1999;13980;12
145;Totaal mannen en vrouwen;12 jaar of ouder;9;Totaal verdachten;2000;13770;11
146;Totaal mannen en vrouwen;12 jaar of ouder;9;Totaal verdachten;2001;14500;12
147;Totaal mannen en vrouwen;12 jaar of ouder;9;Totaal verdachten;2002;15750;12
148;Totaal mannen en vrouwen;12 jaar of ouder;9;Totaal verdachten;2003;17360;14
149;Totaal mannen en vrouwen;12 jaar of ouder;9;Totaal verdachten;2004;18270;14
150;Totaal mannen en vrouwen;12 jaar of ouder;9;Totaal verdachten;2005;18820;15
151;Totaal mannen en vrouwen;12 jaar of ouder;9;Totaal verdachten;2006;19460;15
152;Totaal mannen en vrouwen;12 jaar of ouder;9;Totaal verdachten;2007;19620;15
153;Totaal mannen en vrouwen;12 jaar of ouder;9;Totaal verdachten;2008;18540;14
154;Totaal mannen en vrouwen;12 jaar of ouder;9;Totaal verdachten;2009;17570;13
155;Totaal mannen en vrouwen;12 jaar of ouder;9;Totaal verdachten;2010;15740;12
156;Totaal mannen en vrouwen;12 jaar of ouder;9;First offender;1999;6010;5
157;Totaal mannen en vrouwen;12 jaar of ouder;9;First offender;2000;5920;5
158;Totaal mannen en vrouwen;12 jaar of ouder;9;First offender;2001;6260;5
159;Totaal mannen en vrouwen;12 jaar of ouder;9;First offender;2002;6890;5
160;Totaal mannen en vrouwen;12 jaar of ouder;9;First offender;2003;7460;6
161;Totaal mannen en vrouwen;12 jaar of ouder;9;First offender;2004;7910;6
162;Totaal mannen en vrouwen;12 jaar of ouder;9;First offender;2005;8140;6
163;Totaal mannen en vrouwen;12 jaar of ouder;9;First offender;2006;8260;6
164;Totaal mannen en vrouwen;12 jaar of ouder;9;First offender;2007;8410;6
165;Totaal mannen en vrouwen;12 jaar of ouder;9;First offender;2008;7730;6
166;Totaal mannen en vrouwen;12 jaar of ouder;9;First offender;2009;7240;5
167;Totaal mannen en vrouwen;12 jaar of ouder;9;First offender;2010;6440;5
168;Totaal mannen en vrouwen;12 jaar of ouder;9;Meerpleger;1999;5830;5
169;Totaal mannen en vrouwen;12 jaar of ouder;9;Meerpleger;2000;5850;5
170;Totaal mannen en vrouwen;12 jaar of ouder;9;Meerpleger;2001;6120;5
171;Totaal mannen en vrouwen;12 jaar of ouder;9;Meerpleger;2002;6650;5
172;Totaal mannen en vrouwen;12 jaar of ouder;9;Meerpleger;2003;7590;6
173;Totaal mannen en vrouwen;12 jaar of ouder;9;Meerpleger;2004;7990;6
174;Totaal mannen en vrouwen;12 jaar of ouder;9;Meerpleger;2005;8360;7
175;Totaal mannen en vrouwen;12 jaar of ouder;9;Meerpleger;2006;8770;7
176;Totaal mannen en vrouwen;12 jaar of ouder;9;Meerpleger;2007;8840;7
177;Totaal mannen en vrouwen;12 jaar of ouder;9;Meerpleger;2008;8450;6
178;Totaal mannen en vrouwen;12 jaar of ouder;9;Meerpleger;2009;8130;6
179;Totaal mannen en vrouwen;12 jaar of ouder;9;Meerpleger;2010;7240;5
180;Totaal mannen en vrouwen;12 jaar of ouder;9;Veelpleger;1999;2140;2
181;Totaal mannen en vrouwen;12 jaar of ouder;9;Veelpleger;2000;1990;2
182;Totaal mannen en vrouwen;12 jaar of ouder;9;Veelpleger;2001;2120;2
183;Totaal mannen en vrouwen;12 jaar of ouder;9;Veelpleger;2002;2210;2
184;Totaal mannen en vrouwen;12 jaar of ouder;9;Veelpleger;2003;2310;2
185;Totaal mannen en vrouwen;12 jaar of ouder;9;Veelpleger;2004;2380;2
186;Totaal mannen en vrouwen;12 jaar of ouder;9;Veelpleger;2005;2320;2
187;Totaal mannen en vrouwen;12 jaar of ouder;9;Veelpleger;2006;2440;2
188;Totaal mannen en vrouwen;12 jaar of ouder;9;Veelpleger;2007;2360;2
189;Totaal mannen en vrouwen;12 jaar of ouder;9;Veelpleger;2008;2360;2
190;Totaal mannen en vrouwen;12 jaar of ouder;9;Veelpleger;2009;2210;2
191;Totaal mannen en vrouwen;12 jaar of ouder;9;Veelpleger;2010;2060;2
192;Totaal mannen en vrouwen;12 jaar of ouder;3;Totaal verdachten;1999;36910;35
193;Totaal mannen en vrouwen;12 jaar of ouder;3;Totaal verdachten;2000;37630;34
194;Totaal mannen en vrouwen;12 jaar of ouder;3;Totaal verdachten;2001;41260;35
195;Totaal mannen en vrouwen;12 jaar of ouder;3;Totaal verdachten;2002;45730;37
196;Totaal mannen en vrouwen;12 jaar of ouder;3;Totaal verdachten;2003;51600;41
197;Totaal mannen en vrouwen;12 jaar of ouder;3;Totaal verdachten;2004;56100;43
198;Totaal mannen en vrouwen;12 jaar of ouder;3;Totaal verdachten;2005;58090;44
199;Totaal mannen en vrouwen;12 jaar of ouder;3;Totaal verdachten;2006;59500;44
200;Totaal mannen en vrouwen;12 jaar of ouder;3;Totaal verdachten;2007;59970;44
201;Totaal mannen en vrouwen;12 jaar of ouder;3;Totaal verdachten;2008;57490;41
202;Totaal mannen en vrouwen;12 jaar of ouder;3;Totaal verdachten;2009;55050;38
203;Totaal mannen en vrouwen;12 jaar of ouder;3;Totaal verdachten;2010;49950;33
204;Totaal mannen en vrouwen;12 jaar of ouder;3;First offender;1999;12570;12
205;Totaal mannen en vrouwen;12 jaar of ouder;3;First offender;2000;13290;12
206;Totaal mannen en vrouwen;12 jaar of ouder;3;First offender;2001;14550;12
207;Totaal mannen en vrouwen;12 jaar of ouder;3;First offender;2002;15940;13
208;Totaal mannen en vrouwen;12 jaar of ouder;3;First offender;2003;17940;14
209;Totaal mannen en vrouwen;12 jaar of ouder;3;First offender;2004;19140;15
210;Totaal mannen en vrouwen;12 jaar of ouder;3;First offender;2005;19590;15
211;Totaal mannen en vrouwen;12 jaar of ouder;3;First offender;2006;19430;14
212;Totaal mannen en vrouwen;12 jaar of ouder;3;First offender;2007;18940;14
213;Totaal mannen en vrouwen;12 jaar of ouder;3;First offender;2008;17560;12
214;Totaal mannen en vrouwen;12 jaar of ouder;3;First offender;2009;15750;11
215;Totaal mannen en vrouwen;12 jaar of ouder;3;First offender;2010;14420;10
216;Totaal mannen en vrouwen;12 jaar of ouder;3;Meerpleger;1999;18250;18
217;Totaal mannen en vrouwen;12 jaar of ouder;3;Meerpleger;2000;18160;16
218;Totaal mannen en vrouwen;12 jaar of ouder;3;Meerpleger;2001;20060;17
219;Totaal mannen en vrouwen;12 jaar of ouder;3;Meerpleger;2002;22480;18
220;Totaal mannen en vrouwen;12 jaar of ouder;3;Meerpleger;2003;25720;20
221;Totaal mannen en vrouwen;12 jaar of ouder;3;Meerpleger;2004;28470;22
222;Totaal mannen en vrouwen;12 jaar of ouder;3;Meerpleger;2005;29690;22
223;Totaal mannen en vrouwen;12 jaar of ouder;3;Meerpleger;2006;30820;23
224;Totaal mannen en vrouwen;12 jaar of ouder;3;Meerpleger;2007;31370;23
225;Totaal mannen en vrouwen;12 jaar of ouder;3;Meerpleger;2008;30000;21
226;Totaal mannen en vrouwen;12 jaar of ouder;3;Meerpleger;2009;29210;20
227;Totaal mannen en vrouwen;12 jaar of ouder;3;Meerpleger;2010;26100;17
228;Totaal mannen en vrouwen;12 jaar of ouder;3;Veelpleger;1999;6090;6
229;Totaal mannen en vrouwen;12 jaar of ouder;3;Veelpleger;2000;6180;6
230;Totaal mannen en vrouwen;12 jaar of ouder;3;Veelpleger;2001;6650;6
231;Totaal mannen en vrouwen;12 jaar of ouder;3;Veelpleger;2002;7310;6
232;Totaal mannen en vrouwen;12 jaar of ouder;3;Veelpleger;2003;7940;6
233;Totaal mannen en vrouwen;12 jaar of ouder;3;Veelpleger;2004;8490;7
234;Totaal mannen en vrouwen;12 jaar of ouder;3;Veelpleger;2005;8810;7
235;Totaal mannen en vrouwen;12 jaar of ouder;3;Veelpleger;2006;9250;7
236;Totaal mannen en vrouwen;12 jaar of ouder;3;Veelpleger;2007;9660;7
237;Totaal mannen en vrouwen;12 jaar of ouder;3;Veelpleger;2008;9940;7
238;Totaal mannen en vrouwen;12 jaar of ouder;3;Veelpleger;2009;10090;7
239;Totaal mannen en vrouwen;12 jaar of ouder;3;Veelpleger;2010;9430;6
240;Totaal mannen en vrouwen;12 jaar of ouder;4;Totaal verdachten;1999;8700;47
241;Totaal mannen en vrouwen;12 jaar of ouder;4;Totaal verdachten;2000;9050;47
242;Totaal mannen en vrouwen;12 jaar of ouder;4;Totaal verdachten;2001;9700;48
243;Totaal mannen en vrouwen;12 jaar of ouder;4;Totaal verdachten;2002;10440;49
244;Totaal mannen en vrouwen;12 jaar of ouder;4;Totaal verdachten;2003;12090;55
245;Totaal mannen en vrouwen;12 jaar of ouder;4;Totaal verdachten;2004;13090;57
246;Totaal mannen en vrouwen;12 jaar of ouder;4;Totaal verdachten;2005;13730;58
247;Totaal mannen en vrouwen;12 jaar of ouder;4;Totaal verdachten;2006;14020;58
248;Totaal mannen en vrouwen;12 jaar of ouder;4;Totaal verdachten;2007;14380;59
249;Totaal mannen en vrouwen;12 jaar of ouder;4;Totaal verdachten;2008;13940;56
250;Totaal mannen en vrouwen;12 jaar of ouder;4;Totaal verdachten;2009;13650;53
251;Totaal mannen en vrouwen;12 jaar of ouder;4;Totaal verdachten;2010;12490;47
252;Totaal mannen en vrouwen;12 jaar of ouder;4;First offender;1999;2320;12
253;Totaal mannen en vrouwen;12 jaar of ouder;4;First offender;2000;2610;13
254;Totaal mannen en vrouwen;12 jaar of ouder;4;First offender;2001;2710;13
255;Totaal mannen en vrouwen;12 jaar of ouder;4;First offender;2002;2840;13
256;Totaal mannen en vrouwen;12 jaar of ouder;4;First offender;2003;3450;16
257;Totaal mannen en vrouwen;12 jaar of ouder;4;First offender;2004;3690;16
258;Totaal mannen en vrouwen;12 jaar of ouder;4;First offender;2005;3840;16
259;Totaal mannen en vrouwen;12 jaar of ouder;4;First offender;2006;3780;16
260;Totaal mannen en vrouwen;12 jaar of ouder;4;First offender;2007;3810;16
261;Totaal mannen en vrouwen;12 jaar of ouder;4;First offender;2008;3580;14
262;Totaal mannen en vrouwen;12 jaar of ouder;4;First offender;2009;3240;13
263;Totaal mannen en vrouwen;12 jaar of ouder;4;First offender;2010;2910;11
264;Totaal mannen en vrouwen;12 jaar of ouder;4;Meerpleger;1999;4440;24
265;Totaal mannen en vrouwen;12 jaar of ouder;4;Meerpleger;2000;4500;23
266;Totaal mannen en vrouwen;12 jaar of ouder;4;Meerpleger;2001;4850;24
267;Totaal mannen en vrouwen;12 jaar of ouder;4;Meerpleger;2002;5340;25
268;Totaal mannen en vrouwen;12 jaar of ouder;4;Meerpleger;2003;6130;28
269;Totaal mannen en vrouwen;12 jaar of ouder;4;Meerpleger;2004;6660;29
270;Totaal mannen en vrouwen;12 jaar of ouder;4;Meerpleger;2005;6970;30
271;Totaal mannen en vrouwen;12 jaar of ouder;4;Meerpleger;2006;7130;30
272;Totaal mannen en vrouwen;12 jaar of ouder;4;Meerpleger;2007;7370;30
273;Totaal mannen en vrouwen;12 jaar of ouder;4;Meerpleger;2008;7160;29
274;Totaal mannen en vrouwen;12 jaar of ouder;4;Meerpleger;2009;7110;28
275;Totaal mannen en vrouwen;12 jaar of ouder;4;Meerpleger;2010;6470;25
276;Totaal mannen en vrouwen;12 jaar of ouder;4;Veelpleger;1999;1940;10
277;Totaal mannen en vrouwen;12 jaar of ouder;4;Veelpleger;2000;1940;10
278;Totaal mannen en vrouwen;12 jaar of ouder;4;Veelpleger;2001;2150;11
279;Totaal mannen en vrouwen;12 jaar of ouder;4;Veelpleger;2002;2270;11
280;Totaal mannen en vrouwen;12 jaar of ouder;4;Veelpleger;2003;2510;11
281;Totaal mannen en vrouwen;12 jaar of ouder;4;Veelpleger;2004;2740;12
282;Totaal mannen en vrouwen;12 jaar of ouder;4;Veelpleger;2005;2920;12
283;Totaal mannen en vrouwen;12 jaar of ouder;4;Veelpleger;2006;3110;13
284;Totaal mannen en vrouwen;12 jaar of ouder;4;Veelpleger;2007;3190;13
285;Totaal mannen en vrouwen;12 jaar of ouder;4;Veelpleger;2008;3200;13
286;Totaal mannen en vrouwen;12 jaar of ouder;4;Veelpleger;2009;3300;13
287;Totaal mannen en vrouwen;12 jaar of ouder;4;Veelpleger;2010;3110;12
288;Totaal mannen en vrouwen;12 jaar of ouder;5;Totaal verdachten;1999;6170;28
289;Totaal mannen en vrouwen;12 jaar of ouder;5;Totaal verdachten;2000;6010;26
290;Totaal mannen en vrouwen;12 jaar of ouder;5;Totaal verdachten;2001;6740;28
291;Totaal mannen en vrouwen;12 jaar of ouder;5;Totaal verdachten;2002;7430;29
292;Totaal mannen en vrouwen;12 jaar of ouder;5;Totaal verdachten;2003;8670;33
293;Totaal mannen en vrouwen;12 jaar of ouder;5;Totaal verdachten;2004;9480;35
294;Totaal mannen en vrouwen;12 jaar of ouder;5;Totaal verdachten;2005;10210;36
295;Totaal mannen en vrouwen;12 jaar of ouder;5;Totaal verdachten;2006;10750;38
296;Totaal mannen en vrouwen;12 jaar of ouder;5;Totaal verdachten;2007;10590;36
297;Totaal mannen en vrouwen;12 jaar of ouder;5;Totaal verdachten;2008;10260;34
298;Totaal mannen en vrouwen;12 jaar of ouder;5;Totaal verdachten;2009;9620;31
299;Totaal mannen en vrouwen;12 jaar of ouder;5;Totaal verdachten;2010;8680;28
300;Totaal mannen en vrouwen;12 jaar of ouder;5;First offender;1999;2400;11
301;Totaal mannen en vrouwen;12 jaar of ouder;5;First offender;2000;2330;10
302;Totaal mannen en vrouwen;12 jaar of ouder;5;First offender;2001;2620;11
303;Totaal mannen en vrouwen;12 jaar of ouder;5;First offender;2002;2750;11
304;Totaal mannen en vrouwen;12 jaar of ouder;5;First offender;2003;3270;12
305;Totaal mannen en vrouwen;12 jaar of ouder;5;First offender;2004;3510;13
306;Totaal mannen en vrouwen;12 jaar of ouder;5;First offender;2005;3820;14
307;Totaal mannen en vrouwen;12 jaar of ouder;5;First offender;2006;3890;14
308;Totaal mannen en vrouwen;12 jaar of ouder;5;First offender;2007;3780;13
309;Totaal mannen en vrouwen;12 jaar of ouder;5;First offender;2008;3540;12
310;Totaal mannen en vrouwen;12 jaar of ouder;5;First offender;2009;3040;10
311;Totaal mannen en vrouwen;12 jaar of ouder;5;First offender;2010;2820;9
312;Totaal mannen en vrouwen;12 jaar of ouder;5;Meerpleger;1999;3130;14
313;Totaal mannen en vrouwen;12 jaar of ouder;5;Meerpleger;2000;3020;13
314;Totaal mannen en vrouwen;12 jaar of ouder;5;Meerpleger;2001;3430;14
315;Totaal mannen en vrouwen;12 jaar of ouder;5;Meerpleger;2002;3860;15
316;Totaal mannen en vrouwen;12 jaar of ouder;5;Meerpleger;2003;4480;17
317;Totaal mannen en vrouwen;12 jaar of ouder;5;Meerpleger;2004;4970;18
318;Totaal mannen en vrouwen;12 jaar of ouder;5;Meerpleger;2005;5340;19
319;Totaal mannen en vrouwen;12 jaar of ouder;5;Meerpleger;2006;5720;20
320;Totaal mannen en vrouwen;12 jaar of ouder;5;Meerpleger;2007;5650;19
321;Totaal mannen en vrouwen;12 jaar of ouder;5;Meerpleger;2008;5460;18
322;Totaal mannen en vrouwen;12 jaar of ouder;5;Meerpleger;2009;5330;17
323;Totaal mannen en vrouwen;12 jaar of ouder;5;Meerpleger;2010;4700;15
