ID;LeeftijdMoederOp31December;Perioden;TotaalLevendgeboren_1;k_1eKind_2;k_2eKind_3;k_3eKind_4;k_4eOfVolgendeKind_5;AlleRangnummers_6;k_1eKind_7;k_2eKind_8;k_3eKind_9;k_4eOfVolgendeKind_10
861;32 jaar;2047;15234;6322;6400;1905;606;0.14727;0.06112;0.06187;0.01842;0.00586
862;32 jaar;2048;15436;6406;6485;1931;614;0.14727;0.06112;0.06187;0.01842;0.00586
863;32 jaar;2049;15594;6472;6552;1950;621;0.14727;0.06112;0.06187;0.01842;0.00586
864;32 jaar;2050;15740;6532;6613;1969;626;0.14727;0.06112;0.06187;0.01842;0.00586
865;32 jaar;2051;15875;6588;6669;1986;632;0.14727;0.06112;0.06187;0.01842;0.00586
866;32 jaar;2052;15966;6626;6708;1997;635;0.14727;0.06112;0.06187;0.01842;0.00586
867;32 jaar;2053;16062;6666;6748;2009;639;0.14727;0.06112;0.06187;0.01842;0.00586
868;32 jaar;2054;16152;6703;6786;2020;643;0.14727;0.06112;0.06187;0.01842;0.00586
869;32 jaar;2055;16233;6737;6820;2030;646;0.14727;0.06112;0.06187;0.01842;0.00586
870;32 jaar;2056;16294;6762;6845;2038;648;0.14727;0.06112;0.06187;0.01842;0.00586
871;32 jaar;2057;16342;6782;6866;2044;650;0.14727;0.06112;0.06187;0.01842;0.00586
872;32 jaar;2058;16385;6800;6884;2049;652;0.14727;0.06112;0.06187;0.01842;0.00586
873;32 jaar;2059;16423;6816;6900;2054;654;0.14727;0.06112;0.06187;0.01842;0.00586
874;33 jaar;2014;13097;4621;5850;1996;630;0.12854;0.04535;0.05741;0.01959;0.00618
875;33 jaar;2015;12877;4559;5727;1953;638;0.12979;0.04596;0.05773;0.01969;0.00643
876;33 jaar;2016;12831;4576;5721;1918;616;0.13003;0.04637;0.05798;0.01944;0.00624
877;33 jaar;2017;13208;4729;5856;1992;630;0.13051;0.04673;0.05787;0.01968;0.00623
878;33 jaar;2018;13637;4918;6053;2019;647;0.13204;0.04762;0.05861;0.01955;0.00626
879;33 jaar;2019;14161;5107;6285;2099;670;0.13344;0.04813;0.05923;0.01977;0.00631
880;33 jaar;2020;14249;5180;6296;2101;672;0.13416;0.04877;0.05927;0.01979;0.00633
881;33 jaar;2021;14248;5129;6334;2111;674;0.13367;0.04812;0.05942;0.0198;0.00632
882;33 jaar;2022;14539;5303;6421;2134;681;0.13439;0.04902;0.05935;0.01973;0.00629
883;33 jaar;2023;15005;5474;6629;2201;700;0.13438;0.04902;0.05937;0.01971;0.00627
884;33 jaar;2024;15075;5492;6666;2212;706;0.13445;0.04898;0.05945;0.01973;0.0063
885;33 jaar;2025;14894;5427;6585;2183;698;0.13422;0.04891;0.05934;0.01967;0.00629
886;33 jaar;2026;14855;5412;6568;2180;695;0.13421;0.0489;0.05934;0.01969;0.00628
887;33 jaar;2027;14916;5441;6593;2185;697;0.13434;0.04901;0.05938;0.01968;0.00628
888;33 jaar;2028;14604;5321;6459;2141;683;0.13423;0.04891;0.05937;0.01968;0.00628
889;33 jaar;2029;14489;5278;6409;2125;677;0.13421;0.04889;0.05937;0.01968;0.00627
890;33 jaar;2030;14713;5361;6508;2156;687;0.13418;0.04889;0.05936;0.01967;0.00627
891;33 jaar;2031;15093;5500;6676;2213;705;0.13421;0.04891;0.05936;0.01967;0.00626
892;33 jaar;2032;15184;5534;6716;2226;708;0.13422;0.04892;0.05937;0.01967;0.00626
893;33 jaar;2033;15561;5670;6883;2281;726;0.1342;0.0489;0.05937;0.01967;0.00626
894;33 jaar;2034;15330;5587;6782;2246;716;0.13419;0.0489;0.05937;0.01966;0.00626
895;33 jaar;2035;15212;5544;6730;2229;710;0.13419;0.04891;0.05936;0.01966;0.00626
896;33 jaar;2036;15164;5526;6708;2222;708;0.1342;0.04891;0.05937;0.01966;0.00626
897;33 jaar;2037;14774;5384;6535;2165;689;0.1342;0.04891;0.05937;0.01967;0.00626
898;33 jaar;2038;14371;5237;6357;2106;671;0.1342;0.04891;0.05937;0.01966;0.00626
899;33 jaar;2039;14215;5180;6288;2083;663;0.13419;0.04891;0.05936;0.01966;0.00626
900;33 jaar;2040;14073;5129;6225;2062;657;0.1342;0.04891;0.05936;0.01966;0.00626
901;33 jaar;2041;14221;5183;6291;2084;664;0.1342;0.04891;0.05937;0.01966;0.00626
902;33 jaar;2042;14248;5192;6303;2088;665;0.1342;0.04891;0.05937;0.01966;0.00626
903;33 jaar;2043;14238;5189;6298;2086;664;0.1342;0.04891;0.05937;0.01966;0.00626
904;33 jaar;2044;13899;5065;6148;2037;649;0.1342;0.04891;0.05937;0.01966;0.00626
905;33 jaar;2045;13663;4979;6044;2002;638;0.1342;0.04891;0.05937;0.01966;0.00626
906;33 jaar;2046;13396;4882;5926;1963;625;0.1342;0.04891;0.05937;0.01966;0.00626
907;33 jaar;2047;13671;4982;6048;2003;638;0.1342;0.04891;0.05937;0.01966;0.00626
908;33 jaar;2048;13863;5052;6132;2031;647;0.1342;0.04891;0.05937;0.01966;0.00626
909;33 jaar;2049;14046;5119;6214;2058;656;0.1342;0.04891;0.05937;0.01966;0.00626
910;33 jaar;2050;14190;5171;6277;2079;662;0.1342;0.04891;0.05937;0.01966;0.00626
911;33 jaar;2051;14322;5220;6336;2099;668;0.1342;0.04891;0.05937;0.01966;0.00626
912;33 jaar;2052;14445;5264;6390;2117;674;0.1342;0.04891;0.05937;0.01966;0.00626
913;33 jaar;2053;14528;5294;6427;2129;678;0.1342;0.04891;0.05937;0.01966;0.00626
914;33 jaar;2054;14615;5326;6465;2141;682;0.1342;0.04891;0.05937;0.01966;0.00626
915;33 jaar;2055;14697;5356;6501;2154;686;0.1342;0.04891;0.05937;0.01966;0.00626
916;33 jaar;2056;14771;5383;6534;2164;689;0.1342;0.04891;0.05937;0.01966;0.00626
917;33 jaar;2057;14826;5403;6558;2172;692;0.1342;0.04891;0.05937;0.01966;0.00626
918;33 jaar;2058;14869;5419;6578;2179;694;0.1342;0.04891;0.05937;0.01966;0.00626
919;33 jaar;2059;14908;5433;6595;2185;696;0.1342;0.04891;0.05937;0.01966;0.00626
920;34 jaar;2014;11754;3694;5288;2025;747;0.114;0.03583;0.05128;0.01964;0.00725
921;34 jaar;2015;11644;3655;5288;1996;706;0.11414;0.03583;0.05184;0.01957;0.00692
922;34 jaar;2016;11459;3673;5148;1936;702;0.11535;0.03697;0.05182;0.01949;0.00707
923;34 jaar;2017;11342;3647;5121;1897;676;0.11476;0.0369;0.05182;0.01919;0.00684
924;34 jaar;2018;11758;3785;5293;1968;711;0.11606;0.03736;0.05225;0.01943;0.00702
925;34 jaar;2019;12037;3861;5436;2021;719;0.1165;0.03737;0.05261;0.01956;0.00696
926;34 jaar;2020;12411;3944;5636;2086;745;0.11695;0.03716;0.05311;0.01966;0.00702
927;34 jaar;2021;12521;4046;5644;2086;745;0.11792;0.03811;0.05315;0.01964;0.00702
928;34 jaar;2022;12524;4005;5677;2094;749;0.11756;0.03759;0.05329;0.01966;0.00703
929;34 jaar;2023;12776;4141;5759;2119;758;0.1182;0.0383;0.05328;0.0196;0.00701
930;34 jaar;2024;13164;4259;5938;2188;778;0.11801;0.03818;0.05324;0.01962;0.00698
931;34 jaar;2025;13220;4269;5970;2197;785;0.11803;0.03811;0.0533;0.01961;0.00701
932;34 jaar;2026;13070;4227;5899;2168;776;0.11791;0.03813;0.05322;0.01956;0.007
933;34 jaar;2027;13036;4214;5884;2165;773;0.11792;0.03812;0.05322;0.01958;0.00699
934;34 jaar;2028;13086;4235;5905;2170;775;0.11801;0.03819;0.05325;0.01957;0.00699
935;34 jaar;2029;12813;4141;5785;2127;759;0.11791;0.0381;0.05324;0.01958;0.00699
936;34 jaar;2030;12713;4108;5741;2111;753;0.11791;0.0381;0.05325;0.01958;0.00698
937;34 jaar;2031;12912;4174;5830;2143;764;0.1179;0.03811;0.05324;0.01957;0.00698
938;34 jaar;2032;13246;4282;5981;2199;784;0.11791;0.03812;0.05324;0.01957;0.00698
939;34 jaar;2033;13325;4308;6016;2212;788;0.11792;0.03813;0.05324;0.01957;0.00698
940;34 jaar;2034;13655;4414;6166;2267;808;0.1179;0.03811;0.05324;0.01957;0.00698
941;34 jaar;2035;13454;4350;6076;2232;796;0.11789;0.03811;0.05324;0.01956;0.00697
942;34 jaar;2036;13350;4316;6029;2215;790;0.1179;0.03812;0.05324;0.01956;0.00697
943;34 jaar;2037;13307;4302;6009;2208;787;0.1179;0.03812;0.05324;0.01957;0.00697
944;34 jaar;2038;12965;4192;5855;2152;767;0.1179;0.03812;0.05324;0.01957;0.00697
945;34 jaar;2039;12612;4077;5695;2093;746;0.1179;0.03812;0.05324;0.01957;0.00697
946;34 jaar;2040;12475;4033;5633;2070;738;0.1179;0.03812;0.05324;0.01956;0.00697
947;34 jaar;2041;12350;3993;5577;2050;731;0.1179;0.03812;0.05324;0.01957;0.00697
948;34 jaar;2042;12480;4035;5636;2071;738;0.1179;0.03812;0.05324;0.01957;0.00697
949;34 jaar;2043;12503;4042;5646;2075;740;0.1179;0.03812;0.05324;0.01957;0.00697
950;34 jaar;2044;12494;4039;5642;2073;739;0.1179;0.03812;0.05324;0.01957;0.00697
951;34 jaar;2045;12197;3943;5508;2024;722;0.1179;0.03812;0.05324;0.01957;0.00697
952;34 jaar;2046;11991;3877;5415;1990;709;0.1179;0.03812;0.05324;0.01957;0.00697
953;34 jaar;2047;11756;3801;5309;1951;695;0.1179;0.03812;0.05324;0.01957;0.00697
954;34 jaar;2048;11997;3879;5418;1991;710;0.1179;0.03812;0.05324;0.01957;0.00697
955;34 jaar;2049;12165;3933;5493;2019;720;0.1179;0.03812;0.05324;0.01957;0.00697
956;34 jaar;2050;12326;3985;5566;2046;729;0.1179;0.03812;0.05324;0.01957;0.00697
957;34 jaar;2051;12452;4026;5623;2067;737;0.1179;0.03812;0.05324;0.01957;0.00697
958;34 jaar;2052;12568;4063;5675;2086;744;0.1179;0.03812;0.05324;0.01957;0.00697
959;34 jaar;2053;12676;4098;5724;2104;750;0.1179;0.03812;0.05324;0.01957;0.00697
960;34 jaar;2054;12748;4122;5757;2116;754;0.1179;0.03812;0.05324;0.01957;0.00697
961;34 jaar;2055;12824;4146;5791;2128;759;0.1179;0.03812;0.05324;0.01957;0.00697
962;34 jaar;2056;12896;4169;5823;2140;763;0.1179;0.03812;0.05324;0.01957;0.00697
963;34 jaar;2057;12961;4190;5853;2151;767;0.1179;0.03812;0.05324;0.01957;0.00697
964;34 jaar;2058;13009;4206;5874;2159;770;0.1179;0.03812;0.05324;0.01957;0.00697
965;34 jaar;2059;13047;4218;5892;2165;772;0.1179;0.03812;0.05324;0.01957;0.00697
966;35 jaar;2014;9812;2901;4276;1930;706;0.09811;0.02901;0.04275;0.0193;0.00705
967;35 jaar;2015;10136;2949;4466;2003;718;0.09823;0.02858;0.04328;0.01941;0.00696
968;35 jaar;2016;10003;2897;4436;1964;706;0.09794;0.02837;0.04343;0.01923;0.00691
969;35 jaar;2017;9789;2919;4294;1903;673;0.09842;0.02935;0.04317;0.01914;0.00677
970;35 jaar;2018;9703;2897;4286;1871;648;0.09808;0.02929;0.04333;0.01891;0.00655
971;35 jaar;2019;9984;2938;4402;1952;692;0.09852;0.02899;0.04344;0.01926;0.00683
972;35 jaar;2020;10140;2919;4530;1995;695;0.09815;0.02826;0.04385;0.01931;0.00673
973;35 jaar;2021;10497;3022;4696;2057;722;0.09895;0.02849;0.04426;0.01939;0.0068
974;35 jaar;2022;10587;3110;4701;2057;719;0.09974;0.0293;0.04429;0.01938;0.00677
975;35 jaar;2023;10592;3075;4728;2066;723;0.09949;0.02888;0.04441;0.0194;0.00679
976;35 jaar;2024;10778;3161;4792;2091;733;0.0998;0.02927;0.04437;0.01936;0.00679
977;35 jaar;2025;11099;3247;4942;2158;752;0.0996;0.02914;0.04435;0.01937;0.00675
978;35 jaar;2026;11156;3263;4968;2166;758;0.09971;0.02916;0.0444;0.01936;0.00678
979;35 jaar;2027;11029;3231;4909;2140;750;0.09962;0.02919;0.04434;0.01933;0.00677
980;35 jaar;2028;10999;3219;4896;2136;747;0.09961;0.02916;0.04434;0.01935;0.00677
981;35 jaar;2029;11038;3233;4913;2142;749;0.09966;0.02919;0.04436;0.01934;0.00677
982;35 jaar;2030;10810;3162;4814;2099;734;0.0996;0.02914;0.04436;0.01934;0.00676
983;35 jaar;2031;10728;3140;4778;2083;728;0.09961;0.02915;0.04436;0.01934;0.00676
984;35 jaar;2032;10897;3190;4852;2116;739;0.0996;0.02916;0.04435;0.01934;0.00675
985;35 jaar;2033;11178;3272;4977;2171;758;0.09961;0.02916;0.04435;0.01934;0.00675
986;35 jaar;2034;11244;3292;5007;2183;762;0.09961;0.02916;0.04436;0.01934;0.00675
987;35 jaar;2035;11523;3373;5132;2237;781;0.0996;0.02915;0.04435;0.01934;0.00675
988;35 jaar;2036;11354;3324;5057;2204;770;0.09959;0.02916;0.04435;0.01933;0.00675
989;35 jaar;2037;11266;3298;5017;2187;764;0.09959;0.02916;0.04435;0.01933;0.00675
990;35 jaar;2038;11230;3288;5001;2180;761;0.0996;0.02916;0.04435;0.01934;0.00675
991;35 jaar;2039;10941;3203;4873;2124;742;0.0996;0.02916;0.04436;0.01934;0.00675
992;35 jaar;2040;10643;3116;4740;2066;721;0.0996;0.02916;0.04435;0.01934;0.00675
993;35 jaar;2041;10527;3082;4688;2044;713;0.0996;0.02916;0.04435;0.01933;0.00675
994;35 jaar;2042;10422;3051;4641;2023;706;0.0996;0.02916;0.04435;0.01933;0.00675
995;35 jaar;2043;10532;3083;4690;2045;714;0.0996;0.02916;0.04435;0.01934;0.00675
996;35 jaar;2044;10551;3089;4699;2048;715;0.0996;0.02916;0.04435;0.01934;0.00675
997;35 jaar;2045;10543;3086;4695;2047;715;0.0996;0.02916;0.04435;0.01933;0.00675
998;35 jaar;2046;10293;3013;4584;1998;698;0.0996;0.02916;0.04435;0.01933;0.00675
999;35 jaar;2047;10118;2962;4506;1964;686;0.0996;0.02916;0.04435;0.01933;0.00675
1000;35 jaar;2048;9920;2904;4418;1926;672;0.0996;0.02916;0.04435;0.01933;0.00675
1001;35 jaar;2049;10124;2964;4509;1965;686;0.0996;0.02916;0.04435;0.01933;0.00675
1002;35 jaar;2050;10266;3005;4572;1993;696;0.0996;0.02916;0.04435;0.01933;0.00675
1003;35 jaar;2051;10402;3045;4632;2019;705;0.0996;0.02916;0.04435;0.01933;0.00675
1004;35 jaar;2052;10508;3076;4680;2040;712;0.0996;0.02916;0.04435;0.01933;0.00675
1005;35 jaar;2053;10606;3105;4723;2059;719;0.0996;0.02916;0.04435;0.01933;0.00675
1006;35 jaar;2054;10696;3131;4763;2076;725;0.0996;0.02916;0.04435;0.01933;0.00675
1007;35 jaar;2055;10757;3149;4791;2088;729;0.0996;0.02916;0.04435;0.01933;0.00675
1008;35 jaar;2056;10821;3168;4819;2101;733;0.0996;0.02916;0.04435;0.01933;0.00675
1009;35 jaar;2057;10882;3186;4846;2113;737;0.0996;0.02916;0.04435;0.01933;0.00675
1010;35 jaar;2058;10936;3202;4870;2123;741;0.0996;0.02916;0.04435;0.01933;0.00675
1011;35 jaar;2059;10977;3213;4888;2131;744;0.0996;0.02916;0.04435;0.01933;0.00675
1012;36 jaar;2014;8046;2267;3419;1676;683;0.08005;0.02255;0.03402;0.01668;0.0068
1013;36 jaar;2015;8139;2292;3430;1714;704;0.08133;0.0229;0.03427;0.01713;0.00703
1014;36 jaar;2016;8306;2292;3526;1784;704;0.08045;0.0222;0.03416;0.01728;0.00682
1015;36 jaar;2017;8186;2249;3487;1753;697;0.08009;0.02201;0.03412;0.01715;0.00682
1016;36 jaar;2018;8033;2272;3405;1689;666;0.08074;0.02284;0.03423;0.01698;0.0067
1017;36 jaar;2019;7879;2199;3378;1662;641;0.07964;0.02222;0.03414;0.0168;0.00648
1018;36 jaar;2020;8056;2169;3461;1738;688;0.07954;0.02142;0.03417;0.01716;0.00679
1019;36 jaar;2021;8215;2191;3558;1776;690;0.07958;0.02122;0.03447;0.0172;0.00668
1020;36 jaar;2022;8522;2278;3695;1831;719;0.08039;0.02149;0.03485;0.01727;0.00678
1021;36 jaar;2023;8577;2330;3704;1830;713;0.08087;0.02197;0.03492;0.01726;0.00672
1022;36 jaar;2024;8573;2298;3719;1838;718;0.08062;0.02161;0.03497;0.01728;0.00675
1023;36 jaar;2025;8708;2351;3768;1861;728;0.08073;0.0218;0.03493;0.01725;0.00675
1024;36 jaar;2026;8975;2423;3884;1920;747;0.08065;0.02178;0.03491;0.01725;0.00671
1025;36 jaar;2027;9023;2436;3907;1927;753;0.08076;0.0218;0.03497;0.01725;0.00674
1026;36 jaar;2028;8919;2411;3860;1904;744;0.08068;0.02181;0.03491;0.01722;0.00673
1027;36 jaar;2029;8893;2401;3850;1901;742;0.08066;0.02177;0.03492;0.01724;0.00673
1028;36 jaar;2030;8923;2410;3862;1906;744;0.08069;0.0218;0.03493;0.01724;0.00673
1029;36 jaar;2031;8742;2360;3785;1868;729;0.08066;0.02177;0.03492;0.01724;0.00672
1030;36 jaar;2032;8676;2343;3756;1854;723;0.08067;0.02178;0.03493;0.01724;0.00672
1031;36 jaar;2033;8812;2380;3815;1883;734;0.08066;0.02179;0.03492;0.01724;0.00672
1032;36 jaar;2034;9039;2441;3914;1932;753;0.08066;0.02178;0.03492;0.01724;0.00672
1033;36 jaar;2035;9093;2456;3937;1943;757;0.08066;0.02179;0.03492;0.01724;0.00672
1034;36 jaar;2036;9320;2517;4035;1992;776;0.08066;0.02178;0.03492;0.01723;0.00671
1035;36 jaar;2037;9183;2480;3977;1962;764;0.08065;0.02178;0.03492;0.01723;0.00671
1036;36 jaar;2038;9112;2461;3946;1947;759;0.08065;0.02178;0.03492;0.01723;0.00671
1037;36 jaar;2039;9082;2453;3933;1941;756;0.08066;0.02178;0.03492;0.01723;0.00671
1038;36 jaar;2040;8849;2390;3832;1891;737;0.08066;0.02178;0.03492;0.01723;0.00671
1039;36 jaar;2041;8608;2325;3727;1839;717;0.08066;0.02178;0.03492;0.01723;0.00671
1040;36 jaar;2042;8514;2300;3687;1819;709;0.08066;0.02178;0.03492;0.01723;0.00671
1041;36 jaar;2043;8429;2277;3650;1801;702;0.08066;0.02178;0.03492;0.01723;0.00671
1042;36 jaar;2044;8517;2300;3688;1820;709;0.08066;0.02178;0.03492;0.01723;0.00671
1043;36 jaar;2045;8533;2305;3695;1823;710;0.08066;0.02178;0.03492;0.01723;0.00671
1044;36 jaar;2046;8527;2303;3692;1822;710;0.08066;0.02178;0.03492;0.01723;0.00671
1045;36 jaar;2047;8324;2248;3604;1779;693;0.08066;0.02178;0.03492;0.01723;0.00671
1046;36 jaar;2048;8183;2210;3543;1748;681;0.08066;0.02178;0.03492;0.01723;0.00671
1047;36 jaar;2049;8023;2167;3474;1714;668;0.08066;0.02178;0.03492;0.01723;0.00671
1048;36 jaar;2050;8187;2211;3545;1749;682;0.08066;0.02178;0.03492;0.01723;0.00671
1049;36 jaar;2051;8302;2242;3595;1774;691;0.08066;0.02178;0.03492;0.01723;0.00671
1050;36 jaar;2052;8412;2272;3642;1797;700;0.08066;0.02178;0.03492;0.01723;0.00671
1051;36 jaar;2053;8498;2295;3680;1816;707;0.08066;0.02178;0.03492;0.01723;0.00671
1052;36 jaar;2054;8577;2316;3714;1833;714;0.08066;0.02178;0.03492;0.01723;0.00671
1053;36 jaar;2055;8650;2336;3746;1848;720;0.08066;0.02178;0.03492;0.01723;0.00671
1054;36 jaar;2056;8700;2350;3767;1859;724;0.08066;0.02178;0.03492;0.01723;0.00671
1055;36 jaar;2057;8751;2364;3789;1870;728;0.08066;0.02178;0.03492;0.01723;0.00671
1056;36 jaar;2058;8800;2377;3810;1880;733;0.08066;0.02178;0.03492;0.01723;0.00671
1057;36 jaar;2059;8844;2389;3830;1890;736;0.08066;0.02178;0.03492;0.01723;0.00671
1058;37 jaar;2014;6265;1698;2576;1357;634;0.06307;0.01709;0.02593;0.01366;0.00638
1059;37 jaar;2015;6376;1747;2625;1359;645;0.06344;0.01739;0.02612;0.01352;0.00642
1060;37 jaar;2016;6377;1775;2589;1350;663;0.0637;0.01773;0.02586;0.01349;0.00662
1061;37 jaar;2017;6492;1776;2643;1425;648;0.06288;0.0172;0.0256;0.0138;0.00628
1062;37 jaar;2018;6418;1753;2618;1384;662;0.06279;0.01716;0.02562;0.01354;0.00648
1063;37 jaar;2019;6177;1688;2532;1334;624;0.06213;0.01697;0.02546;0.01341;0.00628
1064;37 jaar;2020;6037;1605;2520;1318;595;0.06107;0.01624;0.02548;0.01333;0.00602
1065;37 jaar;2021;6210;1618;2572;1378;642;0.06138;0.016;0.02542;0.01362;0.00634
1066;37 jaar;2022;6365;1667;2647;1410;642;0.06173;0.01617;0.02567;0.01367;0.00622
1067;37 jaar;2023;6596;1720;2753;1452;671;0.06229;0.01624;0.026;0.01372;0.00634
1068;37 jaar;2024;6607;1731;2759;1452;664;0.06237;0.01634;0.02604;0.01371;0.00627
1069;37 jaar;2025;6613;1716;2770;1459;668;0.06227;0.01616;0.02609;0.01374;0.00629
1070;37 jaar;2026;6711;1753;2804;1476;678;0.06231;0.01628;0.02603;0.0137;0.0063
1071;37 jaar;2027;6920;1811;2890;1523;696;0.06229;0.0163;0.02602;0.01371;0.00626
1072;37 jaar;2028;6955;1817;2908;1529;701;0.06236;0.01629;0.02607;0.01371;0.00629
1073;37 jaar;2029;6873;1796;2873;1511;693;0.06228;0.01628;0.02603;0.01369;0.00628
1074;37 jaar;2030;6855;1790;2865;1508;691;0.06228;0.01626;0.02603;0.0137;0.00628
1075;37 jaar;2031;6877;1798;2874;1512;693;0.0623;0.01628;0.02604;0.0137;0.00628
1076;37 jaar;2032;6739;1761;2817;1482;679;0.06229;0.01628;0.02604;0.0137;0.00628
1077;37 jaar;2033;6688;1748;2796;1471;673;0.06229;0.01628;0.02604;0.0137;0.00627
1078;37 jaar;2034;6793;1775;2840;1494;684;0.06228;0.01628;0.02604;0.0137;0.00627
1079;37 jaar;2035;6969;1821;2913;1533;701;0.06228;0.01628;0.02604;0.0137;0.00627
1080;37 jaar;2036;7010;1832;2931;1542;705;0.06228;0.01628;0.02604;0.0137;0.00627
1081;37 jaar;2037;7185;1878;3004;1580;723;0.06228;0.01628;0.02604;0.0137;0.00627
1082;37 jaar;2038;7080;1850;2960;1557;712;0.06228;0.01628;0.02604;0.0137;0.00627
1083;37 jaar;2039;7025;1836;2937;1545;707;0.06228;0.01628;0.02604;0.0137;0.00627
1084;37 jaar;2040;7002;1830;2927;1540;705;0.06228;0.01628;0.02604;0.0137;0.00627
1085;37 jaar;2041;6822;1783;2852;1501;686;0.06228;0.01628;0.02604;0.0137;0.00627
1086;37 jaar;2042;6636;1734;2774;1460;668;0.06228;0.01628;0.02604;0.0137;0.00627
1087;37 jaar;2043;6564;1715;2744;1444;660;0.06228;0.01628;0.02604;0.0137;0.00627
1088;37 jaar;2044;6498;1698;2717;1429;654;0.06228;0.01628;0.02604;0.0137;0.00627
1089;37 jaar;2045;6566;1716;2745;1444;661;0.06228;0.01628;0.02604;0.0137;0.00627
1090;37 jaar;2046;6578;1719;2750;1447;662;0.06228;0.01628;0.02604;0.0137;0.00627
1091;37 jaar;2047;6573;1718;2748;1446;661;0.06228;0.01628;0.02604;0.0137;0.00627
1092;37 jaar;2048;6417;1677;2683;1411;646;0.06228;0.01628;0.02604;0.0137;0.00627
1093;37 jaar;2049;6308;1649;2637;1387;635;0.06228;0.01628;0.02604;0.0137;0.00627
1094;37 jaar;2050;6184;1616;2586;1360;622;0.06228;0.01628;0.02604;0.0137;0.00627
1095;37 jaar;2051;6311;1649;2639;1388;635;0.06228;0.01628;0.02604;0.0137;0.00627
1096;37 jaar;2052;6400;1673;2675;1408;644;0.06228;0.01628;0.02604;0.0137;0.00627
1097;37 jaar;2053;6485;1695;2711;1426;653;0.06228;0.01628;0.02604;0.0137;0.00627
1098;37 jaar;2054;6551;1712;2739;1441;659;0.06228;0.01628;0.02604;0.0137;0.00627
1099;37 jaar;2055;6612;1728;2764;1454;665;0.06228;0.01628;0.02604;0.0137;0.00627
1100;37 jaar;2056;6668;1743;2788;1467;671;0.06228;0.01628;0.02604;0.0137;0.00627
1101;37 jaar;2057;6706;1753;2804;1475;675;0.06228;0.01628;0.02604;0.0137;0.00627
1102;37 jaar;2058;6746;1763;2820;1484;679;0.06228;0.01628;0.02604;0.0137;0.00627
1103;37 jaar;2059;6784;1773;2836;1492;683;0.06228;0.01628;0.02604;0.0137;0.00627
1104;38 jaar;2014;4745;1307;1881;1014;544;0.04753;0.01309;0.01884;0.01015;0.00545
1105;38 jaar;2015;4497;1100;1852;998;546;0.04526;0.01108;0.01865;0.01004;0.0055
1106;38 jaar;2016;4840;1277;1942;1041;580;0.04815;0.01271;0.01932;0.01036;0.00577
1107;38 jaar;2017;4751;1277;1883;1015;575;0.04744;0.01275;0.01881;0.01014;0.00574
1108;38 jaar;2018;4811;1294;1886;1074;557;0.0466;0.01253;0.01827;0.01041;0.0054
1109;38 jaar;2019;4688;1198;1853;1049;589;0.04589;0.01172;0.01814;0.01026;0.00576
1110;38 jaar;2020;4453;1117;1794;998;543;0.04481;0.01124;0.01805;0.01004;0.00547
1111;38 jaar;2021;4409;1106;1793;992;518;0.04463;0.0112;0.01815;0.01005;0.00525
1112;38 jaar;2022;4562;1142;1820;1039;560;0.04513;0.0113;0.01801;0.01028;0.00554
1113;38 jaar;2023;4679;1184;1871;1064;560;0.04542;0.01149;0.01816;0.01033;0.00543
1114;38 jaar;2024;4835;1200;1951;1097;587;0.04571;0.01134;0.01844;0.01037;0.00555
1115;38 jaar;2025;4829;1197;1957;1096;579;0.04564;0.01132;0.01849;0.01036;0.00547
1116;38 jaar;2026;4850;1201;1965;1101;583;0.04573;0.01132;0.01852;0.01039;0.0055
1117;38 jaar;2027;4914;1223;1986;1114;592;0.04569;0.01137;0.01846;0.01036;0.0055
1118;38 jaar;2028;5065;1262;2047;1150;607;0.04566;0.01138;0.01845;0.01036;0.00547
1119;38 jaar;2029;5090;1264;2060;1154;612;0.0457;0.01135;0.01849;0.01036;0.0055
1120;38 jaar;2030;5031;1250;2035;1141;605;0.04566;0.01135;0.01847;0.01035;0.00549
1121;38 jaar;2031;5020;1247;2030;1139;603;0.04568;0.01135;0.01848;0.01036;0.00549
1122;38 jaar;2032;5034;1252;2036;1142;605;0.04568;0.01136;0.01847;0.01036;0.00549
1123;38 jaar;2033;4934;1227;1995;1119;593;0.04567;0.01135;0.01847;0.01036;0.00549
1124;38 jaar;2034;4896;1217;1981;1110;588;0.04567;0.01135;0.01848;0.01036;0.00548
1125;38 jaar;2035;4973;1236;2012;1128;597;0.04567;0.01135;0.01847;0.01036;0.00548
1126;38 jaar;2036;5102;1268;2064;1157;612;0.04567;0.01135;0.01847;0.01036;0.00548
1127;38 jaar;2037;5133;1276;2076;1164;616;0.04567;0.01135;0.01847;0.01036;0.00548
1128;38 jaar;2038;5261;1308;2128;1193;631;0.04567;0.01135;0.01847;0.01036;0.00548
1129;38 jaar;2039;5184;1289;2097;1176;622;0.04566;0.01135;0.01847;0.01036;0.00548
1130;38 jaar;2040;5144;1279;2081;1167;617;0.04567;0.01135;0.01847;0.01036;0.00548
1131;38 jaar;2041;5127;1275;2074;1163;615;0.04567;0.01135;0.01847;0.01036;0.00548
1132;38 jaar;2042;4995;1242;2021;1133;599;0.04567;0.01135;0.01847;0.01036;0.00548
1133;38 jaar;2043;4859;1208;1966;1102;583;0.04567;0.01135;0.01847;0.01036;0.00548
1134;38 jaar;2044;4806;1195;1944;1090;577;0.04567;0.01135;0.01847;0.01036;0.00548
