ID;NederlandseEconomie;Energiedragers;Perioden;Winning_1;IntermediairEnHuishoudelijkVerbruik_2;Invoer_3;Productie_4;NettoEnergieverbruik_5;Uitvoer_6
2768;77 Verhuur van roerende goederen;Overige koolproducten;2017;;0.0;;0.0;;
2769;77 Verhuur van roerende goederen;Overige koolproducten;2018;;0.0;;0.0;;
2770;77 Verhuur van roerende goederen;Overige koolproducten;2019;;0.0;;0.0;;
2771;77 Verhuur van roerende goederen;Overige koolproducten;2020;;0.0;;0.0;;
2772;77 Verhuur van roerende goederen;Aardoliegrondstoffen;2000;;0.0;;0.0;;
2773;77 Verhuur van roerende goederen;Aardoliegrondstoffen;2001;;0.0;;0.0;;
2774;77 Verhuur van roerende goederen;Aardoliegrondstoffen;2002;;0.0;;0.0;;
2775;77 Verhuur van roerende goederen;Aardoliegrondstoffen;2003;;0.0;;0.0;;
2776;77 Verhuur van roerende goederen;Aardoliegrondstoffen;2004;;0.0;;0.0;;
2777;77 Verhuur van roerende goederen;Aardoliegrondstoffen;2005;;0.0;;0.0;;
2778;77 Verhuur van roerende goederen;Aardoliegrondstoffen;2006;;0.0;;0.0;;
2779;77 Verhuur van roerende goederen;Aardoliegrondstoffen;2007;;0.0;;0.0;;
2780;77 Verhuur van roerende goederen;Aardoliegrondstoffen;2008;;0.0;;0.0;;
2781;77 Verhuur van roerende goederen;Aardoliegrondstoffen;2009;;0.0;;0.0;;
2782;77 Verhuur van roerende goederen;Aardoliegrondstoffen;2010;;0.0;;0.0;;
2783;77 Verhuur van roerende goederen;Aardoliegrondstoffen;2011;;0.0;;0.0;;
2784;77 Verhuur van roerende goederen;Aardoliegrondstoffen;2012;;0.0;;0.0;;
2785;77 Verhuur van roerende goederen;Aardoliegrondstoffen;2013;;0.0;;0.0;;
2786;77 Verhuur van roerende goederen;Aardoliegrondstoffen;2014;;0.0;;0.0;;
2787;77 Verhuur van roerende goederen;Aardoliegrondstoffen;2015;;0.0;;0.0;;
2788;77 Verhuur van roerende goederen;Aardoliegrondstoffen;2016;;0.0;;0.0;;
2789;77 Verhuur van roerende goederen;Aardoliegrondstoffen;2017;;0.0;;0.0;;
2790;77 Verhuur van roerende goederen;Aardoliegrondstoffen;2018;;0.0;;0.0;;
2791;77 Verhuur van roerende goederen;Aardoliegrondstoffen;2019;;0.0;;0.0;;
2792;77 Verhuur van roerende goederen;Aardoliegrondstoffen;2020;;0.0;;0.0;;
2793;77 Verhuur van roerende goederen;Aardgas;2000;;0.8;;0.0;;
2794;77 Verhuur van roerende goederen;Aardgas;2001;;0.8;;0.0;;
2795;77 Verhuur van roerende goederen;Aardgas;2002;;0.8;;0.0;;
2796;77 Verhuur van roerende goederen;Aardgas;2003;;0.8;;0.0;;
2797;77 Verhuur van roerende goederen;Aardgas;2004;;0.9;;0.0;;
2798;77 Verhuur van roerende goederen;Aardgas;2005;;0.8;;0.0;;
2799;77 Verhuur van roerende goederen;Aardgas;2006;;0.8;;0.0;;
2800;77 Verhuur van roerende goederen;Aardgas;2007;;0.7;;0.0;;
2801;77 Verhuur van roerende goederen;Aardgas;2008;;0.8;;0.0;;
2802;77 Verhuur van roerende goederen;Aardgas;2009;;0.8;;0.0;;
2803;77 Verhuur van roerende goederen;Aardgas;2010;;0.7;;0.0;;
2804;77 Verhuur van roerende goederen;Aardgas;2011;;0.5;;0.0;;
2805;77 Verhuur van roerende goederen;Aardgas;2012;;0.6;;0.0;;
2806;77 Verhuur van roerende goederen;Aardgas;2013;;0.6;;0.0;;
2807;77 Verhuur van roerende goederen;Aardgas;2014;;0.5;;0.0;;
2808;77 Verhuur van roerende goederen;Aardgas;2015;;0.5;;0.0;;
2809;77 Verhuur van roerende goederen;Aardgas;2016;;0.5;;0.0;;
2810;77 Verhuur van roerende goederen;Aardgas;2017;;0.5;;0.0;;
2811;77 Verhuur van roerende goederen;Aardgas;2018;;0.5;;0.0;;
2812;77 Verhuur van roerende goederen;Aardgas;2019;;0.5;;0.0;;
2813;77 Verhuur van roerende goederen;Aardgas;2020;;0.4;;0.0;;
2814;77 Verhuur van roerende goederen;Fossiel deel motorbenzine;2000;;0.7;;0.0;;
2815;77 Verhuur van roerende goederen;Fossiel deel motorbenzine;2001;;0.7;;0.0;;
2816;77 Verhuur van roerende goederen;Fossiel deel motorbenzine;2002;;0.7;;0.0;;
2817;77 Verhuur van roerende goederen;Fossiel deel motorbenzine;2003;;0.8;;0.0;;
2818;77 Verhuur van roerende goederen;Fossiel deel motorbenzine;2004;;0.8;;0.0;;
2819;77 Verhuur van roerende goederen;Fossiel deel motorbenzine;2005;;0.9;;0.0;;
2820;77 Verhuur van roerende goederen;Fossiel deel motorbenzine;2006;;0.9;;0.0;;
2821;77 Verhuur van roerende goederen;Fossiel deel motorbenzine;2007;;0.9;;0.0;;
2822;77 Verhuur van roerende goederen;Fossiel deel motorbenzine;2008;;1.2;;0.0;;
2823;77 Verhuur van roerende goederen;Fossiel deel motorbenzine;2009;;1.3;;0.0;;
2824;77 Verhuur van roerende goederen;Fossiel deel motorbenzine;2010;;1.1;;0.0;;
2825;77 Verhuur van roerende goederen;Fossiel deel motorbenzine;2011;;1.3;;0.0;;
2826;77 Verhuur van roerende goederen;Fossiel deel motorbenzine;2012;;1.3;;0.0;;
2827;77 Verhuur van roerende goederen;Fossiel deel motorbenzine;2013;;1.2;;0.0;;
2828;77 Verhuur van roerende goederen;Fossiel deel motorbenzine;2014;;6.7;;0.0;;
2829;77 Verhuur van roerende goederen;Fossiel deel motorbenzine;2015;;7.4;;0.0;;
2830;77 Verhuur van roerende goederen;Fossiel deel motorbenzine;2016;;8.7;;0.0;;
2831;77 Verhuur van roerende goederen;Fossiel deel motorbenzine;2017;;9.8;;0.0;;
2832;77 Verhuur van roerende goederen;Fossiel deel motorbenzine;2018;;11.0;;0.0;;
2833;77 Verhuur van roerende goederen;Fossiel deel motorbenzine;2019;;13.5;;0.0;;
2834;77 Verhuur van roerende goederen;Fossiel deel motorbenzine;2020;;3.0;;0.0;;
2835;77 Verhuur van roerende goederen;Kerosines en motorbrandstof (m.u.v. bio);2000;;0.0;;0.0;;
2836;77 Verhuur van roerende goederen;Kerosines en motorbrandstof (m.u.v. bio);2001;;0.0;;0.0;;
2837;77 Verhuur van roerende goederen;Kerosines en motorbrandstof (m.u.v. bio);2002;;0.0;;0.0;;
2838;77 Verhuur van roerende goederen;Kerosines en motorbrandstof (m.u.v. bio);2003;;0.0;;0.0;;
2839;77 Verhuur van roerende goederen;Kerosines en motorbrandstof (m.u.v. bio);2004;;0.0;;0.0;;
2840;77 Verhuur van roerende goederen;Kerosines en motorbrandstof (m.u.v. bio);2005;;0.0;;0.0;;
2841;77 Verhuur van roerende goederen;Kerosines en motorbrandstof (m.u.v. bio);2006;;0.0;;0.0;;
2842;77 Verhuur van roerende goederen;Kerosines en motorbrandstof (m.u.v. bio);2007;;0.0;;0.0;;
2843;77 Verhuur van roerende goederen;Kerosines en motorbrandstof (m.u.v. bio);2008;;0.0;;0.0;;
2844;77 Verhuur van roerende goederen;Kerosines en motorbrandstof (m.u.v. bio);2009;;0.0;;0.0;;
2845;77 Verhuur van roerende goederen;Kerosines en motorbrandstof (m.u.v. bio);2010;;0.0;;0.0;;
2846;77 Verhuur van roerende goederen;Kerosines en motorbrandstof (m.u.v. bio);2011;;0.0;;0.0;;
2847;77 Verhuur van roerende goederen;Kerosines en motorbrandstof (m.u.v. bio);2012;;0.0;;0.0;;
2848;77 Verhuur van roerende goederen;Kerosines en motorbrandstof (m.u.v. bio);2013;;0.0;;0.0;;
2849;77 Verhuur van roerende goederen;Kerosines en motorbrandstof (m.u.v. bio);2014;;0.0;;0.0;;
2850;77 Verhuur van roerende goederen;Kerosines en motorbrandstof (m.u.v. bio);2015;;0.0;;0.0;;
2851;77 Verhuur van roerende goederen;Kerosines en motorbrandstof (m.u.v. bio);2016;;0.0;;0.0;;
2852;77 Verhuur van roerende goederen;Kerosines en motorbrandstof (m.u.v. bio);2017;;0.0;;0.0;;
2853;77 Verhuur van roerende goederen;Kerosines en motorbrandstof (m.u.v. bio);2018;;0.0;;0.0;;
2854;77 Verhuur van roerende goederen;Kerosines en motorbrandstof (m.u.v. bio);2019;;0.0;;0.0;;
2855;77 Verhuur van roerende goederen;Kerosines en motorbrandstof (m.u.v. bio);2020;;0.0;;0.0;;
2856;77 Verhuur van roerende goederen;Nafta;2000;;0.0;;0.0;;
2857;77 Verhuur van roerende goederen;Nafta;2001;;0.0;;0.0;;
2858;77 Verhuur van roerende goederen;Nafta;2002;;0.0;;0.0;;
2859;77 Verhuur van roerende goederen;Nafta;2003;;0.0;;0.0;;
2860;77 Verhuur van roerende goederen;Nafta;2004;;0.0;;0.0;;
2861;77 Verhuur van roerende goederen;Nafta;2005;;0.0;;0.0;;
2862;77 Verhuur van roerende goederen;Nafta;2006;;0.0;;0.0;;
2863;77 Verhuur van roerende goederen;Nafta;2007;;0.0;;0.0;;
2864;77 Verhuur van roerende goederen;Nafta;2008;;0.0;;0.0;;
2865;77 Verhuur van roerende goederen;Nafta;2009;;0.0;;0.0;;
2866;77 Verhuur van roerende goederen;Nafta;2010;;0.0;;0.0;;
2867;77 Verhuur van roerende goederen;Nafta;2011;;0.0;;0.0;;
2868;77 Verhuur van roerende goederen;Nafta;2012;;0.0;;0.0;;
2869;77 Verhuur van roerende goederen;Nafta;2013;;0.0;;0.0;;
2870;77 Verhuur van roerende goederen;Nafta;2014;;0.0;;0.0;;
2871;77 Verhuur van roerende goederen;Nafta;2015;;0.0;;0.0;;
2872;77 Verhuur van roerende goederen;Nafta;2016;;0.0;;0.0;;
2873;77 Verhuur van roerende goederen;Nafta;2017;;0.0;;0.0;;
2874;77 Verhuur van roerende goederen;Nafta;2018;;0.0;;0.0;;
2875;77 Verhuur van roerende goederen;Nafta;2019;;0.0;;0.0;;
2876;77 Verhuur van roerende goederen;Nafta;2020;;0.0;;0.0;;
2877;77 Verhuur van roerende goederen;Fossiel deel autodiesel;2000;;3.7;;0.0;;
2878;77 Verhuur van roerende goederen;Fossiel deel autodiesel;2001;;3.7;;0.0;;
2879;77 Verhuur van roerende goederen;Fossiel deel autodiesel;2002;;3.9;;0.0;;
2880;77 Verhuur van roerende goederen;Fossiel deel autodiesel;2003;;4.0;;0.0;;
2881;77 Verhuur van roerende goederen;Fossiel deel autodiesel;2004;;4.3;;0.0;;
2882;77 Verhuur van roerende goederen;Fossiel deel autodiesel;2005;;4.8;;0.0;;
2883;77 Verhuur van roerende goederen;Fossiel deel autodiesel;2006;;5.3;;0.0;;
2884;77 Verhuur van roerende goederen;Fossiel deel autodiesel;2007;;5.4;;0.0;;
2885;77 Verhuur van roerende goederen;Fossiel deel autodiesel;2008;;5.7;;0.0;;
2886;77 Verhuur van roerende goederen;Fossiel deel autodiesel;2009;;5.1;;0.0;;
2887;77 Verhuur van roerende goederen;Fossiel deel autodiesel;2010;;4.8;;0.0;;
2888;77 Verhuur van roerende goederen;Fossiel deel autodiesel;2011;;4.2;;0.0;;
2889;77 Verhuur van roerende goederen;Fossiel deel autodiesel;2012;;4.3;;0.0;;
2890;77 Verhuur van roerende goederen;Fossiel deel autodiesel;2013;;4.3;;0.0;;
2891;77 Verhuur van roerende goederen;Fossiel deel autodiesel;2014;;16.9;;0.0;;
2892;77 Verhuur van roerende goederen;Fossiel deel autodiesel;2015;;20.1;;0.0;;
2893;77 Verhuur van roerende goederen;Fossiel deel autodiesel;2016;;21.9;;0.0;;
2894;77 Verhuur van roerende goederen;Fossiel deel autodiesel;2017;;21.6;;0.0;;
2895;77 Verhuur van roerende goederen;Fossiel deel autodiesel;2018;;20.6;;0.0;;
2896;77 Verhuur van roerende goederen;Fossiel deel autodiesel;2019;;17.3;;0.0;;
2897;77 Verhuur van roerende goederen;Fossiel deel autodiesel;2020;;4.6;;0.0;;
2898;77 Verhuur van roerende goederen;Gasolie en lichte stookolie;2000;;0.1;;0.0;;
2899;77 Verhuur van roerende goederen;Gasolie en lichte stookolie;2001;;0.1;;0.0;;
2900;77 Verhuur van roerende goederen;Gasolie en lichte stookolie;2002;;0.1;;0.0;;
2901;77 Verhuur van roerende goederen;Gasolie en lichte stookolie;2003;;0.1;;0.0;;
2902;77 Verhuur van roerende goederen;Gasolie en lichte stookolie;2004;;0.1;;0.0;;
2903;77 Verhuur van roerende goederen;Gasolie en lichte stookolie;2005;;0.0;;0.0;;
2904;77 Verhuur van roerende goederen;Gasolie en lichte stookolie;2006;;0.0;;0.0;;
2905;77 Verhuur van roerende goederen;Gasolie en lichte stookolie;2007;;0.1;;0.0;;
2906;77 Verhuur van roerende goederen;Gasolie en lichte stookolie;2008;;0.1;;0.0;;
2907;77 Verhuur van roerende goederen;Gasolie en lichte stookolie;2009;;0.0;;0.0;;
2908;77 Verhuur van roerende goederen;Gasolie en lichte stookolie;2010;;0.0;;0.0;;
2909;77 Verhuur van roerende goederen;Gasolie en lichte stookolie;2011;;0.0;;0.0;;
2910;77 Verhuur van roerende goederen;Gasolie en lichte stookolie;2012;;0.1;;0.0;;
2911;77 Verhuur van roerende goederen;Gasolie en lichte stookolie;2013;;0.0;;0.0;;
2912;77 Verhuur van roerende goederen;Gasolie en lichte stookolie;2014;;0.0;;0.0;;
2913;77 Verhuur van roerende goederen;Gasolie en lichte stookolie;2015;;0.0;;0.0;;
2914;77 Verhuur van roerende goederen;Gasolie en lichte stookolie;2016;;0.0;;0.0;;
2915;77 Verhuur van roerende goederen;Gasolie en lichte stookolie;2017;;0.0;;0.0;;
2916;77 Verhuur van roerende goederen;Gasolie en lichte stookolie;2018;;0.0;;0.0;;
2917;77 Verhuur van roerende goederen;Gasolie en lichte stookolie;2019;;0.0;;0.0;;
2918;77 Verhuur van roerende goederen;Gasolie en lichte stookolie;2020;;0.0;;0.0;;
2919;77 Verhuur van roerende goederen;Stookolie;2000;;0.0;;0.0;;
2920;77 Verhuur van roerende goederen;Stookolie;2001;;0.0;;0.0;;
2921;77 Verhuur van roerende goederen;Stookolie;2002;;0.0;;0.0;;
2922;77 Verhuur van roerende goederen;Stookolie;2003;;0.0;;0.0;;
2923;77 Verhuur van roerende goederen;Stookolie;2004;;0.0;;0.0;;
2924;77 Verhuur van roerende goederen;Stookolie;2005;;0.0;;0.0;;
2925;77 Verhuur van roerende goederen;Stookolie;2006;;0.0;;0.0;;
2926;77 Verhuur van roerende goederen;Stookolie;2007;;0.0;;0.0;;
2927;77 Verhuur van roerende goederen;Stookolie;2008;;0.0;;0.0;;
2928;77 Verhuur van roerende goederen;Stookolie;2009;;0.0;;0.0;;
2929;77 Verhuur van roerende goederen;Stookolie;2010;;0.0;;0.0;;
2930;77 Verhuur van roerende goederen;Stookolie;2011;;0.0;;0.0;;
2931;77 Verhuur van roerende goederen;Stookolie;2012;;0.0;;0.0;;
2932;77 Verhuur van roerende goederen;Stookolie;2013;;0.0;;0.0;;
2933;77 Verhuur van roerende goederen;Stookolie;2014;;0.0;;0.0;;
2934;77 Verhuur van roerende goederen;Stookolie;2015;;0.0;;0.0;;
2935;77 Verhuur van roerende goederen;Stookolie;2016;;0.0;;0.0;;
2936;77 Verhuur van roerende goederen;Stookolie;2017;;0.0;;0.0;;
2937;77 Verhuur van roerende goederen;Stookolie;2018;;0.0;;0.0;;
2938;77 Verhuur van roerende goederen;Stookolie;2019;;0.0;;0.0;;
2939;77 Verhuur van roerende goederen;Stookolie;2020;;0.0;;0.0;;
2940;77 Verhuur van roerende goederen;Petroleum;2000;;;;;;
2941;77 Verhuur van roerende goederen;Petroleum;2001;;;;;;
2942;77 Verhuur van roerende goederen;Petroleum;2002;;;;;;
2943;77 Verhuur van roerende goederen;Petroleum;2003;;;;;;
2944;77 Verhuur van roerende goederen;Petroleum;2004;;;;;;
2945;77 Verhuur van roerende goederen;Petroleum;2005;;;;;;
2946;77 Verhuur van roerende goederen;Petroleum;2006;;;;;;
2947;77 Verhuur van roerende goederen;Petroleum;2007;;;;;;
2948;77 Verhuur van roerende goederen;Petroleum;2008;;;;;;
2949;77 Verhuur van roerende goederen;Petroleum;2009;;;;;;
2950;77 Verhuur van roerende goederen;Petroleum;2010;;;;;;
2951;77 Verhuur van roerende goederen;Petroleum;2011;;;;;;
2952;77 Verhuur van roerende goederen;Petroleum;2012;;;;;;
2953;77 Verhuur van roerende goederen;Petroleum;2013;;;;;;
2954;77 Verhuur van roerende goederen;Petroleum;2014;;;;;;
2955;77 Verhuur van roerende goederen;Petroleum;2015;;;;;;
2956;77 Verhuur van roerende goederen;Petroleum;2016;;;;;;
2957;77 Verhuur van roerende goederen;Petroleum;2017;;;;;;
2958;77 Verhuur van roerende goederen;Petroleum;2018;;;;;;
2959;77 Verhuur van roerende goederen;Petroleum;2019;;;;;;
2960;77 Verhuur van roerende goederen;Petroleum;2020;;;;;;
2961;77 Verhuur van roerende goederen;Raffinaderijgas, ethaan en LPG;2000;;0.7;;0.0;;
2962;77 Verhuur van roerende goederen;Raffinaderijgas, ethaan en LPG;2001;;0.7;;0.0;;
2963;77 Verhuur van roerende goederen;Raffinaderijgas, ethaan en LPG;2002;;0.6;;0.0;;
2964;77 Verhuur van roerende goederen;Raffinaderijgas, ethaan en LPG;2003;;0.6;;0.0;;
2965;77 Verhuur van roerende goederen;Raffinaderijgas, ethaan en LPG;2004;;0.5;;0.0;;
2966;77 Verhuur van roerende goederen;Raffinaderijgas, ethaan en LPG;2005;;0.4;;0.0;;
2967;77 Verhuur van roerende goederen;Raffinaderijgas, ethaan en LPG;2006;;0.4;;0.0;;
2968;77 Verhuur van roerende goederen;Raffinaderijgas, ethaan en LPG;2007;;0.3;;0.0;;
2969;77 Verhuur van roerende goederen;Raffinaderijgas, ethaan en LPG;2008;;0.3;;0.0;;
2970;77 Verhuur van roerende goederen;Raffinaderijgas, ethaan en LPG;2009;;0.3;;0.0;;
2971;77 Verhuur van roerende goederen;Raffinaderijgas, ethaan en LPG;2010;;0.2;;0.0;;
2972;77 Verhuur van roerende goederen;Raffinaderijgas, ethaan en LPG;2011;;0.2;;0.0;;
2973;77 Verhuur van roerende goederen;Raffinaderijgas, ethaan en LPG;2012;;0.1;;0.0;;
2974;77 Verhuur van roerende goederen;Raffinaderijgas, ethaan en LPG;2013;;0.1;;0.0;;
2975;77 Verhuur van roerende goederen;Raffinaderijgas, ethaan en LPG;2014;;0.2;;0.0;;
2976;77 Verhuur van roerende goederen;Raffinaderijgas, ethaan en LPG;2015;;0.2;;0.0;;
2977;77 Verhuur van roerende goederen;Raffinaderijgas, ethaan en LPG;2016;;0.2;;0.0;;
2978;77 Verhuur van roerende goederen;Raffinaderijgas, ethaan en LPG;2017;;0.2;;0.0;;
2979;77 Verhuur van roerende goederen;Raffinaderijgas, ethaan en LPG;2018;;0.2;;0.0;;
2980;77 Verhuur van roerende goederen;Raffinaderijgas, ethaan en LPG;2019;;0.2;;0.0;;
2981;77 Verhuur van roerende goederen;Raffinaderijgas, ethaan en LPG;2020;;0.1;;0.0;;
2982;77 Verhuur van roerende goederen;Overige aardolieproducten;2000;;0.0;;0.0;;
2983;77 Verhuur van roerende goederen;Overige aardolieproducten;2001;;0.0;;0.0;;
2984;77 Verhuur van roerende goederen;Overige aardolieproducten;2002;;0.0;;0.0;;
2985;77 Verhuur van roerende goederen;Overige aardolieproducten;2003;;0.0;;0.0;;
2986;77 Verhuur van roerende goederen;Overige aardolieproducten;2004;;0.0;;0.0;;
2987;77 Verhuur van roerende goederen;Overige aardolieproducten;2005;;0.0;;0.0;;
2988;77 Verhuur van roerende goederen;Overige aardolieproducten;2006;;0.0;;0.0;;
2989;77 Verhuur van roerende goederen;Overige aardolieproducten;2007;;0.0;;0.0;;
2990;77 Verhuur van roerende goederen;Overige aardolieproducten;2008;;0.0;;0.0;;
2991;77 Verhuur van roerende goederen;Overige aardolieproducten;2009;;0.0;;0.0;;
2992;77 Verhuur van roerende goederen;Overige aardolieproducten;2010;;0.0;;0.0;;
2993;77 Verhuur van roerende goederen;Overige aardolieproducten;2011;;0.0;;0.0;;
2994;77 Verhuur van roerende goederen;Overige aardolieproducten;2012;;0.0;;0.0;;
2995;77 Verhuur van roerende goederen;Overige aardolieproducten;2013;;0.0;;0.0;;
2996;77 Verhuur van roerende goederen;Overige aardolieproducten;2014;;0.0;;0.0;;
2997;77 Verhuur van roerende goederen;Overige aardolieproducten;2015;;0.0;;0.0;;
2998;77 Verhuur van roerende goederen;Overige aardolieproducten;2016;;0.0;;0.0;;
2999;77 Verhuur van roerende goederen;Overige aardolieproducten;2017;;0.0;;0.0;;
3000;77 Verhuur van roerende goederen;Overige aardolieproducten;2018;;0.0;;0.0;;
3001;77 Verhuur van roerende goederen;Overige aardolieproducten;2019;;0.0;;0.0;;
3002;77 Verhuur van roerende goederen;Overige aardolieproducten;2020;;0.0;;0.0;;
3003;77 Verhuur van roerende goederen;Hout, houtafval, houtskool, e.d.;2000;;0.0;;0.0;;
3004;77 Verhuur van roerende goederen;Hout, houtafval, houtskool, e.d.;2001;;0.0;;0.0;;
3005;77 Verhuur van roerende goederen;Hout, houtafval, houtskool, e.d.;2002;;0.0;;0.0;;
3006;77 Verhuur van roerende goederen;Hout, houtafval, houtskool, e.d.;2003;;0.0;;0.0;;
3007;77 Verhuur van roerende goederen;Hout, houtafval, houtskool, e.d.;2004;;0.0;;0.0;;
3008;77 Verhuur van roerende goederen;Hout, houtafval, houtskool, e.d.;2005;;0.0;;0.0;;
3009;77 Verhuur van roerende goederen;Hout, houtafval, houtskool, e.d.;2006;;0.0;;0.0;;
3010;77 Verhuur van roerende goederen;Hout, houtafval, houtskool, e.d.;2007;;0.0;;0.0;;
3011;77 Verhuur van roerende goederen;Hout, houtafval, houtskool, e.d.;2008;;0.0;;0.0;;
3012;77 Verhuur van roerende goederen;Hout, houtafval, houtskool, e.d.;2009;;0.0;;0.0;;
3013;77 Verhuur van roerende goederen;Hout, houtafval, houtskool, e.d.;2010;;0.0;;0.0;;
3014;77 Verhuur van roerende goederen;Hout, houtafval, houtskool, e.d.;2011;;0.0;;0.0;;
3015;77 Verhuur van roerende goederen;Hout, houtafval, houtskool, e.d.;2012;;0.0;;0.0;;
3016;77 Verhuur van roerende goederen;Hout, houtafval, houtskool, e.d.;2013;;0.0;;0.0;;
3017;77 Verhuur van roerende goederen;Hout, houtafval, houtskool, e.d.;2014;;0.0;;0.0;;
3018;77 Verhuur van roerende goederen;Hout, houtafval, houtskool, e.d.;2015;;0.0;;0.0;;
3019;77 Verhuur van roerende goederen;Hout, houtafval, houtskool, e.d.;2016;;0.0;;0.0;;
3020;77 Verhuur van roerende goederen;Hout, houtafval, houtskool, e.d.;2017;;0.0;;0.0;;
3021;77 Verhuur van roerende goederen;Hout, houtafval, houtskool, e.d.;2018;;0.0;;0.0;;
3022;77 Verhuur van roerende goederen;Hout, houtafval, houtskool, e.d.;2019;;0.0;;0.0;;
3023;77 Verhuur van roerende goederen;Hout, houtafval, houtskool, e.d.;2020;;0.0;;0.0;;
3024;77 Verhuur van roerende goederen;Vloeibare biobrandstoffen;2000;;0.0;;0.0;;
3025;77 Verhuur van roerende goederen;Vloeibare biobrandstoffen;2001;;0.0;;0.0;;
3026;77 Verhuur van roerende goederen;Vloeibare biobrandstoffen;2002;;0.0;;0.0;;
3027;77 Verhuur van roerende goederen;Vloeibare biobrandstoffen;2003;;0.0;;0.0;;
3028;77 Verhuur van roerende goederen;Vloeibare biobrandstoffen;2004;;0.0;;0.0;;
3029;77 Verhuur van roerende goederen;Vloeibare biobrandstoffen;2005;;0.0;;0.0;;
3030;77 Verhuur van roerende goederen;Vloeibare biobrandstoffen;2006;;0.0;;0.0;;
3031;77 Verhuur van roerende goederen;Vloeibare biobrandstoffen;2007;;0.2;;0.0;;
3032;77 Verhuur van roerende goederen;Vloeibare biobrandstoffen;2008;;0.2;;0.0;;
3033;77 Verhuur van roerende goederen;Vloeibare biobrandstoffen;2009;;0.2;;0.0;;
3034;77 Verhuur van roerende goederen;Vloeibare biobrandstoffen;2010;;0.1;;0.0;;
3035;77 Verhuur van roerende goederen;Vloeibare biobrandstoffen;2011;;0.2;;0.0;;
3036;77 Verhuur van roerende goederen;Vloeibare biobrandstoffen;2012;;0.2;;0.0;;
3037;77 Verhuur van roerende goederen;Vloeibare biobrandstoffen;2013;;0.2;;0.0;;
3038;77 Verhuur van roerende goederen;Vloeibare biobrandstoffen;2014;;0.9;;0.0;;
3039;77 Verhuur van roerende goederen;Vloeibare biobrandstoffen;2015;;0.8;;0.0;;
3040;77 Verhuur van roerende goederen;Vloeibare biobrandstoffen;2016;;0.7;;0.0;;
3041;77 Verhuur van roerende goederen;Vloeibare biobrandstoffen;2017;;1.0;;0.0;;
3042;77 Verhuur van roerende goederen;Vloeibare biobrandstoffen;2018;;1.7;;0.0;;
3043;77 Verhuur van roerende goederen;Vloeibare biobrandstoffen;2019;;2.0;;0.0;;
3044;77 Verhuur van roerende goederen;Vloeibare biobrandstoffen;2020;;0.5;;0.0;;
3045;77 Verhuur van roerende goederen;Biogas;2000;;0.0;;0.0;;
3046;77 Verhuur van roerende goederen;Biogas;2001;;0.0;;0.0;;
3047;77 Verhuur van roerende goederen;Biogas;2002;;0.0;;0.0;;
3048;77 Verhuur van roerende goederen;Biogas;2003;;0.0;;0.0;;
3049;77 Verhuur van roerende goederen;Biogas;2004;;0.0;;0.0;;
3050;77 Verhuur van roerende goederen;Biogas;2005;;0.0;;0.0;;
3051;77 Verhuur van roerende goederen;Biogas;2006;;0.0;;0.0;;
3052;77 Verhuur van roerende goederen;Biogas;2007;;0.0;;0.0;;
3053;77 Verhuur van roerende goederen;Biogas;2008;;0.0;;0.0;;
3054;77 Verhuur van roerende goederen;Biogas;2009;;0.0;;0.0;;
3055;77 Verhuur van roerende goederen;Biogas;2010;;0.0;;0.0;;
3056;77 Verhuur van roerende goederen;Biogas;2011;;0.0;;0.0;;
3057;77 Verhuur van roerende goederen;Biogas;2012;;0.0;;0.0;;
3058;77 Verhuur van roerende goederen;Biogas;2013;;0.0;;0.0;;
3059;77 Verhuur van roerende goederen;Biogas;2014;;0.0;;0.0;;
3060;77 Verhuur van roerende goederen;Biogas;2015;;0.0;;0.0;;
3061;77 Verhuur van roerende goederen;Biogas;2016;;0.0;;0.0;;
3062;77 Verhuur van roerende goederen;Biogas;2017;;0.0;;0.0;;
3063;77 Verhuur van roerende goederen;Biogas;2018;;0.0;;0.0;;
3064;77 Verhuur van roerende goederen;Biogas;2019;;0.0;;0.0;;
3065;77 Verhuur van roerende goederen;Biogas;2020;;0.0;;0.0;;
3066;77 Verhuur van roerende goederen;Elektriciteit;2000;;0.5;;0.0;;
3067;77 Verhuur van roerende goederen;Elektriciteit;2001;;0.5;;0.0;;
3068;77 Verhuur van roerende goederen;Elektriciteit;2002;;0.5;;0.0;;
3069;77 Verhuur van roerende goederen;Elektriciteit;2003;;0.5;;0.0;;
3070;77 Verhuur van roerende goederen;Elektriciteit;2004;;0.5;;0.0;;
3071;77 Verhuur van roerende goederen;Elektriciteit;2005;;0.6;;0.0;;
3072;77 Verhuur van roerende goederen;Elektriciteit;2006;;0.6;;0.0;;
3073;77 Verhuur van roerende goederen;Elektriciteit;2007;;0.6;;0.0;;
3074;77 Verhuur van roerende goederen;Elektriciteit;2008;;0.6;;0.0;;
3075;77 Verhuur van roerende goederen;Elektriciteit;2009;;0.6;;0.0;;
3076;77 Verhuur van roerende goederen;Elektriciteit;2010;;0.5;;0.0;;
3077;77 Verhuur van roerende goederen;Elektriciteit;2011;;0.7;;0.0;;
3078;77 Verhuur van roerende goederen;Elektriciteit;2012;;0.6;;0.0;;
3079;77 Verhuur van roerende goederen;Elektriciteit;2013;;0.6;;0.0;;
3080;77 Verhuur van roerende goederen;Elektriciteit;2014;;0.5;;0.0;;
