ID;Geslacht;Leeftijd;OpleidingsrichtingEnSector;Herkomstgroepering;Arbeidsmarktpositie;Perioden;TotaalMboGediplomeerdeSchoolverlaters_1;BolVoltijd_2;Bbl_3;Niveau1_4;Niveau2_5;Niveau3_6;Niveau4_7;BolVoltijdNiveau1_8;BolVoltijdNiveau2_9;BolVoltijdNiveau3_10;BolVoltijdNiveau4_11;BblNiveau1_12;BblNiveau2_13;BblNiveau3_14;BblNiveau4_15
4568;Mannen en vrouwen;Totaal leeftijd;7 Gezondheidszorg en welzijn;Herkomst onbekend;Arbeidsongeschiktheidsuitkering;2007/'08;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
4569;Mannen en vrouwen;Totaal leeftijd;7 Gezondheidszorg en welzijn;Herkomst onbekend;Arbeidsongeschiktheidsuitkering;2008/'09;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
4570;Mannen en vrouwen;Totaal leeftijd;7 Gezondheidszorg en welzijn;Herkomst onbekend;Werkloosheidsuitkering;2007/'08;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
4571;Mannen en vrouwen;Totaal leeftijd;7 Gezondheidszorg en welzijn;Herkomst onbekend;Werkloosheidsuitkering;2008/'09;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
4572;Mannen en vrouwen;Totaal leeftijd;7 Gezondheidszorg en welzijn;Herkomst onbekend;Overige uitkeringen;2007/'08;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
4573;Mannen en vrouwen;Totaal leeftijd;7 Gezondheidszorg en welzijn;Herkomst onbekend;Overige uitkeringen;2008/'09;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
4574;Mannen en vrouwen;Totaal leeftijd;7 Gezondheidszorg en welzijn;Herkomst onbekend;Meerdere uitkeringen;2007/'08;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
4575;Mannen en vrouwen;Totaal leeftijd;7 Gezondheidszorg en welzijn;Herkomst onbekend;Meerdere uitkeringen;2008/'09;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
4576;Mannen en vrouwen;Totaal leeftijd;8 Persoonlijke dienstverlening, vervo...;Totaal herkomstgroepering;0;2007/'08;16090;8220.0;7880;700;8060;3360;3980;290;2700;1720;3510;410;5360;1640;470
4577;Mannen en vrouwen;Totaal leeftijd;8 Persoonlijke dienstverlening, vervo...;Totaal herkomstgroepering;0;2008/'09;15420;8000.0;7420;430;7920;3290;3790;150;2950;1540;3360;280;4970;1740;430
4578;Mannen en vrouwen;Totaal leeftijd;8 Persoonlijke dienstverlening, vervo...;Totaal herkomstgroepering;1;2007/'08;14110;6750.0;7370;560;7210;2940;3410;200;2170;1410;2960;360;5040;1530;450
4579;Mannen en vrouwen;Totaal leeftijd;8 Persoonlijke dienstverlening, vervo...;Totaal herkomstgroepering;1;2008/'09;12760;6110.0;6650;310;6550;2800;3090;80;2120;1230;2690;240;4440;1580;400
4580;Mannen en vrouwen;Totaal leeftijd;8 Persoonlijke dienstverlening, vervo...;Totaal herkomstgroepering;2;2007/'08;580;180.0;400;110;370;60;40;30;80;30;40;80;290;30;0
4581;Mannen en vrouwen;Totaal leeftijd;8 Persoonlijke dienstverlening, vervo...;Totaal herkomstgroepering;2;2008/'09;910;240.0;670;100;640;100;60;30;120;40;50;70;530;60;10
4582;Mannen en vrouwen;Totaal leeftijd;8 Persoonlijke dienstverlening, vervo...;Totaal herkomstgroepering;3;2007/'08;13800;6660.0;7140;500;7010;2910;3390;190;2140;1390;2940;310;4870;1510;450
4583;Mannen en vrouwen;Totaal leeftijd;8 Persoonlijke dienstverlening, vervo...;Totaal herkomstgroepering;3;2008/'09;12380;6030.0;6360;270;6280;2770;3060;70;2070;1220;2670;200;4210;1550;400
4584;Mannen en vrouwen;Totaal leeftijd;8 Persoonlijke dienstverlening, vervo...;Totaal herkomstgroepering;4;2007/'08;260;90.0;170;50;170;30;20;20;40;20;20;30;130;10;0
4585;Mannen en vrouwen;Totaal leeftijd;8 Persoonlijke dienstverlening, vervo...;Totaal herkomstgroepering;4;2008/'09;530;160.0;370;60;370;70;30;30;80;30;30;30;300;40;10
4586;Mannen en vrouwen;Totaal leeftijd;8 Persoonlijke dienstverlening, vervo...;Totaal herkomstgroepering;5;2007/'08;320;90.0;230;60;200;30;20;10;40;20;20;50;170;10;0
4587;Mannen en vrouwen;Totaal leeftijd;8 Persoonlijke dienstverlening, vervo...;Totaal herkomstgroepering;5;2008/'09;380;80.0;300;50;270;40;30;10;40;10;30;40;230;30;0
4588;Mannen en vrouwen;Totaal leeftijd;8 Persoonlijke dienstverlening, vervo...;Totaal herkomstgroepering;6;2007/'08;1720;1380.0;340;100;680;390;550;70;490;290;530;20;200;100;20
4589;Mannen en vrouwen;Totaal leeftijd;8 Persoonlijke dienstverlening, vervo...;Totaal herkomstgroepering;6;2008/'09;2130;1730.0;400;60;990;420;660;50;760;290;640;10;240;130;20
4590;Mannen en vrouwen;Totaal leeftijd;8 Persoonlijke dienstverlening, vervo...;Totaal herkomstgroepering;8;2007/'08;14040;6700.0;7340;560;7190;2900;3390;200;2160;1390;2950;360;5030;1510;440
4591;Mannen en vrouwen;Totaal leeftijd;8 Persoonlijke dienstverlening, vervo...;Totaal herkomstgroepering;8;2008/'09;12670;6040.0;6630;310;6530;2760;3060;70;2100;1190;2660;240;4430;1570;400
4592;Mannen en vrouwen;Totaal leeftijd;8 Persoonlijke dienstverlening, vervo...;Totaal herkomstgroepering;9;2007/'08;4450;770.0;3670;210;2770;740;730;10;170;140;450;200;2590;600;280
4593;Mannen en vrouwen;Totaal leeftijd;8 Persoonlijke dienstverlening, vervo...;Totaal herkomstgroepering;9;2008/'09;3690;550.0;3140;100;2320;780;500;0;150;100;290;90;2170;680;210
4594;Mannen en vrouwen;Totaal leeftijd;8 Persoonlijke dienstverlening, vervo...;Totaal herkomstgroepering;Werknemers, deeltijd werkzaam;2007/'08;9590;5930.0;3670;350;4420;2160;2670;190;1990;1250;2500;160;2430;910;160
4595;Mannen en vrouwen;Totaal leeftijd;8 Persoonlijke dienstverlening, vervo...;Totaal herkomstgroepering;Werknemers, deeltijd werkzaam;2008/'09;8970;5490.0;3490;220;4210;1990;2560;70;1950;1100;2370;150;2260;890;190
4596;Mannen en vrouwen;Totaal leeftijd;8 Persoonlijke dienstverlening, vervo...;Totaal herkomstgroepering;Zelfstandigen, totaal;2007/'08;180;90.0;90;0;70;70;40;0;10;40;30;0;50;30;10
4597;Mannen en vrouwen;Totaal leeftijd;8 Persoonlijke dienstverlening, vervo...;Totaal herkomstgroepering;Zelfstandigen, totaal;2008/'09;180;110.0;70;0;60;70;50;0;10;50;50;0;50;20;10
4598;Mannen en vrouwen;Totaal leeftijd;8 Persoonlijke dienstverlening, vervo...;Totaal herkomstgroepering;Bijstandsuitkering;2007/'08;120;50.0;70;10;90;10;10;10;20;10;10;10;70;0;0
4599;Mannen en vrouwen;Totaal leeftijd;8 Persoonlijke dienstverlening, vervo...;Totaal herkomstgroepering;Bijstandsuitkering;2008/'09;230;80.0;150;10;190;20;20;10;50;10;20;0;140;0;0
4600;Mannen en vrouwen;Totaal leeftijd;8 Persoonlijke dienstverlening, vervo...;Totaal herkomstgroepering;Arbeidsongeschiktheidsuitkering;2007/'08;250;80.0;170;90;140;10;10;20;40;10;10;70;100;10;0
4601;Mannen en vrouwen;Totaal leeftijd;8 Persoonlijke dienstverlening, vervo...;Totaal herkomstgroepering;Arbeidsongeschiktheidsuitkering;2008/'09;230;90.0;140;70;140;20;10;20;40;10;10;40;90;10;0
4602;Mannen en vrouwen;Totaal leeftijd;8 Persoonlijke dienstverlening, vervo...;Totaal herkomstgroepering;Werkloosheidsuitkering;2007/'08;100;10.0;90;0;80;20;0;0;0;0;0;0;70;10;0
4603;Mannen en vrouwen;Totaal leeftijd;8 Persoonlijke dienstverlening, vervo...;Totaal herkomstgroepering;Werkloosheidsuitkering;2008/'09;310;30.0;280;20;230;50;20;0;10;10;10;20;210;40;10
4604;Mannen en vrouwen;Totaal leeftijd;8 Persoonlijke dienstverlening, vervo...;Totaal herkomstgroepering;Overige uitkeringen;2007/'08;90;40.0;50;0;50;20;10;0;20;10;10;0;40;10;0
4605;Mannen en vrouwen;Totaal leeftijd;8 Persoonlijke dienstverlening, vervo...;Totaal herkomstgroepering;Overige uitkeringen;2008/'09;100;30.0;70;10;70;20;10;0;10;10;10;10;60;10;0
4606;Mannen en vrouwen;Totaal leeftijd;8 Persoonlijke dienstverlening, vervo...;Totaal herkomstgroepering;Meerdere uitkeringen;2007/'08;20;10.0;10;0;20;0;0;0;0;0;0;0;10;0;0
4607;Mannen en vrouwen;Totaal leeftijd;8 Persoonlijke dienstverlening, vervo...;Totaal herkomstgroepering;Meerdere uitkeringen;2008/'09;30;0.0;30;0;20;0;0;0;0;0;0;0;20;0;0
4608;Mannen en vrouwen;Totaal leeftijd;8 Persoonlijke dienstverlening, vervo...;Autochtoon;0;2007/'08;12990;6800.0;6200;480;6270;2850;3390;200;2190;1420;2980;280;4080;1430;410
4609;Mannen en vrouwen;Totaal leeftijd;8 Persoonlijke dienstverlening, vervo...;Autochtoon;0;2008/'09;12360;6530.0;5820;290;6050;2790;3230;80;2360;1260;2840;210;3690;1530;390
4610;Mannen en vrouwen;Totaal leeftijd;8 Persoonlijke dienstverlening, vervo...;Autochtoon;1;2007/'08;11570;5700.0;5860;390;5680;2540;2960;150;1800;1190;2570;240;3880;1350;390
4611;Mannen en vrouwen;Totaal leeftijd;8 Persoonlijke dienstverlening, vervo...;Autochtoon;1;2008/'09;10470;5170.0;5300;230;5100;2440;2710;50;1750;1040;2340;180;3350;1400;370
4612;Mannen en vrouwen;Totaal leeftijd;8 Persoonlijke dienstverlening, vervo...;Autochtoon;2;2007/'08;390;120.0;270;90;240;40;30;20;50;20;30;70;180;20;0
4613;Mannen en vrouwen;Totaal leeftijd;8 Persoonlijke dienstverlening, vervo...;Autochtoon;2;2008/'09;600;170.0;430;70;410;80;50;20;80;30;40;50;330;50;10
4614;Mannen en vrouwen;Totaal leeftijd;8 Persoonlijke dienstverlening, vervo...;Autochtoon;3;2007/'08;11330;5640.0;5690;340;5540;2520;2940;140;1770;1180;2550;200;3760;1340;390
4615;Mannen en vrouwen;Totaal leeftijd;8 Persoonlijke dienstverlening, vervo...;Autochtoon;3;2008/'09;10200;5110.0;5100;200;4920;2410;2680;40;1720;1030;2320;150;3200;1380;360
4616;Mannen en vrouwen;Totaal leeftijd;8 Persoonlijke dienstverlening, vervo...;Autochtoon;4;2007/'08;160;60.0;100;30;90;20;10;10;30;10;10;30;70;10;0
4617;Mannen en vrouwen;Totaal leeftijd;8 Persoonlijke dienstverlening, vervo...;Autochtoon;4;2008/'09;340;110.0;230;40;230;50;30;20;50;20;20;20;180;30;0
4618;Mannen en vrouwen;Totaal leeftijd;8 Persoonlijke dienstverlening, vervo...;Autochtoon;5;2007/'08;230;60.0;180;50;140;20;20;10;20;10;20;50;120;10;0
4619;Mannen en vrouwen;Totaal leeftijd;8 Persoonlijke dienstverlening, vervo...;Autochtoon;5;2008/'09;270;70.0;200;30;180;30;20;10;30;10;20;30;150;20;0
4620;Mannen en vrouwen;Totaal leeftijd;8 Persoonlijke dienstverlening, vervo...;Autochtoon;6;2007/'08;1270;1030.0;240;60;490;290;420;50;360;220;410;10;130;80;20
4621;Mannen en vrouwen;Totaal leeftijd;8 Persoonlijke dienstverlening, vervo...;Autochtoon;6;2008/'09;1550;1250.0;290;30;720;300;490;20;560;200;470;10;160;100;20
4622;Mannen en vrouwen;Totaal leeftijd;8 Persoonlijke dienstverlening, vervo...;Autochtoon;8;2007/'08;11500;5660.0;5840;390;5670;2510;2940;150;1790;1170;2560;240;3880;1340;390
4623;Mannen en vrouwen;Totaal leeftijd;8 Persoonlijke dienstverlening, vervo...;Autochtoon;8;2008/'09;10400;5110.0;5280;230;5080;2400;2680;50;1740;1010;2320;180;3340;1390;370
4624;Mannen en vrouwen;Totaal leeftijd;8 Persoonlijke dienstverlening, vervo...;Autochtoon;9;2007/'08;3630;670.0;2960;140;2190;650;650;10;150;120;400;130;2040;540;250
4625;Mannen en vrouwen;Totaal leeftijd;8 Persoonlijke dienstverlening, vervo...;Autochtoon;9;2008/'09;2980;480.0;2500;80;1760;700;440;0;130;90;260;80;1630;610;190
4626;Mannen en vrouwen;Totaal leeftijd;8 Persoonlijke dienstverlening, vervo...;Autochtoon;Werknemers, deeltijd werkzaam;2007/'08;7870;4990.0;2880;250;3480;1850;2300;140;1650;1050;2160;110;1830;800;140
4627;Mannen en vrouwen;Totaal leeftijd;8 Persoonlijke dienstverlening, vervo...;Autochtoon;Werknemers, deeltijd werkzaam;2008/'09;7420;4630.0;2780;150;3330;1710;2240;40;1610;920;2060;110;1710;790;180
4628;Mannen en vrouwen;Totaal leeftijd;8 Persoonlijke dienstverlening, vervo...;Autochtoon;Zelfstandigen, totaal;2007/'08;150;80.0;70;0;50;60;40;0;10;40;30;0;40;20;10
4629;Mannen en vrouwen;Totaal leeftijd;8 Persoonlijke dienstverlening, vervo...;Autochtoon;Zelfstandigen, totaal;2008/'09;140;90.0;50;0;40;60;40;0;10;40;40;0;30;10;0
4630;Mannen en vrouwen;Totaal leeftijd;8 Persoonlijke dienstverlening, vervo...;Autochtoon;Bijstandsuitkering;2007/'08;40;20.0;20;10;30;10;10;0;10;10;10;0;20;0;0
4631;Mannen en vrouwen;Totaal leeftijd;8 Persoonlijke dienstverlening, vervo...;Autochtoon;Bijstandsuitkering;2008/'09;120;40.0;80;0;100;10;10;0;30;10;10;0;70;0;0
4632;Mannen en vrouwen;Totaal leeftijd;8 Persoonlijke dienstverlening, vervo...;Autochtoon;Arbeidsongeschiktheidsuitkering;2007/'08;220;70.0;160;80;120;10;10;10;30;10;10;60;90;0;0
4633;Mannen en vrouwen;Totaal leeftijd;8 Persoonlijke dienstverlening, vervo...;Autochtoon;Arbeidsongeschiktheidsuitkering;2008/'09;180;80.0;100;50;100;10;10;20;40;10;10;30;70;0;0
4634;Mannen en vrouwen;Totaal leeftijd;8 Persoonlijke dienstverlening, vervo...;Autochtoon;Werkloosheidsuitkering;2007/'08;60;10.0;50;0;40;10;0;0;0;0;0;0;40;10;0
4635;Mannen en vrouwen;Totaal leeftijd;8 Persoonlijke dienstverlening, vervo...;Autochtoon;Werkloosheidsuitkering;2008/'09;220;30.0;190;10;150;40;20;0;10;10;10;10;140;40;10
4636;Mannen en vrouwen;Totaal leeftijd;8 Persoonlijke dienstverlening, vervo...;Autochtoon;Overige uitkeringen;2007/'08;60;20.0;30;0;30;10;10;0;10;10;10;0;20;10;0
4637;Mannen en vrouwen;Totaal leeftijd;8 Persoonlijke dienstverlening, vervo...;Autochtoon;Overige uitkeringen;2008/'09;80;20.0;50;0;50;20;10;0;10;10;10;0;40;10;0
4638;Mannen en vrouwen;Totaal leeftijd;8 Persoonlijke dienstverlening, vervo...;Autochtoon;Meerdere uitkeringen;2007/'08;20;0.0;10;0;10;0;0;0;0;0;0;0;10;0;0
4639;Mannen en vrouwen;Totaal leeftijd;8 Persoonlijke dienstverlening, vervo...;Autochtoon;Meerdere uitkeringen;2008/'09;20;0.0;10;0;20;0;0;0;0;0;0;0;10;0;0
4640;Mannen en vrouwen;Totaal leeftijd;8 Persoonlijke dienstverlening, vervo...;Allochtoon;0;2007/'08;3070;1420.0;1650;220;1790;480;590;90;510;300;520;130;1270;190;60
4641;Mannen en vrouwen;Totaal leeftijd;8 Persoonlijke dienstverlening, vervo...;Allochtoon;0;2008/'09;3020;1450.0;1570;130;1850;490;550;70;580;280;520;70;1270;210;30
4642;Mannen en vrouwen;Totaal leeftijd;8 Persoonlijke dienstverlening, vervo...;Allochtoon;1;2007/'08;2550;1040.0;1500;170;1530;400;450;50;380;220;400;120;1150;180;60
4643;Mannen en vrouwen;Totaal leeftijd;8 Persoonlijke dienstverlening, vervo...;Allochtoon;1;2008/'09;2290;940.0;1350;80;1460;370;380;30;370;190;350;50;1090;180;30
4644;Mannen en vrouwen;Totaal leeftijd;8 Persoonlijke dienstverlening, vervo...;Allochtoon;2;2007/'08;190;60.0;120;20;140;20;10;10;30;10;10;10;110;10;0
4645;Mannen en vrouwen;Totaal leeftijd;8 Persoonlijke dienstverlening, vervo...;Allochtoon;2;2008/'09;300;70.0;240;30;230;20;10;10;40;10;10;20;200;20;0
4646;Mannen en vrouwen;Totaal leeftijd;8 Persoonlijke dienstverlening, vervo...;Allochtoon;3;2007/'08;2460;1010.0;1450;160;1470;390;450;50;360;210;390;110;1110;170;60
4647;Mannen en vrouwen;Totaal leeftijd;8 Persoonlijke dienstverlening, vervo...;Allochtoon;3;2008/'09;2180;920.0;1260;70;1370;360;380;30;360;190;350;40;1010;170;30
4648;Mannen en vrouwen;Totaal leeftijd;8 Persoonlijke dienstverlening, vervo...;Allochtoon;4;2007/'08;100;40.0;70;10;80;10;10;10;20;0;10;10;60;0;0
4649;Mannen en vrouwen;Totaal leeftijd;8 Persoonlijke dienstverlening, vervo...;Allochtoon;4;2008/'09;190;50.0;140;20;150;20;10;10;30;10;10;10;120;10;0
4650;Mannen en vrouwen;Totaal leeftijd;8 Persoonlijke dienstverlening, vervo...;Allochtoon;5;2007/'08;80;30.0;50;10;60;10;10;0;10;10;10;0;50;0;0
4651;Mannen en vrouwen;Totaal leeftijd;8 Persoonlijke dienstverlening, vervo...;Allochtoon;5;2008/'09;110;20.0;100;10;90;10;0;0;10;0;0;10;80;10;0
4652;Mannen en vrouwen;Totaal leeftijd;8 Persoonlijke dienstverlening, vervo...;Allochtoon;6;2007/'08;420;340.0;80;30;180;80;130;20;120;70;120;10;60;10;10
4653;Mannen en vrouwen;Totaal leeftijd;8 Persoonlijke dienstverlening, vervo...;Allochtoon;6;2008/'09;540;460.0;80;30;250;110;160;30;190;90;160;0;60;20;0
4654;Mannen en vrouwen;Totaal leeftijd;8 Persoonlijke dienstverlening, vervo...;Allochtoon;8;2007/'08;2530;1040.0;1500;170;1520;390;450;50;370;220;400;120;1150;170;60
4655;Mannen en vrouwen;Totaal leeftijd;8 Persoonlijke dienstverlening, vervo...;Allochtoon;8;2008/'09;2270;920.0;1350;80;1450;360;380;30;360;190;350;50;1090;180;30
4656;Mannen en vrouwen;Totaal leeftijd;8 Persoonlijke dienstverlening, vervo...;Allochtoon;9;2007/'08;820;100.0;720;70;580;90;80;0;30;20;50;60;550;70;30
4657;Mannen en vrouwen;Totaal leeftijd;8 Persoonlijke dienstverlening, vervo...;Allochtoon;9;2008/'09;720;70.0;650;20;560;80;60;0;20;10;40;10;540;70;20
4658;Mannen en vrouwen;Totaal leeftijd;8 Persoonlijke dienstverlening, vervo...;Allochtoon;Werknemers, deeltijd werkzaam;2007/'08;1720;940.0;780;100;940;300;370;50;340;200;350;50;600;100;20
4659;Mannen en vrouwen;Totaal leeftijd;8 Persoonlijke dienstverlening, vervo...;Allochtoon;Werknemers, deeltijd werkzaam;2008/'09;1560;850.0;700;70;890;280;320;30;340;180;310;40;550;100;10
4660;Mannen en vrouwen;Totaal leeftijd;8 Persoonlijke dienstverlening, vervo...;Allochtoon;Zelfstandigen, totaal;2007/'08;30;10.0;20;0;20;10;10;0;0;0;0;0;10;0;0
4661;Mannen en vrouwen;Totaal leeftijd;8 Persoonlijke dienstverlening, vervo...;Allochtoon;Zelfstandigen, totaal;2008/'09;50;20.0;20;0;20;10;10;0;10;10;10;0;10;10;0
4662;Mannen en vrouwen;Totaal leeftijd;8 Persoonlijke dienstverlening, vervo...;Allochtoon;Bijstandsuitkering;2007/'08;80;30.0;50;10;60;0;10;10;10;0;10;0;50;0;0
4663;Mannen en vrouwen;Totaal leeftijd;8 Persoonlijke dienstverlening, vervo...;Allochtoon;Bijstandsuitkering;2008/'09;120;40.0;70;10;100;10;0;10;30;10;0;0;70;0;0
4664;Mannen en vrouwen;Totaal leeftijd;8 Persoonlijke dienstverlening, vervo...;Allochtoon;Arbeidsongeschiktheidsuitkering;2007/'08;30;10.0;20;10;20;0;0;10;10;0;0;0;10;0;0
4665;Mannen en vrouwen;Totaal leeftijd;8 Persoonlijke dienstverlening, vervo...;Allochtoon;Arbeidsongeschiktheidsuitkering;2008/'09;50;10.0;40;10;30;0;0;10;10;0;0;10;30;0;0
4666;Mannen en vrouwen;Totaal leeftijd;8 Persoonlijke dienstverlening, vervo...;Allochtoon;Werkloosheidsuitkering;2007/'08;40;0.0;40;0;30;0;0;0;0;0;0;0;30;0;0
4667;Mannen en vrouwen;Totaal leeftijd;8 Persoonlijke dienstverlening, vervo...;Allochtoon;Werkloosheidsuitkering;2008/'09;100;10.0;90;10;80;10;0;0;0;0;0;10;70;10;0
4668;Mannen en vrouwen;Totaal leeftijd;8 Persoonlijke dienstverlening, vervo...;Allochtoon;Overige uitkeringen;2007/'08;30;20.0;20;0;20;10;10;0;10;10;10;0;10;0;0
4669;Mannen en vrouwen;Totaal leeftijd;8 Persoonlijke dienstverlening, vervo...;Allochtoon;Overige uitkeringen;2008/'09;20;0.0;20;0;20;0;0;0;0;0;0;0;20;0;0
4670;Mannen en vrouwen;Totaal leeftijd;8 Persoonlijke dienstverlening, vervo...;Allochtoon;Meerdere uitkeringen;2007/'08;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0
4671;Mannen en vrouwen;Totaal leeftijd;8 Persoonlijke dienstverlening, vervo...;Allochtoon;Meerdere uitkeringen;2008/'09;10;0.0;10;0;10;0;0;0;0;0;0;0;10;0;0
4672;Mannen en vrouwen;Totaal leeftijd;8 Persoonlijke dienstverlening, vervo...;Westerse allochtoon;0;2007/'08;1090;550.0;550;60;550;220;270;20;160;130;240;40;390;90;30
4673;Mannen en vrouwen;Totaal leeftijd;8 Persoonlijke dienstverlening, vervo...;Westerse allochtoon;0;2008/'09;1100;570.0;540;40;590;220;260;10;200;120;240;20;390;100;20
4674;Mannen en vrouwen;Totaal leeftijd;8 Persoonlijke dienstverlening, vervo...;Westerse allochtoon;1;2007/'08;920;410.0;500;50;480;180;210;10;120;100;180;40;360;80;30
4675;Mannen en vrouwen;Totaal leeftijd;8 Persoonlijke dienstverlening, vervo...;Westerse allochtoon;1;2008/'09;860;380.0;480;30;470;180;180;10;130;80;160;20;340;100;20
4676;Mannen en vrouwen;Totaal leeftijd;8 Persoonlijke dienstverlening, vervo...;Westerse allochtoon;2;2007/'08;50;20.0;40;10;30;10;0;0;10;10;0;0;30;0;0
4677;Mannen en vrouwen;Totaal leeftijd;8 Persoonlijke dienstverlening, vervo...;Westerse allochtoon;2;2008/'09;80;10.0;60;10;70;0;0;0;10;0;0;10;60;0;0
4678;Mannen en vrouwen;Totaal leeftijd;8 Persoonlijke dienstverlening, vervo...;Westerse allochtoon;3;2007/'08;890;410.0;490;50;460;180;210;10;120;100;180;40;340;80;30
4679;Mannen en vrouwen;Totaal leeftijd;8 Persoonlijke dienstverlening, vervo...;Westerse allochtoon;3;2008/'09;830;380.0;450;30;450;180;180;10;130;80;160;20;320;90;20
4680;Mannen en vrouwen;Totaal leeftijd;8 Persoonlijke dienstverlening, vervo...;Westerse allochtoon;4;2007/'08;30;10.0;20;10;20;0;0;0;0;0;0;0;20;0;0
4681;Mannen en vrouwen;Totaal leeftijd;8 Persoonlijke dienstverlening, vervo...;Westerse allochtoon;4;2008/'09;40;10.0;30;0;40;0;0;0;10;0;0;0;30;0;0
4682;Mannen en vrouwen;Totaal leeftijd;8 Persoonlijke dienstverlening, vervo...;Westerse allochtoon;5;2007/'08;20;10.0;20;0;20;10;0;0;0;0;0;0;10;0;0
4683;Mannen en vrouwen;Totaal leeftijd;8 Persoonlijke dienstverlening, vervo...;Westerse allochtoon;5;2008/'09;30;0.0;30;0;30;0;0;0;0;0;0;0;20;0;0
4684;Mannen en vrouwen;Totaal leeftijd;8 Persoonlijke dienstverlening, vervo...;Westerse allochtoon;6;2007/'08;150;120.0;20;10;60;30;50;10;40;30;50;0;20;0;0
4685;Mannen en vrouwen;Totaal leeftijd;8 Persoonlijke dienstverlening, vervo...;Westerse allochtoon;6;2008/'09;200;170.0;30;0;80;40;70;0;70;30;70;0;20;10;0
4686;Mannen en vrouwen;Totaal leeftijd;8 Persoonlijke dienstverlening, vervo...;Westerse allochtoon;8;2007/'08;910;410.0;500;50;470;180;210;10;120;100;180;40;350;80;30
4687;Mannen en vrouwen;Totaal leeftijd;8 Persoonlijke dienstverlening, vervo...;Westerse allochtoon;8;2008/'09;860;380.0;480;30;470;180;180;10;130;80;160;20;340;90;20
4688;Mannen en vrouwen;Totaal leeftijd;8 Persoonlijke dienstverlening, vervo...;Westerse allochtoon;9;2007/'08;270;50.0;220;20;170;40;40;0;20;10;20;20;160;30;10
4689;Mannen en vrouwen;Totaal leeftijd;8 Persoonlijke dienstverlening, vervo...;Westerse allochtoon;9;2008/'09;260;30.0;230;10;180;40;30;0;10;0;20;10;170;40;10
4690;Mannen en vrouwen;Totaal leeftijd;8 Persoonlijke dienstverlening, vervo...;Westerse allochtoon;Werknemers, deeltijd werkzaam;2007/'08;650;360.0;280;30;300;140;170;10;100;90;160;20;200;50;10
4691;Mannen en vrouwen;Totaal leeftijd;8 Persoonlijke dienstverlening, vervo...;Westerse allochtoon;Werknemers, deeltijd werkzaam;2008/'09;600;350.0;240;20;290;130;150;10;120;80;140;10;170;50;10
4692;Mannen en vrouwen;Totaal leeftijd;8 Persoonlijke dienstverlening, vervo...;Westerse allochtoon;Zelfstandigen, totaal;2007/'08;10;0.0;10;0;10;0;0;0;0;0;0;0;10;0;0
4693;Mannen en vrouwen;Totaal leeftijd;8 Persoonlijke dienstverlening, vervo...;Westerse allochtoon;Zelfstandigen, totaal;2008/'09;10;10.0;10;0;0;10;0;0;0;0;0;0;0;0;0
4694;Mannen en vrouwen;Totaal leeftijd;8 Persoonlijke dienstverlening, vervo...;Westerse allochtoon;Bijstandsuitkering;2007/'08;10;10.0;10;0;10;0;0;0;0;0;0;0;10;0;0
4695;Mannen en vrouwen;Totaal leeftijd;8 Persoonlijke dienstverlening, vervo...;Westerse allochtoon;Bijstandsuitkering;2008/'09;20;10.0;10;0;20;0;0;0;10;0;0;0;10;0;0
4696;Mannen en vrouwen;Totaal leeftijd;8 Persoonlijke dienstverlening, vervo...;Westerse allochtoon;Arbeidsongeschiktheidsuitkering;2007/'08;10;10.0;10;0;10;0;0;0;0;0;0;0;10;0;0
4697;Mannen en vrouwen;Totaal leeftijd;8 Persoonlijke dienstverlening, vervo...;Westerse allochtoon;Arbeidsongeschiktheidsuitkering;2008/'09;20;0.0;20;0;20;0;0;0;0;0;0;0;20;0;0
4698;Mannen en vrouwen;Totaal leeftijd;8 Persoonlijke dienstverlening, vervo...;Westerse allochtoon;Werkloosheidsuitkering;2007/'08;10;0.0;10;0;10;0;0;0;0;0;0;0;10;0;0
4699;Mannen en vrouwen;Totaal leeftijd;8 Persoonlijke dienstverlening, vervo...;Westerse allochtoon;Werkloosheidsuitkering;2008/'09;20;0.0;20;0;20;0;0;0;0;0;0;0;20;0;0
4700;Mannen en vrouwen;Totaal leeftijd;8 Persoonlijke dienstverlening, vervo...;Westerse allochtoon;Overige uitkeringen;2007/'08;10;10.0;10;0;10;0;0;0;0;0;0;0;10;0;0
4701;Mannen en vrouwen;Totaal leeftijd;8 Persoonlijke dienstverlening, vervo...;Westerse allochtoon;Overige uitkeringen;2008/'09;10;0.0;10;0;10;0;0;0;0;0;0;0;10;0;0
4702;Mannen en vrouwen;Totaal leeftijd;8 Persoonlijke dienstverlening, vervo...;Westerse allochtoon;Meerdere uitkeringen;2007/'08;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0
