ID;HerkomstVanUitvoer;Perioden;WaardeInWerkelijkePrijzen_1;WaardePrijsniveau2005_2;VolumemutatieTOVVoorafgaandJaar_3;Prijsindexcijfers_4;WaardeInWerkelijkePrijzen_5;WaardePrijsniveau2005_6;VolumemutatieTOVVoorafgaandJaar_7;Prijsindexcijfers_8;WaardeInWerkelijkePrijzen_9;WaardePrijsniveau2005_10;VolumemutatieTOVVoorafgaandJaar_11;Prijsindexcijfers_12
510;19 Aardolie-industrie;1998;5429.0;16458.0;1.0;33.0;5306.0;16363.0;1.2;32.4;123.0;141.0;-11.6;87.1
511;19 Aardolie-industrie;1999;6464.0;15573.0;-5.4;41.5;6315.0;15388.0;-6.0;41.0;149.0;169.0;19.5;88.3
512;19 Aardolie-industrie;2000;11707.0;16517.0;6.1;70.9;11557.0;16348.0;6.2;70.7;150.0;167.0;-1.3;90.1
513;19 Aardolie-industrie;2001;10918.0;16657.0;0.8;65.5;10764.0;16474.0;0.8;65.3;154.0;178.0;6.7;86.7
514;19 Aardolie-industrie;2002;9658.0;15735.0;-5.5;61.4;9461.0;15495.0;-5.9;61.1;197.0;219.0;23.4;89.9
515;19 Aardolie-industrie;2003;10161.0;16169.0;2.8;62.8;9973.0;15957.0;3.0;62.5;188.0;201.0;-8.1;93.4
516;19 Aardolie-industrie;2004;12153.0;16589.0;2.6;73.3;11979.0;16414.0;2.9;73.0;174.0;178.0;-11.7;97.8
517;19 Aardolie-industrie;2005;16429.0;16429.0;-1.0;100.0;16243.0;16243.0;-1.0;100.0;186.0;186.0;4.6;100.0
518;19 Aardolie-industrie;2006;18984.0;16606.0;1.1;114.3;18780.0;16405.0;1.0;114.5;204.0;201.0;8.1;101.5
519;19 Aardolie-industrie;2007;19189.0;16416.0;-1.1;116.9;18962.0;16199.0;-1.3;117.1;227.0;220.0;9.3;103.3
520;19 Aardolie-industrie;2008;24851.0;17332.0;5.6;143.4;24600.0;17100.0;5.6;143.9;251.0;235.0;7.0;106.7
521;19 Aardolie-industrie;2009;15879.0;15960.0;-7.9;99.5;15635.0;15738.0;-8.0;99.3;244.0;227.0;-3.6;107.6
522;19 Aardolie-industrie;2010;23010.0;17804.0;11.6;129.2;22748.0;17570.0;11.6;129.5;262.0;241.0;6.1;108.8
523;19 Aardolie-industrie;2011;27604.0;16753.0;-5.9;164.8;27334.0;16518.0;-6.0;165.5;270.0;245.0;1.9;110.1
524;19 Aardolie-industrie;2012;31043.0;17149.0;2.4;181.0;30771.0;16909.0;2.4;182.0;272.0;249.0;1.5;109.3
525;20 Chemische industrie;1988;13799.0;16689.0;;82.7;13635.0;16461.0;;82.8;164.0;229.0;;71.7
526;20 Chemische industrie;1989;14703.0;17222.0;3.2;85.4;14511.0;16963.0;3.1;85.5;192.0;262.0;14.6;73.3
527;20 Chemische industrie;1990;14975.0;18096.0;5.1;82.8;14783.0;17840.0;5.2;82.9;192.0;258.0;-1.6;74.4
528;20 Chemische industrie;1991;14462.0;17851.0;-1.4;81.0;14277.0;17611.0;-1.3;81.1;185.0;241.0;-6.8;76.9
529;20 Chemische industrie;1992;13824.0;17907.0;0.3;77.2;13640.0;17673.0;0.4;77.2;184.0;234.0;-2.7;78.6
530;20 Chemische industrie;1993;13928.0;18628.0;4.0;74.8;13720.0;18366.0;3.9;74.7;208.0;262.0;12.0;79.4
531;20 Chemische industrie;1994;15404.0;20289.0;8.9;75.9;15180.0;20006.0;8.9;75.9;224.0;283.0;8.2;79.0
532;20 Chemische industrie;1995;17645.0;21937.0;8.1;80.4;17408.0;21632.0;8.1;80.5;237.0;305.0;7.6;77.7
533;20 Chemische industrie;1996;17807.0;22560.0;2.8;78.9;17604.0;22302.0;3.1;78.9;203.0;256.0;-16.0;79.3
534;20 Chemische industrie;1997;19411.0;23652.0;4.8;82.1;19235.0;23432.0;5.1;82.1;176.0;218.0;-14.8;80.7
535;20 Chemische industrie;1998;18841.0;23946.0;1.2;78.7;18663.0;23729.0;1.3;78.7;178.0;214.0;-1.7;83.0
536;20 Chemische industrie;1999;19057.0;24664.0;3.0;77.3;18899.0;24475.0;3.1;77.2;158.0;188.0;-12.4;84.0
537;20 Chemische industrie;2000;23131.0;25668.0;4.1;90.1;22970.0;25480.0;4.1;90.1;161.0;188.0;0.0;85.6
538;20 Chemische industrie;2001;22652.0;25506.0;-0.6;88.8;22481.0;25315.0;-0.6;88.8;171.0;191.0;1.9;89.3
539;20 Chemische industrie;2002;23002.0;26580.0;4.2;86.5;22816.0;26377.0;4.2;86.5;186.0;204.0;6.4;91.3
540;20 Chemische industrie;2003;23360.0;26766.0;0.7;87.3;23179.0;26573.0;0.7;87.2;181.0;194.0;-4.8;93.3
541;20 Chemische industrie;2004;25446.0;27832.0;4.0;91.4;25255.0;27636.0;4.0;91.4;191.0;197.0;1.7;96.9
542;20 Chemische industrie;2005;28463.0;28463.0;2.3;100.0;28239.0;28239.0;2.2;100.0;224.0;224.0;13.6;100.0
543;20 Chemische industrie;2006;32066.0;30182.0;6.0;106.2;31702.0;29827.0;5.6;106.3;364.0;355.0;58.5;102.5
544;20 Chemische industrie;2007;34039.0;31261.0;3.6;108.9;33644.0;30887.0;3.6;108.9;395.0;374.0;5.2;105.7
545;20 Chemische industrie;2008;33240.0;28783.0;-7.9;115.5;32834.0;28410.0;-8.0;115.6;406.0;374.0;0.0;108.7
546;20 Chemische industrie;2009;26260.0;27513.0;-4.4;95.4;25829.0;27132.0;-4.5;95.2;431.0;383.0;2.5;112.6
547;20 Chemische industrie;2010;33417.0;29778.0;8.2;112.2;32974.0;29393.0;8.3;112.2;443.0;392.0;2.3;113.1
548;20 Chemische industrie;2011;37597.0;29164.0;-2.1;128.9;37156.0;28779.0;-2.1;129.1;441.0;392.0;0.0;112.6
549;20 Chemische industrie;2012;40416.0;30710.0;5.3;131.6;39950.0;30301.0;5.3;131.8;466.0;416.0;6.3;111.9
550;21 Farmaceutische industrie;1988;1571.0;1657.0;;94.8;1552.0;1627.0;;95.4;19.0;29.0;;65.3
551;21 Farmaceutische industrie;1989;1739.0;1799.0;8.5;96.7;1715.0;1762.0;8.3;97.3;24.0;37.0;26.3;65.3
552;21 Farmaceutische industrie;1990;1735.0;1865.0;3.7;93.0;1711.0;1829.0;3.8;93.5;24.0;35.0;-4.2;68.1
553;21 Farmaceutische industrie;1991;1880.0;2003.0;7.4;93.9;1853.0;1964.0;7.4;94.3;27.0;38.0;8.3;70.7
554;21 Farmaceutische industrie;1992;1956.0;2053.0;2.5;95.3;1929.0;2015.0;2.6;95.7;27.0;37.0;-3.7;73.4
555;21 Farmaceutische industrie;1993;1897.0;2044.0;-0.4;92.8;1875.0;2013.0;-0.1;93.2;22.0;29.0;-22.2;76.9
556;21 Farmaceutische industrie;1994;2038.0;2138.0;4.6;95.3;2012.0;2102.0;4.4;95.7;26.0;34.0;18.2;76.9
557;21 Farmaceutische industrie;1995;2178.0;2290.0;7.1;95.1;2155.0;2255.0;7.3;95.5;23.0;31.0;-7.7;73.7
558;21 Farmaceutische industrie;1996;2182.0;2295.0;0.2;95.1;2162.0;2265.0;0.4;95.5;20.0;26.0;-17.4;77.6
559;21 Farmaceutische industrie;1997;2613.0;2676.0;16.6;97.6;2595.0;2645.0;16.8;98.1;18.0;24.0;-5.0;73.5
560;21 Farmaceutische industrie;1998;2748.0;2883.0;7.7;95.3;2725.0;2848.0;7.7;95.7;23.0;29.0;16.7;80.5
561;21 Farmaceutische industrie;1999;3054.0;3268.0;13.4;93.4;3028.0;3231.0;13.4;93.7;26.0;30.0;4.3;87.2
562;21 Farmaceutische industrie;2000;3577.0;3570.0;9.2;100.2;3550.0;3531.0;9.3;100.5;27.0;30.0;0.0;90.6
563;21 Farmaceutische industrie;2001;3724.0;3716.0;4.1;100.2;3694.0;3675.0;4.1;100.5;30.0;32.0;7.4;93.7
564;21 Farmaceutische industrie;2002;3913.0;3926.0;5.7;99.7;3880.0;3883.0;5.7;99.9;33.0;34.0;6.7;96.6
565;21 Farmaceutische industrie;2003;4053.0;4106.0;4.6;98.7;3980.0;4021.0;3.6;99.0;73.0;77.0;124.2;95.3
566;21 Farmaceutische industrie;2004;4096.0;4120.0;0.3;99.4;3828.0;3848.0;-4.3;99.5;268.0;271.0;253.4;99.0
567;21 Farmaceutische industrie;2005;4301.0;4301.0;4.4;100.0;3677.0;3677.0;-4.4;100.0;624.0;624.0;130.6;100.0
568;21 Farmaceutische industrie;2006;4287.0;4284.0;-0.4;100.1;3852.0;3852.0;4.8;100.0;435.0;432.0;-30.8;100.7
569;21 Farmaceutische industrie;2007;4765.0;4699.0;9.7;101.4;4330.0;4273.0;10.9;101.3;435.0;426.0;-1.4;102.1
570;21 Farmaceutische industrie;2008;4439.0;4163.0;-11.4;106.6;3976.0;3727.0;-12.8;106.7;463.0;436.0;2.3;106.2
571;21 Farmaceutische industrie;2009;4210.0;4074.0;-2.1;103.3;3745.0;3656.0;-1.9;102.4;465.0;418.0;-4.1;111.3
572;21 Farmaceutische industrie;2010;4491.0;4154.0;2.0;108.1;3949.0;3664.0;0.2;107.8;542.0;485.0;16.1;111.7
573;21 Farmaceutische industrie;2011;4865.0;4271.0;2.8;113.9;4278.0;3747.0;2.3;114.2;587.0;518.0;6.6;113.4
574;21 Farmaceutische industrie;2012;5067.0;4457.0;4.4;113.7;4438.0;3904.0;4.2;113.7;629.0;547.0;5.6;115.1
575;22 Rubber- en kunststofproductindustrie;1988;1826.0;2043.0;;89.4;1820.0;2032.0;;89.6;6.0;14.0;;44.1
576;22 Rubber- en kunststofproductindustrie;1989;2176.0;2395.0;17.3;90.8;2168.0;2381.0;17.2;91.0;8.0;18.0;33.3;44.1
577;22 Rubber- en kunststofproductindustrie;1990;2338.0;2564.0;7.0;91.2;2328.0;2548.0;7.0;91.4;10.0;20.0;12.5;49.0
578;22 Rubber- en kunststofproductindustrie;1991;2418.0;2636.0;2.8;91.7;2408.0;2622.0;2.9;91.9;10.0;18.0;-10.0;54.4
579;22 Rubber- en kunststofproductindustrie;1992;2547.0;2826.0;7.2;90.1;2537.0;2811.0;7.2;90.3;10.0;18.0;0.0;54.4
580;22 Rubber- en kunststofproductindustrie;1993;2519.0;2855.0;1.0;88.2;2508.0;2840.0;1.0;88.3;11.0;18.0;0.0;59.9
581;22 Rubber- en kunststofproductindustrie;1994;2723.0;3155.0;10.5;86.3;2711.0;3140.0;10.6;86.3;12.0;18.0;0.0;65.3
582;22 Rubber- en kunststofproductindustrie;1995;2927.0;3302.0;4.7;88.6;2916.0;3287.0;4.7;88.7;11.0;18.0;0.0;59.9
583;22 Rubber- en kunststofproductindustrie;1996;2939.0;3293.0;-0.3;89.2;2931.0;3284.0;-0.1;89.3;8.0;10.0;-45.5;79.8
584;22 Rubber- en kunststofproductindustrie;1997;3184.0;3575.0;8.6;89.1;3175.0;3566.0;8.6;89.0;9.0;10.0;0.0;89.8
585;22 Rubber- en kunststofproductindustrie;1998;3231.0;3618.0;1.2;89.3;3218.0;3603.0;1.0;89.3;13.0;16.0;55.6;83.4
586;22 Rubber- en kunststofproductindustrie;1999;3352.0;3732.0;3.2;89.8;3341.0;3720.0;3.3;89.8;11.0;12.0;-23.1;91.7
587;22 Rubber- en kunststofproductindustrie;2000;3680.0;3900.0;4.5;94.3;3669.0;3890.0;4.5;94.3;11.0;11.0;-9.1;100.9
588;22 Rubber- en kunststofproductindustrie;2001;3793.0;3924.0;0.6;96.7;3780.0;3911.0;0.5;96.7;13.0;13.0;18.2;100.9
589;22 Rubber- en kunststofproductindustrie;2002;3915.0;4055.0;3.3;96.5;3900.0;4040.0;3.3;96.5;15.0;15.0;15.4;100.9
590;22 Rubber- en kunststofproductindustrie;2003;3674.0;3790.0;-6.5;96.9;3650.0;3767.0;-6.8;96.9;24.0;23.0;53.3;105.3
591;22 Rubber- en kunststofproductindustrie;2004;3797.0;3948.0;4.2;96.2;3784.0;3936.0;4.5;96.1;13.0;12.0;-45.8;105.3
592;22 Rubber- en kunststofproductindustrie;2005;4033.0;4033.0;2.2;100.0;4014.0;4014.0;2.0;100.0;19.0;19.0;53.8;100.0
593;22 Rubber- en kunststofproductindustrie;2006;4305.0;4195.0;4.0;102.6;4289.0;4178.0;4.1;102.7;16.0;17.0;-10.5;94.1
594;22 Rubber- en kunststofproductindustrie;2007;4588.0;4395.0;4.8;104.4;4571.0;4377.0;4.8;104.4;17.0;18.0;6.3;94.1
595;22 Rubber- en kunststofproductindustrie;2008;4488.0;4189.0;-4.7;107.1;4468.0;4169.0;-4.7;107.2;20.0;20.0;11.8;99.1
596;22 Rubber- en kunststofproductindustrie;2009;4079.0;3885.0;-7.2;105.0;4060.0;3868.0;-7.2;105.0;19.0;18.0;-10.0;104.6
597;22 Rubber- en kunststofproductindustrie;2010;4455.0;4170.0;7.3;106.8;4436.0;4152.0;7.4;106.8;19.0;18.0;0.0;104.6
598;22 Rubber- en kunststofproductindustrie;2011;4791.0;4239.0;1.6;113.0;4771.0;4220.0;1.6;113.1;20.0;19.0;5.3;104.6
599;22 Rubber- en kunststofproductindustrie;2012;4743.0;4125.0;-2.7;115.0;4722.0;4106.0;-2.7;115.0;21.0;19.0;0.0;109.8
600;22-23 Kunststof- en bouwmateriaalindustr;1988;2885.0;3233.0;;89.2;2862.0;3200.0;;89.4;23.0;34.0;;67.8
601;22-23 Kunststof- en bouwmateriaalindustr;1989;3307.0;3654.0;13.0;90.5;3281.0;3617.0;13.0;90.7;26.0;37.0;8.7;70.5
602;22-23 Kunststof- en bouwmateriaalindustr;1990;3625.0;3959.0;8.3;91.6;3593.0;3918.0;8.3;91.7;32.0;41.0;11.5;77.8
603;22-23 Kunststof- en bouwmateriaalindustr;1991;3675.0;3976.0;0.4;92.4;3646.0;3940.0;0.6;92.5;29.0;36.0;-12.5;80.5
604;22-23 Kunststof- en bouwmateriaalindustr;1992;3740.0;4103.0;3.2;91.2;3711.0;4066.0;3.2;91.3;29.0;36.0;0.0;80.5
605;22-23 Kunststof- en bouwmateriaalindustr;1993;3642.0;4064.0;-0.9;89.6;3610.0;4026.0;-1.0;89.7;32.0;38.0;6.9;83.1
606;22-23 Kunststof- en bouwmateriaalindustr;1994;3896.0;4429.0;9.0;88.0;3863.0;4389.0;9.0;88.0;33.0;40.0;3.1;83.1
607;22-23 Kunststof- en bouwmateriaalindustr;1995;4165.0;4638.0;4.7;89.8;4130.0;4598.0;4.8;89.8;35.0;40.0;0.0;88.2
608;22-23 Kunststof- en bouwmateriaalindustr;1996;4170.0;4625.0;-0.3;90.2;4134.0;4585.0;-0.3;90.2;36.0;40.0;0.0;90.7
609;22-23 Kunststof- en bouwmateriaalindustr;1997;4494.0;4985.0;7.8;90.1;4458.0;4944.0;7.8;90.2;36.0;41.0;2.8;88.2
610;22-23 Kunststof- en bouwmateriaalindustr;1998;4638.0;5100.0;2.3;90.9;4596.0;5052.0;2.2;91.0;42.0;48.0;16.7;88.2
611;22-23 Kunststof- en bouwmateriaalindustr;1999;4787.0;5228.0;2.5;91.6;4737.0;5174.0;2.4;91.6;50.0;54.0;14.3;91.9
612;22-23 Kunststof- en bouwmateriaalindustr;2000;5213.0;5479.0;4.8;95.1;5160.0;5423.0;4.8;95.1;53.0;57.0;4.0;93.7
613;22-23 Kunststof- en bouwmateriaalindustr;2001;5200.0;5300.0;-3.3;98.1;5151.0;5250.0;-3.2;98.1;49.0;50.0;-11.3;97.7
614;22-23 Kunststof- en bouwmateriaalindustr;2002;5257.0;5358.0;1.1;98.1;5214.0;5315.0;1.2;98.1;43.0;43.0;-14.3;100.0
615;22-23 Kunststof- en bouwmateriaalindustr;2003;4922.0;5028.0;-6.2;97.9;4871.0;4976.0;-6.4;97.9;51.0;51.0;18.6;100.0
616;22-23 Kunststof- en bouwmateriaalindustr;2004;5069.0;5228.0;4.0;97.0;5029.0;5188.0;4.2;96.9;40.0;40.0;-21.6;100.0
617;22-23 Kunststof- en bouwmateriaalindustr;2005;5332.0;5332.0;2.0;100.0;5288.0;5288.0;1.9;100.0;44.0;44.0;10.0;100.0
618;22-23 Kunststof- en bouwmateriaalindustr;2006;5772.0;5641.0;5.8;102.3;5726.0;5595.0;5.8;102.3;46.0;46.0;4.5;100.0
619;22-23 Kunststof- en bouwmateriaalindustr;2007;6183.0;5897.0;4.5;104.8;6133.0;5848.0;4.5;104.9;50.0;49.0;6.5;102.0
620;22-23 Kunststof- en bouwmateriaalindustr;2008;5967.0;5542.0;-6.0;107.7;5913.0;5490.0;-6.1;107.7;54.0;52.0;6.0;104.0
621;22-23 Kunststof- en bouwmateriaalindustr;2009;5348.0;5021.0;-9.4;106.5;5298.0;4973.0;-9.4;106.5;50.0;48.0;-7.4;104.0
622;22-23 Kunststof- en bouwmateriaalindustr;2010;5780.0;5358.0;6.7;107.9;5728.0;5310.0;6.8;107.9;52.0;48.0;0.0;108.1
623;22-23 Kunststof- en bouwmateriaalindustr;2011;6275.0;5566.0;3.9;112.7;6222.0;5517.0;3.9;112.8;53.0;49.0;1.9;108.1
624;22-23 Kunststof- en bouwmateriaalindustr;2012;6228.0;5430.0;-2.4;114.7;6173.0;5382.0;-2.4;114.7;55.0;48.0;-1.9;114.4
625;23 Bouwmaterialenindustrie;1988;1059.0;1176.0;;90.0;1042.0;1154.0;;90.3;17.0;23.0;;74.7
626;23 Bouwmaterialenindustrie;1989;1131.0;1243.0;5.7;91.0;1113.0;1220.0;5.8;91.2;18.0;23.0;0.0;79.1
627;23 Bouwmaterialenindustrie;1990;1287.0;1378.0;10.9;93.4;1265.0;1353.0;10.9;93.5;22.0;25.0;11.1;87.0
628;23 Bouwmaterialenindustrie;1991;1257.0;1325.0;-3.9;94.9;1238.0;1303.0;-3.7;95.0;19.0;22.0;-13.6;87.0
629;23 Bouwmaterialenindustrie;1992;1193.0;1265.0;-4.5;94.3;1174.0;1243.0;-4.6;94.5;19.0;22.0;0.0;87.0
630;23 Bouwmaterialenindustrie;1993;1123.0;1200.0;-5.1;93.6;1102.0;1176.0;-5.4;93.7;21.0;24.0;10.5;87.0
631;23 Bouwmaterialenindustrie;1994;1173.0;1266.0;5.5;92.6;1152.0;1241.0;5.5;92.8;21.0;25.0;4.8;83.0
632;23 Bouwmaterialenindustrie;1995;1238.0;1328.0;4.9;93.2;1214.0;1303.0;4.9;93.2;24.0;25.0;0.0;94.9
633;23 Bouwmaterialenindustrie;1996;1231.0;1323.0;-0.3;93.0;1203.0;1293.0;-0.7;93.0;28.0;31.0;20.8;91.6
634;23 Bouwmaterialenindustrie;1997;1310.0;1402.0;5.9;93.4;1283.0;1370.0;6.0;93.6;27.0;32.0;3.6;85.3
635;23 Bouwmaterialenindustrie;1998;1407.0;1472.0;5.0;95.6;1378.0;1439.0;5.0;95.8;29.0;33.0;3.7;88.3
636;23 Bouwmaterialenindustrie;1999;1435.0;1487.0;1.1;96.5;1396.0;1445.0;0.4;96.6;39.0;43.0;31.0;90.7
637;23 Bouwmaterialenindustrie;2000;1533.0;1569.0;5.5;97.7;1491.0;1524.0;5.4;97.9;42.0;46.0;7.7;90.7
638;23 Bouwmaterialenindustrie;2001;1407.0;1372.0;-12.6;102.6;1371.0;1335.0;-12.4;102.7;36.0;38.0;-19.0;96.0
639;23 Bouwmaterialenindustrie;2002;1342.0;1303.0;-5.0;103.0;1314.0;1275.0;-4.4;103.0;28.0;28.0;-25.0;99.6
640;23 Bouwmaterialenindustrie;2003;1248.0;1237.0;-5.1;100.9;1221.0;1209.0;-5.2;101.0;27.0;28.0;0.0;96.0
641;23 Bouwmaterialenindustrie;2004;1272.0;1280.0;3.4;99.4;1245.0;1252.0;3.5;99.5;27.0;28.0;0.0;96.0
642;23 Bouwmaterialenindustrie;2005;1299.0;1299.0;1.5;100.0;1274.0;1274.0;1.8;100.0;25.0;25.0;-11.1;100.0
643;23 Bouwmaterialenindustrie;2006;1467.0;1446.0;11.3;101.5;1437.0;1417.0;11.2;101.4;30.0;29.0;16.0;103.4
644;23 Bouwmaterialenindustrie;2007;1595.0;1502.0;3.9;106.2;1562.0;1471.0;3.8;106.2;33.0;31.0;6.7;106.7
645;23 Bouwmaterialenindustrie;2008;1479.0;1354.0;-9.8;109.2;1445.0;1322.0;-10.1;109.3;34.0;32.0;3.0;106.7
646;23 Bouwmaterialenindustrie;2009;1269.0;1138.0;-16.0;111.5;1238.0;1108.0;-16.2;111.7;31.0;30.0;-5.9;103.3
647;23 Bouwmaterialenindustrie;2010;1325.0;1192.0;4.7;111.2;1292.0;1162.0;4.8;111.2;33.0;30.0;0.0;110.0
648;23 Bouwmaterialenindustrie;2011;1484.0;1328.0;11.4;111.8;1451.0;1298.0;11.7;111.8;33.0;30.0;0.0;110.0
649;23 Bouwmaterialenindustrie;2012;1485.0;1306.0;-1.6;113.7;1451.0;1277.0;-1.6;113.6;34.0;29.0;-3.0;116.9
650;24 Basismetaalindustrie;1988;3421.0;3954.0;;86.5;3398.0;3927.0;;86.5;23.0;29.0;;78.0
651;24 Basismetaalindustrie;1989;3913.0;4028.0;1.9;97.2;3890.0;4001.0;1.9;97.2;23.0;29.0;0.0;78.0
652;24 Basismetaalindustrie;1990;3489.0;3941.0;-2.1;88.5;3464.0;3912.0;-2.2;88.5;25.0;32.0;8.7;78.0
653;24 Basismetaalindustrie;1991;3174.0;3835.0;-2.7;82.8;3152.0;3810.0;-2.6;82.7;22.0;28.0;-12.0;78.0
654;24 Basismetaalindustrie;1992;3211.0;4094.0;6.7;78.4;3189.0;4068.0;6.8;78.4;22.0;28.0;0.0;78.0
655;24 Basismetaalindustrie;1993;3197.0;4133.0;1.0;77.4;3181.0;4116.0;1.2;77.3;16.0;21.0;-27.3;78.0
656;24 Basismetaalindustrie;1994;3633.0;4538.0;9.8;80.1;3608.0;4509.0;9.6;80.0;25.0;32.0;56.3;78.0
657;24 Basismetaalindustrie;1995;4230.0;4919.0;8.4;86.0;4204.0;4889.0;8.4;86.0;26.0;33.0;4.0;78.0
658;24 Basismetaalindustrie;1996;3825.0;4804.0;-2.3;79.6;3802.0;4777.0;-2.3;79.6;23.0;29.0;-11.5;78.0
659;24 Basismetaalindustrie;1997;4139.0;4806.0;0.1;86.1;4123.0;4790.0;0.3;86.1;16.0;19.0;-34.8;83.2
660;24 Basismetaalindustrie;1998;4209.0;4941.0;2.8;85.2;4202.0;4935.0;3.0;85.1;7.0;8.0;-56.3;83.2
661;24 Basismetaalindustrie;1999;3569.0;4805.0;-2.8;74.3;3563.0;4800.0;-2.7;74.2;6.0;7.0;-14.3;83.2
662;24 Basismetaalindustrie;2000;4302.0;4873.0;1.4;88.3;4293.0;4866.0;1.4;88.2;9.0;10.0;33.3;93.6
663;24 Basismetaalindustrie;2001;4261.0;5114.0;5.0;83.3;4248.0;5103.0;4.9;83.2;13.0;14.0;44.4;93.6
664;24 Basismetaalindustrie;2002;4282.0;5319.0;4.0;80.5;4265.0;5302.0;3.9;80.4;17.0;18.0;30.8;93.6
665;24 Basismetaalindustrie;2003;4287.0;5321.0;0.0;80.6;4259.0;5291.0;-0.2;80.5;28.0;30.0;64.7;93.6
666;24 Basismetaalindustrie;2004;5234.0;5733.0;7.7;91.3;5205.0;5703.0;7.8;91.3;29.0;30.0;0.0;97.0
667;24 Basismetaalindustrie;2005;5663.0;5663.0;-1.2;100.0;5630.0;5630.0;-1.3;100.0;33.0;33.0;10.3;100.0
668;24 Basismetaalindustrie;2006;6564.0;5840.0;3.1;112.4;6527.0;5803.0;3.1;112.5;37.0;37.0;12.1;100.0
669;24 Basismetaalindustrie;2007;7329.0;6303.0;7.9;116.3;7296.0;6271.0;8.1;116.4;33.0;31.0;-16.2;106.5
670;24 Basismetaalindustrie;2008;6882.0;6033.0;-4.3;114.1;6850.0;6003.0;-4.3;114.1;32.0;30.0;-3.0;106.5
671;24 Basismetaalindustrie;2009;4685.0;4739.0;-21.4;98.9;4656.0;4712.0;-21.5;98.8;29.0;27.0;-9.4;106.5
672;24 Basismetaalindustrie;2010;5816.0;5306.0;12.0;109.6;5787.0;5278.0;12.0;109.6;29.0;27.0;0.0;106.5
673;24 Basismetaalindustrie;2011;6512.0;5489.0;3.5;118.6;6479.0;5456.0;3.4;118.7;33.0;33.0;20.7;100.4
674;24 Basismetaalindustrie;2012;5992.0;5290.0;-3.6;113.3;5959.0;5257.0;-3.7;113.4;33.0;33.0;0.0;100.4
675;24-25 Basismetaal, metaalprod.-industrie;1988;5817.0;7276.0;;79.9;5618.0;7036.0;;79.8;199.0;264.0;;75.4
676;24-25 Basismetaal, metaalprod.-industrie;1989;6458.0;7435.0;2.2;86.9;6258.0;7194.0;2.2;87.0;200.0;265.0;0.5;75.4
677;24-25 Basismetaal, metaalprod.-industrie;1990;6328.0;7669.0;3.1;82.5;6137.0;7440.0;3.4;82.5;191.0;251.0;-5.5;76.2
678;24-25 Basismetaal, metaalprod.-industrie;1991;6053.0;7554.0;-1.5;80.1;5914.0;7391.0;-0.7;80.0;139.0;180.0;-28.3;77.3
679;24-25 Basismetaal, metaalprod.-industrie;1992;5982.0;7703.0;2.0;77.7;5825.0;7521.0;1.8;77.5;157.0;200.0;11.5;78.3
680;24-25 Basismetaal, metaalprod.-industrie;1993;5839.0;7593.0;-1.4;76.9;5682.0;7411.0;-1.5;76.7;157.0;199.0;-0.6;78.8
681;24-25 Basismetaal, metaalprod.-industrie;1994;6282.0;7988.0;5.2;78.6;6091.0;7767.0;4.8;78.4;191.0;238.0;19.7;80.1
682;24-25 Basismetaal, metaalprod.-industrie;1995;7168.0;8654.0;8.3;82.8;6963.0;8420.0;8.4;82.7;205.0;253.0;6.3;80.9
683;24-25 Basismetaal, metaalprod.-industrie;1996;6667.0;8368.0;-3.3;79.7;6474.0;8151.0;-3.2;79.4;193.0;235.0;-7.3;82.2
684;24-25 Basismetaal, metaalprod.-industrie;1997;7297.0;8693.0;3.9;83.9;7120.0;8503.0;4.3;83.7;177.0;211.0;-10.4;84.1
685;24-25 Basismetaal, metaalprod.-industrie;1998;7680.0;9108.0;4.8;84.3;7522.0;8943.0;5.2;84.1;158.0;186.0;-11.9;85.1
686;24-25 Basismetaal, metaalprod.-industrie;1999;7452.0;9281.0;1.9;80.3;7270.0;9093.0;1.7;80.0;182.0;209.0;12.7;87.1
687;24-25 Basismetaal, metaalprod.-industrie;2000;8365.0;9432.0;1.6;88.7;8172.0;9237.0;1.6;88.5;193.0;216.0;3.3;89.4
688;24-25 Basismetaal, metaalprod.-industrie;2001;8262.0;9428.0;0.0;87.6;8060.0;9230.0;-0.1;87.3;202.0;219.0;1.6;92.1
689;24-25 Basismetaal, metaalprod.-industrie;2002;8555.0;9882.0;4.8;86.6;8180.0;9498.0;2.9;86.1;375.0;397.0;81.2;94.4
690;24-25 Basismetaal, metaalprod.-industrie;2003;8219.0;9509.0;-3.8;86.4;7842.0;9131.0;-3.9;85.9;377.0;390.0;-1.9;96.7
691;24-25 Basismetaal, metaalprod.-industrie;2004;9313.0;9906.0;4.2;94.0;8893.0;9490.0;3.9;93.7;420.0;426.0;9.3;98.6
692;24-25 Basismetaal, metaalprod.-industrie;2005;10120.0;10120.0;2.2;100.0;9493.0;9493.0;0.0;100.0;627.0;627.0;47.1;100.0
693;24-25 Basismetaal, metaalprod.-industrie;2006;11539.0;10696.0;5.7;107.9;10857.0;10025.0;5.6;108.3;682.0;671.0;7.0;101.6
694;24-25 Basismetaal, metaalprod.-industrie;2007;13334.0;11946.0;11.7;111.6;12677.0;11308.0;12.8;112.1;657.0;630.0;-6.2;104.3
695;24-25 Basismetaal, metaalprod.-industrie;2008;12998.0;11636.0;-2.6;111.7;12319.0;10997.0;-2.8;112.0;679.0;634.0;0.6;107.2
