ID;Regions;Periods;NumberOfOrganisations_1;TheatreHalls_2;StadiumsAndMultiPurposeHalls_3;InTheatreHalls_4;InStadiumsAndMultiPurposeHalls_5;TotalPerformances_6;TheatrePerformances_7;MusicalPerformances_8;DancePerformances_9;MusicTheatrePerformances_10;CabaretPerformances_11;OtherPerformances_12;TotalAttendance_13;TheatrePerformances_14;MusicalPerformances_15;DancePerformances_16;MusicTheatrePerformances_17;CabaretPerformances_18;AttendanceOtherPerformances_19
135;Groningen (PV);2009;12.0;18.0;3.0;9234.0;4650.0;2425.0;1023.0;804.0;103.0;182.0;199.0;114.0;697.0;146.0;312.0;25.0;116.0;72.0;26.0
136;Groningen (PV);2010;12.0;18.0;3.0;9244.0;10150.0;2272.0;957.0;752.0;73.0;148.0;227.0;116.0;666.0;122.0;325.0;28.0;95.0;73.0;25.0
137;Groningen (PV);2011;12.0;18.0;3.0;7804.0;10075.0;2250.0;739.0;756.0;120.0;148.0;210.0;278.0;659.0;110.0;317.0;26.0;86.0;78.0;43.0
138;Groningen (PV);2012;11.0;17.0;3.0;7859.0;10150.0;1755.0;641.0;663.0;75.0;92.0;189.0;94.0;565.0;110.0;278.0;30.0;52.0;73.0;23.0
139;Groningen (PV);2013;9.0;15.0;3.0;7809.0;10150.0;1635.0;551.0;592.0;59.0;98.0;245.0;91.0;539.0;135.0;233.0;18.0;41.0;91.0;22.0
140;Groningen (PV);2014;10.0;17.0;3.0;8504.0;10150.0;1668.0;546.0;609.0;79.0;100.0;247.0;87.0;548.0;130.0;247.0;35.0;36.0;85.0;16.0
141;Groningen (PV);2015;10.0;16.0;3.0;8317.0;10150.0;1746.0;521.0;820.0;44.0;90.0;185.0;86.0;571.0;161.0;278.0;19.0;32.0;66.0;14.0
142;Groningen (PV);2016;10.0;18.0;4.0;11053.0;;1595.0;369.0;779.0;54.0;109.0;218.0;66.0;574.0;91.0;306.0;28.0;;78.0;11.0
143;Groningen (PV);2017;10.0;17.0;3.0;12563.0;;1614.0;389.0;801.0;43.0;106.0;210.0;64.0;544.0;74.0;309.0;14.0;55.0;77.0;15.0
144;Groningen (PV);2018;10.0;15.0;5.0;7888.0;;1799.0;481.0;834.0;41.0;165.0;192.0;86.0;663.0;86.0;356.0;16.0;102.0;79.0;24.0
145;Groningen (PV);2019;10.0;15.0;5.0;7888.0;;1915.0;598.0;751.0;40.0;204.0;217.0;105.0;616.0;102.0;283.0;14.0;105.0;91.0;21.0
146;Groningen (PV);2020;11.0;17.0;5.0;8243.0;;960.0;263.0;331.0;46.0;100.0;121.0;99.0;211.0;42.0;97.0;8.0;28.0;27.0;9.0
147;Groningen (PV);2021;11.0;19.0;2.0;12068.0;200.0;902.0;179.0;333.0;36.0;102.0;90.0;162.0;162.0;28.0;79.0;4.0;22.0;18.0;11.0
148;Groningen (PV);2022;11.0;20.0;5.0;13051.0;;1893.0;298.0;809.0;94.0;134.0;167.0;391.0;507.0;36.0;291.0;29.0;53.0;66.0;32.0
149;Groningen (PV);2023;11.0;20.0;;13068.0;;1809.0;334.0;968.0;99.0;121.0;189.0;98.0;605.0;51.0;350.0;37.0;70.0;73.0;24.0
150;Fryslân (PV);1999;8.0;12.0;1.0;5692.0;200.0;773.0;236.0;238.0;47.0;74.0;160.0;18.0;268.0;54.0;90.0;15.0;44.0;59.0;6.0
151;Fryslân (PV);2000;8.0;12.0;1.0;5692.0;200.0;851.0;216.0;277.0;41.0;63.0;176.0;78.0;260.0;50.0;79.0;12.0;44.0;59.0;16.0
152;Fryslân (PV);2001;8.0;12.0;1.0;5692.0;200.0;949.0;226.0;301.0;53.0;116.0;188.0;65.0;334.0;66.0;107.0;17.0;55.0;67.0;23.0
153;Fryslân (PV);2002;8.0;12.0;1.0;5692.0;200.0;1015.0;305.0;276.0;55.0;107.0;214.0;58.0;333.0;68.0;101.0;12.0;60.0;75.0;17.0
154;Fryslân (PV);2003;7.0;11.0;;5017.0;;934.0;227.0;223.0;48.0;86.0;188.0;161.0;331.0;59.0;87.0;12.0;47.0;84.0;43.0
155;Fryslân (PV);2004;7.0;11.0;;4937.0;;860.0;264.0;217.0;62.0;106.0;157.0;54.0;296.0;61.0;83.0;19.0;56.0;60.0;16.0
156;Fryslân (PV);2005;10.0;16.0;1.0;6997.0;1000.0;1236.0;320.0;421.0;87.0;124.0;218.0;65.0;398.0;62.0;144.0;19.0;64.0;90.0;19.0
157;Fryslân (PV);2006;10.0;16.0;2.0;6879.0;1560.0;1237.0;317.0;388.0;69.0;92.0;207.0;164.0;325.0;58.0;105.0;16.0;47.0;67.0;31.0
158;Fryslân (PV);2007;10.0;20.0;2.0;7104.0;1560.0;1274.0;317.0;449.0;74.0;106.0;223.0;106.0;359.0;57.0;135.0;12.0;53.0;80.0;21.0
159;Fryslân (PV);2008;10.0;15.0;4.0;6799.0;570.0;1493.0;421.0;423.0;100.0;132.0;284.0;133.0;383.0;63.0;114.0;22.0;59.0;96.0;28.0
160;Fryslân (PV);2009;11.0;16.0;2.0;6605.0;1850.0;1869.0;338.0;744.0;111.0;238.0;259.0;179.0;452.0;51.0;141.0;17.0;115.0;88.0;39.0
161;Fryslân (PV);2010;11.0;16.0;2.0;7135.0;1850.0;1854.0;495.0;583.0;105.0;226.0;271.0;174.0;494.0;71.0;148.0;26.0;115.0;91.0;44.0
162;Fryslân (PV);2011;12.0;17.0;2.0;6185.0;1850.0;1945.0;573.0;584.0;98.0;216.0;322.0;152.0;487.0;79.0;136.0;23.0;102.0;108.0;40.0
163;Fryslân (PV);2012;13.0;18.0;2.0;6835.0;1850.0;1540.0;453.0;547.0;48.0;126.0;236.0;130.0;327.0;62.0;110.0;11.0;46.0;75.0;24.0
164;Fryslân (PV);2013;12.0;17.0;2.0;7259.0;1850.0;1393.0;383.0;417.0;66.0;123.0;259.0;145.0;363.0;76.0;106.0;16.0;46.0;88.0;30.0
165;Fryslân (PV);2014;12.0;21.0;2.0;7470.0;1600.0;1184.0;255.0;379.0;52.0;88.0;200.0;210.0;247.0;31.0;68.0;14.0;18.0;44.0;72.0
166;Fryslân (PV);2015;12.0;20.0;3.0;7955.0;2100.0;1291.0;264.0;389.0;37.0;185.0;206.0;211.0;261.0;34.0;75.0;7.0;27.0;53.0;64.0
167;Fryslân (PV);2016;11.0;18.0;2.0;7671.0;1850.0;1358.0;298.0;510.0;58.0;99.0;253.0;141.0;281.0;50.0;107.0;9.0;24.0;67.0;25.0
168;Fryslân (PV);2017;10.0;19.0;2.0;8296.0;1850.0;1438.0;208.0;571.0;76.0;159.0;200.0;223.0;294.0;30.0;127.0;16.0;42.0;50.0;29.0
169;Fryslân (PV);2018;12.0;23.0;4.0;9281.0;2950.0;1716.0;254.0;685.0;83.0;217.0;218.0;258.0;354.0;40.0;144.0;16.0;61.0;60.0;33.0
170;Fryslân (PV);2019;12.0;22.0;6.0;8832.0;3900.0;1608.0;321.0;584.0;70.0;207.0;242.0;183.0;344.0;47.0;134.0;13.0;56.0;69.0;24.0
171;Fryslân (PV);2020;11.0;19.0;4.0;8192.0;2800.0;761.0;134.0;291.0;45.0;109.0;115.0;65.0;155.0;25.0;61.0;8.0;23.0;30.0;8.0
172;Fryslân (PV);2021;11.0;20.0;4.0;8292.0;2800.0;582.0;146.0;188.0;;70.0;96.0;;58.0;;23.0;;7.0;12.0;4.0
173;Fryslân (PV);2022;11.0;22.0;;8150.0;2400.0;1298.0;198.0;602.0;53.0;168.0;167.0;110.0;270.0;26.0;137.0;9.0;38.0;48.0;13.0
174;Fryslân (PV);2023;11.0;20.0;;8421.0;;1488.0;166.0;616.0;52.0;120.0;122.0;412.0;364.0;36.0;155.0;;35.0;34.0;
175;Drenthe (PV);1999;9.0;13.0;9.0;3939.0;1400.0;886.0;320.0;294.0;36.0;67.0;143.0;26.0;197.0;46.0;64.0;7.0;25.0;49.0;5.0
176;Drenthe (PV);2000;9.0;13.0;9.0;3939.0;1400.0;752.0;245.0;213.0;56.0;61.0;136.0;41.0;167.0;31.0;43.0;7.0;29.0;43.0;13.0
177;Drenthe (PV);2001;9.0;13.0;9.0;3939.0;1400.0;647.0;206.0;182.0;26.0;78.0;115.0;40.0;173.0;34.0;48.0;4.0;32.0;41.0;13.0
178;Drenthe (PV);2002;9.0;13.0;9.0;3939.0;1400.0;637.0;182.0;200.0;24.0;79.0;134.0;19.0;186.0;29.0;54.0;5.0;43.0;45.0;11.0
179;Drenthe (PV);2003;8.0;9.0;;3669.0;;738.0;216.0;205.0;59.0;69.0;126.0;64.0;186.0;39.0;55.0;9.0;30.0;36.0;18.0
180;Drenthe (PV);2004;8.0;9.0;;3604.0;;642.0;128.0;175.0;24.0;138.0;137.0;40.0;183.0;25.0;42.0;5.0;55.0;44.0;12.0
181;Drenthe (PV);2005;7.0;11.0;3.0;3622.0;1350.0;968.0;215.0;264.0;59.0;140.0;203.0;88.0;240.0;33.0;57.0;9.0;51.0;63.0;26.0
182;Drenthe (PV);2006;7.0;12.0;2.0;3737.0;1100.0;1179.0;342.0;241.0;59.0;112.0;241.0;184.0;241.0;37.0;48.0;11.0;33.0;63.0;49.0
183;Drenthe (PV);2007;7.0;12.0;2.0;3717.0;1100.0;1166.0;285.0;256.0;76.0;98.0;238.0;212.0;234.0;33.0;50.0;11.0;30.0;60.0;50.0
184;Drenthe (PV);2008;7.0;12.0;1.0;5108.0;800.0;1047.0;197.0;282.0;44.0;77.0;221.0;227.0;228.0;29.0;60.0;8.0;22.0;66.0;43.0
185;Drenthe (PV);2009;7.0;11.0;2.0;3718.0;80.0;911.0;199.0;250.0;81.0;128.0;155.0;99.0;216.0;28.0;53.0;11.0;62.0;41.0;21.0
186;Drenthe (PV);2010;7.0;12.0;2.0;3788.0;1300.0;1061.0;344.0;274.0;47.0;119.0;203.0;74.0;212.0;49.0;61.0;9.0;31.0;48.0;14.0
187;Drenthe (PV);2011;6.0;9.0;2.0;3096.0;80.0;873.0;193.0;242.0;40.0;63.0;169.0;165.0;171.0;25.0;49.0;7.0;18.0;42.0;30.0
188;Drenthe (PV);2012;7.0;11.0;2.0;4385.0;2000.0;753.0;162.0;194.0;53.0;68.0;164.0;111.0;166.0;22.0;49.0;9.0;18.0;46.0;22.0
189;Drenthe (PV);2013;9.0;14.0;2.0;4865.0;2000.0;1244.0;335.0;402.0;59.0;115.0;214.0;118.0;390.0;74.0;98.0;21.0;87.0;72.0;39.0
190;Drenthe (PV);2014;10.0;14.0;0.0;4552.0;0.0;1113.0;357.0;283.0;73.0;77.0;217.0;105.0;222.0;44.0;67.0;13.0;21.0;56.0;21.0
191;Drenthe (PV);2015;10.0;16.0;0.0;4732.0;0.0;1250.0;437.0;312.0;34.0;105.0;219.0;143.0;230.0;48.0;75.0;6.0;26.0;54.0;21.0
192;Drenthe (PV);2016;8.0;13.0;0.0;4290.0;0.0;976.0;205.0;291.0;35.0;63.0;194.0;188.0;226.0;27.0;64.0;6.0;18.0;55.0;56.0
193;Drenthe (PV);2017;8.0;12.0;0.0;4387.0;0.0;928.0;210.0;231.0;26.0;82.0;150.0;230.0;198.0;27.0;56.0;5.0;27.0;42.0;40.0
194;Drenthe (PV);2018;7.0;12.0;0.0;4465.0;0.0;858.0;128.0;203.0;16.0;128.0;164.0;220.0;213.0;20.0;60.0;3.0;38.0;47.0;43.0
195;Drenthe (PV);2019;7.0;12.0;0.0;4465.0;0.0;888.0;129.0;199.0;22.0;121.0;174.0;242.0;211.0;21.0;61.0;4.0;36.0;51.0;38.0
196;Drenthe (PV);2020;7.0;11.0;2.0;4505.0;0.0;460.0;73.0;108.0;14.0;106.0;86.0;72.0;96.0;11.0;19.0;3.0;15.0;23.0;25.0
197;Drenthe (PV);2021;7.0;12.0;0.0;4132.0;0.0;309.0;60.0;75.0;20.0;43.0;77.0;33.0;37.0;6.0;10.0;;;11.0;3.0
198;Drenthe (PV);2022;7.0;12.0;;4550.0;;627.0;120.0;229.0;22.0;65.0;126.0;65.0;111.0;12.0;47.0;2.0;14.0;29.0;7.0
199;Drenthe (PV);2023;7.0;12.0;;4543.0;;752.0;131.0;258.0;19.0;97.0;167.0;80.0;224.0;25.0;86.0;;32.0;55.0;
200;Overijssel (PV);1999;26.0;40.0;15.0;16240.0;28324.0;2604.0;662.0;752.0;222.0;277.0;491.0;201.0;1036.0;121.0;405.0;89.0;132.0;158.0;131.0
201;Overijssel (PV);2000;25.0;38.0;15.0;15113.0;28324.0;2725.0;724.0;762.0;188.0;249.0;442.0;359.0;1009.0;116.0;397.0;85.0;118.0;155.0;139.0
202;Overijssel (PV);2001;26.0;40.0;15.0;16240.0;28324.0;2628.0;603.0;783.0;142.0;252.0;544.0;304.0;1010.0;109.0;396.0;75.0;121.0;165.0;142.0
203;Overijssel (PV);2002;25.0;41.0;15.0;16840.0;28324.0;2735.0;569.0;768.0;158.0;335.0;462.0;443.0;1049.0;94.0;392.0;78.0;153.0;146.0;185.0
204;Overijssel (PV);2003;25.0;39.0;;16629.0;;2682.0;502.0;829.0;180.0;302.0;460.0;408.0;761.0;93.0;254.0;45.0;136.0;151.0;82.0
205;Overijssel (PV);2004;24.0;38.0;;16023.0;;2398.0;447.0;782.0;121.0;216.0;489.0;343.0;676.0;76.0;240.0;39.0;93.0;164.0;64.0
206;Overijssel (PV);2005;24.0;36.0;9.0;15642.0;12210.0;3016.0;657.0;1110.0;145.0;224.0;472.0;408.0;694.0;107.0;286.0;25.0;91.0;129.0;56.0
207;Overijssel (PV);2006;24.0;38.0;11.0;22555.0;12760.0;3063.0;639.0;1153.0;155.0;289.0;494.0;333.0;770.0;93.0;294.0;36.0;142.0;145.0;61.0
208;Overijssel (PV);2007;24.0;39.0;11.0;24510.0;12760.0;3551.0;907.0;1335.0;159.0;210.0;501.0;437.0;769.0;104.0;321.0;33.0;87.0;156.0;68.0
209;Overijssel (PV);2008;24.0;39.0;11.0;23543.0;12819.0;2904.0;739.0;972.0;110.0;295.0;472.0;316.0;881.0;94.0;314.0;29.0;203.0;146.0;95.0
210;Overijssel (PV);2009;24.0;40.0;13.0;24581.0;12119.0;3318.0;661.0;1442.0;114.0;335.0;465.0;300.0;907.0;83.0;454.0;26.0;129.0;154.0;62.0
211;Overijssel (PV);2010;24.0;40.0;8.0;24581.0;12119.0;3242.0;699.0;1170.0;127.0;272.0;491.0;482.0;842.0;101.0;358.0;32.0;107.0;147.0;97.0
212;Overijssel (PV);2011;23.0;40.0;8.0;23731.0;10410.0;3068.0;747.0;1141.0;118.0;273.0;468.0;320.0;844.0;101.0;349.0;51.0;119.0;135.0;88.0
213;Overijssel (PV);2012;22.0;40.0;6.0;22201.0;10000.0;3111.0;709.0;1116.0;104.0;238.0;449.0;495.0;806.0;104.0;361.0;50.0;96.0;115.0;80.0
214;Overijssel (PV);2013;23.0;40.0;10.0;22425.0;10550.0;2798.0;631.0;1099.0;101.0;233.0;496.0;238.0;725.0;98.0;314.0;33.0;76.0;137.0;67.0
215;Overijssel (PV);2014;23.0;42.0;10.0;22705.0;14200.0;3371.0;436.0;1450.0;121.0;271.0;423.0;670.0;831.0;71.0;383.0;29.0;90.0;111.0;148.0
216;Overijssel (PV);2015;23.0;43.0;10.0;23209.0;13050.0;3232.0;378.0;1264.0;98.0;327.0;497.0;668.0;847.0;58.0;391.0;25.0;96.0;130.0;147.0
217;Overijssel (PV);2016;23.0;50.0;13.0;27321.0;13700.0;3026.0;345.0;1307.0;90.0;302.0;523.0;458.0;811.0;54.0;391.0;24.0;91.0;148.0;102.0
218;Overijssel (PV);2017;24.0;42.0;10.0;16941.0;13700.0;3289.0;372.0;1402.0;107.0;322.0;500.0;586.0;824.0;55.0;411.0;24.0;91.0;129.0;114.0
219;Overijssel (PV);2018;23.0;44.0;10.0;16706.0;22200.0;3084.0;427.0;1198.0;103.0;429.0;494.0;433.0;867.0;70.0;390.0;25.0;158.0;145.0;81.0
220;Overijssel (PV);2019;23.0;44.0;11.0;17291.0;23450.0;3205.0;361.0;1280.0;110.0;499.0;589.0;365.0;891.0;62.0;413.0;29.0;146.0;177.0;64.0
221;Overijssel (PV);2020;23.0;43.0;12.0;18942.0;24450.0;1627.0;295.0;568.0;53.0;281.0;345.0;85.0;334.0;35.0;126.0;13.0;60.0;79.0;21.0
222;Overijssel (PV);2021;22.0;45.0;5.0;19911.0;4950.0;1269.0;205.0;434.0;53.0;162.0;286.0;129.0;178.0;17.0;78.0;4.0;22.0;38.0;18.0
223;Overijssel (PV);2022;23.0;48.0;;16413.0;;3013.0;377.0;1174.0;106.0;428.0;531.0;397.0;690.0;;341.0;;85.0;136.0;66.0
224;Overijssel (PV);2023;23.0;47.0;4.0;17930.0;;2978.0;266.0;1314.0;86.0;437.0;460.0;415.0;882.0;;460.0;;122.0;153.0;75.0
225;Flevoland (PV);1999;;;;;;;;;;;;;;;;;;;
226;Flevoland (PV);2000;;;;;;;;;;;;;;;;;;;
227;Flevoland (PV);2001;;;;;;;;;;;;;;;;;;;
228;Flevoland (PV);2002;;;;;;;;;;;;;;;;;;;
229;Flevoland (PV);2003;;;;;;;;;;;;;;;;;;;
230;Flevoland (PV);2004;;;;;;;;;;;;;;;;;;;
231;Flevoland (PV);2005;6.0;9.0;5.0;5042.0;2165.0;1108.0;174.0;379.0;61.0;205.0;180.0;109.0;339.0;29.0;124.0;14.0;95.0;50.0;27.0
232;Flevoland (PV);2006;5.0;8.0;5.0;3673.0;2165.0;620.0;127.0;150.0;53.0;76.0;153.0;61.0;163.0;20.0;42.0;12.0;33.0;44.0;11.0
233;Flevoland (PV);2007;5.0;9.0;5.0;4523.0;2678.0;588.0;96.0;197.0;25.0;134.0;102.0;34.0;175.0;20.0;54.0;8.0;38.0;50.0;6.0
234;Flevoland (PV);2008;5.0;9.0;7.0;4364.0;3478.0;638.0;85.0;205.0;29.0;100.0;131.0;88.0;199.0;16.0;45.0;8.0;48.0;53.0;30.0
235;Flevoland (PV);2009;5.0;9.0;7.0;4152.0;3916.0;663.0;126.0;204.0;31.0;96.0;141.0;65.0;173.0;17.0;45.0;7.0;43.0;49.0;12.0
236;Flevoland (PV);2010;5.0;10.0;7.0;4203.0;4116.0;682.0;131.0;181.0;40.0;126.0;138.0;66.0;327.0;36.0;70.0;19.0;113.0;58.0;31.0
237;Flevoland (PV);2011;5.0;10.0;5.0;4240.0;740.0;658.0;111.0;173.0;36.0;126.0;119.0;92.0;240.0;22.0;46.0;9.0;73.0;36.0;55.0
238;Flevoland (PV);2012;5.0;10.0;4.0;4223.0;2938.0;565.0;78.0;157.0;21.0;47.0;146.0;115.0;149.0;18.0;37.0;6.0;17.0;45.0;27.0
239;Flevoland (PV);2013;5.0;10.0;5.0;4223.0;3163.0;488.0;89.0;178.0;15.0;50.0;108.0;48.0;134.0;17.0;39.0;5.0;16.0;32.0;24.0
240;Flevoland (PV);2014;6.0;12.0;5.0;4523.0;3163.0;551.0;93.0;197.0;19.0;53.0;103.0;87.0;155.0;12.0;42.0;8.0;16.0;30.0;47.0
241;Flevoland (PV);2015;6.0;13.0;5.0;4652.0;3363.0;581.0;67.0;218.0;21.0;49.0;145.0;80.0;128.0;11.0;35.0;5.0;16.0;42.0;19.0
242;Flevoland (PV);2016;6.0;13.0;5.0;4652.0;3363.0;519.0;65.0;230.0;18.0;47.0;119.0;40.0;124.0;14.0;43.0;4.0;15.0;37.0;12.0
243;Flevoland (PV);2017;6.0;13.0;5.0;4652.0;3363.0;549.0;70.0;245.0;22.0;44.0;136.0;32.0;124.0;13.0;46.0;4.0;13.0;37.0;10.0
244;Flevoland (PV);2018;6.0;13.0;5.0;4652.0;3363.0;586.0;60.0;258.0;18.0;40.0;142.0;68.0;127.0;11.0;49.0;5.0;11.0;36.0;15.0
245;Flevoland (PV);2019;6.0;13.0;5.0;4652.0;3363.0;535.0;59.0;214.0;16.0;46.0;142.0;58.0;125.0;8.0;40.0;4.0;14.0;46.0;13.0
246;Flevoland (PV);2020;6.0;13.0;5.0;4752.0;3363.0;295.0;41.0;125.0;5.0;35.0;84.0;4.0;56.0;8.0;22.0;0.0;8.0;17.0;
247;Flevoland (PV);2021;7.0;14.0;5.0;5572.0;3363.0;273.0;87.0;94.0;;46.0;37.0;;57.0;;8.0;0.0;;6.0;0.0
248;Flevoland (PV);2022;7.0;13.0;;5657.0;;594.0;73.0;290.0;29.0;58.0;115.0;29.0;136.0;;57.0;;18.0;36.0;5.0
249;Flevoland (PV);2023;8.0;14.0;4.0;5723.0;515.0;808.0;129.0;356.0;42.0;133.0;107.0;41.0;197.0;;71.0;;54.0;36.0;8.0
250;Gelderland (PV);1999;30.0;37.0;3.0;15679.0;1400.0;2895.0;1017.0;639.0;202.0;305.0;573.0;159.0;807.0;171.0;230.0;68.0;139.0;164.0;36.0
251;Gelderland (PV);2000;29.0;38.0;3.0;16054.0;1400.0;3407.0;1509.0;724.0;165.0;196.0;466.0;347.0;766.0;215.0;208.0;49.0;95.0;134.0;65.0
252;Gelderland (PV);2001;28.0;41.0;3.0;18597.0;1400.0;3117.0;1325.0;638.0;158.0;225.0;541.0;229.0;801.0;230.0;218.0;55.0;107.0;146.0;46.0
253;Gelderland (PV);2002;29.0;42.0;3.0;18803.0;1400.0;3824.0;1715.0;684.0;224.0;213.0;592.0;395.0;917.0;219.0;271.0;59.0;118.0;173.0;77.0
254;Gelderland (PV);2003;28.0;43.0;;19682.0;;3187.0;889.0;949.0;221.0;259.0;556.0;314.0;919.0;162.0;308.0;59.0;138.0;175.0;78.0
255;Gelderland (PV);2004;29.0;44.0;;19969.0;;3078.0;921.0;895.0;162.0;287.0;613.0;199.0;871.0;150.0;293.0;55.0;145.0;191.0;36.0
256;Gelderland (PV);2005;34.0;51.0;9.0;22162.0;36700.0;5248.0;1580.0;1558.0;357.0;451.0;906.0;395.0;1242.0;178.0;517.0;62.0;208.0;222.0;55.0
257;Gelderland (PV);2006;34.0;49.0;5.0;22866.0;35650.0;5597.0;1783.0;1609.0;394.0;520.0;924.0;368.0;1651.0;229.0;809.0;82.0;229.0;234.0;68.0
258;Gelderland (PV);2007;35.0;52.0;19.0;22547.0;40541.0;4688.0;1616.0;1429.0;229.0;446.0;714.0;254.0;1616.0;228.0;821.0;59.0;215.0;227.0;67.0
259;Gelderland (PV);2008;34.0;52.0;6.0;23256.0;40150.0;5790.0;1999.0;1460.0;367.0;528.0;936.0;500.0;1845.0;195.0;1020.0;70.0;229.0;242.0;89.0
260;Gelderland (PV);2009;35.0;53.0;6.0;23311.0;40150.0;4635.0;1397.0;1596.0;233.0;400.0;737.0;271.0;1578.0;223.0;828.0;62.0;187.0;218.0;62.0
261;Gelderland (PV);2010;36.0;55.0;6.0;24359.0;40150.0;5263.0;1777.0;1573.0;244.0;450.0;692.0;527.0;1611.0;226.0;822.0;67.0;186.0;189.0;121.0
262;Gelderland (PV);2011;37.0;57.0;6.0;23162.0;35280.0;5124.0;1766.0;1479.0;261.0;452.0;784.0;381.0;1775.0;239.0;954.0;68.0;175.0;236.0;103.0
263;Gelderland (PV);2012;37.0;56.0;4.0;24270.0;46000.0;4938.0;1895.0;1383.0;206.0;413.0;727.0;314.0;1258.0;206.0;586.0;64.0;131.0;204.0;67.0
264;Gelderland (PV);2013;39.0;57.0;4.0;24722.0;36600.0;4502.0;1577.0;1393.0;181.0;309.0;822.0;221.0;1322.0;186.0;680.0;60.0;119.0;210.0;67.0
265;Gelderland (PV);2014;40.0;57.0;3.0;26199.0;28000.0;4352.0;1457.0;1378.0;217.0;317.0;715.0;268.0;1142.0;195.0;523.0;64.0;103.0;190.0;67.0
266;Gelderland (PV);2015;40.0;57.0;3.0;25432.0;30000.0;4540.0;1527.0;1480.0;184.0;332.0;765.0;251.0;1222.0;191.0;579.0;51.0;133.0;208.0;59.0
267;Gelderland (PV);2016;40.0;60.0;6.0;24302.0;;4770.0;1400.0;1732.0;185.0;371.0;781.0;300.0;1348.0;181.0;686.0;50.0;125.0;216.0;89.0
268;Gelderland (PV);2017;40.0;57.0;5.0;23572.0;;4646.0;1341.0;1528.0;201.0;397.0;847.0;332.0;1423.0;175.0;771.0;54.0;127.0;218.0;77.0
269;Gelderland (PV);2018;39.0;61.0;5.0;26093.0;;4553.0;1299.0;1540.0;156.0;449.0;795.0;314.0;1481.0;184.0;750.0;64.0;172.0;244.0;67.0
270;Gelderland (PV);2019;39.0;66.0;5.0;26246.0;;4774.0;1273.0;1698.0;196.0;473.0;842.0;293.0;1469.0;176.0;776.0;62.0;139.0;261.0;55.0
271;Gelderland (PV);2020;39.0;62.0;4.0;25879.0;;1912.0;316.0;680.0;79.0;242.0;469.0;125.0;444.0;47.0;207.0;20.0;50.0;98.0;22.0
272;Gelderland (PV);2021;39.0;63.0;3.0;26568.0;;1929.0;350.0;653.0;129.0;144.0;490.0;163.0;302.0;38.0;140.0;12.0;27.0;71.0;14.0
273;Gelderland (PV);2022;43.0;69.0;7.0;28114.0;;4090.0;579.0;1792.0;169.0;409.0;809.0;332.0;1346.0;96.0;819.0;43.0;115.0;212.0;61.0
274;Gelderland (PV);2023;44.0;70.0;10.0;27724.0;;5709.0;885.0;2160.0;240.0;668.0;1089.0;667.0;1832.0;126.0;1142.0;55.0;161.0;254.0;93.0
275;Utrecht (PV);1999;23.0;26.0;17.0;11869.0;14300.0;3183.0;818.0;1387.0;195.0;363.0;252.0;168.0;1184.0;143.0;625.0;46.0;224.0;105.0;41.0
276;Utrecht (PV);2000;23.0;26.0;17.0;11869.0;14300.0;3140.0;795.0;1095.0;94.0;514.0;214.0;428.0;1280.0;136.0;487.0;38.0;401.0;79.0;140.0
277;Utrecht (PV);2001;25.0;29.0;17.0;12386.0;14300.0;3483.0;835.0;1534.0;124.0;538.0;250.0;201.0;1364.0;136.0;591.0;34.0;465.0;83.0;55.0
278;Utrecht (PV);2002;26.0;30.0;17.0;12539.0;14300.0;4146.0;1277.0;1642.0;181.0;556.0;294.0;195.0;1552.0;212.0;627.0;49.0;498.0;121.0;45.0
279;Utrecht (PV);2003;23.0;28.0;;12528.0;;4218.0;1077.0;1580.0;228.0;498.0;380.0;455.0;1396.0;157.0;598.0;45.0;400.0;126.0;70.0
280;Utrecht (PV);2004;24.0;29.0;;14014.0;;4268.0;1214.0;1558.0;188.0;443.0;395.0;470.0;1490.0;135.0;594.0;45.0;492.0;139.0;84.0
281;Utrecht (PV);2005;27.0;37.0;2.0;18169.0;200.0;4461.0;1160.0;1619.0;213.0;624.0;500.0;346.0;1708.0;193.0;563.0;43.0;620.0;167.0;124.0
282;Utrecht (PV);2006;27.0;35.0;0.0;17658.0;0.0;4480.0;1172.0;1460.0;242.0;631.0;604.0;371.0;1544.0;201.0;419.0;59.0;522.0;224.0;119.0
283;Utrecht (PV);2007;27.0;37.0;1.0;17937.0;200.0;4451.0;1216.0;1359.0;257.0;685.0;592.0;341.0;1482.0;182.0;341.0;48.0;620.0;192.0;98.0
284;Utrecht (PV);2008;27.0;36.0;1.0;16557.0;200.0;4547.0;1196.0;1735.0;201.0;648.0;515.0;252.0;1601.0;188.0;541.0;43.0;546.0;180.0;101.0
285;Utrecht (PV);2009;27.0;36.0;21.0;16524.0;400.0;4746.0;1218.0;1756.0;215.0;746.0;498.0;312.0;1552.0;194.0;493.0;40.0;593.0;160.0;73.0
286;Utrecht (PV);2010;28.0;37.0;1.0;17100.0;200.0;4297.0;1180.0;1427.0;184.0;655.0;441.0;410.0;1503.0;194.0;483.0;48.0;500.0;156.0;121.0
287;Utrecht (PV);2011;28.0;37.0;1.0;15358.0;200.0;4695.0;1539.0;1378.0;212.0;694.0;465.0;406.0;1647.0;261.0;419.0;42.0;680.0;126.0;120.0
288;Utrecht (PV);2012;28.0;39.0;1.0;16829.0;120.0;4421.0;1413.0;1353.0;186.0;530.0;496.0;443.0;1381.0;201.0;479.0;38.0;412.0;147.0;104.0
