ID;Stratum;Reptielen;Perioden;Index_1;TrendGehelePeriode_2;TrendLaatste10Jaar_3
59;Landelijk;421;2005;322.0;Sterke  toename               ;Sterke toename                
60;Landelijk;511;1994;152.0;.                             ;.                             
61;Landelijk;511;1995;142.0;.                             ;.                             
62;Landelijk;511;1996;132.0;.                             ;.                             
63;Landelijk;511;1997;100.0;.                             ;.                             
64;Landelijk;511;1998;135.0;.                             ;.                             
65;Landelijk;511;1999;162.0;.                             ;.                             
66;Landelijk;511;2000;158.0;.                             ;.                             
67;Landelijk;511;2001;158.0;.                             ;.                             
68;Landelijk;511;2002;168.0;.                             ;.                             
69;Landelijk;511;2003;111.0;.                             ;.                             
70;Landelijk;511;2004;145.0;.                             ;.                             
71;Landelijk;511;2005;165.0;Stabiel                       ;Onzeker                       
72;Landelijk;411;1994;93.0;.                             ;.                             
73;Landelijk;411;1995;82.0;.                             ;.                             
74;Landelijk;411;1996;113.0;.                             ;.                             
75;Landelijk;411;1997;100.0;.                             ;.                             
76;Landelijk;411;1998;141.0;.                             ;.                             
77;Landelijk;411;1999;147.0;.                             ;.                             
78;Landelijk;411;2000;151.0;.                             ;.                             
79;Landelijk;411;2001;157.0;.                             ;.                             
80;Landelijk;411;2002;147.0;.                             ;.                             
81;Landelijk;411;2003;175.0;.                             ;.                             
82;Landelijk;411;2004;177.0;.                             ;.                             
83;Landelijk;411;2005;204.0;Sterke  toename               ;Matige toename                
84;Duinen;521;1994;;                              ;                              
85;Duinen;521;1995;;                              ;                              
86;Duinen;521;1996;;                              ;                              
87;Duinen;521;1997;;                              ;                              
88;Duinen;521;1998;;                              ;                              
89;Duinen;521;1999;;                              ;                              
90;Duinen;521;2000;;                              ;                              
91;Duinen;521;2001;;                              ;                              
92;Duinen;521;2002;;                              ;                              
93;Duinen;521;2003;;                              ;                              
94;Duinen;521;2004;;                              ;                              
95;Duinen;521;2005;;                              ;                              
96;Duinen;501;1994;;                              ;                              
97;Duinen;501;1995;;                              ;                              
98;Duinen;501;1996;;                              ;                              
99;Duinen;501;1997;;                              ;                              
100;Duinen;501;1998;;                              ;                              
101;Duinen;501;1999;;                              ;                              
102;Duinen;501;2000;;                              ;                              
103;Duinen;501;2001;;                              ;                              
104;Duinen;501;2002;;                              ;                              
105;Duinen;501;2003;;                              ;                              
106;Duinen;501;2004;;                              ;                              
107;Duinen;501;2005;;                              ;                              
108;Duinen;401;1994;;                              ;                              
109;Duinen;401;1995;;                              ;                              
110;Duinen;401;1996;;                              ;                              
111;Duinen;401;1997;;                              ;                              
112;Duinen;401;1998;;                              ;                              
113;Duinen;401;1999;;                              ;                              
114;Duinen;401;2000;;                              ;                              
115;Duinen;401;2001;;                              ;                              
116;Duinen;401;2002;;                              ;                              
117;Duinen;401;2003;;                              ;                              
118;Duinen;401;2004;;                              ;                              
119;Duinen;401;2005;;                              ;                              
120;Duinen;412;1994;;                              ;                              
121;Duinen;412;1995;;                              ;                              
122;Duinen;412;1996;;                              ;                              
123;Duinen;412;1997;;                              ;                              
124;Duinen;412;1998;;                              ;                              
125;Duinen;412;1999;;                              ;                              
126;Duinen;412;2000;;                              ;                              
127;Duinen;412;2001;;                              ;                              
128;Duinen;412;2002;;                              ;                              
129;Duinen;412;2003;;                              ;                              
130;Duinen;412;2004;;                              ;                              
131;Duinen;412;2005;;                              ;                              
132;Duinen;421;1994;;                              ;                              
133;Duinen;421;1995;;                              ;                              
134;Duinen;421;1996;;                              ;                              
135;Duinen;421;1997;;                              ;                              
136;Duinen;421;1998;;                              ;                              
137;Duinen;421;1999;;                              ;                              
138;Duinen;421;2000;;                              ;                              
139;Duinen;421;2001;;                              ;                              
140;Duinen;421;2002;;                              ;                              
141;Duinen;421;2003;;                              ;                              
142;Duinen;421;2004;;                              ;                              
143;Duinen;421;2005;;                              ;                              
144;Duinen;511;1994;;                              ;                              
145;Duinen;511;1995;;                              ;                              
146;Duinen;511;1996;;                              ;                              
147;Duinen;511;1997;;                              ;                              
148;Duinen;511;1998;;                              ;                              
149;Duinen;511;1999;;                              ;                              
150;Duinen;511;2000;;                              ;                              
151;Duinen;511;2001;;                              ;                              
152;Duinen;511;2002;;                              ;                              
153;Duinen;511;2003;;                              ;                              
154;Duinen;511;2004;;                              ;                              
155;Duinen;511;2005;;                              ;                              
156;Duinen;411;1994;63.0;.                             ;.                             
157;Duinen;411;1995;63.0;.                             ;.                             
158;Duinen;411;1996;104.0;.                             ;.                             
159;Duinen;411;1997;100.0;.                             ;.                             
160;Duinen;411;1998;138.0;.                             ;.                             
161;Duinen;411;1999;145.0;.                             ;.                             
162;Duinen;411;2000;158.0;.                             ;.                             
163;Duinen;411;2001;153.0;.                             ;.                             
164;Duinen;411;2002;170.0;.                             ;.                             
165;Duinen;411;2003;196.0;.                             ;.                             
166;Duinen;411;2004;194.0;.                             ;.                             
167;Duinen;411;2005;210.0;Sterke  toename               ;Sterke toename                
168;Heide;521;1994;164.0;.                             ;.                             
169;Heide;521;1995;134.0;.                             ;.                             
170;Heide;521;1996;154.0;.                             ;.                             
171;Heide;521;1997;100.0;.                             ;.                             
172;Heide;521;1998;187.0;.                             ;.                             
173;Heide;521;1999;177.0;.                             ;.                             
174;Heide;521;2000;184.0;.                             ;.                             
175;Heide;521;2001;133.0;.                             ;.                             
176;Heide;521;2002;148.0;.                             ;.                             
177;Heide;521;2003;111.0;.                             ;.                             
178;Heide;521;2004;177.0;.                             ;.                             
179;Heide;521;2005;182.0;Stabiel                       ;Stabiel                       
180;Heide;501;1994;;                              ;                              
181;Heide;501;1995;;                              ;                              
182;Heide;501;1996;;                              ;                              
183;Heide;501;1997;;                              ;                              
184;Heide;501;1998;;                              ;                              
185;Heide;501;1999;;                              ;                              
186;Heide;501;2000;;                              ;                              
187;Heide;501;2001;;                              ;                              
188;Heide;501;2002;;                              ;                              
189;Heide;501;2003;;                              ;                              
190;Heide;501;2004;;                              ;                              
191;Heide;501;2005;;                              ;                              
192;Heide;401;1994;;                              ;                              
193;Heide;401;1995;;                              ;                              
194;Heide;401;1996;;                              ;                              
195;Heide;401;1997;;                              ;                              
196;Heide;401;1998;;                              ;                              
197;Heide;401;1999;;                              ;                              
198;Heide;401;2000;;                              ;                              
199;Heide;401;2001;;                              ;                              
200;Heide;401;2002;;                              ;                              
201;Heide;401;2003;;                              ;                              
202;Heide;401;2004;;                              ;                              
203;Heide;401;2005;;                              ;                              
204;Heide;412;1994;;                              ;                              
205;Heide;412;1995;;                              ;                              
206;Heide;412;1996;;                              ;                              
207;Heide;412;1997;;                              ;                              
208;Heide;412;1998;;                              ;                              
209;Heide;412;1999;;                              ;                              
210;Heide;412;2000;;                              ;                              
211;Heide;412;2001;;                              ;                              
212;Heide;412;2002;;                              ;                              
213;Heide;412;2003;;                              ;                              
214;Heide;412;2004;;                              ;                              
215;Heide;412;2005;;                              ;                              
216;Heide;421;1994;;                              ;                              
217;Heide;421;1995;;                              ;                              
218;Heide;421;1996;;                              ;                              
219;Heide;421;1997;;                              ;                              
220;Heide;421;1998;;                              ;                              
221;Heide;421;1999;;                              ;                              
222;Heide;421;2000;;                              ;                              
223;Heide;421;2001;;                              ;                              
224;Heide;421;2002;;                              ;                              
225;Heide;421;2003;;                              ;                              
226;Heide;421;2004;;                              ;                              
227;Heide;421;2005;;                              ;                              
228;Heide;511;1994;;                              ;                              
229;Heide;511;1995;;                              ;                              
230;Heide;511;1996;;                              ;                              
231;Heide;511;1997;;                              ;                              
232;Heide;511;1998;;                              ;                              
233;Heide;511;1999;;                              ;                              
234;Heide;511;2000;;                              ;                              
235;Heide;511;2001;;                              ;                              
236;Heide;511;2002;;                              ;                              
237;Heide;511;2003;;                              ;                              
238;Heide;511;2004;;                              ;                              
239;Heide;511;2005;;                              ;                              
240;Heide;411;1994;122.0;.                             ;.                             
241;Heide;411;1995;101.0;.                             ;.                             
242;Heide;411;1996;121.0;.                             ;.                             
243;Heide;411;1997;100.0;.                             ;.                             
244;Heide;411;1998;143.0;.                             ;.                             
245;Heide;411;1999;149.0;.                             ;.                             
246;Heide;411;2000;143.0;.                             ;.                             
247;Heide;411;2001;162.0;.                             ;.                             
248;Heide;411;2002;126.0;.                             ;.                             
249;Heide;411;2003;154.0;.                             ;.                             
250;Heide;411;2004;160.0;.                             ;.                             
251;Heide;411;2005;198.0;Matige toename                ;Matige toename                
