ID;PrognoseInterval;Perioden;Bevolkingsomvang_1;k_0Tot20Jaar_2;k_20Tot65Jaar_3;k_65JaarEnOuder_4;k_0Tot20Jaar_5;k_20Tot65Jaar_6;k_65JaarEnOuder_7;DemografischeDruk_8;Levendgeborenen_9;TotaalVruchtbaarheidscijfer_10;Overledenen_11;LevensverwachtingMannen_12;LevensverwachtingVrouwen_13;Immigratie_14;EmigratieInclusiefCorrecties_15;MigratiesaldoInclusiefCorrecties_16
0;1;2008;;;;;;;;;185118;1.77;133296;78.4;82.39;140111;120524;19587
1;1;2009;16481307.0;3934917.0;10073028.0;2473363.0;23.9;61.1;15.0;63.6;180994;1.75;135275;78.57;82.47;129131;124201;4930
2;1;2010;16536426.0;3920638.0;10077583.0;2538203.0;23.7;60.9;15.3;64.1;178203;1.74;137240;78.74;82.55;128292;124710;3582
3;1;2011;16585431.0;3896302.0;10096410.0;2592718.0;23.5;60.9;15.6;64.3;177518;1.74;139204;78.91;82.63;129092;123534;5558
4;1;2012;16633678.0;3872965.0;10050896.0;2709823.0;23.3;60.4;16.3;65.5;177345;1.75;141167;79.07;82.71;129362;121475;7887
5;1;2013;16682055.0;3852606.0;10013042.0;2816407.0;23.1;60.0;16.9;66.6;177688;1.75;143134;79.23;82.79;129017;119063;9954
6;1;2014;16730836.0;3835138.0;9987482.0;2908213.0;22.9;59.7;17.4;67.5;177610;1.75;145089;79.39;82.87;128398;116707;11691
7;1;2015;16779270.0;3817459.0;9971317.0;2990500.0;22.8;59.4;17.8;68.3;178246;1.75;147047;79.54;82.95;128004;114972;13032
8;1;2016;16827608.0;3805821.0;9954972.0;3066817.0;22.6;59.2;18.2;69.0;179131;1.75;149028;79.69;83.03;127967;114189;13778
9;1;2017;16875564.0;3795528.0;9940917.0;3139119.0;22.5;58.9;18.6;69.8;180159;1.75;151042;79.84;83.11;127846;113947;13899
10;1;2018;16922596.0;3784681.0;9922696.0;3215221.0;22.4;58.6;19.0;70.5;181289;1.75;153086;79.98;83.19;127688;113800;13888
11;1;2019;16968692.0;3768942.0;9912137.0;3287613.0;22.2;58.4;19.4;71.2;182429;1.75;155169;80.12;83.26;127557;113704;13853
12;1;2020;17013802.0;3752813.0;9901279.0;3359712.0;22.1;58.2;19.7;71.8;183632;1.75;157303;80.26;83.34;127523;113668;13855
13;1;2021;17057990.0;3733304.0;9893204.0;3431482.0;21.9;58.0;20.1;72.4;184759;1.75;159526;80.39;83.42;127379;113672;13707
14;1;2022;17100936.0;3718087.0;9878045.0;3504806.0;21.7;57.8;20.5;73.1;185760;1.75;161828;80.52;83.49;127412;113662;13750
15;1;2023;17142636.0;3705590.0;9858810.0;3578233.0;21.6;57.5;20.9;73.9;186608;1.75;164249;80.65;83.57;127409;113647;13762
16;1;2024;17182786.0;3695085.0;9835279.0;3652428.0;21.5;57.2;21.3;74.7;187315;1.75;166762;80.77;83.64;127436;113613;13823
17;1;2025;17221168.0;3691667.0;9800632.0;3728876.0;21.4;56.9;21.7;75.7;187917;1.75;169359;80.88;83.72;127422;113564;13858
18;1;2026;17257596.0;3694576.0;9760054.0;3802965.0;21.4;56.6;22.0;76.8;188404;1.75;172032;80.99;83.79;127429;113508;13921
19;1;2027;17291878.0;3700146.0;9712303.0;3879430.0;21.4;56.2;22.4;78.0;188790;1.75;174775;81.1;83.87;127422;113427;13995
20;1;2028;17323880.0;3709109.0;9660916.0;3953860.0;21.4;55.8;22.8;79.3;189082;1.75;177565;81.2;83.94;127427;113338;14089
21;1;2029;17353492.0;3714075.0;9611058.0;4028358.0;21.4;55.4;23.2;80.6;189244;1.75;180439;81.31;84.02;127419;113220;14199
22;1;2030;17380484.0;3722788.0;9555617.0;4102079.0;21.4;55.0;23.6;81.9;189238;1.75;183374;81.4;84.09;127410;113078;14332
23;1;2031;17404668.0;3733845.0;9503130.0;4167698.0;21.5;54.6;23.9;83.1;189039;1.75;186346;81.5;84.16;127417;112943;14474
24;1;2032;17425846.0;3745215.0;9455108.0;4225532.0;21.5;54.3;24.2;84.3;188639;1.75;189317;81.6;84.24;127453;112798;14655
25;1;2033;17443840.0;3756322.0;9409416.0;4278108.0;21.5;53.9;24.5;85.4;188045;1.75;192266;81.69;84.31;127450;112659;14791
26;1;2034;17458442.0;3766468.0;9363543.0;4328437.0;21.6;53.6;24.8;86.5;187276;1.75;195141;81.79;84.38;127428;112518;14910
27;1;2035;17469512.0;3775883.0;9308894.0;4384735.0;21.6;53.3;25.1;87.7;186379;1.75;197923;81.88;84.46;127449;112406;15043
28;1;2036;17477044.0;3783872.0;9261457.0;4431713.0;21.7;53.0;25.4;88.7;185409;1.75;200584;81.97;84.53;127444;112284;15160
29;1;2037;17481036.0;3790093.0;9225083.0;4465863.0;21.7;52.8;25.5;89.5;184442;1.75;203087;82.07;84.6;127455;112181;15274
30;1;2038;17481664.0;3794413.0;9200648.0;4486598.0;21.7;52.6;25.7;90.0;183530;1.75;205392;82.16;84.68;127454;112080;15374
31;1;2039;17479174.0;3796832.0;9193491.0;4488853.0;21.7;52.6;25.7;90.1;182715;1.75;207469;82.25;84.75;127468;112008;15460
32;1;2040;17473888.0;3797444.0;9194447.0;4481995.0;21.7;52.6;25.6;90.0;182016;1.75;209295;82.33;84.82;127465;111962;15503
33;1;2041;17466120.0;3796255.0;9204447.0;4465425.0;21.7;52.7;25.6;89.8;181460;1.75;210877;82.42;84.9;127469;111935;15534
34;1;2042;17456254.0;3793511.0;9217108.0;4445638.0;21.7;52.8;25.5;89.4;181061;1.75;212209;82.51;84.97;127491;111932;15559
35;1;2043;17444680.0;3789482.0;9232928.0;4422271.0;21.7;52.9;25.4;88.9;180823;1.75;213295;82.59;85.04;127493;111963;15530
36;1;2044;17431748.0;3784428.0;9247556.0;4399774.0;21.7;53.1;25.2;88.5;180738;1.75;214165;82.68;85.11;127523;112016;15507
37;1;2045;17417848.0;3778692.0;9263679.0;4375478.0;21.7;53.2;25.1;88.0;180801;1.75;214860;82.76;85.19;127525;112099;15426
38;1;2046;17403234.0;3772490.0;9275706.0;4355037.0;21.7;53.3;25.0;87.6;180998;1.75;215335;82.84;85.26;127477;112206;15271
39;1;2047;17388184.0;3766048.0;9290312.0;4331827.0;21.7;53.4;24.9;87.2;181317;1.75;215657;82.92;85.33;127456;112323;15133
40;1;2048;17373004.0;3759555.0;9309678.0;4303766.0;21.6;53.6;24.8;86.6;181733;1.75;215855;83.0;85.4;127443;112462;14981
41;1;2049;17357884.0;3753210.0;9330288.0;4274392.0;21.6;53.8;24.6;86.0;182222;1.75;215931;83.08;85.47;127427;112634;14793
42;1;2050;17342986.0;3747181.0;9347060.0;4248746.0;21.6;53.9;24.5;85.5;182222;1.75;215931;83.16;85.54;127427;112634;14793
43;2;2008;;;;;;;;;176416;1.69;123423;77.64;81.63;120892;104452;-8120
44;2;2009;16446058.0;3923639.0;10049013.0;2464988.0;23.8;61.1;15.0;63.48;169580;1.64;122486;77.49;81.4;103383;105134;-29541
45;2;2010;16461954.0;3895554.0;10026271.0;2519958.0;23.6;60.8;15.2;63.8;163987;1.6;122075;77.42;81.23;97303;103667;-35176
46;2;2011;16462580.0;3855226.0;10014066.0;2560718.0;23.3;60.7;15.5;63.78;160991;1.58;122070;77.38;81.11;94433;101253;-35547
47;2;2012;16460870.0;3815113.0;9936120.0;2664104.0;23.1;60.2;16.0;64.8;157996;1.56;122419;77.36;81.01;91981;98218;-36036
48;2;2013;16455340.0;3773579.0;9866555.0;2753923.0;22.8;59.7;16.6;65.69;156343;1.55;122942;77.36;80.93;89542;95156;-34990
49;2;2014;16448128.0;3734300.0;9811870.0;2827749.0;22.5;59.3;17.0;66.32;154016;1.53;123862;77.37;80.85;87309;92099;-34943
50;2;2015;16444428.0;3691117.0;9763008.0;2894262.0;22.3;58.9;17.3;66.83;153018;1.52;124717;77.39;80.79;85621;89915;-34200
51;2;2016;16433700.0;3655329.0;9709717.0;2955047.0;22.0;58.6;17.6;67.32;152205;1.5;125667;77.41;80.74;84581;88502;-33894
52;2;2017;16421691.0;3617403.0;9657188.0;3012633.0;21.8;58.2;17.9;67.83;152026;1.49;126735;77.43;80.7;83613;87725;-33698
53;2;2018;16410840.0;3580044.0;9601798.0;3069130.0;21.6;57.9;18.2;68.3;151955;1.48;128077;77.45;80.66;82758;87091;-33742
54;2;2019;16394019.0;3535621.0;9558506.0;3125088.0;21.3;57.5;18.5;68.67;151693;1.46;129187;77.48;80.62;82065;86424;-32872
55;2;2020;16379804.0;3491487.0;9521203.0;3176961.0;21.0;57.2;18.7;69.06;150625;1.45;129934;77.51;80.59;81618;85557;-31920
56;2;2021;16354892.0;3441093.0;9485396.0;3227946.0;20.7;56.9;18.9;69.35;149720;1.44;130963;77.54;80.56;81158;85025;-31559
57;2;2022;16334296.0;3392280.0;9441934.0;3280700.0;20.5;56.6;19.2;69.74;148838;1.43;132020;77.57;80.54;80926;84202;-30072
58;2;2023;16307772.0;3347134.0;9393710.0;3332897.0;20.2;56.3;19.4;70.15;148524;1.42;134133;77.6;80.52;80712;83571;-28704
59;2;2024;16282134.0;3303469.0;9343818.0;3388667.0;19.9;55.9;19.7;70.6;147947;1.41;136541;77.62;80.5;80556;83159;-27701
60;2;2025;16291170.0;3263160.0;9284400.0;3442548.0;19.7;55.4;20.0;71.27;146804;1.4;139392;77.65;80.48;80390;82749;-27470
61;2;2026;16275586.0;3231664.0;9221046.0;3500179.0;19.5;55.0;20.2;72.01;145621;1.39;142032;77.67;80.47;80269;82505;-26951
62;2;2027;16227345.0;3203394.0;9149806.0;3549683.0;19.3;54.5;20.5;72.87;144745;1.38;143795;77.69;80.46;80167;82457;-27065
63;2;2028;16199368.0;3182408.0;9069592.0;3592387.0;19.2;54.0;20.8;73.67;144144;1.37;145949;77.71;80.45;80092;82013;-27749
64;2;2029;16173406.0;3154059.0;8996555.0;3639528.0;19.1;53.5;21.0;74.52;144000;1.37;147868;77.73;80.44;80013;81756;-28371
65;2;2030;16157448.0;3124448.0;8910376.0;3693641.0;18.9;53.0;21.3;75.34;142682;1.36;150468;77.75;80.43;79950;81593;-28584
66;2;2031;16116551.0;3105198.0;8825096.0;3729282.0;18.8;52.5;21.5;76.23;141424;1.35;152277;77.77;80.43;79913;81122;-28803
67;2;2032;16089472.0;3086173.0;8757164.0;3757577.0;18.7;52.1;21.7;77.06;139213;1.34;154690;77.79;80.42;79920;80520;-28837
68;2;2033;16042020.0;3070951.0;8686282.0;3785149.0;18.7;51.7;21.8;77.77;138127;1.33;156227;77.81;80.42;79893;80056;-28164
69;2;2034;15964722.0;3059067.0;8618278.0;3818849.0;18.6;51.3;22.0;78.44;137098;1.32;157866;77.83;80.42;79853;79374;-27566
70;2;2035;15899768.0;3042175.0;8529664.0;3847809.0;18.6;50.9;22.1;79.42;135914;1.32;159605;77.85;80.42;79854;79051;-26596
71;2;2036;15827356.0;3023320.0;8448989.0;3866488.0;18.5;50.6;22.2;80.08;133697;1.31;161943;77.87;80.42;79834;78655;-25449
72;2;2037;15725497.0;3006810.0;8382322.0;3861443.0;18.5;50.2;22.2;80.57;130804;1.3;164413;77.89;80.43;79830;78352;-24178
73;2;2038;15675436.0;2989796.0;8324165.0;3859953.0;18.5;50.0;22.2;80.83;127868;1.29;166742;77.91;80.43;79821;78051;-24163
74;2;2039;15646290.0;2960859.0;8287416.0;3841929.0;18.4;50.0;22.2;80.62;125689;1.29;168591;77.93;80.44;79826;77933;-24179
75;2;2040;15592028.0;2940778.0;8255257.0;3800678.0;18.3;49.9;22.0;80.32;123788;1.28;170770;77.95;80.44;79817;77705;-23562
76;2;2041;15497452.0;2921669.0;8221104.0;3757503.0;18.2;49.9;21.9;79.85;122392;1.27;170800;77.98;80.45;79809;77754;-23019
77;2;2042;15421034.0;2886099.0;8199998.0;3724678.0;18.1;50.0;21.7;79.07;120783;1.26;171378;78.0;80.46;79824;77677;-22419
78;2;2043;15329657.0;2862674.0;8174215.0;3679957.0;18.0;50.1;21.5;78.46;119134;1.26;171611;78.02;80.47;79820;77352;-21552
79;2;2044;15222947.0;2835899.0;8153100.0;3633151.0;17.9;50.2;21.3;77.91;117004;1.25;172958;78.04;80.48;79850;76766;-20539
80;2;2045;15124494.0;2804349.0;8135823.0;3598374.0;17.6;50.3;21.0;77.18;115176;1.24;173395;78.06;80.49;79851;76165;-19994
81;2;2046;15022395.0;2769341.0;8122237.0;3560219.0;17.5;50.3;20.9;76.62;113754;1.24;174164;78.08;80.5;79804;75561;-19138
82;2;2047;14915630.0;2740092.0;8104016.0;3518052.0;17.4;50.4;20.7;75.84;112923;1.23;175165;78.1;80.51;79782;74936;-19141
83;2;2048;14822141.0;2708894.0;8093561.0;3469159.0;17.3;50.5;20.6;75.23;111556;1.22;175959;78.12;80.52;79770;74810;-18265
