ID;Kenmerken;Perioden;TotaalBevolking15Tot65Jaar_1;Totaal15Tot65JaarMetAandoening_2;WelArbeidsgehandicapt_3;NietArbeidsgehandicapt_4
425;Leeftijd: 55 tot 65 jarigen;2008;2089.0;785.0;;
426;Leeftijd: 55 tot 65 jarigen;2009;2124.0;812.0;564.0;248.0
427;Leeftijd: 55 tot 65 jarigen;2010;2154.0;764.0;514.0;250.0
428;Leeftijd: 55 tot 65 jarigen;2011;2164.0;721.0;492.0;229.0
429;Positie in huishouden: alleenstaande;2000;1504.0;443.0;297.0;146.0
430;Positie in huishouden: alleenstaande;2001 voor revisie;1555.0;481.0;331.0;150.0
431;Positie in huishouden: alleenstaande;2001 na revisie;1592.0;511.0;358.0;152.0
432;Positie in huishouden: alleenstaande;2002;1597.0;549.0;400.0;149.0
433;Positie in huishouden: alleenstaande;2003;1604.0;536.0;397.0;139.0
434;Positie in huishouden: alleenstaande;2004;1595.0;522.0;386.0;136.0
435;Positie in huishouden: alleenstaande;2005;1609.0;561.0;403.0;158.0
436;Positie in huishouden: alleenstaande;2006 ;1575.0;535.0;365.0;170.0
437;Positie in huishouden: alleenstaande;2007;1637.0;;;
438;Positie in huishouden: alleenstaande;2008;1626.0;526.0;;
439;Positie in huishouden: alleenstaande;2009;1647.0;546.0;388.0;158.0
440;Positie in huishouden: alleenstaande;2010;1688.0;528.0;365.0;163.0
441;Positie in huishouden: alleenstaande;2011;1687.0;513.0;372.0;142.0
442;Positie in huishouden: éénouder;2000;327.0;106.0;67.0;39.0
443;Positie in huishouden: éénouder;2001 voor revisie;335.0;118.0;74.0;44.0
444;Positie in huishouden: éénouder;2001 na revisie;315.0;112.0;70.0;42.0
445;Positie in huishouden: éénouder;2002;333.0;118.0;89.0;29.0
446;Positie in huishouden: éénouder;2003;349.0;123.0;92.0;30.0
447;Positie in huishouden: éénouder;2004;347.0;125.0;96.0;29.0
448;Positie in huishouden: éénouder;2005;368.0;136.0;98.0;39.0
449;Positie in huishouden: éénouder;2006 ;364.0;144.0;113.0;30.0
450;Positie in huishouden: éénouder;2007;388.0;;;
451;Positie in huishouden: éénouder;2008;397.0;131.0;;
452;Positie in huishouden: éénouder;2009;405.0;139.0;105.0;34.0
453;Positie in huishouden: éénouder;2010;392.0;113.0;81.0;32.0
454;Positie in huishouden: éénouder;2011;387.0;111.0;84.0;27.0
455;Positie in huishouden: lid van ouderpaar;2000;4062.0;909.0;515.0;394.0
456;Positie in huishouden: lid van ouderpaar;2001 voor revisie;4089.0;907.0;519.0;389.0
457;Positie in huishouden: lid van ouderpaar;2001 na revisie;4222.0;943.0;538.0;404.0
458;Positie in huishouden: lid van ouderpaar;2002;4240.0;944.0;617.0;328.0
459;Positie in huishouden: lid van ouderpaar;2003;4220.0;967.0;614.0;353.0
460;Positie in huishouden: lid van ouderpaar;2004;4229.0;962.0;615.0;347.0
461;Positie in huishouden: lid van ouderpaar;2005;4188.0;929.0;583.0;346.0
462;Positie in huishouden: lid van ouderpaar;2006 ;4182.0;910.0;537.0;373.0
463;Positie in huishouden: lid van ouderpaar;2007;4156.0;;;
464;Positie in huishouden: lid van ouderpaar;2008;4077.0;801.0;;
465;Positie in huishouden: lid van ouderpaar;2009;4035.0;789.0;473.0;315.0
466;Positie in huishouden: lid van ouderpaar;2010;4060.0;729.0;428.0;301.0
467;Positie in huishouden: lid van ouderpaar;2011;4078.0;631.0;381.0;250.0
468;Positie in huish.: lid paar geen ouder;2000;3169.0;837.0;492.0;345.0
469;Positie in huish.: lid paar geen ouder;2001 voor revisie;3118.0;836.0;499.0;338.0
470;Positie in huish.: lid paar geen ouder;2001 na revisie;2934.0;818.0;495.0;323.0
471;Positie in huish.: lid paar geen ouder;2002;2920.0;828.0;560.0;268.0
472;Positie in huish.: lid paar geen ouder;2003;2956.0;840.0;572.0;268.0
473;Positie in huish.: lid paar geen ouder;2004;2929.0;835.0;567.0;267.0
474;Positie in huish.: lid paar geen ouder;2005;2940.0;838.0;545.0;293.0
475;Positie in huish.: lid paar geen ouder;2006 ;3014.0;851.0;538.0;314.0
476;Positie in huish.: lid paar geen ouder;2007;2955.0;;;
477;Positie in huish.: lid paar geen ouder;2008;3044.0;794.0;;
478;Positie in huish.: lid paar geen ouder;2009;3074.0;817.0;532.0;284.0
479;Positie in huish.: lid paar geen ouder;2010;3017.0;744.0;469.0;274.0
480;Positie in huish.: lid paar geen ouder;2011;2908.0;642.0;414.0;228.0
481;Positie in huishouden: minderjarig kind;2000;536.0;52.0;9.0;43.0
482;Positie in huishouden: minderjarig kind;2001 voor revisie;549.0;63.0;9.0;54.0
483;Positie in huishouden: minderjarig kind;2001 na revisie;548.0;63.0;8.0;55.0
484;Positie in huishouden: minderjarig kind;2002;562.0;63.0;23.0;39.0
485;Positie in huishouden: minderjarig kind;2003;570.0;63.0;25.0;38.0
486;Positie in huishouden: minderjarig kind;2004;572.0;63.0;25.0;38.0
487;Positie in huishouden: minderjarig kind;2005;581.0;63.0;22.0;40.0
488;Positie in huishouden: minderjarig kind;2006 ;584.0;71.0;27.0;44.0
489;Positie in huishouden: minderjarig kind;2007;595.0;;;
490;Positie in huishouden: minderjarig kind;2008;593.0;69.0;;
491;Positie in huishouden: minderjarig kind;2009;592.0;82.0;41.0;41.0
492;Positie in huishouden: minderjarig kind;2010;588.0;59.0;29.0;29.0
493;Positie in huishouden: minderjarig kind;2011;581.0;59.0;30.0;29.0
494;Positie in huishouden: meerderjarig kind;2000;980.0;135.0;60.0;75.0
495;Positie in huishouden: meerderjarig kind;2001 voor revisie;994.0;139.0;69.0;70.0
496;Positie in huishouden: meerderjarig kind;2001 na revisie;1029.0;147.0;74.0;73.0
497;Positie in huishouden: meerderjarig kind;2002;1061.0;160.0;88.0;71.0
498;Positie in huishouden: meerderjarig kind;2003;1038.0;156.0;84.0;72.0
499;Positie in huishouden: meerderjarig kind;2004;1083.0;161.0;86.0;74.0
500;Positie in huishouden: meerderjarig kind;2005;1069.0;157.0;89.0;68.0
501;Positie in huishouden: meerderjarig kind;2006 ;1052.0;150.0;81.0;69.0
502;Positie in huishouden: meerderjarig kind;2007;1072.0;;;
503;Positie in huishouden: meerderjarig kind;2008;1082.0;150.0;;
504;Positie in huishouden: meerderjarig kind;2009;1076.0;145.0;84.0;60.0
505;Positie in huishouden: meerderjarig kind;2010;1089.0;135.0;83.0;52.0
506;Positie in huishouden: meerderjarig kind;2011;1119.0;123.0;79.0;44.0
507;Positie in huishouden: overig lid;2000;152.0;40.0;26.0;14.0
508;Positie in huishouden: overig lid;2001 voor revisie;162.0;40.0;24.0;17.0
509;Positie in huishouden: overig lid;2001 na revisie;161.0;40.0;24.0;17.0
510;Positie in huishouden: overig lid;2002;149.0;32.0;21.0;11.0
511;Positie in huishouden: overig lid;2003;166.0;34.0;23.0;11.0
512;Positie in huishouden: overig lid;2004;169.0;35.0;24.0;12.0
513;Positie in huishouden: overig lid;2005;184.0;38.0;24.0;14.0
514;Positie in huishouden: overig lid;2006 ;177.0;32.0;22.0;10.0
515;Positie in huishouden: overig lid;2007;164.0;;;
516;Positie in huishouden: overig lid;2008;179.0;39.0;;
517;Positie in huishouden: overig lid;2009;184.0;40.0;28.0;12.0
518;Positie in huishouden: overig lid;2010;182.0;32.0;21.0;11.0
519;Positie in huishouden: overig lid;2011;234.0;34.0;24.0;10.0
520;165;2000;553.0;117.0;69.0;48.0
521;165;2001 voor revisie;568.0;108.0;68.0;41.0
522;165;2001 na revisie;619.0;117.0;75.0;42.0
523;165;2002;657.0;123.0;79.0;44.0
524;165;2003;664.0;134.0;88.0;46.0
525;165;2004;686.0;139.0;90.0;49.0
526;165;2005;690.0;135.0;82.0;52.0
527;165;2006 ;729.0;125.0;77.0;48.0
528;165;2007;768.0;;;
529;165;2008;803.0;151.0;;
530;165;2009;829.0;147.0;93.0;54.0
531;165;2010;830.0;142.0;81.0;61.0
532;165;2011;870.0;127.0;75.0;52.0
533;166;2000;878.0;146.0;81.0;65.0
534;166;2001 voor revisie;895.0;145.0;78.0;67.0
535;166;2001 na revisie;932.0;152.0;81.0;71.0
536;166;2002;1055.0;175.0;99.0;76.0
537;166;2003;1077.0;182.0;99.0;82.0
538;166;2004;657.0;112.0;66.0;47.0
539;166;2005;641.0;121.0;68.0;53.0
540;166;2006 ;619.0;108.0;61.0;47.0
541;166;2007;649.0;;;
542;166;2008;632.0;103.0;;
543;166;2009;627.0;110.0;63.0;47.0
544;166;2010;607.0;98.0;51.0;46.0
545;166;2011;573.0;70.0;39.0;31.0
546;167;2000;582.0;102.0;55.0;48.0
547;167;2001 voor revisie;586.0;104.0;52.0;52.0
548;167;2001 na revisie;591.0;104.0;52.0;52.0
549;167;2002;752.0;130.0;73.0;58.0
550;167;2003;773.0;136.0;76.0;60.0
551;167;2004;465.0;80.0;46.0;33.0
552;167;2005;462.0;84.0;49.0;35.0
553;167;2006 ;461.0;83.0;46.0;37.0
554;167;2007;510.0;;;
555;167;2008;505.0;85.0;;
556;167;2009;499.0;90.0;50.0;40.0
557;167;2010;479.0;73.0;38.0;35.0
558;167;2011;461.0;56.0;28.0;28.0
559;168;2000;812.0;135.0;74.0;61.0
560;168;2001 voor revisie;838.0;151.0;85.0;66.0
561;168;2001 na revisie;837.0;152.0;85.0;66.0
562;168;2002;1032.0;183.0;103.0;80.0
563;168;2003;1050.0;202.0;114.0;88.0
564;168;2004;772.0;140.0;79.0;61.0
565;168;2005;786.0;141.0;73.0;68.0
566;168;2006 ;770.0;139.0;75.0;64.0
567;168;2007;793.0;;;
568;168;2008;826.0;139.0;;
569;168;2009;839.0;151.0;80.0;71.0
570;168;2010;806.0;122.0;63.0;59.0
571;168;2011;800.0;108.0;59.0;50.0
572;169;2000;655.0;114.0;62.0;52.0
573;169;2001 voor revisie;648.0;124.0;70.0;54.0
574;169;2001 na revisie;642.0;122.0;68.0;54.0
575;169;2002;740.0;138.0;82.0;55.0
576;169;2003;773.0;137.0;72.0;65.0
577;169;2004;653.0;127.0;70.0;57.0
578;169;2005;632.0;122.0;66.0;56.0
579;169;2006 ;647.0;112.0;59.0;52.0
580;169;2007;667.0;;;
581;169;2008;698.0;118.0;;
582;169;2009;668.0;112.0;59.0;54.0
583;169;2010;650.0;96.0;41.0;55.0
584;169;2011;635.0;87.0;44.0;44.0
585;170;2000;3794.0;746.0;423.0;322.0
586;170;2001 voor revisie;3960.0;763.0;429.0;334.0
587;170;2001 na revisie;3873.0;747.0;415.0;332.0
588;170;2002;3282.0;659.0;378.0;281.0
589;170;2003;3046.0;601.0;343.0;258.0
590;170;2004;2243.0;446.0;246.0;200.0
591;170;2005;2352.0;460.0;241.0;218.0
592;170;2006 ;2353.0;462.0;221.0;241.0
593;170;2007;2486.0;;;
594;170;2008;2562.0;460.0;;
595;170;2009;2557.0;482.0;247.0;235.0
596;170;2010;2479.0;404.0;197.0;207.0
597;170;2011;2427.0;349.0;174.0;175.0
598;171;2000;209.0;41.0;29.0;12.0
599;171;2001 voor revisie;188.0;33.0;23.0;10.0
600;171;2001 na revisie;206.0;38.0;26.0;12.0
601;171;2002;227.0;40.0;29.0;10.0
602;171;2003;200.0;35.0;27.0;8.0
603;171;2004;217.0;38.0;26.0;11.0
604;171;2005;208.0;39.0;28.0;11.0
605;171;2006 ;208.0;36.0;22.0;14.0
606;171;2007;217.0;;;
607;171;2008;172.0;32.0;;
608;171;2009;180.0;34.0;24.0;10.0
609;171;2010;163.0;25.0;18.0;7.0
610;171;2011;;;;
611;172;2000;1556.0;336.0;192.0;143.0
612;172;2001 voor revisie;1572.0;343.0;203.0;140.0
613;172;2001 na revisie;1588.0;347.0;204.0;143.0
614;172;2002;1540.0;338.0;197.0;141.0
615;172;2003;1503.0;337.0;192.0;145.0
616;172;2004;1538.0;337.0;194.0;143.0
617;172;2005;1537.0;334.0;183.0;151.0
618;172;2006 ;1474.0;301.0;159.0;142.0
619;172;2007;1547.0;;;
620;172;2008;1567.0;316.0;;
621;172;2009;1475.0;301.0;174.0;127.0
622;172;2010;1425.0;257.0;130.0;127.0
623;172;2011;;;;
624;173;2000;2802.0;482.0;265.0;217.0
625;173;2001 voor revisie;2821.0;467.0;264.0;202.0
626;173;2001 na revisie;2907.0;486.0;276.0;210.0
627;173;2002;2918.0;497.0;277.0;219.0
628;173;2003;2921.0;509.0;284.0;226.0
629;173;2004;2829.0;486.0;268.0;218.0
630;173;2005;2840.0;477.0;247.0;230.0
631;173;2006 ;2889.0;497.0;242.0;256.0
632;173;2007;3003.0;;;
633;173;2008;3189.0;497.0;;
634;173;2009;3114.0;476.0;240.0;236.0
635;173;2010;3034.0;430.0;205.0;225.0
636;173;2011;;;;
637;174;2000;2173.0;409.0;257.0;152.0
638;174;2001 voor revisie;2260.0;438.0;266.0;172.0
639;174;2001 na revisie;2201.0;422.0;254.0;168.0
640;174;2002;2288.0;439.0;260.0;179.0
641;174;2003;2307.0;440.0;251.0;189.0
642;174;2004;2334.0;441.0;252.0;189.0
643;174;2005;2367.0;455.0;253.0;202.0
644;174;2006 ;2411.0;459.0;244.0;215.0
645;174;2007;2519.0;;;
646;174;2008;2524.0;430.0;;
647;174;2009;2625.0;484.0;262.0;222.0
648;174;2010;2690.0;427.0;218.0;209.0
649;174;2011;;;;
650;175;2000;3989.0;1254.0;721.0;533.0
651;175;2001 voor revisie;3961.0;1305.0;768.0;536.0
652;175;2001 na revisie;3898.0;1340.0;808.0;532.0
653;175;2002;3889.0;1379.0;1033.0;346.0
654;175;2003;3971.0;1397.0;1053.0;344.0
655;175;2004;4006.0;1402.0;1060.0;343.0
656;175;2005;3987.0;1417.0;1053.0;363.0
657;175;2006 ;3965.0;1399.0;1016.0;382.0
658;175;2007;3681.0;;;
659;175;2008;3544.0;1234.0;;
660;175;2009;3620.0;1265.0;952.0;309.0
661;175;2010;3705.0;1201.0;905.0;296.0
662;175;2011;;;;
663;176;2000;2125.0;471.0;293.0;178.0
664;176;2001 voor revisie;2155.0;462.0;284.0;178.0
665;176;2001 na revisie;2180.0;471.0;289.0;182.0
666;176;2002;2147.0;471.0;287.0;184.0
667;176;2003;2106.0;467.0;282.0;184.0
668;176;2004;2195.0;479.0;290.0;189.0
669;176;2005;2182.0;482.0;276.0;206.0
670;176;2006 ;2113.0;464.0;259.0;205.0
671;176;2007;2217.0;;;
672;176;2008;2246.0;461.0;;
673;176;2009;2203.0;455.0;265.0;190.0
674;176;2010;2157.0;393.0;214.0;179.0
675;176;2011;2165.0;329.0;186.0;142.0
676;Beroepsniveau: middelbaar;2000;2690.0;498.0;289.0;209.0
677;Beroepsniveau: middelbaar;2001 voor revisie;2735.0;504.0;298.0;206.0
678;Beroepsniveau: middelbaar;2001 na revisie;2720.0;501.0;295.0;206.0
679;Beroepsniveau: middelbaar;2002;2741.0;510.0;299.0;211.0
680;Beroepsniveau: middelbaar;2003;2688.0;511.0;291.0;220.0
681;Beroepsniveau: middelbaar;2004;2643.0;506.0;293.0;213.0
682;Beroepsniveau: middelbaar;2005;2691.0;502.0;277.0;225.0
683;Beroepsniveau: middelbaar;2006 ;2726.0;521.0;268.0;253.0
684;Beroepsniveau: middelbaar;2007;2771.0;;;
685;Beroepsniveau: middelbaar;2008;2850.0;483.0;;
686;Beroepsniveau: middelbaar;2009;2800.0;499.0;274.0;225.0
687;Beroepsniveau: middelbaar;2010;2714.0;423.0;220.0;203.0
688;Beroepsniveau: middelbaar;2011;2693.0;347.0;177.0;170.0
689;178;2000;2004.0;313.0;171.0;142.0
690;178;2001 voor revisie;2036.0;324.0;176.0;148.0
691;178;2001 na revisie;1942.0;307.0;165.0;142.0
692;178;2002;2036.0;319.0;169.0;150.0
693;178;2003;2075.0;330.0;171.0;159.0
694;178;2004;2078.0;316.0;157.0;159.0
695;178;2005;2035.0;311.0;151.0;159.0
696;178;2006 ;2086.0;295.0;134.0;161.0
697;178;2007;2242.0;;;
698;178;2008;2316.0;321.0;;
699;178;2009;2365.0;335.0;156.0;179.0
700;178;2010;2411.0;317.0;136.0;181.0
701;178;2011;2433.0;290.0;135.0;155.0
702;179;2000;3910.0;1240.0;712.0;528.0
703;179;2001 voor revisie;3875.0;1295.0;766.0;529.0
704;179;2001 na revisie;3959.0;1354.0;819.0;536.0
705;179;2002;3939.0;1393.0;1042.0;352.0
706;179;2003;4034.0;1411.0;1062.0;349.0
707;179;2004;4010.0;1403.0;1060.0;343.0
708;179;2005;4033.0;1427.0;1059.0;368.0
709;179;2006 ;4022.0;1412.0;1022.0;390.0
710;179;2007;3738.0;;;
711;179;2008;3585.0;1245.0;;
712;179;2009;3646.0;1270.0;956.0;312.0
713;179;2010;3735.0;1207.0;906.0;300.0
714;179;2011;3702.0;1149.0;885.0;263.0
715;180;2000;6435.0;1207.0;701.0;507.0
716;180;2001 voor revisie;6483.0;1213.0;708.0;505.0
717;180;2001 na revisie;6386.0;1197.0;695.0;503.0
718;180;2002;6436.0;1216.0;703.0;513.0
719;180;2003;6378.0;1213.0;686.0;527.0
720;180;2004;6380.0;1194.0;679.0;516.0
721;180;2005;6405.0;1204.0;655.0;548.0
722;180;2006 ;6469.0;1202.0;615.0;587.0
723;180;2007;6681.0;;;
724;180;2008;6834.0;1178.0;;
725;180;2009;6833.0;1198.0;640.0;559.0
726;180;2010;;;;
727;180;2011;;;;
728;181;2000;151.0;44.0;24.0;19.0
729;181;2001 voor revisie;145.0;41.0;23.0;18.0
730;181;2001 na revisie;143.0;41.0;23.0;18.0
731;181;2002;163.0;51.0;33.0;18.0
732;181;2003;241.0;66.0;41.0;25.0
733;181;2004;306.0;93.0;65.0;28.0
734;181;2005;294.0;93.0;60.0;33.0
735;181;2006 ;278.0;87.0;61.0;26.0
736;181;2007;166.0;;;
737;181;2008;148.0;48.0;;
738;181;2009;201.0;55.0;36.0;19.0
739;181;2010;;;;
740;181;2011;;;;
741;182;2000;118.0;42.0;21.0;21.0
742;182;2001 voor revisie;121.0;45.0;24.0;21.0
743;182;2001 na revisie;125.0;47.0;27.0;21.0
744;182;2002;124.0;47.0;32.0;15.0
745;182;2003;121.0;47.0;30.0;17.0
746;182;2004;132.0;55.0;38.0;17.0
747;182;2005;125.0;51.0;34.0;16.0
748;182;2006 ;141.0;69.0;48.0;21.0
749;182;2007;135.0;;;
750;182;2008;136.0;53.0;;
751;182;2009;137.0;51.0;37.0;14.0
752;182;2010;;;;
753;182;2011;;;;
754;183;2000;476.0;454.0;441.0;14.0
755;183;2001 voor revisie;508.0;482.0;467.0;16.0
756;183;2001 na revisie;549.0;522.0;506.0;16.0
757;183;2002;570.0;549.0;531.0;18.0
758;183;2003;565.0;537.0;525.0;12.0
759;183;2004;554.0;533.0;519.0;14.0
760;183;2005;545.0;528.0;514.0;15.0
761;183;2006 ;487.0;468.0;448.0;21.0
762;183;2007;513.0;;;
763;183;2008;499.0;479.0;;
764;183;2009;502.0;483.0;462.0;20.0
765;183;2010;;;;
766;183;2011;;;;
767;184;2000;1179.0;130.0;24.0;105.0
768;184;2001 voor revisie;1164.0;138.0;23.0;115.0
769;184;2001 na revisie;1170.0;138.0;24.0;114.0
770;184;2002;1196.0;141.0;56.0;85.0
771;184;2003;1219.0;144.0;61.0;84.0
772;184;2004;1249.0;140.0;55.0;85.0
773;184;2005;1288.0;149.0;57.0;92.0
774;184;2006 ;1337.0;151.0;55.0;96.0
775;184;2007;1346.0;;;
776;184;2008;1347.0;159.0;;
777;184;2009;1398.0;179.0;85.0;94.0
778;184;2010;;;;
779;184;2011;;;;
780;185;2000;1664.0;452.0;180.0;272.0
781;185;2001 voor revisie;1694.0;465.0;190.0;275.0
782;185;2001 na revisie;1739.0;484.0;203.0;281.0
783;185;2002;1652.0;476.0;309.0;167.0
784;185;2003;1593.0;470.0;309.0;161.0
785;185;2004;1520.0;457.0;304.0;153.0
786;185;2005;1473.0;446.0;292.0;154.0
787;185;2006 ;1417.0;445.0;298.0;147.0
788;185;2007;1310.0;;;
789;185;2008;1211.0;351.0;;
790;185;2009;1201.0;355.0;239.0;116.0
791;185;2010;;;;
792;185;2011;;;;
793;186;2000;236.0;60.0;6.0;54.0
794;186;2001 voor revisie;234.0;66.0;11.0;56.0
795;186;2001 na revisie;231.0;65.0;10.0;55.0
796;186;2002;232.0;63.0;28.0;35.0
797;186;2003;242.0;71.0;37.0;34.0
798;186;2004;246.0;72.0;34.0;38.0
799;186;2005;253.0;82.0;39.0;44.0
800;186;2006 ;301.0;99.0;44.0;54.0
801;186;2007;266.0;;;
802;186;2008;256.0;73.0;;
803;186;2009;238.0;74.0;33.0;40.0
804;186;2010;;;;
805;186;2011;;;;
806;187;2000;469.0;133.0;68.0;65.0
807;187;2001 voor revisie;452.0;135.0;78.0;56.0
808;187;2001 na revisie;457.0;138.0;80.0;58.0
809;187;2002;489.0;149.0;104.0;45.0
810;187;2003;543.0;169.0;117.0;52.0
811;187;2004;539.0;159.0;107.0;52.0
812;187;2005;556.0;170.0;112.0;57.0
813;187;2006 ;518.0;170.0;113.0;57.0
814;187;2007;552.0;;;
815;187;2008;566.0;169.0;;
816;187;2009;504.0;163.0;120.0;43.0
817;187;2010;;;;
818;187;2011;;;;
819;Onderwijsniveau: laag;2000;4073.0;1178.0;719.0;459.0
820;Onderwijsniveau: laag;2001 voor revisie;4082.0;1206.0;742.0;465.0
821;Onderwijsniveau: laag;2001 na revisie;4174.0;1260.0;781.0;478.0
822;Onderwijsniveau: laag;2002;4071.0;1256.0;897.0;359.0
823;Onderwijsniveau: laag;2003;3947.0;1235.0;885.0;349.0
824;Onderwijsniveau: laag;2004;3754.0;1116.0;798.0;319.0
825;Onderwijsniveau: laag;2005;3702.0;1140.0;788.0;353.0
826;Onderwijsniveau: laag;2006 ;3600.0;1125.0;763.0;363.0
827;Onderwijsniveau: laag;2007;3511.0;;;
828;Onderwijsniveau: laag;2008;3664.0;1081.0;;
829;Onderwijsniveau: laag;2009;3548.0;1065.0;752.0;311.0
830;Onderwijsniveau: laag;2010;3389.0;937.0;664.0;272.0
831;Onderwijsniveau: laag;2011;3371.0;845.0;601.0;244.0
832;Onderwijsniveau: middelbaar;2000;4334.0;935.0;521.0;415.0
833;Onderwijsniveau: middelbaar;2001 voor revisie;4408.0;965.0;555.0;410.0
834;Onderwijsniveau: middelbaar;2001 na revisie;4410.0;975.0;565.0;410.0
835;Onderwijsniveau: middelbaar;2002;4459.0;1010.0;650.0;360.0
836;Onderwijsniveau: middelbaar;2003;4473.0;1034.0;656.0;378.0
837;Onderwijsniveau: middelbaar;2004;4386.0;1050.0;675.0;375.0
838;Onderwijsniveau: middelbaar;2005;4511.0;1083.0;687.0;395.0
839;Onderwijsniveau: middelbaar;2006 ;4553.0;1080.0;650.0;430.0
840;Onderwijsniveau: middelbaar;2007;4559.0;;;
841;Onderwijsniveau: middelbaar;2008;4408.0;944.0;;
842;Onderwijsniveau: middelbaar;2009;4424.0;987.0;623.0;363.0
843;Onderwijsniveau: middelbaar;2010;4451.0;909.0;554.0;355.0
844;Onderwijsniveau: middelbaar;2011;4421.0;804.0;514.0;290.0
845;Onderwijsniveau: hoog;2000;2276.0;401.0;220.0;181.0
846;Onderwijsniveau: hoog;2001 voor revisie;2262.0;402.0;219.0;183.0
847;Onderwijsniveau: hoog;2001 na revisie;2170.0;387.0;213.0;173.0
848;Onderwijsniveau: hoog;2002;2299.0;417.0;244.0;172.0
849;Onderwijsniveau: hoog;2003;2445.0;440.0;259.0;182.0
850;Onderwijsniveau: hoog;2004;2705.0;507.0;302.0;204.0
851;Onderwijsniveau: hoog;2005;2666.0;476.0;270.0;206.0
852;Onderwijsniveau: hoog;2006 ;2729.0;460.0;251.0;209.0
853;Onderwijsniveau: hoog;2007;2833.0;;;
854;Onderwijsniveau: hoog;2008;2902.0;477.0;;
855;Onderwijsniveau: hoog;2009;3007.0;498.0;270.0;227.0
856;Onderwijsniveau: hoog;2010;3107.0;481.0;249.0;232.0
857;Onderwijsniveau: hoog;2011;3083.0;445.0;254.0;190.0
858;Onderwijsniveau: onbekend;2000;45.0;8.0;6.0;2.0
859;Onderwijsniveau: onbekend;2001 voor revisie;49.0;13.0;8.0;4.0
860;Onderwijsniveau: onbekend;2001 na revisie;46.0;12.0;8.0;4.0
861;Onderwijsniveau: onbekend;2002;34.0;10.0;6.0;4.0
862;Onderwijsniveau: onbekend;2003;37.0;10.0;7.0;3.0
863;Onderwijsniveau: onbekend;2004;80.0;30.0;24.0;6.0
864;Onderwijsniveau: onbekend;2005;62.0;23.0;18.0;5.0
865;Onderwijsniveau: onbekend;2006 ;65.0;27.0;20.0;7.0
866;Onderwijsniveau: onbekend;2007;64.0;;;
867;Onderwijsniveau: onbekend;2008;23.0;9.0;;
868;Onderwijsniveau: onbekend;2009;34.0;10.0;7.0;3.0
869;Onderwijsniveau: onbekend;2010;71.0;12.0;8.0;4.0
870;Onderwijsniveau: onbekend;2011;118.0;20.0;15.0;6.0
871;Herkomst: autochtoon;2000;8791.0;2031.0;1175.0;856.0
872;Herkomst: autochtoon;2001 voor revisie;8794.0;2059.0;1195.0;864.0
873;Herkomst: autochtoon;2001 na revisie;8797.0;2100.0;1233.0;866.0
874;Herkomst: autochtoon;2002;8795.0;2135.0;1404.0;731.0
875;Herkomst: autochtoon;2003;8785.0;2144.0;1402.0;742.0
876;Herkomst: autochtoon;2004;8774.0;2124.0;1393.0;731.0
877;Herkomst: autochtoon;2005;8765.0;2146.0;1370.0;776.0
878;Herkomst: autochtoon;2006 ;8754.0;2092.0;1267.0;824.0
879;Herkomst: autochtoon;2007;8759.0;;;
880;Herkomst: autochtoon;2008;8751.0;1968.0;;
881;Herkomst: autochtoon;2009;8716.0;1994.0;1260.0;732.0
882;Herkomst: autochtoon;2010;8710.0;1831.0;1139.0;692.0
883;Herkomst: autochtoon;2011;8634.0;1646.0;1058.0;588.0
884;Herkomst: westerse allochtoon;2000;998.0;242.0;141.0;101.0
885;Herkomst: westerse allochtoon;2001 voor revisie;1010.0;267.0;161.0;106.0
886;Herkomst: westerse allochtoon;2001 na revisie;1009.0;274.0;166.0;108.0
887;Herkomst: westerse allochtoon;2002;1019.0;277.0;185.0;92.0
888;Herkomst: westerse allochtoon;2003;1021.0;266.0;180.0;86.0
889;Herkomst: westerse allochtoon;2004;1019.0;255.0;170.0;85.0
890;Herkomst: westerse allochtoon;2005;1016.0;266.0;175.0;91.0
891;Herkomst: westerse allochtoon;2006 ;1015.0;263.0;169.0;94.0
892;Herkomst: westerse allochtoon;2007;1014.0;;;
893;Herkomst: westerse allochtoon;2008;1025.0;241.0;;
894;Herkomst: westerse allochtoon;2009;1044.0;254.0;168.0;86.0
895;Herkomst: westerse allochtoon;2010;1044.0;242.0;152.0;90.0
896;Herkomst: westerse allochtoon;2011;1052.0;220.0;147.0;73.0
897;Herkomst: niet-westerse allochtoon;2000;940.0;249.0;149.0;100.0
898;Herkomst: niet-westerse allochtoon;2001 voor revisie;994.0;259.0;168.0;91.0
899;Herkomst: niet-westerse allochtoon;2001 na revisie;995.0;260.0;169.0;91.0
900;Herkomst: niet-westerse allochtoon;2002;1049.0;280.0;208.0;72.0
901;Herkomst: niet-westerse allochtoon;2003;1097.0;308.0;224.0;84.0
902;Herkomst: niet-westerse allochtoon;2004;1132.0;324.0;236.0;88.0
903;Herkomst: niet-westerse allochtoon;2005;1158.0;310.0;218.0;92.0
904;Herkomst: niet-westerse allochtoon;2006 ;1178.0;337.0;247.0;91.0
905;Herkomst: niet-westerse allochtoon;2007;1195.0;;;
906;Herkomst: niet-westerse allochtoon;2008;1220.0;301.0;;
907;Herkomst: niet-westerse allochtoon;2009;1254.0;312.0;224.0;87.0
908;Herkomst: niet-westerse allochtoon;2010;1252.0;264.0;183.0;80.0
909;Herkomst: niet-westerse allochtoon;2011;1286.0;246.0;178.0;68.0
