ID;Onderwijssectoren;Perioden;TotaalBaten_1;TotaalRijksbijdragen_2;NormatieveRijksbijdragen_3;OverigeSubsidiesOCW_4;TotaalAfInkomensoverdrachten_5;RijksbijdrageAcademischeZiekenhuizen_6;Affiliaties_7;TotaalOverigeOverheidsbijdragen_8;TotaalGemeentelijkeBijdragen_9;Educatie_10;Inburgering_11;Overige_12;OverigeOverheidsbijdragen_13;TotaalCollegeCursusEnExamengeld_14;LesgeldenSectorVO_15;CursusgeldenSectorBE_16;CollegegeldenSectorHBO_17;CollegegeldenSectorWO_18;Examengelden_19;VerplichtingenInclusiefVrijval_20;TotaalBatenWerkInOpdrachtVanDerden_21;TotaalOpbrengstWerkIOVDerden_22;Contractonderwijs_23;Contractonderzoek_24;Overige_25;MutatiesOnderhandenWerkIOVDerden_26;TotaalOverigeBaten_27;Verhuur_28;DetacheringPersoneel_29;Schenking_30;Sponsoring_31;Ouderbijdragen_32;Overige_33;TotaalLasten_34;TotaalPersoneelslasten_35;TotaalLonenEnSalarissen_36;BrutoLonenEnSalarissen_37;SocialeLasten_38;Pensioenpremies_39;TotaalOverigePersoneleLasten_40;DotatiePersoneleVoorzieningen_41;PersoneelNietInLoondienst_42;Overige_43;Uitkeringen_44;TotaalAfschrijvingen_45;ImmaterieleVasteActiva_46;TotaalMaterieleVasteActiva_47;Gebouwen_48;InventarisEnApparatuur_49;OverigeMaterieleVasteActiva_50;TotaalHuisvestingslasten_51;Huur_52;Verzekeringen_53;Onderhoud_54;Energie_55;Schoonmaakkosten_56;Heffingen_57;OverigeHuisvestingslasten_58;TotaalOverigeLasten_59;AdministratieEnBeheerslasten_60;InventarisApparatuurEnLeermiddelen_61;DotatieOverigeVoorzieningen_62;SubsidiesEnBijdragen_63;OverigeInkomensoverdrachten_64;Overige_65;SaldoBatenEnLasten1_66;TotaalSaldoFinancieleBatenEnLasten_67;Rentebaten_68;WaardeveranderingenFinVasteActiva_69;OverigeOpbrengstenFinVasteActiva_70;Rentelasten_71;TotaalBijzonderePosten_72;Belastingen_73;ResultaatDeelnemingen_74;AandeelDerdenInResultaat_75;BuitengewoneBatenEnLasten_76;TotaalResultaat123_77;TotaalActiva_78;TotaalVasteActiva_79;ImmaterieleVasteActiva_80;TotaalMaterieleVasteActiva_81;GebouwenEnTerreinen_82;InventarisEnApparatuur_83;AndereVasteBedrijfsmiddelen_84;InUitvoeringEnVooruitbetalingen_85;NietAanProcesDienstbareVasteActiva_86;TotaalFinancieleVasteActiva_87;Groepsmaatschappijen_88;AndereDeelnemingen_89;VorderingenOpGroepsmaatschappijen_90;VorderingenOpAndereDeelnemingen_91;VorderingenOpOCW_92;Effecten_93;OverigeVorderingen_94;TotaalVlottendeActiva_95;TotaalVoorraden_96;Gebruiksgoederen_97;VooruitbetaaldOpVoorraden_98;MutatiesOnderhandenWerk_99;TotaalVorderingen_100;Debiteuren_101;OCWELI_102;Groepsmaatschappijen_103;AndereDeelnemingen_104;StudentenDeelnemersCursisten_105;OverigeOverheden_106;OverigeVorderingen_107;OverlopendeActiva_108;AfVoorzieningenWegensOninbaarheid_109;TotaalEffecten_110;Aandelen_111;Obligaties_112;OverigeEffecten_113;TotaalLiquideMiddelen_114;Kasmiddelen_115;TegoedenOpBankEnGirorekeningen_116;DepositoS_117;OverigeLiquideMiddelen_118;TotaalPassiva_119;TotaalEigenVermogen_120;AlgemeneReserve_121;BestemmingsreservePubliek_122;BestemmingsreservePrivaat_123;BestemmingsfondsPubliek_124;BestemmingsfondsPrivaat_125;Herwaarderingsreserve_126;AndereWettelijkeReserves_127;StatutaireReserves_128;MinderheidsbelangDerden_129;TotaalVoorzieningen_130;Personeelsvoorzieningen_131;VoorzieningVerlieslatendeContracten_132;TotaalOverigeVoorzieningen_133;Onderhoudsvoorziening_134;OverigeVoorzieningen_135;TotaalLanglopendeSchulden_136;SchuldenAanGroepsmaatschappijen_137;SchuldenAanOverigeDeelnemingen_138;Kredietinstellingen_139;OCWELI_140;OverigeLanglopendeSchulden_141;TotaalKortlopendeSchulden_142;Kredietinstellingen_143;VooruitgefactEnOntvangenTermijnenOHW_144;Crediteuren_145;OCWELI_146;SchuldenAanGroepsmaatschappijen_147;SchuldenAanAndereDeelnemingen_148;BelastingenEnPremiesSocVerzekeringen_149;SchuldenTerzakeVanPensioenen_150;OverigeKortlopendeSchulden_151;OverlopendePassiva_152;TotaalInvesteringen_153;InvesteringenGebouwenEnTerreinen_154;InvesteringenInventarisEnApparatuur_155;TotaalDesinvesteringen_156;DesinvGebouwenEnTerreinen_157;DesinvInventarisEnApparatuur_158;TotaalSaldoInvesteringen_159;SaldoInvGebouwenEnTerreinen_160;SaldoInvInventarisEnApparatuur_161
10;80;2008;28890.2;23277.9;22726.1;1113.6;-561.7;-545.8;-15.9;786.7;642.2;255.2;43.4;343.5;144.5;977.6;16.7;41.0;558.7;359.5;4.2;-2.5;1751.8;1751.8;413.1;1139.7;198.9;;2096.2;144.0;123.4;9.2;22.6;256.1;1540.8;28707.4;21481.3;19732.6;16087.8;1933.6;1711.2;2094.8;304.6;947.0;843.2;-346.0;1169.8;3.2;1166.5;514.7;566.4;85.3;1939.7;313.2;17.2;421.0;473.6;424.2;72.8;217.7;4116.6;952.4;1053.2;148.3;;;1962.8;182.8;91.1;259.3;-47.5;14.1;-134.8;-18.9;-1.2;2.7;-23.3;2.8;255.1;21275.8;13147.0;24.5;11934.2;8306.2;2382.7;278.3;941.9;25.2;1188.4;6.7;43.5;9.1;20.3;82.2;894.4;132.1;8128.8;41.0;37.2;3.8;;2872.8;584.1;617.7;77.9;13.5;305.6;234.9;397.9;683.2;-42.1;191.9;20.1;102.6;69.3;5023.0;25.8;2526.4;2420.7;50.0;21275.8;10082.5;6698.8;2413.5;581.1;55.8;44.9;229.1;34.9;30.8;-6.3;2482.7;1521.6;12.9;948.2;;948.2;2394.9;48.9;0.1;1830.3;35.9;479.6;6315.8;246.7;505.9;817.1;65.2;43.7;8.9;891.0;215.0;588.1;2934.3;2585.6;1766.9;818.7;514.3;469.2;45.2;2071.3;1297.7;773.5
11;80;2009*;30591.6;24818.0;23995.7;1409.7;-587.3;-573.2;-14.2;846.1;657.9;277.2;51.3;329.4;188.3;1078.3;10.1;49.7;557.6;421.4;39.6;0.0;1897.3;1897.3;417.8;1285.9;193.7;;1951.9;159.1;137.2;8.8;25.0;240.0;1381.9;30575.2;22945.2;21195.4;17113.4;2134.4;1947.6;2126.2;282.4;948.7;895.2;-376.3;1201.8;5.1;1196.7;514.7;582.1;99.8;2140.3;333.0;16.4;556.0;512.6;440.4;78.4;203.4;4287.7;1065.7;1177.8;50.2;;;1993.9;16.5;90.1;199.2;14.7;15.2;-138.9;20.6;-2.2;13.1;-11.4;21.0;127.1;22282.0;13937.5;27.1;12751.4;8894.8;2569.7;300.1;967.8;18.9;1159.1;36.0;46.0;9.7;22.9;106.6;847.2;90.8;8344.4;40.3;37.6;2.7;;2954.3;598.6;611.4;97.6;6.9;316.9;216.3;474.7;679.3;-47.5;181.4;28.8;118.4;34.2;5168.4;12.3;3143.0;1921.6;91.5;22282.0;10220.3;6758.8;2460.5;625.8;63.0;74.3;214.4;9.2;22.5;-8.3;2509.8;1504.3;22.0;983.4;;983.4;2814.3;72.8;0.0;2078.0;50.2;613.2;6737.7;200.1;633.4;828.8;60.5;52.3;15.3;1022.0;242.2;630.0;3053.2;2272.3;1409.4;863.0;295.8;230.6;65.1;1976.5;1178.8;797.9
12;801;1998;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13;801;1999;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;801;2000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;801;2001;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16;801;2002;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17;801;2003;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
18;801;2004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19;801;2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20;801;2006;8362.1;7680.7;7369.5;311.2;;;;333.8;333.8;8.0;0.3;325.6;;;;;;;;;1.4;1.4;0.0;0.0;1.4;0.0;346.2;20.6;13.1;;2.8;34.9;274.9;8288.8;6867.3;6757.2;;;;372.6;7.1;52.8;312.7;-262.5;138.6;0.0;138.6;5.2;77.8;55.6;541.6;35.7;;176.2;132.9;143.1;16.9;36.8;741.2;235.4;267.0;10.3;;;228.5;73.3;56.1;;;;;14.4;;14.2;0.0;0.2;143.8;4007.1;1285.7;0.3;785.6;90.0;451.7;240.8;3.1;;499.8;;0.2;1.4;15.4;0.2;431.6;50.9;2721.4;0.2;0.2;;0.0;840.4;27.3;386.7;40.8;;0.6;;286.0;99.0;;60.3;7.6;44.2;8.6;1820.5;11.5;1430.1;378.9;;4007.1;2420.9;1061.0;1316.3;;;;;;43.6;0.0;517.3;208.9;;308.4;288.5;19.9;13.5;0.2;;6.7;0.0;6.6;1055.4;1.4;1.7;144.0;7.9;31.5;;237.5;73.0;174.6;383.8;285.3;56.8;228.5;4.3;3.0;1.3;281.0;53.8;227.3
21;801;2007;8701.5;7911.1;7517.8;393.3;;;;292.4;292.4;6.8;;285.6;;;;;;;;;5.1;5.1;0.0;0.0;5.1;0.0;492.9;24.2;18.1;;4.6;39.0;407.0;8625.0;7080.9;6825.8;;;;515.6;1.2;74.7;439.7;-260.5;155.2;0.0;155.2;6.1;85.6;63.5;560.8;34.8;;186.7;135.5;149.6;16.9;37.3;828.0;228.2;287.3;-1.2;;;313.7;76.5;77.4;;;;;31.5;;12.3;0.0;19.2;185.4;4389.1;1464.1;0.3;885.6;116.0;498.6;269.1;1.9;;578.2;;16.7;0.9;15.1;1.4;498.5;45.6;2925.0;0.2;0.1;;0.1;825.0;33.9;390.0;17.6;;0.0;;281.0;102.5;;47.7;7.1;34.9;5.7;2052.1;6.3;1566.7;479.1;;4389.2;2617.3;1337.4;1246.9;;;;;;32.8;0.2;598.9;260.6;;338.3;311.7;26.6;22.8;0.1;;7.4;0.1;15.2;1150.2;2.5;2.2;163.1;7.7;18.9;;301.8;77.6;198.9;377.5;249.1;50.7;198.4;9.4;4.4;5.0;239.7;46.3;193.4
22;801;2008;9222.8;8345.3;7941.8;403.9;-0.4;;-0.4;312.8;241.2;10.3;0.0;230.8;71.6;0.8;0.6;0.2;;;0.0;0.0;7.0;7.0;1.4;1.6;4.0;;556.9;29.5;22.7;1.2;0.8;38.0;464.6;9234.7;7548.1;7261.4;5833.2;894.0;534.2;560.9;66.6;132.3;362.0;-274.2;172.8;0.0;172.7;10.1;111.4;51.2;537.4;43.0;1.0;126.2;147.6;158.0;18.4;43.2;976.4;246.7;292.1;60.8;;;376.7;-11.9;67.1;93.5;-15.9;9.2;-19.7;0.7;0.0;0.0;0.0;0.7;56.0;4605.2;1565.1;0.3;1038.8;183.6;642.6;203.2;1.9;7.5;526.1;0.1;0.3;0.3;0.5;16.4;482.0;26.5;3040.1;0.1;0.1;0.0;;898.9;40.8;399.9;62.4;5.1;3.5;139.3;145.1;105.0;-2.1;77.6;8.4;37.5;31.8;2063.5;20.7;1319.5;702.6;20.7;4605.2;2644.4;1575.1;690.4;230.5;7.7;25.3;58.7;29.2;27.6;0.0;667.5;350.4;0.0;317.1;;317.1;63.1;0.1;0.0;10.5;0.9;51.6;1230.2;3.6;1.8;170.6;12.1;36.1;0.4;323.9;80.8;162.6;438.4;323.7;64.2;259.5;12.1;4.0;8.1;311.6;60.2;251.4
23;801;2009*;9991.6;9087.6;8616.6;474.0;-3.0;;-3.0;322.8;230.6;6.7;0.0;223.9;92.2;0.5;0.0;0.5;;;0.0;0.0;10.7;10.7;1.1;3.5;6.2;;569.9;36.4;33.7;1.2;0.7;39.6;458.4;10106.6;8264.6;7940.1;6266.0;1039.0;635.1;632.8;61.4;148.5;422.9;-308.3;195.3;0.0;195.3;12.2;132.6;50.6;637.3;47.9;0.4;188.9;166.0;171.8;19.8;42.5;1009.3;280.5;313.5;8.9;;;406.4;-115.0;97.3;90.8;3.6;9.5;-6.7;4.1;0.0;0.0;0.0;4.1;-13.7;4835.6;1713.1;0.2;1195.5;207.2;752.7;215.9;20.2;-0.5;517.4;1.7;0.3;1.5;0.5;17.1;477.1;19.1;3122.5;0.6;0.6;0.0;;916.7;47.6;402.9;75.0;0.4;0.4;113.7;159.7;118.5;-1.6;65.2;11.2;40.3;13.6;2140.0;7.0;1568.4;524.4;40.2;4835.6;2695.4;1720.6;626.8;247.8;4.0;25.4;47.4;1.8;21.6;0.0;692.8;366.8;0.5;325.4;;325.4;62.1;0.0;0.0;11.7;0.1;50.3;1385.4;7.6;9.6;182.0;18.7;36.2;0.9;379.5;93.1;182.6;475.2;350.6;46.2;304.4;12.1;3.4;8.7;338.5;42.8;295.7
24;802;1998;5973.3;5194.4;5107.6;86.8;;;;225.9;225.9;158.0;68.0;;;33.1;;33.1;;;;;106.6;106.6;74.8;1.0;30.8;0.0;413.2;17.1;26.4;;;104.2;265.6;5941.4;4622.8;4210.2;;;;468.0;46.9;77.5;343.6;-55.4;224.5;0.1;224.4;79.5;133.6;11.2;446.3;66.8;7.3;126.5;73.5;90.4;15.1;66.7;647.7;176.9;149.0;58.3;;;263.5;31.8;25.7;;;;;15.7;;0.0;0.0;15.7;73.2;4488.8;2655.0;0.3;2315.3;1623.4;587.9;37.6;66.4;;339.4;;14.8;22.1;24.2;17.6;188.1;72.6;1833.8;11.5;11.4;;0.1;637.1;86.3;278.5;18.2;4.3;18.9;;158.8;72.1;;86.7;7.7;46.6;32.4;1098.5;19.4;558.3;520.8;;4488.8;2391.5;1293.0;1059.8;;;;;;38.7;;550.8;233.7;;317.1;317.1;0.0;560.9;31.8;;482.5;1.2;45.4;985.6;8.5;1.7;150.0;26.8;4.2;1.5;93.7;24.3;334.1;340.9;351.0;182.0;169.0;;;;;;
25;802;1999;6455.1;5560.7;5477.4;83.2;;;;255.1;255.1;185.0;70.0;;;38.6;;38.6;;;;;130.8;130.8;92.7;1.4;36.7;0.0;469.9;20.4;29.6;;;126.7;293.2;6423.6;5001.6;4548.6;;;;512.7;39.2;121.2;352.3;-59.7;247.5;0.4;247.1;86.4;146.7;14.0;477.6;68.9;5.2;148.5;77.7;98.4;16.2;62.7;697.0;216.5;169.2;48.4;;;262.9;31.6;24.2;;;;;14.3;;-0.6;0.0;14.9;70.0;4751.4;2919.6;0.3;2531.9;1766.7;655.8;42.7;66.7;;387.5;;14.7;30.9;27.9;9.2;241.1;63.8;1831.9;15.4;15.6;;-0.3;686.8;97.7;293.8;17.7;3.8;29.0;;160.5;84.3;;49.7;6.7;21.2;21.8;1080.0;20.2;549.1;510.7;;4751.4;2515.1;1557.9;917.2;;;;;;39.9;;580.8;265.1;;315.7;314.5;1.2;580.4;34.0;;490.3;1.0;55.1;1075.2;9.3;1.9;173.8;45.0;7.8;1.8;108.4;26.9;306.2;394.2;472.0;252.0;220.0;7.9;;;464.1;;
