ID;Onderwijssectoren;Perioden;TotaalBaten_1;TotaalRijksbijdragen_2;NormatieveRijksbijdragen_3;OverigeSubsidiesOCW_4;TotaalAfInkomensoverdrachten_5;RijksbijdrageAcademischeZiekenhuizen_6;Affiliaties_7;TotaalOverigeOverheidsbijdragen_8;TotaalGemeentelijkeBijdragen_9;Educatie_10;Inburgering_11;Overige_12;OverigeOverheidsbijdragen_13;TotaalCollegeCursusEnExamengeld_14;LesgeldenSectorVO_15;CursusgeldenSectorBE_16;CollegegeldenSectorHBO_17;CollegegeldenSectorWO_18;Examengelden_19;VerplichtingenInclusiefVrijval_20;TotaalBatenWerkInOpdrachtVanDerden_21;TotaalOpbrengstWerkIOVDerden_22;Contractonderwijs_23;Contractonderzoek_24;Overige_25;MutatiesOnderhandenWerkIOVDerden_26;TotaalOverigeBaten_27;Verhuur_28;DetacheringPersoneel_29;Schenking_30;Sponsoring_31;Ouderbijdragen_32;Overige_33;TotaalLasten_34;TotaalPersoneelslasten_35;TotaalLonenEnSalarissen_36;BrutoLonenEnSalarissen_37;SocialeLasten_38;Pensioenpremies_39;TotaalOverigePersoneleLasten_40;DotatiePersoneleVoorzieningen_41;PersoneelNietInLoondienst_42;Overige_43;Uitkeringen_44;TotaalAfschrijvingen_45;ImmaterieleVasteActiva_46;TotaalMaterieleVasteActiva_47;Gebouwen_48;InventarisEnApparatuur_49;OverigeMaterieleVasteActiva_50;TotaalHuisvestingslasten_51;Huur_52;Verzekeringen_53;Onderhoud_54;Energie_55;Schoonmaakkosten_56;Heffingen_57;OverigeHuisvestingslasten_58;TotaalOverigeLasten_59;AdministratieEnBeheerslasten_60;InventarisApparatuurEnLeermiddelen_61;DotatieOverigeVoorzieningen_62;SubsidiesEnBijdragen_63;OverigeInkomensoverdrachten_64;Overige_65;SaldoBatenEnLasten1_66;TotaalSaldoFinancieleBatenEnLasten_67;Rentebaten_68;WaardeveranderingenFinVasteActiva_69;OverigeOpbrengstenFinVasteActiva_70;Rentelasten_71;TotaalBijzonderePosten_72;Belastingen_73;ResultaatDeelnemingen_74;AandeelDerdenInResultaat_75;BuitengewoneBatenEnLasten_76;TotaalResultaat123_77;TotaalActiva_78;TotaalVasteActiva_79;ImmaterieleVasteActiva_80;TotaalMaterieleVasteActiva_81;GebouwenEnTerreinen_82;InventarisEnApparatuur_83;AndereVasteBedrijfsmiddelen_84;InUitvoeringEnVooruitbetalingen_85;NietAanProcesDienstbareVasteActiva_86;TotaalFinancieleVasteActiva_87;Groepsmaatschappijen_88;AndereDeelnemingen_89;VorderingenOpGroepsmaatschappijen_90;VorderingenOpAndereDeelnemingen_91;VorderingenOpOCW_92;Effecten_93;OverigeVorderingen_94;TotaalVlottendeActiva_95;TotaalVoorraden_96;Gebruiksgoederen_97;VooruitbetaaldOpVoorraden_98;MutatiesOnderhandenWerk_99;TotaalVorderingen_100;Debiteuren_101;OCWELI_102;Groepsmaatschappijen_103;AndereDeelnemingen_104;StudentenDeelnemersCursisten_105;OverigeOverheden_106;OverigeVorderingen_107;OverlopendeActiva_108;AfVoorzieningenWegensOninbaarheid_109;TotaalEffecten_110;Aandelen_111;Obligaties_112;OverigeEffecten_113;TotaalLiquideMiddelen_114;Kasmiddelen_115;TegoedenOpBankEnGirorekeningen_116;DepositoS_117;OverigeLiquideMiddelen_118;TotaalPassiva_119;TotaalEigenVermogen_120;AlgemeneReserve_121;BestemmingsreservePubliek_122;BestemmingsreservePrivaat_123;BestemmingsfondsPubliek_124;BestemmingsfondsPrivaat_125;Herwaarderingsreserve_126;AndereWettelijkeReserves_127;StatutaireReserves_128;MinderheidsbelangDerden_129;TotaalVoorzieningen_130;Personeelsvoorzieningen_131;VoorzieningVerlieslatendeContracten_132;TotaalOverigeVoorzieningen_133;Onderhoudsvoorziening_134;OverigeVoorzieningen_135;TotaalLanglopendeSchulden_136;SchuldenAanGroepsmaatschappijen_137;SchuldenAanOverigeDeelnemingen_138;Kredietinstellingen_139;OCWELI_140;OverigeLanglopendeSchulden_141;TotaalKortlopendeSchulden_142;Kredietinstellingen_143;VooruitgefactEnOntvangenTermijnenOHW_144;Crediteuren_145;OCWELI_146;SchuldenAanGroepsmaatschappijen_147;SchuldenAanAndereDeelnemingen_148;BelastingenEnPremiesSocVerzekeringen_149;SchuldenTerzakeVanPensioenen_150;OverigeKortlopendeSchulden_151;OverlopendePassiva_152;TotaalInvesteringen_153;InvesteringenGebouwenEnTerreinen_154;InvesteringenInventarisEnApparatuur_155;TotaalDesinvesteringen_156;DesinvGebouwenEnTerreinen_157;DesinvInventarisEnApparatuur_158;TotaalSaldoInvesteringen_159;SaldoInvGebouwenEnTerreinen_160;SaldoInvInventarisEnApparatuur_161
0;80;1998;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;80;1999;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;80;2000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;80;2001;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;80;2002;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;80;2003;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6;80;2004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7;80;2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;80;2006;25847.0;21084.5;20781.8;866.3;-563.6;-547.8;-15.8;865.2;810.8;276.4;88.5;446.0;54.4;884.8;;42.6;509.8;330.6;1.8;;1384.6;1332.7;341.8;858.0;132.9;52.0;1627.9;111.5;95.9;;18.9;212.0;1189.7;25373.3;18966.5;17620.3;;;;1660.3;142.0;637.8;880.5;-314.1;998.8;2.9;995.9;408.1;500.4;87.4;1809.7;250.3;13.0;501.8;414.0;378.9;67.3;184.4;3598.2;;;;;;;473.6;86.9;;;;;-8.0;;16.9;-8.3;-16.6;552.4;18991.5;11480.1;11.2;10094.2;6779.1;1971.5;341.7;1011.7;-9.9;1374.8;;31.4;81.1;101.6;51.4;1022.4;86.8;7511.5;71.0;32.6;;38.3;2558.9;456.8;761.6;47.5;3.5;239.2;;588.5;461.8;;124.6;16.8;69.2;38.6;4757.1;28.0;3006.7;1715.0;7.3;18991.5;9578.8;6034.9;3386.8;;;;;;153.1;4.0;2395.8;1320.0;;1075.7;782.3;293.4;1832.3;63.0;;1384.9;34.9;349.5;5184.6;131.1;348.0;734.9;40.9;34.7;13.6;656.2;189.2;670.3;2365.8;2090.2;1320.8;769.4;277.7;208.5;69.1;1812.5;1112.2;700.2
9;80;2007;27232.7;22187.0;21734.0;1030.9;-577.8;-563.0;-14.8;712.6;673.0;237.7;48.0;387.3;39.5;925.7;;49.6;528.5;344.2;3.4;;1531.8;1463.7;410.5;909.5;143.7;68.2;1875.6;117.5;113.3;;17.5;232.2;1395.0;26890.7;20062.5;18356.8;;;;2024.6;151.8;803.2;1069.7;-319.0;1040.1;3.3;1036.9;428.3;513.5;95.1;1911.4;269.6;12.9;529.5;428.6;397.8;71.2;201.9;3876.7;;;;;;;341.9;127.2;;;;;23.3;;19.2;-13.7;17.8;492.4;20136.9;12353.3;13.3;10999.2;7382.4;2167.3;413.4;1045.5;-9.4;1340.8;;57.3;75.2;66.8;51.2;1015.1;75.2;7783.5;83.4;34.7;;48.6;2577.0;509.6;684.7;52.7;3.7;257.4;;573.1;495.7;;134.8;15.1;82.9;36.8;4988.2;14.3;2985.0;1983.8;5.0;20136.9;10056.8;6662.5;3251.6;;;;;;138.7;4.0;2521.5;1380.6;;1140.9;802.8;338.1;1936.3;22.7;;1470.9;56.8;386.0;5622.2;169.0;349.7;828.6;33.9;26.6;23.8;819.0;194.5;730.1;2446.9;2363.2;1570.8;792.3;457.6;430.3;27.4;1905.6;1140.5;765.0
