ID;Toepassingsgroepen;TeeltsectorenEnGewassen;Perioden;AantalBedrijven_1;PercentageBedrijven_2;GrootteOppervlakte_3;PercentageOppervlakte_4;Januari_5;Februari_6;Maart_7;April_8;Mei_9;Juni_10;Juli_11;Augustus_12;September_13;Oktober_14;November_15;December_16;Totaal_17;Januari_18;Februari_19;Maart_20;April_21;Mei_22;Juni_23;Juli_24;Augustus_25;September_26;Oktober_27;November_28;December_29;GebruikPerJaarPerHectare_30;DoseringPerJaarPerHectare_31
178;Schimmel- en bacteriënbestrijding;Fresia's onder glas;2012;69.0;84.7;94;91.2;72.4;66.8;75.2;50.5;54.4;30.9;60.7;63.2;69.8;64.0;61.1;60.5;828;12.1;30.4;7.0;7.3;4.3;6.2;3.0;9.0;6.2;4.8;4.2;5.4;8.0;8.8
179;Schimmel- en bacteriënbestrijding;Fresia's onder glas;2016;41.0;82.3;71;91.1;68.3;68.9;64.0;47.5;44.4;51.9;55.1;43.4;60.6;64.9;54.0;54.4;447;9.2;7.0;18.6;5.8;4.6;9.8;6.4;7.0;9.7;5.8;6.4;9.7;5.8;6.3
180;Schimmel- en bacteriënbestrijding;Gerst, zomer;2012;2894.0;87.0;23236;90.7;0.0;0.0;0.0;0.0;27.1;88.2;0.0;0.0;0.0;0.0;0.0;0.0;6975;0.0;0.0;0.0;0.0;22.4;77.6;0.0;0.0;0.0;0.0;0.0;0.0;0.3;0.3
181;Schimmel- en bacteriënbestrijding;Gerst, zomer;2016;2057.0;67.7;19691;78.8;0.0;0.0;2.5;3.0;42.6;59.9;18.6;0.0;0.0;0.0;0.0;0.0;7402;0.0;0.0;2.7;0.1;30.8;51.3;15.1;0.0;0.0;0.0;0.0;0.0;0.3;0.4
182;Schimmel- en bacteriënbestrijding;Gerbera's onder glas;2012;68.0;100.0;170;100.0;68.7;57.3;66.8;62.7;80.0;82.6;90.2;79.9;80.6;87.9;87.7;80.0;4340;7.1;4.9;4.2;3.2;7.4;6.9;11.4;8.3;9.6;11.2;11.8;14.2;25.5;25.5
183;Schimmel- en bacteriënbestrijding;Gerbera's onder glas;2016;55.0;97.5;185;98.6;63.2;68.0;71.2;87.7;87.5;92.5;81.0;58.8;76.9;62.7;79.4;70.6;3042;4.1;9.6;4.3;6.7;5.7;15.1;7.1;8.4;10.0;7.3;12.7;8.9;16.2;16.4
184;Schimmel- en bacteriënbestrijding;Gladiolen;2012;154.0;89.8;1054;94.7;0.0;28.9;28.9;43.5;58.9;73.3;99.3;97.0;79.6;90.9;90.9;90.9;33808;0.0;0.2;0.8;6.0;2.4;10.9;25.6;23.0;23.6;2.2;1.2;4.1;30.4;32.1
185;Schimmel- en bacteriënbestrijding;Gladiolen;2016;149.0;100.0;929;100.0;0.0;11.0;11.0;51.5;30.9;81.5;96.8;91.8;94.7;42.0;23.3;5.9;22704;0.0;0.1;0.2;3.6;2.1;17.0;31.2;24.6;16.2;2.7;2.3;0.0;24.4;24.4
186;Schimmel- en bacteriënbestrijding;Graszaden;2012;1214.0;81.1;11290;82.6;0.0;0.0;0.0;1.1;7.7;73.9;34.2;0.0;0.0;0.0;0.0;0.0;5862;0.0;0.0;0.0;1.9;4.1;65.3;28.7;0.0;0.0;0.0;0.0;0.0;0.4;0.5
187;Schimmel- en bacteriënbestrijding;Graszaden;2016;715.0;64.7;7023;70.4;0.0;0.0;0.0;5.5;10.8;60.3;5.8;0.1;0.0;0.0;0.0;0.0;1910;0.0;0.0;0.0;5.0;11.5;75.7;7.6;0.1;0.0;0.0;0.0;0.0;0.2;0.3
188;Schimmel- en bacteriënbestrijding;Hyacinten;2012;148.0;92.1;1368;94.5;58.3;43.9;47.2;90.0;69.3;35.6;26.4;32.9;47.5;70.2;70.2;70.0;30937;0.9;0.6;2.6;7.8;8.4;2.9;3.2;8.5;13.0;35.3;16.1;0.6;21.4;22.6
189;Schimmel- en bacteriënbestrijding;Hyacinten;2016;137.0;88.3;1329;90.7;14.6;14.3;52.5;79.9;83.7;69.4;25.1;26.2;24.9;49.4;36.6;9.0;14990;0.2;0.3;4.0;18.9;22.4;10.6;1.6;5.6;9.3;20.1;6.7;0.4;10.2;11.3
190;Schimmel- en bacteriënbestrijding;Irissen;2012;70.0;100.0;288;100.0;72.6;72.6;95.0;77.4;82.6;79.2;72.5;36.6;21.9;62.1;62.1;52.6;9540;1.2;1.0;5.6;12.7;15.4;12.1;8.5;2.2;5.4;5.6;26.5;3.9;33.2;33.2
191;Schimmel- en bacteriënbestrijding;Irissen;2016;54.0;87.9;263;96.6;5.2;6.9;32.4;88.0;88.0;84.7;66.6;42.4;15.9;20.0;45.7;12.5;5135;0.3;0.1;1.7;17.6;19.1;16.9;11.7;3.9;0.8;3.9;21.0;2.9;18.8;19.5
192;Schimmel- en bacteriënbestrijding;Komkommers;2012;237.0;93.6;586;94.2;13.7;43.5;64.3;81.0;85.9;88.1;92.6;94.6;87.2;83.5;12.8;7.2;7420;1.6;1.5;3.3;4.8;7.5;12.5;10.1;24.8;17.8;12.4;2.9;0.8;11.9;12.7
193;Schimmel- en bacteriënbestrijding;Komkommers;2016;188.0;89.7;542;97.8;16.5;37.7;52.0;81.8;87.9;86.7;82.2;79.8;76.0;72.2;19.6;9.9;5271;3.0;1.9;2.8;7.3;16.2;14.5;13.2;16.5;13.0;10.0;1.1;0.5;9.5;9.7
194;Schimmel- en bacteriënbestrijding;Totaal koolzaad;2012;232.0;77.0;1622;76.6;36.2;0.0;36.2;54.0;22.8;9.7;5.7;0.0;0.0;20.9;0.0;0.0;393;2.4;0.0;12.2;30.6;27.0;16.8;4.6;0.0;0.0;6.4;0.0;0.0;0.2;0.2
195;Schimmel- en bacteriënbestrijding;Totaal koolzaad;2016;128.0;59.3;988;58.3;2.0;0.0;14.8;46.8;15.2;2.4;0.0;0.0;2.5;9.5;0.0;0.6;209;0.3;0.0;10.0;56.8;23.4;2.7;0.0;0.0;1.3;4.7;0.0;0.7;0.1;0.2
196;Schimmel- en bacteriënbestrijding;Laan- en parkbomen;2012;342.0;66.2;4241;93.5;0.0;0.0;0.0;7.4;65.2;79.5;82.7;85.1;31.2;7.3;10.0;4.2;3437;0.0;0.0;0.0;1.4;2.4;23.3;49.8;20.9;1.2;0.8;0.1;0.0;0.8;0.8
197;Schimmel- en bacteriënbestrijding;Laan- en parkbomen;2016;287.0;59.7;3320;73.2;0.0;0.0;0.0;10.2;25.0;56.1;62.8;50.7;36.2;1.7;0.8;0.0;2043;0.0;0.0;0.0;5.4;9.4;21.6;21.9;24.4;16.8;0.5;0.0;0.0;0.5;0.6
198;Schimmel- en bacteriënbestrijding;Lelies (bloem) onder glas;2012;115.0;82.2;160;81.4;39.1;34.6;41.2;31.1;33.0;29.8;49.8;50.7;42.8;51.9;46.5;35.6;1042;8.4;10.6;5.5;5.1;5.1;4.4;7.5;6.3;8.1;11.4;19.4;8.3;5.3;6.5
199;Schimmel- en bacteriënbestrijding;Lelies (bloem) onder glas;2016;61.0;71.1;100;72.4;36.2;41.0;36.8;35.7;34.3;29.7;26.0;27.4;29.7;36.7;30.4;36.3;368;8.4;7.7;7.0;24.6;5.5;7.3;5.4;1.5;3.8;8.7;13.4;6.9;2.7;3.7
200;Schimmel- en bacteriënbestrijding;Lelies (bol);2012;315.0;100.0;5090;100.0;14.0;21.5;27.5;71.8;83.9;86.3;97.5;97.5;69.3;19.1;19.1;19.1;174524;0.1;0.5;2.0;15.7;15.2;16.8;24.1;18.7;2.8;3.2;0.4;0.5;34.3;34.3
201;Schimmel- en bacteriënbestrijding;Lelies (bol);2016;399.0;96.4;5883;97.0;0.0;7.5;16.4;82.7;90.6;88.2;86.8;91.5;69.0;15.6;16.9;15.6;165637;0.0;0.6;1.3;14.0;15.5;20.1;15.9;17.4;9.4;1.9;1.7;2.3;27.3;28.2
202;Schimmel- en bacteriënbestrijding;Maïs, snijmaïs;2012;454.0;1.8;3763;1.6;0.0;0.0;0.0;0.0;1.8;0.4;0.0;0.0;0.0;0.0;0.0;0.0;6528;0.0;0.0;0.0;0.0;99.1;0.9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.7
203;Schimmel- en bacteriënbestrijding;Maïs, snijmaïs;2016;16.0;0.1;1393;0.7;0.0;0.0;0.0;0.0;0.0;0.0;0.7;0.0;0.0;0.0;0.0;0.0;206;0.0;0.0;0.0;0.0;0.0;0.0;100.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1
204;Schimmel- en bacteriënbestrijding;Narcissen;2012;341.0;97.7;1775;99.9;73.5;73.9;76.9;98.1;93.5;89.2;46.6;58.6;22.9;55.9;55.9;55.9;38031;1.1;0.7;1.9;7.6;16.4;13.0;3.0;28.9;2.5;13.7;8.7;2.5;21.4;21.4
205;Schimmel- en bacteriënbestrijding;Narcissen;2016;222.0;87.8;1395;87.6;16.5;7.8;33.0;83.5;84.2;66.2;12.8;11.9;17.9;21.1;18.0;11.8;13248;0.7;1.0;6.0;17.3;20.1;18.1;0.5;2.7;21.5;4.8;5.6;1.7;8.3;9.5
206;Schimmel- en bacteriënbestrijding;Orchideeën onder glas;2012;83.0;60.9;139;65.5;22.6;8.9;28.9;15.2;15.0;20.5;27.5;25.0;34.6;32.0;27.5;20.9;532;4.3;2.4;7.7;4.7;5.2;23.7;26.3;4.7;6.4;8.9;3.7;2.1;2.5;3.8
207;Schimmel- en bacteriënbestrijding;Orchideeën onder glas;2016;48.0;52.8;96;59.9;23.5;10.3;20.1;11.4;12.7;20.4;23.0;21.3;20.3;33.5;23.0;16.0;160;6.4;1.2;23.3;6.4;3.1;22.8;6.4;4.6;7.8;8.7;1.6;7.9;1.0;1.7
208;Schimmel- en bacteriënbestrijding;Totaal paprika's;2012;199.0;69.0;998;76.0;24.6;21.9;28.8;38.5;40.9;48.7;52.5;43.6;31.8;14.6;10.3;26.7;8167;10.5;4.2;6.3;12.1;11.0;15.2;15.2;8.0;5.3;2.5;2.7;7.0;6.2;8.2
209;Schimmel- en bacteriënbestrijding;Totaal paprika's;2016;173.0;68.5;984;74.7;18.7;20.3;23.4;35.5;35.4;34.5;40.0;36.1;16.9;10.5;3.7;16.5;3048;8.9;2.6;5.7;6.6;12.9;15.0;15.3;14.4;5.0;3.3;1.8;8.3;2.3;3.1
210;Schimmel- en bacteriënbestrijding;Peren;2012;1511.0;98.5;8153;99.8;21.4;53.1;100.0;96.7;72.8;73.8;78.8;81.7;47.1;75.0;75.0;75.0;161794;0.2;0.0;23.3;20.4;13.3;10.7;12.2;8.7;3.1;5.9;1.9;0.4;19.8;19.8
211;Schimmel- en bacteriënbestrijding;Peren;2016;1248.0;95.7;9329;98.7;3.0;0.2;47.5;96.0;98.8;91.6;93.3;86.6;51.6;49.3;13.8;5.8;221073;0.2;0.0;8.2;24.9;18.1;16.6;13.8;8.0;3.5;5.1;1.2;0.5;23.4;23.7
212;Schimmel- en bacteriënbestrijding;Perkplanten onder glas;2012;368.0;87.7;423;94.5;82.8;84.1;90.0;65.5;70.4;53.2;70.4;53.8;62.8;73.6;81.4;75.2;4381;8.7;11.2;9.1;6.2;3.9;4.0;11.5;11.3;10.8;10.5;5.7;7.0;9.8;10.4
213;Schimmel- en bacteriënbestrijding;Perkplanten onder glas;2016;226.0;84.8;312;93.9;69.8;80.0;81.2;71.5;69.8;61.6;58.7;59.3;60.9;50.0;67.0;74.6;1671;5.8;11.5;9.0;5.1;6.2;10.8;5.9;6.3;8.8;6.8;12.2;11.5;5.0;5.4
214;Schimmel- en bacteriënbestrijding;Totaal pootaardappelen;2012;2295.0;95.7;37841;96.6;25.6;25.6;25.4;70.5;55.5;80.4;96.5;56.3;17.2;0.0;16.5;0.0;270993;0.1;2.0;1.8;14.5;7.3;37.9;30.3;4.2;1.4;0.0;0.6;0.0;6.9;7.2
215;Schimmel- en bacteriënbestrijding;Totaal pootaardappelen;2016;2256.0;98.3;40080;96.8;0.2;1.7;0.2;40.7;71.2;90.6;88.8;59.9;12.1;0.0;0.9;0.0;223575;0.0;0.1;0.0;7.3;13.9;37.6;31.5;8.2;1.3;0.0;0.1;0.0;5.4;5.6
216;Schimmel- en bacteriënbestrijding;Poot- en plantuien;2012;506.0;67.5;4354;74.7;0.0;0.0;0.0;0.0;62.4;74.1;47.7;9.6;0.0;0.0;0.0;0.0;51168;0.0;0.0;0.0;0.0;19.1;50.3;27.0;3.5;0.0;0.0;0.0;0.0;8.8;11.8
217;Schimmel- en bacteriënbestrijding;Poot- en plantuien;2016;986.0;93.2;7462;93.6;0.0;0.0;0.0;8.8;66.4;91.1;78.7;27.3;6.3;0.0;0.0;0.0;85289;0.0;0.0;0.0;0.4;15.8;39.9;38.1;5.7;0.0;0.0;0.0;0.0;10.7;11.4
218;Schimmel- en bacteriënbestrijding;Potplanten, voor de bloei onder glas;2012;353.0;76.0;690;79.6;56.6;54.5;55.0;53.0;55.1;50.1;62.7;56.6;49.8;49.7;56.5;54.6;7729;8.4;6.6;5.9;7.9;6.5;7.0;13.8;8.1;8.4;6.8;11.7;9.0;8.9;11.2
219;Schimmel- en bacteriënbestrijding;Potplanten, voor de bloei onder glas;2016;318.0;81.0;781;83.5;60.6;57.8;60.2;62.5;61.2;68.7;61.8;63.2;61.9;60.1;61.8;64.1;5259;10.3;7.2;7.9;6.7;8.7;15.7;7.7;8.9;6.8;7.2;4.3;8.5;5.6;6.7
220;Schimmel- en bacteriënbestrijding;Prei;2012;332.0;77.3;1851;76.3;2.9;0.0;18.1;7.7;34.7;44.4;55.2;57.3;68.7;79.1;79.1;49.6;5135;0.1;0.0;4.1;2.9;4.3;7.8;12.6;10.7;21.2;24.5;10.9;1.1;2.1;2.8
221;Schimmel- en bacteriënbestrijding;Prei;2016;269.0;95.0;2046;94.4;0.0;0.0;21.4;2.9;30.5;33.6;49.9;78.6;82.7;81.9;61.2;17.2;4985;0.0;0.0;2.3;0.2;3.0;2.2;7.8;10.8;20.0;31.5;20.3;1.9;2.3;2.4
222;Schimmel- en bacteriënbestrijding;Rozenstruiken;2012;122.0;91.9;468;94.6;19.1;19.1;19.1;26.1;57.1;74.4;79.3;71.6;39.0;7.3;7.3;7.3;3129;0.0;0.3;0.4;2.1;7.0;20.2;28.2;24.4;5.4;8.2;2.7;0.9;6.3;6.7
223;Schimmel- en bacteriënbestrijding;Rozenstruiken;2016;93.0;71.2;337;80.0;0.0;0.0;0.0;22.8;60.6;78.6;71.6;76.9;44.7;19.1;13.1;13.4;1770;0.0;0.0;0.0;0.2;3.6;13.8;30.6;37.5;9.7;3.6;0.5;0.5;4.2;5.2
224;Schimmel- en bacteriënbestrijding;Rozen onder glas;2012;181.0;97.9;406;99.7;86.3;87.2;80.1;78.8;83.5;77.3;88.0;76.2;73.7;96.1;83.8;83.3;34987;7.8;8.9;7.0;6.3;7.3;8.3;15.2;7.9;8.3;10.1;6.8;6.1;85.9;86.1
225;Schimmel- en bacteriënbestrijding;Rozen onder glas;2016;93.0;91.6;245;95.3;87.6;93.0;90.2;82.7;86.1;89.4;79.2;78.9;81.4;74.8;87.7;82.4;17766;10.1;8.6;9.4;7.9;7.2;14.4;8.3;5.4;6.6;6.7;8.3;7.1;69.3;72.7
226;Schimmel- en bacteriënbestrijding;Schorseneren;2012;131.0;96.9;868;98.5;0.0;0.0;0.0;0.0;7.7;7.0;82.9;21.4;54.1;0.0;0.0;0.0;7256;0.0;0.0;0.0;0.0;3.2;2.3;53.0;6.9;34.6;0.0;0.0;0.0;8.2;8.4
227;Schimmel- en bacteriënbestrijding;Schorseneren;2016;62.0;75.6;334;72.7;0.0;0.0;0.0;5.9;6.0;18.2;67.7;63.1;59.8;2.1;0.0;0.0;1053;0.0;0.0;0.0;2.0;6.6;15.3;38.8;21.4;15.7;0.2;0.0;0.0;2.3;3.1
228;Schimmel- en bacteriënbestrijding;Sierconiferen;2012;413.0;47.7;1976;64.4;9.7;9.7;9.7;10.6;21.1;26.6;49.7;53.4;39.0;42.8;44.5;44.1;3641;0.4;0.4;0.6;5.4;5.1;10.4;15.3;12.9;10.0;9.8;5.2;24.4;1.2;1.8
229;Schimmel- en bacteriënbestrijding;Sierconiferen;2016;189.0;22.5;1082;35.4;2.4;2.4;6.0;7.7;18.2;22.9;25.2;26.8;21.1;7.7;2.8;2.3;2483;0.0;0.0;1.2;4.0;10.3;26.3;25.0;16.9;14.2;1.3;0.0;0.8;0.8;2.3
230;Schimmel- en bacteriënbestrijding;Totaal sluitkool;2012;386.0;78.7;2297;87.8;0.0;0.0;0.0;3.3;2.8;2.0;72.2;89.5;85.6;56.3;7.2;9.0;4700;0.0;0.0;0.0;0.1;0.1;0.1;13.5;26.1;47.1;11.9;0.0;1.1;1.8;2.0
231;Schimmel- en bacteriënbestrijding;Totaal sluitkool;2016;294.0;76.8;2364;84.5;0.2;0.0;0.0;3.1;0.0;15.7;63.5;75.1;66.2;28.1;0.5;1.5;5015;0.1;0.0;0.0;0.2;0.0;2.9;24.4;37.5;26.9;6.9;0.2;0.9;1.8;2.1
232;Schimmel- en bacteriënbestrijding;Spruitkool;2012;182.0;78.6;2410;89.0;0.0;0.0;0.0;0.0;0.0;8.9;79.8;83.6;70.1;84.8;84.8;61.8;10042;0.0;0.0;0.0;0.0;0.0;1.5;24.9;26.8;24.3;15.6;6.5;0.4;3.7;4.2
233;Schimmel- en bacteriënbestrijding;Spruitkool;2016;153.0;73.9;2076;79.7;0.0;0.0;0.0;0.0;7.0;28.3;69.1;74.2;63.4;56.4;20.5;3.7;7890;0.0;0.0;0.0;0.0;1.1;7.1;22.6;32.4;19.8;12.1;4.7;0.3;3.0;3.8
234;Schimmel- en bacteriënbestrijding;Stamsperziebonen;2012;289.0;80.4;2135;89.3;0.0;0.0;0.0;0.0;4.8;22.1;52.7;50.7;17.6;0.0;0.0;0.0;2138;0.0;0.0;0.0;0.0;0.5;13.4;42.5;28.0;15.6;0.0;0.0;0.0;0.9;1.0
235;Schimmel- en bacteriënbestrijding;Stamsperziebonen;2016;296.0;86.2;2037;85.3;0.0;0.0;0.0;0.0;0.5;18.8;45.7;59.1;20.6;0.0;0.0;0.0;1756;0.0;0.0;0.0;0.0;0.1;13.7;32.0;39.1;15.2;0.0;0.0;0.0;0.7;0.9
236;Schimmel- en bacteriënbestrijding;Suikerbieten;2012;7119.0;84.9;65061;89.5;0.0;2.9;2.9;0.0;0.0;2.5;27.0;77.2;45.2;21.0;0.0;0.0;36809;0.0;0.0;0.2;0.0;0.0;1.7;17.2;52.8;25.7;2.4;0.0;0.0;0.5;0.6
237;Schimmel- en bacteriënbestrijding;Suikerbieten;2016;6454.0;82.5;61367;86.8;0.0;0.0;0.0;0.0;1.4;5.9;53.8;61.5;39.3;5.2;0.0;0.0;28486;0.0;0.0;0.0;0.0;3.4;2.0;25.2;41.2;25.7;2.4;0.0;0.0;0.4;0.5
238;Schimmel- en bacteriënbestrijding;Tarwe, winter;2012;7246.0;83.5;108189;79.3;0.2;0.2;0.2;24.1;62.9;41.1;4.2;0.0;0.0;0.0;0.0;0.0;60292;0.0;0.0;0.1;19.3;57.2;21.0;2.4;0.0;0.0;0.0;0.0;0.0;0.4;0.6
239;Schimmel- en bacteriënbestrijding;Tarwe, winter;2016;6593.0;90.8;106668;91.2;0.0;0.0;11.2;65.5;80.4;50.0;3.0;0.0;0.0;0.0;0.0;0.0;69045;0.0;0.0;3.5;39.4;39.2;16.8;1.1;0.0;0.0;0.0;0.0;0.0;0.6;0.6
240;Schimmel- en bacteriënbestrijding;Tarwe, zomer;2012;1694.0;76.6;11434;75.0;0.0;0.0;0.0;3.7;31.7;67.6;0.0;0.0;0.0;0.0;0.0;0.0;4975;0.0;0.0;0.0;4.0;34.7;61.4;0.0;0.0;0.0;0.0;0.0;0.0;0.3;0.4
241;Schimmel- en bacteriënbestrijding;Tarwe, zomer;2016;1399.0;77.3;9295;84.1;0.0;0.0;0.0;13.8;37.1;54.2;14.0;0.0;0.0;0.0;0.0;0.0;3154;0.0;0.0;0.0;12.4;29.1;51.5;7.0;0.0;0.0;0.0;0.0;0.0;0.3;0.3
242;Schimmel- en bacteriënbestrijding;Totaal tomaten;2012;305.0;92.2;1587;93.8;27.6;35.4;57.1;67.1;62.0;64.9;77.0;66.6;74.8;63.1;25.5;16.0;13336;2.7;5.2;8.6;8.5;11.7;11.5;11.8;15.0;10.6;8.5;3.5;2.5;7.9;8.4
243;Schimmel- en bacteriënbestrijding;Totaal tomaten;2016;247.0;90.2;1614;94.7;46.4;39.2;51.4;70.2;62.6;66.6;75.4;57.4;50.4;44.3;25.8;30.7;15989;6.5;6.4;12.6;16.3;6.0;7.5;11.4;10.2;7.9;7.2;1.5;6.7;9.4;9.9
244;Schimmel- en bacteriënbestrijding;Tulpen open grond;2012;856.0;97.6;10963;97.5;67.3;75.1;85.5;71.3;86.2;82.6;44.1;19.1;51.0;74.8;74.8;74.8;274013;1.2;0.5;9.2;12.9;17.9;11.0;2.0;0.8;11.5;20.2;8.4;4.4;24.4;25.0
245;Schimmel- en bacteriënbestrijding;Tulpen open grond;2016;823.0;93.5;12549;95.1;7.7;11.7;44.6;92.6;91.2;88.4;19.6;4.8;20.3;40.8;18.4;14.6;244288;0.0;0.0;5.5;21.1;24.6;21.8;1.4;0.1;4.8;11.2;5.8;3.7;18.5;19.5
246;Schimmel- en bacteriënbestrijding;Vaste planten;2012;396.0;66.0;1016;72.7;39.4;36.8;42.5;32.8;37.3;40.9;63.3;63.6;65.9;62.0;57.9;58.5;15347;11.1;3.8;2.9;2.8;3.9;11.1;18.3;9.6;6.5;11.9;16.0;2.0;11.0;15.1
247;Schimmel- en bacteriënbestrijding;Vaste planten;2016;310.0;59.1;1267;73.3;13.0;9.8;12.0;43.9;46.5;54.9;59.7;59.9;40.8;44.8;11.8;9.1;6076;0.7;0.3;0.4;8.0;12.8;28.7;12.1;15.1;14.2;4.5;2.9;0.3;3.5;4.8
248;Schimmel- en bacteriënbestrijding;Vlas;2012;11.0;4.3;71;3.4;0.0;0.0;0.0;0.0;0.9;1.8;0.0;0.0;0.0;0.0;0.0;0.0;2;0.0;0.0;0.0;0.0;32.9;67.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
249;Schimmel- en bacteriënbestrijding;Vlas;2016;150.0;43.4;975;40.4;0.0;0.0;0.0;2.1;23.7;21.8;0.0;0.0;0.0;0.0;0.0;0.0;174;0.0;0.0;0.0;4.8;55.1;40.1;0.0;0.0;0.0;0.0;0.0;0.0;0.1;0.2
250;Schimmel- en bacteriënbestrijding;Vruchtbomen;2012;153.0;77.8;1196;84.4;60.7;60.7;60.7;51.8;74.6;60.7;86.1;60.8;58.4;78.6;78.6;78.6;31956;0.0;0.8;3.7;5.7;10.8;9.2;12.0;13.2;31.0;5.1;4.9;3.6;22.6;26.7
251;Schimmel- en bacteriënbestrijding;Vruchtbomen;2016;181.0;83.5;1581;96.5;4.8;2.6;17.4;52.5;85.2;92.9;88.2;79.9;65.1;44.1;42.3;22.2;32917;0.1;0.0;0.5;3.9;10.1;19.6;16.4;15.9;11.0;11.5;8.6;2.5;20.1;20.8
252;Schimmel- en bacteriënbestrijding;Winterpeen;2012;803.0;89.8;5747;93.1;0.0;0.0;0.0;0.0;4.7;4.2;64.5;79.6;73.9;22.9;0.0;0.0;5761;0.0;0.0;0.0;0.0;0.6;2.0;28.8;30.4;28.3;9.7;0.0;0.0;0.9;1.0
253;Schimmel- en bacteriënbestrijding;Winterpeen;2016;700.0;76.6;5499;82.8;0.0;0.0;0.0;3.9;8.8;6.5;56.4;87.0;76.2;31.7;0.0;0.0;4735;0.0;0.0;0.0;0.9;1.4;0.9;16.9;38.1;31.7;10.2;0.0;0.0;0.7;0.9
254;Schimmel- en bacteriënbestrijding;Witlofwortel;2012;232.0;50.1;2029;60.5;0.0;0.0;0.0;2.9;4.2;0.0;1.6;22.2;38.5;0.4;0.4;0.0;232;0.0;0.0;0.0;6.5;10.0;0.0;3.1;37.1;41.6;1.4;0.4;0.0;0.1;0.1
255;Schimmel- en bacteriënbestrijding;Witlofwortel;2016;139.0;33.4;1039;35.9;0.0;0.0;0.0;3.2;8.8;6.4;4.2;17.8;12.1;2.6;3.3;0.0;371;0.0;0.0;0.0;7.1;11.7;34.4;3.5;20.7;8.6;9.6;4.2;0.0;0.1;0.4
256;Schimmel- en bacteriënbestrijding;Zaai-uien;2012;2546.0;91.9;19172;91.3;0.0;0.0;0.0;0.0;0.0;57.7;100.0;87.1;3.4;0.0;0.0;0.0;275827;0.0;0.0;0.0;0.0;0.0;12.6;59.8;27.4;0.2;0.0;0.0;0.0;13.1;14.4
257;Schimmel- en bacteriënbestrijding;Zaai-uien;2016;2831.0;92.0;22458;89.6;2.7;0.0;0.0;1.6;3.0;58.1;96.9;93.8;12.5;2.0;0.0;0.0;271203;0.4;0.0;0.0;0.3;0.3;16.0;46.5;34.8;1.7;0.1;0.0;0.0;10.8;12.1
258;Schimmel- en bacteriënbestrijding;Zetmeelaardappelen;2012;1340.0;90.9;39570;91.3;0.0;2.2;37.7;19.1;6.6;72.3;97.4;90.5;86.9;4.0;0.0;0.0;477749;0.0;0.0;0.9;0.8;0.1;24.6;45.1;21.9;6.5;0.1;0.0;0.0;11.0;12.1
259;Schimmel- en bacteriënbestrijding;Zetmeelaardappelen;2016;1484.0;93.1;41124;95.3;0.0;0.0;5.6;36.9;15.3;83.8;99.1;98.7;89.3;9.2;0.0;0.0;413887;0.0;0.0;0.0;3.1;1.6;18.1;41.9;28.2;7.0;0.1;0.0;0.0;9.6;10.1
260;Onkruidbestrijding en loofdoding;Totaal gewassen/teeltsectoren;2012;;;719694;92.7;22.9;27.2;36.8;27.3;59.1;35.2;19.5;13.1;12.0;14.5;8.0;7.9;1756564;2.6;1.8;9.0;16.4;35.2;15.1;7.3;3.4;4.0;3.6;0.9;0.7;2.3;2.4
261;Onkruidbestrijding en loofdoding;Totaal gewassen/teeltsectoren;2016;;;664521;89.8;2.7;2.7;13.5;35.7;53.5;41.8;14.1;12.6;12.7;8.5;1.7;3.2;1484928;2.9;1.6;4.1;15.0;35.7;18.8;4.2;5.6;6.5;3.0;0.6;2.0;2.0;2.2
262;Onkruidbestrijding en loofdoding;Totaal akkerbouw;2012;;;639039;93.8;21.2;25.7;35.6;25.9;59.6;33.3;16.7;10.7;10.9;11.9;4.6;5.1;1401326;0.3;0.4;9.2;17.5;39.5;15.7;6.5;2.7;4.2;3.5;0.2;0.2;2.1;2.2
263;Onkruidbestrijding en loofdoding;Totaal akkerbouw;2016;;;586530;91.6;0.4;0.9;12.3;34.9;53.3;41.2;10.9;9.9;11.8;7.9;0.8;2.4;1157689;0.2;0.4;3.7;15.1;40.6;19.8;3.3;5.7;7.3;3.1;0.1;0.6;1.8;2.0
264;Onkruidbestrijding en loofdoding;Totaal bloembollen en -knollen;2012;;;20109;95.9;88.2;91.1;91.4;61.7;56.9;46.2;45.4;40.1;36.1;27.3;29.2;30.2;188697;17.8;11.3;9.1;14.3;11.6;8.9;8.6;6.9;3.4;2.2;2.0;4.0;9.0;9.4
265;Onkruidbestrijding en loofdoding;Totaal bloembollen en -knollen;2016;;;20434;86.9;54.6;40.4;40.7;55.6;59.2;48.2;34.1;34.3;29.9;17.2;8.8;24.0;179062;21.2;8.9;6.3;12.9;11.9;10.5;4.5;3.9;4.1;1.7;2.3;11.7;7.6;8.8
266;Onkruidbestrijding en loofdoding;Totaal bloemen onder glas;2012;;;2005;59.1;8.2;11.7;15.8;19.4;24.3;24.7;36.1;26.2;20.0;18.0;12.4;7.1;3409;5.1;3.5;3.6;29.1;7.9;10.0;15.9;8.2;5.8;5.4;3.3;2.2;1.0;1.7
