ID;BronTechniek;Energietoepassingen;Perioden;BrutoEindverbruik_1;BrutoEindverbruikRelatief_2;VermedenVerbruik_3;VermedenVerbruikRelatief_4;VermedenEmissie_5;VermedenEmissieRelatief_6
964;Zonnewarmte, afgedekte systemen <= 6m2;Totaal energietoepassingen;1994;60.0;0.0;65.0;0.0;4.0;0.0
965;Zonnewarmte, afgedekte systemen <= 6m2;Totaal energietoepassingen;1995;81.0;0.0;87.0;0.0;5.0;0.0
966;Zonnewarmte, afgedekte systemen <= 6m2;Totaal energietoepassingen;1996;108.0;0.0;116.0;0.0;7.0;0.0
967;Zonnewarmte, afgedekte systemen <= 6m2;Totaal energietoepassingen;1997;148.0;0.01;159.0;0.01;9.0;0.01
968;Zonnewarmte, afgedekte systemen <= 6m2;Totaal energietoepassingen;1998;184.0;0.01;198.0;0.01;11.0;0.01
969;Zonnewarmte, afgedekte systemen <= 6m2;Totaal energietoepassingen;1999;232.0;0.01;250.0;0.01;14.0;0.01
970;Zonnewarmte, afgedekte systemen <= 6m2;Totaal energietoepassingen;2000;278.0;0.01;299.0;0.01;17.0;0.01
971;Zonnewarmte, afgedekte systemen <= 6m2;Totaal energietoepassingen;2001;328.0;0.02;354.0;0.01;20.0;0.01
972;Zonnewarmte, afgedekte systemen <= 6m2;Totaal energietoepassingen;2002;380.0;0.02;409.0;0.01;23.0;0.01
973;Zonnewarmte, afgedekte systemen <= 6m2;Totaal energietoepassingen;2003;424.0;0.02;456.0;0.01;26.0;0.01
974;Zonnewarmte, afgedekte systemen <= 6m2;Totaal energietoepassingen;2004;463.0;0.02;498.0;0.01;28.0;0.02
975;Zonnewarmte, afgedekte systemen <= 6m2;Totaal energietoepassingen;2005;496.0;0.02;534.0;0.02;30.0;0.02
976;Zonnewarmte, afgedekte systemen <= 6m2;Totaal energietoepassingen;2006;520.0;0.02;560.0;0.02;32.0;0.02
977;Zonnewarmte, afgedekte systemen <= 6m2;Totaal energietoepassingen;2007;552.0;0.02;595.0;0.02;34.0;0.02
978;Zonnewarmte, afgedekte systemen <= 6m2;Totaal energietoepassingen;2008;589.0;0.03;634.0;0.02;36.0;0.02
979;Zonnewarmte, afgedekte systemen <= 6m2;Totaal energietoepassingen;2009;649.0;0.03;699.0;0.02;40.0;0.02
980;Zonnewarmte, afgedekte systemen <= 6m2;Totaal energietoepassingen;2010;694.0;0.03;748.0;0.02;42.0;0.02
981;Zonnewarmte, afgedekte systemen <= 6m2;Totaal energietoepassingen;2011;731.0;0.03;787.0;0.02;44.0;0.03
982;Zonnewarmte, afgedekte systemen <= 6m2;Totaal energietoepassingen;2012;757.0;0.03;816.0;0.03;46.0;0.03
983;Zonnewarmte, afgedekte systemen <= 6m2;Totaal energietoepassingen;2013;787.0;0.04;847.0;0.03;48.0;0.03
984;Zonnewarmte, afgedekte systemen <= 6m2;Totaal energietoepassingen;2014;809.0;0.04;871.0;0.03;49.0;0.03
985;Zonnewarmte, afgedekte systemen <= 6m2;Totaal energietoepassingen;2015;818.0;0.04;881.0;0.03;50.0;0.03
986;Zonnewarmte, afgedekte systemen <= 6m2;Totaal energietoepassingen;2016;826.0;0.04;890.0;0.03;50.0;0.03
987;Zonnewarmte, afgedekte systemen <= 6m2;Totaal energietoepassingen;2017;820.0;0.04;883.0;0.03;50.0;0.03
988;Zonnewarmte, afgedekte systemen <= 6m2;Totaal energietoepassingen;2018;826.0;0.04;890.0;0.03;50.0;0.03
989;Zonnewarmte, afgedekte systemen <= 6m2;Totaal energietoepassingen;2019;797.0;0.04;858.0;0.03;49.0;0.03
990;Zonnewarmte, afgedekte systemen <= 6m2;Elektriciteit;1990;;;;;;
991;Zonnewarmte, afgedekte systemen <= 6m2;Elektriciteit;1991;;;;;;
992;Zonnewarmte, afgedekte systemen <= 6m2;Elektriciteit;1992;;;;;;
993;Zonnewarmte, afgedekte systemen <= 6m2;Elektriciteit;1993;;;;;;
994;Zonnewarmte, afgedekte systemen <= 6m2;Elektriciteit;1994;;;;;;
995;Zonnewarmte, afgedekte systemen <= 6m2;Elektriciteit;1995;;;;;;
996;Zonnewarmte, afgedekte systemen <= 6m2;Elektriciteit;1996;;;;;;
997;Zonnewarmte, afgedekte systemen <= 6m2;Elektriciteit;1997;;;;;;
998;Zonnewarmte, afgedekte systemen <= 6m2;Elektriciteit;1998;;;;;;
999;Zonnewarmte, afgedekte systemen <= 6m2;Elektriciteit;1999;;;;;;
1000;Zonnewarmte, afgedekte systemen <= 6m2;Elektriciteit;2000;;;;;;
1001;Zonnewarmte, afgedekte systemen <= 6m2;Elektriciteit;2001;;;;;;
1002;Zonnewarmte, afgedekte systemen <= 6m2;Elektriciteit;2002;;;;;;
1003;Zonnewarmte, afgedekte systemen <= 6m2;Elektriciteit;2003;;;;;;
1004;Zonnewarmte, afgedekte systemen <= 6m2;Elektriciteit;2004;;;;;;
1005;Zonnewarmte, afgedekte systemen <= 6m2;Elektriciteit;2005;;;;;;
1006;Zonnewarmte, afgedekte systemen <= 6m2;Elektriciteit;2006;;;;;;
1007;Zonnewarmte, afgedekte systemen <= 6m2;Elektriciteit;2007;;;;;;
1008;Zonnewarmte, afgedekte systemen <= 6m2;Elektriciteit;2008;;;;;;
1009;Zonnewarmte, afgedekte systemen <= 6m2;Elektriciteit;2009;;;;;;
1010;Zonnewarmte, afgedekte systemen <= 6m2;Elektriciteit;2010;;;;;;
1011;Zonnewarmte, afgedekte systemen <= 6m2;Elektriciteit;2011;;;;;;
1012;Zonnewarmte, afgedekte systemen <= 6m2;Elektriciteit;2012;;;;;;
1013;Zonnewarmte, afgedekte systemen <= 6m2;Elektriciteit;2013;;;;;;
1014;Zonnewarmte, afgedekte systemen <= 6m2;Elektriciteit;2014;;;;;;
1015;Zonnewarmte, afgedekte systemen <= 6m2;Elektriciteit;2015;;;;;;
1016;Zonnewarmte, afgedekte systemen <= 6m2;Elektriciteit;2016;;;;;;
1017;Zonnewarmte, afgedekte systemen <= 6m2;Elektriciteit;2017;;;;;;
1018;Zonnewarmte, afgedekte systemen <= 6m2;Elektriciteit;2018;;;;;;
1019;Zonnewarmte, afgedekte systemen <= 6m2;Elektriciteit;2019;;;;;;
1020;Zonnewarmte, afgedekte systemen <= 6m2;Warmte;1990;11.0;0.0;12.0;0.0;1.0;0.0
1021;Zonnewarmte, afgedekte systemen <= 6m2;Warmte;1991;21.0;0.0;23.0;0.0;1.0;0.0
1022;Zonnewarmte, afgedekte systemen <= 6m2;Warmte;1992;34.0;0.0;37.0;0.0;2.0;0.0
1023;Zonnewarmte, afgedekte systemen <= 6m2;Warmte;1993;45.0;0.0;49.0;0.0;3.0;0.0
1024;Zonnewarmte, afgedekte systemen <= 6m2;Warmte;1994;60.0;0.0;65.0;0.0;4.0;0.0
1025;Zonnewarmte, afgedekte systemen <= 6m2;Warmte;1995;81.0;0.0;87.0;0.0;5.0;0.0
1026;Zonnewarmte, afgedekte systemen <= 6m2;Warmte;1996;108.0;0.0;116.0;0.0;7.0;0.0
1027;Zonnewarmte, afgedekte systemen <= 6m2;Warmte;1997;148.0;0.01;159.0;0.01;9.0;0.01
1028;Zonnewarmte, afgedekte systemen <= 6m2;Warmte;1998;184.0;0.01;198.0;0.01;11.0;0.01
1029;Zonnewarmte, afgedekte systemen <= 6m2;Warmte;1999;232.0;0.01;250.0;0.01;14.0;0.01
1030;Zonnewarmte, afgedekte systemen <= 6m2;Warmte;2000;278.0;0.01;299.0;0.01;17.0;0.01
1031;Zonnewarmte, afgedekte systemen <= 6m2;Warmte;2001;328.0;0.02;354.0;0.01;20.0;0.01
1032;Zonnewarmte, afgedekte systemen <= 6m2;Warmte;2002;380.0;0.02;409.0;0.01;23.0;0.01
1033;Zonnewarmte, afgedekte systemen <= 6m2;Warmte;2003;424.0;0.02;456.0;0.01;26.0;0.01
1034;Zonnewarmte, afgedekte systemen <= 6m2;Warmte;2004;463.0;0.02;498.0;0.01;28.0;0.02
1035;Zonnewarmte, afgedekte systemen <= 6m2;Warmte;2005;496.0;0.02;534.0;0.02;30.0;0.02
1036;Zonnewarmte, afgedekte systemen <= 6m2;Warmte;2006;520.0;0.02;560.0;0.02;32.0;0.02
1037;Zonnewarmte, afgedekte systemen <= 6m2;Warmte;2007;552.0;0.02;595.0;0.02;34.0;0.02
1038;Zonnewarmte, afgedekte systemen <= 6m2;Warmte;2008;589.0;0.03;634.0;0.02;36.0;0.02
1039;Zonnewarmte, afgedekte systemen <= 6m2;Warmte;2009;649.0;0.03;699.0;0.02;40.0;0.02
1040;Zonnewarmte, afgedekte systemen <= 6m2;Warmte;2010;694.0;0.03;748.0;0.02;42.0;0.02
1041;Zonnewarmte, afgedekte systemen <= 6m2;Warmte;2011;731.0;0.03;787.0;0.02;44.0;0.03
1042;Zonnewarmte, afgedekte systemen <= 6m2;Warmte;2012;757.0;0.03;816.0;0.03;46.0;0.03
1043;Zonnewarmte, afgedekte systemen <= 6m2;Warmte;2013;787.0;0.04;847.0;0.03;48.0;0.03
1044;Zonnewarmte, afgedekte systemen <= 6m2;Warmte;2014;809.0;0.04;871.0;0.03;49.0;0.03
1045;Zonnewarmte, afgedekte systemen <= 6m2;Warmte;2015;818.0;0.04;881.0;0.03;50.0;0.03
1046;Zonnewarmte, afgedekte systemen <= 6m2;Warmte;2016;826.0;0.04;890.0;0.03;50.0;0.03
1047;Zonnewarmte, afgedekte systemen <= 6m2;Warmte;2017;820.0;0.04;883.0;0.03;50.0;0.03
1048;Zonnewarmte, afgedekte systemen <= 6m2;Warmte;2018;826.0;0.04;890.0;0.03;50.0;0.03
1049;Zonnewarmte, afgedekte systemen <= 6m2;Warmte;2019;797.0;0.04;858.0;0.03;49.0;0.03
1050;Zonnewarmte, afgedekte systemen <= 6m2;Vervoer;1990;;;;;;
1051;Zonnewarmte, afgedekte systemen <= 6m2;Vervoer;1991;;;;;;
1052;Zonnewarmte, afgedekte systemen <= 6m2;Vervoer;1992;;;;;;
1053;Zonnewarmte, afgedekte systemen <= 6m2;Vervoer;1993;;;;;;
1054;Zonnewarmte, afgedekte systemen <= 6m2;Vervoer;1994;;;;;;
1055;Zonnewarmte, afgedekte systemen <= 6m2;Vervoer;1995;;;;;;
1056;Zonnewarmte, afgedekte systemen <= 6m2;Vervoer;1996;;;;;;
1057;Zonnewarmte, afgedekte systemen <= 6m2;Vervoer;1997;;;;;;
1058;Zonnewarmte, afgedekte systemen <= 6m2;Vervoer;1998;;;;;;
1059;Zonnewarmte, afgedekte systemen <= 6m2;Vervoer;1999;;;;;;
1060;Zonnewarmte, afgedekte systemen <= 6m2;Vervoer;2000;;;;;;
1061;Zonnewarmte, afgedekte systemen <= 6m2;Vervoer;2001;;;;;;
1062;Zonnewarmte, afgedekte systemen <= 6m2;Vervoer;2002;;;;;;
1063;Zonnewarmte, afgedekte systemen <= 6m2;Vervoer;2003;;;;;;
1064;Zonnewarmte, afgedekte systemen <= 6m2;Vervoer;2004;;;;;;
1065;Zonnewarmte, afgedekte systemen <= 6m2;Vervoer;2005;;;;;;
1066;Zonnewarmte, afgedekte systemen <= 6m2;Vervoer;2006;;;;;;
1067;Zonnewarmte, afgedekte systemen <= 6m2;Vervoer;2007;;;;;;
1068;Zonnewarmte, afgedekte systemen <= 6m2;Vervoer;2008;;;;;;
1069;Zonnewarmte, afgedekte systemen <= 6m2;Vervoer;2009;;;;;;
1070;Zonnewarmte, afgedekte systemen <= 6m2;Vervoer;2010;;;;;;
1071;Zonnewarmte, afgedekte systemen <= 6m2;Vervoer;2011;;;;;;
1072;Zonnewarmte, afgedekte systemen <= 6m2;Vervoer;2012;;;;;;
1073;Zonnewarmte, afgedekte systemen <= 6m2;Vervoer;2013;;;;;;
1074;Zonnewarmte, afgedekte systemen <= 6m2;Vervoer;2014;;;;;;
1075;Zonnewarmte, afgedekte systemen <= 6m2;Vervoer;2015;;;;;;
1076;Zonnewarmte, afgedekte systemen <= 6m2;Vervoer;2016;;;;;;
1077;Zonnewarmte, afgedekte systemen <= 6m2;Vervoer;2017;;;;;;
1078;Zonnewarmte, afgedekte systemen <= 6m2;Vervoer;2018;;;;;;
1079;Zonnewarmte, afgedekte systemen <= 6m2;Vervoer;2019;;;;;;
1080;Zonnewarmte, afgedekte systemen > 6m2;Totaal energietoepassingen;1990;18.0;0.0;19.0;0.0;1.0;0.0
1081;Zonnewarmte, afgedekte systemen > 6m2;Totaal energietoepassingen;1991;19.0;0.0;20.0;0.0;1.0;0.0
1082;Zonnewarmte, afgedekte systemen > 6m2;Totaal energietoepassingen;1992;19.0;0.0;20.0;0.0;1.0;0.0
1083;Zonnewarmte, afgedekte systemen > 6m2;Totaal energietoepassingen;1993;22.0;0.0;24.0;0.0;1.0;0.0
1084;Zonnewarmte, afgedekte systemen > 6m2;Totaal energietoepassingen;1994;26.0;0.0;28.0;0.0;2.0;0.0
1085;Zonnewarmte, afgedekte systemen > 6m2;Totaal energietoepassingen;1995;29.0;0.0;32.0;0.0;2.0;0.0
1086;Zonnewarmte, afgedekte systemen > 6m2;Totaal energietoepassingen;1996;32.0;0.0;35.0;0.0;2.0;0.0
1087;Zonnewarmte, afgedekte systemen > 6m2;Totaal energietoepassingen;1997;38.0;0.0;41.0;0.0;2.0;0.0
1088;Zonnewarmte, afgedekte systemen > 6m2;Totaal energietoepassingen;1998;44.0;0.0;47.0;0.0;3.0;0.0
1089;Zonnewarmte, afgedekte systemen > 6m2;Totaal energietoepassingen;1999;48.0;0.0;51.0;0.0;3.0;0.0
1090;Zonnewarmte, afgedekte systemen > 6m2;Totaal energietoepassingen;2000;47.0;0.0;51.0;0.0;3.0;0.0
1091;Zonnewarmte, afgedekte systemen > 6m2;Totaal energietoepassingen;2001;52.0;0.0;56.0;0.0;3.0;0.0
1092;Zonnewarmte, afgedekte systemen > 6m2;Totaal energietoepassingen;2002;60.0;0.0;64.0;0.0;4.0;0.0
1093;Zonnewarmte, afgedekte systemen > 6m2;Totaal energietoepassingen;2003;66.0;0.0;71.0;0.0;4.0;0.0
1094;Zonnewarmte, afgedekte systemen > 6m2;Totaal energietoepassingen;2004;74.0;0.0;80.0;0.0;5.0;0.0
1095;Zonnewarmte, afgedekte systemen > 6m2;Totaal energietoepassingen;2005;79.0;0.0;85.0;0.0;5.0;0.0
1096;Zonnewarmte, afgedekte systemen > 6m2;Totaal energietoepassingen;2006;82.0;0.0;88.0;0.0;5.0;0.0
1097;Zonnewarmte, afgedekte systemen > 6m2;Totaal energietoepassingen;2007;86.0;0.0;93.0;0.0;5.0;0.0
1098;Zonnewarmte, afgedekte systemen > 6m2;Totaal energietoepassingen;2008;92.0;0.0;99.0;0.0;6.0;0.0
1099;Zonnewarmte, afgedekte systemen > 6m2;Totaal energietoepassingen;2009;111.0;0.01;119.0;0.0;7.0;0.0
1100;Zonnewarmte, afgedekte systemen > 6m2;Totaal energietoepassingen;2010;138.0;0.01;149.0;0.0;8.0;0.0
1101;Zonnewarmte, afgedekte systemen > 6m2;Totaal energietoepassingen;2011;151.0;0.01;162.0;0.01;9.0;0.01
1102;Zonnewarmte, afgedekte systemen > 6m2;Totaal energietoepassingen;2012;164.0;0.01;177.0;0.01;10.0;0.01
1103;Zonnewarmte, afgedekte systemen > 6m2;Totaal energietoepassingen;2013;175.0;0.01;189.0;0.01;11.0;0.01
1104;Zonnewarmte, afgedekte systemen > 6m2;Totaal energietoepassingen;2014;181.0;0.01;195.0;0.01;11.0;0.01
1105;Zonnewarmte, afgedekte systemen > 6m2;Totaal energietoepassingen;2015;187.0;0.01;201.0;0.01;11.0;0.01
1106;Zonnewarmte, afgedekte systemen > 6m2;Totaal energietoepassingen;2016;194.0;0.01;209.0;0.01;12.0;0.01
1107;Zonnewarmte, afgedekte systemen > 6m2;Totaal energietoepassingen;2017;204.0;0.01;220.0;0.01;12.0;0.01
1108;Zonnewarmte, afgedekte systemen > 6m2;Totaal energietoepassingen;2018;220.0;0.01;237.0;0.01;13.0;0.01
1109;Zonnewarmte, afgedekte systemen > 6m2;Totaal energietoepassingen;2019;276.0;0.01;297.0;0.01;17.0;0.01
1110;Zonnewarmte, afgedekte systemen > 6m2;Elektriciteit;1990;;;;;;
1111;Zonnewarmte, afgedekte systemen > 6m2;Elektriciteit;1991;;;;;;
1112;Zonnewarmte, afgedekte systemen > 6m2;Elektriciteit;1992;;;;;;
1113;Zonnewarmte, afgedekte systemen > 6m2;Elektriciteit;1993;;;;;;
1114;Zonnewarmte, afgedekte systemen > 6m2;Elektriciteit;1994;;;;;;
1115;Zonnewarmte, afgedekte systemen > 6m2;Elektriciteit;1995;;;;;;
1116;Zonnewarmte, afgedekte systemen > 6m2;Elektriciteit;1996;;;;;;
1117;Zonnewarmte, afgedekte systemen > 6m2;Elektriciteit;1997;;;;;;
1118;Zonnewarmte, afgedekte systemen > 6m2;Elektriciteit;1998;;;;;;
1119;Zonnewarmte, afgedekte systemen > 6m2;Elektriciteit;1999;;;;;;
1120;Zonnewarmte, afgedekte systemen > 6m2;Elektriciteit;2000;;;;;;
1121;Zonnewarmte, afgedekte systemen > 6m2;Elektriciteit;2001;;;;;;
1122;Zonnewarmte, afgedekte systemen > 6m2;Elektriciteit;2002;;;;;;
1123;Zonnewarmte, afgedekte systemen > 6m2;Elektriciteit;2003;;;;;;
1124;Zonnewarmte, afgedekte systemen > 6m2;Elektriciteit;2004;;;;;;
1125;Zonnewarmte, afgedekte systemen > 6m2;Elektriciteit;2005;;;;;;
1126;Zonnewarmte, afgedekte systemen > 6m2;Elektriciteit;2006;;;;;;
1127;Zonnewarmte, afgedekte systemen > 6m2;Elektriciteit;2007;;;;;;
1128;Zonnewarmte, afgedekte systemen > 6m2;Elektriciteit;2008;;;;;;
1129;Zonnewarmte, afgedekte systemen > 6m2;Elektriciteit;2009;;;;;;
1130;Zonnewarmte, afgedekte systemen > 6m2;Elektriciteit;2010;;;;;;
1131;Zonnewarmte, afgedekte systemen > 6m2;Elektriciteit;2011;;;;;;
1132;Zonnewarmte, afgedekte systemen > 6m2;Elektriciteit;2012;;;;;;
1133;Zonnewarmte, afgedekte systemen > 6m2;Elektriciteit;2013;;;;;;
1134;Zonnewarmte, afgedekte systemen > 6m2;Elektriciteit;2014;;;;;;
1135;Zonnewarmte, afgedekte systemen > 6m2;Elektriciteit;2015;;;;;;
1136;Zonnewarmte, afgedekte systemen > 6m2;Elektriciteit;2016;;;;;;
1137;Zonnewarmte, afgedekte systemen > 6m2;Elektriciteit;2017;;;;;;
1138;Zonnewarmte, afgedekte systemen > 6m2;Elektriciteit;2018;;;;;;
1139;Zonnewarmte, afgedekte systemen > 6m2;Elektriciteit;2019;;;;;;
1140;Zonnewarmte, afgedekte systemen > 6m2;Warmte;1990;18.0;0.0;19.0;0.0;1.0;0.0
1141;Zonnewarmte, afgedekte systemen > 6m2;Warmte;1991;19.0;0.0;20.0;0.0;1.0;0.0
1142;Zonnewarmte, afgedekte systemen > 6m2;Warmte;1992;19.0;0.0;20.0;0.0;1.0;0.0
1143;Zonnewarmte, afgedekte systemen > 6m2;Warmte;1993;22.0;0.0;24.0;0.0;1.0;0.0
1144;Zonnewarmte, afgedekte systemen > 6m2;Warmte;1994;26.0;0.0;28.0;0.0;2.0;0.0
1145;Zonnewarmte, afgedekte systemen > 6m2;Warmte;1995;29.0;0.0;32.0;0.0;2.0;0.0
1146;Zonnewarmte, afgedekte systemen > 6m2;Warmte;1996;32.0;0.0;35.0;0.0;2.0;0.0
1147;Zonnewarmte, afgedekte systemen > 6m2;Warmte;1997;38.0;0.0;41.0;0.0;2.0;0.0
1148;Zonnewarmte, afgedekte systemen > 6m2;Warmte;1998;44.0;0.0;47.0;0.0;3.0;0.0
1149;Zonnewarmte, afgedekte systemen > 6m2;Warmte;1999;48.0;0.0;51.0;0.0;3.0;0.0
1150;Zonnewarmte, afgedekte systemen > 6m2;Warmte;2000;47.0;0.0;51.0;0.0;3.0;0.0
1151;Zonnewarmte, afgedekte systemen > 6m2;Warmte;2001;52.0;0.0;56.0;0.0;3.0;0.0
1152;Zonnewarmte, afgedekte systemen > 6m2;Warmte;2002;60.0;0.0;64.0;0.0;4.0;0.0
1153;Zonnewarmte, afgedekte systemen > 6m2;Warmte;2003;66.0;0.0;71.0;0.0;4.0;0.0
1154;Zonnewarmte, afgedekte systemen > 6m2;Warmte;2004;74.0;0.0;80.0;0.0;5.0;0.0
1155;Zonnewarmte, afgedekte systemen > 6m2;Warmte;2005;79.0;0.0;85.0;0.0;5.0;0.0
1156;Zonnewarmte, afgedekte systemen > 6m2;Warmte;2006;82.0;0.0;88.0;0.0;5.0;0.0
1157;Zonnewarmte, afgedekte systemen > 6m2;Warmte;2007;86.0;0.0;93.0;0.0;5.0;0.0
1158;Zonnewarmte, afgedekte systemen > 6m2;Warmte;2008;92.0;0.0;99.0;0.0;6.0;0.0
1159;Zonnewarmte, afgedekte systemen > 6m2;Warmte;2009;111.0;0.01;119.0;0.0;7.0;0.0
1160;Zonnewarmte, afgedekte systemen > 6m2;Warmte;2010;138.0;0.01;149.0;0.0;8.0;0.0
1161;Zonnewarmte, afgedekte systemen > 6m2;Warmte;2011;151.0;0.01;162.0;0.01;9.0;0.01
1162;Zonnewarmte, afgedekte systemen > 6m2;Warmte;2012;164.0;0.01;177.0;0.01;10.0;0.01
1163;Zonnewarmte, afgedekte systemen > 6m2;Warmte;2013;175.0;0.01;189.0;0.01;11.0;0.01
1164;Zonnewarmte, afgedekte systemen > 6m2;Warmte;2014;181.0;0.01;195.0;0.01;11.0;0.01
1165;Zonnewarmte, afgedekte systemen > 6m2;Warmte;2015;187.0;0.01;201.0;0.01;11.0;0.01
1166;Zonnewarmte, afgedekte systemen > 6m2;Warmte;2016;194.0;0.01;209.0;0.01;12.0;0.01
1167;Zonnewarmte, afgedekte systemen > 6m2;Warmte;2017;204.0;0.01;220.0;0.01;12.0;0.01
1168;Zonnewarmte, afgedekte systemen > 6m2;Warmte;2018;220.0;0.01;237.0;0.01;13.0;0.01
1169;Zonnewarmte, afgedekte systemen > 6m2;Warmte;2019;276.0;0.01;297.0;0.01;17.0;0.01
1170;Zonnewarmte, afgedekte systemen > 6m2;Vervoer;1990;;;;;;
1171;Zonnewarmte, afgedekte systemen > 6m2;Vervoer;1991;;;;;;
1172;Zonnewarmte, afgedekte systemen > 6m2;Vervoer;1992;;;;;;
1173;Zonnewarmte, afgedekte systemen > 6m2;Vervoer;1993;;;;;;
1174;Zonnewarmte, afgedekte systemen > 6m2;Vervoer;1994;;;;;;
1175;Zonnewarmte, afgedekte systemen > 6m2;Vervoer;1995;;;;;;
1176;Zonnewarmte, afgedekte systemen > 6m2;Vervoer;1996;;;;;;
1177;Zonnewarmte, afgedekte systemen > 6m2;Vervoer;1997;;;;;;
1178;Zonnewarmte, afgedekte systemen > 6m2;Vervoer;1998;;;;;;
1179;Zonnewarmte, afgedekte systemen > 6m2;Vervoer;1999;;;;;;
1180;Zonnewarmte, afgedekte systemen > 6m2;Vervoer;2000;;;;;;
1181;Zonnewarmte, afgedekte systemen > 6m2;Vervoer;2001;;;;;;
1182;Zonnewarmte, afgedekte systemen > 6m2;Vervoer;2002;;;;;;
1183;Zonnewarmte, afgedekte systemen > 6m2;Vervoer;2003;;;;;;
1184;Zonnewarmte, afgedekte systemen > 6m2;Vervoer;2004;;;;;;
1185;Zonnewarmte, afgedekte systemen > 6m2;Vervoer;2005;;;;;;
1186;Zonnewarmte, afgedekte systemen > 6m2;Vervoer;2006;;;;;;
1187;Zonnewarmte, afgedekte systemen > 6m2;Vervoer;2007;;;;;;
1188;Zonnewarmte, afgedekte systemen > 6m2;Vervoer;2008;;;;;;
1189;Zonnewarmte, afgedekte systemen > 6m2;Vervoer;2009;;;;;;
1190;Zonnewarmte, afgedekte systemen > 6m2;Vervoer;2010;;;;;;
1191;Zonnewarmte, afgedekte systemen > 6m2;Vervoer;2011;;;;;;
1192;Zonnewarmte, afgedekte systemen > 6m2;Vervoer;2012;;;;;;
1193;Zonnewarmte, afgedekte systemen > 6m2;Vervoer;2013;;;;;;
1194;Zonnewarmte, afgedekte systemen > 6m2;Vervoer;2014;;;;;;
1195;Zonnewarmte, afgedekte systemen > 6m2;Vervoer;2015;;;;;;
1196;Zonnewarmte, afgedekte systemen > 6m2;Vervoer;2016;;;;;;
1197;Zonnewarmte, afgedekte systemen > 6m2;Vervoer;2017;;;;;;
1198;Zonnewarmte, afgedekte systemen > 6m2;Vervoer;2018;;;;;;
1199;Zonnewarmte, afgedekte systemen > 6m2;Vervoer;2019;;;;;;
1200;Zonnewarmte, onafgedekte systemen;Totaal energietoepassingen;1990;71.0;0.0;53.0;0.0;3.0;0.0
1201;Zonnewarmte, onafgedekte systemen;Totaal energietoepassingen;1991;73.0;0.0;54.0;0.0;3.0;0.0
1202;Zonnewarmte, onafgedekte systemen;Totaal energietoepassingen;1992;83.0;0.0;61.0;0.0;3.0;0.0
1203;Zonnewarmte, onafgedekte systemen;Totaal energietoepassingen;1993;86.0;0.0;64.0;0.0;4.0;0.0
1204;Zonnewarmte, onafgedekte systemen;Totaal energietoepassingen;1994;93.0;0.0;69.0;0.0;4.0;0.0
1205;Zonnewarmte, onafgedekte systemen;Totaal energietoepassingen;1995;100.0;0.0;74.0;0.0;4.0;0.0
1206;Zonnewarmte, onafgedekte systemen;Totaal energietoepassingen;1996;104.0;0.0;76.0;0.0;4.0;0.0
1207;Zonnewarmte, onafgedekte systemen;Totaal energietoepassingen;1997;108.0;0.01;79.0;0.0;5.0;0.0
1208;Zonnewarmte, onafgedekte systemen;Totaal energietoepassingen;1998;117.0;0.01;86.0;0.0;5.0;0.0
1209;Zonnewarmte, onafgedekte systemen;Totaal energietoepassingen;1999;125.0;0.01;92.0;0.0;5.0;0.0
1210;Zonnewarmte, onafgedekte systemen;Totaal energietoepassingen;2000;129.0;0.01;95.0;0.0;5.0;0.0
1211;Zonnewarmte, onafgedekte systemen;Totaal energietoepassingen;2001;131.0;0.01;97.0;0.0;5.0;0.0
1212;Zonnewarmte, onafgedekte systemen;Totaal energietoepassingen;2002;135.0;0.01;99.0;0.0;6.0;0.0
1213;Zonnewarmte, onafgedekte systemen;Totaal energietoepassingen;2003;134.0;0.01;99.0;0.0;6.0;0.0
1214;Zonnewarmte, onafgedekte systemen;Totaal energietoepassingen;2004;137.0;0.01;101.0;0.0;6.0;0.0
1215;Zonnewarmte, onafgedekte systemen;Totaal energietoepassingen;2005;145.0;0.01;107.0;0.0;6.0;0.0
1216;Zonnewarmte, onafgedekte systemen;Totaal energietoepassingen;2006;152.0;0.01;112.0;0.0;6.0;0.0
1217;Zonnewarmte, onafgedekte systemen;Totaal energietoepassingen;2007;160.0;0.01;118.0;0.0;7.0;0.0
1218;Zonnewarmte, onafgedekte systemen;Totaal energietoepassingen;2008;164.0;0.01;121.0;0.0;7.0;0.0
1219;Zonnewarmte, onafgedekte systemen;Totaal energietoepassingen;2009;166.0;0.01;122.0;0.0;7.0;0.0
1220;Zonnewarmte, onafgedekte systemen;Totaal energietoepassingen;2010;162.0;0.01;119.0;0.0;7.0;0.0
1221;Zonnewarmte, onafgedekte systemen;Totaal energietoepassingen;2011;158.0;0.01;117.0;0.0;7.0;0.0
1222;Zonnewarmte, onafgedekte systemen;Totaal energietoepassingen;2012;149.0;0.01;110.0;0.0;6.0;0.0
1223;Zonnewarmte, onafgedekte systemen;Totaal energietoepassingen;2013;144.0;0.01;106.0;0.0;6.0;0.0
1224;Zonnewarmte, onafgedekte systemen;Totaal energietoepassingen;2014;138.0;0.01;102.0;0.0;6.0;0.0
1225;Zonnewarmte, onafgedekte systemen;Totaal energietoepassingen;2015;132.0;0.01;97.0;0.0;5.0;0.0
1226;Zonnewarmte, onafgedekte systemen;Totaal energietoepassingen;2016;127.0;0.01;93.0;0.0;5.0;0.0
