ID;Leeftijd31DecemberBijVerweduwen;HuwelijksduurOp31December;Perioden;VerweduwendeMannenEnVrouwen_1;VerweduwendeMannen_2;VerweduwendeVrouwen_3
1644;Totaal;57 jaar;2016;1988.0;592.0;1396.0
1645;Totaal;57 jaar;2017;2085.0;653.0;1432.0
1646;Totaal;57 jaar;2018;2253.0;688.0;1565.0
1647;Totaal;57 jaar;2019;2232.0;703.0;1529.0
1648;Totaal;57 jaar;2020;2493.0;781.0;1712.0
1649;Totaal;57 jaar;2021;2779.0;889.0;1890.0
1650;Totaal;57 jaar;2022;2764.0;964.0;1800.0
1651;Totaal;57 jaar;2023;2704.0;882.0;1822.0
1652;Totaal;58 jaar;1996;1048.0;323.0;725.0
1653;Totaal;58 jaar;1997;1353.0;410.0;943.0
1654;Totaal;58 jaar;1998;1072.0;349.0;723.0
1655;Totaal;58 jaar;1999;1156.0;348.0;808.0
1656;Totaal;58 jaar;2000;1442.0;429.0;1013.0
1657;Totaal;58 jaar;2001;1083.0;370.0;713.0
1658;Totaal;58 jaar;2002;836.0;270.0;566.0
1659;Totaal;58 jaar;2003;1231.0;383.0;848.0
1660;Totaal;58 jaar;2004;1726.0;548.0;1178.0
1661;Totaal;58 jaar;2005;1617.0;525.0;1092.0
1662;Totaal;58 jaar;2006;1406.0;434.0;972.0
1663;Totaal;58 jaar;2007;1361.0;394.0;967.0
1664;Totaal;58 jaar;2008;1456.0;465.0;991.0
1665;Totaal;58 jaar;2009;1693.0;513.0;1180.0
1666;Totaal;58 jaar;2010;1685.0;512.0;1173.0
1667;Totaal;58 jaar;2011;1650.0;528.0;1122.0
1668;Totaal;58 jaar;2012;1793.0;564.0;1229.0
1669;Totaal;58 jaar;2013;1746.0;534.0;1212.0
1670;Totaal;58 jaar;2014;1883.0;600.0;1283.0
1671;Totaal;58 jaar;2015;2073.0;623.0;1450.0
1672;Totaal;58 jaar;2016;2035.0;603.0;1432.0
1673;Totaal;58 jaar;2017;2103.0;676.0;1427.0
1674;Totaal;58 jaar;2018;2063.0;635.0;1428.0
1675;Totaal;58 jaar;2019;2178.0;695.0;1483.0
1676;Totaal;58 jaar;2020;2573.0;819.0;1754.0
1677;Totaal;58 jaar;2021;2529.0;794.0;1735.0
1678;Totaal;58 jaar;2022;2582.0;885.0;1697.0
1679;Totaal;58 jaar;2023;2849.0;961.0;1888.0
1680;Totaal;59 jaar;1996;923.0;284.0;639.0
1681;Totaal;59 jaar;1997;902.0;282.0;620.0
1682;Totaal;59 jaar;1998;1128.0;368.0;760.0
1683;Totaal;59 jaar;1999;978.0;308.0;670.0
1684;Totaal;59 jaar;2000;1011.0;318.0;693.0
1685;Totaal;59 jaar;2001;1388.0;447.0;941.0
1686;Totaal;59 jaar;2002;1022.0;341.0;681.0
1687;Totaal;59 jaar;2003;744.0;226.0;518.0
1688;Totaal;59 jaar;2004;1111.0;378.0;733.0
1689;Totaal;59 jaar;2005;1621.0;550.0;1071.0
1690;Totaal;59 jaar;2006;1497.0;466.0;1031.0
1691;Totaal;59 jaar;2007;1260.0;377.0;883.0
1692;Totaal;59 jaar;2008;1320.0;435.0;885.0
1693;Totaal;59 jaar;2009;1267.0;384.0;883.0
1694;Totaal;59 jaar;2010;1492.0;503.0;989.0
1695;Totaal;59 jaar;2011;1471.0;476.0;995.0
1696;Totaal;59 jaar;2012;1625.0;517.0;1108.0
1697;Totaal;59 jaar;2013;1737.0;568.0;1169.0
1698;Totaal;59 jaar;2014;1695.0;535.0;1160.0
1699;Totaal;59 jaar;2015;1902.0;635.0;1267.0
1700;Totaal;59 jaar;2016;1981.0;625.0;1356.0
1701;Totaal;59 jaar;2017;2086.0;680.0;1406.0
1702;Totaal;59 jaar;2018;2027.0;670.0;1357.0
1703;Totaal;59 jaar;2019;1976.0;643.0;1333.0
1704;Totaal;59 jaar;2020;2446.0;739.0;1707.0
1705;Totaal;59 jaar;2021;2382.0;722.0;1660.0
1706;Totaal;59 jaar;2022;2406.0;757.0;1649.0
1707;Totaal;59 jaar;2023;2657.0;865.0;1792.0
1708;Totaal;60 jaar of langer;1996;3547.0;1228.0;2319.0
1709;Totaal;60 jaar of langer;1997;3612.0;1316.0;2296.0
1710;Totaal;60 jaar of langer;1998;3890.0;1408.0;2482.0
1711;Totaal;60 jaar of langer;1999;4158.0;1449.0;2709.0
1712;Totaal;60 jaar of langer;2000;4268.0;1518.0;2750.0
1713;Totaal;60 jaar of langer;2001;4218.0;1522.0;2696.0
1714;Totaal;60 jaar of langer;2002;4614.0;1630.0;2984.0
1715;Totaal;60 jaar of langer;2003;4750.0;1724.0;3026.0
1716;Totaal;60 jaar of langer;2004;4375.0;1522.0;2853.0
1717;Totaal;60 jaar of langer;2005;4758.0;1608.0;3150.0
1718;Totaal;60 jaar of langer;2006;5240.0;1776.0;3464.0
1719;Totaal;60 jaar of langer;2007;5829.0;1958.0;3871.0
1720;Totaal;60 jaar of langer;2008;5982.0;2033.0;3949.0
1721;Totaal;60 jaar of langer;2009;6148.0;2206.0;3942.0
1722;Totaal;60 jaar of langer;2010;6517.0;2223.0;4294.0
1723;Totaal;60 jaar of langer;2011;6747.0;2332.0;4415.0
1724;Totaal;60 jaar of langer;2012;7471.0;2461.0;5010.0
1725;Totaal;60 jaar of langer;2013;7846.0;2692.0;5154.0
1726;Totaal;60 jaar of langer;2014;8196.0;2844.0;5352.0
1727;Totaal;60 jaar of langer;2015;9072.0;3141.0;5931.0
1728;Totaal;60 jaar of langer;2016;9744.0;3316.0;6428.0
1729;Totaal;60 jaar of langer;2017;10324.0;3556.0;6768.0
1730;Totaal;60 jaar of langer;2018;11451.0;4036.0;7415.0
1731;Totaal;60 jaar of langer;2019;11641.0;3923.0;7718.0
1732;Totaal;60 jaar of langer;2020;13365.0;4442.0;8923.0
1733;Totaal;60 jaar of langer;2021;13697.0;4461.0;9236.0
1734;Totaal;60 jaar of langer;2022;13879.0;4708.0;9171.0
1735;Totaal;60 jaar of langer;2023;14089.0;4734.0;9355.0
1736;Totaal;Huwelijksduur onbekend;1996;0.0;0.0;0.0
1737;Totaal;Huwelijksduur onbekend;1997;148.0;47.0;101.0
1738;Totaal;Huwelijksduur onbekend;1998;0.0;0.0;0.0
1739;Totaal;Huwelijksduur onbekend;1999;0.0;0.0;0.0
1740;Totaal;Huwelijksduur onbekend;2000;0.0;0.0;0.0
1741;Totaal;Huwelijksduur onbekend;2001;0.0;0.0;0.0
1742;Totaal;Huwelijksduur onbekend;2002;0.0;0.0;0.0
1743;Totaal;Huwelijksduur onbekend;2003;0.0;0.0;0.0
1744;Totaal;Huwelijksduur onbekend;2004;0.0;0.0;0.0
1745;Totaal;Huwelijksduur onbekend;2005;0.0;0.0;0.0
1746;Totaal;Huwelijksduur onbekend;2006;0.0;0.0;0.0
1747;Totaal;Huwelijksduur onbekend;2007;0.0;0.0;0.0
1748;Totaal;Huwelijksduur onbekend;2008;0.0;0.0;0.0
1749;Totaal;Huwelijksduur onbekend;2009;0.0;0.0;0.0
1750;Totaal;Huwelijksduur onbekend;2010;0.0;0.0;0.0
1751;Totaal;Huwelijksduur onbekend;2011;0.0;0.0;0.0
1752;Totaal;Huwelijksduur onbekend;2012;0.0;0.0;0.0
1753;Totaal;Huwelijksduur onbekend;2013;0.0;0.0;0.0
1754;Totaal;Huwelijksduur onbekend;2014;0.0;0.0;0.0
1755;Totaal;Huwelijksduur onbekend;2015;0.0;0.0;0.0
1756;Totaal;Huwelijksduur onbekend;2016;0.0;0.0;0.0
1757;Totaal;Huwelijksduur onbekend;2017;0.0;0.0;0.0
1758;Totaal;Huwelijksduur onbekend;2018;0.0;0.0;0.0
1759;Totaal;Huwelijksduur onbekend;2019;0.0;0.0;0.0
1760;Totaal;Huwelijksduur onbekend;2020;0.0;0.0;0.0
1761;Totaal;Huwelijksduur onbekend;2021;0.0;0.0;0.0
1762;Totaal;Huwelijksduur onbekend;2022;0.0;0.0;0.0
1763;Totaal;Huwelijksduur onbekend;2023;0.0;0.0;0.0
1764;Jonger dan 20 jaar;Totaal;1996;0.0;0.0;0.0
1765;Jonger dan 20 jaar;Totaal;1997;0.0;0.0;0.0
1766;Jonger dan 20 jaar;Totaal;1998;3.0;0.0;3.0
1767;Jonger dan 20 jaar;Totaal;1999;2.0;1.0;1.0
1768;Jonger dan 20 jaar;Totaal;2000;0.0;0.0;0.0
1769;Jonger dan 20 jaar;Totaal;2001;2.0;0.0;2.0
1770;Jonger dan 20 jaar;Totaal;2002;2.0;0.0;2.0
1771;Jonger dan 20 jaar;Totaal;2003;2.0;0.0;2.0
1772;Jonger dan 20 jaar;Totaal;2004;1.0;0.0;1.0
1773;Jonger dan 20 jaar;Totaal;2005;0.0;0.0;0.0
1774;Jonger dan 20 jaar;Totaal;2006;1.0;0.0;1.0
1775;Jonger dan 20 jaar;Totaal;2007;0.0;0.0;0.0
1776;Jonger dan 20 jaar;Totaal;2008;1.0;0.0;1.0
1777;Jonger dan 20 jaar;Totaal;2009;2.0;0.0;2.0
1778;Jonger dan 20 jaar;Totaal;2010;0.0;0.0;0.0
1779;Jonger dan 20 jaar;Totaal;2011;0.0;0.0;0.0
1780;Jonger dan 20 jaar;Totaal;2012;0.0;0.0;0.0
1781;Jonger dan 20 jaar;Totaal;2013;0.0;0.0;0.0
1782;Jonger dan 20 jaar;Totaal;2014;0.0;0.0;0.0
1783;Jonger dan 20 jaar;Totaal;2015;0.0;0.0;0.0
1784;Jonger dan 20 jaar;Totaal;2016;2.0;0.0;2.0
1785;Jonger dan 20 jaar;Totaal;2017;0.0;0.0;0.0
1786;Jonger dan 20 jaar;Totaal;2018;0.0;0.0;0.0
1787;Jonger dan 20 jaar;Totaal;2019;1.0;0.0;1.0
1788;Jonger dan 20 jaar;Totaal;2020;0.0;0.0;0.0
1789;Jonger dan 20 jaar;Totaal;2021;0.0;0.0;0.0
1790;Jonger dan 20 jaar;Totaal;2022;1.0;0.0;1.0
1791;Jonger dan 20 jaar;Totaal;2023;1.0;0.0;1.0
1792;Jonger dan 20 jaar;Minder dan 1 jaar;1996;0.0;0.0;0.0
1793;Jonger dan 20 jaar;Minder dan 1 jaar;1997;0.0;0.0;0.0
1794;Jonger dan 20 jaar;Minder dan 1 jaar;1998;1.0;0.0;1.0
1795;Jonger dan 20 jaar;Minder dan 1 jaar;1999;1.0;0.0;1.0
1796;Jonger dan 20 jaar;Minder dan 1 jaar;2000;0.0;0.0;0.0
1797;Jonger dan 20 jaar;Minder dan 1 jaar;2001;0.0;0.0;0.0
1798;Jonger dan 20 jaar;Minder dan 1 jaar;2002;0.0;0.0;0.0
1799;Jonger dan 20 jaar;Minder dan 1 jaar;2003;2.0;0.0;2.0
1800;Jonger dan 20 jaar;Minder dan 1 jaar;2004;0.0;0.0;0.0
1801;Jonger dan 20 jaar;Minder dan 1 jaar;2005;0.0;0.0;0.0
1802;Jonger dan 20 jaar;Minder dan 1 jaar;2006;1.0;0.0;1.0
1803;Jonger dan 20 jaar;Minder dan 1 jaar;2007;0.0;0.0;0.0
1804;Jonger dan 20 jaar;Minder dan 1 jaar;2008;1.0;0.0;1.0
1805;Jonger dan 20 jaar;Minder dan 1 jaar;2009;1.0;0.0;1.0
1806;Jonger dan 20 jaar;Minder dan 1 jaar;2010;0.0;0.0;0.0
1807;Jonger dan 20 jaar;Minder dan 1 jaar;2011;0.0;0.0;0.0
1808;Jonger dan 20 jaar;Minder dan 1 jaar;2012;0.0;0.0;0.0
1809;Jonger dan 20 jaar;Minder dan 1 jaar;2013;0.0;0.0;0.0
1810;Jonger dan 20 jaar;Minder dan 1 jaar;2014;0.0;0.0;0.0
1811;Jonger dan 20 jaar;Minder dan 1 jaar;2015;0.0;0.0;0.0
1812;Jonger dan 20 jaar;Minder dan 1 jaar;2016;1.0;0.0;1.0
1813;Jonger dan 20 jaar;Minder dan 1 jaar;2017;0.0;0.0;0.0
1814;Jonger dan 20 jaar;Minder dan 1 jaar;2018;0.0;0.0;0.0
1815;Jonger dan 20 jaar;Minder dan 1 jaar;2019;0.0;0.0;0.0
1816;Jonger dan 20 jaar;Minder dan 1 jaar;2020;0.0;0.0;0.0
1817;Jonger dan 20 jaar;Minder dan 1 jaar;2021;0.0;0.0;0.0
1818;Jonger dan 20 jaar;Minder dan 1 jaar;2022;1.0;0.0;1.0
1819;Jonger dan 20 jaar;Minder dan 1 jaar;2023;0.0;0.0;0.0
1820;Jonger dan 20 jaar;1 jaar;1996;0.0;0.0;0.0
1821;Jonger dan 20 jaar;1 jaar;1997;0.0;0.0;0.0
1822;Jonger dan 20 jaar;1 jaar;1998;2.0;0.0;2.0
1823;Jonger dan 20 jaar;1 jaar;1999;1.0;1.0;0.0
1824;Jonger dan 20 jaar;1 jaar;2000;0.0;0.0;0.0
1825;Jonger dan 20 jaar;1 jaar;2001;0.0;0.0;0.0
1826;Jonger dan 20 jaar;1 jaar;2002;1.0;0.0;1.0
1827;Jonger dan 20 jaar;1 jaar;2003;0.0;0.0;0.0
1828;Jonger dan 20 jaar;1 jaar;2004;0.0;0.0;0.0
1829;Jonger dan 20 jaar;1 jaar;2005;0.0;0.0;0.0
1830;Jonger dan 20 jaar;1 jaar;2006;0.0;0.0;0.0
1831;Jonger dan 20 jaar;1 jaar;2007;0.0;0.0;0.0
1832;Jonger dan 20 jaar;1 jaar;2008;0.0;0.0;0.0
1833;Jonger dan 20 jaar;1 jaar;2009;0.0;0.0;0.0
1834;Jonger dan 20 jaar;1 jaar;2010;0.0;0.0;0.0
1835;Jonger dan 20 jaar;1 jaar;2011;0.0;0.0;0.0
1836;Jonger dan 20 jaar;1 jaar;2012;0.0;0.0;0.0
1837;Jonger dan 20 jaar;1 jaar;2013;0.0;0.0;0.0
1838;Jonger dan 20 jaar;1 jaar;2014;0.0;0.0;0.0
1839;Jonger dan 20 jaar;1 jaar;2015;0.0;0.0;0.0
1840;Jonger dan 20 jaar;1 jaar;2016;0.0;0.0;0.0
1841;Jonger dan 20 jaar;1 jaar;2017;0.0;0.0;0.0
1842;Jonger dan 20 jaar;1 jaar;2018;0.0;0.0;0.0
1843;Jonger dan 20 jaar;1 jaar;2019;1.0;0.0;1.0
1844;Jonger dan 20 jaar;1 jaar;2020;0.0;0.0;0.0
1845;Jonger dan 20 jaar;1 jaar;2021;0.0;0.0;0.0
1846;Jonger dan 20 jaar;1 jaar;2022;0.0;0.0;0.0
1847;Jonger dan 20 jaar;1 jaar;2023;1.0;0.0;1.0
1848;Jonger dan 20 jaar;2 jaar;1996;0.0;0.0;0.0
1849;Jonger dan 20 jaar;2 jaar;1997;0.0;0.0;0.0
1850;Jonger dan 20 jaar;2 jaar;1998;0.0;0.0;0.0
1851;Jonger dan 20 jaar;2 jaar;1999;0.0;0.0;0.0
1852;Jonger dan 20 jaar;2 jaar;2000;0.0;0.0;0.0
1853;Jonger dan 20 jaar;2 jaar;2001;0.0;0.0;0.0
1854;Jonger dan 20 jaar;2 jaar;2002;1.0;0.0;1.0
1855;Jonger dan 20 jaar;2 jaar;2003;0.0;0.0;0.0
1856;Jonger dan 20 jaar;2 jaar;2004;1.0;0.0;1.0
1857;Jonger dan 20 jaar;2 jaar;2005;0.0;0.0;0.0
1858;Jonger dan 20 jaar;2 jaar;2006;0.0;0.0;0.0
1859;Jonger dan 20 jaar;2 jaar;2007;0.0;0.0;0.0
1860;Jonger dan 20 jaar;2 jaar;2008;0.0;0.0;0.0
1861;Jonger dan 20 jaar;2 jaar;2009;1.0;0.0;1.0
1862;Jonger dan 20 jaar;2 jaar;2010;0.0;0.0;0.0
1863;Jonger dan 20 jaar;2 jaar;2011;0.0;0.0;0.0
1864;Jonger dan 20 jaar;2 jaar;2012;0.0;0.0;0.0
1865;Jonger dan 20 jaar;2 jaar;2013;0.0;0.0;0.0
1866;Jonger dan 20 jaar;2 jaar;2014;0.0;0.0;0.0
1867;Jonger dan 20 jaar;2 jaar;2015;0.0;0.0;0.0
1868;Jonger dan 20 jaar;2 jaar;2016;1.0;0.0;1.0
1869;Jonger dan 20 jaar;2 jaar;2017;0.0;0.0;0.0
1870;Jonger dan 20 jaar;2 jaar;2018;0.0;0.0;0.0
1871;Jonger dan 20 jaar;2 jaar;2019;0.0;0.0;0.0
1872;Jonger dan 20 jaar;2 jaar;2020;0.0;0.0;0.0
1873;Jonger dan 20 jaar;2 jaar;2021;0.0;0.0;0.0
1874;Jonger dan 20 jaar;2 jaar;2022;0.0;0.0;0.0
1875;Jonger dan 20 jaar;2 jaar;2023;0.0;0.0;0.0
1876;Jonger dan 20 jaar;3 jaar;1996;0.0;0.0;0.0
1877;Jonger dan 20 jaar;3 jaar;1997;0.0;0.0;0.0
1878;Jonger dan 20 jaar;3 jaar;1998;0.0;0.0;0.0
1879;Jonger dan 20 jaar;3 jaar;1999;0.0;0.0;0.0
1880;Jonger dan 20 jaar;3 jaar;2000;0.0;0.0;0.0
1881;Jonger dan 20 jaar;3 jaar;2001;2.0;0.0;2.0
1882;Jonger dan 20 jaar;3 jaar;2002;0.0;0.0;0.0
1883;Jonger dan 20 jaar;3 jaar;2003;0.0;0.0;0.0
1884;Jonger dan 20 jaar;3 jaar;2004;0.0;0.0;0.0
1885;Jonger dan 20 jaar;3 jaar;2005;0.0;0.0;0.0
1886;Jonger dan 20 jaar;3 jaar;2006;0.0;0.0;0.0
1887;Jonger dan 20 jaar;3 jaar;2007;0.0;0.0;0.0
1888;Jonger dan 20 jaar;3 jaar;2008;0.0;0.0;0.0
1889;Jonger dan 20 jaar;3 jaar;2009;0.0;0.0;0.0
1890;Jonger dan 20 jaar;3 jaar;2010;0.0;0.0;0.0
1891;Jonger dan 20 jaar;3 jaar;2011;0.0;0.0;0.0
1892;Jonger dan 20 jaar;3 jaar;2012;0.0;0.0;0.0
1893;Jonger dan 20 jaar;3 jaar;2013;0.0;0.0;0.0
1894;Jonger dan 20 jaar;3 jaar;2014;0.0;0.0;0.0
1895;Jonger dan 20 jaar;3 jaar;2015;0.0;0.0;0.0
1896;Jonger dan 20 jaar;3 jaar;2016;0.0;0.0;0.0
1897;Jonger dan 20 jaar;3 jaar;2017;0.0;0.0;0.0
1898;Jonger dan 20 jaar;3 jaar;2018;0.0;0.0;0.0
1899;Jonger dan 20 jaar;3 jaar;2019;0.0;0.0;0.0
1900;Jonger dan 20 jaar;3 jaar;2020;0.0;0.0;0.0
1901;Jonger dan 20 jaar;3 jaar;2021;0.0;0.0;0.0
1902;Jonger dan 20 jaar;3 jaar;2022;0.0;0.0;0.0
1903;Jonger dan 20 jaar;3 jaar;2023;0.0;0.0;0.0
1904;Jonger dan 20 jaar;4 jaar;1996;0.0;0.0;0.0
1905;Jonger dan 20 jaar;4 jaar;1997;0.0;0.0;0.0
1906;Jonger dan 20 jaar;4 jaar;1998;0.0;0.0;0.0
1907;Jonger dan 20 jaar;4 jaar;1999;0.0;0.0;0.0
1908;Jonger dan 20 jaar;4 jaar;2000;0.0;0.0;0.0
1909;Jonger dan 20 jaar;4 jaar;2001;0.0;0.0;0.0
1910;Jonger dan 20 jaar;4 jaar;2002;0.0;0.0;0.0
1911;Jonger dan 20 jaar;4 jaar;2003;0.0;0.0;0.0
1912;Jonger dan 20 jaar;4 jaar;2004;0.0;0.0;0.0
1913;Jonger dan 20 jaar;4 jaar;2005;0.0;0.0;0.0
1914;Jonger dan 20 jaar;4 jaar;2006;0.0;0.0;0.0
1915;Jonger dan 20 jaar;4 jaar;2007;0.0;0.0;0.0
1916;Jonger dan 20 jaar;4 jaar;2008;0.0;0.0;0.0
1917;Jonger dan 20 jaar;4 jaar;2009;0.0;0.0;0.0
1918;Jonger dan 20 jaar;4 jaar;2010;0.0;0.0;0.0
1919;Jonger dan 20 jaar;4 jaar;2011;0.0;0.0;0.0
1920;Jonger dan 20 jaar;4 jaar;2012;0.0;0.0;0.0
1921;Jonger dan 20 jaar;4 jaar;2013;0.0;0.0;0.0
1922;Jonger dan 20 jaar;4 jaar;2014;0.0;0.0;0.0
1923;Jonger dan 20 jaar;4 jaar;2015;0.0;0.0;0.0
1924;Jonger dan 20 jaar;4 jaar;2016;0.0;0.0;0.0
1925;Jonger dan 20 jaar;4 jaar;2017;0.0;0.0;0.0
1926;Jonger dan 20 jaar;4 jaar;2018;0.0;0.0;0.0
1927;Jonger dan 20 jaar;4 jaar;2019;0.0;0.0;0.0
1928;Jonger dan 20 jaar;4 jaar;2020;0.0;0.0;0.0
1929;Jonger dan 20 jaar;4 jaar;2021;0.0;0.0;0.0
1930;Jonger dan 20 jaar;4 jaar;2022;0.0;0.0;0.0
1931;Jonger dan 20 jaar;4 jaar;2023;0.0;0.0;0.0
1932;Jonger dan 20 jaar;5 jaar;1996;0.0;0.0;0.0
1933;Jonger dan 20 jaar;5 jaar;1997;0.0;0.0;0.0
1934;Jonger dan 20 jaar;5 jaar;1998;0.0;0.0;0.0
1935;Jonger dan 20 jaar;5 jaar;1999;0.0;0.0;0.0
1936;Jonger dan 20 jaar;5 jaar;2000;0.0;0.0;0.0
1937;Jonger dan 20 jaar;5 jaar;2001;0.0;0.0;0.0
1938;Jonger dan 20 jaar;5 jaar;2002;0.0;0.0;0.0
1939;Jonger dan 20 jaar;5 jaar;2003;0.0;0.0;0.0
1940;Jonger dan 20 jaar;5 jaar;2004;0.0;0.0;0.0
1941;Jonger dan 20 jaar;5 jaar;2005;0.0;0.0;0.0
1942;Jonger dan 20 jaar;5 jaar;2006;0.0;0.0;0.0
1943;Jonger dan 20 jaar;5 jaar;2007;0.0;0.0;0.0
1944;Jonger dan 20 jaar;5 jaar;2008;0.0;0.0;0.0
1945;Jonger dan 20 jaar;5 jaar;2009;0.0;0.0;0.0
1946;Jonger dan 20 jaar;5 jaar;2010;0.0;0.0;0.0
1947;Jonger dan 20 jaar;5 jaar;2011;0.0;0.0;0.0
1948;Jonger dan 20 jaar;5 jaar;2012;0.0;0.0;0.0
1949;Jonger dan 20 jaar;5 jaar;2013;0.0;0.0;0.0
1950;Jonger dan 20 jaar;5 jaar;2014;0.0;0.0;0.0
1951;Jonger dan 20 jaar;5 jaar;2015;0.0;0.0;0.0
1952;Jonger dan 20 jaar;5 jaar;2016;0.0;0.0;0.0
1953;Jonger dan 20 jaar;5 jaar;2017;0.0;0.0;0.0
1954;Jonger dan 20 jaar;5 jaar;2018;0.0;0.0;0.0
1955;Jonger dan 20 jaar;5 jaar;2019;0.0;0.0;0.0
1956;Jonger dan 20 jaar;5 jaar;2020;0.0;0.0;0.0
1957;Jonger dan 20 jaar;5 jaar;2021;0.0;0.0;0.0
1958;Jonger dan 20 jaar;5 jaar;2022;0.0;0.0;0.0
1959;Jonger dan 20 jaar;5 jaar;2023;0.0;0.0;0.0
1960;Jonger dan 20 jaar;6 jaar;1996;0.0;0.0;0.0
1961;Jonger dan 20 jaar;6 jaar;1997;0.0;0.0;0.0
1962;Jonger dan 20 jaar;6 jaar;1998;0.0;0.0;0.0
1963;Jonger dan 20 jaar;6 jaar;1999;0.0;0.0;0.0
1964;Jonger dan 20 jaar;6 jaar;2000;0.0;0.0;0.0
1965;Jonger dan 20 jaar;6 jaar;2001;0.0;0.0;0.0
1966;Jonger dan 20 jaar;6 jaar;2002;0.0;0.0;0.0
1967;Jonger dan 20 jaar;6 jaar;2003;0.0;0.0;0.0
1968;Jonger dan 20 jaar;6 jaar;2004;0.0;0.0;0.0
1969;Jonger dan 20 jaar;6 jaar;2005;0.0;0.0;0.0
1970;Jonger dan 20 jaar;6 jaar;2006;0.0;0.0;0.0
1971;Jonger dan 20 jaar;6 jaar;2007;0.0;0.0;0.0
1972;Jonger dan 20 jaar;6 jaar;2008;0.0;0.0;0.0
1973;Jonger dan 20 jaar;6 jaar;2009;0.0;0.0;0.0
1974;Jonger dan 20 jaar;6 jaar;2010;0.0;0.0;0.0
1975;Jonger dan 20 jaar;6 jaar;2011;0.0;0.0;0.0
1976;Jonger dan 20 jaar;6 jaar;2012;0.0;0.0;0.0
1977;Jonger dan 20 jaar;6 jaar;2013;0.0;0.0;0.0
1978;Jonger dan 20 jaar;6 jaar;2014;0.0;0.0;0.0
1979;Jonger dan 20 jaar;6 jaar;2015;0.0;0.0;0.0
1980;Jonger dan 20 jaar;6 jaar;2016;0.0;0.0;0.0
1981;Jonger dan 20 jaar;6 jaar;2017;0.0;0.0;0.0
1982;Jonger dan 20 jaar;6 jaar;2018;0.0;0.0;0.0
1983;Jonger dan 20 jaar;6 jaar;2019;0.0;0.0;0.0
1984;Jonger dan 20 jaar;6 jaar;2020;0.0;0.0;0.0
1985;Jonger dan 20 jaar;6 jaar;2021;0.0;0.0;0.0
1986;Jonger dan 20 jaar;6 jaar;2022;0.0;0.0;0.0
1987;Jonger dan 20 jaar;6 jaar;2023;0.0;0.0;0.0
1988;Jonger dan 20 jaar;7 jaar;1996;0.0;0.0;0.0
1989;Jonger dan 20 jaar;7 jaar;1997;0.0;0.0;0.0
1990;Jonger dan 20 jaar;7 jaar;1998;0.0;0.0;0.0
1991;Jonger dan 20 jaar;7 jaar;1999;0.0;0.0;0.0
1992;Jonger dan 20 jaar;7 jaar;2000;0.0;0.0;0.0
1993;Jonger dan 20 jaar;7 jaar;2001;0.0;0.0;0.0
1994;Jonger dan 20 jaar;7 jaar;2002;0.0;0.0;0.0
1995;Jonger dan 20 jaar;7 jaar;2003;0.0;0.0;0.0
1996;Jonger dan 20 jaar;7 jaar;2004;0.0;0.0;0.0
1997;Jonger dan 20 jaar;7 jaar;2005;0.0;0.0;0.0
1998;Jonger dan 20 jaar;7 jaar;2006;0.0;0.0;0.0
1999;Jonger dan 20 jaar;7 jaar;2007;0.0;0.0;0.0
2000;Jonger dan 20 jaar;7 jaar;2008;0.0;0.0;0.0
2001;Jonger dan 20 jaar;7 jaar;2009;0.0;0.0;0.0
2002;Jonger dan 20 jaar;7 jaar;2010;0.0;0.0;0.0
2003;Jonger dan 20 jaar;7 jaar;2011;0.0;0.0;0.0
2004;Jonger dan 20 jaar;7 jaar;2012;0.0;0.0;0.0
2005;Jonger dan 20 jaar;7 jaar;2013;0.0;0.0;0.0
2006;Jonger dan 20 jaar;7 jaar;2014;0.0;0.0;0.0
2007;Jonger dan 20 jaar;7 jaar;2015;0.0;0.0;0.0
2008;Jonger dan 20 jaar;7 jaar;2016;0.0;0.0;0.0
2009;Jonger dan 20 jaar;7 jaar;2017;0.0;0.0;0.0
2010;Jonger dan 20 jaar;7 jaar;2018;0.0;0.0;0.0
2011;Jonger dan 20 jaar;7 jaar;2019;0.0;0.0;0.0
2012;Jonger dan 20 jaar;7 jaar;2020;0.0;0.0;0.0
2013;Jonger dan 20 jaar;7 jaar;2021;0.0;0.0;0.0
2014;Jonger dan 20 jaar;7 jaar;2022;0.0;0.0;0.0
2015;Jonger dan 20 jaar;7 jaar;2023;0.0;0.0;0.0
2016;Jonger dan 20 jaar;8 jaar;1996;0.0;0.0;0.0
2017;Jonger dan 20 jaar;8 jaar;1997;0.0;0.0;0.0
2018;Jonger dan 20 jaar;8 jaar;1998;0.0;0.0;0.0
2019;Jonger dan 20 jaar;8 jaar;1999;0.0;0.0;0.0
2020;Jonger dan 20 jaar;8 jaar;2000;0.0;0.0;0.0
2021;Jonger dan 20 jaar;8 jaar;2001;0.0;0.0;0.0
2022;Jonger dan 20 jaar;8 jaar;2002;0.0;0.0;0.0
2023;Jonger dan 20 jaar;8 jaar;2003;0.0;0.0;0.0
2024;Jonger dan 20 jaar;8 jaar;2004;0.0;0.0;0.0
2025;Jonger dan 20 jaar;8 jaar;2005;0.0;0.0;0.0
2026;Jonger dan 20 jaar;8 jaar;2006;0.0;0.0;0.0
2027;Jonger dan 20 jaar;8 jaar;2007;0.0;0.0;0.0
2028;Jonger dan 20 jaar;8 jaar;2008;0.0;0.0;0.0
