ID;Opdrachtgever;Eigendom;RegioS;Perioden;BouwkostenGebouwbestemmingWoonsector_1;Woningen_2;Wooneenheden_3;Recreatiewoningen_4
1867;Totaal opdrachtgevers;Totaal;Bergen (L.);2023 4e kwartaal;0.0;0.0;0.0;0.0
1868;Totaal opdrachtgevers;Totaal;Bergen (L.);2024 1e kwartaal;645.0;3.0;0.0;0.0
1869;Totaal opdrachtgevers;Totaal;Bergen (L.);2024 2e kwartaal;;5.0;0.0;0.0
1870;Totaal opdrachtgevers;Totaal;Bergen (L.);2024 3e kwartaal;;8.0;0.0;0.0
1871;Totaal opdrachtgevers;Totaal;Bergen (L.);2024 4e kwartaal;0.0;0.0;0.0;0.0
1872;Totaal opdrachtgevers;Totaal;Bergen (NH.);2012 1e kwartaal;3654.0;29.0;0.0;0.0
1873;Totaal opdrachtgevers;Totaal;Bergen (NH.);2012 2e kwartaal;2875.0;19.0;0.0;6.0
1874;Totaal opdrachtgevers;Totaal;Bergen (NH.);2012 3e kwartaal;4689.0;18.0;0.0;21.0
1875;Totaal opdrachtgevers;Totaal;Bergen (NH.);2012 4e kwartaal;;39.0;0.0;0.0
1876;Totaal opdrachtgevers;Totaal;Bergen (NH.);2013 1e kwartaal;2004.0;6.0;0.0;0.0
1877;Totaal opdrachtgevers;Totaal;Bergen (NH.);2013 2e kwartaal;1917.0;5.0;0.0;0.0
1878;Totaal opdrachtgevers;Totaal;Bergen (NH.);2013 3e kwartaal;3347.0;14.0;0.0;0.0
1879;Totaal opdrachtgevers;Totaal;Bergen (NH.);2013 4e kwartaal;558.0;4.0;0.0;0.0
1880;Totaal opdrachtgevers;Totaal;Bergen (NH.);2014 1e kwartaal;;2.0;0.0;0.0
1881;Totaal opdrachtgevers;Totaal;Bergen (NH.);2014 2e kwartaal;1725.0;8.0;0.0;0.0
1882;Totaal opdrachtgevers;Totaal;Bergen (NH.);2014 3e kwartaal;;2.0;0.0;0.0
1883;Totaal opdrachtgevers;Totaal;Bergen (NH.);2014 4e kwartaal;1871.0;6.0;0.0;0.0
1884;Totaal opdrachtgevers;Totaal;Bergen (NH.);2015 1e kwartaal;2859.0;17.0;0.0;0.0
1885;Totaal opdrachtgevers;Totaal;Bergen (NH.);2015 2e kwartaal;1075.0;3.0;0.0;0.0
1886;Totaal opdrachtgevers;Totaal;Bergen (NH.);2015 3e kwartaal;18132.0;84.0;0.0;0.0
1887;Totaal opdrachtgevers;Totaal;Bergen (NH.);2015 4e kwartaal;;24.0;0.0;0.0
1888;Totaal opdrachtgevers;Totaal;Bergen (NH.);2016 1e kwartaal;1636.0;8.0;0.0;0.0
1889;Totaal opdrachtgevers;Totaal;Bergen (NH.);2016 2e kwartaal;2555.0;10.0;0.0;3.0
1890;Totaal opdrachtgevers;Totaal;Bergen (NH.);2016 3e kwartaal;3501.0;20.0;0.0;1.0
1891;Totaal opdrachtgevers;Totaal;Bergen (NH.);2016 4e kwartaal;1437.0;5.0;0.0;0.0
1892;Totaal opdrachtgevers;Totaal;Bergen (NH.);2017 1e kwartaal;3003.0;9.0;0.0;7.0
1893;Totaal opdrachtgevers;Totaal;Bergen (NH.);2017 2e kwartaal;4367.0;35.0;0.0;0.0
1894;Totaal opdrachtgevers;Totaal;Bergen (NH.);2017 3e kwartaal;1864.0;7.0;0.0;0.0
1895;Totaal opdrachtgevers;Totaal;Bergen (NH.);2017 4e kwartaal;2762.0;12.0;0.0;0.0
1896;Totaal opdrachtgevers;Totaal;Bergen (NH.);2018 1e kwartaal;1740.0;10.0;0.0;0.0
1897;Totaal opdrachtgevers;Totaal;Bergen (NH.);2018 2e kwartaal;5875.0;22.0;0.0;0.0
1898;Totaal opdrachtgevers;Totaal;Bergen (NH.);2018 3e kwartaal;1752.0;6.0;0.0;1.0
1899;Totaal opdrachtgevers;Totaal;Bergen (NH.);2018 4e kwartaal;4257.0;20.0;0.0;1.0
1900;Totaal opdrachtgevers;Totaal;Bergen (NH.);2019 1e kwartaal;1366.0;5.0;0.0;0.0
1901;Totaal opdrachtgevers;Totaal;Bergen (NH.);2019 2e kwartaal;3278.0;4.0;0.0;43.0
1902;Totaal opdrachtgevers;Totaal;Bergen (NH.);2019 3e kwartaal;1290.0;5.0;0.0;0.0
1903;Totaal opdrachtgevers;Totaal;Bergen (NH.);2019 4e kwartaal;11489.0;11.0;0.0;72.0
1904;Totaal opdrachtgevers;Totaal;Bergen (NH.);2020 1e kwartaal;1727.0;7.0;0.0;0.0
1905;Totaal opdrachtgevers;Totaal;Bergen (NH.);2020 2e kwartaal;;1.0;0.0;0.0
1906;Totaal opdrachtgevers;Totaal;Bergen (NH.);2020 3e kwartaal;1478.0;6.0;0.0;1.0
1907;Totaal opdrachtgevers;Totaal;Bergen (NH.);2020 4e kwartaal;1895.0;5.0;0.0;0.0
1908;Totaal opdrachtgevers;Totaal;Bergen (NH.);2021 1e kwartaal;;1.0;0.0;0.0
1909;Totaal opdrachtgevers;Totaal;Bergen (NH.);2021 2e kwartaal;13846.0;53.0;0.0;14.0
1910;Totaal opdrachtgevers;Totaal;Bergen (NH.);2021 3e kwartaal;1169.0;4.0;0.0;0.0
1911;Totaal opdrachtgevers;Totaal;Bergen (NH.);2021 4e kwartaal;3395.0;11.0;0.0;0.0
1912;Totaal opdrachtgevers;Totaal;Bergen (NH.);2022 1e kwartaal;2800.0;7.0;0.0;0.0
1913;Totaal opdrachtgevers;Totaal;Bergen (NH.);2022 2e kwartaal;4481.0;21.0;0.0;0.0
1914;Totaal opdrachtgevers;Totaal;Bergen (NH.);2022 3e kwartaal;6973.0;31.0;0.0;0.0
1915;Totaal opdrachtgevers;Totaal;Bergen (NH.);2022 4e kwartaal;1900.0;5.0;0.0;0.0
1916;Totaal opdrachtgevers;Totaal;Bergen (NH.);2023 1e kwartaal;;1.0;0.0;0.0
1917;Totaal opdrachtgevers;Totaal;Bergen (NH.);2023 2e kwartaal;2573.0;4.0;0.0;1.0
1918;Totaal opdrachtgevers;Totaal;Bergen (NH.);2023 3e kwartaal;;2.0;0.0;14.0
1919;Totaal opdrachtgevers;Totaal;Bergen (NH.);2023 4e kwartaal;2500.0;14.0;0.0;0.0
1920;Totaal opdrachtgevers;Totaal;Bergen (NH.);2024 1e kwartaal;;1.0;0.0;0.0
1921;Totaal opdrachtgevers;Totaal;Bergen (NH.);2024 2e kwartaal;24877.0;136.0;0.0;0.0
1922;Totaal opdrachtgevers;Totaal;Bergen (NH.);2024 3e kwartaal;5256.0;27.0;0.0;2.0
1923;Totaal opdrachtgevers;Totaal;Bergen (NH.);2024 4e kwartaal;20437.0;126.0;0.0;0.0
1924;Totaal opdrachtgevers;Totaal;Bergen op Zoom;2012 1e kwartaal;1338.0;4.0;0.0;0.0
1925;Totaal opdrachtgevers;Totaal;Bergen op Zoom;2012 2e kwartaal;1306.0;5.0;0.0;0.0
1926;Totaal opdrachtgevers;Totaal;Bergen op Zoom;2012 3e kwartaal;;2.0;0.0;0.0
1927;Totaal opdrachtgevers;Totaal;Bergen op Zoom;2012 4e kwartaal;;1.0;0.0;0.0
1928;Totaal opdrachtgevers;Totaal;Bergen op Zoom;2013 1e kwartaal;;2.0;0.0;0.0
1929;Totaal opdrachtgevers;Totaal;Bergen op Zoom;2013 2e kwartaal;888.0;3.0;0.0;0.0
1930;Totaal opdrachtgevers;Totaal;Bergen op Zoom;2013 3e kwartaal;;2.0;0.0;0.0
1931;Totaal opdrachtgevers;Totaal;Bergen op Zoom;2013 4e kwartaal;2232.0;5.0;0.0;0.0
1932;Totaal opdrachtgevers;Totaal;Bergen op Zoom;2014 1e kwartaal;4116.0;24.0;0.0;0.0
1933;Totaal opdrachtgevers;Totaal;Bergen op Zoom;2014 2e kwartaal;;2.0;0.0;0.0
1934;Totaal opdrachtgevers;Totaal;Bergen op Zoom;2014 3e kwartaal;1584.0;6.0;0.0;0.0
1935;Totaal opdrachtgevers;Totaal;Bergen op Zoom;2014 4e kwartaal;3042.0;23.0;0.0;1.0
1936;Totaal opdrachtgevers;Totaal;Bergen op Zoom;2015 1e kwartaal;2354.0;9.0;0.0;0.0
1937;Totaal opdrachtgevers;Totaal;Bergen op Zoom;2015 2e kwartaal;;138.0;0.0;0.0
1938;Totaal opdrachtgevers;Totaal;Bergen op Zoom;2015 3e kwartaal;2315.0;10.0;0.0;0.0
1939;Totaal opdrachtgevers;Totaal;Bergen op Zoom;2015 4e kwartaal;2817.0;12.0;0.0;0.0
1940;Totaal opdrachtgevers;Totaal;Bergen op Zoom;2016 1e kwartaal;;17.0;0.0;0.0
1941;Totaal opdrachtgevers;Totaal;Bergen op Zoom;2016 2e kwartaal;6649.0;56.0;0.0;0.0
1942;Totaal opdrachtgevers;Totaal;Bergen op Zoom;2016 3e kwartaal;6744.0;52.0;0.0;0.0
1943;Totaal opdrachtgevers;Totaal;Bergen op Zoom;2016 4e kwartaal;6125.0;56.0;0.0;0.0
1944;Totaal opdrachtgevers;Totaal;Bergen op Zoom;2017 1e kwartaal;13771.0;80.0;0.0;0.0
1945;Totaal opdrachtgevers;Totaal;Bergen op Zoom;2017 2e kwartaal;30465.0;268.0;0.0;0.0
1946;Totaal opdrachtgevers;Totaal;Bergen op Zoom;2017 3e kwartaal;10935.0;101.0;0.0;0.0
1947;Totaal opdrachtgevers;Totaal;Bergen op Zoom;2017 4e kwartaal;7645.0;97.0;0.0;0.0
1948;Totaal opdrachtgevers;Totaal;Bergen op Zoom;2018 1e kwartaal;12317.0;90.0;0.0;0.0
1949;Totaal opdrachtgevers;Totaal;Bergen op Zoom;2018 2e kwartaal;4641.0;41.0;0.0;0.0
1950;Totaal opdrachtgevers;Totaal;Bergen op Zoom;2018 3e kwartaal;6927.0;52.0;0.0;0.0
1951;Totaal opdrachtgevers;Totaal;Bergen op Zoom;2018 4e kwartaal;3422.0;37.0;0.0;0.0
1952;Totaal opdrachtgevers;Totaal;Bergen op Zoom;2019 1e kwartaal;;2.0;0.0;0.0
1953;Totaal opdrachtgevers;Totaal;Bergen op Zoom;2019 2e kwartaal;2683.0;29.0;0.0;0.0
1954;Totaal opdrachtgevers;Totaal;Bergen op Zoom;2019 3e kwartaal;3134.0;32.0;0.0;1.0
1955;Totaal opdrachtgevers;Totaal;Bergen op Zoom;2019 4e kwartaal;3967.0;38.0;0.0;0.0
1956;Totaal opdrachtgevers;Totaal;Bergen op Zoom;2020 1e kwartaal;1358.0;6.0;0.0;0.0
1957;Totaal opdrachtgevers;Totaal;Bergen op Zoom;2020 2e kwartaal;20564.0;167.0;0.0;0.0
1958;Totaal opdrachtgevers;Totaal;Bergen op Zoom;2020 3e kwartaal;22464.0;173.0;0.0;0.0
1959;Totaal opdrachtgevers;Totaal;Bergen op Zoom;2020 4e kwartaal;8154.0;73.0;0.0;0.0
1960;Totaal opdrachtgevers;Totaal;Bergen op Zoom;2021 1e kwartaal;13098.0;107.0;0.0;0.0
1961;Totaal opdrachtgevers;Totaal;Bergen op Zoom;2021 2e kwartaal;752.0;3.0;0.0;0.0
1962;Totaal opdrachtgevers;Totaal;Bergen op Zoom;2021 3e kwartaal;25868.0;209.0;0.0;0.0
1963;Totaal opdrachtgevers;Totaal;Bergen op Zoom;2021 4e kwartaal;25878.0;228.0;0.0;0.0
1964;Totaal opdrachtgevers;Totaal;Bergen op Zoom;2022 1e kwartaal;29855.0;219.0;0.0;0.0
1965;Totaal opdrachtgevers;Totaal;Bergen op Zoom;2022 2e kwartaal;10249.0;60.0;0.0;0.0
1966;Totaal opdrachtgevers;Totaal;Bergen op Zoom;2022 3e kwartaal;11873.0;92.0;0.0;0.0
1967;Totaal opdrachtgevers;Totaal;Bergen op Zoom;2022 4e kwartaal;;38.0;0.0;90.0
1968;Totaal opdrachtgevers;Totaal;Bergen op Zoom;2023 1e kwartaal;2427.0;22.0;0.0;0.0
1969;Totaal opdrachtgevers;Totaal;Bergen op Zoom;2023 2e kwartaal;1899.0;14.0;0.0;0.0
1970;Totaal opdrachtgevers;Totaal;Bergen op Zoom;2023 3e kwartaal;2250.0;21.0;0.0;0.0
1971;Totaal opdrachtgevers;Totaal;Bergen op Zoom;2023 4e kwartaal;;1.0;0.0;0.0
1972;Totaal opdrachtgevers;Totaal;Bergen op Zoom;2024 1e kwartaal;14000.0;94.0;0.0;0.0
1973;Totaal opdrachtgevers;Totaal;Bergen op Zoom;2024 2e kwartaal;2564.0;19.0;0.0;0.0
1974;Totaal opdrachtgevers;Totaal;Bergen op Zoom;2024 3e kwartaal;;9.0;0.0;0.0
1975;Totaal opdrachtgevers;Totaal;Bergen op Zoom;2024 4e kwartaal;;123.0;0.0;0.0
1976;Totaal opdrachtgevers;Totaal;Berkelland;2012 1e kwartaal;;9.0;0.0;0.0
1977;Totaal opdrachtgevers;Totaal;Berkelland;2012 2e kwartaal;2052.0;15.0;0.0;0.0
1978;Totaal opdrachtgevers;Totaal;Berkelland;2012 3e kwartaal;2245.0;10.0;0.0;0.0
1979;Totaal opdrachtgevers;Totaal;Berkelland;2012 4e kwartaal;3239.0;23.0;0.0;0.0
1980;Totaal opdrachtgevers;Totaal;Berkelland;2013 1e kwartaal;;2.0;0.0;0.0
1981;Totaal opdrachtgevers;Totaal;Berkelland;2013 2e kwartaal;;2.0;0.0;0.0
1982;Totaal opdrachtgevers;Totaal;Berkelland;2013 3e kwartaal;1344.0;6.0;0.0;0.0
1983;Totaal opdrachtgevers;Totaal;Berkelland;2013 4e kwartaal;;13.0;0.0;0.0
1984;Totaal opdrachtgevers;Totaal;Berkelland;2014 1e kwartaal;4556.0;44.0;0.0;0.0
1985;Totaal opdrachtgevers;Totaal;Berkelland;2014 2e kwartaal;2046.0;14.0;0.0;0.0
1986;Totaal opdrachtgevers;Totaal;Berkelland;2014 3e kwartaal;4960.0;54.0;0.0;0.0
1987;Totaal opdrachtgevers;Totaal;Berkelland;2014 4e kwartaal;;15.0;0.0;0.0
1988;Totaal opdrachtgevers;Totaal;Berkelland;2015 1e kwartaal;3846.0;29.0;0.0;0.0
1989;Totaal opdrachtgevers;Totaal;Berkelland;2015 2e kwartaal;785.0;3.0;0.0;0.0
1990;Totaal opdrachtgevers;Totaal;Berkelland;2015 3e kwartaal;1232.0;7.0;0.0;0.0
1991;Totaal opdrachtgevers;Totaal;Berkelland;2015 4e kwartaal;;2.0;0.0;0.0
1992;Totaal opdrachtgevers;Totaal;Berkelland;2016 1e kwartaal;710.0;5.0;0.0;0.0
1993;Totaal opdrachtgevers;Totaal;Berkelland;2016 2e kwartaal;1534.0;9.0;0.0;0.0
1994;Totaal opdrachtgevers;Totaal;Berkelland;2016 3e kwartaal;2382.0;25.0;0.0;1.0
1995;Totaal opdrachtgevers;Totaal;Berkelland;2016 4e kwartaal;1621.0;8.0;0.0;0.0
1996;Totaal opdrachtgevers;Totaal;Berkelland;2017 1e kwartaal;1079.0;6.0;0.0;0.0
1997;Totaal opdrachtgevers;Totaal;Berkelland;2017 2e kwartaal;11268.0;88.0;0.0;0.0
1998;Totaal opdrachtgevers;Totaal;Berkelland;2017 3e kwartaal;3903.0;34.0;0.0;0.0
1999;Totaal opdrachtgevers;Totaal;Berkelland;2017 4e kwartaal;1450.0;5.0;0.0;0.0
2000;Totaal opdrachtgevers;Totaal;Berkelland;2018 1e kwartaal;2054.0;15.0;10.0;0.0
2001;Totaal opdrachtgevers;Totaal;Berkelland;2018 2e kwartaal;1232.0;7.0;0.0;0.0
2002;Totaal opdrachtgevers;Totaal;Berkelland;2018 3e kwartaal;5317.0;35.0;0.0;0.0
2003;Totaal opdrachtgevers;Totaal;Berkelland;2018 4e kwartaal;3300.0;12.0;0.0;0.0
2004;Totaal opdrachtgevers;Totaal;Berkelland;2019 1e kwartaal;3255.0;28.0;0.0;0.0
2005;Totaal opdrachtgevers;Totaal;Berkelland;2019 2e kwartaal;2242.0;11.0;0.0;0.0
2006;Totaal opdrachtgevers;Totaal;Berkelland;2019 3e kwartaal;3311.0;17.0;0.0;0.0
2007;Totaal opdrachtgevers;Totaal;Berkelland;2019 4e kwartaal;;3.0;0.0;0.0
2008;Totaal opdrachtgevers;Totaal;Berkelland;2020 1e kwartaal;2482.0;14.0;0.0;0.0
2009;Totaal opdrachtgevers;Totaal;Berkelland;2020 2e kwartaal;0.0;0.0;0.0;0.0
2010;Totaal opdrachtgevers;Totaal;Berkelland;2020 3e kwartaal;0.0;0.0;0.0;0.0
2011;Totaal opdrachtgevers;Totaal;Berkelland;2020 4e kwartaal;;1.0;0.0;0.0
2012;Totaal opdrachtgevers;Totaal;Berkelland;2021 1e kwartaal;0.0;0.0;0.0;0.0
2013;Totaal opdrachtgevers;Totaal;Berkelland;2021 2e kwartaal;0.0;0.0;0.0;0.0
2014;Totaal opdrachtgevers;Totaal;Berkelland;2021 3e kwartaal;;0.0;0.0;1.0
2015;Totaal opdrachtgevers;Totaal;Berkelland;2021 4e kwartaal;1279.0;5.0;0.0;1.0
2016;Totaal opdrachtgevers;Totaal;Berkelland;2022 1e kwartaal;801.0;3.0;0.0;0.0
2017;Totaal opdrachtgevers;Totaal;Berkelland;2022 2e kwartaal;2216.0;13.0;0.0;0.0
2018;Totaal opdrachtgevers;Totaal;Berkelland;2022 3e kwartaal;815.0;4.0;0.0;0.0
2019;Totaal opdrachtgevers;Totaal;Berkelland;2022 4e kwartaal;7721.0;46.0;0.0;0.0
2020;Totaal opdrachtgevers;Totaal;Berkelland;2023 1e kwartaal;;0.0;0.0;2.0
2021;Totaal opdrachtgevers;Totaal;Berkelland;2023 2e kwartaal;0.0;0.0;0.0;0.0
2022;Totaal opdrachtgevers;Totaal;Berkelland;2023 3e kwartaal;658.0;4.0;0.0;0.0
2023;Totaal opdrachtgevers;Totaal;Berkelland;2023 4e kwartaal;4994.0;22.0;0.0;0.0
2024;Totaal opdrachtgevers;Totaal;Berkelland;2024 1e kwartaal;;1.0;0.0;0.0
2025;Totaal opdrachtgevers;Totaal;Berkelland;2024 2e kwartaal;;6.0;0.0;1.0
2026;Totaal opdrachtgevers;Totaal;Berkelland;2024 3e kwartaal;;1.0;0.0;0.0
2027;Totaal opdrachtgevers;Totaal;Berkelland;2024 4e kwartaal;;2.0;0.0;0.0
2028;Totaal opdrachtgevers;Totaal;Bernheze;2012 1e kwartaal;5510.0;21.0;0.0;0.0
2029;Totaal opdrachtgevers;Totaal;Bernheze;2012 2e kwartaal;4105.0;23.0;0.0;0.0
2030;Totaal opdrachtgevers;Totaal;Bernheze;2012 3e kwartaal;2301.0;15.0;0.0;0.0
2031;Totaal opdrachtgevers;Totaal;Bernheze;2012 4e kwartaal;755.0;3.0;0.0;0.0
2032;Totaal opdrachtgevers;Totaal;Bernheze;2013 1e kwartaal;2618.0;26.0;0.0;0.0
2033;Totaal opdrachtgevers;Totaal;Bernheze;2013 2e kwartaal;3149.0;15.0;0.0;0.0
2034;Totaal opdrachtgevers;Totaal;Bernheze;2013 3e kwartaal;;19.0;0.0;0.0
2035;Totaal opdrachtgevers;Totaal;Bernheze;2013 4e kwartaal;3093.0;12.0;0.0;0.0
2036;Totaal opdrachtgevers;Totaal;Bernheze;2014 1e kwartaal;6037.0;51.0;0.0;0.0
2037;Totaal opdrachtgevers;Totaal;Bernheze;2014 2e kwartaal;6073.0;50.0;0.0;0.0
2038;Totaal opdrachtgevers;Totaal;Bernheze;2014 3e kwartaal;4158.0;33.0;0.0;0.0
2039;Totaal opdrachtgevers;Totaal;Bernheze;2014 4e kwartaal;1367.0;8.0;0.0;0.0
2040;Totaal opdrachtgevers;Totaal;Bernheze;2015 1e kwartaal;22088.0;191.0;0.0;0.0
2041;Totaal opdrachtgevers;Totaal;Bernheze;2015 2e kwartaal;2762.0;9.0;0.0;0.0
2042;Totaal opdrachtgevers;Totaal;Bernheze;2015 3e kwartaal;5993.0;35.0;0.0;0.0
2043;Totaal opdrachtgevers;Totaal;Bernheze;2015 4e kwartaal;2446.0;10.0;0.0;0.0
2044;Totaal opdrachtgevers;Totaal;Bernheze;2016 1e kwartaal;4740.0;31.0;0.0;0.0
2045;Totaal opdrachtgevers;Totaal;Bernheze;2016 2e kwartaal;3227.0;12.0;0.0;0.0
2046;Totaal opdrachtgevers;Totaal;Bernheze;2016 3e kwartaal;4861.0;30.0;0.0;0.0
2047;Totaal opdrachtgevers;Totaal;Bernheze;2016 4e kwartaal;7055.0;56.0;0.0;0.0
2048;Totaal opdrachtgevers;Totaal;Bernheze;2017 1e kwartaal;3050.0;15.0;0.0;0.0
2049;Totaal opdrachtgevers;Totaal;Bernheze;2017 2e kwartaal;4596.0;34.0;0.0;0.0
2050;Totaal opdrachtgevers;Totaal;Bernheze;2017 3e kwartaal;5528.0;28.0;0.0;0.0
2051;Totaal opdrachtgevers;Totaal;Bernheze;2017 4e kwartaal;6155.0;59.0;0.0;0.0
2052;Totaal opdrachtgevers;Totaal;Bernheze;2018 1e kwartaal;14954.0;128.0;0.0;0.0
2053;Totaal opdrachtgevers;Totaal;Bernheze;2018 2e kwartaal;7522.0;66.0;0.0;0.0
2054;Totaal opdrachtgevers;Totaal;Bernheze;2018 3e kwartaal;11787.0;78.0;0.0;0.0
2055;Totaal opdrachtgevers;Totaal;Bernheze;2018 4e kwartaal;3238.0;19.0;0.0;0.0
2056;Totaal opdrachtgevers;Totaal;Bernheze;2019 1e kwartaal;3271.0;14.0;0.0;0.0
2057;Totaal opdrachtgevers;Totaal;Bernheze;2019 2e kwartaal;4356.0;23.0;0.0;0.0
2058;Totaal opdrachtgevers;Totaal;Bernheze;2019 3e kwartaal;;59.0;0.0;0.0
2059;Totaal opdrachtgevers;Totaal;Bernheze;2019 4e kwartaal;;34.0;0.0;0.0
2060;Totaal opdrachtgevers;Totaal;Bernheze;2020 1e kwartaal;20422.0;162.0;0.0;0.0
2061;Totaal opdrachtgevers;Totaal;Bernheze;2020 2e kwartaal;1684.0;7.0;0.0;0.0
2062;Totaal opdrachtgevers;Totaal;Bernheze;2020 3e kwartaal;1392.0;5.0;0.0;0.0
2063;Totaal opdrachtgevers;Totaal;Bernheze;2020 4e kwartaal;6489.0;34.0;0.0;0.0
2064;Totaal opdrachtgevers;Totaal;Bernheze;2021 1e kwartaal;5417.0;24.0;0.0;0.0
2065;Totaal opdrachtgevers;Totaal;Bernheze;2021 2e kwartaal;12885.0;99.0;0.0;0.0
2066;Totaal opdrachtgevers;Totaal;Bernheze;2021 3e kwartaal;2327.0;8.0;0.0;0.0
2067;Totaal opdrachtgevers;Totaal;Bernheze;2021 4e kwartaal;11090.0;65.0;0.0;0.0
2068;Totaal opdrachtgevers;Totaal;Bernheze;2022 1e kwartaal;15527.0;104.0;0.0;0.0
2069;Totaal opdrachtgevers;Totaal;Bernheze;2022 2e kwartaal;3784.0;13.0;0.0;0.0
2070;Totaal opdrachtgevers;Totaal;Bernheze;2022 3e kwartaal;6254.0;36.0;0.0;0.0
2071;Totaal opdrachtgevers;Totaal;Bernheze;2022 4e kwartaal;14765.0;82.0;0.0;0.0
2072;Totaal opdrachtgevers;Totaal;Bernheze;2023 1e kwartaal;6500.0;51.0;0.0;0.0
2073;Totaal opdrachtgevers;Totaal;Bernheze;2023 2e kwartaal;1620.0;4.0;0.0;4.0
2074;Totaal opdrachtgevers;Totaal;Bernheze;2023 3e kwartaal;;4.0;0.0;0.0
2075;Totaal opdrachtgevers;Totaal;Bernheze;2023 4e kwartaal;3412.0;19.0;0.0;0.0
2076;Totaal opdrachtgevers;Totaal;Bernheze;2024 1e kwartaal;;13.0;0.0;10.0
2077;Totaal opdrachtgevers;Totaal;Bernheze;2024 2e kwartaal;1286.0;4.0;0.0;0.0
2078;Totaal opdrachtgevers;Totaal;Bernheze;2024 3e kwartaal;;2.0;0.0;0.0
2079;Totaal opdrachtgevers;Totaal;Bernheze;2024 4e kwartaal;;70.0;0.0;0.0
2080;Totaal opdrachtgevers;Totaal;Bernisse;2012 1e kwartaal;;1.0;0.0;0.0
2081;Totaal opdrachtgevers;Totaal;Bernisse;2012 2e kwartaal;;1.0;0.0;0.0
2082;Totaal opdrachtgevers;Totaal;Bernisse;2012 3e kwartaal;;1.0;0.0;0.0
2083;Totaal opdrachtgevers;Totaal;Bernisse;2012 4e kwartaal;0.0;0.0;0.0;0.0
2084;Totaal opdrachtgevers;Totaal;Bernisse;2013 1e kwartaal;;1.0;0.0;0.0
2085;Totaal opdrachtgevers;Totaal;Bernisse;2013 2e kwartaal;;1.0;0.0;0.0
2086;Totaal opdrachtgevers;Totaal;Bernisse;2013 3e kwartaal;0.0;0.0;0.0;0.0
2087;Totaal opdrachtgevers;Totaal;Bernisse;2013 4e kwartaal;0.0;0.0;0.0;0.0
2088;Totaal opdrachtgevers;Totaal;Bernisse;2014 1e kwartaal;0.0;0.0;0.0;0.0
2089;Totaal opdrachtgevers;Totaal;Bernisse;2014 2e kwartaal;;2.0;0.0;0.0
2090;Totaal opdrachtgevers;Totaal;Bernisse;2014 3e kwartaal;;9.0;0.0;0.0
2091;Totaal opdrachtgevers;Totaal;Bernisse;2014 4e kwartaal;;22.0;0.0;0.0
2092;Totaal opdrachtgevers;Totaal;Bernisse;2015 1e kwartaal;;;;
2093;Totaal opdrachtgevers;Totaal;Bernisse;2015 2e kwartaal;;;;
2094;Totaal opdrachtgevers;Totaal;Bernisse;2015 3e kwartaal;;;;
2095;Totaal opdrachtgevers;Totaal;Bernisse;2015 4e kwartaal;;;;
2096;Totaal opdrachtgevers;Totaal;Bernisse;2016 1e kwartaal;;;;
2097;Totaal opdrachtgevers;Totaal;Bernisse;2016 2e kwartaal;;;;
2098;Totaal opdrachtgevers;Totaal;Bernisse;2016 3e kwartaal;;;;
2099;Totaal opdrachtgevers;Totaal;Bernisse;2016 4e kwartaal;;;;
2100;Totaal opdrachtgevers;Totaal;Bernisse;2017 1e kwartaal;;;;
2101;Totaal opdrachtgevers;Totaal;Bernisse;2017 2e kwartaal;;;;
2102;Totaal opdrachtgevers;Totaal;Bernisse;2017 3e kwartaal;;;;
2103;Totaal opdrachtgevers;Totaal;Bernisse;2017 4e kwartaal;;;;
2104;Totaal opdrachtgevers;Totaal;Bernisse;2018 1e kwartaal;;;;
2105;Totaal opdrachtgevers;Totaal;Bernisse;2018 2e kwartaal;;;;
2106;Totaal opdrachtgevers;Totaal;Bernisse;2018 3e kwartaal;;;;
2107;Totaal opdrachtgevers;Totaal;Bernisse;2018 4e kwartaal;;;;
2108;Totaal opdrachtgevers;Totaal;Bernisse;2019 1e kwartaal;;;;
2109;Totaal opdrachtgevers;Totaal;Bernisse;2019 2e kwartaal;;;;
2110;Totaal opdrachtgevers;Totaal;Bernisse;2019 3e kwartaal;;;;
2111;Totaal opdrachtgevers;Totaal;Bernisse;2019 4e kwartaal;;;;
2112;Totaal opdrachtgevers;Totaal;Bernisse;2020 1e kwartaal;;;;
2113;Totaal opdrachtgevers;Totaal;Bernisse;2020 2e kwartaal;;;;
2114;Totaal opdrachtgevers;Totaal;Bernisse;2020 3e kwartaal;;;;
2115;Totaal opdrachtgevers;Totaal;Bernisse;2020 4e kwartaal;;;;
2116;Totaal opdrachtgevers;Totaal;Bernisse;2021 1e kwartaal;;;;
2117;Totaal opdrachtgevers;Totaal;Bernisse;2021 2e kwartaal;;;;
2118;Totaal opdrachtgevers;Totaal;Bernisse;2021 3e kwartaal;;;;
2119;Totaal opdrachtgevers;Totaal;Bernisse;2021 4e kwartaal;;;;
2120;Totaal opdrachtgevers;Totaal;Bernisse;2022 1e kwartaal;;;;
2121;Totaal opdrachtgevers;Totaal;Bernisse;2022 2e kwartaal;;;;
2122;Totaal opdrachtgevers;Totaal;Bernisse;2022 3e kwartaal;;;;
2123;Totaal opdrachtgevers;Totaal;Bernisse;2022 4e kwartaal;;;;
2124;Totaal opdrachtgevers;Totaal;Bernisse;2023 1e kwartaal;;;;
