ID;LeeftijdReferentiepersoon;BurgerlijkeStaatReferentiepersoon;Perioden;TotaalParticuliereHuishoudens_1;Eenpersoonshuishoudens_2;Paren_3;Eenouderhuishoudens_4;OverigeHuishoudens_5
293;15;Totaal burgerlijke staat;2054;338;186;9;3;140
294;15;Totaal burgerlijke staat;2055;338;186;9;3;140
295;15;Totaal burgerlijke staat;2056;337;186;9;3;139
296;15;Totaal burgerlijke staat;2057;337;186;9;3;139
297;15;Totaal burgerlijke staat;2058;337;186;9;3;139
298;15;Totaal burgerlijke staat;2059;337;186;9;3;139
299;15;Totaal burgerlijke staat;2060;337;186;9;3;139
300;15;Ongehuwd;2011;366;214;3;3;146
301;15;Ongehuwd;2012;372;220;3;3;146
302;15;Ongehuwd;2013;371;215;3;3;150
303;15;Ongehuwd;2014;368;208;3;3;154
304;15;Ongehuwd;2015;363;202;3;3;155
305;15;Ongehuwd;2016;365;201;3;3;158
306;15;Ongehuwd;2017;362;201;3;3;155
307;15;Ongehuwd;2018;359;200;3;3;153
308;15;Ongehuwd;2019;358;200;3;3;152
309;15;Ongehuwd;2020;354;202;3;3;146
310;15;Ongehuwd;2021;350;202;3;3;142
311;15;Ongehuwd;2022;347;201;3;3;140
312;15;Ongehuwd;2023;345;201;3;3;138
313;15;Ongehuwd;2024;346;200;3;3;140
314;15;Ongehuwd;2025;347;200;3;3;141
315;15;Ongehuwd;2026;343;198;3;3;139
316;15;Ongehuwd;2027;344;199;3;3;139
317;15;Ongehuwd;2028;340;197;2;3;138
318;15;Ongehuwd;2029;340;197;2;3;138
319;15;Ongehuwd;2030;340;197;2;3;138
320;15;Ongehuwd;2031;339;195;2;3;139
321;15;Ongehuwd;2032;339;195;2;3;139
322;15;Ongehuwd;2033;339;194;2;3;140
323;15;Ongehuwd;2034;339;193;2;3;141
324;15;Ongehuwd;2035;340;193;2;3;142
325;15;Ongehuwd;2036;341;193;2;3;143
326;15;Ongehuwd;2037;340;192;2;3;143
327;15;Ongehuwd;2038;341;192;2;3;144
328;15;Ongehuwd;2039;341;192;2;3;144
329;15;Ongehuwd;2040;340;191;2;3;144
330;15;Ongehuwd;2041;341;191;2;3;145
331;15;Ongehuwd;2042;341;191;2;3;145
332;15;Ongehuwd;2043;342;191;3;3;145
333;15;Ongehuwd;2044;340;189;3;3;145
334;15;Ongehuwd;2045;340;189;3;3;145
335;15;Ongehuwd;2046;340;189;3;3;145
336;15;Ongehuwd;2047;340;189;3;3;145
337;15;Ongehuwd;2048;338;188;3;3;144
338;15;Ongehuwd;2049;338;188;3;3;144
339;15;Ongehuwd;2050;337;188;3;3;143
340;15;Ongehuwd;2051;336;188;3;3;142
341;15;Ongehuwd;2052;335;187;3;3;142
342;15;Ongehuwd;2053;334;187;3;3;141
343;15;Ongehuwd;2054;332;186;3;3;140
344;15;Ongehuwd;2055;332;186;3;3;140
345;15;Ongehuwd;2056;331;186;3;3;139
346;15;Ongehuwd;2057;331;186;3;3;139
347;15;Ongehuwd;2058;331;186;3;3;139
348;15;Ongehuwd;2059;331;186;3;3;139
349;15;Ongehuwd;2060;331;186;3;3;139
350;15;Gehuwd;2011;7;0;7;0;0
351;15;Gehuwd;2012;8;0;8;0;0
352;15;Gehuwd;2013;7;0;7;0;0
353;15;Gehuwd;2014;7;0;7;0;0
354;15;Gehuwd;2015;7;0;7;0;0
355;15;Gehuwd;2016;7;0;7;0;0
356;15;Gehuwd;2017;7;0;7;0;0
357;15;Gehuwd;2018;7;0;7;0;0
358;15;Gehuwd;2019;7;0;7;0;0
359;15;Gehuwd;2020;7;0;7;0;0
360;15;Gehuwd;2021;7;0;7;0;0
361;15;Gehuwd;2022;7;0;7;0;0
362;15;Gehuwd;2023;7;0;7;0;0
363;15;Gehuwd;2024;7;0;7;0;0
364;15;Gehuwd;2025;7;0;7;0;0
365;15;Gehuwd;2026;7;0;7;0;0
366;15;Gehuwd;2027;7;0;7;0;0
367;15;Gehuwd;2028;7;0;7;0;0
368;15;Gehuwd;2029;7;0;7;0;0
369;15;Gehuwd;2030;7;0;7;0;0
370;15;Gehuwd;2031;7;0;7;0;0
371;15;Gehuwd;2032;7;0;7;0;0
372;15;Gehuwd;2033;7;0;7;0;0
373;15;Gehuwd;2034;7;0;7;0;0
374;15;Gehuwd;2035;7;0;7;0;0
375;15;Gehuwd;2036;7;0;7;0;0
376;15;Gehuwd;2037;7;0;7;0;0
377;15;Gehuwd;2038;7;0;7;0;0
378;15;Gehuwd;2039;7;0;7;0;0
379;15;Gehuwd;2040;7;0;7;0;0
380;15;Gehuwd;2041;7;0;7;0;0
381;15;Gehuwd;2042;7;0;7;0;0
382;15;Gehuwd;2043;6;0;6;0;0
383;15;Gehuwd;2044;6;0;6;0;0
384;15;Gehuwd;2045;6;0;6;0;0
385;15;Gehuwd;2046;6;0;6;0;0
386;15;Gehuwd;2047;6;0;6;0;0
387;15;Gehuwd;2048;6;0;6;0;0
388;15;Gehuwd;2049;6;0;6;0;0
389;15;Gehuwd;2050;6;0;6;0;0
390;15;Gehuwd;2051;6;0;6;0;0
391;15;Gehuwd;2052;6;0;6;0;0
392;15;Gehuwd;2053;6;0;6;0;0
393;15;Gehuwd;2054;6;0;6;0;0
394;15;Gehuwd;2055;6;0;6;0;0
395;15;Gehuwd;2056;6;0;6;0;0
396;15;Gehuwd;2057;6;0;6;0;0
397;15;Gehuwd;2058;6;0;6;0;0
398;15;Gehuwd;2059;6;0;6;0;0
399;15;Gehuwd;2060;6;0;6;0;0
400;15;Verweduwd;2011;0;0;0;0;0
401;15;Verweduwd;2012;0;0;0;0;0
402;15;Verweduwd;2013;0;0;0;0;0
403;15;Verweduwd;2014;0;0;0;0;0
404;15;Verweduwd;2015;0;0;0;0;0
405;15;Verweduwd;2016;0;0;0;0;0
406;15;Verweduwd;2017;0;0;0;0;0
407;15;Verweduwd;2018;0;0;0;0;0
408;15;Verweduwd;2019;0;0;0;0;0
409;15;Verweduwd;2020;0;0;0;0;0
410;15;Verweduwd;2021;0;0;0;0;0
411;15;Verweduwd;2022;0;0;0;0;0
412;15;Verweduwd;2023;0;0;0;0;0
413;15;Verweduwd;2024;0;0;0;0;0
414;15;Verweduwd;2025;0;0;0;0;0
415;15;Verweduwd;2026;0;0;0;0;0
416;15;Verweduwd;2027;0;0;0;0;0
417;15;Verweduwd;2028;0;0;0;0;0
418;15;Verweduwd;2029;0;0;0;0;0
419;15;Verweduwd;2030;0;0;0;0;0
420;15;Verweduwd;2031;0;0;0;0;0
421;15;Verweduwd;2032;0;0;0;0;0
422;15;Verweduwd;2033;0;0;0;0;0
423;15;Verweduwd;2034;0;0;0;0;0
424;15;Verweduwd;2035;0;0;0;0;0
425;15;Verweduwd;2036;0;0;0;0;0
426;15;Verweduwd;2037;0;0;0;0;0
427;15;Verweduwd;2038;0;0;0;0;0
428;15;Verweduwd;2039;0;0;0;0;0
429;15;Verweduwd;2040;0;0;0;0;0
430;15;Verweduwd;2041;0;0;0;0;0
431;15;Verweduwd;2042;0;0;0;0;0
432;15;Verweduwd;2043;0;0;0;0;0
433;15;Verweduwd;2044;0;0;0;0;0
434;15;Verweduwd;2045;0;0;0;0;0
435;15;Verweduwd;2046;0;0;0;0;0
436;15;Verweduwd;2047;0;0;0;0;0
437;15;Verweduwd;2048;0;0;0;0;0
438;15;Verweduwd;2049;0;0;0;0;0
439;15;Verweduwd;2050;0;0;0;0;0
440;15;Verweduwd;2051;0;0;0;0;0
441;15;Verweduwd;2052;0;0;0;0;0
442;15;Verweduwd;2053;0;0;0;0;0
443;15;Verweduwd;2054;0;0;0;0;0
444;15;Verweduwd;2055;0;0;0;0;0
445;15;Verweduwd;2056;0;0;0;0;0
446;15;Verweduwd;2057;0;0;0;0;0
447;15;Verweduwd;2058;0;0;0;0;0
448;15;Verweduwd;2059;0;0;0;0;0
449;15;Verweduwd;2060;0;0;0;0;0
450;15;Gescheiden;2011;0;0;0;0;0
451;15;Gescheiden;2012;0;0;0;0;0
452;15;Gescheiden;2013;0;0;0;0;0
453;15;Gescheiden;2014;0;0;0;0;0
454;15;Gescheiden;2015;0;0;0;0;0
455;15;Gescheiden;2016;0;0;0;0;0
456;15;Gescheiden;2017;0;0;0;0;0
457;15;Gescheiden;2018;0;0;0;0;0
458;15;Gescheiden;2019;0;0;0;0;0
459;15;Gescheiden;2020;0;0;0;0;0
460;15;Gescheiden;2021;0;0;0;0;0
461;15;Gescheiden;2022;0;0;0;0;0
462;15;Gescheiden;2023;0;0;0;0;0
463;15;Gescheiden;2024;0;0;0;0;0
464;15;Gescheiden;2025;0;0;0;0;0
465;15;Gescheiden;2026;0;0;0;0;0
466;15;Gescheiden;2027;0;0;0;0;0
467;15;Gescheiden;2028;0;0;0;0;0
468;15;Gescheiden;2029;0;0;0;0;0
469;15;Gescheiden;2030;0;0;0;0;0
470;15;Gescheiden;2031;0;0;0;0;0
471;15;Gescheiden;2032;0;0;0;0;0
472;15;Gescheiden;2033;0;0;0;0;0
473;15;Gescheiden;2034;0;0;0;0;0
474;15;Gescheiden;2035;0;0;0;0;0
475;15;Gescheiden;2036;0;0;0;0;0
476;15;Gescheiden;2037;0;0;0;0;0
477;15;Gescheiden;2038;0;0;0;0;0
478;15;Gescheiden;2039;0;0;0;0;0
479;15;Gescheiden;2040;0;0;0;0;0
480;15;Gescheiden;2041;0;0;0;0;0
481;15;Gescheiden;2042;0;0;0;0;0
482;15;Gescheiden;2043;0;0;0;0;0
483;15;Gescheiden;2044;0;0;0;0;0
484;15;Gescheiden;2045;0;0;0;0;0
485;15;Gescheiden;2046;0;0;0;0;0
486;15;Gescheiden;2047;0;0;0;0;0
487;15;Gescheiden;2048;0;0;0;0;0
488;15;Gescheiden;2049;0;0;0;0;0
489;15;Gescheiden;2050;0;0;0;0;0
490;15;Gescheiden;2051;0;0;0;0;0
491;15;Gescheiden;2052;0;0;0;0;0
492;15;Gescheiden;2053;0;0;0;0;0
493;15;Gescheiden;2054;0;0;0;0;0
494;15;Gescheiden;2055;0;0;0;0;0
495;15;Gescheiden;2056;0;0;0;0;0
496;15;Gescheiden;2057;0;0;0;0;0
497;15;Gescheiden;2058;0;0;0;0;0
498;15;Gescheiden;2059;0;0;0;0;0
499;15;Gescheiden;2060;0;0;0;0;0
500;16;Totaal burgerlijke staat;2011;2560;2159;152;87;162
501;16;Totaal burgerlijke staat;2012;1732;1427;86;61;158
502;16;Totaal burgerlijke staat;2013;1729;1424;87;60;158
503;16;Totaal burgerlijke staat;2014;1734;1428;86;59;161
504;16;Totaal burgerlijke staat;2015;1750;1438;88;59;165
505;16;Totaal burgerlijke staat;2016;1754;1440;88;60;166
506;16;Totaal burgerlijke staat;2017;1778;1460;89;60;169
507;16;Totaal burgerlijke staat;2018;1758;1445;88;59;166
508;16;Totaal burgerlijke staat;2019;1747;1438;87;58;164
509;16;Totaal burgerlijke staat;2020;1738;1430;87;58;163
510;16;Totaal burgerlijke staat;2021;1699;1399;85;57;158
511;16;Totaal burgerlijke staat;2022;1661;1370;82;56;153
512;16;Totaal burgerlijke staat;2023;1647;1359;81;55;152
513;16;Totaal burgerlijke staat;2024;1623;1340;80;54;149
514;16;Totaal burgerlijke staat;2025;1642;1354;81;55;152
515;16;Totaal burgerlijke staat;2026;1643;1355;80;55;153
516;16;Totaal burgerlijke staat;2027;1628;1343;79;55;151
517;16;Totaal burgerlijke staat;2028;1619;1336;79;54;150
518;16;Totaal burgerlijke staat;2029;1611;1330;78;54;149
519;16;Totaal burgerlijke staat;2030;1612;1331;78;54;149
520;16;Totaal burgerlijke staat;2031;1613;1331;78;54;150
521;16;Totaal burgerlijke staat;2032;1615;1333;78;54;150
522;16;Totaal burgerlijke staat;2033;1618;1335;78;54;151
523;16;Totaal burgerlijke staat;2034;1622;1338;78;54;152
524;16;Totaal burgerlijke staat;2035;1632;1346;79;54;153
525;16;Totaal burgerlijke staat;2036;1636;1350;78;55;153
526;16;Totaal burgerlijke staat;2037;1642;1354;79;55;154
527;16;Totaal burgerlijke staat;2038;1647;1358;79;55;155
528;16;Totaal burgerlijke staat;2039;1653;1362;81;55;155
529;16;Totaal burgerlijke staat;2040;1657;1365;81;55;156
530;16;Totaal burgerlijke staat;2041;1660;1367;81;56;156
531;16;Totaal burgerlijke staat;2042;1662;1368;82;56;156
532;16;Totaal burgerlijke staat;2043;1663;1369;82;56;156
533;16;Totaal burgerlijke staat;2044;1665;1370;82;56;157
534;16;Totaal burgerlijke staat;2045;1664;1369;82;56;157
535;16;Totaal burgerlijke staat;2046;1662;1367;82;56;157
536;16;Totaal burgerlijke staat;2047;1661;1367;82;56;156
537;16;Totaal burgerlijke staat;2048;1659;1365;82;56;156
538;16;Totaal burgerlijke staat;2049;1657;1363;82;56;156
539;16;Totaal burgerlijke staat;2050;1650;1358;82;55;155
540;16;Totaal burgerlijke staat;2051;1644;1353;82;55;154
541;16;Totaal burgerlijke staat;2052;1636;1347;80;55;154
542;16;Totaal burgerlijke staat;2053;1629;1342;80;54;153
543;16;Totaal burgerlijke staat;2054;1624;1338;80;54;152
544;16;Totaal burgerlijke staat;2055;1620;1334;80;54;152
545;16;Totaal burgerlijke staat;2056;1613;1329;79;54;151
546;16;Totaal burgerlijke staat;2057;1611;1327;79;54;151
547;16;Totaal burgerlijke staat;2058;1606;1323;79;54;150
548;16;Totaal burgerlijke staat;2059;1604;1321;79;54;150
549;16;Totaal burgerlijke staat;2060;1603;1320;79;54;150
550;16;Ongehuwd;2011;2546;2158;139;87;162
551;16;Ongehuwd;2012;1713;1426;68;61;158
552;16;Ongehuwd;2013;1710;1423;69;60;158
553;16;Ongehuwd;2014;1715;1427;68;59;161
554;16;Ongehuwd;2015;1732;1437;71;59;165
555;16;Ongehuwd;2016;1736;1439;71;60;166
556;16;Ongehuwd;2017;1760;1459;72;60;169
557;16;Ongehuwd;2018;1740;1444;71;59;166
558;16;Ongehuwd;2019;1729;1437;70;58;164
559;16;Ongehuwd;2020;1720;1429;70;58;163
560;16;Ongehuwd;2021;1681;1398;68;57;158
561;16;Ongehuwd;2022;1643;1369;65;56;153
562;16;Ongehuwd;2023;1629;1358;64;55;152
563;16;Ongehuwd;2024;1605;1339;63;54;149
564;16;Ongehuwd;2025;1624;1353;64;55;152
565;16;Ongehuwd;2026;1625;1354;63;55;153
566;16;Ongehuwd;2027;1610;1342;62;55;151
567;16;Ongehuwd;2028;1601;1335;62;54;150
568;16;Ongehuwd;2029;1593;1329;61;54;149
569;16;Ongehuwd;2030;1594;1330;61;54;149
570;16;Ongehuwd;2031;1595;1330;61;54;150
571;16;Ongehuwd;2032;1597;1332;61;54;150
572;16;Ongehuwd;2033;1600;1334;61;54;151
573;16;Ongehuwd;2034;1604;1337;61;54;152
574;16;Ongehuwd;2035;1614;1345;62;54;153
575;16;Ongehuwd;2036;1619;1349;62;55;153
576;16;Ongehuwd;2037;1625;1353;63;55;154
577;16;Ongehuwd;2038;1630;1357;63;55;155
578;16;Ongehuwd;2039;1636;1361;65;55;155
579;16;Ongehuwd;2040;1640;1364;65;55;156
580;16;Ongehuwd;2041;1643;1366;65;56;156
581;16;Ongehuwd;2042;1645;1367;66;56;156
582;16;Ongehuwd;2043;1646;1368;66;56;156
583;16;Ongehuwd;2044;1648;1369;66;56;157
584;16;Ongehuwd;2045;1647;1368;66;56;157
585;16;Ongehuwd;2046;1645;1366;66;56;157
586;16;Ongehuwd;2047;1644;1366;66;56;156
587;16;Ongehuwd;2048;1642;1364;66;56;156
588;16;Ongehuwd;2049;1640;1362;66;56;156
589;16;Ongehuwd;2050;1633;1357;66;55;155
590;16;Ongehuwd;2051;1627;1352;66;55;154
591;16;Ongehuwd;2052;1619;1346;64;55;154
592;16;Ongehuwd;2053;1612;1341;64;54;153
593;16;Ongehuwd;2054;1607;1337;64;54;152
594;16;Ongehuwd;2055;1603;1333;64;54;152
595;16;Ongehuwd;2056;1596;1328;63;54;151
596;16;Ongehuwd;2057;1594;1326;63;54;151
597;16;Ongehuwd;2058;1589;1322;63;54;150
598;16;Ongehuwd;2059;1587;1320;63;54;150
599;16;Ongehuwd;2060;1586;1319;63;54;150
600;16;Gehuwd;2011;14;1;13;0;0
601;16;Gehuwd;2012;19;1;18;0;0
602;16;Gehuwd;2013;19;1;18;0;0
603;16;Gehuwd;2014;19;1;18;0;0
604;16;Gehuwd;2015;18;1;17;0;0
605;16;Gehuwd;2016;18;1;17;0;0
606;16;Gehuwd;2017;18;1;17;0;0
607;16;Gehuwd;2018;18;1;17;0;0
608;16;Gehuwd;2019;18;1;17;0;0
609;16;Gehuwd;2020;18;1;17;0;0
610;16;Gehuwd;2021;18;1;17;0;0
611;16;Gehuwd;2022;18;1;17;0;0
612;16;Gehuwd;2023;18;1;17;0;0
613;16;Gehuwd;2024;18;1;17;0;0
614;16;Gehuwd;2025;18;1;17;0;0
615;16;Gehuwd;2026;18;1;17;0;0
616;16;Gehuwd;2027;18;1;17;0;0
617;16;Gehuwd;2028;18;1;17;0;0
618;16;Gehuwd;2029;18;1;17;0;0
619;16;Gehuwd;2030;18;1;17;0;0
620;16;Gehuwd;2031;18;1;17;0;0
621;16;Gehuwd;2032;18;1;17;0;0
622;16;Gehuwd;2033;18;1;17;0;0
623;16;Gehuwd;2034;18;1;17;0;0
624;16;Gehuwd;2035;18;1;17;0;0
625;16;Gehuwd;2036;17;1;16;0;0
626;16;Gehuwd;2037;17;1;16;0;0
627;16;Gehuwd;2038;17;1;16;0;0
628;16;Gehuwd;2039;17;1;16;0;0
629;16;Gehuwd;2040;17;1;16;0;0
630;16;Gehuwd;2041;17;1;16;0;0
631;16;Gehuwd;2042;17;1;16;0;0
632;16;Gehuwd;2043;17;1;16;0;0
633;16;Gehuwd;2044;17;1;16;0;0
634;16;Gehuwd;2045;17;1;16;0;0
635;16;Gehuwd;2046;17;1;16;0;0
636;16;Gehuwd;2047;17;1;16;0;0
637;16;Gehuwd;2048;17;1;16;0;0
638;16;Gehuwd;2049;17;1;16;0;0
639;16;Gehuwd;2050;17;1;16;0;0
640;16;Gehuwd;2051;17;1;16;0;0
641;16;Gehuwd;2052;17;1;16;0;0
642;16;Gehuwd;2053;17;1;16;0;0
643;16;Gehuwd;2054;17;1;16;0;0
644;16;Gehuwd;2055;17;1;16;0;0
645;16;Gehuwd;2056;17;1;16;0;0
646;16;Gehuwd;2057;17;1;16;0;0
647;16;Gehuwd;2058;17;1;16;0;0
648;16;Gehuwd;2059;17;1;16;0;0
649;16;Gehuwd;2060;17;1;16;0;0
650;16;Verweduwd;2011;0;0;0;0;0
651;16;Verweduwd;2012;0;0;0;0;0
652;16;Verweduwd;2013;0;0;0;0;0
653;16;Verweduwd;2014;0;0;0;0;0
654;16;Verweduwd;2015;0;0;0;0;0
655;16;Verweduwd;2016;0;0;0;0;0
656;16;Verweduwd;2017;0;0;0;0;0
657;16;Verweduwd;2018;0;0;0;0;0
658;16;Verweduwd;2019;0;0;0;0;0
659;16;Verweduwd;2020;0;0;0;0;0
660;16;Verweduwd;2021;0;0;0;0;0
661;16;Verweduwd;2022;0;0;0;0;0
662;16;Verweduwd;2023;0;0;0;0;0
663;16;Verweduwd;2024;0;0;0;0;0
664;16;Verweduwd;2025;0;0;0;0;0
665;16;Verweduwd;2026;0;0;0;0;0
666;16;Verweduwd;2027;0;0;0;0;0
667;16;Verweduwd;2028;0;0;0;0;0
668;16;Verweduwd;2029;0;0;0;0;0
669;16;Verweduwd;2030;0;0;0;0;0
670;16;Verweduwd;2031;0;0;0;0;0
671;16;Verweduwd;2032;0;0;0;0;0
672;16;Verweduwd;2033;0;0;0;0;0
673;16;Verweduwd;2034;0;0;0;0;0
674;16;Verweduwd;2035;0;0;0;0;0
675;16;Verweduwd;2036;0;0;0;0;0
676;16;Verweduwd;2037;0;0;0;0;0
677;16;Verweduwd;2038;0;0;0;0;0
678;16;Verweduwd;2039;0;0;0;0;0
679;16;Verweduwd;2040;0;0;0;0;0
680;16;Verweduwd;2041;0;0;0;0;0
681;16;Verweduwd;2042;0;0;0;0;0
682;16;Verweduwd;2043;0;0;0;0;0
683;16;Verweduwd;2044;0;0;0;0;0
684;16;Verweduwd;2045;0;0;0;0;0
685;16;Verweduwd;2046;0;0;0;0;0
686;16;Verweduwd;2047;0;0;0;0;0
687;16;Verweduwd;2048;0;0;0;0;0
688;16;Verweduwd;2049;0;0;0;0;0
689;16;Verweduwd;2050;0;0;0;0;0
690;16;Verweduwd;2051;0;0;0;0;0
691;16;Verweduwd;2052;0;0;0;0;0
692;16;Verweduwd;2053;0;0;0;0;0
693;16;Verweduwd;2054;0;0;0;0;0
694;16;Verweduwd;2055;0;0;0;0;0
695;16;Verweduwd;2056;0;0;0;0;0
696;16;Verweduwd;2057;0;0;0;0;0
697;16;Verweduwd;2058;0;0;0;0;0
698;16;Verweduwd;2059;0;0;0;0;0
699;16;Verweduwd;2060;0;0;0;0;0
700;16;Gescheiden;2011;0;0;0;0;0
701;16;Gescheiden;2012;0;0;0;0;0
702;16;Gescheiden;2013;0;0;0;0;0
703;16;Gescheiden;2014;0;0;0;0;0
704;16;Gescheiden;2015;0;0;0;0;0
705;16;Gescheiden;2016;0;0;0;0;0
706;16;Gescheiden;2017;0;0;0;0;0
707;16;Gescheiden;2018;0;0;0;0;0
708;16;Gescheiden;2019;0;0;0;0;0
709;16;Gescheiden;2020;0;0;0;0;0
710;16;Gescheiden;2021;0;0;0;0;0
711;16;Gescheiden;2022;0;0;0;0;0
712;16;Gescheiden;2023;0;0;0;0;0
713;16;Gescheiden;2024;0;0;0;0;0
714;16;Gescheiden;2025;0;0;0;0;0
715;16;Gescheiden;2026;0;0;0;0;0
716;16;Gescheiden;2027;0;0;0;0;0
717;16;Gescheiden;2028;0;0;0;0;0
718;16;Gescheiden;2029;0;0;0;0;0
719;16;Gescheiden;2030;0;0;0;0;0
720;16;Gescheiden;2031;0;0;0;0;0
721;16;Gescheiden;2032;0;0;0;0;0
722;16;Gescheiden;2033;0;0;0;0;0
723;16;Gescheiden;2034;0;0;0;0;0
724;16;Gescheiden;2035;0;0;0;0;0
725;16;Gescheiden;2036;0;0;0;0;0
726;16;Gescheiden;2037;0;0;0;0;0
727;16;Gescheiden;2038;0;0;0;0;0
728;16;Gescheiden;2039;0;0;0;0;0
729;16;Gescheiden;2040;0;0;0;0;0
730;16;Gescheiden;2041;0;0;0;0;0
731;16;Gescheiden;2042;0;0;0;0;0
732;16;Gescheiden;2043;0;0;0;0;0
733;16;Gescheiden;2044;0;0;0;0;0
734;16;Gescheiden;2045;0;0;0;0;0
735;16;Gescheiden;2046;0;0;0;0;0
736;16;Gescheiden;2047;0;0;0;0;0
737;16;Gescheiden;2048;0;0;0;0;0
738;16;Gescheiden;2049;0;0;0;0;0
739;16;Gescheiden;2050;0;0;0;0;0
740;16;Gescheiden;2051;0;0;0;0;0
741;16;Gescheiden;2052;0;0;0;0;0
742;16;Gescheiden;2053;0;0;0;0;0
743;16;Gescheiden;2054;0;0;0;0;0
744;16;Gescheiden;2055;0;0;0;0;0
745;16;Gescheiden;2056;0;0;0;0;0
746;16;Gescheiden;2057;0;0;0;0;0
747;16;Gescheiden;2058;0;0;0;0;0
748;16;Gescheiden;2059;0;0;0;0;0
749;16;Gescheiden;2060;0;0;0;0;0
750;17;Totaal burgerlijke staat;2011;4759;3899;365;179;316
751;17;Totaal burgerlijke staat;2012;4975;4038;387;222;328
752;17;Totaal burgerlijke staat;2013;4261;3440;328;184;309
753;17;Totaal burgerlijke staat;2014;4233;3417;328;179;309
754;17;Totaal burgerlijke staat;2015;4253;3434;326;180;313
755;17;Totaal burgerlijke staat;2016;4338;3502;333;183;320
756;17;Totaal burgerlijke staat;2017;4359;3521;334;183;321
757;17;Totaal burgerlijke staat;2018;4439;3589;339;185;326
758;17;Totaal burgerlijke staat;2019;4385;3546;336;182;321
759;17;Totaal burgerlijke staat;2020;4356;3523;334;181;318
760;17;Totaal burgerlijke staat;2021;4336;3507;333;180;316
761;17;Totaal burgerlijke staat;2022;4222;3415;325;176;306
762;17;Totaal burgerlijke staat;2023;4118;3332;317;171;298
763;17;Totaal burgerlijke staat;2024;4079;3299;315;169;296
764;17;Totaal burgerlijke staat;2025;4020;3251;309;167;293
765;17;Totaal burgerlijke staat;2026;4068;3290;312;169;297
766;17;Totaal burgerlijke staat;2027;4076;3296;312;170;298
767;17;Totaal burgerlijke staat;2028;4033;3263;308;168;294
768;17;Totaal burgerlijke staat;2029;4007;3242;306;167;292
769;17;Totaal burgerlijke staat;2030;3992;3231;304;166;291
770;17;Totaal burgerlijke staat;2031;3993;3231;304;166;292
771;17;Totaal burgerlijke staat;2032;3996;3234;304;166;292
772;17;Totaal burgerlijke staat;2033;4004;3241;304;166;293
773;17;Totaal burgerlijke staat;2034;4017;3251;305;167;294
774;17;Totaal burgerlijke staat;2035;4035;3265;306;168;296
775;17;Totaal burgerlijke staat;2036;4060;3284;309;169;298
776;17;Totaal burgerlijke staat;2037;4076;3297;311;169;299
777;17;Totaal burgerlijke staat;2038;4099;3315;313;170;301
778;17;Totaal burgerlijke staat;2039;4112;3326;314;171;301
779;17;Totaal burgerlijke staat;2040;4129;3338;317;171;303
780;17;Totaal burgerlijke staat;2041;4140;3347;318;172;303
781;17;Totaal burgerlijke staat;2042;4149;3354;319;172;304
782;17;Totaal burgerlijke staat;2043;4158;3360;320;173;305
783;17;Totaal burgerlijke staat;2044;4160;3362;320;173;305
784;17;Totaal burgerlijke staat;2045;4163;3364;321;173;305
785;17;Totaal burgerlijke staat;2046;4164;3365;321;173;305
786;17;Totaal burgerlijke staat;2047;4165;3364;323;173;305
787;17;Totaal burgerlijke staat;2048;4160;3360;323;173;304
788;17;Totaal burgerlijke staat;2049;4155;3356;323;172;304
789;17;Totaal burgerlijke staat;2050;4146;3348;323;172;303
790;17;Totaal burgerlijke staat;2051;4132;3337;322;171;302
791;17;Totaal burgerlijke staat;2052;4118;3325;321;171;301
792;17;Totaal burgerlijke staat;2053;4101;3312;320;170;299
793;17;Totaal burgerlijke staat;2054;4083;3297;319;169;298
794;17;Totaal burgerlijke staat;2055;4069;3285;318;169;297
795;17;Totaal burgerlijke staat;2056;4052;3271;317;169;295
796;17;Totaal burgerlijke staat;2057;4037;3259;316;168;294
797;17;Totaal burgerlijke staat;2058;4027;3251;315;167;294
798;17;Totaal burgerlijke staat;2059;4017;3243;314;167;293
