ID;JeugdhulpInNatura;Jeugdbescherming;Jeugdreclassering;RegioS;Perioden;TotaalJongerenMetJeugdzorg_1
7668;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Geen jeugdreclassering;Den Helder;31 december 2022;1235.0
7669;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Geen jeugdreclassering;Den Helder;30 juni 2023;1180.0
7670;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Geen jeugdreclassering;Den Helder;31 december 2023;1225.0
7671;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Geen jeugdreclassering;Den Helder;30 juni 2024;1270.0
7672;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Geen jeugdreclassering;Hellendoorn;30 juni 2021;530.0
7673;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Geen jeugdreclassering;Hellendoorn;31 december 2021;530.0
7674;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Geen jeugdreclassering;Hellendoorn;30 juni 2022;520.0
7675;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Geen jeugdreclassering;Hellendoorn;31 december 2022;530.0
7676;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Geen jeugdreclassering;Hellendoorn;30 juni 2023;570.0
7677;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Geen jeugdreclassering;Hellendoorn;31 december 2023;565.0
7678;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Geen jeugdreclassering;Hellendoorn;30 juni 2024;610.0
7679;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Geen jeugdreclassering;Hellevoetsluis;30 juni 2021;520.0
7680;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Geen jeugdreclassering;Hellevoetsluis;31 december 2021;560.0
7681;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Geen jeugdreclassering;Hellevoetsluis;30 juni 2022;560.0
7682;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Geen jeugdreclassering;Hellevoetsluis;31 december 2022;545.0
7683;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Geen jeugdreclassering;Hellevoetsluis;30 juni 2023;
7684;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Geen jeugdreclassering;Hellevoetsluis;31 december 2023;
7685;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Geen jeugdreclassering;Hellevoetsluis;30 juni 2024;
7686;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Geen jeugdreclassering;Helmond;30 juni 2021;1395.0
7687;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Geen jeugdreclassering;Helmond;31 december 2021;1415.0
7688;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Geen jeugdreclassering;Helmond;30 juni 2022;1360.0
7689;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Geen jeugdreclassering;Helmond;31 december 2022;1410.0
7690;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Geen jeugdreclassering;Helmond;30 juni 2023;1455.0
7691;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Geen jeugdreclassering;Helmond;31 december 2023;1495.0
7692;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Geen jeugdreclassering;Helmond;30 juni 2024;1605.0
7693;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Geen jeugdreclassering;Hendrik-Ido-Ambacht;30 juni 2021;590.0
7694;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Geen jeugdreclassering;Hendrik-Ido-Ambacht;31 december 2021;585.0
7695;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Geen jeugdreclassering;Hendrik-Ido-Ambacht;30 juni 2022;605.0
7696;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Geen jeugdreclassering;Hendrik-Ido-Ambacht;31 december 2022;640.0
7697;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Geen jeugdreclassering;Hendrik-Ido-Ambacht;30 juni 2023;660.0
7698;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Geen jeugdreclassering;Hendrik-Ido-Ambacht;31 december 2023;665.0
7699;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Geen jeugdreclassering;Hendrik-Ido-Ambacht;30 juni 2024;705.0
7700;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Geen jeugdreclassering;Hengelo (O.);30 juni 2021;1465.0
7701;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Geen jeugdreclassering;Hengelo (O.);31 december 2021;1455.0
7702;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Geen jeugdreclassering;Hengelo (O.);30 juni 2022;1465.0
7703;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Geen jeugdreclassering;Hengelo (O.);31 december 2022;1465.0
7704;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Geen jeugdreclassering;Hengelo (O.);30 juni 2023;1475.0
7705;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Geen jeugdreclassering;Hengelo (O.);31 december 2023;1470.0
7706;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Geen jeugdreclassering;Hengelo (O.);30 juni 2024;1515.0
7707;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Geen jeugdreclassering;'s-Hertogenbosch;30 juni 2021;2170.0
7708;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Geen jeugdreclassering;'s-Hertogenbosch;31 december 2021;2075.0
7709;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Geen jeugdreclassering;'s-Hertogenbosch;30 juni 2022;2260.0
7710;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Geen jeugdreclassering;'s-Hertogenbosch;31 december 2022;2550.0
7711;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Geen jeugdreclassering;'s-Hertogenbosch;30 juni 2023;2480.0
7712;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Geen jeugdreclassering;'s-Hertogenbosch;31 december 2023;2605.0
7713;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Geen jeugdreclassering;'s-Hertogenbosch;30 juni 2024;2720.0
7714;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Geen jeugdreclassering;Heumen;30 juni 2021;250.0
7715;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Geen jeugdreclassering;Heumen;31 december 2021;235.0
7716;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Geen jeugdreclassering;Heumen;30 juni 2022;255.0
7717;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Geen jeugdreclassering;Heumen;31 december 2022;235.0
7718;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Geen jeugdreclassering;Heumen;30 juni 2023;230.0
7719;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Geen jeugdreclassering;Heumen;31 december 2023;220.0
7720;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Geen jeugdreclassering;Heumen;30 juni 2024;235.0
7721;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Geen jeugdreclassering;Heusden;30 juni 2021;735.0
7722;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Geen jeugdreclassering;Heusden;31 december 2021;725.0
7723;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Geen jeugdreclassering;Heusden;30 juni 2022;685.0
7724;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Geen jeugdreclassering;Heusden;31 december 2022;705.0
7725;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Geen jeugdreclassering;Heusden;30 juni 2023;640.0
7726;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Geen jeugdreclassering;Heusden;31 december 2023;670.0
7727;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Geen jeugdreclassering;Heusden;30 juni 2024;755.0
7728;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Geen jeugdreclassering;Hillegom;30 juni 2021;455.0
7729;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Geen jeugdreclassering;Hillegom;31 december 2021;435.0
7730;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Geen jeugdreclassering;Hillegom;30 juni 2022;495.0
7731;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Geen jeugdreclassering;Hillegom;31 december 2022;485.0
7732;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Geen jeugdreclassering;Hillegom;30 juni 2023;460.0
7733;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Geen jeugdreclassering;Hillegom;31 december 2023;500.0
7734;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Geen jeugdreclassering;Hillegom;30 juni 2024;470.0
7735;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Geen jeugdreclassering;Hilvarenbeek;30 juni 2021;170.0
7736;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Geen jeugdreclassering;Hilvarenbeek;31 december 2021;185.0
7737;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Geen jeugdreclassering;Hilvarenbeek;30 juni 2022;165.0
7738;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Geen jeugdreclassering;Hilvarenbeek;31 december 2022;150.0
7739;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Geen jeugdreclassering;Hilvarenbeek;30 juni 2023;155.0
7740;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Geen jeugdreclassering;Hilvarenbeek;31 december 2023;185.0
7741;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Geen jeugdreclassering;Hilvarenbeek;30 juni 2024;190.0
7742;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Geen jeugdreclassering;Hilversum;30 juni 2021;1510.0
7743;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Geen jeugdreclassering;Hilversum;31 december 2021;1605.0
7744;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Geen jeugdreclassering;Hilversum;30 juni 2022;1575.0
7745;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Geen jeugdreclassering;Hilversum;31 december 2022;1725.0
7746;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Geen jeugdreclassering;Hilversum;30 juni 2023;1500.0
7747;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Geen jeugdreclassering;Hilversum;31 december 2023;1630.0
7748;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Geen jeugdreclassering;Hilversum;30 juni 2024;1745.0
7749;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Geen jeugdreclassering;Hoeksche Waard;30 juni 2021;1390.0
7750;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Geen jeugdreclassering;Hoeksche Waard;31 december 2021;1375.0
7751;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Geen jeugdreclassering;Hoeksche Waard;30 juni 2022;1415.0
7752;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Geen jeugdreclassering;Hoeksche Waard;31 december 2022;1470.0
7753;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Geen jeugdreclassering;Hoeksche Waard;30 juni 2023;1465.0
7754;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Geen jeugdreclassering;Hoeksche Waard;31 december 2023;1485.0
7755;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Geen jeugdreclassering;Hoeksche Waard;30 juni 2024;1500.0
7756;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Geen jeugdreclassering;Hof van Twente;30 juni 2021;490.0
7757;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Geen jeugdreclassering;Hof van Twente;31 december 2021;495.0
7758;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Geen jeugdreclassering;Hof van Twente;30 juni 2022;495.0
7759;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Geen jeugdreclassering;Hof van Twente;31 december 2022;485.0
7760;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Geen jeugdreclassering;Hof van Twente;30 juni 2023;510.0
7761;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Geen jeugdreclassering;Hof van Twente;31 december 2023;495.0
7762;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Geen jeugdreclassering;Hof van Twente;30 juni 2024;495.0
7763;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Geen jeugdreclassering;Het Hogeland;30 juni 2021;925.0
7764;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Geen jeugdreclassering;Het Hogeland;31 december 2021;995.0
7765;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Geen jeugdreclassering;Het Hogeland;30 juni 2022;950.0
7766;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Geen jeugdreclassering;Het Hogeland;31 december 2022;985.0
7767;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Geen jeugdreclassering;Het Hogeland;30 juni 2023;940.0
7768;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Geen jeugdreclassering;Het Hogeland;31 december 2023;905.0
7769;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Geen jeugdreclassering;Het Hogeland;30 juni 2024;970.0
7770;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Geen jeugdreclassering;Hollands Kroon;30 juni 2021;940.0
7771;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Geen jeugdreclassering;Hollands Kroon;31 december 2021;915.0
7772;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Geen jeugdreclassering;Hollands Kroon;30 juni 2022;820.0
7773;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Geen jeugdreclassering;Hollands Kroon;31 december 2022;870.0
7774;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Geen jeugdreclassering;Hollands Kroon;30 juni 2023;810.0
7775;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Geen jeugdreclassering;Hollands Kroon;31 december 2023;865.0
7776;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Geen jeugdreclassering;Hollands Kroon;30 juni 2024;930.0
7777;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Geen jeugdreclassering;Hoogeveen;30 juni 2021;1090.0
7778;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Geen jeugdreclassering;Hoogeveen;31 december 2021;1080.0
7779;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Geen jeugdreclassering;Hoogeveen;30 juni 2022;1065.0
7780;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Geen jeugdreclassering;Hoogeveen;31 december 2022;1100.0
7781;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Geen jeugdreclassering;Hoogeveen;30 juni 2023;1065.0
7782;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Geen jeugdreclassering;Hoogeveen;31 december 2023;1075.0
7783;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Geen jeugdreclassering;Hoogeveen;30 juni 2024;1065.0
7784;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Geen jeugdreclassering;Hoorn;30 juni 2021;1400.0
7785;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Geen jeugdreclassering;Hoorn;31 december 2021;1395.0
7786;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Geen jeugdreclassering;Hoorn;30 juni 2022;1430.0
7787;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Geen jeugdreclassering;Hoorn;31 december 2022;1390.0
7788;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Geen jeugdreclassering;Hoorn;30 juni 2023;1365.0
7789;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Geen jeugdreclassering;Hoorn;31 december 2023;1345.0
7790;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Geen jeugdreclassering;Hoorn;30 juni 2024;1430.0
7791;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Geen jeugdreclassering;Horst aan de Maas;30 juni 2021;675.0
7792;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Geen jeugdreclassering;Horst aan de Maas;31 december 2021;685.0
7793;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Geen jeugdreclassering;Horst aan de Maas;30 juni 2022;685.0
7794;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Geen jeugdreclassering;Horst aan de Maas;31 december 2022;615.0
7795;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Geen jeugdreclassering;Horst aan de Maas;30 juni 2023;670.0
7796;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Geen jeugdreclassering;Horst aan de Maas;31 december 2023;670.0
7797;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Geen jeugdreclassering;Horst aan de Maas;30 juni 2024;710.0
7798;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Geen jeugdreclassering;Houten;30 juni 2021;960.0
7799;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Geen jeugdreclassering;Houten;31 december 2021;1020.0
7800;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Geen jeugdreclassering;Houten;30 juni 2022;1040.0
7801;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Geen jeugdreclassering;Houten;31 december 2022;1140.0
7802;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Geen jeugdreclassering;Houten;30 juni 2023;1120.0
7803;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Geen jeugdreclassering;Houten;31 december 2023;1110.0
7804;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Geen jeugdreclassering;Houten;30 juni 2024;1115.0
7805;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Geen jeugdreclassering;Huizen;30 juni 2021;705.0
7806;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Geen jeugdreclassering;Huizen;31 december 2021;685.0
7807;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Geen jeugdreclassering;Huizen;30 juni 2022;620.0
7808;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Geen jeugdreclassering;Huizen;31 december 2022;705.0
7809;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Geen jeugdreclassering;Huizen;30 juni 2023;705.0
7810;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Geen jeugdreclassering;Huizen;31 december 2023;705.0
7811;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Geen jeugdreclassering;Huizen;30 juni 2024;800.0
7812;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Geen jeugdreclassering;Hulst;30 juni 2021;495.0
7813;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Geen jeugdreclassering;Hulst;31 december 2021;490.0
7814;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Geen jeugdreclassering;Hulst;30 juni 2022;475.0
7815;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Geen jeugdreclassering;Hulst;31 december 2022;455.0
7816;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Geen jeugdreclassering;Hulst;30 juni 2023;375.0
7817;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Geen jeugdreclassering;Hulst;31 december 2023;355.0
7818;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Geen jeugdreclassering;Hulst;30 juni 2024;465.0
7819;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Geen jeugdreclassering;IJsselstein;30 juni 2021;560.0
7820;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Geen jeugdreclassering;IJsselstein;31 december 2021;580.0
7821;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Geen jeugdreclassering;IJsselstein;30 juni 2022;600.0
7822;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Geen jeugdreclassering;IJsselstein;31 december 2022;660.0
7823;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Geen jeugdreclassering;IJsselstein;30 juni 2023;670.0
7824;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Geen jeugdreclassering;IJsselstein;31 december 2023;655.0
7825;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Geen jeugdreclassering;IJsselstein;30 juni 2024;655.0
7826;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Geen jeugdreclassering;Kaag en Braassem;30 juni 2021;545.0
7827;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Geen jeugdreclassering;Kaag en Braassem;31 december 2021;590.0
7828;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Geen jeugdreclassering;Kaag en Braassem;30 juni 2022;430.0
7829;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Geen jeugdreclassering;Kaag en Braassem;31 december 2022;450.0
7830;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Geen jeugdreclassering;Kaag en Braassem;30 juni 2023;495.0
7831;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Geen jeugdreclassering;Kaag en Braassem;31 december 2023;475.0
7832;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Geen jeugdreclassering;Kaag en Braassem;30 juni 2024;500.0
7833;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Geen jeugdreclassering;Kampen;30 juni 2021;1010.0
7834;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Geen jeugdreclassering;Kampen;31 december 2021;1045.0
7835;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Geen jeugdreclassering;Kampen;30 juni 2022;1035.0
7836;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Geen jeugdreclassering;Kampen;31 december 2022;1055.0
7837;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Geen jeugdreclassering;Kampen;30 juni 2023;1140.0
7838;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Geen jeugdreclassering;Kampen;31 december 2023;1165.0
7839;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Geen jeugdreclassering;Kampen;30 juni 2024;1215.0
7840;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Geen jeugdreclassering;Kapelle;30 juni 2021;230.0
7841;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Geen jeugdreclassering;Kapelle;31 december 2021;240.0
7842;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Geen jeugdreclassering;Kapelle;30 juni 2022;255.0
7843;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Geen jeugdreclassering;Kapelle;31 december 2022;265.0
7844;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Geen jeugdreclassering;Kapelle;30 juni 2023;305.0
7845;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Geen jeugdreclassering;Kapelle;31 december 2023;300.0
7846;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Geen jeugdreclassering;Kapelle;30 juni 2024;380.0
7847;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Geen jeugdreclassering;Katwijk;30 juni 2021;1115.0
7848;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Geen jeugdreclassering;Katwijk;31 december 2021;1150.0
7849;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Geen jeugdreclassering;Katwijk;30 juni 2022;1200.0
7850;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Geen jeugdreclassering;Katwijk;31 december 2022;1340.0
7851;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Geen jeugdreclassering;Katwijk;30 juni 2023;1240.0
7852;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Geen jeugdreclassering;Katwijk;31 december 2023;1275.0
7853;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Geen jeugdreclassering;Katwijk;30 juni 2024;1375.0
7854;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Geen jeugdreclassering;Kerkrade;30 juni 2021;850.0
7855;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Geen jeugdreclassering;Kerkrade;31 december 2021;850.0
7856;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Geen jeugdreclassering;Kerkrade;30 juni 2022;875.0
7857;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Geen jeugdreclassering;Kerkrade;31 december 2022;860.0
7858;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Geen jeugdreclassering;Kerkrade;30 juni 2023;825.0
7859;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Geen jeugdreclassering;Kerkrade;31 december 2023;805.0
7860;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Geen jeugdreclassering;Kerkrade;30 juni 2024;850.0
7861;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Geen jeugdreclassering;Koggenland;30 juni 2021;365.0
7862;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Geen jeugdreclassering;Koggenland;31 december 2021;340.0
7863;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Geen jeugdreclassering;Koggenland;30 juni 2022;330.0
7864;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Geen jeugdreclassering;Koggenland;31 december 2022;330.0
7865;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Geen jeugdreclassering;Koggenland;30 juni 2023;345.0
7866;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Geen jeugdreclassering;Koggenland;31 december 2023;305.0
7867;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Geen jeugdreclassering;Koggenland;30 juni 2024;310.0
7868;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Geen jeugdreclassering;Krimpen aan den IJssel;30 juni 2021;780.0
7869;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Geen jeugdreclassering;Krimpen aan den IJssel;31 december 2021;825.0
7870;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Geen jeugdreclassering;Krimpen aan den IJssel;30 juni 2022;860.0
7871;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Geen jeugdreclassering;Krimpen aan den IJssel;31 december 2022;830.0
7872;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Geen jeugdreclassering;Krimpen aan den IJssel;30 juni 2023;725.0
7873;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Geen jeugdreclassering;Krimpen aan den IJssel;31 december 2023;795.0
7874;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Geen jeugdreclassering;Krimpen aan den IJssel;30 juni 2024;850.0
7875;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Geen jeugdreclassering;Krimpenerwaard;30 juni 2021;935.0
7876;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Geen jeugdreclassering;Krimpenerwaard;31 december 2021;930.0
