ID;SIC2008;Periods;IndexFiguresNotAdjusted_1;IndexFiguresAdjustedForCalendar_2;IndexFiguresSeasonallyAdjusted_3;VolumeChangeNotAdjusted_4;VolumeChangeAdjustedForCalendar_5;VolumeChangeSeasonallyAdjusted_6
851;42 Civil engineering;2014 December;;;;;;
852;42 Civil engineering;2014 4th quarter;;;;;;
853;42 Civil engineering;2014;;;;;;
854;42 Civil engineering;2015 January;;;;;;
855;42 Civil engineering;2015 February;;;;;;
856;42 Civil engineering;2015 March;;;;;;
857;42 Civil engineering;2015 1st quarter;;;;;;
858;42 Civil engineering;2015 April;;;;;;
859;42 Civil engineering;2015 May;;;;;;
860;42 Civil engineering;2015 June;;;;;;
861;42 Civil engineering;2015 2nd quarter;;;;;;
862;42 Civil engineering;2015 July;;;;;;
863;42 Civil engineering;2015 August;;;;;;
864;42 Civil engineering;2015 September;;;;;;
865;42 Civil engineering;2015 3rd quarter;;;;;;
866;42 Civil engineering;2015 October;;;;;;
867;42 Civil engineering;2015 November;;;;;;
868;42 Civil engineering;2015 December;;;;;;
869;42 Civil engineering;2015 4th quarter;;;;;;
870;42 Civil engineering;2015;;;;;;
871;42 Civil engineering;2016 January;;;;;;
872;42 Civil engineering;2016 February;;;;;;
873;42 Civil engineering;2016 March;;;;;;
874;42 Civil engineering;2016 1st quarter;;;;;;
875;42 Civil engineering;2016 April;;;;;;
876;42 Civil engineering;2016 May;;;;;;
877;42 Civil engineering;2016 June;;;;;;
878;42 Civil engineering;2016 2nd quarter;;;;;;
879;42 Civil engineering;2016 July;;;;;;
880;42 Civil engineering;2016 August;;;;;;
881;42 Civil engineering;2016 September;;;;;;
882;42 Civil engineering;2016 3rd quarter;;;;;;
883;42 Civil engineering;2016 October;;;;;;
884;42 Civil engineering;2016 November;;;;;;
885;42 Civil engineering;2016 December;;;;;;
886;42 Civil engineering;2016 4th quarter;;;;;;
887;42 Civil engineering;2016;;;;;;
888;42 Civil engineering;2017 January;;;;;;
889;42 Civil engineering;2017 February;;;;;;
890;42 Civil engineering;2017 March;;;;;;
891;42 Civil engineering;2017 1st quarter;;;;;;
892;42 Civil engineering;2017 April;;;;;;
893;42 Civil engineering;2017 May;;;;;;
894;42 Civil engineering;2017 June;;;;;;
895;42 Civil engineering;2017 2nd quarter ;;;;;;
896;42 Civil engineering;2017 July;;;;;;
897;42 Civil engineering;2017 August;;;;;;
898;42 Civil engineering;2017 September;;;;;;
899;42 Civil engineering;2017 3rd quarter ;;;;;;
900;42 Civil engineering;2017 October;;;;;;
901;42 Civil engineering;2017 November ;;;;;;
902;42 Civil engineering;2017 December;;;;;;
903;42 Civil engineering;2017 4th quarter;;;;;;
904;42 Civil engineering;2017 ;;;;;;
905;42 Civil engineering;2018 January;95.3;97.6;98.2;;;
906;42 Civil engineering;2018 February;99.8;99.8;86.3;;;
907;42 Civil engineering;2018 March;106.2;105.6;85.0;;;
908;42 Civil engineering;2018 1st quarter ;100.4;101.0;89.9;;;
909;42 Civil engineering;2018 April ;104.7;106.7;98.4;;;
910;42 Civil engineering;2018 May;112.7;111.9;98.8;;;
911;42 Civil engineering;2018 June;124.1;123.0;104.7;;;
912;42 Civil engineering;2018 2nd quarter ;113.8;113.9;100.6;;;
913;42 Civil engineering;2018 July;98.0;98.4;92.9;;;
914;42 Civil engineering;2018 August;33.9;33.2;93.9;;;
915;42 Civil engineering;2018 September ;105.0;108.7;97.9;;;
916;42 Civil engineering;2018 3rd quarter ;79.0;80.1;94.9;;;
917;42 Civil engineering;2018 October;95.9;94.0;91.5;;;
918;42 Civil engineering;2018 November ;90.5;89.3;94.1;;;
919;42 Civil engineering;2018 December ;69.9;70.7;99.0;;;
920;42 Civil engineering;2018 4th quarter;85.4;84.6;94.9;;;
921;42 Civil engineering;2018;94.7;94.9;95.1;;;
922;42 Civil engineering;2019 January;102.9;102.4;102.5;7.9;4.9;4.4
923;42 Civil engineering;2019 February;114.2;114.2;98.4;14.5;14.5;14.0
924;42 Civil engineering;2019 March ;117.0;119.2;95.8;10.2;12.9;12.7
925;42 Civil engineering;2019 1st quarter ;111.4;111.9;98.9;10.9;10.8;10.1
926;42 Civil engineering;2019 April;101.7;101.2;93.6;-2.8;-5.1;-4.9
927;42 Civil engineering;2019 May;109.4;103.8;92.0;-2.9;-7.2;-7.0
928;42 Civil engineering;2019 June;101.5;108.0;92.0;-18.2;-12.2;-12.1
929;42 Civil engineering;2019 2nd quarter;104.2;104.4;92.5;-8.4;-8.4;-8.1
930;42 Civil engineering;2019 July;102.1;100.0;94.1;4.1;1.7;1.3
931;42 Civil engineering;2019 August;33.4;33.5;94.8;-1.5;0.9;0.9
932;42 Civil engineering;2019 September;110.3;111.5;101.5;5.1;2.6;3.7
933;42 Civil engineering;2019 3rd quarter ;81.9;81.6;96.8;3.8;2.0;2.0
934;42 Civil engineering;2019 October;102.1;100.0;97.4;6.4;6.4;6.4
935;42 Civil engineering;2019 November ;90.8;91.7;97.0;0.3;2.7;3.0
936;42 Civil engineering;2019 December ;71.3;72.5;102.1;2.1;2.6;3.1
937;42 Civil engineering;2019 4th quarter;88.1;88.1;98.8;3.1;4.1;4.1
938;42 Civil engineering;2019;96.4;96.5;96.7;1.8;1.7;1.8
939;42 Civil engineering;2020 January;106.5;103.0;102.4;3.5;0.6;-0.1
940;42 Civil engineering;2020 February ;115.2;117.2;100.0;0.9;2.7;1.6
941;42 Civil engineering;2020 March;120.2;119.5;95.3;2.7;0.3;-0.6
942;42 Civil engineering;2020 1st quarter;114.0;113.3;99.2;2.4;1.2;0.3
943;42 Civil engineering;2020 April ;102.9;102.4;95.1;1.1;1.1;1.6
944;42 Civil engineering;2020 May;108.0;112.6;100.1;-1.3;8.4;8.9
945;42 Civil engineering;2020 June;117.7;116.6;99.1;15.9;7.9;7.7
946;42 Civil engineering;2020 2nd quarter;109.5;110.5;98.1;5.1;5.9;6.1
947;42 Civil engineering;2020 July;108.7;106.5;99.8;6.5;6.5;6.1
948;42 Civil engineering;2020 August;35.5;36.5;103.7;6.3;8.9;9.5
949;42 Civil engineering;2020 September;111.2;109.7;101.7;0.8;-1.6;0.2
950;42 Civil engineering;2020 3rd quarter;85.1;84.2;101.7;3.9;3.1;5.1
951;42 Civil engineering;2020 October ;104.6;104.9;102.9;2.4;5.0;5.7
952;42 Civil engineering;2020 November;94.8;95.8;101.7;4.5;4.5;4.9
953;42 Civil engineering;2020 December ;71.0;74.7;106.2;-0.4;3.0;4.1
954;42 Civil engineering;2020 4th quarter ;90.1;91.8;103.6;2.4;4.2;4.9
955;42 Civil engineering;2020;99.7;99.9;100.7;3.4;3.6;4.1
956;42 Civil engineering;2021 January;114.6;109.7;107.7;7.6;6.6;5.2
957;42 Civil engineering;2021 February ;114.6;114.6;96.1;-0.6;-2.3;-3.9
958;42 Civil engineering;2021 March;131.8;127.9;99.9;9.6;7.0;4.9
959;42 Civil engineering;2021 1st quarter;120.3;117.4;101.3;5.5;3.7;2.1
960;42 Civil engineering;2021 April ;108.6;108.1;101.1;5.6;5.6;6.3
961;42 Civil engineering;2021 May;103.2;107.6;97.0;-4.5;-4.5;-3.2
962;42 Civil engineering;2021 June;119.5;115.6;97.9;1.5;-0.8;-1.2
963;42 Civil engineering;2021 2nd quarter;110.4;110.4;98.7;0.8;-0.1;0.6
964;42 Civil engineering;2021 July;105.8;106.1;99.0;-2.7;-0.3;-0.8
965;42 Civil engineering;2021 August;33.7;33.8;97.7;-5.1;-7.4;-5.9
966;42 Civil engineering;2021 September ;105.8;104.3;98.7;-4.9;-4.9;-2.9
967;42 Civil engineering;2021 3rd quarter ;81.7;81.4;98.5;-4.0;-3.3;-3.2
968;42 Civil engineering;2021 October;90.4;92.9;91.9;-13.6;-11.4;-10.7
969;42 Civil engineering;2021 November;94.7;93.4;99.7;-0.1;-2.5;-2.0
970;42 Civil engineering;2021 December ;77.5;72.6;104.8;9.1;-2.8;-1.4
971;42 Civil engineering;2021 4th quarter;87.5;86.3;98.8;-2.9;-6.0;-4.7
972;42 Civil engineering;2021;100.0;98.9;99.3;0.3;-1.1;-1.4
973;42 Civil engineering;2022 January;103.7;111.5;108.3;-9.5;1.6;0.5
974;42 Civil engineering;2022 February;126.4;126.4;104.1;10.3;10.3;8.3
975;42 Civil engineering;2022 March;137.0;132.9;101.1;3.9;3.9;1.2
976;42 Civil engineering;2022 1st quarter;122.4;123.6;104.5;1.7;5.3;3.2
977;42 Civil engineering;2022 April;96.7;98.6;93.0;-11.0;-8.8;-8.0
978;42 Civil engineering;2022 May;109.6;106.6;96.7;6.2;-1.0;-0.2
979;42 Civil engineering;2022 June;120.3;121.9;102.9;0.7;5.4;5.1
980;42 Civil engineering;2022 2nd quarter;108.9;109.0;97.5;-1.4;-1.3;-1.1
981;42 Civil engineering;2022 July;98.9;101.7;95.3;-6.5;-4.2;-3.8
982;42 Civil engineering;2022 August;31.1;30.5;90.0;-7.5;-9.8;-7.8
983;42 Civil engineering;2022 September;100.4;99.0;95.2;-5.1;-5.1;-3.6
984;42 Civil engineering;2022 3rd quarter;76.8;77.0;93.5;-6.0;-5.4;-5.0
985;42 Civil engineering;2022 October;93.0;95.6;95.2;2.9;2.9;3.7
986;42 Civil engineering;2022 November;94.9;93.6;100.4;0.2;0.2;0.7
987;42 Civil engineering;2022 December;74.9;71.9;105.0;-3.3;-1.0;0.3
988;42 Civil engineering;2022 4th quarter;87.6;87.0;100.2;0.1;0.8;1.5
989;42 Civil engineering;2022;98.9;99.2;98.9;-1.1;0.3;-0.3
990;42 Civil engineering;2023 January;110.1;115.5;111.3;6.1;3.6;2.7
991;42 Civil engineering;2023 February;134.3;134.3;108.9;6.3;6.3;4.6
992;42 Civil engineering;2023 March;142.1;137.9;102.5;3.7;3.7;1.4
993;42 Civil engineering;2023 1st quarter;128.8;129.2;107.6;5.3;4.6;2.9
994;42 Civil engineering;2023 April;99.6;104.0;98.6;3.0;5.5;6.0
995;42 Civil engineering;2023 May;109.1;108.4;99.1;-0.5;1.7;2.4
996;42 Civil engineering;2023 June;130.3;126.1;106.6;8.3;3.5;3.6
997;42 Civil engineering;2023 2nd quarter;113.0;112.8;101.4;3.8;3.5;4.0
998;42 Civil engineering;2023 July;105.8;108.8;102.5;7.0;7.0;7.5
999;42 Civil engineering;2023 August;34.3;33.6;101.0;10.2;10.2;12.2
1000;42 Civil engineering;2023 September;103.4;104.5;101.4;3.0;5.5;6.5
1001;42 Civil engineering;2023 3rd quarter;81.1;82.3;101.6;5.7;6.8;8.7
1002;42 Civil engineering;2023 October;103.6;104.0;103.4;11.4;8.8;8.6
1003;42 Civil engineering;2023 November;94.9;93.6;100.9;-0.1;-0.1;0.5
1004;42 Civil engineering;2023 December;73.4;72.2;106.2;-2.0;0.4;1.1
1005;42 Civil engineering;2023 4th quarter;90.6;89.9;103.5;3.5;3.3;3.3
1006;42 Civil engineering;2023;103.4;103.6;103.5;4.5;4.4;4.6
1007;42 Civil engineering;2024 January;109.8;112.5;108.4;-0.2;-2.6;-2.6
1008;42 Civil engineering;2024 February;130.0;129.1;104.0;-3.2;-3.9;-4.5
1009;42 Civil engineering;2024 March;135.6;141.4;103.6;-4.5;2.5;1.0
1010;42 Civil engineering;2024 1st quarter;125.2;127.7;105.3;-2.8;-1.2;-2.1
1011;42 Civil engineering;2024 April;111.8;108.8;103.0;12.3;4.6;4.5
1012;42 Civil engineering;2024 May;113.3;108.6;100.5;3.9;0.2;1.4
1013;42 Civil engineering;2024 June;110.4;112.0;95.7;-15.3;-11.2;-10.2
1014;42 Civil engineering;2024 2nd quarter;111.8;109.8;99.8;-1.0;-2.7;-1.7
1015;42 Civil engineering;2024 July;106.6;104.4;99.9;0.7;-4.0;-2.6
1016;42 Civil engineering;2024 August;35.7;35.8;104.4;4.2;6.7;3.3
1017;42 Civil engineering;2024 September;109.0;110.1;104.5;5.4;5.4;3.1
1018;42 Civil engineering;2024 3rd quarter;83.8;83.4;102.9;3.2;1.4;1.3
1019;42 Civil engineering;2024 October;107.1;105.0;103.7;3.4;0.9;0.2
1020;42 Civil engineering;2024 November;99.5;100.4;108.0;4.8;7.4;7.0
1021;42 Civil engineering;2024 December;76.0;77.3;112.9;3.6;7.1;6.4
1022;42 Civil engineering;2024 4th quarter;94.2;94.2;108.2;3.9;4.8;4.5
1023;42 Civil engineering;2024;103.7;103.8;104.0;0.3;0.2;0.5
1024;42 Civil engineering;2025 January;127.3;123.2;116.7;15.9;9.5;7.6
1025;42 Civil engineering;2025 February;144.8;144.8;111.9;11.4;12.2;7.6
1026;43 Specialised construction activities;2005 January;;;;;;
1027;43 Specialised construction activities;2005 February;;;;;;
1028;43 Specialised construction activities;2005 March;;;;;;
1029;43 Specialised construction activities;2005 1st quarter;;;;;;
1030;43 Specialised construction activities;2005 April;;;;;;
1031;43 Specialised construction activities;2005 May;;;;;;
1032;43 Specialised construction activities;2005 June;;;;;;
1033;43 Specialised construction activities;2005 2nd quarter;;;;;;
1034;43 Specialised construction activities;2005 July;;;;;;
1035;43 Specialised construction activities;2005 August;;;;;;
1036;43 Specialised construction activities;2005 September;;;;;;
1037;43 Specialised construction activities;2005 3rd quarter;;;;;;
1038;43 Specialised construction activities;2005 October;;;;;;
1039;43 Specialised construction activities;2005 November;;;;;;
1040;43 Specialised construction activities;2005 December;;;;;;
1041;43 Specialised construction activities;2005 4th quarter;;;;;;
1042;43 Specialised construction activities;2005;;;;;;
1043;43 Specialised construction activities;2006 January;;;;;;
1044;43 Specialised construction activities;2006 February;;;;;;
1045;43 Specialised construction activities;2006 March;;;;;;
1046;43 Specialised construction activities;2006 1st quarter;;;;;;
1047;43 Specialised construction activities;2006 April;;;;;;
1048;43 Specialised construction activities;2006 May;;;;;;
1049;43 Specialised construction activities;2006 June;;;;;;
1050;43 Specialised construction activities;2006 2nd quarter;;;;;;
1051;43 Specialised construction activities;2006 July;;;;;;
1052;43 Specialised construction activities;2006 August;;;;;;
1053;43 Specialised construction activities;2006 September;;;;;;
1054;43 Specialised construction activities;2006 3rd quarter;;;;;;
1055;43 Specialised construction activities;2006 October;;;;;;
1056;43 Specialised construction activities;2006 November;;;;;;
1057;43 Specialised construction activities;2006 December;;;;;;
1058;43 Specialised construction activities;2006 4th quarter;;;;;;
1059;43 Specialised construction activities;2006;;;;;;
1060;43 Specialised construction activities;2007 January;;;;;;
1061;43 Specialised construction activities;2007 February;;;;;;
1062;43 Specialised construction activities;2007 March;;;;;;
1063;43 Specialised construction activities;2007 1st quarter;;;;;;
1064;43 Specialised construction activities;2007 April;;;;;;
1065;43 Specialised construction activities;2007 May;;;;;;
1066;43 Specialised construction activities;2007 June;;;;;;
1067;43 Specialised construction activities;2007 2nd quarter;;;;;;
1068;43 Specialised construction activities;2007 July;;;;;;
1069;43 Specialised construction activities;2007 August;;;;;;
1070;43 Specialised construction activities;2007 September;;;;;;
1071;43 Specialised construction activities;2007 3rd quarter;;;;;;
1072;43 Specialised construction activities;2007 October;;;;;;
1073;43 Specialised construction activities;2007 November;;;;;;
1074;43 Specialised construction activities;2007 December;;;;;;
1075;43 Specialised construction activities;2007 4th quarter;;;;;;
1076;43 Specialised construction activities;2007;;;;;;
1077;43 Specialised construction activities;2008 January;;;;;;
1078;43 Specialised construction activities;2008 February;;;;;;
1079;43 Specialised construction activities;2008 March;;;;;;
1080;43 Specialised construction activities;2008 1st quarter;;;;;;
1081;43 Specialised construction activities;2008 April;;;;;;
1082;43 Specialised construction activities;2008 May;;;;;;
1083;43 Specialised construction activities;2008 June;;;;;;
1084;43 Specialised construction activities;2008 2nd quarter;;;;;;
1085;43 Specialised construction activities;2008 July;;;;;;
1086;43 Specialised construction activities;2008 August;;;;;;
1087;43 Specialised construction activities;2008 September;;;;;;
1088;43 Specialised construction activities;2008 3rd quarter;;;;;;
1089;43 Specialised construction activities;2008 October;;;;;;
1090;43 Specialised construction activities;2008 November;;;;;;
1091;43 Specialised construction activities;2008 December;;;;;;
1092;43 Specialised construction activities;2008 4th quarter;;;;;;
1093;43 Specialised construction activities;2008;;;;;;
1094;43 Specialised construction activities;2009 January;;;;;;
1095;43 Specialised construction activities;2009 February;;;;;;
1096;43 Specialised construction activities;2009 March;;;;;;
1097;43 Specialised construction activities;2009 1st quarter;;;;;;
1098;43 Specialised construction activities;2009 April;;;;;;
1099;43 Specialised construction activities;2009 May;;;;;;
1100;43 Specialised construction activities;2009 June;;;;;;
1101;43 Specialised construction activities;2009 2nd quarter;;;;;;
1102;43 Specialised construction activities;2009 July;;;;;;
1103;43 Specialised construction activities;2009 August;;;;;;
1104;43 Specialised construction activities;2009 September;;;;;;
1105;43 Specialised construction activities;2009 3rd quarter;;;;;;
1106;43 Specialised construction activities;2009 October;;;;;;
1107;43 Specialised construction activities;2009 November;;;;;;
1108;43 Specialised construction activities;2009 December;;;;;;
1109;43 Specialised construction activities;2009 4th quarter;;;;;;
1110;43 Specialised construction activities;2009;;;;;;
1111;43 Specialised construction activities;2010 January;;;;;;
1112;43 Specialised construction activities;2010 February;;;;;;
1113;43 Specialised construction activities;2010 March;;;;;;
1114;43 Specialised construction activities;2010 1st quarter;;;;;;
1115;43 Specialised construction activities;2010 April;;;;;;
1116;43 Specialised construction activities;2010 May;;;;;;
1117;43 Specialised construction activities;2010 June;;;;;;
1118;43 Specialised construction activities;2010 2nd quarter;;;;;;
1119;43 Specialised construction activities;2010 July;;;;;;
1120;43 Specialised construction activities;2010 August;;;;;;
1121;43 Specialised construction activities;2010 September;;;;;;
1122;43 Specialised construction activities;2010 3rd quarter;;;;;;
1123;43 Specialised construction activities;2010 October;;;;;;
1124;43 Specialised construction activities;2010 November;;;;;;
1125;43 Specialised construction activities;2010 December;;;;;;
1126;43 Specialised construction activities;2010 4th quarter;;;;;;
1127;43 Specialised construction activities;2010;;;;;;
1128;43 Specialised construction activities;2011 January;;;;;;
1129;43 Specialised construction activities;2011 February;;;;;;
1130;43 Specialised construction activities;2011 March;;;;;;
1131;43 Specialised construction activities;2011 1st quarter;;;;;;
1132;43 Specialised construction activities;2011 April;;;;;;
1133;43 Specialised construction activities;2011 May;;;;;;
1134;43 Specialised construction activities;2011 June;;;;;;
1135;43 Specialised construction activities;2011 2nd quarter;;;;;;
1136;43 Specialised construction activities;2011 July;;;;;;
1137;43 Specialised construction activities;2011 August;;;;;;
1138;43 Specialised construction activities;2011 September;;;;;;
1139;43 Specialised construction activities;2011 3rd quarter;;;;;;
1140;43 Specialised construction activities;2011 October;;;;;;
1141;43 Specialised construction activities;2011 November;;;;;;
1142;43 Specialised construction activities;2011 December;;;;;;
1143;43 Specialised construction activities;2011 4th quarter;;;;;;
1144;43 Specialised construction activities;2011;;;;;;
1145;43 Specialised construction activities;2012 January;;;;;;
1146;43 Specialised construction activities;2012 February;;;;;;
1147;43 Specialised construction activities;2012 March;;;;;;
1148;43 Specialised construction activities;2012 1st quarter;;;;;;
1149;43 Specialised construction activities;2012 April;;;;;;
1150;43 Specialised construction activities;2012 May;;;;;;
1151;43 Specialised construction activities;2012 June;;;;;;
1152;43 Specialised construction activities;2012 2nd quarter;;;;;;
1153;43 Specialised construction activities;2012 July;;;;;;
1154;43 Specialised construction activities;2012 August;;;;;;
1155;43 Specialised construction activities;2012 September;;;;;;
1156;43 Specialised construction activities;2012 3rd quarter;;;;;;
1157;43 Specialised construction activities;2012 October;;;;;;
1158;43 Specialised construction activities;2012 November;;;;;;
1159;43 Specialised construction activities;2012 December;;;;;;
1160;43 Specialised construction activities;2012 4th quarter;;;;;;
1161;43 Specialised construction activities;2012;;;;;;
1162;43 Specialised construction activities;2013 January;;;;;;
1163;43 Specialised construction activities;2013 February;;;;;;
1164;43 Specialised construction activities;2013 March;;;;;;
1165;43 Specialised construction activities;2013 1st quarter;;;;;;
1166;43 Specialised construction activities;2013 April;;;;;;
1167;43 Specialised construction activities;2013 May;;;;;;
1168;43 Specialised construction activities;2013 June;;;;;;
1169;43 Specialised construction activities;2013 2nd quarter;;;;;;
1170;43 Specialised construction activities;2013 July;;;;;;
1171;43 Specialised construction activities;2013 August;;;;;;
1172;43 Specialised construction activities;2013 September;;;;;;
1173;43 Specialised construction activities;2013 October;;;;;;
1174;43 Specialised construction activities;2013 3rd quarter;;;;;;
1175;43 Specialised construction activities;2013 November;;;;;;
1176;43 Specialised construction activities;2013 December;;;;;;
1177;43 Specialised construction activities;2013 4th quarter;;;;;;
1178;43 Specialised construction activities;2013;;;;;;
1179;43 Specialised construction activities;2014 January;;;;;;
1180;43 Specialised construction activities;2014 February;;;;;;
1181;43 Specialised construction activities;2014 March;;;;;;
1182;43 Specialised construction activities;2014 1st quarter;;;;;;
1183;43 Specialised construction activities;2014 April;;;;;;
1184;43 Specialised construction activities;2014 May;;;;;;
1185;43 Specialised construction activities;2014 June;;;;;;
1186;43 Specialised construction activities;2014 2nd quarter;;;;;;
1187;43 Specialised construction activities;2014 July;;;;;;
1188;43 Specialised construction activities;2014 August;;;;;;
1189;43 Specialised construction activities;2014 September;;;;;;
1190;43 Specialised construction activities;2014 3rd quarter;;;;;;
1191;43 Specialised construction activities;2014 October;;;;;;
1192;43 Specialised construction activities;2014 November;;;;;;
1193;43 Specialised construction activities;2014 December;;;;;;
1194;43 Specialised construction activities;2014 4th quarter;;;;;;
1195;43 Specialised construction activities;2014;;;;;;
1196;43 Specialised construction activities;2015 January;;;;;;
1197;43 Specialised construction activities;2015 February;;;;;;
1198;43 Specialised construction activities;2015 March;;;;;;
1199;43 Specialised construction activities;2015 1st quarter;;;;;;
1200;43 Specialised construction activities;2015 April;;;;;;
1201;43 Specialised construction activities;2015 May;;;;;;
1202;43 Specialised construction activities;2015 June;;;;;;
1203;43 Specialised construction activities;2015 2nd quarter;;;;;;
1204;43 Specialised construction activities;2015 July;;;;;;
1205;43 Specialised construction activities;2015 August;;;;;;
1206;43 Specialised construction activities;2015 September;;;;;;
1207;43 Specialised construction activities;2015 3rd quarter;;;;;;
1208;43 Specialised construction activities;2015 October;;;;;;
1209;43 Specialised construction activities;2015 November;;;;;;
1210;43 Specialised construction activities;2015 December;;;;;;
1211;43 Specialised construction activities;2015 4th quarter;;;;;;
1212;43 Specialised construction activities;2015;;;;;;
1213;43 Specialised construction activities;2016 January;;;;;;
1214;43 Specialised construction activities;2016 February;;;;;;
1215;43 Specialised construction activities;2016 March;;;;;;
1216;43 Specialised construction activities;2016 1st quarter;;;;;;
1217;43 Specialised construction activities;2016 April;;;;;;
1218;43 Specialised construction activities;2016 May;;;;;;
1219;43 Specialised construction activities;2016 June;;;;;;
1220;43 Specialised construction activities;2016 2nd quarter;;;;;;
1221;43 Specialised construction activities;2016 July;;;;;;
1222;43 Specialised construction activities;2016 August;;;;;;
1223;43 Specialised construction activities;2016 September;;;;;;
1224;43 Specialised construction activities;2016 3rd quarter;;;;;;
1225;43 Specialised construction activities;2016 October;;;;;;
1226;43 Specialised construction activities;2016 November;;;;;;
1227;43 Specialised construction activities;2016 December;;;;;;
1228;43 Specialised construction activities;2016 4th quarter;;;;;;
1229;43 Specialised construction activities;2016;;;;;;
1230;43 Specialised construction activities;2017 January;;;;;;
1231;43 Specialised construction activities;2017 February;;;;;;
1232;43 Specialised construction activities;2017 March;;;;;;
1233;43 Specialised construction activities;2017 1st quarter;;;;;;
1234;43 Specialised construction activities;2017 April;;;;;;
1235;43 Specialised construction activities;2017 May;;;;;;
1236;43 Specialised construction activities;2017 June;;;;;;
1237;43 Specialised construction activities;2017 2nd quarter ;;;;;;
1238;43 Specialised construction activities;2017 July;;;;;;
1239;43 Specialised construction activities;2017 August;;;;;;
1240;43 Specialised construction activities;2017 September;;;;;;
1241;43 Specialised construction activities;2017 3rd quarter ;;;;;;
1242;43 Specialised construction activities;2017 October;;;;;;
1243;43 Specialised construction activities;2017 November ;;;;;;
1244;43 Specialised construction activities;2017 December;;;;;;
1245;43 Specialised construction activities;2017 4th quarter;;;;;;
1246;43 Specialised construction activities;2017 ;;;;;;
1247;43 Specialised construction activities;2018 January;88.8;89.1;86.1;;;
1248;43 Specialised construction activities;2018 February;97.2;97.2;86.5;;;
1249;43 Specialised construction activities;2018 March;100.5;100.2;87.7;;;
1250;43 Specialised construction activities;2018 1st quarter ;95.5;95.5;86.8;;;
1251;43 Specialised construction activities;2018 April ;94.3;96.1;90.2;;;
1252;43 Specialised construction activities;2018 May;98.4;96.8;91.5;;;
1253;43 Specialised construction activities;2018 June;105.2;105.2;93.9;;;
1254;43 Specialised construction activities;2018 2nd quarter ;99.3;99.4;91.8;;;
1255;43 Specialised construction activities;2018 July;107.3;102.2;94.8;;;
1256;43 Specialised construction activities;2018 August;37.9;39.0;95.6;;;
1257;43 Specialised construction activities;2018 September ;106.3;110.9;96.1;;;
1258;43 Specialised construction activities;2018 3rd quarter ;83.8;84.0;95.5;;;
1259;43 Specialised construction activities;2018 October;98.1;95.6;94.7;;;
1260;43 Specialised construction activities;2018 November ;97.7;96.0;94.9;;;
1261;43 Specialised construction activities;2018 December ;74.2;76.0;95.8;;;
1262;43 Specialised construction activities;2018 4th quarter;90.0;89.2;95.1;;;
1263;43 Specialised construction activities;2018;92.1;92.0;92.3;;;
1264;43 Specialised construction activities;2019 January;96.9;95.4;92.2;9.1;7.1;7.1
1265;43 Specialised construction activities;2019 February;108.2;108.2;96.4;11.3;11.3;11.4
1266;43 Specialised construction activities;2019 March ;106.4;109.4;95.5;5.9;9.1;8.9
1267;43 Specialised construction activities;2019 1st quarter ;103.8;104.3;94.7;8.7;9.2;9.1
1268;43 Specialised construction activities;2019 April;105.1;104.0;97.6;11.5;8.2;8.3
1269;43 Specialised construction activities;2019 May;109.4;104.3;98.6;11.2;7.7;7.8
1270;43 Specialised construction activities;2019 June;102.3;108.8;97.1;-2.8;3.4;3.4
1271;43 Specialised construction activities;2019 2nd quarter;105.6;105.7;97.8;6.3;6.3;6.4
1272;43 Specialised construction activities;2019 July;112.5;104.8;97.1;4.8;2.6;2.4
1273;43 Specialised construction activities;2019 August;38.3;40.3;99.1;1.0;3.2;3.6
1274;43 Specialised construction activities;2019 September;114.6;116.1;100.9;7.9;4.7;5.0
1275;43 Specialised construction activities;2019 3rd quarter ;88.5;87.1;99.0;5.5;3.6;3.7
1276;43 Specialised construction activities;2019 October;100.0;97.5;96.4;2.0;2.0;1.8
1277;43 Specialised construction activities;2019 November ;98.0;99.3;98.1;0.4;3.4;3.3
1278;43 Specialised construction activities;2019 December ;76.1;77.1;97.0;2.5;1.4;1.3
1279;43 Specialised construction activities;2019 4th quarter;91.4;91.3;97.2;1.5;2.3;2.1
1280;43 Specialised construction activities;2019;97.3;97.1;97.2;5.6;5.5;5.2
1281;43 Specialised construction activities;2020 January;106.0;102.4;99.0;9.4;7.4;7.4
1282;43 Specialised construction activities;2020 February ;109.5;111.8;99.7;1.2;3.4;3.4
1283;43 Specialised construction activities;2020 March;114.3;114.0;99.3;7.4;4.2;4.0
1284;43 Specialised construction activities;2020 1st quarter;109.9;109.4;99.3;5.9;4.9;4.9
1285;43 Specialised construction activities;2020 April ;97.8;96.7;90.9;-7.0;-7.0;-6.8
1286;43 Specialised construction activities;2020 May;93.4;97.6;92.3;-14.7;-6.4;-6.4
1287;43 Specialised construction activities;2020 June;106.5;105.0;93.8;4.1;-3.5;-3.4
1288;43 Specialised construction activities;2020 2nd quarter;99.2;99.8;92.3;-6.0;-5.6;-5.5
1289;43 Specialised construction activities;2020 July;107.1;102.4;94.5;-4.8;-2.3;-2.6
1290;43 Specialised construction activities;2020 August;36.9;39.0;96.5;-3.6;-3.3;-2.6
1291;43 Specialised construction activities;2020 September;113.8;111.9;97.6;-0.7;-3.6;-3.3
1292;43 Specialised construction activities;2020 3rd quarter;86.0;84.4;96.2;-2.9;-3.0;-2.8
