ID;Leeftijd;Perioden;GemiddeldKindertal_1;GemiddeldAantal1eKinderen_2;GemiddeldAantal2eKinderen_3;GemiddeldAantal3eKinderen_4;GemiddeldAantal4eOfVolgendeKind_5
0;Totaal alle leeftijden;2010;1.77466;0.81913;0.64561;0.22778;0.08214
1;Totaal alle leeftijden;2011;1.76484;0.809;0.645;0.22734;0.0835
2;Totaal alle leeftijden;2012;1.75862;0.805;0.645;0.22382;0.0848
3;Totaal alle leeftijden;2013;1.75687;0.804;0.645;0.22155;0.08631
4;Totaal alle leeftijden;2014;1.75423;0.803;0.64504;0.21865;0.08754
5;Totaal alle leeftijden;2015;1.75103;0.802;0.64462;0.2158;0.08861
6;Totaal alle leeftijden;2016;1.74805;0.801;0.64476;0.21266;0.08963
7;Totaal alle leeftijden;2017;1.747;0.8;0.64528;0.2107;0.09103
8;Totaal alle leeftijden;2018;1.74755;0.8;0.64593;0.20947;0.09215
9;Totaal alle leeftijden;2019;1.74767;0.8;0.64661;0.208;0.09306
10;Totaal alle leeftijden;2020;1.74797;0.8;0.64728;0.20679;0.0939
11;Totaal alle leeftijden;2021;1.74739;0.79942;0.64798;0.20552;0.09448
12;Totaal alle leeftijden;2022;1.74862;0.79935;0.64861;0.20533;0.09534
13;Totaal alle leeftijden;2023;1.74923;0.79947;0.64906;0.20473;0.09597
14;Totaal alle leeftijden;2024;1.74961;0.79956;0.64937;0.20413;0.09655
15;Totaal alle leeftijden;2025;1.74973;0.79961;0.64954;0.20351;0.09707
16;Totaal alle leeftijden;2026;1.74957;0.79963;0.64962;0.2028;0.09753
17;Totaal alle leeftijden;2027;1.74944;0.7997;0.64963;0.20217;0.09793
18;Totaal alle leeftijden;2028;1.74933;0.79977;0.64966;0.20162;0.09829
19;Totaal alle leeftijden;2029;1.74932;0.7998;0.64975;0.20117;0.0986
20;Totaal alle leeftijden;2030;1.74932;0.79981;0.64983;0.2008;0.09888
21;Totaal alle leeftijden;2031;1.74935;0.79981;0.64988;0.20052;0.09914
22;Totaal alle leeftijden;2032;1.74941;0.79982;0.64991;0.20033;0.09935
23;Totaal alle leeftijden;2033;1.74949;0.79982;0.64995;0.20021;0.09951
24;Totaal alle leeftijden;2034;1.74956;0.79982;0.64998;0.20013;0.09963
25;Totaal alle leeftijden;2035;1.74961;0.79982;0.64999;0.20008;0.09972
26;Totaal alle leeftijden;2036;1.74965;0.79982;0.65;0.20005;0.09978
27;Totaal alle leeftijden;2037;1.74967;0.79982;0.65;0.20003;0.09982
28;Totaal alle leeftijden;2038;1.74969;0.79982;0.65;0.20002;0.09985
29;Totaal alle leeftijden;2039;1.7497;0.79982;0.65;0.20002;0.09986
30;Totaal alle leeftijden;2040;1.7497;0.79982;0.65;0.20001;0.09987
31;Totaal alle leeftijden;2041;1.7497;0.79982;0.65;0.20001;0.09987
32;Totaal alle leeftijden;2042;1.7497;0.79982;0.65;0.20001;0.09987
33;Totaal alle leeftijden;2043;1.7497;0.79982;0.65;0.2;0.09987
34;Totaal alle leeftijden;2044;1.7497;0.79982;0.65;0.2;0.09987
35;Totaal alle leeftijden;2045;1.7497;0.79982;0.65;0.2;0.09987
36;Totaal alle leeftijden;2046;1.7497;0.79982;0.65;0.2;0.09987
37;Totaal alle leeftijden;2047;1.7497;0.79982;0.65;0.2;0.09987
38;Totaal alle leeftijden;2048;1.7497;0.79982;0.65;0.2;0.09987
39;Totaal alle leeftijden;2049;1.7497;0.79982;0.65;0.2;0.09987
40;Totaal alle leeftijden;2050;1.7497;0.79982;0.65;0.2;0.09987
41;Totaal alle leeftijden;2051;1.7497;0.79982;0.65;0.2;0.09987
42;Totaal alle leeftijden;2052;1.7497;0.79982;0.65;0.2;0.09987
43;Totaal alle leeftijden;2053;1.7497;0.79982;0.65;0.2;0.09987
44;Totaal alle leeftijden;2054;1.7497;0.79982;0.65;0.2;0.09987
45;Totaal alle leeftijden;2055;1.7497;0.79982;0.65;0.2;0.09987
46;Totaal alle leeftijden;2056;1.7497;0.79982;0.65;0.2;0.09987
47;Totaal alle leeftijden;2057;1.7497;0.79982;0.65;0.2;0.09987
48;Totaal alle leeftijden;2058;1.7497;0.79982;0.65;0.2;0.09987
49;Totaal alle leeftijden;2059;1.7497;0.79982;0.65;0.2;0.09987
50;Totaal alle leeftijden;2060;1.7497;0.79982;0.65;0.2;0.09987
51;15 jaar of jonger;2010;0.0003;0.0003;0.0;0.0;0.0
52;15 jaar of jonger;2011;0.0003;0.0003;0.0;0.0;0.0
53;15 jaar of jonger;2012;0.00031;0.00031;0.0;0.0;0.0
54;15 jaar of jonger;2013;0.00031;0.00031;0.0;0.0;0.0
55;15 jaar of jonger;2014;0.00031;0.00031;0.0;0.0;0.0
56;15 jaar of jonger;2015;0.00029;0.00029;0.0;0.0;0.0
57;15 jaar of jonger;2016;0.0003;0.0003;0.0;0.0;0.0
58;15 jaar of jonger;2017;0.0003;0.0003;0.0;0.0;0.0
59;15 jaar of jonger;2018;0.0003;0.0003;0.0;0.0;0.0
60;15 jaar of jonger;2019;0.0003;0.0003;0.0;0.0;0.0
61;15 jaar of jonger;2020;0.0003;0.0003;0.0;0.0;0.0
62;15 jaar of jonger;2021;0.0003;0.0003;0.0;0.0;0.0
63;15 jaar of jonger;2022;0.0003;0.0003;0.0;0.0;0.0
64;15 jaar of jonger;2023;0.0003;0.0003;0.0;0.0;0.0
65;15 jaar of jonger;2024;0.0003;0.0003;0.0;0.0;0.0
66;15 jaar of jonger;2025;0.0003;0.0003;0.0;0.0;0.0
67;15 jaar of jonger;2026;0.0003;0.0003;0.0;0.0;0.0
68;15 jaar of jonger;2027;0.0003;0.0003;0.0;0.0;0.0
69;15 jaar of jonger;2028;0.0003;0.0003;0.0;0.0;0.0
70;15 jaar of jonger;2029;0.0003;0.0003;0.0;0.0;0.0
71;15 jaar of jonger;2030;0.0003;0.0003;0.0;0.0;0.0
72;15 jaar of jonger;2031;0.0003;0.0003;0.0;0.0;0.0
73;15 jaar of jonger;2032;0.0003;0.0003;0.0;0.0;0.0
74;15 jaar of jonger;2033;0.0003;0.0003;0.0;0.0;0.0
75;15 jaar of jonger;2034;0.0003;0.0003;0.0;0.0;0.0
76;15 jaar of jonger;2035;0.0003;0.0003;0.0;0.0;0.0
77;15 jaar of jonger;2036;0.0003;0.0003;0.0;0.0;0.0
78;15 jaar of jonger;2037;0.0003;0.0003;0.0;0.0;0.0
79;15 jaar of jonger;2038;0.0003;0.0003;0.0;0.0;0.0
80;15 jaar of jonger;2039;0.0003;0.0003;0.0;0.0;0.0
81;15 jaar of jonger;2040;0.0003;0.0003;0.0;0.0;0.0
82;15 jaar of jonger;2041;0.0003;0.0003;0.0;0.0;0.0
83;15 jaar of jonger;2042;0.0003;0.0003;0.0;0.0;0.0
84;15 jaar of jonger;2043;0.0003;0.0003;0.0;0.0;0.0
85;15 jaar of jonger;2044;0.0003;0.0003;0.0;0.0;0.0
86;15 jaar of jonger;2045;0.0003;0.0003;0.0;0.0;0.0
87;15 jaar of jonger;2046;0.0003;0.0003;0.0;0.0;0.0
88;15 jaar of jonger;2047;0.0003;0.0003;0.0;0.0;0.0
89;15 jaar of jonger;2048;0.0003;0.0003;0.0;0.0;0.0
90;15 jaar of jonger;2049;0.0003;0.0003;0.0;0.0;0.0
91;15 jaar of jonger;2050;0.0003;0.0003;0.0;0.0;0.0
92;15 jaar of jonger;2051;0.0003;0.0003;0.0;0.0;0.0
93;15 jaar of jonger;2052;0.0003;0.0003;0.0;0.0;0.0
94;15 jaar of jonger;2053;0.0003;0.0003;0.0;0.0;0.0
95;15 jaar of jonger;2054;0.0003;0.0003;0.0;0.0;0.0
96;15 jaar of jonger;2055;0.0003;0.0003;0.0;0.0;0.0
97;15 jaar of jonger;2056;0.0003;0.0003;0.0;0.0;0.0
98;15 jaar of jonger;2057;0.0003;0.0003;0.0;0.0;0.0
99;15 jaar of jonger;2058;0.0003;0.0003;0.0;0.0;0.0
100;15 jaar of jonger;2059;0.0003;0.0003;0.0;0.0;0.0
101;15 jaar of jonger;2060;0.0003;0.0003;0.0;0.0;0.0
102;16 jaar;2010;0.00099;0.00094;6e-05;0.0;0.0
103;16 jaar;2011;0.00087;0.00081;6e-05;0.0;0.0
104;16 jaar;2012;0.00083;0.00079;4e-05;0.0;0.0
105;16 jaar;2013;0.00081;0.00078;4e-05;0.0;0.0
106;16 jaar;2014;0.00083;0.00077;6e-05;0.0;0.0
107;16 jaar;2015;0.00083;0.00077;5e-05;0.0;0.0
108;16 jaar;2016;0.00081;0.00076;5e-05;0.0;0.0
109;16 jaar;2017;0.0008;0.00076;5e-05;0.0;0.0
110;16 jaar;2018;0.00081;0.00076;5e-05;0.0;0.0
111;16 jaar;2019;0.00081;0.00076;5e-05;0.0;0.0
112;16 jaar;2020;0.00081;0.00076;5e-05;0.0;0.0
113;16 jaar;2021;0.00081;0.00076;5e-05;0.0;0.0
114;16 jaar;2022;0.00081;0.00076;5e-05;0.0;0.0
115;16 jaar;2023;0.00081;0.00076;5e-05;0.0;0.0
116;16 jaar;2024;0.00081;0.00076;5e-05;0.0;0.0
117;16 jaar;2025;0.00081;0.00076;5e-05;0.0;0.0
118;16 jaar;2026;0.00081;0.00076;5e-05;0.0;0.0
119;16 jaar;2027;0.00081;0.00076;5e-05;0.0;0.0
120;16 jaar;2028;0.00081;0.00076;5e-05;0.0;0.0
121;16 jaar;2029;0.00081;0.00076;5e-05;0.0;0.0
122;16 jaar;2030;0.00081;0.00076;5e-05;0.0;0.0
123;16 jaar;2031;0.00081;0.00076;5e-05;0.0;0.0
124;16 jaar;2032;0.00081;0.00076;5e-05;0.0;0.0
125;16 jaar;2033;0.00081;0.00076;5e-05;0.0;0.0
126;16 jaar;2034;0.00081;0.00076;5e-05;0.0;0.0
127;16 jaar;2035;0.00081;0.00076;5e-05;0.0;0.0
