ID;LeeftijdReferentiepersoon;Perioden;TotaalParen_1;GeenKinderen_2;k_1Kind_3;k_2Kinderen_4;k_3OfMeerKinderen_5;TotaalEenouderhuishoudens_6;k_1Kind_7;k_2Kinderen_8;k_3OfMeerKinderen_9
46;15 tot 20 jaar;2017;2535;2263;187;56;29;799;766;33;0
47;15 tot 20 jaar;2018;2705;2421;194;59;31;841;806;35;0
48;15 tot 20 jaar;2019;2685;2401;193;60;31;876;839;37;0
49;15 tot 20 jaar;2020;2656;2372;193;60;31;871;834;37;0
50;15 tot 20 jaar;2021;2573;2293;191;59;30;843;807;36;0
51;15 tot 20 jaar;2022;2517;2240;189;58;30;818;783;35;0
52;15 tot 20 jaar;2023;2443;2168;188;58;29;798;764;34;0
53;15 tot 20 jaar;2024;2320;2051;184;56;29;776;743;33;0
54;15 tot 20 jaar;2025;2237;1973;181;55;28;758;726;32;0
55;15 tot 20 jaar;2026;2188;1925;180;55;28;749;717;32;0
56;15 tot 20 jaar;2027;2145;1885;179;54;27;744;713;31;0
57;15 tot 20 jaar;2028;2165;1901;181;55;28;747;715;32;0
58;15 tot 20 jaar;2029;2132;1868;181;55;28;743;711;32;0
59;15 tot 20 jaar;2030;2084;1823;179;55;27;734;703;31;0
60;15 tot 20 jaar;2031;2016;1759;176;54;27;717;687;30;0
61;15 tot 20 jaar;2032;1953;1699;174;53;27;707;677;30;0
62;15 tot 20 jaar;2033;1921;1671;172;52;26;701;671;30;0
63;15 tot 20 jaar;2034;1931;1678;173;53;27;707;677;30;0
64;15 tot 20 jaar;2035;1915;1662;173;53;27;705;675;30;0
65;15 tot 20 jaar;2036;1952;1696;175;54;27;715;685;30;0
66;15 tot 20 jaar;2037;1995;1738;176;54;27;723;693;30;0
67;15 tot 20 jaar;2038;2036;1776;178;55;27;732;701;31;0
68;15 tot 20 jaar;2039;2079;1813;182;56;28;740;709;31;0
69;15 tot 20 jaar;2040;2117;1849;184;56;28;746;715;31;0
70;15 tot 20 jaar;2041;2156;1887;185;56;28;751;719;32;0
71;15 tot 20 jaar;2042;2195;1923;188;56;28;757;725;32;0
72;15 tot 20 jaar;2043;2232;1959;189;56;28;762;730;32;0
73;15 tot 20 jaar;2044;2266;1990;191;57;28;765;733;32;0
74;15 tot 20 jaar;2045;2293;2016;193;57;27;767;735;32;0
75;15 tot 20 jaar;2046;2316;2038;194;57;27;769;737;32;0
76;15 tot 20 jaar;2047;2335;2057;195;56;27;771;738;33;0
77;15 tot 20 jaar;2048;2352;2073;196;56;27;772;739;33;0
78;15 tot 20 jaar;2049;2362;2081;198;56;27;771;738;33;0
79;15 tot 20 jaar;2050;2371;2090;198;56;27;771;738;33;0
80;15 tot 20 jaar;2051;2373;2091;199;56;27;771;738;33;0
81;15 tot 20 jaar;2052;2373;2094;198;55;26;769;736;33;0
82;15 tot 20 jaar;2053;2366;2086;199;55;26;767;735;32;0
83;15 tot 20 jaar;2054;2354;2075;198;55;26;765;733;32;0
84;15 tot 20 jaar;2055;2340;2060;199;55;26;760;728;32;0
85;15 tot 20 jaar;2056;2324;2047;197;54;26;757;725;32;0
86;15 tot 20 jaar;2057;2305;2030;196;54;25;753;721;32;0
87;15 tot 20 jaar;2058;2287;2012;196;54;25;750;718;32;0
88;15 tot 20 jaar;2059;2269;1996;195;53;25;746;714;32;0
89;15 tot 20 jaar;2060;2252;1979;195;53;25;743;711;32;0
90;20 tot 25 jaar;2016;56451;48675;5894;1563;319;9033;7182;1630;221
91;20 tot 25 jaar;2017;56790;49000;5885;1582;323;8685;6904;1571;210
92;20 tot 25 jaar;2018;57231;49301;5967;1630;333;8447;6712;1531;204
93;20 tot 25 jaar;2019;57252;49185;6047;1676;344;8305;6603;1504;198
94;20 tot 25 jaar;2020;56658;48485;6121;1703;349;8158;6497;1470;191
95;20 tot 25 jaar;2021;56500;48229;6193;1726;352;8076;6431;1458;187
96;20 tot 25 jaar;2022;56419;48077;6244;1742;356;8001;6370;1445;186
97;20 tot 25 jaar;2023;57138;48702;6305;1768;363;8053;6411;1450;192
98;20 tot 25 jaar;2024;57222;48743;6329;1784;366;8039;6399;1449;191
99;20 tot 25 jaar;2025;56996;48519;6315;1793;369;7991;6362;1439;190
100;20 tot 25 jaar;2026;56016;47597;6261;1789;369;7845;6245;1413;187
101;20 tot 25 jaar;2027;55065;46722;6192;1782;369;7713;6140;1389;184
102;20 tot 25 jaar;2028;53885;45633;6110;1773;369;7575;6034;1360;181
103;20 tot 25 jaar;2029;52453;44301;6026;1759;367;7429;5922;1331;176
104;20 tot 25 jaar;2030;51553;43473;5968;1747;365;7330;5846;1311;173
105;20 tot 25 jaar;2031;51110;43069;5934;1742;365;7298;5820;1305;173
106;20 tot 25 jaar;2032;50712;42709;5901;1738;364;7275;5798;1304;173
107;20 tot 25 jaar;2033;50768;42780;5881;1741;366;7267;5789;1305;173
108;20 tot 25 jaar;2034;50186;42260;5827;1734;365;7205;5739;1294;172
109;20 tot 25 jaar;2035;49452;41598;5766;1724;364;7127;5682;1276;169
110;20 tot 25 jaar;2036;48607;40832;5704;1709;362;7016;5597;1253;166
111;20 tot 25 jaar;2037;47976;40260;5661;1696;359;6961;5557;1240;164
112;20 tot 25 jaar;2038;47798;40096;5656;1689;357;6951;5549;1238;164
113;20 tot 25 jaar;2039;48198;40468;5680;1693;357;7014;5603;1246;165
114;20 tot 25 jaar;2040;48481;40714;5717;1694;356;7043;5625;1252;166
115;20 tot 25 jaar;2041;49297;41458;5778;1704;357;7129;5693;1268;168
116;20 tot 25 jaar;2042;50138;42222;5843;1715;358;7211;5757;1284;170
117;20 tot 25 jaar;2043;50937;42947;5906;1725;359;7287;5817;1298;172
118;20 tot 25 jaar;2044;51694;43630;5969;1735;360;7358;5873;1311;174
119;20 tot 25 jaar;2045;52346;44219;6024;1743;360;7415;5918;1322;175
120;20 tot 25 jaar;2046;52961;44773;6076;1751;361;7471;5962;1333;176
121;20 tot 25 jaar;2047;53531;45289;6123;1758;361;7519;5999;1342;178
122;20 tot 25 jaar;2048;54032;45743;6163;1764;362;7558;6030;1349;179
123;20 tot 25 jaar;2049;54445;46114;6199;1770;362;7592;6057;1356;179
124;20 tot 25 jaar;2050;54767;46405;6226;1774;362;7621;6080;1361;180
125;20 tot 25 jaar;2051;55023;46632;6250;1778;363;7639;6093;1365;181
126;20 tot 25 jaar;2052;55213;46802;6267;1781;363;7652;6104;1367;181
127;20 tot 25 jaar;2053;55343;46918;6278;1784;363;7658;6108;1369;181
128;20 tot 25 jaar;2054;55410;46976;6285;1785;364;7658;6108;1369;181
129;20 tot 25 jaar;2055;55408;46974;6285;1785;364;7651;6103;1367;181
130;20 tot 25 jaar;2056;55338;46913;6278;1783;364;7637;6092;1364;181
131;20 tot 25 jaar;2057;55200;46788;6269;1780;363;7615;6076;1359;180
132;20 tot 25 jaar;2058;54996;46608;6251;1774;363;7590;6057;1353;180
133;20 tot 25 jaar;2059;54740;46379;6231;1768;362;7559;6035;1345;179
134;20 tot 25 jaar;2060;54444;46114;6209;1760;361;7524;6009;1337;178
135;25 tot 30 jaar;2016;220072;154311;42254;19243;4264;26448;16792;7454;2202
136;25 tot 30 jaar;2017;223250;157114;42389;19429;4318;26498;16775;7487;2236
137;25 tot 30 jaar;2018;226620;159643;42729;19841;4407;26615;16740;7600;2275
138;25 tot 30 jaar;2019;229967;161825;43360;20280;4502;26588;16673;7638;2277
139;25 tot 30 jaar;2020;232854;163726;43952;20615;4561;26386;16544;7598;2244
140;25 tot 30 jaar;2021;232408;162532;44372;20888;4616;25897;16220;7481;2196
141;25 tot 30 jaar;2022;231587;161227;44635;21073;4652;25428;15926;7357;2145
142;25 tot 30 jaar;2023;230207;159373;44884;21261;4689;24999;15670;7238;2091
143;25 tot 30 jaar;2024;229901;158574;45168;21437;4722;24728;15525;7152;2051
144;25 tot 30 jaar;2025;229402;157620;45436;21598;4748;24558;15438;7096;2024
145;25 tot 30 jaar;2026;230962;158654;45737;21788;4783;24667;15503;7134;2030
146;25 tot 30 jaar;2027;232328;159585;45951;21970;4822;24844;15604;7193;2047
147;25 tot 30 jaar;2028;233993;160934;46078;22122;4859;25012;15704;7245;2063
148;25 tot 30 jaar;2029;233823;160765;46011;22176;4871;25017;15693;7258;2066
149;25 tot 30 jaar;2030;232144;159389;45754;22135;4866;24903;15618;7230;2055
150;25 tot 30 jaar;2031;228389;156234;45306;22005;4844;24504;15362;7119;2023
151;25 tot 30 jaar;2032;224796;153348;44795;21838;4815;24138;15130;7015;1993
152;25 tot 30 jaar;2033;220611;149923;44266;21644;4778;23741;14894;6892;1955
153;25 tot 30 jaar;2034;216783;146796;43797;21451;4739;23360;14669;6773;1918
154;25 tot 30 jaar;2035;214600;145133;43458;21302;4707;23127;14529;6701;1897
155;25 tot 30 jaar;2036;213595;144511;43211;21190;4683;23066;14488;6685;1893
156;25 tot 30 jaar;2037;212482;143777;42973;21075;4657;22993;14429;6672;1892
157;25 tot 30 jaar;2038;211920;143581;42765;20947;4627;22921;14373;6658;1890
158;25 tot 30 jaar;2039;209562;141731;42469;20774;4588;22690;14230;6589;1871
159;25 tot 30 jaar;2040;207423;140074;42210;20593;4546;22460;14097;6515;1848
160;25 tot 30 jaar;2041;205244;138284;42019;20434;4507;22165;13923;6422;1820
161;25 tot 30 jaar;2042;204229;137432;41974;20343;4480;22043;13856;6381;1806
162;25 tot 30 jaar;2043;204770;137866;42113;20326;4465;22061;13867;6386;1808
163;25 tot 30 jaar;2044;206891;139631;42409;20384;4467;22269;14006;6441;1822
164;25 tot 30 jaar;2045;208922;141206;42775;20469;4472;22413;14096;6483;1834
165;25 tot 30 jaar;2046;212021;143725;43198;20606;4492;22678;14261;6561;1856
166;25 tot 30 jaar;2047;214967;146071;43621;20759;4516;22928;14416;6635;1877
167;25 tot 30 jaar;2048;217675;148199;44014;20918;4544;23159;14559;6703;1897
168;25 tot 30 jaar;2049;220154;150129;44387;21068;4570;23371;14692;6765;1914
169;25 tot 30 jaar;2050;222273;151756;44708;21212;4597;23554;14805;6819;1930
170;25 tot 30 jaar;2051;224200;153232;44993;21350;4625;23719;14907;6868;1944
171;25 tot 30 jaar;2052;225897;154532;45237;21476;4652;23868;14999;6912;1957
172;25 tot 30 jaar;2053;227304;155600;45436;21590;4678;23996;15078;6950;1968
173;25 tot 30 jaar;2054;228421;156442;45596;21684;4699;24094;15138;6980;1976
174;25 tot 30 jaar;2055;229266;157069;45713;21764;4720;24172;15186;7003;1983
175;25 tot 30 jaar;2056;229889;157532;45792;21828;4737;24229;15221;7020;1988
176;25 tot 30 jaar;2057;230296;157834;45837;21874;4751;24265;15242;7032;1991
177;25 tot 30 jaar;2058;230493;157982;45847;21902;4762;24285;15253;7038;1994
178;25 tot 30 jaar;2059;230456;157957;45823;21908;4768;24281;15250;7037;1994
179;25 tot 30 jaar;2060;230170;157744;45765;21892;4769;24259;15237;7030;1992
180;30 tot 35 jaar;2016;314792;123044;87885;80771;23092;43182;22833;14538;5811
181;30 tot 35 jaar;2017;318891;125168;88772;81676;23275;43784;23236;14711;5837
182;30 tot 35 jaar;2018;325182;127977;90281;83294;23630;44330;23620;14857;5853
183;30 tot 35 jaar;2019;331166;129928;92191;84933;24114;44902;23994;14981;5927
184;30 tot 35 jaar;2020;335797;130639;93973;86630;24555;45303;24231;15100;5972
185;30 tot 35 jaar;2021;342062;132960;95678;88364;25060;45942;24579;15299;6064
186;30 tot 35 jaar;2022;346685;134278;97014;89914;25479;46301;24740;15444;6117
187;30 tot 35 jaar;2023;350032;134712;98152;91321;25847;46591;24853;15578;6160
188;30 tot 35 jaar;2024;353022;135038;99255;92563;26166;46811;24956;15673;6182
189;30 tot 35 jaar;2025;355490;135523;100172;93442;26353;46872;24993;15706;6173
190;30 tot 35 jaar;2026;353558;132322;100766;94015;26455;46400;24744;15562;6094
191;30 tot 35 jaar;2027;351575;129338;101172;94517;26548;45875;24473;15395;6007
192;30 tot 35 jaar;2028;349611;126344;101576;95042;26649;45519;24309;15275;5935
193;30 tot 35 jaar;2029;349947;125436;102071;95663;26777;45404;24278;15230;5896
194;30 tot 35 jaar;2030;350334;124614;102463;96328;26929;45350;24269;15211;5870
195;30 tot 35 jaar;2031;353506;126568;102792;97039;27107;45750;24469;15363;5918
196;30 tot 35 jaar;2032;355911;128273;102827;97564;27247;46194;24683;15534;5977
197;30 tot 35 jaar;2033;358159;130455;102616;97784;27304;46502;24831;15654;6017
198;30 tot 35 jaar;2034;358058;131190;102047;97575;27246;46524;24815;15683;6026
199;30 tot 35 jaar;2035;355365;130078;101230;96980;27077;46295;24678;15619;5998
200;30 tot 35 jaar;2036;349867;126730;100165;96125;26847;45563;24276;15382;5905
201;30 tot 35 jaar;2037;344770;123815;99125;95230;26600;44882;23909;15156;5817
202;30 tot 35 jaar;2038;338899;120032;98182;94339;26346;44168;23548;14905;5715
203;30 tot 35 jaar;2039;334406;117320;97423;93545;26118;43513;23219;14674;5620
204;30 tot 35 jaar;2040;332127;116415;96828;92942;25942;43125;23020;14539;5566
205;30 tot 35 jaar;2041;331198;116663;96338;92412;25785;43023;22956;14510;5557
206;30 tot 35 jaar;2042;329830;116544;95840;91834;25612;42846;22839;14462;5545
207;30 tot 35 jaar;2043;328720;116643;95444;91219;25414;42655;22718;14408;5529
208;30 tot 35 jaar;2044;325184;114433;95035;90523;25193;42195;22479;14249;5467
209;30 tot 35 jaar;2045;322490;112712;94849;89937;24992;41794;22278;14107;5409
210;30 tot 35 jaar;2046;319750;110457;94866;89573;24854;41295;22026;13931;5338
211;30 tot 35 jaar;2047;318821;109306;95168;89539;24808;41117;21943;13865;5309
212;30 tot 35 jaar;2048;320039;109623;95732;89829;24855;41204;21988;13895;5321
213;30 tot 35 jaar;2049;323249;111373;96549;90363;24964;41601;22209;14024;5368
214;30 tot 35 jaar;2050;326380;112865;97409;90996;25110;41905;22372;14126;5407
215;30 tot 35 jaar;2051;330569;115247;98294;91734;25294;42381;22627;14286;5468
216;30 tot 35 jaar;2052;334452;117368;99118;92477;25489;42829;22866;14437;5526
217;30 tot 35 jaar;2053;338000;119258;99855;93199;25688;43240;23085;14576;5579
218;30 tot 35 jaar;2054;341235;120974;100525;93865;25871;43617;23286;14703;5628
219;30 tot 35 jaar;2055;344016;122404;101090;94475;26047;43941;23459;14812;5670
220;30 tot 35 jaar;2056;346510;123707;101566;95026;26211;44240;23617;14914;5709
221;30 tot 35 jaar;2057;348681;124863;101952;95508;26358;44504;23756;15004;5744
222;30 tot 35 jaar;2058;350463;125818;102244;95915;26486;44726;23872;15080;5774
223;30 tot 35 jaar;2059;351864;126573;102456;96242;26593;44900;23963;15140;5797
224;30 tot 35 jaar;2060;352908;127149;102594;96488;26677;45037;24035;15187;5815
225;35 tot 40 jaar;2016;352035;69196;78026;147898;56915;58968;28566;21420;8982
226;35 tot 40 jaar;2017;353339;69542;78447;148501;56849;60024;29087;21828;9109
227;35 tot 40 jaar;2018;354820;69119;79163;149526;57012;60716;29405;22102;9209
228;35 tot 40 jaar;2019;354994;67869;79687;150261;57177;61085;29564;22278;9243
229;35 tot 40 jaar;2020;357323;67211;80834;151719;57559;61580;29873;22430;9277
230;35 tot 40 jaar;2021;358287;65571;81800;152958;57958;61667;29997;22423;9247
231;35 tot 40 jaar;2022;362135;64854;83182;155324;58775;62233;30340;22592;9301
232;35 tot 40 jaar;2023;368101;65115;84814;158317;59855;63086;30812;22864;9410
233;35 tot 40 jaar;2024;374045;64967;86554;161505;61019;64108;31354;23203;9551
234;35 tot 40 jaar;2025;378744;64188;88018;164473;62065;65064;31848;23540;9676
235;35 tot 40 jaar;2026;385326;65532;89380;167343;63071;66295;32471;23983;9841
236;35 tot 40 jaar;2027;390052;65988;90367;169803;63894;67128;32854;24320;9954
237;35 tot 40 jaar;2028;393282;65778;91206;171786;64512;67752;33141;24579;10032
238;35 tot 40 jaar;2029;396090;65581;91992;173498;65019;68275;33406;24782;10087
239;35 tot 40 jaar;2030;398475;65668;92722;174767;65318;68586;33572;24902;10112
240;35 tot 40 jaar;2031;396366;62160;93238;175535;65433;68168;33396;24746;10026
241;35 tot 40 jaar;2032;394416;58963;93611;176275;65567;67603;33143;24540;9920
242;35 tot 40 jaar;2033;392798;55988;93971;177089;65750;67336;33030;24448;9858
243;35 tot 40 jaar;2034;393860;55445;94283;178092;66040;67401;33071;24480;9850
244;35 tot 40 jaar;2035;395021;55256;94401;179006;66358;67502;33124;24528;9850
245;35 tot 40 jaar;2036;398989;57998;94446;179864;66681;68230;33463;24813;9954
246;35 tot 40 jaar;2037;401881;60511;94260;180271;66839;68945;33792;25095;10058
247;35 tot 40 jaar;2038;404330;63464;93954;180138;66774;69396;33995;25279;10122
248;35 tot 40 jaar;2039;404301;65095;93436;179323;66447;69417;33982;25306;10129
249;35 tot 40 jaar;2040;401364;64707;92773;177988;65896;69050;33783;25188;10079
250;35 tot 40 jaar;2041;395521;62052;91939;176301;65229;67963;33240;24801;9922
251;35 tot 40 jaar;2042;390155;59747;91144;174679;64585;66934;32730;24432;9772
252;35 tot 40 jaar;2043;383963;56494;90387;173112;63970;65868;32216;24042;9610
253;35 tot 40 jaar;2044;379487;54556;89813;171699;63419;64940;31769;23701;9470
254;35 tot 40 jaar;2045;377218;54299;89334;170588;62997;64412;31513;23507;9392
255;35 tot 40 jaar;2046;376209;55022;88982;169600;62605;64269;31433;23460;9376
256;35 tot 40 jaar;2047;374571;55129;88668;168586;62188;64001;31288;23369;9344
257;35 tot 40 jaar;2048;373015;55070;88480;167683;61782;63683;31119;23260;9304
258;35 tot 40 jaar;2049;368941;52515;88320;166747;61359;62963;30771;22996;9196
259;35 tot 40 jaar;2050;366007;50430;88353;166164;61060;62382;30483;22787;9112
260;35 tot 40 jaar;2051;363165;47701;88541;165989;60934;61697;30148;22538;9011
261;35 tot 40 jaar;2052;362364;46061;88918;166357;61028;61476;30039;22459;8978
262;35 tot 40 jaar;2053;363811;45809;89455;167217;61330;61640;30117;22520;9003
263;35 tot 40 jaar;2054;367300;46924;90148;168457;61771;62216;30399;22731;9086
264;35 tot 40 jaar;2055;370710;47846;90853;169758;62253;62684;30634;22898;9152
265;35 tot 40 jaar;2056;375047;49572;91552;171148;62775;63381;30981;23149;9251
266;35 tot 40 jaar;2057;379040;51097;92186;172476;63281;64023;31300;23380;9343
267;35 tot 40 jaar;2058;382689;52463;92743;173719;63764;64622;31597;23596;9429
268;35 tot 40 jaar;2059;386012;53731;93226;174849;64206;65168;31868;23793;9507
269;35 tot 40 jaar;2060;388880;54806;93648;175835;64591;65643;32105;23964;9574
270;40 tot 45 jaar;2016;405062;61617;72894;186704;83847;85588;42327;31537;11724
271;40 tot 45 jaar;2017;386271;58257;69538;178616;79860;82478;40662;30500;11316
272;40 tot 45 jaar;2018;371939;55557;67057;172475;76850;79907;39324;29626;10957
273;40 tot 45 jaar;2019;364807;54131;65676;169695;75305;78717;38641;29297;10779
274;40 tot 45 jaar;2020;360697;53093;65136;168131;74337;77875;38152;29078;10645
275;40 tot 45 jaar;2021;362296;53216;65648;168911;74521;78074;38220;29190;10664
276;40 tot 45 jaar;2022;362974;52639;66114;169538;74683;78359;38360;29300;10699
277;40 tot 45 jaar;2023;363612;51340;66739;170523;75010;78399;38381;29322;10696
278;40 tot 45 jaar;2024;363177;49333;67189;171359;75296;78186;38255;29266;10665
279;40 tot 45 jaar;2025;365008;48121;67885;173085;75917;78392;38325;29380;10687
280;40 tot 45 jaar;2026;365683;46170;68435;174588;76490;78309;38249;29380;10680
281;40 tot 45 jaar;2027;369288;45269;69186;177256;77577;78966;38527;29660;10779
282;40 tot 45 jaar;2028;375117;45411;70159;180587;78960;80183;39073;30152;10958
283;40 tot 45 jaar;2029;380940;45300;71199;184106;80335;81640;39717;30770;11153
284;40 tot 45 jaar;2030;385592;44735;72168;187182;81507;83001;40344;31332;11325
285;40 tot 45 jaar;2031;392102;46149;73301;190085;82567;84658;41170;31972;11516
286;40 tot 45 jaar;2032;396792;46728;74299;192426;83339;85836;41777;32428;11631
287;40 tot 45 jaar;2033;399998;46633;75391;194146;83828;86757;42353;32717;11687
288;40 tot 45 jaar;2034;402877;46575;76273;195740;84289;87575;42855;32976;11744
289;40 tot 45 jaar;2035;405393;46768;76928;197037;84660;88134;43190;33160;11784
290;40 tot 45 jaar;2036;403505;43702;77309;197708;84786;87753;43058;32991;11704
291;40 tot 45 jaar;2037;401813;40972;77607;198322;84912;87178;42800;32770;11608
292;40 tot 45 jaar;2038;400549;38584;77913;198974;85078;86964;42698;32696;11570
293;40 tot 45 jaar;2039;401937;38481;78210;199862;85384;87163;42783;32786;11594
294;40 tot 45 jaar;2040;403417;38750;78435;200590;85642;87365;42866;32881;11618
295;40 tot 45 jaar;2041;407606;41665;78675;201351;85915;88346;43336;33268;11742
296;40 tot 45 jaar;2042;410676;44330;78735;201636;85975;89249;43768;33627;11854
297;40 tot 45 jaar;2043;413210;47313;78653;201426;85818;89799;44026;33853;11920
298;40 tot 45 jaar;2044;413229;49006;78347;200510;85366;89840;44037;33883;11920
299;40 tot 45 jaar;2045;410307;48771;77813;199040;84683;89353;43783;33714;11856
300;40 tot 45 jaar;2046;404469;46411;77151;197105;83802;87960;43091;33199;11670
301;40 tot 45 jaar;2047;399078;44349;76514;195250;82965;86660;42443;32718;11499
302;40 tot 45 jaar;2048;392842;41394;75876;193418;82154;85300;41762;32213;11325
303;40 tot 45 jaar;2049;388299;39617;75419;191821;81442;84136;41181;31778;11177
304;40 tot 45 jaar;2050;385922;39321;75057;190630;80914;83467;40849;31528;11090
305;40 tot 45 jaar;2051;384761;39819;74796;189669;80477;83283;40756;31461;11066
306;40 tot 45 jaar;2052;382961;39673;74533;188716;80039;82905;40573;31319;11013
307;40 tot 45 jaar;2053;381261;39327;74289;187953;79692;82466;40354;31157;10955
308;40 tot 45 jaar;2054;377087;36688;74015;187079;79305;81516;39881;30803;10832
309;40 tot 45 jaar;2055;374114;34518;73858;186625;79113;80775;39494;30537;10744
310;40 tot 45 jaar;2056;371361;31849;73857;186560;79095;79928;39059;30228;10641
311;40 tot 45 jaar;2057;370649;30221;74038;187062;79328;79668;38916;30138;10614
312;40 tot 45 jaar;2058;372155;29895;74384;188085;79791;79901;39025;30229;10647
313;40 tot 45 jaar;2059;375666;30847;74840;189534;80445;80647;39382;30515;10750
314;40 tot 45 jaar;2060;379063;31636;75369;190978;81080;81266;39697;30742;10827
315;45 tot 50 jaar;2016;474988;82800;92526;207912;91750;107331;58777;37561;10993
316;45 tot 50 jaar;2017;470278;81859;91617;206113;90689;109460;60077;38211;11172
317;45 tot 50 jaar;2018;461401;80065;89565;202733;89038;110397;60619;38523;11255
318;45 tot 50 jaar;2019;445596;76937;86017;196378;86264;108900;59778;37969;11153
319;45 tot 50 jaar;2020;423367;71924;81666;187463;82314;105247;57729;36701;10817
320;45 tot 50 jaar;2021;400816;66813;77445;178321;78237;100886;55251;35245;10390
321;45 tot 50 jaar;2022;382362;62568;74054;170913;74827;96716;52837;33926;9953
322;45 tot 50 jaar;2023;367984;59010;71657;165164;72153;93193;50838;32772;9583
323;45 tot 50 jaar;2024;360936;57169;70380;162529;70858;91442;49834;32232;9376
324;45 tot 50 jaar;2025;356704;55788;69789;161033;70094;90224;49176;31807;9241
325;45 tot 50 jaar;2026;358017;55770;70064;161794;70389;90235;49205;31796;9234
326;45 tot 50 jaar;2027;358421;55115;70024;162566;70716;90313;49224;31847;9242
327;45 tot 50 jaar;2028;358760;53885;70038;163655;71182;90085;49043;31818;9224
328;45 tot 50 jaar;2029;358024;51968;70002;164518;71536;89638;48740;31691;9207
329;45 tot 50 jaar;2030;359512;50877;70252;166183;72200;89783;48698;31835;9250
330;45 tot 50 jaar;2031;359953;49094;70578;167572;72709;89828;48582;31952;9294
331;45 tot 50 jaar;2032;363322;48409;71386;169933;73594;90856;49044;32388;9424
332;45 tot 50 jaar;2033;368962;48803;72755;172777;74627;92612;49948;33058;9606
