ID;Uitvoerkenmerken;Perioden;GroeiUitvoer_1;BijdrageAanTotaleGroeiUitvoer_2
133;Denemarken;2013;186999.0;0.0
134;Denemarken;2014;82629.0;0.0
135;Denemarken;2015;;
136;Denemarken;2016;57064.0;0.0
137;Denemarken;2017;51129.0;0.0
138;Denemarken;2018;391782.0;0.1
139;Denemarken;2019;3437.0;0.0
140;Denemarken;2020;266302.0;0.1
141;Denemarken;2021;1403757.0;0.3
142;Denemarken;2022;;
143;Duitsland;2010;;
144;Duitsland;2011;;
145;Duitsland;2012;6951614.0;1.7
146;Duitsland;2013;787436.0;0.2
147;Duitsland;2014;-2457342.0;-0.6
148;Duitsland;2015;;
149;Duitsland;2016;-1494254.0;-0.4
150;Duitsland;2017;9835369.0;2.3
151;Duitsland;2018;6132930.0;1.3
152;Duitsland;2019;1365612.0;0.3
153;Duitsland;2020;-7551524.0;-1.5
154;Duitsland;2021;26601251.0;5.5
155;Duitsland;2022;;
156;Egypte;2010;;
157;Egypte;2011;;
158;Egypte;2012;229015.0;0.1
159;Egypte;2013;-77790.0;0.0
160;Egypte;2014;208199.0;0.0
161;Egypte;2015;;
162;Egypte;2016;-72065.0;0.0
163;Egypte;2017;-118786.0;0.0
164;Egypte;2018;152176.0;0.0
165;Egypte;2019;247769.0;0.0
166;Egypte;2020;-94749.0;0.0
167;Egypte;2021;649899.0;0.1
168;Egypte;2022;;
169;Finland;2010;;
170;Finland;2011;;
171;Finland;2012;-73198.0;0.0
172;Finland;2013;-117282.0;0.0
173;Finland;2014;278638.0;0.1
174;Finland;2015;;
175;Finland;2016;-149219.0;0.0
176;Finland;2017;289216.0;0.1
177;Finland;2018;222204.0;0.0
178;Finland;2019;-115798.0;0.0
179;Finland;2020;-231446.0;0.0
180;Finland;2021;1140971.0;0.2
181;Finland;2022;;
182;Frankrijk;2010;;
183;Frankrijk;2011;;
184;Frankrijk;2012;1469.0;0.0
185;Frankrijk;2013;-309789.0;-0.1
186;Frankrijk;2014;-442952.0;-0.1
187;Frankrijk;2015;;
188;Frankrijk;2016;1189522.0;0.3
189;Frankrijk;2017;3371228.0;0.8
190;Frankrijk;2018;1367727.0;0.3
191;Frankrijk;2019;1197169.0;0.2
192;Frankrijk;2020;-3077760.0;-0.6
193;Frankrijk;2021;10238338.0;2.1
194;Frankrijk;2022;;
195;Griekenland;2010;;
196;Griekenland;2011;;
197;Griekenland;2012;-226724.0;-0.1
198;Griekenland;2013;102207.0;0.0
199;Griekenland;2014;106355.0;0.0
200;Griekenland;2015;;
201;Griekenland;2016;53339.0;0.0
202;Griekenland;2017;169699.0;0.0
203;Griekenland;2018;33943.0;0.0
204;Griekenland;2019;158114.0;0.0
205;Griekenland;2020;19984.0;0.0
206;Griekenland;2021;252915.0;0.1
207;Griekenland;2022;;
208;Hongarije;2010;;
209;Hongarije;2011;;
210;Hongarije;2012;-35492.0;0.0
211;Hongarije;2013;-79420.0;0.0
212;Hongarije;2014;263950.0;0.1
213;Hongarije;2015;;
214;Hongarije;2016;99262.0;0.0
215;Hongarije;2017;337609.0;0.1
216;Hongarije;2018;543600.0;0.1
217;Hongarije;2019;304007.0;0.1
218;Hongarije;2020;-576775.0;-0.1
219;Hongarije;2021;963712.0;0.2
220;Hongarije;2022;;
221;Hongkong;2010;;
222;Hongkong;2011;;
223;Hongkong;2012;246988.0;0.1
224;Hongkong;2013;65863.0;0.0
225;Hongkong;2014;315970.0;0.1
226;Hongkong;2015;;
227;Hongkong;2016;-135394.0;0.0
228;Hongkong;2017;-2367.0;0.0
229;Hongkong;2018;80730.0;0.0
230;Hongkong;2019;181566.0;0.0
231;Hongkong;2020;-329736.0;-0.1
232;Hongkong;2021;-149127.0;0.0
233;Hongkong;2022;;
234;Ierland;2010;;
235;Ierland;2011;;
236;Ierland;2012;21330.0;0.0
237;Ierland;2013;469465.0;0.1
238;Ierland;2014;429315.0;0.1
239;Ierland;2015;;
240;Ierland;2016;36531.0;0.0
241;Ierland;2017;274598.0;0.1
242;Ierland;2018;324633.0;0.1
243;Ierland;2019;420364.0;0.1
244;Ierland;2020;343273.0;0.1
245;Ierland;2021;1292166.0;0.3
246;Ierland;2022;;
247;India;2010;;
248;India;2011;;
249;India;2012;51765.0;0.0
250;India;2013;-282284.0;-0.1
251;India;2014;223499.0;0.1
252;India;2015;;
253;India;2016;-131822.0;0.0
254;India;2017;294570.0;0.1
255;India;2018;65571.0;0.0
256;India;2019;7652.0;0.0
257;India;2020;-361095.0;-0.1
258;India;2021;605295.0;0.1
259;India;2022;;
260;Israël;2010;;
261;Israël;2011;;
262;Israël;2012;-78471.0;0.0
263;Israël;2013;89425.0;0.0
264;Israël;2014;-154214.0;0.0
265;Israël;2015;;
266;Israël;2016;547601.0;0.1
267;Israël;2017;350453.0;0.1
268;Israël;2018;-241797.0;-0.1
269;Israël;2019;-258150.0;-0.1
270;Israël;2020;147913.0;0.0
271;Israël;2021;200464.0;0.0
272;Israël;2022;;
273;Italië;2010;;
274;Italië;2011;;
275;Italië;2012;53643.0;0.0
276;Italië;2013;206764.0;0.0
277;Italië;2014;-1061202.0;-0.2
278;Italië;2015;;
279;Italië;2016;243840.0;0.1
280;Italië;2017;1364258.0;0.3
281;Italië;2018;1372896.0;0.3
282;Italië;2019;114705.0;0.0
283;Italië;2020;-1211676.0;-0.2
284;Italië;2021;6230018.0;1.3
285;Italië;2022;;
286;Japan;2010;;
287;Japan;2011;;
288;Japan;2012;125455.0;0.0
289;Japan;2013;-361209.0;-0.1
290;Japan;2014;141935.0;0.0
291;Japan;2015;;
292;Japan;2016;-130816.0;0.0
293;Japan;2017;387721.0;0.1
294;Japan;2018;703387.0;0.2
295;Japan;2019;113297.0;0.0
296;Japan;2020;245644.0;0.0
297;Japan;2021;-501138.0;-0.1
298;Japan;2022;;
299;Litouwen;2010;;
300;Litouwen;2011;;
301;Litouwen;2012;64033.0;0.0
302;Litouwen;2013;11948.0;0.0
303;Litouwen;2014;-63365.0;0.0
304;Litouwen;2015;;
305;Litouwen;2016;62934.0;0.0
306;Litouwen;2017;227489.0;0.1
307;Litouwen;2018;112777.0;0.0
308;Litouwen;2019;69053.0;0.0
309;Litouwen;2020;-32094.0;0.0
310;Litouwen;2021;400538.0;0.1
311;Litouwen;2022;;
312;Luxemburg;2010;;
313;Luxemburg;2011;;
314;Luxemburg;2012;-83360.0;0.0
315;Luxemburg;2013;-334279.0;-0.1
316;Luxemburg;2014;110504.0;0.0
317;Luxemburg;2015;;
318;Luxemburg;2016;-28481.0;0.0
319;Luxemburg;2017;116461.0;0.0
320;Luxemburg;2018;90646.0;0.0
321;Luxemburg;2019;221999.0;0.0
322;Luxemburg;2020;-128583.0;0.0
323;Luxemburg;2021;277656.0;0.1
324;Luxemburg;2022;;
325;Maleisië;2010;;
326;Maleisië;2011;;
327;Maleisië;2012;210619.0;0.1
328;Maleisië;2013;-53422.0;0.0
329;Maleisië;2014;94148.0;0.0
330;Maleisië;2015;;
331;Maleisië;2016;51534.0;0.0
332;Maleisië;2017;233386.0;0.1
333;Maleisië;2018;-293929.0;-0.1
334;Maleisië;2019;9820.0;0.0
335;Maleisië;2020;-68006.0;0.0
336;Maleisië;2021;-39740.0;0.0
337;Maleisië;2022;;
338;Marokko;2010;;
339;Marokko;2011;;
340;Marokko;2012;123171.0;0.0
341;Marokko;2013;-245333.0;-0.1
342;Marokko;2014;130090.0;0.0
343;Marokko;2015;;
344;Marokko;2016;169896.0;0.0
345;Marokko;2017;-41064.0;0.0
346;Marokko;2018;57296.0;0.0
347;Marokko;2019;25182.0;0.0
348;Marokko;2020;-112666.0;0.0
349;Marokko;2021;294506.0;0.1
350;Marokko;2022;;
351;Mexico;2010;;
352;Mexico;2011;;
353;Mexico;2012;678977.0;0.2
354;Mexico;2013;-228582.0;-0.1
355;Mexico;2014;-7181.0;0.0
356;Mexico;2015;;
357;Mexico;2016;-437996.0;-0.1
358;Mexico;2017;371933.0;0.1
359;Mexico;2018;295459.0;0.1
360;Mexico;2019;-54462.0;0.0
361;Mexico;2020;-371130.0;-0.1
362;Mexico;2021;510284.0;0.1
363;Mexico;2022;;
364;Nigeria;2010;;
365;Nigeria;2011;;
366;Nigeria;2012;-1136646.0;-0.3
367;Nigeria;2013;12929.0;0.0
368;Nigeria;2014;-65308.0;0.0
369;Nigeria;2015;;
370;Nigeria;2016;-617047.0;-0.1
371;Nigeria;2017;185868.0;0.0
372;Nigeria;2018;1699440.0;0.4
373;Nigeria;2019;1041790.0;0.2
374;Nigeria;2020;-1375240.0;-0.3
375;Nigeria;2021;-76066.0;0.0
376;Nigeria;2022;;
377;Noorwegen;2010;;
378;Noorwegen;2011;;
379;Noorwegen;2012;466111.0;0.1
380;Noorwegen;2013;-20372.0;0.0
381;Noorwegen;2014;32259.0;0.0
382;Noorwegen;2015;;
383;Noorwegen;2016;185142.0;0.0
384;Noorwegen;2017;460565.0;0.1
385;Noorwegen;2018;-78147.0;0.0
386;Noorwegen;2019;549375.0;0.1
387;Noorwegen;2020;-185766.0;0.0
388;Noorwegen;2021;382144.0;0.1
389;Noorwegen;2022;;
390;Oekraïne;2010;;
391;Oekraïne;2011;;
392;Oekraïne;2012;197922.0;0.0
393;Oekraïne;2013;-77463.0;0.0
394;Oekraïne;2014;-419531.0;-0.1
395;Oekraïne;2015;;
396;Oekraïne;2016;91756.0;0.0
397;Oekraïne;2017;142921.0;0.0
398;Oekraïne;2018;108241.0;0.0
399;Oekraïne;2019;136590.0;0.0
400;Oekraïne;2020;-14045.0;0.0
401;Oekraïne;2021;144383.0;0.0
402;Oekraïne;2022;;
403;Oostenrijk;2010;;
404;Oostenrijk;2011;;
405;Oostenrijk;2012;-233409.0;-0.1
406;Oostenrijk;2013;20987.0;0.0
407;Oostenrijk;2014;156829.0;0.0
408;Oostenrijk;2015;;
409;Oostenrijk;2016;197421.0;0.0
410;Oostenrijk;2017;606219.0;0.1
411;Oostenrijk;2018;532676.0;0.1
412;Oostenrijk;2019;-8404.0;0.0
413;Oostenrijk;2020;-538343.0;-0.1
414;Oostenrijk;2021;1614202.0;0.3
415;Oostenrijk;2022;;
416;Polen;2010;;
417;Polen;2011;;
418;Polen;2012;127097.0;0.0
419;Polen;2013;652828.0;0.2
420;Polen;2014;431598.0;0.1
421;Polen;2015;;
422;Polen;2016;353338.0;0.1
423;Polen;2017;1566484.0;0.4
424;Polen;2018;1056146.0;0.2
425;Polen;2019;535213.0;0.1
426;Polen;2020;689125.0;0.1
427;Polen;2021;4229309.0;0.9
428;Polen;2022;;
429;Portugal;2010;;
430;Portugal;2011;;
431;Portugal;2012;-56362.0;0.0
432;Portugal;2013;57815.0;0.0
433;Portugal;2014;131602.0;0.0
434;Portugal;2015;;
435;Portugal;2016;14556.0;0.0
436;Portugal;2017;450983.0;0.1
437;Portugal;2018;261312.0;0.1
438;Portugal;2019;229669.0;0.0
439;Portugal;2020;-334357.0;-0.1
440;Portugal;2021;867200.0;0.2
441;Portugal;2022;;
442;Roemenië;2010;;
443;Roemenië;2011;;
444;Roemenië;2012;59004.0;0.0
445;Roemenië;2013;120106.0;0.0
446;Roemenië;2014;108153.0;0.0
447;Roemenië;2015;;
448;Roemenië;2016;359582.0;0.1
449;Roemenië;2017;163063.0;0.0
450;Roemenië;2018;93620.0;0.0
451;Roemenië;2019;102719.0;0.0
452;Roemenië;2020;-57855.0;0.0
453;Roemenië;2021;480446.0;0.1
454;Roemenië;2022;;
455;Rusland;2010;;
456;Rusland;2011;;
457;Rusland;2012;663364.0;0.2
458;Rusland;2013;-240002.0;-0.1
459;Rusland;2014;-539154.0;-0.1
460;Rusland;2015;;
461;Rusland;2016;110902.0;0.0
462;Rusland;2017;1083119.0;0.3
463;Rusland;2018;2372.0;0.0
464;Rusland;2019;1054128.0;0.2
465;Rusland;2020;-410662.0;-0.1
466;Rusland;2021;567976.0;0.1
467;Rusland;2022;;
468;Saoedi-Arabië;2010;;
469;Saoedi-Arabië;2011;;
470;Saoedi-Arabië;2012;501482.0;0.1
471;Saoedi-Arabië;2013;31675.0;0.0
472;Saoedi-Arabië;2014;251298.0;0.1
473;Saoedi-Arabië;2015;;
474;Saoedi-Arabië;2016;-379645.0;-0.1
475;Saoedi-Arabië;2017;385397.0;0.1
476;Saoedi-Arabië;2018;615429.0;0.1
477;Saoedi-Arabië;2019;223532.0;0.0
478;Saoedi-Arabië;2020;-200472.0;0.0
479;Saoedi-Arabië;2021;-321357.0;-0.1
480;Saoedi-Arabië;2022;;
481;Singapore;2010;;
482;Singapore;2011;;
483;Singapore;2012;1265937.0;0.3
484;Singapore;2013;-418958.0;-0.1
485;Singapore;2014;-255359.0;-0.1
486;Singapore;2015;;
487;Singapore;2016;870621.0;0.2
488;Singapore;2017;508571.0;0.1
489;Singapore;2018;-83997.0;0.0
490;Singapore;2019;-1639448.0;-0.3
491;Singapore;2020;-939774.0;-0.2
492;Singapore;2021;417734.0;0.1
493;Singapore;2022;;
494;Slowakije;2010;;
495;Slowakije;2011;;
496;Slowakije;2012;82614.0;0.0
497;Slowakije;2013;94174.0;0.0
498;Slowakije;2014;85936.0;0.0
499;Slowakije;2015;;
500;Slowakije;2016;89938.0;0.0
501;Slowakije;2017;24274.0;0.0
502;Slowakije;2018;112520.0;0.0
503;Slowakije;2019;29956.0;0.0
504;Slowakije;2020;-63945.0;0.0
505;Slowakije;2021;228218.0;0.0
506;Slowakije;2022;;
507;Spanje;2010;;
508;Spanje;2011;;
509;Spanje;2012;-386913.0;-0.1
510;Spanje;2013;-626707.0;-0.1
511;Spanje;2014;768138.0;0.2
512;Spanje;2015;;
513;Spanje;2016;399590.0;0.1
514;Spanje;2017;1152833.0;0.3
515;Spanje;2018;1008871.0;0.2
516;Spanje;2019;873558.0;0.2
517;Spanje;2020;-1201445.0;-0.2
518;Spanje;2021;4025284.0;0.8
519;Spanje;2022;;
520;Taiwan;2010;;
521;Taiwan;2011;;
522;Taiwan;2012;616700.0;0.2
523;Taiwan;2013;715395.0;0.2
524;Taiwan;2014;-1091415.0;-0.3
525;Taiwan;2015;;
526;Taiwan;2016;367806.0;0.1
527;Taiwan;2017;321573.0;0.1
528;Taiwan;2018;1034782.0;0.2
529;Taiwan;2019;3495973.0;0.7
530;Taiwan;2020;-1540595.0;-0.3
531;Taiwan;2021;3313757.0;0.7
532;Taiwan;2022;;
533;Thailand;2010;;
534;Thailand;2011;;
535;Thailand;2012;161342.0;0.0
536;Thailand;2013;-128576.0;0.0
537;Thailand;2014;15622.0;0.0
538;Thailand;2015;;
539;Thailand;2016;14316.0;0.0
540;Thailand;2017;19302.0;0.0
541;Thailand;2018;5257.0;0.0
542;Thailand;2019;-34211.0;0.0
543;Thailand;2020;-119981.0;0.0
544;Thailand;2021;88965.0;0.0
545;Thailand;2022;;
546;Togo;2010;;
547;Togo;2011;;
548;Togo;2012;1127810.0;0.3
549;Togo;2013;-572105.0;-0.1
550;Togo;2014;210166.0;0.0
551;Togo;2015;;
552;Togo;2016;-230358.0;-0.1
553;Togo;2017;175291.0;0.0
554;Togo;2018;679456.0;0.1
555;Togo;2019;-822688.0;-0.2
556;Togo;2020;426870.0;0.1
557;Togo;2021;-215443.0;0.0
558;Togo;2022;;
559;Tsjechië;2010;;
560;Tsjechië;2011;;
561;Tsjechië;2012;45451.0;0.0
562;Tsjechië;2013;22636.0;0.0
563;Tsjechië;2014;528913.0;0.1
564;Tsjechië;2015;;
565;Tsjechië;2016;136987.0;0.0
566;Tsjechië;2017;276473.0;0.1
567;Tsjechië;2018;505459.0;0.1
568;Tsjechië;2019;440054.0;0.1
569;Tsjechië;2020;22071.0;0.0
570;Tsjechië;2021;1103514.0;0.2
571;Tsjechië;2022;;
572;Turkije;2010;;
573;Turkije;2011;;
574;Turkije;2012;-77271.0;0.0
575;Turkije;2013;148131.0;0.0
576;Turkije;2014;246949.0;0.1
577;Turkije;2015;;
578;Turkije;2016;-133285.0;0.0
579;Turkije;2017;817683.0;0.2
580;Turkije;2018;-443280.0;-0.1
581;Turkije;2019;158130.0;0.0
582;Turkije;2020;44466.0;0.0
583;Turkije;2021;563644.0;0.1
584;Turkije;2022;;
585;Verenigd Koninkrijk;2010;;
586;Verenigd Koninkrijk;2011;;
587;Verenigd Koninkrijk;2012;2318067.0;0.6
588;Verenigd Koninkrijk;2013;1891184.0;0.4
589;Verenigd Koninkrijk;2014;216162.0;0.0
590;Verenigd Koninkrijk;2015;;
591;Verenigd Koninkrijk;2016;2297942.0;0.5
592;Verenigd Koninkrijk;2017;445509.0;0.1
593;Verenigd Koninkrijk;2018;913828.0;0.2
594;Verenigd Koninkrijk;2019;-287356.0;-0.1
595;Verenigd Koninkrijk;2020;-4908013.0;-1.0
596;Verenigd Koninkrijk;2021;3062205.0;0.6
597;Verenigd Koninkrijk;2022;;
598;Verenigde Arabische Emiraten;2010;;
599;Verenigde Arabische Emiraten;2011;;
600;Verenigde Arabische Emiraten;2012;225376.0;0.1
601;Verenigde Arabische Emiraten;2013;-1625.0;0.0
602;Verenigde Arabische Emiraten;2014;422112.0;0.1
603;Verenigde Arabische Emiraten;2015;;
604;Verenigde Arabische Emiraten;2016;11787.0;0.0
605;Verenigde Arabische Emiraten;2017;-51174.0;0.0
606;Verenigde Arabische Emiraten;2018;427909.0;0.1
607;Verenigde Arabische Emiraten;2019;-557099.0;-0.1
608;Verenigde Arabische Emiraten;2020;-127076.0;0.0
609;Verenigde Arabische Emiraten;2021;198277.0;0.0
610;Verenigde Arabische Emiraten;2022;;
611;Verenigde Staten;2010;;
612;Verenigde Staten;2011;;
613;Verenigde Staten;2012;626949.0;0.2
614;Verenigde Staten;2013;-3364331.0;-0.8
615;Verenigde Staten;2014;2085056.0;0.5
616;Verenigde Staten;2015;;
617;Verenigde Staten;2016;-377168.0;-0.1
618;Verenigde Staten;2017;2132013.0;0.5
619;Verenigde Staten;2018;3278761.0;0.7
620;Verenigde Staten;2019;3560129.0;0.7
621;Verenigde Staten;2020;-2392759.0;-0.5
622;Verenigde Staten;2021;3858882.0;0.8
623;Verenigde Staten;2022;;
624;Vietnam;2010;;
625;Vietnam;2011;;
626;Vietnam;2012;51048.0;0.0
627;Vietnam;2013;-6709.0;0.0
628;Vietnam;2014;-25145.0;0.0
629;Vietnam;2015;;
630;Vietnam;2016;22136.0;0.0
631;Vietnam;2017;31596.0;0.0
632;Vietnam;2018;211592.0;0.0
633;Vietnam;2019;-42427.0;0.0
634;Vietnam;2020;-71532.0;0.0
635;Vietnam;2021;2508.0;0.0
636;Vietnam;2022;;
637;Zuid-Afrika;2010;;
638;Zuid-Afrika;2011;;
639;Zuid-Afrika;2012;346861.0;0.1
640;Zuid-Afrika;2013;-214212.0;0.0
641;Zuid-Afrika;2014;-190748.0;0.0
642;Zuid-Afrika;2015;;
643;Zuid-Afrika;2016;-160487.0;0.0
644;Zuid-Afrika;2017;5290.0;0.0
645;Zuid-Afrika;2018;64149.0;0.0
646;Zuid-Afrika;2019;-2407.0;0.0
647;Zuid-Afrika;2020;-279335.0;-0.1
648;Zuid-Afrika;2021;595865.0;0.1
649;Zuid-Afrika;2022;;
650;Zuid-Korea;2010;;
651;Zuid-Korea;2011;;
652;Zuid-Korea;2012;-281512.0;-0.1
653;Zuid-Korea;2013;142850.0;0.0
654;Zuid-Korea;2014;236539.0;0.1
655;Zuid-Korea;2015;;
656;Zuid-Korea;2016;-532782.0;-0.1
657;Zuid-Korea;2017;2339071.0;0.6
658;Zuid-Korea;2018;82799.0;0.0
659;Zuid-Korea;2019;-1665085.0;-0.3
660;Zuid-Korea;2020;2125852.0;0.4
661;Zuid-Korea;2021;2099065.0;0.4
662;Zuid-Korea;2022;;
663;Zweden;2010;;
664;Zweden;2011;;
665;Zweden;2012;-57045.0;0.0
666;Zweden;2013;426412.0;0.1
667;Zweden;2014;229962.0;0.1
668;Zweden;2015;;
669;Zweden;2016;882327.0;0.2
670;Zweden;2017;986059.0;0.2
671;Zweden;2018;289441.0;0.1
672;Zweden;2019;-86027.0;0.0
673;Zweden;2020;-544533.0;-0.1
674;Zweden;2021;2724975.0;0.6
675;Zweden;2022;;
676;Zwitserland;2010;;
677;Zwitserland;2011;;
678;Zwitserland;2012;592887.0;0.1
679;Zwitserland;2013;-110350.0;0.0
680;Zwitserland;2014;-65736.0;0.0
681;Zwitserland;2015;;
682;Zwitserland;2016;82839.0;0.0
683;Zwitserland;2017;209278.0;0.0
684;Zwitserland;2018;264794.0;0.1
685;Zwitserland;2019;874886.0;0.2
686;Zwitserland;2020;667754.0;0.1
687;Zwitserland;2021;968305.0;0.2
688;Zwitserland;2022;;
689;Overige niet elders genoemde landen;2010;;
690;Overige niet elders genoemde landen;2011;;
691;Overige niet elders genoemde landen;2012;2477395.0;0.6
692;Overige niet elders genoemde landen;2013;5835931.0;1.4
693;Overige niet elders genoemde landen;2014;-1778707.0;-0.4
694;Overige niet elders genoemde landen;2015;;
695;Overige niet elders genoemde landen;2016;-2245792.0;-0.5
696;Overige niet elders genoemde landen;2017;6703751.0;1.6
697;Overige niet elders genoemde landen;2018;1914096.0;0.4
698;Overige niet elders genoemde landen;2019;909284.0;0.2
699;Overige niet elders genoemde landen;2020;-4744520.0;-0.9
700;Overige niet elders genoemde landen;2021;6171279.0;1.3
701;Overige niet elders genoemde landen;2022;;
702;0 Voeding en levende dieren;2010;;
703;0 Voeding en levende dieren;2011;;
704;0 Voeding en levende dieren;2012;2002224.0;0.5
705;0 Voeding en levende dieren;2013;3824811.0;0.9
706;0 Voeding en levende dieren;2014;2102278.0;0.5
707;0 Voeding en levende dieren;2015;;
708;0 Voeding en levende dieren;2016;2303201.0;0.5
709;0 Voeding en levende dieren;2017;3651865.0;0.9
710;0 Voeding en levende dieren;2018;971874.0;0.2
711;0 Voeding en levende dieren;2019;3301702.0;0.7
712;0 Voeding en levende dieren;2020;-510838.0;-0.1
713;0 Voeding en levende dieren;2021;4837863.0;1.0
714;0 Voeding en levende dieren;2022;;
715;00 Levende dieren, m.u.v. dieren bedo...;2010;;
716;00 Levende dieren, m.u.v. dieren bedo...;2011;;
717;00 Levende dieren, m.u.v. dieren bedo...;2012;168922.0;0.0
718;00 Levende dieren, m.u.v. dieren bedo...;2013;190847.0;0.0
719;00 Levende dieren, m.u.v. dieren bedo...;2014;-245201.0;-0.1
720;00 Levende dieren, m.u.v. dieren bedo...;2015;;
721;00 Levende dieren, m.u.v. dieren bedo...;2016;127297.0;0.0
722;00 Levende dieren, m.u.v. dieren bedo...;2017;219688.0;0.1
723;00 Levende dieren, m.u.v. dieren bedo...;2018;-291932.0;-0.1
724;00 Levende dieren, m.u.v. dieren bedo...;2019;94492.0;0.0
725;00 Levende dieren, m.u.v. dieren bedo...;2020;-285148.0;-0.1
