ID;BedrijfstakkenBranchesSBI2008;WerkzamePersonen;Perioden;TotaalMilieuInvesteringen_1;TotaalWater_2;Waterbesparing_3;WaterOverig_4;TotaalLuchtEnEnergie_5;Energiebesparing_6;HernieuwbareEnergie_7;Lucht_8;Bodem_9;Afval_10;Geluid_11;Landschap_12;TotaalKosten_13;TotaalKapitaallasten_14;Afschrijvingen_15;Rente_16;OverigeKosten_17;TotaalKosten_18;TotaalKapitaallasten_19;Afschrijvingen_20;Rente_21;AfvoerWaterzuiveringsslib_22;TotaalKosten_23;TotaalKapitaallasten_24;Afschrijvingen_25;Rente_26;TotaalKosten_27;TotaalKapitaallasten_28;Afschrijvingen_29;Rente_30;AfvoerWaterzuiveringsslib_31;TotaalKosten_32;TotaalKapitaallasten_33;Afschrijvingen_34;Rente_35;AfvoerAfvalLuchtzuiveringsinstallaties_36;TotaalKosten_37;TotaalKapitaallasten_38;Afschrijvingen_39;Rente_40;TotaalKosten_41;TotaalKapitaallasten_42;Afschrijvingen_43;Rente_44;TotaalKosten_45;TotaalKapitaallasten_46;Afschrijvingen_47;Rente_48;AfvoerAfvalLuchtzuiveringsinstallaties_49;TotaalKosten_50;TotaalKapitaallasten_51;Afschrijvingen_52;Rente_53;Bodemsanering_54;TotaalKosten_55;TotaalKapitaallasten_56;Afschrijvingen_57;Rente_58;TotaalKosten_59;TotaalKapitaallasten_60;Afschrijvingen_61;Rente_62;TotaalKosten_63;TotaalKapitaallasten_64;Afschrijvingen_65;Rente_66;TotaalKosten_67;EigenMilieuonderzoek_68;Personeelskosten_69;ArbeidEigenPersoneel_70;TotaalBetaaldeOverdrachten_71;TotaalMilieuheffingenEnLeges_72;WVOHeffing_73;Rioolrecht_74;HeffingGrondwateronttrekking_75;LegesMilieuvergunningen_76;TotaalAfvoerVanAfvalstoffen_77;GevaarlijkAfval_78;OverigVastAfval_79;TotaalUitbestedeMilieuactiviteiten_80;WaterzuiveringDoorParticulieren_81;SchadebetalingenEnMilieuboeten_82;MilieuonderzoekDoorDerden_83;MilieucoordinatieDoorDerden_84;TotaalOntvangenOverdrachten_85;TotaalMilieucompartimenten_86;Totaal_87;Waterbesparing_88;WaterOverig_89;Totaal_90;Energiebesparing_91;HernieuwbareEnergie_92;Lucht_93;Bodem_94;Afval_95;Geluid_96;Landschap_97;Algemeen_98
39;B-E Nijverheid (geen bouw) en energie;200 en meer werknemers;2018;583.0;;;36.0;;77.0;;118.0;26.0;6.0;;;;743.0;569.0;174.0;;;;;;30.0;;;;;110.0;80.0;61.0;19.0;30.0;;;;;;146.0;146.0;115.0;31.0;;;;;;286.0;220.0;66.0;;89.0;53.0;39.0;14.0;35.0;31.0;31.0;24.0;7.0;;;;;;;;;96.0;48.0;48.0;489.0;423.0;;64.0;13.0;;;;84.0;;94.0;24.0;;24.0;;647.0;685;214;4;210;-98;119;-480;262;88;269;20;26;166
40;B-E Nijverheid (geen bouw) en energie;200 en meer werknemers;2019;571.0;;;;446.0;;;137.0;;;;;943.0;775.0;592.0;183.0;168.0;;;;;33.0;;;;;;;;;33.0;575.0;570.0;435.0;134.0;5.0;;;;;;;;;300.0;295.0;230.0;65.0;5.0;;;;;30.0;;;;;;;;;;;;;99.0;47.0;52.0;519.0;;;68.0;12.0;13.0;0.0;251.0;88.0;162.0;162.0;27.0;;18.0;;;735;225;4;220;-135;101;-513;277;86;278;20;26;235
41;B-E Nijverheid (geen bouw) en energie;200 en meer werknemers;2020;809.0;74.0;;;681.0;130.0;;;40.0;6.0;;;974.0;807.0;621.0;186.0;167.0;124.0;89.0;68.0;20.0;36.0;;;;;;;;;36.0;601.0;595.0;457.0;137.0;6.0;142.0;142.0;110.0;32.0;;;;;;;;;6.0;89.0;61.0;45.0;15.0;29.0;30.0;30.0;24.0;6.0;;;;;;;;;97.0;51.0;46.0;450.0;421.0;99.0;73.0;13.0;13.0;0.0;257.0;96.0;162.0;65.0;32.0;;17.0;;758.0;637;241;4;237;-152;111;-550;287;89;284;19;26;130
42;B-E Nijverheid (geen bouw) en energie;200 en meer werknemers;2021;708.0;47.0;;;614.0;85.0;;;31.0;7.0;;;1048.0;871.0;674.0;198.0;177.0;129.0;94.0;73.0;21.0;35.0;;;;;;;;;35.0;663.0;656.0;506.0;150.0;8.0;152.0;152.0;118.0;34.0;;;;;;;;;8.0;89.0;61.0;46.0;16.0;28.0;29.0;29.0;23.0;5.0;;;;;;;;;106.0;54.0;52.0;505.0;433.0;100.0;71.0;15.0;13.0;0.0;253.0;92.0;161.0;81.0;40.0;;22.0;;852.0;629;254;5;249;-184;118;-593;291;89;279;19;25;148
43;B-E Nijverheid (geen bouw) en energie;200 en meer werknemers;2022;601.0;186.0;;;307.0;149.0;;;17.0;75.0;;;1151.0;969.0;754.0;215.0;182.0;142.0;103.0;81.0;21.0;40.0;;;;;;;;;40.0;751.0;747.0;580.0;166.0;4.0;163.0;163.0;128.0;35.0;;;;;;;;;4.0;89.0;63.0;48.0;16.0;25.0;29.0;29.0;24.0;5.0;;;;;;;;;113.0;58.0;56.0;528.0;485.0;107.0;75.0;17.0;15.0;0.0;288.0;100.0;188.0;90.0;47.0;;26.0;;948.0;688;280;5;274;-191;125;-620;304;88;313;18;24;156
44;B Delfstoffenwinning;10 en meer werknemers;2012;;;0.0;;;17.0;;;;;;;;;;;13.0;;;;;;0.0;0.0;0.0;0.0;;;;;;;;;;0.0;6.0;6.0;4.0;2.0;;;;;;;;;0.0;;;;;;;;;;;;;;;;;;8.0;;;;;1.0;;;;;37.0;15.0;22.0;;;;;;3.0;128;19;0;19;19;6;-1;15;19;42;9;7;13
45;B Delfstoffenwinning;10 en meer werknemers;2013;22.0;;;;;;;;;;;;90.0;72.0;53.0;19.0;18.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7.0;;;;;1.0;1.0;;;;29.0;8.0;21.0;;;;;0.0;;140;19;0;19;25;7;-1;19;19;33;8;7;29
46;B Delfstoffenwinning;10 en meer werknemers;2014;;9.0;0.0;9.0;;;0.0;;;;;;;;;;;14.0;14.0;11.0;3.0;0.0;0.0;0.0;0.0;0.0;14.0;14.0;11.0;3.0;0.0;;;;;0.0;;;;;1.0;1.0;1.0;0.0;;;;;0.0;;;;;;;;;;;;;;;;;;9.0;;;;;2.0;;0.0;;;44.0;14.0;30.0;;;;;1.0;3.0;190;17;0;17;18;7;-1;12;19;49;8;6;73
47;B Delfstoffenwinning;10 en meer werknemers;2015;;;;;;;;;;;;;;;;;11.0;;;;;0.0;;;;;;;;;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8.0;;;;189.0;2.0;;0.0;;;;;24.0;;;;;1.0;;266;17;0;17;20;8;-1;13;17;50;8;6;149
48;B Delfstoffenwinning;10 en meer werknemers;2016;;;;;;;;;;;;;;;;;10.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8.0;2.0;6.0;39.0;117.0;1.0;1.0;;;;;;17.0;;;;;;;192;13;0;13;22;7;-1;15;16;38;8;6;90
49;B Delfstoffenwinning;10 en meer werknemers;2017;11.0;;;;5.0;;;;;;;;77.0;67.0;52.0;15.0;10.0;;;;;;;;;;;;;;;;24.0;19.0;5.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6.0;;;;60.0;1.0;;0.0;;;;7.0;;;;;3.0;1.0;2.0;135;13;0;13;22;7;-1;15;16;26;8;6;43
50;B Delfstoffenwinning;10 en meer werknemers;2018;;;;;;;;;;;;;;;;;12.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8.0;;;;;;0.0;0.0;;;;;14.0;;1.0;;;;2.0;155;14;0;14;22;7;0;15;15;27;8;6;64
51;B Delfstoffenwinning;10 en meer werknemers;2019;;;;;9.0;;;;;;;0.0;;;;;28.0;;;;;;;;;;;;;;;;25.0;20.0;5.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;6.0;6.0;5.0;1.0;10.0;4.0;6.0;37.0;196.0;;1.0;;0.0;0.0;;;17.0;;;;;;;288;14;0;14;23;7;0;16;28;26;8;6;184
52;B Delfstoffenwinning;10 en meer werknemers;2020;;;;;;;;4.0;;;;;;;;;27.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17.0;13.0;3.0;;;;;;;;;;;;;;;;;;;9.0;3.0;6.0;33.0;58.0;1.0;1.0;;;0.0;;;30.0;;;;;1.0;;147;13;0;13;24;7;0;17;28;41;7;6;28
53;B Delfstoffenwinning;10 en meer werknemers;2021;;;;;;;;11.0;;;;;;;;;29.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;16.0;13.0;3.0;;;;;;;;;;;;;;;;;;;7.0;2.0;5.0;31.0;39.0;1.0;1.0;;;0.0;;;21.0;;;;;1.0;;125;18;0;18;21;4;1;16;26;33;6;5;16
54;B Delfstoffenwinning;10 en meer werknemers;2022;;;;;;;;17.0;;;;;;;;;25.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17.0;14.0;3.0;;;;;;;;;;;;;;;;;;;7.0;2.0;5.0;29.0;48.0;1.0;0.0;;;0.0;;;18.0;;;;;1.0;;125;16;0;16;21;3;0;17;25;35;5;3;21
55;B Delfstoffenwinning;10 tot 50 werknemers;2012;;0.0;0.0;0.0;;;0.0;;;0.0;;0.0;;;;;0.0;;1.0;1.0;0.0;;0.0;0.0;0.0;0.0;;1.0;1.0;0.0;;;;;;0.0;;;;;0.0;0.0;0.0;0.0;;;;;0.0;;;;;;0.0;0.0;0.0;0.0;;;;;0.0;0.0;0.0;0.0;0.0;;;;1.0;0.0;0.0;;;0.0;;0.0;;;;0.0;;0.0;;5;1;0;1;1;0;0;1;1;1;1;0;0
56;B Delfstoffenwinning;10 tot 50 werknemers;2013;;;;;;;0.0;0.0;;0.0;0.0;0.0;;;;;0.0;;;;;;;;;;;;;;;;;;;0.0;;;;;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;;;;;;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;0.0;0.0;;;0.0;0.0;;0.0;;;;0.0;0.0;;;4;1;0;1;1;0;0;1;1;0;1;0;0
57;B Delfstoffenwinning;10 tot 50 werknemers;2014;;0.0;0.0;0.0;;;0.0;0.0;;0.0;;0.0;;;;;;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;;;;;0.0;;;;;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;;;;;;0.0;0.0;0.0;0.0;;;;;0.0;0.0;0.0;0.0;0.0;;;;0.0;0.0;0.0;0.0;;;;;0.0;;;;;;;4;1;0;1;0;0;0;1;1;0;0;0;0
58;B Delfstoffenwinning;10 tot 50 werknemers;2015;0.0;;;;0.0;;;;;;;;3.0;3.0;2.0;1.0;0.0;;;;;;;;;;;;;;;;1.0;1.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;;0.0;0.0;;;;;0.0;;;;;;0.0;3;1;0;1;0;0;0;1;1;1;0;0;0
59;B Delfstoffenwinning;10 tot 50 werknemers;2016;;;;;;;;;;;;;;;;;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;;;;;0.0;0.0;0.0;;;;;0.0;0.0;3;0;0;0;0;0;0;0;1;0;0;0;0
60;B Delfstoffenwinning;10 tot 50 werknemers;2017;;;;;;;;;;;;;;;;;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;;;;;0.0;;0.0;;;0.0;0.0;0.0;;;;;;0.0;2;0;0;0;0;0;0;0;1;0;0;0;0
61;B Delfstoffenwinning;10 tot 50 werknemers;2018;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;2.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;;;0.0;0.0;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;3;0;0;0;1;0;0;0;1;0;0;0;0
62;B Delfstoffenwinning;10 tot 50 werknemers;2019;;;0.0;;;;;;0.0;;0.0;;;;;;0.0;;;;;;0.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;1.0;1.0;0.0;0.0;0.0;;;;;0.0;0.0;0.0;0.0;;;;;;;;;3.0;;;;;0.0;;;;;;0.0;;;;6;0;0;0;1;0;0;0;1;3;0;0;0
63;B Delfstoffenwinning;10 tot 50 werknemers;2020;1.0;0.0;0.0;0.0;1.0;;;;0.0;0.0;0.0;0.0;2.0;2.0;2.0;0.0;0.0;;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;;;1.0;1.0;0.0;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;3.0;0.0;;0.0;;0.0;;;;;;0.0;;;0.0;5;0;0;0;1;0;0;0;0;3;0;0;0
64;B Delfstoffenwinning;10 tot 50 werknemers;2021;0.0;0.0;0.0;0.0;0.0;;;;0.0;0.0;0.0;0.0;2.0;2.0;1.0;0.0;0.0;;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;;;1.0;1.0;0.0;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;4.0;0.0;;0.0;;0.0;;;;;;0.0;;;0.0;7;0;0;0;1;0;0;0;0;4;0;0;1
65;B Delfstoffenwinning;10 tot 50 werknemers;2022;2.0;1.0;0.0;1.0;1.0;;;;0.0;0.0;0.0;0.0;2.0;1.0;1.0;0.0;1.0;;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;;;1.0;1.0;0.0;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;;;;6.0;0.0;;0.0;;0.0;;;;;;0.0;;;0.0;8;0;0;0;1;0;0;0;0;6;0;0;1
66;B Delfstoffenwinning;50 tot 200 werknemers;2012;;;0.0;;;;0.0;;;0.0;;0.0;;;;;3.0;;;;;;0.0;0.0;0.0;0.0;;;;;;;;;;0.0;;;;;0.0;0.0;0.0;0.0;;;;;0.0;;;;;;1.0;1.0;1.0;0.0;;;;;2.0;2.0;1.0;1.0;2.0;;;;17.0;0.0;;;;;;;;;0.0;;;;;35;4;0;4;4;1;0;3;4;16;2;2;3
67;B Delfstoffenwinning;50 tot 200 werknemers;2013;;;;;;;0.0;;;0.0;0.0;0.0;;;;;7.0;;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;;;;;;;;;;;1.0;1.0;1.0;0.0;2.0;2.0;1.0;0.0;2.0;2.0;1.0;0.0;2.0;0.0;2.0;11.0;7.0;;;0.0;0.0;0.0;;;;;;0.0;;;;29;4;0;4;9;1;0;8;3;6;2;2;3
68;B Delfstoffenwinning;50 tot 200 werknemers;2014;;;0.0;;9.0;;0.0;;;;;;;;;;6.0;;;;;;0.0;0.0;0.0;0.0;;;;;;5.0;5.0;3.0;1.0;0.0;;;;;0.0;0.0;0.0;0.0;;;;;0.0;;;;;;;;;;;;;;;;;;4.0;;;;26.0;1.0;;;;;;;15.0;;;;;;;45;5;0;5;4;1;0;3;5;23;2;1;6
69;B Delfstoffenwinning;50 tot 200 werknemers;2015;;;0.0;;;;0.0;;;;;;;;;;5.0;;;;;;0.0;0.0;0.0;0.0;;;;;;;;;;0.0;;;;;0.0;0.0;0.0;0.0;;;;;0.0;;;;;;;;;;;;;;;;;;4.0;;;;80.0;1.0;;;;;;;11.0;;;;;;;100;5;0;5;5;2;0;4;4;23;2;1;60
70;B Delfstoffenwinning;50 tot 200 werknemers;2016;6.0;;0.0;;;;;;;;;0.0;23.0;19.0;14.0;5.0;4.0;;;;;;0.0;0.0;0.0;0.0;;;;;;;;;;0.0;;;;;;;;;;;;;0.0;;;;;;;;;;;;;;1.0;1.0;1.0;0.0;3.0;;;;48.0;;1.0;0.0;;;;8.0;;;;;;;1.0;70;4;0;4;7;1;0;6;4;17;2;1;34
71;B Delfstoffenwinning;50 tot 200 werknemers;2017;;;0.0;;;1.0;;;;;;0.0;;;;;5.0;;;;;;0.0;0.0;0.0;0.0;;;;;;;;;;0.0;2.0;2.0;1.0;0.0;;;;;;;;;0.0;;;;;;;;;;;;;;1.0;1.0;1.0;0.0;;;;;30.0;1.0;;0.0;;;;;8.0;;;;;1.0;;53;4;0;4;7;1;0;6;4;15;2;1;19
72;B Delfstoffenwinning;50 tot 200 werknemers;2018;14.0;;0.0;;13.0;;;;;;;0.0;25.0;19.0;15.0;4.0;6.0;;;;;;0.0;0.0;0.0;0.0;;;;;;8.0;8.0;6.0;2.0;0.0;;;;;;;;;;;;;0.0;;;;;;;;;;;;;;1.0;1.0;1.0;0.0;4.0;;;;36.0;0.0;;0.0;;;;;;;;;;;1.0;60;4;0;4;8;1;0;6;4;13;2;1;28
73;B Delfstoffenwinning;50 tot 200 werknemers;2019;;;0.0;;8.0;;0.0;;;;;;;;;;12.0;;;;;;0.0;0.0;0.0;0.0;;;;;;10.0;10.0;8.0;2.0;0.0;;;;;0.0;0.0;0.0;0.0;;;;;0.0;;;;;;;;;;;;;;;;;;5.0;;;;82.0;0.0;0.0;;;0.0;;;;;;;;;;114;5;0;5;9;1;0;8;10;12;2;1;76
74;B Delfstoffenwinning;50 tot 200 werknemers;2020;;;0.0;;;;;;;;;;;;;;12.0;;;;;;0.0;0.0;0.0;0.0;;;;;;;;;;0.0;;;;;;;;;;;;;0.0;;;;;;;;;;;;;;;;;;;;;;38.0;;0.0;0.0;;0.0;;;;;;;;;;71;4;0;4;10;1;0;9;9;25;2;1;19
75;B Delfstoffenwinning;50 tot 200 werknemers;2021;;;0.0;;;;;;;;;;;;;;15.0;;;;;;0.0;0.0;0.0;0.0;;;;;;;;;;0.0;;;;;;;;;;;;;0.0;;;;;;;;;;;;;;;;;;;;;;24.0;;0.0;0.0;;0.0;;;;;;;;;;59;9;0;9;10;1;0;9;9;19;2;1;9
76;B Delfstoffenwinning;50 tot 200 werknemers;2022;;;0.0;;;;;;;;;;;;;;11.0;;;;;;0.0;0.0;0.0;0.0;;;;;;;;;;0.0;;;;;;;;;;;;;0.0;;;;;;;;;;;;;;;;;;;;;;26.0;;0.0;0.0;;0.0;;;;;;;;;;59;6;0;6;12;1;0;11;9;17;1;1;12
77;B Delfstoffenwinning;200 en meer werknemers;2012;;;0.0;;24.0;;;;;;;;;;;;10.0;;;;;;0.0;0.0;0.0;0.0;;;;;;16.0;16.0;12.0;4.0;0.0;;;;;;;;;;;;;0.0;;;;;;;;;;;;;;;;;;5.0;;;;;0.0;;;0.0;0.0;;;;;;;;;2.0;88;13;0;13;14;4;-1;11;14;25;6;5;9
78;B Delfstoffenwinning;200 en meer werknemers;2013;;;;;;;;;;;;;;;;;11.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5.0;;;;;;;0.0;;;;;17.0;;;;;;2.0;108;14;0;14;16;6;0;10;14;26;6;5;26
79;B Delfstoffenwinning;200 en meer werknemers;2014;;;0.0;;;;0.0;;;;;0.0;;;;;7.0;;;;;;0.0;0.0;0.0;0.0;;;;;;;;;;0.0;;;;;1.0;1.0;0.0;0.0;;;;;0.0;;;;;;;;;;;;;;5.0;5.0;3.0;1.0;4.0;;;;;1.0;;;;0.0;;;15.0;;;;;;2.0;141;12;0;12;14;6;0;9;13;25;6;5;67
80;B Delfstoffenwinning;200 en meer werknemers;2015;;;;;;;;;;;;;;;;;6.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;109.0;;;;;;;;13.0;;;;;;;163;11;0;11;14;6;0;9;12;26;6;4;89
81;B Delfstoffenwinning;200 en meer werknemers;2016;8.0;;;;5.0;;;;;;;;52.0;47.0;36.0;11.0;6.0;;;;;;;;;;;;;;;;15.0;12.0;3.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;;120;9;0;9;14;6;0;8;11;20;6;4;56
82;B Delfstoffenwinning;200 en meer werknemers;2017;;;;;;;;;;;;;;;;;5.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;;0.0;;;;;;;;;;;;79;9;0;9;14;6;0;8;11;11;6;4;24
83;B Delfstoffenwinning;200 en meer werknemers;2018;;;;;;;;;;;;;;;;;6.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4.0;;;;44.0;0.0;;0.0;;;;;;;;;;0.0;;93;9;0;9;13;6;0;8;10;14;6;4;36
84;B Delfstoffenwinning;200 en meer werknemers;2019;;;;;;;;1.0;;;;;;;;;15.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8.0;6.0;2.0;;;;;;;;;;;;;;;;;;;;;;;112.0;0.0;;0.0;;0.0;;;;;;;;;;169;9;0;9;13;6;0;8;18;11;5;4;108
85;B Delfstoffenwinning;200 en meer werknemers;2020;;;;;;;;;;;;;;;;;15.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;16.0;;;;;0.0;;;;;;;;;;72;8;0;8;13;5;0;7;18;14;5;4;9
86;B Delfstoffenwinning;200 en meer werknemers;2021;;;;;;;;;;;;;;;;;13.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10.0;;;;;0.0;;;;;;;;;;59;9;0;9;11;3;0;7;16;9;4;3;6
87;B Delfstoffenwinning;200 en meer werknemers;2022;;;;;;;;;;;;;;;;;13.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;16.0;;;;;0.0;;;;;;;;;;57;9;0;9;8;2;0;6;15;12;3;2;7
88;06 Winning van aardolie en aardgas;10 en meer werknemers;2012;42.0;;0.0;;23.0;;;6.0;;;;;50.0;39.0;28.0;11.0;12.0;;;;;;0.0;0.0;0.0;0.0;;;;;;12.0;12.0;9.0;3.0;0.0;;;;;;;;;8.0;8.0;6.0;2.0;0.0;;;;;;;;;;;;;;;;;;;;;;;1.0;0.0;;0.0;;36.0;15.0;21.0;;;;2.0;1.0;;91;11;0;11;11;4;0;8;11;38;4;4;11
89;06 Winning van aardolie en aardgas;10 en meer werknemers;2013;21.0;;0.0;;7.0;;0.0;;;0.0;;0.0;57.0;39.0;28.0;11.0;17.0;;;;;;0.0;0.0;0.0;0.0;;;;;;;14.0;10.0;4.0;;;;;;1.0;1.0;1.0;0.0;;;;;;;;;;;2.0;2.0;2.0;1.0;;;;;3.0;3.0;2.0;1.0;6.0;;;;;1.0;;0.0;;0.0;27.0;8.0;19.0;;;;;0.0;;105;12;0;12;17;5;0;12;11;29;4;3;28
90;06 Winning van aardolie en aardgas;10 en meer werknemers;2014;46.0;9.0;0.0;9.0;18.0;;0.0;;2.0;;;;50.0;39.0;29.0;10.0;12.0;;8.0;6.0;2.0;;0.0;0.0;0.0;0.0;;8.0;6.0;2.0;;13.0;13.0;10.0;3.0;0.0;;;;;1.0;1.0;1.0;0.0;;;;;0.0;;8.0;6.0;2.0;;;;;;;;;;;;;;8.0;;;;;1.0;;0.0;;;44.0;14.0;29.0;;;;3.0;;;160;11;0;11;12;5;0;7;12;46;5;3;72
91;06 Winning van aardolie en aardgas;10 en meer werknemers;2015;51.0;;;;;;;;6.0;;;;53.0;42.0;32.0;11.0;11.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8.0;6.0;2.0;;;;;;;;;;;;;;8.0;;;;188.0;;1.0;0.0;;;;;23.0;;;;5.0;;1.0;239;11;0;11;14;6;0;8;11;48;5;3;149
92;06 Winning van aardolie en aardgas;10 en meer werknemers;2016;8.0;;;;3.0;;;;;;;;55.0;45.0;34.0;11.0;9.0;;;;;;;;;;;;;;;;17.0;13.0;4.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7.0;;;;114.0;1.0;0.0;;;;;;15.0;;;;5.0;1.0;1.0;168;10;0;10;16;5;0;11;10;34;5;3;89
93;06 Winning van aardolie en aardgas;10 en meer werknemers;2017;;;;;;;;2.0;;;;;;;;;10.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;11.0;8.0;3.0;;;;;;;;;;;;;;;;;;;6.0;;;;58.0;1.0;;0.0;;;;7.0;;;1.0;;3.0;1.0;;111;10;0;10;16;5;0;11;10;23;6;3;43
94;06 Winning van aardolie en aardgas;10 en meer werknemers;2018;;;0.0;;16.0;;0.0;;;;;0.0;;;;;11.0;;;;;;0.0;0.0;0.0;0.0;;;;;;17.0;17.0;13.0;3.0;0.0;;;;;1.0;1.0;1.0;0.0;;;;;0.0;;;;;;;;;;;;;;3.0;3.0;2.0;1.0;7.0;2.0;5.0;31.0;78.0;0.0;;;;;;;;;1.0;;3.0;;;133;11;0;11;16;5;0;11;10;24;5;3;63
95;06 Winning van aardolie en aardgas;10 en meer werknemers;2019;11.0;1.0;0.0;1.0;;;0.0;8.0;;;;;72.0;46.0;37.0;9.0;26.0;;7.0;6.0;1.0;;0.0;0.0;0.0;0.0;;7.0;6.0;1.0;;;;;;0.0;;;;;1.0;1.0;1.0;0.0;12.0;12.0;10.0;3.0;0.0;;;;;;;;;;;;;;;;;;9.0;4.0;5.0;30.0;190.0;;0.0;0.0;0.0;0.0;15.0;3.0;12.0;;;;6.0;2.0;1.0;261;11;0;11;18;5;0;12;22;20;5;3;182
96;06 Winning van aardolie en aardgas;10 en meer werknemers;2020;;;0.0;;3.0;;;;1.0;;;;;;;;26.0;;;;;;0.0;0.0;0.0;0.0;;;;;;19.0;19.0;16.0;3.0;0.0;;;;;;;;;;;;;0.0;;7.0;6.0;1.0;;;;;;;;;;;;;;8.0;;;;;0.0;0.0;0.0;0.0;0.0;31.0;5.0;26.0;;;;;1.0;1.0;123;11;0;11;18;5;0;13;23;36;5;3;27
97;06 Winning van aardolie en aardgas;10 en meer werknemers;2021;;;0.0;;7.0;;;;0.0;;;;;;;;27.0;;;;;;0.0;0.0;0.0;0.0;;;;;;18.0;18.0;15.0;3.0;0.0;;;;;;;;;;;;;0.0;;7.0;5.0;1.0;;;;;;;;;;;;;;6.0;;;;;0.0;0.0;0.0;0.0;0.0;21.0;6.0;15.0;;;;;1.0;1.0;102;16;0;16;17;3;0;13;21;26;5;2;14
98;06 Winning van aardolie en aardgas;10 en meer werknemers;2022;;;0.0;;21.0;;;;0.0;;;;;;;;24.0;;;;;;0.0;0.0;0.0;0.0;;;;;;17.0;17.0;14.0;3.0;0.0;;;;;;;;;;;;;0.0;;6.0;5.0;1.0;;;;;;;;;;;;;;7.0;;;;;0.0;0.0;0.0;0.0;0.0;24.0;12.0;12.0;;;;;1.0;1.0;103;14;0;14;16;2;0;13;20;28;4;2;19
