ID;RegioS;Perioden;GemengdInkomenNetto_1;BeloningVanWerknemers_2;InkomenUitVermogenOntvangsten_3;InkomenUitVermogenBetaald_4;PrimairInkomenNetto_5;PrimairInkomenNetto_6;SocialeUitkeringenInGeld_7;OverigeInkomensoverdrachtenOntvangen_8;BelastingenOpInkomenEnVermogen_9;SocialePremies_10;OverigeInkomensoverdrachtenBetaald_11;BeschikbaarInkomenNetto_12;GemengdInkomenNetto_13;BeloningVanWerknemers_14;InkomenUitVermogenOntvangen_15;InkomenUitVermogenBetaald_16;PrimairInkomenNetto_17;PrimairInkomenNetto_18;SocialeUitkeringenInGeld_19;OverigeInkomensoverdrachtenOntvangen_20;BelastingenOpInkomenEnVermogen_21;SocialePremies_22;OverigeInkomensoverdrachtenBetaald_23;BeschikbaarInkomenNetto_24
0;Nederland;1995;26016;155847;40208;12261;209810;209810;63833;10227;27545;86031;11767;158527;1683.0;10081.0;2601.0;793.0;13572.0;13572.0;4129.0;662.0;1782.0;5565.0;761.0;10255.0
1;Nederland;1996;27329;161903;40851;11727;218356;218356;65469;10769;27603;88018;12807;166166;1760.0;10425.0;2630.0;755.0;14060.0;14060.0;4216.0;693.0;1777.0;5668.0;825.0;10700.0
2;Nederland;1997;30262;171272;43995;13279;232250;232250;66093;11762;26037;93244;13884;176940;1939.0;10971.0;2818.0;851.0;14878.0;14878.0;4234.0;753.0;1668.0;5973.0;889.0;11335.0
3;Nederland;1998;31548;183916;46740;14884;247320;247320;66616;13255;26860;98571;15067;186693;2009.0;11709.0;2976.0;948.0;15746.0;15746.0;4241.0;844.0;1710.0;6276.0;959.0;11886.0
4;Nederland;1999;32619;197214;48918;17232;261519;261519;69230;14433;28313;106267;16435;194167;2063.0;12472.0;3094.0;1090.0;16539.0;16539.0;4378.0;913.0;1791.0;6721.0;1039.0;12280.0
5;Nederland;2000;35395;211596;51939;21083;277847;277847;71657;15495;30427;111669;17705;205198;2223.0;13287.0;3261.0;1324.0;17447.0;17447.0;4500.0;973.0;1911.0;7012.0;1112.0;12885.0
6;Nederland;2001;36592;227243;53500;20818;296517;296517;75832;16910;32443;111066;19343;226407;2280.0;14162.0;3334.0;1297.0;18479.0;18479.0;4726.0;1054.0;2022.0;6922.0;1205.0;14110.0
7;Nederland;2002;34897;238501;52605;20071;305932;305932;79946;19501;36735;114892;22217;231535;2161.0;14769.0;3257.0;1243.0;18944.0;18944.0;4951.0;1208.0;2275.0;7114.0;1376.0;14337.0
8;Nederland;2003;33794;245075;48339;17987;309221;309221;82998;21172;36328;122151;24005;230907;2083.0;15104.0;2979.0;1109.0;19058.0;19058.0;5115.0;1305.0;2239.0;7528.0;1479.0;14231.0
9;Nederland;2004;34248;250018;48364;18247;314383;314383;85479;21729;34932;126943;25139;234577;2111.0;15383.0;2979.0;1125.0;19349.0;19349.0;5269.0;1339.0;2151.0;7815.0;1550.0;14442.0
10;Nederland;2005;35501;252932;52897;18760;322571;322571;87427;21637;39702;127833;25543;238556;2182.0;15548.0;3252.0;1153.0;19829.0;19829.0;5374.0;1330.0;2441.0;7858.0;1570.0;14664.0
11;Nederland;2006;40533;262992;54865;24950;333440;333440;92386;18364;42651;133229;22079;246231;2490.0;16158.0;3371.0;1533.0;20486.0;20486.0;5676.0;1128.0;2620.0;8186.0;1357.0;15128.0
12;Nederland;2007;45989;276453;63047;31427;354062;354062;91991;19318;47855;138217;23100;256199;2815.0;16889.0;3856.0;1923.0;21637.0;21637.0;5630.0;1182.0;2926.0;8448.0;1414.0;15661.0
13;Nederland;2008;46965;289663;61868;33680;364816;364816;96167;19609;48914;148633;22892;260153;2844.0;17572.0;3783.0;2050.0;22150.0;22150.0;5818.0;1180.0;2967.0;9097.0;1407.0;15677.0
14;Nederland;2009;35063;293678;44715;19842;353614;353614;100746;21853;55443;139754;26352;254664;2115.0;17719.0;2698.0;1197.0;21335.0;21335.0;6078.0;1318.0;3345.0;8432.0;1590.0;15365.0
15;Nederland;2010;33371;296158;39697;17190;352036;352036;105680;22583;56588;139781;25496;258434;2004.0;17782.0;2384.0;1032.0;21137.0;21137.0;6345.0;1356.0;3398.0;8393.0;1531.0;15517.0
16;Nederland;2011;37059;301112;45059;19885;363345;363345;108609;21466;55218;149100;24806;264296;2225.0;18079.0;2705.0;1194.0;21816.0;21816.0;6521.0;1289.0;3315.0;8952.0;1489.0;15869.0
17;Extra-regio;1995;0;316;35;0;351;351;0;0;39;151;0;161;;;;;;;;;;;;
18;Extra-regio;1996;0;295;32;0;327;327;0;0;34;140;0;153;;;;;;;;;;;;
19;Extra-regio;1997;0;300;32;0;333;333;0;0;34;143;0;155;;;;;;;;;;;;
20;Extra-regio;1998;0;314;32;0;346;346;0;0;29;137;0;180;;;;;;;;;;;;
21;Extra-regio;1999;0;318;38;0;356;356;0;0;32;144;0;181;;;;;;;;;;;;
22;Extra-regio;2000;0;320;38;0;358;358;0;0;32;143;0;183;;;;;;;;;;;;
23;Extra-regio;2001;0;337;38;0;374;374;0;0;33;143;0;199;;;;;;;;;;;;
24;Extra-regio;2002;0;350;31;0;381;381;0;0;37;151;0;193;;;;;;;;;;;;
25;Extra-regio;2003;0;314;26;0;340;340;0;0;31;139;0;171;;;;;;;;;;;;
26;Extra-regio;2004;0;470;31;0;502;502;0;0;38;169;0;295;;;;;;;;;;;;
27;Extra-regio;2005;0;499;36;0;534;534;0;0;45;184;0;306;;;;;;;;;;;;
28;Extra-regio;2006;0;508;37;0;545;545;0;0;50;180;0;315;;;;;;;;;;;;
29;Extra-regio;2007;0;507;36;0;543;543;0;0;48;183;0;312;;;;;;;;;;;;
30;Extra-regio;2008;0;560;41;0;594;594;0;0;54;207;0;330;;;;;;;;;;;;
31;Extra-regio;2009;0;539;26;0;565;565;0;0;56;185;0;324;;;;;;;;;;;;
32;Extra-regio;2010;0;543;23;0;566;566;0;0;57;185;0;325;;;;;;;;;;;;
33;Extra-regio;2011;0;552;26;0;579;579;0;0;55;197;0;326;;;;;;;;;;;;
34;Noord-Nederland;1995;3072;13772;3723;1201;19366;19366;6838;1088;2363;8018;1240;15672;1890.0;8476.0;2291.0;739.0;11918.0;11918.0;4208.0;670.0;1454.0;4934.0;763.0;9645.0
35;Noord-Nederland;1996;3038;14436;3876;1133;20216;20216;6917;1142;2365;8252;1347;16310;1863.0;8853.0;2377.0;695.0;12398.0;12398.0;4242.0;700.0;1451.0;5060.0;826.0;10002.0
36;Noord-Nederland;1997;3150;15190;4164;1262;21242;21242;6994;1241;2133;8694;1454;17197;1924.0;9277.0;2543.0;771.0;12973.0;12973.0;4272.0;758.0;1303.0;5310.0;888.0;10502.0
37;Noord-Nederland;1998;3513;16249;4416;1453;22725;22725;7050;1400;2194;9163;1588;18231;2136.0;9880.0;2685.0;883.0;13818.0;13818.0;4287.0;851.0;1334.0;5572.0;966.0;11086.0
38;Noord-Nederland;1999;3648;17317;4739;1649;24055;24055;7357;1531;1887;9925;1740;19391;2207.0;10479.0;2868.0;998.0;14555.0;14555.0;4452.0;926.0;1142.0;6005.0;1053.0;11733.0
39;Noord-Nederland;2000;3819;18571;5067;2018;25440;25440;7402;1639;2075;10408;1870;20128;2295.0;11159.0;3045.0;1213.0;15286.0;15286.0;4448.0;985.0;1247.0;6254.0;1124.0;12094.0
40;Noord-Nederland;2001;4155;19940;4617;2087;26625;26625;7979;1806;2529;10333;2047;21501;2475.0;11880.0;2751.0;1243.0;15862.0;15862.0;4754.0;1076.0;1507.0;6156.0;1219.0;12810.0
41;Noord-Nederland;2002;3624;21019;4681;1854;27470;27470;8233;1946;2902;10446;2299;22003;2145.0;12441.0;2771.0;1097.0;16260.0;16260.0;4873.0;1152.0;1718.0;6183.0;1361.0;13024.0
42;Noord-Nederland;2003;3685;21605;4357;1684;27962;27962;8689;2140;2798;11202;2474;22317;2172.0;12736.0;2568.0;993.0;16483.0;16483.0;5122.0;1261.0;1650.0;6603.0;1458.0;13155.0
43;Noord-Nederland;2004;3648;21804;4571;1687;28336;28336;9059;2065;2890;11615;2536;22418;2149.0;12848.0;2693.0;994.0;16697.0;16697.0;5338.0;1217.0;1703.0;6844.0;1495.0;13210.0
44;Noord-Nederland;2005;3706;21880;4930;1711;28805;28805;9160;2040;3020;11734;2543;22705;2185.0;12902.0;2907.0;1009.0;16986.0;16986.0;5401.0;1203.0;1781.0;6920.0;1500.0;13389.0
45;Noord-Nederland;2006;4067;22460;5824;2227;30123;30123;9934;1607;4826;12588;2217;22032;2397.0;13235.0;3432.0;1313.0;17751.0;17751.0;5854.0;947.0;2844.0;7418.0;1306.0;12983.0
46;Noord-Nederland;2007;4614;23477;5931;2822;31201;31201;9563;1635;3521;12327;2312;24238;2717.0;13823.0;3492.0;1661.0;18370.0;18370.0;5630.0;963.0;2073.0;7258.0;1361.0;14271.0
47;Noord-Nederland;2008;4709;24577;5816;3021;32122;32122;9990;1659;3595;13246;2290;24594;2880.0;14545.0;3422.0;1775.0;19072.0;19072.0;5124.0;972.0;2184.0;7836.0;1387.0;13761.0
48;Noord-Nederland;2009;3535;25220;4256;1764;31247;31247;9241;1791;4279;12520;2683;22798;2063.0;14714.0;2483.0;1029.0;18231.0;18231.0;5392.0;1045.0;2497.0;7305.0;1566.0;13301.0
49;Noord-Nederland;2010;3278;25422;3720;1529;30891;30891;9686;1825;4328;12501;2601;22971;1908.0;14800.0;2166.0;890.0;17984.0;17984.0;5639.0;1063.0;2520.0;7278.0;1514.0;13373.0
50;Noord-Nederland;2011;3640;25847;4223;1769;31942;31942;9954;1735;4224;13335;2531;23542;2119.0;15047.0;2458.0;1030.0;18595.0;18595.0;5795.0;1010.0;2459.0;7763.0;1473.0;13705.0
51;Oost-Nederland;1995;5515;30478;7589;2488;41095;41095;12481;2021;5036;16829;2345;31387;1729.0;9553.0;2379.0;780.0;12881.0;12881.0;3912.0;634.0;1579.0;5275.0;735.0;9838.0
52;Oost-Nederland;1996;5589;31727;7801;2390;42728;42728;12894;2124;5040;17368;2549;32788;1739.0;9871.0;2427.0;744.0;13294.0;13294.0;4012.0;661.0;1568.0;5404.0;793.0;10201.0
53;Oost-Nederland;1997;6449;33552;8615;2767;45849;45849;13070;2337;4725;18430;2789;35312;1991.0;10358.0;2660.0;854.0;14154.0;14154.0;4035.0;721.0;1459.0;5690.0;861.0;10901.0
54;Oost-Nederland;1998;6362;36098;9153;3111;48502;48502;13177;2640;4904;19438;3018;36960;1947.0;11046.0;2801.0;952.0;14841.0;14841.0;4032.0;808.0;1500.0;5948.0;924.0;11310.0
55;Oost-Nederland;1999;6970;38656;9816;3650;51792;51792;13571;2880;4835;21017;3297;39093;2113.0;11718.0;2976.0;1107.0;15700.0;15700.0;4114.0;873.0;1466.0;6371.0;999.0;11851.0
56;Oost-Nederland;2000;7377;41471;10199;4414;54632;54632;14096;3095;5226;22092;3554;40950;2214.0;12447.0;3061.0;1325.0;16397.0;16397.0;4231.0;929.0;1569.0;6631.0;1067.0;12291.0
57;Oost-Nederland;2001;7612;44704;10408;4393;58330;58330;14988;3393;5942;21984;3893;44893;2260.0;13276.0;3091.0;1305.0;17323.0;17323.0;4451.0;1008.0;1765.0;6529.0;1156.0;13332.0
58;Oost-Nederland;2002;7091;47388;9794;4182;60091;60091;15641;3829;6823;22732;4433;45573;2086.0;13942.0;2882.0;1230.0;17680.0;17680.0;4602.0;1126.0;2007.0;6688.0;1304.0;13408.0
