ID;Geslacht;Diplomasoort;Studierichting;Vooropleiding;Herkomstgroepering;Opleidingsvorm;Perioden;TotaalGediplomeerden_1;StudieduurInMaanden_2
42;Totaal mannen en vrouwen;Bachelor;0;Totaal vooropleidingen;Totaal herkomstgroepering;Deeltijd;2001/'02;8718;53.0
43;Totaal mannen en vrouwen;Bachelor;0;Totaal vooropleidingen;Totaal herkomstgroepering;Deeltijd;2002/'03;9536;52.0
44;Totaal mannen en vrouwen;Bachelor;0;Totaal vooropleidingen;Totaal herkomstgroepering;Deeltijd;2003/'04;10143;54.0
45;Totaal mannen en vrouwen;Bachelor;0;Totaal vooropleidingen;Totaal herkomstgroepering;Deeltijd;2004/'05;10756;55.0
46;Totaal mannen en vrouwen;Bachelor;0;Totaal vooropleidingen;Totaal herkomstgroepering;Deeltijd;2005/'06;10453;57.0
47;Totaal mannen en vrouwen;Bachelor;0;Totaal vooropleidingen;Totaal herkomstgroepering;Deeltijd;2006/'07;9609;58.0
48;Totaal mannen en vrouwen;Bachelor;0;Totaal vooropleidingen;Totaal herkomstgroepering;Deeltijd;2007/'08;9624;59.0
49;Totaal mannen en vrouwen;Bachelor;0;Totaal vooropleidingen;Totaal herkomstgroepering;Deeltijd;2008/'09;9664;60.0
50;Totaal mannen en vrouwen;Bachelor;0;Totaal vooropleidingen;Totaal herkomstgroepering;Deeltijd;2009/'10;9431;61.0
51;Totaal mannen en vrouwen;Bachelor;0;Totaal vooropleidingen;Totaal herkomstgroepering;Deeltijd;2010/'11;9433;62.0
52;Totaal mannen en vrouwen;Bachelor;0;Totaal vooropleidingen;Totaal herkomstgroepering;Deeltijd;2011/'12;9837;63.0
53;Totaal mannen en vrouwen;Bachelor;0;Totaal vooropleidingen;Totaal herkomstgroepering;Deeltijd;2012/'13;8154;63.0
54;Totaal mannen en vrouwen;Bachelor;0;Totaal vooropleidingen;Autochtoon;Totaal opleidingsvorm;1995/'96;42650;54.0
55;Totaal mannen en vrouwen;Bachelor;0;Totaal vooropleidingen;Autochtoon;Totaal opleidingsvorm;1996/'97;41574;53.0
56;Totaal mannen en vrouwen;Bachelor;0;Totaal vooropleidingen;Autochtoon;Totaal opleidingsvorm;1997/'98;40790;53.0
57;Totaal mannen en vrouwen;Bachelor;0;Totaal vooropleidingen;Autochtoon;Totaal opleidingsvorm;1998/'99;40088;53.0
58;Totaal mannen en vrouwen;Bachelor;0;Totaal vooropleidingen;Autochtoon;Totaal opleidingsvorm;1999/'00;41422;52.0
59;Totaal mannen en vrouwen;Bachelor;0;Totaal vooropleidingen;Autochtoon;Totaal opleidingsvorm;2000/'01;41308;52.0
60;Totaal mannen en vrouwen;Bachelor;0;Totaal vooropleidingen;Autochtoon;Totaal opleidingsvorm;2001/'02;42970;52.0
61;Totaal mannen en vrouwen;Bachelor;0;Totaal vooropleidingen;Autochtoon;Totaal opleidingsvorm;2002/'03;44243;52.0
62;Totaal mannen en vrouwen;Bachelor;0;Totaal vooropleidingen;Autochtoon;Totaal opleidingsvorm;2003/'04;45956;52.0
63;Totaal mannen en vrouwen;Bachelor;0;Totaal vooropleidingen;Autochtoon;Totaal opleidingsvorm;2004/'05;45413;53.0
64;Totaal mannen en vrouwen;Bachelor;0;Totaal vooropleidingen;Autochtoon;Totaal opleidingsvorm;2005/'06;45453;53.0
65;Totaal mannen en vrouwen;Bachelor;0;Totaal vooropleidingen;Autochtoon;Totaal opleidingsvorm;2006/'07;46767;53.0
66;Totaal mannen en vrouwen;Bachelor;0;Totaal vooropleidingen;Autochtoon;Totaal opleidingsvorm;2007/'08;46808;54.0
67;Totaal mannen en vrouwen;Bachelor;0;Totaal vooropleidingen;Autochtoon;Totaal opleidingsvorm;2008/'09;48099;55.0
68;Totaal mannen en vrouwen;Bachelor;0;Totaal vooropleidingen;Autochtoon;Totaal opleidingsvorm;2009/'10;48006;55.0
69;Totaal mannen en vrouwen;Bachelor;0;Totaal vooropleidingen;Autochtoon;Totaal opleidingsvorm;2010/'11;47481;56.0
70;Totaal mannen en vrouwen;Bachelor;0;Totaal vooropleidingen;Autochtoon;Totaal opleidingsvorm;2011/'12;49946;57.0
71;Totaal mannen en vrouwen;Bachelor;0;Totaal vooropleidingen;Autochtoon;Totaal opleidingsvorm;2012/'13;45599;56.0
72;Totaal mannen en vrouwen;Bachelor;0;Totaal vooropleidingen;Autochtoon;Voltijd;1995/'96;37033;54.0
73;Totaal mannen en vrouwen;Bachelor;0;Totaal vooropleidingen;Autochtoon;Voltijd;1996/'97;36487;53.0
74;Totaal mannen en vrouwen;Bachelor;0;Totaal vooropleidingen;Autochtoon;Voltijd;1997/'98;36015;53.0
75;Totaal mannen en vrouwen;Bachelor;0;Totaal vooropleidingen;Autochtoon;Voltijd;1998/'99;35476;52.0
76;Totaal mannen en vrouwen;Bachelor;0;Totaal vooropleidingen;Autochtoon;Voltijd;1999/'00;36418;52.0
77;Totaal mannen en vrouwen;Bachelor;0;Totaal vooropleidingen;Autochtoon;Voltijd;2000/'01;35743;51.0
78;Totaal mannen en vrouwen;Bachelor;0;Totaal vooropleidingen;Autochtoon;Voltijd;2001/'02;36618;51.0
79;Totaal mannen en vrouwen;Bachelor;0;Totaal vooropleidingen;Autochtoon;Voltijd;2002/'03;37168;52.0
80;Totaal mannen en vrouwen;Bachelor;0;Totaal vooropleidingen;Autochtoon;Voltijd;2003/'04;37711;52.0
81;Totaal mannen en vrouwen;Bachelor;0;Totaal vooropleidingen;Autochtoon;Voltijd;2004/'05;36759;52.0
82;Totaal mannen en vrouwen;Bachelor;0;Totaal vooropleidingen;Autochtoon;Voltijd;2005/'06;37050;52.0
83;Totaal mannen en vrouwen;Bachelor;0;Totaal vooropleidingen;Autochtoon;Voltijd;2006/'07;39067;52.0
84;Totaal mannen en vrouwen;Bachelor;0;Totaal vooropleidingen;Autochtoon;Voltijd;2007/'08;39106;53.0
85;Totaal mannen en vrouwen;Bachelor;0;Totaal vooropleidingen;Autochtoon;Voltijd;2008/'09;40355;54.0
86;Totaal mannen en vrouwen;Bachelor;0;Totaal vooropleidingen;Autochtoon;Voltijd;2009/'10;40476;54.0
87;Totaal mannen en vrouwen;Bachelor;0;Totaal vooropleidingen;Autochtoon;Voltijd;2010/'11;39836;54.0
88;Totaal mannen en vrouwen;Bachelor;0;Totaal vooropleidingen;Autochtoon;Voltijd;2011/'12;42174;55.0
89;Totaal mannen en vrouwen;Bachelor;0;Totaal vooropleidingen;Autochtoon;Voltijd;2012/'13;39153;55.0
90;Totaal mannen en vrouwen;Bachelor;0;Totaal vooropleidingen;Autochtoon;Deeltijd;1995/'96;5617;52.0
91;Totaal mannen en vrouwen;Bachelor;0;Totaal vooropleidingen;Autochtoon;Deeltijd;1996/'97;5087;53.0
92;Totaal mannen en vrouwen;Bachelor;0;Totaal vooropleidingen;Autochtoon;Deeltijd;1997/'98;4775;55.0
93;Totaal mannen en vrouwen;Bachelor;0;Totaal vooropleidingen;Autochtoon;Deeltijd;1998/'99;4612;56.0
94;Totaal mannen en vrouwen;Bachelor;0;Totaal vooropleidingen;Autochtoon;Deeltijd;1999/'00;5004;54.0
95;Totaal mannen en vrouwen;Bachelor;0;Totaal vooropleidingen;Autochtoon;Deeltijd;2000/'01;5565;54.0
96;Totaal mannen en vrouwen;Bachelor;0;Totaal vooropleidingen;Autochtoon;Deeltijd;2001/'02;6352;55.0
97;Totaal mannen en vrouwen;Bachelor;0;Totaal vooropleidingen;Autochtoon;Deeltijd;2002/'03;7075;54.0
98;Totaal mannen en vrouwen;Bachelor;0;Totaal vooropleidingen;Autochtoon;Deeltijd;2003/'04;8245;55.0
99;Totaal mannen en vrouwen;Bachelor;0;Totaal vooropleidingen;Autochtoon;Deeltijd;2004/'05;8654;56.0
100;Totaal mannen en vrouwen;Bachelor;0;Totaal vooropleidingen;Autochtoon;Deeltijd;2005/'06;8403;57.0
101;Totaal mannen en vrouwen;Bachelor;0;Totaal vooropleidingen;Autochtoon;Deeltijd;2006/'07;7700;58.0
102;Totaal mannen en vrouwen;Bachelor;0;Totaal vooropleidingen;Autochtoon;Deeltijd;2007/'08;7702;59.0
103;Totaal mannen en vrouwen;Bachelor;0;Totaal vooropleidingen;Autochtoon;Deeltijd;2008/'09;7744;60.0
104;Totaal mannen en vrouwen;Bachelor;0;Totaal vooropleidingen;Autochtoon;Deeltijd;2009/'10;7530;61.0
105;Totaal mannen en vrouwen;Bachelor;0;Totaal vooropleidingen;Autochtoon;Deeltijd;2010/'11;7645;62.0
106;Totaal mannen en vrouwen;Bachelor;0;Totaal vooropleidingen;Autochtoon;Deeltijd;2011/'12;7772;63.0
107;Totaal mannen en vrouwen;Bachelor;0;Totaal vooropleidingen;Autochtoon;Deeltijd;2012/'13;6446;63.0
108;Totaal mannen en vrouwen;Bachelor;0;Totaal vooropleidingen;Allochtoon;Totaal opleidingsvorm;1995/'96;5149;55.0
109;Totaal mannen en vrouwen;Bachelor;0;Totaal vooropleidingen;Allochtoon;Totaal opleidingsvorm;1996/'97;5299;54.0
110;Totaal mannen en vrouwen;Bachelor;0;Totaal vooropleidingen;Allochtoon;Totaal opleidingsvorm;1997/'98;5245;55.0
111;Totaal mannen en vrouwen;Bachelor;0;Totaal vooropleidingen;Allochtoon;Totaal opleidingsvorm;1998/'99;5480;55.0
112;Totaal mannen en vrouwen;Bachelor;0;Totaal vooropleidingen;Allochtoon;Totaal opleidingsvorm;1999/'00;5711;54.0
113;Totaal mannen en vrouwen;Bachelor;0;Totaal vooropleidingen;Allochtoon;Totaal opleidingsvorm;2000/'01;6270;53.0
114;Totaal mannen en vrouwen;Bachelor;0;Totaal vooropleidingen;Allochtoon;Totaal opleidingsvorm;2001/'02;6932;53.0
115;Totaal mannen en vrouwen;Bachelor;0;Totaal vooropleidingen;Allochtoon;Totaal opleidingsvorm;2002/'03;7675;53.0
116;Totaal mannen en vrouwen;Bachelor;0;Totaal vooropleidingen;Allochtoon;Totaal opleidingsvorm;2003/'04;9323;52.0
117;Totaal mannen en vrouwen;Bachelor;0;Totaal vooropleidingen;Allochtoon;Totaal opleidingsvorm;2004/'05;10101;52.0
118;Totaal mannen en vrouwen;Bachelor;0;Totaal vooropleidingen;Allochtoon;Totaal opleidingsvorm;2005/'06;11092;52.0
119;Totaal mannen en vrouwen;Bachelor;0;Totaal vooropleidingen;Allochtoon;Totaal opleidingsvorm;2006/'07;11290;53.0
120;Totaal mannen en vrouwen;Bachelor;0;Totaal vooropleidingen;Allochtoon;Totaal opleidingsvorm;2007/'08;11483;54.0
121;Totaal mannen en vrouwen;Bachelor;0;Totaal vooropleidingen;Allochtoon;Totaal opleidingsvorm;2008/'09;12026;55.0
122;Totaal mannen en vrouwen;Bachelor;0;Totaal vooropleidingen;Allochtoon;Totaal opleidingsvorm;2009/'10;12324;56.0
123;Totaal mannen en vrouwen;Bachelor;0;Totaal vooropleidingen;Allochtoon;Totaal opleidingsvorm;2010/'11;12058;55.0
124;Totaal mannen en vrouwen;Bachelor;0;Totaal vooropleidingen;Allochtoon;Totaal opleidingsvorm;2011/'12;13100;57.0
125;Totaal mannen en vrouwen;Bachelor;0;Totaal vooropleidingen;Allochtoon;Totaal opleidingsvorm;2012/'13;11809;56.0
126;Totaal mannen en vrouwen;Bachelor;0;Totaal vooropleidingen;Allochtoon;Voltijd;1995/'96;4164;56.0
127;Totaal mannen en vrouwen;Bachelor;0;Totaal vooropleidingen;Allochtoon;Voltijd;1996/'97;4380;55.0
128;Totaal mannen en vrouwen;Bachelor;0;Totaal vooropleidingen;Allochtoon;Voltijd;1997/'98;4337;54.0
129;Totaal mannen en vrouwen;Bachelor;0;Totaal vooropleidingen;Allochtoon;Voltijd;1998/'99;4559;54.0
130;Totaal mannen en vrouwen;Bachelor;0;Totaal vooropleidingen;Allochtoon;Voltijd;1999/'00;4825;53.0
131;Totaal mannen en vrouwen;Bachelor;0;Totaal vooropleidingen;Allochtoon;Voltijd;2000/'01;5192;53.0
132;Totaal mannen en vrouwen;Bachelor;0;Totaal vooropleidingen;Allochtoon;Voltijd;2001/'02;5689;53.0
133;Totaal mannen en vrouwen;Bachelor;0;Totaal vooropleidingen;Allochtoon;Voltijd;2002/'03;6302;53.0
134;Totaal mannen en vrouwen;Bachelor;0;Totaal vooropleidingen;Allochtoon;Voltijd;2003/'04;7643;51.0
135;Totaal mannen en vrouwen;Bachelor;0;Totaal vooropleidingen;Allochtoon;Voltijd;2004/'05;8265;51.0
136;Totaal mannen en vrouwen;Bachelor;0;Totaal vooropleidingen;Allochtoon;Voltijd;2005/'06;9274;51.0
137;Totaal mannen en vrouwen;Bachelor;0;Totaal vooropleidingen;Allochtoon;Voltijd;2006/'07;9621;52.0
138;Totaal mannen en vrouwen;Bachelor;0;Totaal vooropleidingen;Allochtoon;Voltijd;2007/'08;9842;53.0
139;Totaal mannen en vrouwen;Bachelor;0;Totaal vooropleidingen;Allochtoon;Voltijd;2008/'09;10379;54.0
140;Totaal mannen en vrouwen;Bachelor;0;Totaal vooropleidingen;Allochtoon;Voltijd;2009/'10;10743;54.0
141;Totaal mannen en vrouwen;Bachelor;0;Totaal vooropleidingen;Allochtoon;Voltijd;2010/'11;10646;54.0
142;Totaal mannen en vrouwen;Bachelor;0;Totaal vooropleidingen;Allochtoon;Voltijd;2011/'12;11462;56.0
143;Totaal mannen en vrouwen;Bachelor;0;Totaal vooropleidingen;Allochtoon;Voltijd;2012/'13;10555;55.0
144;Totaal mannen en vrouwen;Bachelor;0;Totaal vooropleidingen;Allochtoon;Deeltijd;1995/'96;985;51.0
145;Totaal mannen en vrouwen;Bachelor;0;Totaal vooropleidingen;Allochtoon;Deeltijd;1996/'97;919;53.0
146;Totaal mannen en vrouwen;Bachelor;0;Totaal vooropleidingen;Allochtoon;Deeltijd;1997/'98;908;57.0
147;Totaal mannen en vrouwen;Bachelor;0;Totaal vooropleidingen;Allochtoon;Deeltijd;1998/'99;921;57.0
148;Totaal mannen en vrouwen;Bachelor;0;Totaal vooropleidingen;Allochtoon;Deeltijd;1999/'00;886;56.0
149;Totaal mannen en vrouwen;Bachelor;0;Totaal vooropleidingen;Allochtoon;Deeltijd;2000/'01;1078;55.0
150;Totaal mannen en vrouwen;Bachelor;0;Totaal vooropleidingen;Allochtoon;Deeltijd;2001/'02;1243;56.0
151;Totaal mannen en vrouwen;Bachelor;0;Totaal vooropleidingen;Allochtoon;Deeltijd;2002/'03;1373;55.0
152;Totaal mannen en vrouwen;Bachelor;0;Totaal vooropleidingen;Allochtoon;Deeltijd;2003/'04;1680;54.0
153;Totaal mannen en vrouwen;Bachelor;0;Totaal vooropleidingen;Allochtoon;Deeltijd;2004/'05;1836;56.0
154;Totaal mannen en vrouwen;Bachelor;0;Totaal vooropleidingen;Allochtoon;Deeltijd;2005/'06;1818;57.0
155;Totaal mannen en vrouwen;Bachelor;0;Totaal vooropleidingen;Allochtoon;Deeltijd;2006/'07;1669;58.0
156;Totaal mannen en vrouwen;Bachelor;0;Totaal vooropleidingen;Allochtoon;Deeltijd;2007/'08;1641;63.0
157;Totaal mannen en vrouwen;Bachelor;0;Totaal vooropleidingen;Allochtoon;Deeltijd;2008/'09;1647;63.0
158;Totaal mannen en vrouwen;Bachelor;0;Totaal vooropleidingen;Allochtoon;Deeltijd;2009/'10;1581;65.0
159;Totaal mannen en vrouwen;Bachelor;0;Totaal vooropleidingen;Allochtoon;Deeltijd;2010/'11;1412;65.0
160;Totaal mannen en vrouwen;Bachelor;0;Totaal vooropleidingen;Allochtoon;Deeltijd;2011/'12;1638;67.0
161;Totaal mannen en vrouwen;Bachelor;0;Totaal vooropleidingen;Allochtoon;Deeltijd;2012/'13;1254;67.0
162;Totaal mannen en vrouwen;Bachelor;0;Totaal vooropleidingen;Westerse allochtoon;Totaal opleidingsvorm;1995/'96;3312;55.0
163;Totaal mannen en vrouwen;Bachelor;0;Totaal vooropleidingen;Westerse allochtoon;Totaal opleidingsvorm;1996/'97;3293;54.0
164;Totaal mannen en vrouwen;Bachelor;0;Totaal vooropleidingen;Westerse allochtoon;Totaal opleidingsvorm;1997/'98;3060;54.0
165;Totaal mannen en vrouwen;Bachelor;0;Totaal vooropleidingen;Westerse allochtoon;Totaal opleidingsvorm;1998/'99;3132;54.0
166;Totaal mannen en vrouwen;Bachelor;0;Totaal vooropleidingen;Westerse allochtoon;Totaal opleidingsvorm;1999/'00;3148;53.0
167;Totaal mannen en vrouwen;Bachelor;0;Totaal vooropleidingen;Westerse allochtoon;Totaal opleidingsvorm;2000/'01;3302;53.0
168;Totaal mannen en vrouwen;Bachelor;0;Totaal vooropleidingen;Westerse allochtoon;Totaal opleidingsvorm;2001/'02;3567;53.0
169;Totaal mannen en vrouwen;Bachelor;0;Totaal vooropleidingen;Westerse allochtoon;Totaal opleidingsvorm;2002/'03;3774;53.0
170;Totaal mannen en vrouwen;Bachelor;0;Totaal vooropleidingen;Westerse allochtoon;Totaal opleidingsvorm;2003/'04;4559;51.0
171;Totaal mannen en vrouwen;Bachelor;0;Totaal vooropleidingen;Westerse allochtoon;Totaal opleidingsvorm;2004/'05;4714;50.0
172;Totaal mannen en vrouwen;Bachelor;0;Totaal vooropleidingen;Westerse allochtoon;Totaal opleidingsvorm;2005/'06;5091;50.0
173;Totaal mannen en vrouwen;Bachelor;0;Totaal vooropleidingen;Westerse allochtoon;Totaal opleidingsvorm;2006/'07;5048;51.0
174;Totaal mannen en vrouwen;Bachelor;0;Totaal vooropleidingen;Westerse allochtoon;Totaal opleidingsvorm;2007/'08;5121;51.0
175;Totaal mannen en vrouwen;Bachelor;0;Totaal vooropleidingen;Westerse allochtoon;Totaal opleidingsvorm;2008/'09;5403;52.0
176;Totaal mannen en vrouwen;Bachelor;0;Totaal vooropleidingen;Westerse allochtoon;Totaal opleidingsvorm;2009/'10;5574;53.0
177;Totaal mannen en vrouwen;Bachelor;0;Totaal vooropleidingen;Westerse allochtoon;Totaal opleidingsvorm;2010/'11;5537;53.0
178;Totaal mannen en vrouwen;Bachelor;0;Totaal vooropleidingen;Westerse allochtoon;Totaal opleidingsvorm;2011/'12;5957;54.0
179;Totaal mannen en vrouwen;Bachelor;0;Totaal vooropleidingen;Westerse allochtoon;Totaal opleidingsvorm;2012/'13;5531;53.0
180;Totaal mannen en vrouwen;Bachelor;0;Totaal vooropleidingen;Westerse allochtoon;Voltijd;1995/'96;2753;56.0
181;Totaal mannen en vrouwen;Bachelor;0;Totaal vooropleidingen;Westerse allochtoon;Voltijd;1996/'97;2779;54.0
182;Totaal mannen en vrouwen;Bachelor;0;Totaal vooropleidingen;Westerse allochtoon;Voltijd;1997/'98;2583;54.0
183;Totaal mannen en vrouwen;Bachelor;0;Totaal vooropleidingen;Westerse allochtoon;Voltijd;1998/'99;2661;54.0
184;Totaal mannen en vrouwen;Bachelor;0;Totaal vooropleidingen;Westerse allochtoon;Voltijd;1999/'00;2685;53.0
185;Totaal mannen en vrouwen;Bachelor;0;Totaal vooropleidingen;Westerse allochtoon;Voltijd;2000/'01;2737;53.0
186;Totaal mannen en vrouwen;Bachelor;0;Totaal vooropleidingen;Westerse allochtoon;Voltijd;2001/'02;2939;53.0
187;Totaal mannen en vrouwen;Bachelor;0;Totaal vooropleidingen;Westerse allochtoon;Voltijd;2002/'03;3110;53.0
188;Totaal mannen en vrouwen;Bachelor;0;Totaal vooropleidingen;Westerse allochtoon;Voltijd;2003/'04;3717;50.0
189;Totaal mannen en vrouwen;Bachelor;0;Totaal vooropleidingen;Westerse allochtoon;Voltijd;2004/'05;3826;50.0
190;Totaal mannen en vrouwen;Bachelor;0;Totaal vooropleidingen;Westerse allochtoon;Voltijd;2005/'06;4202;49.0
191;Totaal mannen en vrouwen;Bachelor;0;Totaal vooropleidingen;Westerse allochtoon;Voltijd;2006/'07;4275;50.0
192;Totaal mannen en vrouwen;Bachelor;0;Totaal vooropleidingen;Westerse allochtoon;Voltijd;2007/'08;4364;50.0
193;Totaal mannen en vrouwen;Bachelor;0;Totaal vooropleidingen;Westerse allochtoon;Voltijd;2008/'09;4619;51.0
194;Totaal mannen en vrouwen;Bachelor;0;Totaal vooropleidingen;Westerse allochtoon;Voltijd;2009/'10;4795;52.0
195;Totaal mannen en vrouwen;Bachelor;0;Totaal vooropleidingen;Westerse allochtoon;Voltijd;2010/'11;4850;51.0
196;Totaal mannen en vrouwen;Bachelor;0;Totaal vooropleidingen;Westerse allochtoon;Voltijd;2011/'12;5183;53.0
197;Totaal mannen en vrouwen;Bachelor;0;Totaal vooropleidingen;Westerse allochtoon;Voltijd;2012/'13;4905;52.0
198;Totaal mannen en vrouwen;Bachelor;0;Totaal vooropleidingen;Westerse allochtoon;Deeltijd;1995/'96;559;50.0
199;Totaal mannen en vrouwen;Bachelor;0;Totaal vooropleidingen;Westerse allochtoon;Deeltijd;1996/'97;514;52.0
200;Totaal mannen en vrouwen;Bachelor;0;Totaal vooropleidingen;Westerse allochtoon;Deeltijd;1997/'98;477;55.0
201;Totaal mannen en vrouwen;Bachelor;0;Totaal vooropleidingen;Westerse allochtoon;Deeltijd;1998/'99;471;56.0
202;Totaal mannen en vrouwen;Bachelor;0;Totaal vooropleidingen;Westerse allochtoon;Deeltijd;1999/'00;463;54.0
203;Totaal mannen en vrouwen;Bachelor;0;Totaal vooropleidingen;Westerse allochtoon;Deeltijd;2000/'01;565;52.0
204;Totaal mannen en vrouwen;Bachelor;0;Totaal vooropleidingen;Westerse allochtoon;Deeltijd;2001/'02;628;55.0
205;Totaal mannen en vrouwen;Bachelor;0;Totaal vooropleidingen;Westerse allochtoon;Deeltijd;2002/'03;664;54.0
