ID;LeeftijdReferentiepersoon;AantalThuiswonendeKinderen;Perioden;TotaalParticuliereHuishoudens_1;Eenpersoonshuishouden_2;TotaalMeerpersoonshuishouden_3;Eenouderhuishoudens_4;NietGehuwdPaar_5;GehuwdPaar_6;OverigeHuishoudens_7;TotaalMetKinderen_8;Eenouderhuishoudens_9;NietGehuwdPaar_10;GehuwdPaar_11;TotaalZonderKinderen_12;NietGehuwdPaar_13;GehuwdPaar_14
0;10000;Totaal;1971;4002;685.0;3318;200.0;62;2995;61.0;2328.0;200.0;15.0;2113.0;930.0;47.0;883.0
1;10000;Totaal;1972;4105;726.0;3379;202.0;70;3047;59.0;2358.0;202.0;18.0;2138.0;960.0;51.0;909.0
2;10000;Totaal;1973;4201;767.0;3434;205.0;78;3095;57.0;2388.0;205.0;22.0;2161.0;990.0;56.0;934.0
3;10000;Totaal;1974;4295;807.0;3488;207.0;86;3139;56.0;2413.0;207.0;25.0;2181.0;1018.0;60.0;958.0
4;10000;Totaal;1975;4392;850.0;3542;211.0;94;3183;54.0;2441.0;211.0;28.0;2202.0;1047.0;66.0;981.0
5;10000;Totaal;1976;4497;895.0;3602;217.0;104;3229;53.0;2471.0;217.0;30.0;2224.0;1079.0;74.0;1005.0
6;10000;Totaal;1977;4590;941.0;3650;223.0;115;3260;51.0;2490.0;223.0;31.0;2236.0;1107.0;83.0;1024.0
7;10000;Totaal;1978;4689;993.0;3696;230.0;127;3289;50.0;2509.0;230.0;33.0;2246.0;1137.0;94.0;1043.0
8;10000;Totaal;1979;4792;1050.0;3742;239.0;140;3314;49.0;2529.0;239.0;35.0;2255.0;1165.0;105.0;1060.0
9;10000;Totaal;1980;4904;1114.0;3791;250.0;154;3338;49.0;2549.0;250.0;37.0;2262.0;1193.0;117.0;1076.0
10;10000;Totaal;1981;5023;1184.0;3839;263.0;170;3357;49.0;2568.0;263.0;38.0;2267.0;1222.0;132.0;1090.0
11;10000;Totaal;1982;5132;1256.0;3876;278.0;187;3361;49.0;2580.0;278.0;39.0;2263.0;1246.0;148.0;1098.0
12;10000;Totaal;1983;5232;1329.0;3903;294.0;204;3354;50.0;2584.0;294.0;39.0;2251.0;1269.0;165.0;1104.0
13;10000;Totaal;1984;5330;1403.0;3927;309.0;223;3344;52.0;2583.0;309.0;40.0;2234.0;1293.0;183.0;1110.0
14;10000;Totaal;1985;5430;1477.0;3953;321.0;244;3335;53.0;2578.0;321.0;42.0;2215.0;1323.0;202.0;1121.0
15;10000;Totaal;1986;5539;1551.0;3988;331.0;267;3337;53.0;2574.0;331.0;45.0;2198.0;1361.0;222.0;1139.0
16;10000;Totaal;1987;5649;1620.0;4029;338.0;292;3345;53.0;2570.0;338.0;50.0;2182.0;1406.0;243.0;1163.0
17;10000;Totaal;1988;5763;1689.0;4074;343.0;320;3359;53.0;2564.0;343.0;55.0;2166.0;1458.0;265.0;1193.0
18;10000;Totaal;1989;5872;1752.0;4120;346.0;350;3373;52.0;2553.0;346.0;61.0;2146.0;1516.0;289.0;1227.0
19;10000;Totaal;1990;5978;1813.0;4165;347.0;378;3390;50.0;2538.0;347.0;66.0;2125.0;1578.0;312.0;1266.0
20;10000;Totaal;1991;6091;1872.0;4219;348.0;409;3413;48.0;2527.0;348.0;71.0;2108.0;1644.0;338.0;1306.0
21;10000;Totaal;1992;6198;1930.0;4268;348.0;440;3433;46.0;2517.0;348.0;79.0;2090.0;1704.0;361.0;1343.0
22;10000;Totaal;1993;6291;1982.0;4309;349.0;471;3445;44.0;2506.0;349.0;88.0;2069.0;1758.0;383.0;1375.0
23;10000;Totaal;1994;6378;2032.0;4346;352.0;505;3447;42.0;2496.0;352.0;98.0;2046.0;1808.0;407.0;1401.0
24;10000;Geen kinderen;1971;1676;685.0;991;;47;883;61.0;;;;;930.0;47.0;883.0
25;10000;Geen kinderen;1972;1746;726.0;1020;;51;909;59.0;;;;;960.0;51.0;909.0
26;10000;Geen kinderen;1973;1814;767.0;1047;;56;934;57.0;;;;;990.0;56.0;934.0
27;10000;Geen kinderen;1974;1881;807.0;1074;;60;958;56.0;;;;;1018.0;60.0;958.0
28;10000;Geen kinderen;1975;1951;850.0;1101;;66;981;54.0;;;;;1047.0;66.0;981.0
29;10000;Geen kinderen;1976;2027;895.0;1132;;74;1005;53.0;;;;;1079.0;74.0;1005.0
30;10000;Geen kinderen;1977;2100;941.0;1159;;83;1024;51.0;;;;;1107.0;83.0;1024.0
31;10000;Geen kinderen;1978;2179;993.0;1187;;94;1043;50.0;;;;;1137.0;94.0;1043.0
32;10000;Geen kinderen;1979;2264;1050.0;1214;;105;1060;49.0;;;;;1165.0;105.0;1060.0
33;10000;Geen kinderen;1980;2356;1114.0;1242;;117;1076;49.0;;;;;1193.0;117.0;1076.0
34;10000;Geen kinderen;1981;2454;1184.0;1271;;132;1090;49.0;;;;;1222.0;132.0;1090.0
35;10000;Geen kinderen;1982;2551;1256.0;1295;;148;1098;49.0;;;;;1246.0;148.0;1098.0
36;10000;Geen kinderen;1983;2648;1329.0;1319;;165;1104;50.0;;;;;1269.0;165.0;1104.0
37;10000;Geen kinderen;1984;2748;1403.0;1345;;183;1110;52.0;;;;;1293.0;183.0;1110.0
38;10000;Geen kinderen;1985;2853;1477.0;1375;;202;1121;53.0;;;;;1323.0;202.0;1121.0
39;10000;Geen kinderen;1986;2965;1551.0;1414;;222;1139;53.0;;;;;1361.0;222.0;1139.0
40;10000;Geen kinderen;1987;3079;1620.0;1459;;243;1163;53.0;;;;;1406.0;243.0;1163.0
41;10000;Geen kinderen;1988;3200;1689.0;1511;;265;1193;53.0;;;;;1458.0;265.0;1193.0
42;10000;Geen kinderen;1989;3320;1752.0;1568;;289;1227;52.0;;;;;1516.0;289.0;1227.0
43;10000;Geen kinderen;1990;3441;1813.0;1628;;312;1266;50.0;;;;;1578.0;312.0;1266.0
44;10000;Geen kinderen;1991;3564;1872.0;1692;;338;1306;48.0;;;;;1644.0;338.0;1306.0
45;10000;Geen kinderen;1992;3680;1930.0;1750;;361;1343;46.0;;;;;1704.0;361.0;1343.0
46;10000;Geen kinderen;1993;3785;1982.0;1803;;383;1375;44.0;;;;;1758.0;383.0;1375.0
47;10000;Geen kinderen;1994;3882;2032.0;1849;;407;1401;42.0;;;;;1808.0;407.0;1401.0
48;10000;Één kind;1971;774;;774;110.0;7;656;;773.0;110.0;7.0;656.0;;;
49;10000;Één kind;1972;792;;792;113.0;10;669;;792.0;113.0;10.0;669.0;;;
50;10000;Één kind;1973;808;;808;116.0;12;680;;808.0;116.0;12.0;680.0;;;
51;10000;Één kind;1974;822;;822;118.0;13;690;;821.0;118.0;13.0;690.0;;;
52;10000;Één kind;1975;835;;835;121.0;15;699;;835.0;121.0;15.0;699.0;;;
53;10000;Één kind;1976;847;;847;123.0;16;708;;847.0;123.0;16.0;708.0;;;
54;10000;Één kind;1977;856;;856;126.0;17;713;;856.0;126.0;17.0;713.0;;;
55;10000;Één kind;1978;867;;867;130.0;18;719;;867.0;130.0;18.0;719.0;;;
56;10000;Één kind;1979;879;;879;135.0;20;724;;879.0;135.0;20.0;724.0;;;
57;10000;Één kind;1980;893;;893;142.0;21;730;;893.0;142.0;21.0;730.0;;;
58;10000;Één kind;1981;908;;908;150.0;22;736;;908.0;150.0;22.0;736.0;;;
59;10000;Één kind;1982;921;;921;159.0;23;739;;921.0;159.0;23.0;739.0;;;
60;10000;Één kind;1983;934;;934;169.0;24;742;;935.0;169.0;24.0;742.0;;;
61;10000;Één kind;1984;950;;950;178.0;24;748;;950.0;178.0;24.0;748.0;;;
62;10000;Één kind;1985;966;;966;187.0;25;754;;966.0;187.0;25.0;754.0;;;
63;10000;Één kind;1986;980;;980;195.0;27;757;;979.0;195.0;27.0;757.0;;;
64;10000;Één kind;1987;991;;991;202.0;29;760;;991.0;202.0;29.0;760.0;;;
65;10000;Één kind;1988;1005;;1005;209.0;32;763;;1004.0;209.0;32.0;763.0;;;
66;10000;Één kind;1989;1014;;1014;215.0;35;764;;1014.0;215.0;35.0;764.0;;;
67;10000;Één kind;1990;1021;;1021;218.0;38;764;;1020.0;218.0;38.0;764.0;;;
68;10000;Één kind;1991;1028;;1028;221.0;41;766;;1028.0;221.0;41.0;766.0;;;
69;10000;Één kind;1992;1033;;1033;221.0;45;767;;1033.0;221.0;45.0;767.0;;;
70;10000;Één kind;1993;1033;;1033;221.0;50;762;;1033.0;221.0;50.0;762.0;;;
71;10000;Één kind;1994;1026;;1026;222.0;56;748;;1026.0;222.0;56.0;748.0;;;
72;10000;Twee kinderen;1971;782;;782;49.0;4;729;;782.0;49.0;4.0;729.0;;;
73;10000;Twee kinderen;1972;815;;815;49.0;5;761;;815.0;49.0;5.0;761.0;;;
74;10000;Twee kinderen;1973;848;;848;49.0;6;793;;848.0;49.0;6.0;793.0;;;
75;10000;Twee kinderen;1974;881;;881;49.0;7;824;;880.0;49.0;7.0;824.0;;;
76;10000;Twee kinderen;1975;915;;915;51.0;8;856;;915.0;51.0;8.0;856.0;;;
77;10000;Twee kinderen;1976;952;;952;54.0;8;889;;951.0;54.0;8.0;889.0;;;
78;10000;Twee kinderen;1977;984;;984;57.0;9;918;;984.0;57.0;9.0;918.0;;;
79;10000;Twee kinderen;1978;1014;;1014;60.0;9;945;;1014.0;60.0;9.0;945.0;;;
80;10000;Twee kinderen;1979;1042;;1042;64.0;9;969;;1042.0;64.0;9.0;969.0;;;
81;10000;Twee kinderen;1980;1068;;1068;68.0;9;991;;1068.0;68.0;9.0;991.0;;;
82;10000;Twee kinderen;1981;1092;;1092;73.0;9;1010;;1092.0;73.0;9.0;1010.0;;;
83;10000;Twee kinderen;1982;1111;;1111;80.0;9;1022;;1111.0;80.0;9.0;1022.0;;;
84;10000;Twee kinderen;1983;1123;;1123;87.0;9;1027;;1123.0;87.0;9.0;1027.0;;;
85;10000;Twee kinderen;1984;1124;;1124;93.0;9;1022;;1124.0;93.0;9.0;1022.0;;;
86;10000;Twee kinderen;1985;1120;;1120;97.0;10;1013;;1120.0;97.0;10.0;1013.0;;;
87;10000;Twee kinderen;1986;1115;;1115;100.0;11;1004;;1115.0;100.0;11.0;1004.0;;;
88;10000;Twee kinderen;1987;1108;;1108;101.0;13;995;;1109.0;101.0;13.0;995.0;;;
89;10000;Twee kinderen;1988;1099;;1099;101.0;15;984;;1100.0;101.0;15.0;984.0;;;
90;10000;Twee kinderen;1989;1087;;1087;99.0;17;971;;1087.0;99.0;17.0;971.0;;;
91;10000;Twee kinderen;1990;1072;;1072;98.0;19;955;;1072.0;98.0;19.0;955.0;;;
92;10000;Twee kinderen;1991;1059;;1059;97.0;21;941;;1059.0;97.0;21.0;941.0;;;
93;10000;Twee kinderen;1992;1040;;1040;96.0;24;920;;1040.0;96.0;24.0;920.0;;;
94;10000;Twee kinderen;1993;1028;;1028;96.0;28;904;;1028.0;96.0;28.0;904.0;;;
95;10000;Twee kinderen;1994;1029;;1029;97.0;32;900;;1029.0;97.0;32.0;900.0;;;
96;10000;Drie kinderen;1971;410;;410;22.0;2;387;;411.0;22.0;2.0;387.0;;;
97;10000;Drie kinderen;1972;411;;411;22.0;2;386;;410.0;22.0;2.0;386.0;;;
98;10000;Drie kinderen;1973;410;;410;22.0;3;385;;410.0;22.0;3.0;385.0;;;
99;10000;Drie kinderen;1974;409;;409;23.0;3;383;;409.0;23.0;3.0;383.0;;;
100;10000;Drie kinderen;1975;407;;407;24.0;3;380;;407.0;24.0;3.0;380.0;;;
101;10000;Drie kinderen;1976;404;;404;24.0;4;376;;404.0;24.0;4.0;376.0;;;
102;10000;Drie kinderen;1977;399;;399;25.0;4;370;;399.0;25.0;4.0;370.0;;;
103;10000;Drie kinderen;1978;395;;395;26.0;4;365;;395.0;26.0;4.0;365.0;;;
104;10000;Drie kinderen;1979;390;;390;26.0;4;359;;389.0;26.0;4.0;359.0;;;
105;10000;Drie kinderen;1980;385;;385;27.0;5;354;;386.0;27.0;5.0;354.0;;;
106;10000;Drie kinderen;1981;380;;380;27.0;5;348;;380.0;27.0;5.0;348.0;;;
107;10000;Drie kinderen;1982;374;;374;28.0;5;341;;374.0;28.0;5.0;341.0;;;
108;10000;Drie kinderen;1983;367;;367;28.0;5;334;;367.0;28.0;5.0;334.0;;;
109;10000;Drie kinderen;1984;360;;360;28.0;5;326;;359.0;28.0;5.0;326.0;;;
110;10000;Drie kinderen;1985;354;;354;27.0;5;321;;353.0;27.0;5.0;321.0;;;
111;10000;Drie kinderen;1986;350;;350;27.0;6;318;;351.0;27.0;6.0;318.0;;;
112;10000;Drie kinderen;1987;348;;348;26.0;6;315;;347.0;26.0;6.0;315.0;;;
113;10000;Drie kinderen;1988;344;;344;25.0;6;312;;343.0;25.0;6.0;312.0;;;
114;10000;Drie kinderen;1989;340;;340;24.0;6;309;;339.0;24.0;6.0;309.0;;;
115;10000;Drie kinderen;1990;336;;336;24.0;6;306;;336.0;24.0;6.0;306.0;;;
116;10000;Drie kinderen;1991;334;;334;24.0;7;304;;335.0;24.0;7.0;304.0;;;
117;10000;Drie kinderen;1992;333;;333;24.0;7;302;;333.0;24.0;7.0;302.0;;;
118;10000;Drie kinderen;1993;332;;332;25.0;7;300;;332.0;25.0;7.0;300.0;;;
119;10000;Drie kinderen;1994;332;;332;26.0;8;298;;332.0;26.0;8.0;298.0;;;
120;10000;Vier kinderen;1971;190;;190;10.0;1;180;;191.0;10.0;1.0;180.0;;;
121;10000;Vier kinderen;1972;185;;185;10.0;1;175;;186.0;10.0;1.0;175.0;;;
122;10000;Vier kinderen;1973;179;;179;10.0;1;169;;180.0;10.0;1.0;169.0;;;
123;10000;Vier kinderen;1974;174;;174;10.0;1;163;;174.0;10.0;1.0;163.0;;;
124;10000;Vier kinderen;1975;167;;167;9.0;1;157;;167.0;9.0;1.0;157.0;;;
125;10000;Vier kinderen;1976;161;;161;9.0;1;151;;161.0;9.0;1.0;151.0;;;
126;10000;Vier kinderen;1977;154;;154;9.0;1;144;;154.0;9.0;1.0;144.0;;;
127;10000;Vier kinderen;1978;147;;147;9.0;1;137;;147.0;9.0;1.0;137.0;;;
128;10000;Vier kinderen;1979;140;;140;9.0;1;130;;140.0;9.0;1.0;130.0;;;
129;10000;Vier kinderen;1980;133;;133;9.0;1;123;;133.0;9.0;1.0;123.0;;;
130;10000;Vier kinderen;1981;125;;125;9.0;1;115;;125.0;9.0;1.0;115.0;;;
131;10000;Vier kinderen;1982;117;;117;8.0;1;108;;117.0;8.0;1.0;108.0;;;
132;10000;Vier kinderen;1983;109;;109;8.0;1;100;;109.0;8.0;1.0;100.0;;;
133;10000;Vier kinderen;1984;101;;101;8.0;1;92;;101.0;8.0;1.0;92.0;;;
134;10000;Vier kinderen;1985;95;;95;7.0;1;86;;94.0;7.0;1.0;86.0;;;
135;10000;Vier kinderen;1986;90;;90;7.0;1;82;;90.0;7.0;1.0;82.0;;;
136;10000;Vier kinderen;1987;87;;87;7.0;1;78;;86.0;7.0;1.0;78.0;;;
137;10000;Vier kinderen;1988;83;;83;7.0;2;75;;84.0;7.0;2.0;75.0;;;
138;10000;Vier kinderen;1989;81;;81;6.0;2;73;;81.0;6.0;2.0;73.0;;;
139;10000;Vier kinderen;1990;79;;79;6.0;2;72;;80.0;6.0;2.0;72.0;;;
140;10000;Vier kinderen;1991;79;;79;6.0;2;71;;79.0;6.0;2.0;71.0;;;
141;10000;Vier kinderen;1992;78;;78;6.0;2;71;;79.0;6.0;2.0;71.0;;;
142;10000;Vier kinderen;1993;79;;79;6.0;2;71;;79.0;6.0;2.0;71.0;;;
143;10000;Vier kinderen;1994;78;;78;6.0;2;70;;78.0;6.0;2.0;70.0;;;
144;10000;Vijf of meer kinderen;1971;170;;170;9.0;1;161;;171.0;9.0;1.0;161.0;;;
145;10000;Vijf of meer kinderen;1972;156;;156;8.0;1;147;;156.0;8.0;1.0;147.0;;;
146;10000;Vijf of meer kinderen;1973;142;;142;8.0;1;134;;143.0;8.0;1.0;134.0;;;
147;10000;Vijf of meer kinderen;1974;129;;129;7.0;1;121;;129.0;7.0;1.0;121.0;;;
148;10000;Vijf of meer kinderen;1975;117;;117;7.0;1;109;;117.0;7.0;1.0;109.0;;;
149;10000;Vijf of meer kinderen;1976;106;;106;6.0;1;100;;107.0;6.0;1.0;100.0;;;
150;10000;Vijf of meer kinderen;1977;97;;97;6.0;1;91;;98.0;6.0;1.0;91.0;;;
151;10000;Vijf of meer kinderen;1978;87;;87;5.0;1;81;;87.0;5.0;1.0;81.0;;;
152;10000;Vijf of meer kinderen;1979;78;;78;5.0;1;73;;79.0;5.0;1.0;73.0;;;
153;10000;Vijf of meer kinderen;1980;69;;69;4.0;1;65;;70.0;4.0;1.0;65.0;;;
154;10000;Vijf of meer kinderen;1981;62;;62;4.0;1;58;;63.0;4.0;1.0;58.0;;;
155;10000;Vijf of meer kinderen;1982;57;;57;3.0;1;53;;57.0;3.0;1.0;53.0;;;
156;10000;Vijf of meer kinderen;1983;52;;52;3.0;1;48;;52.0;3.0;1.0;48.0;;;
157;10000;Vijf of meer kinderen;1984;47;;47;2.0;0;44;;46.0;2.0;0.0;44.0;;;
158;10000;Vijf of meer kinderen;1985;43;;43;2.0;0;41;;43.0;2.0;0.0;41.0;;;
159;10000;Vijf of meer kinderen;1986;39;;39;2.0;0;37;;39.0;2.0;0.0;37.0;;;
160;10000;Vijf of meer kinderen;1987;36;;36;1.0;0;34;;35.0;1.0;0.0;34.0;;;
161;10000;Vijf of meer kinderen;1988;32;;32;1.0;1;31;;33.0;1.0;1.0;31.0;;;
162;10000;Vijf of meer kinderen;1989;30;;30;1.0;1;29;;31.0;1.0;1.0;29.0;;;
163;10000;Vijf of meer kinderen;1990;29;;29;1.0;1;28;;30.0;1.0;1.0;28.0;;;
164;10000;Vijf of meer kinderen;1991;28;;28;1.0;1;26;;28.0;1.0;1.0;26.0;;;
165;10000;Vijf of meer kinderen;1992;33;;33;1.0;1;31;;33.0;1.0;1.0;31.0;;;
166;10000;Vijf of meer kinderen;1993;34;;34;2.0;1;32;;35.0;2.0;1.0;32.0;;;
167;10000;Vijf of meer kinderen;1994;32;;32;2.0;1;29;;32.0;2.0;1.0;29.0;;;
168;53500;Totaal;1971;250;100.0;150;3.0;2;142;2.0;73.0;3.0;0.0;70.0;74.0;2.0;72.0
169;53500;Totaal;1972;255;105.0;149;4.0;7;136;3.0;69.0;4.0;1.0;64.0;78.0;6.0;72.0
170;53500;Totaal;1973;258;111.0;147;4.0;11;128;3.0;62.0;4.0;1.0;57.0;81.0;10.0;71.0
171;53500;Totaal;1974;263;118.0;145;5.0;15;121;4.0;58.0;5.0;1.0;52.0;83.0;13.0;70.0
172;53500;Totaal;1975;269;125.0;144;6.0;19;116;4.0;54.0;6.0;1.0;47.0;86.0;17.0;69.0
173;53500;Totaal;1976;280;134.0;145;6.0;23;111;5.0;52.0;6.0;2.0;44.0;89.0;21.0;68.0
174;53500;Totaal;1977;290;143.0;146;7.0;27;107;5.0;50.0;7.0;2.0;41.0;92.0;26.0;66.0
175;53500;Totaal;1978;299;152.0;147;8.0;32;102;5.0;48.0;8.0;2.0;38.0;94.0;30.0;64.0
176;53500;Totaal;1979;307;160.0;147;8.0;36;97;6.0;45.0;8.0;2.0;35.0;96.0;34.0;62.0
177;53500;Totaal;1980;317;169.0;147;9.0;41;91;6.0;43.0;9.0;2.0;32.0;99.0;39.0;60.0
178;53500;Totaal;1981;327;179.0;148;10.0;45;87;7.0;42.0;10.0;2.0;30.0;100.0;43.0;57.0
179;53500;Totaal;1982;336;187.0;149;10.0;50;82;7.0;40.0;10.0;2.0;28.0;101.0;47.0;54.0
180;53500;Totaal;1983;345;195.0;150;11.0;54;78;7.0;41.0;11.0;2.0;28.0;101.0;51.0;50.0
181;53500;Totaal;1984;352;203.0;149;11.0;57;73;7.0;40.0;11.0;3.0;26.0;102.0;55.0;47.0
182;53500;Totaal;1985;358;211.0;147;12.0;60;68;8.0;39.0;12.0;3.0;24.0;101.0;58.0;43.0
183;53500;Totaal;1986;366;221.0;145;12.0;63;62;8.0;37.0;12.0;3.0;22.0;100.0;60.0;40.0
184;53500;Totaal;1987;373;231.0;142;11.0;66;57;8.0;34.0;11.0;3.0;20.0;100.0;63.0;37.0
185;53500;Totaal;1988;380;241.0;139;11.0;68;52;8.0;32.0;11.0;3.0;18.0;99.0;65.0;34.0
186;53500;Totaal;1989;388;252.0;136;10.0;70;48;8.0;30.0;10.0;3.0;17.0;98.0;67.0;31.0
187;53500;Totaal;1990;395;261.0;135;9.0;73;45;8.0;29.0;9.0;4.0;16.0;98.0;69.0;29.0
188;53500;Totaal;1991;402;269.0;134;9.0;75;42;8.0;28.0;9.0;4.0;15.0;98.0;71.0;27.0
189;53500;Totaal;1992;405;274.0;132;8.0;77;39;7.0;27.0;8.0;4.0;15.0;97.0;73.0;24.0
190;53500;Totaal;1993;402;274.0;127;8.0;77;35;7.0;26.0;8.0;4.0;14.0;94.0;73.0;21.0
191;53500;Totaal;1994;393;273.0;120;9.0;74;31;6.0;25.0;9.0;4.0;12.0;89.0;70.0;19.0
192;53500;Geen kinderen;1971;176;100.0;77;;2;72;2.0;;;;;74.0;2.0;72.0
193;53500;Geen kinderen;1972;186;105.0;81;;6;72;3.0;;;;;78.0;6.0;72.0
194;53500;Geen kinderen;1973;195;111.0;84;;10;71;3.0;;;;;81.0;10.0;71.0
195;53500;Geen kinderen;1974;205;118.0;87;;13;70;4.0;;;;;83.0;13.0;70.0
196;53500;Geen kinderen;1975;215;125.0;90;;17;69;4.0;;;;;86.0;17.0;69.0
197;53500;Geen kinderen;1976;228;134.0;94;;21;68;5.0;;;;;89.0;21.0;68.0
198;53500;Geen kinderen;1977;240;143.0;97;;26;66;5.0;;;;;92.0;26.0;66.0
199;53500;Geen kinderen;1978;251;152.0;100;;30;64;5.0;;;;;94.0;30.0;64.0
200;53500;Geen kinderen;1979;262;160.0;102;;34;62;6.0;;;;;96.0;34.0;62.0
201;53500;Geen kinderen;1980;274;169.0;104;;39;60;6.0;;;;;99.0;39.0;60.0
202;53500;Geen kinderen;1981;285;179.0;106;;43;57;7.0;;;;;100.0;43.0;57.0
203;53500;Geen kinderen;1982;295;187.0;108;;47;54;7.0;;;;;101.0;47.0;54.0
204;53500;Geen kinderen;1983;304;195.0;109;;51;50;7.0;;;;;101.0;51.0;50.0
205;53500;Geen kinderen;1984;312;203.0;109;;55;47;7.0;;;;;102.0;55.0;47.0
206;53500;Geen kinderen;1985;320;211.0;109;;58;43;8.0;;;;;101.0;58.0;43.0
207;53500;Geen kinderen;1986;329;221.0;108;;60;40;8.0;;;;;100.0;60.0;40.0
208;53500;Geen kinderen;1987;338;231.0;108;;63;37;8.0;;;;;100.0;63.0;37.0
209;53500;Geen kinderen;1988;348;241.0;107;;65;34;8.0;;;;;99.0;65.0;34.0
210;53500;Geen kinderen;1989;357;252.0;106;;67;31;8.0;;;;;98.0;67.0;31.0
211;53500;Geen kinderen;1990;366;261.0;106;;69;29;8.0;;;;;98.0;69.0;29.0
212;53500;Geen kinderen;1991;375;269.0;106;;71;27;8.0;;;;;98.0;71.0;27.0
213;53500;Geen kinderen;1992;379;274.0;105;;73;24;7.0;;;;;97.0;73.0;24.0
214;53500;Geen kinderen;1993;375;274.0;101;;73;21;7.0;;;;;94.0;73.0;21.0
215;53500;Geen kinderen;1994;368;273.0;95;;70;19;6.0;;;;;89.0;70.0;19.0
216;53500;Één kind;1971;56;;56;2.0;0;53;;55.0;2.0;0.0;53.0;;;
217;53500;Één kind;1972;51;;51;3.0;1;48;;52.0;3.0;1.0;48.0;;;
218;53500;Één kind;1973;47;;47;3.0;1;43;;47.0;3.0;1.0;43.0;;;
219;53500;Één kind;1974;43;;43;4.0;1;38;;43.0;4.0;1.0;38.0;;;
220;53500;Één kind;1975;39;;39;4.0;1;34;;39.0;4.0;1.0;34.0;;;
221;53500;Één kind;1976;37;;37;5.0;1;31;;37.0;5.0;1.0;31.0;;;
222;53500;Één kind;1977;36;;36;5.0;1;29;;35.0;5.0;1.0;29.0;;;
223;53500;Één kind;1978;34;;34;6.0;1;27;;34.0;6.0;1.0;27.0;;;
224;53500;Één kind;1979;32;;32;6.0;2;24;;32.0;6.0;2.0;24.0;;;
225;53500;Één kind;1980;31;;31;7.0;2;22;;31.0;7.0;2.0;22.0;;;
226;53500;Één kind;1981;30;;30;7.0;2;21;;30.0;7.0;2.0;21.0;;;
227;53500;Één kind;1982;30;;30;8.0;2;20;;30.0;8.0;2.0;20.0;;;
228;53500;Één kind;1983;30;;30;8.0;2;20;;30.0;8.0;2.0;20.0;;;
229;53500;Één kind;1984;29;;29;9.0;2;19;;30.0;9.0;2.0;19.0;;;
230;53500;Één kind;1985;29;;29;9.0;2;18;;29.0;9.0;2.0;18.0;;;
231;53500;Één kind;1986;28;;28;9.0;2;17;;28.0;9.0;2.0;17.0;;;
232;53500;Één kind;1987;26;;26;9.0;2;15;;26.0;9.0;2.0;15.0;;;
233;53500;Één kind;1988;25;;25;8.0;3;14;;25.0;8.0;3.0;14.0;;;
234;53500;Één kind;1989;23;;23;8.0;3;13;;24.0;8.0;3.0;13.0;;;
235;53500;Één kind;1990;23;;23;7.0;3;12;;22.0;7.0;3.0;12.0;;;
236;53500;Één kind;1991;21;;21;6.0;3;12;;21.0;6.0;3.0;12.0;;;
237;53500;Één kind;1992;21;;21;6.0;3;11;;20.0;6.0;3.0;11.0;;;
238;53500;Één kind;1993;21;;21;6.0;3;11;;20.0;6.0;3.0;11.0;;;
239;53500;Één kind;1994;20;;20;7.0;3;9;;19.0;7.0;3.0;9.0;;;
240;53500;Twee kinderen;1971;16;;16;1.0;0;15;;16.0;1.0;0.0;15.0;;;
241;53500;Twee kinderen;1972;15;;15;1.0;0;14;;15.0;1.0;0.0;14.0;;;
242;53500;Twee kinderen;1973;15;;15;1.0;0;13;;14.0;1.0;0.0;13.0;;;
243;53500;Twee kinderen;1974;14;;14;1.0;0;13;;14.0;1.0;0.0;13.0;;;
244;53500;Twee kinderen;1975;13;;13;1.0;0;12;;13.0;1.0;0.0;12.0;;;
245;53500;Twee kinderen;1976;13;;13;1.0;0;11;;12.0;1.0;0.0;11.0;;;
246;53500;Twee kinderen;1977;13;;13;2.0;0;11;;13.0;2.0;0.0;11.0;;;
247;53500;Twee kinderen;1978;12;;12;2.0;0;10;;12.0;2.0;0.0;10.0;;;
248;53500;Twee kinderen;1979;12;;12;2.0;0;9;;11.0;2.0;0.0;9.0;;;
249;53500;Twee kinderen;1980;11;;11;2.0;0;9;;11.0;2.0;0.0;9.0;;;
250;53500;Twee kinderen;1981;10;;10;2.0;0;8;;10.0;2.0;0.0;8.0;;;
251;53500;Twee kinderen;1982;10;;10;2.0;0;7;;9.0;2.0;0.0;7.0;;;
