ID;Overheidsinstellingen;Bestrijdingsmiddelen;Toepassingssectoren;Perioden;GebruikInKgWerkzameStof_1
4790;Drenthe (PV);2,4-D;Bossen en natuurterreinen;2001;0
4791;Drenthe (PV);2,4-D;Bossen en natuurterreinen;2005;3
4792;Drenthe (PV);2,4-D;Bossen en natuurterreinen;2009;0
4793;Drenthe (PV);2,4-D;Bossen en natuurterreinen;2013;0
4794;Drenthe (PV);2,4-D;Bossen en natuurterreinen;2018;0
4795;Drenthe (PV);2,4-D;Sportvelden;1992;0
4796;Drenthe (PV);2,4-D;Sportvelden;1995;8
4797;Drenthe (PV);2,4-D;Sportvelden;2001;17
4798;Drenthe (PV);2,4-D;Sportvelden;2005;52
4799;Drenthe (PV);2,4-D;Sportvelden;2009;32
4800;Drenthe (PV);2,4-D;Sportvelden;2013;31
4801;Drenthe (PV);2,4-D;Sportvelden;2018;2
4802;Drenthe (PV);2,4-D;Andere groene elementen;1992;0
4803;Drenthe (PV);2,4-D;Andere groene elementen;1995;0
4804;Drenthe (PV);2,4-D;Andere groene elementen;2001;0
4805;Drenthe (PV);2,4-D;Andere groene elementen;2005;0
4806;Drenthe (PV);2,4-D;Andere groene elementen;2009;0
4807;Drenthe (PV);2,4-D;Andere groene elementen;2013;0
4808;Drenthe (PV);2,4-D;Andere groene elementen;2018;0
4809;Drenthe (PV);2,4-D;Kwekerijen;1992;0
4810;Drenthe (PV);2,4-D;Kwekerijen;1995;0
4811;Drenthe (PV);2,4-D;Kwekerijen;2001;0
4812;Drenthe (PV);2,4-D;Kwekerijen;2005;0
4813;Drenthe (PV);2,4-D;Kwekerijen;2009;0
4814;Drenthe (PV);2,4-D;Kwekerijen;2013;0
4815;Drenthe (PV);2,4-D;Kwekerijen;2018;0
4816;Drenthe (PV);2,4-D;Totaal verhardingen;1992;0
4817;Drenthe (PV);2,4-D;Totaal verhardingen;1995;0
4818;Drenthe (PV);2,4-D;Totaal verhardingen;2001;1
4819;Drenthe (PV);2,4-D;Totaal verhardingen;2005;0
4820;Drenthe (PV);2,4-D;Totaal verhardingen;2009;0
4821;Drenthe (PV);2,4-D;Totaal verhardingen;2013;0
4822;Drenthe (PV);2,4-D;Totaal verhardingen;2018;0
4823;Drenthe (PV);2,4-D;Spoorbanen;1992;0
4824;Drenthe (PV);2,4-D;Spoorbanen;1995;0
4825;Drenthe (PV);2,4-D;Spoorbanen;2001;13
4826;Drenthe (PV);2,4-D;Spoorbanen;2005;7
4827;Drenthe (PV);2,4-D;Spoorbanen;2009;0
4828;Drenthe (PV);2,4-D;Spoorbanen;2013;0
4829;Drenthe (PV);2,4-D;Spoorbanen;2018;0
4830;Drenthe (PV);Amitrol;Totaal toepassingssectoren;1992;262
4831;Drenthe (PV);Amitrol;Totaal toepassingssectoren;1995;88
4832;Drenthe (PV);Amitrol;Totaal toepassingssectoren;2001;0
4833;Drenthe (PV);Amitrol;Totaal toepassingssectoren;2005;0
4834;Drenthe (PV);Amitrol;Totaal toepassingssectoren;2009;0
4835;Drenthe (PV);Amitrol;Totaal toepassingssectoren;2013;0
4836;Drenthe (PV);Amitrol;Totaal toepassingssectoren;2018;0
4837;Drenthe (PV);Amitrol;Waterlopen en vijvers;1992;0
4838;Drenthe (PV);Amitrol;Waterlopen en vijvers;1995;0
4839;Drenthe (PV);Amitrol;Waterlopen en vijvers;2001;0
4840;Drenthe (PV);Amitrol;Waterlopen en vijvers;2005;0
4841;Drenthe (PV);Amitrol;Waterlopen en vijvers;2009;0
4842;Drenthe (PV);Amitrol;Waterlopen en vijvers;2013;0
4843;Drenthe (PV);Amitrol;Waterlopen en vijvers;2018;0
4844;Drenthe (PV);Amitrol;Beplantingen binnen de bebouwde kom;1992;0
4845;Drenthe (PV);Amitrol;Beplantingen binnen de bebouwde kom;1995;2
4846;Drenthe (PV);Amitrol;Beplantingen binnen de bebouwde kom;2001;0
4847;Drenthe (PV);Amitrol;Beplantingen binnen de bebouwde kom;2005;0
4848;Drenthe (PV);Amitrol;Beplantingen binnen de bebouwde kom;2009;0
4849;Drenthe (PV);Amitrol;Beplantingen binnen de bebouwde kom;2013;0
4850;Drenthe (PV);Amitrol;Beplantingen binnen de bebouwde kom;2018;0
4851;Drenthe (PV);Amitrol;Beplantingen buiten de bebouwde kom;1992;0
4852;Drenthe (PV);Amitrol;Beplantingen buiten de bebouwde kom;1995;0
4853;Drenthe (PV);Amitrol;Beplantingen buiten de bebouwde kom;2001;0
4854;Drenthe (PV);Amitrol;Beplantingen buiten de bebouwde kom;2005;0
4855;Drenthe (PV);Amitrol;Beplantingen buiten de bebouwde kom;2009;0
4856;Drenthe (PV);Amitrol;Beplantingen buiten de bebouwde kom;2013;0
4857;Drenthe (PV);Amitrol;Beplantingen buiten de bebouwde kom;2018;0
4858;Drenthe (PV);Amitrol;Bossen en natuurterreinen;1992;0
4859;Drenthe (PV);Amitrol;Bossen en natuurterreinen;1995;0
4860;Drenthe (PV);Amitrol;Bossen en natuurterreinen;2001;0
4861;Drenthe (PV);Amitrol;Bossen en natuurterreinen;2005;0
4862;Drenthe (PV);Amitrol;Bossen en natuurterreinen;2009;0
4863;Drenthe (PV);Amitrol;Bossen en natuurterreinen;2013;0
4864;Drenthe (PV);Amitrol;Bossen en natuurterreinen;2018;0
4865;Drenthe (PV);Amitrol;Sportvelden;1992;0
4866;Drenthe (PV);Amitrol;Sportvelden;1995;0
4867;Drenthe (PV);Amitrol;Sportvelden;2001;0
4868;Drenthe (PV);Amitrol;Sportvelden;2005;0
4869;Drenthe (PV);Amitrol;Sportvelden;2009;0
4870;Drenthe (PV);Amitrol;Sportvelden;2013;0
4871;Drenthe (PV);Amitrol;Sportvelden;2018;0
4872;Drenthe (PV);Amitrol;Andere groene elementen;1992;0
4873;Drenthe (PV);Amitrol;Andere groene elementen;1995;0
4874;Drenthe (PV);Amitrol;Andere groene elementen;2001;0
4875;Drenthe (PV);Amitrol;Andere groene elementen;2005;0
4876;Drenthe (PV);Amitrol;Andere groene elementen;2009;0
4877;Drenthe (PV);Amitrol;Andere groene elementen;2013;0
4878;Drenthe (PV);Amitrol;Andere groene elementen;2018;0
4879;Drenthe (PV);Amitrol;Kwekerijen;1992;0
4880;Drenthe (PV);Amitrol;Kwekerijen;1995;0
4881;Drenthe (PV);Amitrol;Kwekerijen;2001;0
4882;Drenthe (PV);Amitrol;Kwekerijen;2005;0
4883;Drenthe (PV);Amitrol;Kwekerijen;2009;0
4884;Drenthe (PV);Amitrol;Kwekerijen;2013;0
4885;Drenthe (PV);Amitrol;Kwekerijen;2018;0
4886;Drenthe (PV);Amitrol;Totaal verhardingen;1992;0
4887;Drenthe (PV);Amitrol;Totaal verhardingen;1995;86
4888;Drenthe (PV);Amitrol;Totaal verhardingen;2001;0
4889;Drenthe (PV);Amitrol;Totaal verhardingen;2005;0
4890;Drenthe (PV);Amitrol;Totaal verhardingen;2009;0
4891;Drenthe (PV);Amitrol;Totaal verhardingen;2013;0
4892;Drenthe (PV);Amitrol;Totaal verhardingen;2018;0
4893;Drenthe (PV);Amitrol;Spoorbanen;1992;0
4894;Drenthe (PV);Amitrol;Spoorbanen;1995;0
4895;Drenthe (PV);Amitrol;Spoorbanen;2001;0
4896;Drenthe (PV);Amitrol;Spoorbanen;2005;0
4897;Drenthe (PV);Amitrol;Spoorbanen;2009;0
4898;Drenthe (PV);Amitrol;Spoorbanen;2013;0
4899;Drenthe (PV);Amitrol;Spoorbanen;2018;0
4900;Drenthe (PV);Dalapon;Totaal toepassingssectoren;1992;91
4901;Drenthe (PV);Dalapon;Totaal toepassingssectoren;1995;13
4902;Drenthe (PV);Dalapon;Totaal toepassingssectoren;2001;0
4903;Drenthe (PV);Dalapon;Totaal toepassingssectoren;2005;0
4904;Drenthe (PV);Dalapon;Totaal toepassingssectoren;2009;0
4905;Drenthe (PV);Dalapon;Totaal toepassingssectoren;2013;0
4906;Drenthe (PV);Dalapon;Totaal toepassingssectoren;2018;0
4907;Drenthe (PV);Dalapon;Waterlopen en vijvers;1992;0
4908;Drenthe (PV);Dalapon;Waterlopen en vijvers;1995;0
4909;Drenthe (PV);Dalapon;Waterlopen en vijvers;2001;0
4910;Drenthe (PV);Dalapon;Waterlopen en vijvers;2005;0
4911;Drenthe (PV);Dalapon;Waterlopen en vijvers;2009;0
4912;Drenthe (PV);Dalapon;Waterlopen en vijvers;2013;0
4913;Drenthe (PV);Dalapon;Waterlopen en vijvers;2018;0
4914;Drenthe (PV);Dalapon;Beplantingen binnen de bebouwde kom;1992;0
4915;Drenthe (PV);Dalapon;Beplantingen binnen de bebouwde kom;1995;13
4916;Drenthe (PV);Dalapon;Beplantingen binnen de bebouwde kom;2001;0
4917;Drenthe (PV);Dalapon;Beplantingen binnen de bebouwde kom;2005;0
4918;Drenthe (PV);Dalapon;Beplantingen binnen de bebouwde kom;2009;0
4919;Drenthe (PV);Dalapon;Beplantingen binnen de bebouwde kom;2013;0
4920;Drenthe (PV);Dalapon;Beplantingen binnen de bebouwde kom;2018;0
4921;Drenthe (PV);Dalapon;Beplantingen buiten de bebouwde kom;1992;0
4922;Drenthe (PV);Dalapon;Beplantingen buiten de bebouwde kom;1995;0
4923;Drenthe (PV);Dalapon;Beplantingen buiten de bebouwde kom;2001;0
4924;Drenthe (PV);Dalapon;Beplantingen buiten de bebouwde kom;2005;0
4925;Drenthe (PV);Dalapon;Beplantingen buiten de bebouwde kom;2009;0
4926;Drenthe (PV);Dalapon;Beplantingen buiten de bebouwde kom;2013;0
4927;Drenthe (PV);Dalapon;Beplantingen buiten de bebouwde kom;2018;0
4928;Drenthe (PV);Dalapon;Bossen en natuurterreinen;1992;0
4929;Drenthe (PV);Dalapon;Bossen en natuurterreinen;1995;0
4930;Drenthe (PV);Dalapon;Bossen en natuurterreinen;2001;0
4931;Drenthe (PV);Dalapon;Bossen en natuurterreinen;2005;0
4932;Drenthe (PV);Dalapon;Bossen en natuurterreinen;2009;0
4933;Drenthe (PV);Dalapon;Bossen en natuurterreinen;2013;0
4934;Drenthe (PV);Dalapon;Bossen en natuurterreinen;2018;0
4935;Drenthe (PV);Dalapon;Sportvelden;1992;0
4936;Drenthe (PV);Dalapon;Sportvelden;1995;0
4937;Drenthe (PV);Dalapon;Sportvelden;2001;0
4938;Drenthe (PV);Dalapon;Sportvelden;2005;0
4939;Drenthe (PV);Dalapon;Sportvelden;2009;0
4940;Drenthe (PV);Dalapon;Sportvelden;2013;0
4941;Drenthe (PV);Dalapon;Sportvelden;2018;0
4942;Drenthe (PV);Dalapon;Andere groene elementen;1992;0
4943;Drenthe (PV);Dalapon;Andere groene elementen;1995;0
4944;Drenthe (PV);Dalapon;Andere groene elementen;2001;0
4945;Drenthe (PV);Dalapon;Andere groene elementen;2005;0
4946;Drenthe (PV);Dalapon;Andere groene elementen;2009;0
4947;Drenthe (PV);Dalapon;Andere groene elementen;2013;0
4948;Drenthe (PV);Dalapon;Andere groene elementen;2018;0
4949;Drenthe (PV);Dalapon;Kwekerijen;1992;0
4950;Drenthe (PV);Dalapon;Kwekerijen;1995;0
4951;Drenthe (PV);Dalapon;Kwekerijen;2001;0
4952;Drenthe (PV);Dalapon;Kwekerijen;2005;0
4953;Drenthe (PV);Dalapon;Kwekerijen;2009;0
4954;Drenthe (PV);Dalapon;Kwekerijen;2013;0
4955;Drenthe (PV);Dalapon;Kwekerijen;2018;0
4956;Drenthe (PV);Dalapon;Totaal verhardingen;1992;0
4957;Drenthe (PV);Dalapon;Totaal verhardingen;1995;0
4958;Drenthe (PV);Dalapon;Totaal verhardingen;2001;0
4959;Drenthe (PV);Dalapon;Totaal verhardingen;2005;0
4960;Drenthe (PV);Dalapon;Totaal verhardingen;2009;0
4961;Drenthe (PV);Dalapon;Totaal verhardingen;2013;0
4962;Drenthe (PV);Dalapon;Totaal verhardingen;2018;0
4963;Drenthe (PV);Dalapon;Spoorbanen;1992;0
4964;Drenthe (PV);Dalapon;Spoorbanen;1995;0
4965;Drenthe (PV);Dalapon;Spoorbanen;2001;0
4966;Drenthe (PV);Dalapon;Spoorbanen;2005;0
4967;Drenthe (PV);Dalapon;Spoorbanen;2009;0
4968;Drenthe (PV);Dalapon;Spoorbanen;2013;0
4969;Drenthe (PV);Dalapon;Spoorbanen;2018;0
4970;Drenthe (PV);Bacillus thuringiensis subsp. aizawai;Totaal toepassingssectoren;1992;0
4971;Drenthe (PV);Bacillus thuringiensis subsp. aizawai;Totaal toepassingssectoren;1995;0
4972;Drenthe (PV);Bacillus thuringiensis subsp. aizawai;Totaal toepassingssectoren;2001;0
4973;Drenthe (PV);Bacillus thuringiensis subsp. aizawai;Totaal toepassingssectoren;2005;0
4974;Drenthe (PV);Bacillus thuringiensis subsp. aizawai;Totaal toepassingssectoren;2009;0
4975;Drenthe (PV);Bacillus thuringiensis subsp. aizawai;Totaal toepassingssectoren;2013;0
4976;Drenthe (PV);Bacillus thuringiensis subsp. aizawai;Totaal toepassingssectoren;2018;3
4977;Drenthe (PV);Bacillus thuringiensis subsp. aizawai;Waterlopen en vijvers;1992;0
4978;Drenthe (PV);Bacillus thuringiensis subsp. aizawai;Waterlopen en vijvers;1995;0
4979;Drenthe (PV);Bacillus thuringiensis subsp. aizawai;Waterlopen en vijvers;2001;0
4980;Drenthe (PV);Bacillus thuringiensis subsp. aizawai;Waterlopen en vijvers;2005;0
4981;Drenthe (PV);Bacillus thuringiensis subsp. aizawai;Waterlopen en vijvers;2009;0
4982;Drenthe (PV);Bacillus thuringiensis subsp. aizawai;Waterlopen en vijvers;2013;0
4983;Drenthe (PV);Bacillus thuringiensis subsp. aizawai;Waterlopen en vijvers;2018;0
4984;Drenthe (PV);Bacillus thuringiensis subsp. aizawai;Beplantingen binnen de bebouwde kom;1992;0
4985;Drenthe (PV);Bacillus thuringiensis subsp. aizawai;Beplantingen binnen de bebouwde kom;1995;0
4986;Drenthe (PV);Bacillus thuringiensis subsp. aizawai;Beplantingen binnen de bebouwde kom;2001;0
4987;Drenthe (PV);Bacillus thuringiensis subsp. aizawai;Beplantingen binnen de bebouwde kom;2005;0
4988;Drenthe (PV);Bacillus thuringiensis subsp. aizawai;Beplantingen binnen de bebouwde kom;2009;0
4989;Drenthe (PV);Bacillus thuringiensis subsp. aizawai;Beplantingen binnen de bebouwde kom;2013;0
4990;Drenthe (PV);Bacillus thuringiensis subsp. aizawai;Beplantingen binnen de bebouwde kom;2018;1
4991;Drenthe (PV);Bacillus thuringiensis subsp. aizawai;Beplantingen buiten de bebouwde kom;1992;0
4992;Drenthe (PV);Bacillus thuringiensis subsp. aizawai;Beplantingen buiten de bebouwde kom;1995;0
4993;Drenthe (PV);Bacillus thuringiensis subsp. aizawai;Beplantingen buiten de bebouwde kom;2001;0
4994;Drenthe (PV);Bacillus thuringiensis subsp. aizawai;Beplantingen buiten de bebouwde kom;2005;0
4995;Drenthe (PV);Bacillus thuringiensis subsp. aizawai;Beplantingen buiten de bebouwde kom;2009;0
4996;Drenthe (PV);Bacillus thuringiensis subsp. aizawai;Beplantingen buiten de bebouwde kom;2013;0
4997;Drenthe (PV);Bacillus thuringiensis subsp. aizawai;Beplantingen buiten de bebouwde kom;2018;1
4998;Drenthe (PV);Bacillus thuringiensis subsp. aizawai;Bossen en natuurterreinen;1992;0
4999;Drenthe (PV);Bacillus thuringiensis subsp. aizawai;Bossen en natuurterreinen;1995;0
5000;Drenthe (PV);Bacillus thuringiensis subsp. aizawai;Bossen en natuurterreinen;2001;0
5001;Drenthe (PV);Bacillus thuringiensis subsp. aizawai;Bossen en natuurterreinen;2005;0
5002;Drenthe (PV);Bacillus thuringiensis subsp. aizawai;Bossen en natuurterreinen;2009;0
5003;Drenthe (PV);Bacillus thuringiensis subsp. aizawai;Bossen en natuurterreinen;2013;0
5004;Drenthe (PV);Bacillus thuringiensis subsp. aizawai;Bossen en natuurterreinen;2018;0
5005;Drenthe (PV);Bacillus thuringiensis subsp. aizawai;Sportvelden;1992;0
5006;Drenthe (PV);Bacillus thuringiensis subsp. aizawai;Sportvelden;1995;0
5007;Drenthe (PV);Bacillus thuringiensis subsp. aizawai;Sportvelden;2001;0
5008;Drenthe (PV);Bacillus thuringiensis subsp. aizawai;Sportvelden;2005;0
5009;Drenthe (PV);Bacillus thuringiensis subsp. aizawai;Sportvelden;2009;0
5010;Drenthe (PV);Bacillus thuringiensis subsp. aizawai;Sportvelden;2013;0
5011;Drenthe (PV);Bacillus thuringiensis subsp. aizawai;Sportvelden;2018;1
5012;Drenthe (PV);Bacillus thuringiensis subsp. aizawai;Andere groene elementen;1992;0
5013;Drenthe (PV);Bacillus thuringiensis subsp. aizawai;Andere groene elementen;1995;0
5014;Drenthe (PV);Bacillus thuringiensis subsp. aizawai;Andere groene elementen;2001;0
5015;Drenthe (PV);Bacillus thuringiensis subsp. aizawai;Andere groene elementen;2005;0
5016;Drenthe (PV);Bacillus thuringiensis subsp. aizawai;Andere groene elementen;2009;0
5017;Drenthe (PV);Bacillus thuringiensis subsp. aizawai;Andere groene elementen;2013;0
5018;Drenthe (PV);Bacillus thuringiensis subsp. aizawai;Andere groene elementen;2018;0
5019;Drenthe (PV);Bacillus thuringiensis subsp. aizawai;Kwekerijen;1992;0
5020;Drenthe (PV);Bacillus thuringiensis subsp. aizawai;Kwekerijen;1995;0
5021;Drenthe (PV);Bacillus thuringiensis subsp. aizawai;Kwekerijen;2001;0
5022;Drenthe (PV);Bacillus thuringiensis subsp. aizawai;Kwekerijen;2005;0
5023;Drenthe (PV);Bacillus thuringiensis subsp. aizawai;Kwekerijen;2009;0
5024;Drenthe (PV);Bacillus thuringiensis subsp. aizawai;Kwekerijen;2013;0
5025;Drenthe (PV);Bacillus thuringiensis subsp. aizawai;Kwekerijen;2018;0
5026;Drenthe (PV);Bacillus thuringiensis subsp. aizawai;Totaal verhardingen;1992;0
5027;Drenthe (PV);Bacillus thuringiensis subsp. aizawai;Totaal verhardingen;1995;0
5028;Drenthe (PV);Bacillus thuringiensis subsp. aizawai;Totaal verhardingen;2001;0
5029;Drenthe (PV);Bacillus thuringiensis subsp. aizawai;Totaal verhardingen;2005;0
5030;Drenthe (PV);Bacillus thuringiensis subsp. aizawai;Totaal verhardingen;2009;0
5031;Drenthe (PV);Bacillus thuringiensis subsp. aizawai;Totaal verhardingen;2013;0
5032;Drenthe (PV);Bacillus thuringiensis subsp. aizawai;Totaal verhardingen;2018;0
5033;Drenthe (PV);Bacillus thuringiensis subsp. aizawai;Spoorbanen;1992;0
5034;Drenthe (PV);Bacillus thuringiensis subsp. aizawai;Spoorbanen;1995;0
5035;Drenthe (PV);Bacillus thuringiensis subsp. aizawai;Spoorbanen;2001;0
5036;Drenthe (PV);Bacillus thuringiensis subsp. aizawai;Spoorbanen;2005;0
5037;Drenthe (PV);Bacillus thuringiensis subsp. aizawai;Spoorbanen;2009;0
5038;Drenthe (PV);Bacillus thuringiensis subsp. aizawai;Spoorbanen;2013;0
5039;Drenthe (PV);Bacillus thuringiensis subsp. aizawai;Spoorbanen;2018;0
5040;Drenthe (PV);Dicamba;Totaal toepassingssectoren;1992;0
5041;Drenthe (PV);Dicamba;Totaal toepassingssectoren;1995;2
5042;Drenthe (PV);Dicamba;Totaal toepassingssectoren;2001;5
5043;Drenthe (PV);Dicamba;Totaal toepassingssectoren;2005;12
5044;Drenthe (PV);Dicamba;Totaal toepassingssectoren;2009;6
5045;Drenthe (PV);Dicamba;Totaal toepassingssectoren;2013;6
5046;Drenthe (PV);Dicamba;Totaal toepassingssectoren;2018;1
5047;Drenthe (PV);Dicamba;Waterlopen en vijvers;1992;0
5048;Drenthe (PV);Dicamba;Waterlopen en vijvers;1995;0
5049;Drenthe (PV);Dicamba;Waterlopen en vijvers;2001;0
5050;Drenthe (PV);Dicamba;Waterlopen en vijvers;2005;0
5051;Drenthe (PV);Dicamba;Waterlopen en vijvers;2009;0
5052;Drenthe (PV);Dicamba;Waterlopen en vijvers;2013;0
5053;Drenthe (PV);Dicamba;Waterlopen en vijvers;2018;0
5054;Drenthe (PV);Dicamba;Beplantingen binnen de bebouwde kom;1992;0
5055;Drenthe (PV);Dicamba;Beplantingen binnen de bebouwde kom;1995;0
5056;Drenthe (PV);Dicamba;Beplantingen binnen de bebouwde kom;2001;1
5057;Drenthe (PV);Dicamba;Beplantingen binnen de bebouwde kom;2005;1
5058;Drenthe (PV);Dicamba;Beplantingen binnen de bebouwde kom;2009;0
5059;Drenthe (PV);Dicamba;Beplantingen binnen de bebouwde kom;2013;0
5060;Drenthe (PV);Dicamba;Beplantingen binnen de bebouwde kom;2018;0
5061;Drenthe (PV);Dicamba;Beplantingen buiten de bebouwde kom;1992;0
5062;Drenthe (PV);Dicamba;Beplantingen buiten de bebouwde kom;1995;0
5063;Drenthe (PV);Dicamba;Beplantingen buiten de bebouwde kom;2001;0
5064;Drenthe (PV);Dicamba;Beplantingen buiten de bebouwde kom;2005;0
5065;Drenthe (PV);Dicamba;Beplantingen buiten de bebouwde kom;2009;0
5066;Drenthe (PV);Dicamba;Beplantingen buiten de bebouwde kom;2013;0
5067;Drenthe (PV);Dicamba;Beplantingen buiten de bebouwde kom;2018;0
5068;Drenthe (PV);Dicamba;Bossen en natuurterreinen;1992;0
5069;Drenthe (PV);Dicamba;Bossen en natuurterreinen;1995;0
5070;Drenthe (PV);Dicamba;Bossen en natuurterreinen;2001;0
5071;Drenthe (PV);Dicamba;Bossen en natuurterreinen;2005;1
5072;Drenthe (PV);Dicamba;Bossen en natuurterreinen;2009;0
5073;Drenthe (PV);Dicamba;Bossen en natuurterreinen;2013;0
5074;Drenthe (PV);Dicamba;Bossen en natuurterreinen;2018;0
5075;Drenthe (PV);Dicamba;Sportvelden;1992;0
5076;Drenthe (PV);Dicamba;Sportvelden;1995;2
5077;Drenthe (PV);Dicamba;Sportvelden;2001;4
5078;Drenthe (PV);Dicamba;Sportvelden;2005;10
5079;Drenthe (PV);Dicamba;Sportvelden;2009;6
5080;Drenthe (PV);Dicamba;Sportvelden;2013;6
5081;Drenthe (PV);Dicamba;Sportvelden;2018;1
5082;Drenthe (PV);Dicamba;Andere groene elementen;1992;0
5083;Drenthe (PV);Dicamba;Andere groene elementen;1995;0
5084;Drenthe (PV);Dicamba;Andere groene elementen;2001;0
5085;Drenthe (PV);Dicamba;Andere groene elementen;2005;0
5086;Drenthe (PV);Dicamba;Andere groene elementen;2009;0
5087;Drenthe (PV);Dicamba;Andere groene elementen;2013;0
5088;Drenthe (PV);Dicamba;Andere groene elementen;2018;0
5089;Drenthe (PV);Dicamba;Kwekerijen;1992;0
5090;Drenthe (PV);Dicamba;Kwekerijen;1995;0
5091;Drenthe (PV);Dicamba;Kwekerijen;2001;0
5092;Drenthe (PV);Dicamba;Kwekerijen;2005;0
5093;Drenthe (PV);Dicamba;Kwekerijen;2009;0
5094;Drenthe (PV);Dicamba;Kwekerijen;2013;0
5095;Drenthe (PV);Dicamba;Kwekerijen;2018;0
5096;Drenthe (PV);Dicamba;Totaal verhardingen;1992;0
5097;Drenthe (PV);Dicamba;Totaal verhardingen;1995;0
5098;Drenthe (PV);Dicamba;Totaal verhardingen;2001;0
5099;Drenthe (PV);Dicamba;Totaal verhardingen;2005;0
5100;Drenthe (PV);Dicamba;Totaal verhardingen;2009;0
5101;Drenthe (PV);Dicamba;Totaal verhardingen;2013;0
5102;Drenthe (PV);Dicamba;Totaal verhardingen;2018;0
5103;Drenthe (PV);Dicamba;Spoorbanen;1992;0
5104;Drenthe (PV);Dicamba;Spoorbanen;1995;0
5105;Drenthe (PV);Dicamba;Spoorbanen;2001;0
5106;Drenthe (PV);Dicamba;Spoorbanen;2005;0
5107;Drenthe (PV);Dicamba;Spoorbanen;2009;0
5108;Drenthe (PV);Dicamba;Spoorbanen;2013;0
5109;Drenthe (PV);Dicamba;Spoorbanen;2018;0
5110;Drenthe (PV);Dichlobenil;Totaal toepassingssectoren;1992;140
5111;Drenthe (PV);Dichlobenil;Totaal toepassingssectoren;1995;108
5112;Drenthe (PV);Dichlobenil;Totaal toepassingssectoren;2001;279
5113;Drenthe (PV);Dichlobenil;Totaal toepassingssectoren;2005;193
5114;Drenthe (PV);Dichlobenil;Totaal toepassingssectoren;2009;0
5115;Drenthe (PV);Dichlobenil;Totaal toepassingssectoren;2013;0
5116;Drenthe (PV);Dichlobenil;Totaal toepassingssectoren;2018;0
5117;Drenthe (PV);Dichlobenil;Waterlopen en vijvers;1992;0
5118;Drenthe (PV);Dichlobenil;Waterlopen en vijvers;1995;0
5119;Drenthe (PV);Dichlobenil;Waterlopen en vijvers;2001;0
5120;Drenthe (PV);Dichlobenil;Waterlopen en vijvers;2005;0
5121;Drenthe (PV);Dichlobenil;Waterlopen en vijvers;2009;0
5122;Drenthe (PV);Dichlobenil;Waterlopen en vijvers;2013;0
5123;Drenthe (PV);Dichlobenil;Waterlopen en vijvers;2018;0
5124;Drenthe (PV);Dichlobenil;Beplantingen binnen de bebouwde kom;1992;0
5125;Drenthe (PV);Dichlobenil;Beplantingen binnen de bebouwde kom;1995;92
5126;Drenthe (PV);Dichlobenil;Beplantingen binnen de bebouwde kom;2001;271
5127;Drenthe (PV);Dichlobenil;Beplantingen binnen de bebouwde kom;2005;186
5128;Drenthe (PV);Dichlobenil;Beplantingen binnen de bebouwde kom;2009;0
5129;Drenthe (PV);Dichlobenil;Beplantingen binnen de bebouwde kom;2013;0
5130;Drenthe (PV);Dichlobenil;Beplantingen binnen de bebouwde kom;2018;0
5131;Drenthe (PV);Dichlobenil;Beplantingen buiten de bebouwde kom;1992;0
5132;Drenthe (PV);Dichlobenil;Beplantingen buiten de bebouwde kom;1995;0
5133;Drenthe (PV);Dichlobenil;Beplantingen buiten de bebouwde kom;2001;1
5134;Drenthe (PV);Dichlobenil;Beplantingen buiten de bebouwde kom;2005;0
5135;Drenthe (PV);Dichlobenil;Beplantingen buiten de bebouwde kom;2009;0
5136;Drenthe (PV);Dichlobenil;Beplantingen buiten de bebouwde kom;2013;0
5137;Drenthe (PV);Dichlobenil;Beplantingen buiten de bebouwde kom;2018;0
5138;Drenthe (PV);Dichlobenil;Bossen en natuurterreinen;1992;0
5139;Drenthe (PV);Dichlobenil;Bossen en natuurterreinen;1995;0
5140;Drenthe (PV);Dichlobenil;Bossen en natuurterreinen;2001;0
5141;Drenthe (PV);Dichlobenil;Bossen en natuurterreinen;2005;0
5142;Drenthe (PV);Dichlobenil;Bossen en natuurterreinen;2009;0
5143;Drenthe (PV);Dichlobenil;Bossen en natuurterreinen;2013;0
5144;Drenthe (PV);Dichlobenil;Bossen en natuurterreinen;2018;0
5145;Drenthe (PV);Dichlobenil;Sportvelden;1992;0
5146;Drenthe (PV);Dichlobenil;Sportvelden;1995;0
5147;Drenthe (PV);Dichlobenil;Sportvelden;2001;7
5148;Drenthe (PV);Dichlobenil;Sportvelden;2005;6
5149;Drenthe (PV);Dichlobenil;Sportvelden;2009;0
5150;Drenthe (PV);Dichlobenil;Sportvelden;2013;0
5151;Drenthe (PV);Dichlobenil;Sportvelden;2018;0
5152;Drenthe (PV);Dichlobenil;Andere groene elementen;1992;0
5153;Drenthe (PV);Dichlobenil;Andere groene elementen;1995;0
5154;Drenthe (PV);Dichlobenil;Andere groene elementen;2001;0
5155;Drenthe (PV);Dichlobenil;Andere groene elementen;2005;0
5156;Drenthe (PV);Dichlobenil;Andere groene elementen;2009;0
5157;Drenthe (PV);Dichlobenil;Andere groene elementen;2013;0
5158;Drenthe (PV);Dichlobenil;Andere groene elementen;2018;0
5159;Drenthe (PV);Dichlobenil;Kwekerijen;1992;0
5160;Drenthe (PV);Dichlobenil;Kwekerijen;1995;0
5161;Drenthe (PV);Dichlobenil;Kwekerijen;2001;0
5162;Drenthe (PV);Dichlobenil;Kwekerijen;2005;0
