ID;SIC2008;Periods;VacancyRate_1
2184;O Public administration and services;2011 1st quarter;9.0
2185;O Public administration and services;2011 2nd quarter;9.0
2186;O Public administration and services;2011 3rd quarter;9.0
2187;O Public administration and services;2011 4th quarter;9.0
2188;O Public administration and services;2012 1st quarter;9.0
2189;O Public administration and services;2012 2nd quarter;8.0
2190;O Public administration and services;2012 3rd quarter;8.0
2191;O Public administration and services;2012 4th quarter;8.0
2192;O Public administration and services;2013 1st quarter;9.0
2193;O Public administration and services;2013 2nd quarter;10.0
2194;O Public administration and services;2013 3rd quarter;11.0
2195;O Public administration and services;2013 4th quarter;10.0
2196;O Public administration and services;2014 1st quarter;11.0
2197;O Public administration and services;2014 2nd quarter;10.0
2198;O Public administration and services;2014 3rd quarter;12.0
2199;O Public administration and services;2014 4th quarter;11.0
2200;O Public administration and services;2015 1st quarter;11.0
2201;O Public administration and services;2015 2nd quarter;11.0
2202;O Public administration and services;2015 3rd quarter;11.0
2203;O Public administration and services;2015 4th quarter;12.0
2204;O Public administration and services;2016 1st quarter;14.0
2205;O Public administration and services;2016 2nd quarter;15.0
2206;O Public administration and services;2016 3rd quarter;15.0
2207;O Public administration and services;2016 4th quarter;16.0
2208;O Public administration and services;2017 1st quarter;18.0
2209;O Public administration and services;2017 2nd quarter;22.0
2210;O Public administration and services;2017 3rd quarter;22.0
2211;O Public administration and services;2017 4th quarter;22.0
2212;O Public administration and services;2018 1st quarter;23.0
2213;O Public administration and services;2018 2nd quarter;24.0
2214;O Public administration and services;2018 3rd quarter;24.0
2215;O Public administration and services;2018 4th quarter;26.0
2216;O Public administration and services;2019 1st quarter;25.0
2217;O Public administration and services;2019 2nd quarter;28.0
2218;O Public administration and services;2019 3rd quarter;25.0
2219;O Public administration and services;2019 4th quarter;31.0
2220;O Public administration and services;2020 1st quarter;28.0
2221;O Public administration and services;2020 2nd quarter;26.0
2222;O Public administration and services;2020 3rd quarter;26.0
2223;O Public administration and services;2020 4th quarter;28.0
2224;O Public administration and services;2021 1st quarter;29.0
2225;O Public administration and services;2021 2nd quarter;29.0
2226;O Public administration and services;2021 3rd quarter;31.0
2227;O Public administration and services;2021 4th quarter;33.0
2228;O Public administration and services;2022 1st quarter;37.0
2229;O Public administration and services;2022 2nd quarter;39.0
2230;O Public administration and services;2022 3rd quarter;40.0
2231;O Public administration and services;2022 4th quarter;43.0
2232;O Public administration and services;2023 1st quarter;43.0
2233;O Public administration and services;2023 2nd quarter;42.0
2234;O Public administration and services;2023 3rd quarter;43.0
2235;O Public administration and services;2023 4th quarter;43.0
2236;O Public administration and services;2024 1st quarter;48.0
2237;O Public administration and services;2024 2nd quarter;42.0
2238;O Public administration and services;2024 3rd quarter;39.0
2239;O Public administration and services;2024 4th quarter;37.0
2240;P Education;1997 1st quarter;7.0
2241;P Education;1997 2nd quarter;7.0
2242;P Education;1997 3rd quarter;6.0
2243;P Education;1997 4th quarter;7.0
2244;P Education;1998 1st quarter;8.0
2245;P Education;1998 2nd quarter;12.0
2246;P Education;1998 3rd quarter;11.0
2247;P Education;1998 4th quarter;12.0
2248;P Education;1999 1st quarter;11.0
2249;P Education;1999 2nd quarter;14.0
2250;P Education;1999 3rd quarter;12.0
2251;P Education;1999 4th quarter;11.0
2252;P Education;2000 1st quarter;14.0
2253;P Education;2000 2nd quarter;18.0
2254;P Education;2000 3rd quarter;14.0
2255;P Education;2000 4th quarter;15.0
2256;P Education;2001 1st quarter;14.0
2257;P Education;2001 2nd quarter;17.0
2258;P Education;2001 3rd quarter;15.0
2259;P Education;2001 4th quarter;15.0
2260;P Education;2002 1st quarter;11.0
2261;P Education;2002 2nd quarter;14.0
2262;P Education;2002 3rd quarter;9.0
2263;P Education;2002 4th quarter;8.0
2264;P Education;2003 1st quarter;7.0
2265;P Education;2003 2nd quarter;9.0
2266;P Education;2003 3rd quarter;5.0
2267;P Education;2003 4th quarter;5.0
2268;P Education;2004 1st quarter;7.0
2269;P Education;2004 2nd quarter;10.0
2270;P Education;2004 3rd quarter;8.0
2271;P Education;2004 4th quarter;7.0
2272;P Education;2005 1st quarter;8.0
2273;P Education;2005 2nd quarter;14.0
2274;P Education;2005 3rd quarter;12.0
2275;P Education;2005 4th quarter;12.0
2276;P Education;2006 1st quarter;12.0
2277;P Education;2006 2nd quarter;16.0
2278;P Education;2006 3rd quarter;12.0
2279;P Education;2006 4th quarter;14.0
2280;P Education;2007 1st quarter;14.0
2281;P Education;2007 2nd quarter;19.0
2282;P Education;2007 3rd quarter;15.0
2283;P Education;2007 4th quarter;14.0
2284;P Education;2008 1st quarter;15.0
2285;P Education;2008 2nd quarter;17.0
2286;P Education;2008 3rd quarter;13.0
2287;P Education;2008 4th quarter;12.0
2288;P Education;2009 1st quarter;9.0
2289;P Education;2009 2nd quarter;12.0
2290;P Education;2009 3rd quarter;8.0
2291;P Education;2009 4th quarter;7.0
2292;P Education;2010 1st quarter;6.0
2293;P Education;2010 2nd quarter;9.0
2294;P Education;2010 3rd quarter;7.0
2295;P Education;2010 4th quarter;7.0
2296;P Education;2011 1st quarter;6.0
2297;P Education;2011 2nd quarter;8.0
2298;P Education;2011 3rd quarter;6.0
2299;P Education;2011 4th quarter;5.0
2300;P Education;2012 1st quarter;5.0
2301;P Education;2012 2nd quarter;7.0
2302;P Education;2012 3rd quarter;6.0
2303;P Education;2012 4th quarter;5.0
2304;P Education;2013 1st quarter;4.0
2305;P Education;2013 2nd quarter;7.0
2306;P Education;2013 3rd quarter;5.0
2307;P Education;2013 4th quarter;5.0
2308;P Education;2014 1st quarter;5.0
2309;P Education;2014 2nd quarter;8.0
2310;P Education;2014 3rd quarter;6.0
2311;P Education;2014 4th quarter;5.0
2312;P Education;2015 1st quarter;6.0
2313;P Education;2015 2nd quarter;10.0
2314;P Education;2015 3rd quarter;7.0
2315;P Education;2015 4th quarter;7.0
2316;P Education;2016 1st quarter;8.0
2317;P Education;2016 2nd quarter;11.0
2318;P Education;2016 3rd quarter;9.0
2319;P Education;2016 4th quarter;9.0
2320;P Education;2017 1st quarter;9.0
2321;P Education;2017 2nd quarter;13.0
2322;P Education;2017 3rd quarter;10.0
2323;P Education;2017 4th quarter;10.0
2324;P Education;2018 1st quarter;10.0
2325;P Education;2018 2nd quarter;16.0
2326;P Education;2018 3rd quarter;12.0
2327;P Education;2018 4th quarter;12.0
2328;P Education;2019 1st quarter;13.0
2329;P Education;2019 2nd quarter;18.0
2330;P Education;2019 3rd quarter;14.0
2331;P Education;2019 4th quarter;14.0
2332;P Education;2020 1st quarter;11.0
2333;P Education;2020 2nd quarter;13.0
2334;P Education;2020 3rd quarter;11.0
2335;P Education;2020 4th quarter;11.0
2336;P Education;2021 1st quarter;12.0
2337;P Education;2021 2nd quarter;21.0
2338;P Education;2021 3rd quarter;18.0
2339;P Education;2021 4th quarter;19.0
2340;P Education;2022 1st quarter;19.0
2341;P Education;2022 2nd quarter;25.0
2342;P Education;2022 3rd quarter;21.0
2343;P Education;2022 4th quarter;21.0
2344;P Education;2023 1st quarter;21.0
2345;P Education;2023 2nd quarter;25.0
2346;P Education;2023 3rd quarter;21.0
2347;P Education;2023 4th quarter;21.0
2348;P Education;2024 1st quarter;22.0
2349;P Education;2024 2nd quarter;23.0
2350;P Education;2024 3rd quarter;18.0
2351;P Education;2024 4th quarter;17.0
2352;Q Health and social work activities;1997 1st quarter;11.0
2353;Q Health and social work activities;1997 2nd quarter;11.0
2354;Q Health and social work activities;1997 3rd quarter;10.0
2355;Q Health and social work activities;1997 4th quarter;12.0
2356;Q Health and social work activities;1998 1st quarter;15.0
2357;Q Health and social work activities;1998 2nd quarter;15.0
2358;Q Health and social work activities;1998 3rd quarter;14.0
2359;Q Health and social work activities;1998 4th quarter;14.0
2360;Q Health and social work activities;1999 1st quarter;16.0
2361;Q Health and social work activities;1999 2nd quarter;17.0
2362;Q Health and social work activities;1999 3rd quarter;17.0
2363;Q Health and social work activities;1999 4th quarter;20.0
2364;Q Health and social work activities;2000 1st quarter;21.0
2365;Q Health and social work activities;2000 2nd quarter;19.0
2366;Q Health and social work activities;2000 3rd quarter;19.0
2367;Q Health and social work activities;2000 4th quarter;21.0
2368;Q Health and social work activities;2001 1st quarter;23.0
2369;Q Health and social work activities;2001 2nd quarter;24.0
2370;Q Health and social work activities;2001 3rd quarter;22.0
2371;Q Health and social work activities;2001 4th quarter;21.0
2372;Q Health and social work activities;2002 1st quarter;23.0
2373;Q Health and social work activities;2002 2nd quarter;20.0
2374;Q Health and social work activities;2002 3rd quarter;18.0
2375;Q Health and social work activities;2002 4th quarter;18.0
2376;Q Health and social work activities;2003 1st quarter;16.0
2377;Q Health and social work activities;2003 2nd quarter;15.0
2378;Q Health and social work activities;2003 3rd quarter;12.0
2379;Q Health and social work activities;2003 4th quarter;11.0
2380;Q Health and social work activities;2004 1st quarter;13.0
2381;Q Health and social work activities;2004 2nd quarter;14.0
2382;Q Health and social work activities;2004 3rd quarter;12.0
2383;Q Health and social work activities;2004 4th quarter;12.0
2384;Q Health and social work activities;2005 1st quarter;14.0
2385;Q Health and social work activities;2005 2nd quarter;14.0
2386;Q Health and social work activities;2005 3rd quarter;13.0
2387;Q Health and social work activities;2005 4th quarter;15.0
2388;Q Health and social work activities;2006 1st quarter;17.0
2389;Q Health and social work activities;2006 2nd quarter;19.0
2390;Q Health and social work activities;2006 3rd quarter;16.0
2391;Q Health and social work activities;2006 4th quarter;18.0
2392;Q Health and social work activities;2007 1st quarter;21.0
2393;Q Health and social work activities;2007 2nd quarter;22.0
2394;Q Health and social work activities;2007 3rd quarter;22.0
2395;Q Health and social work activities;2007 4th quarter;22.0
2396;Q Health and social work activities;2008 1st quarter;24.0
2397;Q Health and social work activities;2008 2nd quarter;23.0
2398;Q Health and social work activities;2008 3rd quarter;23.0
2399;Q Health and social work activities;2008 4th quarter;21.0
2400;Q Health and social work activities;2009 1st quarter;19.0
2401;Q Health and social work activities;2009 2nd quarter;17.0
2402;Q Health and social work activities;2009 3rd quarter;16.0
2403;Q Health and social work activities;2009 4th quarter;16.0
2404;Q Health and social work activities;2010 1st quarter;16.0
2405;Q Health and social work activities;2010 2nd quarter;15.0
2406;Q Health and social work activities;2010 3rd quarter;14.0
2407;Q Health and social work activities;2010 4th quarter;14.0
2408;Q Health and social work activities;2011 1st quarter;15.0
2409;Q Health and social work activities;2011 2nd quarter;15.0
2410;Q Health and social work activities;2011 3rd quarter;14.0
2411;Q Health and social work activities;2011 4th quarter;13.0
2412;Q Health and social work activities;2012 1st quarter;13.0
2413;Q Health and social work activities;2012 2nd quarter;13.0
2414;Q Health and social work activities;2012 3rd quarter;11.0
2415;Q Health and social work activities;2012 4th quarter;11.0
2416;Q Health and social work activities;2013 1st quarter;10.0
2417;Q Health and social work activities;2013 2nd quarter;9.0
2418;Q Health and social work activities;2013 3rd quarter;8.0
2419;Q Health and social work activities;2013 4th quarter;8.0
2420;Q Health and social work activities;2014 1st quarter;9.0
2421;Q Health and social work activities;2014 2nd quarter;10.0
2422;Q Health and social work activities;2014 3rd quarter;10.0
2423;Q Health and social work activities;2014 4th quarter;10.0
2424;Q Health and social work activities;2015 1st quarter;12.0
2425;Q Health and social work activities;2015 2nd quarter;13.0
2426;Q Health and social work activities;2015 3rd quarter;13.0
2427;Q Health and social work activities;2015 4th quarter;13.0
2428;Q Health and social work activities;2016 1st quarter;17.0
2429;Q Health and social work activities;2016 2nd quarter;17.0
2430;Q Health and social work activities;2016 3rd quarter;18.0
2431;Q Health and social work activities;2016 4th quarter;19.0
2432;Q Health and social work activities;2017 1st quarter;22.0
2433;Q Health and social work activities;2017 2nd quarter;22.0
2434;Q Health and social work activities;2017 3rd quarter;21.0
2435;Q Health and social work activities;2017 4th quarter;22.0
2436;Q Health and social work activities;2018 1st quarter;24.0
2437;Q Health and social work activities;2018 2nd quarter;24.0
2438;Q Health and social work activities;2018 3rd quarter;25.0
2439;Q Health and social work activities;2018 4th quarter;26.0
2440;Q Health and social work activities;2019 1st quarter;27.0
2441;Q Health and social work activities;2019 2nd quarter;29.0
2442;Q Health and social work activities;2019 3rd quarter;28.0
2443;Q Health and social work activities;2019 4th quarter;29.0
2444;Q Health and social work activities;2020 1st quarter;27.0
2445;Q Health and social work activities;2020 2nd quarter;25.0
2446;Q Health and social work activities;2020 3rd quarter;26.0
2447;Q Health and social work activities;2020 4th quarter;26.0
2448;Q Health and social work activities;2021 1st quarter;27.0
2449;Q Health and social work activities;2021 2nd quarter;32.0
2450;Q Health and social work activities;2021 3rd quarter;36.0
2451;Q Health and social work activities;2021 4th quarter;38.0
2452;Q Health and social work activities;2022 1st quarter;42.0
2453;Q Health and social work activities;2022 2nd quarter;45.0
2454;Q Health and social work activities;2022 3rd quarter;46.0
2455;Q Health and social work activities;2022 4th quarter;43.0
2456;Q Health and social work activities;2023 1st quarter;45.0
2457;Q Health and social work activities;2023 2nd quarter;45.0
2458;Q Health and social work activities;2023 3rd quarter;44.0
2459;Q Health and social work activities;2023 4th quarter;42.0
2460;Q Health and social work activities;2024 1st quarter;45.0
2461;Q Health and social work activities;2024 2nd quarter;46.0
2462;Q Health and social work activities;2024 3rd quarter;44.0
2463;Q Health and social work activities;2024 4th quarter;43.0
2464;R Culture, sports and recreation;1997 1st quarter;
2465;R Culture, sports and recreation;1997 2nd quarter;
2466;R Culture, sports and recreation;1997 3rd quarter;
2467;R Culture, sports and recreation;1997 4th quarter;
2468;R Culture, sports and recreation;1998 1st quarter;
2469;R Culture, sports and recreation;1998 2nd quarter;
2470;R Culture, sports and recreation;1998 3rd quarter;
2471;R Culture, sports and recreation;1998 4th quarter;
2472;R Culture, sports and recreation;1999 1st quarter;
2473;R Culture, sports and recreation;1999 2nd quarter;
2474;R Culture, sports and recreation;1999 3rd quarter;
2475;R Culture, sports and recreation;1999 4th quarter;
2476;R Culture, sports and recreation;2000 1st quarter;
2477;R Culture, sports and recreation;2000 2nd quarter;
2478;R Culture, sports and recreation;2000 3rd quarter;
2479;R Culture, sports and recreation;2000 4th quarter;
2480;R Culture, sports and recreation;2001 1st quarter;29.0
2481;R Culture, sports and recreation;2001 2nd quarter;30.0
2482;R Culture, sports and recreation;2001 3rd quarter;21.0
2483;R Culture, sports and recreation;2001 4th quarter;23.0
2484;R Culture, sports and recreation;2002 1st quarter;33.0
2485;R Culture, sports and recreation;2002 2nd quarter;24.0
2486;R Culture, sports and recreation;2002 3rd quarter;17.0
2487;R Culture, sports and recreation;2002 4th quarter;19.0
2488;R Culture, sports and recreation;2003 1st quarter;18.0
2489;R Culture, sports and recreation;2003 2nd quarter;21.0
2490;R Culture, sports and recreation;2003 3rd quarter;11.0
2491;R Culture, sports and recreation;2003 4th quarter;15.0
2492;R Culture, sports and recreation;2004 1st quarter;28.0
2493;R Culture, sports and recreation;2004 2nd quarter;27.0
2494;R Culture, sports and recreation;2004 3rd quarter;20.0
2495;R Culture, sports and recreation;2004 4th quarter;18.0
2496;R Culture, sports and recreation;2005 1st quarter;28.0
2497;R Culture, sports and recreation;2005 2nd quarter;23.0
2498;R Culture, sports and recreation;2005 3rd quarter;22.0
2499;R Culture, sports and recreation;2005 4th quarter;22.0
2500;R Culture, sports and recreation;2006 1st quarter;28.0
2501;R Culture, sports and recreation;2006 2nd quarter;31.0
2502;R Culture, sports and recreation;2006 3rd quarter;29.0
2503;R Culture, sports and recreation;2006 4th quarter;33.0
2504;R Culture, sports and recreation;2007 1st quarter;31.0
2505;R Culture, sports and recreation;2007 2nd quarter;37.0
2506;R Culture, sports and recreation;2007 3rd quarter;29.0
2507;R Culture, sports and recreation;2007 4th quarter;27.0
2508;R Culture, sports and recreation;2008 1st quarter;30.0
2509;R Culture, sports and recreation;2008 2nd quarter;33.0
2510;R Culture, sports and recreation;2008 3rd quarter;26.0
2511;R Culture, sports and recreation;2008 4th quarter;23.0
2512;R Culture, sports and recreation;2009 1st quarter;20.0
2513;R Culture, sports and recreation;2009 2nd quarter;20.0
2514;R Culture, sports and recreation;2009 3rd quarter;16.0
2515;R Culture, sports and recreation;2009 4th quarter;19.0
2516;R Culture, sports and recreation;2010 1st quarter;19.0
2517;R Culture, sports and recreation;2010 2nd quarter;17.0
2518;R Culture, sports and recreation;2010 3rd quarter;16.0
2519;R Culture, sports and recreation;2010 4th quarter;13.0
2520;R Culture, sports and recreation;2011 1st quarter;18.0
2521;R Culture, sports and recreation;2011 2nd quarter;18.0
2522;R Culture, sports and recreation;2011 3rd quarter;13.0
2523;R Culture, sports and recreation;2011 4th quarter;14.0
2524;R Culture, sports and recreation;2012 1st quarter;16.0
2525;R Culture, sports and recreation;2012 2nd quarter;14.0
2526;R Culture, sports and recreation;2012 3rd quarter;13.0
2527;R Culture, sports and recreation;2012 4th quarter;9.0
2528;R Culture, sports and recreation;2013 1st quarter;10.0
2529;R Culture, sports and recreation;2013 2nd quarter;8.0
2530;R Culture, sports and recreation;2013 3rd quarter;8.0
2531;R Culture, sports and recreation;2013 4th quarter;9.0
2532;R Culture, sports and recreation;2014 1st quarter;13.0
2533;R Culture, sports and recreation;2014 2nd quarter;11.0
2534;R Culture, sports and recreation;2014 3rd quarter;12.0
2535;R Culture, sports and recreation;2014 4th quarter;13.0
2536;R Culture, sports and recreation;2015 1st quarter;15.0
2537;R Culture, sports and recreation;2015 2nd quarter;15.0
2538;R Culture, sports and recreation;2015 3rd quarter;14.0
2539;R Culture, sports and recreation;2015 4th quarter;14.0
2540;R Culture, sports and recreation;2016 1st quarter;16.0
2541;R Culture, sports and recreation;2016 2nd quarter;15.0
2542;R Culture, sports and recreation;2016 3rd quarter;15.0
2543;R Culture, sports and recreation;2016 4th quarter;17.0
2544;R Culture, sports and recreation;2017 1st quarter;23.0
2545;R Culture, sports and recreation;2017 2nd quarter;21.0
2546;R Culture, sports and recreation;2017 3rd quarter;19.0
2547;R Culture, sports and recreation;2017 4th quarter;20.0
2548;R Culture, sports and recreation;2018 1st quarter;20.0
2549;R Culture, sports and recreation;2018 2nd quarter;25.0
2550;R Culture, sports and recreation;2018 3rd quarter;26.0
2551;R Culture, sports and recreation;2018 4th quarter;22.0
2552;R Culture, sports and recreation;2019 1st quarter;32.0
2553;R Culture, sports and recreation;2019 2nd quarter;28.0
2554;R Culture, sports and recreation;2019 3rd quarter;30.0
2555;R Culture, sports and recreation;2019 4th quarter;29.0
2556;R Culture, sports and recreation;2020 1st quarter;23.0
2557;R Culture, sports and recreation;2020 2nd quarter;17.0
2558;R Culture, sports and recreation;2020 3rd quarter;19.0
2559;R Culture, sports and recreation;2020 4th quarter;14.0
2560;R Culture, sports and recreation;2021 1st quarter;27.0
2561;R Culture, sports and recreation;2021 2nd quarter;43.0
2562;R Culture, sports and recreation;2021 3rd quarter;46.0
2563;R Culture, sports and recreation;2021 4th quarter;31.0
2564;R Culture, sports and recreation;2022 1st quarter;51.0
2565;R Culture, sports and recreation;2022 2nd quarter;46.0
2566;R Culture, sports and recreation;2022 3rd quarter;44.0
2567;R Culture, sports and recreation;2022 4th quarter;38.0
2568;R Culture, sports and recreation;2023 1st quarter;47.0
2569;R Culture, sports and recreation;2023 2nd quarter;44.0
2570;R Culture, sports and recreation;2023 3rd quarter;42.0
2571;R Culture, sports and recreation;2023 4th quarter;33.0
2572;R Culture, sports and recreation;2024 1st quarter;37.0
2573;R Culture, sports and recreation;2024 2nd quarter;39.0
2574;R Culture, sports and recreation;2024 3rd quarter;37.0
2575;R Culture, sports and recreation;2024 4th quarter;35.0
2576;S Other service activities;1997 1st quarter;
2577;S Other service activities;1997 2nd quarter;
2578;S Other service activities;1997 3rd quarter;
2579;S Other service activities;1997 4th quarter;
2580;S Other service activities;1998 1st quarter;
2581;S Other service activities;1998 2nd quarter;
2582;S Other service activities;1998 3rd quarter;
2583;S Other service activities;1998 4th quarter;
2584;S Other service activities;1999 1st quarter;
2585;S Other service activities;1999 2nd quarter;
2586;S Other service activities;1999 3rd quarter;
2587;S Other service activities;1999 4th quarter;
2588;S Other service activities;2000 1st quarter;
2589;S Other service activities;2000 2nd quarter;
2590;S Other service activities;2000 3rd quarter;
2591;S Other service activities;2000 4th quarter;
2592;S Other service activities;2001 1st quarter;34.0
2593;S Other service activities;2001 2nd quarter;38.0
2594;S Other service activities;2001 3rd quarter;28.0
2595;S Other service activities;2001 4th quarter;28.0
2596;S Other service activities;2002 1st quarter;34.0
2597;S Other service activities;2002 2nd quarter;28.0
2598;S Other service activities;2002 3rd quarter;20.0
2599;S Other service activities;2002 4th quarter;22.0
2600;S Other service activities;2003 1st quarter;24.0
2601;S Other service activities;2003 2nd quarter;25.0
2602;S Other service activities;2003 3rd quarter;17.0
2603;S Other service activities;2003 4th quarter;20.0
2604;S Other service activities;2004 1st quarter;26.0
2605;S Other service activities;2004 2nd quarter;30.0
2606;S Other service activities;2004 3rd quarter;22.0
2607;S Other service activities;2004 4th quarter;18.0
2608;S Other service activities;2005 1st quarter;28.0
2609;S Other service activities;2005 2nd quarter;23.0
2610;S Other service activities;2005 3rd quarter;23.0
2611;S Other service activities;2005 4th quarter;22.0
2612;S Other service activities;2006 1st quarter;28.0
2613;S Other service activities;2006 2nd quarter;35.0
2614;S Other service activities;2006 3rd quarter;32.0
2615;S Other service activities;2006 4th quarter;34.0
2616;S Other service activities;2007 1st quarter;33.0
2617;S Other service activities;2007 2nd quarter;38.0
2618;S Other service activities;2007 3rd quarter;32.0
2619;S Other service activities;2007 4th quarter;29.0
2620;S Other service activities;2008 1st quarter;36.0
2621;S Other service activities;2008 2nd quarter;41.0
2622;S Other service activities;2008 3rd quarter;34.0
2623;S Other service activities;2008 4th quarter;29.0
2624;S Other service activities;2009 1st quarter;26.0
2625;S Other service activities;2009 2nd quarter;23.0
2626;S Other service activities;2009 3rd quarter;21.0
2627;S Other service activities;2009 4th quarter;17.0
2628;S Other service activities;2010 1st quarter;21.0
2629;S Other service activities;2010 2nd quarter;23.0
2630;S Other service activities;2010 3rd quarter;20.0
2631;S Other service activities;2010 4th quarter;16.0
2632;S Other service activities;2011 1st quarter;21.0
2633;S Other service activities;2011 2nd quarter;27.0
2634;S Other service activities;2011 3rd quarter;22.0
2635;S Other service activities;2011 4th quarter;18.0
2636;S Other service activities;2012 1st quarter;21.0
2637;S Other service activities;2012 2nd quarter;23.0
2638;S Other service activities;2012 3rd quarter;18.0
2639;S Other service activities;2012 4th quarter;14.0
2640;S Other service activities;2013 1st quarter;15.0
2641;S Other service activities;2013 2nd quarter;18.0
2642;S Other service activities;2013 3rd quarter;14.0
2643;S Other service activities;2013 4th quarter;13.0
2644;S Other service activities;2014 1st quarter;14.0
2645;S Other service activities;2014 2nd quarter;21.0
2646;S Other service activities;2014 3rd quarter;20.0
2647;S Other service activities;2014 4th quarter;18.0
2648;S Other service activities;2015 1st quarter;19.0
2649;S Other service activities;2015 2nd quarter;17.0
2650;S Other service activities;2015 3rd quarter;17.0
2651;S Other service activities;2015 4th quarter;19.0
2652;S Other service activities;2016 1st quarter;22.0
2653;S Other service activities;2016 2nd quarter;23.0
2654;S Other service activities;2016 3rd quarter;21.0
2655;S Other service activities;2016 4th quarter;23.0
2656;S Other service activities;2017 1st quarter;23.0
2657;S Other service activities;2017 2nd quarter;28.0
2658;S Other service activities;2017 3rd quarter;33.0
2659;S Other service activities;2017 4th quarter;29.0
2660;S Other service activities;2018 1st quarter;29.0
2661;S Other service activities;2018 2nd quarter;32.0
2662;S Other service activities;2018 3rd quarter;30.0
2663;S Other service activities;2018 4th quarter;32.0
2664;S Other service activities;2019 1st quarter;29.0
2665;S Other service activities;2019 2nd quarter;29.0
2666;S Other service activities;2019 3rd quarter;32.0
2667;S Other service activities;2019 4th quarter;32.0
2668;S Other service activities;2020 1st quarter;20.0
2669;S Other service activities;2020 2nd quarter;18.0
2670;S Other service activities;2020 3rd quarter;23.0
2671;S Other service activities;2020 4th quarter;24.0
2672;S Other service activities;2021 1st quarter;28.0
2673;S Other service activities;2021 2nd quarter;37.0
2674;S Other service activities;2021 3rd quarter;45.0
2675;S Other service activities;2021 4th quarter;42.0
2676;S Other service activities;2022 1st quarter;47.0
2677;S Other service activities;2022 2nd quarter;57.0
2678;S Other service activities;2022 3rd quarter;51.0
2679;S Other service activities;2022 4th quarter;48.0
2680;S Other service activities;2023 1st quarter;57.0
2681;S Other service activities;2023 2nd quarter;55.0
2682;S Other service activities;2023 3rd quarter;56.0
2683;S Other service activities;2023 4th quarter;52.0
2684;S Other service activities;2024 1st quarter;52.0
2685;S Other service activities;2024 2nd quarter;54.0
2686;S Other service activities;2024 3rd quarter;51.0
2687;S Other service activities;2024 4th quarter;53.0
