ID;Geslacht;Leeftijd;WoonregioS;WerkregioS;Perioden;TotaalHoofdbanenVanWerknemers_1;HoofdbaanBinnenWoongemeente_2;HoofdbaanBuitenWoongemeente_3;HoofdbaanBinnenWoonCOROP_4;HoofdbaanBuitenWoonCOROP_5;HoofdbaanBinnenWoonprovincie_6;HoofdbaanBuitenWoonprovincie_7;GemiddeldeWoonwerkafstand_8
5570;Geslacht totaal;0;Gelderland (PV);Kop van Noord-Holland (CR);30 september 2004;0.5;;0.5;;0.5;;0.5;99.3
5571;Geslacht totaal;0;Gelderland (PV);Kop van Noord-Holland (CR);30 september 2005;0.6;;0.6;;0.6;;0.6;104.0
5572;Geslacht totaal;0;Gelderland (PV);Alkmaar en omgeving (CR);31 december 1998;0.2;;0.2;;0.2;;0.2;99.0
5573;Geslacht totaal;0;Gelderland (PV);Alkmaar en omgeving (CR);31 december 2000;0.4;;0.4;;0.4;;0.4;98.1
5574;Geslacht totaal;0;Gelderland (PV);Alkmaar en omgeving (CR);30 september 2004;0.3;;0.3;;0.3;;0.3;97.5
5575;Geslacht totaal;0;Gelderland (PV);Alkmaar en omgeving (CR);30 september 2005;0.5;;0.5;;0.5;;0.5;101.8
5576;Geslacht totaal;0;Gelderland (PV);IJmond (CR);31 december 1998;0.2;;0.2;;0.2;;0.2;92.5
5577;Geslacht totaal;0;Gelderland (PV);IJmond (CR);31 december 2000;0.8;;0.8;;0.8;;0.8;95.9
5578;Geslacht totaal;0;Gelderland (PV);IJmond (CR);30 september 2004;0.2;;0.2;;0.2;;0.2;95.4
5579;Geslacht totaal;0;Gelderland (PV);IJmond (CR);30 september 2005;0.2;;0.2;;0.2;;0.2;95.7
5580;Geslacht totaal;0;Gelderland (PV);Agglomeratie Haarlem (CR);31 december 1998;0.6;;0.6;;0.6;;0.6;93.8
5581;Geslacht totaal;0;Gelderland (PV);Agglomeratie Haarlem (CR);31 december 2000;0.7;;0.7;;0.7;;0.7;93.3
5582;Geslacht totaal;0;Gelderland (PV);Agglomeratie Haarlem (CR);30 september 2004;0.9;;0.9;;0.9;;0.9;91.7
5583;Geslacht totaal;0;Gelderland (PV);Agglomeratie Haarlem (CR);30 september 2005;0.7;;0.7;;0.7;;0.7;92.1
5584;Geslacht totaal;0;Gelderland (PV);Zaanstreek (CR);31 december 1998;0.5;;0.5;;0.5;;0.5;85.2
5585;Geslacht totaal;0;Gelderland (PV);Zaanstreek (CR);31 december 2000;0.5;;0.5;;0.5;;0.5;89.0
5586;Geslacht totaal;0;Gelderland (PV);Zaanstreek (CR);30 september 2004;0.6;;0.6;;0.6;;0.6;88.8
5587;Geslacht totaal;0;Gelderland (PV);Zaanstreek (CR);30 september 2005;0.5;;0.5;;0.5;;0.5;87.7
5588;Geslacht totaal;0;Gelderland (PV);Groot-Amsterdam (CR);31 december 1998;11.5;;11.5;;11.5;;11.5;74.3
5589;Geslacht totaal;0;Gelderland (PV);Groot-Amsterdam (CR);31 december 2000;13.7;;13.7;;13.7;;13.7;72.9
5590;Geslacht totaal;0;Gelderland (PV);Groot-Amsterdam (CR);30 september 2004;13.2;;13.2;;13.2;;13.2;75.1
5591;Geslacht totaal;0;Gelderland (PV);Groot-Amsterdam (CR);30 september 2005;13.5;;13.5;;13.5;;13.5;77.4
5592;Geslacht totaal;0;Gelderland (PV);Het Gooi en Vechtstreek (CR);31 december 1998;3.5;;3.5;;3.5;;3.5;46.2
5593;Geslacht totaal;0;Gelderland (PV);Het Gooi en Vechtstreek (CR);31 december 2000;3.6;;3.6;;3.6;;3.6;47.2
5594;Geslacht totaal;0;Gelderland (PV);Het Gooi en Vechtstreek (CR);30 september 2004;3.4;;3.4;;3.4;;3.4;45.1
5595;Geslacht totaal;0;Gelderland (PV);Het Gooi en Vechtstreek (CR);30 september 2005;3.3;;3.3;;3.3;;3.3;46.0
5596;Geslacht totaal;0;Gelderland (PV);Aggl. Leiden en Bollenstreek (CR);31 december 1998;0.8;;0.8;;0.8;;0.8;92.3
5597;Geslacht totaal;0;Gelderland (PV);Aggl. Leiden en Bollenstreek (CR);31 december 2000;1.2;;1.2;;1.2;;1.2;96.1
5598;Geslacht totaal;0;Gelderland (PV);Aggl. Leiden en Bollenstreek (CR);30 september 2004;1.1;;1.1;;1.1;;1.1;92.4
5599;Geslacht totaal;0;Gelderland (PV);Aggl. Leiden en Bollenstreek (CR);30 september 2005;0.8;;0.8;;0.8;;0.8;93.8
5600;Geslacht totaal;0;Gelderland (PV);Agglomeratie 's-Gravenhage (CR);31 december 1998;4.1;;4.1;;4.1;;4.1;100.6
5601;Geslacht totaal;0;Gelderland (PV);Agglomeratie 's-Gravenhage (CR);31 december 2000;5.6;;5.6;;5.6;;5.6;101.7
5602;Geslacht totaal;0;Gelderland (PV);Agglomeratie 's-Gravenhage (CR);30 september 2004;4.8;;4.8;;4.8;;4.8;102.9
5603;Geslacht totaal;0;Gelderland (PV);Agglomeratie 's-Gravenhage (CR);30 september 2005;4.8;;4.8;;4.8;;4.8;103.1
5604;Geslacht totaal;0;Gelderland (PV);Delft en Westland (CR);31 december 1998;0.5;;0.5;;0.5;;0.5;99.6
5605;Geslacht totaal;0;Gelderland (PV);Delft en Westland (CR);31 december 2000;0.7;;0.7;;0.7;;0.7;101.5
5606;Geslacht totaal;0;Gelderland (PV);Delft en Westland (CR);30 september 2004;0.7;;0.7;;0.7;;0.7;102.3
5607;Geslacht totaal;0;Gelderland (PV);Delft en Westland (CR);30 september 2005;0.6;;0.6;;0.6;;0.6;99.8
5608;Geslacht totaal;0;Gelderland (PV);Oost-Zuid-Holland (CR);31 december 1998;1.7;;1.7;;1.7;;1.7;74.5
5609;Geslacht totaal;0;Gelderland (PV);Oost-Zuid-Holland (CR);31 december 2000;1.8;;1.8;;1.8;;1.8;74.5
5610;Geslacht totaal;0;Gelderland (PV);Oost-Zuid-Holland (CR);30 september 2004;1.7;;1.7;;1.7;;1.7;72.1
5611;Geslacht totaal;0;Gelderland (PV);Oost-Zuid-Holland (CR);30 september 2005;1.8;;1.8;;1.8;;1.8;74.4
5612;Geslacht totaal;0;Gelderland (PV);Groot-Rijnmond (CR);31 december 1998;4.3;;4.3;;4.3;;4.3;89.2
5613;Geslacht totaal;0;Gelderland (PV);Groot-Rijnmond (CR);31 december 2000;4.3;;4.3;;4.3;;4.3;87.3
5614;Geslacht totaal;0;Gelderland (PV);Groot-Rijnmond (CR);30 september 2004;5.3;;5.3;;5.3;;5.3;91.9
5615;Geslacht totaal;0;Gelderland (PV);Groot-Rijnmond (CR);30 september 2005;5.6;;5.6;;5.6;;5.6;93.4
5616;Geslacht totaal;0;Gelderland (PV);Zuidoost-Zuid-Holland (CR);31 december 1998;7.0;;7.0;;7.0;;7.0;33.2
5617;Geslacht totaal;0;Gelderland (PV);Zuidoost-Zuid-Holland (CR);31 december 2000;7.1;;7.1;;7.1;;7.1;32.9
5618;Geslacht totaal;0;Gelderland (PV);Zuidoost-Zuid-Holland (CR);30 september 2004;6.5;;6.5;;6.5;;6.5;33.9
5619;Geslacht totaal;0;Gelderland (PV);Zuidoost-Zuid-Holland (CR);30 september 2005;6.4;;6.4;;6.4;;6.4;34.2
5620;Geslacht totaal;0;Gelderland (PV);Zeeuwsch-Vlaanderen (CR);31 december 1998;0.1;;0.1;;0.1;;0.1;162.9
5621;Geslacht totaal;0;Gelderland (PV);Zeeuwsch-Vlaanderen (CR);31 december 2000;0.1;;0.1;;0.1;;0.1;156.1
5622;Geslacht totaal;0;Gelderland (PV);Zeeuwsch-Vlaanderen (CR);30 september 2004;0.1;;0.1;;0.1;;0.1;160.3
5623;Geslacht totaal;0;Gelderland (PV);Zeeuwsch-Vlaanderen (CR);30 september 2005;0.1;;0.1;;0.1;;0.1;161.0
5624;Geslacht totaal;0;Gelderland (PV);Overig Zeeland (CR);31 december 1998;0.3;;0.3;;0.3;;0.3;143.4
5625;Geslacht totaal;0;Gelderland (PV);Overig Zeeland (CR);31 december 2000;0.2;;0.2;;0.2;;0.2;147.8
5626;Geslacht totaal;0;Gelderland (PV);Overig Zeeland (CR);30 september 2004;0.4;;0.4;;0.4;;0.4;148.7
5627;Geslacht totaal;0;Gelderland (PV);Overig Zeeland (CR);30 september 2005;0.3;;0.3;;0.3;;0.3;148.4
5628;Geslacht totaal;0;Gelderland (PV);West-Noord-Brabant (CR);31 december 1998;2.5;;2.5;;2.5;;2.5;82.8
5629;Geslacht totaal;0;Gelderland (PV);West-Noord-Brabant (CR);31 december 2000;2.3;;2.3;;2.3;;2.3;86.6
5630;Geslacht totaal;0;Gelderland (PV);West-Noord-Brabant (CR);30 september 2004;2.3;;2.3;;2.3;;2.3;78.2
5631;Geslacht totaal;0;Gelderland (PV);West-Noord-Brabant (CR);30 september 2005;2.4;;2.4;;2.4;;2.4;80.1
5632;Geslacht totaal;0;Gelderland (PV);Midden-Noord-Brabant (CR);31 december 1998;3.4;;3.4;;3.4;;3.4;48.2
5633;Geslacht totaal;0;Gelderland (PV);Midden-Noord-Brabant (CR);31 december 2000;3.5;;3.5;;3.5;;3.5;50.2
5634;Geslacht totaal;0;Gelderland (PV);Midden-Noord-Brabant (CR);30 september 2004;3.8;;3.8;;3.8;;3.8;50.3
5635;Geslacht totaal;0;Gelderland (PV);Midden-Noord-Brabant (CR);30 september 2005;4.4;;4.4;;4.4;;4.4;52.9
5636;Geslacht totaal;0;Gelderland (PV);Noordoost-Noord-Brabant (CR);31 december 1998;15.8;;15.8;;15.8;;15.8;26.4
5637;Geslacht totaal;0;Gelderland (PV);Noordoost-Noord-Brabant (CR);31 december 2000;17.6;;17.6;;17.6;;17.6;26.2
5638;Geslacht totaal;0;Gelderland (PV);Noordoost-Noord-Brabant (CR);30 september 2004;18.7;;18.7;;18.7;;18.7;26.0
5639;Geslacht totaal;0;Gelderland (PV);Noordoost-Noord-Brabant (CR);30 september 2005;19.3;;19.3;;19.3;;19.3;26.8
5640;Geslacht totaal;0;Gelderland (PV);Zuidoost-Noord-Brabant (CR);31 december 1998;3.8;;3.8;;3.8;;3.8;59.6
5641;Geslacht totaal;0;Gelderland (PV);Zuidoost-Noord-Brabant (CR);31 december 2000;4.0;;4.0;;4.0;;4.0;60.0
5642;Geslacht totaal;0;Gelderland (PV);Zuidoost-Noord-Brabant (CR);30 september 2004;4.9;;4.9;;4.9;;4.9;57.9
5643;Geslacht totaal;0;Gelderland (PV);Zuidoost-Noord-Brabant (CR);30 september 2005;4.9;;4.9;;4.9;;4.9;59.0
5644;Geslacht totaal;0;Gelderland (PV);Noord-Limburg (CR);31 december 1998;3.4;;3.4;;3.4;;3.4;37.7
5645;Geslacht totaal;0;Gelderland (PV);Noord-Limburg (CR);31 december 2000;3.2;;3.2;;3.2;;3.2;38.8
5646;Geslacht totaal;0;Gelderland (PV);Noord-Limburg (CR);30 september 2004;3.8;;3.8;;3.8;;3.8;40.2
5647;Geslacht totaal;0;Gelderland (PV);Noord-Limburg (CR);30 september 2005;3.6;;3.6;;3.6;;3.6;42.4
5648;Geslacht totaal;0;Gelderland (PV);Midden-Limburg (CR);31 december 1998;0.5;;0.5;;0.5;;0.5;83.8
5649;Geslacht totaal;0;Gelderland (PV);Midden-Limburg (CR);31 december 2000;0.7;;0.7;;0.7;;0.7;84.0
5650;Geslacht totaal;0;Gelderland (PV);Midden-Limburg (CR);30 september 2004;0.7;;0.7;;0.7;;0.7;86.0
5651;Geslacht totaal;0;Gelderland (PV);Midden-Limburg (CR);30 september 2005;0.6;;0.6;;0.6;;0.6;86.6
5652;Geslacht totaal;0;Gelderland (PV);Zuid-Limburg (CR);31 december 1998;1.1;;1.1;;1.1;;1.1;121.0
5653;Geslacht totaal;0;Gelderland (PV);Zuid-Limburg (CR);31 december 2000;1.1;;1.1;;1.1;;1.1;120.8
5654;Geslacht totaal;0;Gelderland (PV);Zuid-Limburg (CR);30 september 2004;1.1;;1.1;;1.1;;1.1;120.5
5655;Geslacht totaal;0;Gelderland (PV);Zuid-Limburg (CR);30 september 2005;1.1;;1.1;;1.1;;1.1;121.2
5656;Geslacht totaal;0;Gelderland (PV);Flevoland (CR);31 december 1998;4.0;;4.0;;4.0;;4.0;36.7
5657;Geslacht totaal;0;Gelderland (PV);Flevoland (CR);31 december 2000;4.8;;4.8;;4.8;;4.8;39.3
5658;Geslacht totaal;0;Gelderland (PV);Flevoland (CR);30 september 2004;5.9;;5.9;;5.9;;5.9;39.7
5659;Geslacht totaal;0;Gelderland (PV);Flevoland (CR);30 september 2005;7.0;;7.0;;7.0;;7.0;42.5
5660;Geslacht totaal;0;Gelderland (PV);Almere;31 december 1998;1.2;;1.2;;1.2;;1.2;46.6
5661;Geslacht totaal;0;Gelderland (PV);Almere;31 december 2000;1.7;;1.7;;1.7;;1.7;50.5
5662;Geslacht totaal;0;Gelderland (PV);Almere;30 september 2004;1.6;;1.6;;1.6;;1.6;50.2
5663;Geslacht totaal;0;Gelderland (PV);Almere;30 september 2005;2.3;;2.3;;2.3;;2.3;55.7
5664;Geslacht totaal;0;Gelderland (PV);Amersfoort (GM);31 december 1998;9.8;;9.8;;9.8;;9.8;23.1
5665;Geslacht totaal;0;Gelderland (PV);Amersfoort (GM);31 december 2000;10.7;;10.7;;10.7;;10.7;24.5
5666;Geslacht totaal;0;Gelderland (PV);Amersfoort (GM);30 september 2004;10.5;;10.5;;10.5;;10.5;24.0
5667;Geslacht totaal;0;Gelderland (PV);Amersfoort (GM);30 september 2005;10.7;;10.7;;10.7;;10.7;25.1
5668;Geslacht totaal;0;Gelderland (PV);Amsterdam (GM);31 december 1998;7.4;;7.4;;7.4;;7.4;73.1
5669;Geslacht totaal;0;Gelderland (PV);Amsterdam (GM);31 december 2000;8.9;;8.9;;8.9;;8.9;72.0
5670;Geslacht totaal;0;Gelderland (PV);Amsterdam (GM);30 september 2004;8.3;;8.3;;8.3;;8.3;73.8
5671;Geslacht totaal;0;Gelderland (PV);Amsterdam (GM);30 september 2005;8.3;;8.3;;8.3;;8.3;75.1
5672;Geslacht totaal;0;Gelderland (PV);Apeldoorn (GM);31 december 1998;65.6;46.9;18.8;56.6;9.1;65.6;;6.5
5673;Geslacht totaal;0;Gelderland (PV);Apeldoorn (GM);31 december 2000;64.0;45.5;18.5;55.3;8.7;64.0;;6.5
5674;Geslacht totaal;0;Gelderland (PV);Apeldoorn (GM);30 september 2004;66.5;46.8;19.7;56.9;9.6;66.5;;6.6
5675;Geslacht totaal;0;Gelderland (PV);Apeldoorn (GM);30 september 2005;66.5;47.1;19.5;57.2;9.4;66.5;;6.6
5676;Geslacht totaal;0;Gelderland (PV);Arnhem (GM);31 december 1998;76.6;33.6;43.0;66.4;10.2;76.6;;8.8
5677;Geslacht totaal;0;Gelderland (PV);Arnhem (GM);31 december 2000;78.7;33.9;44.8;68.0;10.8;78.7;;9.0
5678;Geslacht totaal;0;Gelderland (PV);Arnhem (GM);30 september 2004;78.0;33.8;44.1;67.0;11.0;78.0;;9.0
5679;Geslacht totaal;0;Gelderland (PV);Arnhem (GM);30 september 2005;78.0;34.2;43.8;66.1;12.0;78.0;;9.2
5680;Geslacht totaal;0;Gelderland (PV);Breda (GM);31 december 1998;1.1;;1.1;;1.1;;1.1;81.3
5681;Geslacht totaal;0;Gelderland (PV);Breda (GM);31 december 2000;1.1;;1.1;;1.1;;1.1;84.2
5682;Geslacht totaal;0;Gelderland (PV);Breda (GM);30 september 2004;1.0;;1.0;;1.0;;1.0;76.7
5683;Geslacht totaal;0;Gelderland (PV);Breda (GM);30 september 2005;1.0;;1.0;;1.0;;1.0;79.2
5684;Geslacht totaal;0;Gelderland (PV);Dordrecht (GM);31 december 1998;0.7;;0.7;;0.7;;0.7;74.0
5685;Geslacht totaal;0;Gelderland (PV);Dordrecht (GM);31 december 2000;0.6;;0.6;;0.6;;0.6;69.3
5686;Geslacht totaal;0;Gelderland (PV);Dordrecht (GM);30 september 2004;0.8;;0.8;;0.8;;0.8;68.9
5687;Geslacht totaal;0;Gelderland (PV);Dordrecht (GM);30 september 2005;0.8;;0.8;;0.8;;0.8;68.7
5688;Geslacht totaal;0;Gelderland (PV);Ede;31 december 1998;33.2;22.9;10.3;27.5;5.7;33.2;;5.6
5689;Geslacht totaal;0;Gelderland (PV);Ede;31 december 2000;33.3;23.0;10.2;27.9;5.4;33.3;;5.6
5690;Geslacht totaal;0;Gelderland (PV);Ede;30 september 2004;34.4;24.0;10.4;28.8;5.6;34.4;;5.6
5691;Geslacht totaal;0;Gelderland (PV);Ede;30 september 2005;35.1;24.4;10.6;29.2;5.8;35.1;;5.8
5692;Geslacht totaal;0;Gelderland (PV);Eindhoven (GM);31 december 1998;2.1;;2.1;;2.1;;2.1;60.2
5693;Geslacht totaal;0;Gelderland (PV);Eindhoven (GM);31 december 2000;2.1;;2.1;;2.1;;2.1;60.4
5694;Geslacht totaal;0;Gelderland (PV);Eindhoven (GM);30 september 2004;2.3;;2.3;;2.3;;2.3;58.9
5695;Geslacht totaal;0;Gelderland (PV);Eindhoven (GM);30 september 2005;2.4;;2.4;;2.4;;2.4;59.6
5696;Geslacht totaal;0;Gelderland (PV);Emmen;31 december 1998;0.3;;0.3;;0.3;;0.3;104.7
5697;Geslacht totaal;0;Gelderland (PV);Emmen;31 december 2000;0.2;;0.2;;0.2;;0.2;105.0
5698;Geslacht totaal;0;Gelderland (PV);Emmen;30 september 2004;0.2;;0.2;;0.2;;0.2;104.6
5699;Geslacht totaal;0;Gelderland (PV);Emmen;30 september 2005;0.3;;0.3;;0.3;;0.3;105.2
5700;Geslacht totaal;0;Gelderland (PV);Enschede (GM);31 december 1998;2.9;;2.9;;2.9;;2.9;43.6
5701;Geslacht totaal;0;Gelderland (PV);Enschede (GM);31 december 2000;2.6;;2.6;;2.6;;2.6;40.1
5702;Geslacht totaal;0;Gelderland (PV);Enschede (GM);30 september 2004;3.6;;3.6;;3.6;;3.6;40.5
5703;Geslacht totaal;0;Gelderland (PV);Enschede (GM);30 september 2005;3.2;;3.2;;3.2;;3.2;42.3
5704;Geslacht totaal;0;Gelderland (PV);'s-Gravenhage (GM);31 december 1998;2.3;;2.3;;2.3;;2.3;105.9
5705;Geslacht totaal;0;Gelderland (PV);'s-Gravenhage (GM);31 december 2000;3.5;;3.5;;3.5;;3.5;105.7
5706;Geslacht totaal;0;Gelderland (PV);'s-Gravenhage (GM);30 september 2004;2.9;;2.9;;2.9;;2.9;107.7
5707;Geslacht totaal;0;Gelderland (PV);'s-Gravenhage (GM);30 september 2005;2.8;;2.8;;2.8;;2.8;108.9
5708;Geslacht totaal;0;Gelderland (PV);Groningen (GM);31 december 1998;0.6;;0.6;;0.6;;0.6;135.0
5709;Geslacht totaal;0;Gelderland (PV);Groningen (GM);31 december 2000;0.6;;0.6;;0.6;;0.6;132.0
5710;Geslacht totaal;0;Gelderland (PV);Groningen (GM);30 september 2004;0.8;;0.8;;0.8;;0.8;139.1
5711;Geslacht totaal;0;Gelderland (PV);Groningen (GM);30 september 2005;0.7;;0.7;;0.7;;0.7;136.9
5712;Geslacht totaal;0;Gelderland (PV);Haarlem (GM);31 december 1998;0.5;;0.5;;0.5;;0.5;93.1
5713;Geslacht totaal;0;Gelderland (PV);Haarlem (GM);31 december 2000;0.5;;0.5;;0.5;;0.5;93.6
5714;Geslacht totaal;0;Gelderland (PV);Haarlem (GM);30 september 2004;0.7;;0.7;;0.7;;0.7;92.7
5715;Geslacht totaal;0;Gelderland (PV);Haarlem (GM);30 september 2005;0.6;;0.6;;0.6;;0.6;93.5
5716;Geslacht totaal;0;Gelderland (PV);Haarlemmermeer;31 december 1998;1.9;;1.9;;1.9;;1.9;82.2
5717;Geslacht totaal;0;Gelderland (PV);Haarlemmermeer;31 december 2000;1.6;;1.6;;1.6;;1.6;81.9
5718;Geslacht totaal;0;Gelderland (PV);Haarlemmermeer;30 september 2004;2.5;;2.5;;2.5;;2.5;82.1
5719;Geslacht totaal;0;Gelderland (PV);Haarlemmermeer;30 september 2005;2.6;;2.6;;2.6;;2.6;84.3
5720;Geslacht totaal;0;Gelderland (PV);'s-Hertogenbosch (GM);31 december 1998;6.2;;6.2;;6.2;;6.2;26.8
5721;Geslacht totaal;0;Gelderland (PV);'s-Hertogenbosch (GM);31 december 2000;7.4;;7.4;;7.4;;7.4;26.7
5722;Geslacht totaal;0;Gelderland (PV);'s-Hertogenbosch (GM);30 september 2004;7.5;;7.5;;7.5;;7.5;26.4
5723;Geslacht totaal;0;Gelderland (PV);'s-Hertogenbosch (GM);30 september 2005;7.9;;7.9;;7.9;;7.9;27.8
5724;Geslacht totaal;0;Gelderland (PV);Leiden (GM);31 december 1998;0.3;;0.3;;0.3;;0.3;92.8
5725;Geslacht totaal;0;Gelderland (PV);Leiden (GM);31 december 2000;0.3;;0.3;;0.3;;0.3;92.6
5726;Geslacht totaal;0;Gelderland (PV);Leiden (GM);30 september 2004;0.4;;0.4;;0.4;;0.4;94.4
5727;Geslacht totaal;0;Gelderland (PV);Leiden (GM);30 september 2005;0.3;;0.3;;0.3;;0.3;93.6
5728;Geslacht totaal;0;Gelderland (PV);Maastricht (GM);31 december 1998;0.4;;0.4;;0.4;;0.4;129.2
5729;Geslacht totaal;0;Gelderland (PV);Maastricht (GM);31 december 2000;0.4;;0.4;;0.4;;0.4;124.1
5730;Geslacht totaal;0;Gelderland (PV);Maastricht (GM);30 september 2004;0.4;;0.4;;0.4;;0.4;122.9
5731;Geslacht totaal;0;Gelderland (PV);Maastricht (GM);30 september 2005;0.4;;0.4;;0.4;;0.4;122.4
5732;Geslacht totaal;0;Gelderland (PV);Nijmegen (GM);31 december 1998;68.1;38.3;29.8;65.9;2.3;68.1;;5.2
5733;Geslacht totaal;0;Gelderland (PV);Nijmegen (GM);31 december 2000;70.2;39.3;31.0;67.6;2.6;70.2;;5.4
5734;Geslacht totaal;0;Gelderland (PV);Nijmegen (GM);30 september 2004;73.2;41.2;32.0;70.4;2.9;73.2;;5.3
5735;Geslacht totaal;0;Gelderland (PV);Nijmegen (GM);30 september 2005;73.8;41.5;32.3;70.7;3.1;73.8;;5.6
5736;Geslacht totaal;0;Gelderland (PV);Rotterdam (GM);31 december 1998;2.5;;2.5;;2.5;;2.5;87.3
5737;Geslacht totaal;0;Gelderland (PV);Rotterdam (GM);31 december 2000;2.5;;2.5;;2.5;;2.5;87.2
5738;Geslacht totaal;0;Gelderland (PV);Rotterdam (GM);30 september 2004;3.1;;3.1;;3.1;;3.1;94.6
5739;Geslacht totaal;0;Gelderland (PV);Rotterdam (GM);30 september 2005;3.3;;3.3;;3.3;;3.3;95.1
5740;Geslacht totaal;0;Gelderland (PV);Tilburg (GM);31 december 1998;1.7;;1.7;;1.7;;1.7;55.0
5741;Geslacht totaal;0;Gelderland (PV);Tilburg (GM);31 december 2000;1.9;;1.9;;1.9;;1.9;58.6
5742;Geslacht totaal;0;Gelderland (PV);Tilburg (GM);30 september 2004;1.9;;1.9;;1.9;;1.9;59.8
5743;Geslacht totaal;0;Gelderland (PV);Tilburg (GM);30 september 2005;2.3;;2.3;;2.3;;2.3;62.5
5744;Geslacht totaal;0;Gelderland (PV);Utrecht (GM);31 december 1998;15.9;;15.9;;15.9;;15.9;43.1
5745;Geslacht totaal;0;Gelderland (PV);Utrecht (GM);31 december 2000;16.6;;16.6;;16.6;;16.6;43.8
5746;Geslacht totaal;0;Gelderland (PV);Utrecht (GM);30 september 2004;16.5;;16.5;;16.5;;16.5;46.2
5747;Geslacht totaal;0;Gelderland (PV);Utrecht (GM);30 september 2005;16.7;;16.7;;16.7;;16.7;46.4
5748;Geslacht totaal;0;Gelderland (PV);Zaanstad;31 december 1998;0.4;;0.4;;0.4;;0.4;85.3
5749;Geslacht totaal;0;Gelderland (PV);Zaanstad;31 december 2000;0.5;;0.5;;0.5;;0.5;89.0
5750;Geslacht totaal;0;Gelderland (PV);Zaanstad;30 september 2004;0.5;;0.5;;0.5;;0.5;88.8
5751;Geslacht totaal;0;Gelderland (PV);Zaanstad;30 september 2005;0.5;;0.5;;0.5;;0.5;87.4
5752;Geslacht totaal;0;Gelderland (PV);Zoetermeer;31 december 1998;0.9;;0.9;;0.9;;0.9;90.9
5753;Geslacht totaal;0;Gelderland (PV);Zoetermeer;31 december 2000;1.1;;1.1;;1.1;;1.1;91.7
5754;Geslacht totaal;0;Gelderland (PV);Zoetermeer;30 september 2004;0.9;;0.9;;0.9;;0.9;91.3
5755;Geslacht totaal;0;Gelderland (PV);Zoetermeer;30 september 2005;1.0;;1.0;;1.0;;1.0;92.1
5756;Geslacht totaal;0;Gelderland (PV);Zwolle (GM);31 december 1998;8.1;;8.1;;8.1;;8.1;25.4
5757;Geslacht totaal;0;Gelderland (PV);Zwolle (GM);31 december 2000;8.4;;8.4;;8.4;;8.4;24.7
5758;Geslacht totaal;0;Gelderland (PV);Zwolle (GM);30 september 2004;10.4;;10.4;;10.4;;10.4;30.1
5759;Geslacht totaal;0;Gelderland (PV);Zwolle (GM);30 september 2005;10.7;;10.7;;10.7;;10.7;30.5
5760;Geslacht totaal;0;Utrecht (PV);Nederland totaal;31 december 1998;492.5;194.1;298.4;371.1;121.4;371.1;121.4;13.1
5761;Geslacht totaal;0;Utrecht (PV);Nederland totaal;31 december 2000;494.0;189.7;304.3;367.1;126.9;367.1;126.9;13.4
5762;Geslacht totaal;0;Utrecht (PV);Nederland totaal;30 september 2004;531.1;216.1;315.0;394.2;136.9;394.2;136.9;13.3
5763;Geslacht totaal;0;Utrecht (PV);Nederland totaal;30 september 2005;535.3;218.3;317.0;396.3;139.0;396.3;139.0;13.7
5764;Geslacht totaal;0;Utrecht (PV);Provincie onbekend;31 december 1998;0.0;;;;;;;0.0
5765;Geslacht totaal;0;Utrecht (PV);Provincie onbekend;31 december 2000;0.0;;;;;;;0.0
5766;Geslacht totaal;0;Utrecht (PV);Provincie onbekend;30 september 2004;3.0;;3.0;;3.0;;3.0;0.0
5767;Geslacht totaal;0;Utrecht (PV);Provincie onbekend;30 september 2005;3.1;;3.1;;3.1;;3.1;0.0
5768;Geslacht totaal;0;Utrecht (PV);Groningen (PV);31 december 1998;0.6;;0.6;;0.6;;0.6;155.2
5769;Geslacht totaal;0;Utrecht (PV);Groningen (PV);31 december 2000;0.6;;0.6;;0.6;;0.6;157.3
5770;Geslacht totaal;0;Utrecht (PV);Groningen (PV);30 september 2004;0.5;;0.5;;0.5;;0.5;158.7
5771;Geslacht totaal;0;Utrecht (PV);Groningen (PV);30 september 2005;0.6;;0.6;;0.6;;0.6;159.1
5772;Geslacht totaal;0;Utrecht (PV);Friesland (PV);31 december 1998;0.8;;0.8;;0.8;;0.8;119.8
5773;Geslacht totaal;0;Utrecht (PV);Friesland (PV);31 december 2000;0.7;;0.7;;0.7;;0.7;120.7
5774;Geslacht totaal;0;Utrecht (PV);Friesland (PV);30 september 2004;0.6;;0.6;;0.6;;0.6;124.3
5775;Geslacht totaal;0;Utrecht (PV);Friesland (PV);30 september 2005;0.7;;0.7;;0.7;;0.7;125.5
5776;Geslacht totaal;0;Utrecht (PV);Drenthe (PV);31 december 1998;0.4;;0.4;;0.4;;0.4;122.3
5777;Geslacht totaal;0;Utrecht (PV);Drenthe (PV);31 december 2000;0.4;;0.4;;0.4;;0.4;122.1
5778;Geslacht totaal;0;Utrecht (PV);Drenthe (PV);30 september 2004;0.5;;0.5;;0.5;;0.5;121.8
5779;Geslacht totaal;0;Utrecht (PV);Drenthe (PV);30 september 2005;0.4;;0.4;;0.4;;0.4;121.8
5780;Geslacht totaal;0;Utrecht (PV);Overijssel (PV);31 december 1998;2.5;;2.5;;2.5;;2.5;82.9
5781;Geslacht totaal;0;Utrecht (PV);Overijssel (PV);31 december 2000;2.5;;2.5;;2.5;;2.5;84.3
