ID;Geslacht;Leeftijd;Perioden;TotaalZelfdoding_1;Ongehuwd_2;Gehuwd_3;Verweduwd_4;Gescheiden_5;OphangenVerwurgen_6;MedicijnenEnOfAlcohol_7;VoorTreinOfMetro_8;Verdrinken_9;SpringenVanHoogte_10;OverigeWijzeVanZelfdoding_11;OnbekendeWijzeVanZelfdoding_12;PsychischeStoornissen_13;FysiekeStoornissen_14;HuiselijkeOmstandigheden_15;OverigMotiefVanZelfdoding_16;OnbekendMotiefVanZelfdoding_17;TotaalZelfdoding_18;Ongehuwd_19;Gehuwd_20;Verweduwd_21;Gescheiden_22
154;Totaal mannen en vrouwen;20 tot 30 jaar;1956;47;32;14;0;1;20;2;;5;2;15;3;0;0;0;0;47;3.0;3.6;2.1;0.0;18.4
155;Totaal mannen en vrouwen;20 tot 30 jaar;1957;49;32;14;0;3;16;2;;7;1;18;5;14;3;3;4;25;3.1;3.7;2.0;0.0;55.8
156;Totaal mannen en vrouwen;20 tot 30 jaar;1958;56;40;13;0;3;12;2;;14;1;19;8;0;0;0;0;56;3.6;4.7;1.8;0.0;56.6
157;Totaal mannen en vrouwen;20 tot 30 jaar;1959;45;35;9;0;1;9;4;;7;2;19;4;0;0;0;0;45;2.9;4.2;1.2;0.0;18.7
158;Totaal mannen en vrouwen;20 tot 30 jaar;1960;53;39;14;0;0;13;7;;8;2;17;6;0;0;0;0;53;3.4;4.7;1.9;0.0;0.0
159;Totaal mannen en vrouwen;20 tot 30 jaar;1961;67;51;15;0;1;12;5;;13;5;25;7;0;0;0;0;67;4.2;6.1;2.0;0.0;18.4
160;Totaal mannen en vrouwen;20 tot 30 jaar;1962;58;40;17;0;1;16;9;;7;1;19;6;24;4;4;5;21;3.6;4.8;2.2;0.0;17.2
161;Totaal mannen en vrouwen;20 tot 30 jaar;1963;57;38;13;0;6;14;14;;3;3;20;3;0;0;0;0;57;3.5;4.6;1.6;0.0;98.1
162;Totaal mannen en vrouwen;20 tot 30 jaar;1964;76;57;19;0;0;25;13;;8;2;22;6;0;0;0;0;76;4.5;6.8;2.3;0.0;0.0
163;Totaal mannen en vrouwen;20 tot 30 jaar;1965;77;61;15;0;1;19;17;;8;1;18;14;32;3;1;3;38;4.5;7.3;1.7;0.0;14.1
164;Totaal mannen en vrouwen;20 tot 30 jaar;1966;74;55;17;0;2;15;14;;8;2;23;12;0;0;0;0;74;4.1;6.5;1.8;0.0;25.8
165;Totaal mannen en vrouwen;20 tot 30 jaar;1967;82;63;18;0;1;13;18;;12;10;14;15;42;4;5;3;28;4.3;7.1;1.8;0.0;11.6
166;Totaal mannen en vrouwen;20 tot 30 jaar;1968;86;66;18;0;2;20;19;;8;5;23;11;0;0;0;0;86;4.4;7.3;1.7;0.0;20.5
167;Totaal mannen en vrouwen;20 tot 30 jaar;1969;84;56;27;0;1;17;32;;7;10;18;0;36;3;3;5;37;4.1;6.2;2.4;0.0;8.9
168;Totaal mannen en vrouwen;20 tot 30 jaar;1970;121;85;31;1;4;30;45;;14;11;21;0;63;5;9;5;39;5.8;9.4;2.6;55.1;32.5
169;Totaal mannen en vrouwen;20 tot 30 jaar;1971;125;94;27;0;4;27;46;;14;10;28;0;72;2;7;4;40;5.8;10.5;2.2;0.0;29.4
170;Totaal mannen en vrouwen;20 tot 30 jaar;1972;139;103;30;0;6;30;47;;13;12;37;0;76;4;10;4;45;6.3;11.6;2.3;0.0;38.0
171;Totaal mannen en vrouwen;20 tot 30 jaar;1973;160;120;32;0;8;33;47;;12;26;41;1;89;0;7;8;56;7.1;13.5;2.4;0.0;42.2
172;Totaal mannen en vrouwen;20 tot 30 jaar;1974;165;120;37;0;8;42;54;;6;27;36;0;95;1;7;8;54;7.2;13.3;2.7;0.0;35.3
173;Totaal mannen en vrouwen;20 tot 30 jaar;1975;184;138;36;0;10;56;42;;12;23;51;0;72;6;12;6;88;7.9;14.8;2.6;0.0;36.8
174;Totaal mannen en vrouwen;20 tot 30 jaar;1976;195;140;42;1;12;64;46;;12;19;53;1;90;1;5;6;93;8.3;14.5;3.1;42.3;38.3
175;Totaal mannen en vrouwen;20 tot 30 jaar;1977;205;138;59;0;8;73;49;;12;23;48;0;109;5;8;5;78;8.8;13.8;4.6;0.0;23.7
176;Totaal mannen en vrouwen;20 tot 30 jaar;1978;218;166;40;0;12;69;44;;9;32;64;0;96;8;11;13;90;9.4;15.9;3.2;0.0;33.7
177;Totaal mannen en vrouwen;20 tot 30 jaar;1979;204;143;48;0;13;65;28;27.0;14;28;41;1;92;5;12;12;83;8.8;13.0;4.1;0.0;34.4
178;Totaal mannen en vrouwen;20 tot 30 jaar;1980;253;189;47;2;15;78;49;35.0;11;49;31;0;120;1;9;15;108;10.8;16.2;4.1;98.8;37.6
179;Totaal mannen en vrouwen;20 tot 30 jaar;1981;217;155;48;0;14;72;33;43.0;8;26;35;0;104;7;19;7;80;9.1;12.6;4.3;0.0;33.0
180;Totaal mannen en vrouwen;20 tot 30 jaar;1982;226;167;48;2;9;77;29;36.0;10;39;35;0;128;2;13;4;79;9.4;12.9;4.5;108.9;20.5
181;Totaal mannen en vrouwen;20 tot 30 jaar;1983;265;187;65;0;13;85;41;47.0;11;40;41;0;124;1;25;19;96;10.9;13.8;6.4;0.0;28.9
182;Totaal mannen en vrouwen;20 tot 30 jaar;1984;274;217;42;0;15;105;37;42.0;10;45;35;0;118;1;37;18;100;11.2;15.1;4.3;0.0;32.4
183;Totaal mannen en vrouwen;20 tot 30 jaar;1985;285;240;30;2;13;96;42;52.0;11;38;46;0;101;5;42;15;122;11.5;15.9;3.2;121.7;27.9
184;Totaal mannen en vrouwen;20 tot 30 jaar;1986;262;213;32;1;16;87;33;56.0;3;35;48;0;102;5;34;9;112;10.5;13.6;3.6;65.9;35.6
185;Totaal mannen en vrouwen;20 tot 30 jaar;1987;265;219;33;0;13;94;36;48.0;8;38;41;0;83;1;31;19;131;10.5;13.5;3.9;0.0;30.9
186;Totaal mannen en vrouwen;20 tot 30 jaar;1988;247;209;31;1;6;87;25;55.0;9;42;28;1;99;6;29;7;106;9.7;12.5;3.8;72.5;15.1
187;Totaal mannen en vrouwen;20 tot 30 jaar;1989;256;228;21;0;7;86;21;64.0;9;41;35;0;139;1;33;18;65;10.0;13.3;2.6;0.0;18.6
188;Totaal mannen en vrouwen;20 tot 30 jaar;1990;214;182;29;0;3;85;13;43.0;6;35;32;0;109;4;37;12;52;8.3;10.4;3.7;0.0;8.4
189;Totaal mannen en vrouwen;20 tot 30 jaar;1991;255;234;11;2;8;87;29;44.0;10;39;46;0;125;7;37;15;71;9.9;13.1;1.5;182.6;23.1
190;Totaal mannen en vrouwen;20 tot 30 jaar;1992;245;205;32;0;8;97;19;55.0;4;29;41;0;125;3;24;19;74;9.6;11.3;4.5;0.0;23.4
191;Totaal mannen en vrouwen;20 tot 30 jaar;1993;258;227;24;1;6;110;30;47.0;10;24;37;0;147;5;39;19;48;10.2;12.5;3.5;82.6;17.6
192;Totaal mannen en vrouwen;20 tot 30 jaar;1994;228;199;25;0;4;84;26;56.0;9;22;31;0;124;2;29;17;56;9.2;11.0;3.9;0.0;11.8
193;Totaal mannen en vrouwen;20 tot 30 jaar;1995;234;208;13;1;12;94;28;52.0;5;27;28;0;102;8;25;24;75;9.7;11.6;2.2;102.7;35.8
194;Totaal mannen en vrouwen;20 tot 30 jaar;1996;232;204;19;0;9;95;30;42.0;9;26;27;3;99;7;17;26;83;9.9;11.5;3.5;0.0;27.2
195;Totaal mannen en vrouwen;20 tot 30 jaar;1997;252;225;19;0;8;109;29;50.0;7;25;28;4;108;9;29;21;85;11.0;12.8;3.8;0.0;25.2
196;Totaal mannen en vrouwen;20 tot 30 jaar;1998;202;173;18;0;11;90;23;43.0;3;23;18;2;100;4;26;26;46;9.1;10.0;3.9;0.0;37.1
197;Totaal mannen en vrouwen;20 tot 30 jaar;1999;198;176;18;2;2;85;19;38.0;8;23;25;0;96;5;32;13;52;9.1;10.3;4.1;271.9;7.4
198;Totaal mannen en vrouwen;20 tot 30 jaar;2000;154;138;12;0;4;67;16;26.0;5;23;16;1;69;1;19;21;44;7.3;8.2;3.0;0.0;16.4
199;Totaal mannen en vrouwen;20 tot 30 jaar;2001;160;147;8;0;5;47;21;36.0;9;24;23;0;59;5;10;21;65;7.8;8.8;2.1;0.0;22.4
200;Totaal mannen en vrouwen;20 tot 30 jaar;2002;160;143;13;0;4;64;19;30.0;4;30;12;1;79;6;19;17;39;7.9;8.6;3.7;0.0;19.9
201;Totaal mannen en vrouwen;20 tot 30 jaar;2003;167;151;13;1;2;85;13;27.0;4;20;17;1;69;0;18;11;69;8.4;9.2;3.9;174.8;11.3
202;Totaal mannen en vrouwen;20 tot 30 jaar;2004;138;125;10;1;2;47;13;31.0;6;22;18;1;65;1;13;22;37;7.0;7.6;3.2;188.7;12.5
203;Totaal mannen en vrouwen;20 tot 30 jaar;2005;153;143;8;0;2;67;20;27.0;2;14;23;0;69;2;15;17;50;7.8;8.7;2.7;0.0;13.3
204;Totaal mannen en vrouwen;20 tot 30 jaar;2006;166;157;7;0;2;68;14;40.0;5;26;12;1;86;2;20;13;45;8.5;9.5;2.5;0.0;13.8
205;Totaal mannen en vrouwen;20 tot 30 jaar;2007;135;125;8;1;1;56;11;32.0;3;11;21;1;73;1;9;19;33;6.9;7.5;2.9;259.1;7.1
206;Totaal mannen en vrouwen;20 tot 30 jaar;2008;143;134;7;0;2;71;22;21.0;5;16;8;0;80;0;18;16;29;7.2;7.9;2.6;0.0;14.6
207;Totaal mannen en vrouwen;20 tot 30 jaar;2009;139;130;8;1;0;57;15;32.0;2;15;17;1;77;2;14;11;35;6.9;7.6;3.0;293.3;0.0
208;Totaal mannen en vrouwen;20 tot 30 jaar;2010;148;140;7;0;1;75;19;26.0;3;16;9;0;67;1;11;5;64;7.3;8.0;2.7;0.0;6.7
209;Totaal mannen en vrouwen;20 tot 30 jaar;2011;189;173;14;0;2;85;18;38.0;4;27;17;0;98;3;19;15;54;9.2;9.7;5.5;0.0;13.9
210;Totaal mannen en vrouwen;20 tot 30 jaar;2012;180;166;12;0;2;78;20;36.0;3;22;21;0;79;3;22;14;62;8.7;9.2;4.8;0.0;14.1
211;Totaal mannen en vrouwen;20 tot 30 jaar;2013;185;174;6;0;5;80;22;43.0;8;22;10;0;92;2;17;8;66;8.9;9.5;2.5;0.0;35.2
212;Totaal mannen en vrouwen;20 tot 30 jaar;2014;157;148;7;0;2;80;19;27.0;5;13;13;0;77;1;18;6;55;7.4;8.0;3.0;0.0;14.2
213;Totaal mannen en vrouwen;20 tot 30 jaar;2015;185;176;6;0;3;89;25;38.0;3;17;13;0;90;2;24;8;61;8.7;9.3;2.6;0.0;21.6
214;Totaal mannen en vrouwen;20 tot 30 jaar;2016;175;159;12;0;4;73;21;48.0;5;16;12;0;117;3;8;9;38;8.2;8.3;5.3;0.0;29.5
215;Totaal mannen en vrouwen;20 tot 30 jaar;2017;195;186;9;0;0;100;20;39.0;3;16;16;1;127;3;23;9;33;9.0;9.7;4.0;0.0;0.0
216;Totaal mannen en vrouwen;20 tot 30 jaar;2018;222;209;10;0;3;95;27;52.0;5;21;22;0;154;2;19;3;44;10.1;10.7;4.5;0.0;23.2
217;Totaal mannen en vrouwen;20 tot 30 jaar;2019;200;192;7;0;1;98;25;37.0;7;20;12;1;123;6;17;19;35;9.0;9.7;3.2;0.0;7.8
218;Totaal mannen en vrouwen;20 tot 30 jaar;2020;199;194;5;0;0;98;29;32.0;5;13;22;0;126;1;6;17;49;8.9;9.6;2.4;0.0;0.0
219;Totaal mannen en vrouwen;20 tot 30 jaar;2021;237;231;4;0;2;98;26;54.0;12;19;25;3;145;0;12;19;61;10.5;11.3;2.0;0.0;17.1
220;Totaal mannen en vrouwen;20 tot 30 jaar;2022;241;234;6;0;1;101;31;56.0;8;18;26;1;142;1;14;15;69;10.5;11.3;2.9;0.0;9.1
221;Totaal mannen en vrouwen;20 tot 30 jaar;2023;226;223;3;0;0;100;27;44.0;8;27;20;0;145;5;12;15;49;9.7;10.5;1.5;0.0;0.0
222;Totaal mannen en vrouwen;30 tot 40 jaar;1950;60;16;35;5;4;20;6;;6;4;21;3;17;3;4;4;32;4.4;7.4;3.1;42.2;20.1
223;Totaal mannen en vrouwen;30 tot 40 jaar;1951;75;25;47;1;2;20;5;;20;3;25;2;0;0;0;0;75;5.4;11.7;4.1;9.2;10.2
224;Totaal mannen en vrouwen;30 tot 40 jaar;1952;70;25;39;4;2;22;6;;11;1;27;3;0;0;0;0;70;5.0;12.0;3.3;40.8;10.5
225;Totaal mannen en vrouwen;30 tot 40 jaar;1953;76;24;47;3;2;22;5;;13;1;27;8;0;0;0;0;76;5.3;11.7;3.9;33.4;10.9
226;Totaal mannen en vrouwen;30 tot 40 jaar;1954;58;16;40;1;1;14;5;;8;3;22;6;0;0;0;0;58;4.0;7.9;3.3;12.0;5.7
227;Totaal mannen en vrouwen;30 tot 40 jaar;1955;56;12;39;0;5;13;4;;12;1;21;5;25;3;0;3;25;3.9;6.0;3.2;0.0;29.1
228;Totaal mannen en vrouwen;30 tot 40 jaar;1956;68;17;48;0;3;24;2;;13;2;22;5;0;0;0;0;68;4.6;8.7;3.9;0.0;17.9
229;Totaal mannen en vrouwen;30 tot 40 jaar;1957;70;28;41;0;1;18;6;;18;0;21;7;33;2;4;6;25;4.7;14.7;3.2;0.0;6.2
230;Totaal mannen en vrouwen;30 tot 40 jaar;1958;58;26;29;0;3;25;3;;11;3;12;4;0;0;0;0;58;3.9;14.0;2.3;0.0;18.8
231;Totaal mannen en vrouwen;30 tot 40 jaar;1959;99;39;55;0;5;28;8;;15;2;38;8;0;0;0;0;99;6.5;21.3;4.2;0.0;31.1
232;Totaal mannen en vrouwen;30 tot 40 jaar;1960;89;29;55;1;4;21;11;;15;3;30;9;0;0;0;0;89;5.8;15.8;4.2;14.3;26.2
233;Totaal mannen en vrouwen;30 tot 40 jaar;1961;81;24;57;0;0;32;6;;9;4;25;5;0;0;0;0;81;5.3;13.1;4.3;0.0;0.0
234;Totaal mannen en vrouwen;30 tot 40 jaar;1962;91;40;45;1;5;26;10;;15;1;33;6;42;3;3;4;39;6.0;22.0;3.4;14.4;34.7
235;Totaal mannen en vrouwen;30 tot 40 jaar;1963;84;33;48;0;3;22;12;;9;4;28;9;0;0;0;0;84;5.5;18.4;3.6;0.0;20.8
236;Totaal mannen en vrouwen;30 tot 40 jaar;1964;87;30;51;3;3;29;14;;13;2;22;7;0;0;0;0;87;5.7;17.0;3.8;43.6;20.5
237;Totaal mannen en vrouwen;30 tot 40 jaar;1965;87;38;47;0;2;26;20;;11;3;21;6;44;5;6;2;30;5.7;21.9;3.5;0.0;13.2
238;Totaal mannen en vrouwen;30 tot 40 jaar;1966;99;34;59;1;5;32;21;;14;5;16;11;0;0;0;0;99;6.4;19.9;4.4;14.2;31.5
239;Totaal mannen en vrouwen;30 tot 40 jaar;1967;107;36;62;2;7;30;26;;16;6;22;7;44;5;2;6;50;6.9;21.5;4.6;28.0;41.0
240;Totaal mannen en vrouwen;30 tot 40 jaar;1968;82;34;41;1;6;28;18;;9;4;17;6;0;0;0;0;82;5.3;20.7;3.0;13.8;32.3
241;Totaal mannen en vrouwen;30 tot 40 jaar;1969;110;45;57;2;6;38;37;;11;5;19;0;59;6;5;8;32;7.0;27.7;4.1;27.4;29.4
242;Totaal mannen en vrouwen;30 tot 40 jaar;1970;107;38;59;2;8;33;38;;14;5;17;0;57;6;4;5;35;6.7;23.4;4.2;27.2;35.7
243;Totaal mannen en vrouwen;30 tot 40 jaar;1971;109;39;62;0;8;33;42;;12;2;20;0;62;5;6;2;34;6.8;24.1;4.4;0.0;32.3
244;Totaal mannen en vrouwen;30 tot 40 jaar;1972;135;53;68;5;9;32;53;;16;6;28;0;78;8;4;9;36;8.3;32.8;4.8;66.0;32.1
245;Totaal mannen en vrouwen;30 tot 40 jaar;1973;157;48;93;2;14;50;41;;18;10;38;0;96;4;5;6;46;9.5;29.5;6.4;25.6;42.4
246;Totaal mannen en vrouwen;30 tot 40 jaar;1974;164;44;99;0;21;43;53;;15;15;38;0;94;4;10;7;49;9.7;26.5;6.7;0.0;53.6
247;Totaal mannen en vrouwen;30 tot 40 jaar;1975;175;56;91;2;26;40;58;;22;16;39;0;103;7;7;4;54;10.0;33.5;6.0;24.5;56.6
248;Totaal mannen en vrouwen;30 tot 40 jaar;1976;214;72;113;4;25;61;66;;19;25;43;0;104;4;9;9;88;11.8;41.5;7.2;47.7;45.9
249;Totaal mannen en vrouwen;30 tot 40 jaar;1977;191;65;98;2;26;59;53;;24;16;39;0;103;11;5;3;69;10.0;34.5;5.9;22.7;40.4
250;Totaal mannen en vrouwen;30 tot 40 jaar;1978;216;71;108;2;35;65;47;;17;25;62;0;117;7;10;10;72;10.8;34.8;6.3;21.8;47.1
251;Totaal mannen en vrouwen;30 tot 40 jaar;1979;210;58;107;4;41;69;37;26.0;19;22;37;0;100;6;11;13;80;10.1;26.4;6.1;42.3;48.5
252;Totaal mannen en vrouwen;30 tot 40 jaar;1980;244;90;111;2;41;77;47;39.0;24;21;36;0;133;9;9;10;83;11.5;38.0;6.2;20.7;42.9
253;Totaal mannen en vrouwen;30 tot 40 jaar;1981;251;94;121;2;34;69;55;39.0;19;31;38;0;123;10;14;14;90;11.5;36.8;6.7;20.3;31.3
254;Totaal mannen en vrouwen;30 tot 40 jaar;1982;247;83;111;5;48;81;41;35.0;25;30;35;0;131;10;16;8;82;11.0;30.9;6.0;50.7;39.8
255;Totaal mannen en vrouwen;30 tot 40 jaar;1983;297;110;136;0;51;100;45;52.0;25;36;39;0;157;5;39;29;67;13.0;38.8;7.3;0.0;38.2
256;Totaal mannen en vrouwen;30 tot 40 jaar;1984;332;134;128;5;65;102;57;54.0;22;40;57;0;159;4;46;18;105;14.4;43.4;6.9;50.7;44.0
257;Totaal mannen en vrouwen;30 tot 40 jaar;1985;319;119;124;3;73;124;49;45.0;16;31;54;0;105;5;41;26;142;13.6;35.3;6.7;29.9;45.3
258;Totaal mannen en vrouwen;30 tot 40 jaar;1986;312;123;116;2;71;114;52;48.0;21;34;43;0;111;3;48;13;137;13.2;33.8;6.4;20.3;42.4
259;Totaal mannen en vrouwen;30 tot 40 jaar;1987;298;134;104;1;59;115;50;47.0;14;20;52;0;109;9;32;10;138;12.7;34.2;5.9;10.8;35.4
260;Totaal mannen en vrouwen;30 tot 40 jaar;1988;297;123;112;6;56;99;45;38.0;17;41;57;0;110;6;43;12;126;12.7;29.1;6.4;67.7;33.9
261;Totaal mannen en vrouwen;30 tot 40 jaar;1989;268;127;94;3;44;101;43;33.0;20;37;34;0;135;1;36;19;77;11.4;28.0;5.5;35.4;27.0
262;Totaal mannen en vrouwen;30 tot 40 jaar;1990;299;157;92;2;48;124;30;40.0;18;40;47;0;137;11;50;23;78;12.6;32.3;5.4;24.4;30.1
263;Totaal mannen en vrouwen;30 tot 40 jaar;1991;349;180;108;2;59;119;46;50.0;15;40;78;1;178;8;60;23;80;14.5;34.5;6.3;24.7;37.6
264;Totaal mannen en vrouwen;30 tot 40 jaar;1992;333;171;116;4;42;121;51;58.0;12;36;55;0;174;3;39;24;93;13.6;30.7;6.7;50.0;27.0
265;Totaal mannen en vrouwen;30 tot 40 jaar;1993;310;155;104;3;48;116;39;57.0;12;36;50;0;167;1;45;23;74;12.5;26.1;6.0;37.5;30.9
266;Totaal mannen en vrouwen;30 tot 40 jaar;1994;344;203;100;0;41;138;59;51.0;17;29;50;0;157;7;59;29;92;13.7;32.1;5.8;0.0;26.1
267;Totaal mannen en vrouwen;30 tot 40 jaar;1995;322;175;97;2;48;142;49;41.0;13;33;43;1;130;10;51;52;79;12.6;26.0;5.7;26.4;29.8
268;Totaal mannen en vrouwen;30 tot 40 jaar;1996;324;183;87;2;52;139;63;34.0;8;41;37;2;137;14;47;38;88;12.6;25.7;5.2;26.7;31.6
269;Totaal mannen en vrouwen;30 tot 40 jaar;1997;330;182;95;2;51;150;63;24.0;14;30;48;1;152;9;41;33;95;12.8;24.4;5.7;27.0;30.6
270;Totaal mannen en vrouwen;30 tot 40 jaar;1998;324;193;76;0;55;163;41;45.0;8;15;49;3;139;9;49;30;97;12.5;24.6;4.6;0.0;32.7
271;Totaal mannen en vrouwen;30 tot 40 jaar;1999;302;182;77;2;41;132;62;29.0;6;30;42;1;146;18;45;34;59;11.5;22.2;4.7;29.5;24.3
272;Totaal mannen en vrouwen;30 tot 40 jaar;2000;282;180;71;1;30;123;36;43.0;14;25;37;4;128;3;43;27;81;10.7;20.9;4.4;15.2;17.7
273;Totaal mannen en vrouwen;30 tot 40 jaar;2001;322;201;86;1;34;137;50;42.0;12;33;47;1;154;5;39;30;94;12.2;22.3;5.5;15.6;19.9
274;Totaal mannen en vrouwen;30 tot 40 jaar;2002;323;204;75;1;43;151;42;33.0;13;41;43;0;162;12;41;37;71;12.3;21.8;4.9;16.1;25.2
275;Totaal mannen en vrouwen;30 tot 40 jaar;2003;263;153;67;0;43;136;34;31.0;7;24;29;2;126;5;31;24;77;10.1;16.0;4.6;0.0;26.1
276;Totaal mannen en vrouwen;30 tot 40 jaar;2004;269;175;55;3;36;117;42;32.0;14;24;38;2;131;7;35;21;75;10.6;18.0;3.9;54.2;22.9
277;Totaal mannen en vrouwen;30 tot 40 jaar;2005;279;174;60;2;43;124;51;39.0;15;22;28;0;130;7;45;25;72;11.3;17.8;4.5;39.0;28.7
278;Totaal mannen en vrouwen;30 tot 40 jaar;2006;240;163;52;3;22;120;29;35.0;11;21;23;1;108;4;50;19;59;10.0;16.6;4.1;62.8;15.5
279;Totaal mannen en vrouwen;30 tot 40 jaar;2007;221;149;45;0;27;87;46;34.0;5;21;27;1;103;4;39;22;53;9.5;15.1;3.7;0.0;20.0
280;Totaal mannen en vrouwen;30 tot 40 jaar;2008;222;162;38;0;22;97;38;37.0;10;17;23;0;117;4;41;23;37;9.8;16.3;3.3;0.0;17.2
281;Totaal mannen en vrouwen;30 tot 40 jaar;2009;204;140;43;1;20;89;34;30.0;6;20;24;1;107;4;24;20;49;9.2;14.1;3.9;25.7;15.7
282;Totaal mannen en vrouwen;30 tot 40 jaar;2010;198;132;46;0;20;88;34;24.0;5;17;27;3;86;5;28;13;66;9.2;13.4;4.4;0.0;15.9
283;Totaal mannen en vrouwen;30 tot 40 jaar;2011;218;164;31;0;23;96;38;32.0;9;25;18;0;110;3;22;19;64;10.4;16.7;3.1;0.0;19.6
284;Totaal mannen en vrouwen;30 tot 40 jaar;2012;228;167;41;0;20;112;31;26.0;9;25;21;4;117;2;18;12;79;11.1;16.9;4.3;0.0;18.1
285;Totaal mannen en vrouwen;30 tot 40 jaar;2013;213;151;44;0;18;110;38;22.0;6;18;16;3;112;2;19;16;64;10.5;15.2;4.7;0.0;16.9
286;Totaal mannen en vrouwen;30 tot 40 jaar;2014;225;165;34;0;26;116;26;34.0;11;15;22;1;112;5;22;17;69;11.2;16.4;3.8;0.0;24.9
287;Totaal mannen en vrouwen;30 tot 40 jaar;2015;223;165;38;0;20;99;43;27.0;10;18;26;0;115;6;25;24;53;11.0;16.1;4.3;0.0;19.3
288;Totaal mannen en vrouwen;30 tot 40 jaar;2016;240;181;40;0;19;113;42;32.0;9;18;26;0;140;8;22;16;54;11.8;17.3;4.5;0.0;18.4
289;Totaal mannen en vrouwen;30 tot 40 jaar;2017;205;147;39;1;18;102;25;29.0;8;13;27;1;132;8;25;7;33;9.9;13.7;4.4;38.5;17.4
290;Totaal mannen en vrouwen;30 tot 40 jaar;2018;242;188;38;0;16;124;31;25.0;6;27;28;1;157;7;21;12;45;11.6;17.2;4.3;0.0;15.6
291;Totaal mannen en vrouwen;30 tot 40 jaar;2019;226;165;36;0;25;124;31;24.0;7;17;22;1;126;5;34;21;40;10.6;14.7;4.0;0.0;24.4
292;Totaal mannen en vrouwen;30 tot 40 jaar;2020;243;185;40;1;17;115;40;26.0;7;21;32;2;140;8;19;21;55;11.2;16.0;4.4;41.6;16.6
293;Totaal mannen en vrouwen;30 tot 40 jaar;2021;246;195;34;2;15;136;31;19.0;6;19;35;0;147;6;20;22;51;11.2;16.4;3.8;83.7;14.9
294;Totaal mannen en vrouwen;30 tot 40 jaar;2022;249;194;32;0;23;128;31;35.0;8;18;29;0;166;2;19;16;46;11.0;15.8;3.5;0.0;23.3
295;Totaal mannen en vrouwen;30 tot 40 jaar;2023;269;202;49;0;18;129;37;34.0;8;27;34;0;173;5;21;24;46;11.6;15.9;5.2;0.0;18.5
296;Totaal mannen en vrouwen;40 tot 50 jaar;1950;91;19;58;6;8;32;5;;15;2;35;2;34;5;4;13;35;7.3;13.1;5.5;19.2;39.5
297;Totaal mannen en vrouwen;40 tot 50 jaar;1951;123;26;84;10;3;45;4;;23;2;46;3;0;0;0;0;123;9.8;18.0;7.9;32.8;14.3
298;Totaal mannen en vrouwen;40 tot 50 jaar;1952;111;25;72;7;7;42;7;;11;6;40;5;0;0;0;0;111;8.7;17.5;6.7;23.6;32.1
299;Totaal mannen en vrouwen;40 tot 50 jaar;1953;85;18;57;5;5;30;5;;20;0;23;7;0;0;0;0;85;6.6;12.7;5.2;17.3;22.3
300;Totaal mannen en vrouwen;40 tot 50 jaar;1954;107;17;78;6;6;42;9;;15;0;35;6;0;0;0;0;107;8.2;12.2;7.1;21.3;26.1
301;Totaal mannen en vrouwen;40 tot 50 jaar;1955;110;27;76;3;4;36;4;;18;3;44;5;47;12;2;10;39;8.4;19.7;6.8;10.9;17.1
302;Totaal mannen en vrouwen;40 tot 50 jaar;1956;97;22;60;6;9;41;4;;12;3;34;3;0;0;0;0;97;7.4;16.4;5.3;22.4;38.0
303;Totaal mannen en vrouwen;40 tot 50 jaar;1957;110;20;76;5;9;46;2;;24;3;29;6;57;8;5;9;31;8.3;15.2;6.7;19.1;37.8
304;Totaal mannen en vrouwen;40 tot 50 jaar;1958;123;22;83;10;8;36;5;;26;2;48;6;0;0;0;0;123;9.3;17.1;7.3;39.2;33.6
305;Totaal mannen en vrouwen;40 tot 50 jaar;1959;112;21;79;5;7;41;4;;22;1;35;9;0;0;0;0;112;8.5;16.8;6.9;20.1;29.6
306;Totaal mannen en vrouwen;40 tot 50 jaar;1960;119;25;85;6;3;41;6;;28;4;35;5;0;0;0;0;119;8.9;20.5;7.3;24.0;13.6
307;Totaal mannen en vrouwen;40 tot 50 jaar;1961;105;15;81;5;4;45;15;;14;2;29;0;0;0;0;0;105;7.7;12.4;6.8;19.7;19.4
308;Totaal mannen en vrouwen;40 tot 50 jaar;1962;110;22;76;4;8;35;20;;19;1;29;6;47;7;7;12;37;8.0;18.2;6.3;15.8;38.4
309;Totaal mannen en vrouwen;40 tot 50 jaar;1963;91;17;63;5;6;37;12;;13;2;20;7;0;0;0;0;91;6.5;14.2;5.1;19.8;28.7
310;Totaal mannen en vrouwen;40 tot 50 jaar;1964;120;24;88;3;5;37;15;;18;3;36;11;0;0;0;0;120;8.5;20.1;7.1;11.9;23.8
311;Totaal mannen en vrouwen;40 tot 50 jaar;1965;118;32;75;5;6;38;22;;17;7;30;4;68;7;3;11;29;8.3;26.9;6.0;19.7;28.3
312;Totaal mannen en vrouwen;40 tot 50 jaar;1966;123;29;84;3;7;36;22;;22;2;29;12;0;0;0;0;123;8.5;24.5;6.6;11.7;32.4
313;Totaal mannen en vrouwen;40 tot 50 jaar;1967;116;26;73;5;12;49;27;;15;3;15;7;51;9;4;6;46;8.0;22.0;5.7;19.2;53.6
314;Totaal mannen en vrouwen;40 tot 50 jaar;1968;137;29;91;4;13;40;39;;21;5;20;12;0;0;0;0;137;9.3;24.6;7.0;15.0;55.1
