ID;Buurtkenmerken;Cijfersoort;Perioden;OverlastDoorGroepenJongeren_1;MensenWordenOpStraatLastigGevallen_2;Drugsoverlast_3;DronkenMensenOpStraat_4;Bedreiging_5;Gewelddelicten_6;Straatroof_7;VrouwenEnMeisjesWordenNagefloten_8;Jeugdcriminaliteit_9;SocialeOverlastSchaalscore_10;DreigingSchaalscore_11;BekladdingVanMurenGebouwen_12;RommelOpStraat_13;HondenpoepOpStraat_14;VernielingVanStraatmeubilair_15;FysiekeVerloederingSchaalscore_16;Fietsendiefstal_17;DiefstalUitAutoS_18;BeschadigingAanDiefstalUitAutoS_19;InbraakInWoningen_20;OverlastVermogensdelictenSchaalscore_21;AgressiefVerkeersgedrag_22;GeluidsoverlastDoorVerkeer_23;TeHardRijden_24;Parkeeroverlast_25;VerkeersoverlastSchaalscore_26;OverlastDoorOmwonenden_27;AndereVormenVanGeluidsoverlast_28;OverlastVanZwerversDaklozen_29;OverlastDoorHoreca_30;OverigeOverlastSchaalscore_31;MensenKennenElkaarNauwelijks_32;MensenGaanPrettigMetElkaarOm_33;GezelligeBuurtMetVeelSaamhorigheid_34;VoelMijThuisBijMensenInDezeBuurt_35;VeelContactMetAndereBuurtbewoners_36;TevredenMetSamenstellingBevolking_37;SocialeCohesieSchaalscore_38;WegenPadenPleintjesGoedOnderhouden_39;PlantsoenenEnParkenGoedOnderhouden_40;BuitenGoedVerlicht_41;GoedeSpeelplekkenVoorKinderen_42;GoedeVoorzieningenVoorJongeren_43;ZelfActiefGeweestBijVerbeterenBuurt_44;VooruitGegaan_45;AchteruitGegaan_46;GelijkGebleven_47;Woonomgeving_48;Leefbaarheid_49;Veiligheid_50
77;20880;Waarde;2009;5.1;0.4;2.3;3.9;0.5;0.5;;0.7;1.7;1.1;0.6;1.8;11.3;26.2;6.5;2.7;3.7;2.2;4.1;4.2;1.9;8.0;12.7;33.9;13.3;3.3;2.0;6.1;0.2;2.0;1.0;10.6;81.6;61.0;75.5;50.6;80.2;7.1;64.5;62.8;70.8;50.4;20.9;22.0;12.4;8.7;75.5;7.7;7.6;7.2
78;20880;Betrouwbaarheidsmarge;2008;1.1;0.3;0.6;0.9;0.4;0.4;;0.4;0.7;0.1;0.1;1.2;1.4;2.1;1.2;0.1;0.8;0.7;1.3;0.9;0.1;1.2;1.6;2.2;1.8;0.1;0.6;0.9;;0.6;0.1;1.6;1.9;2.3;2.0;2.4;1.9;0.1;2.2;2.3;2.2;2.4;1.9;1.9;1.6;1.2;2.0;0.0;0.0;0.1
79;20880;Betrouwbaarheidsmarge;2009;0.7;0.2;0.5;0.7;0.2;0.2;;0.2;0.4;0.1;0.0;0.5;1.0;1.4;0.8;0.1;0.7;0.5;0.7;0.7;0.1;0.9;1.1;1.6;1.1;0.1;0.4;0.8;0.1;0.5;0.0;1.0;1.2;1.6;1.4;1.7;1.2;0.1;1.6;1.6;1.5;1.7;1.5;1.4;1.1;0.9;1.4;0.0;0.0;0.0
80;20890;Waarde;2008;6.8;0.4;2.2;4.3;0.9;0.7;0.1;0.9;2.6;1.2;0.8;3.7;11.3;30.8;11.1;3.1;5.1;2.8;6.1;4.4;2.2;7.2;10.4;27.8;18.9;3.3;2.4;5.9;0.2;1.9;1.1;16.0;78.4;52.5;70.5;43.5;79.3;6.7;68.5;69.4;76.1;54.5;18.6;16.8;11.8;8.6;75.9;7.7;7.6;7.4
81;20890;Waarde;2009;8.1;0.9;2.8;4.5;1.1;0.8;0.2;1.2;2.7;1.3;0.8;4.1;12.6;30.6;9.7;3.1;5.1;3.1;6.6;5.4;2.2;8.8;12.7;30.4;19.8;3.5;2.6;6.4;0.4;2.3;1.1;17.4;77.4;52.7;71.1;45.4;78.5;6.7;66.2;65.6;75.1;53.5;18.3;18.3;11.1;10.5;75.1;7.6;7.6;7.2
82;20890;Betrouwbaarheidsmarge;2008;0.8;0.1;0.5;0.8;0.4;0.3;0.1;0.3;0.5;0.1;0.0;0.6;1.0;1.5;1.0;0.1;0.8;0.5;0.8;0.6;0.1;0.9;0.9;1.4;1.2;0.1;0.5;0.8;0.1;0.4;0.1;1.2;1.4;1.6;1.5;1.6;1.3;0.1;1.5;1.5;1.4;1.6;1.3;1.2;1.0;0.9;1.4;0.0;0.0;0.0
83;20890;Betrouwbaarheidsmarge;2009;0.6;0.3;0.4;0.5;0.3;0.2;0.1;0.2;0.4;0.0;0.0;0.5;0.7;1.0;0.7;0.1;0.5;0.4;0.6;0.5;0.1;0.6;0.7;1.0;0.9;0.1;0.3;0.5;0.1;0.3;0.0;0.8;0.9;1.1;1.0;1.1;0.9;0.0;1.0;1.0;0.9;1.1;0.9;0.8;0.7;0.6;0.9;0.0;0.0;0.0
84;20900;Waarde;2008;10.3;1.1;3.7;6.6;1.3;1.1;0.5;2.0;4.2;1.6;1.1;8.4;17.2;33.9;14.3;3.7;9.3;4.9;9.4;6.1;2.7;10.2;13.0;29.6;26.9;3.8;4.1;7.6;1.2;2.4;1.3;27.0;70.4;42.5;63.7;36.7;73.7;6.2;66.9;67.4;76.7;56.0;18.7;15.4;13.1;12.1;69.9;7.5;7.4;7.1
85;20900;Waarde;2009;11.7;1.6;4.1;7.0;1.7;1.4;0.5;2.2;3.5;1.6;1.0;7.4;19.0;33.1;12.1;3.6;9.2;5.1;9.7;6.4;2.7;10.9;14.5;30.3;27.3;3.8;4.3;8.5;1.3;2.2;1.3;26.3;71.0;43.1;64.5;38.5;74.9;6.2;66.0;67.3;76.0;55.5;18.8;16.6;12.0;14.1;70.1;7.5;7.4;7.0
86;20900;Betrouwbaarheidsmarge;2008;0.9;0.3;0.5;0.9;0.3;0.3;0.2;0.4;0.6;0.1;0.1;1.0;1.1;1.5;1.1;0.1;0.9;0.6;0.9;0.6;0.1;0.9;1.0;1.4;1.3;0.1;0.7;0.9;0.3;0.4;0.1;1.4;1.5;1.5;1.5;1.5;1.5;0.1;1.4;1.4;1.3;1.5;1.2;1.0;1.1;1.0;1.5;0.0;0.0;0.0
87;20900;Betrouwbaarheidsmarge;2009;0.6;0.3;0.4;0.5;0.3;0.3;0.1;0.3;0.3;0.0;0.0;0.5;0.7;0.9;0.7;0.1;0.6;0.4;0.6;0.5;0.1;0.6;0.7;0.9;0.9;0.1;0.4;0.5;0.2;0.3;0.0;0.9;0.9;1.0;0.9;0.9;0.8;0.0;0.9;0.9;0.8;1.0;0.8;0.7;0.6;0.7;0.9;0.0;0.0;0.0
88;20910;Waarde;2008;17.3;4.2;8.3;8.3;3.9;4.1;2.0;6.5;8.9;2.3;1.8;14.8;31.8;37.4;18.2;4.5;16.4;11.0;15.3;9.7;3.6;16.4;16.6;32.0;29.6;4.1;7.7;11.4;2.8;2.6;1.7;35.2;59.0;36.2;54.1;32.6;61.5;5.7;60.9;62.5;70.8;52.4;18.8;14.9;17.0;19.7;57.7;7.1;7.0;6.6
89;20910;Waarde;2009;17.1;3.9;7.6;9.1;3.8;3.5;1.7;6.4;8.4;2.3;1.8;13.4;31.8;34.7;15.0;4.3;15.3;10.6;15.1;9.1;3.5;16.6;17.9;32.4;29.7;4.2;8.3;13.4;2.7;2.8;1.8;36.1;59.1;35.1;54.3;32.6;60.1;5.7;60.4;62.4;71.4;52.0;18.7;16.0;17.3;20.3;56.8;7.1;7.0;6.6
90;20910;Betrouwbaarheidsmarge;2008;1.0;0.5;0.8;0.7;0.5;0.6;0.3;0.6;0.7;0.1;0.1;0.9;1.1;1.3;1.0;0.1;0.9;0.7;0.9;0.8;0.1;0.9;0.9;1.2;1.2;0.1;0.7;0.7;0.4;0.4;0.1;1.2;1.2;1.3;1.3;1.2;1.2;0.0;1.2;1.3;1.2;1.3;1.0;0.9;0.9;0.9;1.2;0.0;0.0;0.0
91;20910;Betrouwbaarheidsmarge;2009;0.5;0.3;0.4;0.4;0.3;0.3;0.2;0.3;0.4;0.0;0.0;0.5;0.6;0.7;0.5;0.0;0.5;0.4;0.5;0.4;0.1;0.5;0.5;0.7;0.6;0.0;0.4;0.5;0.2;0.2;0.0;0.7;0.7;0.7;0.7;0.7;0.7;0.0;0.7;0.7;0.6;0.7;0.6;0.5;0.5;0.5;0.7;0.0;0.0;0.0
92;21160;Waarde;2008;4.3;0.4;1.2;2.7;0.6;;0.1;0.6;1.1;0.9;0.6;3.0;10.1;19.2;6.8;2.5;4.7;2.8;3.4;5.0;1.8;7.2;12.2;32.6;14.1;3.3;2.3;5.0;0.2;1.3;0.9;14.4;82.8;57.6;75.1;47.5;82.3;7.0;67.1;62.2;67.7;46.3;18.8;20.5;12.9;6.0;78.5;8.0;7.8;7.4
93;21160;Waarde;2009;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
94;21160;Betrouwbaarheidsmarge;2008;1.1;0.3;0.7;1.0;0.3;;0.1;0.5;0.5;0.1;0.1;1.0;1.8;2.1;1.4;0.1;1.2;0.9;1.0;1.0;0.1;1.4;1.7;2.6;1.9;0.1;1.0;1.1;0.2;0.5;0.1;1.8;2.0;2.7;2.4;2.8;2.2;0.1;2.6;2.7;2.5;2.8;2.2;2.2;1.9;1.2;2.3;0.1;0.1;0.1
95;21160;Betrouwbaarheidsmarge;2009;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
96;21170;Waarde;2008;7.4;0.6;1.9;4.4;0.9;0.7;0.3;1.5;2.8;1.2;0.8;4.7;10.9;27.1;9.8;3.0;6.0;4.0;6.0;5.7;2.3;8.5;12.4;28.6;19.8;3.4;2.2;6.3;0.4;2.0;1.1;18.6;78.8;53.2;70.5;44.4;79.5;6.7;69.7;68.7;73.2;55.5;19.2;18.5;14.6;8.9;72.5;7.7;7.6;7.3
97;21170;Waarde;2009;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
98;21170;Betrouwbaarheidsmarge;2008;1.0;0.2;0.5;0.9;0.3;0.3;0.2;0.4;0.7;0.1;0.1;0.9;1.1;1.6;1.1;0.1;1.0;0.8;0.8;0.8;0.1;1.1;1.1;1.7;1.4;0.1;0.6;0.9;0.2;0.5;0.1;1.5;1.6;1.9;1.8;1.8;1.7;0.1;1.7;1.7;1.7;1.9;1.5;1.4;1.5;1.0;1.8;0.0;0.0;0.0
99;21170;Betrouwbaarheidsmarge;2009;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
100;21180;Waarde;2008;8.0;0.8;2.6;4.3;0.8;0.7;0.3;1.1;3.0;1.3;0.9;5.5;12.9;30.9;11.7;3.3;6.4;3.6;6.7;5.0;2.3;8.3;11.0;28.2;22.4;3.5;3.1;5.9;0.4;1.9;1.1;19.4;76.2;50.4;69.4;42.1;78.9;6.6;69.1;69.5;77.5;57.9;19.5;16.5;11.9;9.8;74.8;7.6;7.6;7.3
101;21180;Waarde;2009;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
102;21180;Betrouwbaarheidsmarge;2008;0.9;0.3;0.6;0.7;0.3;0.2;0.2;0.3;0.6;0.1;0.0;0.8;1.1;1.5;1.0;0.1;0.9;0.5;0.9;0.7;0.1;1.0;1.0;1.5;1.3;0.1;0.6;0.8;0.2;0.4;0.1;1.3;1.5;1.7;1.5;1.6;1.4;0.1;1.5;1.5;1.4;1.6;1.4;1.2;1.1;1.0;1.4;0.0;0.0;0.0
103;21180;Betrouwbaarheidsmarge;2009;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
104;21190;Waarde;2008;10.7;1.3;3.5;5.8;1.5;1.1;0.6;1.9;4.2;1.6;1.1;7.7;18.0;33.3;13.9;3.6;8.5;5.4;9.4;5.5;2.6;9.9;12.8;29.5;26.0;3.7;3.4;7.7;1.1;2.6;1.3;24.1;71.9;44.5;64.5;38.4;74.6;6.3;65.9;66.3;74.6;54.3;18.5;16.5;12.0;12.8;70.7;7.5;7.4;7.1
105;21190;Waarde;2009;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
106;21190;Betrouwbaarheidsmarge;2008;0.9;0.3;0.6;0.6;0.4;0.3;0.2;0.4;0.6;0.1;0.1;0.9;1.2;1.5;1.1;0.1;0.8;0.6;0.9;0.6;0.1;0.9;1.0;1.4;1.4;0.1;0.5;0.8;0.3;0.5;0.0;1.3;1.4;1.5;1.5;1.5;1.4;0.1;1.4;1.4;1.3;1.5;1.2;1.1;1.0;1.0;1.4;0.0;0.0;0.0
107;21190;Betrouwbaarheidsmarge;2009;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
108;21200;Waarde;2008;17.2;4.3;9.3;9.2;4.2;4.7;2.0;7.0;9.6;2.4;1.9;15.1;32.9;40.0;19.0;4.5;16.8;10.7;15.9;9.5;3.5;16.7;16.5;33.1;27.8;4.1;8.5;11.5;3.0;2.6;1.8;35.1;56.8;36.2;53.0;32.8;58.4;5.7;58.7;61.0;70.4;50.4;19.2;14.4;17.7;19.8;56.4;7.0;7.0;6.6
109;21200;Waarde;2009;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
110;21200;Betrouwbaarheidsmarge;2008;1.1;0.6;0.9;0.9;0.6;0.7;0.4;0.7;0.8;0.1;0.1;1.0;1.3;1.4;1.2;0.1;1.1;0.8;1.0;0.9;0.1;1.0;1.0;1.3;1.2;0.1;0.8;0.9;0.4;0.4;0.1;1.4;1.4;1.4;1.5;1.4;1.4;0.1;1.4;1.4;1.3;1.5;1.1;0.9;1.1;1.1;1.4;0.0;0.0;0.0
111;21200;Betrouwbaarheidsmarge;2009;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
