ID;SIC2008;LegalForms;Periods;Total_1;Births_2;Deaths_3;PersonsEmployed_4;Employees_5;PersonsEmployed_6;Employees_7;PersonsEmployed_8;Employees_9
56;300002;Total legal forms all nationalities;2014;64539.0;4773.0;3123.0;745193.0;685801.0;4776.0;2549.0;3254.0;1934.0
57;300002;Total legal forms all nationalities;2015;66612.0;5158.0;3215.0;749601.0;685011.0;4469.0;1389.0;3278.0;1183.0
58;300002;Total legal forms all nationalities;2016;68723.0;5301.0;3702.0;757841.0;695501.0;3976.0;1479.0;3007.0;1186.0
59;300002;Total legal forms all nationalities;2017;70250.0;5440.0;2931.0;768693.0;705711.0;4487.0;1973.0;1982.0;658.0
60;300002;Total legal forms all nationalities;2018;74482.0;6047.0;3306.0;787341.0;722319.0;3985.0;1099.0;2031.0;634.0
61;300002;Total legal forms all nationalities;2019;78129.0;6777.0;3630.0;809515.0;742913.0;4816.0;1619.0;2107.0;789.0
62;300002;Total legal forms all nationalities;2020;81083.0;6544.0;4578.0;808374.0;740206.0;4268.0;1336.0;2553.0;679.0
63;300002;Total legal forms all nationalities;2021;;;;;;;;;
64;300002;Total legal forms all nationalities;2022;;;;;;;;;
65;300002;Sole proprietorship;2010;29258.0;3032.0;1891.0;36442.0;10010.0;1526.0;132.0;813.0;65.0
66;300002;Sole proprietorship;2011;30641.0;3372.0;2105.0;37325.0;9602.0;1943.0;200.0;873.0;70.0
67;300002;Sole proprietorship;2012;31917.0;3138.0;2655.0;38168.0;9508.0;1863.0;;1227.0;84.0
68;300002;Sole proprietorship;2013;32791.0;3063.0;2232.0;38919.0;8943.0;1726.0;190.0;1094.0;83.0
69;300002;Sole proprietorship;2014;33986.0;3213.0;1836.0;39227.0;8856.0;1720.0;;958.0;104.0
70;300002;Sole proprietorship;2015;35766.0;3540.0;1874.0;40743.0;8995.0;1869.0;93.0;889.0;28.0
71;300002;Sole proprietorship;2016;37541.0;3621.0;2240.0;42732.0;9209.0;1902.0;68.0;1230.0;94.0
72;300002;Sole proprietorship;2017;38992.0;3741.0;1789.0;44318.0;9364.0;1889.0;47.0;929.0;66.0
73;300002;Sole proprietorship;2018;41436.0;4319.0;2097.0;46127.0;9570.0;2259.0;52.0;956.0;25.0
74;300002;Sole proprietorship;2019;44288.0;4981.0;2130.0;48466.0;9627.0;2651.0;54.0;982.0;41.0
75;300002;Sole proprietorship;2020;46858.0;4825.0;3070.0;49588.0;9094.0;2392.0;26.0;1573.0;82.0
76;300002;Sole proprietorship;2021;;;;;;;;;
77;300002;Sole proprietorship;2022;;;;;;;;;
78;300002;Limited liability enterprises;2010;21432.0;685.0;814.0;671329.0;656847.0;1916.0;1834.0;1573.0;1474.0
79;300002;Limited liability enterprises;2011;21488.0;924.0;829.0;671268.0;656941.0;3036.0;2897.0;1273.0;1175.0
80;300002;Limited liability enterprises;2012;21381.0;820.0;880.0;665172.0;651519.0;2202.0;2065.0;1011.0;875.0
81;300002;Limited liability enterprises;2013;21481.0;997.0;939.0;663623.0;650180.0;1990.0;1850.0;1658.0;1522.0
82;300002;Limited liability enterprises;2014;21593.0;1006.0;849.0;657824.0;644317.0;2268.0;2127.0;1543.0;1438.0
83;300002;Limited liability enterprises;2015;21782.0;1053.0;855.0;660890.0;643912.0;1868.0;1123.0;1759.0;1015.0
84;300002;Limited liability enterprises;2016;22142.0;1124.0;899.0;667393.0;654037.0;1365.0;1175.0;1034.0;
85;300002;Limited liability enterprises;2017;22264.0;1117.0;721.0;677402.0;664811.0;1882.0;1699.0;510.0;457.0
86;300002;Limited liability enterprises;2018;22701.0;1122.0;706.0;693267.0;680029.0;1072.0;881.0;553.0;504.0
87;300002;Limited liability enterprises;2019;23247.0;1215.0;865.0;711642.0;699213.0;1600.0;1476.0;609.0;585.0
88;300002;Limited liability enterprises;2020;23472.0;1121.0;857.0;709858.0;697520.0;1296.0;1186.0;470.0;450.0
89;300002;Limited liability enterprises;2021;;;;;;;;;
90;300002;Limited liability enterprises;2022;;;;;;;;;
91;300002;Partnership, etc.;2010;9208.0;439.0;538.0;57367.0;41598.0;1161.0;847.0;766.0;363.0
92;300002;Partnership, etc.;2011;9170.0;595.0;477.0;56453.0;40819.0;1255.0;782.0;647.0;285.0
93;300002;Partnership, etc.;2012;9264.0;645.0;520.0;56390.0;40564.0;1070.0;;589.0;203.0
94;300002;Partnership, etc.;2013;9089.0;488.0;622.0;48883.0;33117.0;916.0;509.0;918.0;424.0
95;300002;Partnership, etc.;2014;8960.0;554.0;438.0;48142.0;32629.0;787.0;;753.0;392.0
96;300002;Partnership, etc.;2015;9064.0;565.0;486.0;47968.0;32104.0;732.0;174.0;630.0;141.0
97;300002;Partnership, etc.;2016;9040.0;556.0;563.0;47715.0;32255.0;710.0;236.0;743.0;
98;300002;Partnership, etc.;2017;8994.0;582.0;421.0;46973.0;31536.0;716.0;227.0;542.0;135.0
99;300002;Partnership, etc.;2018;10345.0;606.0;503.0;47947.0;32720.0;654.0;166.0;522.0;106.0
100;300002;Partnership, etc.;2019;10594.0;581.0;635.0;49406.0;34073.0;565.0;89.0;515.0;163.0
101;300002;Partnership, etc.;2020;10753.0;598.0;651.0;48928.0;33593.0;581.0;124.0;509.0;147.0
102;300002;Partnership, etc.;2021;;;;;;;;;
103;300002;Partnership, etc.;2022;;;;;;;;;
104;800011;Total legal forms all nationalities;2010;;;;;;;;;
105;800011;Total legal forms all nationalities;2011;;;;;;;;;
106;800011;Total legal forms all nationalities;2012;;;;;;;;;
107;800011;Total legal forms all nationalities;2013;;;;;;;;;
108;800011;Total legal forms all nationalities;2014;;;;;;;;;
109;800011;Total legal forms all nationalities;2015;;;;;;;;;
110;800011;Total legal forms all nationalities;2016;;;;;;;;;
111;800011;Total legal forms all nationalities;2017;;;;;;;;;
112;800011;Total legal forms all nationalities;2018;;;;;;;;;
113;800011;Total legal forms all nationalities;2019;;;;;;;;;
114;800011;Total legal forms all nationalities;2020;;;;;;;;;
115;800011;Total legal forms all nationalities;2021;;;;;;;;;
116;800011;Total legal forms all nationalities;2022;;;;;;;;;
117;800011;Sole proprietorship;2010;;;;;;;;;
118;800011;Sole proprietorship;2011;;;;;;;;;
119;800011;Sole proprietorship;2012;;;;;;;;;
120;800011;Sole proprietorship;2013;;;;;;;;;
121;800011;Sole proprietorship;2014;;;;;;;;;
122;800011;Sole proprietorship;2015;;;;;;;;;
123;800011;Sole proprietorship;2016;;;;;;;;;
124;800011;Sole proprietorship;2017;;;;;;;;;
125;800011;Sole proprietorship;2018;;;;;;;;;
126;800011;Sole proprietorship;2019;;;;;;;;;
127;800011;Sole proprietorship;2020;;;;;;;;;
128;800011;Sole proprietorship;2021;;;;;;;;;
129;800011;Sole proprietorship;2022;;;;;;;;;
130;800011;Limited liability enterprises;2010;;;;;;;;;
131;800011;Limited liability enterprises;2011;;;;;;;;;
132;800011;Limited liability enterprises;2012;;;;;;;;;
133;800011;Limited liability enterprises;2013;;;;;;;;;
134;800011;Limited liability enterprises;2014;;;;;;;;;
135;800011;Limited liability enterprises;2015;;;;;;;;;
136;800011;Limited liability enterprises;2016;;;;;;;;;
137;800011;Limited liability enterprises;2017;;;;;;;;;
138;800011;Limited liability enterprises;2018;;;;;;;;;
139;800011;Limited liability enterprises;2019;;;;;;;;;
140;800011;Limited liability enterprises;2020;;;;;;;;;
141;800011;Limited liability enterprises;2021;;;;;;;;;
142;800011;Limited liability enterprises;2022;;;;;;;;;
143;800011;Partnership, etc.;2010;;;;;;;;;
144;800011;Partnership, etc.;2011;;;;;;;;;
145;800011;Partnership, etc.;2012;;;;;;;;;
146;800011;Partnership, etc.;2013;;;;;;;;;
147;800011;Partnership, etc.;2014;;;;;;;;;
148;800011;Partnership, etc.;2015;;;;;;;;;
149;800011;Partnership, etc.;2016;;;;;;;;;
150;800011;Partnership, etc.;2017;;;;;;;;;
151;800011;Partnership, etc.;2018;;;;;;;;;
152;800011;Partnership, etc.;2019;;;;;;;;;
153;800011;Partnership, etc.;2020;;;;;;;;;
154;800011;Partnership, etc.;2021;;;;;;;;;
155;800011;Partnership, etc.;2022;;;;;;;;;
156;305800;Total legal forms all nationalities;2010;;;;;;;;;
157;305800;Total legal forms all nationalities;2011;;;;;;;;;
158;305800;Total legal forms all nationalities;2012;;;;;;;;;
159;305800;Total legal forms all nationalities;2013;;;;;;;;;
160;305800;Total legal forms all nationalities;2014;;;;;;;;;
161;305800;Total legal forms all nationalities;2015;;;;;;;;;
162;305800;Total legal forms all nationalities;2016;;;;;;;;;
163;305800;Total legal forms all nationalities;2017;;;;;;;;;
164;305800;Total legal forms all nationalities;2018;;;;;;;;;
165;305800;Total legal forms all nationalities;2019;;;;;;;;;
166;305800;Total legal forms all nationalities;2020;;;;;;;;;
167;305800;Total legal forms all nationalities;2021;;;;;;;;;
168;305800;Total legal forms all nationalities;2022;;;;;;;;;
169;305800;Sole proprietorship;2010;;;;;;;;;
170;305800;Sole proprietorship;2011;;;;;;;;;
171;305800;Sole proprietorship;2012;;;;;;;;;
172;305800;Sole proprietorship;2013;;;;;;;;;
173;305800;Sole proprietorship;2014;;;;;;;;;
174;305800;Sole proprietorship;2015;;;;;;;;;
175;305800;Sole proprietorship;2016;;;;;;;;;
176;305800;Sole proprietorship;2017;;;;;;;;;
177;305800;Sole proprietorship;2018;;;;;;;;;
178;305800;Sole proprietorship;2019;;;;;;;;;
179;305800;Sole proprietorship;2020;;;;;;;;;
180;305800;Sole proprietorship;2021;;;;;;;;;
181;305800;Sole proprietorship;2022;;;;;;;;;
182;305800;Limited liability enterprises;2010;;;;;;;;;
183;305800;Limited liability enterprises;2011;;;;;;;;;
184;305800;Limited liability enterprises;2012;;;;;;;;;
185;305800;Limited liability enterprises;2013;;;;;;;;;
186;305800;Limited liability enterprises;2014;;;;;;;;;
187;305800;Limited liability enterprises;2015;;;;;;;;;
188;305800;Limited liability enterprises;2016;;;;;;;;;
189;305800;Limited liability enterprises;2017;;;;;;;;;
190;305800;Limited liability enterprises;2018;;;;;;;;;
191;305800;Limited liability enterprises;2019;;;;;;;;;
192;305800;Limited liability enterprises;2020;;;;;;;;;
193;305800;Limited liability enterprises;2021;;;;;;;;;
194;305800;Limited liability enterprises;2022;;;;;;;;;
195;305800;Partnership, etc.;2010;;;;;;;;;
196;305800;Partnership, etc.;2011;;;;;;;;;
197;305800;Partnership, etc.;2012;;;;;;;;;
198;305800;Partnership, etc.;2013;;;;;;;;;
199;305800;Partnership, etc.;2014;;;;;;;;;
200;305800;Partnership, etc.;2015;;;;;;;;;
201;305800;Partnership, etc.;2016;;;;;;;;;
202;305800;Partnership, etc.;2017;;;;;;;;;
203;305800;Partnership, etc.;2018;;;;;;;;;
204;305800;Partnership, etc.;2019;;;;;;;;;
205;305800;Partnership, etc.;2020;;;;;;;;;
206;305800;Partnership, etc.;2021;;;;;;;;;
207;305800;Partnership, etc.;2022;;;;;;;;;
208;305900;Total legal forms all nationalities;2010;;;;;;;;;
209;305900;Total legal forms all nationalities;2011;;;;;;;;;
210;305900;Total legal forms all nationalities;2012;;;;;;;;;
211;305900;Total legal forms all nationalities;2013;;;;;;;;;
212;305900;Total legal forms all nationalities;2014;;;;;;;;;
213;305900;Total legal forms all nationalities;2015;;;;;;;;;
214;305900;Total legal forms all nationalities;2016;;;;;;;;;
215;305900;Total legal forms all nationalities;2017;;;;;;;;;
216;305900;Total legal forms all nationalities;2018;;;;;;;;;
217;305900;Total legal forms all nationalities;2019;;;;;;;;;
218;305900;Total legal forms all nationalities;2020;;;;;;;;;
219;305900;Total legal forms all nationalities;2021;;;;;;;;;
220;305900;Total legal forms all nationalities;2022;;;;;;;;;
221;305900;Sole proprietorship;2010;;;;;;;;;
222;305900;Sole proprietorship;2011;;;;;;;;;
223;305900;Sole proprietorship;2012;;;;;;;;;
224;305900;Sole proprietorship;2013;;;;;;;;;
225;305900;Sole proprietorship;2014;;;;;;;;;
226;305900;Sole proprietorship;2015;;;;;;;;;
227;305900;Sole proprietorship;2016;;;;;;;;;
228;305900;Sole proprietorship;2017;;;;;;;;;
229;305900;Sole proprietorship;2018;;;;;;;;;
230;305900;Sole proprietorship;2019;;;;;;;;;
231;305900;Sole proprietorship;2020;;;;;;;;;
232;305900;Sole proprietorship;2021;;;;;;;;;
233;305900;Sole proprietorship;2022;;;;;;;;;
234;305900;Limited liability enterprises;2010;;;;;;;;;
235;305900;Limited liability enterprises;2011;;;;;;;;;
236;305900;Limited liability enterprises;2012;;;;;;;;;
237;305900;Limited liability enterprises;2013;;;;;;;;;
238;305900;Limited liability enterprises;2014;;;;;;;;;
239;305900;Limited liability enterprises;2015;;;;;;;;;
240;305900;Limited liability enterprises;2016;;;;;;;;;
241;305900;Limited liability enterprises;2017;;;;;;;;;
242;305900;Limited liability enterprises;2018;;;;;;;;;
243;305900;Limited liability enterprises;2019;;;;;;;;;
244;305900;Limited liability enterprises;2020;;;;;;;;;
245;305900;Limited liability enterprises;2021;;;;;;;;;
246;305900;Limited liability enterprises;2022;;;;;;;;;
247;305900;Partnership, etc.;2010;;;;;;;;;
248;305900;Partnership, etc.;2011;;;;;;;;;
249;305900;Partnership, etc.;2012;;;;;;;;;
250;305900;Partnership, etc.;2013;;;;;;;;;
251;305900;Partnership, etc.;2014;;;;;;;;;
252;305900;Partnership, etc.;2015;;;;;;;;;
253;305900;Partnership, etc.;2016;;;;;;;;;
254;305900;Partnership, etc.;2017;;;;;;;;;
255;305900;Partnership, etc.;2018;;;;;;;;;
256;305900;Partnership, etc.;2019;;;;;;;;;
257;305900;Partnership, etc.;2020;;;;;;;;;
258;305900;Partnership, etc.;2021;;;;;;;;;
259;305900;Partnership, etc.;2022;;;;;;;;;
260;306100;Total legal forms all nationalities;2010;;;;;;;;;
261;306100;Total legal forms all nationalities;2011;;;;;;;;;
262;306100;Total legal forms all nationalities;2012;;;;;;;;;
263;306100;Total legal forms all nationalities;2013;;;;;;;;;
264;306100;Total legal forms all nationalities;2014;;;;;;;;;
265;306100;Total legal forms all nationalities;2015;;;;;;;;;
266;306100;Total legal forms all nationalities;2016;;;;;;;;;
267;306100;Total legal forms all nationalities;2017;;;;;;;;;
268;306100;Total legal forms all nationalities;2018;;;;;;;;;
269;306100;Total legal forms all nationalities;2019;;;;;;;;;
270;306100;Total legal forms all nationalities;2020;;;;;;;;;
271;306100;Total legal forms all nationalities;2021;;;;;;;;;
272;306100;Total legal forms all nationalities;2022;;;;;;;;;
273;306100;Sole proprietorship;2010;;;;;;;;;
274;306100;Sole proprietorship;2011;;;;;;;;;
275;306100;Sole proprietorship;2012;;;;;;;;;
276;306100;Sole proprietorship;2013;;;;;;;;;
277;306100;Sole proprietorship;2014;;;;;;;;;
278;306100;Sole proprietorship;2015;;;;;;;;;
279;306100;Sole proprietorship;2016;;;;;;;;;
280;306100;Sole proprietorship;2017;;;;;;;;;
281;306100;Sole proprietorship;2018;;;;;;;;;
282;306100;Sole proprietorship;2019;;;;;;;;;
283;306100;Sole proprietorship;2020;;;;;;;;;
284;306100;Sole proprietorship;2021;;;;;;;;;
285;306100;Sole proprietorship;2022;;;;;;;;;
286;306100;Limited liability enterprises;2010;;;;;;;;;
287;306100;Limited liability enterprises;2011;;;;;;;;;
288;306100;Limited liability enterprises;2012;;;;;;;;;
289;306100;Limited liability enterprises;2013;;;;;;;;;
290;306100;Limited liability enterprises;2014;;;;;;;;;
291;306100;Limited liability enterprises;2015;;;;;;;;;
292;306100;Limited liability enterprises;2016;;;;;;;;;
293;306100;Limited liability enterprises;2017;;;;;;;;;
294;306100;Limited liability enterprises;2018;;;;;;;;;
295;306100;Limited liability enterprises;2019;;;;;;;;;
296;306100;Limited liability enterprises;2020;;;;;;;;;
297;306100;Limited liability enterprises;2021;;;;;;;;;
298;306100;Limited liability enterprises;2022;;;;;;;;;
299;306100;Partnership, etc.;2010;;;;;;;;;
300;306100;Partnership, etc.;2011;;;;;;;;;
301;306100;Partnership, etc.;2012;;;;;;;;;
302;306100;Partnership, etc.;2013;;;;;;;;;
303;306100;Partnership, etc.;2014;;;;;;;;;
304;306100;Partnership, etc.;2015;;;;;;;;;
305;306100;Partnership, etc.;2016;;;;;;;;;
306;306100;Partnership, etc.;2017;;;;;;;;;
307;306100;Partnership, etc.;2018;;;;;;;;;
308;306100;Partnership, etc.;2019;;;;;;;;;
309;306100;Partnership, etc.;2020;;;;;;;;;
310;306100;Partnership, etc.;2021;;;;;;;;;
311;306100;Partnership, etc.;2022;;;;;;;;;
312;306300;Total legal forms all nationalities;2010;;;;;;;;;
313;306300;Total legal forms all nationalities;2011;;;;;;;;;
314;306300;Total legal forms all nationalities;2012;;;;;;;;;
315;306300;Total legal forms all nationalities;2013;;;;;;;;;
316;306300;Total legal forms all nationalities;2014;;;;;;;;;
317;306300;Total legal forms all nationalities;2015;;;;;;;;;
318;306300;Total legal forms all nationalities;2016;;;;;;;;;
319;306300;Total legal forms all nationalities;2017;;;;;;;;;
320;306300;Total legal forms all nationalities;2018;;;;;;;;;
321;306300;Total legal forms all nationalities;2019;;;;;;;;;
322;306300;Total legal forms all nationalities;2020;;;;;;;;;
323;306300;Total legal forms all nationalities;2021;;;;;;;;;
324;306300;Total legal forms all nationalities;2022;;;;;;;;;
325;306300;Sole proprietorship;2010;;;;;;;;;
326;306300;Sole proprietorship;2011;;;;;;;;;
327;306300;Sole proprietorship;2012;;;;;;;;;
328;306300;Sole proprietorship;2013;;;;;;;;;
329;306300;Sole proprietorship;2014;;;;;;;;;
330;306300;Sole proprietorship;2015;;;;;;;;;
331;306300;Sole proprietorship;2016;;;;;;;;;
332;306300;Sole proprietorship;2017;;;;;;;;;
333;306300;Sole proprietorship;2018;;;;;;;;;
334;306300;Sole proprietorship;2019;;;;;;;;;
335;306300;Sole proprietorship;2020;;;;;;;;;
336;306300;Sole proprietorship;2021;;;;;;;;;
337;306300;Sole proprietorship;2022;;;;;;;;;
338;306300;Limited liability enterprises;2010;;;;;;;;;
339;306300;Limited liability enterprises;2011;;;;;;;;;
340;306300;Limited liability enterprises;2012;;;;;;;;;
341;306300;Limited liability enterprises;2013;;;;;;;;;
342;306300;Limited liability enterprises;2014;;;;;;;;;
343;306300;Limited liability enterprises;2015;;;;;;;;;
344;306300;Limited liability enterprises;2016;;;;;;;;;
345;306300;Limited liability enterprises;2017;;;;;;;;;
346;306300;Limited liability enterprises;2018;;;;;;;;;
347;306300;Limited liability enterprises;2019;;;;;;;;;
348;306300;Limited liability enterprises;2020;;;;;;;;;
349;306300;Limited liability enterprises;2021;;;;;;;;;
350;306300;Limited liability enterprises;2022;;;;;;;;;
351;306300;Partnership, etc.;2010;;;;;;;;;
352;306300;Partnership, etc.;2011;;;;;;;;;
353;306300;Partnership, etc.;2012;;;;;;;;;
354;306300;Partnership, etc.;2013;;;;;;;;;
355;306300;Partnership, etc.;2014;;;;;;;;;
356;306300;Partnership, etc.;2015;;;;;;;;;
357;306300;Partnership, etc.;2016;;;;;;;;;
358;306300;Partnership, etc.;2017;;;;;;;;;
359;306300;Partnership, etc.;2018;;;;;;;;;
360;306300;Partnership, etc.;2019;;;;;;;;;
361;306300;Partnership, etc.;2020;;;;;;;;;
362;306300;Partnership, etc.;2021;;;;;;;;;
363;306300;Partnership, etc.;2022;;;;;;;;;
364;306400;Total legal forms all nationalities;2010;;;;;;;;;
365;306400;Total legal forms all nationalities;2011;;;;;;;;;
366;306400;Total legal forms all nationalities;2012;;;;;;;;;
367;306400;Total legal forms all nationalities;2013;;;;;;;;;
368;306400;Total legal forms all nationalities;2014;;;;;;;;;
369;306400;Total legal forms all nationalities;2015;;;;;;;;;
370;306400;Total legal forms all nationalities;2016;;;;;;;;;
371;306400;Total legal forms all nationalities;2017;;;;;;;;;
372;306400;Total legal forms all nationalities;2018;;;;;;;;;
373;306400;Total legal forms all nationalities;2019;;;;;;;;;
374;306400;Total legal forms all nationalities;2020;;;;;;;;;
375;306400;Total legal forms all nationalities;2021;;;;;;;;;
376;306400;Total legal forms all nationalities;2022;;;;;;;;;
377;306400;Sole proprietorship;2010;;;;;;;;;
378;306400;Sole proprietorship;2011;;;;;;;;;
379;306400;Sole proprietorship;2012;;;;;;;;;
380;306400;Sole proprietorship;2013;;;;;;;;;
381;306400;Sole proprietorship;2014;;;;;;;;;
382;306400;Sole proprietorship;2015;;;;;;;;;
383;306400;Sole proprietorship;2016;;;;;;;;;
384;306400;Sole proprietorship;2017;;;;;;;;;
385;306400;Sole proprietorship;2018;;;;;;;;;
386;306400;Sole proprietorship;2019;;;;;;;;;
387;306400;Sole proprietorship;2020;;;;;;;;;
388;306400;Sole proprietorship;2021;;;;;;;;;
389;306400;Sole proprietorship;2022;;;;;;;;;
390;306400;Limited liability enterprises;2010;;;;;;;;;
391;306400;Limited liability enterprises;2011;;;;;;;;;
392;306400;Limited liability enterprises;2012;;;;;;;;;
393;306400;Limited liability enterprises;2013;;;;;;;;;
394;306400;Limited liability enterprises;2014;;;;;;;;;
395;306400;Limited liability enterprises;2015;;;;;;;;;
396;306400;Limited liability enterprises;2016;;;;;;;;;
397;306400;Limited liability enterprises;2017;;;;;;;;;
398;306400;Limited liability enterprises;2018;;;;;;;;;
399;306400;Limited liability enterprises;2019;;;;;;;;;
400;306400;Limited liability enterprises;2020;;;;;;;;;
401;306400;Limited liability enterprises;2021;;;;;;;;;
402;306400;Limited liability enterprises;2022;;;;;;;;;
403;306400;Partnership, etc.;2010;;;;;;;;;
404;306400;Partnership, etc.;2011;;;;;;;;;
405;306400;Partnership, etc.;2012;;;;;;;;;
406;306400;Partnership, etc.;2013;;;;;;;;;
407;306400;Partnership, etc.;2014;;;;;;;;;
408;306400;Partnership, etc.;2015;;;;;;;;;
409;306400;Partnership, etc.;2016;;;;;;;;;
410;306400;Partnership, etc.;2017;;;;;;;;;
411;306400;Partnership, etc.;2018;;;;;;;;;
412;306400;Partnership, etc.;2019;;;;;;;;;
413;306400;Partnership, etc.;2020;;;;;;;;;
414;306400;Partnership, etc.;2021;;;;;;;;;
415;306400;Partnership, etc.;2022;;;;;;;;;
416;306600;Total legal forms all nationalities;2010;;;;;;;;;
417;306600;Total legal forms all nationalities;2011;;;;;;;;;
418;306600;Total legal forms all nationalities;2012;;;;;;;;;
419;306600;Total legal forms all nationalities;2013;;;;;;;;;
420;306600;Total legal forms all nationalities;2014;;;;;;;;;
421;306600;Total legal forms all nationalities;2015;;;;;;;;;
