ID;BedrijfstakkenBranchesSBI2008;Perioden;TotaalOprichtingenVanBedrijven_1;k_1WerkzamePersoonOfMinder_2;k_2Tot10WerkzamePersonen_3;k_10Tot50WerkzamePersonen_4;k_50Tot250WerkzamePersonen_5;k_250WerkzamePersonenOfMeer_6;k_0Tot50WerkzamePersonen_7;k_0Tot250WerkzamePersonen_8;NatuurlijkePersonen_9;Rechtspersonen_10
7666;22 Rubber- en kunststofproductindustrie;2010 2e kwartaal;15;10;5;0;0;0;15;15;10;10
7667;22 Rubber- en kunststofproductindustrie;2010 3e kwartaal;20;15;0;0;0;0;20;20;10;10
7668;22 Rubber- en kunststofproductindustrie;2010 4e kwartaal;20;10;10;0;0;0;20;20;10;10
7669;22 Rubber- en kunststofproductindustrie;2010;65;45;15;0;0;0;65;65;35;25
7670;22 Rubber- en kunststofproductindustrie;2011 1e kwartaal;20;15;5;0;0;0;20;20;10;10
7671;22 Rubber- en kunststofproductindustrie;2011 2e kwartaal;20;20;0;0;0;0;20;20;15;5
7672;22 Rubber- en kunststofproductindustrie;2011 3e kwartaal;25;20;5;0;0;0;25;25;15;10
7673;22 Rubber- en kunststofproductindustrie;2011 4e kwartaal;25;20;5;0;0;0;25;25;10;15
7674;22 Rubber- en kunststofproductindustrie;2011;90;70;20;0;0;0;90;90;50;40
7675;22 Rubber- en kunststofproductindustrie;2012 1e kwartaal;15;10;0;0;0;0;15;15;10;5
7676;22 Rubber- en kunststofproductindustrie;2012 2e kwartaal;15;10;5;0;0;0;15;15;10;5
7677;22 Rubber- en kunststofproductindustrie;2012 3e kwartaal;15;10;5;0;0;0;15;15;5;10
7678;22 Rubber- en kunststofproductindustrie;2012 4e kwartaal;15;10;5;0;0;0;15;15;10;5
7679;22 Rubber- en kunststofproductindustrie;2012;55;45;10;0;0;0;55;55;30;25
7680;22 Rubber- en kunststofproductindustrie;2013 1e kwartaal;15;15;5;0;0;0;15;15;10;5
7681;22 Rubber- en kunststofproductindustrie;2013 2e kwartaal;20;15;5;0;0;0;20;20;10;10
7682;22 Rubber- en kunststofproductindustrie;2013 3e kwartaal;15;10;5;0;0;0;15;15;5;10
7683;22 Rubber- en kunststofproductindustrie;2013 4e kwartaal;10;5;5;0;0;0;10;10;5;5
7684;22 Rubber- en kunststofproductindustrie;2013;65;45;20;0;0;0;65;65;30;30
7685;22 Rubber- en kunststofproductindustrie;2014 1e kwartaal;15;10;5;0;0;0;15;15;10;5
7686;22 Rubber- en kunststofproductindustrie;2014 2e kwartaal;15;10;5;0;0;0;15;15;5;10
7687;22 Rubber- en kunststofproductindustrie;2014 3e kwartaal;15;15;0;0;0;0;15;15;10;10
7688;22 Rubber- en kunststofproductindustrie;2014 4e kwartaal;15;15;0;0;0;0;15;15;5;10
7689;22 Rubber- en kunststofproductindustrie;2014;60;45;15;0;0;0;60;60;30;35
7690;22 Rubber- en kunststofproductindustrie;2015 1e kwartaal;10;5;5;0;0;0;10;10;5;5
7691;22 Rubber- en kunststofproductindustrie;2015 2e kwartaal;15;10;5;0;0;0;15;15;10;10
7692;22 Rubber- en kunststofproductindustrie;2015 3e kwartaal;20;15;5;0;0;0;20;20;15;5
7693;22 Rubber- en kunststofproductindustrie;2015 4e kwartaal;15;10;5;0;0;0;15;15;5;10
7694;22 Rubber- en kunststofproductindustrie;2015;60;40;20;0;0;0;60;60;35;25
7695;22 Rubber- en kunststofproductindustrie;2016 1e kwartaal;10;5;5;0;0;0;10;10;5;5
7696;22 Rubber- en kunststofproductindustrie;2016 2e kwartaal;20;15;10;0;0;0;20;20;15;5
7697;22 Rubber- en kunststofproductindustrie;2016 3e kwartaal;15;10;5;0;0;0;15;15;10;5
7698;22 Rubber- en kunststofproductindustrie;2016 4e kwartaal;20;15;0;0;0;0;20;20;10;10
7699;22 Rubber- en kunststofproductindustrie;2016;65;45;20;0;0;0;65;65;40;25
7700;22 Rubber- en kunststofproductindustrie;2017 1e kwartaal;15;10;0;0;0;0;15;15;5;10
7701;22 Rubber- en kunststofproductindustrie;2017 2e kwartaal;20;10;10;0;0;0;20;20;10;10
7702;22 Rubber- en kunststofproductindustrie;2017 3e kwartaal;15;10;5;0;0;0;15;15;5;10
7703;22 Rubber- en kunststofproductindustrie;2017 4e kwartaal;10;5;0;0;0;0;10;10;5;5
7704;22 Rubber- en kunststofproductindustrie;2017;60;40;15;0;0;0;60;60;25;30
7705;22 Rubber- en kunststofproductindustrie;2018 1e kwartaal;10;10;0;0;0;0;10;10;5;5
7706;22 Rubber- en kunststofproductindustrie;2018 2e kwartaal;15;10;5;0;0;0;15;15;5;10
7707;22 Rubber- en kunststofproductindustrie;2018 3e kwartaal;15;15;0;0;0;0;15;15;10;5
7708;22 Rubber- en kunststofproductindustrie;2018 4e kwartaal;15;10;0;0;0;0;15;15;5;10
7709;22 Rubber- en kunststofproductindustrie;2018;50;45;10;0;0;0;50;50;20;30
7710;22 Rubber- en kunststofproductindustrie;2019 1e kwartaal;20;15;5;0;0;0;20;20;10;10
7711;22 Rubber- en kunststofproductindustrie;2019 2e kwartaal;20;20;0;0;0;0;20;20;10;10
7712;22 Rubber- en kunststofproductindustrie;2019 3e kwartaal;15;15;0;0;0;0;15;15;10;5
7713;22 Rubber- en kunststofproductindustrie;2019 4e kwartaal;15;10;0;0;0;0;15;15;5;10
7714;22 Rubber- en kunststofproductindustrie;2019;70;60;10;0;0;0;70;70;35;35
7715;22 Rubber- en kunststofproductindustrie;2020 1e kwartaal;20;10;5;0;0;0;20;20;10;10
7716;22 Rubber- en kunststofproductindustrie;2020 2e kwartaal;10;10;0;0;0;0;10;10;5;0
7717;22 Rubber- en kunststofproductindustrie;2020 3e kwartaal;5;5;0;0;0;0;5;5;5;0
7718;22 Rubber- en kunststofproductindustrie;2020 4e kwartaal;20;20;0;0;0;0;20;20;15;5
7719;22 Rubber- en kunststofproductindustrie;2020;55;45;10;0;0;0;55;55;35;20
7720;22 Rubber- en kunststofproductindustrie;2021 1e kwartaal;20;20;0;0;0;0;20;20;10;10
7721;22 Rubber- en kunststofproductindustrie;2021 2e kwartaal;15;10;5;0;0;0;15;15;5;5
7722;22 Rubber- en kunststofproductindustrie;2021 3e kwartaal;20;20;0;0;0;0;20;20;10;10
7723;22 Rubber- en kunststofproductindustrie;2021 4e kwartaal;10;10;0;0;0;0;10;10;5;5
7724;22 Rubber- en kunststofproductindustrie;2021;65;55;5;0;0;0;65;65;30;30
7725;22 Rubber- en kunststofproductindustrie;2022 1e kwartaal;15;10;5;0;0;0;15;15;10;5
7726;22 Rubber- en kunststofproductindustrie;2022 2e kwartaal;15;15;0;0;0;0;15;15;10;5
7727;22 Rubber- en kunststofproductindustrie;2022 3e kwartaal;20;20;0;0;0;0;20;20;10;10
7728;22 Rubber- en kunststofproductindustrie;2022 4e kwartaal;15;15;0;0;0;0;15;15;10;10
7729;22 Rubber- en kunststofproductindustrie;2022;65;55;10;0;0;0;65;65;40;30
7730;22 Rubber- en kunststofproductindustrie;2023 1e kwartaal;15;10;5;0;0;0;15;15;5;5
7731;22 Rubber- en kunststofproductindustrie;2023 2e kwartaal;30;30;5;0;0;0;30;30;10;20
7732;22 Rubber- en kunststofproductindustrie;2023 3e kwartaal;20;15;5;0;0;0;20;20;15;5
7733;22 Rubber- en kunststofproductindustrie;2023 4e kwartaal;20;15;5;0;0;0;20;20;10;10
7734;22 Rubber- en kunststofproductindustrie;2023;85;70;15;0;0;0;85;85;40;45
7735;22 Rubber- en kunststofproductindustrie;2024 1e kwartaal;25;20;5;0;0;0;25;25;15;10
7736;22 Rubber- en kunststofproductindustrie;2024 2e kwartaal;30;20;5;0;0;0;30;30;15;15
7737;22 Rubber- en kunststofproductindustrie;2024 3e kwartaal;30;25;5;0;0;0;30;30;15;10
7738;22 Rubber- en kunststofproductindustrie;2024 4e kwartaal;20;15;5;0;0;0;20;20;20;5
7739;22 Rubber- en kunststofproductindustrie;2024;105;85;20;0;0;0;105;105;65;40
7740;221 Rubberproductenindustrie;2007 1e kwartaal;0;0;0;0;0;0;0;0;0;0
7741;221 Rubberproductenindustrie;2007 2e kwartaal;0;0;0;0;0;0;0;0;0;0
7742;221 Rubberproductenindustrie;2007 3e kwartaal;0;0;0;0;0;0;0;0;0;0
7743;221 Rubberproductenindustrie;2007 4e kwartaal;0;0;0;0;0;0;0;0;0;0
7744;221 Rubberproductenindustrie;2007;5;5;0;0;0;0;5;5;5;0
7745;221 Rubberproductenindustrie;2008 1e kwartaal;0;0;0;0;0;0;0;0;0;0
7746;221 Rubberproductenindustrie;2008 2e kwartaal;0;0;0;0;0;0;0;0;0;0
7747;221 Rubberproductenindustrie;2008 3e kwartaal;5;0;0;0;0;0;5;5;0;0
7748;221 Rubberproductenindustrie;2008 4e kwartaal;0;0;0;0;0;0;0;0;0;0
7749;221 Rubberproductenindustrie;2008;5;5;0;0;0;0;5;5;0;5
7750;221 Rubberproductenindustrie;2009 1e kwartaal;0;0;0;0;0;0;0;0;0;0
7751;221 Rubberproductenindustrie;2009 2e kwartaal;5;0;0;0;0;0;5;5;0;0
7752;221 Rubberproductenindustrie;2009 3e kwartaal;0;0;0;0;0;0;0;0;0;0
7753;221 Rubberproductenindustrie;2009 4e kwartaal;0;0;0;0;0;0;0;0;0;0
7754;221 Rubberproductenindustrie;2009;5;5;0;0;0;0;5;5;5;0
7755;221 Rubberproductenindustrie;2010 1e kwartaal;0;0;0;0;0;0;0;0;0;0
7756;221 Rubberproductenindustrie;2010 2e kwartaal;0;0;0;0;0;0;0;0;0;0
7757;221 Rubberproductenindustrie;2010 3e kwartaal;0;0;0;0;0;0;0;0;0;0
7758;221 Rubberproductenindustrie;2010 4e kwartaal;0;0;0;0;0;0;0;0;0;0
7759;221 Rubberproductenindustrie;2010;5;0;0;0;0;0;5;5;0;0
7760;221 Rubberproductenindustrie;2011 1e kwartaal;0;0;0;0;0;0;0;0;0;0
7761;221 Rubberproductenindustrie;2011 2e kwartaal;0;0;0;0;0;0;0;0;0;0
7762;221 Rubberproductenindustrie;2011 3e kwartaal;0;0;0;0;0;0;0;0;0;0
7763;221 Rubberproductenindustrie;2011 4e kwartaal;0;0;0;0;0;0;0;0;0;0
7764;221 Rubberproductenindustrie;2011;5;5;0;0;0;0;5;5;0;5
7765;221 Rubberproductenindustrie;2012 1e kwartaal;0;0;0;0;0;0;0;0;0;0
7766;221 Rubberproductenindustrie;2012 2e kwartaal;0;0;0;0;0;0;0;0;0;0
7767;221 Rubberproductenindustrie;2012 3e kwartaal;5;0;0;0;0;0;5;5;0;5
7768;221 Rubberproductenindustrie;2012 4e kwartaal;0;0;0;0;0;0;0;0;0;0
7769;221 Rubberproductenindustrie;2012;5;0;5;0;0;0;5;5;0;5
7770;221 Rubberproductenindustrie;2013 1e kwartaal;0;0;0;0;0;0;0;0;0;0
7771;221 Rubberproductenindustrie;2013 2e kwartaal;0;0;0;0;0;0;0;0;0;0
7772;221 Rubberproductenindustrie;2013 3e kwartaal;0;0;0;0;0;0;0;0;0;0
7773;221 Rubberproductenindustrie;2013 4e kwartaal;0;0;0;0;0;0;0;0;0;0
7774;221 Rubberproductenindustrie;2013;0;0;0;0;0;0;0;0;0;0
7775;221 Rubberproductenindustrie;2014 1e kwartaal;0;0;0;0;0;0;0;0;0;0
7776;221 Rubberproductenindustrie;2014 2e kwartaal;0;0;0;0;0;0;0;0;0;0
7777;221 Rubberproductenindustrie;2014 3e kwartaal;0;0;0;0;0;0;0;0;0;0
7778;221 Rubberproductenindustrie;2014 4e kwartaal;0;0;0;0;0;0;0;0;0;0
7779;221 Rubberproductenindustrie;2014;5;5;5;0;0;0;5;5;0;5
7780;221 Rubberproductenindustrie;2015 1e kwartaal;0;0;0;0;0;0;0;0;0;0
7781;221 Rubberproductenindustrie;2015 2e kwartaal;0;0;0;0;0;0;0;0;0;0
7782;221 Rubberproductenindustrie;2015 3e kwartaal;0;0;0;0;0;0;0;0;0;0
7783;221 Rubberproductenindustrie;2015 4e kwartaal;0;0;0;0;0;0;0;0;0;0
7784;221 Rubberproductenindustrie;2015;5;0;0;0;0;0;5;5;0;0
7785;221 Rubberproductenindustrie;2016 1e kwartaal;0;0;0;0;0;0;0;0;0;0
7786;221 Rubberproductenindustrie;2016 2e kwartaal;0;0;0;0;0;0;0;0;0;0
7787;221 Rubberproductenindustrie;2016 3e kwartaal;0;0;0;0;0;0;0;0;0;0
7788;221 Rubberproductenindustrie;2016 4e kwartaal;0;0;0;0;0;0;0;0;0;0
7789;221 Rubberproductenindustrie;2016;0;0;0;0;0;0;0;0;0;0
7790;221 Rubberproductenindustrie;2017 1e kwartaal;0;0;0;0;0;0;0;0;0;0
7791;221 Rubberproductenindustrie;2017 2e kwartaal;0;0;0;0;0;0;0;0;0;0
7792;221 Rubberproductenindustrie;2017 3e kwartaal;0;0;0;0;0;0;0;0;0;0
7793;221 Rubberproductenindustrie;2017 4e kwartaal;0;0;0;0;0;0;0;0;0;0
7794;221 Rubberproductenindustrie;2017;5;0;0;0;0;0;5;5;0;5
7795;221 Rubberproductenindustrie;2018 1e kwartaal;0;0;0;0;0;0;0;0;0;0
7796;221 Rubberproductenindustrie;2018 2e kwartaal;0;0;0;0;0;0;0;0;0;0
7797;221 Rubberproductenindustrie;2018 3e kwartaal;0;0;0;0;0;0;0;0;0;0
7798;221 Rubberproductenindustrie;2018 4e kwartaal;0;0;0;0;0;0;0;0;0;0
7799;221 Rubberproductenindustrie;2018;0;0;0;0;0;0;0;0;0;0
7800;221 Rubberproductenindustrie;2019 1e kwartaal;0;0;0;0;0;0;0;0;0;0
7801;221 Rubberproductenindustrie;2019 2e kwartaal;5;5;0;0;0;0;5;5;5;0
7802;221 Rubberproductenindustrie;2019 3e kwartaal;0;0;0;0;0;0;0;0;0;0
7803;221 Rubberproductenindustrie;2019 4e kwartaal;0;0;0;0;0;0;0;0;0;0
7804;221 Rubberproductenindustrie;2019;10;5;0;0;0;0;10;10;5;0
7805;221 Rubberproductenindustrie;2020 1e kwartaal;0;0;0;0;0;0;0;0;0;0
7806;221 Rubberproductenindustrie;2020 2e kwartaal;0;0;0;0;0;0;0;0;0;0
7807;221 Rubberproductenindustrie;2020 3e kwartaal;0;0;0;0;0;0;0;0;0;0
7808;221 Rubberproductenindustrie;2020 4e kwartaal;0;0;0;0;0;0;0;0;0;0
7809;221 Rubberproductenindustrie;2020;5;5;0;0;0;0;5;5;0;0
7810;221 Rubberproductenindustrie;2021 1e kwartaal;0;0;0;0;0;0;0;0;0;0
7811;221 Rubberproductenindustrie;2021 2e kwartaal;0;0;0;0;0;0;0;0;0;0
7812;221 Rubberproductenindustrie;2021 3e kwartaal;0;0;0;0;0;0;0;0;0;0
7813;221 Rubberproductenindustrie;2021 4e kwartaal;0;0;0;0;0;0;0;0;0;0
7814;221 Rubberproductenindustrie;2021;5;5;0;0;0;0;5;5;0;0
7815;221 Rubberproductenindustrie;2022 1e kwartaal;0;0;0;0;0;0;0;0;0;0
7816;221 Rubberproductenindustrie;2022 2e kwartaal;0;0;0;0;0;0;0;0;0;0
7817;221 Rubberproductenindustrie;2022 3e kwartaal;0;0;0;0;0;0;0;0;0;0
7818;221 Rubberproductenindustrie;2022 4e kwartaal;0;0;0;0;0;0;0;0;0;0
7819;221 Rubberproductenindustrie;2022;0;0;0;0;0;0;0;0;0;0
7820;221 Rubberproductenindustrie;2023 1e kwartaal;0;0;0;0;0;0;0;0;0;0
7821;221 Rubberproductenindustrie;2023 2e kwartaal;0;0;0;0;0;0;0;0;0;0
7822;221 Rubberproductenindustrie;2023 3e kwartaal;0;0;0;0;0;0;0;0;0;0
7823;221 Rubberproductenindustrie;2023 4e kwartaal;0;0;0;0;0;0;0;0;0;0
7824;221 Rubberproductenindustrie;2023;0;0;0;0;0;0;0;0;0;0
7825;221 Rubberproductenindustrie;2024 1e kwartaal;0;0;0;0;0;0;0;0;0;0
7826;221 Rubberproductenindustrie;2024 2e kwartaal;0;0;0;0;0;0;0;0;0;0
7827;221 Rubberproductenindustrie;2024 3e kwartaal;0;0;0;0;0;0;0;0;0;0
7828;221 Rubberproductenindustrie;2024 4e kwartaal;5;5;0;0;0;0;5;5;0;5
7829;221 Rubberproductenindustrie;2024;5;5;0;0;0;0;5;5;0;5
7830;222 Kunststofproductenindustrie;2007 1e kwartaal;25;15;5;0;0;0;25;25;10;10
7831;222 Kunststofproductenindustrie;2007 2e kwartaal;20;15;5;0;0;0;20;20;15;5
7832;222 Kunststofproductenindustrie;2007 3e kwartaal;25;10;10;0;0;0;25;25;15;10
7833;222 Kunststofproductenindustrie;2007 4e kwartaal;20;15;5;0;0;0;20;20;10;10
7834;222 Kunststofproductenindustrie;2007;90;55;30;5;0;0;90;90;50;35
7835;222 Kunststofproductenindustrie;2008 1e kwartaal;30;15;10;0;0;0;30;30;15;15
7836;222 Kunststofproductenindustrie;2008 2e kwartaal;20;20;5;0;0;0;20;20;15;10
7837;222 Kunststofproductenindustrie;2008 3e kwartaal;25;15;10;0;0;0;25;25;10;15
7838;222 Kunststofproductenindustrie;2008 4e kwartaal;25;20;5;0;0;0;25;25;10;15
7839;222 Kunststofproductenindustrie;2008;100;65;30;5;0;0;100;100;50;50
7840;222 Kunststofproductenindustrie;2009 1e kwartaal;5;5;0;0;0;0;5;5;0;0
7841;222 Kunststofproductenindustrie;2009 2e kwartaal;30;25;5;0;0;0;30;30;20;5
7842;222 Kunststofproductenindustrie;2009 3e kwartaal;25;15;5;0;0;0;25;25;15;5
7843;222 Kunststofproductenindustrie;2009 4e kwartaal;20;15;5;0;0;0;20;20;10;10
7844;222 Kunststofproductenindustrie;2009;75;60;15;0;0;0;75;75;50;25
7845;222 Kunststofproductenindustrie;2010 1e kwartaal;10;5;0;0;0;0;10;10;5;0
7846;222 Kunststofproductenindustrie;2010 2e kwartaal;15;10;5;0;0;0;15;15;5;10
7847;222 Kunststofproductenindustrie;2010 3e kwartaal;20;15;0;0;0;0;20;20;10;10
7848;222 Kunststofproductenindustrie;2010 4e kwartaal;20;10;5;0;0;0;20;20;10;10
7849;222 Kunststofproductenindustrie;2010;60;45;15;0;0;0;60;60;35;25
7850;222 Kunststofproductenindustrie;2011 1e kwartaal;20;10;5;0;0;0;20;20;10;5
7851;222 Kunststofproductenindustrie;2011 2e kwartaal;20;15;0;0;0;0;20;20;10;5
7852;222 Kunststofproductenindustrie;2011 3e kwartaal;20;15;5;0;0;0;20;20;15;5
7853;222 Kunststofproductenindustrie;2011 4e kwartaal;25;20;5;0;0;0;25;25;10;15
7854;222 Kunststofproductenindustrie;2011;80;65;20;0;0;0;80;80;50;35
7855;222 Kunststofproductenindustrie;2012 1e kwartaal;10;10;0;0;0;0;10;10;5;5
7856;222 Kunststofproductenindustrie;2012 2e kwartaal;15;10;5;0;0;0;15;15;10;5
7857;222 Kunststofproductenindustrie;2012 3e kwartaal;10;10;0;0;0;0;10;10;5;5
7858;222 Kunststofproductenindustrie;2012 4e kwartaal;15;10;0;0;0;0;15;15;10;5
7859;222 Kunststofproductenindustrie;2012;50;40;10;0;0;0;50;50;30;20
7860;222 Kunststofproductenindustrie;2013 1e kwartaal;15;10;5;0;0;0;15;15;10;5
7861;222 Kunststofproductenindustrie;2013 2e kwartaal;20;15;5;0;0;0;20;20;10;10
7862;222 Kunststofproductenindustrie;2013 3e kwartaal;15;10;5;0;0;0;15;15;5;10
7863;222 Kunststofproductenindustrie;2013 4e kwartaal;10;5;5;0;0;0;10;10;5;5
7864;222 Kunststofproductenindustrie;2013;60;45;20;0;0;0;60;60;30;30
7865;222 Kunststofproductenindustrie;2014 1e kwartaal;15;10;5;0;0;0;15;15;10;5
7866;222 Kunststofproductenindustrie;2014 2e kwartaal;15;10;5;0;0;0;15;15;5;10
7867;222 Kunststofproductenindustrie;2014 3e kwartaal;15;10;0;0;0;0;15;15;5;5
7868;222 Kunststofproductenindustrie;2014 4e kwartaal;15;10;0;0;0;0;15;15;5;5
7869;222 Kunststofproductenindustrie;2014;55;45;10;0;0;0;55;55;25;30
7870;222 Kunststofproductenindustrie;2015 1e kwartaal;10;5;0;0;0;0;10;10;5;5
7871;222 Kunststofproductenindustrie;2015 2e kwartaal;15;10;5;0;0;0;15;15;10;10
7872;222 Kunststofproductenindustrie;2015 3e kwartaal;20;10;5;0;0;0;20;20;15;5
7873;222 Kunststofproductenindustrie;2015 4e kwartaal;10;10;5;0;0;0;10;10;5;10
7874;222 Kunststofproductenindustrie;2015;55;40;20;0;0;0;55;55;30;25
7875;222 Kunststofproductenindustrie;2016 1e kwartaal;10;5;5;0;0;0;10;10;5;5
7876;222 Kunststofproductenindustrie;2016 2e kwartaal;20;15;10;0;0;0;20;20;15;5
7877;222 Kunststofproductenindustrie;2016 3e kwartaal;15;10;5;0;0;0;15;15;10;5
7878;222 Kunststofproductenindustrie;2016 4e kwartaal;15;15;0;0;0;0;15;15;10;10
7879;222 Kunststofproductenindustrie;2016;60;45;20;0;0;0;60;60;35;25
7880;222 Kunststofproductenindustrie;2017 1e kwartaal;10;10;0;0;0;0;10;10;5;5
7881;222 Kunststofproductenindustrie;2017 2e kwartaal;20;10;10;0;0;0;20;20;10;10
7882;222 Kunststofproductenindustrie;2017 3e kwartaal;15;10;5;0;0;0;15;15;5;10
7883;222 Kunststofproductenindustrie;2017 4e kwartaal;10;5;0;0;0;0;10;10;5;5
7884;222 Kunststofproductenindustrie;2017;55;40;15;0;0;0;55;55;25;30
7885;222 Kunststofproductenindustrie;2018 1e kwartaal;10;10;0;0;0;0;10;10;5;5
7886;222 Kunststofproductenindustrie;2018 2e kwartaal;15;10;5;0;0;0;15;15;5;10
7887;222 Kunststofproductenindustrie;2018 3e kwartaal;15;15;0;0;0;0;15;15;10;5
7888;222 Kunststofproductenindustrie;2018 4e kwartaal;15;10;0;0;0;0;15;15;5;10
7889;222 Kunststofproductenindustrie;2018;50;45;10;0;0;0;50;50;20;30
7890;222 Kunststofproductenindustrie;2019 1e kwartaal;15;15;5;0;0;0;15;15;10;10
7891;222 Kunststofproductenindustrie;2019 2e kwartaal;15;15;0;0;0;0;15;15;5;10
7892;222 Kunststofproductenindustrie;2019 3e kwartaal;15;15;0;0;0;0;15;15;10;5
7893;222 Kunststofproductenindustrie;2019 4e kwartaal;10;10;0;0;0;0;10;10;5;10
7894;222 Kunststofproductenindustrie;2019;60;55;10;0;0;0;60;60;30;35
7895;222 Kunststofproductenindustrie;2020 1e kwartaal;15;10;5;0;0;0;15;15;5;10
7896;222 Kunststofproductenindustrie;2020 2e kwartaal;10;10;0;0;0;0;10;10;5;0
7897;222 Kunststofproductenindustrie;2020 3e kwartaal;5;5;0;0;0;0;5;5;5;0
7898;222 Kunststofproductenindustrie;2020 4e kwartaal;20;20;0;0;0;0;20;20;15;5
7899;222 Kunststofproductenindustrie;2020;50;40;10;0;0;0;50;50;35;20
7900;222 Kunststofproductenindustrie;2021 1e kwartaal;20;20;0;0;0;0;20;20;10;10
7901;222 Kunststofproductenindustrie;2021 2e kwartaal;10;10;5;0;0;0;10;10;5;5
7902;222 Kunststofproductenindustrie;2021 3e kwartaal;20;15;0;0;0;0;20;20;10;10
7903;222 Kunststofproductenindustrie;2021 4e kwartaal;10;10;0;0;0;0;10;10;5;5
7904;222 Kunststofproductenindustrie;2021;60;55;5;0;0;0;60;60;30;30
7905;222 Kunststofproductenindustrie;2022 1e kwartaal;15;10;5;0;0;0;15;15;10;5
7906;222 Kunststofproductenindustrie;2022 2e kwartaal;15;15;0;0;0;0;15;15;10;5
7907;222 Kunststofproductenindustrie;2022 3e kwartaal;20;20;0;0;0;0;20;20;10;10
7908;222 Kunststofproductenindustrie;2022 4e kwartaal;15;15;0;0;0;0;15;15;5;10
7909;222 Kunststofproductenindustrie;2022;65;55;10;0;0;0;65;65;35;25
7910;222 Kunststofproductenindustrie;2023 1e kwartaal;15;10;5;0;0;0;15;15;5;5
7911;222 Kunststofproductenindustrie;2023 2e kwartaal;30;30;5;0;0;0;30;30;10;20
7912;222 Kunststofproductenindustrie;2023 3e kwartaal;20;15;5;0;0;0;20;20;15;5
7913;222 Kunststofproductenindustrie;2023 4e kwartaal;20;15;5;0;0;0;20;20;10;10
7914;222 Kunststofproductenindustrie;2023;85;65;15;0;0;0;85;85;40;45
7915;222 Kunststofproductenindustrie;2024 1e kwartaal;25;20;5;0;0;0;25;25;15;10
7916;222 Kunststofproductenindustrie;2024 2e kwartaal;25;20;5;0;0;0;25;25;15;10
7917;222 Kunststofproductenindustrie;2024 3e kwartaal;25;25;5;0;0;0;25;25;15;10
7918;222 Kunststofproductenindustrie;2024 4e kwartaal;20;15;5;0;0;0;20;20;15;0
7919;222 Kunststofproductenindustrie;2024;95;80;20;0;0;0;95;95;65;35
7920;23 Bouwmaterialenindustrie;2007 1e kwartaal;55;45;10;0;0;0;55;55;45;10
7921;23 Bouwmaterialenindustrie;2007 2e kwartaal;65;55;10;0;0;0;65;65;60;5
7922;23 Bouwmaterialenindustrie;2007 3e kwartaal;45;30;15;0;0;0;45;45;35;5
7923;23 Bouwmaterialenindustrie;2007 4e kwartaal;35;30;5;0;0;0;35;35;30;5
7924;23 Bouwmaterialenindustrie;2007;200;160;35;5;0;0;200;200;175;30
7925;23 Bouwmaterialenindustrie;2008 1e kwartaal;30;20;5;0;0;0;30;30;25;10
7926;23 Bouwmaterialenindustrie;2008 2e kwartaal;50;45;5;0;0;0;50;50;45;5
7927;23 Bouwmaterialenindustrie;2008 3e kwartaal;35;30;5;0;0;0;35;35;30;5
7928;23 Bouwmaterialenindustrie;2008 4e kwartaal;40;30;10;0;0;0;40;40;35;5
7929;23 Bouwmaterialenindustrie;2008;160;130;25;5;0;0;160;160;135;25
7930;23 Bouwmaterialenindustrie;2009 1e kwartaal;30;25;0;0;0;0;30;30;25;5
7931;23 Bouwmaterialenindustrie;2009 2e kwartaal;40;35;5;0;0;0;40;40;35;5
7932;23 Bouwmaterialenindustrie;2009 3e kwartaal;30;25;5;0;0;0;30;30;20;10
7933;23 Bouwmaterialenindustrie;2009 4e kwartaal;50;40;10;5;0;0;50;50;35;20
7934;23 Bouwmaterialenindustrie;2009;150;130;20;5;0;0;150;150;115;35
7935;23 Bouwmaterialenindustrie;2010 1e kwartaal;25;25;0;0;0;0;25;25;25;0
7936;23 Bouwmaterialenindustrie;2010 2e kwartaal;50;45;5;0;0;0;50;50;40;10
7937;23 Bouwmaterialenindustrie;2010 3e kwartaal;30;25;5;0;0;0;30;30;20;5
7938;23 Bouwmaterialenindustrie;2010 4e kwartaal;40;30;10;0;0;0;40;40;30;10
7939;23 Bouwmaterialenindustrie;2010;145;120;20;0;0;0;145;145;120;25
7940;23 Bouwmaterialenindustrie;2011 1e kwartaal;25;20;5;0;0;0;25;25;20;5
7941;23 Bouwmaterialenindustrie;2011 2e kwartaal;40;35;5;0;0;0;40;40;30;5
7942;23 Bouwmaterialenindustrie;2011 3e kwartaal;25;20;5;0;0;0;25;25;20;5
7943;23 Bouwmaterialenindustrie;2011 4e kwartaal;30;20;10;0;0;0;30;30;25;5
7944;23 Bouwmaterialenindustrie;2011;120;95;25;0;0;0;120;120;95;20
7945;23 Bouwmaterialenindustrie;2012 1e kwartaal;30;25;0;0;0;0;30;30;20;5
7946;23 Bouwmaterialenindustrie;2012 2e kwartaal;40;35;5;0;0;0;40;40;30;10
7947;23 Bouwmaterialenindustrie;2012 3e kwartaal;25;25;0;0;0;0;25;25;20;10
7948;23 Bouwmaterialenindustrie;2012 4e kwartaal;20;15;0;0;0;0;20;20;15;0
7949;23 Bouwmaterialenindustrie;2012;115;100;10;0;0;0;115;115;90;25
7950;23 Bouwmaterialenindustrie;2013 1e kwartaal;25;20;5;0;0;0;25;25;20;0
