ID;PositieInHetHuishouden;Geslacht;Leeftijd;BurgerlijkeStaat;Perioden;PersonenInHuishoudens_1
2287;Totaal personen in huishoudens;Totaal mannen en vrouwen;8 jaar;Ongehuwd;2055;
2288;Totaal personen in huishoudens;Totaal mannen en vrouwen;8 jaar;Ongehuwd;2056;
2289;Totaal personen in huishoudens;Totaal mannen en vrouwen;8 jaar;Ongehuwd;2057;
2290;Totaal personen in huishoudens;Totaal mannen en vrouwen;8 jaar;Ongehuwd;2058;
2291;Totaal personen in huishoudens;Totaal mannen en vrouwen;8 jaar;Ongehuwd;2059;
2292;Totaal personen in huishoudens;Totaal mannen en vrouwen;8 jaar;Ongehuwd;2060;
2293;Totaal personen in huishoudens;Totaal mannen en vrouwen;8 jaar;Ongehuwd;2061;
2294;Totaal personen in huishoudens;Totaal mannen en vrouwen;8 jaar;Ongehuwd;2062;
2295;Totaal personen in huishoudens;Totaal mannen en vrouwen;8 jaar;Ongehuwd;2063;
2296;Totaal personen in huishoudens;Totaal mannen en vrouwen;8 jaar;Ongehuwd;2064;
2297;Totaal personen in huishoudens;Totaal mannen en vrouwen;8 jaar;Ongehuwd;2065;
2298;Totaal personen in huishoudens;Totaal mannen en vrouwen;8 jaar;Ongehuwd;2066;
2299;Totaal personen in huishoudens;Totaal mannen en vrouwen;8 jaar;Ongehuwd;2067;
2300;Totaal personen in huishoudens;Totaal mannen en vrouwen;8 jaar;Ongehuwd;2068;
2301;Totaal personen in huishoudens;Totaal mannen en vrouwen;8 jaar;Ongehuwd;2069;
2302;Totaal personen in huishoudens;Totaal mannen en vrouwen;8 jaar;Ongehuwd;2070;
2303;Totaal personen in huishoudens;Totaal mannen en vrouwen;8 jaar;Gehuwd;2022;
2304;Totaal personen in huishoudens;Totaal mannen en vrouwen;8 jaar;Gehuwd;2023;
2305;Totaal personen in huishoudens;Totaal mannen en vrouwen;8 jaar;Gehuwd;2024;
2306;Totaal personen in huishoudens;Totaal mannen en vrouwen;8 jaar;Gehuwd;2025;
2307;Totaal personen in huishoudens;Totaal mannen en vrouwen;8 jaar;Gehuwd;2026;
2308;Totaal personen in huishoudens;Totaal mannen en vrouwen;8 jaar;Gehuwd;2027;
2309;Totaal personen in huishoudens;Totaal mannen en vrouwen;8 jaar;Gehuwd;2028;
2310;Totaal personen in huishoudens;Totaal mannen en vrouwen;8 jaar;Gehuwd;2029;
2311;Totaal personen in huishoudens;Totaal mannen en vrouwen;8 jaar;Gehuwd;2030;
2312;Totaal personen in huishoudens;Totaal mannen en vrouwen;8 jaar;Gehuwd;2031;
2313;Totaal personen in huishoudens;Totaal mannen en vrouwen;8 jaar;Gehuwd;2032;
2314;Totaal personen in huishoudens;Totaal mannen en vrouwen;8 jaar;Gehuwd;2033;
2315;Totaal personen in huishoudens;Totaal mannen en vrouwen;8 jaar;Gehuwd;2034;
2316;Totaal personen in huishoudens;Totaal mannen en vrouwen;8 jaar;Gehuwd;2035;
2317;Totaal personen in huishoudens;Totaal mannen en vrouwen;8 jaar;Gehuwd;2036;
2318;Totaal personen in huishoudens;Totaal mannen en vrouwen;8 jaar;Gehuwd;2037;
2319;Totaal personen in huishoudens;Totaal mannen en vrouwen;8 jaar;Gehuwd;2038;
2320;Totaal personen in huishoudens;Totaal mannen en vrouwen;8 jaar;Gehuwd;2039;
2321;Totaal personen in huishoudens;Totaal mannen en vrouwen;8 jaar;Gehuwd;2040;
2322;Totaal personen in huishoudens;Totaal mannen en vrouwen;8 jaar;Gehuwd;2041;
2323;Totaal personen in huishoudens;Totaal mannen en vrouwen;8 jaar;Gehuwd;2042;
2324;Totaal personen in huishoudens;Totaal mannen en vrouwen;8 jaar;Gehuwd;2043;
2325;Totaal personen in huishoudens;Totaal mannen en vrouwen;8 jaar;Gehuwd;2044;
2326;Totaal personen in huishoudens;Totaal mannen en vrouwen;8 jaar;Gehuwd;2045;
2327;Totaal personen in huishoudens;Totaal mannen en vrouwen;8 jaar;Gehuwd;2046;
2328;Totaal personen in huishoudens;Totaal mannen en vrouwen;8 jaar;Gehuwd;2047;
2329;Totaal personen in huishoudens;Totaal mannen en vrouwen;8 jaar;Gehuwd;2048;
2330;Totaal personen in huishoudens;Totaal mannen en vrouwen;8 jaar;Gehuwd;2049;
2331;Totaal personen in huishoudens;Totaal mannen en vrouwen;8 jaar;Gehuwd;2050;
2332;Totaal personen in huishoudens;Totaal mannen en vrouwen;8 jaar;Gehuwd;2051;
2333;Totaal personen in huishoudens;Totaal mannen en vrouwen;8 jaar;Gehuwd;2052;
2334;Totaal personen in huishoudens;Totaal mannen en vrouwen;8 jaar;Gehuwd;2053;
2335;Totaal personen in huishoudens;Totaal mannen en vrouwen;8 jaar;Gehuwd;2054;
2336;Totaal personen in huishoudens;Totaal mannen en vrouwen;8 jaar;Gehuwd;2055;
2337;Totaal personen in huishoudens;Totaal mannen en vrouwen;8 jaar;Gehuwd;2056;
2338;Totaal personen in huishoudens;Totaal mannen en vrouwen;8 jaar;Gehuwd;2057;
2339;Totaal personen in huishoudens;Totaal mannen en vrouwen;8 jaar;Gehuwd;2058;
2340;Totaal personen in huishoudens;Totaal mannen en vrouwen;8 jaar;Gehuwd;2059;
2341;Totaal personen in huishoudens;Totaal mannen en vrouwen;8 jaar;Gehuwd;2060;
2342;Totaal personen in huishoudens;Totaal mannen en vrouwen;8 jaar;Gehuwd;2061;
2343;Totaal personen in huishoudens;Totaal mannen en vrouwen;8 jaar;Gehuwd;2062;
2344;Totaal personen in huishoudens;Totaal mannen en vrouwen;8 jaar;Gehuwd;2063;
2345;Totaal personen in huishoudens;Totaal mannen en vrouwen;8 jaar;Gehuwd;2064;
2346;Totaal personen in huishoudens;Totaal mannen en vrouwen;8 jaar;Gehuwd;2065;
2347;Totaal personen in huishoudens;Totaal mannen en vrouwen;8 jaar;Gehuwd;2066;
2348;Totaal personen in huishoudens;Totaal mannen en vrouwen;8 jaar;Gehuwd;2067;
2349;Totaal personen in huishoudens;Totaal mannen en vrouwen;8 jaar;Gehuwd;2068;
2350;Totaal personen in huishoudens;Totaal mannen en vrouwen;8 jaar;Gehuwd;2069;
2351;Totaal personen in huishoudens;Totaal mannen en vrouwen;8 jaar;Gehuwd;2070;
2352;Totaal personen in huishoudens;Totaal mannen en vrouwen;8 jaar;Verweduwd;2022;
2353;Totaal personen in huishoudens;Totaal mannen en vrouwen;8 jaar;Verweduwd;2023;
2354;Totaal personen in huishoudens;Totaal mannen en vrouwen;8 jaar;Verweduwd;2024;
2355;Totaal personen in huishoudens;Totaal mannen en vrouwen;8 jaar;Verweduwd;2025;
2356;Totaal personen in huishoudens;Totaal mannen en vrouwen;8 jaar;Verweduwd;2026;
2357;Totaal personen in huishoudens;Totaal mannen en vrouwen;8 jaar;Verweduwd;2027;
2358;Totaal personen in huishoudens;Totaal mannen en vrouwen;8 jaar;Verweduwd;2028;
2359;Totaal personen in huishoudens;Totaal mannen en vrouwen;8 jaar;Verweduwd;2029;
2360;Totaal personen in huishoudens;Totaal mannen en vrouwen;8 jaar;Verweduwd;2030;
2361;Totaal personen in huishoudens;Totaal mannen en vrouwen;8 jaar;Verweduwd;2031;
2362;Totaal personen in huishoudens;Totaal mannen en vrouwen;8 jaar;Verweduwd;2032;
2363;Totaal personen in huishoudens;Totaal mannen en vrouwen;8 jaar;Verweduwd;2033;
2364;Totaal personen in huishoudens;Totaal mannen en vrouwen;8 jaar;Verweduwd;2034;
2365;Totaal personen in huishoudens;Totaal mannen en vrouwen;8 jaar;Verweduwd;2035;
2366;Totaal personen in huishoudens;Totaal mannen en vrouwen;8 jaar;Verweduwd;2036;
2367;Totaal personen in huishoudens;Totaal mannen en vrouwen;8 jaar;Verweduwd;2037;
2368;Totaal personen in huishoudens;Totaal mannen en vrouwen;8 jaar;Verweduwd;2038;
2369;Totaal personen in huishoudens;Totaal mannen en vrouwen;8 jaar;Verweduwd;2039;
2370;Totaal personen in huishoudens;Totaal mannen en vrouwen;8 jaar;Verweduwd;2040;
2371;Totaal personen in huishoudens;Totaal mannen en vrouwen;8 jaar;Verweduwd;2041;
2372;Totaal personen in huishoudens;Totaal mannen en vrouwen;8 jaar;Verweduwd;2042;
2373;Totaal personen in huishoudens;Totaal mannen en vrouwen;8 jaar;Verweduwd;2043;
2374;Totaal personen in huishoudens;Totaal mannen en vrouwen;8 jaar;Verweduwd;2044;
2375;Totaal personen in huishoudens;Totaal mannen en vrouwen;8 jaar;Verweduwd;2045;
2376;Totaal personen in huishoudens;Totaal mannen en vrouwen;8 jaar;Verweduwd;2046;
2377;Totaal personen in huishoudens;Totaal mannen en vrouwen;8 jaar;Verweduwd;2047;
2378;Totaal personen in huishoudens;Totaal mannen en vrouwen;8 jaar;Verweduwd;2048;
2379;Totaal personen in huishoudens;Totaal mannen en vrouwen;8 jaar;Verweduwd;2049;
2380;Totaal personen in huishoudens;Totaal mannen en vrouwen;8 jaar;Verweduwd;2050;
2381;Totaal personen in huishoudens;Totaal mannen en vrouwen;8 jaar;Verweduwd;2051;
2382;Totaal personen in huishoudens;Totaal mannen en vrouwen;8 jaar;Verweduwd;2052;
2383;Totaal personen in huishoudens;Totaal mannen en vrouwen;8 jaar;Verweduwd;2053;
2384;Totaal personen in huishoudens;Totaal mannen en vrouwen;8 jaar;Verweduwd;2054;
2385;Totaal personen in huishoudens;Totaal mannen en vrouwen;8 jaar;Verweduwd;2055;
2386;Totaal personen in huishoudens;Totaal mannen en vrouwen;8 jaar;Verweduwd;2056;
2387;Totaal personen in huishoudens;Totaal mannen en vrouwen;8 jaar;Verweduwd;2057;
2388;Totaal personen in huishoudens;Totaal mannen en vrouwen;8 jaar;Verweduwd;2058;
2389;Totaal personen in huishoudens;Totaal mannen en vrouwen;8 jaar;Verweduwd;2059;
2390;Totaal personen in huishoudens;Totaal mannen en vrouwen;8 jaar;Verweduwd;2060;
2391;Totaal personen in huishoudens;Totaal mannen en vrouwen;8 jaar;Verweduwd;2061;
2392;Totaal personen in huishoudens;Totaal mannen en vrouwen;8 jaar;Verweduwd;2062;
2393;Totaal personen in huishoudens;Totaal mannen en vrouwen;8 jaar;Verweduwd;2063;
2394;Totaal personen in huishoudens;Totaal mannen en vrouwen;8 jaar;Verweduwd;2064;
2395;Totaal personen in huishoudens;Totaal mannen en vrouwen;8 jaar;Verweduwd;2065;
2396;Totaal personen in huishoudens;Totaal mannen en vrouwen;8 jaar;Verweduwd;2066;
2397;Totaal personen in huishoudens;Totaal mannen en vrouwen;8 jaar;Verweduwd;2067;
2398;Totaal personen in huishoudens;Totaal mannen en vrouwen;8 jaar;Verweduwd;2068;
2399;Totaal personen in huishoudens;Totaal mannen en vrouwen;8 jaar;Verweduwd;2069;
2400;Totaal personen in huishoudens;Totaal mannen en vrouwen;8 jaar;Verweduwd;2070;
2401;Totaal personen in huishoudens;Totaal mannen en vrouwen;8 jaar;Gescheiden;2022;
2402;Totaal personen in huishoudens;Totaal mannen en vrouwen;8 jaar;Gescheiden;2023;
2403;Totaal personen in huishoudens;Totaal mannen en vrouwen;8 jaar;Gescheiden;2024;
2404;Totaal personen in huishoudens;Totaal mannen en vrouwen;8 jaar;Gescheiden;2025;
2405;Totaal personen in huishoudens;Totaal mannen en vrouwen;8 jaar;Gescheiden;2026;
2406;Totaal personen in huishoudens;Totaal mannen en vrouwen;8 jaar;Gescheiden;2027;
2407;Totaal personen in huishoudens;Totaal mannen en vrouwen;8 jaar;Gescheiden;2028;
2408;Totaal personen in huishoudens;Totaal mannen en vrouwen;8 jaar;Gescheiden;2029;
2409;Totaal personen in huishoudens;Totaal mannen en vrouwen;8 jaar;Gescheiden;2030;
2410;Totaal personen in huishoudens;Totaal mannen en vrouwen;8 jaar;Gescheiden;2031;
2411;Totaal personen in huishoudens;Totaal mannen en vrouwen;8 jaar;Gescheiden;2032;
2412;Totaal personen in huishoudens;Totaal mannen en vrouwen;8 jaar;Gescheiden;2033;
2413;Totaal personen in huishoudens;Totaal mannen en vrouwen;8 jaar;Gescheiden;2034;
2414;Totaal personen in huishoudens;Totaal mannen en vrouwen;8 jaar;Gescheiden;2035;
2415;Totaal personen in huishoudens;Totaal mannen en vrouwen;8 jaar;Gescheiden;2036;
2416;Totaal personen in huishoudens;Totaal mannen en vrouwen;8 jaar;Gescheiden;2037;
2417;Totaal personen in huishoudens;Totaal mannen en vrouwen;8 jaar;Gescheiden;2038;
2418;Totaal personen in huishoudens;Totaal mannen en vrouwen;8 jaar;Gescheiden;2039;
2419;Totaal personen in huishoudens;Totaal mannen en vrouwen;8 jaar;Gescheiden;2040;
2420;Totaal personen in huishoudens;Totaal mannen en vrouwen;8 jaar;Gescheiden;2041;
2421;Totaal personen in huishoudens;Totaal mannen en vrouwen;8 jaar;Gescheiden;2042;
2422;Totaal personen in huishoudens;Totaal mannen en vrouwen;8 jaar;Gescheiden;2043;
2423;Totaal personen in huishoudens;Totaal mannen en vrouwen;8 jaar;Gescheiden;2044;
2424;Totaal personen in huishoudens;Totaal mannen en vrouwen;8 jaar;Gescheiden;2045;
2425;Totaal personen in huishoudens;Totaal mannen en vrouwen;8 jaar;Gescheiden;2046;
2426;Totaal personen in huishoudens;Totaal mannen en vrouwen;8 jaar;Gescheiden;2047;
2427;Totaal personen in huishoudens;Totaal mannen en vrouwen;8 jaar;Gescheiden;2048;
2428;Totaal personen in huishoudens;Totaal mannen en vrouwen;8 jaar;Gescheiden;2049;
2429;Totaal personen in huishoudens;Totaal mannen en vrouwen;8 jaar;Gescheiden;2050;
2430;Totaal personen in huishoudens;Totaal mannen en vrouwen;8 jaar;Gescheiden;2051;
2431;Totaal personen in huishoudens;Totaal mannen en vrouwen;8 jaar;Gescheiden;2052;
2432;Totaal personen in huishoudens;Totaal mannen en vrouwen;8 jaar;Gescheiden;2053;
2433;Totaal personen in huishoudens;Totaal mannen en vrouwen;8 jaar;Gescheiden;2054;
2434;Totaal personen in huishoudens;Totaal mannen en vrouwen;8 jaar;Gescheiden;2055;
2435;Totaal personen in huishoudens;Totaal mannen en vrouwen;8 jaar;Gescheiden;2056;
2436;Totaal personen in huishoudens;Totaal mannen en vrouwen;8 jaar;Gescheiden;2057;
2437;Totaal personen in huishoudens;Totaal mannen en vrouwen;8 jaar;Gescheiden;2058;
2438;Totaal personen in huishoudens;Totaal mannen en vrouwen;8 jaar;Gescheiden;2059;
2439;Totaal personen in huishoudens;Totaal mannen en vrouwen;8 jaar;Gescheiden;2060;
2440;Totaal personen in huishoudens;Totaal mannen en vrouwen;8 jaar;Gescheiden;2061;
2441;Totaal personen in huishoudens;Totaal mannen en vrouwen;8 jaar;Gescheiden;2062;
2442;Totaal personen in huishoudens;Totaal mannen en vrouwen;8 jaar;Gescheiden;2063;
2443;Totaal personen in huishoudens;Totaal mannen en vrouwen;8 jaar;Gescheiden;2064;
2444;Totaal personen in huishoudens;Totaal mannen en vrouwen;8 jaar;Gescheiden;2065;
2445;Totaal personen in huishoudens;Totaal mannen en vrouwen;8 jaar;Gescheiden;2066;
2446;Totaal personen in huishoudens;Totaal mannen en vrouwen;8 jaar;Gescheiden;2067;
2447;Totaal personen in huishoudens;Totaal mannen en vrouwen;8 jaar;Gescheiden;2068;
2448;Totaal personen in huishoudens;Totaal mannen en vrouwen;8 jaar;Gescheiden;2069;
2449;Totaal personen in huishoudens;Totaal mannen en vrouwen;8 jaar;Gescheiden;2070;
2450;Totaal personen in huishoudens;Totaal mannen en vrouwen;9 jaar;Totaal burgerlijke staat;2022;182816.0
2451;Totaal personen in huishoudens;Totaal mannen en vrouwen;9 jaar;Totaal burgerlijke staat;2023;179032.0
2452;Totaal personen in huishoudens;Totaal mannen en vrouwen;9 jaar;Totaal burgerlijke staat;2024;183195.0
2453;Totaal personen in huishoudens;Totaal mannen en vrouwen;9 jaar;Totaal burgerlijke staat;2025;179280.0
2454;Totaal personen in huishoudens;Totaal mannen en vrouwen;9 jaar;Totaal burgerlijke staat;2026;180662.0
2455;Totaal personen in huishoudens;Totaal mannen en vrouwen;9 jaar;Totaal burgerlijke staat;2027;178064.0
2456;Totaal personen in huishoudens;Totaal mannen en vrouwen;9 jaar;Totaal burgerlijke staat;2028;176863.0
2457;Totaal personen in huishoudens;Totaal mannen en vrouwen;9 jaar;Totaal burgerlijke staat;2029;178071.0
2458;Totaal personen in huishoudens;Totaal mannen en vrouwen;9 jaar;Totaal burgerlijke staat;2030;177123.0
2459;Totaal personen in huishoudens;Totaal mannen en vrouwen;9 jaar;Totaal burgerlijke staat;2031;187133.0
2460;Totaal personen in huishoudens;Totaal mannen en vrouwen;9 jaar;Totaal burgerlijke staat;2032;185919.0
2461;Totaal personen in huishoudens;Totaal mannen en vrouwen;9 jaar;Totaal burgerlijke staat;2033;190367.0
2462;Totaal personen in huishoudens;Totaal mannen en vrouwen;9 jaar;Totaal burgerlijke staat;2034;194341.0
2463;Totaal personen in huishoudens;Totaal mannen en vrouwen;9 jaar;Totaal burgerlijke staat;2035;197348.0
2464;Totaal personen in huishoudens;Totaal mannen en vrouwen;9 jaar;Totaal burgerlijke staat;2036;201030.0
2465;Totaal personen in huishoudens;Totaal mannen en vrouwen;9 jaar;Totaal burgerlijke staat;2037;203070.0
2466;Totaal personen in huishoudens;Totaal mannen en vrouwen;9 jaar;Totaal burgerlijke staat;2038;205598.0
2467;Totaal personen in huishoudens;Totaal mannen en vrouwen;9 jaar;Totaal burgerlijke staat;2039;207723.0
2468;Totaal personen in huishoudens;Totaal mannen en vrouwen;9 jaar;Totaal burgerlijke staat;2040;209240.0
2469;Totaal personen in huishoudens;Totaal mannen en vrouwen;9 jaar;Totaal burgerlijke staat;2041;210409.0
2470;Totaal personen in huishoudens;Totaal mannen en vrouwen;9 jaar;Totaal burgerlijke staat;2042;210923.0
2471;Totaal personen in huishoudens;Totaal mannen en vrouwen;9 jaar;Totaal burgerlijke staat;2043;211302.0
2472;Totaal personen in huishoudens;Totaal mannen en vrouwen;9 jaar;Totaal burgerlijke staat;2044;211168.0
2473;Totaal personen in huishoudens;Totaal mannen en vrouwen;9 jaar;Totaal burgerlijke staat;2045;210594.0
2474;Totaal personen in huishoudens;Totaal mannen en vrouwen;9 jaar;Totaal burgerlijke staat;2046;209574.0
2475;Totaal personen in huishoudens;Totaal mannen en vrouwen;9 jaar;Totaal burgerlijke staat;2047;208131.0
2476;Totaal personen in huishoudens;Totaal mannen en vrouwen;9 jaar;Totaal burgerlijke staat;2048;206743.0
2477;Totaal personen in huishoudens;Totaal mannen en vrouwen;9 jaar;Totaal burgerlijke staat;2049;205540.0
2478;Totaal personen in huishoudens;Totaal mannen en vrouwen;9 jaar;Totaal burgerlijke staat;2050;204293.0
2479;Totaal personen in huishoudens;Totaal mannen en vrouwen;9 jaar;Totaal burgerlijke staat;2051;203070.0
2480;Totaal personen in huishoudens;Totaal mannen en vrouwen;9 jaar;Totaal burgerlijke staat;2052;201928.0
2481;Totaal personen in huishoudens;Totaal mannen en vrouwen;9 jaar;Totaal burgerlijke staat;2053;200934.0
2482;Totaal personen in huishoudens;Totaal mannen en vrouwen;9 jaar;Totaal burgerlijke staat;2054;200084.0
2483;Totaal personen in huishoudens;Totaal mannen en vrouwen;9 jaar;Totaal burgerlijke staat;2055;199367.0
2484;Totaal personen in huishoudens;Totaal mannen en vrouwen;9 jaar;Totaal burgerlijke staat;2056;198802.0
2485;Totaal personen in huishoudens;Totaal mannen en vrouwen;9 jaar;Totaal burgerlijke staat;2057;198403.0
2486;Totaal personen in huishoudens;Totaal mannen en vrouwen;9 jaar;Totaal burgerlijke staat;2058;198224.0
2487;Totaal personen in huishoudens;Totaal mannen en vrouwen;9 jaar;Totaal burgerlijke staat;2059;198309.0
2488;Totaal personen in huishoudens;Totaal mannen en vrouwen;9 jaar;Totaal burgerlijke staat;2060;198667.0
2489;Totaal personen in huishoudens;Totaal mannen en vrouwen;9 jaar;Totaal burgerlijke staat;2061;199302.0
2490;Totaal personen in huishoudens;Totaal mannen en vrouwen;9 jaar;Totaal burgerlijke staat;2062;200234.0
2491;Totaal personen in huishoudens;Totaal mannen en vrouwen;9 jaar;Totaal burgerlijke staat;2063;201453.0
2492;Totaal personen in huishoudens;Totaal mannen en vrouwen;9 jaar;Totaal burgerlijke staat;2064;202955.0
2493;Totaal personen in huishoudens;Totaal mannen en vrouwen;9 jaar;Totaal burgerlijke staat;2065;204675.0
2494;Totaal personen in huishoudens;Totaal mannen en vrouwen;9 jaar;Totaal burgerlijke staat;2066;206567.0
2495;Totaal personen in huishoudens;Totaal mannen en vrouwen;9 jaar;Totaal burgerlijke staat;2067;208559.0
2496;Totaal personen in huishoudens;Totaal mannen en vrouwen;9 jaar;Totaal burgerlijke staat;2068;210568.0
2497;Totaal personen in huishoudens;Totaal mannen en vrouwen;9 jaar;Totaal burgerlijke staat;2069;212529.0
2498;Totaal personen in huishoudens;Totaal mannen en vrouwen;9 jaar;Totaal burgerlijke staat;2070;214369.0
2499;Totaal personen in huishoudens;Totaal mannen en vrouwen;9 jaar;Ongehuwd;2022;
2500;Totaal personen in huishoudens;Totaal mannen en vrouwen;9 jaar;Ongehuwd;2023;
2501;Totaal personen in huishoudens;Totaal mannen en vrouwen;9 jaar;Ongehuwd;2024;
2502;Totaal personen in huishoudens;Totaal mannen en vrouwen;9 jaar;Ongehuwd;2025;
2503;Totaal personen in huishoudens;Totaal mannen en vrouwen;9 jaar;Ongehuwd;2026;
2504;Totaal personen in huishoudens;Totaal mannen en vrouwen;9 jaar;Ongehuwd;2027;
2505;Totaal personen in huishoudens;Totaal mannen en vrouwen;9 jaar;Ongehuwd;2028;
2506;Totaal personen in huishoudens;Totaal mannen en vrouwen;9 jaar;Ongehuwd;2029;
2507;Totaal personen in huishoudens;Totaal mannen en vrouwen;9 jaar;Ongehuwd;2030;
2508;Totaal personen in huishoudens;Totaal mannen en vrouwen;9 jaar;Ongehuwd;2031;
2509;Totaal personen in huishoudens;Totaal mannen en vrouwen;9 jaar;Ongehuwd;2032;
2510;Totaal personen in huishoudens;Totaal mannen en vrouwen;9 jaar;Ongehuwd;2033;
2511;Totaal personen in huishoudens;Totaal mannen en vrouwen;9 jaar;Ongehuwd;2034;
2512;Totaal personen in huishoudens;Totaal mannen en vrouwen;9 jaar;Ongehuwd;2035;
2513;Totaal personen in huishoudens;Totaal mannen en vrouwen;9 jaar;Ongehuwd;2036;
2514;Totaal personen in huishoudens;Totaal mannen en vrouwen;9 jaar;Ongehuwd;2037;
2515;Totaal personen in huishoudens;Totaal mannen en vrouwen;9 jaar;Ongehuwd;2038;
2516;Totaal personen in huishoudens;Totaal mannen en vrouwen;9 jaar;Ongehuwd;2039;
2517;Totaal personen in huishoudens;Totaal mannen en vrouwen;9 jaar;Ongehuwd;2040;
2518;Totaal personen in huishoudens;Totaal mannen en vrouwen;9 jaar;Ongehuwd;2041;
2519;Totaal personen in huishoudens;Totaal mannen en vrouwen;9 jaar;Ongehuwd;2042;
2520;Totaal personen in huishoudens;Totaal mannen en vrouwen;9 jaar;Ongehuwd;2043;
2521;Totaal personen in huishoudens;Totaal mannen en vrouwen;9 jaar;Ongehuwd;2044;
2522;Totaal personen in huishoudens;Totaal mannen en vrouwen;9 jaar;Ongehuwd;2045;
2523;Totaal personen in huishoudens;Totaal mannen en vrouwen;9 jaar;Ongehuwd;2046;
2524;Totaal personen in huishoudens;Totaal mannen en vrouwen;9 jaar;Ongehuwd;2047;
2525;Totaal personen in huishoudens;Totaal mannen en vrouwen;9 jaar;Ongehuwd;2048;
2526;Totaal personen in huishoudens;Totaal mannen en vrouwen;9 jaar;Ongehuwd;2049;
2527;Totaal personen in huishoudens;Totaal mannen en vrouwen;9 jaar;Ongehuwd;2050;
2528;Totaal personen in huishoudens;Totaal mannen en vrouwen;9 jaar;Ongehuwd;2051;
2529;Totaal personen in huishoudens;Totaal mannen en vrouwen;9 jaar;Ongehuwd;2052;
2530;Totaal personen in huishoudens;Totaal mannen en vrouwen;9 jaar;Ongehuwd;2053;
2531;Totaal personen in huishoudens;Totaal mannen en vrouwen;9 jaar;Ongehuwd;2054;
2532;Totaal personen in huishoudens;Totaal mannen en vrouwen;9 jaar;Ongehuwd;2055;
2533;Totaal personen in huishoudens;Totaal mannen en vrouwen;9 jaar;Ongehuwd;2056;
2534;Totaal personen in huishoudens;Totaal mannen en vrouwen;9 jaar;Ongehuwd;2057;
2535;Totaal personen in huishoudens;Totaal mannen en vrouwen;9 jaar;Ongehuwd;2058;
2536;Totaal personen in huishoudens;Totaal mannen en vrouwen;9 jaar;Ongehuwd;2059;
2537;Totaal personen in huishoudens;Totaal mannen en vrouwen;9 jaar;Ongehuwd;2060;
2538;Totaal personen in huishoudens;Totaal mannen en vrouwen;9 jaar;Ongehuwd;2061;
2539;Totaal personen in huishoudens;Totaal mannen en vrouwen;9 jaar;Ongehuwd;2062;
2540;Totaal personen in huishoudens;Totaal mannen en vrouwen;9 jaar;Ongehuwd;2063;
2541;Totaal personen in huishoudens;Totaal mannen en vrouwen;9 jaar;Ongehuwd;2064;
2542;Totaal personen in huishoudens;Totaal mannen en vrouwen;9 jaar;Ongehuwd;2065;
2543;Totaal personen in huishoudens;Totaal mannen en vrouwen;9 jaar;Ongehuwd;2066;
2544;Totaal personen in huishoudens;Totaal mannen en vrouwen;9 jaar;Ongehuwd;2067;
2545;Totaal personen in huishoudens;Totaal mannen en vrouwen;9 jaar;Ongehuwd;2068;
2546;Totaal personen in huishoudens;Totaal mannen en vrouwen;9 jaar;Ongehuwd;2069;
2547;Totaal personen in huishoudens;Totaal mannen en vrouwen;9 jaar;Ongehuwd;2070;
2548;Totaal personen in huishoudens;Totaal mannen en vrouwen;9 jaar;Gehuwd;2022;
2549;Totaal personen in huishoudens;Totaal mannen en vrouwen;9 jaar;Gehuwd;2023;
2550;Totaal personen in huishoudens;Totaal mannen en vrouwen;9 jaar;Gehuwd;2024;
2551;Totaal personen in huishoudens;Totaal mannen en vrouwen;9 jaar;Gehuwd;2025;
2552;Totaal personen in huishoudens;Totaal mannen en vrouwen;9 jaar;Gehuwd;2026;
2553;Totaal personen in huishoudens;Totaal mannen en vrouwen;9 jaar;Gehuwd;2027;
2554;Totaal personen in huishoudens;Totaal mannen en vrouwen;9 jaar;Gehuwd;2028;
2555;Totaal personen in huishoudens;Totaal mannen en vrouwen;9 jaar;Gehuwd;2029;
2556;Totaal personen in huishoudens;Totaal mannen en vrouwen;9 jaar;Gehuwd;2030;
2557;Totaal personen in huishoudens;Totaal mannen en vrouwen;9 jaar;Gehuwd;2031;
2558;Totaal personen in huishoudens;Totaal mannen en vrouwen;9 jaar;Gehuwd;2032;
2559;Totaal personen in huishoudens;Totaal mannen en vrouwen;9 jaar;Gehuwd;2033;
2560;Totaal personen in huishoudens;Totaal mannen en vrouwen;9 jaar;Gehuwd;2034;
2561;Totaal personen in huishoudens;Totaal mannen en vrouwen;9 jaar;Gehuwd;2035;
2562;Totaal personen in huishoudens;Totaal mannen en vrouwen;9 jaar;Gehuwd;2036;
2563;Totaal personen in huishoudens;Totaal mannen en vrouwen;9 jaar;Gehuwd;2037;
2564;Totaal personen in huishoudens;Totaal mannen en vrouwen;9 jaar;Gehuwd;2038;
2565;Totaal personen in huishoudens;Totaal mannen en vrouwen;9 jaar;Gehuwd;2039;
2566;Totaal personen in huishoudens;Totaal mannen en vrouwen;9 jaar;Gehuwd;2040;
2567;Totaal personen in huishoudens;Totaal mannen en vrouwen;9 jaar;Gehuwd;2041;
2568;Totaal personen in huishoudens;Totaal mannen en vrouwen;9 jaar;Gehuwd;2042;
2569;Totaal personen in huishoudens;Totaal mannen en vrouwen;9 jaar;Gehuwd;2043;
2570;Totaal personen in huishoudens;Totaal mannen en vrouwen;9 jaar;Gehuwd;2044;
