ID;RegioS;Perioden;TotaalIncidenten_1;TotaalBrandincidenten_2;TotaalAutomatischGemeld_3;AfgehandeldDoorDeMeldkamer_4;AlarmeringenVanDeBrandweer_5;TotaalTelefonischGemeld_6;AfgehandeldDoorDeMeldkamer_7;AlarmeringenVanDeBrandweer_8;TotaalHulpverleningsincidenten_9;AfgehandeldDoorDeMeldkamer_10;AlarmeringenVanDeBrandweer_11
544;Noord-Brabant (PV);2016;28180;16000;10000;5660;4340;6000;720;5280;12180;5560;6600
545;Noord-Brabant (PV);2017 1e kwartaal;7140;3840;2380;1380;1000;1480;160;1320;3280;1420;1880
546;Noord-Brabant (PV);2017 2e kwartaal;6920;4160;2240;1280;960;1900;220;1680;2760;1140;1620
547;Noord-Brabant (PV);2017 3e kwartaal;6660;3880;2460;1480;1000;1420;200;1220;2780;1080;1700
548;Noord-Brabant (PV);2017 4e kwartaal;6580;3960;2500;1560;940;1460;220;1240;2620;1060;1560
549;Noord-Brabant (PV);2017;27300;15840;9580;5680;3900;6260;800;5460;11440;4680;6760
550;Noord-Brabant (PV);2018 1e kwartaal;8500;3720;2220;1320;900;1500;220;1300;4780;2800;1980
551;Noord-Brabant (PV);2018 2e kwartaal;6800;3980;2320;1420;900;1660;220;1440;2800;1140;1660
552;Noord-Brabant (PV);2018 3e kwartaal;7960;4940;2200;1340;860;2740;360;2380;3020;1280;1740
553;Noord-Brabant (PV);2018 4e kwartaal;6960;4160;2420;1560;860;1760;240;1520;2780;1220;1580
554;Noord-Brabant (PV);2018;30200;16820;9160;5640;3520;7660;1020;6640;13380;6440;6960
555;Noord-Brabant (PV);2019 1e kwartaal;7720;3540;2100;1360;740;1440;180;1260;4180;2260;1920
556;Noord-Brabant (PV);2019 2e kwartaal;7900;3800;2020;1300;720;1780;180;1580;4100;1860;2260
557;Noord-Brabant (PV);2019 3e kwartaal;7300;4180;2300;1360;940;1860;220;1640;3120;1140;1980
558;Noord-Brabant (PV);2019 4e kwartaal;6900;3960;2320;1420;900;1640;200;1440;2920;1140;1800
559;Noord-Brabant (PV);2019;29820;15460;8760;5440;3320;6720;800;5920;14340;6380;7960
560;Limburg (PV);2013 1e kwartaal;4260;1640;1140;300;840;500;20;480;2620;2100;520
561;Limburg (PV);2013 2e kwartaal;4680;1920;1200;340;880;720;40;680;2760;2160;620
562;Limburg (PV);2013 3e kwartaal;5640;2100;1320;380;920;780;20;760;3540;2780;760
563;Limburg (PV);2013 4e kwartaal;5320;1880;1260;300;960;620;20;600;3440;2520;920
564;Limburg (PV);2013;19900;7540;4920;1320;3600;2620;100;2520;12360;9540;2820
565;Limburg (PV);2014 1e kwartaal;4400;1780;1120;260;860;680;60;620;2620;2020;600
566;Limburg (PV);2014 2e kwartaal;4880;1820;1140;260;900;660;20;640;3080;2320;760
567;Limburg (PV);2014 3e kwartaal;6040;2080;1520;340;1180;580;20;560;3940;2960;980
568;Limburg (PV);2014 4e kwartaal;5020;1880;1320;300;1020;560;20;560;3140;2440;720
569;Limburg (PV);2014;20360;7560;5100;1160;3940;2480;120;2360;12800;9740;3060
570;Limburg (PV);2015 1e kwartaal;3660;1820;1240;320;920;580;20;560;1840;1000;840
571;Limburg (PV);2015 2e kwartaal;3040;1920;1220;420;800;700;40;640;1120;260;860
572;Limburg (PV);2015 3e kwartaal;3140;1980;1300;480;820;680;60;640;1140;380;760
573;Limburg (PV);2015 4e kwartaal;3060;2120;1460;520;960;660;60;600;940;280;680
574;Limburg (PV);2015;12900;7840;5220;1720;3520;2620;180;2440;5060;1920;3120
575;Limburg (PV);2016 1e kwartaal;2640;1720;1200;400;780;540;40;480;920;220;700
576;Limburg (PV);2016 2e kwartaal;3780;1960;1360;460;900;600;60;540;1820;760;1080
577;Limburg (PV);2016 3e kwartaal;3420;2200;1420;460;960;780;80;720;1220;460;780
578;Limburg (PV);2016 4e kwartaal;3320;1900;1320;460;840;600;80;520;1400;680;720
579;Limburg (PV);2016;13160;7780;5260;1760;3500;2520;240;2280;5380;2120;3260
580;Limburg (PV);2017 1e kwartaal;3000;1680;1120;380;720;580;60;520;1320;580;740
581;Limburg (PV);2017 2e kwartaal;3160;1860;1060;400;660;800;120;680;1300;580;720
582;Limburg (PV);2017 3e kwartaal;2980;1740;1120;420;700;600;80;540;1260;500;740
583;Limburg (PV);2017 4e kwartaal;2820;1640;1120;380;720;540;60;480;1160;480;680
584;Limburg (PV);2017;11960;6940;4420;1600;2820;2520;300;2220;5020;2140;2900
585;Limburg (PV);2018 1e kwartaal;3720;1660;1100;380;740;560;60;500;2060;1000;1060
586;Limburg (PV);2018 2e kwartaal;3660;1840;1120;620;500;720;220;520;1820;1040;780
587;Limburg (PV);2018 3e kwartaal;4020;2320;1100;580;520;1220;380;820;1720;900;800
588;Limburg (PV);2018 4e kwartaal;3380;1780;1040;540;500;720;200;520;1600;840;760
589;Limburg (PV);2018;14800;7600;4380;2100;2260;3220;880;2360;7200;3800;3400
590;Limburg (PV);2019 1e kwartaal;4000;1640;1020;540;480;620;180;440;2360;1520;860
591;Limburg (PV);2019 2e kwartaal;3960;1980;1080;560;520;880;260;620;2000;1120;880
592;Limburg (PV);2019 3e kwartaal;4340;2200;1260;640;620;940;280;660;2120;1220;900
593;Limburg (PV);2019 4e kwartaal;3800;1820;1140;600;560;660;180;500;1980;1160;840
594;Limburg (PV);2019;16100;7640;4520;2340;2180;3120;900;2220;8460;5020;3460
595;Groningen (VR);2013 1e kwartaal;1980;1220;780;560;200;440;120;320;760;440;320
596;Groningen (VR);2013 2e kwartaal;2160;1160;740;500;240;420;60;380;1000;640;360
597;Groningen (VR);2013 3e kwartaal;2240;1220;860;580;280;340;60;280;1020;660;380
598;Groningen (VR);2013 4e kwartaal;2900;1380;820;540;280;560;200;360;1520;1140;380
599;Groningen (VR);2013;9280;4980;3200;2180;1000;1780;420;1360;4300;2880;1420
600;Groningen (VR);2014 1e kwartaal;1840;1100;640;440;200;460;120;340;760;480;280
601;Groningen (VR);2014 2e kwartaal;2000;1060;740;540;220;320;40;260;940;600;340
602;Groningen (VR);2014 3e kwartaal;2140;1200;860;580;260;360;60;300;920;600;340
603;Groningen (VR);2014 4e kwartaal;2160;1280;780;540;260;480;140;360;880;600;300
604;Groningen (VR);2014;8140;4640;3020;2080;940;1620;360;1260;3500;2260;1240
605;Groningen (VR);2015 1e kwartaal;2060;1080;700;520;180;380;80;300;980;640;340
606;Groningen (VR);2015 2e kwartaal;1980;1040;700;460;240;340;60;280;940;640;300
607;Groningen (VR);2015 3e kwartaal;2260;1140;820;520;300;320;60;260;1140;720;420
608;Groningen (VR);2015 4e kwartaal;2220;1240;760;520;260;460;140;320;1000;680;320
609;Groningen (VR);2015;8520;4500;2980;2000;980;1500;320;1180;4040;2680;1360
610;Groningen (VR);2016 1e kwartaal;1940;1080;680;460;200;400;100;300;860;600;260
611;Groningen (VR);2016 2e kwartaal;1920;980;700;440;240;300;40;260;940;600;340
612;Groningen (VR);2016 3e kwartaal;2040;1100;740;480;240;360;60;300;940;600;340
613;Groningen (VR);2016 4e kwartaal;2040;1160;720;480;240;440;80;340;880;580;300
614;Groningen (VR);2016;7920;4300;2820;1880;940;1480;280;1200;3620;2380;1240
615;Groningen (VR);2017 1e kwartaal;1720;980;600;400;200;400;80;320;720;460;260
616;Groningen (VR);2017 2e kwartaal;1900;980;580;380;200;420;60;360;900;560;340
617;Groningen (VR);2017 3e kwartaal;1900;940;600;420;180;340;80;280;940;620;340
618;Groningen (VR);2017 4e kwartaal;2080;980;620;440;180;380;80;300;1100;760;340
619;Groningen (VR);2017;7580;3900;2380;1640;740;1520;300;1220;3680;2400;1280
620;Groningen (VR);2018 1e kwartaal;1960;1080;620;400;200;480;120;360;880;520;340
621;Groningen (VR);2018 2e kwartaal;2200;1040;600;420;180;420;80;340;1160;760;400
622;Groningen (VR);2018 3e kwartaal;2240;1220;620;420;200;620;100;500;1020;640;360
623;Groningen (VR);2018 4e kwartaal;2040;1160;620;400;220;540;140;400;880;540;340
624;Groningen (VR);2018;8420;4500;2440;1660;800;2060;460;1600;3920;2480;1440
625;Groningen (VR);2019 1e kwartaal;1840;980;580;400;180;400;100;300;860;520;340
626;Groningen (VR);2019 2e kwartaal;2240;1040;600;400;200;440;100;360;1180;780;400
627;Groningen (VR);2019 3e kwartaal;2300;1200;700;460;240;500;100;400;1100;720;360
628;Groningen (VR);2019 4e kwartaal;2220;1220;680;460;240;520;160;380;1000;660;360
629;Groningen (VR);2019;8580;4440;2560;1720;860;1880;460;1420;4140;2680;1460
630;Fryslân (VR);2013 1e kwartaal;1780;1120;700;240;480;420;60;360;660;420;240
631;Fryslân (VR);2013 2e kwartaal;2100;1140;780;300;480;360;60;320;960;680;280
632;Fryslân (VR);2013 3e kwartaal;1980;1120;760;220;540;360;60;300;880;540;340
633;Fryslân (VR);2013 4e kwartaal;2860;1140;740;240;500;400;80;320;1720;1260;480
634;Fryslân (VR);2013;8740;4500;2980;980;1980;1540;240;1280;4220;2880;1340
635;Fryslân (VR);2014 1e kwartaal;1720;980;600;180;420;400;60;320;720;480;260
636;Fryslân (VR);2014 2e kwartaal;1900;960;680;220;460;280;40;240;940;600;360
637;Fryslân (VR);2014 3e kwartaal;1980;1100;780;240;520;320;60;260;880;500;360
638;Fryslân (VR);2014 4e kwartaal;1800;1020;660;260;400;360;60;300;760;480;280
639;Fryslân (VR);2014;7380;4060;2720;900;1800;1360;220;1140;3320;2060;1260
640;Fryslân (VR);2015 1e kwartaal;1760;920;580;220;360;340;60;280;840;540;300
641;Fryslân (VR);2015 2e kwartaal;1880;920;620;220;400;300;60;260;980;620;340
642;Fryslân (VR);2015 3e kwartaal;2340;1040;700;240;460;340;40;300;1280;820;480
643;Fryslân (VR);2015 4e kwartaal;1860;1040;700;400;300;340;60;280;840;520;320
644;Fryslân (VR);2015;7840;3920;2580;1080;1500;1320;220;1100;3940;2480;1440
645;Fryslân (VR);2016 1e kwartaal;1720;1020;640;460;180;380;80;300;680;420;280
646;Fryslân (VR);2016 2e kwartaal;1820;920;620;440;180;300;40;260;900;540;360
647;Fryslân (VR);2016 3e kwartaal;1940;1020;720;520;200;300;60;260;920;520;400
648;Fryslân (VR);2016 4e kwartaal;1900;1000;620;480;140;380;40;320;900;500;380
649;Fryslân (VR);2016;7380;3980;2600;1900;700;1380;240;1140;3400;1980;1420
650;Fryslân (VR);2017 1e kwartaal;1520;880;540;420;120;340;40;300;660;360;300
651;Fryslân (VR);2017 2e kwartaal;1920;960;600;440;160;360;80;280;960;580;380
652;Fryslân (VR);2017 3e kwartaal;2080;960;660;500;160;300;60;240;1120;700;420
653;Fryslân (VR);2017 4e kwartaal;1880;960;620;460;180;340;60;280;920;520;400
654;Fryslân (VR);2017;7420;3760;2420;1820;600;1320;240;1080;3660;2160;1500
655;Fryslân (VR);2018 1e kwartaal;1800;940;540;400;140;400;80;340;860;480;380
656;Fryslân (VR);2018 2e kwartaal;2040;980;600;420;160;380;80;300;1080;660;400
657;Fryslân (VR);2018 3e kwartaal;2300;1220;680;500;180;540;100;440;1080;660;420
658;Fryslân (VR);2018 4e kwartaal;1880;1040;620;460;160;420;80;360;840;500;340
659;Fryslân (VR);2018;8000;4160;2420;1780;640;1740;300;1440;3840;2320;1520
660;Fryslân (VR);2019 1e kwartaal;1720;900;540;400;140;360;60;300;820;500;320
661;Fryslân (VR);2019 2e kwartaal;2100;1040;620;460;160;420;100;340;1060;720;360
662;Fryslân (VR);2019 3e kwartaal;2300;1100;700;500;200;420;100;320;1180;800;380
663;Fryslân (VR);2019 4e kwartaal;1920;1040;660;480;180;380;80;300;880;560;320
664;Fryslân (VR);2019;8040;4080;2500;1840;660;1560;340;1240;3960;2580;1380
665;Drenthe (VR);2013 1e kwartaal;1640;1080;660;200;460;420;60;360;560;320;240
666;Drenthe (VR);2013 2e kwartaal;2000;1160;760;280;480;400;40;360;840;540;300
667;Drenthe (VR);2013 3e kwartaal;1900;1140;820;280;520;320;40;280;760;500;260
668;Drenthe (VR);2013 4e kwartaal;2420;1180;740;240;500;440;100;340;1240;840;400
669;Drenthe (VR);2013;7940;4540;2960;1000;1940;1580;240;1340;3420;2220;1200
670;Drenthe (VR);2014 1e kwartaal;1680;1060;680;220;460;380;60;320;620;420;220
671;Drenthe (VR);2014 2e kwartaal;1840;1100;800;220;560;300;40;260;740;460;280
672;Drenthe (VR);2014 3e kwartaal;1780;1080;760;220;540;320;60;240;720;460;240
673;Drenthe (VR);2014 4e kwartaal;1760;1000;700;220;480;300;40;260;760;460;300
674;Drenthe (VR);2014;7060;4240;2940;900;2040;1300;220;1080;2840;1800;1020
675;Drenthe (VR);2015 1e kwartaal;1660;880;560;160;380;320;60;260;780;500;280
676;Drenthe (VR);2015 2e kwartaal;1760;1000;680;340;340;320;60;260;760;480;280
677;Drenthe (VR);2015 3e kwartaal;1860;980;700;340;360;300;60;240;880;580;300
678;Drenthe (VR);2015 4e kwartaal;1920;1120;760;400;360;360;100;260;800;540;260
679;Drenthe (VR);2015;7200;3980;2680;1240;1460;1300;260;1020;3220;2080;1120
680;Drenthe (VR);2016 1e kwartaal;1600;980;640;340;300;340;100;240;620;400;220
681;Drenthe (VR);2016 2e kwartaal;1720;920;660;340;300;260;40;220;800;480;340
682;Drenthe (VR);2016 3e kwartaal;1660;960;680;340;340;280;40;240;700;400;280
683;Drenthe (VR);2016 4e kwartaal;1600;980;620;380;240;360;60;320;620;400;220
684;Drenthe (VR);2016;6580;3820;2600;1420;1180;1240;240;1000;2740;1680;1080
685;Drenthe (VR);2017 1e kwartaal;1340;760;480;280;200;300;60;240;560;360;220
686;Drenthe (VR);2017 2e kwartaal;1580;840;500;280;220;340;60;280;740;440;280
687;Drenthe (VR);2017 3e kwartaal;1520;840;580;360;240;240;40;200;680;420;260
688;Drenthe (VR);2017 4e kwartaal;1720;940;640;420;220;300;60;240;780;500;280
689;Drenthe (VR);2017;6160;3400;2200;1340;880;1200;220;980;2760;1720;1040
690;Drenthe (VR);2018 1e kwartaal;1600;920;560;380;200;340;60;280;700;400;300
691;Drenthe (VR);2018 2e kwartaal;1840;940;600;400;200;340;60;280;900;600;300
692;Drenthe (VR);2018 3e kwartaal;2020;1260;700;440;280;540;120;440;760;500;260
693;Drenthe (VR);2018 4e kwartaal;1740;1060;680;460;220;400;80;320;660;400;260
694;Drenthe (VR);2018;7200;4180;2560;1660;900;1620;320;1320;3020;1900;1120
695;Drenthe (VR);2019 1e kwartaal;1560;880;580;360;240;300;60;240;660;400;260
696;Drenthe (VR);2019 2e kwartaal;1880;960;520;340;180;420;100;340;920;620;300
697;Drenthe (VR);2019 3e kwartaal;1860;1080;700;460;240;380;100;280;780;520;260
698;Drenthe (VR);2019 4e kwartaal;1620;980;640;420;220;340;60;280;640;380;260
699;Drenthe (VR);2019;6900;3900;2440;1560;880;1460;320;1140;3000;1940;1080
700;IJsselland (VR);2013 1e kwartaal;1320;900;580;100;480;300;40;260;420;160;260
701;IJsselland (VR);2013 2e kwartaal;1440;940;580;140;440;360;60;300;500;200;300
702;IJsselland (VR);2013 3e kwartaal;1560;1020;660;120;540;360;80;280;540;200;340
703;IJsselland (VR);2013 4e kwartaal;2060;960;600;120;480;360;60;300;1100;700;400
704;IJsselland (VR);2013;6380;3800;2420;480;1940;1400;260;1140;2560;1260;1300
705;IJsselland (VR);2014 1e kwartaal;1180;840;520;100;420;320;60;260;340;120;240
706;IJsselland (VR);2014 2e kwartaal;1500;880;580;80;500;300;60;240;620;280;340
707;IJsselland (VR);2014 3e kwartaal;1560;820;560;80;480;260;40;220;740;400;340
708;IJsselland (VR);2014 4e kwartaal;1500;820;540;60;460;300;60;220;680;380;300
709;IJsselland (VR);2014;5740;3360;2180;320;1860;1160;220;940;2380;1180;1200
710;IJsselland (VR);2015 1e kwartaal;1480;760;460;80;380;300;60;240;740;400;340
711;IJsselland (VR);2015 2e kwartaal;1500;780;480;60;400;320;60;260;700;380;320
712;IJsselland (VR);2015 3e kwartaal;2100;800;520;60;460;280;60;220;1300;840;460
713;IJsselland (VR);2015 4e kwartaal;1540;760;500;60;420;260;60;200;780;460;320
714;IJsselland (VR);2015;6620;3100;1960;280;1680;1140;220;920;3520;2060;1460
715;IJsselland (VR);2016 1e kwartaal;1380;760;480;80;400;280;40;240;600;360;240
716;IJsselland (VR);2016 2e kwartaal;1500;660;400;60;320;280;60;220;840;480;340
717;IJsselland (VR);2016 3e kwartaal;1600;800;520;100;440;280;60;220;820;480;340
718;IJsselland (VR);2016 4e kwartaal;1520;760;480;80;400;280;40;240;780;440;340
719;IJsselland (VR);2016;6000;2980;1880;320;1540;1100;200;900;3020;1760;1260
720;IJsselland (VR);2017 1e kwartaal;1400;680;400;80;320;280;40;260;720;360;360
721;IJsselland (VR);2017 2e kwartaal;1560;760;420;80;340;340;40;300;800;460;340
722;IJsselland (VR);2017 3e kwartaal;1500;700;420;80;340;280;60;240;800;420;380
723;IJsselland (VR);2017 4e kwartaal;1580;720;480;100;380;240;60;180;860;440;420
724;IJsselland (VR);2017;6040;2860;1720;340;1380;1140;180;980;3180;1680;1500
725;IJsselland (VR);2018 1e kwartaal;1860;700;400;100;300;300;40;260;1160;720;420
726;IJsselland (VR);2018 2e kwartaal;1580;740;420;160;240;320;60;260;840;500;340
727;IJsselland (VR);2018 3e kwartaal;1740;880;400;100;280;500;80;400;840;480;360
728;IJsselland (VR);2018 4e kwartaal;1540;760;440;140;300;320;60;260;780;460;320
729;IJsselland (VR);2018;6700;3080;1640;500;1140;1440;240;1200;3620;2160;1460
730;IJsselland (VR);2019 1e kwartaal;1420;680;420;160;260;260;40;220;740;400;340
731;IJsselland (VR);2019 2e kwartaal;1620;780;420;160;260;360;80;300;840;440;400
732;IJsselland (VR);2019 3e kwartaal;1400;740;440;180;260;300;60;240;660;360;300
733;IJsselland (VR);2019 4e kwartaal;1400;740;400;140;260;340;60;280;660;340;320
734;IJsselland (VR);2019;5820;2940;1660;640;1040;1260;240;1040;2900;1540;1360
735;Twente (VR);2013 1e kwartaal;1380;960;620;40;560;360;20;340;420;140;260
736;Twente (VR);2013 2e kwartaal;1540;1000;640;60;600;360;20;340;540;240;300
737;Twente (VR);2013 3e kwartaal;1380;880;600;40;560;280;20;260;500;140;360
738;Twente (VR);2013 4e kwartaal;1680;1000;620;60;560;380;20;360;700;320;380
739;Twente (VR);2013;5980;3840;2480;200;2280;1360;60;1300;2140;860;1280
740;Twente (VR);2014 1e kwartaal;1300;900;560;40;520;360;20;340;380;120;280
741;Twente (VR);2014 2e kwartaal;1280;860;600;80;520;280;0;260;420;120;300
742;Twente (VR);2014 3e kwartaal;1440;900;680;60;620;220;0;200;540;180;360
743;Twente (VR);2014 4e kwartaal;1220;860;600;60;540;260;20;240;360;100;260
744;Twente (VR);2014;5220;3520;2440;240;2200;1080;40;1040;1700;520;1180
745;Twente (VR);2015 1e kwartaal;1260;740;500;140;360;240;20;240;520;120;400
746;Twente (VR);2015 2e kwartaal;1220;800;520;260;260;280;20;280;420;140;280
747;Twente (VR);2015 3e kwartaal;1580;880;600;300;300;280;0;260;720;220;500
748;Twente (VR);2015 4e kwartaal;1340;960;580;340;240;380;20;360;380;140;240
749;Twente (VR);2015;5400;3360;2180;1020;1180;1180;60;1140;2040;620;1420
750;Twente (VR);2016 1e kwartaal;1380;920;560;300;280;360;20;340;460;200;280
751;Twente (VR);2016 2e kwartaal;1620;900;560;300;260;340;20;320;740;420;320
752;Twente (VR);2016 3e kwartaal;1520;880;540;280;260;340;20;340;640;320;340
753;Twente (VR);2016 4e kwartaal;1520;920;580;320;240;340;20;320;600;260;340
754;Twente (VR);2016;6060;3600;2220;1200;1020;1380;80;1320;2440;1180;1260
755;Twente (VR);2017 1e kwartaal;1420;800;520;280;220;300;20;280;620;220;400
756;Twente (VR);2017 2e kwartaal;1480;880;500;300;200;380;20;360;600;260;340
757;Twente (VR);2017 3e kwartaal;1440;820;560;340;200;280;20;260;620;220;380
758;Twente (VR);2017 4e kwartaal;1700;840;520;340;200;320;20;300;860;460;400
759;Twente (VR);2017;6020;3340;2080;1260;820;1260;80;1180;2700;1160;1540
760;Twente (VR);2018 1e kwartaal;2560;840;480;300;200;340;20;340;1740;1200;540
761;Twente (VR);2018 2e kwartaal;2240;820;460;280;180;360;20;320;1420;1040;380
762;Twente (VR);2018 3e kwartaal;2480;1060;580;380;200;460;20;440;1440;1000;440
763;Twente (VR);2018 4e kwartaal;2280;920;520;320;200;380;20;360;1360;960;400
764;Twente (VR);2018;9560;3620;2060;1280;780;1560;80;1460;5940;4200;1740
765;Twente (VR);2019 1e kwartaal;2080;820;460;260;200;360;20;340;1280;860;420
766;Twente (VR);2019 2e kwartaal;2460;860;500;300;220;360;20;340;1580;1120;460
767;Twente (VR);2019 3e kwartaal;2460;1000;600;360;240;420;40;380;1460;1040;420
768;Twente (VR);2019 4e kwartaal;2200;980;580;360;220;400;40;360;1220;800;420
769;Twente (VR);2019;9200;3680;2140;1260;880;1540;100;1440;5540;3820;1720
770;Noord- en Oost-Gelderland (VR);2013 1e kwartaal;2000;1320;800;180;620;520;80;440;680;320;360
771;Noord- en Oost-Gelderland (VR);2013 2e kwartaal;2040;1280;720;140;580;560;100;460;760;400;360
772;Noord- en Oost-Gelderland (VR);2013 3e kwartaal;2280;1380;900;200;700;480;100;380;900;400;500
773;Noord- en Oost-Gelderland (VR);2013 4e kwartaal;2720;1200;740;140;600;460;80;380;1520;820;700
774;Noord- en Oost-Gelderland (VR);2013;9040;5160;3160;660;2520;2000;340;1660;3860;1960;1920
775;Noord- en Oost-Gelderland (VR);2014 1e kwartaal;1960;1220;680;180;500;520;80;440;740;340;400
776;Noord- en Oost-Gelderland (VR);2014 2e kwartaal;2260;1180;720;340;380;460;80;380;1080;600;480
777;Noord- en Oost-Gelderland (VR);2014 3e kwartaal;2620;1200;840;400;440;360;60;300;1420;880;540
778;Noord- en Oost-Gelderland (VR);2014 4e kwartaal;2260;1180;740;360;380;440;80;360;1080;660;420
779;Noord- en Oost-Gelderland (VR);2014;9080;4760;2980;1280;1700;1780;300;1500;4320;2480;1840
780;Noord- en Oost-Gelderland (VR);2015 1e kwartaal;2260;1040;560;300;260;480;80;400;1220;600;620
781;Noord- en Oost-Gelderland (VR);2015 2e kwartaal;2220;1100;580;320;260;520;100;440;1100;620;500
782;Noord- en Oost-Gelderland (VR);2015 3e kwartaal;3480;1180;780;400;380;400;80;320;2300;1420;880
783;Noord- en Oost-Gelderland (VR);2015 4e kwartaal;2320;1180;720;400;320;440;80;360;1160;660;500
784;Noord- en Oost-Gelderland (VR);2015;10280;4500;2660;1420;1240;1840;340;1520;5780;3300;2480
785;Noord- en Oost-Gelderland (VR);2016 1e kwartaal;2080;1080;620;360;260;460;80;400;1000;560;440
786;Noord- en Oost-Gelderland (VR);2016 2e kwartaal;2380;1060;660;340;320;400;80;320;1320;820;500
787;Noord- en Oost-Gelderland (VR);2016 3e kwartaal;2600;1280;800;380;420;480;100;380;1320;800;520
788;Noord- en Oost-Gelderland (VR);2016 4e kwartaal;2380;1240;720;380;340;500;100;420;1160;680;480
789;Noord- en Oost-Gelderland (VR);2016;9440;4660;2780;1460;1320;1880;340;1520;4780;2840;1960
790;Noord- en Oost-Gelderland (VR);2017 1e kwartaal;2320;1080;600;340;260;480;60;420;1240;660;580
791;Noord- en Oost-Gelderland (VR);2017 2e kwartaal;2540;1240;680;380;300;560;80;480;1300;800;500
792;Noord- en Oost-Gelderland (VR);2017 3e kwartaal;2580;1140;740;400;340;420;100;320;1440;840;600
793;Noord- en Oost-Gelderland (VR);2017 4e kwartaal;2580;1160;740;400;340;420;60;360;1440;780;660
794;Noord- en Oost-Gelderland (VR);2017;10040;4620;2780;1520;1240;1860;300;1560;5400;3080;2340
795;Noord- en Oost-Gelderland (VR);2018 1e kwartaal;3100;1040;580;320;260;460;60;400;2060;1340;700
796;Noord- en Oost-Gelderland (VR);2018 2e kwartaal;2580;1180;680;360;320;500;80;420;1400;860;540
797;Noord- en Oost-Gelderland (VR);2018 3e kwartaal;2740;1340;660;340;320;700;120;580;1400;780;620
798;Noord- en Oost-Gelderland (VR);2018 4e kwartaal;2300;1200;660;360;320;520;80;460;1120;640;480
799;Noord- en Oost-Gelderland (VR);2018;10720;4760;2580;1380;1220;2180;340;1840;5960;3640;2340
800;Noord- en Oost-Gelderland (VR);2019 1e kwartaal;2280;1080;640;380;260;440;60;380;1200;660;540
801;Noord- en Oost-Gelderland (VR);2019 2e kwartaal;2460;1180;660;320;340;520;100;420;1280;660;620
802;Noord- en Oost-Gelderland (VR);2019 3e kwartaal;2480;1160;700;380;340;460;100;360;1320;780;520
803;Noord- en Oost-Gelderland (VR);2019 4e kwartaal;2280;1280;780;440;360;500;80;420;1000;520;480
804;Noord- en Oost-Gelderland (VR);2019;9500;4700;2780;1500;1280;1900;320;1580;4800;2640;2160
805;Gelderland-Midden (VR);2013 1e kwartaal;1720;1080;660;260;400;400;40;360;640;140;500
806;Gelderland-Midden (VR);2013 2e kwartaal;1760;1020;640;240;400;380;40;340;740;220;520
807;Gelderland-Midden (VR);2013 3e kwartaal;1960;1040;660;220;420;400;40;340;920;180;720
808;Gelderland-Midden (VR);2013 4e kwartaal;2380;1060;660;220;440;400;40;360;1320;520;800
809;Gelderland-Midden (VR);2013;7800;4200;2620;960;1660;1580;160;1420;3600;1060;2540
810;Gelderland-Midden (VR);2014 1e kwartaal;1580;940;520;200;340;420;40;380;640;160;480
811;Gelderland-Midden (VR);2014 2e kwartaal;1780;940;560;200;360;400;80;320;820;200;620
812;Gelderland-Midden (VR);2014 3e kwartaal;2080;900;600;220;380;300;40;260;1180;480;680
813;Gelderland-Midden (VR);2014 4e kwartaal;1660;900;580;220;360;320;40;280;780;200;560
814;Gelderland-Midden (VR);2014;7100;3680;2240;820;1420;1440;200;1240;3420;1040;2360
815;Gelderland-Midden (VR);2015 1e kwartaal;1780;900;520;180;340;380;60;320;880;160;720
816;Gelderland-Midden (VR);2015 2e kwartaal;1680;920;500;200;300;420;60;360;760;200;580
817;Gelderland-Midden (VR);2015 3e kwartaal;2240;920;580;220;380;340;60;280;1320;460;840
818;Gelderland-Midden (VR);2015 4e kwartaal;1740;940;560;220;320;400;60;320;780;180;600
819;Gelderland-Midden (VR);2015;7440;3680;2140;820;1320;1540;260;1280;3740;1000;2740
820;Gelderland-Midden (VR);2016 1e kwartaal;1620;900;500;180;320;420;60;340;700;180;520
821;Gelderland-Midden (VR);2016 2e kwartaal;1860;880;520;200;300;380;60;320;980;360;620
822;Gelderland-Midden (VR);2016 3e kwartaal;1780;900;520;200;320;400;80;320;860;200;660
823;Gelderland-Midden (VR);2016 4e kwartaal;1740;920;480;180;300;440;80;340;840;200;640
824;Gelderland-Midden (VR);2016;7000;3620;2000;740;1260;1620;300;1320;3380;920;2460
825;Gelderland-Midden (VR);2017 1e kwartaal;1780;760;320;120;220;420;80;360;1040;220;820
826;Gelderland-Midden (VR);2017 2e kwartaal;1560;780;360;160;220;420;60;340;780;160;620
827;Gelderland-Midden (VR);2017 3e kwartaal;1560;660;360;180;180;300;60;240;900;260;640
828;Gelderland-Midden (VR);2017 4e kwartaal;1680;740;360;200;160;380;60;320;940;260;700
829;Gelderland-Midden (VR);2017;6600;2940;1420;640;760;1520;260;1260;3680;880;2780
830;Gelderland-Midden (VR);2018 1e kwartaal;2260;720;320;160;160;420;100;320;1540;680;880
831;Gelderland-Midden (VR);2018 2e kwartaal;1740;740;320;200;140;420;80;320;1000;340;660
832;Gelderland-Midden (VR);2018 3e kwartaal;2040;1000;340;180;140;660;180;480;1040;280;760
833;Gelderland-Midden (VR);2018 4e kwartaal;1660;820;340;160;160;500;120;380;840;280;560
