ID;Leeftijd;Generatie;Geslacht;Perioden;Allochtonen_1;TotaalNietWesters_2;Afrika_3;Azie_4;LatijnsAmerika_5;Marokko_6;NederlandseAntillenEnAruba_7;Suriname_8;Turkije_9;TotaalWesters_10;EuropeseEconomischeRuimte_11;OverigEuropa_12;Indonesie_13;OverigBuitenEuropa_14
552;Totaal over alle leeftijden;2e Generatie met 1 buitenlandse ouder;Mannen;2042;726931;282371;52873;71512;41777;21719;36334;34615;23541;444560;207784;120201;79395;37180
553;Totaal over alle leeftijden;2e Generatie met 1 buitenlandse ouder;Mannen;2043;733628;287336;53705;73341;42808;22025;36826;34791;23840;446292;208210;122603;77741;37738
554;Totaal over alle leeftijden;2e Generatie met 1 buitenlandse ouder;Mannen;2044;740305;292273;54529;75172;43842;22322;37298;34962;24148;448032;208680;125015;76048;38289
555;Totaal over alle leeftijden;2e Generatie met 1 buitenlandse ouder;Mannen;2045;746943;297167;55349;77007;44867;22623;37760;35117;24444;449776;209199;127416;74317;38844
556;Totaal over alle leeftijden;2e Generatie met 1 buitenlandse ouder;Mannen;2046;753559;302028;56154;78834;45893;22923;38223;35258;24743;451531;209767;129824;72548;39392
557;Totaal over alle leeftijden;2e Generatie met 1 buitenlandse ouder;Mannen;2047;760157;306898;56951;80670;46925;23221;38680;35409;25042;453259;210378;132223;70732;39926
558;Totaal over alle leeftijden;2e Generatie met 1 buitenlandse ouder;Mannen;2048;766707;311691;57755;82499;47944;23515;39121;35535;25322;455016;211015;134626;68907;40468
559;Totaal over alle leeftijden;2e Generatie met 1 buitenlandse ouder;Mannen;2049;773224;316468;58546;84321;48980;23804;39546;35655;25616;456756;211677;137030;67062;40987
560;Totaal over alle leeftijden;2e Generatie met 1 buitenlandse ouder;Mannen;2050;779698;321202;59323;86156;50000;24080;39977;35771;25895;458496;212368;139424;65191;41513
561;Totaal over alle leeftijden;2e Generatie met 1 buitenlandse ouder;Vrouwen;2000;410825;66727;11295;9034;6428;4659;10953;18195;6163;344098;217012;19027;94906;13153
562;Totaal over alle leeftijden;2e Generatie met 1 buitenlandse ouder;Vrouwen;2001;416943;70607;12005;9654;6838;5031;11345;18941;6793;346336;217508;20086;95149;13593
563;Totaal over alle leeftijden;2e Generatie met 1 buitenlandse ouder;Vrouwen;2002;423344;74601;12755;10321;7277;5421;11770;19648;7409;348743;218000;21302;95408;14033
564;Totaal over alle leeftijden;2e Generatie met 1 buitenlandse ouder;Vrouwen;2003;430004;78708;13549;11037;7738;5826;12239;20321;7998;351296;218483;22673;95664;14476
565;Totaal over alle leeftijden;2e Generatie met 1 buitenlandse ouder;Vrouwen;2004;436872;82928;14377;11798;8228;6238;12736;20978;8573;353944;218920;24174;95914;14936
566;Totaal over alle leeftijden;2e Generatie met 1 buitenlandse ouder;Vrouwen;2005;444030;87303;15248;12634;8745;6668;13261;21613;9134;356727;219328;25836;96170;15393
567;Totaal over alle leeftijden;2e Generatie met 1 buitenlandse ouder;Vrouwen;2006;451365;91760;16152;13518;9292;7106;13824;22206;9662;359605;219697;27635;96406;15867
568;Totaal over alle leeftijden;2e Generatie met 1 buitenlandse ouder;Vrouwen;2007;458912;96328;17095;14446;9867;7554;14414;22767;10185;362584;220007;29568;96658;16351
569;Totaal over alle leeftijden;2e Generatie met 1 buitenlandse ouder;Vrouwen;2008;466615;100981;18066;15430;10462;8007;15023;23308;10685;365634;220278;31615;96889;16852
570;Totaal over alle leeftijden;2e Generatie met 1 buitenlandse ouder;Vrouwen;2009;474476;105711;19061;16461;11078;8477;15649;23817;11168;368765;220495;33799;97114;17357
571;Totaal over alle leeftijden;2e Generatie met 1 buitenlandse ouder;Vrouwen;2010;482441;110523;20076;17561;11723;8938;16292;24306;11627;371918;220642;36074;97324;17878
572;Totaal over alle leeftijden;2e Generatie met 1 buitenlandse ouder;Vrouwen;2011;490503;115416;21115;18716;12395;9403;16935;24766;12086;375087;220729;38451;97512;18395
573;Totaal over alle leeftijden;2e Generatie met 1 buitenlandse ouder;Vrouwen;2012;498621;120346;22159;19928;13090;9871;17576;25201;12521;378275;220760;40911;97680;18924
574;Totaal over alle leeftijden;2e Generatie met 1 buitenlandse ouder;Vrouwen;2013;506746;125318;23223;21177;13810;10333;18222;25623;12930;381428;220718;43434;97820;19456
575;Totaal over alle leeftijden;2e Generatie met 1 buitenlandse ouder;Vrouwen;2014;514911;130344;24296;22459;14553;10793;18875;26024;13344;384567;220618;46019;97930;20000
576;Totaal over alle leeftijden;2e Generatie met 1 buitenlandse ouder;Vrouwen;2015;523094;135428;25394;23805;15319;11252;19520;26403;13735;387666;220450;48654;98011;20551
577;Totaal over alle leeftijden;2e Generatie met 1 buitenlandse ouder;Vrouwen;2016;531246;140546;26482;25178;16110;11708;20173;26772;14123;390700;220216;51319;98056;21109
578;Totaal over alle leeftijden;2e Generatie met 1 buitenlandse ouder;Vrouwen;2017;539300;145667;27556;26605;16911;12152;20817;27133;14493;393633;219908;53998;98054;21673
579;Totaal over alle leeftijden;2e Generatie met 1 buitenlandse ouder;Vrouwen;2018;547317;150810;28641;28062;17732;12576;21458;27480;14861;396507;219553;56687;98030;22237
580;Totaal over alle leeftijden;2e Generatie met 1 buitenlandse ouder;Vrouwen;2019;555191;155948;29715;29562;18561;12989;22081;27821;15219;399243;219120;59370;97948;22805
581;Totaal over alle leeftijden;2e Generatie met 1 buitenlandse ouder;Vrouwen;2020;562955;161049;30772;31076;19398;13387;22711;28134;15571;401906;218636;62060;97841;23369
582;Totaal over alle leeftijden;2e Generatie met 1 buitenlandse ouder;Vrouwen;2021;570604;166169;31811;32627;20254;13782;23322;28457;15916;404435;218094;64709;97693;23939
583;Totaal over alle leeftijden;2e Generatie met 1 buitenlandse ouder;Vrouwen;2022;578109;171246;32835;34199;21112;14151;23933;28763;16253;406863;217509;67341;97506;24507
584;Totaal over alle leeftijden;2e Generatie met 1 buitenlandse ouder;Vrouwen;2023;585533;176350;33854;35789;21998;14527;24534;29052;16596;409183;216864;69963;97268;25088
585;Totaal over alle leeftijden;2e Generatie met 1 buitenlandse ouder;Vrouwen;2024;592832;181430;34850;37407;22882;14891;25128;29349;16923;411402;216196;72544;97001;25661
586;Totaal over alle leeftijden;2e Generatie met 1 buitenlandse ouder;Vrouwen;2025;600002;186489;35831;39048;23778;15242;25715;29628;17247;413513;215483;75118;96679;26233
587;Totaal over alle leeftijden;2e Generatie met 1 buitenlandse ouder;Vrouwen;2026;607090;191544;36805;40693;24673;15592;26302;29899;17580;415546;214762;77653;96323;26808
588;Totaal over alle leeftijden;2e Generatie met 1 buitenlandse ouder;Vrouwen;2027;614086;196587;37747;42359;25590;15940;26881;30174;17896;417499;214031;80181;95911;27376
589;Totaal over alle leeftijden;2e Generatie met 1 buitenlandse ouder;Vrouwen;2028;621017;201646;38690;44049;26504;16281;27472;30433;18217;419371;213292;82679;95451;27949
590;Totaal over alle leeftijden;2e Generatie met 1 buitenlandse ouder;Vrouwen;2029;627881;206679;39621;45731;27439;16607;28042;30705;18534;421202;212583;85167;94934;28518
591;Totaal over alle leeftijden;2e Generatie met 1 buitenlandse ouder;Vrouwen;2030;634617;211690;40543;47428;28372;16940;28602;30954;18851;422927;211875;87611;94356;29085
592;Totaal over alle leeftijden;2e Generatie met 1 buitenlandse ouder;Vrouwen;2031;641326;216695;41431;49136;29313;17271;29164;31214;19166;424631;211189;90045;93736;29661
593;Totaal over alle leeftijden;2e Generatie met 1 buitenlandse ouder;Vrouwen;2032;647945;221682;42331;50852;30257;17587;29723;31457;19475;426263;210537;92468;93036;30222
594;Totaal over alle leeftijden;2e Generatie met 1 buitenlandse ouder;Vrouwen;2033;654553;226680;43211;52582;31219;17912;30273;31697;19786;427873;209943;94864;92280;30786
595;Totaal over alle leeftijden;2e Generatie met 1 buitenlandse ouder;Vrouwen;2034;661095;231650;44081;54307;32183;18232;30816;31940;20091;429445;209402;97237;91455;31351
596;Totaal over alle leeftijden;2e Generatie met 1 buitenlandse ouder;Vrouwen;2035;667573;236594;44944;56034;33148;18550;31349;32166;20403;430979;208916;99589;90564;31910
597;Totaal over alle leeftijden;2e Generatie met 1 buitenlandse ouder;Vrouwen;2036;674018;241530;45796;57771;34114;18864;31886;32389;20710;432488;208491;101937;89605;32455
598;Totaal over alle leeftijden;2e Generatie met 1 buitenlandse ouder;Vrouwen;2037;680420;246447;46640;59513;35091;19174;32397;32614;21018;433973;208142;104261;88563;33007
599;Totaal over alle leeftijden;2e Generatie met 1 buitenlandse ouder;Vrouwen;2038;686800;251347;47472;61252;36056;19485;32925;32837;21320;435453;207871;106570;87456;33556
600;Totaal over alle leeftijden;2e Generatie met 1 buitenlandse ouder;Vrouwen;2039;693122;256210;48291;62997;37031;19791;33425;33051;21624;436912;207669;108865;86278;34100
601;Totaal over alle leeftijden;2e Generatie met 1 buitenlandse ouder;Vrouwen;2040;699470;261084;49113;64753;38016;20097;33921;33262;21922;438386;207553;111160;85025;34648
602;Totaal over alle leeftijden;2e Generatie met 1 buitenlandse ouder;Vrouwen;2041;705787;265932;49930;66499;38996;20398;34418;33466;22225;439855;207526;113444;83705;35180
603;Totaal over alle leeftijden;2e Generatie met 1 buitenlandse ouder;Vrouwen;2042;712084;270753;50737;68247;39982;20694;34905;33663;22525;441331;207578;115720;82312;35721
604;Totaal over alle leeftijden;2e Generatie met 1 buitenlandse ouder;Vrouwen;2043;718367;275551;51530;70007;40960;20998;35390;33847;22819;442816;207711;117995;80853;36257
605;Totaal over alle leeftijden;2e Generatie met 1 buitenlandse ouder;Vrouwen;2044;724673;280359;52331;71763;41953;21298;35871;34031;23112;444314;207929;120265;79328;36792
606;Totaal over alle leeftijden;2e Generatie met 1 buitenlandse ouder;Vrouwen;2045;730943;285111;53119;73513;42938;21590;36337;34205;23409;445832;208204;122541;77759;37328
607;Totaal over alle leeftijden;2e Generatie met 1 buitenlandse ouder;Vrouwen;2046;737207;289842;53911;75269;43928;21879;36794;34363;23698;447365;208552;124813;76132;37868
608;Totaal over alle leeftijden;2e Generatie met 1 buitenlandse ouder;Vrouwen;2047;743429;294566;54687;77020;44917;22179;37252;34524;23987;448863;208938;127087;74437;38401
609;Totaal over alle leeftijden;2e Generatie met 1 buitenlandse ouder;Vrouwen;2048;749649;299277;55464;78786;45910;22465;37699;34674;24279;450372;209389;129367;72695;38921
610;Totaal over alle leeftijden;2e Generatie met 1 buitenlandse ouder;Vrouwen;2049;755806;303929;56240;80537;46900;22743;38141;34812;24556;451877;209877;131638;70931;39431
611;Totaal over alle leeftijden;2e Generatie met 1 buitenlandse ouder;Vrouwen;2050;761967;308577;57002;82294;47887;23028;38576;34943;24847;453390;210400;133921;69117;39952
612;Totaal over alle leeftijden;2e Generatie met 2 buitenlandse ouders;Totaal mannen en vrouwen;2000;518343;386298;26742;38412;4736;100055;15535;82326;118492;132045;43579;15003;71120;2343
613;Totaal over alle leeftijden;2e Generatie met 2 buitenlandse ouders;Totaal mannen en vrouwen;2001;543651;408972;29874;42039;5183;106192;16779;85266;123639;134679;44919;15830;71245;2685
614;Totaal over alle leeftijden;2e Generatie met 2 buitenlandse ouders;Totaal mannen en vrouwen;2002;569288;431910;33180;45936;5649;112329;18134;88073;128609;137378;46243;16754;71352;3029
615;Totaal over alle leeftijden;2e Generatie met 2 buitenlandse ouders;Totaal mannen en vrouwen;2003;595270;455054;36632;50126;6136;118430;19595;90746;133389;140216;47583;17786;71472;3375
616;Totaal over alle leeftijden;2e Generatie met 2 buitenlandse ouders;Totaal mannen en vrouwen;2004;621410;478286;40203;54616;6638;124426;21147;93280;137976;143124;48915;18910;71574;3725
617;Totaal over alle leeftijden;2e Generatie met 2 buitenlandse ouders;Totaal mannen en vrouwen;2005;647731;501588;43891;59396;7158;130301;22775;95692;142375;146143;50248;20133;71686;4076
618;Totaal over alle leeftijden;2e Generatie met 2 buitenlandse ouders;Totaal mannen en vrouwen;2006;674214;524967;47680;64479;7687;136096;24470;97956;146599;149247;51581;21448;71786;4432
619;Totaal over alle leeftijden;2e Generatie met 2 buitenlandse ouders;Totaal mannen en vrouwen;2007;700806;548380;51558;69838;8235;141780;26213;100104;150652;152426;52906;22846;71883;4791
620;Totaal over alle leeftijden;2e Generatie met 2 buitenlandse ouders;Totaal mannen en vrouwen;2008;727425;571761;55498;75491;8790;147332;27984;102132;154534;155664;54227;24318;71966;5153
621;Totaal over alle leeftijden;2e Generatie met 2 buitenlandse ouders;Totaal mannen en vrouwen;2009;754009;595049;59488;81413;9357;152736;29770;104038;158247;158960;55553;25849;72038;5520
622;Totaal over alle leeftijden;2e Generatie met 2 buitenlandse ouders;Totaal mannen en vrouwen;2010;780511;618223;63519;87615;9931;157974;31546;105834;161804;162288;56863;27439;72098;5888
623;Totaal over alle leeftijden;2e Generatie met 2 buitenlandse ouders;Totaal mannen en vrouwen;2011;806929;641279;67583;94073;10508;163047;33326;107539;165203;165650;58169;29086;72138;6257
624;Totaal over alle leeftijden;2e Generatie met 2 buitenlandse ouders;Totaal mannen en vrouwen;2012;833224;664183;71668;100792;11091;167931;35098;109143;168460;169041;59471;30775;72162;6633
625;Totaal over alle leeftijden;2e Generatie met 2 buitenlandse ouders;Totaal mannen en vrouwen;2013;859349;686924;75749;107749;11680;172638;36850;110670;171588;172425;60759;32497;72161;7008
626;Totaal over alle leeftijden;2e Generatie met 2 buitenlandse ouders;Totaal mannen en vrouwen;2014;885304;709501;79827;114935;12277;177156;38592;112123;174591;175803;62036;34246;72137;7384
627;Totaal over alle leeftijden;2e Generatie met 2 buitenlandse ouders;Totaal mannen en vrouwen;2015;911060;731909;83884;122336;12875;181499;40308;113517;177490;179151;63309;35999;72082;7761
628;Totaal over alle leeftijden;2e Generatie met 2 buitenlandse ouders;Totaal mannen en vrouwen;2016;936607;754140;87907;129940;13476;185673;42007;114840;180297;182467;64573;37759;72001;8134
629;Totaal over alle leeftijden;2e Generatie met 2 buitenlandse ouders;Totaal mannen en vrouwen;2017;962097;776313;91914;137757;14087;189708;43684;116129;183034;185784;65846;39535;71887;8516
630;Totaal over alle leeftijden;2e Generatie met 2 buitenlandse ouders;Totaal mannen en vrouwen;2018;987438;798386;95889;145766;14708;193607;45343;117373;185700;189052;67107;41314;71735;8896
631;Totaal over alle leeftijden;2e Generatie met 2 buitenlandse ouders;Totaal mannen en vrouwen;2019;1012706;820393;99830;153957;15342;197383;46986;118584;188311;192313;68389;43091;71558;9275
632;Totaal over alle leeftijden;2e Generatie met 2 buitenlandse ouders;Totaal mannen en vrouwen;2020;1037831;842314;103722;162321;15987;201042;48611;119763;190868;195517;69658;44863;71341;9655
633;Totaal over alle leeftijden;2e Generatie met 2 buitenlandse ouders;Totaal mannen en vrouwen;2021;1062835;864131;107574;170837;16631;204600;50213;120906;193370;198704;70954;46631;71084;10035
634;Totaal over alle leeftijden;2e Generatie met 2 buitenlandse ouders;Totaal mannen en vrouwen;2022;1087724;885878;111371;179505;17284;208059;51797;122026;195836;201846;72243;48394;70789;10420
635;Totaal over alle leeftijden;2e Generatie met 2 buitenlandse ouders;Totaal mannen en vrouwen;2023;1112484;907539;115112;188293;17948;211433;53372;123123;198258;204945;73535;50145;70453;10812
636;Totaal over alle leeftijden;2e Generatie met 2 buitenlandse ouders;Totaal mannen en vrouwen;2024;1137109;929098;118798;197201;18616;214729;54922;124183;200649;208011;74846;51884;70079;11202
637;Totaal over alle leeftijden;2e Generatie met 2 buitenlandse ouders;Totaal mannen en vrouwen;2025;1161638;950627;122437;206220;19293;217959;56478;125236;203004;211011;76157;53607;69652;11595
638;Totaal over alle leeftijden;2e Generatie met 2 buitenlandse ouders;Totaal mannen en vrouwen;2026;1186043;972071;126011;215329;19987;221133;58016;126261;205334;213972;77476;55331;69177;11988
639;Totaal over alle leeftijden;2e Generatie met 2 buitenlandse ouders;Totaal mannen en vrouwen;2027;1210317;993439;129538;224530;20677;224239;59550;127269;207636;216878;78807;57035;68654;12382
640;Totaal over alle leeftijden;2e Generatie met 2 buitenlandse ouders;Totaal mannen en vrouwen;2028;1234478;1014742;133016;233806;21380;227311;61069;128250;209910;219736;80147;58730;68083;12776
641;Totaal over alle leeftijden;2e Generatie met 2 buitenlandse ouders;Totaal mannen en vrouwen;2029;1258529;1035988;136446;243145;22089;230333;62583;129225;212167;222541;81504;60417;67446;13174
642;Totaal over alle leeftijden;2e Generatie met 2 buitenlandse ouders;Totaal mannen en vrouwen;2030;1282438;1057151;139826;252543;22801;233317;64085;130180;214399;225287;82865;62102;66752;13568
643;Totaal over alle leeftijden;2e Generatie met 2 buitenlandse ouders;Totaal mannen en vrouwen;2031;1306204;1078235;143174;261982;23517;236267;65578;131112;216605;227969;84235;63770;65999;13965
644;Totaal over alle leeftijden;2e Generatie met 2 buitenlandse ouders;Totaal mannen en vrouwen;2032;1329880;1099283;146465;271488;24241;239189;67056;132045;218799;230597;85627;65432;65176;14362
645;Totaal over alle leeftijden;2e Generatie met 2 buitenlandse ouders;Totaal mannen en vrouwen;2033;1353383;1120226;149730;281022;24973;242070;68520;132951;220960;233157;87026;67089;64283;14759
646;Totaal over alle leeftijden;2e Generatie met 2 buitenlandse ouders;Totaal mannen en vrouwen;2034;1376753;1141113;152963;290596;25696;244927;69975;133845;223111;235640;88433;68742;63317;15148
647;Totaal over alle leeftijden;2e Generatie met 2 buitenlandse ouders;Totaal mannen en vrouwen;2035;1399944;1161895;156149;300198;26424;247750;71424;134715;225235;238049;89852;70377;62280;15540
648;Totaal over alle leeftijden;2e Generatie met 2 buitenlandse ouders;Totaal mannen en vrouwen;2036;1422968;1182598;159313;309826;27161;250546;72846;135569;227337;240370;91282;72005;61153;15930
649;Totaal over alle leeftijden;2e Generatie met 2 buitenlandse ouders;Totaal mannen en vrouwen;2037;1445858;1203225;162455;319480;27903;253303;74259;136407;229418;242633;92728;73625;59958;16322
650;Totaal over alle leeftijden;2e Generatie met 2 buitenlandse ouders;Totaal mannen en vrouwen;2038;1468552;1223750;165561;329148;28647;256048;75657;137221;231468;244802;94167;75242;58677;16716
651;Totaal over alle leeftijden;2e Generatie met 2 buitenlandse ouders;Totaal mannen en vrouwen;2039;1491080;1244169;168642;338830;29390;258752;77050;138011;233494;246911;95631;76846;57322;17112
652;Totaal over alle leeftijden;2e Generatie met 2 buitenlandse ouders;Totaal mannen en vrouwen;2040;1513417;1264481;171696;348538;30132;261425;78427;138775;235488;248936;97098;78449;55888;17501
653;Totaal over alle leeftijden;2e Generatie met 2 buitenlandse ouders;Totaal mannen en vrouwen;2041;1535580;1284701;174739;358255;30879;264074;79795;139510;237449;250879;98571;80042;54375;17891
654;Totaal over alle leeftijden;2e Generatie met 2 buitenlandse ouders;Totaal mannen en vrouwen;2042;1557542;1304795;177754;367991;31627;266679;81164;140211;239369;252747;100053;81623;52790;18281
655;Totaal over alle leeftijden;2e Generatie met 2 buitenlandse ouders;Totaal mannen en vrouwen;2043;1579296;1324752;180759;377719;32374;269245;82507;140891;241257;254544;101531;83199;51147;18667
656;Totaal over alle leeftijden;2e Generatie met 2 buitenlandse ouders;Totaal mannen en vrouwen;2044;1600889;1344598;183738;387455;33129;271793;83861;141526;243096;256291;103017;84776;49443;19055
657;Totaal over alle leeftijden;2e Generatie met 2 buitenlandse ouders;Totaal mannen en vrouwen;2045;1622270;1364291;186708;397199;33880;274285;85192;142130;244897;257979;104501;86331;47702;19445
658;Totaal over alle leeftijden;2e Generatie met 2 buitenlandse ouders;Totaal mannen en vrouwen;2046;1643439;1383809;189661;406946;34626;276742;86518;142674;246642;259630;105983;87888;45930;19829
659;Totaal over alle leeftijden;2e Generatie met 2 buitenlandse ouders;Totaal mannen en vrouwen;2047;1664429;1403174;192602;416684;35377;279150;87840;143184;248337;261255;107460;89438;44138;20219
660;Totaal over alle leeftijden;2e Generatie met 2 buitenlandse ouders;Totaal mannen en vrouwen;2048;1685217;1422371;195533;426422;36130;281521;89151;143644;249970;262846;108930;90977;42340;20599
661;Totaal over alle leeftijden;2e Generatie met 2 buitenlandse ouders;Totaal mannen en vrouwen;2049;1705779;1441339;198451;436149;36878;283833;90454;144043;251531;264440;110400;92511;40545;20984
662;Totaal over alle leeftijden;2e Generatie met 2 buitenlandse ouders;Totaal mannen en vrouwen;2050;1726111;1460099;201356;445867;37625;286088;91746;144392;253025;266012;111856;94032;38763;21361
663;Totaal over alle leeftijden;2e Generatie met 2 buitenlandse ouders;Mannen;2000;264153;197318;13505;19819;2443;50780;7848;41587;61336;66835;21658;7751;36232;1194
664;Totaal over alle leeftijden;2e Generatie met 2 buitenlandse ouders;Mannen;2001;277099;208922;15108;21675;2672;53923;8484;43090;63970;68177;22340;8178;36290;1369
665;Totaal over alle leeftijden;2e Generatie met 2 buitenlandse ouders;Mannen;2002;290203;220657;16801;23673;2911;57057;9180;44525;66510;69546;23016;8651;36334;1545
666;Totaal over alle leeftijden;2e Generatie met 2 buitenlandse ouders;Mannen;2003;303467;232497;18568;25816;3160;60182;9927;45889;68955;70970;23682;9178;36387;1723
667;Totaal over alle leeftijden;2e Generatie met 2 buitenlandse ouders;Mannen;2004;316848;244392;20402;28113;3418;63248;10727;47187;71297;72456;24362;9755;36437;1902
668;Totaal over alle leeftijden;2e Generatie met 2 buitenlandse ouders;Mannen;2005;330303;256318;22289;30559;3684;66256;11564;48416;73550;73985;25045;10379;36479;2082
669;Totaal over alle leeftijden;2e Generatie met 2 buitenlandse ouders;Mannen;2006;343820;268265;24223;33156;3954;69220;12430;49576;75706;75555;25720;11049;36521;2265
670;Totaal over alle leeftijden;2e Generatie met 2 buitenlandse ouders;Mannen;2007;357395;280232;26207;35903;4233;72127;13316;50669;77777;77163;26397;11760;36558;2448
671;Totaal over alle leeftijden;2e Generatie met 2 buitenlandse ouders;Mannen;2008;371011;292189;28223;38800;4519;74966;14220;51704;79757;78822;27075;12517;36597;2633
672;Totaal over alle leeftijden;2e Generatie met 2 buitenlandse ouders;Mannen;2009;384599;304101;30268;41835;4810;77727;15129;52672;81660;80498;27751;13305;36621;2821
673;Totaal over alle leeftijden;2e Generatie met 2 buitenlandse ouders;Mannen;2010;398147;315964;32335;45002;5106;80411;16042;53594;83474;82183;28417;14120;36635;3011
674;Totaal over alle leeftijden;2e Generatie met 2 buitenlandse ouders;Mannen;2011;411654;327747;34417;48312;5403;82998;16953;54458;85206;83907;29093;14966;36645;3203
675;Totaal over alle leeftijden;2e Generatie met 2 buitenlandse ouders;Mannen;2012;425100;339473;36508;51748;5705;85499;17862;55278;86873;85627;29759;15829;36644;3395
676;Totaal over alle leeftijden;2e Generatie met 2 buitenlandse ouders;Mannen;2013;438444;351094;38595;55303;6010;87903;18760;56060;88463;87350;30434;16705;36623;3588
677;Totaal over alle leeftijden;2e Generatie met 2 buitenlandse ouders;Mannen;2014;451670;362617;40682;58979;6312;90209;19646;56795;89994;89053;31085;17597;36591;3780
678;Totaal over alle leeftijden;2e Generatie met 2 buitenlandse ouders;Mannen;2015;464842;374077;42755;62768;6613;92431;20528;57500;91482;90765;31745;18497;36550;3973
679;Totaal over alle leeftijden;2e Generatie met 2 buitenlandse ouders;Mannen;2016;477890;385447;44817;66662;6917;94568;21395;58179;92909;92443;32402;19396;36482;4163
680;Totaal over alle leeftijden;2e Generatie met 2 buitenlandse ouders;Mannen;2017;490903;396773;46865;70662;7226;96626;22256;58838;94300;94130;33063;20309;36400;4358
681;Totaal over alle leeftijden;2e Generatie met 2 buitenlandse ouders;Mannen;2018;503862;408069;48903;74763;7545;98617;23107;59470;95664;95793;33722;21222;36296;4553
682;Totaal over alle leeftijden;2e Generatie met 2 buitenlandse ouders;Mannen;2019;516763;419308;50917;78958;7868;100547;23945;60084;96989;97455;34392;22137;36176;4750
683;Totaal over alle leeftijden;2e Generatie met 2 buitenlandse ouders;Mannen;2020;529595;430510;52910;83239;8197;102418;24773;60682;98291;99085;35060;23048;36029;4948
684;Totaal over alle leeftijden;2e Generatie met 2 buitenlandse ouders;Mannen;2021;542355;441666;54879;87594;8530;104233;25593;61270;99567;100689;35731;23948;35862;5148
685;Totaal over alle leeftijden;2e Generatie met 2 buitenlandse ouders;Mannen;2022;555060;452779;56823;92029;8862;106000;26403;61836;100826;102281;36409;24851;35673;5348
686;Totaal over alle leeftijden;2e Generatie met 2 buitenlandse ouders;Mannen;2023;567694;463848;58741;96524;9203;107725;27205;62391;102059;103846;37091;25743;35462;5550
687;Totaal over alle leeftijden;2e Generatie met 2 buitenlandse ouders;Mannen;2024;580246;474870;60624;101085;9548;109402;28002;62935;103274;105376;37771;26639;35215;5751
688;Totaal over alle leeftijden;2e Generatie met 2 buitenlandse ouders;Mannen;2025;592735;485858;62485;105696;9898;111049;28795;63464;104471;106877;38463;27517;34949;5948
689;Totaal over alle leeftijden;2e Generatie met 2 buitenlandse ouders;Mannen;2026;605174;496822;64312;110361;10250;112671;29584;63983;105661;108352;39154;28406;34651;6141
690;Totaal over alle leeftijden;2e Generatie met 2 buitenlandse ouders;Mannen;2027;617513;507729;66114;115066;10605;114257;30360;64497;106830;109784;39849;29271;34328;6336
691;Totaal over alle leeftijden;2e Generatie met 2 buitenlandse ouders;Mannen;2028;629829;518617;67898;119813;10961;115822;31139;64990;107994;111212;40562;30144;33973;6533
692;Totaal over alle leeftijden;2e Generatie met 2 buitenlandse ouders;Mannen;2029;642045;529451;69646;124586;11319;117365;31918;65483;109134;112594;41266;31008;33584;6736
693;Totaal over alle leeftijden;2e Generatie met 2 buitenlandse ouders;Mannen;2030;654196;540257;71380;129398;11679;118885;32682;65969;110264;113939;41981;31864;33160;6934
694;Totaal over alle leeftijden;2e Generatie met 2 buitenlandse ouders;Mannen;2031;666289;551021;73089;134228;12042;120390;33449;66440;111383;115268;42695;32731;32707;7135
695;Totaal over alle leeftijden;2e Generatie met 2 buitenlandse ouders;Mannen;2032;678291;561757;74770;139084;12415;121881;34201;66909;112497;116534;43416;33570;32210;7338
696;Totaal over alle leeftijden;2e Generatie met 2 buitenlandse ouders;Mannen;2033;690211;572435;76432;143964;12788;123344;34950;67358;113599;117776;44145;34412;31680;7539
697;Totaal over alle leeftijden;2e Generatie met 2 buitenlandse ouders;Mannen;2034;702093;583091;78087;148860;13163;124805;35686;67804;114686;119002;44882;35263;31112;7745
698;Totaal over alle leeftijden;2e Generatie met 2 buitenlandse ouders;Mannen;2035;713857;593685;79717;153771;13538;126233;36427;68246;115753;120172;45614;36104;30506;7948
699;Totaal over alle leeftijden;2e Generatie met 2 buitenlandse ouders;Mannen;2036;725539;604243;81338;158690;13918;127658;37151;68675;116813;121296;46357;36926;29864;8149
700;Totaal over alle leeftijden;2e Generatie met 2 buitenlandse ouders;Mannen;2037;737143;614738;82934;163622;14296;129064;37873;69090;117859;122405;47106;37761;29187;8351
701;Totaal over alle leeftijden;2e Generatie met 2 buitenlandse ouders;Mannen;2038;748636;625183;84521;168570;14670;130450;38583;69496;118893;123453;47851;38587;28466;8549
702;Totaal over alle leeftijden;2e Generatie met 2 buitenlandse ouders;Mannen;2039;760037;635570;86096;173519;15044;131832;39293;69880;119906;124467;48604;39396;27717;8750
703;Totaal over alle leeftijden;2e Generatie met 2 buitenlandse ouders;Mannen;2040;771364;645898;87657;178475;15429;133183;39997;70258;120899;125466;49361;40215;26938;8952
704;Totaal over alle leeftijden;2e Generatie met 2 buitenlandse ouders;Mannen;2041;782568;656148;89211;183442;15815;134512;40692;70608;121868;126420;50114;41034;26123;9149
705;Totaal over alle leeftijden;2e Generatie met 2 buitenlandse ouders;Mannen;2042;793698;666346;90749;188409;16197;135831;41391;70945;122824;127352;50876;41841;25283;9352
706;Totaal over alle leeftijden;2e Generatie met 2 buitenlandse ouders;Mannen;2043;804702;676456;92282;193381;16576;137130;42071;71265;123751;128246;51628;42641;24428;9549
