ID;Bestedingscategorieen;Marges;Perioden;GemiddeldBesteedBedrag_1;Bestedingsaandeel_2
1899;094220 Musea, bibliotheken, dierentuinen;Ondergrens 95%-interval;2020;33.0;
1900;094220 Musea, bibliotheken, dierentuinen;Bovengrens 95%-interval;2015;76.0;
1901;094220 Musea, bibliotheken, dierentuinen;Bovengrens 95%-interval;2020;41.0;
1902;094230 Televisieabonnementen.;Waarde;2015;43.0;0.1
1903;094230 Televisieabonnementen.;Waarde;2020;64.0;0.2
1904;094230 Televisieabonnementen.;Ondergrens 95%-interval;2015;40.0;
1905;094230 Televisieabonnementen.;Ondergrens 95%-interval;2020;61.0;
1906;094230 Televisieabonnementen.;Bovengrens 95%-interval;2015;45.0;
1907;094230 Televisieabonnementen.;Bovengrens 95%-interval;2020;67.0;
1908;094240 Huur van materiaal voor cultuur;Waarde;2015;2.0;0.0
1909;094240 Huur van materiaal voor cultuur;Waarde;2020;0.0;0.0
1910;094240 Huur van materiaal voor cultuur;Ondergrens 95%-interval;2015;1.0;
1911;094240 Huur van materiaal voor cultuur;Ondergrens 95%-interval;2020;0.0;
1912;094240 Huur van materiaal voor cultuur;Bovengrens 95%-interval;2015;2.0;
1913;094240 Huur van materiaal voor cultuur;Bovengrens 95%-interval;2020;0.0;
1914;094250 Fotografische diensten;Waarde;2015;25.0;0.1
1915;094250 Fotografische diensten;Waarde;2020;24.0;0.1
1916;094250 Fotografische diensten;Ondergrens 95%-interval;2015;23.0;
1917;094250 Fotografische diensten;Ondergrens 95%-interval;2020;20.0;
1918;094250 Fotografische diensten;Bovengrens 95%-interval;2015;26.0;
1919;094250 Fotografische diensten;Bovengrens 95%-interval;2020;28.0;
1920;094290 Overige culturele diensten;Waarde;2015;0.0;0.0
1921;094290 Overige culturele diensten;Waarde;2020;21.0;0.1
1922;094290 Overige culturele diensten;Ondergrens 95%-interval;2015;0.0;
1923;094290 Overige culturele diensten;Ondergrens 95%-interval;2020;17.0;
1924;094290 Overige culturele diensten;Bovengrens 95%-interval;2015;0.0;
1925;094290 Overige culturele diensten;Bovengrens 95%-interval;2020;25.0;
1926;094300 Kansspelen;Waarde;2015;155.0;0.5
1927;094300 Kansspelen;Waarde;2020;161.0;0.5
1928;094300 Kansspelen;Ondergrens 95%-interval;2015;147.0;
1929;094300 Kansspelen;Ondergrens 95%-interval;2020;155.0;
1930;094300 Kansspelen;Bovengrens 95%-interval;2015;163.0;
1931;094300 Kansspelen;Bovengrens 95%-interval;2020;167.0;
1932;095000 Kranten, boeken en schrijfwaren;Waarde;2015;382.0;1.1
1933;095000 Kranten, boeken en schrijfwaren;Waarde;2020;427.0;1.2
1934;095000 Kranten, boeken en schrijfwaren;Ondergrens 95%-interval;2015;372.0;
1935;095000 Kranten, boeken en schrijfwaren;Ondergrens 95%-interval;2020;415.0;
1936;095000 Kranten, boeken en schrijfwaren;Bovengrens 95%-interval;2015;392.0;
1937;095000 Kranten, boeken en schrijfwaren;Bovengrens 95%-interval;2020;439.0;
1938;095100 Boeken;Waarde;2015;127.0;0.4
1939;095100 Boeken;Waarde;2020;120.0;0.3
1940;095100 Boeken;Ondergrens 95%-interval;2015;119.0;
1941;095100 Boeken;Ondergrens 95%-interval;2020;113.0;
1942;095100 Boeken;Bovengrens 95%-interval;2015;134.0;
1943;095100 Boeken;Bovengrens 95%-interval;2020;127.0;
1944;095110 Fictieboeken;Waarde;2015;93.0;0.3
1945;095110 Fictieboeken;Waarde;2020;97.0;0.3
1946;095110 Fictieboeken;Ondergrens 95%-interval;2015;89.0;
1947;095110 Fictieboeken;Ondergrens 95%-interval;2020;91.0;
1948;095110 Fictieboeken;Bovengrens 95%-interval;2015;98.0;
1949;095110 Fictieboeken;Bovengrens 95%-interval;2020;103.0;
1950;095120 Studieboeken;Waarde;2015;33.0;0.1
1951;095120 Studieboeken;Waarde;2020;23.0;0.1
1952;095120 Studieboeken;Ondergrens 95%-interval;2015;32.0;
1953;095120 Studieboeken;Ondergrens 95%-interval;2020;19.0;
1954;095120 Studieboeken;Bovengrens 95%-interval;2015;35.0;
1955;095120 Studieboeken;Bovengrens 95%-interval;2020;27.0;
1956;095200 Kranten en tijdschriften;Waarde;2015;183.0;0.5
1957;095200 Kranten en tijdschriften;Waarde;2020;194.0;0.6
1958;095200 Kranten en tijdschriften;Ondergrens 95%-interval;2015;179.0;
1959;095200 Kranten en tijdschriften;Ondergrens 95%-interval;2020;189.0;
1960;095200 Kranten en tijdschriften;Bovengrens 95%-interval;2015;187.0;
1961;095200 Kranten en tijdschriften;Bovengrens 95%-interval;2020;199.0;
1962;095210 Kranten;Waarde;2015;160.0;0.5
1963;095210 Kranten;Waarde;2020;173.0;0.5
1964;095210 Kranten;Ondergrens 95%-interval;2015;156.0;
1965;095210 Kranten;Ondergrens 95%-interval;2020;168.0;
1966;095210 Kranten;Bovengrens 95%-interval;2015;164.0;
1967;095210 Kranten;Bovengrens 95%-interval;2020;178.0;
1968;095220 Tijdschriften;Waarde;2015;23.0;0.1
1969;095220 Tijdschriften;Waarde;2020;20.0;0.1
1970;095220 Tijdschriften;Ondergrens 95%-interval;2015;21.0;
1971;095220 Tijdschriften;Ondergrens 95%-interval;2020;18.0;
1972;095220 Tijdschriften;Bovengrens 95%-interval;2015;25.0;
1973;095220 Tijdschriften;Bovengrens 95%-interval;2020;22.0;
1974;095300 Divers drukwerk;Waarde;2015;34.0;0.1
1975;095300 Divers drukwerk;Waarde;2020;39.0;0.1
1976;095300 Divers drukwerk;Ondergrens 95%-interval;2015;31.0;
1977;095300 Divers drukwerk;Ondergrens 95%-interval;2020;35.0;
1978;095300 Divers drukwerk;Bovengrens 95%-interval;2015;36.0;
1979;095300 Divers drukwerk;Bovengrens 95%-interval;2020;43.0;
1980;095400 Schrijfwaren en tekenartikelen;Waarde;2015;39.0;0.1
1981;095400 Schrijfwaren en tekenartikelen;Waarde;2020;75.0;0.2
1982;095400 Schrijfwaren en tekenartikelen;Ondergrens 95%-interval;2015;35.0;
1983;095400 Schrijfwaren en tekenartikelen;Ondergrens 95%-interval;2020;69.0;
1984;095400 Schrijfwaren en tekenartikelen;Bovengrens 95%-interval;2015;42.0;
1985;095400 Schrijfwaren en tekenartikelen;Bovengrens 95%-interval;2020;81.0;
1986;095410 Producten van papier;Waarde;2015;11.0;0.0
1987;095410 Producten van papier;Waarde;2020;13.0;0.0
1988;095410 Producten van papier;Ondergrens 95%-interval;2015;9.0;
1989;095410 Producten van papier;Ondergrens 95%-interval;2020;11.0;
1990;095410 Producten van papier;Bovengrens 95%-interval;2015;12.0;
1991;095410 Producten van papier;Bovengrens 95%-interval;2020;15.0;
1992;095490 Ov. schrijf- en tekenartikelen;Waarde;2015;28.0;0.1
1993;095490 Ov. schrijf- en tekenartikelen;Waarde;2020;62.0;0.2
1994;095490 Ov. schrijf- en tekenartikelen;Ondergrens 95%-interval;2015;26.0;
1995;095490 Ov. schrijf- en tekenartikelen;Ondergrens 95%-interval;2020;56.0;
1996;095490 Ov. schrijf- en tekenartikelen;Bovengrens 95%-interval;2015;31.0;
1997;095490 Ov. schrijf- en tekenartikelen;Bovengrens 95%-interval;2020;68.0;
1998;096000 Pakketreizen;Waarde;2015;441.0;1.3
1999;096000 Pakketreizen;Waarde;2020;133.0;0.4
2000;096000 Pakketreizen;Ondergrens 95%-interval;2015;414.0;
2001;096000 Pakketreizen;Ondergrens 95%-interval;2020;118.0;
2002;096000 Pakketreizen;Bovengrens 95%-interval;2015;468.0;
2003;096000 Pakketreizen;Bovengrens 95%-interval;2020;148.0;
2004;096010 Binnenlandse pakketreizen;Waarde;2015;17.0;0.1
2005;096010 Binnenlandse pakketreizen;Waarde;2020;30.0;0.1
2006;096010 Binnenlandse pakketreizen;Ondergrens 95%-interval;2015;14.0;
2007;096010 Binnenlandse pakketreizen;Ondergrens 95%-interval;2020;25.0;
2008;096010 Binnenlandse pakketreizen;Bovengrens 95%-interval;2015;20.0;
2009;096010 Binnenlandse pakketreizen;Bovengrens 95%-interval;2020;35.0;
2010;096020 Pakketreizen naar het buitenland;Waarde;2015;424.0;1.3
2011;096020 Pakketreizen naar het buitenland;Waarde;2020;102.0;0.3
2012;096020 Pakketreizen naar het buitenland;Ondergrens 95%-interval;2015;397.0;
2013;096020 Pakketreizen naar het buitenland;Ondergrens 95%-interval;2020;88.0;
2014;096020 Pakketreizen naar het buitenland;Bovengrens 95%-interval;2015;451.0;
2015;096020 Pakketreizen naar het buitenland;Bovengrens 95%-interval;2020;116.0;
2016;100000 Onderwijs;Waarde;2015;454.0;1.3
2017;100000 Onderwijs;Waarde;2020;440.0;1.2
2018;100000 Onderwijs;Ondergrens 95%-interval;2015;431.0;
2019;100000 Onderwijs;Ondergrens 95%-interval;2020;417.0;
2020;100000 Onderwijs;Bovengrens 95%-interval;2015;477.0;
2021;100000 Onderwijs;Bovengrens 95%-interval;2020;463.0;
2022;101000 Kleuter- en primair onderwijs;Waarde;2015;21.0;0.1
2023;101000 Kleuter- en primair onderwijs;Waarde;2020;16.0;0.0
2024;101000 Kleuter- en primair onderwijs;Ondergrens 95%-interval;2015;19.0;
2025;101000 Kleuter- en primair onderwijs;Ondergrens 95%-interval;2020;14.0;
2026;101000 Kleuter- en primair onderwijs;Bovengrens 95%-interval;2015;23.0;
2027;101000 Kleuter- en primair onderwijs;Bovengrens 95%-interval;2020;18.0;
2028;101020 Primair onderwijs;Waarde;2015;21.0;0.1
2029;101020 Primair onderwijs;Waarde;2020;16.0;0.0
2030;101020 Primair onderwijs;Ondergrens 95%-interval;2015;20.0;
2031;101020 Primair onderwijs;Ondergrens 95%-interval;2020;14.0;
2032;101020 Primair onderwijs;Bovengrens 95%-interval;2015;22.0;
2033;101020 Primair onderwijs;Bovengrens 95%-interval;2020;18.0;
2034;102000 Secundair onderwijs;Waarde;2015;16.0;0.0
2035;102000 Secundair onderwijs;Waarde;2020;0.0;0.0
2036;102000 Secundair onderwijs;Ondergrens 95%-interval;2015;12.0;
2037;102000 Secundair onderwijs;Ondergrens 95%-interval;2020;0.0;
2038;102000 Secundair onderwijs;Bovengrens 95%-interval;2015;19.0;
2039;102000 Secundair onderwijs;Bovengrens 95%-interval;2020;0.0;
2040;104000 Tertiair onderwijs;Waarde;2015;314.0;0.9
2041;104000 Tertiair onderwijs;Waarde;2020;328.0;0.9
2042;104000 Tertiair onderwijs;Ondergrens 95%-interval;2015;297.0;
2043;104000 Tertiair onderwijs;Ondergrens 95%-interval;2020;307.0;
2044;104000 Tertiair onderwijs;Bovengrens 95%-interval;2015;331.0;
2045;104000 Tertiair onderwijs;Bovengrens 95%-interval;2020;349.0;
2046;105000 Ander onderwijs;Waarde;2015;104.0;0.3
2047;105000 Ander onderwijs;Waarde;2020;96.0;0.3
2048;105000 Ander onderwijs;Ondergrens 95%-interval;2015;98.0;
2049;105000 Ander onderwijs;Ondergrens 95%-interval;2020;87.0;
2050;105000 Ander onderwijs;Bovengrens 95%-interval;2015;109.0;
2051;105000 Ander onderwijs;Bovengrens 95%-interval;2020;105.0;
2052;110000 Restaurants en hotels;Waarde;2015;1994.0;5.9
2053;110000 Restaurants en hotels;Waarde;2020;1651.0;4.7
2054;110000 Restaurants en hotels;Ondergrens 95%-interval;2015;1957.0;
2055;110000 Restaurants en hotels;Ondergrens 95%-interval;2020;1616.0;
2056;110000 Restaurants en hotels;Bovengrens 95%-interval;2015;2032.0;
2057;110000 Restaurants en hotels;Bovengrens 95%-interval;2020;1686.0;
2058;111000 Catering diensten;Waarde;2015;1455.0;4.3
2059;111000 Catering diensten;Waarde;2020;1123.0;3.2
2060;111000 Catering diensten;Ondergrens 95%-interval;2015;1424.0;
2061;111000 Catering diensten;Ondergrens 95%-interval;2020;1096.0;
2062;111000 Catering diensten;Bovengrens 95%-interval;2015;1486.0;
2063;111000 Catering diensten;Bovengrens 95%-interval;2020;1150.0;
2064;111100 Restaurants, cafés en dergelijke;Waarde;2015;1455.0;4.3
2065;111100 Restaurants, cafés en dergelijke;Waarde;2020;1122.0;3.2
2066;111100 Restaurants, cafés en dergelijke;Ondergrens 95%-interval;2015;1424.0;
2067;111100 Restaurants, cafés en dergelijke;Ondergrens 95%-interval;2020;1095.0;
2068;111100 Restaurants, cafés en dergelijke;Bovengrens 95%-interval;2015;1486.0;
2069;111100 Restaurants, cafés en dergelijke;Bovengrens 95%-interval;2020;1149.0;
2070;111110 Restaurants, cafés en dancings;Waarde;2015;1435.0;4.3
2071;111110 Restaurants, cafés en dancings;Waarde;2020;1017.0;2.9
2072;111110 Restaurants, cafés en dancings;Ondergrens 95%-interval;2015;1418.0;
2073;111110 Restaurants, cafés en dancings;Ondergrens 95%-interval;2020;991.0;
2074;111110 Restaurants, cafés en dancings;Bovengrens 95%-interval;2015;1452.0;
2075;111110 Restaurants, cafés en dancings;Bovengrens 95%-interval;2020;1043.0;
2076;111120 Fastfood en afhaalmaaltijden;Waarde;2015;20.0;0.1
2077;111120 Fastfood en afhaalmaaltijden;Waarde;2020;104.0;0.3
2078;111120 Fastfood en afhaalmaaltijden;Ondergrens 95%-interval;2015;18.0;
2079;111120 Fastfood en afhaalmaaltijden;Ondergrens 95%-interval;2020;98.0;
2080;111120 Fastfood en afhaalmaaltijden;Bovengrens 95%-interval;2015;22.0;
2081;111120 Fastfood en afhaalmaaltijden;Bovengrens 95%-interval;2020;110.0;
2082;111200 Kantines;Waarde;2015;;
2083;111200 Kantines;Waarde;2020;1.0;0.0
2084;111200 Kantines;Ondergrens 95%-interval;2015;;
2085;111200 Kantines;Ondergrens 95%-interval;2020;0.0;
2086;111200 Kantines;Bovengrens 95%-interval;2015;;
2087;111200 Kantines;Bovengrens 95%-interval;2020;2.0;
2088;112000 Accommodaties;Waarde;2015;539.0;1.6
2089;112000 Accommodaties;Waarde;2020;529.0;1.5
2090;112000 Accommodaties;Ondergrens 95%-interval;2015;523.0;
2091;112000 Accommodaties;Ondergrens 95%-interval;2020;509.0;
2092;112000 Accommodaties;Bovengrens 95%-interval;2015;556.0;
2093;112000 Accommodaties;Bovengrens 95%-interval;2020;549.0;
2094;112010 Hotels, motels, herbergen e.d.;Waarde;2015;258.0;0.8
2095;112010 Hotels, motels, herbergen e.d.;Waarde;2020;238.0;0.7
2096;112010 Hotels, motels, herbergen e.d.;Ondergrens 95%-interval;2015;248.0;
2097;112010 Hotels, motels, herbergen e.d.;Ondergrens 95%-interval;2020;225.0;
2098;112010 Hotels, motels, herbergen e.d.;Bovengrens 95%-interval;2015;268.0;
2099;112010 Hotels, motels, herbergen e.d.;Bovengrens 95%-interval;2020;251.0;
2100;112020 Bungalowparken,campings, e.d.;Waarde;2015;282.0;0.8
2101;112020 Bungalowparken,campings, e.d.;Waarde;2020;286.0;0.8
2102;112020 Bungalowparken,campings, e.d.;Ondergrens 95%-interval;2015;272.0;
2103;112020 Bungalowparken,campings, e.d.;Ondergrens 95%-interval;2020;271.0;
2104;112020 Bungalowparken,campings, e.d.;Bovengrens 95%-interval;2015;291.0;
2105;112020 Bungalowparken,campings, e.d.;Bovengrens 95%-interval;2020;301.0;
2106;112030 Overige accommodatiediensten;Waarde;2015;;
2107;112030 Overige accommodatiediensten;Waarde;2020;5.0;0.0
2108;112030 Overige accommodatiediensten;Ondergrens 95%-interval;2015;;
2109;112030 Overige accommodatiediensten;Ondergrens 95%-interval;2020;0.0;
2110;112030 Overige accommodatiediensten;Bovengrens 95%-interval;2015;;
2111;112030 Overige accommodatiediensten;Bovengrens 95%-interval;2020;10.0;
2112;120000 Diverse goederen en diensten;Waarde;2015;2586.0;7.7
2113;120000 Diverse goederen en diensten;Waarde;2020;2677.0;7.6
2114;120000 Diverse goederen en diensten;Ondergrens 95%-interval;2015;2539.0;
2115;120000 Diverse goederen en diensten;Ondergrens 95%-interval;2020;2628.0;
2116;120000 Diverse goederen en diensten;Bovengrens 95%-interval;2015;2634.0;
2117;120000 Diverse goederen en diensten;Bovengrens 95%-interval;2020;2726.0;
2118;121000 Persoonlijke verzorging;Waarde;2015;710.0;2.1
2119;121000 Persoonlijke verzorging;Waarde;2020;719.0;2.0
2120;121000 Persoonlijke verzorging;Ondergrens 95%-interval;2015;693.0;
2121;121000 Persoonlijke verzorging;Ondergrens 95%-interval;2020;701.0;
2122;121000 Persoonlijke verzorging;Bovengrens 95%-interval;2015;727.0;
2123;121000 Persoonlijke verzorging;Bovengrens 95%-interval;2020;737.0;
2124;121100 Kappers en schoonheidssalons;Waarde;2015;268.0;0.8
2125;121100 Kappers en schoonheidssalons;Waarde;2020;239.0;0.7
2126;121100 Kappers en schoonheidssalons;Ondergrens 95%-interval;2015;257.0;
2127;121100 Kappers en schoonheidssalons;Ondergrens 95%-interval;2020;229.0;
2128;121100 Kappers en schoonheidssalons;Bovengrens 95%-interval;2015;278.0;
2129;121100 Kappers en schoonheidssalons;Bovengrens 95%-interval;2020;249.0;
2130;121110 Heren- en kinderkappers;Waarde;2015;44.0;0.1
2131;121110 Heren- en kinderkappers;Waarde;2020;43.0;0.1
2132;121110 Heren- en kinderkappers;Ondergrens 95%-interval;2015;42.0;
2133;121110 Heren- en kinderkappers;Ondergrens 95%-interval;2020;39.0;
2134;121110 Heren- en kinderkappers;Bovengrens 95%-interval;2015;47.0;
2135;121110 Heren- en kinderkappers;Bovengrens 95%-interval;2020;47.0;
2136;121120 Dameskappers;Waarde;2015;142.0;0.4
2137;121120 Dameskappers;Waarde;2020;119.0;0.3
2138;121120 Dameskappers;Ondergrens 95%-interval;2015;139.0;
2139;121120 Dameskappers;Ondergrens 95%-interval;2020;112.0;
2140;121120 Dameskappers;Bovengrens 95%-interval;2015;145.0;
2141;121120 Dameskappers;Bovengrens 95%-interval;2020;126.0;
2142;121130 Schoonheidsbehandelingen;Waarde;2015;81.0;0.2
2143;121130 Schoonheidsbehandelingen;Waarde;2020;76.0;0.2
2144;121130 Schoonheidsbehandelingen;Ondergrens 95%-interval;2015;80.0;
2145;121130 Schoonheidsbehandelingen;Ondergrens 95%-interval;2020;70.0;
2146;121130 Schoonheidsbehandelingen;Bovengrens 95%-interval;2015;83.0;
2147;121130 Schoonheidsbehandelingen;Bovengrens 95%-interval;2020;82.0;
2148;121200 Elektr. app. lichaamsverzorging;Waarde;2015;17.0;0.1
2149;121200 Elektr. app. lichaamsverzorging;Waarde;2020;24.0;0.1
2150;121200 Elektr. app. lichaamsverzorging;Ondergrens 95%-interval;2015;15.0;
2151;121200 Elektr. app. lichaamsverzorging;Ondergrens 95%-interval;2020;20.0;
2152;121200 Elektr. app. lichaamsverzorging;Bovengrens 95%-interval;2015;20.0;
2153;121200 Elektr. app. lichaamsverzorging;Bovengrens 95%-interval;2020;28.0;
2154;121210 Elektr. app. lichaamsverzorging;Waarde;2015;17.0;0.1
2155;121210 Elektr. app. lichaamsverzorging;Waarde;2020;23.0;0.1
2156;121210 Elektr. app. lichaamsverzorging;Ondergrens 95%-interval;2015;16.0;
2157;121210 Elektr. app. lichaamsverzorging;Ondergrens 95%-interval;2020;19.0;
2158;121210 Elektr. app. lichaamsverzorging;Bovengrens 95%-interval;2015;18.0;
2159;121210 Elektr. app. lichaamsverzorging;Bovengrens 95%-interval;2020;27.0;
2160;121300 Ov. prod. lichaamsverzorging;Waarde;2015;425.0;1.3
2161;121300 Ov. prod. lichaamsverzorging;Waarde;2020;457.0;1.3
2162;121300 Ov. prod. lichaamsverzorging;Ondergrens 95%-interval;2015;413.0;
2163;121300 Ov. prod. lichaamsverzorging;Ondergrens 95%-interval;2020;443.0;
2164;121300 Ov. prod. lichaamsverzorging;Bovengrens 95%-interval;2015;437.0;
2165;121300 Ov. prod. lichaamsverzorging;Bovengrens 95%-interval;2020;471.0;
2166;121310 Niet-elektrische apparaten;Waarde;2015;18.0;0.1
2167;121310 Niet-elektrische apparaten;Waarde;2020;20.0;0.1
2168;121310 Niet-elektrische apparaten;Ondergrens 95%-interval;2015;16.0;
2169;121310 Niet-elektrische apparaten;Ondergrens 95%-interval;2020;18.0;
2170;121310 Niet-elektrische apparaten;Bovengrens 95%-interval;2015;19.0;
2171;121310 Niet-elektrische apparaten;Bovengrens 95%-interval;2020;22.0;
2172;121320 Lichaamsverzorging, parfum e.d.;Waarde;2015;407.0;1.2
2173;121320 Lichaamsverzorging, parfum e.d.;Waarde;2020;437.0;1.2
2174;121320 Lichaamsverzorging, parfum e.d.;Ondergrens 95%-interval;2015;398.0;
2175;121320 Lichaamsverzorging, parfum e.d.;Ondergrens 95%-interval;2020;423.0;
2176;121320 Lichaamsverzorging, parfum e.d.;Bovengrens 95%-interval;2015;417.0;
2177;121320 Lichaamsverzorging, parfum e.d.;Bovengrens 95%-interval;2020;451.0;
2178;123000 Goederen voor persoonlijk gebruik;Waarde;2015;126.0;0.4
2179;123000 Goederen voor persoonlijk gebruik;Waarde;2020;142.0;0.4
2180;123000 Goederen voor persoonlijk gebruik;Ondergrens 95%-interval;2015;113.0;
2181;123000 Goederen voor persoonlijk gebruik;Ondergrens 95%-interval;2020;127.0;
2182;123000 Goederen voor persoonlijk gebruik;Bovengrens 95%-interval;2015;138.0;
2183;123000 Goederen voor persoonlijk gebruik;Bovengrens 95%-interval;2020;157.0;
2184;123100 Sieraden, klokken en horloges;Waarde;2015;80.0;0.2
2185;123100 Sieraden, klokken en horloges;Waarde;2020;99.0;0.3
2186;123100 Sieraden, klokken en horloges;Ondergrens 95%-interval;2015;71.0;
2187;123100 Sieraden, klokken en horloges;Ondergrens 95%-interval;2020;86.0;
2188;123100 Sieraden, klokken en horloges;Bovengrens 95%-interval;2015;88.0;
2189;123100 Sieraden, klokken en horloges;Bovengrens 95%-interval;2020;112.0;
2190;123110 Sieraden;Waarde;2015;53.0;0.2
2191;123110 Sieraden;Waarde;2020;55.0;0.2
2192;123110 Sieraden;Ondergrens 95%-interval;2015;51.0;
2193;123110 Sieraden;Ondergrens 95%-interval;2020;45.0;
2194;123110 Sieraden;Bovengrens 95%-interval;2015;55.0;
2195;123110 Sieraden;Bovengrens 95%-interval;2020;65.0;
2196;123120 Klokken en horloges;Waarde;2015;22.0;0.1
2197;123120 Klokken en horloges;Waarde;2020;39.0;0.1
2198;123120 Klokken en horloges;Ondergrens 95%-interval;2015;21.0;
2199;123120 Klokken en horloges;Ondergrens 95%-interval;2020;31.0;
2200;123120 Klokken en horloges;Bovengrens 95%-interval;2015;23.0;
2201;123120 Klokken en horloges;Bovengrens 95%-interval;2020;47.0;
2202;123130 Reparatie van sieraden, klokken..;Waarde;2015;5.0;0.0
2203;123130 Reparatie van sieraden, klokken..;Waarde;2020;6.0;0.0
2204;123130 Reparatie van sieraden, klokken..;Ondergrens 95%-interval;2015;4.0;
2205;123130 Reparatie van sieraden, klokken..;Ondergrens 95%-interval;2020;4.0;
2206;123130 Reparatie van sieraden, klokken..;Bovengrens 95%-interval;2015;6.0;
2207;123130 Reparatie van sieraden, klokken..;Bovengrens 95%-interval;2020;8.0;
2208;123200 Ov. art. voor persoonlijk gebruik;Waarde;2015;46.0;0.1
2209;123200 Ov. art. voor persoonlijk gebruik;Waarde;2020;42.0;0.1
2210;123200 Ov. art. voor persoonlijk gebruik;Ondergrens 95%-interval;2015;38.0;
2211;123200 Ov. art. voor persoonlijk gebruik;Ondergrens 95%-interval;2020;35.0;
2212;123200 Ov. art. voor persoonlijk gebruik;Bovengrens 95%-interval;2015;54.0;
2213;123200 Ov. art. voor persoonlijk gebruik;Bovengrens 95%-interval;2020;49.0;
2214;123210 Reisartikelen;Waarde;2015;20.0;0.1
2215;123210 Reisartikelen;Waarde;2020;7.0;0.0
2216;123210 Reisartikelen;Ondergrens 95%-interval;2015;19.0;
2217;123210 Reisartikelen;Ondergrens 95%-interval;2020;5.0;
2218;123210 Reisartikelen;Bovengrens 95%-interval;2015;20.0;
2219;123210 Reisartikelen;Bovengrens 95%-interval;2020;9.0;
2220;123220 Babyartikelen;Waarde;2015;4.0;0.0
2221;123220 Babyartikelen;Waarde;2020;9.0;0.0
2222;123220 Babyartikelen;Ondergrens 95%-interval;2015;3.0;
2223;123220 Babyartikelen;Ondergrens 95%-interval;2020;5.0;
2224;123220 Babyartikelen;Bovengrens 95%-interval;2015;4.0;
2225;123220 Babyartikelen;Bovengrens 95%-interval;2020;13.0;
2226;123230 Rep. ov. art. persoonlijk gebruik;Waarde;2015;1.0;0.0
2227;123230 Rep. ov. art. persoonlijk gebruik;Waarde;2020;0.0;0.0
2228;123230 Rep. ov. art. persoonlijk gebruik;Ondergrens 95%-interval;2015;0.0;
2229;123230 Rep. ov. art. persoonlijk gebruik;Ondergrens 95%-interval;2020;0.0;
2230;123230 Rep. ov. art. persoonlijk gebruik;Bovengrens 95%-interval;2015;1.0;
2231;123230 Rep. ov. art. persoonlijk gebruik;Bovengrens 95%-interval;2020;0.0;
2232;123290 Ov. art. persoonlijk gebruik neg;Waarde;2015;22.0;0.1
2233;123290 Ov. art. persoonlijk gebruik neg;Waarde;2020;26.0;0.1
2234;123290 Ov. art. persoonlijk gebruik neg;Ondergrens 95%-interval;2015;21.0;
2235;123290 Ov. art. persoonlijk gebruik neg;Ondergrens 95%-interval;2020;21.0;
2236;123290 Ov. art. persoonlijk gebruik neg;Bovengrens 95%-interval;2015;23.0;
2237;123290 Ov. art. persoonlijk gebruik neg;Bovengrens 95%-interval;2020;31.0;
2238;124000 Sociale bescherming;Waarde;2015;196.0;0.6
2239;124000 Sociale bescherming;Waarde;2020;204.0;0.6
2240;124000 Sociale bescherming;Ondergrens 95%-interval;2015;179.0;
2241;124000 Sociale bescherming;Ondergrens 95%-interval;2020;186.0;
2242;124000 Sociale bescherming;Bovengrens 95%-interval;2015;213.0;
2243;124000 Sociale bescherming;Bovengrens 95%-interval;2020;222.0;
2244;124010 Kinderopvang;Waarde;2015;188.0;0.6
2245;124010 Kinderopvang;Waarde;2020;196.0;0.6
2246;124010 Kinderopvang;Ondergrens 95%-interval;2015;171.0;
2247;124010 Kinderopvang;Ondergrens 95%-interval;2020;178.0;
2248;124010 Kinderopvang;Bovengrens 95%-interval;2015;204.0;
2249;124010 Kinderopvang;Bovengrens 95%-interval;2020;214.0;
2250;124030 Thuiszorg;Waarde;2015;9.0;0.0
2251;124030 Thuiszorg;Waarde;2020;8.0;0.0
2252;124030 Thuiszorg;Ondergrens 95%-interval;2015;7.0;
2253;124030 Thuiszorg;Ondergrens 95%-interval;2020;7.0;
2254;124030 Thuiszorg;Bovengrens 95%-interval;2015;11.0;
2255;124030 Thuiszorg;Bovengrens 95%-interval;2020;9.0;
2256;125000 Verzekeringen;Waarde;2015;1038.0;3.1
2257;125000 Verzekeringen;Waarde;2020;1180.0;3.4
2258;125000 Verzekeringen;Ondergrens 95%-interval;2015;1017.0;
2259;125000 Verzekeringen;Ondergrens 95%-interval;2020;1159.0;
2260;125000 Verzekeringen;Bovengrens 95%-interval;2015;1059.0;
2261;125000 Verzekeringen;Bovengrens 95%-interval;2020;1201.0;
2262;125200 Verzekeringen i.v.m. de woning;Waarde;2015;84.0;0.2
2263;125200 Verzekeringen i.v.m. de woning;Waarde;2020;105.0;0.3
2264;125200 Verzekeringen i.v.m. de woning;Ondergrens 95%-interval;2015;82.0;
2265;125200 Verzekeringen i.v.m. de woning;Ondergrens 95%-interval;2020;102.0;
2266;125200 Verzekeringen i.v.m. de woning;Bovengrens 95%-interval;2015;87.0;
2267;125200 Verzekeringen i.v.m. de woning;Bovengrens 95%-interval;2020;108.0;
2268;125300 Verzekeringen i.v.m. ziekte;Waarde;2015;148.0;0.4
2269;125300 Verzekeringen i.v.m. ziekte;Waarde;2020;168.0;0.5
2270;125300 Verzekeringen i.v.m. ziekte;Ondergrens 95%-interval;2015;132.0;
2271;125300 Verzekeringen i.v.m. ziekte;Ondergrens 95%-interval;2020;154.0;
