ID;PrognoseInterval;Perioden;TotaalMannenEnVrouwen_1;Mannen_2;Vrouwen_3;TotaalMannenEnVrouwen_4;Mannen_5;Vrouwen_6;TotaalJongensEnMeisjes_7;Mannen_8;Vrouwen_9;TotaalMannenEnVrouwen_10;Mannen_11;Vrouwen_12;TotaalMannenEnVrouwen_13;Mannen_14;Vrouwen_15;TotaalMannenEnVrouwen_16;Mannen_17;Vrouwen_18;TotaalMannenEnVrouwen_19;Mannen_20;Vrouwen_21;TotaalMannenEnVrouwen_22;Mannen_23;Vrouwen_24;TotaalParticuliereHuishoudens_25;GemiddeldeHuishoudensgrootte_26
0;1;2011;16654454;8245473;8408981;16441265;8159542;8281723;4580946;2460593;2120353;2705474;1268576;1436898;8386606;4201721;4184885;495176;86074;409102;273063;142578;130485;213175;85915;127260;7447339;2.21
1;1;2012;16733121;8286680;8446441;16516242;8198474;8317768;4576085;2457999;2118086;2743215;1290067;1453148;8420888;4219121;4201767;502835;87961;414874;273219;143326;129893;216869;88203;128666;7509844;2.2
2;1;2013;16808530;8325542;8482988;16588718;8235351;8353367;4568082;2453925;2114157;2781303;1311194;1470109;8454417;4236059;4218358;510222;89639;420583;274694;144534;130160;219840;90203;129637;7572331;2.19
3;1;2014;16877754;8360505;8517249;16655631;8268570;8387061;4557721;2448569;2109152;2818443;1331077;1487366;8486416;4252149;4234267;516542;90989;425553;276509;145786;130723;222146;91941;130205;7632063;2.18
4;1;2015;16941202;8391858;8549345;16717302;8298392;8418910;4545677;2442185;2103492;2854643;1349880;1504763;8516571;4267232;4249339;522010;92103;429907;278401;146992;131409;223910;93475;130435;7689069;2.17
5;1;2016;17001316;8421184;8580132;16776097;8326325;8449772;4533312;2435622;2097690;2890581;1368053;1522528;8545019;4281454;4263565;526758;92990;433768;280427;148206;132221;225219;94849;130370;7744247;2.17
6;1;2017;17059338;8449335;8610002;16833136;8353193;8479943;4520685;2428976;2091709;2927197;1386220;1540977;8571790;4294837;4276953;530769;93649;437120;282695;149511;133184;226193;96110;130083;7798587;2.16
7;1;2018;17116422;8477072;8639349;16889384;8379696;8509688;4508394;2422637;2085757;2964774;1404645;1560129;8596811;4307347;4289464;534168;94116;440052;285237;150951;134286;227037;97349;129688;7852443;2.15
8;1;2019;17172928;8504558;8668370;16945052;8405925;8539128;4496472;2416676;2079796;3003315;1423316;1579999;8620133;4319010;4301123;537116;94410;442706;288017;152513;135504;227861;98599;129262;7906011;2.14
9;1;2020;17228780;8531754;8697026;16999992;8431844;8568147;4485309;2411261;2074048;3042073;1442121;1599952;8641691;4329786;4311905;540039;94512;445527;290879;154164;136715;228816;99888;128928;7958893;2.14
10;1;2021;17283794;8558519;8725275;17053704;8457203;8596501;4475134;2406420;2068714;3080993;1460858;1620135;8661232;4339570;4321662;542514;94505;448009;293831;155850;137981;230067;101282;128785;8010484;2.13
11;1;2022;17337586;8584586;8753001;17105724;8481700;8624024;4465841;2402053;2063788;3120063;1479504;1640559;8678644;4348279;4330365;544268;94283;449985;296908;157581;139327;231853;102840;129013;8060417;2.12
12;1;2023;17389860;8609750;8780110;17155500;8505094;8650406;4457960;2398353;2059607;3158560;1497785;1660775;8693541;4355739;4337802;545547;93955;451592;299892;159262;140630;234348;104613;129735;8108021;2.12
13;1;2024;17440236;8633765;8806471;17202608;8527073;8675535;4451838;2395395;2056443;3196092;1515571;1680521;8705423;4361677;4343746;546469;93540;452929;302786;160890;141896;237629;106641;130988;8152754;2.11
14;1;2025;17488348;8656447;8831901;17246726;8547512;8699214;4447540;2393181;2054359;3232711;1532929;1699782;8713898;4365920;4347978;547020;93046;453974;305557;162436;143121;241618;108890;132728;8194439;2.1
15;1;2026;17533982;8677687;8856295;17287730;8566321;8721409;4445226;2391824;2053402;3268306;1549795;1718511;8718606;4368286;4350320;547336;92495;454841;308256;163921;144335;246229;111306;134923;8232952;2.1
16;1;2027;17576846;8697323;8879523;17325444;8583372;8742072;4444566;2391192;2053374;3303057;1566218;1736839;8719329;4368652;4350677;547555;91919;455636;310937;165391;145546;251405;113891;137514;8268524;2.1
17;1;2028;17616870;8715328;8901542;17359744;8598614;8761131;4445532;2391352;2054180;3336903;1582119;1754784;8715968;4366976;4348992;547691;91329;456362;313651;166838;146813;257100;116631;140469;8301069;2.09
18;1;2029;17653872;8731628;8922244;17390618;8612078;8778540;4448182;2392347;2055835;3369540;1597349;1772191;8708686;4363352;4345334;547849;90775;457074;316361;168255;148106;263260;119487;143773;8330455;2.09
19;1;2030;17687794;8746229;8941565;17418008;8623698;8794310;4452460;2394162;2058298;3400742;1611794;1788948;8697731;4357879;4339852;548040;90258;457782;319035;169605;149430;269776;122445;147331;8356581;2.08
20;1;2031;17718516;8759095;8959421;17441870;8633546;8808324;4458111;2396705;2061406;3430188;1625316;1804872;8683527;4350788;4332739;548380;89811;458569;321664;170926;150738;276650;125467;151183;8379479;2.08
21;1;2032;17745908;8770227;8975682;17462152;8641627;8820525;4464681;2399767;2064914;3458155;1638042;1820113;8666467;4342276;4324191;548536;89323;459213;324313;172219;152094;283796;128551;155245;8399283;2.08
22;1;2033;17769828;8779586;8990243;17478732;8647829;8830903;4471663;2403091;2068572;3484428;1649866;1834562;8646955;4332520;4314435;548791;88906;459885;326895;173446;153449;291086;131659;159427;8416269;2.08
23;1;2034;17790224;8787186;9003038;17491722;8652319;8839403;4478570;2406429;2072141;3509074;1660898;1848176;8625480;4321796;4303684;549132;88560;460572;329466;174636;154830;298487;134756;163731;8430741;2.07
24;1;2035;17806972;8793004;9013967;17501068;8655069;8845998;4485022;2409578;2075444;3532100;1671156;1860944;8602369;4310251;4292118;549581;88299;461282;331995;175785;156210;305912;137840;168072;8442895;2.07
25;1;2036;17820194;8797119;9023075;17507002;8656194;8850808;4490734;2412407;2078327;3553342;1680602;1872740;8578075;4298127;4279948;550440;88184;462256;334411;176874;157537;313204;140841;172363;8453095;2.07
26;1;2037;17829952;8799597;9030355;17509632;8655722;8853911;4495444;2414778;2080666;3573232;1689390;1883842;8553011;4285608;4267403;551112;88012;463100;336834;177934;158900;320326;143765;176561;8461355;2.07
27;1;2038;17836452;8800581;9035872;17509250;8653908;8855342;4498979;2416609;2082370;3591577;1697511;1894066;8527624;4272926;4254698;551911;87910;464001;339159;178952;160207;327196;146558;180638;8468055;2.07
28;1;2039;17839930;8800209;9039720;17506220;8650908;8855312;4501217;2417851;2083366;3608452;1704967;1903485;8502411;4260340;4242071;552734;87838;464896;341406;179912;161494;333737;149223;184514;8473421;2.07
29;1;2040;17840780;8798720;9042060;17500788;8646863;8853926;4502122;2418460;2083662;3623888;1711804;1912084;8477625;4247969;4229656;553599;87815;465784;343555;180815;162740;340027;151775;188252;8477589;2.06
30;1;2041;17839400;8796346;9043054;17493422;8642035;8851387;4501705;2418443;2083262;3638080;1718140;1919940;8453561;4235946;4217615;554409;87817;466592;345667;181689;163978;346029;154221;191808;8480833;2.06
31;1;2042;17836140;8793260;9042879;17484388;8636569;8847818;4500073;2417852;2082221;3651089;1723988;1927101;8430401;4224376;4206025;555139;87833;467306;347685;182520;165165;351778;156581;195197;8483268;2.06
32;1;2043;17831392;8789658;9041735;17474036;8630646;8843390;4497348;2416723;2080625;3662964;1729409;1933555;8408338;4213361;4194977;555738;87838;467900;349648;183315;166333;357342;158878;198464;8484960;2.06
33;1;2044;17825506;8785681;9039826;17462810;8624440;8838370;4493719;2415133;2078586;3673851;1734430;1939421;8387447;4202931;4184516;556231;87845;468386;351562;184101;167461;362767;161130;201637;8486175;2.06
34;1;2045;17818802;8781464;9037339;17450752;8618030;8832721;4489390;2413181;2076209;3683642;1739054;1944588;8367763;4193108;4174655;556548;87831;468717;353408;184856;168552;368125;163352;204773;8486685;2.06
35;1;2046;17811546;8777132;9034414;17438156;8611479;8826677;4484558;2410949;2073609;3692417;1743272;1949145;8349376;4183939;4165437;556639;87764;468875;355166;185555;169611;373446;165546;207900;8486574;2.05
36;1;2047;17804052;8772799;9031254;17425364;8604989;8820374;4479426;2408540;2070886;3700170;1747096;1953074;8332335;4175429;4156906;556565;87683;468882;356867;186241;170626;378728;167694;211034;8485947;2.05
37;1;2048;17796502;8768552;9027950;17412556;8598612;8813944;4474248;2406084;2068164;3706859;1750496;1956363;8316633;4167588;4149045;556321;87563;468758;358495;186881;171614;383992;169821;214171;8484726;2.05
38;1;2049;17789028;8764464;9024564;17399940;8592488;8807451;4469171;2403652;2065519;3712401;1753457;1958944;8302401;4160497;4141904;555919;87391;468528;360047;187491;172556;389149;171871;217278;8482930;2.05
39;1;2050;17781682;8760568;9021114;17387636;8586642;8800993;4464373;2401329;2063044;3716754;1755939;1960815;8289619;4154129;4135490;555387;87191;468196;361502;188054;173448;394134;173830;220304;8480509;2.05
40;1;2051;17774558;8756921;9017638;17375780;8581141;8794638;4460021;2399201;2060820;3719894;1757951;1961943;8278299;4148482;4129817;554738;86953;467785;362827;188554;174273;398863;175668;223195;8477456;2.05
41;1;2052;17767738;8753579;9014159;17364568;8576111;8788456;4456248;2397338;2058910;3721801;1759465;1962336;8268472;4143576;4124896;554021;86713;467308;364025;189019;175006;403277;177377;225900;8473835;2.05
42;1;2053;17761366;8750608;9010757;17354184;8571601;8782584;4453150;2395770;2057380;3722478;1760503;1961975;8260252;4139481;4120771;553199;86422;466777;365106;189425;175681;407284;178909;228375;8469702;2.05
43;1;2054;17755580;8748088;9007491;17344852;8567720;8777132;4450826;2394555;2056271;3722001;1761084;1960917;8253680;4136200;4117480;552313;86108;466205;366032;189773;176259;410824;180257;230567;8465112;2.05
44;1;2055;17750564;8746122;9004442;17336798;8564587;8772211;4449343;2393716;2055627;3720460;1761250;1959210;8248760;4133761;4114999;551424;85800;465624;366811;190060;176751;413874;181426;232448;8460242;2.05
