ID;Oppervlakte;Regio;Oppervlakte_1
3235;Oppervlakte meren, plassen;Woensdrecht;0
3236;Oppervlakte meren, plassen;Woerden;12
3237;Oppervlakte meren, plassen;Wognum;0
3238;Oppervlakte meren, plassen;Wolphaartsdijk;0
3239;Oppervlakte meren, plassen;Wonseradeel;0
3240;Oppervlakte meren, plassen;Workum;71
3241;Oppervlakte meren, plassen;Wormer;0
3242;Oppervlakte meren, plassen;Wormerveer;38
3243;Oppervlakte meren, plassen;Woubrugge;110
3244;Oppervlakte meren, plassen;Woudenberg;0
3245;Oppervlakte meren, plassen;Woudrichem;86
3246;Oppervlakte meren, plassen;Wouw;0
3247;Oppervlakte meren, plassen;Yerseke;0
3248;Oppervlakte meren, plassen;IJlst;0
3249;Oppervlakte meren, plassen;IJsselmonde;26
3250;Oppervlakte meren, plassen;IJsselmuiden;35
3251;Oppervlakte meren, plassen;IJsselstein;6
3252;Oppervlakte meren, plassen;IJzendijke;0
3253;Oppervlakte meren, plassen;Zaamslag;99
3254;Oppervlakte meren, plassen;Zaandam;102
3255;Oppervlakte meren, plassen;Zaandijk;15
3256;Oppervlakte meren, plassen;Zalk en Veecaten;75
3257;Oppervlakte meren, plassen;Zaltbommel;108
3258;Oppervlakte meren, plassen;Zandt ('t);0
3259;Oppervlakte meren, plassen;Zandvoort;0
3260;Oppervlakte meren, plassen;Zeeland;0
3261;Oppervlakte meren, plassen;Zegveld;0
3262;Oppervlakte meren, plassen;Zegwaard;0
3263;Oppervlakte meren, plassen;Zeist;0
3264;Oppervlakte meren, plassen;Zelhem;0
3265;Oppervlakte meren, plassen;Zevenaar;0
3266;Oppervlakte meren, plassen;Zevenbergen;0
3267;Oppervlakte meren, plassen;Zevenhoven;0
3268;Oppervlakte meren, plassen;Zevenhuizen;0
3269;Oppervlakte meren, plassen;Zierikzee;0
3270;Oppervlakte meren, plassen;Zijpe;0
3271;Oppervlakte meren, plassen;Zoelen;0
3272;Oppervlakte meren, plassen;Zoetermeer;0
3273;Oppervlakte meren, plassen;Zoeterwoude;0
3274;Oppervlakte meren, plassen;Zonnemaire;0
3275;Oppervlakte meren, plassen;Zoutelande;0
3276;Oppervlakte meren, plassen;Zuid- en Noord-Schermer;0
3277;Oppervlakte meren, plassen;Zuidbroek;0
3278;Oppervlakte meren, plassen;Zuiddorpe;0
3279;Oppervlakte meren, plassen;Zuidhorn;0
3280;Oppervlakte meren, plassen;Zuidland;0
3281;Oppervlakte meren, plassen;Zuidlaren;162
3282;Oppervlakte meren, plassen;Zuid-Scharwoude;0
3283;Oppervlakte meren, plassen;Zuidwolde;0
3284;Oppervlakte meren, plassen;Zuidzande;0
3285;Oppervlakte meren, plassen;Zuilen;0
3286;Oppervlakte meren, plassen;Zuilichem;55
3287;Oppervlakte meren, plassen;Zundert;0
3288;Oppervlakte meren, plassen;Zutphen;42
3289;Oppervlakte meren, plassen;Zwaag;0
3290;Oppervlakte meren, plassen;Zwammerdam;6
3291;Oppervlakte meren, plassen;Zwartewaal;30
3292;Oppervlakte meren, plassen;Zwartsluis;0
3293;Oppervlakte meren, plassen;Zweeloo;0
3294;Oppervlakte meren, plassen;Zwijndrecht;71
3295;Oppervlakte meren, plassen;Zwolle;0
3296;Oppervlakte meren, plassen;Zwollerkerspel;80
3297;Netto oppervlakte;Nederland;3256568
3298;Netto oppervlakte;Groningen (provincie);229489
3299;Netto oppervlakte;Friesland;323760
3300;Netto oppervlakte;Drenthe;266280
3301;Netto oppervlakte;Overijssel;336764
3302;Netto oppervlakte;Gelderland;502542
3303;Netto oppervlakte;Utrecht (provincie);136225
3304;Netto oppervlakte;Noord-Holland;274130
3305;Netto oppervlakte;Zuid-Holland;292503
3306;Netto oppervlakte;Zeeland;178591
3307;Netto oppervlakte;Noord-Brabant;497205
3308;Netto oppervlakte;Limburg;219079
3309;Netto oppervlakte;Gemeenten met meer dan 100000 inwoners;37121
3310;Netto oppervlakte;Gemeenten met 50001 - 100000 inwoners;73294
3311;Netto oppervlakte;Gemeenten met 20001 - 50000 inwoners;161467
3312;Netto oppervlakte;Gemeenten met 10001 - 20000 inwoners;594191
3313;Netto oppervlakte;Gemeenten met 5001 - 10000 inwoners;871870
3314;Netto oppervlakte;Gemeenten met 2001 - 5000 inwoners;1023211
3315;Netto oppervlakte;Gemeenten met 1001 - 2000 inwoners;338051
3316;Netto oppervlakte;Gemeenten met 501 - 1000 inwoners;133609
3317;Netto oppervlakte;Gemeenten met 500 of minder inwoners;23754
3318;Netto oppervlakte;Aagtekerke;844
3319;Netto oppervlakte;Aalsmeer;2479
3320;Netto oppervlakte;Aalten;8244
3321;Netto oppervlakte;Aardenburg;1667
3322;Netto oppervlakte;Aarle-Rixtel;1449
3323;Netto oppervlakte;Abbekerk;782
3324;Netto oppervlakte;Abbenbroek;941
3325;Netto oppervlakte;Abcoude-Baambrugge;1630
3326;Netto oppervlakte;Abcoude-Proosdij;1540
3327;Netto oppervlakte;Achtkarspelen;10338
3328;Netto oppervlakte;Achttienhoven (U.);1082
3329;Netto oppervlakte;Adorp;2209
3330;Netto oppervlakte;Aduard;3033
3331;Netto oppervlakte;Aengwirden;4072
3332;Netto oppervlakte;Akersloot;2133
3333;Netto oppervlakte;Alblas (Oud-);1359
3334;Netto oppervlakte;Alblasserdam;921
3335;Netto oppervlakte;Alem, Maren en Kessel;2589
3336;Netto oppervlakte;Alkemade;2390
3337;Netto oppervlakte;Alkmaar;1447
3338;Netto oppervlakte;Almelo;3880
3339;Netto oppervlakte;Almkerk;3122
3340;Netto oppervlakte;Alphen aan den Rijn;5978
3341;Netto oppervlakte;Alphen en Riel;5662
3342;Netto oppervlakte;Ambij;624
3343;Netto oppervlakte;Ameide;512
3344;Netto oppervlakte;Ameland;5718
3345;Netto oppervlakte;Amerongen;3132
3346;Netto oppervlakte;Amersfoort;2347
3347;Netto oppervlakte;Ammerstol;60
3348;Netto oppervlakte;Ammerzoden;1273
3349;Netto oppervlakte;Amstenrade;288
3350;Netto oppervlakte;Amsterdam;14977
3351;Netto oppervlakte;Andel;648
3352;Netto oppervlakte;Andijk;1544
3353;Netto oppervlakte;Angerlo;3324
3354;Netto oppervlakte;Ankeveen;486
3355;Netto oppervlakte;Anlo;9163
3356;Netto oppervlakte;Anna Paulowna;5218
3357;Netto oppervlakte;Annaland (St.);1437
3358;Netto oppervlakte;Apeldoorn;33958
3359;Netto oppervlakte;Appeltern;3211
3360;Netto oppervlakte;Appingedam;2483
3361;Netto oppervlakte;Arcen en Velden;4088
3362;Netto oppervlakte;Arkel;817
3363;Netto oppervlakte;Arnemuiden;1739
3364;Netto oppervlakte;Arnhem;6729
3365;Netto oppervlakte;Asperen;334
3366;Netto oppervlakte;Assen;5517
3367;Netto oppervlakte;Assendelft;3188
3368;Netto oppervlakte;Asten;6959
3369;Netto oppervlakte;Avenhorn;880
3370;Netto oppervlakte;Avereest;7329
3371;Netto oppervlakte;Axel;4339
3372;Netto oppervlakte;Baarderadeel;7286
3373;Netto oppervlakte;Baarland;1126
3374;Netto oppervlakte;Baarle-Nassau;7578
3375;Netto oppervlakte;Baarn;3298
3376;Netto oppervlakte;Baexem;909
3377;Netto oppervlakte;Baflo;3298
3378;Netto oppervlakte;Bakel en Milheeze;7599
3379;Netto oppervlakte;Barendrecht;2113
3380;Netto oppervlakte;Barneveld;17594
3381;Netto oppervlakte;Barradeel;6112
3382;Netto oppervlakte;Barsingerhorn;2066
3383;Netto oppervlakte;Barwoutswaarder;379
3384;Netto oppervlakte;Batenburg;702
3385;Netto oppervlakte;Bathmen;2770
3386;Netto oppervlakte;Bedum;5036
3387;Netto oppervlakte;Beegden;918
3388;Netto oppervlakte;Beek (L.);1871
3389;Netto oppervlakte;Beek en Donk;1675
3390;Netto oppervlakte;Beemster;7189
3391;Netto oppervlakte;Beers;1158
3392;Netto oppervlakte;Beerta;4752
3393;Netto oppervlakte;Beesd;3468
3394;Netto oppervlakte;Beesel;2876
3395;Netto oppervlakte;Beets;573
3396;Netto oppervlakte;Beijerland (Nieuw-);1364
3397;Netto oppervlakte;Beijerland (Oud-);1685
3398;Netto oppervlakte;Beijerland (Zuid-);3445
3399;Netto oppervlakte;Beilen;16656
3400;Netto oppervlakte;Belfeld;1350
3401;Netto oppervlakte;Bellingwolde;7880
3402;Netto oppervlakte;Bemelen;356
3403;Netto oppervlakte;Bemmel;3913
3404;Netto oppervlakte;Bennebroek;175
3405;Netto oppervlakte;Benschop;2281
3406;Netto oppervlakte;Benthuizen;1226
3407;Netto oppervlakte;Berg en Terblijt;793
3408;Netto oppervlakte;Bergambacht;2791
3409;Netto oppervlakte;Bergeijk;5230
3410;Netto oppervlakte;Bergen (L.);12238
3411;Netto oppervlakte;Bergen (NH.);3685
3412;Netto oppervlakte;Bergen op Zoom;3298
3413;Netto oppervlakte;Bergh;7579
3414;Netto oppervlakte;Bergharen;2107
3415;Netto oppervlakte;Berghem;1371
3416;Netto oppervlakte;Bergschenhoek;1534
3417;Netto oppervlakte;Berkel en Rodenrijs;1966
3418;Netto oppervlakte;Berkel-Enschot;2082
3419;Netto oppervlakte;Berkenwoude;1132
3420;Netto oppervlakte;Berkhout;2573
3421;Netto oppervlakte;Berlicum;2480
3422;Netto oppervlakte;Best;3595
3423;Netto oppervlakte;Beugen en Rijkevoort;2736
3424;Netto oppervlakte;Beuningen;1974
3425;Netto oppervlakte;Beusichem;1552
3426;Netto oppervlakte;Beverwijk;487
3427;Netto oppervlakte;Bierum;4730
3428;Netto oppervlakte;Biervliet;4207
3429;Netto oppervlakte;Biggekerke;946
3430;Netto oppervlakte;Bildt ('t);7804
3431;Netto oppervlakte;Bilt (de);3005
3432;Netto oppervlakte;Bingelrade;356
3433;Netto oppervlakte;Bladel en Netersel;3317
3434;Netto oppervlakte;Blankenham;1737
3435;Netto oppervlakte;Blaricum;1008
3436;Netto oppervlakte;Bleiswijk;2166
3437;Netto oppervlakte;Bleskensgraaf en Hofwege;1250
3438;Netto oppervlakte;Bloemendaal;3846
3439;Netto oppervlakte;Blokker;1382
3440;Netto oppervlakte;Blokzijl;233
3441;Netto oppervlakte;Bocholtz;852
3442;Netto oppervlakte;Bodegraven;2536
3443;Netto oppervlakte;Boekel;3433
3444;Netto oppervlakte;Bolsward;918
3445;Netto oppervlakte;Bommel (den);1614
3446;Netto oppervlakte;Borculo;5408
3447;Netto oppervlakte;Borger;13055
3448;Netto oppervlakte;Borgharen;313
3449;Netto oppervlakte;Borkel en Schaft;2471
3450;Netto oppervlakte;Born;1544
3451;Netto oppervlakte;Borne;4042
3452;Netto oppervlakte;Borsselen;1640
3453;Netto oppervlakte;Boschkapelle;1209
3454;Netto oppervlakte;Boskoop;826
3455;Netto oppervlakte;Bovenkarspel;859
3456;Netto oppervlakte;Boxmeer;1151
3457;Netto oppervlakte;Boxtel;5141
3458;Netto oppervlakte;Brakel;1153
3459;Netto oppervlakte;Brandwijk;1112
3460;Netto oppervlakte;Breda;1195
3461;Netto oppervlakte;Breskens;754
3462;Netto oppervlakte;Breukelen-Nijenrode;1115
3463;Netto oppervlakte;Breukelen-Sint Pieters;829
3464;Netto oppervlakte;Brielle;182
3465;Netto oppervlakte;Broek in Waterland;2331
3466;Netto oppervlakte;Broek op Langedijk;461
3467;Netto oppervlakte;Broekhuizen;1124
3468;Netto oppervlakte;Broeksittard;210
3469;Netto oppervlakte;Brouwershaven;226
3470;Netto oppervlakte;Bruinisse;860
3471;Netto oppervlakte;Brummen;8357
3472;Netto oppervlakte;Brunssum;1245
3473;Netto oppervlakte;Budel;4017
3474;Netto oppervlakte;Buggenum;529
3475;Netto oppervlakte;Bunde;522
3476;Netto oppervlakte;Bunnik;1453
3477;Netto oppervlakte;Bunschoten;2207
3478;Netto oppervlakte;Buren;1988
3479;Netto oppervlakte;Burgh;497
3480;Netto oppervlakte;Bussum;813
3481;Netto oppervlakte;Buurmalsen;2117
3482;Netto oppervlakte;Cadier en Keer;786
3483;Netto oppervlakte;Cadzand;1468
3484;Netto oppervlakte;Callantsoog;2781
3485;Netto oppervlakte;Capelle aan den IJssel;1514
3486;Netto oppervlakte;Castricum;3163
3487;Netto oppervlakte;Chaam;2987
3488;Netto oppervlakte;Clinge;5272
3489;Netto oppervlakte;Coevorden;4031
3490;Netto oppervlakte;Colijnsplaat;1679
3491;Netto oppervlakte;Cothen;1213
3492;Netto oppervlakte;Cromvoirt;1421
3493;Netto oppervlakte;Cuijk en Sint Agatha;1763
3494;Netto oppervlakte;Culemborg;2797
3495;Netto oppervlakte;Dalen;6776
3496;Netto oppervlakte;Dalfsen;13128
3497;Netto oppervlakte;Dantumadeel;9929
3498;Netto oppervlakte;Deil;2987
3499;Netto oppervlakte;Delden (Ambt-);8772
3500;Netto oppervlakte;Delden (Stad-);257
3501;Netto oppervlakte;Delft;1720
3502;Netto oppervlakte;Delfzijl;4665
3503;Netto oppervlakte;Denekamp;8821
3504;Netto oppervlakte;Deurne;12236
3505;Netto oppervlakte;Deventer;1433
3506;Netto oppervlakte;Didam;3511
3507;Netto oppervlakte;Diemen;1186
3508;Netto oppervlakte;Diepenheim;2650
3509;Netto oppervlakte;Diepenveen;8920
3510;Netto oppervlakte;Diessen;2930
3511;Netto oppervlakte;Diever;7458
3512;Netto oppervlakte;Dinteloord en Prinsenland;5160
3513;Netto oppervlakte;Dinther;1863
3514;Netto oppervlakte;Dinxperlo;1357
3515;Netto oppervlakte;Dirksland;1447
3516;Netto oppervlakte;Dodewaard;1746
3517;Netto oppervlakte;Doesburg;353
3518;Netto oppervlakte;Doetinchem;5018
3519;Netto oppervlakte;Dokkum;210
3520;Netto oppervlakte;Domburg;705
3521;Netto oppervlakte;Dommelen;759
3522;Netto oppervlakte;Dongen;2441
3523;Netto oppervlakte;Doniawerstal;10344
3524;Netto oppervlakte;Doorn;2221
3525;Netto oppervlakte;Doornspijk;7939
3526;Netto oppervlakte;Dordrecht;1584
3527;Netto oppervlakte;Dreischor;1277
3528;Netto oppervlakte;Dreumel;1805
3529;Netto oppervlakte;Driebergen;2421
3530;Netto oppervlakte;Driel;2641
3531;Netto oppervlakte;Driewegen;657
3532;Netto oppervlakte;Drunen;2837
3533;Netto oppervlakte;Druten;2762
3534;Netto oppervlakte;Dubbeldam;4922
3535;Netto oppervlakte;Duiven;3491
3536;Netto oppervlakte;Duivendijke;1663
3537;Netto oppervlakte;Dungen (den);1034
3538;Netto oppervlakte;Dussen;3938
3539;Netto oppervlakte;Dwingeloo;6824
3540;Netto oppervlakte;Echt;7134
3541;Netto oppervlakte;Echteld;3292
3542;Netto oppervlakte;Edam;2282
3543;Netto oppervlakte;Ede;32928
3544;Netto oppervlakte;Eede;1345
3545;Netto oppervlakte;Eelde;2542
3546;Netto oppervlakte;Eemnes;3062
3547;Netto oppervlakte;Eenrum;3097
3548;Netto oppervlakte;Eersel;3595
3549;Netto oppervlakte;Eethen;3565
3550;Netto oppervlakte;Egmond aan Zee;180
3551;Netto oppervlakte;Egmond-Binnen;2887
3552;Netto oppervlakte;Eibergen;11716
3553;Netto oppervlakte;Eijgelshoven;314
3554;Netto oppervlakte;Eijsden;1539
3555;Netto oppervlakte;Eindhoven;6446
3556;Netto oppervlakte;Elburg;862
3557;Netto oppervlakte;Elkerzee;537
3558;Netto oppervlakte;Ellemeet;890
3559;Netto oppervlakte;Ellewoutsdijk;893
3560;Netto oppervlakte;Elsloo;785
3561;Netto oppervlakte;Elst;5480
3562;Netto oppervlakte;Emmen;29098
3563;Netto oppervlakte;Empel en Meerwijk;1459
3564;Netto oppervlakte;Engelen;1025
3565;Netto oppervlakte;Enkhuizen;1209
3566;Netto oppervlakte;Enschede;681
3567;Netto oppervlakte;Epe;15644
3568;Netto oppervlakte;Ermelo;20923
3569;Netto oppervlakte;Erp;3562
3570;Netto oppervlakte;Esch;444
3571;Netto oppervlakte;Escharen;2007
3572;Netto oppervlakte;Est en Opijnen;653
3573;Netto oppervlakte;Etten en Leur;6023
3574;Netto oppervlakte;Everdingen;1079
3575;Netto oppervlakte;Ewijk;2499
3576;Netto oppervlakte;Ezinge;2301
3577;Netto oppervlakte;Ferwerderadeel;8472
3578;Netto oppervlakte;Fijnaart en Heijningen;4242
3579;Netto oppervlakte;Finsterwolde;3456
3580;Netto oppervlakte;Franeker;1724
3581;Netto oppervlakte;Franekeradeel;5915
3582;Netto oppervlakte;Gaasterland;8203
3583;Netto oppervlakte;Gameren;1028
3584;Netto oppervlakte;Gassel;1049
3585;Netto oppervlakte;Gasselte;4025
3586;Netto oppervlakte;Geertruid (St.);915
3587;Netto oppervlakte;Geertruidenberg;515
3588;Netto oppervlakte;Geervliet;2443
3589;Netto oppervlakte;Geffen;1406
3590;Netto oppervlakte;Geldermalsen;1861
3591;Netto oppervlakte;Geldrop;2382
3592;Netto oppervlakte;Geleen;1232
3593;Netto oppervlakte;Gemert;5663
3594;Netto oppervlakte;Gendringen;6507
3595;Netto oppervlakte;Genemuiden;1819
3596;Netto oppervlakte;Gennep;688
3597;Netto oppervlakte;Gent;1392
3598;Netto oppervlakte;Geulle;664
3599;Netto oppervlakte;Giessen;562
3600;Netto oppervlakte;Giessendam;1872
3601;Netto oppervlakte;Giessen-Nieuwkerk;789
3602;Netto oppervlakte;Gieten;4170
3603;Netto oppervlakte;Giethoorn;3537
3604;Netto oppervlakte;Gilze en Rijen;7147
3605;Netto oppervlakte;Ginneken en Bavel;5726
3606;Netto oppervlakte;Goedereede;872
3607;Netto oppervlakte;Goes;747
3608;Netto oppervlakte;Goirle;2545
3609;Netto oppervlakte;Goor;332
3610;Netto oppervlakte;Gorinchem;1133
3611;Netto oppervlakte;Gorssel;9032
3612;Netto oppervlakte;Gouda;893
3613;Netto oppervlakte;Gouderak;1069
3614;Netto oppervlakte;Goudriaan;792
3615;Netto oppervlakte;Goudswaard;2577
3616;Netto oppervlakte;Graauw en Langendam;2409
3617;Netto oppervlakte;Grafhorst;212
3618;Netto oppervlakte;Graft;1143
3619;Netto oppervlakte;Gramsbergen;5866
3620;Netto oppervlakte;Grathem;2104
3621;Netto oppervlakte;Grave;370
3622;Netto oppervlakte;'s-Graveland;484
3623;Netto oppervlakte;'s-Gravendeel;2061
3624;Netto oppervlakte;'s-Gravenhage;6618
3625;Netto oppervlakte;'s-Gravenpolder;677
3626;Netto oppervlakte;'s-Gravenzande;1782
3627;Netto oppervlakte;Grevenbicht;328
3628;Netto oppervlakte;Grijpskerk;3200
3629;Netto oppervlakte;Grijpskerke;1306
3630;Netto oppervlakte;Groede;2911
3631;Netto oppervlakte;Groenlo;934
3632;Netto oppervlakte;Groesbeek;4385
3633;Netto oppervlakte;Groningen;2786
3634;Netto oppervlakte;Gronsveld;1319
3635;Netto oppervlakte;Groot-Ammers;1499
3636;Netto oppervlakte;Grootebroek;1237
3637;Netto oppervlakte;Grootegast;6681
3638;Netto oppervlakte;Grubbenvorst;4368
3639;Netto oppervlakte;Gulpen;2118
3640;Netto oppervlakte;Haaften;1956
3641;Netto oppervlakte;Haaksbergen;10558
3642;Netto oppervlakte;Haamstede;3189
3643;Netto oppervlakte;Haaren;2399
3644;Netto oppervlakte;Haarlem;2443
3645;Netto oppervlakte;Haarlemmerliede en Spaarnwoude;3326
3646;Netto oppervlakte;Haarlemmermeer;18520
3647;Netto oppervlakte;Haarzuilens;699
3648;Netto oppervlakte;Haastrecht;1706
3649;Netto oppervlakte;Haelen;1113
3650;Netto oppervlakte;Hagestein;1028
3651;Netto oppervlakte;Halsteren;3034
3652;Netto oppervlakte;Ham (den);4378
3653;Netto oppervlakte;Haps;1520
3654;Netto oppervlakte;Hardenberg (Ambt-);16646
3655;Netto oppervlakte;Hardenberg (Stad-);1695
3656;Netto oppervlakte;Harderwijk;3349
3657;Netto oppervlakte;Hardinxveld;1025
3658;Netto oppervlakte;Haren;5093
3659;Netto oppervlakte;Harenkarspel;2402
3660;Netto oppervlakte;Harlingen;130
3661;Netto oppervlakte;Harmelen;1913
3662;Netto oppervlakte;Haskerland;5860
3663;Netto oppervlakte;Hasselt;125
3664;Netto oppervlakte;Hattem;1271
3665;Netto oppervlakte;Havelte;7679
3666;Netto oppervlakte;Hazerswoude;3458
3667;Netto oppervlakte;Hedel;1149
3668;Netto oppervlakte;Hedikhuizen;897
3669;Netto oppervlakte;Heel en Panheel;1068
3670;Netto oppervlakte;Heemskerk;2737
3671;Netto oppervlakte;Heemstede;945
3672;Netto oppervlakte;Heenvliet;1243
3673;Netto oppervlakte;Heer;510
3674;Netto oppervlakte;'s-Heer-Abtskerke;1566
3675;Netto oppervlakte;'s-Heer-Arendskerke;4688
3676;Netto oppervlakte;Heerde;7971
3677;Netto oppervlakte;'s-Heerenhoek;668
3678;Netto oppervlakte;Heerewaarden;662
3679;Netto oppervlakte;Heerhugowaard;3783
3680;Netto oppervlakte;Heerjansdam;621
3681;Netto oppervlakte;Heerlen;3356
3682;Netto oppervlakte;Heesch;2635
3683;Netto oppervlakte;Heeswijk;1530
3684;Netto oppervlakte;Heeze;3884
3685;Netto oppervlakte;Hei- en Boeicop;932
3686;Netto oppervlakte;Heijthuizen;2932
3687;Netto oppervlakte;Heilo;2270
3688;Netto oppervlakte;Heinenoord;1716
3689;Netto oppervlakte;Heinkenszand;1242
3690;Netto oppervlakte;Heino;3124
3691;Netto oppervlakte;Hekelingen;935
3692;Netto oppervlakte;Hekendorp;847
3693;Netto oppervlakte;Helden;7048
3694;Netto oppervlakte;Helder (Den);4463
3695;Netto oppervlakte;Hellendoorn;13307
3696;Netto oppervlakte;Hellevoetsluis;246
3697;Netto oppervlakte;Helmond;1460
3698;Netto oppervlakte;Helvoet (Nieuw-);1144
3699;Netto oppervlakte;Helvoirt;2640
3700;Netto oppervlakte;Hemelumer Oldephaerd en Noordwolde;6685
3701;Netto oppervlakte;Hemmen;263
3702;Netto oppervlakte;Hendrik-Ido-Ambacht;1131
3703;Netto oppervlakte;Hengelo (Gld.);4952
3704;Netto oppervlakte;Hengelo (O.);4423
3705;Netto oppervlakte;Hengstdijk;881
3706;Netto oppervlakte;Hennaarderadeel;5874
3707;Netto oppervlakte;Hensbroek;1024
3708;Netto oppervlakte;Herkingen;548
3709;Netto oppervlakte;Herpen;1757
3710;Netto oppervlakte;Herpt;939
3711;Netto oppervlakte;Herten;656
3712;Netto oppervlakte;'s-Hertogenbosch;1747
3713;Netto oppervlakte;Herwen en Aerdt;3187
3714;Netto oppervlakte;Herwijnen;2272
3715;Netto oppervlakte;Heteren;3291
3716;Netto oppervlakte;Heukelum;561
3717;Netto oppervlakte;Heumen;2115
3718;Netto oppervlakte;Heusden;102
3719;Netto oppervlakte;Hillegersberg;1536
3720;Netto oppervlakte;Hillegom;1339
3721;Netto oppervlakte;Hilvarenbeek;6801
3722;Netto oppervlakte;Hilversum;4679
3723;Netto oppervlakte;Hindeloopen;503
3724;Netto oppervlakte;Hoedekenskerke;1046
3725;Netto oppervlakte;Hoek;3376
3726;Netto oppervlakte;Hoenkoop;756
3727;Netto oppervlakte;Hoensbroek;890
3728;Netto oppervlakte;Hoevelaken;726
3729;Netto oppervlakte;Hoeven;3117
3730;Netto oppervlakte;Holten;6575
3731;Netto oppervlakte;Hontenisse;3845
3732;Netto oppervlakte;Hoofdplaat;1110
3733;Netto oppervlakte;Hoogblokland;774
3734;Netto oppervlakte;Hooge en Lage Mierde;4738
3735;Netto oppervlakte;Hooge en Lage Zwaluwe;3533
3736;Netto oppervlakte;Hoogeloon, Hapert en Casteren;4017
3737;Netto oppervlakte;Hoogeveen;6231
3738;Netto oppervlakte;Hoogezand;5377
3739;Netto oppervlakte;Hoogkarspel;1349
3740;Netto oppervlakte;Hoogkerk;1909
3741;Netto oppervlakte;Hoogland;4112
3742;Netto oppervlakte;Hoogvliet;725
3743;Netto oppervlakte;Hoogwoud;2344
3744;Netto oppervlakte;Hoorn;678
3745;Netto oppervlakte;Hoornaar;545
3746;Netto oppervlakte;Horn;1150
3747;Netto oppervlakte;Horssen;1190
3748;Netto oppervlakte;Horst;8000
3749;Netto oppervlakte;Houten;3432
3750;Netto oppervlakte;Houthem;888
3751;Netto oppervlakte;Huijbergen;1060
3752;Netto oppervlakte;Huissen;2005
3753;Netto oppervlakte;Huizen;1538
3754;Netto oppervlakte;Hulsberg;999
3755;Netto oppervlakte;Hulst;189
3756;Netto oppervlakte;Hummelo en Keppel;4807
3757;Netto oppervlakte;Hunsel;2426
3758;Netto oppervlakte;Hurwenen;562
3759;Netto oppervlakte;Idaarderadeel;6628
3760;Netto oppervlakte;Ilpendam;2915
3761;Netto oppervlakte;Itteren;427
3762;Netto oppervlakte;Ittervoort;420
3763;Netto oppervlakte;Jaarsveld;1207
3764;Netto oppervlakte;Jabeek;396
3765;Netto oppervlakte;Janssteen (St.);2813
3766;Netto oppervlakte;Jisp;1014
3767;Netto oppervlakte;Jutphaas;2576
3768;Netto oppervlakte;Kamerik;2947
3769;Netto oppervlakte;Kampen;7149
3770;Netto oppervlakte;Kamperveen;2250
3771;Netto oppervlakte;Kantens;3292
3772;Netto oppervlakte;Kapelle;1831
3773;Netto oppervlakte;Kats;1066
3774;Netto oppervlakte;Kattendijke;2066
3775;Netto oppervlakte;Katwijk;1160
3776;Netto oppervlakte;Katwoude;696
3777;Netto oppervlakte;Kedichem;994
3778;Netto oppervlakte;Kerkrade;1840
3779;Netto oppervlakte;Kerkwerve;1931
3780;Netto oppervlakte;Kerkwijk;1346
3781;Netto oppervlakte;Kessel;2152
3782;Netto oppervlakte;Kesteren;1673
3783;Netto oppervlakte;Kethel en Spaland;1216
3784;Netto oppervlakte;Klaaswaal;1454
3785;Netto oppervlakte;Klimmen;789
3786;Netto oppervlakte;Kloetinge;1599
3787;Netto oppervlakte;Kloosterburen;2823
3788;Netto oppervlakte;Klundert;3509
3789;Netto oppervlakte;Kockengen;701
3790;Netto oppervlakte;Koedijk;1024
3791;Netto oppervlakte;Koewacht;2064
3792;Netto oppervlakte;Kollumerland en Nieuwkruisland;8715
3793;Netto oppervlakte;Koog aan de Zaan;303
3794;Netto oppervlakte;Kortenhoef;1487
3795;Netto oppervlakte;Kortgene;1302
3796;Netto oppervlakte;Koudekerk;1001
3797;Netto oppervlakte;Koudekerke;1842
3798;Netto oppervlakte;Krabbendijke;1576
3799;Netto oppervlakte;Krimpen aan de Lek;677
3800;Netto oppervlakte;Krimpen aan den IJssel;755
3801;Netto oppervlakte;Krommenie;413
3802;Netto oppervlakte;Kruiningen;1501
3803;Netto oppervlakte;Kruis (St.);2136
3804;Netto oppervlakte;Kuinre;810
3805;Netto oppervlakte;Kwadijk;655
3806;Netto oppervlakte;Laag-Nieuwkoop;678
3807;Netto oppervlakte;Landsmeer;1823
3808;Netto oppervlakte;Langbroek;1791
3809;Netto oppervlakte;Lange Ruige Weide;1040
3810;Netto oppervlakte;Langerak;1108
3811;Netto oppervlakte;Laren (Gld.);10766
3812;Netto oppervlakte;Laren (NH.);1246
3813;Netto oppervlakte;Laurens (St.);1029
3814;Netto oppervlakte;Leek;6674
3815;Netto oppervlakte;Leende;4145
3816;Netto oppervlakte;Leens;3699
3817;Netto oppervlakte;Leerbroek;1137
3818;Netto oppervlakte;Leerdam;1760
3819;Netto oppervlakte;Leersum;2960
3820;Netto oppervlakte;Leeuwarden;1667
3821;Netto oppervlakte;Leeuwarderadeel;8930
3822;Netto oppervlakte;Leiden;1228
3823;Netto oppervlakte;Leiderdorp;1172
3824;Netto oppervlakte;Leimuiden;1451
3825;Netto oppervlakte;Lekkerkerk;2265
3826;Netto oppervlakte;Lekkerland (Nieuw-);1162
3827;Netto oppervlakte;Lemsterland;6975
3828;Netto oppervlakte;Leusden;4697
3829;Netto oppervlakte;Lexmond;2203
3830;Netto oppervlakte;Lichtenvoorde;7345
3831;Netto oppervlakte;Liempde;1918
