ID;Geslacht;Leeftijd;Nationaliteit;Perioden;TotaalAsielverzoeken_1;EersteAsielverzoeken_2
8452;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;30;2015 januari;0;0
8453;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;30;2015 februari;0;0
8454;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;30;2015 maart;5;5
8455;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;30;2015 1e kwartaal;5;5
8456;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;30;2015 april;0;0
8457;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;30;2015 mei;0;0
8458;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;30;2015 juni;5;5
8459;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;30;2015 2e kwartaal;5;5
8460;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;30;2015 juli;0;0
8461;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;30;2015 augustus;0;0
8462;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;30;2015 september;0;0
8463;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;30;2015 3e kwartaal;0;0
8464;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;30;2015 oktober;5;5
8465;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;30;2015 november;0;0
8466;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;30;2015 december;0;0
8467;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;30;2015 4e kwartaal;10;10
8468;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;30;2015;20;20
8469;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;30;2016 januari;0;0
8470;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;119;2007 januari;5;5
8471;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;119;2007 februari;0;0
8472;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;119;2007 maart;5;0
8473;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;119;2007 1e kwartaal;5;5
8474;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;119;2007 april;0;0
8475;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;119;2007 mei;5;0
8476;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;119;2007 juni;5;0
8477;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;119;2007 2e kwartaal;10;5
8478;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;119;2007 juli;5;5
8479;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;119;2007 augustus;10;10
8480;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;119;2007 september;5;5
8481;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;119;2007 3e kwartaal;15;15
8482;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;119;2007 oktober;5;5
8483;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;119;2007 november;10;10
8484;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;119;2007 december;5;5
8485;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;119;2007 4e kwartaal;20;20
8486;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;119;2007;55;45
8487;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;119;2008 januari;0;0
8488;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;119;2008 februari;5;5
8489;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;119;2008 maart;0;0
8490;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;119;2008 1e kwartaal;10;10
8491;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;119;2008 april;5;5
8492;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;119;2008 mei;0;0
8493;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;119;2008 juni;5;5
8494;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;119;2008 2e kwartaal;10;10
8495;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;119;2008 juli;5;5
8496;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;119;2008 augustus;10;10
8497;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;119;2008 september;5;5
8498;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;119;2008 3e kwartaal;20;20
8499;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;119;2008 oktober;5;5
8500;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;119;2008 november;5;5
8501;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;119;2008 december;0;0
8502;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;119;2008 4e kwartaal;10;10
8503;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;119;2008;50;50
8504;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;119;2009 januari;5;5
8505;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;119;2009 februari;5;5
8506;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;119;2009 maart;5;5
8507;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;119;2009 1e kwartaal;15;15
8508;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;119;2009 april;0;0
8509;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;119;2009 mei;5;5
8510;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;119;2009 juni;5;5
8511;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;119;2009 2e kwartaal;10;10
8512;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;119;2009 juli;5;5
8513;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;119;2009 augustus;10;10
8514;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;119;2009 september;5;5
8515;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;119;2009 3e kwartaal;20;20
8516;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;119;2009 oktober;10;10
8517;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;119;2009 november;10;10
8518;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;119;2009 december;10;10
8519;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;119;2009 4e kwartaal;25;25
8520;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;119;2009;70;70
8521;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;119;2010 januari;10;10
8522;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;119;2010 februari;5;5
8523;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;119;2010 maart;10;10
8524;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;119;2010 1e kwartaal;25;25
8525;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;119;2010 april;5;5
8526;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;119;2010 mei;0;0
8527;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;119;2010 juni;0;0
8528;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;119;2010 2e kwartaal;10;10
8529;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;119;2010 juli;5;5
8530;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;119;2010 augustus;0;0
8531;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;119;2010 september;5;5
8532;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;119;2010 3e kwartaal;15;15
8533;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;119;2010 oktober;10;5
8534;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;119;2010 november;5;5
8535;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;119;2010 december;5;5
8536;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;119;2010 4e kwartaal;15;15
8537;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;119;2010;60;60
8538;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;119;2011 januari;10;10
8539;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;119;2011 februari;5;5
8540;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;119;2011 maart;5;5
8541;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;119;2011 1e kwartaal;25;25
8542;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;119;2011 april;5;5
8543;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;119;2011 mei;5;5
8544;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;119;2011 juni;10;10
8545;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;119;2011 2e kwartaal;15;15
8546;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;119;2011 juli;5;5
8547;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;119;2011 augustus;5;5
8548;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;119;2011 september;5;0
8549;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;119;2011 3e kwartaal;15;10
8550;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;119;2011 oktober;0;0
8551;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;119;2011 november;10;10
8552;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;119;2011 december;0;0
8553;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;119;2011 4e kwartaal;10;10
8554;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;119;2011;65;60
8555;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;119;2012 januari;5;5
8556;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;119;2012 februari;5;5
8557;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;119;2012 maart;10;10
8558;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;119;2012 1e kwartaal;20;20
8559;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;119;2012 april;5;5
8560;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;119;2012 mei;10;10
8561;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;119;2012 juni;5;5
8562;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;119;2012 2e kwartaal;20;20
8563;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;119;2012 juli;5;5
8564;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;119;2012 augustus;0;0
8565;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;119;2012 september;5;5
8566;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;119;2012 3e kwartaal;10;10
8567;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;119;2012 oktober;5;5
8568;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;119;2012 november;10;10
8569;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;119;2012 december;15;15
8570;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;119;2012 4e kwartaal;30;30
8571;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;119;2012;80;75
8572;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;119;2013 januari;5;5
8573;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;119;2013 februari;5;5
8574;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;119;2013 maart;5;5
8575;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;119;2013 1e kwartaal;15;15
8576;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;119;2013 april;5;5
8577;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;119;2013 mei;5;5
8578;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;119;2013 juni;5;5
8579;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;119;2013 2e kwartaal ;20;15
8580;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;119;2013 juli;5;5
8581;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;119;2013 augustus;5;5
8582;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;119;2013 september;5;5
8583;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;119;2013 3e kwartaal;15;15
8584;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;119;2013 oktober;5;5
8585;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;119;2013 november;0;0
8586;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;119;2013 december;0;0
8587;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;119;2013 4e kwartaal;5;5
8588;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;119;2013;50;50
8589;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;119;2014 januari;10;5
8590;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;119;2014 februari;0;0
8591;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;119;2014 maart;0;0
8592;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;119;2014 1e kwartaal;10;10
8593;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;119;2014 april;5;5
8594;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;119;2014 mei;0;0
8595;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;119;2014 juni;0;0
8596;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;119;2014 2e kwartaal;5;5
8597;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;119;2014 juli;0;0
8598;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;119;2014 augustus;5;5
8599;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;119;2014 september;5;5
8600;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;119;2014 3e kwartaal;10;10
8601;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;119;2014 oktober;0;0
8602;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;119;2014 november;5;0
8603;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;119;2014 december;0;0
8604;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;119;2014 4e kwartaal;5;0
8605;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;119;2014;30;20
8606;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;119;2015 januari;0;0
8607;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;119;2015 februari;5;5
8608;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;119;2015 maart;5;5
8609;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;119;2015 1e kwartaal;10;10
8610;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;119;2015 april;0;0
8611;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;119;2015 mei;5;0
8612;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;119;2015 juni;0;0
8613;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;119;2015 2e kwartaal;5;5
8614;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;119;2015 juli;5;5
8615;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;119;2015 augustus;0;0
8616;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;119;2015 september;0;0
8617;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;119;2015 3e kwartaal;10;10
8618;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;119;2015 oktober;5;5
8619;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;119;2015 november;5;5
8620;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;119;2015 december;10;10
8621;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;119;2015 4e kwartaal;20;15
8622;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;119;2015;45;40
8623;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;119;2016 januari;15;10
8624;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;312;2007 januari;0;0
8625;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;312;2007 februari;0;0
8626;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;312;2007 maart;5;5
8627;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;312;2007 1e kwartaal;10;10
8628;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;312;2007 april;5;5
8629;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;312;2007 mei;5;5
8630;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;312;2007 juni;5;5
8631;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;312;2007 2e kwartaal;15;15
8632;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;312;2007 juli;10;10
8633;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;312;2007 augustus;5;5
8634;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;312;2007 september;0;0
8635;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;312;2007 3e kwartaal;15;15
8636;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;312;2007 oktober;0;0
8637;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;312;2007 november;5;5
8638;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;312;2007 december;0;0
8639;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;312;2007 4e kwartaal;5;5
8640;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;312;2007;40;40
8641;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;312;2008 januari;0;0
8642;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;312;2008 februari;5;5
8643;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;312;2008 maart;0;0
8644;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;312;2008 1e kwartaal;10;10
8645;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;312;2008 april;0;0
8646;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;312;2008 mei;5;5
8647;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;312;2008 juni;5;5
8648;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;312;2008 2e kwartaal;5;5
8649;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;312;2008 juli;0;0
8650;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;312;2008 augustus;0;0
8651;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;312;2008 september;0;0
8652;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;312;2008 3e kwartaal;0;0
8653;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;312;2008 oktober;0;0
8654;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;312;2008 november;0;0
8655;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;312;2008 december;0;0
8656;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;312;2008 4e kwartaal;0;0
8657;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;312;2008;15;15
8658;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;312;2009 januari;0;0
8659;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;312;2009 februari;0;0
8660;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;312;2009 maart;0;0
8661;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;312;2009 1e kwartaal;0;0
8662;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;312;2009 april;0;0
8663;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;312;2009 mei;0;0
8664;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;312;2009 juni;0;0
8665;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;312;2009 2e kwartaal;0;0
8666;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;312;2009 juli;0;0
8667;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;312;2009 augustus;0;0
8668;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;312;2009 september;0;0
8669;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;312;2009 3e kwartaal;0;0
8670;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;312;2009 oktober;0;0
8671;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;312;2009 november;0;0
8672;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;312;2009 december;0;0
8673;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;312;2009 4e kwartaal;0;0
8674;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;312;2009;5;5
8675;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;312;2010 januari;0;0
8676;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;312;2010 februari;0;0
8677;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;312;2010 maart;0;0
8678;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;312;2010 1e kwartaal;0;0
8679;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;312;2010 april;0;0
8680;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;312;2010 mei;0;0
8681;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;312;2010 juni;0;0
8682;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;312;2010 2e kwartaal;0;0
8683;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;312;2010 juli;0;0
8684;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;312;2010 augustus;0;0
8685;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;312;2010 september;0;0
8686;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;312;2010 3e kwartaal;0;0
8687;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;312;2010 oktober;0;0
8688;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;312;2010 november;0;0
8689;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;312;2010 december;0;0
8690;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;312;2010 4e kwartaal;0;0
8691;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;312;2010;0;0
8692;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;312;2011 januari;0;0
8693;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;312;2011 februari;0;0
8694;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;312;2011 maart;0;0
8695;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;312;2011 1e kwartaal;0;0
8696;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;312;2011 april;0;0
8697;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;312;2011 mei;0;0
8698;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;312;2011 juni;0;0
8699;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;312;2011 2e kwartaal;0;0
8700;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;312;2011 juli;0;0
8701;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;312;2011 augustus;0;0
