ID;Regio;Periode;VerleendeBouwvergunningen_1;BegonnenWoningen_2;WoningenInUitvoering_3;TotaalGereedgekomen_4;WoningenMetMinderDan3Kamers_5;WoningenMet3Kamers_6;WoningenMet4Kamers_7;WoningenMetMeerDan4Kamers_8;Huurwoningen_9;Koopwoningen_10;Eengezinswoningen_11;Meergezinswoningen_12
298;Friesland;1995 september;225;311.0;3124.0;270;5;21;194;50;39;231;270;0
299;Friesland;1995 oktober;259;341.0;3214.0;331;56;65;152;58;66;265;311;20
300;Friesland;1995 november;218;181.0;2931.0;487;54;143;185;105;215;272;308;179
301;Friesland;1995 december;251;210.0;2591.0;578;34;80;323;141;193;385;535;43
302;Friesland;1995 1e kwartaal;1110;839.0;2811.0;838;48;116;556;118;127;711;782;56
303;Friesland;1995 2e kwartaal;881;1133.0;3121.0;774;11;76;527;160;89;685;754;20
304;Friesland;1995 3e kwartaal;774;811.0;3124.0;772;26;87;464;195;106;666;727;45
305;Friesland;1995 4e kwartaal;728;732.0;2591.0;1396;144;288;660;304;474;922;1154;242
306;Friesland;1996;4189;3929.0;3394.0;3077;240;651;1409;777;737;2340;2523;554
307;Friesland;1996 januari;446;275.0;2689.0;148;0;73;40;35;71;77;114;34
308;Friesland;1996 februari;342;127.0;2658.0;161;0;64;56;41;61;100;100;61
309;Friesland;1996 maart;256;342.0;2833.0;157;2;24;67;64;12;145;137;20
310;Friesland;1996 april;306;479.0;3143.0;178;15;15;79;69;14;164;161;17
311;Friesland;1996 mei;316;292.0;3214.0;221;0;60;108;53;33;188;197;24
312;Friesland;1996 juni;307;321.0;3234.0;295;14;74;170;37;57;238;243;52
313;Friesland;1996 juli;511;381.0;3302.0;315;0;50;192;73;46;269;269;46
314;Friesland;1996 augustus;294;419.0;3567.0;152;2;4;81;65;0;152;152;0
315;Friesland;1996 september;370;233.0;3477.0;319;63;50;161;45;105;214;266;53
316;Friesland;1996 oktober;336;451.0;3655.0;273;2;89;112;70;74;199;199;74
317;Friesland;1996 november;356;360.0;3620.0;393;50;26;191;126;68;325;331;62
318;Friesland;1996 december;349;249.0;3394.0;465;92;122;152;99;196;269;354;111
319;Friesland;1996 1e kwartaal;1044;744.0;2833.0;466;2;161;163;140;144;322;351;115
320;Friesland;1996 2e kwartaal;929;1092.0;3234.0;694;29;149;357;159;104;590;601;93
321;Friesland;1996 3e kwartaal;1175;1033.0;3477.0;786;65;104;434;183;151;635;687;99
322;Friesland;1996 4e kwartaal;1041;1060.0;3394.0;1131;144;237;455;295;338;793;884;247
323;Friesland;1997;3318;3524.0;3354.0;3591;195;727;1782;887;573;3018;3053;538
324;Friesland;1997 januari;220;179.0;3391.0;181;2;34;102;43;28;153;181;0
325;Friesland;1997 februari;234;273.0;3491.0;172;0;21;112;39;9;163;172;0
326;Friesland;1997 maart;223;331.0;3625.0;197;1;10;128;58;21;176;197;0
327;Friesland;1997 april;352;426.0;3901.0;175;44;3;80;48;48;127;141;34
328;Friesland;1997 mei;371;266.0;3816.0;350;3;107;170;70;73;277;294;56
329;Friesland;1997 juni;234;331.0;3859.0;288;19;96;125;48;47;241;217;71
330;Friesland;1997 juli;220;275.0;3783.0;351;30;134;138;49;154;197;209;142
331;Friesland;1997 augustus;232;145.0;3681.0;249;2;52;135;60;30;219;224;25
332;Friesland;1997 september;443;301.0;3656.0;326;6;59;186;75;35;291;307;19
333;Friesland;1997 oktober;282;334.0;3667.0;323;3;38;218;64;20;303;323;0
334;Friesland;1997 november;249;374.0;3519.0;523;18;137;205;163;39;484;390;133
335;Friesland;1997 december;258;289.0;3354.0;456;67;36;183;170;69;387;398;58
336;Friesland;1997 1e kwartaal;677;783.0;3625.0;550;3;65;342;140;58;492;550;0
337;Friesland;1997 2e kwartaal;957;1023.0;3859.0;813;66;206;375;166;168;645;652;161
338;Friesland;1997 3e kwartaal;895;721.0;3656.0;926;38;245;459;184;219;707;740;186
339;Friesland;1997 4e kwartaal;789;997.0;3354.0;1302;88;211;606;397;128;1174;1111;191
340;Friesland;1998;3246;3201.0;3025.0;3317;105;570;1759;883;498;2819;2967;350
341;Friesland;1998 januari;219;176.0;3422.0;104;5;8;43;48;0;104;98;6
342;Friesland;1998 februari;257;217.0;3231.0;189;3;39;110;37;25;164;162;27
343;Friesland;1998 maart;309;283.0;3264.0;255;1;24;185;45;63;192;180;75
344;Friesland;1998 april;190;249.0;3210.0;320;1;79;161;79;47;273;297;23
345;Friesland;1998 mei;282;194.0;3186.0;213;22;17;108;213;29;184;192;21
346;Friesland;1998 juni;322;315.0;3176.0;325;1;39;199;86;28;297;305;20
347;Friesland;1998 juli;274;240.0;3163.0;247;39;80;97;31;83;164;217;30
348;Friesland;1998 augustus;290;311.0;3275.0;200;1;33;116;50;23;177;177;23
349;Friesland;1998 september;363;345.0;3391.0;230;1;29;113;87;1;229;214;16
350;Friesland;1998 oktober;181;327.0;3383.0;335;0;76;169;90;65;270;305;30
351;Friesland;1998 november;276;191.0;3232.0;342;28;68;143;103;98;244;296;46
352;Friesland;1998 december;283;353.0;3025.0;557;3;78;315;161;36;521;524;33
353;Friesland;1998 1e kwartaal;785;676.0;3264.0;548;9;71;338;130;88;460;440;108
354;Friesland;1998 2e kwartaal;794;758.0;3176.0;858;24;135;468;231;104;754;794;64
355;Friesland;1998 3e kwartaal;927;896.0;3391.0;677;41;142;326;168;107;570;608;69
356;Friesland;1998 4e kwartaal;740;871.0;3025.0;1234;31;222;627;354;199;1035;1125;109
357;Friesland;1999;3642;3112.0;3022.0;3074;66;500;1795;713;392;2682;2793;281
358;Friesland;1999 januari;225;170.0;3144.0;50;1;4;34;11;0;50;50;0
359;Friesland;1999 februari;183;220.0;3154.0;210;2;55;125;28;46;164;151;59
360;Friesland;1999 maart;193;151.0;3205.0;105;0;22;51;32;0;105;89;16
361;Friesland;1999 april;196;271.0;3214.0;265;0;36;177;52;24;241;237;28
362;Friesland;1999 mei;146;166.0;3183.0;191;1;43;99;48;11;180;164;27
363;Friesland;1999 juni;414;186.0;3104.0;238;1;65;140;32;56;182;238;0
364;Friesland;1999 juli;323;233.0;3101.0;237;5;3;156;73;44;193;225;12
365;Friesland;1999 augustus;289;283.0;3184.0;206;2;61;89;54;33;173;206;0
366;Friesland;1999 september;468;241.0;3008.0;390;0;69;244;77;55;335;356;34
367;Friesland;1999 oktober;411;291.0;3011.0;280;3;13;180;84;29;251;280;0
368;Friesland;1999 november;284;505.0;3217.0;304;1;64;174;65;0;304;251;53
369;Friesland;1999 december;510;395.0;3022.0;598;50;65;326;157;94;504;546;52
370;Friesland;1999 1e kwartaal;601;541.0;3205.0;365;3;81;210;71;46;319;290;75
371;Friesland;1999 2e kwartaal;756;623.0;3104.0;694;2;144;416;132;91;603;639;55
372;Friesland;1999 3e kwartaal;1080;757.0;3008.0;833;7;133;489;204;132;701;787;46
373;Friesland;1999 4e kwartaal;1205;1191.0;3022.0;1182;54;142;680;306;123;1059;1077;105
374;Friesland;2000;2806;;;2503;84;310;1321;788;270;2233;2346;157
375;Friesland;2000 januari;305;;;57;0;5;42;10;6;51;57;0
376;Friesland;2000 februari;224;;;106;27;1;32;46;30;76;102;4
377;Friesland;2000 maart;268;;;146;0;41;60;45;41;105;119;27
378;Friesland;2000 april;178;;;185;2;49;104;30;26;159;170;15
379;Friesland;2000 mei;205;;;173;0;0;96;77;0;173;167;6
380;Friesland;2000 juni;182;;;186;0;0;130;56;0;186;186;0
381;Friesland;2000 juli;213;;;150;0;19;84;47;8;142;138;12
382;Friesland;2000 augustus;252;;;166;0;5;101;60;0;166;166;0
383;Friesland;2000 september;358;;;194;10;17;102;65;14;180;194;0
384;Friesland;2000 oktober;195;;;213;3;13;123;74;15;198;213;0
385;Friesland;2000 november;168;;;189;9;9;86;85;9;180;187;2
386;Friesland;2000 december;258;;;738;33;151;361;193;121;617;647;91
387;Friesland;2000 1e kwartaal;797;;;309;27;47;134;101;77;232;278;31
388;Friesland;2000 2e kwartaal;565;;;544;2;49;330;163;26;518;523;21
389;Friesland;2000 3e kwartaal;823;;;510;10;41;287;172;22;488;498;12
390;Friesland;2000 4e kwartaal;621;;;1140;45;173;570;352;145;995;1047;93
391;Friesland;2001 januari;279;;;84;1;17;50;16;0;84;84;0
392;Friesland;2001 februari;402;;;73;0;2;46;25;0;73;73;0
393;Friesland;2001 maart;157;;;178;1;7;148;22;0;178;178;0
394;Friesland;2001 1e kwartaal;838;;;335;2;26;244;63;0;335;335;0
395;Friesland;2001 april;224;;;194;0;44;116;34;53;141;171;23
396;Friesland;2001 mei;311;;;195;0;31;142;22;65;130;138;57
397;Friesland;2001 juni;200;;;275;2;49;153;71;12;263;227;48
398;Friesland;2001 2e kwartaal;735;;;664;2;124;411;127;130;534;536;128
399;Friesland;2001 juli;292;;;223;1;51;125;46;46;177;212;11
400;Friesland;2001 augustus;174;;;103;0;11;65;27;16;87;93;10
401;Friesland;2001 september;306;;;259;1;7;193;58;33;226;227;32
402;Friesland;2001 3e kwartaal;772;;;585;2;69;383;131;95;490;532;53
403;Friesland;2001 oktober;194;;;186;3;74;81;28;59;127;169;17
404;Friesland;2001 november;141;;;289;1;115;129;44;92;197;214;75
405;Friesland;2001 december;206;;;642;2;77;364;199;47;595;573;69
406;Friesland;2001 4e kwartaal;541;;;1117;6;266;574;271;198;919;956;161
407;Friesland;2001;2886;;;2701;12;485;1612;592;423;2278;2359;342
408;Drenthe;1994;3682;3707.0;2656.0;3657;279;738;2200;440;738;2919;3249;408
409;Drenthe;1994 januari;313;368.0;2925.0;120;9;15;75;21;8;112;120;0
410;Drenthe;1994 februari;275;195.0;2981.0;113;0;34;56;23;10;103;105;8
411;Drenthe;1994 maart;267;286.0;3083.0;187;0;18;146;23;31;156;183;4
412;Drenthe;1994 april;376;556.0;3257.0;373;3;150;186;34;79;294;313;60
413;Drenthe;1994 mei;265;403.0;3306.0;354;35;64;225;30;78;276;310;44
414;Drenthe;1994 juni;208;201.0;3240.0;266;1;67;180;18;24;242;257;9
415;Drenthe;1994 juli;338;168.0;3078.0;331;44;66;177;44;88;243;307;24
416;Drenthe;1994 augustus;410;225.0;2865.0;424;10;94;243;77;143;281;363;61
417;Drenthe;1994 september;251;273.0;2923.0;214;30;32;120;32;48;166;170;44
418;Drenthe;1994 oktober;246;255.0;2724.0;446;0;45;370;31;36;410;446;0
419;Drenthe;1994 november;432;360.0;2670.0;414;73;115;174;52;123;291;330;84
420;Drenthe;1994 december;301;417.0;2656.0;415;74;38;248;55;70;345;345;70
421;Drenthe;1994 1e kwartaal;855;849.0;3083.0;420;9;67;277;67;49;371;408;12
422;Drenthe;1994 2e kwartaal;849;1160.0;3240.0;993;39;281;591;82;181;812;880;113
423;Drenthe;1994 3e kwartaal;999;666.0;2923.0;969;84;192;540;153;279;690;840;129
424;Drenthe;1994 4e kwartaal;979;1032.0;2656.0;1275;147;198;792;138;229;1046;1121;154
425;Drenthe;1995;3306;3110.0;2631.0;3089;185;733;1814;357;624;2465;2521;568
426;Drenthe;1995 januari;427;227.0;2727.0;157;1;64;70;22;19;138;110;47
427;Drenthe;1995 februari;237;267.0;2710.0;280;9;116;133;22;107;173;169;111
428;Drenthe;1995 maart;299;337.0;2838.0;195;8;28;123;36;14;181;181;14
429;Drenthe;1995 april;257;333.0;2925.0;236;40;35;121;40;30;206;204;32
430;Drenthe;1995 mei;254;228.0;3011.0;129;0;20;86;23;0;129;128;1
431;Drenthe;1995 juni;197;150.0;2862.0;298;6;134;124;34;67;231;200;98
432;Drenthe;1995 juli;336;219.0;2781.0;297;3;85;168;41;49;248;248;49
433;Drenthe;1995 augustus;130;295.0;2940.0;135;2;12;97;24;7;128;135;0
434;Drenthe;1995 september;375;377.0;3158.0;159;5;42;95;17;37;122;158;1
435;Drenthe;1995 oktober;278;250.0;3219.0;188;0;20;150;18;0;188;187;1
436;Drenthe;1995 november;268;230.0;2917.0;532;75;91;335;31;155;377;400;132
437;Drenthe;1995 december;248;197.0;2631.0;483;36;86;312;49;139;344;401;82
438;Drenthe;1995 1e kwartaal;963;831.0;2838.0;632;18;208;326;80;140;492;460;172
439;Drenthe;1995 2e kwartaal;708;711.0;2862.0;663;46;189;331;97;97;566;532;131
440;Drenthe;1995 3e kwartaal;841;891.0;3158.0;591;10;139;360;82;93;498;541;50
441;Drenthe;1995 4e kwartaal;794;677.0;2631.0;1203;111;197;797;98;294;909;988;215
442;Drenthe;1996;3003;3228.0;2848.0;2994;314;744;1550;386;675;2319;2507;487
443;Drenthe;1996 januari;327;119.0;2667.0;77;0;14;38;25;13;64;65;12
444;Drenthe;1996 februari;217;99.0;2693.0;73;0;32;32;9;12;61;63;10
445;Drenthe;1996 maart;224;527.0;3106.0;108;10;27;63;8;19;89;108;0
446;Drenthe;1996 april;265;303.0;3108.0;307;2;121;165;19;82;225;307;0
447;Drenthe;1996 mei;231;164.0;3042.0;230;0;36;174;20;28;202;230;0
448;Drenthe;1996 juni;184;209.0;3084.0;166;0;33;108;25;0;166;140;26
449;Drenthe;1996 juli;334;189.0;3000.0;272;50;35;154;33;62;210;242;30
450;Drenthe;1996 augustus;405;315.0;2925.0;390;106;62;144;78;120;270;247;143
451;Drenthe;1996 september;256;442.0;3061.0;306;29;127;114;36;96;210;218;88
452;Drenthe;1996 oktober;138;315.0;3066.0;305;65;85;119;36;133;172;257;48
453;Drenthe;1996 november;254;308.0;3092.0;282;2;46;183;51;0;282;264;18
454;Drenthe;1996 december;168;238.0;2848.0;478;50;126;256;46;110;368;366;112
455;Drenthe;1996 1e kwartaal;768;745.0;3106.0;258;10;73;133;42;44;214;236;22
456;Drenthe;1996 2e kwartaal;680;676.0;3084.0;703;2;190;447;64;110;593;677;26
457;Drenthe;1996 3e kwartaal;995;946.0;3061.0;968;185;224;412;147;278;690;707;261
458;Drenthe;1996 4e kwartaal;560;861.0;2848.0;1065;117;257;558;133;243;822;887;178
459;Drenthe;1997;3287;2639.0;2279.0;3152;95;555;2054;448;397;2755;2843;309
460;Drenthe;1997 januari;195;42.0;2788.0;102;1;25;66;10;7;95;84;18
461;Drenthe;1997 februari;144;153.0;2777.0;163;1;64;71;27;33;130;110;53
462;Drenthe;1997 maart;340;297.0;2903.0;171;43;11;90;27;60;111;118;53
463;Drenthe;1997 april;181;227.0;2876.0;254;1;77;125;51;47;207;246;8
464;Drenthe;1997 mei;194;71.0;2794.0;153;0;18;123;12;0;153;144;9
465;Drenthe;1997 juni;372;400.0;2643.0;546;8;169;324;45;111;435;511;35
466;Drenthe;1997 juli;250;105.0;2561.0;178;24;23;100;31;25;153;148;30
467;Drenthe;1997 augustus;136;421.0;2782.0;200;0;50;129;21;0;200;152;48
468;Drenthe;1997 september;269;246.0;2772.0;255;0;3;169;83;0;255;255;0
469;Drenthe;1997 oktober;375;274.0;2690.0;346;1;45;260;40;25;321;302;44
470;Drenthe;1997 november;272;253.0;2484.0;460;16;50;335;59;87;373;456;4
471;Drenthe;1997 december;559;150.0;2279.0;324;0;20;262;42;2;322;317;7
472;Drenthe;1997 1e kwartaal;679;492.0;2903.0;436;45;100;227;64;100;336;312;124
473;Drenthe;1997 2e kwartaal;747;698.0;2643.0;953;9;264;572;108;158;795;901;52
474;Drenthe;1997 3e kwartaal;655;772.0;2772.0;633;24;76;398;135;25;608;555;78
475;Drenthe;1997 4e kwartaal;1206;677.0;2279.0;1130;17;115;857;141;114;1016;1075;55
476;Drenthe;1998;2691;2839.0;2850.0;2101;121;247;1361;372;291;1810;1892;209
477;Drenthe;1998 januari;239;403.0;2612.0;70;0;13;46;11;0;70;64;6
478;Drenthe;1998 februari;235;477.0;2916.0;155;0;53;68;34;26;129;138;17
479;Drenthe;1998 maart;262;206.0;3057.0;65;4;1;42;18;0;65;65;0
480;Drenthe;1998 april;235;295.0;3190.0;123;1;44;54;24;0;123;105;18
481;Drenthe;1998 mei;200;172.0;3262.0;100;19;9;54;100;18;82;82;18
482;Drenthe;1998 juni;201;124.0;3236.0;151;21;19;68;43;20;131;131;20
483;Drenthe;1998 juli;251;262.0;3289.0;209;0;0;187;22;0;209;209;0
484;Drenthe;1998 augustus;77;200.0;3402.0;87;0;5;57;25;0;87;85;2
485;Drenthe;1998 september;315;212.0;3435.0;191;1;22;134;34;17;174;191;0
486;Drenthe;1998 oktober;184;180.0;3410.0;144;0;6;87;51;20;124;112;32
487;Drenthe;1998 november;212;207.0;3348.0;270;61;62;127;20;96;174;176;94
488;Drenthe;1998 december;280;101.0;2850.0;536;14;13;437;72;94;442;534;2
489;Drenthe;1998 1e kwartaal;736;1086.0;3057.0;290;4;67;156;63;26;264;267;23
490;Drenthe;1998 2e kwartaal;636;591.0;3236.0;374;41;72;176;85;38;336;318;56
491;Drenthe;1998 3e kwartaal;643;674.0;3435.0;487;1;27;378;81;17;470;485;2
492;Drenthe;1998 4e kwartaal;676;488.0;2850.0;950;75;81;651;143;210;740;822;128
493;Drenthe;1999;2569;2525.0;2596.0;2613;191;407;1581;434;357;2256;2218;395
494;Drenthe;1999 januari;260;98.0;2599.0;351;0;68;243;40;29;322;351;0
495;Drenthe;1999 februari;116;149.0;2538.0;212;1;114;87;10;84;128;128;84
496;Drenthe;1999 maart;184;490.0;2970.0;59;0;1;46;12;0;59;59;0
497;Drenthe;1999 april;154;145.0;2857.0;259;1;29;203;26;0;259;241;18
498;Drenthe;1999 mei;136;60.0;2828.0;88;0;1;76;11;0;88;88;0
499;Drenthe;1999 juni;123;334.0;2911.0;251;73;34;122;22;92;159;161;90
500;Drenthe;1999 juli;246;229.0;3069.0;42;0;0;31;11;0;42;42;0
501;Drenthe;1999 augustus;61;134.0;2998.0;205;0;31;164;10;24;181;183;22
502;Drenthe;1999 september;237;138.0;3055.0;81;0;1;63;17;0;81;81;0
503;Drenthe;1999 oktober;260;186.0;3005.0;236;18;85;52;81;33;203;171;65
504;Drenthe;1999 november;310;145.0;2720.0;336;60;0;231;45;27;309;277;59
505;Drenthe;1999 december;482;417.0;2596.0;493;38;43;263;149;68;425;436;57
506;Drenthe;1999 1e kwartaal;560;737.0;2970.0;622;1;183;376;62;113;509;538;84
507;Drenthe;1999 2e kwartaal;413;539.0;2911.0;598;74;64;401;59;92;506;490;108
508;Drenthe;1999 3e kwartaal;544;501.0;3055.0;328;0;32;258;38;24;304;306;22
509;Drenthe;1999 4e kwartaal;1052;748.0;2596.0;1065;116;128;546;275;128;937;884;181
510;Drenthe;2000;2455;;;2043;138;467;1096;342;433;1610;1583;460
511;Drenthe;2000 januari;71;;;5;0;0;5;0;0;5;5;0
512;Drenthe;2000 februari;243;;;178;0;22;131;25;1;177;160;18
513;Drenthe;2000 maart;304;;;65;0;3;42;20;14;51;65;0
514;Drenthe;2000 april;236;;;174;0;92;66;16;46;128;154;20
515;Drenthe;2000 mei;210;;;176;37;33;94;12;55;121;131;45
516;Drenthe;2000 juni;257;;;149;0;57;75;17;57;92;149;0
517;Drenthe;2000 juli;271;;;66;0;14;42;10;0;66;50;16
518;Drenthe;2000 augustus;308;;;106;56;4;24;22;56;50;50;56
519;Drenthe;2000 september;97;;;193;0;75;78;40;70;123;128;65
520;Drenthe;2000 oktober;152;;;200;1;42;122;35;8;192;159;41
521;Drenthe;2000 november;135;;;451;10;115;261;65;92;359;304;147
522;Drenthe;2000 december;171;;;280;34;10;156;80;34;246;228;52
523;Drenthe;2000 1e kwartaal;618;;;248;0;25;178;45;15;233;230;18
524;Drenthe;2000 2e kwartaal;703;;;499;37;182;235;45;158;341;434;65
525;Drenthe;2000 3e kwartaal;676;;;365;56;93;144;72;126;239;228;137
526;Drenthe;2000 4e kwartaal;458;;;931;45;167;539;180;134;797;691;240
527;Drenthe;2001 januari;79;;;191;0;1;141;49;0;191;150;41
528;Drenthe;2001 februari;83;;;111;0;26;78;7;0;111;111;0
529;Drenthe;2001 maart;167;;;131;0;4;93;34;0;131;111;20
530;Drenthe;2001 1e kwartaal;329;;;433;0;31;312;90;0;433;372;61
531;Drenthe;2001 april;69;;;211;1;36;159;15;0;211;190;21
532;Drenthe;2001 mei;154;;;117;14;12;77;14;0;117;91;26
533;Drenthe;2001 juni;190;;;99;38;2;30;29;37;62;62;37
534;Drenthe;2001 2e kwartaal;413;;;427;53;50;266;58;37;390;343;84
535;Drenthe;2001 juli;412;;;143;0;19;93;31;7;136;143;0
536;Drenthe;2001 augustus;225;;;227;19;7;148;53;19;208;208;19
537;Drenthe;2001 september;120;;;119;43;46;20;10;49;70;51;68
538;Drenthe;2001 3e kwartaal;757;;;489;62;72;261;94;75;414;402;87
539;Drenthe;2001 oktober;213;;;92;0;2;69;21;0;92;87;5
540;Drenthe;2001 november;212;;;157;0;2;118;37;0;157;157;0
541;Drenthe;2001 december;393;;;376;57;61;188;70;59;317;280;96
542;Drenthe;2001 4e kwartaal;818;;;625;57;65;375;128;59;566;524;101
543;Drenthe;2001;2317;;;1974;172;218;1214;370;171;1803;1641;333
544;Overijssel;1994;8058;7015.0;5267.0;5660;302;827;3962;569;1279;4381;4987;673
545;Overijssel;1994 januari;360;517.0;4375.0;132;0;35;77;20;52;80;81;51
546;Overijssel;1994 februari;912;308.0;4432.0;257;20;21;181;35;57;200;230;27
547;Overijssel;1994 maart;644;481.0;4592.0;332;7;35;255;35;61;271;332;0
548;Overijssel;1994 april;556;489.0;4816.0;264;8;54;165;37;10;254;256;8
549;Overijssel;1994 mei;491;699.0;5187.0;325;0;48;221;56;12;313;325;0
550;Overijssel;1994 juni;569;657.0;5392.0;427;25;84;278;40;81;346;368;59
551;Overijssel;1994 juli;570;707.0;5332.0;747;55;136;507;49;227;520;609;138
552;Overijssel;1994 augustus;1046;298.0;5161.0;460;75;38;312;35;104;356;398;62
553;Overijssel;1994 september;457;671.0;5444.0;391;0;14;318;59;45;346;385;6
554;Overijssel;1994 oktober;932;441.0;5372.0;480;23;53;353;51;76;404;434;46
555;Overijssel;1994 november;746;1367.0;5894.0;846;5;106;694;41;218;628;694;152
556;Overijssel;1994 december;775;380.0;5267.0;999;84;203;601;111;336;663;875;124
557;Overijssel;1994 1e kwartaal;1916;1306.0;4592.0;721;27;91;513;90;170;551;643;78
558;Overijssel;1994 2e kwartaal;1616;1845.0;5392.0;1016;33;186;664;133;103;913;949;67
559;Overijssel;1994 3e kwartaal;2073;1676.0;5444.0;1598;130;188;1137;143;376;1222;1392;206
560;Overijssel;1994 4e kwartaal;2453;2188.0;5267.0;2325;112;362;1648;203;630;1695;2003;322
561;Overijssel;1995;7029;7710.0;5967.0;7128;693;1211;4563;661;2398;4730;5500;1628
562;Overijssel;1995 januari;402;631.0;5720.0;180;1;17;134;28;21;159;170;10
563;Overijssel;1995 februari;425;556.0;5866.0;399;0;125;219;55;147;252;373;26
564;Overijssel;1995 maart;748;519.0;6137.0;252;30;2;184;36;35;217;222;30
565;Overijssel;1995 april;738;723.0;6465.0;394;2;25;330;37;29;365;361;33
566;Overijssel;1995 mei;852;793.0;6954.0;304;16;104;139;45;104;200;216;88
567;Overijssel;1995 juni;1157;542.0;7043.0;585;10;52;433;90;209;376;474;111
568;Overijssel;1995 juli;450;697.0;6895.0;832;1;133;650;48;231;601;796;36
569;Overijssel;1995 augustus;585;485.0;6472.0;908;144;155;557;52;491;417;481;427
570;Overijssel;1995 september;245;1471.0;7627.0;317;16;79;170;52;79;238;259;58
571;Overijssel;1995 oktober;237;342.0;7376.0;587;130;114;270;73;279;308;411;176
572;Overijssel;1995 november;608;643.0;6952.0;1068;237;130;640;61;374;694;767;301
573;Overijssel;1995 december;582;308.0;5967.0;1302;106;275;837;84;399;903;970;332
574;Overijssel;1995 1e kwartaal;1575;1706.0;6137.0;831;31;144;537;119;203;628;765;66
575;Overijssel;1995 2e kwartaal;2747;2058.0;7043.0;1283;28;181;902;172;342;941;1051;232
576;Overijssel;1995 3e kwartaal;1280;2653.0;7627.0;2057;161;367;1377;152;801;1256;1536;521
577;Overijssel;1995 4e kwartaal;1427;1293.0;5967.0;2957;473;519;1747;218;1052;1905;2148;809
578;Overijssel;1996;8015;7352.0;6096.0;7037;476;1713;4095;753;2092;4945;5536;1501
579;Overijssel;1996 januari;438;230.0;6026.0;162;0;9;125;28;6;156;157;5
580;Overijssel;1996 februari;476;175.0;6003.0;206;41;32;108;25;91;115;139;67
581;Overijssel;1996 maart;787;406.0;6162.0;242;6;34;154;48;53;189;233;9
582;Overijssel;1996 april;363;541.0;6411.0;296;51;57;154;34;102;194;219;77
583;Overijssel;1996 mei;286;450.0;6525.0;282;2;41;190;49;0;282;282;0
584;Overijssel;1996 juni;621;1002.0;6570.0;1009;41;214;708;46;284;725;896;113
585;Overijssel;1996 juli;490;512.0;6799.0;277;23;75;152;27;92;185;213;64
586;Overijssel;1996 augustus;1134;626.0;6870.0;554;35;174;313;32;204;350;367;187
587;Overijssel;1996 september;543;597.0;6552.0;972;54;211;569;138;325;647;798;174
588;Overijssel;1996 oktober;1152;1060.0;7023.0;435;15;87;243;90;56;379;422;13
589;Overijssel;1996 november;1105;906.0;6753.0;1104;44;352;599;109;299;805;790;314
590;Overijssel;1996 december;620;847.0;6096.0;1498;164;427;780;127;580;918;1020;478
591;Overijssel;1996 1e kwartaal;1701;811.0;6162.0;610;47;75;387;101;150;460;529;81
592;Overijssel;1996 2e kwartaal;1270;1993.0;6570.0;1587;94;312;1052;129;386;1201;1397;190
593;Overijssel;1996 3e kwartaal;2167;1735.0;6552.0;1803;112;460;1034;197;621;1182;1378;425
594;Overijssel;1996 4e kwartaal;2877;2813.0;6096.0;3037;223;866;1622;326;935;2102;2232;805
595;Overijssel;1997;7738;7366.0;6288.0;7188;535;1398;4286;969;1969;5219;5455;1733
596;Overijssel;1997 januari;336;233.0;6174.0;156;2;36;90;28;30;126;120;36
597;Overijssel;1997 februari;281;416.0;6427.0;163;3;3;133;24;0;163;163;0
598;Overijssel;1997 maart;601;374.0;6384.0;414;32;58;204;120;117;297;304;110
599;Overijssel;1997 april;326;599.0;6732.0;251;17;58;146;30;56;195;251;0
600;Overijssel;1997 mei;377;500.0;6693.0;541;23;15;419;84;54;487;498;43
601;Overijssel;1997 juni;572;341.0;6340.0;711;3;131;474;103;107;604;590;121
602;Overijssel;1997 juli;328;302.0;5916.0;707;39;113;497;58;142;565;626;81
603;Overijssel;1997 augustus;367;525.0;6267.0;174;0;23;110;41;10;164;156;18
604;Overijssel;1997 september;1076;592.0;6130.0;721;108;107;427;79;252;469;507;214
605;Overijssel;1997 oktober;703;373.0;5976.0;487;195;46;172;74;259;228;250;237
606;Overijssel;1997 november;1828;1416.0;6550.0;904;27;269;489;119;322;582;592;312
607;Overijssel;1997 december;943;1695.0;6288.0;1959;86;539;1125;209;620;1339;1398;561
608;Overijssel;1997 1e kwartaal;1218;1023.0;6384.0;733;37;97;427;172;147;586;587;146
609;Overijssel;1997 2e kwartaal;1275;1440.0;6340.0;1503;43;204;1039;217;217;1286;1339;164
610;Overijssel;1997 3e kwartaal;1771;1419.0;6130.0;1602;147;243;1034;178;404;1198;1289;313
611;Overijssel;1997 4e kwartaal;3474;3484.0;6288.0;3350;308;854;1786;402;1201;2149;2240;1110
612;Overijssel;1998;5891;6307.0;5946.0;6502;317;1358;3679;1148;1587;4915;4994;1508
613;Overijssel;1998 januari;319;418.0;6401.0;278;0;76;123;79;22;256;216;62
614;Overijssel;1998 februari;450;385.0;6390.0;287;50;59;132;46;112;175;182;105
615;Overijssel;1998 maart;533;498.0;6651.0;234;0;36;128;70;26;208;228;6
616;Overijssel;1998 april;534;677.0;6964.0;359;0;18;274;67;7;352;359;0
617;Overijssel;1998 mei;348;427.0;6993.0;398;2;142;208;398;95;303;285;113
618;Overijssel;1998 juni;674;509.0;7129.0;364;26;90;195;53;74;290;300;64
619;Overijssel;1998 juli;240;459.0;7035.0;556;147;47;286;76;185;371;426;130
