ID;Geslacht;UitstromersMboMetEnZonderDiploma;BedrijfstakkenSBI2008;Studierichting;Peilmoment;Perioden;UurloonWerknemersNaVerlatenMbo_1
1414;Totaal;Bol-vt en bbl totaal;A-F Landbouw, nijverheid en energie;01 Onderwijs;3 jaar na verlaten onderwijs;2011/'12;22.58
1415;Totaal;Bol-vt en bbl totaal;A-F Landbouw, nijverheid en energie;01 Onderwijs;3 jaar na verlaten onderwijs;2012/'13;20.82
1416;Totaal;Bol-vt en bbl totaal;A-F Landbouw, nijverheid en energie;01 Onderwijs;3 jaar na verlaten onderwijs;2013/'14;18.47
1417;Totaal;Bol-vt en bbl totaal;A-F Landbouw, nijverheid en energie;01 Onderwijs;3 jaar na verlaten onderwijs;2014/'15;13.43
1418;Totaal;Bol-vt en bbl totaal;A-F Landbouw, nijverheid en energie;01 Onderwijs;3 jaar na verlaten onderwijs;2015/'16;13.43
1419;Totaal;Bol-vt en bbl totaal;A-F Landbouw, nijverheid en energie;01 Onderwijs;3 jaar na verlaten onderwijs;2016/'17;14.08
1420;Totaal;Bol-vt en bbl totaal;A-F Landbouw, nijverheid en energie;01 Onderwijs;3 jaar na verlaten onderwijs;2017/'18;15.13
1421;Totaal;Bol-vt en bbl totaal;A-F Landbouw, nijverheid en energie;01 Onderwijs;3 jaar na verlaten onderwijs;2018/'19;16.75
1422;Totaal;Bol-vt en bbl totaal;A-F Landbouw, nijverheid en energie;01 Onderwijs;3 jaar na verlaten onderwijs;2019/'20;
1423;Totaal;Bol-vt en bbl totaal;A-F Landbouw, nijverheid en energie;01 Onderwijs;3 jaar na verlaten onderwijs;2020/'21;
1424;Totaal;Bol-vt en bbl totaal;A-F Landbouw, nijverheid en energie;01 Onderwijs;3 jaar na verlaten onderwijs;2021/'22;
1425;Totaal;Bol-vt en bbl totaal;A-F Landbouw, nijverheid en energie;01 Onderwijs;4 jaar na verlaten onderwijs;2007/'08;15.12
1426;Totaal;Bol-vt en bbl totaal;A-F Landbouw, nijverheid en energie;01 Onderwijs;4 jaar na verlaten onderwijs;2008/'09;16.77
1427;Totaal;Bol-vt en bbl totaal;A-F Landbouw, nijverheid en energie;01 Onderwijs;4 jaar na verlaten onderwijs;2009/'10;16.19
1428;Totaal;Bol-vt en bbl totaal;A-F Landbouw, nijverheid en energie;01 Onderwijs;4 jaar na verlaten onderwijs;2010/'11;19.92
1429;Totaal;Bol-vt en bbl totaal;A-F Landbouw, nijverheid en energie;01 Onderwijs;4 jaar na verlaten onderwijs;2011/'12;23.19
1430;Totaal;Bol-vt en bbl totaal;A-F Landbouw, nijverheid en energie;01 Onderwijs;4 jaar na verlaten onderwijs;2012/'13;19.94
1431;Totaal;Bol-vt en bbl totaal;A-F Landbouw, nijverheid en energie;01 Onderwijs;4 jaar na verlaten onderwijs;2013/'14;17.44
1432;Totaal;Bol-vt en bbl totaal;A-F Landbouw, nijverheid en energie;01 Onderwijs;4 jaar na verlaten onderwijs;2014/'15;14.88
1433;Totaal;Bol-vt en bbl totaal;A-F Landbouw, nijverheid en energie;01 Onderwijs;4 jaar na verlaten onderwijs;2015/'16;17.52
1434;Totaal;Bol-vt en bbl totaal;A-F Landbouw, nijverheid en energie;01 Onderwijs;4 jaar na verlaten onderwijs;2016/'17;16.48
1435;Totaal;Bol-vt en bbl totaal;A-F Landbouw, nijverheid en energie;01 Onderwijs;4 jaar na verlaten onderwijs;2017/'18;17.24
1436;Totaal;Bol-vt en bbl totaal;A-F Landbouw, nijverheid en energie;01 Onderwijs;4 jaar na verlaten onderwijs;2018/'19;
1437;Totaal;Bol-vt en bbl totaal;A-F Landbouw, nijverheid en energie;01 Onderwijs;4 jaar na verlaten onderwijs;2019/'20;
1438;Totaal;Bol-vt en bbl totaal;A-F Landbouw, nijverheid en energie;01 Onderwijs;4 jaar na verlaten onderwijs;2020/'21;
1439;Totaal;Bol-vt en bbl totaal;A-F Landbouw, nijverheid en energie;01 Onderwijs;4 jaar na verlaten onderwijs;2021/'22;
1440;Totaal;Bol-vt en bbl totaal;A-F Landbouw, nijverheid en energie;01 Onderwijs;5 jaar na verlaten onderwijs;2007/'08;15.11
1441;Totaal;Bol-vt en bbl totaal;A-F Landbouw, nijverheid en energie;01 Onderwijs;5 jaar na verlaten onderwijs;2008/'09;16.78
1442;Totaal;Bol-vt en bbl totaal;A-F Landbouw, nijverheid en energie;01 Onderwijs;5 jaar na verlaten onderwijs;2009/'10;17.31
1443;Totaal;Bol-vt en bbl totaal;A-F Landbouw, nijverheid en energie;01 Onderwijs;5 jaar na verlaten onderwijs;2010/'11;21.14
1444;Totaal;Bol-vt en bbl totaal;A-F Landbouw, nijverheid en energie;01 Onderwijs;5 jaar na verlaten onderwijs;2011/'12;22.0
1445;Totaal;Bol-vt en bbl totaal;A-F Landbouw, nijverheid en energie;01 Onderwijs;5 jaar na verlaten onderwijs;2012/'13;21.48
1446;Totaal;Bol-vt en bbl totaal;A-F Landbouw, nijverheid en energie;01 Onderwijs;5 jaar na verlaten onderwijs;2013/'14;18.28
1447;Totaal;Bol-vt en bbl totaal;A-F Landbouw, nijverheid en energie;01 Onderwijs;5 jaar na verlaten onderwijs;2014/'15;16.4
1448;Totaal;Bol-vt en bbl totaal;A-F Landbouw, nijverheid en energie;01 Onderwijs;5 jaar na verlaten onderwijs;2015/'16;17.88
1449;Totaal;Bol-vt en bbl totaal;A-F Landbouw, nijverheid en energie;01 Onderwijs;5 jaar na verlaten onderwijs;2016/'17;18.71
1450;Totaal;Bol-vt en bbl totaal;A-F Landbouw, nijverheid en energie;01 Onderwijs;5 jaar na verlaten onderwijs;2017/'18;
1451;Totaal;Bol-vt en bbl totaal;A-F Landbouw, nijverheid en energie;01 Onderwijs;5 jaar na verlaten onderwijs;2018/'19;
1452;Totaal;Bol-vt en bbl totaal;A-F Landbouw, nijverheid en energie;01 Onderwijs;5 jaar na verlaten onderwijs;2019/'20;
1453;Totaal;Bol-vt en bbl totaal;A-F Landbouw, nijverheid en energie;01 Onderwijs;5 jaar na verlaten onderwijs;2020/'21;
1454;Totaal;Bol-vt en bbl totaal;A-F Landbouw, nijverheid en energie;01 Onderwijs;5 jaar na verlaten onderwijs;2021/'22;
1455;Totaal;Bol-vt en bbl totaal;A-F Landbouw, nijverheid en energie;01 Onderwijs;10 jaar na verlaten onderwijs;2007/'08;17.58
1456;Totaal;Bol-vt en bbl totaal;A-F Landbouw, nijverheid en energie;01 Onderwijs;10 jaar na verlaten onderwijs;2008/'09;19.79
1457;Totaal;Bol-vt en bbl totaal;A-F Landbouw, nijverheid en energie;01 Onderwijs;10 jaar na verlaten onderwijs;2009/'10;22.43
1458;Totaal;Bol-vt en bbl totaal;A-F Landbouw, nijverheid en energie;01 Onderwijs;10 jaar na verlaten onderwijs;2010/'11;23.04
1459;Totaal;Bol-vt en bbl totaal;A-F Landbouw, nijverheid en energie;01 Onderwijs;10 jaar na verlaten onderwijs;2011/'12;22.07
1460;Totaal;Bol-vt en bbl totaal;A-F Landbouw, nijverheid en energie;01 Onderwijs;10 jaar na verlaten onderwijs;2012/'13;
1461;Totaal;Bol-vt en bbl totaal;A-F Landbouw, nijverheid en energie;01 Onderwijs;10 jaar na verlaten onderwijs;2013/'14;
1462;Totaal;Bol-vt en bbl totaal;A-F Landbouw, nijverheid en energie;01 Onderwijs;10 jaar na verlaten onderwijs;2014/'15;
1463;Totaal;Bol-vt en bbl totaal;A-F Landbouw, nijverheid en energie;01 Onderwijs;10 jaar na verlaten onderwijs;2015/'16;
1464;Totaal;Bol-vt en bbl totaal;A-F Landbouw, nijverheid en energie;01 Onderwijs;10 jaar na verlaten onderwijs;2016/'17;
1465;Totaal;Bol-vt en bbl totaal;A-F Landbouw, nijverheid en energie;01 Onderwijs;10 jaar na verlaten onderwijs;2017/'18;
1466;Totaal;Bol-vt en bbl totaal;A-F Landbouw, nijverheid en energie;01 Onderwijs;10 jaar na verlaten onderwijs;2018/'19;
1467;Totaal;Bol-vt en bbl totaal;A-F Landbouw, nijverheid en energie;01 Onderwijs;10 jaar na verlaten onderwijs;2019/'20;
1468;Totaal;Bol-vt en bbl totaal;A-F Landbouw, nijverheid en energie;01 Onderwijs;10 jaar na verlaten onderwijs;2020/'21;
1469;Totaal;Bol-vt en bbl totaal;A-F Landbouw, nijverheid en energie;01 Onderwijs;10 jaar na verlaten onderwijs;2021/'22;
1470;Totaal;Bol-vt en bbl totaal;A-F Landbouw, nijverheid en energie;02 Vormgeving, kunst, talen en gesch...;Direct na verlaten onderwijs;2007/'08;9.24
1471;Totaal;Bol-vt en bbl totaal;A-F Landbouw, nijverheid en energie;02 Vormgeving, kunst, talen en gesch...;Direct na verlaten onderwijs;2008/'09;9.03
1472;Totaal;Bol-vt en bbl totaal;A-F Landbouw, nijverheid en energie;02 Vormgeving, kunst, talen en gesch...;Direct na verlaten onderwijs;2009/'10;9.7
1473;Totaal;Bol-vt en bbl totaal;A-F Landbouw, nijverheid en energie;02 Vormgeving, kunst, talen en gesch...;Direct na verlaten onderwijs;2010/'11;9.33
1474;Totaal;Bol-vt en bbl totaal;A-F Landbouw, nijverheid en energie;02 Vormgeving, kunst, talen en gesch...;Direct na verlaten onderwijs;2011/'12;9.24
1475;Totaal;Bol-vt en bbl totaal;A-F Landbouw, nijverheid en energie;02 Vormgeving, kunst, talen en gesch...;Direct na verlaten onderwijs;2012/'13;8.81
1476;Totaal;Bol-vt en bbl totaal;A-F Landbouw, nijverheid en energie;02 Vormgeving, kunst, talen en gesch...;Direct na verlaten onderwijs;2013/'14;9.2
1477;Totaal;Bol-vt en bbl totaal;A-F Landbouw, nijverheid en energie;02 Vormgeving, kunst, talen en gesch...;Direct na verlaten onderwijs;2014/'15;9.91
1478;Totaal;Bol-vt en bbl totaal;A-F Landbouw, nijverheid en energie;02 Vormgeving, kunst, talen en gesch...;Direct na verlaten onderwijs;2015/'16;9.96
1479;Totaal;Bol-vt en bbl totaal;A-F Landbouw, nijverheid en energie;02 Vormgeving, kunst, talen en gesch...;Direct na verlaten onderwijs;2016/'17;10.3
1480;Totaal;Bol-vt en bbl totaal;A-F Landbouw, nijverheid en energie;02 Vormgeving, kunst, talen en gesch...;Direct na verlaten onderwijs;2017/'18;10.81
1481;Totaal;Bol-vt en bbl totaal;A-F Landbouw, nijverheid en energie;02 Vormgeving, kunst, talen en gesch...;Direct na verlaten onderwijs;2018/'19;11.07
1482;Totaal;Bol-vt en bbl totaal;A-F Landbouw, nijverheid en energie;02 Vormgeving, kunst, talen en gesch...;Direct na verlaten onderwijs;2019/'20;11.78
1483;Totaal;Bol-vt en bbl totaal;A-F Landbouw, nijverheid en energie;02 Vormgeving, kunst, talen en gesch...;Direct na verlaten onderwijs;2020/'21;12.33
1484;Totaal;Bol-vt en bbl totaal;A-F Landbouw, nijverheid en energie;02 Vormgeving, kunst, talen en gesch...;Direct na verlaten onderwijs;2021/'22;12.85
1485;Totaal;Bol-vt en bbl totaal;A-F Landbouw, nijverheid en energie;02 Vormgeving, kunst, talen en gesch...;1 jaar na verlaten onderwijs;2007/'08;10.38
1486;Totaal;Bol-vt en bbl totaal;A-F Landbouw, nijverheid en energie;02 Vormgeving, kunst, talen en gesch...;1 jaar na verlaten onderwijs;2008/'09;10.3
1487;Totaal;Bol-vt en bbl totaal;A-F Landbouw, nijverheid en energie;02 Vormgeving, kunst, talen en gesch...;1 jaar na verlaten onderwijs;2009/'10;10.92
1488;Totaal;Bol-vt en bbl totaal;A-F Landbouw, nijverheid en energie;02 Vormgeving, kunst, talen en gesch...;1 jaar na verlaten onderwijs;2010/'11;10.42
1489;Totaal;Bol-vt en bbl totaal;A-F Landbouw, nijverheid en energie;02 Vormgeving, kunst, talen en gesch...;1 jaar na verlaten onderwijs;2011/'12;10.38
1490;Totaal;Bol-vt en bbl totaal;A-F Landbouw, nijverheid en energie;02 Vormgeving, kunst, talen en gesch...;1 jaar na verlaten onderwijs;2012/'13;10.29
1491;Totaal;Bol-vt en bbl totaal;A-F Landbouw, nijverheid en energie;02 Vormgeving, kunst, talen en gesch...;1 jaar na verlaten onderwijs;2013/'14;10.4
1492;Totaal;Bol-vt en bbl totaal;A-F Landbouw, nijverheid en energie;02 Vormgeving, kunst, talen en gesch...;1 jaar na verlaten onderwijs;2014/'15;11.32
1493;Totaal;Bol-vt en bbl totaal;A-F Landbouw, nijverheid en energie;02 Vormgeving, kunst, talen en gesch...;1 jaar na verlaten onderwijs;2015/'16;11.25
1494;Totaal;Bol-vt en bbl totaal;A-F Landbouw, nijverheid en energie;02 Vormgeving, kunst, talen en gesch...;1 jaar na verlaten onderwijs;2016/'17;11.71
1495;Totaal;Bol-vt en bbl totaal;A-F Landbouw, nijverheid en energie;02 Vormgeving, kunst, talen en gesch...;1 jaar na verlaten onderwijs;2017/'18;12.38
1496;Totaal;Bol-vt en bbl totaal;A-F Landbouw, nijverheid en energie;02 Vormgeving, kunst, talen en gesch...;1 jaar na verlaten onderwijs;2018/'19;12.64
1497;Totaal;Bol-vt en bbl totaal;A-F Landbouw, nijverheid en energie;02 Vormgeving, kunst, talen en gesch...;1 jaar na verlaten onderwijs;2019/'20;13.1
1498;Totaal;Bol-vt en bbl totaal;A-F Landbouw, nijverheid en energie;02 Vormgeving, kunst, talen en gesch...;1 jaar na verlaten onderwijs;2020/'21;14.28
1499;Totaal;Bol-vt en bbl totaal;A-F Landbouw, nijverheid en energie;02 Vormgeving, kunst, talen en gesch...;1 jaar na verlaten onderwijs;2021/'22;
1500;Totaal;Bol-vt en bbl totaal;A-F Landbouw, nijverheid en energie;02 Vormgeving, kunst, talen en gesch...;2 jaar na verlaten onderwijs;2007/'08;11.37
1501;Totaal;Bol-vt en bbl totaal;A-F Landbouw, nijverheid en energie;02 Vormgeving, kunst, talen en gesch...;2 jaar na verlaten onderwijs;2008/'09;11.35
1502;Totaal;Bol-vt en bbl totaal;A-F Landbouw, nijverheid en energie;02 Vormgeving, kunst, talen en gesch...;2 jaar na verlaten onderwijs;2009/'10;11.4
1503;Totaal;Bol-vt en bbl totaal;A-F Landbouw, nijverheid en energie;02 Vormgeving, kunst, talen en gesch...;2 jaar na verlaten onderwijs;2010/'11;11.12
1504;Totaal;Bol-vt en bbl totaal;A-F Landbouw, nijverheid en energie;02 Vormgeving, kunst, talen en gesch...;2 jaar na verlaten onderwijs;2011/'12;11.16
1505;Totaal;Bol-vt en bbl totaal;A-F Landbouw, nijverheid en energie;02 Vormgeving, kunst, talen en gesch...;2 jaar na verlaten onderwijs;2012/'13;11.57
1506;Totaal;Bol-vt en bbl totaal;A-F Landbouw, nijverheid en energie;02 Vormgeving, kunst, talen en gesch...;2 jaar na verlaten onderwijs;2013/'14;11.75
1507;Totaal;Bol-vt en bbl totaal;A-F Landbouw, nijverheid en energie;02 Vormgeving, kunst, talen en gesch...;2 jaar na verlaten onderwijs;2014/'15;11.96
1508;Totaal;Bol-vt en bbl totaal;A-F Landbouw, nijverheid en energie;02 Vormgeving, kunst, talen en gesch...;2 jaar na verlaten onderwijs;2015/'16;12.53
1509;Totaal;Bol-vt en bbl totaal;A-F Landbouw, nijverheid en energie;02 Vormgeving, kunst, talen en gesch...;2 jaar na verlaten onderwijs;2016/'17;13.26
1510;Totaal;Bol-vt en bbl totaal;A-F Landbouw, nijverheid en energie;02 Vormgeving, kunst, talen en gesch...;2 jaar na verlaten onderwijs;2017/'18;14.02
1511;Totaal;Bol-vt en bbl totaal;A-F Landbouw, nijverheid en energie;02 Vormgeving, kunst, talen en gesch...;2 jaar na verlaten onderwijs;2018/'19;13.57
1512;Totaal;Bol-vt en bbl totaal;A-F Landbouw, nijverheid en energie;02 Vormgeving, kunst, talen en gesch...;2 jaar na verlaten onderwijs;2019/'20;14.95
1513;Totaal;Bol-vt en bbl totaal;A-F Landbouw, nijverheid en energie;02 Vormgeving, kunst, talen en gesch...;2 jaar na verlaten onderwijs;2020/'21;
1514;Totaal;Bol-vt en bbl totaal;A-F Landbouw, nijverheid en energie;02 Vormgeving, kunst, talen en gesch...;2 jaar na verlaten onderwijs;2021/'22;
1515;Totaal;Bol-vt en bbl totaal;A-F Landbouw, nijverheid en energie;02 Vormgeving, kunst, talen en gesch...;3 jaar na verlaten onderwijs;2007/'08;12.72
1516;Totaal;Bol-vt en bbl totaal;A-F Landbouw, nijverheid en energie;02 Vormgeving, kunst, talen en gesch...;3 jaar na verlaten onderwijs;2008/'09;11.83
1517;Totaal;Bol-vt en bbl totaal;A-F Landbouw, nijverheid en energie;02 Vormgeving, kunst, talen en gesch...;3 jaar na verlaten onderwijs;2009/'10;11.92
1518;Totaal;Bol-vt en bbl totaal;A-F Landbouw, nijverheid en energie;02 Vormgeving, kunst, talen en gesch...;3 jaar na verlaten onderwijs;2010/'11;11.88
1519;Totaal;Bol-vt en bbl totaal;A-F Landbouw, nijverheid en energie;02 Vormgeving, kunst, talen en gesch...;3 jaar na verlaten onderwijs;2011/'12;12.52
1520;Totaal;Bol-vt en bbl totaal;A-F Landbouw, nijverheid en energie;02 Vormgeving, kunst, talen en gesch...;3 jaar na verlaten onderwijs;2012/'13;12.38
1521;Totaal;Bol-vt en bbl totaal;A-F Landbouw, nijverheid en energie;02 Vormgeving, kunst, talen en gesch...;3 jaar na verlaten onderwijs;2013/'14;12.82
1522;Totaal;Bol-vt en bbl totaal;A-F Landbouw, nijverheid en energie;02 Vormgeving, kunst, talen en gesch...;3 jaar na verlaten onderwijs;2014/'15;13.44
1523;Totaal;Bol-vt en bbl totaal;A-F Landbouw, nijverheid en energie;02 Vormgeving, kunst, talen en gesch...;3 jaar na verlaten onderwijs;2015/'16;14.18
1524;Totaal;Bol-vt en bbl totaal;A-F Landbouw, nijverheid en energie;02 Vormgeving, kunst, talen en gesch...;3 jaar na verlaten onderwijs;2016/'17;14.38
1525;Totaal;Bol-vt en bbl totaal;A-F Landbouw, nijverheid en energie;02 Vormgeving, kunst, talen en gesch...;3 jaar na verlaten onderwijs;2017/'18;14.8
1526;Totaal;Bol-vt en bbl totaal;A-F Landbouw, nijverheid en energie;02 Vormgeving, kunst, talen en gesch...;3 jaar na verlaten onderwijs;2018/'19;15.49
1527;Totaal;Bol-vt en bbl totaal;A-F Landbouw, nijverheid en energie;02 Vormgeving, kunst, talen en gesch...;3 jaar na verlaten onderwijs;2019/'20;
1528;Totaal;Bol-vt en bbl totaal;A-F Landbouw, nijverheid en energie;02 Vormgeving, kunst, talen en gesch...;3 jaar na verlaten onderwijs;2020/'21;
1529;Totaal;Bol-vt en bbl totaal;A-F Landbouw, nijverheid en energie;02 Vormgeving, kunst, talen en gesch...;3 jaar na verlaten onderwijs;2021/'22;
1530;Totaal;Bol-vt en bbl totaal;A-F Landbouw, nijverheid en energie;02 Vormgeving, kunst, talen en gesch...;4 jaar na verlaten onderwijs;2007/'08;12.47
1531;Totaal;Bol-vt en bbl totaal;A-F Landbouw, nijverheid en energie;02 Vormgeving, kunst, talen en gesch...;4 jaar na verlaten onderwijs;2008/'09;12.22
1532;Totaal;Bol-vt en bbl totaal;A-F Landbouw, nijverheid en energie;02 Vormgeving, kunst, talen en gesch...;4 jaar na verlaten onderwijs;2009/'10;12.67
1533;Totaal;Bol-vt en bbl totaal;A-F Landbouw, nijverheid en energie;02 Vormgeving, kunst, talen en gesch...;4 jaar na verlaten onderwijs;2010/'11;12.96
1534;Totaal;Bol-vt en bbl totaal;A-F Landbouw, nijverheid en energie;02 Vormgeving, kunst, talen en gesch...;4 jaar na verlaten onderwijs;2011/'12;13.44
1535;Totaal;Bol-vt en bbl totaal;A-F Landbouw, nijverheid en energie;02 Vormgeving, kunst, talen en gesch...;4 jaar na verlaten onderwijs;2012/'13;13.31
1536;Totaal;Bol-vt en bbl totaal;A-F Landbouw, nijverheid en energie;02 Vormgeving, kunst, talen en gesch...;4 jaar na verlaten onderwijs;2013/'14;14.14
1537;Totaal;Bol-vt en bbl totaal;A-F Landbouw, nijverheid en energie;02 Vormgeving, kunst, talen en gesch...;4 jaar na verlaten onderwijs;2014/'15;14.73
1538;Totaal;Bol-vt en bbl totaal;A-F Landbouw, nijverheid en energie;02 Vormgeving, kunst, talen en gesch...;4 jaar na verlaten onderwijs;2015/'16;15.02
1539;Totaal;Bol-vt en bbl totaal;A-F Landbouw, nijverheid en energie;02 Vormgeving, kunst, talen en gesch...;4 jaar na verlaten onderwijs;2016/'17;15.61
1540;Totaal;Bol-vt en bbl totaal;A-F Landbouw, nijverheid en energie;02 Vormgeving, kunst, talen en gesch...;4 jaar na verlaten onderwijs;2017/'18;16.43
1541;Totaal;Bol-vt en bbl totaal;A-F Landbouw, nijverheid en energie;02 Vormgeving, kunst, talen en gesch...;4 jaar na verlaten onderwijs;2018/'19;
1542;Totaal;Bol-vt en bbl totaal;A-F Landbouw, nijverheid en energie;02 Vormgeving, kunst, talen en gesch...;4 jaar na verlaten onderwijs;2019/'20;
1543;Totaal;Bol-vt en bbl totaal;A-F Landbouw, nijverheid en energie;02 Vormgeving, kunst, talen en gesch...;4 jaar na verlaten onderwijs;2020/'21;
1544;Totaal;Bol-vt en bbl totaal;A-F Landbouw, nijverheid en energie;02 Vormgeving, kunst, talen en gesch...;4 jaar na verlaten onderwijs;2021/'22;
1545;Totaal;Bol-vt en bbl totaal;A-F Landbouw, nijverheid en energie;02 Vormgeving, kunst, talen en gesch...;5 jaar na verlaten onderwijs;2007/'08;13.13
1546;Totaal;Bol-vt en bbl totaal;A-F Landbouw, nijverheid en energie;02 Vormgeving, kunst, talen en gesch...;5 jaar na verlaten onderwijs;2008/'09;13.07
1547;Totaal;Bol-vt en bbl totaal;A-F Landbouw, nijverheid en energie;02 Vormgeving, kunst, talen en gesch...;5 jaar na verlaten onderwijs;2009/'10;13.3
1548;Totaal;Bol-vt en bbl totaal;A-F Landbouw, nijverheid en energie;02 Vormgeving, kunst, talen en gesch...;5 jaar na verlaten onderwijs;2010/'11;13.84
1549;Totaal;Bol-vt en bbl totaal;A-F Landbouw, nijverheid en energie;02 Vormgeving, kunst, talen en gesch...;5 jaar na verlaten onderwijs;2011/'12;14.21
1550;Totaal;Bol-vt en bbl totaal;A-F Landbouw, nijverheid en energie;02 Vormgeving, kunst, talen en gesch...;5 jaar na verlaten onderwijs;2012/'13;14.77
1551;Totaal;Bol-vt en bbl totaal;A-F Landbouw, nijverheid en energie;02 Vormgeving, kunst, talen en gesch...;5 jaar na verlaten onderwijs;2013/'14;15.38
1552;Totaal;Bol-vt en bbl totaal;A-F Landbouw, nijverheid en energie;02 Vormgeving, kunst, talen en gesch...;5 jaar na verlaten onderwijs;2014/'15;15.56
1553;Totaal;Bol-vt en bbl totaal;A-F Landbouw, nijverheid en energie;02 Vormgeving, kunst, talen en gesch...;5 jaar na verlaten onderwijs;2015/'16;16.15
1554;Totaal;Bol-vt en bbl totaal;A-F Landbouw, nijverheid en energie;02 Vormgeving, kunst, talen en gesch...;5 jaar na verlaten onderwijs;2016/'17;16.99
1555;Totaal;Bol-vt en bbl totaal;A-F Landbouw, nijverheid en energie;02 Vormgeving, kunst, talen en gesch...;5 jaar na verlaten onderwijs;2017/'18;
1556;Totaal;Bol-vt en bbl totaal;A-F Landbouw, nijverheid en energie;02 Vormgeving, kunst, talen en gesch...;5 jaar na verlaten onderwijs;2018/'19;
1557;Totaal;Bol-vt en bbl totaal;A-F Landbouw, nijverheid en energie;02 Vormgeving, kunst, talen en gesch...;5 jaar na verlaten onderwijs;2019/'20;
1558;Totaal;Bol-vt en bbl totaal;A-F Landbouw, nijverheid en energie;02 Vormgeving, kunst, talen en gesch...;5 jaar na verlaten onderwijs;2020/'21;
1559;Totaal;Bol-vt en bbl totaal;A-F Landbouw, nijverheid en energie;02 Vormgeving, kunst, talen en gesch...;5 jaar na verlaten onderwijs;2021/'22;
1560;Totaal;Bol-vt en bbl totaal;A-F Landbouw, nijverheid en energie;02 Vormgeving, kunst, talen en gesch...;10 jaar na verlaten onderwijs;2007/'08;16.36
1561;Totaal;Bol-vt en bbl totaal;A-F Landbouw, nijverheid en energie;02 Vormgeving, kunst, talen en gesch...;10 jaar na verlaten onderwijs;2008/'09;17.01
1562;Totaal;Bol-vt en bbl totaal;A-F Landbouw, nijverheid en energie;02 Vormgeving, kunst, talen en gesch...;10 jaar na verlaten onderwijs;2009/'10;17.97
1563;Totaal;Bol-vt en bbl totaal;A-F Landbouw, nijverheid en energie;02 Vormgeving, kunst, talen en gesch...;10 jaar na verlaten onderwijs;2010/'11;18.14
1564;Totaal;Bol-vt en bbl totaal;A-F Landbouw, nijverheid en energie;02 Vormgeving, kunst, talen en gesch...;10 jaar na verlaten onderwijs;2011/'12;18.66
1565;Totaal;Bol-vt en bbl totaal;A-F Landbouw, nijverheid en energie;02 Vormgeving, kunst, talen en gesch...;10 jaar na verlaten onderwijs;2012/'13;
1566;Totaal;Bol-vt en bbl totaal;A-F Landbouw, nijverheid en energie;02 Vormgeving, kunst, talen en gesch...;10 jaar na verlaten onderwijs;2013/'14;
1567;Totaal;Bol-vt en bbl totaal;A-F Landbouw, nijverheid en energie;02 Vormgeving, kunst, talen en gesch...;10 jaar na verlaten onderwijs;2014/'15;
1568;Totaal;Bol-vt en bbl totaal;A-F Landbouw, nijverheid en energie;02 Vormgeving, kunst, talen en gesch...;10 jaar na verlaten onderwijs;2015/'16;
1569;Totaal;Bol-vt en bbl totaal;A-F Landbouw, nijverheid en energie;02 Vormgeving, kunst, talen en gesch...;10 jaar na verlaten onderwijs;2016/'17;
1570;Totaal;Bol-vt en bbl totaal;A-F Landbouw, nijverheid en energie;02 Vormgeving, kunst, talen en gesch...;10 jaar na verlaten onderwijs;2017/'18;
1571;Totaal;Bol-vt en bbl totaal;A-F Landbouw, nijverheid en energie;02 Vormgeving, kunst, talen en gesch...;10 jaar na verlaten onderwijs;2018/'19;
1572;Totaal;Bol-vt en bbl totaal;A-F Landbouw, nijverheid en energie;02 Vormgeving, kunst, talen en gesch...;10 jaar na verlaten onderwijs;2019/'20;
1573;Totaal;Bol-vt en bbl totaal;A-F Landbouw, nijverheid en energie;02 Vormgeving, kunst, talen en gesch...;10 jaar na verlaten onderwijs;2020/'21;
1574;Totaal;Bol-vt en bbl totaal;A-F Landbouw, nijverheid en energie;02 Vormgeving, kunst, talen en gesch...;10 jaar na verlaten onderwijs;2021/'22;
1575;Totaal;Bol-vt en bbl totaal;A-F Landbouw, nijverheid en energie;03 Journalistiek, gedrag en maatschappij;Direct na verlaten onderwijs;2007/'08;
1576;Totaal;Bol-vt en bbl totaal;A-F Landbouw, nijverheid en energie;03 Journalistiek, gedrag en maatschappij;Direct na verlaten onderwijs;2008/'09;
1577;Totaal;Bol-vt en bbl totaal;A-F Landbouw, nijverheid en energie;03 Journalistiek, gedrag en maatschappij;Direct na verlaten onderwijs;2009/'10;10.53
1578;Totaal;Bol-vt en bbl totaal;A-F Landbouw, nijverheid en energie;03 Journalistiek, gedrag en maatschappij;Direct na verlaten onderwijs;2010/'11;10.51
1579;Totaal;Bol-vt en bbl totaal;A-F Landbouw, nijverheid en energie;03 Journalistiek, gedrag en maatschappij;Direct na verlaten onderwijs;2011/'12;
1580;Totaal;Bol-vt en bbl totaal;A-F Landbouw, nijverheid en energie;03 Journalistiek, gedrag en maatschappij;Direct na verlaten onderwijs;2012/'13;9.01
1581;Totaal;Bol-vt en bbl totaal;A-F Landbouw, nijverheid en energie;03 Journalistiek, gedrag en maatschappij;Direct na verlaten onderwijs;2013/'14;
1582;Totaal;Bol-vt en bbl totaal;A-F Landbouw, nijverheid en energie;03 Journalistiek, gedrag en maatschappij;Direct na verlaten onderwijs;2014/'15;8.75
1583;Totaal;Bol-vt en bbl totaal;A-F Landbouw, nijverheid en energie;03 Journalistiek, gedrag en maatschappij;Direct na verlaten onderwijs;2015/'16;
