ID;Persoonskenmerken;Perioden;VerkeerEnOfIndustrie_1;Vliegverkeer_2;Railverkeer_3;Wegverkeer_4;Industrie_5;Buren_6;VerkeerEnOfIndustrie_7;Verkeer_8;Industrie_9;Landbouw_10;OpenHaardenEnOfAllesbranders_11;DrankInStatiegeldverpakking_12;AfvalglasNaarDeGlasbak_13;GroenteFruitafvalScheiden_14;TuinafvalScheiden_15;ChemischAfvalScheiden_16;PapierafvalScheiden_17;EigenTasGebruikenVoorBoodschappen_18;GebruikBleekmiddelen_19;GebruikChemischeToiletVerfrisser_20;GebruikSpaarlampenInDeWoning_21;MinderLichtLatenBranden_22;WaterbesparendePogingen_23;HRCVKetel_24;VRCVKetel_25;DubbelGlas_26;LuchtBodemEnWaterVerontreinigd_27;EconomischeOntwikkeling_28;SchadeAanNatuur_29;SchoneIndustrie_30;Waterverontreiniging_31;MeerBelastingBetalen_32;Demonstratie_33;Propaganda_34;ActiesTegenZureRegen_35;Spouwmuren_36;Dak_37;Vloer_38;GebruikGroeneStroom_39;Gestegen_40;NietGestegen_41;StijgingOnbekend_42
141;29;2003;34.0;15.0;4.0;26.0;2.0;;14.0;10.0;7.0;7.0;7.0;;91.0;75.0;88.0;86.0;93.0;;41.0;77.0;63.0;74.0;77.0;56.0;16.0;88.0;;;;;;;;;;55.0;51.0;32.0;30.0;38.0;38.0;23.0
142;29;2004;31.0;10.0;3.0;22.0;1.0;;8.0;4.0;4.0;6.0;4.0;;92.0;74.0;89.0;86.0;95.0;;42.0;76.0;59.0;69.0;75.0;59.0;15.0;89.0;;;;;;;;;;56.0;56.0;35.0;30.0;37.0;36.0;27.0
143;29;2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
144;29;2006;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
145;29;2007;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
146;29;2008;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
147;29;2009;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
148;29;2010;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
149;29;2011;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
150;32;1997;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
151;32;1998;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
152;32;1999;;;;;;;;;;;;;;;;;;;;;55.0;77.0;78.0;46.0;18.0;86.0;;;;;;;;;;;;;;;;
153;32;2000;36.0;15.0;5.0;25.0;3.0;18.0;13.0;8.0;8.0;10.0;9.0;61.0;86.0;75.0;86.0;83.0;85.0;82.0;;;59.0;79.0;79.0;52.0;19.0;85.0;62.0;44.0;74.0;56.0;36.0;29.0;10.0;18.0;23.0;;;;;;;
154;32;2001;35.0;15.0;4.0;25.0;3.0;16.0;15.0;8.0;8.0;9.0;8.0;62.0;87.0;74.0;90.0;84.0;86.0;81.0;;;;;;;;86.0;59.0;42.0;72.0;57.0;35.0;30.0;10.0;20.0;22.0;;;;;;;
155;32;2002;37.0;16.0;6.0;28.0;3.0;17.0;13.0;8.0;7.0;9.0;6.0;59.0;85.0;76.0;91.0;83.0;85.0;81.0;;;57.0;77.0;80.0;52.0;18.0;89.0;64.0;50.0;78.0;48.0;39.0;29.0;13.0;19.0;25.0;;;;;;;
156;32;2003;35.0;12.0;5.0;27.0;3.0;;14.0;8.0;8.0;11.0;9.0;;84.0;72.0;89.0;83.0;87.0;;53.0;85.0;58.0;79.0;78.0;57.0;17.0;88.0;;;;;;;;;;55.0;54.0;33.0;28.0;41.0;41.0;18.0
157;32;2004;43.0;18.0;6.0;31.0;3.0;;14.0;6.0;9.0;11.0;11.0;;86.0;70.0;91.0;83.0;89.0;;58.0;83.0;56.0;77.0;76.0;58.0;18.0;91.0;;;;;;;;;;68.0;70.0;49.0;38.0;38.0;42.0;20.0
158;32;2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
159;32;2006;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
160;32;2007;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
161;32;2008;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
162;32;2009;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
163;32;2010;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
164;32;2011;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
165;33;1997;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
166;33;1998;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
167;33;1999;;;;;;;;;;;;;;;;;;;;;56.0;78.0;79.0;52.0;21.0;87.0;;;;;;;;;;;;;;;;
168;33;2000;39.0;16.0;6.0;27.0;3.0;18.0;13.0;6.0;8.0;13.0;9.0;64.0;86.0;78.0;92.0;82.0;90.0;83.0;;;64.0;76.0;81.0;53.0;18.0;86.0;60.0;39.0;69.0;58.0;31.0;31.0;10.0;20.0;20.0;;;;;;;
169;33;2001;38.0;17.0;4.0;27.0;3.0;21.0;15.0;8.0;9.0;11.0;11.0;64.0;87.0;76.0;93.0;83.0;89.0;83.0;;;;;;;;89.0;65.0;39.0;73.0;64.0;27.0;32.0;12.0;19.0;24.0;;;;;;;
170;33;2002;39.0;17.0;7.0;28.0;3.0;17.0;12.0;6.0;7.0;12.0;10.0;61.0;88.0;79.0;92.0;86.0;91.0;82.0;;;67.0;80.0;79.0;63.0;17.0;93.0;62.0;40.0;73.0;54.0;33.0;31.0;11.0;18.0;21.0;;;;;;;
171;33;2003;39.0;15.0;5.0;30.0;3.0;;14.0;7.0;9.0;11.0;12.0;;85.0;77.0;92.0;84.0;88.0;;51.0;83.0;63.0;77.0;77.0;62.0;15.0;92.0;;;;;;;;;;61.0;66.0;44.0;29.0;32.0;52.0;16.0
172;33;2004;;;;;;;;;;;;;;;;;;;53.0;85.0;64.0;74.0;75.0;64.0;18.0;93.0;;;;;;;;;;;;;;;;
173;33;2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
174;33;2006;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
175;33;2007;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
176;33;2008;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
177;33;2009;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
178;33;2010;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
179;33;2011;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
180;34;1997;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
181;34;1998;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
182;34;1999;;;;;;;;;;;;;;;;;;;;;61.0;82.0;80.0;53.0;22.0;86.0;;;;;;;;;;;;;;;;
183;34;2000;43.0;19.0;7.0;31.0;4.0;17.0;15.0;8.0;10.0;10.0;10.0;64.0;87.0;77.0;91.0;86.0;89.0;80.0;;;65.0;80.0;85.0;56.0;19.0;91.0;64.0;34.0;76.0;68.0;22.0;39.0;10.0;20.0;21.0;;;;;;;
184;34;2001;43.0;18.0;8.0;31.0;3.0;21.0;13.0;6.0;9.0;12.0;8.0;65.0;89.0;78.0;93.0;85.0;87.0;76.0;;;;;;;;91.0;67.0;35.0;77.0;69.0;21.0;43.0;13.0;17.0;26.0;;;;;;;
185;34;2002;36.0;17.0;5.0;25.0;2.0;23.0;13.0;6.0;9.0;10.0;5.0;62.0;88.0;70.0;87.0;82.0;89.0;81.0;;;57.0;79.0;79.0;60.0;18.0;89.0;64.0;34.0;75.0;63.0;25.0;41.0;11.0;20.0;19.0;;;;;;;
186;34;2003;42.0;17.0;6.0;32.0;4.0;;14.0;8.0;9.0;12.0;10.0;;83.0;70.0;92.0;80.0;87.0;;50.0;86.0;66.0;73.0;77.0;61.0;16.0;93.0;;;;;;;;;;70.0;70.0;50.0;28.0;36.0;45.0;18.0
187;34;2004;;;;;;;;;;;;;;;;;;;49.0;82.0;69.0;76.0;77.0;63.0;17.0;91.0;;;;;;;;;;;;;;;;
188;34;2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
189;34;2006;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
190;34;2007;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
191;34;2008;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
192;34;2009;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
193;34;2010;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
194;34;2011;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
195;35;1997;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
196;35;1998;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
197;35;1999;;;;;;;;;;;;;;;;;;;;;61.0;78.0;80.0;55.0;19.0;87.0;;;;;;;;;;;;;;;;
198;35;2000;43.0;18.0;7.0;29.0;4.0;23.0;15.0;7.0;11.0;12.0;9.0;71.0;89.0;75.0;91.0;82.0;88.0;77.0;;;63.0;80.0;81.0;60.0;17.0;88.0;59.0;30.0;71.0;69.0;14.0;44.0;8.0;17.0;24.0;;;;;;;
199;35;2001;43.0;18.0;6.0;31.0;4.0;21.0;14.0;5.0;10.0;10.0;9.0;68.0;88.0;73.0;93.0;84.0;88.0;79.0;;;;;;;;90.0;61.0;32.0;74.0;72.0;14.0;46.0;10.0;19.0;24.0;;;;;;;
200;35;2002;46.0;20.0;7.0;33.0;5.0;22.0;13.0;6.0;10.0;12.0;9.0;66.0;87.0;71.0;92.0;84.0;87.0;76.0;;;65.0;80.0;77.0;65.0;16.0;91.0;62.0;33.0;75.0;64.0;18.0;44.0;9.0;18.0;22.0;;;;;;;
201;35;2003;45.0;19.0;7.0;33.0;4.0;;14.0;7.0;10.0;15.0;12.0;;88.0;72.0;92.0;83.0;90.0;;49.0;84.0;65.0;78.0;78.0;65.0;16.0;91.0;;;;;;;;;;71.0;73.0;52.0;33.0;37.0;43.0;21.0
202;35;2004;;;;;;;;;;;;;;;;;;;50.0;83.0;66.0;80.0;78.0;66.0;16.0;91.0;;;;;;;;;;;;;;;;
203;35;2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
204;35;2006;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
205;35;2007;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
206;35;2008;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
207;35;2009;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
208;35;2010;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
209;35;2011;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
210;36;1997;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
211;36;1998;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
212;36;1999;;;;;;;;;;;;;;;;;;;;;63.0;82.0;82.0;55.0;17.0;82.0;;;;;;;;;;;;;;;;
213;36;2000;50.0;23.0;10.0;35.0;5.0;22.0;17.0;9.0;11.0;8.0;9.0;71.0;94.0;71.0;90.0;85.0;91.0;72.0;;;64.0;83.0;83.0;58.0;18.0;84.0;62.0;29.0;71.0;82.0;10.0;64.0;9.0;24.0;30.0;;;;;;;
214;36;2001;49.0;22.0;8.0;37.0;4.0;26.0;17.0;8.0;11.0;9.0;8.0;67.0;94.0;72.0;93.0;87.0;91.0;73.0;;;;;;;;89.0;59.0;28.0;74.0;84.0;8.0;65.0;10.0;25.0;32.0;;;;;;;
215;36;2002;51.0;20.0;9.0;39.0;5.0;20.0;14.0;7.0;9.0;7.0;7.0;62.0;92.0;70.0;91.0;87.0;89.0;77.0;;;66.0;80.0;81.0;61.0;21.0;88.0;62.0;28.0;70.0;81.0;8.0;66.0;9.0;20.0;26.0;;;;;;;
216;36;2003;52.0;22.0;8.0;39.0;6.0;;15.0;8.0;9.0;9.0;10.0;;91.0;68.0;91.0;85.0;90.0;;40.0;77.0;64.0;80.0;80.0;66.0;15.0;87.0;;;;;;;;;;64.0;73.0;50.0;41.0;34.0;44.0;22.0
217;36;2004;;;;;;;;;;;;;;;;;;;42.0;77.0;67.0;78.0;76.0;70.0;17.0;89.0;;;;;;;;;;;;;;;;
218;36;2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
219;36;2006;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
220;36;2007;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
221;36;2008;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
222;36;2009;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
223;36;2010;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
224;36;2011;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
225;41;1997;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
226;41;1998;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
227;41;1999;;;;;;;;;;;;;;;;;;;;;61.0;80.0;79.0;56.0;19.0;85.0;;;;;;;;;;;;;;;;
228;41;2000;51.0;24.0;10.0;34.0;5.0;23.0;16.0;6.0;11.0;8.0;8.0;73.0;91.0;72.0;92.0;82.0;89.0;71.0;;;63.0;83.0;83.0;62.0;16.0;87.0;61.0;26.0;71.0;79.0;11.0;59.0;7.0;22.0;28.0;;;;;;;
229;41;2001;48.0;21.0;8.0;35.0;4.0;24.0;16.0;7.0;11.0;8.0;9.0;72.0;90.0;71.0;93.0;85.0;89.0;73.0;;;;;;;;91.0;60.0;26.0;76.0;83.0;8.0;62.0;10.0;23.0;31.0;;;;;;;
230;41;2002;50.0;20.0;10.0;38.0;5.0;21.0;13.0;6.0;8.0;9.0;8.0;68.0;90.0;71.0;91.0;86.0;90.0;77.0;;;66.0;80.0;80.0;64.0;19.0;91.0;62.0;27.0;73.0;77.0;10.0;59.0;8.0;18.0;26.0;;;;;;;
231;41;2003;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
232;41;2004;;;;;;;;;;;;;;;;;;;45.0;79.0;67.0;79.0;75.0;70.0;17.0;90.0;;;;;;;;;;;;;;;;
233;41;2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
234;41;2006;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
235;41;2007;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
236;41;2008;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
237;41;2009;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
238;41;2010;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
239;41;2011;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
240;42;1997;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
241;42;1998;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
242;42;1999;;;;;;;;;;;;;;;;;;;;;57.0;79.0;81.0;56.0;17.0;86.0;;;;;;;;;;;;;;;;
243;42;2000;43.0;17.0;8.0;31.0;3.0;25.0;15.0;8.0;10.0;10.0;11.0;69.0;87.0;70.0;90.0;81.0;88.0;74.0;;;59.0;79.0;81.0;56.0;20.0;89.0;61.0;33.0;76.0;71.0;15.0;45.0;11.0;18.0;24.0;;;;;;;
244;42;2001;45.0;19.0;6.0;34.0;3.0;27.0;13.0;6.0;9.0;10.0;9.0;72.0;86.0;67.0;92.0;80.0;85.0;76.0;;;;;;;;90.0;66.0;32.0;77.0;71.0;14.0;48.0;10.0;20.0;26.0;;;;;;;
245;42;2002;45.0;18.0;7.0;34.0;3.0;23.0;11.0;4.0;8.0;11.0;8.0;69.0;87.0;64.0;91.0;83.0;85.0;73.0;;;60.0;80.0;75.0;63.0;19.0;90.0;66.0;33.0;79.0;61.0;18.0;46.0;8.0;17.0;22.0;;;;;;;
246;42;2003;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
247;42;2004;;;;;;;;;;;;;;;;;;;54.0;84.0;63.0;80.0;78.0;63.0;18.0;93.0;;;;;;;;;;;;;;;;
248;42;2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
249;42;2006;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
250;42;2007;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
251;42;2008;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
252;42;2009;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
253;42;2010;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
254;42;2011;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
255;43;1997;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
256;43;1998;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
257;43;1999;;;;;;;;;;;;;;;;;;;;;61.0;76.0;76.0;60.0;14.0;84.0;;;;;;;;;;;;;;;;
258;43;2000;39.0;20.0;5.0;23.0;2.0;11.0;13.0;6.0;8.0;6.0;4.0;73.0;87.0;74.0;83.0;84.0;91.0;76.0;;;68.0;80.0;68.0;68.0;10.0;80.0;44.0;17.0;60.0;65.0;17.0;39.0;2.0;13.0;15.0;;;;;;;
259;43;2001;42.0;16.0;6.0;29.0;5.0;9.0;10.0;5.0;7.0;7.0;6.0;68.0;81.0;69.0;86.0;84.0;82.0;80.0;;;;;;;;84.0;44.0;28.0;56.0;73.0;20.0;36.0;13.0;19.0;20.0;;;;;;;
260;43;2002;38.0;16.0;5.0;28.0;2.0;7.0;8.0;4.0;8.0;11.0;5.0;67.0;85.0;65.0;87.0;88.0;85.0;71.0;;;58.0;73.0;70.0;68.0;13.0;89.0;50.0;27.0;56.0;63.0;20.0;34.0;6.0;11.0;22.0;;;;;;;
261;43;2003;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
262;43;2004;;;;;;;;;;;;;;;;;;;52.0;84.0;65.0;71.0;73.0;73.0;13.0;91.0;;;;;;;;;;;;;;;;
263;43;2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
264;43;2006;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
265;43;2007;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
266;43;2008;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
267;43;2009;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
268;43;2010;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
269;43;2011;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
270;44;1997;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
271;44;1998;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
272;44;1999;;;;;;;;;;;;;;;;;;;;;58.0;78.0;78.0;47.0;26.0;84.0;;;;;;;;;;;;;;;;
273;44;2000;39.0;19.0;7.0;25.0;4.0;21.0;10.0;3.0;8.0;12.0;11.0;74.0;89.0;79.0;94.0;79.0;87.0;78.0;;;61.0;82.0;79.0;57.0;20.0;87.0;55.0;30.0;73.0;64.0;19.0;40.0;7.0;18.0;26.0;;;;;;;
274;44;2001;40.0;18.0;6.0;24.0;4.0;19.0;12.0;4.0;10.0;10.0;10.0;71.0;89.0;77.0;92.0;88.0;88.0;81.0;;;;;;;;92.0;55.0;33.0;74.0;65.0;18.0;41.0;10.0;16.0;27.0;;;;;;;
275;44;2002;45.0;19.0;5.0;34.0;5.0;18.0;14.0;4.0;10.0;10.0;10.0;67.0;85.0;72.0;90.0;80.0;86.0;78.0;;;64.0;80.0;70.0;63.0;15.0;92.0;52.0;33.0;72.0;59.0;27.0;38.0;11.0;17.0;21.0;;;;;;;
276;44;2003;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
277;44;2004;;;;;;;;;;;;;;;;;;;56.0;85.0;62.0;77.0;79.0;64.0;19.0;90.0;;;;;;;;;;;;;;;;
278;44;2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
279;44;2006;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
280;44;2007;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
281;44;2008;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
282;44;2009;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
283;44;2010;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
284;44;2011;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
285;45;1997;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
286;45;1998;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
287;45;1999;;;;;;;;;;;;;;;;;;;;;52.0;82.0;74.0;53.0;19.0;88.0;;;;;;;;;;;;;;;;
288;45;2000;39.0;15.0;6.0;27.0;5.0;21.0;11.0;6.0;7.0;11.0;8.0;70.0;85.0;73.0;90.0;82.0;84.0;78.0;;;56.0;78.0;78.0;57.0;16.0;87.0;62.0;35.0;77.0;59.0;29.0;32.0;13.0;19.0;29.0;;;;;;;
289;45;2001;39.0;15.0;5.0;29.0;3.0;22.0;13.0;7.0;9.0;10.0;7.0;66.0;84.0;73.0;90.0;82.0;85.0;73.0;;;;;;;;88.0;61.0;39.0;79.0;58.0;29.0;31.0;10.0;20.0;24.0;;;;;;;
290;45;2002;39.0;15.0;8.0;26.0;3.0;22.0;9.0;4.0;7.0;11.0;8.0;67.0;80.0;77.0;91.0;79.0;84.0;73.0;;;57.0;80.0;76.0;60.0;16.0;91.0;61.0;41.0;80.0;57.0;31.0;34.0;16.0;24.0;26.0;;;;;;;
291;45;2003;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
292;45;2004;;;;;;;;;;;;;;;;;;;58.0;87.0;63.0;78.0;70.0;64.0;15.0;90.0;;;;;;;;;;;;;;;;
293;45;2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
294;45;2006;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
295;45;2007;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
296;45;2008;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
297;45;2009;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
298;45;2010;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
299;45;2011;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
300;46;1997;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
301;46;1998;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
302;46;1999;;;;;;;;;;;;;;;;;;;;;56.0;86.0;80.0;54.0;14.0;83.0;;;;;;;;;;;;;;;;
303;46;2000;48.0;19.0;13.0;35.0;6.0;19.0;14.0;4.0;10.0;13.0;11.0;69.0;82.0;71.0;79.0;75.0;85.0;60.0;;;50.0;75.0;75.0;39.0;16.0;90.0;66.0;41.0;76.0;57.0;36.0;48.0;19.0;32.0;32.0;;;;;;;
304;46;2001;47.0;23.0;8.0;29.0;6.0;33.0;21.0;9.0;14.0;14.0;11.0;66.0;83.0;74.0;95.0;78.0;85.0;73.0;;;;;;;;88.0;67.0;39.0;84.0;65.0;18.0;40.0;14.0;23.0;30.0;;;;;;;
305;46;2002;40.0;16.0;12.0;34.0;5.0;28.0;20.0;10.0;15.0;9.0;8.0;72.0;87.0;75.0;94.0;91.0;88.0;82.0;;;64.0;84.0;81.0;59.0;17.0;91.0;72.0;39.0;77.0;69.0;25.0;44.0;5.0;19.0;27.0;;;;;;;
306;46;2003;47.0;21.0;8.0;36.0;1.0;;12.0;9.0;3.0;13.0;9.0;;83.0;74.0;89.0;72.0;85.0;;52.0;82.0;63.0;79.0;76.0;55.0;17.0;86.0;;;;;;;;;;62.0;69.0;44.0;24.0;38.0;35.0;27.0
307;46;2004;47.0;18.0;7.0;36.0;5.0;;18.0;8.0;14.0;11.0;11.0;;84.0;71.0;92.0;81.0;90.0;;53.0;85.0;62.0;83.0;80.0;66.0;15.0;86.0;;;;;;;;;;58.0;63.0;39.0;35.0;36.0;40.0;24.0
308;46;2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
309;46;2006;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
310;46;2007;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
311;46;2008;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
312;46;2009;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
313;46;2010;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
314;46;2011;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
315;47;1997;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
316;47;1998;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
317;47;1999;;;;;;;;;;;;;;;;;;;;;61.0;83.0;78.0;50.0;20.0;82.0;;;;;;;;;;;;;;;;
318;47;2000;54.0;14.0;8.0;44.0;8.0;28.0;20.0;8.0;15.0;11.0;8.0;75.0;89.0;67.0;83.0;79.0;85.0;74.0;;;67.0;83.0;80.0;56.0;17.0;84.0;63.0;31.0;77.0;72.0;13.0;48.0;8.0;24.0;27.0;;;;;;;
319;47;2001;47.0;13.0;7.0;36.0;3.0;31.0;14.0;6.0;8.0;14.0;6.0;64.0;87.0;70.0;88.0;78.0;87.0;77.0;;;;;;;;86.0;67.0;37.0;79.0;69.0;11.0;50.0;14.0;27.0;33.0;;;;;;;
