ID;AfzetEnVerbruik;SBI93;Perioden;Prijsindexcijfer_1;MaandOpMaandOntwikkeling_2;JaarOpJaarOntwikkeling_3;Wegingscoefficient_4
1421;Totale afzet;1531 Aardappelproduktenindustrie;1996 mei;85.0;-0.47;-19.43;744
1422;Totale afzet;1531 Aardappelproduktenindustrie;1996 juni;86.0;0.95;-18.65;744
1423;Totale afzet;1531 Aardappelproduktenindustrie;1996 juli;86.0;0.52;-15.16;744
1424;Totale afzet;1531 Aardappelproduktenindustrie;1996 augustus;85.0;-1.74;-11.47;744
1425;Totale afzet;1531 Aardappelproduktenindustrie;1996 september;82.0;-3.19;-13.47;744
1426;Totale afzet;1531 Aardappelproduktenindustrie;1996 oktober;81.0;-1.83;-14.24;744
1427;Totale afzet;1531 Aardappelproduktenindustrie;1996 november;80.0;-1.08;-13.0;744
1428;Totale afzet;1531 Aardappelproduktenindustrie;1996 december;80.0;0.22;-12.11;744
1429;Totale afzet;1531 Aardappelproduktenindustrie;1996;84.0;;-15.73;744
1430;Totale afzet;1531 Aardappelproduktenindustrie;1997 januari;79.0;-1.21;-10.55;744
1431;Totale afzet;1531 Aardappelproduktenindustrie;1997 februari;79.0;0.1;-9.29;744
1432;Totale afzet;1531 Aardappelproduktenindustrie;1997 maart;79.0;-0.52;-8.53;744
1433;Totale afzet;1531 Aardappelproduktenindustrie;1997 april;78.0;-0.18;-8.18;744
1434;Totale afzet;1531 Aardappelproduktenindustrie;1997 mei;78.0;-0.07;-7.81;744
1435;Totale afzet;1531 Aardappelproduktenindustrie;1997 juni;79.0;1.11;-7.66;744
1436;Totale afzet;1531 Aardappelproduktenindustrie;1997 juli;82.0;3.7;-4.74;744
1437;Totale afzet;1531 Aardappelproduktenindustrie;1997 augustus;81.0;-0.9;-3.93;744
1438;Totale afzet;1531 Aardappelproduktenindustrie;1997 september;83.0;1.48;0.7;744
1439;Totale afzet;1531 Aardappelproduktenindustrie;1997 oktober;83.0;0.33;2.91;744
1440;Totale afzet;1531 Aardappelproduktenindustrie;1997 november;84.0;1.72;5.83;744
1441;Totale afzet;1531 Aardappelproduktenindustrie;1997 december;86.0;1.88;7.58;744
1442;Totale afzet;1531 Aardappelproduktenindustrie;1997;81.0;;-3.83;744
1443;Totale afzet;1531 Aardappelproduktenindustrie;1998 januari;87.0;1.17;10.17;744
1444;Totale afzet;1531 Aardappelproduktenindustrie;1998 februari;89.0;1.8;12.04;744
1445;Totale afzet;1531 Aardappelproduktenindustrie;1998 maart;89.0;0.71;13.43;744
1446;Totale afzet;1531 Aardappelproduktenindustrie;1998 april;89.0;-0.25;13.34;744
1447;Totale afzet;1531 Aardappelproduktenindustrie;1998 mei;88.0;-1.31;11.94;744
1448;Totale afzet;1531 Aardappelproduktenindustrie;1998 juni;88.0;0.48;11.24;744
1449;Totale afzet;1531 Aardappelproduktenindustrie;1998 juli;89.0;0.98;8.32;744
1450;Totale afzet;1531 Aardappelproduktenindustrie;1998 augustus;89.0;-0.3;8.98;744
1451;Totale afzet;1531 Aardappelproduktenindustrie;1998 september;88.0;-0.49;6.87;744
1452;Totale afzet;1531 Aardappelproduktenindustrie;1998 oktober;90.0;2.22;8.89;744
1453;Totale afzet;1531 Aardappelproduktenindustrie;1998 november;93.0;3.5;10.79;744
1454;Totale afzet;1531 Aardappelproduktenindustrie;1998 december;100.0;7.08;16.45;744
1455;Totale afzet;1531 Aardappelproduktenindustrie;1998;90.0;;11.04;744
1456;Totale afzet;1531 Aardappelproduktenindustrie;1999 januari;109.0;9.03;25.5;744
1457;Totale afzet;1531 Aardappelproduktenindustrie;1999 februari;110.0;0.32;23.68;744
1458;Totale afzet;1531 Aardappelproduktenindustrie;1999 maart;112.0;2.62;26.03;744
1459;Totale afzet;1531 Aardappelproduktenindustrie;1999 april;112.0;-0.04;26.3;744
1460;Totale afzet;1531 Aardappelproduktenindustrie;1999 mei;113.0;0.23;28.26;744
1461;Totale afzet;1531 Aardappelproduktenindustrie;1999 juni;112.0;-0.84;26.58;744
1462;Totale afzet;1531 Aardappelproduktenindustrie;1999 juli;104.0;-6.45;17.26;744
1463;Totale afzet;1531 Aardappelproduktenindustrie;1999 augustus;98.0;-6.12;10.41;744
1464;Totale afzet;1531 Aardappelproduktenindustrie;1999 september;95.0;-2.79;7.86;744
1465;Totale afzet;1531 Aardappelproduktenindustrie;1999 oktober;93.0;-2.08;3.32;744
1466;Totale afzet;1531 Aardappelproduktenindustrie;1999 november;93.0;0.07;-0.1;744
1467;Totale afzet;1531 Aardappelproduktenindustrie;1999 december;94.0;0.89;-5.87;744
1468;Totale afzet;1531 Aardappelproduktenindustrie;1999;104.0;;15.43;744
1469;Totale afzet;1531 Aardappelproduktenindustrie;2000 januari;92.0;-2.2;-15.57;744
1470;Totale afzet;1531 Aardappelproduktenindustrie;2000 februari;91.0;-1.24;-16.89;744
1471;Totale afzet;1531 Aardappelproduktenindustrie;2000 maart;90.0;-1.45;-20.19;744
1472;Totale afzet;1531 Aardappelproduktenindustrie;2000 april;89.0;-1.15;-21.07;744
1473;Totale afzet;1531 Aardappelproduktenindustrie;2000 mei;89.0;0.85;-20.57;744
1474;Totale afzet;1531 Aardappelproduktenindustrie;2000 juni;89.0;-0.56;-20.35;744
1475;Totale afzet;1531 Aardappelproduktenindustrie;2000 juli;89.0;0.0;-14.86;744
1476;Totale afzet;1531 Aardappelproduktenindustrie;2000 augustus;90.0;1.63;-7.83;744
1477;Totale afzet;1531 Aardappelproduktenindustrie;2000 september;90.0;-0.45;-5.61;744
1478;Totale afzet;1531 Aardappelproduktenindustrie;2000 oktober;90.0;-0.07;-3.68;744
1479;Totale afzet;1531 Aardappelproduktenindustrie;2000 november;89.0;-0.78;-4.5;744
1480;Totale afzet;1531 Aardappelproduktenindustrie;2000 december;89.0;0.2;-5.16;744
1481;Totale afzet;1531 Aardappelproduktenindustrie;2000;90.0;;-13.54;744
1482;Totale afzet;1531 Aardappelproduktenindustrie;2001 januari;88.0;-1.55;-4.53;744
1483;Totale afzet;1531 Aardappelproduktenindustrie;2001 februari;89.0;1.64;-1.74;744
1484;Totale afzet;1531 Aardappelproduktenindustrie;2001 maart;89.0;-0.62;-0.91;744
1485;Totale afzet;1531 Aardappelproduktenindustrie;2001 april;89.0;0.3;0.54;744
1486;Totale afzet;1531 Aardappelproduktenindustrie;2001 mei;90.0;1.0;0.69;744
1487;Totale afzet;1531 Aardappelproduktenindustrie;2001 juni;91.0;1.25;2.52;744
1488;Totale afzet;1531 Aardappelproduktenindustrie;2001 juli;92.0;1.09;3.63;744
1489;Totale afzet;1531 Aardappelproduktenindustrie;2001 augustus;91.0;-1.57;0.38;744
1490;Totale afzet;1531 Aardappelproduktenindustrie;2001 september;92.0;0.9;1.73;744
1491;Totale afzet;1531 Aardappelproduktenindustrie;2001 oktober;96.0;4.91;6.81;744
1492;Totale afzet;1531 Aardappelproduktenindustrie;2001 november;97.0;0.94;8.66;744
1493;Totale afzet;1531 Aardappelproduktenindustrie;2001 december;97.0;-0.12;8.31;744
1494;Totale afzet;1531 Aardappelproduktenindustrie;2001;92.0;;2.15;744
1495;Totale afzet;1531 Aardappelproduktenindustrie;2002 januari;100.0;3.2;13.54;744
1496;Totale afzet;1531 Aardappelproduktenindustrie;2002 februari;102.0;1.7;13.6;744
1497;Totale afzet;1531 Aardappelproduktenindustrie;2002 maart;101.0;-0.67;13.54;744
1498;Totale afzet;1531 Aardappelproduktenindustrie;2002 april;100.0;-0.9;12.17;744
1499;Totale afzet;1531 Aardappelproduktenindustrie;2002 mei;99.0;-0.91;10.05;744
1500;Totale afzet;1531 Aardappelproduktenindustrie;2002 juni;98.0;-1.32;7.26;744
1501;Totale afzet;1531 Aardappelproduktenindustrie;2002 juli;96.0;-1.43;4.59;744
1502;Totale afzet;1531 Aardappelproduktenindustrie;2002 augustus;96.0;-0.63;5.58;744
1503;Totale afzet;1531 Aardappelproduktenindustrie;2002 september;96.0;0.52;5.18;744
1504;Totale afzet;1531 Aardappelproduktenindustrie;2002 oktober;95.0;-1.6;-1.34;744
1505;Totale afzet;1531 Aardappelproduktenindustrie;2002 november;94.0;-1.18;-3.41;744
1506;Totale afzet;1531 Aardappelproduktenindustrie;2002 december;92.0;-1.25;-4.51;744
1507;Totale afzet;1531 Aardappelproduktenindustrie;2002;97.0;;6.15;744
1508;Totale afzet;1531 Aardappelproduktenindustrie;2003 januari;92.0;-0.81;-8.22;744
1509;Totale afzet;1531 Aardappelproduktenindustrie;2003 februari;92.0;-0.01;-9.76;744
1510;Totale afzet;1531 Aardappelproduktenindustrie;2003 maart;91.0;-1.03;-10.08;744
1511;Totale afzet;1531 Aardappelproduktenindustrie;2003 april;91.0;-0.16;-9.4;744
1512;Totale afzet;1531 Aardappelproduktenindustrie;2003 mei;89.0;-1.31;-9.77;744
1513;Totale afzet;1531 Aardappelproduktenindustrie;2003 juni;89.0;-0.06;-8.61;744
1514;Totale afzet;1531 Aardappelproduktenindustrie;2003 juli;90.0;1.23;-6.14;744
1515;Totale afzet;1531 Aardappelproduktenindustrie;2003 augustus;92.0;2.02;-3.64;744
1516;Totale afzet;1531 Aardappelproduktenindustrie;2003 september;97.0;4.65;0.32;744
1517;Totale afzet;1531 Aardappelproduktenindustrie;2003 oktober;97.0;0.2;2.15;744
1518;Totale afzet;1531 Aardappelproduktenindustrie;2003 november;98.0;1.6;5.02;744
1519;Totale afzet;1531 Aardappelproduktenindustrie;2003 december;99.0;0.41;6.79;744
1520;Totale afzet;1531 Aardappelproduktenindustrie;2003;93.0;;-4.44;744
1521;Totale afzet;1532 Fruit- en groentesappenindustrie;1995 januari;101.0;0.0;0.0;136
1522;Totale afzet;1532 Fruit- en groentesappenindustrie;1995 februari;101.0;-0.19;0.0;136
1523;Totale afzet;1532 Fruit- en groentesappenindustrie;1995 maart;101.0;-0.33;0.0;136
1524;Totale afzet;1532 Fruit- en groentesappenindustrie;1995 april;100.0;-0.2;0.0;136
1525;Totale afzet;1532 Fruit- en groentesappenindustrie;1995 mei;101.0;0.1;0.0;136
1526;Totale afzet;1532 Fruit- en groentesappenindustrie;1995 juni;101.0;0.13;0.0;136
1527;Totale afzet;1532 Fruit- en groentesappenindustrie;1995 juli;99.0;-1.54;0.0;136
1528;Totale afzet;1532 Fruit- en groentesappenindustrie;1995 augustus;99.0;0.18;0.0;136
1529;Totale afzet;1532 Fruit- en groentesappenindustrie;1995 september;100.0;0.23;0.0;136
1530;Totale afzet;1532 Fruit- en groentesappenindustrie;1995 oktober;100.0;0.31;0.0;136
1531;Totale afzet;1532 Fruit- en groentesappenindustrie;1995 november;99.0;-0.8;0.0;136
1532;Totale afzet;1532 Fruit- en groentesappenindustrie;1995 december;99.0;-0.14;0.0;136
1533;Totale afzet;1532 Fruit- en groentesappenindustrie;1995;100.0;;0.0;136
1534;Totale afzet;1532 Fruit- en groentesappenindustrie;1996 januari;100.0;1.04;-1.22;136
1535;Totale afzet;1532 Fruit- en groentesappenindustrie;1996 februari;101.0;0.66;-0.38;136
1536;Totale afzet;1532 Fruit- en groentesappenindustrie;1996 maart;101.0;-0.04;-0.09;136
1537;Totale afzet;1532 Fruit- en groentesappenindustrie;1996 april;102.0;0.96;1.08;136
1538;Totale afzet;1532 Fruit- en groentesappenindustrie;1996 mei;101.0;-0.03;0.94;136
1539;Totale afzet;1532 Fruit- en groentesappenindustrie;1996 juni;100.0;-1.05;-0.25;136
1540;Totale afzet;1532 Fruit- en groentesappenindustrie;1996 juli;101.0;0.69;2.01;136
1541;Totale afzet;1532 Fruit- en groentesappenindustrie;1996 augustus;100.0;-0.72;1.09;136
1542;Totale afzet;1532 Fruit- en groentesappenindustrie;1996 september;99.0;-1.23;-0.38;136
1543;Totale afzet;1532 Fruit- en groentesappenindustrie;1996 oktober;101.0;1.68;0.97;136
1544;Totale afzet;1532 Fruit- en groentesappenindustrie;1996 november;100.0;-0.65;1.12;136
1545;Totale afzet;1532 Fruit- en groentesappenindustrie;1996 december;101.0;1.21;2.48;136
1546;Totale afzet;1532 Fruit- en groentesappenindustrie;1996;101.0;;0.61;136
1547;Totale afzet;1532 Fruit- en groentesappenindustrie;1997 januari;100.0;-1.46;-0.04;136
1548;Totale afzet;1532 Fruit- en groentesappenindustrie;1997 februari;100.0;0.21;-0.49;136
1549;Totale afzet;1532 Fruit- en groentesappenindustrie;1997 maart;100.0;-0.26;-0.71;136
1550;Totale afzet;1532 Fruit- en groentesappenindustrie;1997 april;100.0;-0.21;-1.87;136
1551;Totale afzet;1532 Fruit- en groentesappenindustrie;1997 mei;100.0;0.04;-1.8;136
1552;Totale afzet;1532 Fruit- en groentesappenindustrie;1997 juni;100.0;-0.02;-0.78;136
1553;Totale afzet;1532 Fruit- en groentesappenindustrie;1997 juli;99.0;-0.93;-2.37;136
1554;Totale afzet;1532 Fruit- en groentesappenindustrie;1997 augustus;103.0;4.5;2.76;136
1555;Totale afzet;1532 Fruit- en groentesappenindustrie;1997 september;103.0;0.22;4.27;136
1556;Totale afzet;1532 Fruit- en groentesappenindustrie;1997 oktober;103.0;0.1;2.65;136
1557;Totale afzet;1532 Fruit- en groentesappenindustrie;1997 november;104.0;0.33;3.67;136
1558;Totale afzet;1532 Fruit- en groentesappenindustrie;1997 december;104.0;0.4;2.84;136
1559;Totale afzet;1532 Fruit- en groentesappenindustrie;1997;101.0;;0.67;136
1560;Totale afzet;1532 Fruit- en groentesappenindustrie;1998 januari;105.0;0.69;5.08;136
1561;Totale afzet;1532 Fruit- en groentesappenindustrie;1998 februari;105.0;-0.19;4.65;136
1562;Totale afzet;1532 Fruit- en groentesappenindustrie;1998 maart;106.0;1.36;6.36;136
1563;Totale afzet;1532 Fruit- en groentesappenindustrie;1998 april;105.0;-1.3;5.2;136
1564;Totale afzet;1532 Fruit- en groentesappenindustrie;1998 mei;106.0;1.15;6.36;136
1565;Totale afzet;1532 Fruit- en groentesappenindustrie;1998 juni;105.0;-0.98;5.35;136
1566;Totale afzet;1532 Fruit- en groentesappenindustrie;1998 juli;104.0;-1.28;4.98;136
1567;Totale afzet;1532 Fruit- en groentesappenindustrie;1998 augustus;103.0;-0.91;-0.45;136
1568;Totale afzet;1532 Fruit- en groentesappenindustrie;1998 september;104.0;1.2;0.52;136
1569;Totale afzet;1532 Fruit- en groentesappenindustrie;1998 oktober;105.0;0.76;1.18;136
1570;Totale afzet;1532 Fruit- en groentesappenindustrie;1998 november;106.0;1.65;2.51;136
1571;Totale afzet;1532 Fruit- en groentesappenindustrie;1998 december;105.0;-0.92;1.17;136
1572;Totale afzet;1532 Fruit- en groentesappenindustrie;1998;105.0;;3.53;136
1573;Totale afzet;1532 Fruit- en groentesappenindustrie;1999 januari;107.0;1.29;1.78;136
1574;Totale afzet;1532 Fruit- en groentesappenindustrie;1999 februari;109.0;2.02;4.04;136
1575;Totale afzet;1532 Fruit- en groentesappenindustrie;1999 maart;108.0;-0.99;1.63;136
1576;Totale afzet;1532 Fruit- en groentesappenindustrie;1999 april;109.0;1.27;4.27;136
1577;Totale afzet;1532 Fruit- en groentesappenindustrie;1999 mei;109.0;0.12;3.21;136
1578;Totale afzet;1532 Fruit- en groentesappenindustrie;1999 juni;107.0;-2.03;2.12;136
1579;Totale afzet;1532 Fruit- en groentesappenindustrie;1999 juli;106.0;-0.85;2.56;136
1580;Totale afzet;1532 Fruit- en groentesappenindustrie;1999 augustus;106.0;0.2;3.71;136
1581;Totale afzet;1532 Fruit- en groentesappenindustrie;1999 september;108.0;1.03;3.54;136
1582;Totale afzet;1532 Fruit- en groentesappenindustrie;1999 oktober;106.0;-1.31;1.42;136
1583;Totale afzet;1532 Fruit- en groentesappenindustrie;1999 november;106.0;-0.01;-0.24;136
1584;Totale afzet;1532 Fruit- en groentesappenindustrie;1999 december;108.0;1.46;2.15;136
1585;Totale afzet;1532 Fruit- en groentesappenindustrie;1999;107.0;;2.51;136
1586;Totale afzet;1532 Fruit- en groentesappenindustrie;2000 januari;110.0;1.74;2.6;136
1587;Totale afzet;1532 Fruit- en groentesappenindustrie;2000 februari;109.0;-0.63;-0.06;136
1588;Totale afzet;1532 Fruit- en groentesappenindustrie;2000 maart;110.0;0.65;1.59;136
1589;Totale afzet;1532 Fruit- en groentesappenindustrie;2000 april;108.0;-1.77;-1.45;136
1590;Totale afzet;1532 Fruit- en groentesappenindustrie;2000 mei;108.0;0.51;-1.08;136
1591;Totale afzet;1532 Fruit- en groentesappenindustrie;2000 juni;108.0;-0.61;0.35;136
1592;Totale afzet;1532 Fruit- en groentesappenindustrie;2000 juli;110.0;2.67;3.92;136
1593;Totale afzet;1532 Fruit- en groentesappenindustrie;2000 augustus;107.0;-2.78;0.83;136
1594;Totale afzet;1532 Fruit- en groentesappenindustrie;2000 september;110.0;2.7;2.5;136
1595;Totale afzet;1532 Fruit- en groentesappenindustrie;2000 oktober;109.0;-0.81;3.01;136
1596;Totale afzet;1532 Fruit- en groentesappenindustrie;2000 november;111.0;1.71;4.79;136
1597;Totale afzet;1532 Fruit- en groentesappenindustrie;2000 december;109.0;-2.14;1.07;136
1598;Totale afzet;1532 Fruit- en groentesappenindustrie;2000;109.0;;1.49;136
1599;Totale afzet;1532 Fruit- en groentesappenindustrie;2001 januari;110.0;0.8;0.13;136
1600;Totale afzet;1532 Fruit- en groentesappenindustrie;2001 februari;111.0;0.77;1.54;136
1601;Totale afzet;1532 Fruit- en groentesappenindustrie;2001 maart;108.0;-2.62;-1.76;136
1602;Totale afzet;1532 Fruit- en groentesappenindustrie;2001 april;111.0;3.36;3.37;136
1603;Totale afzet;1532 Fruit- en groentesappenindustrie;2001 mei;109.0;-2.11;0.68;136
1604;Totale afzet;1532 Fruit- en groentesappenindustrie;2001 juni;109.0;0.27;1.58;136
1605;Totale afzet;1532 Fruit- en groentesappenindustrie;2001 juli;110.0;0.51;-0.56;136
1606;Totale afzet;1532 Fruit- en groentesappenindustrie;2001 augustus;108.0;-1.74;0.5;136
1607;Totale afzet;1532 Fruit- en groentesappenindustrie;2001 september;107.0;-0.9;-3.03;136
1608;Totale afzet;1532 Fruit- en groentesappenindustrie;2001 oktober;122.0;13.69;11.15;136
1609;Totale afzet;1532 Fruit- en groentesappenindustrie;2001 november;122.0;0.56;9.88;136
1610;Totale afzet;1532 Fruit- en groentesappenindustrie;2001 december;119.0;-2.25;9.76;136
1611;Totale afzet;1532 Fruit- en groentesappenindustrie;2001;112.0;;2.78;136
1612;Totale afzet;1532 Fruit- en groentesappenindustrie;2002 januari;120.0;0.25;9.16;136
1613;Totale afzet;1532 Fruit- en groentesappenindustrie;2002 februari;120.0;0.36;8.72;136
1614;Totale afzet;1532 Fruit- en groentesappenindustrie;2002 maart;118.0;-1.51;9.95;136
1615;Totale afzet;1532 Fruit- en groentesappenindustrie;2002 april;125.0;5.94;12.69;136
1616;Totale afzet;1532 Fruit- en groentesappenindustrie;2002 mei;120.0;-4.05;10.46;136
1617;Totale afzet;1532 Fruit- en groentesappenindustrie;2002 juni;121.0;0.54;10.75;136
1618;Totale afzet;1532 Fruit- en groentesappenindustrie;2002 juli;123.0;1.52;11.87;136
1619;Totale afzet;1532 Fruit- en groentesappenindustrie;2002 augustus;125.0;1.83;15.93;136
1620;Totale afzet;1532 Fruit- en groentesappenindustrie;2002 september;128.0;2.72;20.17;136
1621;Totale afzet;1532 Fruit- en groentesappenindustrie;2002 oktober;130.0;0.79;6.53;136
1622;Totale afzet;1532 Fruit- en groentesappenindustrie;2002 november;126.0;-2.55;3.24;136
1623;Totale afzet;1532 Fruit- en groentesappenindustrie;2002 december;140.0;10.67;16.89;136
1624;Totale afzet;1532 Fruit- en groentesappenindustrie;2002;125.0;;11.26;136
1625;Totale afzet;1532 Fruit- en groentesappenindustrie;2003 januari;136.0;-2.95;13.17;136
1626;Totale afzet;1532 Fruit- en groentesappenindustrie;2003 februari;132.0;-2.65;9.77;136
1627;Totale afzet;1532 Fruit- en groentesappenindustrie;2003 maart;128.0;-3.06;8.05;136
1628;Totale afzet;1532 Fruit- en groentesappenindustrie;2003 april;128.0;-0.17;1.83;136
1629;Totale afzet;1532 Fruit- en groentesappenindustrie;2003 mei;143.0;12.25;19.12;136
1630;Totale afzet;1532 Fruit- en groentesappenindustrie;2003 juni;130.0;-9.53;7.19;136
1631;Totale afzet;1532 Fruit- en groentesappenindustrie;2003 juli;142.0;9.7;15.82;136
1632;Totale afzet;1532 Fruit- en groentesappenindustrie;2003 augustus;141.0;-1.21;12.36;136
1633;Totale afzet;1532 Fruit- en groentesappenindustrie;2003 september;149.0;5.9;15.84;136
1634;Totale afzet;1532 Fruit- en groentesappenindustrie;2003 oktober;133.0;-10.5;2.87;136
1635;Totale afzet;1532 Fruit- en groentesappenindustrie;2003 november;148.0;11.45;17.65;136
1636;Totale afzet;1532 Fruit- en groentesappenindustrie;2003 december;143.0;-3.99;2.07;136
1637;Totale afzet;1532 Fruit- en groentesappenindustrie;2003;138.0;;10.37;136
1638;Totale afzet;1533 Groente- en fruitverwerkende indus;1995 januari;101.0;0.0;0.0;679
1639;Totale afzet;1533 Groente- en fruitverwerkende indus;1995 februari;101.0;-0.17;0.0;679
1640;Totale afzet;1533 Groente- en fruitverwerkende indus;1995 maart;101.0;-0.26;0.0;679
1641;Totale afzet;1533 Groente- en fruitverwerkende indus;1995 april;100.0;-0.22;0.0;679
1642;Totale afzet;1533 Groente- en fruitverwerkende indus;1995 mei;101.0;0.09;0.0;679
1643;Totale afzet;1533 Groente- en fruitverwerkende indus;1995 juni;101.0;0.08;0.0;679
1644;Totale afzet;1533 Groente- en fruitverwerkende indus;1995 juli;99.0;-1.51;0.0;679
1645;Totale afzet;1533 Groente- en fruitverwerkende indus;1995 augustus;99.0;0.16;0.0;679
1646;Totale afzet;1533 Groente- en fruitverwerkende indus;1995 september;99.0;0.26;0.0;679
1647;Totale afzet;1533 Groente- en fruitverwerkende indus;1995 oktober;100.0;0.29;0.0;679
1648;Totale afzet;1533 Groente- en fruitverwerkende indus;1995 november;99.0;-0.73;0.0;679
1649;Totale afzet;1533 Groente- en fruitverwerkende indus;1995 december;99.0;0.12;0.0;679
1650;Totale afzet;1533 Groente- en fruitverwerkende indus;1995;100.0;;0.0;679
1651;Totale afzet;1533 Groente- en fruitverwerkende indus;1996 januari;101.0;1.48;-0.45;679
1652;Totale afzet;1533 Groente- en fruitverwerkende indus;1996 februari;101.0;0.57;0.29;679
1653;Totale afzet;1533 Groente- en fruitverwerkende indus;1996 maart;101.0;-0.08;0.48;679
1654;Totale afzet;1533 Groente- en fruitverwerkende indus;1996 april;102.0;0.78;1.48;679
1655;Totale afzet;1533 Groente- en fruitverwerkende indus;1996 mei;102.0;-0.07;1.32;679
1656;Totale afzet;1533 Groente- en fruitverwerkende indus;1996 juni;101.0;-1.09;0.14;679
1657;Totale afzet;1533 Groente- en fruitverwerkende indus;1996 juli;101.0;0.65;2.34;679
1658;Totale afzet;1533 Groente- en fruitverwerkende indus;1996 augustus;101.0;-0.75;1.41;679
1659;Totale afzet;1533 Groente- en fruitverwerkende indus;1996 september;99.0;-1.23;-0.1;679
1660;Totale afzet;1533 Groente- en fruitverwerkende indus;1996 oktober;101.0;1.64;1.24;679
1661;Totale afzet;1533 Groente- en fruitverwerkende indus;1996 november;100.0;-0.62;1.35;679
1662;Totale afzet;1533 Groente- en fruitverwerkende indus;1996 december;102.0;1.18;2.42;679
1663;Totale afzet;1533 Groente- en fruitverwerkende indus;1996;101.0;;0.99;679
1664;Totale afzet;1533 Groente- en fruitverwerkende indus;1997 januari;100.0;-1.35;-0.44;679
1665;Totale afzet;1533 Groente- en fruitverwerkende indus;1997 februari;100.0;0.16;-0.84;679
1666;Totale afzet;1533 Groente- en fruitverwerkende indus;1997 maart;100.0;-0.26;-1.02;679
1667;Totale afzet;1533 Groente- en fruitverwerkende indus;1997 april;100.0;-0.19;-1.97;679
1668;Totale afzet;1533 Groente- en fruitverwerkende indus;1997 mei;100.0;0.07;-1.84;679
1669;Totale afzet;1533 Groente- en fruitverwerkende indus;1997 juni;100.0;-0.02;-0.78;679
1670;Totale afzet;1533 Groente- en fruitverwerkende indus;1997 juli;99.0;-0.9;-2.31;679
1671;Totale afzet;1533 Groente- en fruitverwerkende indus;1997 augustus;103.0;4.34;2.7;679
1672;Totale afzet;1533 Groente- en fruitverwerkende indus;1997 september;104.0;0.23;4.23;679
1673;Totale afzet;1533 Groente- en fruitverwerkende indus;1997 oktober;104.0;0.16;2.71;679
1674;Totale afzet;1533 Groente- en fruitverwerkende indus;1997 november;104.0;0.36;3.72;679
1675;Totale afzet;1533 Groente- en fruitverwerkende indus;1997 december;105.0;0.39;2.91;679
1676;Totale afzet;1533 Groente- en fruitverwerkende indus;1997;102.0;;0.58;679
1677;Totale afzet;1533 Groente- en fruitverwerkende indus;1998 januari;105.0;0.72;5.08;679
1678;Totale afzet;1533 Groente- en fruitverwerkende indus;1998 februari;105.0;-0.21;4.69;679
1679;Totale afzet;1533 Groente- en fruitverwerkende indus;1998 maart;106.0;1.29;6.32;679
1680;Totale afzet;1533 Groente- en fruitverwerkende indus;1998 april;105.0;-1.25;5.19;679
1681;Totale afzet;1533 Groente- en fruitverwerkende indus;1998 mei;106.0;1.09;6.26;679
1682;Totale afzet;1533 Groente- en fruitverwerkende indus;1998 juni;105.0;-0.95;5.27;679
1683;Totale afzet;1533 Groente- en fruitverwerkende indus;1998 juli;104.0;-1.28;4.87;679
1684;Totale afzet;1533 Groente- en fruitverwerkende indus;1998 augustus;103.0;-0.91;-0.41;679
1685;Totale afzet;1533 Groente- en fruitverwerkende indus;1998 september;104.0;1.24;0.59;679
1686;Totale afzet;1533 Groente- en fruitverwerkende indus;1998 oktober;105.0;0.8;1.23;679
1687;Totale afzet;1533 Groente- en fruitverwerkende indus;1998 november;107.0;1.69;2.57;679
1688;Totale afzet;1533 Groente- en fruitverwerkende indus;1998 december;106.0;-0.84;1.32;679
1689;Totale afzet;1533 Groente- en fruitverwerkende indus;1998;105.0;;3.54;679
1690;Totale afzet;1533 Groente- en fruitverwerkende indus;1999 januari;107.0;1.24;1.84;679
1691;Totale afzet;1533 Groente- en fruitverwerkende indus;1999 februari;109.0;1.91;4.0;679
1692;Totale afzet;1533 Groente- en fruitverwerkende indus;1999 maart;108.0;-0.94;1.71;679
1693;Totale afzet;1533 Groente- en fruitverwerkende indus;1999 april;110.0;1.23;4.26;679
1694;Totale afzet;1533 Groente- en fruitverwerkende indus;1999 mei;110.0;0.13;3.28;679
1695;Totale afzet;1533 Groente- en fruitverwerkende indus;1999 juni;108.0;-1.91;2.28;679
1696;Totale afzet;1533 Groente- en fruitverwerkende indus;1999 juli;107.0;-0.83;2.75;679
1697;Totale afzet;1533 Groente- en fruitverwerkende indus;1999 augustus;107.0;0.12;3.82;679
1698;Totale afzet;1533 Groente- en fruitverwerkende indus;1999 september;108.0;0.86;3.43;679
1699;Totale afzet;1533 Groente- en fruitverwerkende indus;1999 oktober;106.0;-1.25;1.32;679
1700;Totale afzet;1533 Groente- en fruitverwerkende indus;1999 november;106.0;0.0;-0.36;679
1701;Totale afzet;1533 Groente- en fruitverwerkende indus;1999 december;108.0;1.4;1.89;679
1702;Totale afzet;1533 Groente- en fruitverwerkende indus;1999;108.0;;2.51;679
1703;Totale afzet;1533 Groente- en fruitverwerkende indus;2000 januari;110.0;1.65;2.3;679
1704;Totale afzet;1533 Groente- en fruitverwerkende indus;2000 februari;109.0;-0.67;-0.3;679
1705;Totale afzet;1533 Groente- en fruitverwerkende indus;2000 maart;110.0;0.61;1.27;679
1706;Totale afzet;1533 Groente- en fruitverwerkende indus;2000 april;108.0;-1.71;-1.68;679
1707;Totale afzet;1533 Groente- en fruitverwerkende indus;2000 mei;108.0;0.52;-1.3;679
