ID;Geslacht;Leeftijd;Postcode;Perioden;Bevolking_1
2372;Totaal mannen en vrouwen;Totaal leeftijd;1114;2021;60.0
2373;Totaal mannen en vrouwen;Totaal leeftijd;1114;2022;80.0
2374;Totaal mannen en vrouwen;Totaal leeftijd;1114;2023;80.0
2375;Totaal mannen en vrouwen;Totaal leeftijd;1114;2024;300.0
2376;Totaal mannen en vrouwen;Totaal leeftijd;1115;1998;4840.0
2377;Totaal mannen en vrouwen;Totaal leeftijd;1115;1999;4820.0
2378;Totaal mannen en vrouwen;Totaal leeftijd;1115;2000;4850.0
2379;Totaal mannen en vrouwen;Totaal leeftijd;1115;2001;4880.0
2380;Totaal mannen en vrouwen;Totaal leeftijd;1115;2002;4820.0
2381;Totaal mannen en vrouwen;Totaal leeftijd;1115;2003;4800.0
2382;Totaal mannen en vrouwen;Totaal leeftijd;1115;2004;4775.0
2383;Totaal mannen en vrouwen;Totaal leeftijd;1115;2005;4875.0
2384;Totaal mannen en vrouwen;Totaal leeftijd;1115;2006;4820.0
2385;Totaal mannen en vrouwen;Totaal leeftijd;1115;2007;4735.0
2386;Totaal mannen en vrouwen;Totaal leeftijd;1115;2008;4725.0
2387;Totaal mannen en vrouwen;Totaal leeftijd;1115;2009;4715.0
2388;Totaal mannen en vrouwen;Totaal leeftijd;1115;2010;4730.0
2389;Totaal mannen en vrouwen;Totaal leeftijd;1115;2011;4725.0
2390;Totaal mannen en vrouwen;Totaal leeftijd;1115;2012;4745.0
2391;Totaal mannen en vrouwen;Totaal leeftijd;1115;2013;4780.0
2392;Totaal mannen en vrouwen;Totaal leeftijd;1115;2014;4755.0
2393;Totaal mannen en vrouwen;Totaal leeftijd;1115;2015;4745.0
2394;Totaal mannen en vrouwen;Totaal leeftijd;1115;2016;4720.0
2395;Totaal mannen en vrouwen;Totaal leeftijd;1115;2017;4720.0
2396;Totaal mannen en vrouwen;Totaal leeftijd;1115;2018;4735.0
2397;Totaal mannen en vrouwen;Totaal leeftijd;1115;2019;4925.0
2398;Totaal mannen en vrouwen;Totaal leeftijd;1115;2020;5050.0
2399;Totaal mannen en vrouwen;Totaal leeftijd;1115;2021;5225.0
2400;Totaal mannen en vrouwen;Totaal leeftijd;1115;2022;5280.0
2401;Totaal mannen en vrouwen;Totaal leeftijd;1115;2023;5245.0
2402;Totaal mannen en vrouwen;Totaal leeftijd;1115;2024;5270.0
2403;Totaal mannen en vrouwen;Totaal leeftijd;1117;1998;5.0
2404;Totaal mannen en vrouwen;Totaal leeftijd;1117;1999;0.0
2405;Totaal mannen en vrouwen;Totaal leeftijd;1117;2000;
2406;Totaal mannen en vrouwen;Totaal leeftijd;1117;2001;
2407;Totaal mannen en vrouwen;Totaal leeftijd;1117;2002;
2408;Totaal mannen en vrouwen;Totaal leeftijd;1117;2003;
2409;Totaal mannen en vrouwen;Totaal leeftijd;1117;2004;
2410;Totaal mannen en vrouwen;Totaal leeftijd;1117;2005;
2411;Totaal mannen en vrouwen;Totaal leeftijd;1117;2006;
2412;Totaal mannen en vrouwen;Totaal leeftijd;1117;2007;
2413;Totaal mannen en vrouwen;Totaal leeftijd;1117;2008;
2414;Totaal mannen en vrouwen;Totaal leeftijd;1117;2009;
2415;Totaal mannen en vrouwen;Totaal leeftijd;1117;2010;
2416;Totaal mannen en vrouwen;Totaal leeftijd;1117;2011;
2417;Totaal mannen en vrouwen;Totaal leeftijd;1117;2012;0.0
2418;Totaal mannen en vrouwen;Totaal leeftijd;1117;2013;0.0
2419;Totaal mannen en vrouwen;Totaal leeftijd;1117;2014;5.0
2420;Totaal mannen en vrouwen;Totaal leeftijd;1117;2015;5.0
2421;Totaal mannen en vrouwen;Totaal leeftijd;1117;2016;0.0
2422;Totaal mannen en vrouwen;Totaal leeftijd;1117;2017;0.0
2423;Totaal mannen en vrouwen;Totaal leeftijd;1117;2018;
2424;Totaal mannen en vrouwen;Totaal leeftijd;1117;2019;
2425;Totaal mannen en vrouwen;Totaal leeftijd;1117;2020;0.0
2426;Totaal mannen en vrouwen;Totaal leeftijd;1117;2021;0.0
2427;Totaal mannen en vrouwen;Totaal leeftijd;1117;2022;5.0
2428;Totaal mannen en vrouwen;Totaal leeftijd;1117;2023;10.0
2429;Totaal mannen en vrouwen;Totaal leeftijd;1117;2024;15.0
2430;Totaal mannen en vrouwen;Totaal leeftijd;1118;1998;
2431;Totaal mannen en vrouwen;Totaal leeftijd;1118;1999;
2432;Totaal mannen en vrouwen;Totaal leeftijd;1118;2000;
2433;Totaal mannen en vrouwen;Totaal leeftijd;1118;2001;
2434;Totaal mannen en vrouwen;Totaal leeftijd;1118;2002;
2435;Totaal mannen en vrouwen;Totaal leeftijd;1118;2003;
2436;Totaal mannen en vrouwen;Totaal leeftijd;1118;2004;
2437;Totaal mannen en vrouwen;Totaal leeftijd;1118;2005;
2438;Totaal mannen en vrouwen;Totaal leeftijd;1118;2006;
2439;Totaal mannen en vrouwen;Totaal leeftijd;1118;2007;
2440;Totaal mannen en vrouwen;Totaal leeftijd;1118;2008;
2441;Totaal mannen en vrouwen;Totaal leeftijd;1118;2009;
2442;Totaal mannen en vrouwen;Totaal leeftijd;1118;2010;
2443;Totaal mannen en vrouwen;Totaal leeftijd;1118;2011;15.0
2444;Totaal mannen en vrouwen;Totaal leeftijd;1118;2012;15.0
2445;Totaal mannen en vrouwen;Totaal leeftijd;1118;2013;30.0
2446;Totaal mannen en vrouwen;Totaal leeftijd;1118;2014;25.0
2447;Totaal mannen en vrouwen;Totaal leeftijd;1118;2015;30.0
2448;Totaal mannen en vrouwen;Totaal leeftijd;1118;2016;55.0
2449;Totaal mannen en vrouwen;Totaal leeftijd;1118;2017;70.0
2450;Totaal mannen en vrouwen;Totaal leeftijd;1118;2018;65.0
2451;Totaal mannen en vrouwen;Totaal leeftijd;1118;2019;45.0
2452;Totaal mannen en vrouwen;Totaal leeftijd;1118;2020;55.0
2453;Totaal mannen en vrouwen;Totaal leeftijd;1118;2021;45.0
2454;Totaal mannen en vrouwen;Totaal leeftijd;1118;2022;40.0
2455;Totaal mannen en vrouwen;Totaal leeftijd;1118;2023;75.0
2456;Totaal mannen en vrouwen;Totaal leeftijd;1118;2024;115.0
2457;Totaal mannen en vrouwen;Totaal leeftijd;1119;1998;0.0
2458;Totaal mannen en vrouwen;Totaal leeftijd;1119;1999;0.0
2459;Totaal mannen en vrouwen;Totaal leeftijd;1119;2000;0.0
2460;Totaal mannen en vrouwen;Totaal leeftijd;1119;2001;0.0
2461;Totaal mannen en vrouwen;Totaal leeftijd;1119;2002;5.0
2462;Totaal mannen en vrouwen;Totaal leeftijd;1119;2003;0.0
2463;Totaal mannen en vrouwen;Totaal leeftijd;1119;2004;5.0
2464;Totaal mannen en vrouwen;Totaal leeftijd;1119;2005;5.0
2465;Totaal mannen en vrouwen;Totaal leeftijd;1119;2006;5.0
2466;Totaal mannen en vrouwen;Totaal leeftijd;1119;2007;0.0
2467;Totaal mannen en vrouwen;Totaal leeftijd;1119;2008;5.0
2468;Totaal mannen en vrouwen;Totaal leeftijd;1119;2009;10.0
2469;Totaal mannen en vrouwen;Totaal leeftijd;1119;2010;5.0
2470;Totaal mannen en vrouwen;Totaal leeftijd;1119;2011;25.0
2471;Totaal mannen en vrouwen;Totaal leeftijd;1119;2012;25.0
2472;Totaal mannen en vrouwen;Totaal leeftijd;1119;2013;20.0
2473;Totaal mannen en vrouwen;Totaal leeftijd;1119;2014;25.0
2474;Totaal mannen en vrouwen;Totaal leeftijd;1119;2015;25.0
2475;Totaal mannen en vrouwen;Totaal leeftijd;1119;2016;35.0
2476;Totaal mannen en vrouwen;Totaal leeftijd;1119;2017;15.0
2477;Totaal mannen en vrouwen;Totaal leeftijd;1119;2018;5.0
2478;Totaal mannen en vrouwen;Totaal leeftijd;1119;2019;20.0
2479;Totaal mannen en vrouwen;Totaal leeftijd;1119;2020;25.0
2480;Totaal mannen en vrouwen;Totaal leeftijd;1119;2021;20.0
2481;Totaal mannen en vrouwen;Totaal leeftijd;1119;2022;20.0
2482;Totaal mannen en vrouwen;Totaal leeftijd;1119;2023;140.0
2483;Totaal mannen en vrouwen;Totaal leeftijd;1119;2024;110.0
2484;Totaal mannen en vrouwen;Totaal leeftijd;1121;1998;9165.0
2485;Totaal mannen en vrouwen;Totaal leeftijd;1121;1999;9140.0
2486;Totaal mannen en vrouwen;Totaal leeftijd;1121;2000;9085.0
2487;Totaal mannen en vrouwen;Totaal leeftijd;1121;2001;9055.0
2488;Totaal mannen en vrouwen;Totaal leeftijd;1121;2002;9120.0
2489;Totaal mannen en vrouwen;Totaal leeftijd;1121;2003;9180.0
2490;Totaal mannen en vrouwen;Totaal leeftijd;1121;2004;9145.0
2491;Totaal mannen en vrouwen;Totaal leeftijd;1121;2005;9110.0
2492;Totaal mannen en vrouwen;Totaal leeftijd;1121;2006;9135.0
2493;Totaal mannen en vrouwen;Totaal leeftijd;1121;2007;9060.0
2494;Totaal mannen en vrouwen;Totaal leeftijd;1121;2008;8945.0
2495;Totaal mannen en vrouwen;Totaal leeftijd;1121;2009;8950.0
2496;Totaal mannen en vrouwen;Totaal leeftijd;1121;2010;9035.0
2497;Totaal mannen en vrouwen;Totaal leeftijd;1121;2011;9070.0
2498;Totaal mannen en vrouwen;Totaal leeftijd;1121;2012;9110.0
2499;Totaal mannen en vrouwen;Totaal leeftijd;1121;2013;9210.0
2500;Totaal mannen en vrouwen;Totaal leeftijd;1121;2014;9220.0
2501;Totaal mannen en vrouwen;Totaal leeftijd;1121;2015;9580.0
2502;Totaal mannen en vrouwen;Totaal leeftijd;1121;2016;9715.0
2503;Totaal mannen en vrouwen;Totaal leeftijd;1121;2017;10015.0
2504;Totaal mannen en vrouwen;Totaal leeftijd;1121;2018;10200.0
2505;Totaal mannen en vrouwen;Totaal leeftijd;1121;2019;10240.0
2506;Totaal mannen en vrouwen;Totaal leeftijd;1121;2020;10250.0
2507;Totaal mannen en vrouwen;Totaal leeftijd;1121;2021;10315.0
2508;Totaal mannen en vrouwen;Totaal leeftijd;1121;2022;10300.0
2509;Totaal mannen en vrouwen;Totaal leeftijd;1121;2023;10415.0
2510;Totaal mannen en vrouwen;Totaal leeftijd;1121;2024;10400.0
2511;Totaal mannen en vrouwen;Totaal leeftijd;1127;1998;785.0
2512;Totaal mannen en vrouwen;Totaal leeftijd;1127;1999;780.0
2513;Totaal mannen en vrouwen;Totaal leeftijd;1127;2000;790.0
2514;Totaal mannen en vrouwen;Totaal leeftijd;1127;2001;790.0
2515;Totaal mannen en vrouwen;Totaal leeftijd;1127;2002;790.0
2516;Totaal mannen en vrouwen;Totaal leeftijd;1127;2003;785.0
2517;Totaal mannen en vrouwen;Totaal leeftijd;1127;2004;785.0
2518;Totaal mannen en vrouwen;Totaal leeftijd;1127;2005;785.0
2519;Totaal mannen en vrouwen;Totaal leeftijd;1127;2006;785.0
2520;Totaal mannen en vrouwen;Totaal leeftijd;1127;2007;805.0
2521;Totaal mannen en vrouwen;Totaal leeftijd;1127;2008;815.0
2522;Totaal mannen en vrouwen;Totaal leeftijd;1127;2009;780.0
2523;Totaal mannen en vrouwen;Totaal leeftijd;1127;2010;785.0
2524;Totaal mannen en vrouwen;Totaal leeftijd;1127;2011;775.0
2525;Totaal mannen en vrouwen;Totaal leeftijd;1127;2012;810.0
2526;Totaal mannen en vrouwen;Totaal leeftijd;1127;2013;835.0
2527;Totaal mannen en vrouwen;Totaal leeftijd;1127;2014;820.0
2528;Totaal mannen en vrouwen;Totaal leeftijd;1127;2015;835.0
2529;Totaal mannen en vrouwen;Totaal leeftijd;1127;2016;835.0
2530;Totaal mannen en vrouwen;Totaal leeftijd;1127;2017;845.0
2531;Totaal mannen en vrouwen;Totaal leeftijd;1127;2018;830.0
2532;Totaal mannen en vrouwen;Totaal leeftijd;1127;2019;825.0
2533;Totaal mannen en vrouwen;Totaal leeftijd;1127;2020;825.0
2534;Totaal mannen en vrouwen;Totaal leeftijd;1127;2021;835.0
2535;Totaal mannen en vrouwen;Totaal leeftijd;1127;2022;845.0
2536;Totaal mannen en vrouwen;Totaal leeftijd;1127;2023;865.0
2537;Totaal mannen en vrouwen;Totaal leeftijd;1127;2024;855.0
2538;Totaal mannen en vrouwen;Totaal leeftijd;1131;1998;10010.0
2539;Totaal mannen en vrouwen;Totaal leeftijd;1131;1999;9725.0
2540;Totaal mannen en vrouwen;Totaal leeftijd;1131;2000;9540.0
2541;Totaal mannen en vrouwen;Totaal leeftijd;1131;2001;9420.0
2542;Totaal mannen en vrouwen;Totaal leeftijd;1131;2002;9155.0
2543;Totaal mannen en vrouwen;Totaal leeftijd;1131;2003;8900.0
2544;Totaal mannen en vrouwen;Totaal leeftijd;1131;2004;8760.0
2545;Totaal mannen en vrouwen;Totaal leeftijd;1131;2005;8680.0
2546;Totaal mannen en vrouwen;Totaal leeftijd;1131;2006;8665.0
2547;Totaal mannen en vrouwen;Totaal leeftijd;1131;2007;8625.0
2548;Totaal mannen en vrouwen;Totaal leeftijd;1131;2008;8585.0
2549;Totaal mannen en vrouwen;Totaal leeftijd;1131;2009;8610.0
2550;Totaal mannen en vrouwen;Totaal leeftijd;1131;2010;8645.0
2551;Totaal mannen en vrouwen;Totaal leeftijd;1131;2011;8730.0
2552;Totaal mannen en vrouwen;Totaal leeftijd;1131;2012;8800.0
2553;Totaal mannen en vrouwen;Totaal leeftijd;1131;2013;8830.0
2554;Totaal mannen en vrouwen;Totaal leeftijd;1131;2014;8845.0
2555;Totaal mannen en vrouwen;Totaal leeftijd;1131;2015;8905.0
2556;Totaal mannen en vrouwen;Totaal leeftijd;1131;2016;8980.0
2557;Totaal mannen en vrouwen;Totaal leeftijd;1131;2017;8960.0
2558;Totaal mannen en vrouwen;Totaal leeftijd;1131;2018;9000.0
2559;Totaal mannen en vrouwen;Totaal leeftijd;1131;2019;8955.0
2560;Totaal mannen en vrouwen;Totaal leeftijd;1131;2020;8960.0
2561;Totaal mannen en vrouwen;Totaal leeftijd;1131;2021;8890.0
2562;Totaal mannen en vrouwen;Totaal leeftijd;1131;2022;8820.0
2563;Totaal mannen en vrouwen;Totaal leeftijd;1131;2023;8780.0
2564;Totaal mannen en vrouwen;Totaal leeftijd;1131;2024;8925.0
2565;Totaal mannen en vrouwen;Totaal leeftijd;1132;1998;9585.0
2566;Totaal mannen en vrouwen;Totaal leeftijd;1132;1999;10140.0
2567;Totaal mannen en vrouwen;Totaal leeftijd;1132;2000;10515.0
2568;Totaal mannen en vrouwen;Totaal leeftijd;1132;2001;10840.0
2569;Totaal mannen en vrouwen;Totaal leeftijd;1132;2002;11290.0
2570;Totaal mannen en vrouwen;Totaal leeftijd;1132;2003;11805.0
2571;Totaal mannen en vrouwen;Totaal leeftijd;1132;2004;12105.0
2572;Totaal mannen en vrouwen;Totaal leeftijd;1132;2005;12270.0
2573;Totaal mannen en vrouwen;Totaal leeftijd;1132;2006;12445.0
2574;Totaal mannen en vrouwen;Totaal leeftijd;1132;2007;12490.0
2575;Totaal mannen en vrouwen;Totaal leeftijd;1132;2008;12515.0
2576;Totaal mannen en vrouwen;Totaal leeftijd;1132;2009;12520.0
2577;Totaal mannen en vrouwen;Totaal leeftijd;1132;2010;12525.0
2578;Totaal mannen en vrouwen;Totaal leeftijd;1132;2011;12535.0
2579;Totaal mannen en vrouwen;Totaal leeftijd;1132;2012;12605.0
2580;Totaal mannen en vrouwen;Totaal leeftijd;1132;2013;12690.0
2581;Totaal mannen en vrouwen;Totaal leeftijd;1132;2014;12945.0
2582;Totaal mannen en vrouwen;Totaal leeftijd;1132;2015;13070.0
2583;Totaal mannen en vrouwen;Totaal leeftijd;1132;2016;13080.0
2584;Totaal mannen en vrouwen;Totaal leeftijd;1132;2017;13230.0
2585;Totaal mannen en vrouwen;Totaal leeftijd;1132;2018;13345.0
2586;Totaal mannen en vrouwen;Totaal leeftijd;1132;2019;13425.0
2587;Totaal mannen en vrouwen;Totaal leeftijd;1132;2020;13460.0
2588;Totaal mannen en vrouwen;Totaal leeftijd;1132;2021;13575.0
2589;Totaal mannen en vrouwen;Totaal leeftijd;1132;2022;13760.0
2590;Totaal mannen en vrouwen;Totaal leeftijd;1132;2023;13810.0
2591;Totaal mannen en vrouwen;Totaal leeftijd;1132;2024;13820.0
2592;Totaal mannen en vrouwen;Totaal leeftijd;1135;1998;7135.0
2593;Totaal mannen en vrouwen;Totaal leeftijd;1135;1999;7160.0
2594;Totaal mannen en vrouwen;Totaal leeftijd;1135;2000;7285.0
2595;Totaal mannen en vrouwen;Totaal leeftijd;1135;2001;7300.0
2596;Totaal mannen en vrouwen;Totaal leeftijd;1135;2002;7265.0
2597;Totaal mannen en vrouwen;Totaal leeftijd;1135;2003;7230.0
2598;Totaal mannen en vrouwen;Totaal leeftijd;1135;2004;7210.0
2599;Totaal mannen en vrouwen;Totaal leeftijd;1135;2005;7250.0
2600;Totaal mannen en vrouwen;Totaal leeftijd;1135;2006;7220.0
2601;Totaal mannen en vrouwen;Totaal leeftijd;1135;2007;7270.0
2602;Totaal mannen en vrouwen;Totaal leeftijd;1135;2008;7235.0
2603;Totaal mannen en vrouwen;Totaal leeftijd;1135;2009;7240.0
2604;Totaal mannen en vrouwen;Totaal leeftijd;1135;2010;7220.0
2605;Totaal mannen en vrouwen;Totaal leeftijd;1135;2011;7205.0
2606;Totaal mannen en vrouwen;Totaal leeftijd;1135;2012;7180.0
2607;Totaal mannen en vrouwen;Totaal leeftijd;1135;2013;7120.0
2608;Totaal mannen en vrouwen;Totaal leeftijd;1135;2014;7025.0
2609;Totaal mannen en vrouwen;Totaal leeftijd;1135;2015;6995.0
2610;Totaal mannen en vrouwen;Totaal leeftijd;1135;2016;7045.0
2611;Totaal mannen en vrouwen;Totaal leeftijd;1135;2017;7105.0
2612;Totaal mannen en vrouwen;Totaal leeftijd;1135;2018;7105.0
2613;Totaal mannen en vrouwen;Totaal leeftijd;1135;2019;7205.0
2614;Totaal mannen en vrouwen;Totaal leeftijd;1135;2020;7240.0
2615;Totaal mannen en vrouwen;Totaal leeftijd;1135;2021;7170.0
2616;Totaal mannen en vrouwen;Totaal leeftijd;1135;2022;7205.0
2617;Totaal mannen en vrouwen;Totaal leeftijd;1135;2023;7385.0
2618;Totaal mannen en vrouwen;Totaal leeftijd;1135;2024;7340.0
2619;Totaal mannen en vrouwen;Totaal leeftijd;1141;1998;10215.0
2620;Totaal mannen en vrouwen;Totaal leeftijd;1141;1999;10015.0
2621;Totaal mannen en vrouwen;Totaal leeftijd;1141;2000;9980.0
2622;Totaal mannen en vrouwen;Totaal leeftijd;1141;2001;9850.0
2623;Totaal mannen en vrouwen;Totaal leeftijd;1141;2002;9810.0
2624;Totaal mannen en vrouwen;Totaal leeftijd;1141;2003;9945.0
2625;Totaal mannen en vrouwen;Totaal leeftijd;1141;2004;9925.0
2626;Totaal mannen en vrouwen;Totaal leeftijd;1141;2005;9980.0
2627;Totaal mannen en vrouwen;Totaal leeftijd;1141;2006;9900.0
2628;Totaal mannen en vrouwen;Totaal leeftijd;1141;2007;9835.0
2629;Totaal mannen en vrouwen;Totaal leeftijd;1141;2008;9770.0
2630;Totaal mannen en vrouwen;Totaal leeftijd;1141;2009;9770.0
2631;Totaal mannen en vrouwen;Totaal leeftijd;1141;2010;9860.0
2632;Totaal mannen en vrouwen;Totaal leeftijd;1141;2011;9895.0
2633;Totaal mannen en vrouwen;Totaal leeftijd;1141;2012;9775.0
2634;Totaal mannen en vrouwen;Totaal leeftijd;1141;2013;9725.0
2635;Totaal mannen en vrouwen;Totaal leeftijd;1141;2014;9725.0
2636;Totaal mannen en vrouwen;Totaal leeftijd;1141;2015;9630.0
2637;Totaal mannen en vrouwen;Totaal leeftijd;1141;2016;9665.0
2638;Totaal mannen en vrouwen;Totaal leeftijd;1141;2017;9625.0
2639;Totaal mannen en vrouwen;Totaal leeftijd;1141;2018;9625.0
2640;Totaal mannen en vrouwen;Totaal leeftijd;1141;2019;9570.0
2641;Totaal mannen en vrouwen;Totaal leeftijd;1141;2020;9590.0
2642;Totaal mannen en vrouwen;Totaal leeftijd;1141;2021;9455.0
2643;Totaal mannen en vrouwen;Totaal leeftijd;1141;2022;9490.0
2644;Totaal mannen en vrouwen;Totaal leeftijd;1141;2023;9710.0
2645;Totaal mannen en vrouwen;Totaal leeftijd;1141;2024;9765.0
2646;Totaal mannen en vrouwen;Totaal leeftijd;1145;1998;235.0
2647;Totaal mannen en vrouwen;Totaal leeftijd;1145;1999;240.0
2648;Totaal mannen en vrouwen;Totaal leeftijd;1145;2000;235.0
2649;Totaal mannen en vrouwen;Totaal leeftijd;1145;2001;245.0
2650;Totaal mannen en vrouwen;Totaal leeftijd;1145;2002;240.0
2651;Totaal mannen en vrouwen;Totaal leeftijd;1145;2003;225.0
2652;Totaal mannen en vrouwen;Totaal leeftijd;1145;2004;225.0
2653;Totaal mannen en vrouwen;Totaal leeftijd;1145;2005;235.0
2654;Totaal mannen en vrouwen;Totaal leeftijd;1145;2006;230.0
2655;Totaal mannen en vrouwen;Totaal leeftijd;1145;2007;230.0
2656;Totaal mannen en vrouwen;Totaal leeftijd;1145;2008;220.0
2657;Totaal mannen en vrouwen;Totaal leeftijd;1145;2009;215.0
2658;Totaal mannen en vrouwen;Totaal leeftijd;1145;2010;225.0
2659;Totaal mannen en vrouwen;Totaal leeftijd;1145;2011;215.0
2660;Totaal mannen en vrouwen;Totaal leeftijd;1145;2012;225.0
2661;Totaal mannen en vrouwen;Totaal leeftijd;1145;2013;235.0
2662;Totaal mannen en vrouwen;Totaal leeftijd;1145;2014;230.0
2663;Totaal mannen en vrouwen;Totaal leeftijd;1145;2015;265.0
2664;Totaal mannen en vrouwen;Totaal leeftijd;1145;2016;310.0
2665;Totaal mannen en vrouwen;Totaal leeftijd;1145;2017;315.0
2666;Totaal mannen en vrouwen;Totaal leeftijd;1145;2018;315.0
2667;Totaal mannen en vrouwen;Totaal leeftijd;1145;2019;325.0
2668;Totaal mannen en vrouwen;Totaal leeftijd;1145;2020;330.0
2669;Totaal mannen en vrouwen;Totaal leeftijd;1145;2021;340.0
2670;Totaal mannen en vrouwen;Totaal leeftijd;1145;2022;330.0
2671;Totaal mannen en vrouwen;Totaal leeftijd;1145;2023;325.0
2672;Totaal mannen en vrouwen;Totaal leeftijd;1145;2024;330.0
2673;Totaal mannen en vrouwen;Totaal leeftijd;1151;1998;2325.0
2674;Totaal mannen en vrouwen;Totaal leeftijd;1151;1999;2330.0
2675;Totaal mannen en vrouwen;Totaal leeftijd;1151;2000;2325.0
2676;Totaal mannen en vrouwen;Totaal leeftijd;1151;2001;2330.0
2677;Totaal mannen en vrouwen;Totaal leeftijd;1151;2002;2335.0
2678;Totaal mannen en vrouwen;Totaal leeftijd;1151;2003;2295.0
2679;Totaal mannen en vrouwen;Totaal leeftijd;1151;2004;2350.0
2680;Totaal mannen en vrouwen;Totaal leeftijd;1151;2005;2365.0
2681;Totaal mannen en vrouwen;Totaal leeftijd;1151;2006;2400.0
2682;Totaal mannen en vrouwen;Totaal leeftijd;1151;2007;2390.0
2683;Totaal mannen en vrouwen;Totaal leeftijd;1151;2008;2370.0
2684;Totaal mannen en vrouwen;Totaal leeftijd;1151;2009;2355.0
2685;Totaal mannen en vrouwen;Totaal leeftijd;1151;2010;2365.0
2686;Totaal mannen en vrouwen;Totaal leeftijd;1151;2011;2400.0
2687;Totaal mannen en vrouwen;Totaal leeftijd;1151;2012;2400.0
2688;Totaal mannen en vrouwen;Totaal leeftijd;1151;2013;2500.0
2689;Totaal mannen en vrouwen;Totaal leeftijd;1151;2014;2570.0
2690;Totaal mannen en vrouwen;Totaal leeftijd;1151;2015;2640.0
2691;Totaal mannen en vrouwen;Totaal leeftijd;1151;2016;2665.0
2692;Totaal mannen en vrouwen;Totaal leeftijd;1151;2017;2715.0
2693;Totaal mannen en vrouwen;Totaal leeftijd;1151;2018;2735.0
2694;Totaal mannen en vrouwen;Totaal leeftijd;1151;2019;2745.0
2695;Totaal mannen en vrouwen;Totaal leeftijd;1151;2020;2770.0
2696;Totaal mannen en vrouwen;Totaal leeftijd;1151;2021;2750.0
2697;Totaal mannen en vrouwen;Totaal leeftijd;1151;2022;2780.0
2698;Totaal mannen en vrouwen;Totaal leeftijd;1151;2023;2820.0
2699;Totaal mannen en vrouwen;Totaal leeftijd;1151;2024;2765.0
2700;Totaal mannen en vrouwen;Totaal leeftijd;1153;1998;255.0
2701;Totaal mannen en vrouwen;Totaal leeftijd;1153;1999;255.0
2702;Totaal mannen en vrouwen;Totaal leeftijd;1153;2000;255.0
2703;Totaal mannen en vrouwen;Totaal leeftijd;1153;2001;265.0
2704;Totaal mannen en vrouwen;Totaal leeftijd;1153;2002;265.0
2705;Totaal mannen en vrouwen;Totaal leeftijd;1153;2003;260.0
2706;Totaal mannen en vrouwen;Totaal leeftijd;1153;2004;260.0
2707;Totaal mannen en vrouwen;Totaal leeftijd;1153;2005;270.0
2708;Totaal mannen en vrouwen;Totaal leeftijd;1153;2006;275.0
2709;Totaal mannen en vrouwen;Totaal leeftijd;1153;2007;305.0
2710;Totaal mannen en vrouwen;Totaal leeftijd;1153;2008;315.0
2711;Totaal mannen en vrouwen;Totaal leeftijd;1153;2009;315.0
2712;Totaal mannen en vrouwen;Totaal leeftijd;1153;2010;320.0
2713;Totaal mannen en vrouwen;Totaal leeftijd;1153;2011;315.0
2714;Totaal mannen en vrouwen;Totaal leeftijd;1153;2012;315.0
2715;Totaal mannen en vrouwen;Totaal leeftijd;1153;2013;305.0
2716;Totaal mannen en vrouwen;Totaal leeftijd;1153;2014;305.0
2717;Totaal mannen en vrouwen;Totaal leeftijd;1153;2015;320.0
2718;Totaal mannen en vrouwen;Totaal leeftijd;1153;2016;320.0
2719;Totaal mannen en vrouwen;Totaal leeftijd;1153;2017;300.0
2720;Totaal mannen en vrouwen;Totaal leeftijd;1153;2018;310.0
2721;Totaal mannen en vrouwen;Totaal leeftijd;1153;2019;315.0
2722;Totaal mannen en vrouwen;Totaal leeftijd;1153;2020;315.0
2723;Totaal mannen en vrouwen;Totaal leeftijd;1153;2021;320.0
2724;Totaal mannen en vrouwen;Totaal leeftijd;1153;2022;315.0
2725;Totaal mannen en vrouwen;Totaal leeftijd;1153;2023;330.0
2726;Totaal mannen en vrouwen;Totaal leeftijd;1153;2024;305.0
2727;Totaal mannen en vrouwen;Totaal leeftijd;1154;1998;170.0
2728;Totaal mannen en vrouwen;Totaal leeftijd;1154;1999;170.0
2729;Totaal mannen en vrouwen;Totaal leeftijd;1154;2000;170.0
2730;Totaal mannen en vrouwen;Totaal leeftijd;1154;2001;155.0
2731;Totaal mannen en vrouwen;Totaal leeftijd;1154;2002;160.0
2732;Totaal mannen en vrouwen;Totaal leeftijd;1154;2003;150.0
2733;Totaal mannen en vrouwen;Totaal leeftijd;1154;2004;155.0
2734;Totaal mannen en vrouwen;Totaal leeftijd;1154;2005;155.0
2735;Totaal mannen en vrouwen;Totaal leeftijd;1154;2006;135.0
2736;Totaal mannen en vrouwen;Totaal leeftijd;1154;2007;130.0
2737;Totaal mannen en vrouwen;Totaal leeftijd;1154;2008;130.0
2738;Totaal mannen en vrouwen;Totaal leeftijd;1154;2009;130.0
2739;Totaal mannen en vrouwen;Totaal leeftijd;1154;2010;135.0
2740;Totaal mannen en vrouwen;Totaal leeftijd;1154;2011;135.0
2741;Totaal mannen en vrouwen;Totaal leeftijd;1154;2012;125.0
2742;Totaal mannen en vrouwen;Totaal leeftijd;1154;2013;125.0
2743;Totaal mannen en vrouwen;Totaal leeftijd;1154;2014;120.0
2744;Totaal mannen en vrouwen;Totaal leeftijd;1154;2015;120.0
2745;Totaal mannen en vrouwen;Totaal leeftijd;1154;2016;125.0
