ID;TypeNietFinancieleActiva;Sectoren;Perioden;Beginbalans_1;Herwaardering_2;Kapitaalvorming_3;OverigeVolumemutaties_4;StatistischVerschil_5;Eindbalans_6;VolumeIndex2021100_7
585;AN111 Woningen;IZW's t.b.v. huishoudens;2000;0.0;0.0;0.0;0.0;0.0;0;0.0
586;AN111 Woningen;IZW's t.b.v. huishoudens;2001;0.0;0.0;0.0;0.0;0.0;0;0.0
587;AN111 Woningen;IZW's t.b.v. huishoudens;2002;0.0;0.0;0.0;0.0;0.0;0;0.0
588;AN111 Woningen;IZW's t.b.v. huishoudens;2003;0.0;0.0;0.0;0.0;0.0;0;0.0
589;AN111 Woningen;IZW's t.b.v. huishoudens;2004;0.0;0.0;0.0;0.0;0.0;0;0.0
590;AN111 Woningen;IZW's t.b.v. huishoudens;2005;0.0;0.0;0.0;0.0;0.0;0;0.0
591;AN111 Woningen;IZW's t.b.v. huishoudens;2006;0.0;0.0;0.0;0.0;0.0;0;0.0
592;AN111 Woningen;IZW's t.b.v. huishoudens;2007;0.0;0.0;0.0;0.0;0.0;0;0.0
593;AN111 Woningen;IZW's t.b.v. huishoudens;2008;0.0;0.0;0.0;0.0;0.0;0;0.0
594;AN111 Woningen;IZW's t.b.v. huishoudens;2009;0.0;0.0;0.0;0.0;0.0;0;0.0
595;AN111 Woningen;IZW's t.b.v. huishoudens;2010;0.0;0.0;0.0;0.0;0.0;0;0.0
596;AN111 Woningen;IZW's t.b.v. huishoudens;2011;0.0;0.0;0.0;0.0;0.0;0;0.0
597;AN111 Woningen;IZW's t.b.v. huishoudens;2012;0.0;0.0;0.0;0.0;0.0;0;0.0
598;AN111 Woningen;IZW's t.b.v. huishoudens;2013;0.0;0.0;0.0;0.0;0.0;0;0.0
599;AN111 Woningen;IZW's t.b.v. huishoudens;2014;0.0;0.0;0.0;0.0;0.0;0;0.0
600;AN111 Woningen;IZW's t.b.v. huishoudens;2015;0.0;0.0;0.0;0.0;0.0;0;0.0
601;AN111 Woningen;IZW's t.b.v. huishoudens;2016;0.0;0.0;0.0;0.0;0.0;0;0.0
602;AN111 Woningen;IZW's t.b.v. huishoudens;2017;0.0;0.0;0.0;0.0;0.0;0;0.0
603;AN111 Woningen;IZW's t.b.v. huishoudens;2018;0.0;0.0;0.0;0.0;0.0;0;0.0
604;AN111 Woningen;IZW's t.b.v. huishoudens;2019;0.0;0.0;0.0;0.0;0.0;0;0.0
605;AN111 Woningen;IZW's t.b.v. huishoudens;2020;0.0;0.0;0.0;0.0;0.0;0;0.0
606;AN111 Woningen;IZW's t.b.v. huishoudens;2021;0.0;0.0;0.0;0.0;0.0;0;0.0
607;AN111 Woningen;IZW's t.b.v. huishoudens;2022;0.0;0.0;0.0;0.0;0.0;0;0.0
608;AN111 Woningen;IZW's t.b.v. huishoudens;2023;0.0;0.0;0.0;0.0;0.0;0;0.0
609;AN1121 Bedrijfsgebouwen;Totaal alle sectoren;1995;187792.0;11967.0;1165.0;-70.0;0.0;200854;81.7
610;AN1121 Bedrijfsgebouwen;Totaal alle sectoren;1996;200854.0;7057.0;714.0;-48.0;0.0;208577;81.9
611;AN1121 Bedrijfsgebouwen;Totaal alle sectoren;1997;208577.0;4653.0;1040.0;-74.0;0.0;214196;82.3
612;AN1121 Bedrijfsgebouwen;Totaal alle sectoren;1998;214196.0;5877.0;1801.0;-76.0;-1.0;221797;83.0
613;AN1121 Bedrijfsgebouwen;Totaal alle sectoren;1999;221797.0;6820.0;2995.0;-52.0;1.0;231561;84.0
614;AN1121 Bedrijfsgebouwen;Totaal alle sectoren;2000;231561.0;11782.0;4011.0;-133.0;0.0;247221;85.4
615;AN1121 Bedrijfsgebouwen;Totaal alle sectoren;2001;247221.0;14637.0;4297.0;-115.0;-1.0;266039;86.7
616;AN1121 Bedrijfsgebouwen;Totaal alle sectoren;2002;266039.0;12605.0;4259.0;-89.0;1.0;282815;88.0
617;AN1121 Bedrijfsgebouwen;Totaal alle sectoren;2003;282815.0;6480.0;3589.0;-123.0;0.0;292761;89.1
618;AN1121 Bedrijfsgebouwen;Totaal alle sectoren;2004;292761.0;5288.0;2407.0;-50.0;0.0;300406;89.8
619;AN1121 Bedrijfsgebouwen;Totaal alle sectoren;2005;300406.0;7033.0;2152.0;-65.0;1.0;309527;90.4
620;AN1121 Bedrijfsgebouwen;Totaal alle sectoren;2006;309527.0;10555.0;2617.0;-78.0;0.0;322621;91.1
621;AN1121 Bedrijfsgebouwen;Totaal alle sectoren;2007;322621.0;7855.0;4757.0;-90.0;0.0;335143;92.4
622;AN1121 Bedrijfsgebouwen;Totaal alle sectoren;2008;335143.0;12043.0;6277.0;-55.0;0.0;353408;94.1
623;AN1121 Bedrijfsgebouwen;Totaal alle sectoren;2009;353408.0;14185.0;4813.0;-77.0;1.0;372330;95.3
624;AN1121 Bedrijfsgebouwen;Totaal alle sectoren;2010;372330.0;7527.0;1805.0;-25.0;0.0;381637;95.7
625;AN1121 Bedrijfsgebouwen;Totaal alle sectoren;2011;381637.0;-328.0;2098.0;-71.0;0.0;383336;96.2
626;AN1121 Bedrijfsgebouwen;Totaal alle sectoren;2012;383336.0;-1843.0;224.0;-58.0;0.0;381659;96.3
627;AN1121 Bedrijfsgebouwen;Totaal alle sectoren;2013;381659.0;5554.0;-992.0;-49.0;1.0;386173;96.0
628;AN1121 Bedrijfsgebouwen;Totaal alle sectoren;2014;386173.0;1467.0;-1179.0;-73.0;-1.0;386387;95.7
629;AN1121 Bedrijfsgebouwen;Totaal alle sectoren;2015;386387.0;-7838.0;-723.0;-58.0;-1.0;377767;95.5
630;AN1121 Bedrijfsgebouwen;Totaal alle sectoren;2016;377767.0;-3253.0;198.0;-298.0;0.0;374414;95.5
631;AN1121 Bedrijfsgebouwen;Totaal alle sectoren;2017;374414.0;109.0;1295.0;-31.0;0.0;375787;95.8
632;AN1121 Bedrijfsgebouwen;Totaal alle sectoren;2018;375787.0;5331.0;2585.0;-34.0;0.0;383669;96.4
633;AN1121 Bedrijfsgebouwen;Totaal alle sectoren;2019;383669.0;9357.0;4941.0;-26.0;0.0;397941;97.6
634;AN1121 Bedrijfsgebouwen;Totaal alle sectoren;2020;397941.0;15779.0;4946.0;-21.0;0.0;418645;98.8
635;AN1121 Bedrijfsgebouwen;Totaal alle sectoren;2021;418645.0;14228.0;5266.0;-24.0;1.0;438116;100.0
636;AN1121 Bedrijfsgebouwen;Totaal alle sectoren;2022;438116.0;14242.0;7726.0;-47.0;-1.0;460036;101.7
637;AN1121 Bedrijfsgebouwen;Totaal alle sectoren;2023;460036.0;25577.0;7904.0;-15.0;0.0;493502;103.3
638;AN1121 Bedrijfsgebouwen;Niet-financiële vennootschappen;1995;96064.0;6090.0;290.0;158.0;6.0;102608;77.4
639;AN1121 Bedrijfsgebouwen;Niet-financiële vennootschappen;1996;102608.0;3626.0;534.0;14.0;-7.0;106775;77.8
640;AN1121 Bedrijfsgebouwen;Niet-financiële vennootschappen;1997;106775.0;2380.0;1239.0;-15.0;-6.0;110373;78.7
641;AN1121 Bedrijfsgebouwen;Niet-financiële vennootschappen;1998;110373.0;2895.0;1183.0;-20.0;-3.0;114428;79.5
642;AN1121 Bedrijfsgebouwen;Niet-financiële vennootschappen;1999;114428.0;3505.0;2535.0;-30.0;-3.0;120435;81.2
643;AN1121 Bedrijfsgebouwen;Niet-financiële vennootschappen;2000;120435.0;6117.0;3030.0;-26.0;-2.0;129554;83.1
644;AN1121 Bedrijfsgebouwen;Niet-financiële vennootschappen;2001;129554.0;7612.0;1705.0;26.0;-2.0;138895;84.2
645;AN1121 Bedrijfsgebouwen;Niet-financiële vennootschappen;2002;138895.0;6516.0;1985.0;-1.0;2.0;147397;85.3
646;AN1121 Bedrijfsgebouwen;Niet-financiële vennootschappen;2003;147397.0;3333.0;1620.0;231.0;-1.0;152580;86.3
647;AN1121 Bedrijfsgebouwen;Niet-financiële vennootschappen;2004;152580.0;2745.0;1437.0;5.0;0.0;156767;87.2
648;AN1121 Bedrijfsgebouwen;Niet-financiële vennootschappen;2005;156767.0;3667.0;1032.0;209.0;1.0;161676;87.8
649;AN1121 Bedrijfsgebouwen;Niet-financiële vennootschappen;2006;161676.0;5491.0;953.0;191.0;0.0;168311;88.4
650;AN1121 Bedrijfsgebouwen;Niet-financiële vennootschappen;2007;168311.0;4007.0;2807.0;187.0;-1.0;175311;90.0
651;AN1121 Bedrijfsgebouwen;Niet-financiële vennootschappen;2008;175311.0;6292.0;2910.0;157.0;-1.0;184669;91.5
652;AN1121 Bedrijfsgebouwen;Niet-financiële vennootschappen;2009;184669.0;7534.0;1664.0;241.0;3.0;194111;92.4
653;AN1121 Bedrijfsgebouwen;Niet-financiële vennootschappen;2010;194111.0;3964.0;856.0;254.0;5.0;199190;92.9
654;AN1121 Bedrijfsgebouwen;Niet-financiële vennootschappen;2011;199190.0;-169.0;643.0;126.0;0.0;199790;93.3
655;AN1121 Bedrijfsgebouwen;Niet-financiële vennootschappen;2012;199790.0;-945.0;-176.0;256.0;3.0;198928;93.3
656;AN1121 Bedrijfsgebouwen;Niet-financiële vennootschappen;2013;198928.0;2852.0;126.0;157.0;1.0;202064;93.4
657;AN1121 Bedrijfsgebouwen;Niet-financiële vennootschappen;2014;202064.0;760.0;-20.0;202.0;-3.0;203003;93.5
658;AN1121 Bedrijfsgebouwen;Niet-financiële vennootschappen;2015;203003.0;-4225.0;-144.0;1040.0;2.0;199676;93.9
659;AN1121 Bedrijfsgebouwen;Niet-financiële vennootschappen;2016;199676.0;-1777.0;865.0;-66.0;-3.0;198695;94.3
660;AN1121 Bedrijfsgebouwen;Niet-financiële vennootschappen;2017;198695.0;10.0;808.0;-7.0;3.0;199509;94.7
661;AN1121 Bedrijfsgebouwen;Niet-financiële vennootschappen;2018;199509.0;2823.0;2179.0;-8.0;3.0;204506;95.7
662;AN1121 Bedrijfsgebouwen;Niet-financiële vennootschappen;2019;204506.0;4992.0;3141.0;-5.0;6.0;212640;97.2
663;AN1121 Bedrijfsgebouwen;Niet-financiële vennootschappen;2020;212640.0;8515.0;3329.0;-4.0;-4.0;224476;98.6
664;AN1121 Bedrijfsgebouwen;Niet-financiële vennootschappen;2021;224476.0;7620.0;3268.0;-4.0;-3.0;235357;100.0
665;AN1121 Bedrijfsgebouwen;Niet-financiële vennootschappen;2022;235357.0;7614.0;4960.0;-21.0;-3.0;247907;102.0
666;AN1121 Bedrijfsgebouwen;Niet-financiële vennootschappen;2023;247907.0;13706.0;4056.0;-5.0;2.0;265666;103.6
667;AN1121 Bedrijfsgebouwen;Financiële instellingen;1995;12666.0;807.0;349.0;0.0;0.0;13822;273.2
668;AN1121 Bedrijfsgebouwen;Financiële instellingen;1996;13822.0;485.0;-370.0;0.0;0.0;13937;266.1
669;AN1121 Bedrijfsgebouwen;Financiële instellingen;1997;13937.0;320.0;-466.0;0.0;0.0;13791;257.4
670;AN1121 Bedrijfsgebouwen;Financiële instellingen;1998;13791.0;383.0;231.0;0.0;0.0;14405;261.6
671;AN1121 Bedrijfsgebouwen;Financiële instellingen;1999;14405.0;452.0;-486.0;0.0;0.0;14371;253.1
672;AN1121 Bedrijfsgebouwen;Financiële instellingen;2000;14371.0;738.0;-341.0;0.0;2.0;14770;247.4
673;AN1121 Bedrijfsgebouwen;Financiële instellingen;2001;14770.0;887.0;490.0;0.0;0.0;16147;255.1
674;AN1121 Bedrijfsgebouwen;Financiële instellingen;2002;16147.0;779.0;-924.0;0.0;-1.0;16001;241.2
675;AN1121 Bedrijfsgebouwen;Financiële instellingen;2003;16001.0;375.0;-814.0;0.0;-1.0;15561;229.2
676;AN1121 Bedrijfsgebouwen;Financiële instellingen;2004;15561.0;286.0;-654.0;0.0;0.0;15193;219.7
677;AN1121 Bedrijfsgebouwen;Financiële instellingen;2005;15193.0;357.0;-666.0;254.0;-1.0;15137;213.9
678;AN1121 Bedrijfsgebouwen;Financiële instellingen;2006;15137.0;520.0;-555.0;0.0;0.0;15102;206.3
679;AN1121 Bedrijfsgebouwen;Financiële instellingen;2007;15102.0;381.0;-990.0;0.0;1.0;14494;193.1
680;AN1121 Bedrijfsgebouwen;Financiële instellingen;2008;14494.0;524.0;-580.0;0.0;-1.0;14437;185.7
681;AN1121 Bedrijfsgebouwen;Financiële instellingen;2009;14437.0;557.0;-495.0;0.0;0.0;14499;179.5
682;AN1121 Bedrijfsgebouwen;Financiële instellingen;2010;14499.0;288.0;-1104.0;0.0;1.0;13684;166.1
683;AN1121 Bedrijfsgebouwen;Financiële instellingen;2011;13684.0;-62.0;-125.0;0.0;0.0;13497;164.6
684;AN1121 Bedrijfsgebouwen;Financiële instellingen;2012;13497.0;-121.0;-843.0;0.0;0.0;12533;154.2
685;AN1121 Bedrijfsgebouwen;Financiële instellingen;2013;12533.0;186.0;-1068.0;-160.0;-1.0;11490;139.3
686;AN1121 Bedrijfsgebouwen;Financiële instellingen;2014;11490.0;47.0;-1190.0;0.0;0.0;10347;125.0
687;AN1121 Bedrijfsgebouwen;Financiële instellingen;2015;10347.0;-212.0;-190.0;-655.0;0.0;9290;114.5
688;AN1121 Bedrijfsgebouwen;Financiële instellingen;2016;9290.0;-79.0;-984.0;0.0;0.0;8227;102.3
689;AN1121 Bedrijfsgebouwen;Financiële instellingen;2017;8227.0;8.0;38.0;0.0;0.0;8273;102.8
690;AN1121 Bedrijfsgebouwen;Financiële instellingen;2018;8273.0;128.0;-517.0;0.0;1.0;7885;96.5
691;AN1121 Bedrijfsgebouwen;Financiële instellingen;2019;7885.0;188.0;260.0;0.0;0.0;8333;99.6
692;AN1121 Bedrijfsgebouwen;Financiële instellingen;2020;8333.0;332.0;133.0;0.0;1.0;8799;101.1
693;AN1121 Bedrijfsgebouwen;Financiële instellingen;2021;8799.0;300.0;-99.0;0.0;-1.0;8999;100.0
694;AN1121 Bedrijfsgebouwen;Financiële instellingen;2022;8999.0;369.0;90.0;0.0;0.0;9458;101.0
695;AN1121 Bedrijfsgebouwen;Financiële instellingen;2023;9458.0;450.0;187.0;0.0;-1.0;10094;102.9
696;AN1121 Bedrijfsgebouwen;Overheid;1995;52778.0;3352.0;351.0;-42.0;-6.0;56433;104.1
697;AN1121 Bedrijfsgebouwen;Overheid;1996;56433.0;1948.0;43.0;0.0;7.0;58431;104.1
698;AN1121 Bedrijfsgebouwen;Overheid;1997;58431.0;1282.0;-326.0;0.0;6.0;59393;103.6
699;AN1121 Bedrijfsgebouwen;Overheid;1998;59393.0;1736.0;-353.0;24.0;5.0;60805;103.0
700;AN1121 Bedrijfsgebouwen;Overheid;1999;60805.0;1856.0;-382.0;0.0;5.0;62284;102.4
701;AN1121 Bedrijfsgebouwen;Overheid;2000;62284.0;3140.0;98.0;0.0;-1.0;65521;102.6
702;AN1121 Bedrijfsgebouwen;Overheid;2001;65521.0;3918.0;140.0;0.0;-1.0;69578;102.8
703;AN1121 Bedrijfsgebouwen;Overheid;2002;69578.0;3332.0;615.0;0.0;1.0;73526;103.6
704;AN1121 Bedrijfsgebouwen;Overheid;2003;73526.0;1709.0;954.0;0.0;1.0;76190;105.0
705;AN1121 Bedrijfsgebouwen;Overheid;2004;76190.0;1354.0;141.0;0.0;0.0;77685;105.1
706;AN1121 Bedrijfsgebouwen;Overheid;2005;77685.0;1809.0;210.0;-254.0;1.0;79451;105.1
707;AN1121 Bedrijfsgebouwen;Overheid;2006;79451.0;2720.0;776.0;0.0;1.0;82948;106.1
708;AN1121 Bedrijfsgebouwen;Overheid;2007;82948.0;2105.0;540.0;0.0;0.0;85593;106.8
709;AN1121 Bedrijfsgebouwen;Overheid;2008;85593.0;3093.0;949.0;0.0;-1.0;89634;107.9
710;AN1121 Bedrijfsgebouwen;Overheid;2009;89634.0;3465.0;1017.0;0.0;-2.0;94114;109.1
711;AN1121 Bedrijfsgebouwen;Overheid;2010;94114.0;1848.0;158.0;0.0;-4.0;96116;109.2
712;AN1121 Bedrijfsgebouwen;Overheid;2011;96116.0;49.0;-128.0;0.0;-3.0;96034;109.1
713;AN1121 Bedrijfsgebouwen;Overheid;2012;96034.0;-348.0;-317.0;0.0;1.0;95370;108.7
714;AN1121 Bedrijfsgebouwen;Overheid;2013;95370.0;1438.0;-1064.0;160.0;-2.0;95902;107.7
715;AN1121 Bedrijfsgebouwen;Overheid;2014;95902.0;363.0;-1110.0;0.0;3.0;95158;106.5
716;AN1121 Bedrijfsgebouwen;Overheid;2015;95158.0;-1815.0;-1357.0;-154.0;-1.0;91831;104.8
717;AN1121 Bedrijfsgebouwen;Overheid;2016;91831.0;-749.0;-951.0;0.0;2.0;90133;103.7
718;AN1121 Bedrijfsgebouwen;Overheid;2017;90133.0;79.0;-882.0;0.0;1.0;89331;102.7
719;AN1121 Bedrijfsgebouwen;Overheid;2018;89331.0;1290.0;-764.0;0.0;-1.0;89856;101.8
720;AN1121 Bedrijfsgebouwen;Overheid;2019;89856.0;2214.0;-719.0;0.0;-3.0;91348;101.0
721;AN1121 Bedrijfsgebouwen;Overheid;2020;91348.0;3529.0;-345.0;0.0;3.0;94535;100.6
722;AN1121 Bedrijfsgebouwen;Overheid;2021;94535.0;3243.0;-612.0;0.0;4.0;97170;100.0
723;AN1121 Bedrijfsgebouwen;Overheid;2022;97170.0;3176.0;-623.0;0.0;1.0;99724;99.4
724;AN1121 Bedrijfsgebouwen;Overheid;2023;99724.0;5646.0;-319.0;0.0;0.0;105051;99.1
725;AN1121 Bedrijfsgebouwen;Huishoudens incl. IZW's t.b.v. huish.;1995;26284.0;1717.0;175.0;-186.0;1.0;27991;51.8
726;AN1121 Bedrijfsgebouwen;Huishoudens incl. IZW's t.b.v. huish.;1996;27991.0;998.0;506.0;-62.0;1.0;29434;52.5
727;AN1121 Bedrijfsgebouwen;Huishoudens incl. IZW's t.b.v. huish.;1997;29434.0;671.0;593.0;-59.0;0.0;30639;53.5
728;AN1121 Bedrijfsgebouwen;Huishoudens incl. IZW's t.b.v. huish.;1998;30639.0;863.0;737.0;-81.0;1.0;32159;54.6
729;AN1121 Bedrijfsgebouwen;Huishoudens incl. IZW's t.b.v. huish.;1999;32159.0;1007.0;1327.0;-21.0;-2.0;34470;56.7
730;AN1121 Bedrijfsgebouwen;Huishoudens incl. IZW's t.b.v. huish.;2000;34470.0;1787.0;1226.0;-108.0;0.0;37375;58.5
731;AN1121 Bedrijfsgebouwen;Huishoudens incl. IZW's t.b.v. huish.;2001;37375.0;2221.0;1964.0;-141.0;0.0;41419;61.2
732;AN1121 Bedrijfsgebouwen;Huishoudens incl. IZW's t.b.v. huish.;2002;41419.0;1978.0;2582.0;-88.0;0.0;45891;64.7
733;AN1121 Bedrijfsgebouwen;Huishoudens incl. IZW's t.b.v. huish.;2003;45891.0;1062.0;1830.0;-354.0;0.0;48429;66.7
734;AN1121 Bedrijfsgebouwen;Huishoudens incl. IZW's t.b.v. huish.;2004;48429.0;904.0;1484.0;-55.0;-1.0;50761;68.7
735;AN1121 Bedrijfsgebouwen;Huishoudens incl. IZW's t.b.v. huish.;2005;50761.0;1200.0;1575.0;-274.0;1.0;53263;70.4
736;AN1121 Bedrijfsgebouwen;Huishoudens incl. IZW's t.b.v. huish.;2006;53263.0;1824.0;1443.0;-269.0;-1.0;56260;71.9
737;AN1121 Bedrijfsgebouwen;Huishoudens incl. IZW's t.b.v. huish.;2007;56260.0;1362.0;2400.0;-277.0;0.0;59745;74.5
738;AN1121 Bedrijfsgebouwen;Huishoudens incl. IZW's t.b.v. huish.;2008;59745.0;2135.0;3000.0;-212.0;1.0;64669;77.9
739;AN1121 Bedrijfsgebouwen;Huishoudens incl. IZW's t.b.v. huish.;2009;64669.0;2629.0;2627.0;-318.0;-1.0;69606;80.6
740;AN1121 Bedrijfsgebouwen;Huishoudens incl. IZW's t.b.v. huish.;2010;69606.0;1427.0;1894.0;-279.0;-1.0;72647;82.4
741;AN1121 Bedrijfsgebouwen;Huishoudens incl. IZW's t.b.v. huish.;2011;72647.0;-147.0;1712.0;-197.0;0.0;74015;84.1
742;AN1121 Bedrijfsgebouwen;Huishoudens incl. IZW's t.b.v. huish.;2012;74015.0;-429.0;1557.0;-314.0;0.0;74829;85.5
743;AN1121 Bedrijfsgebouwen;Huishoudens incl. IZW's t.b.v. huish.;2013;74829.0;1078.0;1015.0;-206.0;1.0;76717;86.4
744;AN1121 Bedrijfsgebouwen;Huishoudens incl. IZW's t.b.v. huish.;2014;76717.0;296.0;1141.0;-275.0;0.0;77879;87.4
745;AN1121 Bedrijfsgebouwen;Huishoudens incl. IZW's t.b.v. huish.;2015;77879.0;-1586.0;967.0;-289.0;-1.0;76970;88.2
746;AN1121 Bedrijfsgebouwen;Huishoudens incl. IZW's t.b.v. huish.;2016;76970.0;-648.0;1269.0;-232.0;0.0;77359;89.4
747;AN1121 Bedrijfsgebouwen;Huishoudens incl. IZW's t.b.v. huish.;2017;77359.0;12.0;1327.0;-24.0;0.0;78674;90.9
748;AN1121 Bedrijfsgebouwen;Huishoudens incl. IZW's t.b.v. huish.;2018;78674.0;1090.0;1683.0;-26.0;1.0;81422;92.8
749;AN1121 Bedrijfsgebouwen;Huishoudens incl. IZW's t.b.v. huish.;2019;81422.0;1963.0;2255.0;-21.0;1.0;85620;95.3
750;AN1121 Bedrijfsgebouwen;Huishoudens incl. IZW's t.b.v. huish.;2020;85620.0;3404.0;1828.0;-16.0;0.0;90836;97.2
751;AN1121 Bedrijfsgebouwen;Huishoudens incl. IZW's t.b.v. huish.;2021;90836.0;3065.0;2708.0;-20.0;1.0;96590;100.0
752;AN1121 Bedrijfsgebouwen;Huishoudens incl. IZW's t.b.v. huish.;2022;96590.0;3083.0;3301.0;-26.0;0.0;102948;103.3
753;AN1121 Bedrijfsgebouwen;Huishoudens incl. IZW's t.b.v. huish.;2023;102948.0;5776.0;3978.0;-10.0;-1.0;112691;107.1
754;AN1121 Bedrijfsgebouwen;Huishoudens;1995;25619.0;1674.0;193.0;-186.0;1.0;27301;50.8
755;AN1121 Bedrijfsgebouwen;Huishoudens;1996;27301.0;974.0;524.0;-62.0;0.0;28737;51.6
756;AN1121 Bedrijfsgebouwen;Huishoudens;1997;28737.0;657.0;611.0;-59.0;-1.0;29945;52.6
757;AN1121 Bedrijfsgebouwen;Huishoudens;1998;29945.0;845.0;754.0;-81.0;1.0;31464;53.7
758;AN1121 Bedrijfsgebouwen;Huishoudens;1999;31464.0;986.0;1345.0;-41.0;-1.0;33753;55.9
759;AN1121 Bedrijfsgebouwen;Huishoudens;2000;33753.0;1751.0;1247.0;-108.0;0.0;36643;57.7
760;AN1121 Bedrijfsgebouwen;Huishoudens;2001;36643.0;2177.0;1988.0;-141.0;-1.0;40666;60.4
761;AN1121 Bedrijfsgebouwen;Huishoudens;2002;40666.0;1942.0;2610.0;-88.0;0.0;45130;64.0
762;AN1121 Bedrijfsgebouwen;Huishoudens;2003;45130.0;1045.0;1859.0;-354.0;-1.0;47679;66.1
763;AN1121 Bedrijfsgebouwen;Huishoudens;2004;47679.0;890.0;1514.0;-55.0;0.0;50028;68.1
764;AN1121 Bedrijfsgebouwen;Huishoudens;2005;50028.0;1183.0;1606.0;-274.0;-1.0;52542;69.9
765;AN1121 Bedrijfsgebouwen;Huishoudens;2006;52542.0;1799.0;1473.0;-269.0;1.0;55546;71.4
766;AN1121 Bedrijfsgebouwen;Huishoudens;2007;55546.0;1344.0;2429.0;-277.0;-1.0;59041;74.1
767;AN1121 Bedrijfsgebouwen;Huishoudens;2008;59041.0;2109.0;3031.0;-212.0;-1.0;63968;77.5
768;AN1121 Bedrijfsgebouwen;Huishoudens;2009;63968.0;2601.0;2655.0;-318.0;1.0;68907;80.2
769;AN1121 Bedrijfsgebouwen;Huishoudens;2010;68907.0;1413.0;1925.0;-279.0;1.0;71967;82.1
770;AN1121 Bedrijfsgebouwen;Huishoudens;2011;71967.0;-149.0;1739.0;-197.0;-1.0;73359;83.9
771;AN1121 Bedrijfsgebouwen;Huishoudens;2012;73359.0;-429.0;1584.0;-314.0;0.0;74200;85.3
772;AN1121 Bedrijfsgebouwen;Huishoudens;2013;74200.0;1068.0;1037.0;-206.0;1.0;76100;86.3
773;AN1121 Bedrijfsgebouwen;Huishoudens;2014;76100.0;294.0;1167.0;-275.0;0.0;77286;87.3
774;AN1121 Bedrijfsgebouwen;Huishoudens;2015;77286.0;-1573.0;987.0;-289.0;-1.0;76410;88.1
775;AN1121 Bedrijfsgebouwen;Huishoudens;2016;76410.0;-643.0;1282.0;-232.0;1.0;76818;89.3
776;AN1121 Bedrijfsgebouwen;Huishoudens;2017;76818.0;13.0;1325.0;-24.0;0.0;78132;90.8
777;AN1121 Bedrijfsgebouwen;Huishoudens;2018;78132.0;1083.0;1673.0;-26.0;0.0;80862;92.7
778;AN1121 Bedrijfsgebouwen;Huishoudens;2019;80862.0;1950.0;2249.0;-21.0;1.0;85041;95.2
779;AN1121 Bedrijfsgebouwen;Huishoudens;2020;85041.0;3380.0;1837.0;-16.0;1.0;90243;97.2
780;AN1121 Bedrijfsgebouwen;Huishoudens;2021;90243.0;3047.0;2725.0;-20.0;-1.0;95994;100.0
781;AN1121 Bedrijfsgebouwen;Huishoudens;2022;95994.0;3067.0;3271.0;-26.0;0.0;102306;103.3
782;AN1121 Bedrijfsgebouwen;Huishoudens;2023;102306.0;5739.0;3953.0;-10.0;-1.0;111987;107.0
783;AN1121 Bedrijfsgebouwen;IZW's t.b.v. huishoudens;1995;665.0;43.0;-18.0;0.0;1.0;691;206.5
784;AN1121 Bedrijfsgebouwen;IZW's t.b.v. huishoudens;1996;691.0;24.0;-17.0;0.0;-1.0;697;201.3
785;AN1121 Bedrijfsgebouwen;IZW's t.b.v. huishoudens;1997;697.0;15.0;-18.0;0.0;0.0;694;196.2
786;AN1121 Bedrijfsgebouwen;IZW's t.b.v. huishoudens;1998;694.0;19.0;-18.0;0.0;0.0;695;191.3
787;AN1121 Bedrijfsgebouwen;IZW's t.b.v. huishoudens;1999;695.0;20.0;-18.0;20.0;0.0;717;191.8
788;AN1121 Bedrijfsgebouwen;IZW's t.b.v. huishoudens;2000;717.0;36.0;-21.0;0.0;-1.0;731;186.2
789;AN1121 Bedrijfsgebouwen;IZW's t.b.v. huishoudens;2001;731.0;44.0;-22.0;0.0;-1.0;752;180.7
790;AN1121 Bedrijfsgebouwen;IZW's t.b.v. huishoudens;2002;752.0;36.0;-27.0;0.0;0.0;761;174.5
791;AN1121 Bedrijfsgebouwen;IZW's t.b.v. huishoudens;2003;761.0;17.0;-29.0;0.0;1.0;750;168.2
792;AN1121 Bedrijfsgebouwen;IZW's t.b.v. huishoudens;2004;750.0;13.0;-30.0;0.0;0.0;733;161.6
793;AN1121 Bedrijfsgebouwen;IZW's t.b.v. huishoudens;2005;733.0;17.0;-30.0;0.0;0.0;720;155.1
794;AN1121 Bedrijfsgebouwen;IZW's t.b.v. huishoudens;2006;720.0;25.0;-31.0;0.0;0.0;714;148.7
795;AN1121 Bedrijfsgebouwen;IZW's t.b.v. huishoudens;2007;714.0;18.0;-27.0;0.0;0.0;705;143.2
796;AN1121 Bedrijfsgebouwen;IZW's t.b.v. huishoudens;2008;705.0;26.0;-30.0;0.0;0.0;701;137.3
797;AN1121 Bedrijfsgebouwen;IZW's t.b.v. huishoudens;2009;701.0;27.0;-29.0;0.0;0.0;699;131.9
798;AN1121 Bedrijfsgebouwen;IZW's t.b.v. huishoudens;2010;699.0;14.0;-32.0;0.0;-1.0;680;125.7
799;AN1121 Bedrijfsgebouwen;IZW's t.b.v. huishoudens;2011;680.0;2.0;-26.0;0.0;0.0;656;121.0
800;AN1121 Bedrijfsgebouwen;IZW's t.b.v. huishoudens;2012;656.0;-1.0;-27.0;0.0;1.0;629;116.2
