ID;Zuiveringstype;Kenmerken;Perioden;AantalRioolwaterzuiveringsinstallaties_1;CapaciteitVolgensNationaleRichtlijn_2;CapaciteitVolgensEURichtlijn_3
61;Totaal installaties;Installaties met fosfaatverwijdering;1997;177;16236.0;14612.0
62;Totaal installaties;Installaties met fosfaatverwijdering;1998;199;19282.0;17353.0
63;Totaal installaties;Installaties met fosfaatverwijdering;1999;205;19599.0;17639.0
64;Totaal installaties;Installaties met fosfaatverwijdering;2000;209;20501.0;18451.0
65;Totaal installaties;Installaties met fosfaatverwijdering;2001;209;20608.0;18547.0
66;Totaal installaties;Installaties met fosfaatverwijdering;2002;226;21251.0;19126.0
67;Totaal installaties;Installaties met fosfaatverwijdering;2003;231;21245.0;19121.0
68;Totaal installaties;Installaties met fosfaatverwijdering;2004;262;21933.0;19739.0
69;Totaal installaties;Installaties met fosfaatverwijdering;2005;262;22804.0;20524.0
70;Totaal installaties;Installaties met fosfaatverwijdering;2006;274;22992.0;20693.0
71;Totaal installaties;Installaties met fosfaatverwijdering;2007;278;22345.0;20111.0
72;Totaal installaties;Installaties met fosfaatverwijdering;2008;285;22572.0;20315.0
73;Totaal installaties;Installaties met fosfaatverwijdering;2009;290;22625.0;20363.0
74;Totaal installaties;Installaties met fosfaatverwijdering;2010;291;22760.0;20484.0
75;Totaal installaties;Installaties met fosfaatverwijdering;2011;297;23016.0;20715.0
76;Totaal installaties;Installaties met fosfaatverwijdering;2012;299;23104.0;20794.0
77;Totaal installaties;Installaties met fosfaatverwijdering;2013;301;23178.0;20860.0
78;Totaal installaties;Chemische defosfatering voorbezinktank;1981;2;75.0;68.0
79;Totaal installaties;Chemische defosfatering voorbezinktank;1985;2;44.0;40.0
80;Totaal installaties;Chemische defosfatering voorbezinktank;1990;4;152.0;137.0
81;Totaal installaties;Chemische defosfatering voorbezinktank;1991;8;457.0;411.0
82;Totaal installaties;Chemische defosfatering voorbezinktank;1992;9;549.0;494.0
83;Totaal installaties;Chemische defosfatering voorbezinktank;1993;14;975.0;877.0
84;Totaal installaties;Chemische defosfatering voorbezinktank;1994;19;1408.0;1267.0
85;Totaal installaties;Chemische defosfatering voorbezinktank;1995;29;3920.0;3528.0
86;Totaal installaties;Chemische defosfatering voorbezinktank;1996;35;4449.0;4004.0
87;Totaal installaties;Chemische defosfatering voorbezinktank;1997;34;4500.0;4050.0
88;Totaal installaties;Chemische defosfatering voorbezinktank;1998;36;4623.0;4161.0
89;Totaal installaties;Chemische defosfatering voorbezinktank;1999;36;4613.0;4152.0
90;Totaal installaties;Chemische defosfatering voorbezinktank;2000;28;3796.0;3416.0
91;Totaal installaties;Chemische defosfatering voorbezinktank;2001;28;3786.0;3407.0
92;Totaal installaties;Chemische defosfatering voorbezinktank;2002;27;3785.0;3406.0
93;Totaal installaties;Chemische defosfatering voorbezinktank;2003;22;2947.0;2653.0
94;Totaal installaties;Chemische defosfatering voorbezinktank;2004;23;3003.0;2703.0
95;Totaal installaties;Chemische defosfatering voorbezinktank;2005;23;3023.0;2721.0
96;Totaal installaties;Chemische defosfatering voorbezinktank;2006;23;3043.0;2739.0
97;Totaal installaties;Chemische defosfatering voorbezinktank;2007;16;1250.0;1125.0
98;Totaal installaties;Chemische defosfatering voorbezinktank;2008;15;1122.0;1010.0
99;Totaal installaties;Chemische defosfatering voorbezinktank;2009;12;917.0;825.0
100;Totaal installaties;Chemische defosfatering voorbezinktank;2010;11;837.0;753.0
101;Totaal installaties;Chemische defosfatering voorbezinktank;2011;9;1047.0;942.0
102;Totaal installaties;Chemische defosfatering voorbezinktank;2012;9;1047.0;942.0
103;Totaal installaties;Chemische defosfatering voorbezinktank;2013;8;927.0;834.0
104;Totaal installaties;Chem. defosfatering in eerste biol. trap;1981;10;437.0;393.0
105;Totaal installaties;Chem. defosfatering in eerste biol. trap;1985;15;572.0;514.0
106;Totaal installaties;Chem. defosfatering in eerste biol. trap;1990;24;1098.0;988.0
107;Totaal installaties;Chem. defosfatering in eerste biol. trap;1991;26;1171.0;1054.0
108;Totaal installaties;Chem. defosfatering in eerste biol. trap;1992;30;1436.0;1293.0
109;Totaal installaties;Chem. defosfatering in eerste biol. trap;1993;42;2012.0;1811.0
110;Totaal installaties;Chem. defosfatering in eerste biol. trap;1994;48;2684.0;2416.0
111;Totaal installaties;Chem. defosfatering in eerste biol. trap;1995;65;5861.0;5275.0
112;Totaal installaties;Chem. defosfatering in eerste biol. trap;1996;87;7624.0;6862.0
113;Totaal installaties;Chem. defosfatering in eerste biol. trap;1997;88;7673.0;6906.0
114;Totaal installaties;Chem. defosfatering in eerste biol. trap;1998;98;9132.0;8219.0
115;Totaal installaties;Chem. defosfatering in eerste biol. trap;1999;94;9118.0;8206.0
116;Totaal installaties;Chem. defosfatering in eerste biol. trap;2000;82;8781.0;7903.0
117;Totaal installaties;Chem. defosfatering in eerste biol. trap;2001;85;9065.0;8158.0
118;Totaal installaties;Chem. defosfatering in eerste biol. trap;2002;83;8891.0;8002.0
119;Totaal installaties;Chem. defosfatering in eerste biol. trap;2003;86;8720.0;7848.0
120;Totaal installaties;Chem. defosfatering in eerste biol. trap;2004;82;8199.0;7379.0
121;Totaal installaties;Chem. defosfatering in eerste biol. trap;2005;72;6934.0;6241.0
122;Totaal installaties;Chem. defosfatering in eerste biol. trap;2006;73;5861.0;5275.0
123;Totaal installaties;Chem. defosfatering in eerste biol. trap;2007;68;5324.0;4792.0
124;Totaal installaties;Chem. defosfatering in eerste biol. trap;2008;66;5283.0;4755.0
125;Totaal installaties;Chem. defosfatering in eerste biol. trap;2009;63;4750.0;4275.0
126;Totaal installaties;Chem. defosfatering in eerste biol. trap;2010;65;4936.0;4442.0
127;Totaal installaties;Chem. defosfatering in eerste biol. trap;2011;60;4741.0;4267.0
128;Totaal installaties;Chem. defosfatering in eerste biol. trap;2012;60;4745.0;4270.0
129;Totaal installaties;Chem. defosfatering in eerste biol. trap;2013;58;3875.0;3487.0
130;Totaal installaties;Chem. defosfatering in tweede biol. trap;1981;1;200.0;180.0
131;Totaal installaties;Chem. defosfatering in tweede biol. trap;1985;1;200.0;180.0
132;Totaal installaties;Chem. defosfatering in tweede biol. trap;1990;1;200.0;180.0
133;Totaal installaties;Chem. defosfatering in tweede biol. trap;1991;1;200.0;180.0
134;Totaal installaties;Chem. defosfatering in tweede biol. trap;1992;1;200.0;180.0
135;Totaal installaties;Chem. defosfatering in tweede biol. trap;1993;1;200.0;180.0
136;Totaal installaties;Chem. defosfatering in tweede biol. trap;1994;2;515.0;464.0
137;Totaal installaties;Chem. defosfatering in tweede biol. trap;1995;2;515.0;464.0
138;Totaal installaties;Chem. defosfatering in tweede biol. trap;1996;4;592.0;533.0
139;Totaal installaties;Chem. defosfatering in tweede biol. trap;1997;4;592.0;533.0
140;Totaal installaties;Chem. defosfatering in tweede biol. trap;1998;3;392.0;353.0
141;Totaal installaties;Chem. defosfatering in tweede biol. trap;1999;2;62.0;56.0
142;Totaal installaties;Chem. defosfatering in tweede biol. trap;2000;2;62.0;56.0
143;Totaal installaties;Chem. defosfatering in tweede biol. trap;2001;2;62.0;56.0
144;Totaal installaties;Chem. defosfatering in tweede biol. trap;2002;2;62.0;56.0
145;Totaal installaties;Chem. defosfatering in tweede biol. trap;2003;1;45.0;41.0
146;Totaal installaties;Chem. defosfatering in tweede biol. trap;2004;1;45.0;41.0
147;Totaal installaties;Chem. defosfatering in tweede biol. trap;2005;1;45.0;41.0
148;Totaal installaties;Chem. defosfatering in tweede biol. trap;2006;0;0.0;0.0
149;Totaal installaties;Chem. defosfatering in tweede biol. trap;2007;0;0.0;0.0
150;Totaal installaties;Chem. defosfatering in tweede biol. trap;2008;0;0.0;0.0
151;Totaal installaties;Chem. defosfatering in tweede biol. trap;2009;0;0.0;0.0
152;Totaal installaties;Chem. defosfatering in tweede biol. trap;2010;0;0.0;0.0
153;Totaal installaties;Chem. defosfatering in tweede biol. trap;2011;0;0.0;0.0
154;Totaal installaties;Chem. defosfatering in tweede biol. trap;2012;0;0.0;0.0
155;Totaal installaties;Chem. defosfatering in tweede biol. trap;2013;0;0.0;0.0
156;Totaal installaties;Chem. defosf. in tussen- of nabezinktank;1981;0;0.0;0.0
157;Totaal installaties;Chem. defosf. in tussen- of nabezinktank;1985;0;0.0;0.0
158;Totaal installaties;Chem. defosf. in tussen- of nabezinktank;1990;0;0.0;0.0
159;Totaal installaties;Chem. defosf. in tussen- of nabezinktank;1991;0;0.0;0.0
160;Totaal installaties;Chem. defosf. in tussen- of nabezinktank;1992;0;0.0;0.0
161;Totaal installaties;Chem. defosf. in tussen- of nabezinktank;1993;1;80.0;72.0
162;Totaal installaties;Chem. defosf. in tussen- of nabezinktank;1994;2;240.0;216.0
163;Totaal installaties;Chem. defosf. in tussen- of nabezinktank;1995;2;240.0;216.0
164;Totaal installaties;Chem. defosf. in tussen- of nabezinktank;1996;2;240.0;216.0
165;Totaal installaties;Chem. defosf. in tussen- of nabezinktank;1997;1;160.0;144.0
166;Totaal installaties;Chem. defosf. in tussen- of nabezinktank;1998;1;160.0;144.0
167;Totaal installaties;Chem. defosf. in tussen- of nabezinktank;1999;1;160.0;144.0
168;Totaal installaties;Chem. defosf. in tussen- of nabezinktank;2000;1;160.0;144.0
169;Totaal installaties;Chem. defosf. in tussen- of nabezinktank;2001;1;160.0;144.0
170;Totaal installaties;Chem. defosf. in tussen- of nabezinktank;2002;3;415.0;373.0
171;Totaal installaties;Chem. defosf. in tussen- of nabezinktank;2003;2;391.0;352.0
172;Totaal installaties;Chem. defosf. in tussen- of nabezinktank;2004;2;339.0;305.0
173;Totaal installaties;Chem. defosf. in tussen- of nabezinktank;2005;1;315.0;284.0
174;Totaal installaties;Chem. defosf. in tussen- of nabezinktank;2006;1;315.0;284.0
175;Totaal installaties;Chem. defosf. in tussen- of nabezinktank;2007;1;196.0;177.0
176;Totaal installaties;Chem. defosf. in tussen- of nabezinktank;2008;2;240.0;216.0
177;Totaal installaties;Chem. defosf. in tussen- of nabezinktank;2009;1;44.0;40.0
178;Totaal installaties;Chem. defosf. in tussen- of nabezinktank;2010;1;44.0;40.0
179;Totaal installaties;Chem. defosf. in tussen- of nabezinktank;2011;1;44.0;40.0
180;Totaal installaties;Chem. defosf. in tussen- of nabezinktank;2012;1;44.0;40.0
181;Totaal installaties;Chem. defosf. in tussen- of nabezinktank;2013;1;44.0;40.0
182;Totaal installaties;Chem. defosf. in meerdere procesfasen;1981;1;100.0;90.0
183;Totaal installaties;Chem. defosf. in meerdere procesfasen;1985;1;100.0;90.0
184;Totaal installaties;Chem. defosf. in meerdere procesfasen;1990;3;203.0;183.0
185;Totaal installaties;Chem. defosf. in meerdere procesfasen;1991;3;203.0;183.0
186;Totaal installaties;Chem. defosf. in meerdere procesfasen;1992;3;203.0;183.0
187;Totaal installaties;Chem. defosf. in meerdere procesfasen;1993;2;103.0;93.0
188;Totaal installaties;Chem. defosf. in meerdere procesfasen;1994;2;313.0;282.0
189;Totaal installaties;Chem. defosf. in meerdere procesfasen;1995;2;313.0;282.0
190;Totaal installaties;Chem. defosf. in meerdere procesfasen;1996;2;575.0;518.0
191;Totaal installaties;Chem. defosf. in meerdere procesfasen;1997;2;575.0;518.0
192;Totaal installaties;Chem. defosf. in meerdere procesfasen;1998;3;755.0;680.0
193;Totaal installaties;Chem. defosf. in meerdere procesfasen;1999;3;785.0;707.0
194;Totaal installaties;Chem. defosf. in meerdere procesfasen;2000;3;785.0;707.0
195;Totaal installaties;Chem. defosf. in meerdere procesfasen;2001;3;785.0;707.0
196;Totaal installaties;Chem. defosf. in meerdere procesfasen;2002;9;731.0;657.0
197;Totaal installaties;Chem. defosf. in meerdere procesfasen;2003;7;261.0;234.0
198;Totaal installaties;Chem. defosf. in meerdere procesfasen;2004;6;257.0;231.0
199;Totaal installaties;Chem. defosf. in meerdere procesfasen;2005;4;235.0;212.0
200;Totaal installaties;Chem. defosf. in meerdere procesfasen;2006;4;235.0;212.0
201;Totaal installaties;Chem. defosf. in meerdere procesfasen;2007;5;565.0;509.0
202;Totaal installaties;Chem. defosf. in meerdere procesfasen;2008;6;578.0;520.0
203;Totaal installaties;Chem. defosf. in meerdere procesfasen;2009;7;785.0;706.0
204;Totaal installaties;Chem. defosf. in meerdere procesfasen;2010;8;830.0;747.0
205;Totaal installaties;Chem. defosf. in meerdere procesfasen;2011;8;507.0;456.0
206;Totaal installaties;Chem. defosf. in meerdere procesfasen;2012;8;507.0;456.0
207;Totaal installaties;Chem. defosf. in meerdere procesfasen;2013;9;977.0;879.0
208;Totaal installaties;Separate fosfaatverwijdering;1981;0;0.0;0.0
209;Totaal installaties;Separate fosfaatverwijdering;1985;0;0.0;0.0
210;Totaal installaties;Separate fosfaatverwijdering;1990;1;12.0;11.0
211;Totaal installaties;Separate fosfaatverwijdering;1991;1;12.0;11.0
212;Totaal installaties;Separate fosfaatverwijdering;1992;1;12.0;11.0
213;Totaal installaties;Separate fosfaatverwijdering;1993;1;12.0;11.0
214;Totaal installaties;Separate fosfaatverwijdering;1994;3;205.0;184.0
215;Totaal installaties;Separate fosfaatverwijdering;1995;2;193.0;174.0
216;Totaal installaties;Separate fosfaatverwijdering;1996;2;193.0;174.0
217;Totaal installaties;Separate fosfaatverwijdering;1997;2;193.0;174.0
218;Totaal installaties;Separate fosfaatverwijdering;1998;2;193.0;174.0
219;Totaal installaties;Separate fosfaatverwijdering;1999;4;211.0;190.0
220;Totaal installaties;Separate fosfaatverwijdering;2000;3;176.0;158.0
221;Totaal installaties;Separate fosfaatverwijdering;2001;3;176.0;158.0
222;Totaal installaties;Separate fosfaatverwijdering;2002;3;176.0;158.0
223;Totaal installaties;Separate fosfaatverwijdering;2003;3;176.0;158.0
224;Totaal installaties;Separate fosfaatverwijdering;2004;4;181.0;163.0
225;Totaal installaties;Separate fosfaatverwijdering;2005;5;270.0;243.0
226;Totaal installaties;Separate fosfaatverwijdering;2006;5;270.0;243.0
227;Totaal installaties;Separate fosfaatverwijdering;2007;4;195.0;175.0
228;Totaal installaties;Separate fosfaatverwijdering;2008;6;262.0;236.0
229;Totaal installaties;Separate fosfaatverwijdering;2009;7;330.0;297.0
230;Totaal installaties;Separate fosfaatverwijdering;2010;6;159.0;143.0
231;Totaal installaties;Separate fosfaatverwijdering;2011;5;152.0;137.0
232;Totaal installaties;Separate fosfaatverwijdering;2012;5;152.0;137.0
233;Totaal installaties;Separate fosfaatverwijdering;2013;4;84.0;75.0
234;Totaal installaties;Biologische defosfatering in hoofdstroom;1981;0;0.0;0.0
235;Totaal installaties;Biologische defosfatering in hoofdstroom;1985;0;0.0;0.0
236;Totaal installaties;Biologische defosfatering in hoofdstroom;1990;3;75.0;68.0
237;Totaal installaties;Biologische defosfatering in hoofdstroom;1991;3;75.0;68.0
238;Totaal installaties;Biologische defosfatering in hoofdstroom;1992;8;250.0;225.0
239;Totaal installaties;Biologische defosfatering in hoofdstroom;1993;11;452.0;407.0
240;Totaal installaties;Biologische defosfatering in hoofdstroom;1994;17;769.0;692.0
241;Totaal installaties;Biologische defosfatering in hoofdstroom;1995;16;575.0;518.0
242;Totaal installaties;Biologische defosfatering in hoofdstroom;1996;25;1068.0;961.0
243;Totaal installaties;Biologische defosfatering in hoofdstroom;1997;26;1152.0;1037.0
244;Totaal installaties;Biologische defosfatering in hoofdstroom;1998;31;1861.0;1675.0
245;Totaal installaties;Biologische defosfatering in hoofdstroom;1999;38;2132.0;1919.0
246;Totaal installaties;Biologische defosfatering in hoofdstroom;2000;48;4113.0;3702.0
247;Totaal installaties;Biologische defosfatering in hoofdstroom;2001;48;4131.0;3718.0
248;Totaal installaties;Biologische defosfatering in hoofdstroom;2002;52;4276.0;3849.0
249;Totaal installaties;Biologische defosfatering in hoofdstroom;2003;63;5009.0;4508.0
250;Totaal installaties;Biologische defosfatering in hoofdstroom;2004;63;4766.0;4289.0
251;Totaal installaties;Biologische defosfatering in hoofdstroom;2005;65;5633.0;5070.0
252;Totaal installaties;Biologische defosfatering in hoofdstroom;2006;64;5352.0;4817.0
253;Totaal installaties;Biologische defosfatering in hoofdstroom;2007;68;4986.0;4487.0
254;Totaal installaties;Biologische defosfatering in hoofdstroom;2008;73;5084.0;4576.0
255;Totaal installaties;Biologische defosfatering in hoofdstroom;2009;78;4797.0;4317.0
256;Totaal installaties;Biologische defosfatering in hoofdstroom;2010;77;4599.0;4139.0
257;Totaal installaties;Biologische defosfatering in hoofdstroom;2011;83;4806.0;4325.0
258;Totaal installaties;Biologische defosfatering in hoofdstroom;2012;83;4531.0;4078.0
259;Totaal installaties;Biologische defosfatering in hoofdstroom;2013;89;4779.0;4301.0
260;Totaal installaties;Biologische defosfatering in deelstroom;1981;0;0.0;0.0
261;Totaal installaties;Biologische defosfatering in deelstroom;1985;0;0.0;0.0
262;Totaal installaties;Biologische defosfatering in deelstroom;1990;0;0.0;0.0
263;Totaal installaties;Biologische defosfatering in deelstroom;1991;0;0.0;0.0
264;Totaal installaties;Biologische defosfatering in deelstroom;1992;0;0.0;0.0
265;Totaal installaties;Biologische defosfatering in deelstroom;1993;1;6.0;6.0
266;Totaal installaties;Biologische defosfatering in deelstroom;1994;2;166.0;150.0
267;Totaal installaties;Biologische defosfatering in deelstroom;1995;4;341.0;307.0
268;Totaal installaties;Biologische defosfatering in deelstroom;1996;4;390.0;351.0
269;Totaal installaties;Biologische defosfatering in deelstroom;1997;5;415.0;373.0
270;Totaal installaties;Biologische defosfatering in deelstroom;1998;6;335.0;302.0
271;Totaal installaties;Biologische defosfatering in deelstroom;1999;6;335.0;302.0
272;Totaal installaties;Biologische defosfatering in deelstroom;2000;5;284.0;255.0
273;Totaal installaties;Biologische defosfatering in deelstroom;2001;5;284.0;255.0
274;Totaal installaties;Biologische defosfatering in deelstroom;2002;6;307.0;276.0
275;Totaal installaties;Biologische defosfatering in deelstroom;2003;3;240.0;216.0
276;Totaal installaties;Biologische defosfatering in deelstroom;2004;16;415.0;374.0
277;Totaal installaties;Biologische defosfatering in deelstroom;2005;16;438.0;395.0
278;Totaal installaties;Biologische defosfatering in deelstroom;2006;16;438.0;395.0
279;Totaal installaties;Biologische defosfatering in deelstroom;2007;14;418.0;376.0
280;Totaal installaties;Biologische defosfatering in deelstroom;2008;13;372.0;335.0
281;Totaal installaties;Biologische defosfatering in deelstroom;2009;13;372.0;335.0
282;Totaal installaties;Biologische defosfatering in deelstroom;2010;12;317.0;286.0
283;Totaal installaties;Biologische defosfatering in deelstroom;2011;12;317.0;286.0
284;Totaal installaties;Biologische defosfatering in deelstroom;2012;12;317.0;286.0
285;Totaal installaties;Biologische defosfatering in deelstroom;2013;11;312.0;281.0
286;Totaal installaties;Biologisch defosfatering onbekend;1981;0;0.0;0.0
287;Totaal installaties;Biologisch defosfatering onbekend;1985;0;0.0;0.0
288;Totaal installaties;Biologisch defosfatering onbekend;1990;0;0.0;0.0
289;Totaal installaties;Biologisch defosfatering onbekend;1991;0;0.0;0.0
290;Totaal installaties;Biologisch defosfatering onbekend;1992;0;0.0;0.0
291;Totaal installaties;Biologisch defosfatering onbekend;1993;0;0.0;0.0
292;Totaal installaties;Biologisch defosfatering onbekend;1994;8;120.0;108.0
293;Totaal installaties;Biologisch defosfatering onbekend;1995;8;120.0;108.0
294;Totaal installaties;Biologisch defosfatering onbekend;1996;8;120.0;108.0
295;Totaal installaties;Biologisch defosfatering onbekend;1997;7;100.0;90.0
296;Totaal installaties;Biologisch defosfatering onbekend;1998;9;343.0;309.0
297;Totaal installaties;Biologisch defosfatering onbekend;1999;9;368.0;331.0
298;Totaal installaties;Biologisch defosfatering onbekend;2000;8;228.0;205.0
299;Totaal installaties;Biologisch defosfatering onbekend;2001;8;228.0;205.0
300;Totaal installaties;Biologisch defosfatering onbekend;2002;12;669.0;602.0
301;Totaal installaties;Biologisch defosfatering onbekend;2003;7;168.0;151.0
302;Totaal installaties;Biologisch defosfatering onbekend;2004;18;695.0;626.0
303;Totaal installaties;Biologisch defosfatering onbekend;2005;14;631.0;568.0
304;Totaal installaties;Biologisch defosfatering onbekend;2006;14;633.0;569.0
305;Totaal installaties;Biologisch defosfatering onbekend;2007;13;377.0;339.0
306;Totaal installaties;Biologisch defosfatering onbekend;2008;14;397.0;357.0
307;Totaal installaties;Biologisch defosfatering onbekend;2009;16;514.0;462.0
308;Totaal installaties;Biologisch defosfatering onbekend;2010;16;514.0;462.0
309;Totaal installaties;Biologisch defosfatering onbekend;2011;16;514.0;462.0
310;Totaal installaties;Biologisch defosfatering onbekend;2012;16;514.0;462.0
311;Totaal installaties;Biologisch defosfatering onbekend;2013;13;332.0;299.0
312;Totaal installaties;Comb. chemische/biolog. defosfatering;1981;0;0.0;0.0
313;Totaal installaties;Comb. chemische/biolog. defosfatering;1985;0;0.0;0.0
314;Totaal installaties;Comb. chemische/biolog. defosfatering;1990;0;0.0;0.0
315;Totaal installaties;Comb. chemische/biolog. defosfatering;1991;0;0.0;0.0
316;Totaal installaties;Comb. chemische/biolog. defosfatering;1992;0;0.0;0.0
317;Totaal installaties;Comb. chemische/biolog. defosfatering;1993;2;174.0;157.0
318;Totaal installaties;Comb. chemische/biolog. defosfatering;1994;2;174.0;157.0
319;Totaal installaties;Comb. chemische/biolog. defosfatering;1995;3;249.0;224.0
320;Totaal installaties;Comb. chemische/biolog. defosfatering;1996;5;402.0;362.0
321;Totaal installaties;Comb. chemische/biolog. defosfatering;1997;8;876.0;789.0
322;Totaal installaties;Comb. chemische/biolog. defosfatering;1998;10;1487.0;1338.0
323;Totaal installaties;Comb. chemische/biolog. defosfatering;1999;12;1815.0;1633.0
324;Totaal installaties;Comb. chemische/biolog. defosfatering;2000;29;2117.0;1906.0
325;Totaal installaties;Comb. chemische/biolog. defosfatering;2001;26;1932.0;1739.0
326;Totaal installaties;Comb. chemische/biolog. defosfatering;2002;29;1940.0;1746.0
327;Totaal installaties;Comb. chemische/biolog. defosfatering;2003;37;3290.0;2961.0
328;Totaal installaties;Comb. chemische/biolog. defosfatering;2004;47;4032.0;3629.0
329;Totaal installaties;Comb. chemische/biolog. defosfatering;2005;61;5280.0;4752.0
330;Totaal installaties;Comb. chemische/biolog. defosfatering;2006;74;6845.0;6160.0
331;Totaal installaties;Comb. chemische/biolog. defosfatering;2007;89;9036.0;8132.0
332;Totaal installaties;Comb. chemische/biolog. defosfatering;2008;90;9234.0;8310.0
333;Totaal installaties;Comb. chemische/biolog. defosfatering;2009;93;10117.0;9106.0
334;Totaal installaties;Comb. chemische/biolog. defosfatering;2010;95;10525.0;9472.0
335;Totaal installaties;Comb. chemische/biolog. defosfatering;2011;103;10889.0;9800.0
336;Totaal installaties;Comb. chemische/biolog. defosfatering;2012;105;11247.0;10123.0
337;Totaal installaties;Comb. chemische/biolog. defosfatering;2013;108;11849.0;10664.0
