ID;Regiokenmerken;Perioden;TotaalGemeentelijkeHeffingen_1;TotaalBelastingen_2;OnroerendeZaakbelastingGebruikers_3;OnroerendeZaakbelastingEigenaren_4;Hondenbelasting_5;Toeristenbelasting_6;Reclamebelasting_7;Baatbelasting_8;Forensenbelasting_9;Parkeerbelasting_10;Precariobelasting_11;RoerendeWoonEnBedrijfsrBelastingen_12;TotaalRetributies_13;RioolheffingGecombineerd_14;RioolheffingHuishoudelijkBedrijfafval_15;RioolheffingGrondEnHemelwater_16;ReinigingsrechtenEnAfvalstoffenheffing_17;Begraafplaatsrechten_18;Bouwvergunningen_19;SecretarielegesBurgerzaken_20;Marktgelden_21;TotaalGemeentelijkeHeffingen_22;TotaalBelastingen_23;OnroerendeZaakbelastingGebruikers_24;OnroerendeZaakbelastingEigenaren_25;Hondenbelasting_26;Toeristenbelasting_27;Reclamebelasting_28;Baatbelasting_29;Forensenbelasting_30;Parkeerbelasting_31;Precariobelasting_32;RoerendeWoonEnBedrijfsrBelastingen_33;TotaalRetributies_34;RioolheffingGecombineerd_35;RioolheffingHuishoudelijkBedrijfafval_36;RioolheffingGrondEnHemelwater_37;ReinigingsrechtenEnAfvalstoffenheffing_38;Begraafplaatsrechten_39;Bouwvergunningen_40;SecretarielegesBurgerzaken_41;Marktgelden_42
10;Nederland;2014;8662.0;4643.0;691.0;2851.0;65.0;180.0;24.0;2.0;29.0;642.0;159.0;1.0;4019.0;1482.0;10.0;3.0;1712.0;109.0;371.0;304.0;28.0;515.0;276.0;41.0;169.0;4.0;11.0;1.0;0.0;2.0;38.0;9.0;0.0;239.0;88.0;1.0;0.0;102.0;6.0;22.0;18.0;2.0
11;Nederland;2015;9032.0;4889.0;717.0;2973.0;65.0;207.0;23.0;1.0;29.0;680.0;193.0;2.0;4143.0;1530.0;;;1743.0;117.0;411.0;312.0;29.0;534.0;289.0;42.0;176.0;4.0;12.0;1.0;0.0;2.0;40.0;11.0;0.0;245.0;91.0;;;103.0;7.0;24.0;18.0;2.0
12;Nederland;2016;9396.0;5125.0;722.0;3054.0;62.0;222.0;22.0;1.0;31.0;727.0;283.0;2.0;4271.0;1569.0;;;1743.0;119.0;468.0;343.0;29.0;553.0;302.0;43.0;180.0;4.0;13.0;1.0;0.0;2.0;43.0;17.0;0.0;252.0;92.0;;;103.0;7.0;28.0;20.0;2.0
13;Noord-Nederland (LD);2004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;Noord-Nederland (LD);2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;Noord-Nederland (LD);2006;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16;Noord-Nederland (LD);2007;697.0;316.0;48.0;217.0;3.0;13.0;0.0;1.0;4.0;28.0;1.0;0.0;381.0;121.0;;;183.0;;51.0;27.0;;409.0;185.0;28.0;127.0;2.0;8.0;0.0;1.0;2.0;16.0;1.0;0.0;224.0;71.0;;;107.0;;30.0;16.0;
17;Noord-Nederland (LD);2008;740.0;329.0;49.0;227.0;3.0;15.0;0.0;0.0;4.0;29.0;2.0;0.0;410.0;129.0;0.0;0.0;181.0;10.0;61.0;27.0;2.0;434.0;193.0;29.0;133.0;2.0;9.0;0.0;0.0;3.0;17.0;1.0;0.0;241.0;76.0;0.0;0.0;106.0;6.0;36.0;16.0;1.0
18;Noord-Nederland (LD);2009;746.0;346.0;54.0;239.0;3.0;16.0;0.0;0.0;4.0;27.0;2.0;0.0;399.0;137.0;0.0;0.0;182.0;10.0;40.0;29.0;2.0;436.0;203.0;32.0;140.0;2.0;9.0;0.0;0.0;3.0;16.0;1.0;0.0;234.0;80.0;0.0;0.0;106.0;6.0;24.0;17.0;1.0
19;Noord-Nederland (LD);2010;762.0;356.0;56.0;247.0;3.0;17.0;1.0;0.0;5.0;27.0;1.0;0.0;406.0;125.0;15.0;1.0;183.0;10.0;40.0;29.0;2.0;445.0;208.0;33.0;144.0;2.0;10.0;0.0;0.0;3.0;16.0;1.0;0.0;237.0;73.0;9.0;1.0;107.0;6.0;23.0;17.0;1.0
20;Noord-Nederland (LD);2011;786.0;379.0;59.0;260.0;3.0;18.0;1.0;0.0;5.0;28.0;5.0;0.0;407.0;134.0;16.0;2.0;180.0;11.0;34.0;28.0;2.0;457.0;220.0;34.0;152.0;2.0;10.0;1.0;0.0;3.0;16.0;3.0;0.0;237.0;78.0;9.0;1.0;105.0;6.0;20.0;16.0;1.0
21;Noord-Nederland (LD);2012;809.0;397.0;62.0;272.0;3.0;18.0;1.0;0.0;6.0;28.0;6.0;0.0;412.0;141.0;16.0;2.0;179.0;12.0;33.0;27.0;2.0;471.0;231.0;36.0;158.0;1.0;10.0;1.0;0.0;3.0;16.0;4.0;0.0;240.0;82.0;10.0;1.0;104.0;7.0;19.0;16.0;1.0
22;Noord-Nederland (LD);2013;817.0;415.0;64.0;285.0;3.0;19.0;1.0;0.0;6.0;28.0;9.0;0.0;402.0;158.0;3.0;2.0;176.0;12.0;26.0;25.0;1.0;476.0;242.0;37.0;166.0;2.0;11.0;1.0;0.0;3.0;16.0;5.0;0.0;234.0;92.0;2.0;1.0;103.0;7.0;15.0;14.0;0.0
23;Noord-Nederland (LD);2014;838.0;434.0;66.0;296.0;3.0;20.0;1.0;0.0;6.0;31.0;11.0;0.0;405.0;159.0;3.0;2.0;169.0;12.0;31.0;28.0;1.0;488.0;252.0;38.0;172.0;2.0;11.0;1.0;0.0;4.0;18.0;7.0;0.0;235.0;92.0;2.0;1.0;98.0;7.0;18.0;16.0;0.0
24;Noord-Nederland (LD);2015;874.0;457.0;69.0;307.0;3.0;21.0;1.0;0.0;6.0;34.0;16.0;0.0;416.0;164.0;;;174.0;12.0;35.0;29.0;2.0;508.0;266.0;40.0;179.0;2.0;12.0;1.0;0.0;4.0;20.0;9.0;0.0;242.0;95.0;;;101.0;7.0;20.0;17.0;1.0
25;Noord-Nederland (LD);2016;902.0;481.0;71.0;318.0;3.0;22.0;2.0;0.0;6.0;34.0;25.0;0.0;421.0;167.0;;;172.0;12.0;36.0;32.0;2.0;525.0;280.0;41.0;185.0;2.0;13.0;1.0;0.0;4.0;20.0;15.0;0.0;245.0;97.0;;;100.0;7.0;21.0;18.0;1.0
26;Oost-Nederland (LD);2004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
27;Oost-Nederland (LD);2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
28;Oost-Nederland (LD);2006;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
29;Oost-Nederland (LD);2007;1362.0;659.0;113.0;445.0;14.0;14.0;1.0;1.0;5.0;63.0;4.0;0.0;703.0;224.0;;;305.0;;115.0;58.0;;392.0;190.0;32.0;128.0;4.0;4.0;0.0;0.0;1.0;18.0;1.0;0.0;202.0;64.0;;;88.0;;33.0;17.0;
30;Oost-Nederland (LD);2008;1456.0;690.0;105.0;476.0;15.0;15.0;1.0;0.0;5.0;69.0;4.0;0.0;766.0;246.0;0.0;0.0;306.0;22.0;128.0;59.0;5.0;418.0;198.0;30.0;137.0;4.0;4.0;0.0;0.0;2.0;20.0;1.0;0.0;220.0;71.0;0.0;0.0;88.0;6.0;37.0;17.0;1.0
31;Oost-Nederland (LD);2009;1479.0;730.0;113.0;508.0;15.0;15.0;3.0;0.0;6.0;66.0;4.0;0.0;749.0;253.0;0.0;0.0;308.0;21.0;101.0;61.0;5.0;423.0;209.0;32.0;145.0;4.0;4.0;1.0;0.0;2.0;19.0;1.0;0.0;214.0;72.0;0.0;0.0;88.0;6.0;29.0;18.0;1.0
32;Oost-Nederland (LD);2010;1506.0;754.0;119.0;526.0;15.0;16.0;4.0;-5.0;6.0;68.0;4.0;0.0;753.0;258.0;4.0;0.0;309.0;22.0;93.0;60.0;6.0;428.0;214.0;34.0;149.0;4.0;4.0;1.0;-1.0;2.0;19.0;1.0;0.0;214.0;73.0;1.0;0.0;88.0;6.0;27.0;17.0;2.0
33;Oost-Nederland (LD);2011;1547.0;786.0;123.0;544.0;16.0;17.0;4.0;0.0;6.0;70.0;5.0;0.0;761.0;270.0;4.0;0.0;312.0;22.0;89.0;60.0;5.0;438.0;222.0;35.0;154.0;4.0;5.0;1.0;0.0;2.0;20.0;2.0;0.0;216.0;76.0;1.0;0.0;88.0;6.0;25.0;17.0;1.0
34;Oost-Nederland (LD);2012;1579.0;829.0;128.0;574.0;15.0;19.0;4.0;0.0;7.0;70.0;11.0;0.0;750.0;280.0;4.0;0.0;301.0;24.0;76.0;59.0;6.0;445.0;234.0;36.0;162.0;4.0;5.0;1.0;0.0;2.0;20.0;3.0;0.0;212.0;79.0;1.0;0.0;85.0;7.0;21.0;17.0;2.0
35;Oost-Nederland (LD);2013;1602.0;863.0;132.0;597.0;16.0;19.0;5.0;0.0;7.0;73.0;14.0;0.0;739.0;289.0;5.0;0.0;296.0;24.0;66.0;54.0;5.0;451.0;243.0;37.0;168.0;4.0;5.0;1.0;0.0;2.0;21.0;4.0;0.0;208.0;81.0;1.0;0.0;83.0;7.0;19.0;15.0;2.0
36;Oost-Nederland (LD);2014;1655.0;903.0;134.0;615.0;16.0;20.0;5.0;0.0;7.0;73.0;32.0;0.0;752.0;296.0;5.0;0.0;293.0;23.0;68.0;61.0;6.0;465.0;254.0;38.0;173.0;4.0;6.0;1.0;0.0;2.0;21.0;9.0;0.0;211.0;83.0;1.0;0.0;82.0;7.0;19.0;17.0;2.0
37;Oost-Nederland (LD);2015;1728.0;950.0;133.0;647.0;16.0;21.0;5.0;0.0;7.0;74.0;47.0;0.0;777.0;313.0;;;294.0;25.0;78.0;62.0;5.0;484.0;266.0;37.0;181.0;4.0;6.0;2.0;0.0;2.0;21.0;13.0;0.0;218.0;88.0;;;82.0;7.0;22.0;17.0;1.0
38;Oost-Nederland (LD);2016;1794.0;1005.0;131.0;677.0;15.0;23.0;6.0;0.0;7.0;74.0;72.0;0.0;789.0;319.0;;;290.0;26.0;81.0;69.0;5.0;501.0;281.0;37.0;189.0;4.0;6.0;2.0;0.0;2.0;21.0;20.0;0.0;220.0;89.0;;;81.0;7.0;23.0;19.0;1.0
39;West-Nederland (LD);2004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
40;West-Nederland (LD);2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
41;West-Nederland (LD);2006;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
42;West-Nederland (LD);2007;3619.0;1857.0;266.0;1050.0;24.0;77.0;10.0;1.0;11.0;324.0;91.0;3.0;1762.0;504.0;;;847.0;;266.0;144.0;;474.0;243.0;35.0;137.0;3.0;10.0;1.0;0.0;1.0;42.0;12.0;0.0;231.0;66.0;;;111.0;;35.0;19.0;
43;West-Nederland (LD);2008;3841.0;1933.0;282.0;1098.0;24.0;83.0;8.0;0.0;12.0;326.0;98.0;2.0;1908.0;544.0;1.0;0.0;856.0;58.0;285.0;148.0;17.0;501.0;252.0;37.0;143.0;3.0;11.0;1.0;0.0;2.0;42.0;13.0;0.0;249.0;71.0;0.0;0.0;112.0;8.0;37.0;19.0;2.0
44;West-Nederland (LD);2009;3909.0;1991.0;297.0;1131.0;25.0;68.0;10.0;0.0;13.0;350.0;96.0;2.0;1918.0;579.0;0.0;0.0;887.0;59.0;218.0;155.0;19.0;506.0;258.0;38.0;146.0;3.0;9.0;1.0;0.0;2.0;45.0;12.0;0.0;248.0;75.0;0.0;0.0;115.0;8.0;28.0;20.0;2.0
45;West-Nederland (LD);2010;4003.0;2071.0;308.0;1174.0;26.0;75.0;12.0;0.0;13.0;369.0;92.0;2.0;1932.0;609.0;1.0;0.0;886.0;62.0;206.0;151.0;17.0;515.0;266.0;40.0;151.0;3.0;10.0;1.0;0.0;2.0;47.0;12.0;0.0;248.0;78.0;0.0;0.0;114.0;8.0;26.0;19.0;2.0
46;West-Nederland (LD);2011;4150.0;2175.0;318.0;1224.0;27.0;88.0;11.0;1.0;14.0;401.0;90.0;2.0;1975.0;640.0;1.0;0.0;894.0;63.0;212.0;149.0;17.0;530.0;278.0;41.0;156.0;3.0;11.0;1.0;0.0;2.0;51.0;12.0;0.0;252.0;82.0;0.0;0.0;114.0;8.0;27.0;19.0;2.0
47;West-Nederland (LD);2012;4275.0;2288.0;342.0;1289.0;29.0;95.0;10.0;0.0;15.0;409.0;96.0;2.0;1986.0;664.0;1.0;0.0;894.0;65.0;191.0;153.0;18.0;542.0;290.0;43.0;164.0;4.0;12.0;1.0;0.0;2.0;52.0;12.0;0.0;252.0;84.0;0.0;0.0;113.0;8.0;24.0;19.0;2.0
48;West-Nederland (LD);2013;4328.0;2344.0;348.0;1314.0;30.0;99.0;10.0;0.0;16.0;418.0;107.0;1.0;1984.0;682.0;1.0;0.0;910.0;65.0;173.0;135.0;18.0;547.0;296.0;44.0;166.0;4.0;13.0;1.0;0.0;2.0;53.0;14.0;0.0;251.0;86.0;0.0;0.0;115.0;8.0;22.0;17.0;2.0
49;West-Nederland (LD);2014;4466.0;2414.0;357.0;1343.0;29.0;111.0;11.0;1.0;15.0;436.0;109.0;1.0;2052.0;701.0;1.0;0.0;916.0;66.0;201.0;150.0;17.0;562.0;304.0;45.0;169.0;4.0;14.0;1.0;0.0;2.0;55.0;14.0;0.0;258.0;88.0;0.0;0.0;115.0;8.0;25.0;19.0;2.0
50;West-Nederland (LD);2015;4671.0;2554.0;376.0;1398.0;30.0;131.0;10.0;0.0;14.0;469.0;123.0;2.0;2116.0;718.0;;;937.0;71.0;218.0;154.0;17.0;583.0;319.0;47.0;175.0;4.0;16.0;1.0;0.0;2.0;59.0;15.0;0.0;264.0;90.0;;;117.0;9.0;27.0;19.0;2.0
51;West-Nederland (LD);2016;4905.0;2699.0;382.0;1428.0;27.0;143.0;8.0;0.0;16.0;515.0;177.0;2.0;2207.0;741.0;;;943.0;73.0;262.0;170.0;18.0;608.0;335.0;47.0;177.0;3.0;18.0;1.0;0.0;2.0;64.0;22.0;0.0;274.0;92.0;;;117.0;9.0;32.0;21.0;2.0
52;Zuid-Nederland (LD);2004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
53;Zuid-Nederland (LD);2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
54;Zuid-Nederland (LD);2006;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
55;Zuid-Nederland (LD);2007;1464.0;665.0;100.0;442.0;13.0;21.0;1.0;1.0;1.0;80.0;6.0;0.0;799.0;250.0;;;366.0;;120.0;63.0;;413.0;188.0;28.0;125.0;4.0;6.0;0.0;0.0;0.0;23.0;2.0;0.0;225.0;71.0;;;103.0;;34.0;18.0;
56;Zuid-Nederland (LD);2008;1542.0;700.0;103.0;457.0;14.0;23.0;1.0;1.0;1.0;93.0;6.0;0.0;842.0;266.0;1.0;1.0;371.0;8.0;129.0;61.0;5.0;434.0;197.0;29.0;129.0;4.0;7.0;0.0;0.0;0.0;26.0;2.0;0.0;237.0;75.0;0.0;0.0;105.0;2.0;36.0;17.0;1.0
57;Zuid-Nederland (LD);2009;1559.0;735.0;111.0;482.0;15.0;23.0;3.0;1.0;1.0;95.0;6.0;0.0;824.0;277.0;1.0;1.0;371.0;8.0;96.0;64.0;5.0;438.0;207.0;31.0;136.0;4.0;6.0;1.0;0.0;0.0;27.0;2.0;0.0;232.0;78.0;0.0;0.0;104.0;2.0;27.0;18.0;1.0
58;Zuid-Nederland (LD);2010;1597.0;761.0;114.0;500.0;15.0;24.0;3.0;0.0;1.0;99.0;5.0;0.0;836.0;288.0;1.0;1.0;374.0;8.0;96.0;62.0;5.0;448.0;213.0;32.0;140.0;4.0;7.0;1.0;0.0;0.0;28.0;2.0;0.0;234.0;81.0;0.0;0.0;105.0;2.0;27.0;17.0;1.0
59;Zuid-Nederland (LD);2011;1629.0;792.0;119.0;521.0;16.0;25.0;4.0;0.0;1.0;99.0;6.0;0.0;837.0;299.0;1.0;1.0;372.0;8.0;89.0;62.0;5.0;456.0;221.0;33.0;146.0;4.0;7.0;1.0;0.0;0.0;28.0;2.0;0.0;234.0;84.0;0.0;0.0;104.0;2.0;25.0;17.0;1.0
60;Zuid-Nederland (LD);2012;1657.0;825.0;124.0;543.0;17.0;27.0;4.0;0.0;1.0;102.0;6.0;0.0;833.0;308.0;1.0;1.0;364.0;8.0;81.0;64.0;5.0;462.0;230.0;35.0;151.0;5.0;8.0;1.0;0.0;0.0;28.0;2.0;0.0;232.0;86.0;0.0;0.0;101.0;2.0;23.0;18.0;1.0
61;Zuid-Nederland (LD);2013;1670.0;866.0;130.0;576.0;17.0;29.0;5.0;0.0;1.0;102.0;7.0;0.0;804.0;315.0;1.0;1.0;349.0;9.0;69.0;56.0;5.0;465.0;241.0;36.0;160.0;5.0;8.0;1.0;0.0;0.0;28.0;2.0;0.0;224.0;88.0;0.0;0.0;97.0;2.0;19.0;16.0;1.0
62;Zuid-Nederland (LD);2014;1703.0;892.0;133.0;596.0;17.0;29.0;6.0;0.0;1.0;102.0;6.0;0.0;811.0;326.0;1.0;1.0;334.0;8.0;71.0;65.0;5.0;473.0;248.0;37.0;166.0;5.0;8.0;2.0;0.0;0.0;28.0;2.0;0.0;225.0;91.0;0.0;0.0;93.0;2.0;20.0;18.0;1.0
63;Zuid-Nederland (LD);2015;1760.0;927.0;139.0;621.0;17.0;33.0;6.0;0.0;1.0;103.0;7.0;0.0;833.0;336.0;;;338.0;9.0;80.0;66.0;5.0;488.0;257.0;39.0;172.0;5.0;9.0;2.0;0.0;0.0;28.0;2.0;0.0;231.0;93.0;;;94.0;2.0;22.0;18.0;1.0
64;Zuid-Nederland (LD);2016;1794.0;940.0;137.0;630.0;17.0;35.0;7.0;0.0;1.0;104.0;9.0;0.0;854.0;342.0;;;337.0;8.0;90.0;73.0;4.0;496.0;260.0;38.0;174.0;5.0;10.0;2.0;0.0;0.0;29.0;2.0;0.0;236.0;95.0;;;93.0;2.0;25.0;20.0;1.0
65;Groningen (PV);2004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
66;Groningen (PV);2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
67;Groningen (PV);2006;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
68;Groningen (PV);2007;249.0;116.0;20.0;81.0;1.0;1.0;0.0;0.0;0.0;11.0;1.0;0.0;133.0;42.0;;;62.0;;20.0;9.0;;434.0;202.0;36.0;140.0;2.0;2.0;0.0;0.0;0.0;20.0;1.0;0.0;233.0;74.0;;;108.0;;35.0;16.0;
69;Groningen (PV);2008;268.0;121.0;21.0;84.0;1.0;1.0;0.0;0.0;0.0;12.0;1.0;0.0;147.0;45.0;0.0;0.0;62.0;3.0;26.0;10.0;1.0;468.0;211.0;37.0;147.0;2.0;3.0;0.0;0.0;0.0;20.0;2.0;0.0;257.0;79.0;0.0;0.0;108.0;6.0;45.0;17.0;1.0
70;Groningen (PV);2009;266.0;126.0;24.0;88.0;1.0;2.0;0.0;0.0;0.0;9.0;1.0;0.0;140.0;48.0;0.0;0.0;63.0;4.0;15.0;10.0;1.0;463.0;219.0;42.0;153.0;2.0;3.0;0.0;0.0;0.0;16.0;2.0;0.0;244.0;83.0;0.0;0.0;109.0;6.0;26.0;18.0;1.0
71;Groningen (PV);2010;272.0;128.0;25.0;91.0;1.0;2.0;0.0;0.0;0.0;8.0;0.0;0.0;144.0;37.0;13.0;0.0;64.0;3.0;15.0;10.0;1.0;471.0;222.0;43.0;158.0;2.0;3.0;0.0;0.0;0.0;14.0;0.0;0.0;249.0;64.0;22.0;0.0;112.0;6.0;27.0;18.0;2.0
72;Groningen (PV);2011;280.0;137.0;26.0;98.0;1.0;2.0;0.0;0.0;0.0;8.0;1.0;0.0;143.0;38.0;13.0;0.0;64.0;3.0;13.0;10.0;1.0;483.0;236.0;45.0;169.0;2.0;4.0;0.0;0.0;0.0;14.0;1.0;0.0;246.0;65.0;23.0;0.0;111.0;6.0;23.0;16.0;2.0
73;Groningen (PV);2012;288.0;144.0;28.0;102.0;1.0;2.0;0.0;0.0;0.0;8.0;1.0;0.0;145.0;39.0;14.0;0.0;64.0;4.0;13.0;10.0;1.0;497.0;248.0;48.0;176.0;2.0;4.0;1.0;0.0;0.0;14.0;2.0;0.0;249.0;68.0;24.0;0.0;110.0;7.0;22.0;17.0;2.0
74;Groningen (PV);2013;291.0;152.0;30.0;108.0;1.0;3.0;0.0;0.0;0.0;8.0;1.0;0.0;139.0;54.0;0.0;0.0;63.0;3.0;10.0;9.0;0.0;501.0;262.0;51.0;186.0;2.0;4.0;1.0;0.0;0.0;14.0;2.0;0.0;239.0;94.0;0.0;0.0;109.0;6.0;17.0;16.0;-1.0
75;Groningen (PV);2014;301.0;159.0;30.0;112.0;1.0;2.0;0.0;0.0;0.0;12.0;1.0;0.0;141.0;55.0;0.0;0.0;61.0;4.0;12.0;10.0;0.0;516.0;274.0;51.0;192.0;2.0;4.0;1.0;0.0;0.0;20.0;2.0;0.0;243.0;95.0;0.0;0.0;104.0;7.0;20.0;17.0;-1.0
76;Groningen (PV);2015;317.0;170.0;31.0;117.0;1.0;2.0;1.0;0.0;0.0;14.0;4.0;0.0;147.0;55.0;;;63.0;4.0;14.0;10.0;1.0;543.0;291.0;53.0;200.0;2.0;4.0;1.0;0.0;1.0;24.0;6.0;0.0;252.0;95.0;;;107.0;6.0;24.0;18.0;2.0
77;Groningen (PV);2016;327.0;178.0;33.0;122.0;1.0;2.0;1.0;0.0;0.0;14.0;4.0;0.0;149.0;57.0;;;62.0;4.0;15.0;11.0;1.0;560.0;305.0;57.0;210.0;2.0;4.0;1.0;0.0;0.0;23.0;6.0;0.0;255.0;97.0;;;106.0;6.0;25.0;19.0;2.0
78;Friesland (PV);2004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
79;Friesland (PV);2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
80;Friesland (PV);2006;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
81;Friesland (PV);2007;257.0;117.0;17.0;77.0;1.0;8.0;0.0;1.0;2.0;9.0;1.0;0.0;140.0;44.0;;;70.0;;17.0;10.0;;400.0;182.0;27.0;120.0;2.0;12.0;0.0;2.0;4.0;14.0;1.0;0.0;218.0;68.0;;;109.0;;26.0;15.0;
82;Friesland (PV);2008;271.0;122.0;17.0;82.0;1.0;9.0;0.0;0.0;3.0;10.0;1.0;0.0;149.0;48.0;0.0;0.0;67.0;3.0;20.0;10.0;0.0;421.0;190.0;26.0;127.0;2.0;14.0;0.0;0.0;5.0;16.0;1.0;0.0;231.0;74.0;0.0;0.0;105.0;5.0;31.0;15.0;1.0
