ID;Geslacht;Leeftijd;Operaties;Perioden;AantalOperaties_1;AantalOperatiesPer10000Inwoners_2;AantalOperaties_3;AantalOperatiesPer10000Inwoners_4;AantalOperaties_5;AantalOperatiesPer10000Inwoners_6
1231;Totaal mannen en vrouwen;0 tot 20 jaar;32;2010;52.0;0.1;52.0;0.1;;
1232;Totaal mannen en vrouwen;0 tot 20 jaar;33;1995;350.0;0.9;341.0;0.9;;
1233;Totaal mannen en vrouwen;0 tot 20 jaar;33;1996;361.0;1.0;350.0;0.9;11.0;0.0
1234;Totaal mannen en vrouwen;0 tot 20 jaar;33;1997;399.0;1.1;383.0;1.0;16.0;0.0
1235;Totaal mannen en vrouwen;0 tot 20 jaar;33;1998;361.0;0.9;350.0;0.9;11.0;0.0
1236;Totaal mannen en vrouwen;0 tot 20 jaar;33;1999;285.0;0.7;274.0;0.7;11.0;0.0
1237;Totaal mannen en vrouwen;0 tot 20 jaar;33;2000;300.0;0.8;287.0;0.7;13.0;0.0
1238;Totaal mannen en vrouwen;0 tot 20 jaar;33;2001;223.0;0.6;220.0;0.6;;
1239;Totaal mannen en vrouwen;0 tot 20 jaar;33;2002;209.0;0.5;206.0;0.5;;
1240;Totaal mannen en vrouwen;0 tot 20 jaar;33;2003;190.0;0.5;183.0;0.5;;
1241;Totaal mannen en vrouwen;0 tot 20 jaar;33;2004;181.0;0.5;174.0;0.4;;
1242;Totaal mannen en vrouwen;0 tot 20 jaar;33;2005;176.0;0.4;172.0;0.4;;
1243;Totaal mannen en vrouwen;0 tot 20 jaar;33;2006;202.0;0.5;191.0;0.5;11.0;0.0
1244;Totaal mannen en vrouwen;0 tot 20 jaar;33;2007;179.0;0.5;172.0;0.4;;
1245;Totaal mannen en vrouwen;0 tot 20 jaar;33;2008;129.0;0.3;115.0;0.3;14.0;0.0
1246;Totaal mannen en vrouwen;0 tot 20 jaar;33;2009;124.0;0.3;118.0;0.3;;
1247;Totaal mannen en vrouwen;0 tot 20 jaar;33;2010;135.0;0.3;132.0;0.3;;
1248;Totaal mannen en vrouwen;0 tot 20 jaar;34;1995;;;;;;
1249;Totaal mannen en vrouwen;0 tot 20 jaar;34;1996;;;;;;
1250;Totaal mannen en vrouwen;0 tot 20 jaar;34;1997;17.0;0.0;16.0;0.0;;
1251;Totaal mannen en vrouwen;0 tot 20 jaar;34;1998;;;;;;
1252;Totaal mannen en vrouwen;0 tot 20 jaar;34;1999;;;;;;
1253;Totaal mannen en vrouwen;0 tot 20 jaar;34;2000;;;;;;
1254;Totaal mannen en vrouwen;0 tot 20 jaar;34;2001;;;;;;
1255;Totaal mannen en vrouwen;0 tot 20 jaar;34;2002;;;;;;
1256;Totaal mannen en vrouwen;0 tot 20 jaar;34;2003;;;;;;
1257;Totaal mannen en vrouwen;0 tot 20 jaar;34;2004;;;;;;
1258;Totaal mannen en vrouwen;0 tot 20 jaar;34;2005;16.0;0.0;16.0;0.0;;
1259;Totaal mannen en vrouwen;0 tot 20 jaar;34;2006;30.0;0.1;30.0;0.1;;
1260;Totaal mannen en vrouwen;0 tot 20 jaar;34;2007;13.0;0.0;13.0;0.0;;
1261;Totaal mannen en vrouwen;0 tot 20 jaar;34;2008;13.0;0.0;13.0;0.0;;
1262;Totaal mannen en vrouwen;0 tot 20 jaar;34;2009;;;;;;
1263;Totaal mannen en vrouwen;0 tot 20 jaar;34;2010;;;;;;
1264;Totaal mannen en vrouwen;0 tot 20 jaar;35;1995;;;;;;
1265;Totaal mannen en vrouwen;0 tot 20 jaar;35;1996;;;;;;
1266;Totaal mannen en vrouwen;0 tot 20 jaar;35;1997;;;;;;
1267;Totaal mannen en vrouwen;0 tot 20 jaar;35;1998;;;;;;
1268;Totaal mannen en vrouwen;0 tot 20 jaar;35;1999;;;;;;
1269;Totaal mannen en vrouwen;0 tot 20 jaar;35;2000;;;;;;
1270;Totaal mannen en vrouwen;0 tot 20 jaar;35;2001;;;;;;
1271;Totaal mannen en vrouwen;0 tot 20 jaar;35;2002;;;;;;
1272;Totaal mannen en vrouwen;0 tot 20 jaar;35;2003;;;;;;
1273;Totaal mannen en vrouwen;0 tot 20 jaar;35;2004;;;;;;
1274;Totaal mannen en vrouwen;0 tot 20 jaar;35;2005;;;;;;
1275;Totaal mannen en vrouwen;0 tot 20 jaar;35;2006;;;;;;
1276;Totaal mannen en vrouwen;0 tot 20 jaar;35;2007;;;;;;
1277;Totaal mannen en vrouwen;0 tot 20 jaar;35;2008;;;;;;
1278;Totaal mannen en vrouwen;0 tot 20 jaar;35;2009;;;;;;
1279;Totaal mannen en vrouwen;0 tot 20 jaar;35;2010;;;;;;
1280;Totaal mannen en vrouwen;0 tot 20 jaar;36;1995;;;;;;
1281;Totaal mannen en vrouwen;0 tot 20 jaar;36;1996;;;;;;
1282;Totaal mannen en vrouwen;0 tot 20 jaar;36;1997;;;;;;
1283;Totaal mannen en vrouwen;0 tot 20 jaar;36;1998;;;;;;
1284;Totaal mannen en vrouwen;0 tot 20 jaar;36;1999;;;;;;
1285;Totaal mannen en vrouwen;0 tot 20 jaar;36;2000;;;;;;
1286;Totaal mannen en vrouwen;0 tot 20 jaar;36;2001;;;;;;
1287;Totaal mannen en vrouwen;0 tot 20 jaar;36;2002;;;;;;
1288;Totaal mannen en vrouwen;0 tot 20 jaar;36;2003;;;;;;
1289;Totaal mannen en vrouwen;0 tot 20 jaar;36;2004;;;;;;
1290;Totaal mannen en vrouwen;0 tot 20 jaar;36;2005;;;;;;
1291;Totaal mannen en vrouwen;0 tot 20 jaar;36;2006;;;;;;
1292;Totaal mannen en vrouwen;0 tot 20 jaar;36;2007;;;;;;
1293;Totaal mannen en vrouwen;0 tot 20 jaar;36;2008;;;;;;
1294;Totaal mannen en vrouwen;0 tot 20 jaar;36;2009;;;;;;
1295;Totaal mannen en vrouwen;0 tot 20 jaar;36;2010;;;;;;
1296;Totaal mannen en vrouwen;0 tot 20 jaar;37;1995;50.0;0.1;50.0;0.1;;
1297;Totaal mannen en vrouwen;0 tot 20 jaar;37;1996;44.0;0.1;44.0;0.1;;
1298;Totaal mannen en vrouwen;0 tot 20 jaar;37;1997;45.0;0.1;44.0;0.1;;
1299;Totaal mannen en vrouwen;0 tot 20 jaar;37;1998;56.0;0.1;54.0;0.1;;
1300;Totaal mannen en vrouwen;0 tot 20 jaar;37;1999;64.0;0.2;63.0;0.2;;
1301;Totaal mannen en vrouwen;0 tot 20 jaar;37;2000;39.0;0.1;39.0;0.1;;
1302;Totaal mannen en vrouwen;0 tot 20 jaar;37;2001;71.0;0.2;70.0;0.2;;
1303;Totaal mannen en vrouwen;0 tot 20 jaar;37;2002;110.0;0.3;109.0;0.3;;
1304;Totaal mannen en vrouwen;0 tot 20 jaar;37;2003;56.0;0.1;54.0;0.1;;
1305;Totaal mannen en vrouwen;0 tot 20 jaar;37;2004;54.0;0.1;52.0;0.1;;
1306;Totaal mannen en vrouwen;0 tot 20 jaar;37;2005;41.0;0.1;41.0;0.1;;
1307;Totaal mannen en vrouwen;0 tot 20 jaar;37;2006;85.0;0.2;78.0;0.2;;
1308;Totaal mannen en vrouwen;0 tot 20 jaar;37;2007;67.0;0.2;66.0;0.2;;
1309;Totaal mannen en vrouwen;0 tot 20 jaar;37;2008;68.0;0.2;66.0;0.2;;
1310;Totaal mannen en vrouwen;0 tot 20 jaar;37;2009;52.0;0.1;42.0;0.1;10.0;0.0
1311;Totaal mannen en vrouwen;0 tot 20 jaar;37;2010;67.0;0.2;57.0;0.2;10.0;0.0
1312;Totaal mannen en vrouwen;0 tot 20 jaar;38;1995;;;;;;
1313;Totaal mannen en vrouwen;0 tot 20 jaar;38;1996;;;;;;
1314;Totaal mannen en vrouwen;0 tot 20 jaar;38;1997;;;;;;
1315;Totaal mannen en vrouwen;0 tot 20 jaar;38;1998;;;;;;
1316;Totaal mannen en vrouwen;0 tot 20 jaar;38;1999;;;;;;
1317;Totaal mannen en vrouwen;0 tot 20 jaar;38;2000;;;;;;
1318;Totaal mannen en vrouwen;0 tot 20 jaar;38;2001;;;;;;
1319;Totaal mannen en vrouwen;0 tot 20 jaar;38;2002;;;;;;
1320;Totaal mannen en vrouwen;0 tot 20 jaar;38;2003;;;;;;
1321;Totaal mannen en vrouwen;0 tot 20 jaar;38;2004;;;;;;
1322;Totaal mannen en vrouwen;0 tot 20 jaar;38;2005;;;;;;
1323;Totaal mannen en vrouwen;0 tot 20 jaar;38;2006;;;;;;
1324;Totaal mannen en vrouwen;0 tot 20 jaar;38;2007;;;;;;
1325;Totaal mannen en vrouwen;0 tot 20 jaar;38;2008;;;;;;
1326;Totaal mannen en vrouwen;0 tot 20 jaar;38;2009;;;;;;
1327;Totaal mannen en vrouwen;0 tot 20 jaar;38;2010;;;;;;
1328;Totaal mannen en vrouwen;0 tot 20 jaar;39;1995;;;;;;
1329;Totaal mannen en vrouwen;0 tot 20 jaar;39;1996;;;;;;
1330;Totaal mannen en vrouwen;0 tot 20 jaar;39;1997;;;;;;
1331;Totaal mannen en vrouwen;0 tot 20 jaar;39;1998;;;;;;
1332;Totaal mannen en vrouwen;0 tot 20 jaar;39;1999;;;;;;
1333;Totaal mannen en vrouwen;0 tot 20 jaar;39;2000;;;;;;
1334;Totaal mannen en vrouwen;0 tot 20 jaar;39;2001;;;;;;
1335;Totaal mannen en vrouwen;0 tot 20 jaar;39;2002;;;;;;
1336;Totaal mannen en vrouwen;0 tot 20 jaar;39;2003;;;;;;
1337;Totaal mannen en vrouwen;0 tot 20 jaar;39;2004;;;;;;
1338;Totaal mannen en vrouwen;0 tot 20 jaar;39;2005;;;;;;
1339;Totaal mannen en vrouwen;0 tot 20 jaar;39;2006;;;;;;
1340;Totaal mannen en vrouwen;0 tot 20 jaar;39;2007;;;;;;
1341;Totaal mannen en vrouwen;0 tot 20 jaar;39;2008;;;;;;
1342;Totaal mannen en vrouwen;0 tot 20 jaar;39;2009;;;;;;
1343;Totaal mannen en vrouwen;0 tot 20 jaar;39;2010;;;;;;
1344;Totaal mannen en vrouwen;0 tot 20 jaar;40;1995;;;;;;
1345;Totaal mannen en vrouwen;0 tot 20 jaar;40;1996;;;;;;
1346;Totaal mannen en vrouwen;0 tot 20 jaar;40;1997;;;;;;
1347;Totaal mannen en vrouwen;0 tot 20 jaar;40;1998;;;;;;
1348;Totaal mannen en vrouwen;0 tot 20 jaar;40;1999;31.0;0.1;31.0;0.1;;
1349;Totaal mannen en vrouwen;0 tot 20 jaar;40;2000;54.0;0.1;54.0;0.1;;
1350;Totaal mannen en vrouwen;0 tot 20 jaar;40;2001;30.0;0.1;30.0;0.1;;
1351;Totaal mannen en vrouwen;0 tot 20 jaar;40;2002;40.0;0.1;40.0;0.1;;
1352;Totaal mannen en vrouwen;0 tot 20 jaar;40;2003;29.0;0.1;29.0;0.1;;
1353;Totaal mannen en vrouwen;0 tot 20 jaar;40;2004;39.0;0.1;39.0;0.1;;
1354;Totaal mannen en vrouwen;0 tot 20 jaar;40;2005;43.0;0.1;43.0;0.1;;
1355;Totaal mannen en vrouwen;0 tot 20 jaar;40;2006;48.0;0.1;48.0;0.1;;
1356;Totaal mannen en vrouwen;0 tot 20 jaar;40;2007;42.0;0.1;42.0;0.1;;
1357;Totaal mannen en vrouwen;0 tot 20 jaar;40;2008;58.0;0.1;58.0;0.1;;
1358;Totaal mannen en vrouwen;0 tot 20 jaar;40;2009;35.0;0.1;35.0;0.1;;
1359;Totaal mannen en vrouwen;0 tot 20 jaar;40;2010;28.0;0.1;28.0;0.1;;
1360;Totaal mannen en vrouwen;0 tot 20 jaar;41;1995;;;;;;
1361;Totaal mannen en vrouwen;0 tot 20 jaar;41;1996;;;;;;
1362;Totaal mannen en vrouwen;0 tot 20 jaar;41;1997;;;;;;
1363;Totaal mannen en vrouwen;0 tot 20 jaar;41;1998;;;;;;
1364;Totaal mannen en vrouwen;0 tot 20 jaar;41;1999;;;;;;
1365;Totaal mannen en vrouwen;0 tot 20 jaar;41;2000;;;;;;
1366;Totaal mannen en vrouwen;0 tot 20 jaar;41;2001;;;;;;
1367;Totaal mannen en vrouwen;0 tot 20 jaar;41;2002;;;;;;
1368;Totaal mannen en vrouwen;0 tot 20 jaar;41;2003;;;;;;
1369;Totaal mannen en vrouwen;0 tot 20 jaar;41;2004;;;;;;
1370;Totaal mannen en vrouwen;0 tot 20 jaar;41;2005;;;;;;
1371;Totaal mannen en vrouwen;0 tot 20 jaar;41;2006;;;;;;
1372;Totaal mannen en vrouwen;0 tot 20 jaar;41;2007;;;;;;
1373;Totaal mannen en vrouwen;0 tot 20 jaar;41;2008;;;;;;
1374;Totaal mannen en vrouwen;0 tot 20 jaar;41;2009;;;;;;
1375;Totaal mannen en vrouwen;0 tot 20 jaar;41;2010;;;;;;
1376;Totaal mannen en vrouwen;0 tot 20 jaar;42;1995;185.0;0.5;185.0;0.5;;
1377;Totaal mannen en vrouwen;0 tot 20 jaar;42;1996;167.0;0.4;167.0;0.4;;
1378;Totaal mannen en vrouwen;0 tot 20 jaar;42;1997;183.0;0.5;183.0;0.5;;
1379;Totaal mannen en vrouwen;0 tot 20 jaar;42;1998;228.0;0.6;228.0;0.6;;
1380;Totaal mannen en vrouwen;0 tot 20 jaar;42;1999;216.0;0.6;216.0;0.6;;
1381;Totaal mannen en vrouwen;0 tot 20 jaar;42;2000;247.0;0.6;247.0;0.6;;
1382;Totaal mannen en vrouwen;0 tot 20 jaar;42;2001;350.0;0.9;350.0;0.9;;
1383;Totaal mannen en vrouwen;0 tot 20 jaar;42;2002;359.0;0.9;359.0;0.9;;
1384;Totaal mannen en vrouwen;0 tot 20 jaar;42;2003;341.0;0.9;341.0;0.9;;
1385;Totaal mannen en vrouwen;0 tot 20 jaar;42;2004;246.0;0.6;246.0;0.6;;
1386;Totaal mannen en vrouwen;0 tot 20 jaar;42;2005;230.0;0.6;230.0;0.6;;
1387;Totaal mannen en vrouwen;0 tot 20 jaar;42;2006;223.0;0.6;223.0;0.6;;
1388;Totaal mannen en vrouwen;0 tot 20 jaar;42;2007;253.0;0.6;253.0;0.6;;
1389;Totaal mannen en vrouwen;0 tot 20 jaar;42;2008;258.0;0.7;258.0;0.7;;
1390;Totaal mannen en vrouwen;0 tot 20 jaar;42;2009;235.0;0.6;235.0;0.6;;
1391;Totaal mannen en vrouwen;0 tot 20 jaar;42;2010;280.0;0.7;280.0;0.7;;
1392;Totaal mannen en vrouwen;0 tot 20 jaar;43;1995;;;;;;
1393;Totaal mannen en vrouwen;0 tot 20 jaar;43;1996;;;;;;
1394;Totaal mannen en vrouwen;0 tot 20 jaar;43;1997;;;;;;
1395;Totaal mannen en vrouwen;0 tot 20 jaar;43;1998;;;;;;
1396;Totaal mannen en vrouwen;0 tot 20 jaar;43;1999;;;;;;
1397;Totaal mannen en vrouwen;0 tot 20 jaar;43;2000;;;;;;
1398;Totaal mannen en vrouwen;0 tot 20 jaar;43;2001;;;;;;
1399;Totaal mannen en vrouwen;0 tot 20 jaar;43;2002;;;;;;
1400;Totaal mannen en vrouwen;0 tot 20 jaar;43;2003;;;;;;
1401;Totaal mannen en vrouwen;0 tot 20 jaar;43;2004;;;;;;
1402;Totaal mannen en vrouwen;0 tot 20 jaar;43;2005;10.0;0.0;10.0;0.0;;
1403;Totaal mannen en vrouwen;0 tot 20 jaar;43;2006;11.0;0.0;11.0;0.0;;
1404;Totaal mannen en vrouwen;0 tot 20 jaar;43;2007;15.0;0.0;15.0;0.0;;
1405;Totaal mannen en vrouwen;0 tot 20 jaar;43;2008;13.0;0.0;13.0;0.0;;
1406;Totaal mannen en vrouwen;0 tot 20 jaar;43;2009;;;;;;
1407;Totaal mannen en vrouwen;0 tot 20 jaar;43;2010;12.0;0.0;12.0;0.0;;
1408;Totaal mannen en vrouwen;0 tot 20 jaar;44;1995;319.0;0.8;57.0;0.2;262.0;0.7
1409;Totaal mannen en vrouwen;0 tot 20 jaar;44;1996;271.0;0.7;44.0;0.1;227.0;0.6
1410;Totaal mannen en vrouwen;0 tot 20 jaar;44;1997;253.0;0.7;33.0;0.1;220.0;0.6
1411;Totaal mannen en vrouwen;0 tot 20 jaar;44;1998;289.0;0.8;51.0;0.1;238.0;0.6
1412;Totaal mannen en vrouwen;0 tot 20 jaar;44;1999;301.0;0.8;43.0;0.1;258.0;0.7
1413;Totaal mannen en vrouwen;0 tot 20 jaar;44;2000;298.0;0.8;35.0;0.1;263.0;0.7
1414;Totaal mannen en vrouwen;0 tot 20 jaar;44;2001;359.0;0.9;46.0;0.1;313.0;0.8
1415;Totaal mannen en vrouwen;0 tot 20 jaar;44;2002;321.0;0.8;29.0;0.1;292.0;0.7
1416;Totaal mannen en vrouwen;0 tot 20 jaar;44;2003;318.0;0.8;27.0;0.1;291.0;0.7
1417;Totaal mannen en vrouwen;0 tot 20 jaar;44;2004;359.0;0.9;40.0;0.1;319.0;0.8
1418;Totaal mannen en vrouwen;0 tot 20 jaar;44;2005;354.0;0.9;49.0;0.1;305.0;0.8
1419;Totaal mannen en vrouwen;0 tot 20 jaar;44;2006;363.0;0.9;27.0;0.1;336.0;0.8
1420;Totaal mannen en vrouwen;0 tot 20 jaar;44;2007;377.0;1.0;37.0;0.1;340.0;0.9
1421;Totaal mannen en vrouwen;0 tot 20 jaar;44;2008;302.0;0.8;29.0;0.1;273.0;0.7
1422;Totaal mannen en vrouwen;0 tot 20 jaar;44;2009;298.0;0.8;27.0;0.1;271.0;0.7
1423;Totaal mannen en vrouwen;0 tot 20 jaar;44;2010;314.0;0.8;25.0;0.1;289.0;0.7
1424;Totaal mannen en vrouwen;0 tot 20 jaar;45;1995;109.0;0.3;44.0;0.1;65.0;0.2
1425;Totaal mannen en vrouwen;0 tot 20 jaar;45;1996;106.0;0.3;39.0;0.1;67.0;0.2
1426;Totaal mannen en vrouwen;0 tot 20 jaar;45;1997;107.0;0.3;39.0;0.1;68.0;0.2
1427;Totaal mannen en vrouwen;0 tot 20 jaar;45;1998;111.0;0.3;39.0;0.1;72.0;0.2
1428;Totaal mannen en vrouwen;0 tot 20 jaar;45;1999;95.0;0.2;28.0;0.1;67.0;0.2
1429;Totaal mannen en vrouwen;0 tot 20 jaar;45;2000;100.0;0.3;30.0;0.1;70.0;0.2
1430;Totaal mannen en vrouwen;0 tot 20 jaar;45;2001;88.0;0.2;20.0;0.1;68.0;0.2
1431;Totaal mannen en vrouwen;0 tot 20 jaar;45;2002;117.0;0.3;31.0;0.1;86.0;0.2
1432;Totaal mannen en vrouwen;0 tot 20 jaar;45;2003;136.0;0.3;41.0;0.1;95.0;0.2
1433;Totaal mannen en vrouwen;0 tot 20 jaar;45;2004;100.0;0.3;26.0;0.1;74.0;0.2
1434;Totaal mannen en vrouwen;0 tot 20 jaar;45;2005;111.0;0.3;;;102.0;0.3
1435;Totaal mannen en vrouwen;0 tot 20 jaar;45;2006;98.0;0.2;;;89.0;0.2
1436;Totaal mannen en vrouwen;0 tot 20 jaar;45;2007;104.0;0.3;;;100.0;0.3
1437;Totaal mannen en vrouwen;0 tot 20 jaar;45;2008;94.0;0.2;;;90.0;0.2
1438;Totaal mannen en vrouwen;0 tot 20 jaar;45;2009;100.0;0.3;;;94.0;0.2
1439;Totaal mannen en vrouwen;0 tot 20 jaar;45;2010;101.0;0.3;;;99.0;0.3
1440;Totaal mannen en vrouwen;20 tot 45 jaar;1;1995;347057.0;568.1;233871.0;382.8;113186.0;185.3
1441;Totaal mannen en vrouwen;20 tot 45 jaar;1;1996;346419.0;570.2;229585.0;377.9;116834.0;192.3
1442;Totaal mannen en vrouwen;20 tot 45 jaar;1;1997;340984.0;564.3;224168.0;371.0;116816.0;193.3
1443;Totaal mannen en vrouwen;20 tot 45 jaar;1;1998;338120.0;562.2;219147.0;364.4;118973.0;197.8
1444;Totaal mannen en vrouwen;20 tot 45 jaar;1;1999;337690.0;563.8;215469.0;359.7;122221.0;204.1
1445;Totaal mannen en vrouwen;20 tot 45 jaar;1;2000;331736.0;555.8;211609.0;354.5;120127.0;201.2
1446;Totaal mannen en vrouwen;20 tot 45 jaar;1;2001;331949.0;557.6;210520.0;353.7;121429.0;204.0
1447;Totaal mannen en vrouwen;20 tot 45 jaar;1;2002;341313.0;576.4;212853.0;359.5;128460.0;216.9
1448;Totaal mannen en vrouwen;20 tot 45 jaar;1;2003;345720.0;588.9;212138.0;361.3;133582.0;227.5
1449;Totaal mannen en vrouwen;20 tot 45 jaar;1;2004;359403.0;618.7;216736.0;373.1;142667.0;245.6
1450;Totaal mannen en vrouwen;20 tot 45 jaar;1;2005;349102.0;608.2;208541.0;363.3;140561.0;244.9
1451;Totaal mannen en vrouwen;20 tot 45 jaar;1;2006;347503.0;613.2;207205.0;365.7;140298.0;247.6
1452;Totaal mannen en vrouwen;20 tot 45 jaar;1;2007;346137.0;618.2;201706.0;360.2;144431.0;257.9
1453;Totaal mannen en vrouwen;20 tot 45 jaar;1;2008;351086.0;632.6;203727.0;367.1;147359.0;265.5
1454;Totaal mannen en vrouwen;20 tot 45 jaar;1;2009;351389.0;637.8;204897.0;371.9;146492.0;265.9
1455;Totaal mannen en vrouwen;20 tot 45 jaar;1;2010;360437.0;658.4;206960.0;378.1;153477.0;280.4
1456;Totaal mannen en vrouwen;20 tot 45 jaar;2;1995;975.0;1.6;975.0;1.6;;
1457;Totaal mannen en vrouwen;20 tot 45 jaar;2;1996;1088.0;1.8;1088.0;1.8;;
1458;Totaal mannen en vrouwen;20 tot 45 jaar;2;1997;1123.0;1.9;1123.0;1.9;;
1459;Totaal mannen en vrouwen;20 tot 45 jaar;2;1998;1021.0;1.7;1021.0;1.7;;
1460;Totaal mannen en vrouwen;20 tot 45 jaar;2;1999;1001.0;1.7;1001.0;1.7;;
1461;Totaal mannen en vrouwen;20 tot 45 jaar;2;2000;1010.0;1.7;1010.0;1.7;;
1462;Totaal mannen en vrouwen;20 tot 45 jaar;2;2001;1030.0;1.7;1030.0;1.7;;
1463;Totaal mannen en vrouwen;20 tot 45 jaar;2;2002;1005.0;1.7;1005.0;1.7;;
1464;Totaal mannen en vrouwen;20 tot 45 jaar;2;2003;1116.0;1.9;1116.0;1.9;;
1465;Totaal mannen en vrouwen;20 tot 45 jaar;2;2004;1118.0;1.9;1118.0;1.9;;
1466;Totaal mannen en vrouwen;20 tot 45 jaar;2;2005;1038.0;1.8;1038.0;1.8;;
1467;Totaal mannen en vrouwen;20 tot 45 jaar;2;2006;1038.0;1.8;1038.0;1.8;;
1468;Totaal mannen en vrouwen;20 tot 45 jaar;2;2007;1087.0;1.9;1087.0;1.9;;
1469;Totaal mannen en vrouwen;20 tot 45 jaar;2;2008;1098.0;2.0;1098.0;2.0;;
1470;Totaal mannen en vrouwen;20 tot 45 jaar;2;2009;947.0;1.7;947.0;1.7;;
1471;Totaal mannen en vrouwen;20 tot 45 jaar;2;2010;1038.0;1.9;1038.0;1.9;;
1472;Totaal mannen en vrouwen;20 tot 45 jaar;3;1995;;;;;;
1473;Totaal mannen en vrouwen;20 tot 45 jaar;3;1996;;;;;;
1474;Totaal mannen en vrouwen;20 tot 45 jaar;3;1997;;;;;;
1475;Totaal mannen en vrouwen;20 tot 45 jaar;3;1998;;;;;;
1476;Totaal mannen en vrouwen;20 tot 45 jaar;3;1999;;;;;;
1477;Totaal mannen en vrouwen;20 tot 45 jaar;3;2000;;;;;;
1478;Totaal mannen en vrouwen;20 tot 45 jaar;3;2001;11.0;0.0;11.0;0.0;;
1479;Totaal mannen en vrouwen;20 tot 45 jaar;3;2002;10.0;0.0;10.0;0.0;;
1480;Totaal mannen en vrouwen;20 tot 45 jaar;3;2003;21.0;0.0;21.0;0.0;;
1481;Totaal mannen en vrouwen;20 tot 45 jaar;3;2004;40.0;0.1;40.0;0.1;;
1482;Totaal mannen en vrouwen;20 tot 45 jaar;3;2005;92.0;0.2;92.0;0.2;;
1483;Totaal mannen en vrouwen;20 tot 45 jaar;3;2006;121.0;0.2;121.0;0.2;;
1484;Totaal mannen en vrouwen;20 tot 45 jaar;3;2007;113.0;0.2;113.0;0.2;;
1485;Totaal mannen en vrouwen;20 tot 45 jaar;3;2008;107.0;0.2;107.0;0.2;;
1486;Totaal mannen en vrouwen;20 tot 45 jaar;3;2009;153.0;0.3;153.0;0.3;;
1487;Totaal mannen en vrouwen;20 tot 45 jaar;3;2010;176.0;0.3;176.0;0.3;;
1488;Totaal mannen en vrouwen;20 tot 45 jaar;4;1995;970.0;1.6;970.0;1.6;;
1489;Totaal mannen en vrouwen;20 tot 45 jaar;4;1996;1082.0;1.8;1082.0;1.8;;
1490;Totaal mannen en vrouwen;20 tot 45 jaar;4;1997;1120.0;1.9;1120.0;1.9;;
1491;Totaal mannen en vrouwen;20 tot 45 jaar;4;1998;1017.0;1.7;1017.0;1.7;;
1492;Totaal mannen en vrouwen;20 tot 45 jaar;4;1999;997.0;1.7;997.0;1.7;;
1493;Totaal mannen en vrouwen;20 tot 45 jaar;4;2000;1002.0;1.7;1002.0;1.7;;
1494;Totaal mannen en vrouwen;20 tot 45 jaar;4;2001;1019.0;1.7;1019.0;1.7;;
1495;Totaal mannen en vrouwen;20 tot 45 jaar;4;2002;995.0;1.7;995.0;1.7;;
1496;Totaal mannen en vrouwen;20 tot 45 jaar;4;2003;1095.0;1.9;1095.0;1.9;;
1497;Totaal mannen en vrouwen;20 tot 45 jaar;4;2004;1078.0;1.9;1078.0;1.9;;
1498;Totaal mannen en vrouwen;20 tot 45 jaar;4;2005;946.0;1.6;946.0;1.6;;
1499;Totaal mannen en vrouwen;20 tot 45 jaar;4;2006;917.0;1.6;917.0;1.6;;
1500;Totaal mannen en vrouwen;20 tot 45 jaar;4;2007;974.0;1.7;974.0;1.7;;
1501;Totaal mannen en vrouwen;20 tot 45 jaar;4;2008;991.0;1.8;991.0;1.8;;
1502;Totaal mannen en vrouwen;20 tot 45 jaar;4;2009;794.0;1.4;794.0;1.4;;
1503;Totaal mannen en vrouwen;20 tot 45 jaar;4;2010;862.0;1.6;862.0;1.6;;
1504;Totaal mannen en vrouwen;20 tot 45 jaar;5;1995;6484.0;10.6;6472.0;10.6;12.0;0.0
1505;Totaal mannen en vrouwen;20 tot 45 jaar;5;1996;6307.0;10.4;6297.0;10.4;10.0;0.0
1506;Totaal mannen en vrouwen;20 tot 45 jaar;5;1997;6379.0;10.6;6368.0;10.5;11.0;0.0
1507;Totaal mannen en vrouwen;20 tot 45 jaar;5;1998;6205.0;10.3;6199.0;10.3;;
1508;Totaal mannen en vrouwen;20 tot 45 jaar;5;1999;6249.0;10.4;6242.0;10.4;;
1509;Totaal mannen en vrouwen;20 tot 45 jaar;5;2000;6214.0;10.4;6205.0;10.4;;
1510;Totaal mannen en vrouwen;20 tot 45 jaar;5;2001;6105.0;10.3;6101.0;10.2;;
1511;Totaal mannen en vrouwen;20 tot 45 jaar;5;2002;6025.0;10.2;6016.0;10.2;;
1512;Totaal mannen en vrouwen;20 tot 45 jaar;5;2003;6117.0;10.4;6109.0;10.4;;
1513;Totaal mannen en vrouwen;20 tot 45 jaar;5;2004;5954.0;10.2;5948.0;10.2;;
1514;Totaal mannen en vrouwen;20 tot 45 jaar;5;2005;6156.0;10.7;6148.0;10.7;;
1515;Totaal mannen en vrouwen;20 tot 45 jaar;5;2006;6022.0;10.6;6008.0;10.6;14.0;0.0
1516;Totaal mannen en vrouwen;20 tot 45 jaar;5;2007;5909.0;10.6;5897.0;10.5;12.0;0.0
1517;Totaal mannen en vrouwen;20 tot 45 jaar;5;2008;6057.0;10.9;6044.0;10.9;13.0;0.0
1518;Totaal mannen en vrouwen;20 tot 45 jaar;5;2009;6358.0;11.5;6342.0;11.5;16.0;0.0
1519;Totaal mannen en vrouwen;20 tot 45 jaar;5;2010;6009.0;11.0;5996.0;11.0;13.0;0.0
