ID;RegioS;Inkomensverdeling;AantalHuishoudensAbsoluut_1;AantalHuishoudensIn_2
1919;Asten;"9e-10e 10%-groep; meer dan 41 000 euro";1.5;24.0
1920;Baarle-Nassau;Totaal particulier huishouden;2.8;100.0
1921;Baarle-Nassau;"1e 10%-groep; minder dan 12 600 euro";0.3;13.0
1922;Baarle-Nassau;"2e 10%-groep; 12 600 tot 15 900 euro";0.3;10.0
1923;Baarle-Nassau;"3e 10%-groep; 15 900 tot 19 000 euro";0.3;12.0
1924;Baarle-Nassau;"4e 10%-groep; 19 000 tot 22 400 euro";0.2;7.0
1925;Baarle-Nassau;"5e 10%-groep; 22 400 tot 26 300 euro";0.2;8.0
1926;Baarle-Nassau;"6e 10%-groep; 26 300 tot 30 400 euro";0.3;10.0
1927;Baarle-Nassau;"7e 10%-groep; 30 400 tot 35 000 euro";0.3;10.0
1928;Baarle-Nassau;"8e 10%-groep; 35 000 tot 41 000 euro";0.2;7.0
1929;Baarle-Nassau;"9e 10%-groep; 41 000 tot 51 000 euro";0.3;10.0
1930;Baarle-Nassau;"10e 10%-groep; meer dan 51 000  euro";0.3;12.0
1931;Baarle-Nassau;"1e 10%-groep; minder dan 12 600 euro";0.3;13.0
1932;Baarle-Nassau;"2e-4e 10%-groep; 12 600 tot 22 400 euro";0.8;30.0
1933;Baarle-Nassau;"5e-8e 10%-groep; 22 400 tot 41 000 euro";1.0;36.0
1934;Baarle-Nassau;"9e-10e 10%-groep; meer dan 41 000 euro";0.6;22.0
1935;Baarn;Totaal particulier huishouden;10.4;100.0
1936;Baarn;"1e 10%-groep; minder dan 12 600 euro";0.9;8.0
1937;Baarn;"2e 10%-groep; 12 600 tot 15 900 euro";1.0;9.0
1938;Baarn;"3e 10%-groep; 15 900 tot 19 000 euro";1.0;9.0
1939;Baarn;"4e 10%-groep; 19 000 tot 22 400 euro";1.1;10.0
1940;Baarn;"5e 10%-groep; 22 400 tot 26 300 euro";1.0;9.0
1941;Baarn;"6e 10%-groep; 26 300 tot 30 400 euro";1.0;10.0
1942;Baarn;"7e 10%-groep; 30 400 tot 35 000 euro";1.1;10.0
1943;Baarn;"8e 10%-groep; 35 000 tot 41 000 euro";1.0;9.0
1944;Baarn;"9e 10%-groep; 41 000 tot 51 000 euro";1.1;10.0
1945;Baarn;"10e 10%-groep; meer dan 51 000  euro";1.4;14.0
1946;Baarn;"1e 10%-groep; minder dan 12 600 euro";0.9;8.0
1947;Baarn;"2e-4e 10%-groep; 12 600 tot 22 400 euro";3.0;29.0
1948;Baarn;"5e-8e 10%-groep; 22 400 tot 41 000 euro";4.0;38.0
1949;Baarn;"9e-10e 10%-groep; meer dan 41 000 euro";2.5;24.0
1950;Barendrecht;Totaal particulier huishouden;15.8;100.0
1951;Barendrecht;"1e 10%-groep; minder dan 12 600 euro";0.9;6.0
1952;Barendrecht;"2e 10%-groep; 12 600 tot 15 900 euro";0.9;6.0
1953;Barendrecht;"3e 10%-groep; 15 900 tot 19 000 euro";0.9;6.0
1954;Barendrecht;"4e 10%-groep; 19 000 tot 22 400 euro";1.1;7.0
1955;Barendrecht;"5e 10%-groep; 22 400 tot 26 300 euro";1.4;9.0
1956;Barendrecht;"6e 10%-groep; 26 300 tot 30 400 euro";1.5;9.0
1957;Barendrecht;"7e 10%-groep; 30 400 tot 35 000 euro";2.0;12.0
1958;Barendrecht;"8e 10%-groep; 35 000 tot 41 000 euro";2.2;14.0
1959;Barendrecht;"9e 10%-groep; 41 000 tot 51 000 euro";2.5;16.0
1960;Barendrecht;"10e 10%-groep; meer dan 51 000  euro";2.4;15.0
1961;Barendrecht;"1e 10%-groep; minder dan 12 600 euro";0.9;6.0
1962;Barendrecht;"2e-4e 10%-groep; 12 600 tot 22 400 euro";2.9;18.0
1963;Barendrecht;"5e-8e 10%-groep; 22 400 tot 41 000 euro";7.0;45.0
1964;Barendrecht;"9e-10e 10%-groep; meer dan 41 000 euro";5.0;31.0
1965;Barneveld;Totaal particulier huishouden;17.1;100.0
1966;Barneveld;"1e 10%-groep; minder dan 12 600 euro";1.2;7.0
1967;Barneveld;"2e 10%-groep; 12 600 tot 15 900 euro";1.2;7.0
1968;Barneveld;"3e 10%-groep; 15 900 tot 19 000 euro";1.3;8.0
1969;Barneveld;"4e 10%-groep; 19 000 tot 22 400 euro";1.5;9.0
1970;Barneveld;"5e 10%-groep; 22 400 tot 26 300 euro";1.7;10.0
1971;Barneveld;"6e 10%-groep; 26 300 tot 30 400 euro";2.0;12.0
1972;Barneveld;"7e 10%-groep; 30 400 tot 35 000 euro";1.8;10.0
1973;Barneveld;"8e 10%-groep; 35 000 tot 41 000 euro";2.0;12.0
1974;Barneveld;"9e 10%-groep; 41 000 tot 51 000 euro";2.0;11.0
1975;Barneveld;"10e 10%-groep; meer dan 51 000  euro";2.5;14.0
1976;Barneveld;"1e 10%-groep; minder dan 12 600 euro";1.2;7.0
1977;Barneveld;"2e-4e 10%-groep; 12 600 tot 22 400 euro";4.0;23.0
1978;Barneveld;"5e-8e 10%-groep; 22 400 tot 41 000 euro";7.5;44.0
1979;Barneveld;"9e-10e 10%-groep; meer dan 41 000 euro";4.4;26.0
1980;Bedum;Totaal particulier huishouden;4.1;100.0
1981;Bedum;"1e 10%-groep; minder dan 12 600 euro";0.3;7.0
1982;Bedum;"2e 10%-groep; 12 600 tot 15 900 euro";0.3;8.0
1983;Bedum;"3e 10%-groep; 15 900 tot 19 000 euro";0.5;12.0
1984;Bedum;"4e 10%-groep; 19 000 tot 22 400 euro";0.4;11.0
1985;Bedum;"5e 10%-groep; 22 400 tot 26 300 euro";0.4;9.0
1986;Bedum;"6e 10%-groep; 26 300 tot 30 400 euro";0.5;12.0
1987;Bedum;"7e 10%-groep; 30 400 tot 35 000 euro";0.5;12.0
1988;Bedum;"8e 10%-groep; 35 000 tot 41 000 euro";0.5;12.0
1989;Bedum;"9e 10%-groep; 41 000 tot 51 000 euro";0.4;10.0
1990;Bedum;"10e 10%-groep; meer dan 51 000  euro";0.3;8.0
1991;Bedum;"1e 10%-groep; minder dan 12 600 euro";0.3;7.0
1992;Bedum;"2e-4e 10%-groep; 12 600 tot 22 400 euro";1.3;31.0
1993;Bedum;"5e-8e 10%-groep; 22 400 tot 41 000 euro";1.8;44.0
1994;Bedum;"9e-10e 10%-groep; meer dan 41 000 euro";0.7;18.0
1995;Beek (L.);Totaal particulier huishouden;7.1;100.0
1996;Beek (L.);"1e 10%-groep; minder dan 12 600 euro";0.5;8.0
1997;Beek (L.);"2e 10%-groep; 12 600 tot 15 900 euro";0.7;10.0
1998;Beek (L.);"3e 10%-groep; 15 900 tot 19 000 euro";0.8;11.0
1999;Beek (L.);"4e 10%-groep; 19 000 tot 22 400 euro";0.6;9.0
2000;Beek (L.);"5e 10%-groep; 22 400 tot 26 300 euro";0.6;9.0
2001;Beek (L.);"6e 10%-groep; 26 300 tot 30 400 euro";0.8;11.0
2002;Beek (L.);"7e 10%-groep; 30 400 tot 35 000 euro";0.8;12.0
2003;Beek (L.);"8e 10%-groep; 35 000 tot 41 000 euro";0.8;11.0
2004;Beek (L.);"9e 10%-groep; 41 000 tot 51 000 euro";0.8;11.0
2005;Beek (L.);"10e 10%-groep; meer dan 51 000  euro";0.7;10.0
2006;Beek (L.);"1e 10%-groep; minder dan 12 600 euro";0.5;8.0
2007;Beek (L.);"2e-4e 10%-groep; 12 600 tot 22 400 euro";2.1;29.0
2008;Beek (L.);"5e-8e 10%-groep; 22 400 tot 41 000 euro";3.0;43.0
2009;Beek (L.);"9e-10e 10%-groep; meer dan 41 000 euro";1.4;20.0
2010;Beemster;Totaal particulier huishouden;3.4;100.0
2011;Beemster;"1e 10%-groep; minder dan 12 600 euro";0.2;7.0
2012;Beemster;"2e 10%-groep; 12 600 tot 15 900 euro";0.3;9.0
2013;Beemster;"3e 10%-groep; 15 900 tot 19 000 euro";0.2;7.0
2014;Beemster;"4e 10%-groep; 19 000 tot 22 400 euro";0.3;8.0
2015;Beemster;"5e 10%-groep; 22 400 tot 26 300 euro";0.2;6.0
2016;Beemster;"6e 10%-groep; 26 300 tot 30 400 euro";0.3;10.0
2017;Beemster;"7e 10%-groep; 30 400 tot 35 000 euro";0.3;10.0
2018;Beemster;"8e 10%-groep; 35 000 tot 41 000 euro";0.4;12.0
2019;Beemster;"9e 10%-groep; 41 000 tot 51 000 euro";0.4;12.0
2020;Beemster;"10e 10%-groep; meer dan 51 000  euro";0.6;17.0
2021;Beemster;"1e 10%-groep; minder dan 12 600 euro";0.2;7.0
2022;Beemster;"2e-4e 10%-groep; 12 600 tot 22 400 euro";0.8;25.0
2023;Beemster;"5e-8e 10%-groep; 22 400 tot 41 000 euro";1.3;38.0
2024;Beemster;"9e-10e 10%-groep; meer dan 41 000 euro";1.0;30.0
2025;Beesel;Totaal particulier huishouden;5.4;100.0
2026;Beesel;"1e 10%-groep; minder dan 12 600 euro";0.4;7.0
2027;Beesel;"2e 10%-groep; 12 600 tot 15 900 euro";0.5;10.0
2028;Beesel;"3e 10%-groep; 15 900 tot 19 000 euro";0.6;11.0
2029;Beesel;"4e 10%-groep; 19 000 tot 22 400 euro";0.6;11.0
2030;Beesel;"5e 10%-groep; 22 400 tot 26 300 euro";0.6;11.0
2031;Beesel;"6e 10%-groep; 26 300 tot 30 400 euro";0.7;13.0
2032;Beesel;"7e 10%-groep; 30 400 tot 35 000 euro";0.6;11.0
2033;Beesel;"8e 10%-groep; 35 000 tot 41 000 euro";0.6;11.0
2034;Beesel;"9e 10%-groep; 41 000 tot 51 000 euro";0.5;9.0
2035;Beesel;"10e 10%-groep; meer dan 51 000  euro";0.4;7.0
2036;Beesel;"1e 10%-groep; minder dan 12 600 euro";0.4;7.0
2037;Beesel;"2e-4e 10%-groep; 12 600 tot 22 400 euro";1.7;31.0
2038;Beesel;"5e-8e 10%-groep; 22 400 tot 41 000 euro";2.5;46.0
2039;Beesel;"9e-10e 10%-groep; meer dan 41 000 euro";0.9;16.0
2040;Bellingwedde;Totaal particulier huishouden;4.1;100.0
2041;Bellingwedde;"1e 10%-groep; minder dan 12 600 euro";0.5;12.0
2042;Bellingwedde;"2e 10%-groep; 12 600 tot 15 900 euro";0.6;14.0
2043;Bellingwedde;"3e 10%-groep; 15 900 tot 19 000 euro";0.5;11.0
2044;Bellingwedde;"4e 10%-groep; 19 000 tot 22 400 euro";0.5;11.0
2045;Bellingwedde;"5e 10%-groep; 22 400 tot 26 300 euro";0.4;10.0
2046;Bellingwedde;"6e 10%-groep; 26 300 tot 30 400 euro";0.5;11.0
2047;Bellingwedde;"7e 10%-groep; 30 400 tot 35 000 euro";0.4;9.0
2048;Bellingwedde;"8e 10%-groep; 35 000 tot 41 000 euro";0.4;9.0
2049;Bellingwedde;"9e 10%-groep; 41 000 tot 51 000 euro";0.3;7.0
2050;Bellingwedde;"10e 10%-groep; meer dan 51 000  euro";0.2;5.0
2051;Bellingwedde;"1e 10%-groep; minder dan 12 600 euro";0.5;12.0
2052;Bellingwedde;"2e-4e 10%-groep; 12 600 tot 22 400 euro";1.5;36.0
2053;Bellingwedde;"5e-8e 10%-groep; 22 400 tot 41 000 euro";1.6;39.0
2054;Bellingwedde;"9e-10e 10%-groep; meer dan 41 000 euro";0.5;12.0
2055;Bennebroek;Totaal particulier huishouden;2.1;100.0
2056;Bennebroek;"1e 10%-groep; minder dan 12 600 euro";0.1;6.0
2057;Bennebroek;"2e 10%-groep; 12 600 tot 15 900 euro";0.1;7.0
2058;Bennebroek;"3e 10%-groep; 15 900 tot 19 000 euro";0.1;6.0
2059;Bennebroek;"4e 10%-groep; 19 000 tot 22 400 euro";0.1;7.0
2060;Bennebroek;"5e 10%-groep; 22 400 tot 26 300 euro";0.2;9.0
2061;Bennebroek;"6e 10%-groep; 26 300 tot 30 400 euro";0.1;6.0
2062;Bennebroek;"7e 10%-groep; 30 400 tot 35 000 euro";0.2;10.0
2063;Bennebroek;"8e 10%-groep; 35 000 tot 41 000 euro";0.3;13.0
2064;Bennebroek;"9e 10%-groep; 41 000 tot 51 000 euro";0.3;13.0
2065;Bennebroek;"10e 10%-groep; meer dan 51 000  euro";0.5;23.0
2066;Bennebroek;"1e 10%-groep; minder dan 12 600 euro";0.1;6.0
2067;Bennebroek;"2e-4e 10%-groep; 12 600 tot 22 400 euro";0.4;20.0
2068;Bennebroek;"5e-8e 10%-groep; 22 400 tot 41 000 euro";0.8;38.0
2069;Bennebroek;"9e-10e 10%-groep; meer dan 41 000 euro";0.8;36.0
2070;Bergambacht;Totaal particulier huishouden;3.6;100.0
2071;Bergambacht;"1e 10%-groep; minder dan 12 600 euro";0.3;8.0
2072;Bergambacht;"2e 10%-groep; 12 600 tot 15 900 euro";0.3;8.0
2073;Bergambacht;"3e 10%-groep; 15 900 tot 19 000 euro";0.3;8.0
2074;Bergambacht;"4e 10%-groep; 19 000 tot 22 400 euro";0.3;8.0
2075;Bergambacht;"5e 10%-groep; 22 400 tot 26 300 euro";0.3;8.0
2076;Bergambacht;"6e 10%-groep; 26 300 tot 30 400 euro";0.4;10.0
2077;Bergambacht;"7e 10%-groep; 30 400 tot 35 000 euro";0.4;10.0
2078;Bergambacht;"8e 10%-groep; 35 000 tot 41 000 euro";0.4;12.0
2079;Bergambacht;"9e 10%-groep; 41 000 tot 51 000 euro";0.4;12.0
2080;Bergambacht;"10e 10%-groep; meer dan 51 000  euro";0.5;15.0
2081;Bergambacht;"1e 10%-groep; minder dan 12 600 euro";0.3;8.0
2082;Bergambacht;"2e-4e 10%-groep; 12 600 tot 22 400 euro";0.9;25.0
2083;Bergambacht;"5e-8e 10%-groep; 22 400 tot 41 000 euro";1.5;40.0
2084;Bergambacht;"9e-10e 10%-groep; meer dan 41 000 euro";1.0;27.0
2085;Bergeijk;Totaal particulier huishouden;6.9;100.0
2086;Bergeijk;"1e 10%-groep; minder dan 12 600 euro";0.5;7.0
2087;Bergeijk;"2e 10%-groep; 12 600 tot 15 900 euro";0.6;8.0
2088;Bergeijk;"3e 10%-groep; 15 900 tot 19 000 euro";0.5;7.0
2089;Bergeijk;"4e 10%-groep; 19 000 tot 22 400 euro";0.6;8.0
2090;Bergeijk;"5e 10%-groep; 22 400 tot 26 300 euro";0.7;10.0
2091;Bergeijk;"6e 10%-groep; 26 300 tot 30 400 euro";0.8;11.0
2092;Bergeijk;"7e 10%-groep; 30 400 tot 35 000 euro";0.7;11.0
2093;Bergeijk;"8e 10%-groep; 35 000 tot 41 000 euro";0.9;13.0
2094;Bergeijk;"9e 10%-groep; 41 000 tot 51 000 euro";0.8;12.0
2095;Bergeijk;"10e 10%-groep; meer dan 51 000  euro";0.9;13.0
2096;Bergeijk;"1e 10%-groep; minder dan 12 600 euro";0.5;7.0
2097;Bergeijk;"2e-4e 10%-groep; 12 600 tot 22 400 euro";1.6;24.0
2098;Bergeijk;"5e-8e 10%-groep; 22 400 tot 41 000 euro";3.1;45.0
2099;Bergeijk;"9e-10e 10%-groep; meer dan 41 000 euro";1.7;25.0
2100;Bergen (L.);Totaal particulier huishouden;5.3;100.0
2101;Bergen (L.);"1e 10%-groep; minder dan 12 600 euro";0.4;8.0
2102;Bergen (L.);"2e 10%-groep; 12 600 tot 15 900 euro";0.5;9.0
2103;Bergen (L.);"3e 10%-groep; 15 900 tot 19 000 euro";0.5;9.0
2104;Bergen (L.);"4e 10%-groep; 19 000 tot 22 400 euro";0.6;11.0
2105;Bergen (L.);"5e 10%-groep; 22 400 tot 26 300 euro";0.5;10.0
2106;Bergen (L.);"6e 10%-groep; 26 300 tot 30 400 euro";0.6;11.0
2107;Bergen (L.);"7e 10%-groep; 30 400 tot 35 000 euro";0.6;11.0
2108;Bergen (L.);"8e 10%-groep; 35 000 tot 41 000 euro";0.6;11.0
2109;Bergen (L.);"9e 10%-groep; 41 000 tot 51 000 euro";0.5;9.0
2110;Bergen (L.);"10e 10%-groep; meer dan 51 000  euro";0.5;9.0
2111;Bergen (L.);"1e 10%-groep; minder dan 12 600 euro";0.4;8.0
2112;Bergen (L.);"2e-4e 10%-groep; 12 600 tot 22 400 euro";1.6;30.0
2113;Bergen (L.);"5e-8e 10%-groep; 22 400 tot 41 000 euro";2.3;44.0
2114;Bergen (L.);"9e-10e 10%-groep; meer dan 41 000 euro";1.0;18.0
2115;Bergen (NH.);Totaal particulier huishouden;13.2;100.0
2116;Bergen (NH.);"1e 10%-groep; minder dan 12 600 euro";1.2;9.0
2117;Bergen (NH.);"2e 10%-groep; 12 600 tot 15 900 euro";1.2;9.0
2118;Bergen (NH.);"3e 10%-groep; 15 900 tot 19 000 euro";1.1;8.0
2119;Bergen (NH.);"4e 10%-groep; 19 000 tot 22 400 euro";1.1;8.0
2120;Bergen (NH.);"5e 10%-groep; 22 400 tot 26 300 euro";1.2;9.0
2121;Bergen (NH.);"6e 10%-groep; 26 300 tot 30 400 euro";1.3;10.0
2122;Bergen (NH.);"7e 10%-groep; 30 400 tot 35 000 euro";1.2;9.0
2123;Bergen (NH.);"8e 10%-groep; 35 000 tot 41 000 euro";1.3;10.0
2124;Bergen (NH.);"9e 10%-groep; 41 000 tot 51 000 euro";1.5;11.0
2125;Bergen (NH.);"10e 10%-groep; meer dan 51 000  euro";2.1;16.0
2126;Bergen (NH.);"1e 10%-groep; minder dan 12 600 euro";1.2;9.0
2127;Bergen (NH.);"2e-4e 10%-groep; 12 600 tot 22 400 euro";3.3;25.0
2128;Bergen (NH.);"5e-8e 10%-groep; 22 400 tot 41 000 euro";5.1;38.0
2129;Bergen (NH.);"9e-10e 10%-groep; meer dan 41 000 euro";3.6;27.0
2130;Bergen op Zoom;Totaal particulier huishouden;27.7;100.0
2131;Bergen op Zoom;"1e 10%-groep; minder dan 12 600 euro";2.7;10.0
2132;Bergen op Zoom;"2e 10%-groep; 12 600 tot 15 900 euro";2.7;10.0
2133;Bergen op Zoom;"3e 10%-groep; 15 900 tot 19 000 euro";2.8;10.0
2134;Bergen op Zoom;"4e 10%-groep; 19 000 tot 22 400 euro";2.9;11.0
2135;Bergen op Zoom;"5e 10%-groep; 22 400 tot 26 300 euro";2.9;11.0
2136;Bergen op Zoom;"6e 10%-groep; 26 300 tot 30 400 euro";2.9;10.0
2137;Bergen op Zoom;"7e 10%-groep; 30 400 tot 35 000 euro";2.9;10.0
2138;Bergen op Zoom;"8e 10%-groep; 35 000 tot 41 000 euro";2.8;10.0
2139;Bergen op Zoom;"9e 10%-groep; 41 000 tot 51 000 euro";2.7;10.0
2140;Bergen op Zoom;"10e 10%-groep; meer dan 51 000  euro";2.3;8.0
2141;Bergen op Zoom;"1e 10%-groep; minder dan 12 600 euro";2.7;10.0
2142;Bergen op Zoom;"2e-4e 10%-groep; 12 600 tot 22 400 euro";8.4;30.0
2143;Bergen op Zoom;"5e-8e 10%-groep; 22 400 tot 41 000 euro";11.5;42.0
2144;Bergen op Zoom;"9e-10e 10%-groep; meer dan 41 000 euro";5.0;18.0
2145;Bergschenhoek;Totaal particulier huishouden;5.9;100.0
2146;Bergschenhoek;"1e 10%-groep; minder dan 12 600 euro";0.3;5.0
2147;Bergschenhoek;"2e 10%-groep; 12 600 tot 15 900 euro";0.3;4.0
2148;Bergschenhoek;"3e 10%-groep; 15 900 tot 19 000 euro";0.4;6.0
2149;Bergschenhoek;"4e 10%-groep; 19 000 tot 22 400 euro";0.4;6.0
2150;Bergschenhoek;"5e 10%-groep; 22 400 tot 26 300 euro";0.5;8.0
2151;Bergschenhoek;"6e 10%-groep; 26 300 tot 30 400 euro";0.5;9.0
2152;Bergschenhoek;"7e 10%-groep; 30 400 tot 35 000 euro";0.6;11.0
2153;Bergschenhoek;"8e 10%-groep; 35 000 tot 41 000 euro";0.7;13.0
2154;Bergschenhoek;"9e 10%-groep; 41 000 tot 51 000 euro";0.9;16.0
2155;Bergschenhoek;"10e 10%-groep; meer dan 51 000  euro";1.3;22.0
2156;Bergschenhoek;"1e 10%-groep; minder dan 12 600 euro";0.3;5.0
2157;Bergschenhoek;"2e-4e 10%-groep; 12 600 tot 22 400 euro";1.0;17.0
2158;Bergschenhoek;"5e-8e 10%-groep; 22 400 tot 41 000 euro";2.4;40.0
2159;Bergschenhoek;"9e-10e 10%-groep; meer dan 41 000 euro";2.2;38.0
2160;Berkel en Rodenrijs;Totaal particulier huishouden;7.4;100.0
2161;Berkel en Rodenrijs;"1e 10%-groep; minder dan 12 600 euro";0.4;6.0
2162;Berkel en Rodenrijs;"2e 10%-groep; 12 600 tot 15 900 euro";0.6;7.0
2163;Berkel en Rodenrijs;"3e 10%-groep; 15 900 tot 19 000 euro";0.6;7.0
2164;Berkel en Rodenrijs;"4e 10%-groep; 19 000 tot 22 400 euro";0.6;8.0
2165;Berkel en Rodenrijs;"5e 10%-groep; 22 400 tot 26 300 euro";0.6;8.0
2166;Berkel en Rodenrijs;"6e 10%-groep; 26 300 tot 30 400 euro";0.7;10.0
2167;Berkel en Rodenrijs;"7e 10%-groep; 30 400 tot 35 000 euro";0.7;10.0
2168;Berkel en Rodenrijs;"8e 10%-groep; 35 000 tot 41 000 euro";0.9;12.0
2169;Berkel en Rodenrijs;"9e 10%-groep; 41 000 tot 51 000 euro";1.1;15.0
2170;Berkel en Rodenrijs;"10e 10%-groep; meer dan 51 000  euro";1.2;17.0
2171;Berkel en Rodenrijs;"1e 10%-groep; minder dan 12 600 euro";0.4;6.0
2172;Berkel en Rodenrijs;"2e-4e 10%-groep; 12 600 tot 22 400 euro";1.7;23.0
2173;Berkel en Rodenrijs;"5e-8e 10%-groep; 22 400 tot 41 000 euro";2.9;40.0
2174;Berkel en Rodenrijs;"9e-10e 10%-groep; meer dan 41 000 euro";2.3;31.0
2175;Berkelland;Totaal particulier huishouden;17.5;100.0
2176;Berkelland;"1e 10%-groep; minder dan 12 600 euro";1.4;8.0
2177;Berkelland;"2e 10%-groep; 12 600 tot 15 900 euro";1.8;10.0
2178;Berkelland;"3e 10%-groep; 15 900 tot 19 000 euro";1.5;8.0
2179;Berkelland;"4e 10%-groep; 19 000 tot 22 400 euro";1.7;10.0
2180;Berkelland;"5e 10%-groep; 22 400 tot 26 300 euro";1.6;9.0
2181;Berkelland;"6e 10%-groep; 26 300 tot 30 400 euro";2.1;12.0
2182;Berkelland;"7e 10%-groep; 30 400 tot 35 000 euro";2.1;12.0
2183;Berkelland;"8e 10%-groep; 35 000 tot 41 000 euro";1.9;11.0
2184;Berkelland;"9e 10%-groep; 41 000 tot 51 000 euro";1.8;10.0
2185;Berkelland;"10e 10%-groep; meer dan 51 000  euro";1.7;10.0
2186;Berkelland;"1e 10%-groep; minder dan 12 600 euro";1.4;8.0
2187;Berkelland;"2e-4e 10%-groep; 12 600 tot 22 400 euro";4.9;28.0
2188;Berkelland;"5e-8e 10%-groep; 22 400 tot 41 000 euro";7.7;44.0
2189;Berkelland;"9e-10e 10%-groep; meer dan 41 000 euro";3.6;20.0
2190;Bernheze;Totaal particulier huishouden;10.7;100.0
2191;Bernheze;"1e 10%-groep; minder dan 12 600 euro";0.6;5.0
2192;Bernheze;"2e 10%-groep; 12 600 tot 15 900 euro";0.9;8.0
2193;Bernheze;"3e 10%-groep; 15 900 tot 19 000 euro";0.8;7.0
2194;Bernheze;"4e 10%-groep; 19 000 tot 22 400 euro";1.0;10.0
2195;Bernheze;"5e 10%-groep; 22 400 tot 26 300 euro";1.0;9.0
2196;Bernheze;"6e 10%-groep; 26 300 tot 30 400 euro";1.0;9.0
2197;Bernheze;"7e 10%-groep; 30 400 tot 35 000 euro";1.3;12.0
2198;Bernheze;"8e 10%-groep; 35 000 tot 41 000 euro";1.2;12.0
2199;Bernheze;"9e 10%-groep; 41 000 tot 51 000 euro";1.4;13.0
2200;Bernheze;"10e 10%-groep; meer dan 51 000  euro";1.5;14.0
2201;Bernheze;"1e 10%-groep; minder dan 12 600 euro";0.6;5.0
2202;Bernheze;"2e-4e 10%-groep; 12 600 tot 22 400 euro";2.7;25.0
2203;Bernheze;"5e-8e 10%-groep; 22 400 tot 41 000 euro";4.5;42.0
2204;Bernheze;"9e-10e 10%-groep; meer dan 41 000 euro";2.9;27.0
2205;Bernisse;Totaal particulier huishouden;5.0;100.0
2206;Bernisse;"1e 10%-groep; minder dan 12 600 euro";0.3;6.0
2207;Bernisse;"2e 10%-groep; 12 600 tot 15 900 euro";0.3;7.0
2208;Bernisse;"3e 10%-groep; 15 900 tot 19 000 euro";0.4;8.0
2209;Bernisse;"4e 10%-groep; 19 000 tot 22 400 euro";0.5;9.0
2210;Bernisse;"5e 10%-groep; 22 400 tot 26 300 euro";0.4;9.0
2211;Bernisse;"6e 10%-groep; 26 300 tot 30 400 euro";0.5;10.0
2212;Bernisse;"7e 10%-groep; 30 400 tot 35 000 euro";0.7;13.0
2213;Bernisse;"8e 10%-groep; 35 000 tot 41 000 euro";0.5;11.0
2214;Bernisse;"9e 10%-groep; 41 000 tot 51 000 euro";0.7;14.0
2215;Bernisse;"10e 10%-groep; meer dan 51 000  euro";0.7;13.0
2216;Bernisse;"1e 10%-groep; minder dan 12 600 euro";0.3;6.0
2217;Bernisse;"2e-4e 10%-groep; 12 600 tot 22 400 euro";1.2;24.0
2218;Bernisse;"5e-8e 10%-groep; 22 400 tot 41 000 euro";2.2;43.0
2219;Bernisse;"9e-10e 10%-groep; meer dan 41 000 euro";1.4;27.0
2220;Best;Totaal particulier huishouden;11.4;100.0
2221;Best;"1e 10%-groep; minder dan 12 600 euro";0.8;7.0
2222;Best;"2e 10%-groep; 12 600 tot 15 900 euro";0.9;8.0
2223;Best;"3e 10%-groep; 15 900 tot 19 000 euro";1.0;9.0
2224;Best;"4e 10%-groep; 19 000 tot 22 400 euro";1.0;8.0
2225;Best;"5e 10%-groep; 22 400 tot 26 300 euro";1.1;10.0
2226;Best;"6e 10%-groep; 26 300 tot 30 400 euro";1.1;10.0
2227;Best;"7e 10%-groep; 30 400 tot 35 000 euro";1.3;11.0
2228;Best;"8e 10%-groep; 35 000 tot 41 000 euro";1.3;11.0
2229;Best;"9e 10%-groep; 41 000 tot 51 000 euro";1.5;13.0
2230;Best;"10e 10%-groep; meer dan 51 000  euro";1.5;13.0
2231;Best;"1e 10%-groep; minder dan 12 600 euro";0.8;7.0
2232;Best;"2e-4e 10%-groep; 12 600 tot 22 400 euro";2.8;25.0
2233;Best;"5e-8e 10%-groep; 22 400 tot 41 000 euro";4.8;42.0
2234;Best;"9e-10e 10%-groep; meer dan 41 000 euro";3.0;26.0
2235;Beuningen;Totaal particulier huishouden;9.6;100.0
2236;Beuningen;"1e 10%-groep; minder dan 12 600 euro";0.7;7.0
2237;Beuningen;"2e 10%-groep; 12 600 tot 15 900 euro";0.7;8.0
2238;Beuningen;"3e 10%-groep; 15 900 tot 19 000 euro";0.9;9.0
2239;Beuningen;"4e 10%-groep; 19 000 tot 22 400 euro";0.8;9.0
2240;Beuningen;"5e 10%-groep; 22 400 tot 26 300 euro";0.9;10.0
2241;Beuningen;"6e 10%-groep; 26 300 tot 30 400 euro";1.0;10.0
2242;Beuningen;"7e 10%-groep; 30 400 tot 35 000 euro";1.1;11.0
2243;Beuningen;"8e 10%-groep; 35 000 tot 41 000 euro";1.1;12.0
2244;Beuningen;"9e 10%-groep; 41 000 tot 51 000 euro";1.2;12.0
2245;Beuningen;"10e 10%-groep; meer dan 51 000  euro";1.2;12.0
2246;Beuningen;"1e 10%-groep; minder dan 12 600 euro";0.7;7.0
2247;Beuningen;"2e-4e 10%-groep; 12 600 tot 22 400 euro";2.4;25.0
2248;Beuningen;"5e-8e 10%-groep; 22 400 tot 41 000 euro";4.1;43.0
2249;Beuningen;"9e-10e 10%-groep; meer dan 41 000 euro";2.4;25.0
2250;Beverwijk;Totaal particulier huishouden;16.2;100.0
