ID;Geslacht;Leeftijd;Onderwijssoorten;RegioS;Perioden;AantalLeerlingen_1
775;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Arnhem/Nijmegen (CR);2000/'01;64594.0
776;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Arnhem/Nijmegen (CR);2001/'02;65133.0
777;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Arnhem/Nijmegen (CR);2002/'03;65333.0
778;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Arnhem/Nijmegen (CR);2003/'04;65306.0
779;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Arnhem/Nijmegen (CR);2004/'05;65501.0
780;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Arnhem/Nijmegen (CR);2005/'06;63748.0
781;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Arnhem/Nijmegen (CR);2006/'07;63869.0
782;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Arnhem/Nijmegen (CR);2007/'08;64043.0
783;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Arnhem/Nijmegen (CR);2008/'09;63988.0
784;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Arnhem/Nijmegen (CR);2009/'10;63690.0
785;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Arnhem/Nijmegen (CR);2010/'11;63066.0
786;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Arnhem/Nijmegen (CR);2011/'12;61851.0
787;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Arnhem/Nijmegen (CR);2012/'13;60714.0
788;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Arnhem/Nijmegen (CR);2013/'14;59691.0
789;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Arnhem/Nijmegen (CR);2014/'15;58855.0
790;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Arnhem/Nijmegen (CR);2015/'16;57873.0
791;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Arnhem/Nijmegen (CR);2016/'17;57368.0
792;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Arnhem/Nijmegen (CR);2017/'18;56855.0
793;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Arnhem/Nijmegen (CR);2018/'19;56259.0
794;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Arnhem/Nijmegen (CR);2019/'20;55743.0
795;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Arnhem/Nijmegen (CR);2020/'21;55134.0
796;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Arnhem/Nijmegen (CR);2021/'22;54608.0
797;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Arnhem/Nijmegen (CR);2022/'23;54423.0
798;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Arnhem/Nijmegen (CR);2023/'24;53870.0
799;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Arnhem/Nijmegen (CR);2024/'25;53690.0
800;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Zuidwest-Gelderland (CR);2000/'01;24182.0
801;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Zuidwest-Gelderland (CR);2001/'02;24686.0
802;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Zuidwest-Gelderland (CR);2002/'03;24699.0
803;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Zuidwest-Gelderland (CR);2003/'04;24827.0
804;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Zuidwest-Gelderland (CR);2004/'05;25249.0
805;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Zuidwest-Gelderland (CR);2005/'06;25678.0
806;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Zuidwest-Gelderland (CR);2006/'07;25539.0
807;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Zuidwest-Gelderland (CR);2007/'08;25676.0
808;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Zuidwest-Gelderland (CR);2008/'09;25733.0
809;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Zuidwest-Gelderland (CR);2009/'10;25650.0
810;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Zuidwest-Gelderland (CR);2010/'11;25008.0
811;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Zuidwest-Gelderland (CR);2011/'12;24572.0
812;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Zuidwest-Gelderland (CR);2012/'13;23968.0
813;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Zuidwest-Gelderland (CR);2013/'14;23277.0
814;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Zuidwest-Gelderland (CR);2014/'15;22619.0
815;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Zuidwest-Gelderland (CR);2015/'16;21964.0
816;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Zuidwest-Gelderland (CR);2016/'17;21478.0
817;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Zuidwest-Gelderland (CR);2017/'18;21074.0
818;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Zuidwest-Gelderland (CR);2018/'19;20860.0
819;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Zuidwest-Gelderland (CR);2019/'20;20714.0
820;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Zuidwest-Gelderland (CR);2020/'21;20529.0
821;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Zuidwest-Gelderland (CR);2021/'22;20370.0
822;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Zuidwest-Gelderland (CR);2022/'23;20498.0
823;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Zuidwest-Gelderland (CR);2023/'24;20420.0
824;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Zuidwest-Gelderland (CR);2024/'25;20480.0
825;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Utrecht (CR);2000/'01;109509.0
826;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Utrecht (CR);2001/'02;110158.0
827;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Utrecht (CR);2002/'03;111868.0
828;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Utrecht (CR);2003/'04;112919.0
829;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Utrecht (CR);2004/'05;114002.0
830;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Utrecht (CR);2005/'06;115303.0
831;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Utrecht (CR);2006/'07;116662.0
832;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Utrecht (CR);2007/'08;118367.0
833;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Utrecht (CR);2008/'09;119954.0
834;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Utrecht (CR);2009/'10;120772.0
835;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Utrecht (CR);2010/'11;121269.0
836;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Utrecht (CR);2011/'12;121041.0
837;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Utrecht (CR);2012/'13;120632.0
838;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Utrecht (CR);2013/'14;119579.0
839;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Utrecht (CR);2014/'15;118708.0
840;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Utrecht (CR);2015/'16;117905.0
841;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Utrecht (CR);2016/'17;117015.0
842;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Utrecht (CR);2017/'18;116259.0
843;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Utrecht (CR);2018/'19;115705.0
844;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Utrecht (CR);2019/'20;118222.0
845;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Utrecht (CR);2020/'21;117734.0
846;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Utrecht (CR);2021/'22;116447.0
847;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Utrecht (CR);2022/'23;116295.0
848;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Utrecht (CR);2023/'24;115760.0
849;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Utrecht (CR);2024/'25;115600.0
850;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Kop van Noord-Holland (CR);2000/'01;37055.0
851;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Kop van Noord-Holland (CR);2001/'02;37011.0
852;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Kop van Noord-Holland (CR);2002/'03;36881.0
853;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Kop van Noord-Holland (CR);2003/'04;36927.0
854;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Kop van Noord-Holland (CR);2004/'05;37120.0
855;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Kop van Noord-Holland (CR);2005/'06;37302.0
856;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Kop van Noord-Holland (CR);2006/'07;37014.0
857;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Kop van Noord-Holland (CR);2007/'08;36933.0
858;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Kop van Noord-Holland (CR);2008/'09;36911.0
859;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Kop van Noord-Holland (CR);2009/'10;36698.0
860;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Kop van Noord-Holland (CR);2010/'11;36159.0
861;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Kop van Noord-Holland (CR);2011/'12;35409.0
862;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Kop van Noord-Holland (CR);2012/'13;34634.0
863;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Kop van Noord-Holland (CR);2013/'14;33479.0
864;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Kop van Noord-Holland (CR);2014/'15;32716.0
865;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Kop van Noord-Holland (CR);2015/'16;32113.0
866;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Kop van Noord-Holland (CR);2016/'17;31284.0
867;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Kop van Noord-Holland (CR);2017/'18;30578.0
868;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Kop van Noord-Holland (CR);2018/'19;30258.0
869;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Kop van Noord-Holland (CR);2019/'20;29934.0
870;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Kop van Noord-Holland (CR);2020/'21;29560.0
871;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Kop van Noord-Holland (CR);2021/'22;29353.0
872;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Kop van Noord-Holland (CR);2022/'23;29135.0
873;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Kop van Noord-Holland (CR);2023/'24;28810.0
874;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Kop van Noord-Holland (CR);2024/'25;28800.0
875;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Alkmaar en omgeving (CR);2000/'01;22830.0
876;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Alkmaar en omgeving (CR);2001/'02;22904.0
877;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Alkmaar en omgeving (CR);2002/'03;21323.0
878;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Alkmaar en omgeving (CR);2003/'04;21500.0
879;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Alkmaar en omgeving (CR);2004/'05;21574.0
880;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Alkmaar en omgeving (CR);2005/'06;21702.0
881;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Alkmaar en omgeving (CR);2006/'07;21946.0
882;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Alkmaar en omgeving (CR);2007/'08;22060.0
883;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Alkmaar en omgeving (CR);2008/'09;22123.0
884;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Alkmaar en omgeving (CR);2009/'10;22013.0
885;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Alkmaar en omgeving (CR);2010/'11;21845.0
886;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Alkmaar en omgeving (CR);2011/'12;21498.0
887;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Alkmaar en omgeving (CR);2012/'13;21233.0
888;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Alkmaar en omgeving (CR);2013/'14;20913.0
889;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Alkmaar en omgeving (CR);2014/'15;20625.0
890;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Alkmaar en omgeving (CR);2015/'16;20881.0
891;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Alkmaar en omgeving (CR);2016/'17;20578.0
892;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Alkmaar en omgeving (CR);2017/'18;20332.0
893;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Alkmaar en omgeving (CR);2018/'19;20176.0
894;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Alkmaar en omgeving (CR);2019/'20;20089.0
895;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Alkmaar en omgeving (CR);2020/'21;19942.0
896;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Alkmaar en omgeving (CR);2021/'22;19770.0
897;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Alkmaar en omgeving (CR);2022/'23;19677.0
898;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Alkmaar en omgeving (CR);2023/'24;19470.0
899;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Alkmaar en omgeving (CR);2024/'25;19430.0
900;Totaal mannen en vrouwen;Totaal;Basisonderwijs;IJmond (CR);2000/'01;17122.0
901;Totaal mannen en vrouwen;Totaal;Basisonderwijs;IJmond (CR);2001/'02;17163.0
902;Totaal mannen en vrouwen;Totaal;Basisonderwijs;IJmond (CR);2002/'03;18711.0
903;Totaal mannen en vrouwen;Totaal;Basisonderwijs;IJmond (CR);2003/'04;18712.0
904;Totaal mannen en vrouwen;Totaal;Basisonderwijs;IJmond (CR);2004/'05;18632.0
905;Totaal mannen en vrouwen;Totaal;Basisonderwijs;IJmond (CR);2005/'06;18617.0
906;Totaal mannen en vrouwen;Totaal;Basisonderwijs;IJmond (CR);2006/'07;18572.0
907;Totaal mannen en vrouwen;Totaal;Basisonderwijs;IJmond (CR);2007/'08;18533.0
908;Totaal mannen en vrouwen;Totaal;Basisonderwijs;IJmond (CR);2008/'09;18373.0
909;Totaal mannen en vrouwen;Totaal;Basisonderwijs;IJmond (CR);2009/'10;18167.0
910;Totaal mannen en vrouwen;Totaal;Basisonderwijs;IJmond (CR);2010/'11;17752.0
911;Totaal mannen en vrouwen;Totaal;Basisonderwijs;IJmond (CR);2011/'12;17307.0
912;Totaal mannen en vrouwen;Totaal;Basisonderwijs;IJmond (CR);2012/'13;16897.0
913;Totaal mannen en vrouwen;Totaal;Basisonderwijs;IJmond (CR);2013/'14;16467.0
914;Totaal mannen en vrouwen;Totaal;Basisonderwijs;IJmond (CR);2014/'15;15927.0
915;Totaal mannen en vrouwen;Totaal;Basisonderwijs;IJmond (CR);2015/'16;15684.0
916;Totaal mannen en vrouwen;Totaal;Basisonderwijs;IJmond (CR);2016/'17;15466.0
917;Totaal mannen en vrouwen;Totaal;Basisonderwijs;IJmond (CR);2017/'18;15413.0
918;Totaal mannen en vrouwen;Totaal;Basisonderwijs;IJmond (CR);2018/'19;15334.0
919;Totaal mannen en vrouwen;Totaal;Basisonderwijs;IJmond (CR);2019/'20;15404.0
920;Totaal mannen en vrouwen;Totaal;Basisonderwijs;IJmond (CR);2020/'21;15333.0
921;Totaal mannen en vrouwen;Totaal;Basisonderwijs;IJmond (CR);2021/'22;15164.0
922;Totaal mannen en vrouwen;Totaal;Basisonderwijs;IJmond (CR);2022/'23;15200.0
923;Totaal mannen en vrouwen;Totaal;Basisonderwijs;IJmond (CR);2023/'24;15120.0
924;Totaal mannen en vrouwen;Totaal;Basisonderwijs;IJmond (CR);2024/'25;15220.0
925;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Agglomeratie Haarlem (CR);2000/'01;19478.0
926;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Agglomeratie Haarlem (CR);2001/'02;19436.0
927;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Agglomeratie Haarlem (CR);2002/'03;19123.0
928;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Agglomeratie Haarlem (CR);2003/'04;19272.0
929;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Agglomeratie Haarlem (CR);2004/'05;19243.0
930;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Agglomeratie Haarlem (CR);2005/'06;19342.0
931;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Agglomeratie Haarlem (CR);2006/'07;19471.0
932;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Agglomeratie Haarlem (CR);2007/'08;19626.0
933;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Agglomeratie Haarlem (CR);2008/'09;19631.0
934;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Agglomeratie Haarlem (CR);2009/'10;19828.0
935;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Agglomeratie Haarlem (CR);2010/'11;19877.0
936;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Agglomeratie Haarlem (CR);2011/'12;20037.0
937;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Agglomeratie Haarlem (CR);2012/'13;20141.0
938;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Agglomeratie Haarlem (CR);2013/'14;20324.0
939;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Agglomeratie Haarlem (CR);2014/'15;20585.0
940;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Agglomeratie Haarlem (CR);2015/'16;20622.0
941;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Agglomeratie Haarlem (CR);2016/'17;20914.0
942;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Agglomeratie Haarlem (CR);2017/'18;21011.0
943;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Agglomeratie Haarlem (CR);2018/'19;21262.0
944;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Agglomeratie Haarlem (CR);2019/'20;20770.0
945;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Agglomeratie Haarlem (CR);2020/'21;20780.0
946;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Agglomeratie Haarlem (CR);2021/'22;20494.0
947;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Agglomeratie Haarlem (CR);2022/'23;20318.0
948;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Agglomeratie Haarlem (CR);2023/'24;20230.0
949;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Agglomeratie Haarlem (CR);2024/'25;20120.0
950;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Zaanstreek (CR);2000/'01;14199.0
951;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Zaanstreek (CR);2001/'02;14475.0
952;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Zaanstreek (CR);2002/'03;14796.0
953;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Zaanstreek (CR);2003/'04;14811.0
954;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Zaanstreek (CR);2004/'05;14937.0
955;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Zaanstreek (CR);2005/'06;15080.0
956;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Zaanstreek (CR);2006/'07;15316.0
957;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Zaanstreek (CR);2007/'08;15513.0
958;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Zaanstreek (CR);2008/'09;15705.0
959;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Zaanstreek (CR);2009/'10;15771.0
960;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Zaanstreek (CR);2010/'11;15690.0
961;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Zaanstreek (CR);2011/'12;15554.0
962;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Zaanstreek (CR);2012/'13;15424.0
963;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Zaanstreek (CR);2013/'14;15082.0
964;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Zaanstreek (CR);2014/'15;14807.0
965;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Zaanstreek (CR);2015/'16;14639.0
966;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Zaanstreek (CR);2016/'17;14418.0
967;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Zaanstreek (CR);2017/'18;14249.0
968;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Zaanstreek (CR);2018/'19;14094.0
969;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Zaanstreek (CR);2019/'20;13939.0
970;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Zaanstreek (CR);2020/'21;13945.0
971;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Zaanstreek (CR);2021/'22;13912.0
972;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Zaanstreek (CR);2022/'23;13886.0
973;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Zaanstreek (CR);2023/'24;13970.0
974;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Zaanstreek (CR);2024/'25;14000.0
975;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Groot-Amsterdam (CR);2000/'01;100403.0
976;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Groot-Amsterdam (CR);2001/'02;101239.0
977;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Groot-Amsterdam (CR);2002/'03;101757.0
978;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Groot-Amsterdam (CR);2003/'04;102049.0
979;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Groot-Amsterdam (CR);2004/'05;102444.0
980;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Groot-Amsterdam (CR);2005/'06;103084.0
981;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Groot-Amsterdam (CR);2006/'07;103304.0
982;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Groot-Amsterdam (CR);2007/'08;104183.0
983;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Groot-Amsterdam (CR);2008/'09;105263.0
984;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Groot-Amsterdam (CR);2009/'10;106315.0
985;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Groot-Amsterdam (CR);2010/'11;106359.0
986;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Groot-Amsterdam (CR);2011/'12;106946.0
987;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Groot-Amsterdam (CR);2012/'13;106964.0
988;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Groot-Amsterdam (CR);2013/'14;107281.0
989;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Groot-Amsterdam (CR);2014/'15;107582.0
990;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Groot-Amsterdam (CR);2015/'16;107042.0
991;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Groot-Amsterdam (CR);2016/'17;106454.0
992;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Groot-Amsterdam (CR);2017/'18;105464.0
993;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Groot-Amsterdam (CR);2018/'19;104929.0
994;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Groot-Amsterdam (CR);2019/'20;105232.0
995;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Groot-Amsterdam (CR);2020/'21;104065.0
996;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Groot-Amsterdam (CR);2021/'22;101692.0
997;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Groot-Amsterdam (CR);2022/'23;100750.0
998;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Groot-Amsterdam (CR);2023/'24;101800.0
999;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Groot-Amsterdam (CR);2024/'25;100880.0
1000;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Het Gooi en Vechtstreek (CR);2000/'01;21700.0
1001;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Het Gooi en Vechtstreek (CR);2001/'02;21500.0
1002;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Het Gooi en Vechtstreek (CR);2002/'03;22429.0
1003;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Het Gooi en Vechtstreek (CR);2003/'04;22403.0
1004;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Het Gooi en Vechtstreek (CR);2004/'05;22606.0
1005;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Het Gooi en Vechtstreek (CR);2005/'06;22637.0
1006;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Het Gooi en Vechtstreek (CR);2006/'07;22855.0
1007;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Het Gooi en Vechtstreek (CR);2007/'08;23077.0
1008;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Het Gooi en Vechtstreek (CR);2008/'09;23376.0
1009;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Het Gooi en Vechtstreek (CR);2009/'10;23680.0
1010;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Het Gooi en Vechtstreek (CR);2010/'11;23521.0
1011;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Het Gooi en Vechtstreek (CR);2011/'12;23406.0
1012;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Het Gooi en Vechtstreek (CR);2012/'13;23295.0
1013;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Het Gooi en Vechtstreek (CR);2013/'14;23018.0
1014;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Het Gooi en Vechtstreek (CR);2014/'15;22761.0
1015;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Het Gooi en Vechtstreek (CR);2015/'16;22495.0
1016;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Het Gooi en Vechtstreek (CR);2016/'17;22265.0
1017;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Het Gooi en Vechtstreek (CR);2017/'18;22217.0
1018;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Het Gooi en Vechtstreek (CR);2018/'19;22336.0
1019;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Het Gooi en Vechtstreek (CR);2019/'20;22412.0
1020;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Het Gooi en Vechtstreek (CR);2020/'21;22434.0
1021;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Het Gooi en Vechtstreek (CR);2021/'22;22611.0
1022;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Het Gooi en Vechtstreek (CR);2022/'23;23148.0
1023;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Het Gooi en Vechtstreek (CR);2023/'24;21160.0
1024;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Het Gooi en Vechtstreek (CR);2024/'25;20990.0
1025;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Agglomeratie Leiden en Bollenstreek (CR);2000/'01;38179.0
1026;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Agglomeratie Leiden en Bollenstreek (CR);2001/'02;37946.0
1027;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Agglomeratie Leiden en Bollenstreek (CR);2002/'03;37426.0
